@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,4.438,0
0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,2.08,0,0,0,0,0,1.777,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.555,0
0,0.23,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.298,0,1.533,0
0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0.279,0,2.13,0
0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,1.239,0,2.166,0
0.05,0,0,0.05,0,0.27,0,0,0,0,0,0,0.49,0,0.21,0,0,0.308,0.136,0,3.715,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2.413,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0.26,0,0,0,0,0.26,0,0,0.26,0,0,0,0,0,0.52,0,0,0,0,0.038,1.541,0
1.23,0,0,0,0,0,0,0,1.23,0,0,0,0,0.61,0,0,0,0,0.226,0,1.3,0
0,0.85,0,1.28,0,0.42,0,0,0,0,0,0,2.14,0,0,0,0,0,0.112,0,1.602,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0
0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.68,0,0,0.173,0,1.538,0
0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181,0
0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0.75,0,0,0.369,0,2.032,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,4.08,0.226,0,0,1,0
0,0,0,0,0,1.72,0,0,0,0,0,0,3.44,1.72,0,0,0,0,0.487,0,2.533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0.195,0,2.3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0.48,0.48,0,0,0,0,1.353,0
0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0.196,0.393,0,1.058,0
0,0,0,0,0,1.61,0,0,0,0,0,0,1.61,0.53,0,0,0,0,0,0,1.375,0
0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,2.425,0
0,0,0,0,0,0,0,0,0,0,0,0,9.52,4.76,0,0,0,0,1.257,0,3.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.03,0,0.373,0.186,0,1.529,0
0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.11,0.05,0,0,0.11,0.56,0.05,0,0.11,0,0,0,1.69,0,0.33,0.05,0,0.025,0.085,0,2.031,0
0.06,0,0,0,0,0.2,0,0,0,0,0,0,0.75,0,0.47,0,0,0.173,0.183,0,2.738,0
0,0,0,0,0,0.75,0.37,0,0,0,0,0,3.03,0,0.18,0.18,0,0,0.056,0,2.188,0
0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,2.277,0
0,0,0,0,0,0.94,0.37,0,0,0,0,0,1.41,0,0.09,0,0,0.052,0.065,0,2.022,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,2.27,0,0,1.13,0,0,0,0,0,0,0,1.13,0,0.143,0,8.761,0
0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0.189,0,1.681,0
0,0,0,0,0,0,0,0,0,0,0,0,9.52,4.76,0,0,0,0,1.257,0,3.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.72,1.72,0,0,0,1.65,0
0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0.58,0,0,0.107,0,1.531,0
0.31,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0.059,0,1.119,0
0,0,0,0,0,0.98,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,1.45,0
0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0.53,4.052,0
2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,0
0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,2.12,0,0,0,0,0,1.722,0
0,0,0,0,0.31,0.93,0,0,0,0,0,0,0,0,0.31,0,0,0.054,0.108,0.054,2.735,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0.64,0,0,0,0,0,0,0.48,0,0,0,0,0.021,0.105,0.063,3.789,0
0,0,0,0,0,0,0,2.04,0,0,0,0,0,2.04,0,0,0,0,0,0,1.428,0
0.23,0,0,0,0,1.39,0,0,0,0,0,0,0.23,0,0,0,0,0,0.068,0,1.483,0
0,0,0,0,0.09,0.59,0,0,0.09,0,0.09,0,1.57,0,0.39,0,0,0,0.096,0,2.059,0
0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518,0
0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0.45,0.45,0.45,0.056,0.227,0.056,5.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0.185,0,1.904,0
1.02,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0.531,0,2.967,0
0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,2.32,0,0.163,0,2.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.482,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408,0,0,2.6,0
0,0,0,0,0,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0.416,0,3.782,0
0,0,0,0,0,0.36,0.18,0,0.36,0,0,0,0.36,0,0.36,0.18,0,0.026,0,0,2.988,0
0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,1.17,0,0,0,0,0,1.974,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142,0
0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,1.69,0,0,0.315,0,3.083,0
0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0.326,0,4.689,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0.083,0,6.096,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.84,0.84,0,0,0.137,3.052,0
0.19,0,0,0.06,0,0.45,0.26,0,0,0,0.06,0,1.04,0,0,0.39,0,0,0.03,0,1.571,0
0,0,0,0,0,0,0,0,0,0,0,0,5.12,0,1.28,0,0,0,0.131,0,1.625,0
0,0,0,0,0,1.83,0,0,0,0,0,0,1.83,0,0,0,0,0,0.232,0,1.619,0
0,0,0,0,0,1.24,0,0,0,0,0,0,2.48,0.62,0,0.62,0,0.189,0.757,0,2.63,0
0,0,0,0,0,0.85,0,0,0,0,0,0,0.85,0,1.7,0.85,0,0.142,0,0,1.717,0
0,0,0,0,0,0.28,0.57,0.28,0,0,0,0,0.28,0,0,0.57,0,0,0.051,0,1.411,0
0,0,0,0,0,0.33,0,0,0.33,0,0,0,0.99,0,0,0,0,0,0.13,0,2.016,0
0.36,0,0,0,0,0.73,0,0,0,0,0,0,0.73,0.36,0,0,0,0,0.231,0,2.482,0
0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0.744,0,1.972,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,6.333,0
0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,3.037,0
0,0,0,0,0,0,0,0,0,0,0,0,7.6,1.08,1.08,0,0,0,0.364,0,2.421,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0,4.19,0
0,0,0,0,0,1,0,0,0,0,0,0,1.4,0.2,1,0,0,0,0.429,0,2.703,0
0,0,0,0,0.27,2.31,0.27,0,0,0,0,0,3.06,0,0.18,0,0,0.143,0.117,0,2.313,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0.199,0,2.386,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,1.666,0
0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,1,0
0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0.87,1.75,0,0,0,1.681,0
0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0.83,0,0.12,0,3.137,0
0,0,0,0,1.31,0.43,0,0,1.75,0,0,0,0,0,0,0,0,0,0.06,0,1.72,0
0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,0
0.04,0.09,0.04,0,0.09,1.17,0,0,0.13,0,0.04,0,0.9,0,0.31,0.13,0.04,0.013,0.224,0,1.784,0
0,0,0,0,0,0.55,0,0,0,0,0,0,0.55,0.55,0.55,0,0,0,0.25,0,1.601,0
0,0.18,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0.18,0.54,0,0.177,0,1.6,0
0,0.22,0,0,0.11,0.44,0,0,0,0,0,0,0.11,0,0,0.66,0,0.019,0.253,0,2.068,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.464,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0,0,0,2.939,0
0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,1.846,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1.13,0,0,0,0,0,0,2.27,0,1.13,0,0,0,0.136,0,1.812,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.545,0
0,0,0,0,0,1.63,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,1.181,0
0,0,0,0,0,0.26,0.53,0,0,0,0,0,0.8,0,0,0,0,0,0.043,0,1.487,0
0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0.58,0,0,0,0.018,0,251,0
0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,2.275,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.68,0,0,0,0.61,0,0,0,0,0,0,1.22,0.61,1.84,1.84,0,0,0.189,0.094,2.283,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.091,0,1.586,0
0.51,0,0,0,0,1.54,0,0,0,0,0,0,3.6,0,0,0.51,0,0,0,0,1.574,0
0,0,0,0,0.1,0.96,0.1,0,0,0,0,0,3.52,0,0.21,0,0,0.014,0.117,0,2.204,0
0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,1.61,0,0.63,0,1.727,0
0,0,0.23,0.23,0,0.46,0,0.46,0,0,0.23,0,0,0,0.23,0,0,0.073,0,0,3.184,0
0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,2.08,0,0,0.211,0,1.16,0
0.34,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0.34,0,0.432,0,1.526,0
0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,2.15,0,0,0.326,0,2.7,0
0.08,0.08,0,0,0,0,0.08,0,0,0,0,0,0,0,0.26,0,0.78,0.027,0.208,0,4.696,0
0.15,0,0,0,0,0.07,0.15,0,0.07,0,0,0,0,0,0,0.15,0,0.013,0.123,0,1.111,0
0.68,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.332,0,1.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0.204,0,1.75,0
0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,1.55,0.77,0,0.49,0,3.16,0
0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,1.12,0.56,0,0.181,0,4.5,0
0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0.367,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0.191,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0
0.06,0.04,0,0.13,0,0.47,0,0.02,0.13,0,0,0,0,0.02,0.83,0,0.29,0.032,0.176,0,2.201,0
0,0,0.21,0,0,0.42,0,0,0,0,0,0,0.21,0,0,0,0,0.034,0.139,0,3.151,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,5.333,0
0,0,0,0,0,1.55,0,0,0,0,0,0,0.77,0,0,1.16,0,0,0.061,0,2.953,0
0,0,0,0,0.54,0.54,0.54,0,0,0,0,0,1.09,0,0,0,0,0,0.09,0,1.969,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.92,0,0,0,2.918,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0
0,0,1.78,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,0
0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.285,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0.229,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.428,0
0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0.38,4.34,0.019,0.019,0,1.642,0
0.26,0,0,0,0.53,2.94,0,0,0,0,0,0,0,0,0.26,0,0,0,0.03,0,1.58,0
0,0,0,0,0,0.71,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,1,0
0,0,0,0,0,1.21,0,0,0,0,0,0,1.21,0,0,0,0,0,0.441,0,3.193,0
0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,2.882,0
0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0.22,0,2,0
0.13,0,0,0.13,0,0.06,0.06,0,0,0,0,0,1.08,0,0.4,0.06,0,0.009,0.068,0,2.804,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,2.166,0
0,0,0,0,0,0,1.36,0,0,0,0,0.45,0,0,0,0.45,0.45,0,0.155,0,1.545,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,1.833,0
0.23,0,0,0,0,0.92,0.46,0,0,0,0,0.69,0,0,0,0,0,0,0.445,0,1.945,0
0,0,0,0,0,0.5,1.01,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0.087,0,1.225,0
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,1.111,0
0,0,0,0,0,0.51,0,0,0,0,0,0,1.54,0.51,0,0.51,0,0,0.24,0.48,2.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0
0,0,0,0,0,1.01,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,3.108,0
0,0,0,0,0,3.92,0,0,0,0,0,0,1.96,0,0,0,0,0.303,0.303,0,1.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0.371,0,1.967,0
0,0,0,0,0,1.43,0,0,0,0,0,0,0.28,0,1.14,0,0,0,0.43,0,2.902,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,6.25,0,0,0,3.125,0
0,0.12,0,0.12,0,0.12,0,0,0,0,0,0,0.9,0,0,0,0.12,0,0.149,0.074,5.264,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,2.56,0,0,0,0,2.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0.3,0,0,1.611,0
0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1.857,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.254,0,1,0
0.55,0,0,0,0,0,0,0,0,0,0,0,1.11,0.55,0.55,0.55,0,0,0.367,0,2.117,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0,2.187,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,2.12,0.374,0,0,1,0
0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,2.342,0
0,0,0,0,0,0,0,0,0,0,0,0,6.06,3.03,0,0,0,0,0.9,0,2.75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0,1,0
0.02,0.08,0,0,0,0.05,0,0.02,0.02,0,0,0,0.48,0,0.45,0.01,0,0.221,0.152,0,2.63,0
0,0,0,0,0,2.09,0,0,0,0,0,0,1.39,0.69,0,0,0,0,0.281,0,2.744,0
0.12,0,0,0,0,0.37,0,0,0,0,0,0,0.61,0,0,0,0,0.119,0.17,0,3.237,0
0,0,0,0,0,0,0,1.75,0,0,0,0,0.29,0,0.29,0,0,0.156,0.052,0.235,2.721,0
0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0.884,0.294,3.368,0
0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0,2.826,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.8,0.133,4.472,0
0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,0
0,0,0,0,0,2.75,0,0,0,0,0,0,2.06,0.68,0,0,0,0,0.235,0,1.531,0
0,0,0,0,0.54,1.09,0,0,0,0,0,0,2.18,0,0,0.54,0,0,0.087,0,3.533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0
0,0,0,0,0,0.65,0,0,0,0,0,0,2.63,0.65,0,0.65,0,0,0.507,0,3.041,0
0,0,0,0,0,0.63,0,0,0,0,0,0,0.63,0,0.31,0,0,0,0.588,0,3.183,0
0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0.344,0,1.4,0
0,0,0,0.31,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,3.904,0
0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,4.375,0
0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.28,0.28,0.57,0.28,0.023,0.324,0,2.24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,1.888,0
0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,1.49,0,0,0.229,0,2.333,0
0.29,0,0,0,0,0.58,0,0,0.14,0.14,0,0,0,0,0.29,0,0,0.02,0.321,0,1.891,0
0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,2.35,0,0,0.192,0,1.7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.37,0.033,0.033,0,1.489,0
0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0.72,0.72,0,0,0.467,0,2.431,0
0,0,0.88,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,1.629,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.05,0,0,0,0,0.15,0,0,0,0,0,0,0.67,0,0.46,0,0,0.209,0.158,0,3.764,0
0,0,0,0,0,0.33,0.33,0,0,0,0,0,8.69,0,0.66,0,0,1.001,0,0,2.701,0
0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0.563,0,3.571,0
0.6,0,0,0,0,0.91,0.6,0,0,0,0,0,0.3,0,0.6,0.3,0,0.088,0.044,0,2.222,0
0,0,0,0,0,1.31,0,0,0,0,0,0,0.26,0,1.05,0,0,0,0.439,0,2.724,0
0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,1.59,0
0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0.61,0,0.109,0,1.068,0
0,0,0,0.82,0,0.82,0,0,0,0,0,0,0,0.41,0.41,0.41,0,0,0,0,1.394,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.857,0
0,0,0,0,0,0,0,0,0,0,0,0,4.27,0.85,0.85,0.85,0,0,0.278,0,2.138,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,7.88,0.109,0,0,1.786,0
0,1.28,0,0,0,0,0,0,0,0,0,0,0.64,0,1.28,0.64,0,0.104,0.418,0,1.888,0
0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0.84,0,0,0.136,0,1.619,0
0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,1.29,0
0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,1.56,1.56,1.56,0,0.215,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,1.48,0,0,0,0,0,0,2.22,0,1.48,0,0,0,0,0,4.228,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,1.722,0
0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,1.36,0,0,0,0.404,0,3.533,0
0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,9.09,4.54,0,0,0,0,1.169,0,3.1,0
0,0,0,0,0,0.56,0,0,0,0,0,0,1.13,0,0.56,0,0,0,0.262,0,3.25,0
0,0,0,0,0,0.72,0,0,0.48,0.24,0,0,1.92,0,0,0,0,0,0,0,6.823,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,1.488,0
0,0,0.59,0.29,0.29,0,0,0,0,0,0,0,0.29,0,0,0.29,0,0.089,0,0,1.6,0
0,0,0.16,0,0,0.66,0,0.66,0,0,0,0,3,0.16,0.5,0,0,0,0.162,0.02,2.604,0
1.04,0,0,0,0,0,0,0,0,0,0,0,2.09,0.52,0,1.04,0,0,0.309,0,3.973,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0.17,0,0,0.08,0.17,0.17,0.08,0,0.08,0,0,0,1.93,0,0.79,0.08,0,0,0.063,0,1.66,0
0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0.37,0,0,0,0.131,0,2.468,0
0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0.87,0.87,0,0,0.283,0,1.785,0
0,0,1.23,0,0,1.23,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,2.045,0
0.96,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.32,0,0.057,0,1.147,0
0,0,0,0,0,0.32,0,0,0,0,0,0,1.29,0.64,0.97,0.32,1.94,0.051,0.255,0,2.197,0
1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0.37,0,2.24,0
0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.444,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.62,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,1.08,0,0.484,0,1.769,0
0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.923,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.06,0,2.444,0
0,0,0,0,0,5.26,0,0,0,0,0,0,2.63,5.26,0,0,0,0,0,0,1.4,0
0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0.396,2.533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1.23,0,0,0,0,0,0.61,0,0,0.61,1.23,1.85,0,0.098,0,1.627,0
0,0.36,0,0.73,0.36,1.46,0,0,0.36,0,0,0.73,0,0,0,0,0,0,0,0,2.854,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.753,0.113,0,1.797,0
0,0,0,0,0,1.11,0,0,0,0,0,0,1.11,0,0,0,0,0,0.183,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.285,0
