@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,7-8,10,12,14,16-19,21-22,24-25,29,32-33,37,39-40,46-49,51,53,55-56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,3,0
0,0,0,0,1.47,0,0,0,0,2.2,0.73,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0.223,1.76,6,0
0,0,0,0,2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,1.285,3,0
0,0,0,0,0,0,0,0,1.83,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,1,1,0
0,0,0,0,2,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,29,0
0,0,0,0,0.33,0,0,0,0,1.01,0.67,0,0,1.35,0.33,0.33,0.33,0.33,0.33,0.33,0,0,0,0,0.058,0,2.068,12,0
0,0,0,0,0.81,0,0,0,0,1.63,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156,3,0
0,0,0,0,0.2,0,0,0,0.06,0.27,0.2,0,0,0.75,0,0,0.27,0.47,0,0,0,0,0,0.173,0.048,0.019,2.738,36,0
0,0,0,0.72,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0.72,0.72,0,0,0,0,0,0.116,0,2.431,12,0
0,0,0,0,1.38,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.08,0,0.04,0.08,0.41,0,0,0.06,0.15,0.6,0.34,0,0,0,0.02,0,1.67,0.82,0.04,0,0.26,0.04,0.54,0.005,0.002,0.039,2.246,54,0
0,0,0,0.74,0,0.74,0,0.37,0,0.37,0.37,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,4.666,64,0
2.35,0,1.17,4.7,0,0,1.17,0,0,1.17,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,1.44,1.6,0,0,3.52,0,0,0.208,0.092,0,4.122,20,0
0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.928,15,0
1.16,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0.196,0,0,1.058,2,0
0,0,0,0,0,0,0,0,0.44,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1.842,15,0
0,0,0,0,0,0,0,0,3.44,1.72,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,1.2,4,0
0,0,0,0,0,0,0,0,0,2.43,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0.182,0,0,2.25,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2,0
0,0,0,0,0.51,0,0,0,0.51,0,0,0,0,0,0,0,1.03,0.51,0,0,1.03,0,0,0,0,0,1.681,11,0
0,0,0,0,0,0,0,0,1.69,5.93,0.84,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,1.285,4,0
0,0,0,0,0,0,0,0,0,3.63,0.9,0,0.45,0,0,0,0,0,0,0,0.45,0,0,0,0,0,1.545,15,0
0,0,0,0,0,0,0,0,0,5.45,3.63,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,1.125,2,0
0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,1.684,5,0
0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,1.222,4,0
0,0,0,0,1.34,0,0,0,0,4.69,1.34,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,1.24,3,0
0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,2.85,0,0,2.85,0,0,0,0,0,1.294,5,0
0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0.86,0.28,0,1.72,0,0,0,0,0,2.557,16,0
0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,1.406,5,0
0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.076,2,0
0,0,0.27,0,1.93,0,0,0,0.27,1.65,0.13,0,0,0,0,0,0.13,0,0,0,0,0,0.13,0,0.046,0,1.279,11,0
0,0,0,0,0,0,0,0,0,1.4,3.5,1.05,0,0,0,0,0,0.35,0,0,0.35,0,0,0,0,0,2.483,17,0
0,0,0,0,0,0,0,0,0,3.17,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0.145,0,0,2.638,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523,5,0
0,0,0,0,0.07,0,0.07,0,0.07,3.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,1.111,9,0
0,0,0,0,0,0,0.09,0,0,0.19,0.09,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,1.508,47,0
0,0,0,0.55,0,0,0,0,0,3.3,0.27,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,1.873,47,0
0,0,0,0,0,0,0.6,0,0,1.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.857,15,0
0,0,0,0,0,0,0,0,0,3.7,1.85,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0.857,2.918,47,0
0,0,0,0,0.91,0,0,0,0,5.5,0.91,0,1.83,0,0,0,0,0,0,0,0.91,0,0,0,0,0,2.457,47,0
0,0,0,0,0,0,0.39,0,0.39,1.17,0.78,0,0.39,0,0,0,0,0,0,0,0.39,0,0,0,0.065,0.065,2.89,55,0
0,0,0,0,1.31,0,1.31,0,1.31,0,3.94,0,1.31,0,0,0,0,0,0,0,1.31,0,0,0,0.194,0,5.2,55,0
0.52,0,0,0,0,0,0.52,0,0.52,1.04,0.52,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,1.093,3,0
0,0,0,0,0,0,0,0,0,3.07,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.172,9,0
0,0,0,2.27,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,1.2,3,0
0,0,0,0,1.98,0,0,0,0,4.95,0.99,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,1.222,4,0
0,0,0,0,0.46,0,0,0,0,3.7,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,24,0
0,0,0,0,0.71,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0.76,0,0,0,0.76,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,12.19,4.87,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,3.33,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,3,0
0,0,0,0,0.72,0,0,0.24,0,0.72,2.16,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.285,3.714,19,0
0,0,0,0.11,0.45,0,0.11,0.11,0,2.81,0.9,0,0,0,0,0,0,0.11,0,0,0.56,0,0,0.017,0,0,2.944,63,0
0.6,0,0,2.43,0.6,0,0,0,0,1.82,0.6,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,6.09,71,0
0,0,0,0,0,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,2,0
0.34,0.68,0,0.34,0,0,0.34,0,1.36,3.42,2.73,0,0,0,0,0,0.34,0,0,0,0.34,0,0,0,0,0.048,1.405,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0.03,0.07,0,0,0.03,0.03,1.16,0.22,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0.014,0,0,1.111,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0.41,0,0,0,0,1.25,0.27,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0,0,0,1.409,17,0
3.36,0,0,4.32,1.44,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.137,107,0
0,0,0,0.21,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,1.203,8,0
0,0,0,0,1.16,0,0,0,0.58,1.75,1.16,0,0,0,0,0,0,0,0.58,0,0.58,0,0,0,0,0,1.702,16,0
1.62,0,0,0.54,1.62,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,1.769,27,0
0,0,0,0,0.12,0,0.12,0,0,2.19,0.51,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,1.247,5,0
0,0,0,0,0,0,0,0,0,2.66,0.26,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,1.222,5,0
0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,3,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3.176,15,0
0.19,0,0,0,0,0,0,0,0.39,0.98,0.98,0,0,0.19,0,0,0,0.39,0,0,15.35,0,0,0.086,0,0,3.377,15,0
0,0,0,0,0.21,0,0,0,0,1.91,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,2,3,0
0,0,0,0,0,0,0,0,0,3.73,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555,4,0
0,0,0,0,0.1,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,4,0
0,0,0,3.7,0,0,0,0,0,3.7,7.4,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2,0
0,0,0,0.97,0,0,0,0,0,2.91,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,6,0
0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,1,1,0
0,0,0,0,0.21,0,0.05,0.05,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.008,0.008,1.318,12,0
0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,1.375,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,1,1,0
