@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.318,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,0,0,0,0,0,0.37,0,0,0,1.87,0,0,0.37,0.37,0.37,0,0.37,0,0,0,0.305,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0
0,0.36,0,0,0,0.36,0,0,0,0,0.36,8.85,0,0,0,0,0,0,0,0,4.121,0,0,0
0,0,0,0.17,0,0,0,0,0,0.08,0.25,0,0.08,0,0,0,0,0,0,0.59,0,0.075,0.012,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.8,0,0,0,0.2,0,0,0,1.8,2.81,0,0,0,0,0,0,0,0,0.2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0,0,0,0.085,0,0
0,0,0,0,0,2.65,0,0,0,0,0,0,0,0.88,0.88,0.88,0,0.88,0,0,0.142,0.855,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.89,0,0,0,0,0,0.537,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.28,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0.132,0,0
0,0,0,0,0,0,1.02,0,0,1.02,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.35,0,1.17,0,4.7,0,0,0,1.17,1.17,0,0,0,0,0,0,0,0,0,0,0.192,0,0
0,0,0,0,0,0.15,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0.264,0,0
0,0,0,0,0,1.22,0,0,0,0,0,0,0,0.61,1.22,0.61,0,0,0,0,0.095,0.38,0,0
0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0
0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0
0.44,0.22,0,0,0,0.22,0,0,0,0,0,0,0,0.22,0.22,0.22,0,0,0.22,0.44,0.033,0.169,0.033,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,1.2,0,0,0,0,0,0.57,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.094,0,0,0
0,0,0,0,0,0,0.9,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0
0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0
0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0.27,0,0.052,0,0
0,0.15,0,0,0,0,0.15,0,0,0,1.68,0,0,0,0,0,0,0,0,2.91,0.023,0.093,0,0
0.21,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0.084,0.084,0
0.23,0,0,0,0.23,0.47,0,0,0,0,0.23,0,0,0.23,0.23,0.7,0,0.23,0,0,0,0.237,0,0
0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.46,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0.392,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0.049,0,0
0,0,0,0,0,0,0.91,0,0,0,0.91,0,1.83,0,0,0,0,0,0,0.91,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29,0,0,0,0,0.29,0.59,0,0,0.29,0.29,0,0,0,0,0,0,0,0,0.29,0,0.107,0,0
0,0,0,0.1,0.2,0,0.1,0.2,0,0,0,0,0,0,0,0.31,0,0,0,0,0.013,0.097,0.027,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.174,0,0
0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0,0
0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0.28,0,0.216,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,0,0
0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,4.76,0,0,0,0,0,1.257,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0.428,0,0
0.08,0,0,0.08,0,0,0.57,0.16,0,0,0,0,0,0,0,0.24,0,0,0,0,0.199,0.105,0.023,0
0,0,0,0,0,0,0,0,0,0,0.86,0,0,0.86,0.86,0.86,0,0,0,0,0,0.267,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0.109,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0.167,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.57,0,0,0,0,0,0.077,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0.141,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0.155,0,0
0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.34,0,0,0.68,0.34,0,0,0,0.34,2.73,0,0,0,0,0,0,0,0,0,0,0,0.048,0
0,0,0,0,0,0,0,0,0,0,0.77,0,0.77,0,0,0,0,0,0,0.77,0,0.49,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.05,0,0,0,1.05,0,0,0,0,0,0,0,1.05,0,0,0,0.677,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0.204,0.102,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0.61,0,0.179,0,0,0
0,2.12,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,2.12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547,0,0
0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.165,0,0
0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,6.15,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0.267,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.232,0,0
0,0,0,0,0,0.97,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.33,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0.558,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0.191,0,0
0.53,0,0,0,0,0,0.35,0,0,0,1.06,0,0,0.17,0.17,0.17,0,0,0.71,0,0.052,0.131,0,0
0.1,0.72,0,0.1,0.2,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0.41,0,0.122,0,0
0.48,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.085,0,0
0.13,0,0,0.13,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.068,0.166,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.139,0.069,0
0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0,0
0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0,0
0.43,0,0,0,0,0,0.86,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0.374,0.124,0
0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0
0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.62,0,0.122,0.214,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0
0,0,0,0,0,0,0.91,0,0,0,0.3,0,0,0,0,0,0,0.3,0.6,0,0,0.042,0.042,0
0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.173,0.129,0
0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.9,0,0.9,0,0,0,1.208,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0.512,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.57,0.28,0,0,0,0,0,0,0,0,0,0,0.196,0.147,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0
0,0,0,0,0,0.51,0,0,0,0,0.51,0,0,0.51,1.02,0.51,0,0.51,1.02,0,0.158,0.553,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0,0,0.05,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.193,0.17,0.014,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26,0,0,0.26,0,0,0.26,0,0,0,0.26,0,0,0,0,0,0,0,0,0.26,0,0.046,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,3.53,0.88,0,0.139,0.279,0,0
0.09,0,0,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.026,0.093,0.12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.66,0,3.33,0,0,0,0.167,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,2.69,0,0,0,0
0.13,0,0,0.27,0,0,0.27,0,0,0,0.27,0,0,0,0,0,0,0.13,0,0.13,0,0.294,0,0
0,0,0,0,0,0,0.78,0,0,0,0.39,0,0,0,0,0,0,0,0,0.39,0,0.284,0.213,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0.717,0,0
0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0
0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0
0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.672,0,0
0,0,0,0,0,0,0.18,0,0,0.36,0.36,0,0,0,0,0,0,0,0,0,0.026,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0
0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0
0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.43,0,0,0,0,0.058,0.156,0,0
0.05,0,0,0.11,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.121,0.162,0.016,0
0,0,0,0.05,0,0,0.05,0.11,0,0,0,0,0,0,0,0.23,0,0,0,0,0.283,0.107,0.053,0
0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0
0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0.43,0,0.079,0,0
0.34,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0.34,0,0.432,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,0.238,0,0
0,0,0,0,0,1.41,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0
0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.38,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0.38,0,0,0,0.061,0,0
0,0.55,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0.083,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0
0,0,0,0,0,0,0,0,0,0.44,0.44,0,0,0,0,0,0,0,0,0.88,0,0.178,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0
0,0,0,0.57,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0.57,0,0,0,0
0.04,0.02,0,0.02,0,0.06,0.06,0,0.02,0.02,0.19,0,0,0,0,0.19,0.02,0,0.02,0.33,0.024,0.198,0.018,0
0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0
0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0.46,0,0.46,0,0.082,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.4,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26,0,0,0,0,0.26,0,0,0,0.26,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0.103,0
0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.73,0.73,0,0.73,0,0,0.388,0.259,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0
0,0,0,0,0,1.05,0,0,0,0,0.26,0,0,0,0.26,0,0,0,0,0,0,0.439,0,0
0,0,0,0,0,0.55,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.27,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0.72,0,0.72,0,0,0,0.467,0,0
0,1.32,0,0,0,0.66,0,0,0,0,0.88,0,0,0,0,0,0,0.44,0,0,0,0.023,0.047,0
0,0,0,0,0,1.44,0,0,0,0,1.44,0,0,1.44,1.44,1.44,0,0,0,0,0,0.417,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.96,0,0,0,0,0,0.98,0,0,0.98,0,0,0,0,0,0,0,0,3.92,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,4.76,0,0,0,0,0,1.257,0,0
0,0,0,0,0,1.57,0,0,0,0,1.57,0,0,0.78,0.78,0.78,0,0.78,0,0,0,0.372,0,0
0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0.343,0,0,0
0,1.25,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.31,0,0,0,0,0,0.164,0.054,0
0.28,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0.154,0,0
0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0.767,0,0
0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0.744,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0.53,0,0,0,0,0
0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0,0
0,0,0,0,0,0.27,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0.543,0.349,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.19,0,0,0,0.59,0,0.19,0,0,1.99,0,0,0.19,0.59,0,0,0,0,0,0,0.203,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.04,0,0,0,0,0,0.14,0.64,0,0,0,0.29,0.09,0,0,0,0,0.014,0.148,0.044,0
0.69,0,0,0,0,0.69,0,0,0,1.38,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0,0.15,0,0.1,0,0,0,0.25,0.65,0,0,0,0.2,0.05,0,0,0,0,0.014,0.139,0.058,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.087,0,0
0,0,0,0.17,0,0,0.17,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.026,0.156,0,0
0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0.78,0,0,0,0
0,0,0,0.51,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0.51,0,0.091,0,0
0,0,0,0,0,0.07,0.15,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.068,0.049,0.009,0
0.17,0,0,0,0,0,0,0,0.08,0,0.17,0,0,0,0,0.08,0,0,0,0,0.253,0.168,0.024,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.393,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0,0.13,0.03,0,0,0,0,0,0,0.09,0,0,0,0,0.03,0.03,0,0,0,0.226,0.235,0.009,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0,0,0.31,0,0,0,0,0.02,0,0.06,0,0,0,0,0,0.02,0,0.02,0,0.185,0.15,0.006,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0.095,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.78,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.544,0.136,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.28,0.14,0,0,0,0.08,0.242,0.04,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,2.89,0,0,0.247,0,0
0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0.3,0,0
0,0,0,0,0,0,0.76,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.37,0,0,0.37,0,0,0,0.74,0,0,0,0,1.49,0.37,0,0,0,0,0.06,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0.277,0
0,0,0,0.76,0,0,0,0.76,0,0,0.76,0,0,0,0,0,0,0,0.76,0,0.133,0.133,0,0
0,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0.19,0,0.19,0.38,0,0.066,0.111,0.044,0
0.83,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.82,0.82,0,0,0,0,0,0.361,0,0
