@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2,7,9,11'

@attribute FWidth numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
10.3286,16.0731,51.9644,h
51.4365,-33.6731,43.822,h
11.1673,21.856,16.2339,h
12.6926,33.2663,40.222,h
17.724,-26.6386,32.1443,h
39.2883,111.782,37.356,h
36.8068,-81.2328,60.4176,h
44.7646,-32.2597,55.4419,h
15.4644,-34.1395,55.712,h
49.7525,-60.5389,87.5028,h
0,0,68.347,h
60.6303,-141.6958,6.9414,h
22.3083,48.9174,82.408,h
63.4614,-256.075,83.7129,h
33.5451,-47.4056,63.378,h
10.2589,22.5681,64.5405,h
26.9852,-69.2278,49.8155,h
45.9107,44.5098,32.3596,h
19.5678,22.3811,85.4343,h
11.0461,26.4058,4.1304,h
11.2671,5.224,57.6886,h
8.455,6.1012,35.4363,h
9.4973,-6.477,63.086,h
10.2419,4.8796,15.5735,h
22.7618,15.4585,65.4746,h
43.8024,44.2995,31.6131,h
57.0071,141.9655,71.376,h
15.1095,21.283,38.2102,h
11.1889,46.1947,46.897,h
17.5114,-19.5955,48.5459,h
23.5821,39.9093,50.857,h
84.4386,-150.661,33.768,h
9.2383,-4.7217,10.9159,h
19.3693,23.9908,51.391,h
10.6598,-63.4663,82.4601,h
12.3731,15.0319,16.7295,h
55.9569,90.7397,56.5301,h
21.5056,23.0921,58.5675,h
9.0688,12.7325,22.7032,h
103.149,38.8824,51.6026,h
47.0288,-23.2354,33.4914,h
36.3312,-156.305,84.8603,h
9.2518,-23.998,62.0339,h
19.2133,22.1306,20.12,h
13.0813,3.684,72.3736,h
55.7884,145.672,54.566,h
10.3235,14.674,71.226,h
16.2718,-24.6387,40.3891,h
20.924,25.2975,20.778,h
67.7974,-110.008,86.5559,h
6.497,21.5213,46.056,h
10.0908,-18.2864,77.663,h
72.4744,196.643,67.5281,h
4.9075,7.482,22.1043,h
14.281,-9.2701,85.3588,h
36.506,82.5201,61.3424,h
8.9492,10.5927,36.306,h
9.5742,-19.1496,60.172,h
37.0725,33.1541,45.9408,h
18.5832,-43.8958,61.1893,h
13.653,-27.0903,46.2848,h
7.4257,7.8638,86.5675,h
19.0874,14.8639,77.979,h
66.078,109.721,57.8273,h
12.794,25.3402,44.754,h
28.1192,-21.6869,86.1683,h
59.7478,127.103,85.576,h
8.7375,23.8253,64.6328,h
48.6587,-117.82,28.412,h
12.9688,21.8825,10.1501,h
59.856,50.4788,73.9617,h
9.5265,43.9407,56.7255,h
21.6946,52.1023,36.9876,h
60.034,-230.861,54.3753,h
12.8045,25.7066,35.9843,h
24.8556,231.446,20.158,h
15.051,-20.8315,83.156,h
24.5423,-66.2854,71.024,h
51.6797,-40.1704,53.5958,h
15.3418,58.9549,86.1812,h
11.1521,66.6322,36.0506,h
16.3238,3.7574,12.968,h
36.1391,161.03,64.105,h
14.2628,6.6097,18.9516,h
30.8164,-70.4015,36.6915,h
58.6708,115.163,51.8458,h
9.5178,24.9007,6.1299,h
33.8701,81.1818,32.2782,h
20.9687,65.2706,9.7456,h
22.7398,24.0394,38.3974,h
21.1515,-24.3149,75.3651,h
0.9938,8.7319,59.1242,h
71.5139,-109.727,65.301,h
88.221,-166.2354,11.8913,h
72.3826,-81.6242,81.5495,h
16.8966,46.6447,13.2785,h
28.4646,81.645,5.0586,h
15.4505,2.0184,63.5531,h
88.9346,-159.3458,67.4238,h
9.7218,-9.1341,8.235,h
13.6779,-3.0426,84.428,h
85.5088,75.7476,87.3269,h
8.3665,15.1227,54.3562,h
17.042,20.6149,79.0603,h
22.7,-121.589,49.284,h
17.1907,27.4065,60.1685,h
13.6561,-14.7031,10.142,h
10.857,5.6924,0.4508,h
11.5457,15.0026,86.9989,h
91.1296,76.663,49.8113,h
13.7346,19.4696,5.3161,h
46.5707,110.1398,33.6235,h
89.744,-121.842,77.4807,h
71.9712,67.9471,60.3617,h
7.2453,19.1667,29.2578,h
48.7632,-83.6855,44.871,h
62.6716,-128.184,16.8294,h
13.4449,36.9659,34.4183,h
64.1603,-87.6575,18.1132,h
18.1899,30.7245,67.0121,h
27.3232,-58.5607,45.5122,h
29.2914,148.6087,74.1746,h
10.549,-4.7839,15.9662,h
33.4669,83.7876,5.1639,h
17.6929,64.1299,25.7451,h
10.9456,18.7104,40.4672,h
37.8589,78.7615,3.5523,h
11.8034,35.96,22.4731,h
27.6299,27.6496,33.7638,h
16.9312,15.0899,77.1768,h
9.5513,-9.8058,70.108,h
17.0764,105.851,81.5718,h
41.6434,-110.625,72.3333,h
8.882,31.1217,35.7754,h
61.2259,132.6343,49.8144,h
38.934,-63.2463,32.8587,h
33.2603,-70.6218,42.1084,h
24.3831,-79.3534,14.5927,h
96.2985,-129.515,60.221,h
11.2028,20.433,81.2924,h
13.5208,-18.107,42.9217,h
12.8613,13.3931,69.7558,h
10.0589,6.3151,4.148,h
91.4597,-142.9141,67.0593,h
19.4764,-32.5202,20.1264,h
18.8533,-63.7816,16.314,h
87.2875,-100.211,87.8503,h
19.4052,-14.803,19.2177,h
14.5019,-52.1132,44.3394,h
9.6408,-5.5258,1.7976,h
18.8373,105.671,34.667,h
6.0508,18.2119,44.943,h
13.5595,-7.2848,52.9529,h
9.7699,21.8366,82.8383,h
7.4535,-1.162,15.087,h
12.9854,10.3944,61.4791,h
103.7316,-64.1662,56.1828,h
7.3068,17.1615,68.0969,h
52.1665,-88.8199,30.057,h
57.6978,-246.5407,41.5958,h
15.9626,14.2554,24.7104,h
28.5338,-26.2084,6.4185,h
102.199,123.055,55.561,h
19.6904,-32.6844,80.8926,h
14.5474,28.4159,56.0959,h
52.0415,-150.737,37.2821,h
11.4933,33.2876,7.8516,h
7.2881,21.2112,69.1637,h
25.3532,-21.7391,45.5989,h
61.65,-26.8392,84.8187,h
16.1532,21.0419,12.1098,h
25.5707,-47.9726,5.7146,h
52.4004,68.5252,80.8293,h
19.0038,15.6283,48.305,h
12.6522,15.1082,26.6256,h
24.8769,-95.4027,13.5704,h
8.5596,42.5202,14.1118,h
24.258,65.3518,61.6112,h
24.1175,-31.2177,89.8466,h
81.3627,-70.4816,68.6247,h
10.4327,27.6367,45.194,h
16.6981,-9.8945,67.2839,h
12.757,7.5173,31.5365,h
16.1219,23.5678,47.7234,h
65.7689,-79.4807,31.9332,h
21.9795,65.15,48.6832,h
45.4409,-64.3496,76.1383,h
51.5464,-125.461,67.0072,h
18.215,38.6935,45.0927,h
13.0711,11.4937,12.2864,h
12.0761,15.1812,7.599,h
11.3293,-29.1187,10.123,h
49.2125,-44.5179,40.6601,h
55.072,95.2638,50.8115,h
17.3276,61.3237,12.15,h
65.1777,-91.4502,65.22,h
24.2818,-72.654,31.598,h
16.1373,-19.964,86.0164,h
9.4685,22.8723,14.5812,h
6.7083,-5.1156,89.5236,h
45.1354,39.609,45.1622,h
12.0853,-24.7591,68.7949,h
14.5533,-10.3292,82.2647,h
14.1452,12.9491,44.5937,h
18.6221,-58.2128,7.9901,h
39.9692,62.0818,42.743,h
31.673,-76.0236,11.692,h
34.8344,114.5499,55.2123,h
60.6466,56.9624,81.992,h
21.5051,-48.017,33.393,h
33.1671,106.0862,11.6706,h
9.1695,-10.4171,79.1202,h
122.43,152.521,81.2919,h
15.2959,10.5441,1.663,h
136.723,-168.707,21.555,h
7.9127,-6.7839,59.7642,h
11.1607,20.6501,37.0993,h
7.9735,8.5059,88.0601,h
160.8347,-234.6538,3.8134,h
33.3908,94.2606,79.0699,h
56.5431,101.2472,87.2815,h
12.8262,10.2827,81.6604,h
10.6018,-17.4299,42.8297,h
20.7954,-98.1663,37.8216,h
23.319,-32.4222,14.048,h
9.3037,13.3801,17.7168,h
51.8152,-135.753,39.5881,h
16.2167,48.0472,87.5167,h
14.5557,-103.334,51.8893,h
35.5095,-54.2835,44.732,h
10.6723,-21.1687,69.173,h
47.5305,41.0562,30.2987,h
