@relation magic

@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
0.3709,82.6681,g
0.2095,5.7442,g
0.1178,4.34,g
0.167,0.461,g
0.3178,15.682,g
0.0934,1.789,g
0.1884,0.583,g
0.3094,19.017,g
0.1615,5.341,g
0.0389,10.395,g
0.3064,44.832,g
0.1348,23.851,g
0.0571,5.913,g
0.2051,88.2338,g
0.2924,46.9385,g
0.2751,29.699,g
0.2672,30.144,g
0.2554,7.418,g
0.1565,1.53,g
0.225,14.9592,g
0.2923,15.9689,g
0.1828,5.629,g
0.6139,0.351,g
0.1211,4.664,g
0.2199,77.975,g
0.2843,42.99,g
0.1204,10.598,g
0.255,5.744,g
0.2224,9.7647,g
0.2391,29.067,g
0.1345,7.318,g
0.1944,2.125,g
0.0726,3.417,g
0.2013,19.8988,g
0.1087,8.474,g
0.0971,1.4439,g
0.0898,2.0615,g
0.0688,0.0972,g
0.1829,1.379,g
0.265,16.4065,g
0.2745,35.1784,g
0.0855,4.3725,g
0.37,11.412,g
0.1588,7.845,g
0.3082,10.9465,g
0.1045,1.806,g
0.2532,16.162,g
0.4152,16.345,g
0.1371,18.183,g
0.178,9.9265,g
0.137,29.426,g
0.3,15.8411,g
0.1301,5.2515,g
0.1466,2.912,g
0.0946,1.577,g
0.3784,6.088,g
0.105,4.5116,g
0.2486,5.059,g
0.2631,3.614,g
0.2743,17.2732,g
0.2201,0.2316,g
0.297,13.853,g
0.3291,58.039,g
0.3884,15.4535,g
0.2203,39.2035,g
0.2336,6.9421,g
0.3516,21.57,g
0.4007,88.8729,g
0.217,4.3301,g
0.1221,3.926,g
0.316,12.9692,g
0.0805,18.4316,g
0.1759,12.113,g
0.1845,3.888,g
0.182,52.698,g
0.449,61.03,g
0.2061,18.65,g
0.1603,5.258,g
0.031,3.804,g
0.099,6.216,g
0.0907,0.013,g
0.1424,55.3088,g
0.0762,2.3411,g
0.2594,32.816,g
0.0907,1.747,g
0.3293,84.1374,g
0.1403,4.6106,g
0.2941,16.315,g
0.1799,22.2935,g
0.1522,62.169,g
0.1597,2.3494,g
0.1959,4.486,g
0.1043,22.571,g
0.1161,0.9621,g
0.0933,2.173,g
0.1576,20.4225,g
0.3961,76.1181,g
0.361,44.0434,g
0.2523,82.4452,g
0.195,11.0676,g
0.179,59.9787,g
0.4156,57.9071,g
0.2426,2.909,g
0.0837,5.344,g
0.1651,4.335,g
0.1622,5.3662,g
0.1739,10.377,g
0.3324,17.201,g
0.1054,1.8161,g
0.1217,23.088,g
0.2808,8.982,g
0.231,18.453,g
0.3323,31.265,g
0.2004,4.9361,g
0.2307,30.37,g
0.0435,6.8092,g
0.0406,5.931,g
0.1497,14.193,g
0.1726,6.8883,g
0.4133,70.729,g
0.1055,4.447,g
0.2352,3.665,g
0.3549,55.7262,g
0.2149,2.521,g
0.1334,9.023,g
0.272,25.187,g
0.1456,0.366,g
0.217,15.3551,g
0.3592,13.294,g
0.2144,9.754,g
0.106,10.208,g
0.0956,0.795,g
0.4677,41.2125,g
0.2154,13.611,g
0.15,78.04,g
0.2593,8.762,g
0.0677,11.863,g
0.1185,4.6324,g
0.1499,14.1753,g
0.0498,0.804,g
0.171,28.296,g
0.2666,18.357,g
0.2268,2.594,g
0.2566,25.089,g
0.405,43.3032,g
0.1805,39.8956,g
0.1868,5.741,g
0.1238,9.425,g
0.3054,13.4966,g
0.0936,2.203,g
0.2104,0.0578,g
0.3739,8.6385,g
0.2323,17.995,g
0.4007,14.6097,g
0.1224,4.8668,g
0.1396,79.886,g
0.1691,39.0829,g
0.1892,11.5864,g
0.1059,0.8106,g
0.1508,72.971,g
0.1151,0.5877,g
0.2484,0.085,g
0.1696,1.0638,g
0.231,18.7509,g
0.2251,0.3188,g
0.157,5.86,g
0.1513,2.3112,g
0.2231,7.055,g
0.2642,39.295,g
0.2839,4.6452,g
0.0851,8.2632,g
0.1339,14.5598,g
0.0678,0.0791,g
0.3168,34.198,g
0.1407,4.4764,g
0.1568,14.5058,g
0.1495,10.4772,g
0.3901,82.8039,g
0.2852,58.1218,g
0.381,45.6526,g
0.0616,1.437,g
0.1568,26.1127,g
0.3133,75.209,g
0.0548,13.7,g
0.1308,2.397,g
0.1643,5.7941,g
0.3614,23.863,g
0.3973,16.367,g
0.3556,52.1801,g
0.1437,1.5703,g
0.1341,42.0116,g
0.1913,0.9082,g
0.1146,2.3986,g
0.2142,29.1805,g
0.2964,15.576,g
0.4411,14.3817,g
0.2166,0.083,g
0.0963,2.459,g
0.0819,1.473,g
0.1609,13.0774,g
0.0328,3.4161,g
0.2245,12.502,g
0.1605,3.755,g
0.1725,4.915,g
0.2686,5.753,g
0.3875,60.4605,g
0.185,17.682,g
0.2435,34.76,g
0.2638,19.426,g
0.1572,13.2921,g
0.1186,16.1076,g
0.2867,40.884,g
0.077,1.932,g
0.144,19.977,g
0.2805,5.0428,g
0.1195,1.133,g
0.1766,10.476,g
0.1129,10.928,g
0.446,0.2884,g
0.2313,44.497,g
0.4568,27.3,g
0.1177,8.902,g
0.5162,56.684,g
0.3674,55.0063,g
0.2021,1.7099,g
0.3937,76.5332,g
0.2436,46.602,g
0.2085,8.447,g
0.3778,36.0741,g
0.2517,16.9228,g
0.0804,1.8306,g
0.2437,6.736,g
0.4634,23.504,g
0.2641,26.583,g
0.0911,26.0415,g
0.2068,1.236,g
0.1159,2.219,g
0.1292,1.818,g
0.1629,27.715,g
0.2502,2.001,g
0.174,34.2341,g
0.0968,4.18,g
0.2725,6.211,g
0.3091,70.0002,g
0.0429,53.79,g
0.0944,3.181,g
0.4005,33.3598,g
0.0715,21.4458,g
0.3909,11.726,g
0.1858,69.125,g
0.0898,2.531,g
0.053,0.8542,g
0.1967,7.033,g
0.2518,34.266,g
0.2456,49.711,g
0.1394,4.366,g
0.1098,3.042,g
0.1213,7.539,g
0.211,10.3,g
0.1765,40.679,g
0.1946,7.058,g
0.156,22.799,g
0.397,27.85,g
0.0798,0.794,g
0.2449,62.628,g
0.3202,0.202,g
0.1146,3.8163,g
0.3609,8.9282,g
0.0897,2.712,g
0.0905,3.321,g
0.325,29.5127,g
0.1746,16.541,g
0.1395,0.065,g
0.3004,67.771,g
0.3939,78.3243,g
0.1403,11.0229,g
0.3118,3.88,g
0.2096,32.377,g
0.3055,14.1441,g
0.0881,7.741,g
0.1138,3.0035,g
0.3756,66.181,g
0.1134,6.878,g
0.0938,10.8389,g
0.2833,7.3378,g
0.2818,47.746,g
0.2322,10.575,g
0.1072,8.691,g
0.1784,31.0686,g
0.4424,70.9927,g
0.3188,56.5082,g
0.077,3.2128,g
0.1726,2.861,g
0.0591,1.164,g
0.104,3.7332,g
0.1255,4.874,g
0.2215,9.4384,g
0.1705,4.529,g
0.1248,1.1294,g
0.0923,1.9954,g
0.3006,26.4593,g
0.0505,4.774,g
0.0853,16.624,g
0.0862,12.3059,g
0.2614,22.365,g
0.2662,16.857,g
0.1861,20.762,g
0.3078,10.119,g
0.2724,0.091,g
0.1715,5.433,g
0.296,23.651,g
0.0731,0.3985,g
0.3029,5.4415,g
0.4103,79.73,g
0.2141,17.282,g
0.1443,32.443,g
0.1353,2.076,g
0.297,29.348,g
0.1959,14.9219,g
0.0736,4.434,g
0.1577,0.3953,g
0.278,66.1157,g
0.1229,1.8071,g
0.4098,28.0696,g
0.0788,2.3084,g
0.476,43.25,g
0.2325,30.5107,g
0.1547,5.173,g
0.3555,67.7536,g
0.3129,4.6487,g
0.148,5.5742,g
0.1113,4.418,g
0.3867,70.059,g
0.1926,5.0435,g
0.1639,41.8876,g
0.2251,80.2386,g
0.1955,14.4173,g
0.0611,5.4802,g
0.0997,8.2868,g
0.4353,8.536,g
0.1405,19.5075,g
0.2089,38.543,g
0.1175,1.1214,g
0.2075,12.9854,g
0.1524,6.3884,g
0.2077,3.798,g
0.4839,24.9009,g
0.1018,0.8714,g
0.4403,37.4338,g
0.119,2.154,g
0.1656,4.442,g
0.1363,10.603,g
0.3526,24.17,g
0.0814,8.936,g
0.2244,1.1232,g
0.3496,10.153,g
0.1049,9.1974,g
0.1534,23.314,g
0.0771,0.983,g
0.2588,10.54,g
0.2866,2.8878,g
0.1295,15.7121,g
0.4215,10.1245,g
0.1546,2.6397,g
0.3081,20.8434,g
0.1497,3.808,g
0.0968,0.806,g
0.1231,2.399,g
0.2403,10.8918,g
0.3804,7.8517,g
0.2338,7.1654,g
0.2406,26.07,g
0.1444,6.303,g
0.099,1.8127,g
0.167,8.718,g
0.176,2.6313,g
0.2179,8.6513,g
0.0505,0.324,g
0.089,47.954,g
0.1042,3.208,g
0.2396,39.579,g
0.1553,3.7004,g
0.3659,22.732,g
0.079,14.918,g
0.167,6.181,g
0.1243,3.221,g
0.1651,15.2987,g
0.0958,16.6959,g
0.3556,89.3334,g
0.1257,11.885,g
0.1681,10.52,g
0.363,15.2811,g
0.156,8.8309,g
0.2101,6.8576,g
0.2672,6.123,g
0.0932,0.3452,g
0.1824,20.232,g
0.4034,40.3317,g
0.3261,12.7782,g
0.1389,5.6926,g
0.2581,2.8858,g
0.3043,3.769,g
0.1445,0.762,g
0.1665,0.181,g
0.0934,7.553,g
0.1246,2.231,g
0.1061,10.922,g
0.3794,38.364,g
0.0471,4.561,g
0.1356,20.0424,g
0.171,1.293,g
0.3746,3.2088,g
0.0653,6.668,g
0.2054,10.5445,g
0.0678,2.123,g
0.3061,55.3309,g
0.1407,14.118,g
0.1401,12.887,g
0.1394,7.8899,g
0.163,5.332,g
0.0943,1.9667,g
0.2876,13.267,g
0.1798,42.686,g
0.1317,2.176,g
0.2215,17.7959,g
0.2254,85.8903,g
0.2362,5.8695,g
0.0857,7.4539,g
0.1937,16.9344,g
0.2859,30.3436,g
0.2361,1.3823,g
0.1644,0.5273,g
0.2418,4.709,g
0.0899,7.551,g
0.2644,72.391,g
0.2906,54.9825,g
0.2053,15.8654,g
0.2184,25.877,g
0.0926,2.0787,g
0.2787,26.997,g
0.1013,49.156,g
0.1976,1.0996,g
0.0431,6.8764,g
0.0929,2.936,g
0.2668,11.3856,g
0.2216,4.089,g
0.2062,24.255,g
0.396,15.651,g
0.1229,15.494,g
0.0893,0.7519,g
0.1507,4.71,g
0.2958,22.674,g
0.2745,11.897,g
0.0427,1.96,g
0.1236,3.6565,g
0.3897,43.301,g
0.2113,31.3698,g
0.27,89.6251,g
0.2818,22.5916,g
0.1825,29.3898,g
0.1816,3.81,g
0.3012,5.887,g
0.3308,6.62,g
0.5017,31.3229,g
0.0839,1.192,g
0.233,42.506,g
0.2884,3.777,g
0.1925,13.7391,g
0.3328,1.4405,g
0.3974,26.705,g
0.1269,3.118,g
0.2973,6.501,g
0.3836,10.285,g
0.1588,31.247,g
0.4118,67.012,g
0.0767,9.783,g
0.1711,10.515,g
0.1126,1.0165,g
0.1754,33.509,g
0.2952,55.833,g
0.1009,10.09,g
0.0916,7.611,g
0.0975,24.992,g
0.2331,23.425,g
0.1586,1.985,g
0.1665,5.3586,g
0.3767,68.3548,g
0.336,12.6972,g
0.1891,12.9506,g
0.1575,7.944,g
0.0809,0.046,g
0.1362,8.519,g
0.1945,5.956,g
0.0688,1.8365,g
0.4533,20.371,g
0.1667,5.954,g
0.408,30.0911,g
0.2841,28.3104,g
0.0825,12.056,g
0.0846,1.216,g
0.2613,10.7955,g
0.293,41.1555,g
0.2616,19.811,g
0.2012,6.8644,g
0.3902,20.0897,g
0.1308,8.208,g
0.0694,3.1014,g
0.2136,63.944,g
0.2335,14.754,g
0.1099,5.6592,g
0.1209,5.998,g
0.2714,5.414,g
0.2195,0.683,g
0.1688,16.5678,g
0.0756,1.379,g
0.194,1.573,g
0.2921,0.0392,g
0.1766,1.7427,g
0.3096,31.983,g
0.2939,66.649,g
0.3083,56.4005,g
0.4456,70.736,g
0.1476,5.5823,g
0.2687,26.9064,g
0.166,5.4091,g
0.3195,75.817,g
0.2723,1.5977,g
0.1837,8.016,g
0.234,16.859,g
0.2654,59.7912,g
0.1933,63.4582,g
0.1539,0.9488,g
0.2277,80.2965,g
0.2158,32.907,g
0.1893,11.5544,g
0.2385,10.066,g
0.2398,0.059,g
0.0882,1.388,g
0.1341,18.606,g
0.1735,2.2496,g
0.2939,35.141,g
0.3173,77.0283,g
0.3379,3.6579,g
0.1025,3.2776,g
0.2055,9.317,g
0.081,10.9222,g
0.0953,6.142,g
0.1636,11.591,g
0.1024,5.2892,g
0.2965,20.7634,g
0.2056,4.2283,g
0.3175,55.5217,g
0.1043,4.683,g
0.2233,0.296,g
0.0982,19.89,g
0.2447,16.1722,g
0.4195,1.5218,g
0.2443,48.202,g
0.1816,4.31,g
0.1568,3.947,g
0.3209,4.7018,g
0.0867,0.7358,g
0.1076,4.4916,g
0.1868,0.894,g
0.1585,18.325,g
0.2561,1.1708,g
0.2466,3.3458,g
0.144,0.9256,g
0.1281,0.441,g
0.1239,0.512,g
0.1574,3.4423,g
0.4309,0.4882,g
0.1376,0.193,g
0.1757,0.1056,g
0.0843,5.2634,g
0.1552,23.9858,g
0.1365,1.74,g
0.12,7.21,g
0.1709,3.29,g
0.3375,13.7571,g
0.1867,82.6024,g
0.2933,12.0487,g
0.1445,2.8997,g
0.3654,43.554,g
0.3358,5.495,g
0.2969,0.3559,g
0.0753,6.433,g
0.2354,18.316,g
0.2136,1.687,g
0.2025,1.1889,g
0.1154,3.436,g
0.1035,1.594,g
0.0424,2.4726,g
0.2781,85.4955,g
0.3641,33.344,g
0.1287,18.761,g
0.1581,12.565,g
0.0581,3.9366,g
0.1568,5.818,g
0.2411,37.113,g
0.2178,0.3486,g
0.128,3.348,g
0.0758,0.4249,g
0.4025,56.521,g
0.3059,45.7654,g
0.3154,9.928,g
0.0711,5.57,g
0.1455,0.337,g
0.266,18.121,g
0.237,12.974,g
0.2354,10.4893,g
0.1981,10.291,g
0.109,6.254,g
0.0325,0.013,g
0.2317,25.831,g
0.1401,13.181,g
0.141,16.25,g
0.1182,2.868,g
0.1213,3.732,g
0.3017,4.6236,g
0.3086,23.452,g
0.1492,75.1662,g
0.1746,9.8067,g
0.1719,1.6094,g
0.3002,42.3811,g
0.1024,13.1944,g
0.3341,74.3421,g
0.1278,0.123,g
0.0984,1.068,g
0.3376,8.711,g
0.2767,1.682,g
0.2225,74.343,g
0.2099,26.944,g
0.3285,13.599,g
0.4945,10.313,g
0.2103,8.7213,g
0.1781,10.206,g
0.3384,7.271,g
0.1542,51.789,g
0.0721,3.809,g
0.0804,6.31,g
0.2464,10.08,g
0.4912,88.0294,g
0.1638,4.397,g
0.2513,52.9701,g
0.1537,7.4566,g
0.1393,1.1127,g
0.1351,32.814,g
0.2665,14.281,g
0.0987,5.7611,g
0.2359,71.972,g
0.324,1.0356,g
0.1327,2.857,g
0.156,11.6063,g
0.1316,9.383,g
0.3311,22.0158,g
0.4283,42.803,g
0.1258,3.1282,g
0.3649,56.923,g
0.1846,3.892,g
0.1667,46.7657,g
0.1649,12.1278,g
0.2659,36.759,g
0.1391,0.9466,g
0.1928,16.7926,g
0.0986,5.1993,g
0.2507,7.1928,g
0.2992,8.2969,g
0.1959,17.981,g
0.3735,5.011,g
0.12,46.43,g
0.1601,66.846,g
0.2112,11.322,g
0.2895,36.406,g
0.3554,6.786,g
0.1218,4.3296,g
0.3839,46.2009,g
0.0973,2.693,g
0.0755,7.116,g
0.1746,7.5607,g
0.2611,15.5661,g
0.4393,0.0002,g
0.1995,14.3144,g
0.1827,5.4609,g
0.0888,3.194,g
0.3179,35.8882,g
0.2905,3.055,g
0.2089,9.116,g
0.1832,5.462,g
0.235,1.7082,g
0.1637,1.534,g
0.2755,69.6348,g
0.3261,9.2904,g
0.1317,21.8794,g
0.2425,0.408,g
0.1217,4.4309,g
0.0898,0.8347,g
0.413,23.3338,g
0.115,2.236,g
0.2051,3.9876,g
0.1323,5.529,g
0.2457,1.048,g
0.1338,0.8548,g
0.4346,61.5734,g
0.2962,84.1351,g
0.1834,15.761,g
0.2208,31.0226,g
0.0964,5.381,g
0.1975,10.612,g
0.1747,9.3662,g
0.374,36.511,g
0.1046,4.901,g
0.3909,62.166,g
0.2283,8.8499,g
0.2238,0.374,g
0.0858,1.798,g
0.1755,9.273,g
0.2449,21.3597,g
0.1476,2.9498,g
0.298,48.278,g
0.1561,27.696,g
0.1194,7.553,g
0.3012,39.8,g
0.3471,26.162,g
0.1659,15.139,g
0.1876,2.818,g
0.4283,38.527,g
0.1817,23.8051,g
0.366,18.8504,g
0.0981,0.71,g
0.1323,8.624,g
0.1867,2.761,g
0.37,51.7751,g
0.278,23.553,g
0.1906,32.8826,g
0.1775,5.59,g
0.3142,66.17,g
0.0652,0.849,g
0.1161,0.4799,g
0.3379,19.2145,g
0.0817,1.64,g
0.1641,5.669,g
0.2198,3.7748,g
0.0877,5.47,g
0.146,1.817,g
0.3037,28.6994,g
0.0688,4.6358,g
0.2955,8.94,g
0.1806,11.546,g
0.1563,80.2551,g
0.2436,0.091,g
0.2046,15.7122,g
0.1296,1.705,g
0.2383,36.394,g
0.2882,20.1371,g
0.2544,44.3431,g
0.1392,3.18,g
0.1254,7.5304,g
0.2308,3.8455,g
0.3006,11.615,g
0.2518,6.4733,g
0.107,23.884,g
0.539,1.608,g
0.1478,11.239,g
0.3494,4.5268,g
0.148,6.439,g
0.136,1.696,g
0.2929,27.242,g
0.2295,4.7267,g
0.4613,62.424,g
0.2967,20.523,g
0.1339,4.2001,g
0.3264,1.635,g
0.1633,21.5727,g
0.1559,17.8597,g
0.1876,0.373,g
0.1059,3.422,g
0.3012,87.6204,g
0.0437,0.5792,g
0.1259,9.664,g
0.2229,14.043,g
0.0666,57.981,g
0.2231,22.4698,g
0.2349,3.4312,g
0.4194,19.042,g
0.1802,4.412,g
0.1295,1.765,g
0.0967,2.555,g
0.3777,12.2095,g
0.4042,51.3957,g
0.1027,1.4909,g
0.2909,44.921,g
0.1144,12.316,g
0.2351,0.565,g
0.3074,33.8273,g
0.3115,15.277,g
0.1474,7.2427,g
0.4399,22.447,g
0.1984,1.521,g
0.0918,3.953,g
0.1288,0.4362,g
0.1747,5.9543,g
0.0453,0.9568,g
0.1468,1.7069,g
0.2751,30.845,g
0.103,5.069,g
0.2308,25.9867,g
0.2079,7.959,g
0.2558,66.05,g
0.3513,4.708,g
0.3436,47.1919,g
0.1062,8.8829,g
0.3208,26.8895,g
0.3768,71.177,g
0.1362,2.5811,g
0.1687,29.3578,g
0.2242,0.598,g
0.3145,5.507,g
0.1598,20.0742,g
0.2592,3.7316,g
0.1023,1.8934,g
0.2326,9.4633,g
0.2278,5.781,g
0.2981,15.001,g
0.2142,40.3711,g
0.2421,4.787,g
0.0668,2.6233,g
0.1678,6.0783,g
0.0939,18.905,g
0.0929,1.4092,g
0.3457,6.014,g
0.0998,5.7152,g
0.3174,49.932,g
0.4498,77.957,g
0.1204,11.261,g
0.0888,1.935,g
0.1094,5.5598,g
0.1147,14.283,g
0.3781,20.564,g
0.2119,7.108,g
0.0165,38.181,g
0.3269,16.7407,g
0.24,3.6582,g
0.5692,66.0852,g
0.3502,53.449,g
0.2996,19.774,g
0.2022,12.773,g
0.3378,24.0767,g
0.1168,7.5468,g
0.1707,18.596,g
0.3462,5.4233,g
0.2068,8.2676,g
0.1071,1.877,g
0.3781,55.8503,g
0.358,34.186,g
0.1128,1.7955,g
0.2648,7.158,g
0.1203,7.923,g
0.1747,7.6904,g
0.2769,18.2432,g
0.2109,6.7089,g
0.5484,65.2818,g
0.2779,30.327,g
0.149,12.441,g
0.1706,7.342,g
0.318,34.507,g
0.0794,0.3439,g
0.1077,4.5769,g
0.0355,4.961,g
0.2188,41.2033,g
0.1396,7.795,g
0.3537,43.7863,g
0.1738,1.1933,g
0.1588,1.985,g
0.3703,20.643,g
0.1076,7.3766,g
0.108,2.039,g
0.1298,1.003,g
0.2924,9.527,g
0.0948,2.627,g
0.2331,6.3767,g
0.0987,8.806,g
0.0914,8.8123,g
0.2358,2.425,g
0.3519,32.7666,g
0.2311,1.5938,g
0.2045,4.6031,g
0.234,16.5296,g
0.2691,0.26,g
0.155,6.4438,g
0.1505,2.591,g
0.1133,22.471,g
0.2167,13.873,g
0.2106,4.09,g
0.0385,8.6023,g
0.1731,1.0447,g
0.3207,35.4214,g
0.1774,2.969,g
0.2151,1.8603,g
0.1819,85.181,g
0.2023,8.1366,g
0.3021,0.5504,g
0.1812,17.671,g
0.4028,33.7063,g
0.1714,1.2879,g
0.3793,33.3381,g
0.0583,2.5365,g
0.0783,6.0893,g
0.036,1.7267,g
0.2288,26.046,g
0.2421,28.132,g
0.39,80.5502,g
0.1309,0.899,g
0.3639,20.22,g
0.1511,6.6443,g
0.4081,84.1434,g
0.0632,4.077,g
0.3034,52.0161,g
0.3632,17.933,g
0.1358,11.7617,g
0.4877,6.6607,g
0.1335,1.386,g
0.3088,14.8311,g
0.0939,2.72,g
0.4766,81.7865,g
0.1735,52.828,g
0.0862,2.889,g
0.1064,51.921,g
0.214,25.4027,g
0.2117,64.813,g
0.1189,7.308,g
0.141,14.967,g
0.2565,64.034,g
0.2654,1.1388,g
0.3615,87.3142,g
0.085,9.5687,g
0.2919,8.4598,g
0.2266,44.0604,g
0.2809,13.462,g
0.0805,2.152,g
0.1734,11.24,g
0.1715,3.559,g
0.1493,3.9671,g
0.0785,0.8541,g
0.3155,9.1325,g
0.188,0.1199,g
0.2288,12.4588,g
0.4052,16.342,g
0.1152,0.782,g
0.1231,5.624,g
0.1259,3.0778,g
0.1886,2.2905,g
0.4812,40.316,g
0.1284,11.9427,g
0.2556,6.8387,g
0.0907,3.131,g
0.1207,0.8021,g
0.1717,5.9878,g
0.1939,12.801,g
0.1723,6.81,g
0.1223,1.338,g
0.1445,5.9184,g
0.1745,10.4927,g
0.2386,22.1841,g
0.4082,39.4782,g
0.3923,28.5692,g
0.2442,43.8353,g
0.4541,25.1926,g
0.0982,2.292,g
0.1756,9.053,g
0.1554,1.1868,g
0.2695,2.108,g
0.1086,9.418,g
0.1219,6.3019,g
0.1516,3.866,g
0.2515,20.7311,g
0.1542,4.874,g
0.1341,22.3299,g
0.2343,0.327,g
0.0765,4.988,g
0.0991,1.5585,g
0.2549,41.5118,g
0.397,36.709,g
0.1529,16.762,g
0.2972,27.5608,g
0.305,20.868,g
0.5582,25.805,g
0.3126,10.4419,g
0.2412,8.8517,g
0.1009,5.866,g
0.1436,5.01,g
0.0996,2.562,g
0.115,7.998,g
0.179,19.6058,g
0.3359,11.3007,g
0.1634,2.746,g
0.2495,26.025,g
0.2156,5.608,g
0.233,17.458,g
0.1767,23.893,g
0.1421,8.4866,g
0.348,90,g
0.1508,24.216,g
0.3201,60.871,g
0.359,3.348,g
0.2102,5.278,g
0.248,38.3827,g
0.1919,1.126,g
0.0989,8.8138,g
0.1922,9.3069,g
0.172,8.6032,g
0.1724,2.198,g
0.1769,2.5147,g
0.2198,21.475,g
0.1331,11.29,g
0.2312,30.368,g
0.1277,0.42,g
0.2552,11.9867,g
0.1157,1.5361,g
0.2206,2.967,g
0.1135,0.9229,g
0.1913,10.913,g
0.2632,79.2348,g
0.1027,6.188,g
0.1396,0.8126,g
0.2004,10.894,g
0.4132,10.7736,g
0.2856,35.1268,g
0.3492,66.57,g
0.2497,3.667,g
0.341,2.356,g
0.056,5.7282,g
0.3674,19.242,g
0.1206,4.149,g
0.1126,2.359,g
0.2456,8.0796,g
0.3228,38.68,g
0.0874,17.858,g
0.2635,75.848,g
0.1509,13.2839,g
0.2049,21.504,g
0.0992,0.334,g
0.3344,21.49,g
0.1256,0.501,g
0.1775,19.356,g
0.3473,4.18,g
0.218,12.214,g
0.3527,42.4922,g
0.217,17.059,g
0.1548,4.772,g
0.1791,28.8991,g
0.0644,5.285,g
0.0396,1.4735,g
0.1076,0.7895,g
0.2715,65.1564,g
0.0704,30.763,g
0.2135,3.896,g
0.2388,8.78,g
0.119,0.386,g
0.0769,0.386,g
0.4043,87.9981,g
0.417,17.401,g
0.3289,43.3661,g
0.1557,9.0533,g
0.1942,21.4609,g
0.1956,26.6862,g
0.3081,12.957,g
0.3305,24.9908,g
0.3527,39.323,g
0.1987,2.9064,g
0.169,1.328,g
0.2402,1.338,g
0.316,5.9071,g
0.3588,1.67,g
0.148,6.11,g
0.4554,5.4707,g
0.0626,0.4777,g
0.0896,3.5743,g
0.2994,0.4206,g
0.0865,1.853,g
0.1784,16.96,g
0.2776,24.444,g
0.2212,23.351,g
0.1365,4.9959,g
0.2303,24.847,g
0.3744,65.558,g
0.3149,48.5567,g
0.35,10.9472,g
0.3815,51.983,g
0.352,71.004,g
0.0711,1.0204,g
0.2819,15.923,g
0.3627,12.863,g
0.2719,14.469,g
0.3016,62.1533,g
0.0295,3.601,g
0.1954,34.7693,g
0.1628,8.191,g
0.1861,1.5789,g
0.4142,42.6363,g
0.2533,22.162,g
0.1515,20.123,g
0.4388,17.4554,g
0.2093,0.1899,g
0.2431,73.163,g
0.0892,7.8961,g
0.2671,16.0581,g
0.0701,0.702,g
0.1458,1.1811,g
0.1367,4.5935,g
0.2149,6.4959,g
0.434,25.914,g
0.1017,4.348,g
0.1299,51.624,g
0.2269,56.894,g
0.2672,39.1194,g
0.2471,1.5377,g
0.3291,41.669,g
0.2756,80.6796,g
0.0889,9.941,g
0.2843,20.711,g
0.1923,2.5099,g
0.0816,1.39,g
0.3603,30.271,g
0.2364,1.0356,g
0.1505,14.365,g
0.1152,65.1875,g
0.0667,11.533,g
0.0833,3.379,g
0.2805,21.3299,g
0.1307,5.4315,g
0.1719,12.398,g
0.128,15.298,g
0.1595,2.0311,g
0.1439,6.0005,g
0.2201,13.464,g
0.1443,34.3844,g
0.1716,6.024,g
0.2225,20.618,g
0.3754,26.524,g
0.1743,4.562,g
0.3927,31.951,g
0.141,0.296,g
0.2889,4.1489,g
0.1606,0.951,g
0.0939,0.017,g
0.0961,14.3138,g
0.0941,2.057,g
0.1764,18.9,g
0.1409,4.5449,g
0.0938,86.2934,g
0.341,33.4578,g
0.2411,0.265,g
0.3391,25.929,g
0.1031,8.293,g
0.2882,12.861,g
0.1856,10.455,g
0.3426,31.091,g
0.1182,9.3666,g
0.0974,0.561,g
0.1632,8.2167,g
0.1913,14,g
0.1184,2.0522,g
0.3962,44.9245,g
0.4641,9.757,g
0.1485,5.8814,g
0.2963,12.658,g
0.1025,5.254,g
0.1294,13.0285,g
0.2594,3.18,g
0.2118,12.2356,g
0.0778,0.189,g
0.1429,6.89,g
0.1209,18.1775,g
0.086,1.2749,g
0.3157,12.1452,g
0.1437,1.3186,g
0.1945,50.0234,g
0.056,4.1242,g
0.2012,8.916,g
0.1302,3.093,g
0.0625,4.034,g
0.2327,11.192,g
0.1172,10.241,g
0.1402,6.862,g
0.2247,12.21,g
0.1165,7.779,g
0.1617,2.6994,g
0.0423,1.333,g
0.1857,9.2336,g
0.1796,3.9115,g
0.2063,3.5068,g
0.0405,1.2147,g
0.1378,14.5582,g
0.1278,3.655,g
0.1296,0.839,g
0.1347,3.2728,g
0.227,53.537,g
0.2135,7.9798,g
0.1261,7.8384,g
0.1277,2.356,g
0.1157,22.0962,g
0.1736,10.434,g
0.1844,3.241,g
0.257,10.5692,g
0.1103,1.574,g
0.1664,9.6812,g
0.3091,43.6228,g
0.0481,2.931,g
0.2699,11.478,g
0.1016,0.011,g
0.1184,4.2321,g
0.3629,24.6514,g
0.1224,0.4318,g
0.1138,2.152,g
0.4178,18.9122,g
0.2911,76.716,g
0.2058,3.244,g
0.1636,0.965,g
0.3574,84.2043,g
0.1333,4.471,g
0.1101,14.608,g
0.0779,0.4,g
0.0841,0.1225,g
0.4539,81.2793,g
0.1039,12.842,g
0.2504,22.805,g
0.4346,57.837,g
0.1538,29.644,g
0.4343,11.6635,g
0.0922,6.494,g
