@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R3,9-11'

@attribute FSize numeric
@attribute FAlpha numeric
@attribute FDist numeric
@attribute Class {g,h}

@data
2.4464,78.6684,49.1054,h
3.1173,51.7504,186.859,h
3.4987,33.491,193.375,h
3.0458,0.0502,266.1265,h
2.8041,88.5959,238.4594,h
2.7889,1.7976,218.111,h
2.2553,83.6015,141.5295,h
2.4976,28.935,117.201,h
3.9314,54.7225,326.4367,h
4.4422,86.6215,146.9452,h
3.135,2.297,379.88,h
2.8854,67.0392,63.0931,h
5.3233,84.9955,92.7104,h
4.8376,74.9744,63.6026,h
2.9919,39.198,106.24,h
2.7193,16.5202,203.931,h
2.1861,59.9195,120.098,h
2.4676,22.52,51.6708,h
2.5551,73.994,162.119,h
2.8051,71.0828,48.129,h
2.5334,41.692,237.537,h
2.3572,75.7846,98.3481,h
3.5786,84.6171,304.5197,h
2.6862,61.709,225.509,h
2.38,82.1697,239.6796,h
3.4951,83.8105,291.0118,h
2.7123,10.1903,191.3144,h
3.5191,86.1336,114.9204,h
3.853,83.4122,323.513,h
3.0049,17.2241,193.9131,h
2.4829,33.8161,188.867,h
2.6739,53.9669,55.5175,h
2.8017,79.4669,93.9087,h
3.8487,44.111,189.214,h
2.8549,9.8156,202.939,h
2.8112,9.6769,222.984,h
2.3349,71.8241,259.0902,h
2.4144,72.4373,163.2463,h
2.2048,63.0865,229.6309,h
2.5966,76.8736,110.327,h
2.682,11.2582,184.0821,h
2.8924,20.725,301.69,h
4.2441,58.7259,349.5226,h
2.7462,40.497,241.797,h
2.5397,0.3774,255.9901,h
3.5616,64.0311,280.5655,h
2.7835,62.8424,229.431,h
2.4822,58.034,230.985,h
4.2662,6.2392,107.13,h
2.679,89.1354,163.1477,h
2.8466,41.156,108.593,h
2.9919,39.7134,201.8814,h
3.3893,15.6891,211.673,h
2.3537,66.2831,310.1382,h
2.6597,75.2299,182.554,h
3.2964,34.082,281.275,h
2.8254,2.2138,82.8309,h
3.3996,15.79,273.75,h
2.883,23.465,215.3091,h
2.5002,55.1028,237.1088,h
3.1017,53.2301,74.0409,h
3.2006,56.229,282.162,h
2.4338,79.772,185.495,h
2.9403,66.884,107.237,h
2.5276,87.4928,170.407,h
3.3614,38.9238,326.2601,h
2.5302,18.3669,190.416,h
2.5998,20.0791,84.1283,h
3.261,89.6497,33.6037,h
2.8603,63.7523,127.839,h
3.1664,70.9378,214.8704,h
2.601,20.4406,182.617,h
2.3971,43.2396,152.2086,h
2.8248,88.8454,92.3026,h
2.7834,9.7734,295.7276,h
2.6874,40.1421,99.9747,h
2.6149,47.624,70.4495,h
2.4914,26.6149,194.6653,h
2.5185,80.7402,183.76,h
2.5226,55.3045,193.6363,h
2.9194,71.4379,190.3706,h
2.4691,30.897,171.736,h
4.0676,86.3874,242.215,h
2.5132,84.6393,246.786,h
2.7771,37.3669,217.2366,h
2.5957,26.7796,114.5129,h
3.2078,56.1388,115.1904,h
2.2068,68.7418,61.5813,h
2.3326,59.8653,207.6571,h
2.6439,18.3787,173.3645,h
2.2111,36.2901,267.4123,h
3.23,24.9283,333.9209,h
2.8152,32.779,189.51,h
2.7312,12.2384,101.1014,h
3.29,37.064,243.424,h
3.28,68.4182,248.5969,h
3.1164,48.1979,95.3771,h
3.286,34.1,194.983,h
3.7073,34.5516,197.7608,h
2.4928,73.7816,183.9279,h
3.5153,28.376,363.5335,h
2.3605,17.9789,239.4078,h
2.6222,31.947,224.019,h
2.9075,89.8538,182.4629,h
2.2787,86.0245,268.8749,h
2.4133,9.49,190.421,h
2.4081,5.571,167.8082,h
2.683,26.1085,217.544,h
2.5677,6.3728,184.3651,h
2.2406,80.935,236.0048,h
2.5033,51.0098,157.6554,h
2.4119,85.9512,170.2305,h
2.5038,3.0071,98.0224,h
3.2306,71.158,232.424,h
4.45,66.5963,298.1376,h
2.3847,55.0925,168.972,h
2.5384,47.6795,130.388,h
3.3705,47.8037,230.44,h
3.2923,38.788,305.074,h
3.0682,31.156,204.381,h
2.9937,84.2784,54.8511,h
2.596,50.7563,180.135,h
3.8301,24.2656,303.2103,h
3.5814,56.069,396.926,h
2.6779,27.0291,243.3712,h
2.7328,80.4307,223.973,h
2.4393,35.3166,152.072,h
