@relation magic

@attribute FSize numeric
@attribute FConc1 numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
3.3925,0.0824,36.4414,1.129,g
2.9798,0.1692,25.9341,13.0647,g
3.1313,0.1578,-20.6365,8.648,g
2.3444,0.3281,2.9214,26.6657,g
2.8856,0.1672,-21.3381,1.677,g
2.4273,0.2411,10.6758,37.113,g
2.5496,0.165,23.7665,39.189,g
2.7482,0.2045,-31.0968,4.6031,g
2.8132,0.2022,32.4985,8.477,g
3.1635,0.1479,32.2895,12.9253,g
2.8089,0.1157,49.0993,6.228,g
2.2672,0.3324,8.3053,7.894,g
3.2621,0.1955,-19.6726,18.0086,g
3.4145,0.0795,87.5135,0.4795,g
4.0457,0.053,86.4079,0.2731,g
2.4289,0.2849,-20.511,6.737,g
3.0052,0.1131,29.5049,8.877,g
2.9682,0.0984,18.3328,12.7026,g
2.3334,0.4107,13.0232,8.393,g
3.1411,0.1087,40.2262,6.81,g
2.7532,0.188,-28.8636,0.1199,g
2.0394,0.3699,4.0849,7.066,g
3.1214,0.1471,16.7297,82.3558,g
3.1074,0.0941,71.5944,1.357,g
2.3711,0.4277,-14.4368,24.6194,g
2.5569,0.2594,10.2581,3.18,g
2.5999,0.2224,15.8221,11.4725,g
2.5422,0.2626,-13.5594,18.682,g
3.32,0.1931,-55.353,1.099,g
3.0722,0.1757,133.671,4.2585,g
2.8597,0.2134,-17.2484,5.396,g
2.3775,0.3669,21.9944,46.6248,g
2.7202,0.1514,-18.29,4.939,g
2.6425,0.2039,35.0862,10.4791,g
3.3679,0.1717,19.6896,0.2999,g
2.3294,0.26,8.5547,8.4031,g
3.2227,0.0919,60.1896,10.617,g
2.3901,0.3809,-15.1944,69.6147,g
3.3912,0.1221,67.2139,1.547,g
2.9854,0.1143,48.867,4.141,g
2.4338,0.2744,-16.3465,48.996,g
2.5119,0.2846,10.1816,16.6009,g
2.472,0.2479,19.4274,30.7131,g
2.9479,0.164,28.0419,0.595,g
2.6053,0.2072,-4.5617,43.73,g
2.525,0.2104,-23.0844,12.8835,g
2.7024,0.247,23.4701,20.144,g
3.3754,0.114,52.0337,2.8681,g
2.2317,0.5484,-8.6473,65.2818,g
3.2549,0.092,81.1,24.157,g
2.4005,0.3082,-17.0831,1.154,g
2.8672,0.1799,51.3282,6.171,g
2.8062,0.1539,21.9118,0.9488,g
2.9863,0.1409,-120.517,7.803,g
3.0404,0.1508,34.4104,24.216,g
2.6781,0.1543,-15.1299,1.1657,g
2.3589,0.361,21.343,44.0434,g
3.3096,0.0738,88.3616,8.5859,g
2.5276,0.2923,-17.1298,3.628,g
2.4082,0.2051,14.7668,14.8675,g
3.0684,0.0901,39.0569,8.5555,g
2.4191,0.581,-10.1658,46.9567,g
3.0856,0.1039,14.3963,6.6889,g
2.0273,0.3897,0,43.301,g
2.4354,0.2294,19.2868,48.126,g
2.1287,0.4498,-7.3614,15.001,g
3.2961,0.1145,21.9823,7.47,g
2.2014,0.3428,-19.2355,18.066,g
2.723,0.2431,17.2489,2.7746,g
2.1584,0.3299,10.651,12.536,g
2.9355,0.1572,-12.9673,3.335,g
2.485,0.1817,23.4546,19.335,g
3.1355,0.1007,47.6857,1.8664,g
2.3784,0.2364,-18.1653,1.0356,g
2.2418,0.4327,11.428,0,g
2.7114,0.1992,39.6746,1.676,g
2.4417,0.3309,22.3187,3.363,g
2.8968,0.1427,84.4747,0.2526,g
2.5099,0.1808,-14.9936,59.954,g
3.0654,0.083,89.7305,0.864,g
2.3149,0.3705,-12.9376,0,g
3.5673,0.0955,56.4516,4.687,g
2.2625,0.3634,9.7917,16.044,g
3.3206,0.103,32.1316,5.069,g
2.7222,0.1924,-20.715,1.367,g
3.2955,0.0767,53.6545,18.873,g
2.6561,0.2219,11.6885,55.967,g
2.2175,0.3121,4.2408,81.919,g
3.1931,0.1708,38.837,0.833,g
2.6613,0.2148,28.7752,4.565,g
2.2028,0.4922,-6.0547,26.148,g
2.4742,0.2232,20.2163,30.62,g
2.7235,0.1843,-19.4499,8.7759,g
3.1201,0.1346,20.0996,13.3421,g
2.2292,0.5162,16.5275,56.684,g
3.1582,0.0962,57.3587,2.993,g
2.4533,0.2729,13.2894,25.192,g
2.4616,0.2228,16.4468,7.923,g
2.721,0.1816,25.6017,3.81,g
2.4757,0.2659,15.8265,36.759,g
2.0986,0.3944,0,22.0884,g
2.3233,0.3017,-3.8169,14.539,g
2.4691,0.3379,-14.6245,3.6579,g
2.3683,0.2377,17.2256,15.387,g
2.3191,0.2902,-7.2103,31.042,g
2.5711,0.2671,8.95,16.0581,g
3.2,0.1227,40.7969,8.2751,g
2.8943,0.1792,-45.2953,3.783,g
2.5993,0.2453,-25.5307,81.8671,g
2.3222,0.3405,13.3383,17.488,g
3.4956,0.0969,48.0093,3.491,g
3.1297,0.1027,-7.1112,18.8627,g
2.8159,0.2987,47.6989,10.1148,g
2.4183,0.4179,-19.835,22.452,g
4.2366,0.034,89.6241,3.602,g
3.6063,0.0828,50.0777,13.3384,g
2.4579,0.2422,-14.4885,24.9633,g
3.5554,0.0792,48.6388,0.505,g
3.1074,0.1449,14.3082,0.0179,g
2.4116,0.2345,-15.9051,44.78,g
3.8238,0.0889,51.035,2.163,g
2.638,0.1922,4.7176,44.827,g
2.7619,0.2569,-24.6519,20.8552,g
3.2913,0.103,53.4678,3.3145,g
2.8943,0.1397,-20.03,11.9637,g
3.2034,0.1161,38.1563,0.4799,g
3.6718,0.0787,54.8721,4.841,g
2.5192,0.1588,-19.9009,17.384,g
2.596,0.3181,25.7663,64.4501,g
2.3856,0.4424,20.3889,18.9558,g
2.6998,0.1487,27.851,0.8845,g
2.6212,0.2309,14.2304,12.8858,g
3.1836,0.1314,19.9719,1.471,g
2.2135,0.37,5.7064,51.7751,g
2.4125,0.2843,10.1035,42.99,g
3.37,0.1389,-24.3264,0.429,g
3.1697,0.1377,49.5686,1.965,g
2.8777,0.1107,61.5837,18.185,g
2.5496,0.213,14.7904,81.0686,g
2.5611,0.2184,11.0775,53.01,g
2.7551,0.1819,-16.0592,6.166,g
3.8482,0.0682,72.706,1.0326,g
2.4764,0.3222,19.7166,24.927,g
2.1089,0.4319,0,52.255,g
2.8335,0.1343,28.4395,4.314,g
3.3456,0.1397,78.0387,5.5266,g
2.3655,0.1875,-20.6703,78.069,g
3.321,0.0833,89.8179,10.429,g
3.1045,0.0955,40.2931,14.111,g
2.4713,0.2348,-17.6851,74.264,g
2.8139,0.2126,29.2096,29.313,g
2.5257,0.237,16.5066,10.995,g
2.3598,0.3035,9.5044,9.228,g
3.587,0.1308,58.0471,1.3633,g
2.4141,0.2563,20.4622,14.386,g
2.4955,0.1997,-23.0879,32.312,g
2.8119,0.2043,25.2722,22.871,g
2.9363,0.143,40.5783,7.132,g
3.167,0.1059,79.5929,0.0787,g
2.2227,0.3323,5.3114,12.616,g
3.662,0.1299,57.9611,4.088,g
2.2175,0.2818,-6.1257,68.7191,g
3.049,0.1184,46.8973,0.064,g
2.5798,0.2566,30.3294,7.352,g
2.3464,0.3131,4.6868,69.7431,g
2.7683,0.1356,26.5883,3.6208,g
2.4571,0.1763,25.5889,17.5042,g
3.4412,0.0892,37.3241,38.027,g
2.8031,0.2227,54.3527,1.824,g
2.4949,0.28,12.8982,44.7651,g
2.3711,0.3426,-8.7545,31.091,g
2.4735,0.2639,11.4169,14.634,g
3.6755,0.0955,63.6082,1.6314,g
2.6222,0.1277,-23.874,16.8631,g
3.2455,0.1088,56.6289,0.3176,g
3.0436,0.1334,23.1759,3.185,g
2.9146,0.1041,31.9218,6.2553,g
2.0737,0.4093,-9.7102,73.499,g
3.9457,0.077,70.4115,4.0677,g
3.879,0.0749,68.772,0.7025,g
2.5575,0.2535,-5.9315,12.2473,g
3.5864,0.0693,45.3327,14.4978,g
2.8445,0.1509,34.2588,13.2839,g
2.3355,0.2194,18.1222,11.5,g
2.7931,0.1586,36.9166,7.9894,g
3.042,0.1548,-55.5527,4.772,g
2.6928,0.1957,-24.9301,7.116,g
2.8357,0.1613,16.8922,26.4593,g
2.5815,0.2163,-13.8512,15.1543,g
2.7892,0.1357,31.1119,0.256,g
2.2,0.4637,-8.9848,1.4971,g
2.2405,0.3017,19.0849,53.7221,g
2.3589,0.3304,10.7176,35.1981,g
2.6232,0.2155,19.9182,6.972,g
3.0251,0.1449,-16.0502,8.9132,g
2.673,0.1688,-19.926,67.511,g
3.8319,0.031,74.6364,3.804,g
2.3375,0.4483,-9.2762,30.3774,g
3.2026,0.1515,-31.5654,3.627,g
3.2543,0.115,44.5544,10.649,g
2.8366,0.1901,32.4516,13.2336,g
2.7466,0.2106,-11.5435,4.09,g
2.5664,0.1832,78.6148,11.8712,g
2.73,0.2207,16.265,0.2188,g
2.7037,0.274,-14.2326,3.197,g
2.9763,0.0956,39.1249,2.621,g
2.8335,0.2854,35.4051,5.0238,g
2.7931,0.1441,-24.1423,18.694,g
2.5099,0.4158,-14.4532,86.211,g
2.9256,0.1217,53.8545,4.789,g
2.8306,0.1292,29.3484,8.287,g
3.1541,0.0971,25.6631,14.1288,g
2.7945,0.1693,-17.8305,65.9587,g
2.2175,0.3667,15.3561,34.553,g
2.7105,0.1899,13.4257,80.473,g
2.1847,0.3366,11.0621,42.452,g
2.2082,0.4365,-5.126,67.16,g
3.2819,0.1387,71.6843,1.855,g
2.2041,0.3969,19.9955,7.597,g
2.7462,0.157,-24.9414,5.86,g
2.4771,0.2317,11.6422,15.7031,g
3.1265,0.0998,30.7553,24.038,g
2.7105,0.1743,33.3169,0.8095,g
2.76,0.192,32.5462,26.9369,g
3.04,0.0907,88.1067,1.747,g
3.3268,0.1468,46.3625,14.844,g
3.4948,0.1339,44.5951,4.2001,g
2.4249,0.4041,-20.5978,35.604,g
2.6004,0.2171,24.7028,53.453,g
4.0455,0.0498,75.94,0.804,g
3.5741,0.0806,85.261,2.759,g
2.2148,0.3079,-5.2319,35.2731,g
2.3149,0.2688,23.0202,19.258,g
2.2188,0.4199,13.0312,7.7242,g
3.2015,0.1053,50.1934,1.1676,g
3.4955,0.089,94.7543,1.7041,g
2.9863,0.1336,19.198,43.5443,g
4.1751,0.0478,82.1558,3.045,g
2.5079,0.309,-13.5101,37.168,g
2.3997,0.3606,-11.7614,8.044,g
3.0204,0.1675,29.7816,8.918,g
2.0881,0.3878,-11.9469,19.8866,g
3.1206,0.1208,18.2073,17.966,g
2.4409,0.3243,14.3531,18.8663,g
2.2577,0.3177,9.716,6.624,g
3.1973,0.1235,16.7534,0.4443,g
3.3175,0.1369,66.2589,0.2485,g
2.6985,0.1191,-45.472,0.7814,g
2.601,0.2343,-10.1243,4.7988,g
3.4605,0.139,43.9824,2.176,g
2.7352,0.2272,-13.776,49.667,g
2.9415,0.1402,39.0389,1.949,g
2.1746,0.4916,-4.5051,83.5804,g
2.1569,0.3589,4.742,31.776,g
3.2163,0.0939,59.1527,0.32,g
2.6021,0.2362,34.1069,9.6722,g
2.3962,0.2189,-9.7743,60.313,g
3.1171,0.0851,37.9492,4.9761,g
2.9405,0.1244,-22.7626,3.4588,g
2.6651,0.1827,22.3934,7.4414,g
2.8704,0.1381,38.0687,12.439,g
3.095,0.174,14.3186,34.2341,g
2.2923,0.3954,11.0382,63.8216,g
3.4073,0.0797,73.6752,0.517,g
2.6365,0.1721,-54.9822,68.073,g
2.9209,0.1014,-25.3718,4.181,g
2.3865,0.1663,15.8683,2.817,g
3.2445,0.0988,67.5998,2.733,g
2.5192,0.295,40.4022,10.349,g
2.8573,0.1576,24.0744,4.145,g
2.2978,0.4156,12.4298,57.9071,g
3.3263,0.0908,49.7262,5.105,g
2.4691,0.4024,-17.0104,5.448,g
2.8494,0.1195,17.7287,25.519,g
2.6154,0.2218,38.5268,18.8358,g
3.2168,0.1168,43.6268,4.233,g
2.8576,0.1534,2.55,23.314,g
2.7853,0.1648,22.5369,3.654,g
3.2885,0.1516,34.7953,2.2062,g
3.4549,0.0865,48.0292,1.853,g
2.3139,0.4248,2.765,39.7158,g
3.5721,0.0778,50.1712,0.189,g
3.4246,0.1285,61.656,0.6445,g
2.7202,0.2848,28.622,2.9967,g
2.4409,0.2699,15.0991,27.015,g
2.1889,0.4369,13.8156,21.319,g
2.2553,0.3083,-5.2321,56.4005,g
3.0026,0.2609,46.2738,2.788,g
2.2799,0.4646,4.3486,13.1938,g
2.5933,0.2079,-23.0368,18.967,g
2.6628,0.1707,25.8761,14.16,g
3.2204,0.081,15.8001,27.672,g
2.372,0.2611,19.6654,52.3631,g
2.9258,0.2212,26.9197,16.5236,g
2.238,0.3902,-3.2179,20.0897,g
2.3811,0.3805,5.3032,21.012,g
2.4676,0.3663,-15.8476,73.658,g
3.5801,0.1235,52.7144,5.7777,g
2.2613,0.4795,-15.1,24.418,g
2.3936,0.2768,22.586,22.5743,g
2.9445,0.1563,90.6799,0.0969,g
2.4354,0.2954,-15.2965,48.384,g
2.3522,0.3933,-5.8336,52.09,g
2.8951,0.1203,-22.8515,11.329,g
3.0235,0.1066,39.7313,1.8696,g
2.6479,0.1631,-22.844,33.685,g
2.4713,0.272,-19.9851,25.187,g
2.8985,0.1598,10.158,9.087,g
2.4224,0.2779,-15.1118,40.871,g
3.0565,0.1462,29.2243,0.3246,g
2.6556,0.2155,14.3378,66.0281,g
2.4314,0.3981,-15.9745,72.273,g
3.1818,0.1049,65.0778,9.1974,g
2.9978,0.2055,13.8016,9.317,g
2.8319,0.1568,52.9458,3.947,g
3.1276,0.0757,47.8438,2.2453,g
2.7825,0.217,22.9861,7.968,g
2.3181,0.387,-0.6218,6.335,g
2.9227,0.1213,47.185,0.961,g
3.5818,0.118,-38.7518,2.481,g
2.2405,0.3649,-19.5206,57.4577,g
2.9757,0.1761,-26.8227,0.7194,g
2.8633,0.1979,16.4686,10.619,g
2.3434,0.415,-14.1089,80.5135,g
2.608,0.1837,-14.762,35.043,g
2.3738,0.2854,33.413,9.183,g
2.9125,0.1352,46.6966,0.6007,g
2.86,0.1746,49.8953,5.884,g
2.7945,0.1806,22.0225,13.69,g
2.4601,0.3588,19.9181,1.67,g
2.4479,0.3191,14.9796,24.1245,g
2.798,0.1377,24.4292,23.4357,g
3.5124,0.1292,66.9714,1.9149,g
3.0588,0.1009,77.0631,1.7722,g
3.8492,0.0823,84.0906,0.012,g
2.5955,0.2069,28.4496,37.3983,g
2.2082,0.3746,6.2692,3.2088,g
2.702,0.1877,15.7393,3.991,g
3.023,0.1048,85.5119,5.3398,g
2.586,0.2166,17.7941,9.1817,g
2.5922,0.2161,26.5376,23.115,g
2.6812,0.199,19.2247,10.273,g
2.2028,0.348,0,90,g
2.6609,0.2303,16.7796,6.33,g
2.3064,0.2395,16.287,3.675,g
2.7003,0.2124,16.2625,10.5101,g
2.4023,0.2673,-7.229,48.0394,g
3.7968,0.0967,60.3927,2.555,g
3.3825,0.0926,56.6288,0.0796,g
3.4972,0.1039,38.5772,3.96,g
2.8149,0.1708,14.1282,18.513,g
2.6513,0.1931,41.5262,1.9538,g
2.8451,0.2064,-20.7595,11.4153,g
2.6679,0.2309,-13.112,24.7086,g
2.567,0.2236,-13.6002,22.6203,g
2.6365,0.1767,30.9446,5.978,g
2.2867,0.4729,-5.982,29.068,g
2.3284,0.3639,-18.9096,17.3756,g
2.0233,0.3554,-8.3772,33.158,g
3.4378,0.1159,61.8632,7.0849,g
2.8065,0.1272,85.6418,0.72,g
3.3531,0.1005,59.8156,1.25,g
2.404,0.2702,15.8412,36.9723,g
3.2119,0.0985,27.8829,2.8194,g
2.8987,0.1181,63.4413,7.3061,g
3.5409,0.115,55.3593,2.236,g
2.5441,0.3157,11.5819,64.3998,g
2.9479,0.2351,35.7308,1.109,g
2.7517,0.1267,-24.9739,18.7887,g
2.2844,0.4545,14.9016,2.7533,g
2.4346,0.2739,11.3909,20.7251,g
2.4354,0.2734,-17.4231,50.598,g
2.4241,0.2429,31.1316,39.1323,g
2.4393,0.2273,-15.9255,11.711,g
2.4914,0.2565,-75.643,4.8437,g
2.3181,0.3053,-7.538,20.1778,g
2.2504,0.3174,19.1,13.9345,g
2.5966,0.2165,19.1356,4.803,g
2.527,0.2541,7.1992,14.769,g
2.382,0.2178,-22.3876,0.9654,g
3.3792,0.0979,55.701,7.6011,g
2.9219,0.143,10.9488,20.826,g
2.8106,0.1601,51.074,5.035,g
2.567,0.21,-24.0132,3.739,g
2.7585,0.2014,21.6176,2.0627,g
2.1523,0.3134,9.8103,34.281,g
2.6299,0.2075,50.9593,0.482,g
2.4314,0.2574,17.2276,8.4594,g
2.2279,0.358,-11.9949,34.186,g
2.6637,0.2289,-13.0483,16.456,g
2.6726,0.1605,28.567,2.2185,g
2.6785,0.2044,15.4399,35.3889,g
2.3075,0.3818,11.248,44.74,g
2.4706,0.2081,9.5615,20.1636,g
3.7315,0.0959,-35.7132,0.4454,g
2.3345,0.3403,-17.4441,14.4,g
2.9178,0.1746,28.7377,0.1809,g
2.3263,0.2807,-6.9182,34.4181,g
2.2188,0.5045,4.3884,31.914,g
2.0512,0.3867,-5.7947,70.059,g
2.5988,0.2607,-25.8459,3.776,g
3.1418,0.1043,-69.2004,4.683,g
2.8267,0.1304,10.6385,3.921,g
3.1547,0.1285,34.1506,15.4188,g
2.871,0.1178,50.5432,1.9948,g
2.2753,0.2626,21.2835,52.542,g
2.9965,0.1426,-23.2863,6.2607,g
3.417,0.0986,78.7495,3.485,g
2.608,0.2059,19.4024,6.3642,g
2.7997,0.1975,56.0385,5.421,g
2.7222,0.2171,20.6203,85.3816,g
2.8918,0.1546,41.3572,6.3982,g
2.4786,0.2807,13.3007,8.947,g
2.2,0.3943,7.1055,60.268,g
2.7143,0.194,15.1813,3.214,g
2.2188,0.4924,-6.9525,87.5122,g
2.4014,0.2282,20.1266,56.063,g
3.0667,0.0913,24.8212,0.0796,g
2.9859,0.1049,-26.3346,0.5765,g
3.1877,0.1133,73.4946,2.8894,g
2.9717,0.1585,33.4005,0.573,g
2.7839,0.1785,-25.2459,8.8024,g
3.2163,0.0975,40.2426,24.992,g
2.5775,0.3796,19.6139,31.0008,g
2.2956,0.2354,17.7501,18.316,g
2.7063,0.1268,-38.7493,8.1035,g
3.2665,0.108,45.2993,9.9628,g
2.7226,0.1866,16.3502,17.709,g
3.6064,0.116,53.703,31.1596,g
3.3654,0.1416,43.1926,4.1635,g
3.0222,0.143,43.3979,4.328,g
3.3231,0.0896,85.6082,0.712,g
2.2672,0.3324,10.8019,37.4141,g
2.2227,0.2784,-16.0089,20.8422,g
2.2956,0.2911,-16.9967,76.716,g
2.8312,0.2308,48.5506,6.78,g
2.8707,0.1623,-10.8447,20.151,g
2.699,0.137,31.4572,29.426,g
2.0952,0.4056,13.4868,11.186,g
3.1818,0.1464,26.2498,10.722,g
3.1817,0.1471,26.7323,18.4082,g
3.6777,0.0927,49.4474,5.6174,g
2.4472,0.2232,11.7328,3.2782,g
3.6356,0.1003,85.9163,1.466,g
3.0624,0.1174,-15.4541,1.7685,g
3.5619,0.1063,85.6814,0.447,g
2.6263,0.2139,-13.1007,2.933,g
2.7251,0.2269,20.3361,24.8586,g
2.9715,0.2098,20.2686,47.592,g
2.8615,0.1768,36.1055,1.1672,g
2.8701,0.1274,75.6106,14.3121,g
3.0955,0.1152,57.7187,0.782,g
2.6875,0.231,15.7637,13.0541,g
2.1746,0.4114,6.0893,11.746,g
2.8648,0.1536,-21.6217,10.5115,g
2.444,0.2356,13.3961,13.937,g
2.4921,0.2045,31.8667,12.21,g
3.4357,0.0889,67.0539,9.941,g
2.3847,0.3691,40.0369,13.3338,g
3.2418,0.2221,70.7658,0.0253,g
3.712,0.0905,44.0412,1.661,g
2.5263,0.2664,-22.063,3.3657,g
2.9814,0.1644,-18.7595,10.0602,g
2.9829,0.1232,42.196,0.189,g
2.2455,0.3324,20.3281,17.201,g
4.3048,0.0325,82.0186,0.013,g
3.6205,0.1396,53.6893,0.8126,g
3.6016,0.1518,62.6239,5.123,g
3.0461,0.1245,56.1297,0.206,g
2.5224,0.2177,17.2426,17.1681,g
2.6096,0.2715,16.4072,3.796,g
2.9162,0.117,-37.2958,8.0335,g
2.6937,0.167,-18.5717,2.407,g
2.3512,0.314,9.4734,17.822,g
2.6325,0.1783,10.8494,11.3232,g
2.5993,0.2201,21.3999,13.464,g
2.3191,0.2758,14.1999,27.221,g
2.6365,0.1605,-22.8807,3.755,g
3.3532,0.1372,60.7751,0.4375,g
2.3775,0.3333,5.7972,49.329,g
2.4814,0.2558,-6.0232,12.7713,g
4.0371,0.0567,74.1725,1.7565,g
3.3743,0.1502,68.4821,1.0945,g
3.4548,0.0893,45.6998,7.409,g
2.1351,0.4872,-4.4109,32.861,g
2.8739,0.1584,28.5415,7.085,g
2.734,0.2149,10.5058,0.9552,g
2.5092,0.2833,16.6542,7.3378,g
3.2586,0.1309,85.5883,6.282,g
2.617,0.163,20.2385,37.1267,g
2.1508,0.4982,1.7092,77.375,g
2.3355,0.2656,12.3089,34.9219,g
2.3375,0.246,4.5452,34.4932,g
2.1987,0.2943,6.7234,67.2734,g
3.5273,0.1418,44.5275,3.8848,g
2.972,0.12,33.9672,1.9962,g
2.5397,0.1659,-9.7752,86.932,g
2.3444,0.1968,-9.0974,4.268,g
2.8751,0.178,-40.0109,9.9265,g
2.4322,0.2495,-10.1044,26.025,g
2.9941,0.1343,34.3455,0.183,g
2.8651,0.1671,37.1961,10.6382,g
2.7443,0.2225,4.8267,0.758,g
2.5257,0.2012,-22.0706,8.916,g
3.3384,0.1053,21.9436,29.8043,g
2.5472,0.2652,-25.3148,13.316,g
2.5231,0.2804,17.7505,12.393,g
2.2355,0.3052,-8.913,5.5012,g
2.636,0.1607,-18.3183,14.366,g
2.3395,0.4554,-10.8729,5.4707,g
2.1673,0.2687,0,90,g
2.4108,0.3592,-11.0854,13.294,g
2.8748,0.1621,25.3913,20.5966,g
3.5842,0.0767,45.6519,1.1528,g
3.1477,0.0979,71.0401,7.0799,g
3.3197,0.1252,69.0231,10.385,g
2.9332,0.2385,-14.6973,22.48,g
2.081,0.3527,10.2744,42.4922,g
2.7853,0.2287,-13.1804,89.2231,g
2.499,0.1949,10.1453,5.041,g
2.9146,0.2538,-21.6815,3.4605,g
2.9159,0.1693,-14.4844,2.4,g
2.1287,0.4647,-4.3048,84.7088,g
2.7789,0.2238,22.6046,0.374,g
3.2783,0.083,45.0604,3.819,g
2.7723,0.2052,-17.0923,3.717,g
2.896,0.1709,39.6822,4.603,g
2.238,0.3266,-6.1239,16.962,g
3.7542,0.088,80.4978,0.358,g
2.4786,0.211,6.9507,19.691,g
2.9752,0.1435,41.4679,7.135,g
2.7864,0.1774,-15.2684,9.802,g
2.5165,0.1994,24.0955,10.224,g
2.85,0.166,30.0931,9.8871,g
3.4962,0.1287,7.565,53.4211,g
3.5853,0.0968,54.8701,0.806,g
3.066,0.1826,-18.5409,1.14,g
3.3921,0.1243,98.1002,3.648,g
2.7336,0.193,20.5925,39.8008,g
2.6299,0.2685,-13.5961,18.519,g
2.4472,0.2839,27.7201,4.6452,g
3.079,0.1296,34.7823,0.839,g
2.7927,0.1829,10.6867,1.379,g
3.0298,0.1134,36.5453,4.7341,g
2.2,0.4827,12.5949,24.195,g
2.5988,0.1725,23.2333,50.74,g
3.1944,0.2464,-33.8765,8.292,g
2.5944,0.2252,15.3732,3.3499,g
2.3064,0.2593,22.7257,3.111,g
2.2253,0.3542,2.5225,27.221,g
2.3971,0.2986,10.29,66.158,g
2.3909,0.2622,-17.9436,3.426,g
3.0641,0.0798,-30.0673,14.1545,g
2.1553,0.2972,9.2274,26.9047,g
2.7168,0.2889,-8.1751,4.1489,g
2.5611,0.3091,15.1562,70.0002,g
2.6848,0.2345,54.8724,6.0914,g
3.2459,0.0911,-31.642,69.045,g
2.7312,0.1811,17.8809,50.8703,g
3.9939,0.0575,77.643,3.613,g
2.451,0.2566,11.0246,25.089,g
3.1535,0.1008,47.3399,31.2579,g
2.4141,0.3873,-6.6128,11.2044,g
2.7774,0.2028,13.7714,37.007,g
2.9926,0.1979,-24.1767,2.19,g
2.829,0.1653,70.9797,3.3695,g
2.4533,0.213,-13.3331,7.346,g
3.0149,0.1338,47.6432,0.8548,g
2.3747,0.3903,6.4167,37.168,g
2.6716,0.1608,12.365,0.1985,g
3.3067,0.1049,19.9306,1.5888,g
3.0887,0.1961,50.1485,18.2702,g
3.1079,0.0932,76.9919,2.349,g
2.4257,0.3884,-9.6578,7.6823,g
3.0197,0.1581,-47.3029,59.389,g
2.5871,0.1384,43.9765,34.1301,g
2.5017,0.4425,24.787,12.1487,g
2.3444,0.31,18.1267,34.0559,g
2.3664,0.3247,16.4175,39.134,g
3.8519,0.0798,79.9757,3.789,g
2.301,0.3175,22.0672,55.5217,g
3.6512,0.0619,74.9125,2.4232,g
2.4683,0.2296,7.2054,0.936,g
2.9741,0.0982,72.404,2.292,g
3.4049,0.0986,71.0791,6.8425,g
2.3901,0.2505,-10.1415,4.209,g
2.6037,0.1831,-32.5639,5.076,g
3.6003,0.0762,32.5779,2.3411,g
2.6186,0.201,-26.5572,9.986,g
2.4116,0.2616,47.814,1.251,g
3.1224,0.1188,44.164,8.6361,g
2.6449,0.3024,-15.6216,11.409,g
2.6812,0.176,15.7767,45.8751,g
2.1804,0.4455,-6.8769,55.8846,g
2.4579,0.277,-19.2604,6.261,g
2.2148,0.2896,-11.7875,3.3457,g
3.2235,0.1121,18.7062,10.3638,g
2.3811,0.3056,21.891,0.583,g
2.2516,0.4342,-7.7891,0.3707,g
3.0883,0.1922,15.4035,12.8359,g
2.4864,0.2072,10.4007,40.4341,g
3.0665,0.1308,56.1072,8.208,g
2.233,0.3012,7.839,0.535,g
2.9423,0.1799,18.3329,7.166,g
2.3551,0.2494,-8.2598,39.9594,g
2.9978,0.1573,30.3234,8.698,g
2.5428,0.2278,-3.6903,9.7343,g
2.5126,0.2289,-21.449,13.5464,g
2.3064,0.2494,-13.2383,23.675,g
3.2909,0.0827,-30.3301,0.282,g
2.3473,0.3798,-15.0307,7.211,g
3.8598,0.0788,74.559,1.778,g
3.4509,0.1322,54.5899,7.167,g
2.5694,0.2574,17.0663,8.539,g
2.5866,0.25,35.3644,3.3842,g
2.2648,0.3016,18.97,62.1533,g
3.0538,0.1144,-32.9385,9.0222,g
2.5682,0.1797,-24.3714,67.892,g
3.043,0.1309,22.1658,1.477,g
2.3953,0.2435,-12.5683,22.3269,g
2.3502,0.3638,-10.6362,21.666,g
2.9413,0.2181,25.549,1.567,g
3.5002,0.077,86.5883,9.008,g
3.141,0.1124,25.6655,4.6137,g
3.0312,0.1587,-33.789,3.97,g
2.3096,0.4534,1.745,79.763,g
2.9747,0.1065,31.5867,55.6702,g
2.4433,0.1784,44.9566,31.0686,g
2.7156,0.2069,-17.2948,4.5729,g
2.6048,0.2646,-10.8795,24.237,g
2.9001,0.1756,54.4992,9.053,g
2.7486,0.2221,12.3317,13.2785,g
2.7226,0.2112,25.3998,49.0315,g
2.8119,0.2074,16.4399,1.707,g
2.8075,0.1846,37.9256,4.1022,g
2.3064,0.3136,16.7003,33.6702,g
2.0917,0.4575,-8.1793,8.897,g
2.6556,0.2464,19.2028,32.725,g
2.3444,0.3009,15.8737,31.0635,g
3.1509,0.1756,-28.1662,2.0401,g
3.3567,0.075,45.212,5.245,g
2.5308,0.19,20.3266,3.7101,g
3.3105,0.103,54.5421,1.667,g
3.514,0.1309,-51.18,4.914,g
2.499,0.2044,6.1535,5.528,g
2.6464,0.1862,-16.1529,0.792,g
3.5894,0.0779,40.3408,0.4,g
3.1908,0.1034,78.1148,0.662,g
2.3191,0.3046,15.2248,61.886,g
3.0704,0.1365,22.4961,5.2636,g
2.2188,0.4502,5.2668,74.1884,g
