@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-4,7,9,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
11.5906,2.4836,0.578,20.3054,35.141,g
23.0086,2.732,0.2836,-26.3603,7.927,g
23.854,3.4822,0.2033,51.4626,5.6592,g
29.4254,3.2854,0.2343,93.7113,0.094,g
24.8505,3.264,0.2799,-13.8292,59.896,g
23.5058,3.1136,0.194,66.72,0.224,g
7.383,2.081,0.7386,8.1554,62.3181,g
38.609,2.8686,0.3383,28.896,13.7508,g
11.1653,2.5112,0.4838,22.5302,13.6063,g
11.1117,2.0986,0.7331,-7.4493,73.437,g
10.4581,2.2028,0.79,5.5312,48.129,g
16.9044,2.3334,0.5568,8.3021,11.763,g
7.1952,2.2648,0.6576,-11.6935,39.52,g
13.2824,2.5938,0.3745,-28.9942,4.687,g
22.7334,3.0929,0.2366,-26.6349,1.2521,g
12.7679,2.3936,0.4768,8.9194,12.8719,g
24.6871,3.3296,0.1423,71.2373,13.056,g
7.245,2.1319,0.7085,8.2376,66.4659,g
21.5689,3.2579,0.2645,54.2919,2.729,g
18.6462,3.0058,0.2585,59.7841,2.591,g
12.9419,2.4232,0.4528,20.2538,62.509,g
18.7608,2.971,0.2288,28.1258,2.356,g
13.4125,2.4241,0.5763,-14.9153,17.8512,g
23.9109,3.1608,0.2238,30.101,4.253,g
12.5296,2.3683,0.5182,15.1139,12.583,g
15.2295,2.6875,0.3881,24.3796,4.0005,g
22.015,3.0255,0.264,27.6403,4.1303,g
16.3144,2.6425,0.3371,-26.9678,19.517,g
16.6063,2.8808,0.3658,-16.5808,7.5418,g
13.6477,2.5883,0.4258,41.4617,8.55,g
30.2997,3.3364,0.1576,71.4963,1.9882,g
12.1077,2.4843,0.4689,16.7615,13.854,g
22.3069,3.1256,0.2171,37.6895,8.8499,g
19.5587,2.9044,0.2218,9.7464,2.8165,g
18.5945,3.1433,0.2595,67.8681,4.002,g
11.1984,2.1599,0.7336,-7.7258,87.3306,g
18.4729,2.9474,0.3781,41.3602,21.504,g
6.4046,2.2135,0.7584,-12.9473,18.2554,g
24.6191,3.3424,0.2036,53.0684,4.1034,g
19.108,2.9562,0.2754,26.9575,12.5959,g
11.6782,2.4448,0.4991,-9.7678,19.9366,g
28.8003,3.6143,0.1172,60.5361,1.611,g
14.5304,2.7088,0.3949,-15.5523,12.3433,g
11.1212,2.6053,0.4963,-21.3006,2.303,g
12.2752,2.6522,0.3875,13.515,22.7058,g
17.9388,3.0137,0.251,39.9174,9.3398,g
12.5096,2.5185,0.4879,-14.1777,30.245,g
11.7625,2.0107,0.7122,0.5949,84.7568,g
12.9157,2.4983,0.5016,-19.9547,37.039,g
33.119,3.3621,0.2971,-58.7451,3.155,g
19.9988,2.7247,0.3883,-11.6249,33.4374,g
11.1999,2.0986,0.7251,7.9081,47.135,g
22.3934,2.752,0.2867,26.3135,14.1339,g
6.9123,2.1383,0.6982,11.3333,13.7252,g
19.7841,3.0964,0.2555,47.9461,4.103,g
11.0266,2.2068,0.5466,-8.3904,56.1897,g
15.7092,2.6279,0.4876,-19.1267,68.0783,g
23.2756,2.9795,0.2442,62.3527,17.6219,g
7.4759,2.1287,0.7732,-5.8546,52.881,g
16.2592,2.88,0.3401,16.1951,1.2725,g
16.3591,2.8007,0.3244,70.2504,6.3649,g
54.866,4.2023,0.0709,83.0922,1.29,g
17.8623,2.9666,0.2829,-19.8979,3.5273,g
7.2216,2.055,0.696,7.0295,23.4492,g
19.6105,3.1316,0.1721,42.9179,6.772,g
17.2468,3.0088,0.3332,36.7101,3.265,g
31.0247,3.0267,0.1693,29.8386,25.219,g
16.219,2.6128,0.5366,-74.6842,6.552,g
9.7963,2.3473,0.4899,13.5184,20.6134,g
15.0239,2.7871,0.3184,-26.8865,4.783,g
48.4512,4.1703,0.0799,77.3856,8.013,g
16.5646,2.9643,0.3442,-6.723,8.7761,g
25.9827,3.7191,0.195,76.1355,0.519,g
7.4426,2.1861,0.7948,-2.5568,26.7597,g
16.2535,2.5347,0.4438,18.777,3.3099,g
24.7781,3.343,0.1602,60.022,9.748,g
6.5297,2.1569,0.7456,-9.4822,34.606,g
12.7713,2.5581,0.5477,15.1574,8.3678,g
7.2931,2.2292,0.7375,-9.7153,28.5692,g
20.2488,2.8814,0.2838,20.7803,22.233,g
18.4744,2.9863,0.2054,-15.9804,11.1617,g
19.9317,2.8254,0.2855,-8.1904,10.8862,g
26.4671,3.1676,0.3236,22.7429,22.6709,g
33.7175,2.9747,0.2046,-38.2617,83.6828,g
25.5058,2.8363,0.2332,22.892,27.256,g
12.683,2.6395,0.3761,-29.2785,6.47,g
37.04,3.9079,0.1534,-47.7757,0.709,g
21.0758,3.0372,0.2634,10.3277,3.9371,g
20.7798,2.8848,0.339,-25.3781,4.1871,g
21.2464,2.894,0.2246,33.3161,8.545,g
17.404,2.7046,0.383,14.0216,3.5068,g
11.7799,2.0881,0.7102,6.3034,61,g
12.2192,2.3201,0.6651,0.3851,46.146,g
11.4751,2.4057,0.5422,21.562,14.527,g
18.461,2.9729,0.1927,55.0759,1.797,g
12.0458,2.0394,0.6849,-9.2134,61.71,g
21.9043,3.2156,0.1844,82.872,1.789,g
21.6611,2.9874,0.2851,21.2979,34.772,g
22.885,3.4192,0.2087,53.6087,3.4732,g
21.4568,3.0179,0.2294,-10.1213,52.36,g
29.9255,3.2917,0.1619,65.0036,1.839,g
21.8669,2.702,0.4409,17.995,8.293,g
10.8221,2.1351,0.7766,0.9057,7.022,g
18.3829,2.6144,0.3256,14.9118,67.617,g
11.5004,2.2292,0.7316,-5.9048,9.9252,g
18.45,2.6375,0.3295,-23.3255,11.7935,g
20.942,2.8035,0.4151,-40.4334,3.4604,g
16.7852,2.829,0.3291,19.0026,22.856,g
31.4565,3.7702,0.1456,123.468,1.9947,g
32.0626,3.5533,0.1516,63.985,7.61,g
9.4666,2.3139,0.5971,-0.2571,34.4105,g
32.0179,3.0737,0.1857,84.952,23.202,g
25.5448,3.4678,0.157,81.0806,9.6868,g
19.8224,3.1506,0.239,18.1879,4.655,g
6.7539,2.1477,0.7117,-13.3679,48.7888,g
12.5435,2.7582,0.2949,20.7647,13.7183,g
19.8827,2.9302,0.2983,23.9056,1.305,g
12.7573,2.6212,0.3421,-17.7165,20.889,g
23.3806,2.6981,0.3166,47.0692,4.3842,g
7.0939,2.1569,0.7735,12.9742,53.202,g
39.5237,3.426,0.1489,54.1323,6.664,g
19.7973,2.9238,0.2753,38.2324,4.335,g
25.8629,2.6464,0.5124,-31.4249,8.474,g
6.8068,2.1222,0.7245,-13.6566,45.363,g
10.0481,2.2989,0.5829,15.455,66.57,g
25.0718,3.372,0.1384,45.7745,1.8622,g
25.8454,3.2239,0.1893,60.774,4.8815,g
18.659,3.1216,0.3205,52.1665,1.6997,g
28.9423,2.965,0.1322,31.2701,15.377,g
35.7305,3.5049,0.1967,71.4297,2.605,g
19.981,2.9825,0.2957,-13.7991,0.5867,g
24.5527,2.9258,0.2728,57.9597,7.311,g
20.6371,2.5514,0.3258,24.4302,7.335,g
10.5474,2.3531,0.5277,19.1897,42.2302,g
21.527,2.6781,0.4764,47.5023,11.877,g
11.0528,2.0774,0.7531,-6.2386,63.742,g
34.573,3.9998,0.1004,70.8718,3.515,g
24.2531,3.2907,0.1772,43.2756,1.5585,g
22.9184,2.9552,0.1962,19.6213,15.5478,g
22.1139,2.6721,0.334,21.001,85.181,g
18.0421,3.0069,0.3002,18.2193,14.7783,g
16.5823,2.5826,0.3556,76.4128,11.241,g
13.8247,2.8448,0.3617,24.8963,4.1448,g
17.5535,2.8968,0.2815,21.224,1.8823,g
27.8147,3.0894,0.2336,-15.6015,43.7444,g
16.0388,2.5126,0.4547,16.0959,9.761,g
19.0942,2.7114,0.2332,15.8859,19.7462,g
12.8252,2.766,0.4199,26.4684,9.17,g
20.7163,2.8482,0.4411,20.809,1.8065,g
11.038,2.4166,0.5747,-8.438,73.1435,g
14.9042,2.8179,0.2494,51.2983,51.5694,g
19.0117,3.0599,0.2639,61.8558,8.811,g
15.8214,2.6128,0.3683,22.6355,20.2662,g
16.925,3.173,0.2189,42.5727,0.026,g
0,2.1833,0.8066,-14.1388,55.95,g
19.708,2.8274,0.308,-31.8673,87.5682,g
18.9528,2.57,0.2746,15.9058,88.4473,g
19.1477,2.738,0.2943,-13.0928,89.5806,g
9.4267,2.4409,0.4529,35.2907,6.792,g
19.2893,2.8684,0.3209,20.0003,15.8311,g
12.0723,2.4764,0.5008,-15.8149,21.004,g
18.2201,3.328,0.1772,48.5079,4.7354,g
18.3499,2.8954,0.2214,28.1679,9.293,g
24.7786,3.419,0.1719,27.9356,4.7435,g
14.0979,2.4871,0.5179,45.6978,40.3788,g
9.894,2.4502,0.4716,24.706,9.621,g
24.0241,3.3869,0.1637,43.3913,0.656,g
15.6166,2.301,0.63,13.2406,47.437,g
19.2486,2.5347,0.4117,-16.6701,31.2545,g
23.834,3.3236,0.2331,40.0877,3.737,g
12.6941,2.7054,0.3232,35.6792,0.5486,g
10.442,2.2788,0.6105,18.0789,13.056,g
23.1329,3.1339,0.2131,71.725,2.314,g
16.6437,2.3444,0.5792,-13.588,8.4598,g
30.3894,3.8874,0.1256,87.3018,0.6946,g
11.0555,2.2648,0.5435,-6.2517,26.8207,g
43.1607,3.8629,0.1694,48.603,0.964,g
8.7493,2.3233,0.4703,20.4353,22.9248,g
20.2253,2.708,0.2586,12.2489,1.203,g
23.3964,3.107,0.2571,48.9179,6.5364,g
10.0618,2.3953,0.507,-18.1736,8.436,g
20.2104,2.8096,0.1876,34.0401,29.21,g
12.2279,2.4057,0.499,-8.1121,36.6026,g
15.7883,2.7344,0.3871,-14.5766,4.7719,g
22.0017,3.3161,0.1064,43.0553,88.4636,h
12.6736,2.8747,0.4084,8.3471,24.5402,h
43.1658,2.8715,0.2553,146.2245,19.1729,h
10.7285,2.1553,0.5524,5.9843,69.938,h
49.4871,2.8774,0.2931,-44.3616,40.3129,h
55.8744,3.359,0.2035,-156.014,2.3331,h
13.3916,2.6191,0.4646,-17.3505,85.0826,h
15.4552,2.4942,0.6764,-17.3484,83.1994,h
64.3038,3.835,0.1026,154.96,62.744,h
11.2531,2.8256,0.3607,36.9685,6.6547,h
22.1891,3.3069,0.225,76.711,9.6688,h
12.357,2.5871,0.3855,94.1301,20.689,h
13.3367,2.4624,0.4793,14.928,20.3804,h
27.348,2.7645,0.3972,34.0363,32.3135,h
14.2639,2.6613,0.4318,23.2386,54.251,h
19.7625,2.7238,0.4458,36.0989,86.5286,h
17.1467,2.6537,0.3307,19.2408,12.0123,h
12.663,2.8623,0.3915,-17.4876,7.2318,h
31.565,2.9243,0.1964,19.035,80.6784,h
27.2217,3.2483,0.2049,-43.1794,85.7234,h
20.0639,3.1875,0.263,58.9505,31.418,h
20.0649,2.573,0.3801,13.444,78.6701,h
14.5589,2.6417,0.3863,21.6927,20.0817,h
12.0368,2.5792,0.498,22.7116,41.5882,h
34.5964,3.0721,0.2314,95.4544,42.3299,h
169.6876,3.5132,0.1343,-163.0125,1.1486,h
28.1608,3.1998,0.3106,-46.5571,36.0399,h
72.8596,4.0347,0.0831,51.8443,43.207,h
8.3206,2.3889,0.645,0.6246,51.5742,h
9.8085,2.4788,0.5682,-4.4593,83.6406,h
5.9538,2.2393,0.7896,18.7293,47.817,h
48.1381,3.4739,0.2606,-110.132,7.538,h
37.5515,3.2069,0.3457,-100.2094,12.094,h
11.474,2.5623,0.4986,23.3457,44.761,h
42.1084,3.6067,0.1128,-128.9566,15.1733,h
38.31,3.5777,0.1476,200.3148,71.5012,h
16.6946,3.0631,0.2525,56.6156,25.5893,h
9.1216,2.8423,0.3476,39.9529,11.7782,h
12.1956,2.6144,0.3937,-31.609,46.1597,h
30.7469,3.2718,0.2211,-58.824,60.9658,h
15.3983,2.6037,0.528,15.4235,76.589,h
15.0783,2.6675,0.4817,19.0351,8.797,h
17.3779,2.6179,0.3372,-26.6732,46.7456,h
10.0342,2.8678,0.3119,30.4699,26.9319,h
9.1384,2.5465,0.4915,26.2377,19.5734,h
15.9563,2.4609,0.474,-12.5581,84.6939,h
16.9201,3.0691,0.3539,52.5547,4.7291,h
27.5117,3.3595,0.2287,47.4757,41.5633,h
13.0743,2.4553,0.5431,-13.129,45.8852,h
12.566,3.2264,0.1949,48.3437,65.2268,h
3.1711,2.6269,0.3927,4.6324,15.9907,h
88.6612,3.2962,0.1502,64.21,2.8,h
7.8292,2.3462,0.7684,3.783,36.76,h
52.1971,3.2688,0.2908,-105.2808,23.0198,h
62.6425,3.5001,0.1458,-77.9378,67.9583,h
89.0307,3.801,0.1332,128.2536,84.8175,h
11.6441,2.8159,0.4553,31.4526,8.727,h
12.5779,2.5095,0.543,1.7325,57.7917,h
17.1969,3.2708,0.1915,34.2887,88.4878,h
29.3619,2.913,0.1759,-43.5987,53.2285,h
11.5772,2.4831,0.4114,-28.7391,34.4499,h
18.9881,2.5179,0.3581,21.8525,64.293,h
74.8707,3.4026,0.1541,36.727,51.4866,h
22.6487,2.9157,0.2696,41.5008,9.461,h
30.9426,2.9381,0.3073,49.1103,22.8748,h
10.4132,2.772,0.3956,17.3502,60.397,h
9.3741,2.3925,0.6594,-3.665,56.9702,h
29.5726,3.1125,0.2125,19.1695,88.9949,h
190.139,3.6078,0.0873,-162.07,64.5036,h
37.1208,3.2238,0.3823,-60.3208,24.561,h
83.0297,3.0887,0.2737,-198.7053,86.6275,h
40.3691,3.4487,0.1013,-242.5189,73.703,h
17.9293,2.8822,0.3446,24.4749,46.9569,h
56.9442,3.3568,0.2599,116.248,73.2598,h
57.2482,3.8243,0.0899,100.4328,41.5666,h
23.4769,3.0045,0.2622,77.0281,28.226,h
45.0482,3.8584,0.1293,-184.079,55.245,h
13.1071,2.9023,0.3381,33.515,88.8151,h
12.9658,2.4354,0.5468,15.4573,7.9106,h
54.2316,3.1078,0.194,50.6508,10.8136,h
14.4791,2.5354,0.5797,-21.1248,13.5955,h
133.2414,5.1467,0.0217,-153.6521,84.4006,h
25.1105,2.7945,0.4205,-264.278,53.803,h
10.0426,2.1903,0.5484,-5.2548,41.0769,h
49.2103,3.6815,0.2387,-67.9887,37.0921,h
25.183,2.6991,0.393,142.5782,18.3953,h
8.1356,2.4778,0.5824,-18.6656,88.5843,h
4.4121,1.9468,0.747,9.2431,51.5765,h
79.1995,4.165,0.1266,79.5973,65.6493,h
52.1726,3.2602,0.2979,131.638,15.6468,h
11.947,2.7426,0.3674,-45.726,7.8289,h
11.1362,2.7384,0.3489,29.3521,37.256,h
12.8014,2.632,0.3827,16.2906,62.3642,h
10.7517,2.4588,0.5604,23.0647,84.3428,h
11.9454,2.6949,0.5182,33.2586,10.5074,h
9.7475,2.873,0.3603,36.7075,78.1012,h
18.2385,2.9456,0.3161,59.0673,2.6888,h
75.067,3.4945,0.2056,97.4511,58.863,h
7.4778,2.5545,0.5551,-20.1186,78.5791,h
16.9062,2.6937,0.4008,-22.8231,29.5189,h
25.876,3.1011,0.2718,81.9646,4.296,h
12.4646,2.43,0.5962,-24.3158,30.8984,h
28.8437,3.2674,0.2431,36.8558,7.3746,h
16.8677,2.5328,0.4956,17.4546,12.4823,h
12.4659,2.6857,0.6149,15.1398,38.7916,h
11.1219,2.6937,0.5061,18.8071,3.61,h
74.9644,3.4961,0.1726,-135.083,31.7505,h
28.4761,2.7563,0.1946,-86.4682,55.435,h
9.0128,2.6493,0.574,25.9147,5.3533,h
21.9727,2.866,0.1811,32.1426,77.711,h
9.8665,2.9222,0.2787,44.1789,10.3211,h
61.6853,3.4451,0.1396,78.2005,10.381,h
29.3494,3.5036,0.1622,84.4564,11.6527,h
5.6744,2.0996,0.6956,7.2711,8.4374,h
87.5812,4.1545,0.0808,130.3872,73.4484,h
37.3401,3.3006,0.3226,-59.4234,0.7016,h
24.6349,3.0881,0.2139,56.3142,10.2461,h
9.6954,2.6714,0.567,17.9352,3.0382,h
50.8736,3.8503,0.1131,2.4132,19.2345,h
73.4411,3.2662,0.1771,67.8079,56.829,h
55.8508,3.3754,0.126,-128.267,77.7234,h
10.5237,2.5977,0.5783,16.9542,66.697,h
4.2995,2.6456,0.4957,16.6178,38.354,h
6.5504,2.1931,0.5256,-12.2981,36.9671,h
11.1242,2.3157,0.6285,-5.0364,83.1264,h
43.6072,3.2792,0.2406,-84.9207,7.1503,h
24.014,2.9403,0.3018,-27.6509,39.7288,h
14.4348,2.8657,0.3229,28.9582,21.1081,h
9.4793,2.5296,0.6223,-9.6089,40.3177,h
0,2.3627,0.859,0,27.123,h
10.5568,2.48,0.5974,11.8097,53.3703,h
9.9051,2.4713,0.4054,-12.2815,82.0562,h
8.798,2.6236,0.4175,15.9443,80.5241,h
35.4059,3.1416,0.1689,-56.9189,60.1451,h
14.593,2.678,0.5456,15.7982,22.8694,h
18.4388,2.5687,0.4506,-18.2415,22.4767,h
42.161,3.735,0.1701,-84.1378,41.5116,h
72.5993,4.0014,0.1025,94.3438,85.3628,h
12.9407,2.6707,0.4184,19.1566,15.2077,h
22.6132,3.0918,0.2197,-25.3779,37.9786,h
40.1511,2.8362,0.2504,-30.7479,31.398,h
12.8489,2.2504,0.573,17.8761,40.2139,h
22.4001,3.2609,0.1815,-37.6199,48.8909,h
23.0307,2.6577,0.5992,-16.5121,85.5133,h
10.0413,2.5978,0.5398,8.6357,22.2515,h
10.3625,2.7218,0.5598,14.4517,74.136,h
7.9556,2.1847,0.549,-15.2115,62.941,h
12.2773,2.5152,0.6015,16.1281,63.5259,h
28.3722,2.6636,0.3334,-117.0066,52.7773,h
20.0162,2.6439,0.4336,-34.2258,37.684,h
6.9047,2.5653,0.5381,23.0511,3.6592,h
29.4697,2.7372,0.3828,-67.9011,1.374,h
26.2883,3.3119,0.3297,-78.7363,10.435,h
14.7348,2.9586,0.2696,-39.2609,71.9639,h
9.9891,2.4141,0.817,-7.011,78.478,h
15.4531,2.6924,0.4183,-8.9713,61.1034,h
90.6032,3.1207,0.1416,116.755,47.5204,h
15.6248,2.6853,0.4644,20.4636,34.0116,h
16.9368,2.8296,0.5107,-15.9421,13.1186,h
21.2821,2.9907,0.3362,-37.4695,1.0636,h
5.5166,2.4218,0.8535,14.0333,80.4352,h
12.6965,2.5484,0.5714,11.7192,1.6196,h
151.703,3.5091,0.1654,-151.365,0.0993,h
21.2461,3.172,0.1784,62.9071,69.6356,h
45.0886,3.3111,0.1343,-76.7387,25.4271,h
25.8571,3.4263,0.1364,53.1053,69.256,h
29.638,2.8663,0.3116,39.6096,32.414,h
31.0516,2.9814,0.2146,-107.2798,21.4383,h
14.0071,2.9836,0.3541,26.0502,50.0701,h
10.9981,2.3096,0.5833,-5.9612,31.882,h
5.3657,2.0497,0.771,-3.5224,6.0744,h
94.1871,3.4782,0.0928,67.3974,33.9366,h
79.5023,3.6832,0.2244,85.7235,81.6471,h
16.0952,2.7122,0.4398,4.7369,11.9463,h
58.8586,3.1847,0.1203,89.635,39.6411,h
18.7599,3.0241,0.2535,38.2462,56.6254,h
13.303,2.6021,0.325,116.05,49.759,h
15.6593,2.7513,0.2258,-79.4405,67.3458,h
18.4975,2.3512,0.49,-17.5176,30.529,h
60.9196,2.9919,0.3026,52.3536,66.0965,h
85.4938,3.4102,0.0797,112.9238,32.4884,h
14.7574,2.451,0.577,26.1578,4.331,h
45.998,3.2298,0.2851,24.3254,48.6757,h
51.2485,3.1421,0.2358,103.076,47.14,h
8.8932,2.4955,0.4249,-28.7926,45.0688,h
10.3398,2.1717,0.8013,-5.2196,6.478,h
8.5678,2.4815,0.7454,6.4153,44.8164,h
18.2896,3.2978,0.3103,58.0528,37.5814,h
10.8214,2.4788,0.544,22.8203,5.6476,h
12.8019,2.5804,0.5709,-11.0518,65.5775,h
41.7495,3.3732,0.1178,98.6147,59.614,h
46.8133,3.03,0.2613,53.0272,26.525,h
46.6521,3.1932,0.2566,-113.3768,36.2947,h
7.3042,2.5834,0.5463,20.2091,20.9052,h
10.6421,2.5551,0.4624,-7.1855,61.454,h
95.3744,3.2817,0.1959,-98.6597,28.3911,h
10.5742,2.1608,0.7849,2.787,37.4304,h
17.5033,3.2062,0.2451,80.2234,22.298,h
15.2743,2.7992,0.3013,46.7013,72.0462,h
18.0423,3.0123,0.2988,60.2784,12.1284,h
20.989,2.8362,0.2613,-24.373,75.4059,h
16.629,2.4161,0.7065,18.7862,20.9026,h
30.2328,2.9047,0.3711,-88.8014,68.428,h
8.9842,2.7447,0.5334,19.4719,44.5518,h
28.9136,3.1287,0.1613,56.8652,85.3089,h
19.1407,2.6239,0.5007,22.3997,89.9076,h
28.6487,3.1326,0.2645,-43.2946,89.9042,h
99.6185,4.1567,0.0871,-124.8521,68.8813,h
38.9629,4.1035,0.0862,-115.04,83.486,h
11.9638,2.4789,0.5484,15.0813,36.284,h
23.3751,3.2427,0.288,47.1038,4.8025,h
6.874,2.5262,0.6724,-22.6644,54.6087,h
28.0599,2.8556,0.1924,-100.6832,9.8037,h
6.9295,2.1351,0.7326,13.1664,75.894,h
27.6203,3.3544,0.2132,75.093,18.2276,h
26.8094,2.8112,0.3166,18.5099,85.5947,h
18.4435,2.7983,0.3771,-28.6659,72.777,h
41.0211,3.1464,0.1963,-42.6359,18.6079,h
14.5196,2.8689,0.288,68.295,87.2812,h
10.9989,2.3259,0.3738,-10.7553,57.633,h
23.9292,2.7016,0.3375,-16.5444,73.9862,h
9.0884,2.2753,0.8382,-10.3376,83.6171,h
22.511,2.9652,0.4865,-24.5285,22.574,h
40.6034,2.7222,0.3393,48.2941,20.2614,h
10.4377,2.2451,0.4414,3.4096,84.7038,h
12.2585,2.4734,0.4064,-38.9283,17.7747,h
17.2346,2.8089,0.252,-45.4587,26.7966,h
13.608,2.2253,0.5356,-28.4937,11.851,h
15.0819,2.8619,0.3398,46.1829,50.6926,h
46.9254,3.6931,0.211,-110.327,10.196,h
11.0266,2.5063,0.6487,4.478,71.0579,h
88.1951,3.9794,0.0368,125.687,78.348,h
9.6939,2.5885,0.6108,14.9191,30.7288,h
12.3848,2.9746,0.2267,29.2396,51.8434,h
25.7886,2.7555,0.2125,-30.9838,69.0297,h
21.3805,2.6788,0.4446,-26.4838,53.7318,h
23.8385,2.8624,0.3075,19.6185,88.6604,h
5.9653,2.7549,0.4206,0.5224,83.3564,h
6.7952,2.0737,0.7089,11.8251,71.246,h
16.8357,3.0768,0.2639,141.154,33.317,h
54.6444,4.3688,0.0584,116.5,26.043,h
19.7758,2.679,0.3707,46.0977,47.095,h
44.9369,3.3602,0.0974,-56.268,39.4314,h
27.2006,3.3246,0.1781,70.7675,9.051,h
110.208,3.3851,0.136,-94.5333,58.62,h
71.922,3.5434,0.2444,-145.706,57.703,h
26.6047,2.8457,0.2996,-57.1252,16.052,h
9.6364,2.3598,0.6288,10.5409,71.3695,h
27.8615,3.2058,0.2189,51.7111,10.055,h
32.1315,3.3686,0.131,-53.7404,45.4669,h
70.5973,4.2746,0.0797,87.2078,67.0964,h
12.085,2.6056,0.5541,16.489,45.0719,h
8.8394,2.9399,0.3839,-18.1743,88.9233,h
50.245,3.1741,0.1902,-148.436,42.7007,h
62.1895,2.934,0.2433,-85.8585,25.743,h
101.345,3.6017,0.1296,-39.1393,59.555,h
79.5291,3.4422,0.2309,47.4467,89.2721,h
11.5802,2.6767,0.5032,-11.3303,46.5083,h
27.8128,2.7037,0.3363,-47.46,85.5277,h
65.7137,4.6453,0.0506,141.2312,36.7271,h
50.3371,3.1935,0.3855,-81.2847,19.2743,h
16.6823,2.6561,0.415,-20.3396,53.4668,h
82.4579,2.8111,0.308,78.1008,62.6572,h
26.6783,2.632,0.3851,-57.9631,79.6662,h
18.731,2.5691,0.4239,6.7161,5.1352,h
21.8262,2.5508,0.3826,22.9174,5.0893,h
11.8179,2.3225,0.6274,-23.5807,15.5513,h
7.3947,2.5058,0.7551,8.6595,9.768,h
23.0603,3.1793,0.2627,79.2067,26.4577,h
22.3215,3.3615,0.1931,29.5777,58.805,h
14.0395,2.6915,0.4334,-14.7058,40.4651,h
18.1686,2.5507,0.5832,-66.5204,33.9807,h
61.6681,3.7336,0.1827,-149.4735,42.8892,h
2.9223,2.7263,0.5595,2.5478,13.7997,h
12.8325,2.9232,0.2995,25.123,24.614,h
9.739,2.2266,0.8249,-8.407,73.701,h
6.6496,2.2893,0.7044,-11.1689,46.9609,h
12.4821,2.6196,0.6507,15.1892,6.794,h
18.8016,2.6456,0.3012,18.8213,74.2446,h
6.5965,2.1089,0.7315,14.4944,15.2163,h
84.342,3.3821,0.2614,-137.365,78.7196,h
70.6047,3.0232,0.2985,196.6923,80.4459,h
16.7343,2.658,0.4418,14.5431,82.9906,h
66.5995,4.2846,0.0953,110.1543,61.4309,h
20.3221,2.5447,0.2728,20.7825,84.9179,h
60.6826,3.0227,0.1387,182.4354,58.3028,h
12.0172,2.3627,0.5206,-11.1471,52.2331,h
22.4777,2.6928,0.4239,-14.5049,79.7671,h
14.8699,2.6219,0.4302,36.9517,69.4851,h
8.3714,2.4346,0.6618,14.0397,7.024,h
21.5712,2.5384,0.7786,2.1894,75.699,h
9.0919,2.6974,0.5151,22.3268,31.4607,h
29.9681,3.092,0.2217,38.014,24.194,h
19.963,2.7905,0.3295,-33.3422,26.3203,h
15.184,2.8528,0.3593,21.0581,41.0899,h
32.9089,2.9308,0.3107,129.0292,83.88,h
9.081,2.8645,0.3374,11.9985,74.056,h
56.9025,3.6164,0.1335,-279.352,14.1535,h
109.9068,3.5471,0.1364,93.1102,26.9872,h
20.8084,2.8053,0.4205,24.6049,85.8773,h
15.4992,2.78,0.429,-38.1651,36.465,h
49.0693,3.3737,0.2595,-151.1484,46.2451,h
54.5318,3.2041,0.1951,87.5247,16.565,h
6.5104,2.2402,0.7878,2.5094,16.1763,h
24.8076,3.1244,0.2892,-1.9937,24.7819,h
71.1053,3.6424,0.1071,-74.3642,52.6052,h
7.433,2.4426,0.5872,-13.3253,88.1033,h
8.9884,2.4346,0.6287,9.6247,39.6377,h
8.8542,2.7664,0.375,21.569,81.6438,h
8.564,2.5104,0.5719,-18.5124,83.5139,h
17.7954,2.4391,0.6373,13.9885,66.7342,h
23.7658,3.0867,0.1219,42.8226,38.6209,h
11.1606,2.3891,0.5847,1.8022,50.3919,h
36.9681,3.1364,0.2527,-58.9113,30.396,h
9.8029,2.565,0.6898,13.0531,72.0986,h
11.6446,2.8513,0.3859,22.7053,36.37,h
21.1054,2.3676,0.5296,-12.488,87.7584,h
26.878,3.0838,0.3294,31.0505,2.4255,h
26.2582,2.7162,0.2897,58.3653,42.4042,h
10.5102,2.3683,0.7709,-4.6312,9.562,h
90.6041,3.4335,0.1106,-76.1678,88.1017,h
14.0479,2.5862,0.576,-8.75,38.5063,h
17.9356,2.736,0.3747,-9.0074,34.259,h
11.7072,3.0029,0.2996,25.3654,63.2298,h
20.1616,3.1041,0.273,47.271,27.74,h
6.0723,2.4571,0.8517,18.1737,45.3267,h
40.4598,3.2936,0.1857,59.1806,46.4011,h
10.8071,2.6902,0.4571,20.3067,44.3989,h
64.6057,3.05,0.1352,120.1425,36.7364,h
27.3891,3.2591,0.1883,-99.2858,25.569,h
46.1283,3.6997,0.1016,-39.8901,59.2516,h
50.073,3.5819,0.1016,-79.4235,0.6296,h
59.5064,3.4599,0.1897,-165.117,54.778,h
41.703,3.7221,0.1121,-108.2891,75.7118,h
11.1193,2.9511,0.3436,-54.3404,15.537,h
12.6878,2.5905,0.6985,19.6686,42.7974,h
2.7118,2.1491,0.7356,2.7114,11.6642,h
38.312,3.203,0.1554,-28.9663,56.821,h
11.77,2.4298,0.6283,3.923,15.8601,h
