@relation magic

@attribute FWidth numeric
@attribute FConc1 numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
9.3207,0.2339,23.0008,64.397,g
7.6662,0.3442,-15.7221,38.741,g
17.5674,0.2458,-25.8761,1.314,g
11.4585,0.2355,19.8074,4.1823,g
71.8818,0.043,72.3016,16.622,g
24.113,0.1545,33.6217,5.6814,g
24.2211,0.1089,62.521,1.851,g
14.9824,0.3142,16.6379,74.772,g
18.1375,0.2671,8.95,16.0581,g
17.4341,0.1754,11.1578,40.433,g
14.8781,0.1407,41.1847,8.831,g
12.5733,0.2227,11.9924,6.9113,g
11.0088,0.3426,6.1132,42.016,g
19.2874,0.1825,-64.9695,13.815,g
17.0346,0.1611,-13.2382,3.8476,g
15.0466,0.3019,-18.0407,64.279,g
13.3274,0.2051,-28.6773,13.838,g
50.1781,0.0546,64.1655,17.081,g
20.3134,0.1225,-24.53,1.825,g
14.7841,0.2387,-15.7372,42.763,g
11.8656,0.369,-9.1669,0.9932,g
19.3069,0.1431,45.0332,4.199,g
20.4676,0.0987,49.7748,0.488,g
31.8887,0.135,33.1459,17.123,g
16.3144,0.1697,-26.9678,19.517,g
11.6867,0.2934,16.1808,75.669,g
34.0613,0.0568,66.0231,3.227,g
12.2036,0.2113,-7.047,20.071,g
14.8833,0.1629,34.732,3.757,g
7.1007,0.4568,-11.2916,9.668,g
24.4358,0.1316,40.3654,3.6478,g
11.0356,0.3466,18.9287,21.283,g
14.4996,0.1679,30.8791,8.449,g
11.4904,0.4117,-20.5012,14.948,g
23.3336,0.1016,41.3144,3.1102,g
0,0.4051,0,70.3994,g
8.8242,0.4582,6.0618,25.1526,g
7.1236,0.3548,9.2732,8.9281,g
23.885,0.2064,-20.7595,11.4153,g
16.5052,0.2623,37.1243,9.1922,g
19.2028,0.1122,23.8349,8.0926,g
30.85,0.082,31.829,33.757,g
22.1277,0.1801,29.4729,2.2801,g
15.2527,0.2247,18.1433,21.3396,g
10.1151,0.3828,-23.9989,22.93,g
9.9944,0.2859,-17.3115,5.932,g
10.8234,0.4154,2.1486,16.8038,g
10.4337,0.2278,-18.1403,25.7405,g
11.395,0.4189,8.4177,78.0798,g
16.8125,0.1976,-13.4266,21.937,g
7.3155,0.3899,4.9596,68.446,g
34.3795,0.1546,-48.7222,0.908,g
21.2721,0.1644,-13.407,0.5273,g
10.4673,0.2742,6.185,0.244,g
24.5625,0.1153,82.067,0.137,g
11.008,0.3304,-8.5602,10.545,g
6.6671,0.4118,-12.2394,60.2891,g
21.5846,0.2097,14.9949,42.3246,g
25.7749,0.077,49.8155,4.177,g
14.5294,0.2593,24.9239,11.047,g
11.4199,0.3102,16.1264,28.298,g
16.6565,0.2596,-11.5213,41.436,g
12.3756,0.1465,-66.4578,7.051,g
32.8993,0.1194,56.4687,1.8587,g
19.1659,0.2246,14.4997,9.37,g
27.9322,0.1546,50.2457,11.6762,g
36.4657,0.0714,86.0228,17.575,g
19.7935,0.2372,-15.6275,0.2694,g
0.0046,0.3875,15.0322,61.5621,g
18.0386,0.1827,22.3934,7.4414,g
12.2327,0.2739,11.3909,20.7251,g
13.8378,0.3695,15.6088,5.534,g
14.4987,0.2048,-24.6397,7.387,g
16.0194,0.2199,13.4294,18.0418,g
24.8816,0.1108,77.1651,19.558,g
21.366,0.1053,31.7738,0.9761,g
11.4597,0.3974,-3.1813,32.5307,g
11.5252,0.3699,4.0849,7.066,g
10.5024,0.3967,-8.3196,53.9159,g
10.1788,0.3649,15.8176,34.677,g
16.9249,0.1475,-17.9218,13.374,g
12.7613,0.2967,0.4535,20.523,g
6.7047,0.4561,15.0206,82.9943,g
12.263,0.1885,10.631,36.69,g
24.6349,0.2163,73.4539,3.458,g
33.3742,0.0667,75.0174,2.428,g
13.4645,0.2114,11.3395,8.3777,g
16.803,0.1119,53.5097,2.261,g
7.0922,0.3375,-5.7146,13.7571,g
19.5177,0.2523,-10.6297,82.4452,g
16.9838,0.2509,22.1099,20.19,g
15.0538,0.2947,24.4025,59.468,g
11.3452,0.3079,20.1144,35.7407,g
19.6413,0.122,51.9813,8.831,g
20.2859,0.138,22.5909,9.216,g
19.7495,0.1342,82.457,2.3023,g
19.254,0.2011,27.0813,3.7064,g
10.0782,0.2666,-21.4404,18.357,g
10.8443,0.2829,21.7144,14.5319,g
15.6583,0.2007,24.4401,20.924,g
17.0572,0.3585,21.5977,23.722,g
16.5317,0.1382,26.467,17.2617,g
10.0261,0.3837,15.1637,67.912,g
32.5347,0.1093,50.3724,5.2154,g
10.5513,0.3084,17.6911,33.4231,g
6.7937,0.4089,12.4697,65.6793,g
14.1227,0.2369,14.4177,6.0583,g
11.9957,0.3585,-9.8675,16.29,g
26.2324,0.0947,72.0442,4.229,g
34.0896,0.0794,65.1166,4.172,g
14.7328,0.2732,-13.4367,57.7866,g
18.8266,0.1043,-33.669,5.3936,g
38.0362,0.1024,98.2205,23.5114,g
11.6158,0.3257,14.3539,15.802,g
17.6549,0.1366,35.6056,2.4723,g
23.1663,0.1115,72.6058,1.1324,g
14.8594,0.2599,16.8274,24.1921,g
16.3322,0.2509,-16.8715,6.1301,g
16.2319,0.2,-14.3725,66.6354,g
37.04,0.0855,-47.7757,0.709,g
10.2893,0.2302,18.7479,21.592,g
13.4496,0.3609,15.1521,68.1324,g
23.9407,0.1606,76.4394,4.9547,g
12.3608,0.3554,14.7387,48.9365,g
17.7527,0.1653,18.8407,25.9457,g
6.8428,0.4346,14.1347,61.5734,g
22.3432,0.1347,73.2423,3.1709,g
31.4648,0.0952,46.7498,6.514,g
21.8068,0.1421,51.5739,8.4866,g
17.4424,0.2348,16.2053,16.8825,g
25.5448,0.0812,81.0806,9.6868,g
22.664,0.1463,49.589,0.7026,g
17.1949,0.1471,-24.9697,6.005,g
31.0242,0.1609,-26.149,0.465,g
18.0066,0.1825,23.4435,3.108,g
25.8725,0.1173,60.0831,0.8713,g
22.7377,0.1363,13.4747,4.075,g
11.2219,0.2241,-198.867,43.2002,g
16.8437,0.1683,45.7653,5.0099,g
10.7718,0.3629,7.9802,24.6514,g
27.6942,0.0933,45.0828,3.086,g
19.2751,0.1742,-25.1654,4.714,g
27.4901,0.1196,58.4949,65.913,g
29.0378,0.0987,25.8013,11.891,g
12.1562,0.193,21.7119,2.976,g
25.7562,0.1107,61.5423,0.072,g
23.4259,0.0778,78.3237,2.411,g
32.9317,0.1024,38.5475,5.2892,g
12.0564,0.3469,-7.2782,60.148,g
10.9023,0.2635,19.317,33.5063,g
36.8864,0.1205,65.5969,3.9967,g
28.8639,0.1796,36.3416,6.479,g
15.745,0.1933,41.0032,11.976,g
26.3445,0.0901,39.0569,8.5555,g
14.6429,0.2225,23.166,1.5,g
12.9715,0.2169,17.7857,11.875,g
22.3844,0.0967,38.4787,14.438,g
15.7024,0.3199,13.8633,13.3733,g
20.4858,0.1247,42.0884,9.2202,g
17.3136,0.29,12.2527,56.8865,g
0,0.4488,5,46.1424,g
8.5075,0.4336,-14.7265,9.508,g
43.4833,0.0731,69.3781,0.3985,g
18.5649,0.2046,-15.8067,15.7122,g
36.7371,0.0472,85.6362,1.45,g
11.3579,0.2347,-21.6853,76.263,g
10.0248,0.3544,11.831,43.0228,g
8.4269,0.3651,21.8433,64.0684,g
9.2285,0.2854,33.413,9.183,g
24.9415,0.1424,3.091,55.3088,g
16.3281,0.248,-18.7301,38.3827,g
34.0011,0.083,32.8818,2.4381,g
18.0869,0.186,-13.0222,85.521,g
11.2107,0.4216,6.7743,28.2782,g
34.86,0.0713,50.749,3.635,g
18.643,0.1749,49.6986,6.9492,g
15.3013,0.3457,21.2193,7.388,g
15.4892,0.2877,11.5826,1.1344,g
12.1812,0.255,19.461,7.512,g
11.1879,0.4343,7.3138,53.7924,g
34.7056,0.0846,43.099,1.397,g
12.7727,0.3436,13.6608,1.451,g
10.4586,0.3983,-0.5703,48.4033,g
33.6384,0.0805,98.5182,3.689,g
14.7113,0.1802,61.796,8.368,g
17.5973,0.2206,30.2556,1.809,g
9.8531,0.2701,-16.6016,19.3573,g
24.3855,0.1375,-19.4147,0.64,g
10.5765,0.3416,11.1824,46.9743,g
41.9258,0.054,71.4133,3.7039,g
20.8056,0.1882,30.5222,19.937,g
12.8327,0.2036,21.9612,4.0575,g
49.8281,0.0385,72.674,0.217,g
15.7602,0.2104,-8.201,55.1338,g
11.3551,0.4089,-7.2857,58.035,g
12.6824,0.2256,80.3253,6.853,g
8.0803,0.3021,16.9719,48.027,g
26.7041,0.139,43.9824,2.176,g
23.2666,0.0922,56.4123,6.494,g
42.5267,0.1022,-38.9128,3.329,g
21.8584,0.1155,-22.9775,2.555,g
25.9907,0.1794,-23.0647,2.441,g
12.5353,0.3565,-3.1969,63.8003,g
31.0539,0.0924,69.8347,1.513,g
22.1564,0.2622,17.8166,70.3212,g
10.5528,0.4004,7.3418,14.894,g
16.3015,0.226,-9.2911,15.053,g
14.7014,0.2143,31.0986,24.1144,g
22.8653,0.0973,84.6643,1.7098,g
14.0872,0.166,16.7718,5.4091,g
26.9201,0.1023,63.4326,3.045,g
21.7152,0.1597,71.7929,0.075,g
22.7264,0.2033,39.3133,4.825,g
11.2601,0.3808,3.5058,40.463,g
33.7188,0.0552,71.0867,1.051,g
28.4251,0.1063,56.2553,4.178,g
64.1651,0.0313,80.753,0.8238,g
13.5568,0.1638,-35.1098,3.525,g
10.0241,0.3836,18.4647,5.584,g
7.1448,0.3724,11.0689,9.9488,g
12.8121,0.2712,13.4942,11.4507,g
10.3962,0.3342,17.3553,19.0444,g
9.5579,0.3192,9.1392,27.1728,g
11.2316,0.2727,23.9708,2.087,g
12.306,0.2776,14.8716,24.444,g
7.8345,0.3436,-16.7128,36.498,g
10.6743,0.4887,-3.2605,84.3683,g
15.8601,0.2303,16.7796,6.33,g
10.546,0.3403,-17.4441,14.4,g
27.8531,0.1416,49.5699,0.984,g
22.8049,0.1215,82.1744,4.074,g
15.8007,0.1767,101.566,8.2676,g
17.335,0.1508,-26.3081,6.399,g
15.57,0.2443,19.2392,69.3668,g
23.753,0.1057,86.821,12.3487,g
27.8348,0.0778,56.9755,0.9347,g
18.108,0.167,-18.5717,2.407,g
10.2648,0.3133,-9.8662,61.8767,g
12.1346,0.3456,-10.6998,60.1701,g
34.2975,0.1115,57.1895,0.803,g
11.7792,0.3309,-20.9541,5.0985,g
12.1111,0.2484,22.4926,0.085,g
12.7755,0.2254,1.3942,55.9097,g
15.6283,0.2235,24.2217,0.378,g
16.5387,0.2507,14.3866,48.7839,g
18.8957,0.1359,18.1677,5.772,g
15.7361,0.2419,17.8775,10.1725,g
13.4441,0.1785,43.9669,0.6526,g
30.9379,0.0657,56.4519,0.0857,g
28.1506,0.1099,56.3503,0.442,g
7.3566,0.4578,-9.2363,2.783,g
13.0781,0.3103,-10.0954,14.853,g
28.8213,0.1481,-64.2447,0.9064,g
9.6415,0.2491,-16.0567,1.811,g
21.7036,0.1559,-10.5479,17.8597,g
34.3264,0.1362,50.2485,4.712,g
16.2389,0.1875,-10.7453,15.4009,g
19.4653,0.1365,22.4961,5.2636,g
11.8138,0.2182,-19.1853,4.0681,g
20.9051,0.1542,16.5318,46.863,g
19.9744,0.2023,18.8005,20.5649,g
20.884,0.1055,-18.9739,17.406,g
14.8229,0.1241,20.0519,9.19,g
12.5096,0.3106,-14.1777,30.245,g
19.4357,0.2031,37.6783,0.391,g
18.7448,0.1488,-24.4399,4.758,g
16.9858,0.1229,-29.7567,0.9353,g
14.2416,0.135,-12.2255,7.684,g
38.3701,0.0998,59.2655,0.864,g
17.7621,0.2283,49.6044,39.6204,g
25.5263,0.1302,39.7093,3.6587,g
10.7178,0.476,3.2992,43.25,g
9.6807,0.1605,56.888,5.1398,g
17.9769,0.1792,-45.2953,3.783,g
14.851,0.2678,-10.0985,49.512,g
23.4985,0.1465,21.5547,7.5782,g
24.804,0.0875,43.5165,4.63,g
27.0574,0.1179,14.7255,25.4448,g
10.6842,0.482,-2.7243,86.767,g
9.0462,0.3894,12.9487,43.0032,g
10.927,0.2289,-20.9076,33.5885,g
19.1664,0.1476,-75.4066,2.0319,g
17.0457,0.1982,-25.7894,17.1,g
12.9464,0.3159,14.0938,66.21,g
17.4959,0.1949,10.1453,5.041,g
18.3705,0.2106,24.7697,14.0382,g
38.4424,0.189,-47.4613,0.834,g
25.5658,0.149,63.9205,12.441,g
10.9177,0.3408,6.014,17.8368,g
18.4744,0.1078,-15.9804,11.1617,g
14.8097,0.1849,-16.7027,1.646,g
31.0974,0.0839,77.2265,1.192,g
10.064,0.3446,-9.7005,87.0857,g
16.2202,0.3149,-27.258,48.5567,g
15.7447,0.1475,24.8384,3.413,g
15.9545,0.1237,22.5488,6.1374,g
9.7056,0.2594,15.3697,32.816,g
34.263,0.0875,70.4419,9.5567,g
19.6636,0.1536,43.4488,8.7641,g
14.8699,0.2678,20.3579,70.606,g
18.3186,0.1512,10.4355,8.741,g
10.6958,0.2723,15.2155,1.5977,g
17.1103,0.1541,33.2516,0.595,g
20.4076,0.184,-26.9113,11.6695,g
17.4115,0.1764,-31.9096,1.044,g
18.4821,0.1751,13.1416,76.696,g
20.9142,0.1052,57.1237,63.886,g
23.2869,0.1481,41.0704,7.6353,g
25.6496,0.0922,-19.2786,11.1713,g
13.6672,0.3328,26.7332,19.803,g
10.4908,0.4141,-3.5519,5.5558,g
10.8255,0.2891,-3.6981,27.001,g
32.2207,0.1184,81.8061,1.5131,g
15.2389,0.1415,62.0719,0.542,g
17.4155,0.1249,17.3396,8.783,g
17.5311,0.194,-26.3934,5.485,g
15.3164,0.3258,-16.1889,8.1312,g
21.8287,0.1662,57.8212,2.005,g
10.6423,0.2565,-17.8097,64.034,g
15.655,0.3002,-16.6093,86.0763,g
32.2972,0.096,-22.1388,1.653,g
15.9747,0.1299,39.1078,1.7215,g
7.2982,0.3924,-9.4558,37.395,g
20.7344,0.1476,26.1856,3.903,g
12.4655,0.2412,-22.0762,41.929,g
25.5676,0.133,66.6702,9.311,g
9.5944,0.4399,-14.7571,6.052,g
12.8143,0.2727,-10.3508,41.795,g
7.1313,0.3808,11.6168,54.5987,g
12.4303,0.2369,-18.2009,3.0025,g
13.3657,0.1919,23.2017,1.126,g
23.6314,0.1034,52.8409,5.0911,g
11.9646,0.2626,-13.5594,18.682,g
10.9225,0.2486,-22.4855,21.329,g
10.6754,0.2493,22.5345,8.686,g
0,0.3656,0,38.308,g
12.5755,0.1191,-45.472,0.7814,g
18.9588,0.1392,24.7853,10.02,g
32.5726,0.1501,-33.4174,2.331,g
10.8063,0.2131,-18.7029,5.565,g
18.1323,0.2237,20.9801,18.917,g
18.7777,0.2125,24.4051,36.426,g
18.5233,0.1217,31.6987,1.4485,g
16.7442,0.2107,-8.6963,2.579,g
12.1304,0.2812,9.8922,18.331,g
15.5082,0.2432,-29.3464,9.829,g
18.9766,0.0872,-23.7584,13.4953,g
15.8765,0.2923,-17.1298,3.628,g
10.6734,0.2919,-9.0283,0.8832,g
7.4377,0.4411,6.8109,36.0106,g
12.2262,0.3097,5.0708,27.5944,g
10.5247,0.3087,28.1884,1.8949,g
19.8051,0.2116,-14.5275,53.953,g
19.8014,0.1314,-36.329,1.5744,g
16.1015,0.1912,9.8804,10.268,g
40.0201,0.0766,44.6946,0.568,g
17.2466,0.1699,28.1244,13.9329,g
12.8974,0.2115,16.7179,1.9751,g
14.4435,0.1981,-3.9771,10.291,g
18.9834,0.2059,19.4024,6.3642,g
20.9217,0.1077,41.3347,8.7643,g
12.9182,0.2836,-10.7161,30.556,g
9.3411,0.3019,28.3052,7.915,g
12.5429,0.3271,16.2293,20.1518,g
16.0196,0.2271,8.3607,12.229,g
28.7359,0.0689,70.5185,3.062,g
33.5664,0.059,105.216,0.1569,g
11.6132,0.3121,-4.7165,81.6802,g
30.1055,0.0788,74.559,1.778,g
29.3917,0.1614,21.5076,2.5884,g
14.5305,0.1927,23.2323,1.702,g
16.9006,0.1876,46.9577,3.5716,g
9.5559,0.4622,-13.9994,49.52,g
27.5528,0.1115,51.3579,1.333,g
16.4283,0.279,-23.5597,1.679,g
25.5262,0.1256,18.594,1.746,g
13.2252,0.1378,42.3596,6.2748,g
20.88,0.1516,-17.2674,27.942,g
12.6865,0.1581,25.3511,3.9349,g
26.1492,0.1009,-24.5987,8.364,g
28.2402,0.088,80.4978,0.358,g
24.6979,0.1282,-20.8241,2.4152,g
34.6919,0.0943,47.499,16.9967,g
14.9382,0.2478,15.6319,8.976,g
21.7072,0.136,105.713,1.696,g
7.2118,0.3647,8.5221,46.066,g
27.8324,0.0988,28.4831,14.399,g
25.0483,0.1438,87.5265,8.012,g
18.5148,0.2072,18.6614,14.577,g
20.8424,0.1598,-21.9975,24.9095,g
19.3926,0.1592,25.2396,10.898,g
13.88,0.2045,-31.0968,4.6031,g
16.3041,0.1672,-21.3381,1.677,g
15.4887,0.2768,17.0838,51.0691,g
18.0692,0.1985,-21.7496,32.071,g
32.8513,0.1144,-55.3519,2.235,g
18.4564,0.2144,19.3682,51.452,g
9.3162,0.3639,18.7337,36.461,g
13.3364,0.2247,-28.9783,5.7872,g
11.0796,0.3872,2.8947,37.9872,g
19.4822,0.1429,-14.0549,43.7063,g
14.6584,0.1655,20.484,3.4252,g
23.0115,0.1233,66.6961,1.496,g
40.3366,0.0885,60.6116,14.594,g
16.5018,0.2118,32.5873,7.3257,g
25.7911,0.1422,50.5402,1.0501,g
14.6575,0.1945,31.5955,7.629,g
17.3877,0.3762,15.9863,57.922,g
13.0779,0.3703,16.276,17.6252,g
23.2682,0.1622,-96.0874,2.915,g
52.2112,0.0427,73.2952,1.96,g
25.9772,0.1494,31.6754,1.37,g
24.4013,0.1193,23.8735,8.37,g
33.5462,0.1326,42.4458,4.4055,g
0.0019,0.4316,-0.001,35.988,g
19.9142,0.1822,41.7952,11.9522,g
17.9084,0.0824,24.1922,7.042,g
23.5737,0.1284,29.6956,11.9427,g
11.9998,0.3537,-8.438,19.1153,g
8.556,0.3588,19.9181,1.67,g
7.2931,0.3923,-9.7153,28.5692,g
38.9333,0.0911,74.4686,26.8614,g
20.0494,0.1332,-30.8421,10.179,g
13.6684,0.2187,12.0845,2.2951,g
14.5218,0.217,36.2718,15.3551,g
14.9414,0.1686,16.4567,6.554,g
25.6288,0.2041,68.2903,1.7715,g
16.0929,0.4162,21.1434,23.468,g
12.0088,0.201,19.9731,5.3152,g
11.0901,0.3281,2.9214,26.6657,g
15.1339,0.2822,-63.6452,0.415,g
16.6761,0.2372,17.9349,0.9038,g
18.2389,0.1863,23.808,9.141,g
15.7688,0.1707,23.4049,7.5527,g
18.4533,0.2439,31.2314,3.1439,g
14.59,0.1983,28.4215,59.4695,g
10.9466,0.2432,13.7141,5.5984,g
23.1906,0.1252,37.2549,0.7988,g
24.6266,0.0693,34.9363,2.0648,g
19.6392,0.1474,-15.3786,11.217,g
7.2402,0.3709,7.8255,23.962,g
14.7756,0.3308,15.6273,64.4617,g
23.9783,0.1216,66.484,3.3652,g
11.6149,0.2308,36.9873,2.023,g
26.8037,0.1717,59.0568,5.9878,g
23.9572,0.1347,63.4388,62.09,g
14.4125,0.3055,-10.3786,32.2376,g
18.6597,0.1404,7.5009,8.262,g
24.6035,0.1421,16.3264,65.2633,g
29.0237,0.1098,35.5255,60.1912,g
17.8057,0.1822,38.5368,4.659,g
25.2981,0.1099,88.7649,0.85,g
25.5449,0.1855,32.2398,2.62,g
16.8321,0.2018,43.4701,17.765,g
12.0898,0.2303,15.7982,24.847,g
26.1937,0.0947,60.5693,0.0974,g
20.1585,0.1562,39.446,26.7377,g
13.9437,0.2709,20.1263,35.974,g
17.6948,0.1677,30.441,2.1511,g
16.9124,0.1741,-10.4256,88.1553,g
33.9989,0.067,97.6832,2.6004,g
28.1044,0.0882,78.99,5.1396,g
30.4153,0.1026,47.0652,2.271,g
25.5476,0.1031,57.2744,1.0959,g
10.3588,0.3119,18.1328,14.987,g
17.1329,0.1767,30.9446,5.978,g
22.3031,0.1404,17.6726,32.5233,g
11.1999,0.4422,7.9081,47.135,g
12.8979,0.1745,12.4539,62.887,g
12.704,0.2827,-13.3648,0.0648,g
32.8478,0.0943,61.0722,7.5801,g
13.7599,0.3722,-15.5042,15.0753,g
28.3567,0.1426,36.8007,3.9083,g
23.5801,0.1185,32.7971,11.0611,g
6.6608,0.4595,15.1482,38.6953,g
20.5255,0.2199,-24.683,13.937,g
12.0866,0.3982,16.3239,12.7719,g
19.2545,0.3118,16.0471,3.88,g
6.6593,0.2917,-15.047,11.7655,g
19.3632,0.2146,-17.8042,48.4993,g
21.688,0.1578,36.6765,17.9289,g
29.1612,0.127,-47.842,0.7,g
23.4119,0.1475,-84.3148,47.6489,g
19.0882,0.2221,-22.078,9.518,g
24.3416,0.1243,98.1002,3.648,g
24.94,0.0889,67.0539,9.941,g
25.2295,0.1209,-15.3506,30.3355,g
12.6968,0.1727,10.6993,0.457,g
10.7905,0.2565,30.8181,4.565,g
14.8647,0.2231,9.2633,47.9304,g
14.7561,0.2092,23.4275,69.7617,g
32.109,0.0797,73.6752,0.517,g
16.5478,0.2074,16.4399,1.707,g
6.96,0.364,8.883,66.4912,g
11.6678,0.3891,8.9437,46.283,g
21.7407,0.2172,59.0806,2.8508,g
22.6144,0.1709,39.6822,4.603,g
15.4518,0.1629,-19.8879,8.3289,g
30.6141,0.0976,73.4846,7.053,g
19.2314,0.1557,-10.2902,6.93,g
18.7702,0.1213,31.939,0.94,g
10.781,0.3531,16.9706,5.895,g
12.4765,0.2816,-8.4311,4.498,g
23.6269,0.115,47.3407,12.3916,g
19.8522,0.1602,49.1292,13.905,g
18.617,0.1701,22.7598,17.2162,g
10.7133,0.417,-19.7611,12.99,g
21.5263,0.116,29.1216,8.8996,g
18.2304,0.1348,77.7848,4.4339,g
16.9194,0.2568,-18.1547,2.3506,g
25.9699,0.1133,39.0162,22.471,g
26.84,0.1358,31.7326,11.7617,g
19.2661,0.2228,50.9935,10.652,g
21.6092,0.1647,-5.1356,6.703,g
11.3821,0.4232,8.5891,82.4198,g
22.3366,0.1981,22.5345,56.248,g
24.8566,0.1396,77.3764,79.886,g
23.0016,0.1055,57.015,2.359,g
21.3132,0.1291,33.0916,18.5411,g
15.3048,0.1376,58.2781,1.092,g
23.2756,0.1232,62.3527,17.6219,g
32.3601,0.0607,80.6644,6.69,g
25.1281,0.0808,48.5133,54.6896,g
18.5401,0.2659,21.0689,9.5992,g
17.4695,0.2045,13.6651,20.873,g
12.9598,0.2368,17.4463,2.4627,g
38.1139,0.0684,65.0133,0.21,g
25.2937,0.0653,96.8182,2.8915,g
21.2343,0.1708,38.837,0.833,g
7.2654,0.3766,6.8528,66.693,g
11.1995,0.4388,-7.7005,17.4554,g
36.5072,0.1194,59.1177,1.536,g
8.6907,0.2117,-22.1743,1.701,g
15.3845,0.2546,13.5299,17.2981,g
18.2119,0.166,25.4402,27.2776,g
22.0174,0.1106,51.079,16.4569,g
18.9149,0.2224,20.242,19.3719,g
18.9343,0.1367,21.3642,4.734,g
21.4627,0.1871,12.9546,1.2713,g
13.4707,0.2236,22.5715,0.5263,g
23.8977,0.2996,-72.3311,0.875,g
29.0411,0.1339,61.4417,2.8019,g
13.0977,0.3641,18.1889,33.344,g
27.5223,0.1134,42.088,25.23,g
116.342,0.0157,85.6656,19.9605,g
15.4772,0.2063,26.083,8.507,g
10.4724,0.2657,-25.5155,11.59,g
11.3559,0.2225,-22.2029,9.469,g
7.3929,0.4456,-8.9284,70.736,g
13.3841,0.2533,-22.07,8.0922,g
22.153,0.1292,23.1097,6.372,g
16.219,0.2817,-74.6842,6.552,g
42.34,0.0599,99.2544,8.181,g
23.2815,0.1389,21.7815,30.9438,g
12.8794,0.2467,9.9503,5.452,g
17.7459,0.2593,-10.1542,1.26,g
15.1394,0.3222,-16.0646,8.0924,g
14.58,0.2141,24.106,17.282,g
14.3516,0.3826,-3.8804,35.495,g
32.3821,0.0856,-25.4792,1.412,g
15.6347,0.247,-18.9923,26.472,g
22.2327,0.1583,20.5592,39.2593,g
30.3489,0.1139,52.4692,7.81,g
12.8113,0.3194,-15.4461,12.6022,g
7.3536,0.4137,9.1781,77.4,g
6.9833,0.4369,13.8156,21.319,g
22.8524,0.1977,18.0164,42.368,g
9.7376,0.3266,-9.836,63.03,g
11.1055,0.4498,-7.3614,15.001,g
17.8097,0.1745,-20.6708,10.4927,g
18.183,0.1388,-26.7741,13.576,g
16.4459,0.1411,55.0638,4.8939,g
11.4047,0.4219,-8.7413,21.9904,g
21.2887,0.2042,-10.0772,10.832,g
15.5268,0.2669,-9.3529,72.3693,g
33.7385,0.0933,-14.8072,28.845,g
10.0467,0.2946,-15.0238,2.1861,g
17.591,0.1344,19.1993,5.2981,g
11.3843,0.3745,-3.4639,14.3513,g
0,0.2525,0,82.278,g
12.5345,0.2429,31.1316,39.1323,g
14.7705,0.2758,12.3359,1.8019,g
10.3505,0.3,17.2788,1.1506,g
8.9421,0.4053,-14.9512,2.9483,g
8.5251,0.4355,13.4705,27.0267,g
19.8916,0.1624,-12.1568,18.0525,g
10.5943,0.4151,-6.1621,69.1045,g
24.7537,0.09,55.901,2.5791,g
10.7959,0.4634,4.2008,23.504,g
23.7479,0.1024,86.5242,13.1944,g
11.662,0.2159,-11.4662,20.852,g
7.3237,0.3944,7.6258,70.3421,g
10.5084,0.2717,19.2134,0.134,g
60.6173,0.036,78.8577,1.554,g
16.456,0.2309,15.4092,64.324,g
49.0521,0.0948,-56.9212,3.3724,g
33.9628,0.1019,42.1707,0.914,g
23.7015,0.1392,-31.8523,3.906,g
15.6143,0.2466,-12.5121,8.0678,g
9.1648,0.3826,13.5618,42.0149,g
14.9414,0.1595,-34.7392,2.0311,g
24.2468,0.1521,-36.4776,53.5987,g
23.8422,0.1834,-9.3039,15.761,g
41.2868,0.1308,58.0471,1.3633,g
24.7001,0.1636,-16.1469,21.8522,g
10.076,0.3131,14.5138,16.59,g
22.0371,0.1781,16.4511,45.3284,g
14.3467,0.2286,24.2542,9.152,g
11.4438,0.3039,-18.4222,24.262,g
21.5765,0.1411,76.3281,0.617,g
17.5314,0.1454,114.134,11.7482,g
31.0262,0.0986,63.1651,2.0088,g
14.8955,0.2218,38.5268,18.8358,g
15.6787,0.177,25.5152,5.1857,g
12.9669,0.2622,8.4718,2.799,g
33.7038,0.1949,61.6814,3.1843,g
6.6071,0.4515,14.7249,8.734,g
92.0095,0.0167,93.8392,4.3673,g
12.11,0.3885,-9.4515,0.251,g
9.577,0.2731,13.7206,13.935,g
10.7238,0.2505,18.5352,8.667,g
7.0174,0.3455,-6.1481,17.5411,g
23.3412,0.1196,49.3289,2.224,g
36.3217,0.0584,83.3996,0.5982,g
39.9496,0.0406,83.687,3.0094,g
26.2761,0.1241,122.767,27.068,g
19.721,0.1779,19.5438,28.615,g
7.3006,0.5358,-3.7655,44.6217,g
34.1769,0.0876,95.6895,35.216,g
18.8093,0.1198,-33.79,1.3991,g
19.9461,0.1878,72.7092,1.18,g
13.5528,0.2947,-13.326,8.407,g
26.4077,0.1429,20.4556,31.557,g
11.0068,0.3,-19.3165,8.279,g
24.1321,0.1178,59.4112,1.3878,g
26.3732,0.1437,27.8853,13.5301,g
18.381,0.0984,38.541,2.523,g
24.7944,0.1116,76.4386,3.825,g
16.7597,0.169,30.9728,14.834,g
11.7101,0.2,-17.781,14.4926,g
16.2751,0.1776,-29.2344,43.9162,g
7.0909,0.4079,-12.9913,49.5995,g
25.4305,0.1038,-57.1529,10.152,g
19.7841,0.1478,47.9461,4.103,g
10.9058,0.4704,-6.2434,42.2408,g
16.3063,0.2754,15.1825,5.435,g
17.8239,0.1928,19.9869,29.945,g
24.002,0.1482,37.6396,22.0152,g
