@relation phoneme

@attribute Aa numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
3.466,0.109,0
3.325,-0.089,0
0.205,1.773,0
0.693,0.179,0
0.108,1.08,0
0.608,0.249,0
2.31,-0.085,0
0.27,1.038,0
0.669,-0.43,0
0.178,-0.458,0
0.214,-0.542,0
0.243,1.145,0
0.064,0.498,0
0.238,1.637,0
0.305,0.721,0
-0.188,0.716,0
1.607,0.222,0
0.593,0.25,0
0.456,-0.238,0
1.032,0.28,0
3.065,-0.073,0
0.162,2.135,0
0.649,-0.448,0
0.644,-0.51,0
0.6,0.733,0
0.196,1.087,0
2.437,0.15,0
3.015,-0.078,0
0.134,1.189,0
2.074,0.339,0
1.576,-0.121,0
0.081,0.93,0
0.126,1.177,0
1.58,0.11,0
4.107,-0.047,0
0.442,0.469,0
1.222,-0.099,0
0.276,0.902,0
0.145,-0.761,0
2.909,0.265,0
0.41,0.483,0
0.385,-0.34,0
0.973,1.452,0
1.219,-0.187,0
2.534,0.16,0
0.749,1.239,0
0.182,0.965,0
2.963,0.088,0
0.288,1.42,0
0.245,-0.767,0
0.193,-0.867,0
0.555,-0.288,0
1.766,0.27,0
1.203,0.196,0
0.132,0.961,0
0.524,1.191,0
0.279,0.231,0
0.618,0.367,0
0.5,1.989,0
0.643,0.423,0
-0.18,0.489,0
0.662,0.661,0
0.243,1.039,0
0.175,0.928,0
0.238,-0.487,0
0.309,-0.551,0
2.181,0.698,0
0.512,0.473,0
0.333,1.46,0
1.181,1.809,0
0.069,0.931,0
0.231,0.322,0
1.625,-0.134,0
0.577,0.333,0
0.255,1.318,0
2.174,0.105,0
0.96,0.091,0
0.651,0.291,0
0.904,0.864,0
1.258,-0.319,0
0.064,-0.607,0
1.23,0.332,0
0.393,-0.546,0
0.42,1.104,0
0.555,-0.182,0
0.766,-0.239,0
0.566,0.388,0
0.348,-0.698,0
0.181,0.676,0
1.453,0.148,0
0.687,-0.354,0
3.052,-0.221,0
0.702,-0.234,0
0.224,-0.74,0
0.284,0.609,0
0.233,0.656,0
2.708,-0.084,0
1.518,0.135,0
0.247,1.719,0
0.403,0.407,0
1.667,0.123,0
1.857,-0.068,0
2.453,0.375,0
0.657,2.008,0
0.765,0.811,0
2.56,0.391,0
0.301,0.695,0
0.424,0.523,0
0.186,1.309,0
0.65,-0.179,0
0.401,-1.208,0
1.044,-0.155,0
0.389,-0.204,0
0.792,1.552,0
0.364,0.215,0
0.417,-0.154,0
0.421,-0.188,0
0.211,-0.647,0
0.643,-0.141,0
3.665,-0.087,0
0.118,2.211,0
0.272,0.504,0
-0.084,0,0
0.119,1.762,0
0.755,0.254,0
0.347,0.423,0
0.513,-0.268,0
0.43,-0.24,0
0.876,0.551,0
0.222,-0.514,0
0.31,1.139,0
2.318,-0.397,0
0.148,1.672,0
0.227,-1.219,0
1.188,-0.186,0
3.06,0.326,0
2.967,0.266,0
1.657,0.226,0
3.169,-0.073,0
1.908,0.145,0
3.154,-0.08,0
0.115,0.719,0
1.041,0.196,0
2.819,-0.26,0
0.233,0.716,0
2.793,0.686,0
0.864,-0.199,0
0.59,0.487,0
1.508,-0.174,0
2.463,0.113,0
0.5,0.454,0
1.304,0.12,0
1.831,-0.169,0
1.84,0.153,0
2.348,0.163,0
0.429,-0.179,0
1.022,-0.109,0
0.341,0.3,0
3.229,-0.258,0
0.389,0.28,0
2.275,0.103,0
0.258,0.809,0
0.606,-0.615,0
0.231,0.697,0
0.225,-0.734,0
1.311,0.201,0
2.508,0.158,0
1.974,0.072,0
0.764,-0.219,0
0.352,0.621,0
0.136,-0.738,0
0.257,1.559,0
1.228,0.108,0
0.229,1.469,0
0.415,0.789,0
0.106,-0.195,0
0.13,1.336,0
1.547,0.128,0
0.796,-0.362,0
0.268,0.63,0
3.01,0.122,0
1.302,-0.134,0
0.044,0.459,0
0.428,1.773,0
0.39,0.452,0
0.256,2.069,0
0.288,1.642,0
0.062,-0.534,0
0.296,0.416,0
3.397,0.114,0
0.261,1.203,0
0.134,-0.788,0
1.236,-0.177,0
1.109,-0.199,0
0.435,0.741,0
0.481,0.789,0
0.316,1.259,0
0.366,1.934,0
0.276,1.594,0
2.063,0.108,0
2.389,0.13,0
0.195,-0.373,0
0.255,-0.959,0
0.162,-0.687,0
0.229,-0.488,0
2.115,0.121,0
0.433,2.318,0
0.269,2.265,0
0.228,-0.56,0
0.256,2.29,0
0.896,-0.279,0
0.691,0.243,0
1.936,0.14,0
2.493,-0.096,0
0.918,0.075,0
2.039,0.35,0
0.817,0.143,0
0.335,-0.684,0
-0.114,-0.644,0
-0.126,-0.545,0
0.326,-0.578,0
0.219,-0.736,0
2.168,-0.083,0
0.155,-0.625,0
0.197,-0.848,0
2.186,-0.121,0
0.522,-0.565,0
2.131,0.45,0
0.229,-0.651,0
3.045,0.553,0
1.62,0.609,0
2.712,-0.353,0
0.279,1.236,0
3.046,0.142,0
0.668,-0.128,0
0.437,0.303,0
0.079,0.427,0
2.158,0.112,0
0.311,-0.666,0
0.218,-0.603,0
3.772,0.11,0
0.27,0.434,0
0.184,-0.691,0
0.907,-0.155,0
2.793,-0.314,0
0.029,0.603,0
0.635,0.204,0
2.239,0.245,0
0.575,1.846,0
0.349,-0.502,0
0.706,-0.202,0
0.159,-0.768,0
0.495,0.362,0
0.198,0.333,0
1.822,0.149,0
1.509,1.513,0
0.165,0.469,0
1.185,0.517,0
1.116,-0.193,0
0.191,0.81,0
2.518,0.931,0
0.967,-0.145,0
0.525,-0.586,0
0.101,1.505,0
0.329,1.44,0
0.27,-0.248,0
0.187,-0.783,0
0.439,-0.752,0
0.395,-0.813,0
0.207,-0.548,0
0.832,0.381,0
0.078,1.731,0
2.652,0.083,0
2.173,0.192,0
0.798,-0.189,0
0.598,0.332,0
1.601,-0.131,0
0.27,1.705,0
2.182,0.135,0
2.32,0.161,0
0.25,0.831,0
2.558,0.476,0
1.666,0.164,0
1.798,-0.124,0
0.374,0.693,0
2.035,0.103,0
1.203,-0.157,0
0.168,-0.483,0
0.284,1.726,0
0.588,-0.412,0
0.639,-0.377,0
2.99,-0.171,0
2.925,0.509,0
0.618,-0.401,0
1.836,0.195,0
0.362,-0.636,0
2.239,1.549,0
0.128,2.105,0
0.068,1.286,0
1.59,-0.188,0
0.898,-0.161,0
0.245,0.99,0
0.205,1.399,0
-0.152,-0.991,0
0.385,0.214,0
0.373,0.323,0
0.348,0.297,0
2.173,0.137,0
2.91,0.149,0
2.023,0.199,0
0.357,-0.196,0
0.446,0.914,0
0.087,1.916,0
0.479,-0.524,0
2.956,-0.175,0
0.122,2.191,0
0.29,-0.656,0
1.098,0.348,0
0.239,-0.735,0
0.067,-0.454,0
1.237,-0.1,0
0.179,0.601,0
0.273,0.567,0
0.09,-0.87,0
0.77,-0.19,0
0.552,0.285,0
0.056,-0.428,0
-0.802,0.341,0
1.446,-0.174,0
-0.784,-0.183,0
2.126,-0.3,0
0.213,-0.609,0
0.115,1.742,0
0.066,-0.621,0
0.252,-0.331,0
0.316,0.688,0
0.432,0.224,0
1.013,0.206,0
0.405,-0.304,0
2.833,0.178,0
0.49,-0.301,0
2.046,-0.445,0
1.989,-0.18,0
0.265,0.306,0
0.456,-0.545,0
0.165,-0.82,0
0.104,-0.401,0
3.36,0.697,0
0.499,0.682,0
2.237,0.442,0
1.631,0.218,0
0.192,-0.694,0
3.644,-0.072,0
2.696,0.09,0
0.221,-0.615,0
0.238,0.375,0
0.562,-0.265,0
0.156,0.556,0
0.065,1.497,0
2.064,0.107,0
1.905,0.079,0
1.454,0.1,0
2.521,0.147,0
0.782,-0.158,0
1.305,-0.203,0
0.338,1.274,0
1.721,-0.13,0
2.606,-0.078,0
0.159,1.763,0
0.461,1.421,0
0.466,-0.676,0
0.74,-0.25,0
0.524,0.695,0
0.235,0.925,0
0.665,0.256,0
0.536,1.06,0
2.391,0.13,0
0.624,-0.237,0
0.291,2.1,0
0.983,-0.082,0
1.353,0.348,0
0.238,0.257,0
0.556,-0.245,0
3.677,-0.093,0
0.56,-0.489,0
0.336,1.339,0
0.835,-0.144,0
1.638,-0.338,0
0.269,-0.469,0
0.28,0.287,0
2.909,-0.33,0
3.087,-0.254,0
1.688,-0.348,0
2.234,-0.215,0
0.24,1.91,0
0.412,0.425,0
0.626,0.411,0
0.266,0.401,0
0.627,-0.251,0
0.372,1.296,0
0.132,0.685,0
2.094,-0.175,0
1.423,0.553,0
0.25,0.624,0
0.327,0.321,0
0.8,-0.491,0
0.216,0.486,0
0.12,2.032,0
0.155,1.949,0
0.593,-0.336,0
0.3,-0.795,0
0.607,-0.467,0
1.466,0.284,0
0.605,0.304,0
0.259,1.092,0
0.32,0.23,0
0.345,0.678,0
3.341,-0.069,0
0.808,0.621,0
-0.121,-0.798,0
1.408,-0.124,0
0.079,0.659,0
1.572,0.265,0
3.438,0.618,0
0.211,2.189,0
-0.155,0.62,0
3.24,-0.19,0
0.229,0.259,0
1.973,0.222,0
2.101,-0.085,0
0.369,0.7,0
0.246,1.542,0
0.437,0.588,0
0.113,0.994,0
0.42,0.448,0
2.781,0.177,0
0.257,2.224,0
0.985,1.548,0
0.106,1.748,0
1.445,-0.122,0
0.539,0.588,0
2.666,0.226,0
1.053,-0.183,0
0.958,0.193,0
0.242,1.59,0
0.461,0.247,0
0.903,-0.194,0
1.158,0.094,0
0.822,-0.166,0
0.362,-0.284,0
0.203,-0.6,0
0.499,-0.588,0
3.13,0.181,0
0.688,-0.289,0
0.09,1.544,0
0.723,-0.365,0
0.343,0.25,0
0.715,-0.281,0
1.529,-0.072,0
0.303,0.327,0
1.928,-0.138,0
-1.595,-0.127,0
1.722,-0.48,0
3.306,0.669,0
1.557,-0.116,0
2.205,0.096,0
0.414,0.511,0
0.369,-0.502,0
3.108,-0.073,0
0.208,-0.784,0
2.942,0.081,0
0.807,-0.225,0
2.141,0.084,0
0.706,-0.378,0
1.21,0.179,0
3.222,0.16,0
2.459,0.075,0
0.375,1.029,0
0.56,0.354,0
-0.053,1.72,0
0.18,-0.601,0
0.365,1.979,0
0.609,0.905,0
0.398,-0.292,0
0.245,0.879,0
1.239,0.715,0
0.238,-0.368,0
1.578,0.215,0
3.496,0.11,0
1.151,-0.104,0
0.108,0.592,0
0.555,-0.26,0
0.578,-0.193,0
0.48,0.517,0
1.926,0.162,0
0.642,0.322,0
3.603,-0.097,0
0.539,-0.598,0
0.308,0.569,0
0.812,0.786,0
0.695,-0.128,0
0.953,0.956,0
0.218,2.113,0
0.55,0.65,0
1.481,-0.385,0
0.273,0.697,0
1.369,0.252,0
1.195,0.144,0
0.89,0.417,0
2.936,0.093,0
0.386,-0.665,0
0.286,0.22,0
-0.314,-0.163,0
0.262,-0.76,0
0.935,-0.191,0
0.561,0.303,0
1.235,0.21,0
0.496,-0.645,0
0.146,1.818,0
0.976,-0.091,0
0.745,-0.249,0
0.085,0.6,0
0.442,-0.226,0
0.236,0.489,0
0.517,-0.423,0
0.723,-0.667,0
0.538,-0.309,0
0.735,-0.355,0
0.159,-0.991,0
1.164,0.67,0
2.078,0.126,0
0.442,-0.532,0
-0.239,-0.287,0
0.236,1.402,0
2.444,0.156,0
0.229,0.521,0
0.501,0.312,0
0.58,0.41,0
0.123,1.575,0
0.912,-0.159,0
2.981,-0.093,0
0.352,0.314,0
1.031,0.194,0
2.582,-0.076,0
2.756,0.194,0
0.598,-0.487,0
0.316,-0.624,0
0.086,1.399,0
0.969,-0.178,0
2.185,0.104,0
0.131,0.916,0
1.95,0.252,0
0.344,1.178,0
0.327,0.333,0
0.67,-0.135,0
2.342,0.1,0
1.483,0.921,0
1.115,0.275,0
0.382,1.022,0
1.074,-0.197,0
0.933,0.545,0
3.079,-0.084,0
0.486,-0.48,0
0.647,0.627,0
3.731,-0.083,0
-0.132,1.183,0
0.42,1.17,0
0.285,1.394,0
0.226,1.043,0
0.212,1.029,0
2.84,0.679,0
0.577,-0.245,0
0.377,0.328,0
0.119,2.132,0
0.228,-0.39,0
0.151,2.147,0
-0.125,0.575,0
0.434,0.984,0
1.44,0.249,0
3.043,-0.072,0
0.311,-0.193,0
0.41,0.426,0
0.209,-0.636,0
0.286,0.468,0
0.608,-0.129,0
0.252,0.331,0
0.73,-0.109,0
0.89,-0.154,0
3.516,0.084,0
0.296,0.807,0
0.62,-0.232,0
0.394,1.118,0
3.773,-0.087,0
0.154,1.668,0
0.568,0.848,0
1.301,0.553,0
1.846,0.114,0
0.099,1.861,0
0.236,1.22,0
0.509,-0.156,0
2.852,-0.062,0
0.319,0.508,0
1.444,-0.104,0
0.742,-0.191,0
0.794,0.201,0
0.763,-0.14,0
0.456,0.836,0
1.066,-0.202,0
0.595,-0.252,0
3.489,-0.068,0
0.648,-0.24,0
1.952,0.151,0
3.26,0.124,0
0.533,-0.27,0
0.274,0.406,0
0.386,-0.535,0
0.226,0.327,0
1.117,-0.691,0
0.277,-0.688,0
2.308,0.199,0
0.679,-0.218,0
0.648,-0.317,0
2.222,0.147,0
1.945,1.071,0
-0.145,-0.798,0
0.639,-0.186,0
3.085,0.071,0
0.309,-0.213,0
0.273,-0.523,0
0.947,-0.101,0
1.462,-0.099,0
0.233,-0.71,0
0.642,0.64,0
0.899,0.367,0
0.57,0.604,0
3.126,-0.141,0
1.585,0.117,0
0.859,0.236,0
2.072,0.081,0
0.103,0,0
0.536,-0.303,0
1.093,0.528,0
0.17,-0.848,0
0.473,0.305,0
0.36,0.319,0
0.667,-0.226,0
-0.144,-0.53,0
0.174,-0.748,0
1.141,0.359,0
2.733,0.082,0
0.156,1.842,0
2.606,0.869,0
0.533,-0.227,0
1.918,0.114,0
1.807,-0.082,0
2.025,-0.076,0
0.665,-0.188,0
0.436,0.338,0
3.632,-0.082,0
0.11,1.813,0
0.453,-0.508,0
0.131,0.897,0
1.898,0.203,0
0.228,1.183,0
0.301,0.867,0
0.38,0.367,0
0.477,-0.338,0
1.338,0.517,0
0.912,0.121,0
0.354,-0.236,0
1.519,0.133,0
0.233,0.724,0
1.139,0.096,0
0.36,-0.568,0
2.441,-0.08,0
0.815,0.082,0
2.406,0.813,0
0.698,-0.307,0
1.773,-0.121,0
0.981,0.189,0
0.288,0.413,0
0.378,0.783,0
1.858,0.174,0
1.841,0.199,0
1.79,-0.115,0
0.246,0.926,0
0.476,-0.317,0
0.854,0.312,0
1.162,0.094,0
0.674,-0.161,0
0.125,0.623,0
1.4,0.157,0
1.336,1.11,0
0.401,0.505,0
3.151,0.612,0
0.249,-0.844,0
0.262,-0.794,0
0.757,0.236,0
1.302,-0.388,0
0.514,-0.189,0
0.239,0.904,0
-0.24,0.939,0
0.319,0.295,0
0.749,1.353,0
2.785,-0.073,0
0.195,0.714,0
2.314,-0.138,0
0.501,0.308,0
0.912,-0.121,0
0.568,-0.485,0
0.531,-0.201,0
1.657,0.226,0
0.584,0.344,0
0.422,0.617,0
0.151,1.116,0
0.497,0.292,0
0.587,0.56,0
2.686,-0.081,0
0.267,-0.911,0
1.797,0.23,0
2.766,-0.304,0
2.424,1.239,0
0.177,-0.472,0
2.76,0.21,0
0.265,0.625,0
0.427,-0.193,0
0.104,1.809,0
1.573,-0.215,0
0.231,-0.638,0
2.751,0.091,0
0.14,2.025,0
0.253,0.274,0
0.265,0.381,0
0.307,0.388,0
0.87,-0.245,0
1.456,0.309,0
3.009,-0.276,0
0.327,0.274,0
0.797,-0.19,0
0.193,-0.523,0
0.25,2.158,0
0.212,0.295,0
0.504,0.412,0
0.686,-0.326,0
1.067,-0.142,0
0.27,0.247,0
0.714,-0.571,0
0.147,-0.73,0
2.039,0.35,0
0.245,0.494,0
0.257,1.253,0
1.18,0.104,0
0.229,0.246,0
0.597,0.302,0
1.165,0.367,0
1.555,0.286,0
2.043,0.394,0
0.834,-0.163,0
0.899,-0.203,0
1.892,0.186,0
0.233,1.012,0
0.635,0.489,0
0.397,0.523,0
-0.288,-1.177,0
0.278,-0.656,0
0.215,0.287,0
2.324,0.131,0
1.138,0.261,0
0.1,1.385,0
0.083,0.402,0
1.749,0.116,0
0.399,-0.212,0
0.815,0.217,0
0.999,0.438,1
-0.098,-0.831,1
-0.107,-1.526,1
0.117,-1.242,1
1.437,0.563,1
0.521,0.887,1
0.222,2.422,1
0.121,1.219,1
0.383,0.79,1
0.301,0.933,1
0.414,-0.4,1
1.283,-0.348,1
1.598,0.808,1
0.84,-0.333,1
0.204,1.66,1
-0.063,1.324,1
0.653,1.546,1
0.125,0.887,1
0.152,1.652,1
0.185,1.934,1
0.655,-0.724,1
0.418,1.006,1
0.621,0.719,1
0.157,-0.406,1
0.143,1.17,1
0.335,0.954,1
0.551,0.91,1
0.137,1.611,1
0.567,-0.617,1
0.192,0.704,1
0.092,0.579,1
0.2,0.632,1
0.554,1.151,1
0.109,0.87,1
0.779,-0.419,1
0.189,0.791,1
0.636,-0.331,1
0.195,0.65,1
0.111,1.57,1
0.168,1.268,1
1.22,0.863,1
0.277,0.64,1
0.099,0.692,1
0.207,0.616,1
0.125,-0.755,1
0.138,0,1
0.225,0.633,1
0.316,1.369,1
0.326,1.106,1
0.15,1.318,1
0.493,-0.724,1
0.22,1.348,1
0.892,1.399,1
0.202,1.473,1
0.329,0.957,1
0.409,0.942,1
0.109,0.579,1
0.908,1.827,1
0.541,-0.463,1
0.176,-0.583,1
0.863,1.896,1
1.363,-0.367,1
0.12,2.126,1
0.134,1.404,1
0.098,0.912,1
0.738,-0.591,1
0.328,1.914,1
0.136,1.897,1
0.46,0.71,1
0.2,1.051,1
0.556,-0.264,1
0.205,1.614,1
1.02,1.409,1
0.431,1.339,1
-0.165,1.811,1
0.302,-0.668,1
0.272,1.115,1
0.88,0.587,1
1.098,-0.485,1
0.19,1.299,1
0.162,1.923,1
0.191,1.728,1
0.264,-0.609,1
0.21,-0.731,1
0.367,1.073,1
0.365,1.149,1
0.603,-0.392,1
0.544,-0.483,1
0.201,0.34,1
0.358,0.907,1
-0.058,-0.954,1
0.483,0.679,1
0.857,-0.545,1
0.352,-0.634,1
0.636,1.531,1
0.159,1.513,1
0.584,-0.653,1
1.249,0.749,1
0.23,1.72,1
0.251,1.042,1
0.249,2.165,1
1.366,-0.418,1
0.186,0.693,1
0.828,0.484,1
0.437,-0.573,1
0.151,1.281,1
0.209,1.936,1
0.148,0.711,1
0.36,1.434,1
0.683,-0.873,1
0.211,2.162,1
1.004,1.904,1
0.507,1.732,1
0.797,-0.451,1
0.245,0.929,1
0.319,1.831,1
0.328,1.063,1
-0.104,-0.886,1
0.201,1.008,1
0.109,1.565,1
0.493,1.384,1
-0.091,0.766,1
0.266,1.138,1
0.234,1.917,1
0.4,0.906,1
0.184,1.858,1
0.474,1.803,1
0.123,1.984,1
0.192,0.73,1
0.242,1.327,1
0.382,1.669,1
0.089,0.521,1
0.268,2.286,1
0.195,1.248,1
0.197,1.191,1
0.394,0.7,1
1.02,1.409,1
0.146,0.294,1
0.661,-0.371,1
0.556,-0.436,1
0.306,1.904,1
-0.222,-0.931,1
1.057,-0.473,1
0.096,0.849,1
0.181,0.831,1
0.348,1.109,1
0.219,1.387,1
0.459,1.106,1
0.303,1.427,1
-0.104,0.673,1
0.125,0.836,1
0.365,0.918,1
0.081,0.6,1
0.444,0.741,1
0.104,0.918,1
0.822,1.312,1
0.826,-0.533,1
0.384,1.245,1
0.222,0.977,1
0.891,0.861,1
-0.154,1.003,1
0.154,2.048,1
-0.268,1.662,1
1.322,0.679,1
0.926,0.86,1
0.893,1.399,1
0.122,-0.736,1
0.895,1.421,1
0.573,-0.445,1
0.889,-0.371,1
0.671,1.026,1
0.316,-0.518,1
0.128,0.602,1
0.518,1.317,1
0.544,0.603,1
0.45,1.228,1
0.586,2.144,1
0.677,0.778,1
0.233,1.504,1
0.499,1.423,1
0.542,0.796,1
0.362,0.699,1
0.558,-0.497,1
0.427,1.149,1
0.889,0.786,1
0.421,1.101,1
0.271,2.283,1
0.326,1.886,1
0.169,1.278,1
1.199,-0.326,1
0.127,1.954,1
1.09,0.432,1
0.285,-0.399,1
0.121,0,1
1.031,1.532,1
0.658,1.077,1
1.443,0.559,1
0.173,0.917,1
0.255,0.772,1
0.093,1.183,1
0.914,-0.217,1
0.293,2.263,1
0.612,1.406,1
0.676,1.144,1
0.62,1.763,1
0.465,1.238,1
0.233,1.316,1
0.729,0.736,1
0.219,0.971,1
-0.144,-0.916,1
0.429,-0.798,1
0.155,1.662,1
1.067,0.782,1
0.181,0.791,1
0.979,0.576,1
0.794,-0.629,1
0.744,1.601,1
0.647,0.993,1
0.471,1.563,1
0.885,0.751,1
0.354,1.962,1
0.304,0.762,1
0.616,-0.546,1
0.547,2.259,1
0.207,1.796,1
0.48,-0.692,1
0.187,1.4,1
-0.069,1.442,1
0.118,0.954,1
0.582,1.478,1
0.769,0.518,1
0.177,0.891,1
-0.067,1.797,1
0.302,1.893,1
0.567,1.576,1
0.785,0.7,1
0.477,1.689,1
0.564,0.906,1
0.704,1.905,1
0.381,0.783,1
0.161,1.504,1
0.195,0.713,1
0.377,-0.743,1
0.774,-0.652,1
0.215,1.861,1
0.366,0.819,1
0.505,-0.799,1
0.064,0.449,1
1.116,-0.317,1
0.162,1.327,1
0.15,1.827,1
0.201,2.001,1
0.504,-0.378,1
0.599,0.809,1
-0.319,1.262,1
0.187,0.996,1
0.696,2.166,1
0.297,1.286,1
0.287,1.082,1
0.422,1.155,1
0.502,0.986,1
0.117,1.585,1
0.195,1.021,1
0.63,1.238,1
0.326,1.601,1
0.314,1.111,1
1.035,-0.549,1
0.544,0.884,1
0.079,-0.332,1
1.157,-0.457,1
0.997,-0.353,1
0.271,1.056,1
0.126,0.754,1
0.813,1.007,1
0.523,0.892,1
0.515,1.058,1
0.153,0.703,1
0.562,-0.43,1
0.331,1.493,1
-0.323,-0.9,1
0.92,-0.448,1
0.127,0.52,1
0.14,0.566,1
0.242,2.037,1
-0.105,0,1
0.541,-0.228,1
0.373,0.86,1
0.142,1.292,1
0.279,1.596,1
0.161,0.714,1
0.532,1.443,1
0.12,-0.698,1
0.392,1.256,1
0.223,2.053,1
0.225,-0.559,1
0.53,0.905,1
0.319,1.386,1
0.195,0.713,1
0.215,1.435,1
0.857,1.853,1
0.155,1.047,1
0.152,1.101,1
1.011,0.474,1
1.232,0.435,1
0.679,0.926,1
0.138,1.528,1
0.227,2.218,1
0.838,0.769,1
0.927,0.798,1
0.326,1.602,1
0.499,1.423,1
0.271,2.122,1
-0.115,1.713,1
0.978,-0.591,1
0.316,1.221,1
0.532,2.435,1
0.27,1.274,1
0.294,1.111,1
0.487,1.629,1
1.053,1.495,1
0.747,1.936,1
0.496,-0.605,1
0.162,2.073,1
0.544,1.169,1
0.305,1.921,1
0.31,1.496,1
0.202,0.343,1
0.172,0.826,1
0.554,0.873,1
0.908,0.937,1
0.699,0.804,1
-0.115,-0.875,1
0.789,1.857,1
0.618,1.338,1
0.493,1.384,1
0.099,0.649,1
0.431,-0.694,1
0.474,0.697,1
0.511,1.094,1
0.881,1.098,1
0.365,0.918,1
0.613,-0.556,1
0.624,0.79,1
0.564,-0.494,1
0.295,-0.458,1
0.291,2.319,1
0.118,1.743,1
0.137,1.63,1
0.301,0.933,1
1.078,-0.649,1
0.141,0.828,1
0.113,0.597,1
-0.259,1.167,1
0.421,1.755,1
0.21,1.168,1
0.695,-0.318,1
0.384,1.008,1
0.479,2.419,1
1.013,-0.381,1
0.365,1.509,1
0.2,0.837,1
0.616,-0.547,1
0.114,0.635,1
1.03,-0.409,1
0.43,2.294,1
0.494,0.752,1
0.548,-0.61,1
0.161,2.134,1
0.31,1.066,1
-0.052,1.263,1
0.374,1.562,1
0.966,0.741,1
0.103,2.483,1
0.436,2.314,1
0.211,1.601,1
0.778,0.277,1
0.476,1.147,1
0.572,0.836,1
0.562,0.664,1
0.469,1.905,1
0.452,1.077,1
0.201,-0.34,1
0.242,1.68,1
1.072,-0.668,1
0.352,1.247,1
0.234,1.06,1
0.47,1.264,1
0.173,1.917,1
0.585,0.911,1
0.999,0.752,1
0.556,-0.264,1
0.598,1.787,1
0.059,-0.21,1
0.226,0.603,1
0.284,0.668,1
0.748,0.896,1
0.666,1.067,1
-0.094,-0.623,1
0.325,1.28,1
0.22,1.3,1
-0.118,0.949,1
0.333,0.714,1
0.523,1.27,1
1.236,-0.38,1
0.298,0.778,1
0.268,1.417,1
0.214,2.221,1
0.287,0.842,1
0.186,0.71,1
1.146,-0.464,1
0.132,1.668,1
0.7,0.542,1
0.399,-0.691,1
0.435,1.192,1
0.169,1.432,1
0.109,0.757,1
-0.632,-0.868,1
0.525,1.724,1
0.096,2.096,1
0.353,1.758,1
0.591,0.806,1
0.508,0.693,1
0.322,2.289,1
1.387,-0.564,1
0.302,1.213,1
1.166,0.706,1
0.651,0.903,1
1.136,0.636,1
0.214,1.385,1
-0.102,1.293,1
0.348,-0.748,1
0.951,-0.633,1
1.002,1.22,1
0.624,1.287,1
0.327,2.197,1
1.021,0.887,1
0.431,-0.469,1
0.16,-0.748,1
0.284,1.047,1
0.892,1.151,1
0.249,0.869,1
-0.142,1.203,1
0.182,1.726,1
0.257,0.966,1
1.256,-0.324,1
1.213,1.233,1
1.201,0.458,1
0.442,0.915,1
0.069,-0.408,1
0.139,0.514,1
0.403,1.141,1
0.127,0.873,1
1.115,2.039,1
0.127,1.236,1
0.142,1.503,1
0.87,0.636,1
0.099,-0.444,1
0.539,1.431,1
0.465,0.758,1
0.274,2.06,1
0.921,0.668,1
0.169,1.954,1
0.328,0.888,1
0.269,-0.714,1
0.348,-0.748,1
0.679,1.737,1
0.322,0.856,1
0.539,0.62,1
0.305,1.328,1
0.245,1.135,1
0.259,-0.496,1
0.302,1.122,1
0.52,1.64,1
0.103,0.82,1
0.371,1.227,1
0.58,0.834,1
0.598,0.705,1
0.733,-0.693,1
0.179,-0.787,1
0.962,-0.71,1
0.295,2.826,1
1.37,0.638,1
0.116,0.758,1
0.349,1.195,1
0.528,1.062,1
0.564,-0.56,1
0.838,0.769,1
0.516,0.766,1
0.289,-0.874,1
0.308,0.896,1
0.211,1.074,1
1.604,0.869,1
0.431,-0.764,1
0.446,0.884,1
0.458,-0.625,1
0.28,1.926,1
0.423,-0.554,1
0.455,-0.622,1
0.601,1.777,1
0.243,2.233,1
0.544,1.169,1
0.487,1.629,1
0.598,0.708,1
0.178,1.123,1
0.396,1.114,1
0.512,0.649,1
0.081,-0.699,1
0.537,1.35,1
0.449,1.411,1
0.78,1.115,1
0.36,1.179,1
0.341,1.285,1
0.44,1.453,1
1.402,1.385,1
0.411,0.982,1
-0.095,1.812,1
0.135,-0.663,1
-0.114,-0.818,1
0.415,0.901,1
0.363,1.568,1
0.459,0.678,1
0.225,-0.813,1
0.388,1.54,1
0.983,-0.662,1
0.156,0.801,1
0.355,0.51,1
0.469,1.319,1
0.195,1.953,1
0.411,1.409,1
0.249,1.071,1
0.441,0.962,1
0.648,1.265,1
0.199,1.27,1
0.237,2.106,1
0.276,-0.651,1
0.384,-0.618,1
1.3,-0.522,1
0.12,0.846,1
0.999,-0.452,1
0.395,0.965,1
0.195,1.89,1
0.198,0.671,1
0.214,1.41,1
0.257,1.26,1
0.653,0.868,1
0.418,1.108,1
0.249,-1.116,1
0.324,1.91,1
0.199,0.621,1
0.184,1.117,1
0.226,2.022,1
0.231,1.153,1
0.121,-0.439,1
0.209,1.13,1
-0.195,-0.707,1
0.691,-0.679,1
0.239,0.899,1
1.147,0.636,1
0.189,1.125,1
0.287,1.297,1
0.32,0.806,1
0.494,0.751,1
0.27,0.852,1
0.172,1.262,1
1.062,-0.576,1
-0.118,1.743,1
0.774,-0.652,1
0.518,1.016,1
0.226,-0.819,1
0.222,1.784,1
0.504,0.684,1
0.312,1.277,1
0.959,-0.615,1
0.36,1.034,1
