@relation phoneme

@attribute Ao numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.317,2.224,-0.794,0
1.72,0.3,-0.119,0
-0.587,-0.637,-0.47,0
1.259,-0.598,0,0
2.873,-0.174,-0.115,0
2.671,-0.191,0.793,0
-0.292,-0.086,-0.085,0
0.356,1.604,-0.792,0
1.159,0.379,0.333,0
1.037,-0.632,-0.307,0
2.171,0.332,0.201,0
0.671,2.188,0,0
1.435,-0.095,0.091,0
1.431,0.473,0.233,0
2.01,0.314,-0.135,0
1.013,-0.383,0.528,0
0.285,-0.314,0.296,0
1.895,0.204,-0.116,0
1.267,0.575,-0.212,0
2.531,0.524,-0.193,0
2.53,-0.343,1.107,0
1.606,0.801,0.942,0
0.378,-0.601,1.794,0
0.786,0.702,0.91,0
1.489,-0.665,0,0
0.377,0.108,0.1,0
1.326,0.213,-0.097,0
1.09,-0.443,-0.233,0
3.026,-0.192,0.185,0
0.982,0.961,-0.506,0
0.41,-0.646,1.926,0
1.022,-0.625,-0.261,0
0.351,0.552,1.222,0
1.795,0.242,-0.164,0
0.975,1.022,0.527,0
2.902,1.191,-0.328,0
0.378,-0.068,-0.049,0
3.187,0.427,-0.187,0
1.806,-0.37,-0.155,0
2.012,0.371,-0.31,0
0.547,0.463,0.166,0
0.744,1.26,-0.578,0
1.265,0.504,-0.197,0
0.506,0.137,-0.057,0
0.398,1.031,0,0
1.159,0.598,-0.285,0
1.402,-0.768,-0.337,0
0.312,0.439,0.422,0
1.57,0.305,-0.099,0
2.852,-0.289,-0.176,0
1.396,0.133,-0.081,0
1.605,0.801,0.942,0
1.351,0.873,-0.322,0
0.495,0.337,-0.161,0
1.824,0.434,-0.262,0
1.104,-0.564,-0.208,0
2.557,-0.143,-0.099,0
1.5,-0.153,-0.103,0
1.265,-0.524,0,0
2.52,-0.317,-0.173,0
1.06,1.109,0.682,0
1.307,0.332,0,0
1.88,-0.49,0,0
0.471,1.183,0.704,0
1.973,0.189,-0.112,0
2.311,-0.152,0.201,0
1.764,-0.238,-0.118,0
1.872,0.164,0.116,0
1.985,0.448,0.49,0
0.718,0.716,0,0
0.894,-0.842,-0.441,0
2.278,1.631,-0.415,0
0.825,-0.527,-0.319,0
1.147,-0.523,-0.188,0
1.884,0.272,-0.103,0
1.306,-0.784,-0.537,0
1.007,-0.772,0.391,0
1.064,1.11,-0.354,0
0.416,2.135,-0.893,0
3.104,-0.249,-0.125,0
1.028,0.56,-0.322,0
1.817,-0.358,-0.279,0
1.116,0.624,-0.243,0
0.672,0.993,0,0
1.934,-0.1,0,0
1.465,0.689,-0.253,0
1.141,-0.508,-0.211,0
0.394,1.837,0.985,0
1.079,0.216,-0.099,0
3.32,0.65,0.875,0
2.741,0.313,-0.141,0
1.004,0.807,-0.361,0
1.883,0.84,-0.434,0
0.402,-0.677,1.775,0
1.922,-0.546,-0.281,0
0.296,0.552,0,0
1.78,0.65,-0.232,0
1.519,0.27,0.169,0
1.041,0.522,0.615,0
0.287,-0.522,0,0
1.797,0.401,0,0
1.631,0.34,-0.263,0
0.425,2.461,-0.845,0
1.443,0.423,0,0
2.032,0.287,-0.125,0
2.885,0.451,0,0
1.396,-0.459,-0.214,0
1.432,0.343,0.651,0
0.982,-0.623,-0.331,0
1.226,0.35,-0.135,0
2.705,-0.26,-0.156,0
2.555,0.452,-0.19,0
2.042,0.214,0.23,0
1.984,-0.194,-0.118,0
1.74,0.373,0.19,0
0.291,0.54,0,0
2.525,-0.149,-0.11,0
0.333,0.507,0.438,0
1.593,-0.546,-0.227,0
2.908,-0.19,0.205,0
0.795,0.108,0.082,0
0.758,0.746,0.405,0
0.384,0.973,1.363,0
0.32,0.082,0.063,0
1.681,1.017,0.937,0
0.33,2.29,-0.736,0
2.829,0.247,-0.213,0
0.572,0.327,-0.114,0
2.328,0.285,-0.111,0
0.268,-0.611,-1.052,0
1.502,0.413,-0.19,0
1.004,-0.928,0,0
0.373,1.402,2.043,0
0.536,2.177,-0.769,0
2.122,0.327,0.186,0
2.638,0.913,-0.246,0
2.373,-0.155,0.307,0
0.554,0.965,0,0
2.584,0.408,-0.143,0
0.578,0.153,0.075,0
0.721,0.553,-0.19,0
1.236,-0.705,-0.287,0
0.562,0.084,0.071,0
1.782,-0.137,-0.079,0
2.528,-0.151,0.189,0
2.511,0.233,-0.341,0
1.634,-0.121,0.105,0
1.331,-0.101,-0.062,0
1.625,-0.088,0,0
0.33,2.29,-0.736,0
1.8,0.217,-0.304,0
1.182,-0.991,0,0
0.704,1.741,0,0
2.42,0.476,0.942,0
1.218,-0.098,0.086,0
0.836,-0.131,-0.055,0
0.496,-0.401,-0.371,0
2.376,0.499,-0.181,0
0.771,-0.118,-0.051,0
1.855,-0.163,-0.106,0
-0.233,-0.078,-0.071,0
1.369,0.507,-0.177,0
0.463,2.313,0,0
0.997,0.116,0.062,0
2.164,0.995,1.038,0
0.539,0.125,-0.06,0
1.803,0.483,-0.278,0
2.092,-0.462,0,0
1.538,0.191,-0.129,0
0.659,1.318,0.7,0
1.803,0.516,-0.229,0
1.932,0.682,0,0
1.025,-0.789,0.429,0
1.011,-0.696,0.379,0
0.966,1.183,0.535,0
3.041,0.621,-0.26,0
0.713,-0.085,-0.052,0
0.564,-0.965,0,0
1.368,-0.675,-0.421,0
2.013,-0.6,-0.234,0
0.862,1.104,-0.415,0
1.998,0.319,0.195,0
0.437,1.274,0.984,0
1.929,0.255,-0.234,0
3.42,-0.245,-0.139,0
-0.78,-0.493,0,0
1.576,-0.535,-0.264,0
2.139,-0.32,-0.167,0
0.943,-0.387,-0.234,0
0.628,0.719,0.731,0
-0.32,0.111,-0.06,0
0.23,0.579,0,0
0.853,0.85,0.525,0
2.983,0.396,-0.158,0
0.929,0.943,-0.424,0
2.076,1.452,-0.314,0
0.695,-0.081,0.055,0
1.307,0.551,-0.211,0
2.421,-0.271,-0.136,0
1.952,-0.345,-0.175,0
-0.434,-0.079,-0.056,0
0.855,-0.636,-0.546,0
1.975,0.217,0.126,0
2.814,-0.239,-0.153,0
0.566,-0.356,-0.135,0
1.949,-0.251,-0.125,0
3.041,0.547,0.288,0
0.582,2.225,0,0
1.632,-0.131,-0.088,0
2.495,-0.485,0,0
0.336,-0.075,0.07,0
0.547,0.904,1.064,0
1.18,-0.114,0.091,0
2.16,0.361,0,0
1.627,0.193,-0.089,0
2.024,1.205,-0.397,0
2.755,0.309,0.398,0
1.846,0.244,0.124,0
1.559,-0.128,-0.07,0
-0.37,-0.077,-0.051,0
2.874,-0.359,0,0
2.779,0.265,0.271,0
2.304,0.505,-0.259,0
-0.206,-0.537,0,0
1.531,1.601,-0.424,0
0.765,1.642,1.58,0
1.272,-0.946,-0.467,0
2.972,0.256,-0.126,0
1.646,-0.302,-0.129,0
0.604,2.457,-0.836,0
0.598,-0.606,0.329,0
0.624,0.106,-0.06,0
2.12,-0.184,-0.11,0
0.608,-0.095,-0.056,0
1.643,0.331,-0.118,0
1.94,-0.177,-0.107,0
1.165,-0.919,-0.514,0
1.077,0.5,-0.134,0
0.797,-0.116,-0.045,0
2.133,-0.152,-0.11,0
0.263,1.373,1.235,0
0.501,1.989,-0.724,0
0.335,1.668,0,0
0.581,-0.575,1.967,0
1.291,0.541,-0.517,0
1.057,1.731,0,0
0.896,0.475,-0.113,0
1.848,-0.135,-0.075,0
0.877,0.11,0.198,0
0.825,0.257,0.653,0
1.764,-0.238,-0.117,0
2.718,0.257,0.342,0
1.128,-0.506,0.417,0
0.75,1.287,-0.606,0
1.038,-0.317,-0.164,0
1.931,-0.265,0.867,0
2.402,-0.18,0,0
0.341,0.148,-0.076,0
1.502,-0.085,0.09,0
2.117,0.234,0.161,0
1.489,0.509,-0.197,0
2.138,0.57,0.265,0
3.435,-0.239,-0.165,0
1.354,-0.39,0.246,0
2.277,-0.354,-0.167,0
2.637,-0.26,-0.136,0
1.396,-0.127,0.073,0
1.163,-0.118,-0.06,0
2.432,0.25,0.214,0
1.778,-0.158,0.108,0
1.037,0.308,0.247,0
1.071,-0.623,-0.391,0
0.524,-0.407,-1.046,0
0.392,0.874,1.125,0
1.02,1.156,0,0
1.314,-0.469,0,0
1.028,-0.764,-0.406,0
1.474,-0.045,-0.032,0
3.515,0.333,-0.164,0
0.576,-0.346,0.99,0
1.226,0.1,-0.054,0
0.577,-0.079,-0.047,0
1.677,-0.109,0.102,0
0.419,0.084,-0.054,0
0.454,1.379,0.692,0
1.161,0.877,-0.369,0
2.524,0.371,-0.197,0
0.922,-0.738,-0.322,0
1.537,0.581,0,0
1.442,-0.139,-0.083,0
2.901,0.25,0.164,0
0.717,0.068,-0.068,0
0.474,-0.234,-0.099,0
2.6,-0.157,-0.107,0
2.203,-0.202,0.25,0
0.796,1.773,-0.608,0
2.429,0.553,-0.157,0
0.501,0.102,0.074,0
0.625,-0.235,-0.09,0
2.22,-0.194,0.145,0
3.003,-0.201,-0.142,0
1.222,-0.605,-0.437,0
-0.237,1.551,-0.454,0
0.882,0.112,0.11,0
-0.549,-1.359,-0.633,0
0.519,0.14,-0.076,0
2.024,-0.615,-0.322,0
0.907,-0.659,-0.371,0
0.577,0.153,0.075,0
0.294,0.214,-0.068,0
0.345,0.969,1.855,0
-0.2,0.071,-0.067,0
0.866,0.096,0.081,0
1.483,0.627,1.016,0
2.869,0.242,0.196,0
1.98,1.252,-0.293,0
0.591,0.236,-0.176,0
1.677,0.508,0,0
1.327,-0.376,-0.236,0
0.555,1.59,-0.572,0
1.383,0.691,-0.179,0
0.44,2.262,-0.752,0
-0.255,0.118,-0.058,0
1.987,0.678,-0.254,0
3.075,0.489,-0.19,0
0.636,1.762,-0.725,0
1.395,-0.752,0,0
2.454,-0.57,0,0
1.326,-0.176,-0.15,0
2.671,0.357,-0.154,0
2.108,-0.544,-0.262,0
2.512,1.421,-0.411,0
-0.224,0.098,0.074,0
0.564,1.842,0,0
1.204,-0.432,0,0
3.042,-0.256,-0.206,0
1.981,0.193,-0.118,0
1.159,-0.69,-0.308,0
0.863,0.099,0.063,0
3.252,0.702,-0.25,0
0.288,1.758,1.26,0
0.448,0.089,0.092,0
1.088,-0.135,0.071,0
2.186,0.803,-0.227,0
2.655,0.575,-0.228,0
1.433,-0.198,-0.189,0
0.86,-0.71,0.547,0
0.341,0.608,0,0
0.438,0,0,0
1.792,-0.517,-0.327,0
-0.322,1.05,0,0
1.774,-0.157,-0.101,0
1.136,-0.763,-0.41,0
0.589,2.079,-0.769,0
1.413,1.699,-0.434,0
1.356,0.333,0,0
0.927,-0.273,-0.117,0
2.626,-0.245,-0.158,0
0.617,0.864,0.585,0
2.031,-0.39,-0.19,0
0.614,0.162,0.101,0
0.446,0.08,-0.049,0
0.828,0.163,0.159,0
0.99,-0.738,0,0
3.593,0.493,-0.17,0
1.123,-0.071,0.073,0
1.877,0.262,-0.106,0
2.923,-0.215,0.19,0
-0.321,1.244,-0.684,0
2.762,-0.221,-0.116,0
1.436,-0.659,-0.315,0
0.925,-0.075,-0.05,0
2.844,0.512,0.602,0
2.822,0.446,1.001,0
0.476,0.146,-0.051,0
0.269,0.931,1.571,0
1.541,-0.539,0,0
0.327,-0.084,0.063,0
0.751,0.134,-0.158,0
0.475,0.778,0,0
1.537,0.709,-0.195,0
0.448,-0.387,-0.146,0
1.31,-0.806,0,0
2.074,0.254,-0.135,0
2.461,-0.412,-0.208,0
0.54,0.216,-0.061,0
1.357,-0.372,-0.238,0
0.428,1.236,1.018,0
1.315,0.572,0,0
1.072,-0.699,0,0
1.618,0.321,-0.126,0
1.741,0.382,-0.175,0
2.274,-0.186,0.129,0
2.156,-0.197,0.201,0
0.325,-0.085,0.071,0
0.561,-0.644,0.327,0
1.279,-0.579,-0.378,0
2.984,0.352,-0.202,0
1.328,-0.406,0,0
1.97,0.248,-0.141,0
0.428,1.114,0.792,0
0.799,2.152,-0.641,0
1.503,-0.396,-0.193,0
0.997,0.36,0.297,0
1.695,-0.233,-0.163,0
1.935,0.607,-0.212,0
2.735,-0.19,-0.145,0
2.519,-0.18,0.125,0
2.401,-0.242,-0.123,0
-0.263,-0.065,0.057,0
0.594,2.069,-0.706,0
0.393,0.11,0.099,0
1.148,-0.623,0.628,0
0.582,0.178,0.105,0
2.348,-0.378,-0.173,0
2.639,-0.193,-0.265,0
2.85,0.557,1.132,0
1.968,0.862,-0.426,0
0.847,-0.94,-0.732,0
0.65,0.112,-0.066,0
0.376,0.424,0,0
1.321,-0.171,0.204,0
2.258,-0.154,0.224,0
3.001,-0.234,-0.129,0
2.94,0.4,-0.16,0
0.306,0.176,-0.065,0
0.392,0.206,-0.256,0
1.023,0.901,0,0
2.138,0.292,-0.149,0
0.486,-0.064,-0.038,0
1.887,-0.292,0.293,0
-0.217,0.159,-0.092,0
1.903,-0.134,-0.074,0
2.947,0.445,0,0
1.27,0.113,-0.065,0
2.23,-0.209,-0.117,0
1.599,0.329,-0.275,0
2.58,0.789,-0.24,0
2.187,0.572,0.85,0
1.55,-0.1,0,0
2.501,0.526,-0.199,0
1.436,-0.653,0,0
0.337,-0.078,-0.052,0
3.1,-0.186,-0.127,0
0.319,1.813,0,0
1.458,0.643,0,0
2.318,0.546,-0.252,0
2.037,0.625,0,0
1.325,0.373,-0.135,0
0.718,-0.085,-0.063,0
2.213,0.45,0.285,0
-0.334,0.112,-0.06,0
1.137,-0.724,0,0
1.772,0.336,0,0
1.248,-0.7,0.49,0
1.195,-0.557,0,0
2.494,0.836,0,0
0.517,-0.586,-0.218,0
2.452,0.304,0,0
1.261,0.523,-0.154,0
2.545,0.227,0.165,0
2.482,0.553,-0.184,0
2.527,0.246,0.162,0
2.994,-0.309,0.713,0
3.001,-0.171,-0.128,0
0.399,-0.156,0,0
3.127,-0.274,-0.393,0
1.735,0.443,-0.189,0
1.214,0.307,0,0
1.65,-0.612,0,0
0.289,0.928,1.595,0
3.459,-0.291,0.332,0
0.911,-0.584,0.518,0
3.259,-0.225,0.157,0
0.705,2.19,0,0
1.555,0.732,-0.22,0
2.118,-0.487,1.555,0
1.764,0.511,0.589,0
0.618,0.937,0.418,0
2.033,1.162,-0.432,0
0.306,0.176,-0.065,0
1.032,-0.676,0,0
1.31,-0.597,-0.244,0
0.434,2.338,0,0
1.684,-0.146,0.113,0
0.56,1.336,-0.43,0
3.108,-0.263,0.162,0
1.719,0.37,0.846,0
1.911,-0.24,0.154,0
1.762,-0.448,-0.482,0
1.017,0.208,0.131,0
3.078,0.348,0,0
0.302,0.535,0,0
0.598,0.096,-0.052,0
1.184,-0.609,0,0
1.461,0.666,-0.268,0
1.941,-0.129,-0.075,0
0.579,0.082,0.073,0
0.406,-0.594,0,0
1.372,-0.1,-0.067,0
2.493,0.211,0.145,0
1.288,-0.426,0.343,0
0.614,-0.201,-0.091,0
1.537,-0.115,-0.083,0
2.261,0.23,0.21,0
2.71,-0.215,-0.134,0
1.865,1.097,0.994,0
1.071,-0.592,-0.313,0
1.975,-0.18,-0.102,0
2.118,0.226,0.134,0
0.446,1.127,0,0
0.629,1.653,-0.468,0
0.372,-0.065,0.069,0
3.089,1.046,-0.334,0
2.628,0.253,-0.233,0
0.593,1.118,-0.446,0
2.169,-0.253,-0.158,0
1.117,0.448,-0.257,0
2.116,-0.166,-0.145,0
2.848,-0.215,-0.118,0
0.424,0.08,-0.055,0
1.075,-0.734,0,0
0.351,2.105,-0.626,0
1.447,-0.868,-0.375,0
1.463,-0.523,0,0
0.318,-0.195,-0.435,0
1.178,-0.725,1.184,0
3.467,-0.222,-0.151,0
2.056,0.26,0.168,0
1.769,-0.236,-0.115,0
0.627,0.172,-0.1,0
-0.254,0.153,-0.101,0
0.845,-0.737,0,0
3.489,0.344,0.273,0
1.013,1.102,-0.359,0
1.834,-0.106,0.1,0
2.421,-0.284,-0.193,0
3.041,-0.242,-0.15,0
2.158,0.695,0.653,0
2.242,-0.17,-0.12,0
0.527,0.925,0.949,0
0.955,-0.656,-0.296,0
0.473,-0.072,-0.048,0
2.641,0.229,-0.123,0
2.007,0.268,-0.212,0
1.696,0.449,-0.241,0
0.508,-0.075,-0.049,0
1.523,0.373,-0.13,0
2.24,-0.188,0.197,0
2.309,0.309,0.533,0
0.79,-0.854,0,0
1.73,-0.11,0.099,0
0.918,0.126,0.083,0
0.378,1.134,1.297,0
2.238,0.247,-0.135,0
2.261,-0.195,-0.109,0
1.798,-0.153,-0.105,0
0.395,1.208,1.386,0
0.894,-0.68,-0.338,0
2.283,-0.367,-0.168,0
0.995,0.489,0.525,0
0.976,-0.532,-0.387,0
1.073,-0.08,-0.056,0
1.213,-0.858,-0.372,0
0.508,2.071,-0.789,0
0.972,1.579,-0.449,0
2.211,0.32,-0.136,0
3.166,0.386,-0.173,0
1.055,-0.819,0,0
2.2,0.576,-0.168,0
2.023,-0.344,-0.18,0
1.796,0.406,1.027,0
2.047,0.322,0,0
-0.29,-0.071,-0.046,0
0.421,0.121,-0.149,0
1.017,-0.814,0,0
1.36,0.117,0.132,0
0.475,1.637,0.785,0
0.528,2.296,0,0
2.058,0.668,0.487,0
0.867,-0.525,0,0
1.153,-0.687,0,0
0.405,0.849,0.939,0
2.374,0.511,-0.258,0
0.814,1.692,0,0
1.637,0.261,-0.107,0
2.024,1.205,-0.397,0
1.769,-0.521,-0.282,0
0.46,-0.74,0,0
0.959,1.705,0,0
0.52,0.13,-0.057,0
1.277,-0.505,-0.192,0
0.588,0.207,-0.123,0
0.428,1.054,1.12,0
2.609,-0.262,-0.246,0
0.334,0.208,-0.063,0
0.488,0.102,-0.044,0
0.585,1.773,-0.505,0
1.557,0.283,-0.169,0
0.954,0.116,0.083,0
1.857,-0.114,0.095,0
1.42,-0.159,-0.072,0
1.041,1.376,-0.47,0
2.775,0.833,-0.224,0
1.938,-0.645,-0.329,0
2.254,0.172,-0.16,0
-0.245,0.171,-0.069,0
0.6,0.211,-0.144,0
3.408,-0.215,0.169,0
1.708,0.246,0.138,0
1.387,-0.658,0.499,0
2.214,-0.219,0,0
0.364,0.324,0.804,0
1.242,-0.34,0.466,0
2.897,0.371,0.953,0
1.886,0.323,0.409,0
0.402,-0.083,-0.051,0
3.331,0.32,-0.172,0
0.855,-0.668,-0.261,0
1.704,-0.133,-0.079,0
2.808,-0.285,0.144,0
1.594,-0.694,0,0
1.518,-0.893,-0.362,0
0.411,1.456,-0.777,0
0.732,-0.082,-0.056,0
2.995,-0.321,0.204,0
1.014,1.039,0,0
1.852,0.213,-0.115,0
0.929,0.931,0.439,0
1.33,-0.661,-0.348,0
2.247,-0.176,-0.099,0
-1.279,0.202,0,0
1.851,0.286,-0.11,0
1.972,0.477,0,0
1.84,0.952,-0.245,0
0.557,0.14,-0.206,0
2.19,-0.512,-0.224,0
0.615,0.079,0.054,0
1.138,-0.974,0,0
1.547,-0.443,0,0
2.719,-0.168,-0.124,0
2.625,0.481,-0.194,0
1.313,-0.78,0,0
2.424,-0.197,-0.142,0
1.824,0.347,0,0
0.644,0.133,-0.116,0
0.559,2.327,-1,0
0.493,1.885,1.707,0
0.972,0.083,-0.052,0
1.19,0.111,-0.065,0
-0.294,-0.072,-0.045,0
1.237,0.443,-0.148,0
0.245,-0.427,0,0
0.502,2.022,-0.563,0
0.552,-0.528,0,0
2.735,-0.187,-0.199,0
2.369,-0.383,0.898,0
0.329,1.537,1.551,0
2.32,0.22,0.163,0
2.486,0.28,0.607,0
2.168,-0.281,0.723,0
3.439,-0.276,0.284,0
2.052,0.273,0.114,0
2.284,-0.147,0.19,0
0.468,-0.064,-0.041,0
1.871,0.776,-0.223,0
0.298,1.522,0.934,0
1.964,1.778,-0.508,0
2.027,-0.151,-0.091,0
0.357,-0.32,0,0
2.619,0.362,-0.155,0
-1.081,-0.149,-0.126,0
1.276,0.378,0.385,0
2.94,0.313,0,0
0.849,0.753,0.385,0
2.039,-0.188,-0.123,0
0.612,2.002,-0.641,0
0.791,-1.254,-0.473,0
0.359,0.093,0.087,0
1.03,-0.391,0.541,0
0.888,1.646,-0.601,0
1.305,1.809,-0.498,0
2.308,-0.189,-0.122,0
1.445,-0.728,-0.313,0
0.715,0.792,0,0
1.148,-0.309,1.274,0
0.358,1.07,1.176,0
3.393,0.41,-0.17,0
2.902,0.552,1.028,0
0.586,0.657,-0.183,0
1.254,0.576,-0.215,0
0.502,2.021,-0.563,0
2.975,-0.255,-0.169,0
0.519,-0.678,0.399,0
0.831,-1.208,-0.434,0
0.627,-0.183,-0.185,0
1.277,0.182,-0.065,0
2.186,0.215,0.149,0
2.521,0.387,-0.215,0
2.186,-0.248,0.219,0
-0.825,-1.494,0,0
0.496,1.781,-0.507,0
-0.333,-0.982,-0.628,0
0.713,1.197,0,0
-0.514,1.065,0,0
0.453,2.089,-0.71,0
0.562,-0.096,-0.055,0
0.598,2.198,-0.826,0
2.418,0.425,0.225,0
1.357,-0.331,0.216,0
1.235,-0.661,-0.358,0
1.828,-0.165,0,0
0.656,1.481,0,0
0.935,-0.991,-0.428,0
2.759,-0.312,-0.166,0
1.174,0.324,0.223,0
-0.211,0.166,-0.061,0
1.039,-0.81,-0.372,0
0.299,0.085,-0.061,0
1.214,0.114,-0.067,0
0.647,0.356,0.448,0
0.282,-0.397,0.269,0
0.75,1.066,-0.592,0
1.492,0.337,0.359,0
2.389,-0.159,0.225,0
0.985,0.77,-0.388,0
0.723,-0.667,0.401,0
0.423,-0.08,0.119,0
2.598,0.409,-0.276,0
1.424,-0.798,0,0
0.57,0.145,-0.193,0
1.086,-0.944,0,0
1.726,-0.165,0.153,0
0.867,2.015,-0.673,0
0.924,-0.073,0.076,0
2.311,0.222,0.163,0
1.376,0.236,-0.094,0
1.167,-0.745,-0.373,0
1.716,0.433,1.298,0
1.055,-0.547,0.344,0
1.597,-0.55,-0.304,0
1.835,0.334,-0.161,0
0.282,0.164,-0.065,0
2.364,-0.186,-0.109,0
2.225,-0.203,0.18,0
0.454,1.38,0.692,0
1.178,0.242,-0.067,0
1.773,-0.123,-0.077,0
0.966,0.301,1.151,0
0.573,1.693,0,0
0.355,1.416,0,0
0.36,-0.266,-0.128,0
0.623,-0.083,-0.057,0
-0.275,-0.069,-0.051,0
0.575,0.514,0,0
0.911,0.189,-0.293,0
2.627,1.597,-0.482,0
0.61,-0.08,-0.049,0
0.987,0.437,0,0
0.88,0.094,-0.035,0
2.483,0.622,0,0
1.023,-0.557,-0.534,0
1.188,1.008,-0.275,0
3.405,0.647,-0.192,0
1.842,0.229,-0.096,0
0.605,1.918,-0.502,0
1.034,0.914,-0.38,0
-0.236,0.119,-0.143,0
2.279,0.778,-0.253,0
1.016,-0.493,-0.262,0
0.424,1.839,0,0
0.455,1.748,0,0
0.464,1.08,-0.349,0
1.294,1.085,-0.415,0
2.103,0.601,-0.227,0
1.8,-0.152,-0.086,0
2.448,0.255,0.166,0
0.604,2.193,0,0
0.308,0.451,-0.367,0
2.268,0.189,-0.161,0
2.602,0.534,-0.177,0
0.482,0.133,-0.05,0
1.765,0.905,1.245,0
1.875,0.837,-0.38,0
2.97,-0.192,0.151,0
0.624,1.052,-0.295,0
2.64,-0.238,-0.123,0
2.111,0.214,-0.128,0
1.624,0.398,0.394,0
1.209,-0.772,-0.377,0
0.268,0.996,1.737,0
1.099,-0.796,0.434,0
0.509,1.872,-0.761,0
1.108,-0.082,0.062,0
3.251,0.702,-0.25,0
1.08,-0.517,-0.262,0
0.967,-0.79,-0.333,0
1.872,0.232,-0.322,0
3.147,-0.303,-0.331,0
1.628,0.4,0.601,0
1.224,0.83,-0.406,0
0.493,0.122,-0.173,0
0.463,0.257,0.292,0
0.625,0.106,0.058,0
1.232,0.375,-0.391,0
-0.221,0.198,-0.067,0
2.454,0.507,-0.295,0
1.135,0.486,-0.139,0
0.753,1.894,0,0
1.954,-0.52,1.881,0
2.209,-0.142,0.106,0
0.276,-0.545,0,0
-0.301,-0.078,-0.055,0
3.018,0.233,0.581,0
1.018,0.182,0.2,0
1.054,-0.85,0,0
1.291,-0.132,0,0
0.276,1.391,1.095,0
1.368,-0.692,-0.304,0
0.892,0.315,1.147,0
2.881,0.221,0.157,0
0.784,0.067,0,0
2.248,-0.25,-0.145,0
2.888,-0.254,-0.152,0
1.216,0.729,-0.238,0
1.17,-0.56,0.573,0
1.697,0.185,-0.102,0
0.585,0.086,-0.05,0
0.578,-0.13,-0.1,0
2.692,0.274,0.166,0
2.275,-0.418,-0.247,0
0.428,2.32,-0.756,0
1.015,0.546,0.385,0
0.925,0.195,-0.137,0
0.602,1.21,0.553,0
1.812,0.441,-0.189,0
2.345,1.402,-0.391,0
0.5,0.831,0.616,0
0.65,-0.067,0.058,0
0.36,-1.093,0,0
1.455,0.394,-0.131,0
1.922,1.303,-0.333,0
1.297,-0.722,-0.384,0
2.044,1.239,-0.376,0
1.813,0.505,-0.234,0
0.273,0.156,-0.062,0
0.499,0.151,-0.149,0
2.417,-0.19,0.202,0
2.3,0.315,-0.161,0
0.282,0.155,-0.059,0
0.758,0.075,-0.044,0
0.661,2.273,0,0
0.832,0.835,0.489,0
2.197,-0.168,-0.104,0
3.256,-0.268,0.322,0
0.575,0.275,-0.078,0
0.482,0.133,-0.052,0
0.52,-0.534,0,0
3.262,-0.285,-0.211,0
0.678,1.131,0,0
1.122,-0.47,-0.204,0
2.576,0.543,-0.183,0
1.122,-0.798,-0.366,0
0.732,1.451,0.521,0
2.071,-0.423,0,0
2.521,-0.156,-0.107,0
0.79,0.703,-0.28,0
1.044,0.134,0,0
3.178,0.437,0.186,0
2.415,-0.365,-0.17,0
2.136,-0.184,-0.108,0
0.672,1.99,-0.709,0
1.441,0.167,-0.171,0
0.536,-0.165,0.48,0
0.977,0.142,0.246,0
0.966,0.146,-0.097,0
1.86,-0.217,0.127,0
2.303,-0.144,-0.084,0
1.406,-0.444,-0.255,0
0.234,0.469,-1.092,0
0.847,-0.464,-0.294,0
2.251,0.322,-0.184,0
1.482,-0.13,-0.074,0
2.304,0.561,0.251,0
2.413,-0.228,-0.133,0
2.446,-0.44,-0.212,0
2.274,-0.19,-0.12,0
0.531,1.576,-0.531,0
2.488,0.28,0.607,0
2.236,0.309,-0.279,0
1.911,0.354,-0.152,0
2.984,-0.252,-0.174,0
2.034,1.202,-0.379,0
2.26,0.244,0.172,0
-0.217,0.159,-0.092,0
1.859,0.641,0.666,0
0.402,-0.607,1.807,0
1.704,1.884,-0.639,0
0.519,2.156,-0.758,0
0.76,0.107,0.08,0
2.574,-0.412,-0.188,0
1.411,0.28,-0.155,0
1.514,0.661,-0.229,0
1.027,-0.68,0,0
0.526,2.081,-0.709,0
2.502,0.323,-0.15,0
-0.281,-0.076,0.062,0
1.363,0.156,0,0
2.028,-0.176,-0.096,0
0.333,2.136,-0.791,0
1.482,0.222,-0.101,0
2.031,0.271,-0.132,0
1.094,1.275,-0.485,0
0.353,1.574,-0.853,0
2.32,-0.587,-0.313,0
0.272,1.286,0,0
0.572,-0.219,-0.093,0
0.476,2.343,0,0
1.134,-0.593,-0.27,0
2.589,0.251,0.441,0
0.867,1.041,0.559,0
0.872,-0.082,-0.075,0
1.78,0.697,0.361,0
0.519,1.181,0.563,0
2.61,-0.158,0.22,0
1.797,-0.627,-0.283,0
1.001,-0.508,-0.21,0
2.511,0.247,-0.266,0
0.694,-0.258,0.607,0
3.228,-0.288,-0.154,0
0.729,0.22,-0.088,0
0.592,1.236,0,0
0.397,1.654,-0.651,0
0.953,-0.338,-0.166,0
1.453,-0.639,0,0
1.798,-0.177,0,0
1.29,-0.784,-0.337,0
0.652,0.128,-0.051,0
0.532,-0.445,-0.161,0
0.745,0.264,-0.093,0
1.575,0.148,-0.066,0
0.726,1.575,0,0
0.372,-0.081,-0.054,0
2.05,0.688,-0.285,0
2.921,0.255,-0.161,0
2.077,-0.609,1.314,0
