@relation phoneme

@attribute Ao numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
-0.895,0,0
0.867,-0.673,0
2.689,0.813,0
-0.302,-0.061,0
1.056,-0.338,0
1.062,-0.502,0
0.469,-0.105,0
0.661,-0.036,0
1.999,-0.087,0
2.133,-0.11,0
0.913,-0.295,0
0.499,-0.149,0
2.612,0.174,0
2.567,-0.383,0
0.517,-0.048,0
1.584,-0.233,0
0.29,-0.061,0
0.409,1.09,0
3.041,0.288,0
2.132,0.209,0
1.16,0.218,0
1.281,-0.302,0
2.658,-0.159,0
2.539,-0.193,0
1.108,0.062,0
2.261,0.154,0
0.693,0.118,0
1.369,-0.177,0
0.629,-0.468,0
1.077,-0.134,0
0.744,-0.578,0
0.698,-0.046,0
1.92,-0.174,0
0.306,-0.065,0
1.328,0.194,0
1.573,0.318,0
2.978,-0.152,0
1.914,-0.101,0
0.847,-0.294,0
-0.254,0.068,0
0.855,-0.261,0
0.457,0,0
1.288,-0.23,0
0.936,-0.348,0
2.521,-0.208,0
1.762,-0.482,0
1.153,-0.395,0
0.36,-0.128,0
0.65,-0.132,0
2.345,0,0
1.33,0,0
0.548,-0.52,0
2.334,-0.109,0
2.664,-0.381,0
0.953,-0.572,0
0.832,0.489,0
0.901,0.515,0
0.577,0,0
2.192,0.188,0
0.825,-0.319,0
0.918,-0.115,0
1.534,0.069,0
0.884,-0.676,0
3.283,-0.178,0
2.441,0.355,0
1.214,0.086,0
3.061,0.159,0
2.526,0,0
3.177,-0.141,0
1.136,0,0
0.902,-0.342,0
1.214,0,0
3.116,-0.227,0
1.435,0.091,0
2.085,-0.09,0
0.86,0.547,0
1.169,-0.066,0
1.057,0,0
0.745,0.05,0
1.345,0,0
2.062,-0.126,0
0.583,1.546,0
1.708,0.138,0
2.74,0,0
2.521,-0.272,0
1.432,0.337,0
2.617,0.48,0
2.821,1.228,0
2.301,0,0
2.733,-0.106,0
2.579,0.488,0
0.422,0.119,0
1.75,0.132,0
2.49,-0.113,0
1.135,-0.214,0
1.145,-0.272,0
0.705,-0.567,0
1.506,0,0
1.018,-0.202,0
0.333,0.438,0
-0.317,0.093,0
2.3,-0.106,0
1.082,0.104,0
0.446,0.077,0
1.445,-0.313,0
2.042,0.23,0
2.047,0,0
0.333,1.056,0
3.308,0.6,0
0.28,-0.075,0
0.495,-0.18,0
1.31,0,0
3.092,0.337,0
2.589,0.441,0
1.023,0,0
-1.011,-0.583,0
0.46,0.712,0
1.81,-0.259,0
0.824,0.388,0
2.242,-0.12,0
1.077,0.194,0
0.577,-0.047,0
0.368,2.13,0
1.555,1.038,0
1.019,0.08,0
0.533,0,0
2.234,-0.152,0
2.937,-0.159,0
2.719,-0.124,0
-0.322,0,0
2.321,-0.3,0
-0.255,-0.058,0
2.177,-0.311,0
2.903,-0.153,0
1.886,-0.154,0
1.367,-0.196,0
-0.709,-0.089,0
0.5,0.616,0
2.612,-0.192,0
1.44,0.375,0
2.535,-0.146,0
1.347,0.438,0
1.18,-0.224,0
2.776,-0.224,0
1.027,0.611,0
1.423,-0.233,0
0.892,1.147,0
1.523,-0.13,0
0.883,0.544,0
2.693,-0.104,0
1.182,-0.054,0
2.2,-0.168,0
1.368,-0.304,0
3.556,-0.14,0
0.933,-0.194,0
2.483,0,0
2.716,-0.19,0
0.797,-0.045,0
1.088,0.436,0
-0.224,0.074,0
0.796,-0.066,0
2.814,-0.153,0
1.239,-0.095,0
0.879,-0.094,0
1.246,-0.071,0
1.933,-0.27,0
0.722,0.106,0
0.937,-0.499,0
1.716,0.1,0
3.251,-0.25,0
0.484,0,0
1.8,-0.191,0
1.457,0.797,0
2.311,0.163,0
1.855,0.139,0
1.639,0.357,0
1.754,-0.096,0
2.681,-0.178,0
1.436,0.299,0
2.565,-0.162,0
0.627,-0.1,0
1.423,-0.257,0
2.887,0.942,0
0.455,0.307,0
1.816,-0.272,0
1.442,0.115,0
0.741,-0.372,0
2.136,-0.108,0
1.224,-0.406,0
1.98,-0.517,0
0.651,-0.051,0
0.536,-0.769,0
1.689,-0.145,0
1.303,-0.148,0
0.735,0.677,0
0.271,0,0
1.411,-0.08,0
2.692,0,0
2.689,-0.263,0
2.061,-0.115,0
0.311,-0.652,0
1.091,0.076,0
0.484,0.608,0
1.805,-0.276,0
2.429,-0.157,0
1.502,0,0
0.394,0.985,0
0.555,-0.572,0
0.707,0.311,0
2.763,-0.125,0
-0.319,-0.065,0
0.496,1.063,0
2.324,-0.083,0
1.079,-0.166,0
1.572,0,0
0.381,-0.833,0
0.831,0.098,0
1.46,-0.25,0
0.858,-0.48,0
2.122,0.815,0
1.483,-0.101,0
1.153,0,0
2.877,-0.161,0
1.555,-0.066,0
1.04,0.651,0
2.169,-0.158,0
3.187,-0.187,0
0.287,0,0
0.843,0.104,0
1.222,0,0
1.136,0,0
3.408,0.169,0
0.529,-0.063,0
2.237,-0.249,0
1.301,-0.277,0
1.585,-0.439,0
0.517,0,0
2.047,-0.092,0
0.311,0,0
0.356,1.253,0
0.48,0.809,0
0.707,0.063,0
2.225,-0.104,0
1.404,0.119,0
0.639,2.261,0
1.592,-0.41,0
2.024,0,0
1.153,-0.395,0
0.482,0.524,0
3.211,-0.169,0
1.268,-0.445,0
-0.364,-0.072,0
0.611,0,0
0.54,0.139,0
2.126,-0.246,0
0.475,0.785,0
3.003,-0.142,0
0.65,-0.066,0
0.519,-0.758,0
0.447,-0.632,0
0.582,-0.038,0
1.328,-0.258,0
2.417,0,0
1.743,1.494,0
1.522,0.338,0
2.566,0,0
1.97,-0.141,0
1.769,-0.115,0
0.388,-0.829,0
2.428,-0.112,0
1.979,1.408,0
1.424,0,0
2.25,-0.117,0
1.74,0.19,0
2.591,-0.286,0
1.3,-0.276,0
0.834,-0.122,0
1.836,-0.167,0
1.576,1.366,0
0.421,0,0
0.747,0.068,0
2.319,0.164,0
1.105,0.257,0
1.921,0.217,0
1.654,-0.165,0
0.822,-0.472,0
1.155,-0.065,0
0.998,-0.302,0
1.413,-0.141,0
1.18,-0.152,0
2.63,-0.204,0
1.024,0.315,0
1.082,-0.107,0
1.651,-0.289,0
2.515,-0.166,0
0.315,0.269,0
1.134,-0.27,0
0.317,-0.794,0
0.411,0.066,0
2.441,0,0
1.922,-0.333,0
0.318,-0.435,0
-0.277,0.066,0
0.336,1.78,0
0.836,-0.055,0
0.254,-0.375,0
-0.446,1.058,0
2.483,0.203,0
0.484,0.608,0
1.155,-0.065,0
1.226,-0.054,0
0.294,-0.068,0
2.874,0,0
1.059,-0.055,0
2.547,-0.168,0
0.597,0.121,0
1.968,-0.195,0
1.795,-0.164,0
0.627,-0.185,0
-0.917,-0.516,0
1.612,0.511,0
1.72,-0.238,0
0.57,-0.094,0
1.061,0.683,0
1.88,0,0
1.473,0.09,0
0.503,0.826,0
2.416,-0.297,0
0.496,0,0
0.54,-0.061,0
2.748,-0.121,0
2.458,0,0
0.562,-0.072,0
1.929,0,0
2.669,-0.146,0
2.504,-0.257,0
2.255,-0.229,0
1.569,-0.131,0
2.206,-0.153,0
1.977,-0.482,0
0.605,-0.502,0
1.888,-0.261,0
1.357,-0.095,0
2.073,0,0
0.807,0,0
1.99,-0.114,0
1.253,-0.062,0
1.01,0.561,0
1.029,-0.338,0
2.166,-0.172,0
0.363,-0.052,0
2.258,-0.231,0
1.122,-0.204,0
2.274,-0.12,0
1.375,-0.075,0
1.186,-0.18,0
1.277,1.903,0
3.288,0,0
1.71,-0.181,0
2.555,0,0
0.861,0.107,0
1.27,-0.315,0
-0.52,0,0
0.838,-0.61,0
1.025,0.429,0
1.396,-0.214,0
-0.247,-0.046,0
2.252,-0.207,0
1.541,0,0
0.406,1.672,0
0.455,0,0
1.042,0.337,0
0.576,0.594,0
1.004,0,0
2.229,-0.114,0
0.423,-0.11,0
1.272,-0.227,0
0.436,1.25,0
1.72,-0.119,0
1.978,0.2,0
1.008,0,0
1.764,0.589,0
1.272,0,0
0.493,1.707,0
-0.26,0.108,0
3.369,0,0
2.956,-0.144,0
0.607,0.353,0
2.277,-0.167,0
2.261,-0.245,0
1.407,0.117,0
1.879,0,0
2.424,-0.142,0
2.359,0.145,0
2.023,-0.18,0
1.405,0,0
1.863,-0.248,0
0.65,0.058,0
0.824,-0.131,0
1.599,-0.275,0
1.739,-0.599,0
0.52,-0.057,0
2.402,1.309,0
0.607,-0.033,0
1.783,-0.25,0
2.32,-0.313,0
0.847,-0.682,0
0.819,-0.34,0
3.389,0.372,0
0.36,-0.128,0
0.796,-0.608,0
0.529,-0.064,0
0.581,0,0
0.77,0.081,0
0.958,-0.596,0
2.94,-0.16,0
0.359,0.087,0
0.517,-0.191,0
0.858,-0.131,0
1.14,0.066,0
0.546,0.069,0
1.133,0,0
2.23,-0.117,0
0.619,0.052,0
2.392,-0.544,0
2.311,0.201,0
0.385,-0.118,0
0.415,-0.987,0
0.529,0.382,0
-0.514,0,0
1.165,-0.22,0
2.212,0.337,0
1.232,-0.063,0
0.651,0.045,0
0.423,0,0
1.169,0,0
0.514,-0.652,0
1.351,-0.28,0
0.455,0,0
1.69,0.385,0
1.703,0,0
0.57,-0.221,0
-0.331,0.064,0
1.994,0.103,0
1.2,-0.089,0
1.387,0.499,0
0.437,0.984,0
0.562,0,0
0.65,-0.052,0
1.125,-0.097,0
1.809,-0.26,0
1.876,-0.158,0
-0.271,0.071,0
1.532,-0.081,0
0.29,-0.062,0
2.176,-0.122,0
3.439,0.284,0
1.331,-0.062,0
1.755,0.103,0
2.246,-0.113,0
0.892,-0.446,0
-0.587,-0.47,0
2.15,0.192,0
0.661,-0.053,0
4.378,-0.163,0
1.288,-0.23,0
-0.688,-0.836,0
0.434,0,0
2.446,-0.212,0
-0.243,0.082,0
-0.295,-0.053,0
1.547,0,0
1.279,0.462,0
1.85,0.187,0
2.54,0,0
1.965,0,0
0.732,-0.346,0
1.961,0,0
2.22,0.145,0
0.997,-0.063,0
1.034,-0.38,0
0.336,0.043,0
0.896,0,0
2.854,-0.129,0
0.686,-0.671,0
2.05,-0.285,0
0.621,0,0
2.164,1.038,0
2.767,-0.148,0
2.526,-0.205,0
2.943,-0.213,0
2.223,-0.239,0
0.771,-0.051,0
-0.275,-0.051,0
2.243,-0.114,0
0.224,0,0
3.131,0.76,0
1.038,-0.164,0
0.483,-0.082,0
1.97,-0.329,0
0.259,0,0
1.118,0,0
1.482,-0.074,0
1.231,0.278,0
2.143,0.291,0
1.656,0.632,0
2.874,-0.205,0
0.635,-0.053,0
3.289,-0.278,0
0.532,2.511,0
1.852,1.379,0
0.561,0.341,0
1.791,0.103,0
1.397,-0.177,0
0.987,0.616,0
0.448,0,0
1.511,0,0
2.29,0.12,0
0.372,-0.054,0
1.607,-0.079,0
1.465,-0.253,0
1.442,-0.083,0
0.395,1.386,0
1.25,-0.455,0
0.205,1.356,0
1.402,-0.337,0
2.681,-0.12,0
2.192,-0.166,0
2.156,0,0
1.864,-0.174,0
1.909,-0.148,0
1.122,-0.366,0
2.928,-0.138,0
1.708,0.138,0
1.357,0.216,0
1.188,0.274,0
2.027,-0.091,0
1.136,0,0
3.053,-0.175,0
0.433,0,0
1.42,0.09,0
0.436,0.881,0
0.245,0,0
0.853,-0.048,0
0.549,-0.534,0
3.386,0.642,0
2.375,-0.223,0
1.583,-0.075,0
0.325,1.973,0
3.27,0.678,0
2.393,0.16,0
0.418,-0.667,0
1.153,-0.169,0
3.115,-0.401,0
0.825,0.653,0
1.206,0.075,0
1.533,0,0
2.4,1.126,0
1.505,0.088,0
1.009,0.614,0
3.144,0,0
0.524,-0.2,0
1.643,0.372,0
1.535,-0.126,0
2.703,-0.229,0
0.966,0.535,0
0.468,-0.041,0
0.384,1.363,0
1.345,-0.055,0
2.762,0,0
0.933,-0.41,0
1.314,0,0
1.704,-0.639,0
1.575,-0.066,0
1,-0.36,0
1.906,-0.101,0
2.602,-0.177,0
-0.285,-0.059,0
2.159,0.117,0
2.158,0.653,0
1.165,-0.514,0
0.836,-0.047,0
1.576,-0.264,0
0.617,0.585,0
1.869,0,0
3.394,-0.199,0
2.98,-0.158,0
0.426,0,0
1.966,0.135,0
2.989,-0.133,0
-1.279,0,0
0.771,0,0
0.298,1.152,0
0.968,-0.311,0
0.692,0,0
0.847,-0.732,0
0.428,-0.756,0
1.16,-0.535,0
0.539,0.062,0
0.566,0.838,0
1.051,0,0
2.499,-0.1,0
1.87,-0.338,0
2.777,-0.131,0
-0.2,-0.067,0
3.058,-0.189,0
1.593,0,0
0.639,-0.053,0
0.548,0.286,0
2.76,-0.126,0
-0.266,-0.082,0
1.99,-0.208,0
1.812,-0.189,0
0.473,-0.048,0
1.36,0.497,0
0.657,0.074,0
2.235,0,0
1.483,-0.119,0
0.404,0.059,0
3.048,0,0
1.809,-0.095,0
1.829,-0.102,0
2.583,-0.124,0
0.461,-0.065,0
0.583,-0.088,0
2.107,0.411,0
0.4,-0.623,0
1.75,0.132,0
1.134,-0.235,0
0.579,1.974,0
2.256,0.272,0
0.738,-0.088,0
2.765,0.73,0
0.831,-0.434,0
2.463,-0.103,0
3.026,0.185,0
1.526,1.05,0
0.791,0.348,0
1.315,-0.44,0
2.521,-0.151,0
0.631,0,0
2.116,-0.145,0
0.586,-0.797,0
0.825,-0.4,0
0.413,0,0
1.723,-0.315,0
0.345,1.321,0
0.45,0.072,0
0.752,0,0
0.97,-0.163,0
1.217,-0.502,0
0.963,-0.076,0
-0.273,-0.06,0
1.209,-0.377,0
1.071,-0.229,0
1.305,-0.241,0
0.393,0.099,0
1.824,0,0
0.357,-0.132,0
2.197,-0.195,0
2.591,-0.175,0
0.899,0,0
1.861,0,0
0.632,-0.624,0
0.585,0,0
1.996,0.141,0
2.372,0.199,0
0.949,-0.315,0
1.174,0.077,0
0.532,-0.542,0
2.476,1.02,0
-0.229,0.065,0
1.982,-0.359,0
1.749,-0.103,0
0.61,-0.049,0
0.547,0.166,0
0.721,0.507,0
0.713,0,0
0.951,-0.126,0
1.321,0.204,0
2.723,-0.138,0
2.326,0,0
1.261,-0.154,0
0.613,0.079,0
0.956,-0.173,0
1.208,-0.433,0
2.083,-0.19,0
-0.23,-0.117,0
0.327,0,0
2.417,0.924,0
-0.863,-0.297,0
1.101,-0.406,0
1.505,-0.204,0
1.025,-0.195,0
0.381,0,0
0.487,0.693,0
1.029,-0.352,0
2.37,0.596,0
2.129,0,0
0.53,-0.041,0
1.047,0,0
-0.254,-0.101,0
3.05,-0.329,0
0.377,-0.055,0
2.032,-0.125,0
1.884,-0.103,0
1.224,0.183,0
2.536,-0.288,0
1.951,0.141,0
0.722,0.589,0
0.958,0.093,0
1.618,-0.126,0
0.365,1.464,0
0.32,0.063,0
1.813,-0.234,0
0.806,-0.458,0
0.425,-0.845,0
0.945,-0.306,0
0.334,-0.063,0
2.848,-0.118,0
1.677,0.102,0
1.986,-0.167,1
2.421,-0.191,1
0.43,1.698,1
0.486,-0.668,1
0.526,0.958,1
0.331,1.845,1
0.511,0.342,1
0.623,0.612,1
0.859,1.17,1
1.019,-0.279,1
0.642,0.713,1
0.79,0.563,1
0.623,-0.793,1
0.357,-0.724,1
0.546,-0.702,1
0.585,1.256,1
1.641,-0.153,1
2.356,-0.184,1
2.557,-0.411,1
0.59,0.666,1
0.926,0,1
0.768,-0.414,1
-0.329,0,1
0.874,1.181,1
3.02,-0.201,1
0.834,0,1
1.904,-0.273,1
0.872,-0.327,1
0.517,-0.766,1
0.343,1.263,1
0.82,0.469,1
0.705,0.92,1
0.652,0,1
0.61,-0.918,1
0.73,0.493,1
0.728,-0.995,1
0.596,0.683,1
0.417,1.688,1
1.308,1.002,1
0.906,-0.372,1
2.967,-0.279,1
0.624,0.627,1
0.96,0.433,1
0.378,0.502,1
0.426,0,1
0.342,-1.145,1
0.731,-0.634,1
1.63,-0.379,1
0.526,1.932,1
0.675,0.725,1
0.785,0,1
0.732,0,1
1.791,-0.263,1
2.347,-0.156,1
0.398,1.699,1
2.231,-0.307,1
0.689,0,1
0.878,1.184,1
0.372,1.105,1
0.871,-0.313,1
0.557,-0.459,1
1.016,1.902,1
1.16,0.821,1
1.532,-0.244,1
0.335,1.241,1
0.714,0.9,1
1.082,-0.644,1
1.412,-0.515,1
0.947,1.519,1
2.4,-0.207,1
0.42,-0.357,1
0.654,0.873,1
0.458,0.622,1
0.397,-0.36,1
0.679,0.545,1
0.953,-0.639,1
0.462,1.302,1
1.117,1.164,1
0.399,0.671,1
0.625,0.273,1
0.619,0,1
0.627,-0.564,1
1.199,-0.714,1
1.623,1.199,1
0.601,1.2,1
0.985,0.401,1
0.642,-0.716,1
0.177,-0.937,1
0.776,0,1
0.378,0.72,1
1.283,1.38,1
1.214,0.748,1
0.675,0.726,1
1.07,-0.294,1
3.202,0.457,1
0.566,0.704,1
1.064,-0.302,1
0.773,0,1
0.697,0.647,1
0.892,-0.476,1
1.494,0,1
1.176,0,1
0.51,-0.617,1
2.381,0.221,1
2.236,-0.083,1
1.209,0.837,1
1.688,-0.178,1
0.722,1.318,1
1.085,-0.31,1
0.849,0.507,1
1.213,0.786,1
1.4,-0.455,1
0.971,0,1
0.447,-0.833,1
0.881,0,1
0.65,-0.499,1
0.854,-0.46,1
0.638,1.219,1
0.94,1.584,1
1.435,-0.239,1
0.681,0,1
0.632,-0.638,1
0.724,-0.592,1
0.785,0,1
0.598,1.315,1
0.805,0,1
0.656,1.779,1
1.026,1.525,1
0.732,0.843,1
1.046,-0.332,1
0.637,1.476,1
1.471,-0.515,1
0.328,-0.889,1
1.005,-0.351,1
0.725,0.893,1
-0.812,0.513,1
0.782,-0.553,1
3.092,-0.255,1
0.259,0.429,1
0.494,-0.244,1
2.603,0.547,1
0.51,-0.572,1
0.687,0,1
-0.599,-0.366,1
0.32,1.188,1
0.686,0,1
2.373,-0.168,1
0.648,-0.728,1
1.709,1.08,1
0.889,-0.768,1
0.671,1.718,1
-0.881,-0.486,1
0.852,-1.058,1
0.468,-0.558,1
1.426,0.846,1
1.352,0.854,1
1.132,-0.231,1
0.577,1.1,1
1.334,0,1
0.74,0,1
0.496,0.705,1
0.219,-0.602,1
1.299,1.325,1
1.671,-0.239,1
1.911,-0.123,1
0.567,0.945,1
0.721,-0.236,1
0.256,1.044,1
1.382,-0.452,1
1.152,-0.638,1
1.034,0,1
0.532,0,1
0.885,-0.198,1
0.802,0,1
2.094,-0.2,1
0.562,0.6,1
0.644,0.52,1
2.548,-0.182,1
2.546,-0.228,1
0.847,-0.707,1
0.726,0,1
0.882,0.78,1
-0.515,0,1
2.271,-0.168,1
0.545,-0.547,1
0.293,0.929,1
1.134,1.005,1
0.351,-0.935,1
1.201,0.428,1
1.545,1.144,1
0.891,0,1
0.558,0,1
1.846,-0.462,1
1.402,1.116,1
0.552,-0.933,1
0.753,-0.23,1
0.686,0.733,1
0.555,1.558,1
1.935,-0.183,1
2.644,-0.171,1
3.147,-0.172,1
0.779,-0.397,1
0.495,0,1
0.455,-0.398,1
2.046,-0.456,1
0.837,-0.548,1
0.585,1.632,1
0.727,1.449,1
0.727,-0.627,1
0.258,0.428,1
0.702,-0.822,1
0.815,1.95,1
-0.256,0,1
2.03,-0.257,1
1.08,1.503,1
0.571,0,1
1.929,-0.122,1
0.499,-1.029,1
0.584,1.315,1
1.906,1.378,1
0.62,0,1
1.569,-0.597,1
0.985,1.783,1
-0.166,0,1
0.38,0.998,1
0.474,-0.702,1
0.623,2.141,1
0.958,0,1
1.366,-0.672,1
2.812,0.699,1
0.821,0.469,1
0.414,-0.857,1
0.75,-0.552,1
0.832,-0.76,1
1.356,0.381,1
0.661,0.958,1
0.863,1.496,1
0.336,1.03,1
1.318,-0.167,1
0.544,0.851,1
0.593,-0.419,1
1.369,1.141,1
0.376,1.246,1
0.798,-1.064,1
1.068,-0.298,1
2.68,0.723,1
1.29,0.834,1
0.551,1.59,1
1.313,-0.313,1
2.494,-0.355,1
0.255,-0.416,1
0.909,-0.226,1
0.454,0.72,1
0.849,0,1
0.746,1.21,1
0.87,-0.324,1
2.223,-0.442,1
-0.273,1.274,1
0.573,-0.636,1
0.602,0.714,1
0.625,-0.562,1
0.695,0,1
0.598,-0.247,1
0.731,-0.709,1
0.8,0.873,1
1.254,-0.355,1
0.454,0.72,1
1.052,1.331,1
0.688,1.909,1
0.635,0.944,1
0.711,1.429,1
1.187,0.604,1
1.881,-0.476,1
0.648,0,1
1.333,0,1
0.62,0,1
1.186,-0.623,1
0.574,0,1
1.967,-0.323,1
1.264,-0.22,1
1.624,-0.406,1
1.273,-0.692,1
0.761,1.157,1
1.051,-0.494,1
1.016,-0.356,1
0.749,0.516,1
0.927,1.546,1
0.721,0,1
2.617,0.542,1
-0.497,-0.459,1
0.75,0.78,1
0.492,-0.24,1
0.814,-0.349,1
0.809,-0.711,1
0.827,0,1
1.189,-0.517,1
0.754,-0.528,1
0.614,-0.765,1
0.618,0.563,1
1.843,-0.462,1
0.548,0,1
0.471,0.39,1
0.697,0,1
0.596,1.14,1
0.46,0.501,1
0.45,0,1
0.854,-0.477,1
0.551,1.426,1
1.65,-0.458,1
1.149,1.499,1
0.499,-0.992,1
0.753,0,1
1.555,-0.228,1
1.5,0.989,1
1.379,-0.444,1
0.497,-0.776,1
0.483,1.526,1
0.502,1.734,1
0.752,0.991,1
1.607,-0.484,1
1.508,1.497,1
0.654,0.66,1
0.562,-0.724,1
2.897,0.831,1
0.794,1.607,1
0.908,-0.492,1
0.546,0.548,1
1.93,0,1
0.958,1.215,1
0.639,1.312,1
0.378,-0.698,1
0.596,-0.553,1
0.788,0,1
0.753,1.234,1
0.697,0,1
0.676,0,1
0.527,0.718,1
2.68,-0.369,1
1.257,0,1
-0.741,-0.32,1
0.49,-0.7,1
0.351,1.371,1
-0.438,0,1
1.059,1.249,1
0.443,0.758,1
1.06,-0.708,1
0.697,0,1
0.449,1.639,1
1.104,0.636,1
1.018,1.46,1
0.411,1.854,1
0.544,1.522,1
0.452,0.892,1
0.844,-0.974,1
0.901,0.313,1
0.582,0,1
0.419,1.47,1
0.592,1.999,1
1.19,-0.709,1
0.742,-0.379,1
1.331,-0.3,1
0.681,0.691,1
0.908,-0.226,1
0.593,1.005,1
0.797,0,1
1.543,-0.479,1
1.464,1.342,1
1.538,-0.202,1
1.233,1.1,1
0.674,2.087,1
0.772,-0.504,1
1.011,0,1
0.965,0.325,1
0.812,0.415,1
0.661,1.02,1
1.671,0.587,1
0.883,0,1
0.679,-0.782,1
1.029,1.722,1
0.445,0,1
0.392,0.786,1
2.472,-0.19,1
3.149,-0.389,1
0.871,0.785,1
0.431,0.919,1
1.414,-0.593,1
0.892,-0.652,1
0.755,1.499,1
1.011,0.832,1
1.885,1.02,1
0.702,0,1
1.407,0,1
0.443,0.904,1
1.073,0,1
2.514,-0.214,1
1.261,-0.712,1
2.627,-0.194,1
1.529,-0.578,1
0.789,-0.857,1
2.156,-0.436,1
0.343,2.113,1
0.813,0,1
0.951,1.044,1
0.893,-0.652,1
0.414,0.34,1
0.286,-0.448,1
1.17,1.311,1
0.638,-0.454,1
2.829,-0.329,1
0.425,-0.408,1
0.406,1.572,1
0.594,0.537,1
0.734,-1.012,1
0.984,0.869,1
0.415,-0.632,1
0.381,0.708,1
0.399,0,1
0.664,1.763,1
1.166,-0.677,1
0.671,1.604,1
0.569,-1.034,1
0.357,-0.677,1
0.517,0,1
0.328,0.387,1
0.617,0.705,1
1.578,0.979,1
0.596,-0.553,1
0.757,1.26,1
1.008,0.478,1
0.661,1.191,1
0.798,-1.107,1
0.794,1.411,1
0.607,1.777,1
1.201,0.764,1
0.508,0,1
0.484,-0.629,1
0.545,0.849,1
2.402,-0.17,1
-0.563,0,1
0.51,1.941,1
0.652,-0.438,1
1.152,1.732,1
0.538,0,1
0.435,-0.797,1
0.788,0,1
1.076,-0.379,1
0.903,-0.264,1
0.765,-0.94,1
0.68,1.24,1
0.543,-0.74,1
1.413,-0.275,1
0.436,1.687,1
0.543,0,1
1.263,0.568,1
0.709,-0.721,1
0.614,0,1
0.747,0.448,1
0.582,-0.482,1
0.685,-0.536,1
1.093,-0.376,1
0.965,1.31,1
0.593,1.258,1
0.771,0,1
1.183,-0.394,1
2.821,0.367,1
0.559,1.516,1
1.163,-0.73,1
2.852,-0.154,1
0.613,0,1
0.861,0,1
1.692,1.131,1
0.85,0.69,1
0.483,1.526,1
1.229,1.533,1
0.566,-0.354,1
0.594,0,1
0.662,-0.242,1
0.591,0,1
1.113,1.024,1
0.468,2.319,1
0.682,1.541,1
0.897,-0.648,1
1.981,1.153,1
0.735,0,1
0.478,0.602,1
2.706,-0.32,1
2.145,-0.141,1
0.772,0.969,1
0.887,-0.716,1
0.41,0.44,1
0.801,-0.506,1
1.233,-0.292,1
1.251,-0.524,1
0.749,-0.491,1
0.487,0,1
2.734,0.213,1
0.577,-1.143,1
1.429,-0.472,1
1.694,-0.207,1
0.565,-0.487,1
1.144,0.471,1
0.795,0.562,1
1.368,-0.601,1
0.643,-0.818,1
0.615,0.457,1
0.63,-0.425,1
0.51,0,1
0.953,0.904,1
0.496,-0.667,1
0.626,0,1
0.909,-0.353,1
0.938,-0.357,1
0.685,0.477,1
0.561,0,1
0.647,0.451,1
1.405,-0.272,1
0.742,-0.88,1
-0.397,1.456,1
0.435,0,1
0.385,2.106,1
0.673,-0.6,1
0.684,-1.039,1
1.323,-0.488,1
0.521,1.037,1
0.456,1.078,1
0.602,-0.569,1
0.973,-0.351,1
0.719,0.819,1
0.58,1.061,1
-0.297,0,1
0.822,1.277,1
0.784,0,1
0.854,1.817,1
1.301,-0.615,1
0.714,-0.63,1
0.969,-1.009,1
1.513,-0.451,1
0.588,0,1
0.613,0.507,1
0.609,0,1
0.355,1.389,1
1.848,0.612,1
0.509,0.944,1
1.223,0,1
0.976,-0.392,1
0.413,0,1
0.837,-0.816,1
0.603,-0.26,1
0.736,-0.451,1
1.574,0,1
1.232,1.079,1
1.68,-0.2,1
0.772,0.365,1
2.978,-0.35,1
-0.565,-0.407,1
0.478,0,1
0.514,-0.794,1
2.097,-0.23,1
1.473,1.298,1
1.039,0.413,1
1.309,-0.501,1
0.659,-0.904,1
0.482,0,1
2.511,-0.284,1
1.259,-0.268,1
1.632,-0.387,1
0.845,0,1
0.863,0.416,1
0.584,-0.671,1
0.263,0.786,1
1.029,0,1
2.372,-0.129,1
0.567,1.241,1
0.739,-0.9,1
1.035,0,1
0.63,-0.389,1
0.938,0.96,1
0.824,-0.738,1
1.132,0,1
0.458,1.481,1
1.518,1.151,1
1.932,-0.189,1
2.694,-0.456,1
0.501,-0.249,1
1.414,-0.313,1
0.329,-0.873,1
0.335,1.862,1
0.82,-0.503,1
0.807,-1.006,1
0.558,0.709,1
1.167,1.483,1
0.834,0.73,1
0.519,0,1
1.938,-0.446,1
1.069,-0.731,1
1.231,1.254,1
0.451,0,1
2.329,0.875,1
1.628,-0.247,1
0.77,-0.4,1
0.555,1.495,1
1.177,0.681,1
0.604,0.547,1
2.468,-0.371,1
0.488,-0.785,1
0.517,1.952,1
0.656,1.357,1
0.411,1.311,1
1.378,-0.531,1
0.964,1.305,1
2.304,0.957,1
0.673,0,1
0.961,2.116,1
0.909,-0.23,1
1.171,-0.771,1
2.811,0.699,1
0.885,0.345,1
0.931,1.253,1
2.27,-0.192,1
1.43,0.388,1
1.13,-0.344,1
0.526,0.957,1
0.721,1.565,1
0.295,1.88,1
-0.363,0,1
0.422,-0.748,1
0.611,1.199,1
0.509,-0.478,1
1.104,-0.268,1
0.585,0.429,1
0.332,1.923,1
0.421,1.571,1
0.768,-0.414,1
0.513,0.851,1
0.965,0.325,1
0.67,1.835,1
0.68,0,1
0.921,0,1
1.134,1.005,1
0.584,-0.672,1
1.38,-0.189,1
0.524,0,1
2.804,0.56,1
0.573,1.099,1
