@relation phoneme

@attribute Ao numeric
@attribute Dcl numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
1.307,1.164,0.551,0
1.65,0.707,0.333,0
0.547,0.317,0.463,0
1.819,-0.248,-0.135,0
2.881,-0.481,0.221,0
1.598,0.495,0.252,0
1.792,2.176,-0.517,0
1.733,1.359,0.77,0
1.64,2.633,-0.795,0
1.803,-0.366,-0.148,0
2.064,1.245,0.508,0
1.877,-0.412,0.262,0
0.788,-0.128,0.093,0
2.87,-0.51,-0.232,0
1.029,2.467,-0.672,0
0.281,0.371,0.441,0
1.684,-0.277,-0.146,0
1.14,1.252,0.763,0
0.488,0.107,0.102,0
1.531,1.81,0.97,0
1.596,0.96,0.413,0
0.994,2.373,-0.643,0
1.55,-0.28,-0.1,0
0.69,1.364,-0.778,0
2.278,-0.443,0.429,0
2.885,-0.651,0.618,0
0.894,2.246,-0.842,0
2.716,0.915,-0.475,0
1.153,1.271,-0.303,0
0.332,0.196,0.084,0
2.804,1.443,-0.436,0
2.567,-0.399,-0.188,0
1.277,2.28,-0.574,0
1.303,0.851,0.463,0
1.423,1.518,-0.459,0
2.047,0.887,-0.248,0
1.164,2.828,-0.662,0
2.317,-0.46,1.452,0
0.298,0.471,1.854,0
1.224,1.643,0.83,0
1.396,-0.304,-0.127,0
0.351,-0.09,-0.052,0
2.174,-0.488,0.206,0
0.597,1.02,2.424,0
1.058,2.666,-0.748,0
0.416,0.25,-0.078,0
1.796,2.114,-0.752,0
2.555,1.523,0.452,0
2.164,1.565,0.995,0
1.008,2.195,-0.895,0
1.223,0.327,0.217,0
1.985,-0.362,-0.162,0
0.569,0.657,1.209,0
0.717,-0.101,0.068,0
0.888,1.537,1.646,0
1.809,1.261,0.59,0
2.037,0.992,0.625,0
1.829,1.163,-0.44,0
2.705,0.764,-0.26,0
0.501,1.436,1.989,0
1.326,0.251,0.213,0
2.723,0.921,0.318,0
1.372,1.336,0.604,0
1.935,1.194,0.607,0
2.056,0.794,0.26,0
1.931,-0.482,-0.207,0
0.28,0.185,0.21,0
0.582,-0.107,0.077,0
1.121,1.296,0.498,0
0.35,0.845,1.463,0
0.436,0.501,0.961,0
0.771,-0.15,0.116,0
1.272,1.29,0.585,0
0.265,0.359,1.007,0
0.736,1.847,1.073,0
3.124,-0.576,-0.285,0
2.311,-0.381,0.222,0
1.023,0.369,0.204,0
0.816,1.317,2.113,0
0.245,0.368,-0.427,0
2.238,-0.417,-0.184,0
2.322,-0.347,-0.164,0
1.237,-0.209,0.443,0
0.819,2.521,-0.627,0
-1.17,1.664,-0.599,0
2.711,0.738,0.307,0
2.279,1.825,0.778,0
1.63,0.42,-0.32,0
1.88,-0.445,0.322,0
2.869,0.842,-0.386,0
2.564,0.733,0.347,0
1.995,-0.279,-0.144,0
0.331,0.458,-0.741,0
1.516,0.362,0.236,0
2.265,1.085,0.677,0
0.63,0.352,0.407,0
0.457,-0.111,-0.068,0
1.212,-0.162,-0.081,0
0.686,1.339,1.873,0
0.47,-0.132,-0.076,0
0.413,0.362,0.544,0
0.423,-0.144,-0.08,0
0.858,2.303,-0.718,0
2.187,2.055,0.686,0
3.054,0.796,0.31,0
1.011,2.416,-0.696,0
1.574,1.157,0.62,0
0.666,1.063,-0.273,0
1.677,1.511,0.508,0
0.777,1.533,1.672,0
0.826,1,-0.274,0
0.914,2.53,-0.813,0
-0.281,0.17,-0.076,0
0.511,0.665,2.272,0
0.933,2.363,-0.742,0
0.311,0.468,0.623,0
0.78,0.363,0.243,0
2.132,-0.385,0.249,0
1.782,-0.37,-0.137,0
0.428,1.041,1.114,0
-0.688,-0.404,-1.3,0
2.115,1.777,-0.421,0
1.442,0.329,-0.139,0
-0.322,-0.604,1.05,0
2.186,-0.535,0.215,0
2.136,-0.335,-0.184,0
2.312,-0.381,0.222,0
2.213,0.816,0.65,0
1.505,-0.213,-0.115,0
0.65,-0.122,-0.071,0
0.27,0.513,1.842,0
1.696,1.027,0.449,0
2.362,-0.544,0.298,0
1.174,1.718,0.622,0
2.6,-0.384,-0.157,0
2.062,-0.51,-0.187,0
1.5,-0.407,-0.153,0
3.028,-0.424,0.302,0
1.064,-0.147,0.116,0
-0.587,1.347,-0.637,0
0.368,0.597,1.029,0
0.652,-0.107,0.128,0
2.364,1.147,-0.284,0
0.435,0.924,2.222,0
0.784,-0.154,0.067,0
1.01,0.296,0.159,0
0.985,1.634,0.77,0
0.442,0.52,2.045,0
2.389,-0.356,-0.159,0
1.101,-0.241,-0.082,0
1.313,2.753,-0.78,0
0.573,1.504,1.693,0
2.873,-0.521,-0.174,0
3.373,-0.566,-0.245,0
0.392,0.284,0.206,0
2.164,0.991,0.63,0
1.455,0.504,0.394,0
2.28,-0.554,-0.21,0
2.013,1.871,-0.6,0
0.335,0.474,1.668,0
1.882,-0.37,-0.157,0
1.69,1.087,0.569,0
0.336,-0.111,-0.075,0
2.47,-0.448,0.231,0
0.448,0.543,0.775,0
1.535,0.36,0.265,0
1.037,1.396,-0.632,0
0.672,1.4,1.814,0
0.6,-0.104,0.089,0
0.36,0.125,0.095,0
2.658,-0.467,0.246,0
1.398,0.578,0.222,0
2.975,-0.631,-0.255,0
1.272,-0.24,0.204,0
0.362,0.661,2.265,0
1.443,0.83,0.381,0
1.36,1.986,-0.624,0
1.435,0.502,0.303,0
1.632,-0.338,-0.131,0
1.701,2.268,-0.641,0
1.262,1.72,0.754,0
0.566,1.554,-0.356,0
0.363,0.561,-0.964,0
0.392,0.376,0.874,0
0.855,2.533,-0.636,0
0.973,2.176,1.023,0
3.563,-0.713,0.339,0
0.548,0.966,1.674,0
0.736,1.614,1.259,0
1.601,-0.283,-0.132,0
1.393,1.573,-0.543,0
3.059,1.234,0.61,0
1.088,0.484,-0.126,0
0.333,0.556,0.507,0
1.226,0.508,0.35,0
1.473,-0.194,-0.073,0
2.952,0.826,-0.376,0
0.5,2.194,0.831,0
2.203,2.094,-0.597,0
0.564,1.35,1.842,0
1.357,0.976,-0.331,0
1.294,0.847,1.085,0
1.59,0.28,0.121,0
1.748,0.634,0.259,0
2.558,-0.44,-0.369,0
1.575,-0.285,0.148,0
2.079,-0.433,0.201,0
2.301,-0.573,-0.222,0
1.089,0.307,0.177,0
0.288,0.443,1.758,0
0.643,0.342,0.697,0
1.288,0.45,0.442,0
0.561,0.573,0.475,0
2.636,-0.45,0.243,0
2.373,-0.342,-0.155,0
2.94,-0.743,0.313,0
0.548,0.918,1.984,0
1.593,1.74,-0.546,0
1.163,1.833,-0.512,0
0.602,2.168,1.21,0
0.734,0.317,0.488,0
0.455,1.162,2.31,0
2.536,-0.536,1.041,0
2.943,-0.451,0.472,0
1.886,0.387,0.323,0
1.001,2.247,-0.508,0
2.74,1.17,-0.316,0
2.007,-0.42,0.268,0
0.529,-0.143,0.172,0
1.129,1.521,-0.565,0
0.207,-0.126,-0.348,0
0.657,1.493,-0.331,0
2.477,0.875,-0.484,0
1.982,1.041,0.567,0
0.732,-0.095,0.065,0
0.362,0.661,2.266,0
0.72,-0.142,0.088,0
2.511,-0.373,0.233,0
3.17,-0.711,-0.281,0
2.179,1.624,0.58,0
1.163,-0.272,-0.118,0
0.901,2.62,1.194,0
2.512,-0.416,0.27,0
1.123,1.753,-0.485,0
2.081,-0.348,-0.199,0
1.554,0.687,0.275,0
0.723,2.263,-0.667,0
-0.241,0.195,-0.085,0
0.579,1.385,1.848,0
1.039,3.199,-0.81,0
0.454,1.589,1.379,0
0.612,1.455,2.024,0
2.04,-0.56,-0.277,0
2.122,-0.391,0.327,0
2.023,1.176,-0.344,0
0.786,0.39,0.702,0
2.105,1.592,-0.564,0
0.528,0.131,0.072,0
1.302,1.354,-0.474,0
-1.153,-0.601,-0.277,0
0.573,1.393,2.191,0
0.511,1.254,1.436,0
1.813,1.245,0.505,0
0.557,-0.134,0.18,0
2.005,2.304,-0.752,0
2.3,0.971,0.315,0
0.433,0.544,2.012,0
2.211,0.643,0.32,0
1.483,-0.319,0.222,0
3.016,-0.621,-0.33,0
1.816,-0.381,0.327,0
0.728,-0.145,0.101,0
1.134,2.134,-0.593,0
0.276,0.554,1.391,0
2.796,-0.443,-0.199,0
0.579,0.86,-0.589,0
0.645,0.769,1.181,0
0.344,0.534,0.508,0
0.399,0.49,1.139,0
2.874,1.081,-0.359,0
0.872,-0.178,-0.082,0
0.592,-0.136,-0.103,0
0.804,1.952,-0.885,0
1.722,1.509,-0.338,0
1.197,0.43,0.466,0
1.334,0.504,0.168,0
2.591,-0.415,-0.246,0
1.554,0.739,0.305,0
1.368,1.869,-0.675,0
1.242,0.828,-0.34,0
0.873,2.163,-0.837,0
1.59,-0.364,-0.139,0
0.353,0.724,1.399,0
3.365,-0.445,0.36,0
0.579,-0.091,0.082,0
0.48,-0.852,1.305,0
0.964,2.055,-0.756,0
0.443,0.427,0.738,0
1.159,1.366,0.598,0
2.526,0.737,-0.533,0
1.681,1.887,1.017,0
3.369,-0.601,0.541,0
0.455,0.488,0.576,0
1.275,0.459,0.427,0
1.88,1.179,0.719,0
0.694,1.93,0.798,0
0.624,0.157,0.106,0
2.902,-0.59,1.191,0
0.318,0.536,-0.195,0
-0.296,0.682,0.204,0
0.493,-0.116,0.082,0
1.349,-0.185,-0.08,0
2.162,-0.536,0.423,0
1.893,0.658,-0.432,0
0.995,0.492,0.489,0
0.411,1.494,1.456,0
0.428,1.703,1.236,0
1.019,-0.147,0.113,0
3.076,0.902,0.358,0
0.556,0.961,1.628,0
-0.837,-0.266,0.144,0
2.031,1.617,-0.39,0
0.411,-0.117,-0.073,0
0.596,0.294,-0.075,0
0.884,-0.289,0.341,0
1.146,2.658,-0.742,0
1.204,1.5,0.569,0
0.521,1.084,-0.263,0
0.927,1.029,-0.273,0
1.587,-0.747,-0.339,0
0.364,0.556,0.324,0
2.236,-0.549,0.309,0
0.692,0.951,1.574,0
0.477,1.821,1.191,0
3.166,-0.617,0.386,0
1.426,0.978,0.327,0
-0.267,-0.101,-0.069,0
1.888,0.451,0.261,0
1.999,2.438,-0.632,0
1.585,1.824,1.145,0
1.136,2.468,-0.763,0
2.204,-0.316,-0.17,0
2.254,-0.299,0.172,0
0.594,0.877,2.069,0
0.653,0.313,0.669,0
1.328,0.82,0.45,0
0.559,0.149,0.139,0
1.379,1.885,0.799,0
0.836,0.433,-0.131,0
3.076,-0.424,0.304,0
1.376,-0.303,0.236,0
0.431,0.198,0.124,0
2.243,-0.394,-0.199,0
0.581,0.84,-0.575,0
1.128,2.685,-0.952,0
0.487,1.899,1.298,0
1.404,-0.301,-0.152,0
2.256,-0.356,-0.157,0
2.17,-0.557,0.348,0
0.478,0.669,-0.757,0
-0.302,-0.128,-0.083,0
1.569,1.606,-0.262,0
2.639,-0.463,-0.193,0
0.774,-0.207,-0.092,0
2.773,-0.348,-0.168,0
0.532,0.642,0.922,0
2.16,-0.488,0.361,0
0.378,0.428,1.134,0
1.094,2.569,-0.844,0
0.281,1.688,-0.397,0
2.334,-0.467,-0.223,0
0.566,0.22,0.202,0
0.732,0.172,0.092,0
0.346,1.35,0.51,0
1.08,2.744,-0.726,0
1.354,-0.184,-0.097,0
1.36,-0.207,0.117,0
0.466,-0.092,0.103,0
2.984,-0.599,-0.252,0
0.327,0.37,-0.084,0
0.54,0.179,0.149,0
0.55,1.864,1.204,0
2.2,1.09,0.576,0
0.373,0.308,0.423,0
0.54,0.179,0.149,0
2.348,1.569,-0.378,0
2.225,-0.353,-0.203,0
1.086,2.658,-0.944,0
2.441,1.527,-0.485,0
1.923,-0.27,-0.128,0
1.749,0.569,-0.174,0
1.254,1.206,0.576,0
0.964,0.686,0.849,0
0.997,0.347,0.36,0
1.245,0.448,0.45,0
2.4,-0.491,-0.164,0
3.003,-0.508,-0.201,0
1.042,2.799,-0.786,0
0.922,2.224,-0.738,0
-0.273,0.17,0.27,0
1.333,2.89,-0.748,0
0.36,1.436,-0.266,0
2.559,-0.49,0.956,0
1.277,2.385,-0.505,0
1.051,1.96,-0.564,0
2.884,0.871,-0.377,0
0.771,1.573,1.818,0
0.298,0.627,1.522,0
1.838,-0.381,0.24,0
2.483,-0.606,-0.239,0
1.965,0.718,0.375,0
1.054,2.588,-0.85,0
0.825,1.925,-0.892,0
1.655,-0.413,-0.175,0
2.002,-0.434,0.238,0
2.882,1.014,-0.355,0
0.34,0.188,0.085,0
1.333,2.228,-0.536,0
0.929,0.45,0.931,0
1.932,0.919,-0.192,0
2.581,-0.595,-0.227,0
0.695,-0.121,-0.081,0
0.306,0.14,0.176,0
1.529,-0.248,-0.101,0
0.9,2.589,1.297,0
0.644,0.221,0.133,0
1.608,-0.257,-0.123,0
0.518,0.709,-0.783,0
1.749,1.55,-0.431,0
0.807,1.294,1.762,0
1.07,0.359,-0.085,0
1.369,1.387,0.507,0
1.219,-0.234,0.12,0
1.149,2.683,-0.724,0
2.556,-0.667,-0.221,0
0.317,0.61,2.224,0
0.867,1.923,-0.525,0
0.975,2.027,1.022,0
1.31,1.792,-0.597,0
1.396,1.661,-0.459,0
1.071,1.948,-0.623,0
1.973,-0.415,0.189,0
1.755,1.087,0.334,0
3.293,-0.55,0.312,0
-0.244,-0.113,0.112,0
1.367,-0.285,-0.122,0
1.135,1.541,-0.448,0
3.394,-0.518,0.625,0
1.465,1.766,0.689,0
1.762,1.66,-0.448,0
0.929,2.404,1.093,0
0.65,0.176,0.112,0
0.585,-0.127,0.086,0
2.413,-0.593,-0.228,0
-0.235,0.201,0.137,0
1.968,-0.321,0.196,0
0.474,1.043,-0.234,0
0.294,0.176,0.214,0
1.012,0.188,0.151,0
2.531,1.08,0.524,0
2.107,1.243,0.686,0
2.52,-0.359,-0.137,0
0.834,0.192,0.083,0
2.472,-0.289,-0.149,0
0.435,-0.123,0.089,0
0.543,1.275,2.209,0
0.854,2.147,-0.659,0
2.006,-0.386,-0.173,0
-0.234,0.215,0.176,0
0.381,0.656,-0.263,0
1.331,2.875,-0.911,0
0.605,0.603,1.603,0
2.829,-0.437,0.247,0
0.395,0.643,0.544,0
0.357,0.534,-0.32,0
0.719,-0.128,0.117,0
1.094,-0.228,0.143,0
2.16,-0.339,0.221,0
2.038,-0.346,-0.127,0
2.701,1.131,0.416,0
1.152,1.846,-0.477,0
2.261,-0.505,0.23,0
1.249,2.831,-0.685,0
0.517,2.304,-0.48,0
0.97,0.341,0.366,0
3.294,-0.51,-0.203,0
1.16,1.667,-0.594,0
0.996,2.144,-0.867,0
1.605,0.657,0.801,0
-0.237,0.416,1.549,0
1.875,1.571,-0.461,0
0.438,0.149,0.124,0
2.559,-0.349,-0.147,0
2.257,-0.443,-0.238,0
0.585,1.306,1.773,0
1.057,2.371,-0.781,0
3.127,-0.56,-0.274,0
0.737,-0.127,0.091,0
2.499,1.538,-0.428,0
0.537,0.204,-0.065,0
1.651,2.21,-0.547,0
0.57,1.064,-0.254,0
1.627,-0.302,0.193,0
0.863,-0.149,0.099,0
1.044,-0.364,0.134,0
0.796,1.302,1.773,0
1.791,0.522,0.264,0
0.825,0.851,1.949,0
1.367,1.592,-0.523,0
2.454,1.028,0.507,0
2.9,-0.578,1.17,0
1.316,0.821,0.676,0
0.705,1.527,1.91,0
0.484,1.991,0.879,0
0.617,1.656,1.123,0
2.263,-0.374,0.226,0
1.804,0.962,0.416,0
1.752,1.249,-0.341,0
2.887,-0.677,0.487,0
2.541,-0.342,-0.165,0
0.286,0.428,-0.454,0
2.604,-0.594,0.313,0
0.381,0.553,0.93,0
2.01,1.612,-0.395,0
2.921,-0.47,0.255,0
0.296,0.295,0.552,0
1.704,-0.318,-0.133,0
1.851,-0.275,-0.124,0
1.954,1.013,-0.52,0
1.099,0.81,1.203,0
1.221,1.189,1.071,0
1.771,-0.393,-0.195,0
2.947,0.989,0.445,0
0.705,1.639,2.19,0
0.23,0.244,0.579,0
2.444,-0.529,-0.199,0
2.76,-0.373,-0.166,0
0.969,0.279,-0.087,0
0.656,0.907,1.481,0
1.634,-0.298,0.183,0
0.476,0.192,0.147,0
0.81,0.206,0.153,0
2.741,0.944,0.313,0
0.811,0.193,0.162,0
2.248,1.15,0.412,0
1.216,2.052,0.729,0
0.582,-0.132,0.178,0
0.89,0.354,0.245,0
0.819,2.52,-0.627,0
2.58,-0.602,-0.237,0
2.179,1.284,0.816,0
0.391,0.628,0.626,0
2.158,-0.463,-0.259,0
1.062,2.934,-0.96,0
1.2,1.508,-0.545,0
-0.238,0.103,0.089,0
2.054,-0.432,-0.203,0
2.594,0.879,-0.513,0
2.247,-0.468,-0.176,0
0.791,2.006,0.733,0
2.345,1.508,0.674,0
1.041,2.988,-0.754,0
0.719,1.333,-0.26,0
3.204,-0.77,0.383,0
0.564,0.579,-0.965,0
1.364,1.415,0.658,0
0.933,2.414,0.965,0
2.104,0.591,0.517,0
3.155,-0.48,0.434,0
2.523,0.658,0.295,0
1.042,1.914,-0.442,0
1.972,0.723,0.477,0
0.867,1.299,1.041,0
0.528,1.125,2.296,0
2.326,-0.557,-0.203,0
1.383,-0.265,0.691,0
0.468,-0.117,-0.064,0
0.998,2.236,-0.651,0
1.023,1.346,-0.557,0
2.118,-0.434,0.226,0
0.807,2.147,-0.703,0
2.461,1.539,-0.412,0
1.459,2.048,1.016,0
0.384,0.491,2.14,0
1.373,1.137,0.453,0
0.572,0.336,0.327,0
0.5,1.297,1.7,0
2.498,-0.53,0.347,0
1.136,1.711,-0.517,0
0.548,0.239,0.161,0
0.308,0.45,0.983,0
0.484,0.789,1.838,0
0.765,0.644,1.642,0
1.182,2.085,-0.991,0
2.919,0.802,0.635,0
1.153,1.199,-0.34,0
2.399,-0.493,0.288,0
1.395,-0.232,0.133,0
0.533,0.612,1.954,0
1.781,0.698,0.284,0
2.739,-0.55,1.265,0
2.885,1.008,0.451,0
0.882,-0.142,0.07,0
2.208,0.604,1.5,0
1.156,-0.248,-0.077,0
0.883,2.657,-0.735,0
1.204,1.497,-0.432,0
1.077,1.168,0.769,0
2.156,1.685,-0.588,0
1.307,-0.225,-0.079,0
1.922,0.539,1.303,0
0.268,0.467,-0.611,0
0.303,0.498,2.092,0
1.385,1.342,-0.401,0
2.762,0.885,0.359,0
0.326,0.449,1.419,0
1.064,1.516,-0.309,0
0.592,1.288,2.546,0
0.799,1.264,2.152,0
0.732,1.483,1.451,0
2.521,-0.509,0.42,0
2.457,-0.353,-0.173,0
1.013,2.32,1.102,0
-0.211,0.222,0.166,0
2.787,-0.667,-0.242,0
3.085,-0.599,0.497,0
2.019,1.212,0.629,0
1.3,1.784,-0.571,0
0.353,0.424,1.574,0
1.405,1.519,-0.45,0
1.108,0.327,-0.082,0
1.519,0.643,0.27,0
2.848,-0.601,0.483,0
-0.263,-0.099,-0.065,0
0.513,1.504,1.904,0
0.59,2.549,0.834,0
3.104,-0.52,-0.249,0
0.955,2.328,-0.656,0
2.527,0.904,0.336,0
1.505,1.004,-0.429,0
2.32,0.717,0.539,0
1.321,1.726,-0.503,0
1.054,0.309,0.479,0
1.932,1.74,0.682,0
2.22,-0.549,-0.194,0
1.841,-0.429,0.379,0
2.018,0.89,0.504,0
1.182,0.35,-0.091,0
0.648,0.207,0.138,0
1.416,2.061,-0.848,0
0.741,1.895,0.956,0
2.19,1.354,-0.512,0
0.607,-0.11,0.102,0
1.15,1.834,-0.751,0
0.832,1.765,0.835,0
2.755,-0.416,0.309,0
1.226,0.508,0.35,0
2.307,0.632,0.378,0
1.436,0.485,0.158,0
-0.458,0.274,0.264,0
1.637,0.555,0.261,0
1.708,0.602,0.25,0
-0.788,-0.517,-0.287,0
2.26,-0.402,0.244,0
-0.549,-1.168,-1.359,0
0.583,0.224,0.326,0
0.458,0.931,0,0
1.061,1.238,1.11,0
1.203,2.459,-0.691,0
1.593,1.12,0.516,0
2.274,-0.52,-0.19,0
1.419,2.22,-0.713,0
0.879,0.306,0.208,0
1.483,1.368,0.627,0
1.695,-0.579,-0.233,0
2.31,-0.523,-0.207,0
0.745,-0.168,0.264,0
1.004,1.78,0.807,0
1.09,-0.266,0.525,0
1.173,2.29,-0.695,0
0.612,1.355,2.002,0
0.375,0.527,-0.324,0
2.234,1.442,-0.237,0
1.078,2.834,-0.775,0
2.408,1.477,0.701,0
1.66,-0.352,-0.111,0
3.041,-0.586,0.621,0
1.606,0.657,0.801,0
0.356,0.591,1.763,0
2.081,-0.428,0.287,0
2.481,1.733,-0.49,0
1.913,-0.327,0.195,0
2.283,0.617,1.456,0
1.095,-0.145,0.094,0
2.486,-0.491,0.28,0
3.36,-0.573,0.593,0
1.526,1.57,1.01,0
2.404,0.942,0.491,0
2.97,-0.461,-0.192,0
0.598,1.302,2.198,0
0.98,0.783,-0.217,0
1.139,3.111,-0.832,0
0.45,0.138,0.086,0
1.764,1.366,-0.238,0
0.393,-0.159,-0.093,0
2.221,-0.545,-0.188,0
0.901,0.371,0.268,0
0.302,0.304,0.535,0
1.174,-0.283,-0.098,0
0.977,-0.226,0.142,0
3.026,-0.471,-0.192,0
2.169,0.845,-0.253,0
2.304,1.019,0.505,0
1.178,0.318,0.242,0
3.03,-0.496,0.243,0
0.54,0.227,0.216,0
2.211,1.92,-0.485,0
-0.294,0.159,-0.072,0
0.619,0.134,-0.067,0
1.521,2.727,-0.666,0
2.139,-0.388,-0.164,0
2.376,-0.59,0.499,0
2.071,-0.516,-0.198,0
2.438,-0.479,0.3,0
1.848,-0.283,-0.135,0
0.522,1.817,1.39,0
0.962,0.788,1.051,0
1.933,1.898,-0.693,0
0.551,0.577,0.687,0
2.598,0.745,0.409,0
2.49,-0.311,-0.157,0
2.421,-0.601,-0.271,0
1.966,-0.354,-0.13,0
2.328,-0.359,-0.201,0
1.385,1.795,-0.612,0
0.469,-0.863,2.082,0
2.467,0.795,0.688,0
2.311,-0.337,-0.152,0
0.448,1.68,-0.387,0
2.978,-0.486,-0.233,0
2.673,1.493,0.691,0
2.308,-0.517,-0.189,0
0.351,0.582,2.105,0
1.11,-0.149,0.11,0
0.461,0.21,0.17,0
1.885,-0.416,0.174,0
1.186,0.444,0.248,0
0.422,-0.144,-0.08,0
3.053,-0.613,0.388,0
2.061,0.701,0.248,0
0.967,2.542,-0.79,0
1.099,2.571,-0.796,0
0.896,0.495,0.475,0
2.138,0.619,0.292,0
2.972,-0.438,0.256,0
2.204,-0.365,0.252,0
1.481,-0.358,0.194,0
1.581,0.726,0.274,0
2.625,0.931,0.481,0
2.498,-0.387,0.243,0
3.273,-0.604,-0.307,0
0.822,-0.158,-0.087,0
0.882,-0.128,0.112,0
3.151,-0.514,0.284,0
2.062,-0.513,-0.242,0
0.97,0.396,0.265,0
1.097,-0.78,-0.596,0
2.261,-0.346,0.275,0
0.499,0.188,0.151,0
2.793,-0.465,-0.182,0
1.117,0.414,0.448,0
0.679,0.932,1.488,0
1.023,1.96,0.901,0
0.831,1.16,-0.308,0
1.316,1.876,-0.723,0
2.766,-0.448,-0.218,0
0.342,0.668,1.827,0
1.661,1.102,0.4,0
-0.243,0.211,-0.086,0
1.42,-0.349,-0.159,0
0.49,0.812,2.008,0
1.471,2.037,0.986,0
0.935,2.185,-0.991,0
1.009,0.48,0.366,0
1.98,0.579,1.252,0
1.141,0.356,0.279,0
0.557,-0.107,0.14,0
1.182,2.417,-0.7,0
0.904,0.271,0.108,0
1.558,-0.327,-0.136,0
1.906,-0.415,-0.155,0
2.48,1.386,0.388,0
0.309,0.445,-0.697,0
0.601,1.712,0.928,0
1.041,1.959,-0.535,0
0.406,0.468,1.567,0
0.571,0.235,-0.074,0
0.508,1.107,2.071,0
0.696,1.751,0,0
2.845,-0.424,0.422,0
2.748,-0.42,0.301,0
2.226,-0.436,-0.178,0
1.014,2.373,1.039,0
0.569,0.456,0.971,0
2.205,-0.379,-0.183,0
2.711,-0.639,0.381,0
0.608,-0.138,-0.095,0
2.71,-0.345,-0.185,0
1.783,0.375,0.249,0
0.854,0.431,0.721,0
0.665,-0.123,-0.073,0
2.396,-0.503,1.399,0
1.318,0.691,0.912,0
2.901,-0.434,0.25,0
0.847,0.564,1.911,0
2.989,-0.515,0.331,0
0.263,0.533,1.373,0
0.524,1.465,-0.331,0
0.788,0.16,0.133,0
0.769,-0.121,0.094,0
2.482,-0.57,-0.218,0
-0.32,-0.113,-0.081,0
2.317,0.766,0.411,0
1.866,-0.335,0.211,0
1.169,0.301,0.234,0
1.783,2.053,-0.661,0
2.213,1.208,0.417,0
0.392,0.477,2.189,0
1.166,3.149,-0.726,0
1.387,2.311,-0.658,0
2.902,-0.662,0.552,0
0.847,2.251,-0.703,0
1.327,1.277,-0.376,0
0.614,1.015,-0.201,0
1.413,0.988,-0.348,0
1.266,0.522,0.394,0
0.463,0.43,0.257,0
0.343,0.452,-0.59,0
0.858,1.839,-0.834,0
1.433,0.86,-0.289,0
3.489,-0.54,0.344,0
1.167,2.054,-0.745,0
0.889,-0.175,0.09,0
0.234,0.294,0.469,0
0.509,0.75,1.97,0
0.726,-0.13,0.102,0
2.765,-0.46,0.286,0
0.28,0.501,-0.186,0
1.431,0.979,0.473,0
2.24,-0.391,0.233,0
1.63,1.877,-0.571,0
0.322,0.402,-0.096,0
1.795,-0.379,-0.269,0
3.089,-0.4,1.046,0
1.404,0.394,0.185,0
1.584,1.699,-0.48,0
0.575,0.228,0.275,0
0.712,-0.143,0.091,0
1.088,-0.284,-0.135,0
0.632,0.642,0.724,0
1.448,0.992,0.338,0
2.126,1.943,-0.484,0
0.536,0.755,2.177,0
0.605,0.757,1.918,0
1.008,2.353,-0.777,0
1.411,-0.23,0.135,0
0.721,0.256,0.228,0
1.376,-0.303,0.236,0
2.79,-0.414,0.299,0
0.858,1.77,0.806,0
1.726,0.504,0.306,0
0.604,-0.12,0.098,0
0.732,0.151,0.088,0
1.354,1.264,-0.39,0
0.709,0.387,0.406,0
2.393,-0.461,0.23,0
2.18,0.614,1.548,0
2.085,-0.403,-0.169,0
1.128,1.883,-0.506,0
2.107,0.583,0.809,0
2.125,-0.371,-0.158,0
1.326,-0.329,-0.176,0
1.071,-0.194,-0.079,0
1.713,-0.478,-0.221,0
0.887,0.359,0.312,0
1.018,-0.144,-0.048,0
1.356,1.442,-0.491,0
2.108,2.029,-0.544,0
1.979,0.586,-0.279,0
1.404,-0.221,-0.1,0
1.232,0.433,0.375,0
0.266,0.158,0.194,0
1.401,2.404,-0.665,0
1.616,-0.363,-0.138,0
0.631,1.342,2.041,0
0.301,0.313,0.459,0
1.934,1.666,0.695,0
1.797,0.708,0.401,0
0.945,2.874,0.998,0
3.048,0.992,0.453,0
2.228,-0.589,0.295,0
3.137,-0.603,0.545,0
1.625,-0.264,-0.088,0
0.813,-0.184,-0.065,0
2.448,-0.47,0.255,0
0.928,0.413,-0.108,0
1.961,0.67,0.452,0
1.044,2.337,-0.663,0
1.58,1.101,0.498,0
3.309,-0.469,0.254,0
1.749,-0.395,0.34,0
1.238,-0.275,0.149,0
1.025,2.406,-0.789,0
2.8,-0.421,-0.204,0
0.399,0.933,1.108,0
0.561,2.212,-0.644,0
0.562,0.563,0.474,0
2.525,-0.323,-0.149,0
-0.214,0.15,-0.075,0
2.048,-0.439,1.475,0
0.931,2.588,-1.01,0
0.552,0.581,-0.528,0
1.828,-0.377,-0.165,0
2.068,0.612,0.311,0
1.01,0.396,0.449,0
0.972,0.866,1.579,0
2.52,0.978,-0.317,0
-0.319,0.408,0.405,0
2.368,-0.557,-0.297,0
1.111,1.985,-0.639,0
1.058,2.634,-0.756,0
0.469,0.249,0.092,0
1.406,1.79,-0.444,0
3.375,-0.55,0.611,0
1.74,0.854,0.373,0
0.853,1.353,0.85,0
1.531,0.476,1.601,0
0.397,0.678,1.654,0
1.618,-0.42,0.321,0
-0.256,0.24,0.194,0
0.75,0.797,1.287,0
1.136,-0.243,-0.074,0
