@relation phoneme

@attribute Dcl numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
2.141,1.099,0.467,0
-0.303,0.236,-0.095,0
-0.482,-0.194,0.187,0
1.506,-0.454,-0.214,0
-0.79,2.613,0,0
0.405,-0.107,-0.059,0
-0.131,-0.085,-0.052,0
0.195,0.149,0.099,0
-0.397,0.273,0.114,0
0.234,0.087,0.071,0
1.792,-0.597,-0.244,0
1.16,-0.308,-0.124,0
-0.336,-0.142,0.106,0
-0.116,0.081,0.068,0
0.788,-0.221,-0.116,0
0.287,0.118,0.069,0
1.358,0.675,0,0
0.875,-0.484,1.482,0
-0.129,0.13,-0.057,0
0.842,0.709,-0.195,0
-0.147,0.116,-0.062,0
1.436,-0.266,-0.128,0
-0.382,-0.154,0.117,0
0.615,2.347,-0.777,0
0.492,0.489,0.525,0
0.324,0.427,0,0
0.21,0.17,-0.065,0
2.259,-0.708,0,0
-0.474,-0.203,-0.144,0
2.404,1.093,0.513,0
1.191,1.862,0.899,0
1.198,0.905,1.245,0
1.519,-0.45,-0.255,0
-0.232,0.179,-0.092,0
-0.338,-0.113,-0.081,0
-0.316,-0.155,0.12,0
0.764,0.319,0.187,0
-0.291,-0.145,-0.107,0
2.053,-0.661,-0.25,0
0.931,0,0,0
-0.521,-0.174,-0.115,0
0.243,0.208,-0.088,0
1.85,-0.578,-0.233,0
0.509,0.546,0.385,0
0.67,0.273,0.237,0
0.741,2.355,0,0
0.443,1.758,1.26,0
2.799,-0.786,0,0
-0.533,-0.26,-0.136,0
1.185,0.405,-0.195,0
-0.626,0.28,0.162,0
0.105,0.094,-0.05,0
-0.531,-0.168,-0.103,0
2.199,-0.573,-0.233,0
-0.572,-0.205,0.156,0
-0.689,0.293,-0.151,0
0.252,0.083,-0.052,0
0.467,-0.794,0,0
1.638,0.621,-0.535,0
0.971,0.315,-0.161,0
-0.614,-0.278,-0.178,0
-0.149,0.099,0.063,0
-0.092,0.095,-0.047,0
0.999,0.553,-0.157,0
0.292,0.157,-0.167,0
-0.363,0.211,0.145,0
-0.318,0.195,-0.41,0
0.414,0.448,-0.257,0
0.451,1.308,0,0
0.322,-0.099,0.112,0
1.129,0.649,0,0
1.897,-0.56,-0.294,0
0.444,-0.309,1.274,0
2.151,-0.598,-0.311,0
0.831,2.457,-0.836,0
0.244,0.579,0,0
-0.587,1.463,-0.486,0
-0.172,-0.073,0.076,0
-0.56,-0.274,-0.393,0
1.166,-0.304,0.269,0
-0.456,-0.209,0.159,0
1.945,0.737,0.362,0
0.56,0.674,0,0
-0.577,0.887,-0.272,0
0.493,0.339,-0.134,0
1.393,-0.351,-0.151,0
2.348,-0.639,-0.286,0
1.078,-0.445,0,0
0.588,1.978,-0.652,0
0.515,-0.73,0,0
2.48,0.914,-0.38,0
-0.279,0.231,-0.102,0
0.153,0.162,-0.062,0
-0.506,0.329,0,0
-0.416,0.309,0.398,0
0.479,0.679,-0.163,0
1.93,0.798,-0.367,0
0.371,0.441,0,0
1.884,-0.552,0,0
0.492,-0.883,0,0
-0.399,-0.197,-0.142,0
0.635,0.519,-0.39,0
2.064,-0.69,-0.308,0
-0.605,-0.191,0.793,0
1.064,-0.254,-0.094,0
-0.599,-0.252,-0.174,0
2.35,-0.636,0,0
1.028,-0.282,-0.136,0
0.326,-0.104,0.12,0
0.131,0.072,0.06,0
0.522,0.264,0.132,0
0.251,0.213,-0.097,0
-0.282,-0.127,-0.097,0
-0.427,-0.215,0.19,0
0.795,0.349,0.318,0
1.688,-0.397,0.269,0
2.365,-0.645,-0.329,0
2.024,-0.555,-0.271,0
-0.37,-0.137,-0.079,0
-0.374,0.226,0.161,0
-0.631,-0.292,-0.152,0
0.717,0.539,-0.427,0
-0.487,0.253,-0.233,0
-0.134,-0.093,-0.058,0
0.657,0.801,0.942,0
-0.084,0.091,0.062,0
0.794,0.26,0.168,0
-0.318,0.189,0.219,0
0.159,0.099,-0.089,0
-0.23,0.109,0.095,0
2.362,0.896,0.515,0
-0.78,-0.596,-0.315,0
-0.527,-0.224,0.154,0
0.174,0.153,0.075,0
-0.104,0.089,0.068,0
2.518,-0.974,0,0
1.094,0.594,-0.172,0
1.923,-0.525,0,0
2.209,-0.786,-0.323,0
1.94,0.695,0.653,0
2.537,-0.725,1.184,0
0.803,-0.215,-0.134,0
-0.562,0.319,0.275,0
0.75,-0.175,0.146,0
-0.546,-0.238,-0.174,0
1.527,0.771,-0.241,0
-0.131,0.094,-0.072,0
-0.397,0.42,1.126,0
-0.573,0.593,0.305,0
0.789,1.838,0,0
1.607,1.44,-0.784,0
0.849,2.496,-0.797,0
-0.463,-0.163,-0.101,0
2.147,-0.659,-0.316,0
-0.486,-0.243,-0.162,0
1.577,0.783,-0.34,0
1.145,0.575,-0.212,0
-0.344,-0.113,0,0
-0.327,-0.136,-0.086,0
1.672,1.092,0.594,0
0.745,0.409,-0.276,0
1.911,1.542,-0.597,0
0.309,0.479,0.546,0
-0.331,0.287,-0.174,0
1.817,1.39,-0.38,0
1.173,-0.221,-0.102,0
1.184,2.327,-1,0
-0.182,-0.091,0.111,0
1.491,0.617,0.503,0
0.3,0.227,-0.065,0
-0.309,0.223,-0.09,0
0.137,0.203,-0.139,0
-0.609,-0.304,-0.271,0
1.871,-0.6,-0.234,0
-0.431,-0.154,-0.076,0
0.381,0.925,0.949,0
-0.106,0.07,0.051,0
0.913,1.121,-0.47,0
-0.479,-0.19,0.205,0
2.168,1.21,0.553,0
1.267,0.717,-0.245,0
0.485,0.284,-0.18,0
0.841,2.189,0,0
-0.547,-0.242,-0.15,0
0.979,0.473,0.233,0
0.576,-0.368,0.977,0
-0.554,0.31,0.274,0
0.938,1.239,-0.376,0
-0.463,-0.193,-0.265,0
0.183,0.158,0.16,0
0.662,1.619,-0.467,0
0.866,-0.317,0.971,0
-0.234,0.129,0.093,0
0.468,0.778,0,0
0.564,0.812,0.315,0
0.324,0.477,0,0
-0.281,0.175,-0.086,0
-0.134,0.18,-0.066,0
-0.329,-0.176,-0.15,0
1.742,-0.424,0.243,0
-0.171,-0.156,0.598,0
1.74,-0.546,-0.227,0
2.206,-0.545,0,0
-0.266,0.525,0,0
0.845,1.461,-0.371,0
-0.433,-0.224,0.187,0
-0.53,1.223,-0.401,0
-0.493,-0.281,1.049,0
2.22,-0.713,0,0
0.992,0.625,0,0
0.507,-0.189,0,0
-0.485,0.312,-0.14,0
1.71,-0.43,0,0
-0.256,-0.123,0,0
-0.408,-0.24,-0.165,0
0.444,1.052,-0.295,0
2.677,-0.948,0,0
0.824,0.401,-0.174,0
0.524,1.885,1.707,0
0.864,0.482,1.072,0
0.99,0.264,0.15,0
1.087,0.569,0.385,0
2.72,-0.722,-0.384,0
2.21,-0.547,-0.289,0
-0.467,0.246,-0.159,0
-0.21,-0.097,-0.062,0
0.523,0.719,0.731,0
0.257,0.198,-0.09,0
2.489,-0.633,0,0
0.32,0.777,1.814,0
0.522,0.394,-0.206,0
1.23,0.983,1.141,0
-0.19,-0.068,0.064,0
2.018,0.773,0.715,0
-0.449,-0.163,-0.106,0
-0.622,-0.25,-0.145,0
0.717,-0.165,0.153,0
-0.606,0.65,0.875,0
1.106,0.58,0.271,0
1.313,1.501,-0.864,0
2.571,-0.796,0.434,0
0.882,0.984,1.251,0
-0.499,-0.284,-0.193,0
0.166,0.1,-0.094,0
-0.606,-0.239,0.203,0
1.271,-0.303,0.253,0
0.823,-0.403,0.201,0
-0.758,-0.252,-0.155,0
1.037,1.732,0,0
0.75,1.97,0,0
-0.258,-0.14,-0.084,0
-0.513,0.338,0.678,0
0.668,1.827,0,0
0.207,0.138,-0.072,0
1.568,0.656,-0.307,0
-0.111,-0.07,-0.053,0
1.263,-0.33,-0.142,0
1.159,0.508,-0.177,0
-0.414,-0.178,-0.119,0
-0.561,-0.211,0,0
1.044,2.069,-0.623,0
-0.557,-0.297,-0.264,0
1.146,0.434,-0.177,0
-0.606,-0.245,-0.158,0
1.667,-0.594,0,0
-0.49,-0.189,-0.12,0
-0.27,-0.128,-0.07,0
1.701,2.015,-0.673,0
2.242,-0.792,0.405,0
-0.287,-0.118,-0.069,0
0.672,0.336,0,0
1.833,-0.512,-0.233,0
0.685,0.398,-0.373,0
0.384,0.375,0.429,0
-0.33,1.068,-0.276,0
1.162,2.31,0,0
-0.439,0.242,0.196,0
-0.486,-0.188,0.191,0
0.337,-0.447,-0.559,0
2.031,-0.64,0,0
1.235,-0.285,-0.114,0
0.593,0.225,0.134,0
0.883,-0.24,0.154,0
-0.57,-0.218,-0.115,0
-0.229,0.134,-0.08,0
-0.159,-0.093,-0.059,0
-0.418,-0.151,-0.091,0
1.768,0.697,0,0
1.999,1.127,-0.534,0
-0.316,-0.17,0.116,0
-0.603,0.308,-0.146,0
-0.662,-0.25,-0.14,0
-0.421,-0.204,0.239,0
0.535,0.332,0.285,0
-0.536,1.041,-0.288,0
-0.254,-0.101,0,0
2.414,0.965,-0.41,0
1.436,1.811,-0.513,0
0.665,2.272,-0.859,0
2.474,-0.53,-0.307,0
2.547,-0.772,-0.377,0
-0.09,0.068,-0.04,0
-0.223,0.129,-0.079,0
1.175,1.894,0,0
1.101,0.498,0,0
0.403,0.529,1.194,0
0.91,-0.312,-0.166,0
2.033,-0.638,-0.266,0
-0.419,0.264,-0.277,0
0.539,1.303,-0.333,0
-0.43,-0.189,-0.166,0
-0.51,-0.296,0,0
-0.1,-0.07,0.052,0
0.43,0.15,0.309,0
0.542,0.591,0.749,0
0.18,0.122,0.067,0
-0.205,-0.078,0.067,0
1.178,1.742,0.843,0
-0.379,-0.537,0,0
2.246,-0.842,-0.441,0
-0.342,-0.179,-0.119,0
0.726,1.567,0,0
1.622,1.093,0,0
-0.264,-0.088,0,0
-0.118,0.073,0.045,0
0.408,0.405,-0.111,0
0.643,0.27,0.169,0
-0.449,0.295,0.271,0
0.368,-0.076,-0.047,0
2.947,-0.928,0,0
-0.442,0.295,-0.231,0
-0.604,-0.307,-0.356,0
0.389,-0.134,0.125,0
-0.429,0.276,1.019,0
0.129,0.075,0.061,0
-0.365,0.252,0.183,0
-0.664,0.32,-0.172,0
-0.475,-0.154,0.224,0
1.747,-1.156,0,0
1.328,-0.472,-0.209,0
0.563,0.474,0,0
-0.289,0.341,-0.452,0
1.465,-0.331,-0.129,0
0.657,1.209,0,0
0.286,0.468,-0.391,0
0.136,-0.074,-0.053,0
0.256,0.187,0.2,0
-0.124,0.095,-0.065,0
1.883,1.361,-0.453,0
0.265,0.111,-0.065,0
-0.15,0.084,-0.036,0
1.336,0.604,1.309,0
1.773,-0.575,0,0
2.692,1.077,-0.376,0
-0.321,-0.115,0.079,0
2.355,-0.791,0,0
0.143,0.164,-0.065,0
-0.321,0.208,0.15,0
1.09,0.576,-0.168,0
1.346,-0.557,-0.534,0
1.102,1.916,0,0
-0.442,-0.163,-0.105,0
0.543,1.353,-0.331,0
-0.46,1.452,-0.404,0
-0.119,-0.066,0.05,0
2.212,-0.644,0.327,0
2.04,0.897,0,0
1.846,0.741,-0.342,0
0.514,1.242,-0.393,0
1.815,-0.756,-0.331,0
-0.241,-0.087,0,0
1.276,0.833,-0.228,0
0.602,0.68,0,0
2.589,1.297,-0.544,0
-0.49,-0.202,0,0
0.513,0.373,-0.135,0
-0.495,-0.203,0.186,0
-0.487,0.522,0.291,0
-0.089,-0.053,0.039,0
0.158,0.194,-0.063,0
-0.174,-0.08,-0.047,0
-0.457,-0.242,-0.123,0
1.703,1.236,1.018,0
0.146,0.207,-0.123,0
0.894,1.979,-0.535,0
0.813,-0.202,-0.083,0
0.353,0.184,0.119,0
-0.121,-0.081,0.055,0
2.037,0.986,1.198,0
0.93,1.668,-0.542,0
1.323,0.685,0,0
0.518,0.343,0.651,0
1.509,-0.338,-0.16,0
-0.356,-0.297,0.746,0
0.394,0.182,-0.125,0
-0.333,-0.143,-0.097,0
0.375,0.249,-0.15,0
-0.487,-0.256,-0.206,0
-0.105,0.094,-0.049,0
-0.148,-0.069,-0.057,0
1.157,0.62,0,0
1.133,-0.278,-0.145,0
1.342,-0.401,-0.204,0
0.12,0.122,-0.173,0
0.627,0.313,0,0
0.816,0.301,-0.159,0
1.865,-0.605,0,0
0.197,0.084,0.085,0
2.791,-0.824,-0.381,0
-0.518,0.625,-0.199,0
1.523,-0.434,-0.216,0
1.073,0.387,-0.215,0
0.26,0.129,-0.074,0
1.359,-0.324,-0.126,0
-0.338,-0.131,-0.088,0
0.301,0.227,-0.065,0
1.064,1.996,-0.781,0
0.432,1.031,0,0
0.845,-0.238,-0.123,0
-0.28,-0.121,-0.067,0
0.172,0.092,-0.046,0
1.065,-0.617,1.332,0
-0.321,0.229,-0.096,0
-0.6,0.372,0,0
0.784,0.287,0.271,0
-0.472,-0.198,-0.127,0
1.751,0,0,0
2.727,-0.666,-0.323,0
0.136,0.112,0.112,0
0.279,-0.073,0.081,0
0.337,-0.154,-0.075,0
-0.337,-0.152,0.201,0
2.178,-0.401,0.533,0
1.468,1.001,-1.017,0
0.591,1.763,1.424,0
-0.153,0.076,0.055,0
0.684,-0.74,0,0
0.379,0.959,-0.256,0
0.176,0.214,-0.068,0
-0.208,-0.083,0.087,0
-0.525,-0.291,0.332,0
-0.601,-0.271,-0.136,0
0.329,0.523,1.063,0
1.179,0.363,-0.154,0
0.573,0.475,0.341,0
-0.387,0.776,-0.223,0
-0.285,0.148,-0.066,0
0.36,0.265,0.143,0
0.294,-0.075,0.066,0
-0.104,0.078,-0.051,0
0.555,0.261,-0.107,0
1.396,-0.502,-0.282,0
2.58,-0.724,0,0
2.314,-0.694,0,0
0.465,-0.174,-0.106,0
0.783,1.99,-0.709,0
2.762,-0.77,0,0
-0.283,-0.132,-0.066,0
1.628,1.282,0.712,0
0.107,0.102,-0.044,0
2.619,-0.613,-0.267,0
1.053,0,0,0
-0.327,0.195,-0.126,0
0.48,0.366,-0.179,0
1.838,0.714,0,0
0.817,0.332,0.162,0
1.877,-0.571,0,0
-0.301,-0.152,-0.109,0
0.81,1.203,0,0
0.617,0.197,-0.13,0
-0.12,0.098,-0.061,0
1.245,0.454,-0.188,0
-0.328,-0.385,1.379,0
1.064,-0.317,0,0
-0.415,-0.175,-0.116,0
-1.089,-0.444,-0.286,0
-0.13,0.102,0.091,0
-0.373,0.233,-0.341,0
-0.185,0.192,-0.071,0
0.663,0.266,-0.115,0
2.32,1.102,-0.359,0
0.629,0.268,0.137,0
1.321,-0.514,0,0
1.291,0.504,-0.197,0
0.433,0.375,-0.391,0
-0.232,0.129,0.101,0
-0.429,0.379,-0.141,0
1.245,0.508,-0.266,0
-0.586,0.312,0.159,0
-0.428,-0.213,-0.121,0
0.355,-0.085,-0.062,0
0.586,-0.279,1.408,0
-0.579,-0.232,-0.163,0
2.598,-0.678,0.399,0
0.735,0.557,1.132,0
-0.346,0.27,-0.174,0
-0.38,-0.156,-0.088,0
-0.393,-0.255,0.662,0
-0.248,-0.109,0.11,0
1.646,-1.219,-0.42,0
-0.438,0.256,-0.126,0
2.042,1.394,-0.447,0
-0.447,0.423,0.299,0
-0.253,-0.106,0.1,0
0.533,1.373,1.235,0
-0.414,0.213,0.166,0
0.131,0.1,0.059,0
0.567,0.246,0.138,0
0.598,1.065,0,0
2.052,0.729,-0.238,0
2.2,0.783,-0.478,0
0.151,0.088,0.089,0
0.992,0.406,0,0
-0.428,0.287,-0.181,0
-0.381,0.24,-0.269,0
-0.631,0.424,0,0
2.371,-0.781,-0.393,0
-0.391,-0.143,-0.089,0
-0.3,-0.128,-0.07,0
-0.502,-0.196,-0.137,0
-0.238,-0.12,0,0
-0.107,-0.047,-0.033,0
0.25,-0.078,0.075,0
0.772,0.489,-0.208,0
0.531,0.549,2.261,0
2.852,-0.841,-0.445,0
-0.379,-0.183,-0.118,0
0.816,0.65,-0.436,0
-0.64,-0.313,-0.165,0
0.272,0.451,-0.367,0
1.468,-0.438,-0.199,0
0.185,0.21,-0.075,0
-0.377,-0.281,0.723,0
0.294,0.24,0.441,0
-0.462,-0.216,-0.12,0
-0.47,0.26,0,0
-0.115,0.14,-0.076,0
-0.402,0.244,0.172,0
2.308,0.877,-0.369,0
-0.371,-0.151,-0.103,0
1.339,1.873,-0.671,0
-0.133,-0.078,0.108,0
1.516,-0.309,0.187,0
-0.387,0.243,-0.301,0
0.822,0.382,-0.175,0
0.812,0.348,0,0
2.549,0.834,0.376,0
0.828,0.7,0,0
-0.259,-0.102,0.09,0
2.458,-0.985,-0.459,0
-0.477,-0.179,-0.121,0
0.341,-0.092,-0.053,0
1.331,0.369,-0.164,0
-0.45,-0.19,-0.123,0
-0.115,-0.086,0.134,0
-0.1,0.079,0.054,0
-0.243,-0.074,0,0
-0.475,0.367,0.355,0
1.57,1.01,1.05,0
0.904,0.336,0,0
1.666,0.683,-0.224,0
0.419,-0.148,-0.416,0
2.228,-0.536,0.551,0
-0.374,-0.228,0.183,0
0.354,0.245,0.556,0
2.637,-0.73,0,0
1.232,1.637,0.785,0
0.644,1.642,1.58,0
0.294,0.469,-1.092,0
0.277,0.871,-0.201,0
-0.443,0.429,0.544,0
-0.124,-0.084,0.071,0
0.3,-0.081,-0.054,0
-0.446,-0.162,-0.1,0
0.581,-0.528,0,0
-0.477,-0.171,0,0
-0.538,0.417,0.337,0
-0.077,0.071,-0.098,0
0.426,1.818,1.201,0
0.482,0.283,-0.169,0
-0.414,-0.173,-0.117,0
0.22,0.202,0.565,0
1.666,0.695,-0.315,0
1.63,0.647,-0.518,0
0.52,2.045,0,0
1.656,1.123,-0.363,0
2.459,-0.652,-0.338,0
-0.323,0.333,-0.376,0
0.6,1.275,-0.375,0
1.964,0.776,-0.247,0
1.05,-0.462,0,0
-0.385,0.228,-0.124,0
-0.132,-0.085,-0.072,0
-0.361,0.215,0.596,0
1.916,-0.55,-0.535,0
1.248,-0.413,-0.182,0
1.117,0.572,0.85,0
-0.29,0.171,-0.099,0
-0.107,0.13,-0.053,0
0.507,1.837,0.985,0
-0.463,-0.259,0,0
2.661,-0.639,-0.415,0
2.769,-0.858,-0.372,0
1.839,0.707,-0.337,0
0.964,2.308,-0.968,0
-0.597,-0.245,-0.153,0
-0.459,0.22,0.156,0
0.206,0.208,-0.063,0
-0.599,0.624,1.298,0
-0.496,0.243,0.48,0
0.55,0.248,-0.141,0
2.572,-0.621,-0.272,0
0.15,-0.075,0.073,0
0.61,2.224,-0.794,0
0.982,-0.302,-0.129,0
1.297,-0.215,-0.097,0
-0.358,-0.158,0.272,0
0.681,0.306,0.115,0
1.614,1.259,1.062,0
-0.549,-0.189,0.132,0
-0.561,0.3,0.194,0
0.413,-0.096,-0.055,0
1.298,-0.443,0,0
-0.338,-0.368,0.421,0
-0.566,-0.245,-0.146,0
1.06,0.599,-0.229,0
-0.471,-0.192,0.185,0
-0.339,0.183,-0.11,0
0.184,0.141,0.128,0
-0.479,-0.19,0,0
0.46,0.663,0.73,0
1.358,0.719,0.838,0
0.73,1.236,0,0
1.285,-0.488,0,0
-0.15,0.117,-0.063,0
1.639,2.19,0,0
1.052,0.423,0,0
0.642,0.724,0,0
0.28,0.121,0.067,0
-0.532,-0.212,-0.111,0
1.827,1.038,-0.456,0
0.646,1.022,-0.311,0
2.131,1.183,0.535,0
-0.523,-0.207,-0.101,0
-0.238,-0.112,-0.051,0
1.027,-0.654,1.309,0
1.363,-0.373,-0.152,0
-0.499,-0.204,-0.136,0
-0.594,0.313,-0.147,0
-0.484,-0.181,-0.12,0
1.152,0.541,-0.517,0
0.159,0.091,0.078,0
2.218,-0.694,0.388,0
2.251,-0.703,-0.562,0
0.349,1.171,1.321,0
1.366,0.598,-0.285,0
0.156,0.145,-0.163,0
-0.51,2.262,-0.752,0
-0.487,-0.205,-0.147,0
0.89,0.369,-0.599,0
-0.424,0.422,0.617,0
-0.347,0.568,0.504,0
0.701,0.317,0.194,0
-0.357,-0.115,-0.073,0
-0.412,-0.232,0.504,0
1.618,-0.467,-0.205,0
2.043,0.909,0.646,0
2.416,1.356,0,0
-0.281,-0.138,-0.095,0
0.238,0.096,0.081,0
0.371,0.981,1.464,0
1.142,-0.564,0,0
0.228,0.275,-0.077,0
0.666,0.92,0.706,0
-0.112,-0.067,-0.05,0
0.363,0.243,0.533,0
0.699,1.809,-0.499,0
-0.18,0.093,0,0
2.043,0.909,0.646,0
2.118,1.064,-0.499,0
-0.624,-0.301,0,0
0.27,-0.258,0.607,0
0.415,1.402,2.043,0
-0.393,-0.158,-0.138,0
1.027,0.449,-0.241,0
1.448,2.1,-0.546,0
0.782,1.773,-0.534,0
-0.413,0.373,-0.166,0
-0.442,0.233,-0.134,0
-0.485,0.285,-0.111,0
1.176,-0.344,-0.18,0
-0.663,-0.215,-0.118,0
1.361,-0.372,-0.195,0
-0.113,-0.073,0.063,0
0.44,1.371,-0.439,0
0.293,0.182,-0.141,0
-0.561,0.349,-0.162,0
-0.985,-1.254,-0.473,0
2.036,-0.577,-0.398,0
0.717,1.903,-0.738,0
1.887,-0.593,0,0
0.502,-0.137,-0.052,0
-0.791,-0.35,0.217,0
-0.422,0.257,0.342,0
1.887,1.59,-0.572,0
0.495,-0.677,1.775,0
0.387,0.406,-0.129,0
0.743,1.17,1.056,0
-0.505,0.23,0.21,0
0.933,1.108,0.775,0
0.9,1.309,-0.495,0
2.403,1.178,-0.41,0
1.893,-0.988,0,0
1.5,-0.473,-0.197,0
-0.821,0.521,-0.205,0
1.433,2.052,0,0
-0.283,-0.135,-0.075,0
0.577,0.288,0.139,0
0.299,0.223,-0.393,0
-0.119,-0.065,-0.048,0
0.379,0.525,-0.853,0
1.919,-0.489,-0.206,0
0.309,0.495,0.921,0
-0.166,-0.088,-0.061,0
1.121,0.57,-0.448,0
1,1.202,-0.379,0
2.605,-0.826,-0.474,0
0.159,0.129,-0.139,0
0.485,0.537,0.408,0
2.307,-0.648,-0.342,0
0.274,0.148,-0.076,0
1.564,-0.498,0,0
-0.148,-0.073,-0.045,0
1.249,-0.341,0,0
0.686,0.849,-0.257,0
0.203,0.154,0.112,0
0.845,-0.253,-0.158,0
0.582,2.105,-0.626,0
1.114,0.415,-0.179,0
1.665,0.682,-0.224,0
0.553,1.518,1.325,0
0.423,-0.545,0,0
0.99,-0.264,0.15,0
0.3,0.177,-0.177,0
1.302,1.08,-0.349,0
1.314,1.811,-0.512,0
-0.331,0.433,1.298,0
-0.427,-0.206,-0.138,0
0.919,-0.192,0.148,0
0.834,1.39,-0.433,0
2.503,-0.768,-0.337,0
0.628,-0.346,0.99,0
1.476,1.128,-0.35,0
1.015,0.607,1.433,0
2.934,-0.96,-0.502,0
0.535,0.323,0,0
0.181,0.117,-0.067,0
1.795,0.842,0.416,0
-0.45,-0.187,-0.199,0
1.604,-0.353,-0.129,0
1.861,0.936,0.456,0
-0.589,0.295,0.18,0
0.179,0.133,-0.052,0
1.442,-0.491,-0.181,0
-0.144,0.084,0.088,0
0.827,0.671,0.478,0
1.158,0.556,-0.214,0
0.629,0.241,-0.1,0
-0.15,0.116,0.084,0
1.102,0.4,-0.164,0
0.634,0.259,0,0
-0.381,-0.161,-0.106,0
0.254,0.202,-0.089,0
1.589,1.38,0.692,0
0.194,0.483,0,0
1.43,0.691,-0.217,0
1.55,-0.431,-0.253,0
1.766,1.376,-0.47,0
0.945,-0.321,0.204,0
1.248,2.127,-0.652,0
0.851,0.469,-0.275,0
0.457,0.28,-0.155,0
-0.525,-0.225,0.157,0
0.163,0.236,-0.124,0
-0.256,-0.107,0.097,0
2.634,-0.859,0.611,0
2.52,-0.672,1.263,0
-0.483,-0.222,-0.151,0
1.302,1.773,-0.608,0
-0.433,1.578,-0.482,0
1.377,0.992,-0.478,0
0.797,0.537,0.432,0
0.747,0.853,-0.263,0
0.222,-0.066,0.053,0
0.717,0.833,-0.224,0
0.884,1.965,-0.617,0
1.652,1.081,-0.507,0
0.315,0.488,-0.181,0
0.256,0.226,-0.103,0
1.871,-0.51,0,0
-0.544,0.298,0.15,0
1.936,0.866,-0.264,0
2.694,-0.854,0.656,0
1.044,0.741,0,0
0.279,-0.087,-0.056,0
-0.464,-0.19,-0.145,0
0.718,0.319,-0.182,0
0.556,0.507,0.438,0
0.384,0.271,0.149,0
-0.123,-0.073,0.046,0
-0.137,0.094,-0.035,0
-0.121,0.093,0.073,0
1.412,-0.616,0,0
-0.112,0.131,-0.052,0
-0.68,0.476,0.682,0
-0.481,0.221,0.157,0
0.211,0.146,-0.076,0
0.434,-0.097,-0.057,0
-0.436,-0.268,0.322,0
-0.095,0.081,-0.047,0
-0.387,-0.202,-0.194,0
-0.366,0.529,0.511,0
-0.32,-0.146,0.128,0
0.681,0.426,-0.481,0
1.334,2.268,-0.653,0
2.676,-0.736,-0.438,0
-0.541,-0.186,0.129,0
0.157,0.141,-0.205,0
2.184,-0.89,0,0
-0.549,-0.194,0.145,0
2.243,-0.647,-0.297,0
-0.225,-0.094,0.095,0
1.073,0.488,-0.213,0
-0.26,-0.112,0.091,0
0.795,0.688,1.2,0
0.802,0.635,0.386,0
1.533,0.638,0,0
1.163,0.588,-0.29,0
1.768,0.56,-0.322,0
-0.601,-0.277,-0.151,0
0.993,0.561,0.251,0
2.284,-0.457,-0.185,0
2.359,-0.803,-0.314,0
0.275,0.618,-0.157,0
1.324,1.615,0,0
0.155,0.114,0.107,0
-0.348,-0.168,0.145,0
-0.264,-0.114,0.091,0
1.749,-0.741,0.434,0
0.884,-0.353,0.193,0
2.516,0.937,0.418,0
2.642,-0.676,-0.242,0
-0.243,0.106,-0.065,0
-0.521,0.324,0.76,0
-0.289,-0.122,0.109,0
-0.641,-0.265,-0.188,0
0.262,-0.461,1.012,0
2.029,-0.76,0.65,0
2.099,0.746,0.405,0
-1.117,1.757,0,0
2.406,-0.789,0.429,0
-0.502,0.367,0.594,0
0.521,0.439,0.422,0
0.428,-0.454,0,0
2.085,-0.991,0,0
0.815,1.027,-0.347,0
2.585,-0.599,0.462,0
0.848,1.092,-0.437,0
-0.47,-0.186,0.39,0
0.757,1.918,-0.502,0
1.698,0.848,-0.513,0
0.747,0.244,0.124,0
0.538,0.437,0,0
2.5,-0.732,0,0
-0.424,0.304,0.399,0
1.783,1.268,0,0
-0.581,0.292,-0.18,0
0.239,0.161,0.286,0
0.932,1.488,0,0
1.976,-0.459,-0.282,0
1.893,-0.551,0,0
-0.438,0.257,-0.125,0
0.505,0.34,-0.262,0
2.735,-0.781,0,0
-0.269,-0.098,0.086,0
1.624,-0.461,0,0
2.688,-0.692,-0.304,0
0.893,1.781,-0.507,0
1.132,0.486,-0.201,0
1.574,-0.348,-0.164,0
1.077,0,0,0
0.755,2.177,-0.769,0
1.372,0.678,-0.254,0
-0.524,0.464,-0.173,0
2.113,-0.532,-0.387,0
0.874,0.534,-0.175,0
-0.467,-0.223,-0.137,0
-0.291,0.212,-0.256,0
0.601,0.951,-0.329,0
1.688,1.054,1.12,0
0.313,0.669,-0.218,0
2.051,-0.56,0.573,0
2.372,-0.658,0,0
0.976,0.327,0.198,0
-0.356,-0.177,-0.107,0
0.515,1.191,-0.329,0
0.256,0.657,-0.183,0
1.014,-0.355,0.216,0
-0.372,-0.189,-0.148,0
-0.153,0.078,0.079,0
2.076,-0.524,-0.247,0
1.876,-0.723,-0.384,0
-0.647,0.588,0.287,0
1.518,-0.459,-0.233,0
-0.24,-0.096,0,0
0.355,0.497,1.253,0
0.384,1.008,-0.275,0
1.494,0.734,0.318,0
2.177,-0.644,-0.36,0
-0.219,-0.089,-0.055,0
1.384,1.631,-0.593,0
-0.196,-0.085,0.09,0
1.043,-0.234,-0.099,0
1.77,-0.782,0,0
0.67,0.452,0,0
1.314,0.928,-0.413,0
0.825,0.329,0.161,0
-0.328,0.351,-0.395,0
-0.927,-0.577,-0.297,0
