@relation phoneme

@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.589,2.079,0
1.764,-0.238,0
1.506,-0.684,0
0.91,-0.616,0
2.814,-0.202,0
1.335,0.13,0
0.661,0.104,0
2.04,0.454,0
0.385,-0.301,0
1.122,-0.798,0
0.758,0.746,0
0.549,1.773,0
-0.239,-0.06,0
0.767,0.078,0
0.46,1.282,0
1.234,-0.554,0
0.867,1.041,0
2.3,0.333,0
1.79,-0.127,0
1.099,-0.796,0
2.748,0.301,0
0.671,1.02,0
1.325,0.373,0
3.256,0.3,0
0.791,2.004,0
0.994,-0.148,0
2.524,0.238,0
1.803,0.483,0
1.421,-0.121,0
0.575,0.514,0
1.331,-0.101,0
1.598,0.319,0
2.222,-0.362,0
2.216,-0.173,0
0.533,1.954,0
2.733,-0.161,0
0.299,0.694,0
0.57,-0.254,0
0.29,0.162,0
1.217,0.693,0
2.512,1.421,0
1.63,-0.571,0
2.09,0.867,0
1.148,-0.623,0
0.788,0.093,0
1.99,0.179,0
1.17,-0.56,0
0.502,0.36,0
1.523,0.373,0
0.866,-0.591,0
0.703,-0.079,0
-0.356,0.091,0
1.517,0.182,0
2.657,0.417,0
-0.319,0.095,0
1.819,-0.135,0
1.634,-0.141,0
2.15,-0.182,0
0.782,-0.088,0
1.224,0.83,0
0.249,0.097,0
3.104,0.845,0
1.18,-0.114,0
0.962,1.051,0
1.632,-0.131,0
1.238,0.149,0
0.493,2.1,0
3.129,0.289,0
0.927,-0.273,0
1.328,0.45,0
3.054,0.31,0
1.908,0.25,0
1.367,0.14,0
2.039,-0.188,0
2.226,-0.161,0
1.156,-0.077,0
0.997,0.116,0
0.274,1.426,0
0.402,-0.677,0
1.097,-0.596,0
2.504,0.255,0
1.483,-0.188,0
2.248,-0.25,0
0.679,0.663,0
0.548,1.984,0
3.294,-0.203,0
0.464,0.257,0
1.541,-0.539,0
1.736,-0.502,0
0.926,-0.563,0
0.976,-0.532,0
1.224,0.494,0
2.265,0.677,0
1.328,-0.314,0
0.338,0.777,0
2.098,1.39,0
0.614,0.162,0
-0.266,0.091,0
2.255,0.299,0
1.744,-0.203,0
0.593,1.203,0
1.331,0.488,0
0.855,0.084,0
0.406,1.568,0
1.238,0.45,0
1.209,-0.669,0
1.018,-0.048,0
2.035,1.846,0
1.235,-0.661,0
1.762,1.081,0
2.26,0.244,0
2.003,0.273,0
3.018,0.233,0
1.315,-0.834,0
0.63,0.407,0
0.474,-0.234,0
0.681,1.01,0
2.238,-0.184,0
1.279,-0.579,0
1.976,-0.43,0
2.903,-0.301,0
2.557,0.578,0
0.791,-1.254,0
0.651,0.131,0
1.746,-0.183,0
1.994,-0.126,0
1.955,0.295,0
2.374,0.511,0
0.767,0.842,0
1.772,0.336,0
0.302,0.535,0
1.599,0.28,0
1.909,-0.189,0
1.782,0.448,0
0.726,1.575,0
0.53,0.081,0
0.464,0.495,0
0.544,0.096,0
2.386,0.321,0
0.591,0.236,0
0.786,-0.065,0
1.268,-0.841,0
2.246,-0.176,0
2.962,0.388,0
2.204,0.252,0
0.382,-0.469,0
2.526,-0.467,0
0.365,0.981,0
0.373,1.402,0
1.871,-0.141,0
2.458,-0.202,0
1.597,-0.55,0
1.125,-0.215,0
0.888,0.439,0
0.929,0.943,0
1.795,-0.269,0
1.974,-0.18,0
1.074,1.139,0
-0.273,0.11,0
-0.235,0.137,0
0.54,0.149,0
0.966,0.301,0
1.59,0.121,0
1.027,1.356,0
-0.319,0.405,0
2.226,0.229,0
1.682,1.275,0
0.975,1.022,0
0.693,0.131,0
-0.29,-0.071,0
1.291,0.541,0
0.342,-0.223,0
2.302,0.322,0
2.625,0.481,0
1.402,-0.768,0
1.349,-0.203,0
1.302,-0.474,0
2.174,0.206,0
1.605,0.236,0
0.57,-0.58,0
1.316,-0.723,0
1.249,-0.685,0
1.547,0.275,0
0.381,-0.263,0
2.389,-0.159,0
2.79,0.299,0
0.964,-0.756,0
0.425,1.916,0
2.693,-0.174,0
1.536,-0.623,0
0.484,1.838,0
1.791,-0.111,0
1.615,-0.487,0
3.348,-0.245,0
2.079,0.201,0
3.296,0.887,0
2.237,-0.496,0
0.455,2.31,0
1.923,-0.128,0
1.11,-0.08,0
1.023,-0.1,0
0.561,1.811,0
2.32,0.208,0
1.136,-0.638,0
1.896,1.479,0
1.009,0.366,0
-0.214,-0.075,0
1.05,0.202,0
1.933,-0.127,0
1.03,-0.391,0
2.47,0.231,0
2.261,0.275,0
2.51,0.659,0
-0.211,0.152,0
1.386,0.468,0
0.859,-0.622,0
2.481,0.312,0
2.885,0.451,0
1.012,-0.747,0
0.329,0.226,0
0.603,0.145,0
1.45,1.677,0
1.187,0.248,0
0.665,-0.073,0
1.662,-0.636,0
2.164,0.63,0
0.635,0.094,0
-0.241,-0.085,0
2.304,0.505,0
1.72,0.3,0
0.363,-0.789,0
1.267,0.575,0
2.21,1.029,0
0.729,1.728,0
1.017,1.076,0
1.505,-0.115,0
1.708,0.25,0
1.59,-0.121,0
0.875,1.339,0
2.243,0.28,0
2.735,-0.19,0
2.737,-0.336,0
1.561,0.236,0
2.203,0.783,0
0.536,-0.165,0
0.46,-0.74,0
2.457,-0.173,0
1.78,-0.639,0
1.624,-0.473,0
3.108,-0.263,0
2.908,-0.19,0
0.621,2.052,0
2.42,0.476,0
2.602,0.534,0
1.209,-0.73,0
0.574,1.189,0
1.147,-0.844,0
3.144,-0.261,0
2.776,0.853,0
0.365,0.981,0
2.555,0.26,0
0.52,-0.534,0
1.067,0.472,0
-0.2,0.071,0
0.583,0.326,0
2.692,0.348,0
2.041,0.237,0
0.789,0.672,0
3.04,-0.265,0
1.796,0.406,0
-0.23,0.113,0
2.591,0.534,0
1.104,0.679,0
2.402,-0.654,0
2.655,0.575,0
-0.29,-0.071,0
0.804,-0.782,0
1.334,0.168,0
2.614,0.512,0
0.589,1.963,0
0.863,0.099,0
0.353,1.574,0
2.215,0.337,0
2.984,0.352,0
1.303,0.463,0
1.991,0.194,0
1.87,0.327,0
0.548,1.674,0
2.545,0.227,0
0.268,0.996,0
1.077,0.769,0
0.847,-0.703,0
0.295,0.215,0
1.697,0.284,0
1.334,0.556,0
2.187,0.606,0
1.395,-0.752,0
0.845,-0.56,0
1.88,-0.49,0
0.704,0.915,0
1.068,-0.747,0
2.735,-0.187,0
2.292,-0.212,0
1.368,-0.692,0
1.497,0.493,0
0.32,0.082,0
1.307,0.332,0
1.81,-0.125,0
0.974,-0.586,0
1.123,-0.071,0
1.112,1.062,0
1.178,0.128,0
0.967,-0.79,0
2.202,-0.156,0
1.801,-0.251,0
2.763,-0.173,0
1.65,0.333,0
0.245,-0.427,0
1.452,0.63,0
0.636,1.762,0
1.344,-0.103,0
0.795,0.108,0
1.713,-0.221,0
0.344,0.508,0
0.791,0.733,0
2.486,0.28,0
1.885,0.174,0
1.073,-0.08,0
1.336,-0.104,0
1.169,0.235,0
2.821,0.415,0
1.064,-0.798,0
1.871,0.776,0
0.787,-0.741,0
1.9,-0.474,0
2.299,0.344,0
0.421,0.121,0
0.583,0.091,0
0.283,0.156,0
2.696,-0.288,0
0.972,0.083,0
2.063,0.231,0
2.122,0.327,0
0.283,0.456,0
0.875,-0.078,0
2.311,-0.152,0
-0.273,0.27,0
1.505,0.698,0
0.547,0.904,0
0.476,-0.264,0
1.165,-0.1,0
2.261,-0.195,0
-0.805,-0.151,0
0.529,0.172,0
1.631,0.34,0
2.054,-0.203,0
3.001,-0.171,0
0.468,-0.064,0
2.848,-0.215,0
2.701,0.416,0
0.51,0.16,0
0.453,0.946,0
2.278,1.631,0
1.288,0.442,0
2.169,-0.253,0
0.441,-0.08,0
0.276,-0.545,0
1.792,-0.124,0
0.225,0.264,0
1.135,-0.517,0
1.493,0.304,0
0.745,0.264,0
2.681,-0.181,0
2.823,-0.127,0
1.433,-0.289,0
-0.234,0.176,0
2.175,0.548,0
1.298,0.109,0
0.41,0.671,0
0.322,-0.096,0
0.964,0.849,0
0.494,-0.643,0
2.678,0.32,0
0.906,0.38,0
1.791,0.264,0
0.832,0.835,0
-0.331,-0.066,0
2.549,0.268,0
0.779,-1.354,0
2.749,0.301,0
2.585,0.701,0
1.346,0.679,0
1.039,0.679,0
1.469,1.012,0
0.888,1.646,0
0.351,2.105,0
1.585,1.145,0
0.825,0.257,0
2.044,1.239,0
0.475,2.294,0
0.819,-0.627,0
0.825,-0.892,0
0.428,2.32,0
1.259,-0.598,0
0.604,2.193,0
2.844,0.512,0
1.858,-0.432,0
1.769,-0.236,0
0.672,1.99,0
1.023,0.901,0
2.79,-0.266,0
3.553,-0.26,0
0.788,0.133,0
2.97,-0.158,0
1.92,0.27,0
1.848,-0.135,0
1.568,-0.261,0
0.417,-0.73,0
1.783,0.249,0
0.854,-0.659,0
0.496,0.936,0
0.327,-0.084,0
1.762,0.454,0
1.824,0.347,0
0.859,-0.688,0
1.066,-0.791,0
0.97,0.265,0
2.142,0.457,0
0.913,0.831,0
0.615,0.079,0
1.817,-0.358,0
2.689,-0.337,0
0.904,1.594,0
1.473,0.714,0
0.728,0.101,0
1.948,0.563,0
0.824,-0.686,0
3.228,-0.288,0
0.448,0.089,0
1.111,0.258,0
0.901,1.194,0
1.436,-0.653,0
1.558,-0.136,0
1.257,-0.762,0
3.087,-0.252,0
0.858,0.189,0
2.609,-0.262,0
1.473,-0.073,0
1.326,-0.176,0
1.116,-0.575,0
2.973,-0.241,0
1.5,-0.459,0
1.98,1.252,0
1.008,-0.895,0
1.027,-0.68,0
2.8,-0.204,0
1.357,-0.331,0
1.839,-0.112,0
0.358,-0.222,0
2.015,1.552,0
-0.22,0.09,0
-0.317,0.126,0
3.03,0.243,0
3.17,-0.281,0
1.851,0.286,0
0.624,1.077,0
2.158,-0.259,0
1.413,-0.54,0
1.695,-0.233,0
0.632,1.443,0
1.261,-0.77,0
0.316,0.087,0
0.253,1.242,0
1.431,0.473,0
2.257,-0.238,0
0.297,0.222,0
1.18,0.741,0
0.46,0.909,0
0.329,1.537,0
1.182,-0.091,0
0.514,1.52,0
1.066,0.682,0
-0.242,0.188,0
0.727,1.807,0
0.555,1.59,0
-0.78,-0.493,0
1.865,1.097,0
-0.276,-0.07,0
0.48,1.296,0
2.083,0.67,0
2.637,0.264,0
0.384,0.525,0
2.16,0.221,0
1.116,0.624,0
0.59,0.834,0
2.529,0.423,0
0.973,1.023,0
2.561,0.802,0
1.538,0.191,0
0.987,0.437,0
2.276,-0.189,0
2.511,0.233,0
1.937,-0.257,0
1.436,-0.659,0
0.593,1.118,0
1.319,0.196,0
2.943,0.472,0
0.619,0.086,0
2.295,0.403,0
1.482,-0.13,0
0.814,1.07,0
0.553,1.658,0
2.723,0.318,0
1.461,0.666,0
3.172,-0.194,0
1.403,-0.336,0
2.527,0.336,0
0.418,1.724,0
-0.188,0.603,0
0.928,-0.108,0
2.292,-0.353,0
2.206,0.225,0
2.246,0.255,0
3.204,0.383,0
-0.306,-0.087,0
3.408,-0.215,0
1.216,0.729,0
2.185,0.206,0
0.582,0.178,0
0.373,0.423,0
3.262,-0.285,0
1.063,0.72,0
0.656,1.481,0
1.985,-0.162,0
0.453,1.701,0
-0.217,0.159,0
0.66,0.068,0
2.673,0.691,0
3.283,0.342,0
0.355,0.095,0
2.345,1.402,0
0.519,0.14,0
0.659,1.318,0
-1.062,0.403,0
2.29,-0.155,0
2.557,-0.143,0
0.725,1.092,0
3.345,0.751,0
1.762,-0.448,0
2.272,-0.186,0
0.333,-0.073,0
0.411,-0.073,0
1.16,0.394,0
2.759,-0.184,0
1.677,-0.109,0
0.944,-0.107,0
2.559,-0.147,0
1.155,0.227,0
0.605,1.918,0
1.919,0.274,0
2.072,0.583,0
-0.213,0.099,0
0.57,0.145,0
1.773,-0.123,0
2.24,0.233,0
0.817,1.705,0
1.182,-0.7,0
1.735,0.443,0
2.52,-0.317,0
1.625,-0.088,0
1.825,0.296,0
1.011,-0.696,0
2.111,0.214,0
1.372,-0.1,0
2.55,-0.222,0
1.65,-0.58,0
2.214,-0.219,0
2.498,0.243,0
1.537,0.581,0
1.312,0.464,0
1.103,-0.458,0
0.551,0.686,0
0.524,-0.331,0
1.004,-0.928,0
1.893,-0.432,0
-0.321,1.244,0
2.334,0.253,0
0.472,1.996,0
1.933,0.487,0
3.003,0.827,0
-0.263,0.069,0
-0.302,-0.083,0
1.574,0.62,0
2.01,0.314,0
1.182,-0.991,0
0.391,1.694,0
0.97,0.265,0
1.674,-0.348,0
3.137,0.545,0
2.328,-0.201,0
2.777,-0.227,0
0.461,0.17,0
0.652,0.128,0
1.789,0.268,0
0.967,0.094,0
-0.217,0.159,0
1.136,-0.517,0
2.307,0.378,0
0.346,2.196,0
-0.549,-1.359,0
2.68,0.265,0
1.931,-0.618,0
0.662,1.093,0
0.475,1.637,0
2.927,0.367,0
1.237,0.443,0
0.34,1.308,0
1.463,-0.523,0
2.716,-0.475,0
0.673,0.194,0
0.359,0.149,0
0.9,1.297,0
0.788,1.37,0
2.209,-0.142,0
2.238,0.247,0
1.034,-0.732,0
3.087,-0.29,0
3.145,1.274,0
2.122,-0.388,0
1.107,0.776,0
3.303,-0.186,0
0.577,0.835,0
0.476,2.347,0
2.01,-0.128,0
0.234,0.469,0
0.786,0.702,0
3.332,-0.292,0
1.798,-0.177,0
0.666,-0.273,0
2.118,-0.487,0
0.416,2.135,0
0.775,0.176,0
-1.012,1.599,0
-0.298,0.079,0
0.79,1.747,0
0.399,-0.156,0
0.392,0.206,0
0.592,1.236,0
1.441,-0.593,0
2.407,-0.18,0
1.719,0.37,0
0.266,0.194,0
1.752,0.371,0
1.246,0.192,0
2.259,-0.148,0
1.618,0.321,0
1.961,-0.342,0
1.097,-0.596,0
1.055,-0.547,0
0.591,0.141,0
2.032,0.287,0
1.557,0.283,0
2.139,-0.32,0
1.459,1.016,0
0.495,2.321,0
1.834,-0.106,0
1.24,0.129,0
-0.37,-0.077,0
2.132,-0.205,0
1.749,-0.183,0
2.019,0.629,0
0.496,1.781,0
2.363,-0.153,0
2.155,0.318,0
-0.294,-0.072,0
0.616,1.569,0
0.675,-0.202,0
0.346,0.454,0
1.029,-0.663,0
1.601,-0.132,0
0.806,-0.756,0
2.311,-0.289,0
0.773,1.076,0
1.351,-0.138,0
0.774,1.578,0
1.223,0.217,0
0.67,1.477,0
1.274,-0.1,0
1.752,-0.341,0
1.013,-0.383,0
0.639,0.549,0
1.029,-0.672,0
1.52,-0.129,0
1.03,0.219,0
1.247,0.482,0
2.369,-0.198,0
0.342,2.155,0
0.924,-0.073,0
0.678,1.131,0
3.42,-0.245,0
0.585,0.086,0
0.931,-1.01,0
0.97,0.141,0
0.678,2.1,0
2.013,-0.6,0
1.663,-0.196,0
0.718,-0.085,0
0.349,-0.276,0
0.639,0.13,0
1.934,-0.211,0
2.848,0.483,0
0.484,2.007,0
2.641,0.229,0
2.002,1.461,0
2.396,1.399,0
0.65,-0.071,0
2.589,-0.277,0
2.345,0.399,0
2.581,-0.227,0
0.372,0.48,0
1.749,-0.431,0
3.252,0.702,0
0.97,0.366,0
1.714,0.22,0
0.598,2.198,0
1.064,1.11,0
0.28,-0.186,0
0.538,-0.097,0
2.583,-0.17,0
1.694,0.667,0
2.711,0.307,0
1.494,-0.413,0
1.231,0.131,0
2.682,0.317,0
1.393,-0.666,0
0.929,1.115,0
1.212,-0.081,0
2.031,0.271,0
1.161,0.877,0
1.8,0.217,0
2.442,0.233,0
1.253,-0.097,0
0.661,2.273,0
2.695,0.309,0
0.326,-0.788,0
1.249,0.161,0
1.099,1.203,0
0.89,0.245,0
1.291,-0.132,0
2.844,0.422,0
0.508,-0.066,0
1.345,-0.089,0
2.24,-0.171,0
1.733,0.77,0
1.631,0.34,0
2.116,-0.166,0
1.283,-0.108,0
2.472,-0.149,0
3.162,-0.255,0
1.233,-0.468,0
1.634,-0.121,0
2.94,0.4,0
1.89,-0.65,0
0.954,0.116,0
0.356,0.497,0
2.014,-0.168,0
0.312,0.074,0
2.888,-0.222,0
0.738,0.208,0
1.552,0.323,0
1.363,0.156,0
1.658,-0.567,0
1.931,-0.207,0
0.568,0.887,1
0.496,1.696,1
0.837,0.916,1
1.938,1.274,1
0.471,2.121,1
0.685,-0.687,1
0.593,1.154,1
0.654,0.404,1
3.149,0.85,1
0.627,0.294,1
0.794,0.913,1
1.203,0.804,1
0.504,0.889,1
0.887,1.122,1
0.876,-0.853,1
0.801,-0.743,1
0.617,1.338,1
0.705,1.585,1
0.861,2.039,1
0.753,-0.547,1
0.511,0.573,1
3.296,0.722,1
0.675,-0.755,1
0.615,2.074,1
0.932,-0.707,1
1.074,1.111,1
0.341,1.026,1
0.629,0.911,1
0.638,0.85,1
1.478,1.155,1
2.402,-0.458,1
0.483,1.404,1
0.613,1.203,1
2.116,0.391,1
0.397,0.683,1
0.701,1.152,1
0.411,0.959,1
1.018,-0.43,1
0.522,1.744,1
1.13,1.29,1
0.424,2.001,1
0.596,1.056,1
2.352,-0.325,1
0.797,1.68,1
0.405,0.681,1
1.263,0.971,1
0.293,-0.332,1
0.214,0.45,1
0.492,0.847,1
0.87,2.123,1
0.676,0.924,1
-0.397,-0.743,1
0.546,1.665,1
0.96,-0.753,1
0.618,1.067,1
1.846,1.53,1
0.638,1.742,1
1.323,-0.618,1
1.412,1.31,1
0.722,-0.999,1
1.647,1.16,1
1.176,0.714,1
1.63,1.155,1
2.094,0.607,1
-0.329,-0.597,1
0.391,2.21,1
1.4,1.303,1
0.509,0.749,1
0.924,-0.625,1
0.602,-0.748,1
0.552,1.926,1
1.65,1.805,1
2.68,0.763,1
0.434,1.443,1
0.596,1.204,1
1.08,-1.124,1
1.185,0.977,1
1.414,-0.299,1
1.765,-0.355,1
1.171,1.831,1
0.773,1.222,1
0.567,1.247,1
0.781,-0.787,1
1.268,0.863,1
-0.298,-1.084,1
0.923,0.668,1
0.475,1.339,1
1.254,0.698,1
1.226,1.044,1
0.719,1.245,1
1.953,0.559,1
1.692,0.901,1
1.054,-0.724,1
1.814,0.741,1
2.161,1.08,1
2.371,0.602,1
1.257,1.406,1
0.627,2.078,1
0.357,2.419,1
0.598,0.636,1
0.548,0.836,1
0.665,1.111,1
0.499,1.557,1
1.958,0.615,1
0.623,0.915,1
0.676,-0.554,1
1.532,0.86,1
1.132,-0.601,1
0.707,-0.562,1
0.541,1.579,1
0.509,-0.312,1
1.283,0.79,1
0.812,-0.564,1
1.233,-0.547,1
0.809,-0.604,1
0.7,1.886,1
1.93,1.343,1
0.789,2.106,1
0.45,1.317,1
0.905,0.987,1
0.463,1.13,1
1.345,0.769,1
0.648,2.168,1
0.263,0.476,1
0.473,1.616,1
1.131,1.918,1
0.885,-0.405,1
0.509,1.578,1
0.964,-0.559,1
2.133,0.436,1
0.921,-0.81,1
1.285,0.435,1
3.202,0.624,1
0.816,-0.591,1
0.732,1.698,1
0.512,1.683,1
0.852,1.245,1
1.392,0.476,1
0.457,1.601,1
0.514,0.725,1
0.542,0.954,1
0.749,0.986,1
1.444,0.716,1
0.827,1.191,1
0.753,1.907,1
0.534,1.363,1
0.567,1.194,1
2.41,0.484,1
0.415,1.861,1
0.741,-0.842,1
0.774,1.417,1
2.617,0.653,1
0.496,1.117,1
0.985,1.072,1
1.008,-0.625,1
0.603,2.053,1
0.606,1.168,1
0.56,0.949,1
-0.812,-0.465,1
1.048,1.328,1
0.542,1.853,1
-0.263,-0.581,1
0.58,1.264,1
0.551,0.914,1
0.628,1.116,1
3.218,0.71,1
0.624,1.151,1
0.798,0.796,1
1.133,-0.601,1
0.753,0.942,1
2.68,0.763,1
0.58,1.108,1
2.829,1.401,1
0.768,0.546,1
0.496,1.548,1
0.698,0.776,1
0.71,1.498,1
0.947,-0.911,1
0.837,0.895,1
2.367,0.751,1
0.697,1.233,1
0.635,1.116,1
-0.297,1.205,1
0.587,1.021,1
0.172,-0.439,1
1.279,-0.533,1
1.392,-0.629,1
0.811,2.122,1
0.556,1.111,1
0.626,2.22,1
0.184,-0.496,1
0.563,1.186,1
0.614,0.449,1
0.419,1.248,1
1.069,1.049,1
0.625,0.618,1
1.042,-0.728,1
1.325,0.701,1
2.156,1.281,1
1.166,0.952,1
-0.256,-0.954,1
0.965,0.958,1
0.573,1.495,1
0.715,0.849,1
0.411,1.529,1
0.685,2.078,1
1.308,0.99,1
1.623,0.726,1
0.85,1.021,1
0.817,-0.679,1
0.303,1.548,1
0.674,0.894,1
2.286,0.269,1
1.68,0.633,1
0.965,0.638,1
1.125,1.147,1
0.744,2.221,1
0.698,0.741,1
0.509,1.332,1
0.452,0.462,1
2.523,0.863,1
2.31,0.748,1
0.907,-0.617,1
0.735,2.285,1
0.515,1.668,1
0.292,1.273,1
2.202,0.436,1
1.125,1.191,1
2.114,-0.23,1
0.62,0.949,1
0.67,0.978,1
0.659,1.769,1
0.598,0.635,1
0.299,1.123,1
0.722,-0.392,1
0.768,1.657,1
0.546,1.11,1
0.746,0.393,1
1.915,-0.662,1
0.443,2.5,1
0.754,1.265,1
0.219,0.873,1
1.113,1.019,1
0.63,0.917,1
0.585,1.343,1
0.588,1.854,1
-0.166,-0.408,1
1.166,0.736,1
0.55,1.13,1
1.331,0.887,1
0.351,1.423,1
0.883,0.842,1
1.666,1.432,1
0.973,0.678,1
0.827,1.827,1
0.661,1.246,1
0.719,1.546,1
0.871,-0.54,1
2.706,0.903,1
1.881,1.629,1
1.502,-0.692,1
0.427,1.374,1
0.951,1.058,1
0.824,-0.602,1
0.648,1.075,1
0.414,-0.634,1
0.926,0.679,1
0.757,0.757,1
0.583,0.937,1
0.891,2.313,1
0.495,1.905,1
0.57,-0.591,1
0.973,1.282,1
1.011,0.796,1
0.514,0.813,1
0.767,1.507,1
0.9,-0.649,1
1.385,1.338,1
0.773,-0.596,1
1.405,-0.701,1
0.331,1.11,1
0.958,2.169,1
0.705,1.02,1
0.769,0.71,1
0.434,0,1
0.592,-0.555,1
1.651,0.625,1
1.059,-0.874,1
0.502,0.864,1
0.535,1.079,1
1.233,0.942,1
0.332,-0.699,1
0.962,-0.78,1
0.457,1.058,1
2.302,0.369,1
-0.088,-0.326,1
0.642,0.761,1
2.407,0.749,1
0.964,-0.753,1
0.769,1.576,1
2.328,-0.148,1
1.556,-0.526,1
0.915,-0.668,1
1.445,0.716,1
2.734,0.416,1
0.67,0.839,1
2.329,0.7,1
1.119,-0.864,1
0.396,-0.54,1
-0.341,-0.623,1
1.168,-0.494,1
0.854,0.584,1
0.765,1.373,1
0.606,1.305,1
1.201,0.768,1
0.594,0.676,1
1.256,0.884,1
0.753,-0.546,1
2.218,-0.313,1
0.454,0.713,1
3.172,0.623,1
0.334,-0.651,1
0.591,0.632,1
0.508,0.927,1
1.664,-0.71,1
0.732,1.432,1
0.352,1.879,1
0.632,1.327,1
2.776,0.474,1
0.67,-0.384,1
0.585,0.809,1
0.834,1.409,1
0.652,1.213,1
0.486,1.553,1
0.474,1.311,1
1.929,-0.3,1
0.77,1.142,1
1.598,0.708,1
1.595,0.705,1
0.38,0.714,1
0.75,2.181,1
0.808,-0.511,1
0.515,1.668,1
0.854,1.221,1
0.954,1.696,1
0.653,0.62,1
0.64,1.899,1
0.697,2.289,1
0.49,1.816,1
1.673,-0.351,1
0.758,1.905,1
0.589,0.899,1
1.554,-0.409,1
0.499,1.597,1
0.742,1.419,1
0.724,1.233,1
0.581,1.122,1
1.935,-0.473,1
0.577,1.54,1
1.402,-0.409,1
2.708,0.369,1
0.443,0.65,1
0.638,0.73,1
0.394,2.066,1
1.129,-0.542,1
0.953,1.212,1
0.94,-0.982,1
1.963,1.48,1
0.656,0.485,1
0.613,1.183,1
1.319,1,1
1.47,-0.437,1
2.804,0.927,1
1.082,-0.575,1
2.082,0.603,1
0.969,1.683,1
0.387,0.639,1
0.414,-0.633,1
0.482,-0.875,1
0.844,2.52,1
2.068,-0.297,1
0.903,0.648,1
0.704,1.268,1
1.09,1.114,1
1.284,1.508,1
1.177,-0.463,1
0.635,0.514,1
0.666,-0.366,1
0.714,0.353,1
0.805,0.64,1
0.99,0.943,1
0.397,0.421,1
0.594,-0.693,1
0.385,1.504,1
0.378,2.463,1
0.494,0.887,1
0.297,1.412,1
1.413,0.69,1
0.61,0.791,1
0.607,0.993,1
0.413,0,1
2.253,-0.457,1
0.441,0.757,1
0.322,0.521,1
0.79,1.416,1
0.594,-0.808,1
0.431,1.326,1
0.468,0.825,1
1.018,1.108,1
1.333,1.261,1
0.603,1.006,1
1.065,1.27,1
0.915,1.984,1
0.474,0.861,1
0.51,1.566,1
0.627,2.079,1
2.312,-0.381,1
0.544,0.468,1
1.333,-0.562,1
0.534,1.3,1
0.543,1.125,1
0.82,1.064,1
0.574,2.314,1
0.846,1.299,1
1.391,2.097,1
0.381,0.869,1
1.214,1.077,1
0.594,0.942,1
0.158,0.547,1
0.483,1.404,1
1.555,-0.56,1
0.821,0.89,1
1.809,0.456,1
0.637,1.189,1
0.52,2.105,1
1.449,-0.52,1
0.532,1.36,1
0.845,2.423,1
1.678,0.932,1
0.635,0.453,1
0.458,1.811,1
1.688,0.627,1
0.398,1.72,1
0.656,1.496,1
0.672,2.422,1
0.577,1.267,1
0.329,1.513,1
0.722,-0.604,1
0.187,0.863,1
1.665,-0.371,1
0.688,2.2,1
0.312,0.351,1
0.582,1.101,1
1.602,-0.576,1
1.016,1.009,1
0.909,-0.531,1
1.435,-0.378,1
0.376,1.729,1
0.639,0.671,1
1.06,2.435,1
0.474,2.735,1
0.526,0.862,1
1.848,0.741,1
1.904,-0.309,1
0.802,1.568,1
0.485,-0.982,1
1.215,-0.318,1
0.601,-0.771,1
0.462,1.248,1
0.921,2.318,1
0.433,0.719,1
0.701,1.669,1
0.611,-0.446,1
2.223,1.384,1
0.599,1.921,1
0.563,1.569,1
1.229,0.608,1
0.733,1.247,1
2.294,-0.396,1
0.911,1.985,1
2.644,0.394,1
0.863,0.915,1
2.347,-0.317,1
1.471,1.503,1
0.593,1.406,1
0.488,2.657,1
0.362,1.387,1
0.559,1.421,1
2.627,-0.469,1
1.253,-0.668,1
0.671,1.233,1
1.709,0.695,1
1.029,0.89,1
0.862,0.827,1
2.302,-0.137,1
0.458,0.664,1
0.817,-0.679,1
0.813,1.662,1
3.057,0.59,1
1.367,-0.44,1
0.573,1.495,1
0.749,-0.97,1
0.827,0.986,1
0.785,1.792,1
0.471,0.907,1
1.07,-0.61,1
1.167,-0.516,1
0.555,1.481,1
0.56,0.828,1
0.406,1.704,1
0.68,1.552,1
1.016,2.047,1
0.588,1.501,1
2.082,-0.401,1
0.526,0.918,1
0.832,1.274,1
0.724,0.52,1
0.809,1.768,1
0.991,0.869,1
0.753,1.923,1
0.647,0.556,1
0.639,0.926,1
0.509,1.248,1
0.678,1.745,1
0.526,1.108,1
0.257,0.905,1
2.206,-0.407,1
1.414,1.857,1
0.543,1.936,1
1.199,1.051,1
0.506,0.837,1
1.352,0.861,1
0.55,1.995,1
1.621,-0.6,1
0.635,0.453,1
2.194,-0.357,1
1.93,1.596,1
0.548,1.319,1
0.86,0.993,1
0.72,1.896,1
1.132,1.763,1
0.846,1.537,1
0.722,0.732,1
0.605,1.409,1
1.543,1.724,1
2.525,-0.326,1
1.093,0.697,1
0.852,1.811,1
1.188,-0.667,1
1.057,1.318,1
-0.709,-1.135,1
1.2,1.386,1
0.843,0.939,1
1.042,-0.652,1
0.721,1.228,1
0.19,-0.344,1
0.678,0.914,1
0.443,0.65,1
0.552,1.504,1
0.99,0.833,1
0.82,1.641,1
0.82,1.641,1
1.407,1.962,1
1.183,-0.473,1
0.951,1.058,1
0.576,0.82,1
0.77,0.881,1
1.666,1.431,1
0.75,1.019,1
0.349,1.579,1
1.512,0.469,1
0.317,1.238,1
1.105,-0.658,1
