@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
159,26.11111,29.555555,-2.666667,-1.802554,4
77,32.77778,37.666668,-7.666666,-2.12336,4
95,46.851852,56.333332,-11.888889,-1.970802,4
32,56.37037,72.77778,-23.444445,-2.060607,4
104,57.333332,68.22222,-13.666667,-1.985221,4
102,51.703705,64.333336,-16.444445,-2.009854,4
69,36.962963,40.22222,-0.888889,-1.640134,4
65,60.148148,73.888885,-19.11111,-2.041901,4
77,40.22222,48.22222,-9,-1.932066,4
124,38.592594,46.22222,-8.111111,-1.907502,4
119,39.851852,48.22222,-10.888889,-2.006,4
116,61,76.44444,-25.666666,-2.161793,4
25,70.44444,89,-29.333334,-2.13042,4
128,53.25926,67.111115,-20.777779,-2.091927,4
28,62.407406,79.111115,-26.88889,-2.144507,4
121,41.037037,49.444443,-10.777778,-1.995536,4
25,44.814816,55,-15.777778,-2.11881,4
127,40.74074,48.22222,-8.222222,-1.908348,4
67,64.74074,80.44444,-22.88889,-2.076662,4
57,65.703705,79.44444,-18.777779,-2.030703,4
158,8.444445,12.222222,-4.333334,-1.943449,4
162,8.37037,12,-5.111111,-2.044946,4
73,58.814816,70.111115,-14.444445,-1.996907,4
105,58.62963,70.333336,-15.888889,-2.032243,4
140,23,32.22222,-15.333333,-2.167262,4
96,55.148148,61,-3.111111,-1.720468,4
112,59.148148,73.333336,-20.777779,-2.078463,4
20,65.18519,81.66667,-26.222221,-2.133031,4
62,61.037037,76.22222,-22.777779,-2.093744,4
134,44.703705,58.22222,-22.777779,-2.175349,4
137,36.925926,42.333336,-6.111111,-1.940975,4
160,22.851852,31.555555,-13.888889,-2.138726,4
66,42.592594,47.77778,-4.777778,-1.83808,4
128,35.592594,43.77778,-10.444445,-1.981846,4
117,31.25926,39,-11.444445,-2.088914,4
124,43.148148,52.666668,-11.777778,-1.980977,4
48,42.074074,49.88889,-9.888889,-2.003259,4
124,40.925926,51.444443,-15.444445,-2.076967,4
101,45.037037,57.11111,-18.11111,-2.094303,4
125,58.22222,73.77778,-24,-2.112723,4
76,34.851852,42,-8.888889,-1.981499,4
121,54.962963,68.66667,-21.555555,-2.126943,4
117,39.037037,49.77778,-16.444445,-2.106235,4
82,44.88889,53.11111,-10,-1.971781,4
116,29.444445,38.333336,-13.333333,-2.090781,4
42,58.88889,74.55556,-24.666666,-2.125735,4
83,66.25926,79.66667,-18.11111,-2.027771,4
126,20.555555,28.666666,-13.333333,-2.158805,4
125,37.444443,47.555557,-15.333333,-2.100687,4
100,57.148148,69.66667,-16.777779,-2.024061,4
103,58.88889,72.66667,-20,-2.071134,4
158,39.333332,47.444443,-11.333333,-2.049172,4
42,44.555557,54.11111,-15,-2.120131,4
53,40.444443,48.666668,-10.666667,-2.00456,4
117,39.037037,49.77778,-16.444445,-2.106235,4
158,8.37037,11.777778,-3.777778,-1.904651,4
24,49.185184,61.22222,-20.555555,-2.186797,4
135,32.703705,41,-12.444445,-2.093203,4
157,23.148148,32,-14.777778,-2.169368,4
147,6.259259,8.444445,-1.444444,-1.584341,4
160,22.851852,31.555555,-13.888889,-2.138726,4
65,57.74074,72.66667,-21.88889,-2.077647,4
35,69.44444,85.333336,-23,-2.0742,4
81,59.444443,74.44444,-22.666666,-2.09885,4
134,48.925926,63.11111,-21.11111,-2.086914,4
130,21.37037,31.88889,-16.777779,-2.134924,4
73,46.296295,51.11111,-1.888889,-1.681589,4
104,55.74074,69.55556,-20.555555,-2.08549,4
70,39.962963,48.333332,-10.555555,-1.990412,4
147,49.77778,62.444443,-18,-2.056377,4
81,38.25926,47.22222,-11.111111,-1.984566,4
158,8.444445,12.222222,-4.333334,-1.943449,4
66,41.62963,46.333332,-3.222222,-1.748546,4
102,51.666668,62.333332,-13.666667,-1.99488,4
36,66.37037,84.77778,-29.444445,-2.138581,4
28,62.407406,79.111115,-26.88889,-2.144507,4
62,62.814816,80,-27.11111,-2.126207,4
130,13.037037,18.88889,-9.444445,-2.137371,4
77,59.11111,74,-24,-2.143048,4
129,51,60.666668,-12.333333,-1.997241,4
15,70.07407,87.44444,-27.222221,-2.124981,4
120,47.851852,56.333332,-9.222222,-1.910735,4
115,1.222222,2.888889,-2.333333,-2.065536,5
86,12,20.444445,-13.333333,-2.128362,5
152,1.518519,2.888889,-1.555556,-1.933239,5
153,0,0,0,0,5
150,0,0,0,0,5
131,0,0,0,0,5
107,16.74074,25.777779,-14.888889,-2.159464,5
104,19.62963,26.11111,-10.222222,-2.128231,5
133,0.740741,1.777778,-1.222222,-1.999063,5
94,15.62963,24.88889,-15.222222,-2.159466,5
79,14.185185,20.555555,-10.888889,-2.175843,5
137,25.333334,36.555557,-20,-2.213033,5
86,20.444445,28.555555,-13.666667,-2.178281,5
93,14.407408,22.88889,-13.555555,-2.137493,5
154,8.703704,13.888889,-8.444445,-2.066916,5
154,6.37037,4.666667,9.888889,-0.004927,5
84,17.11111,24.777779,-12.333333,-2.143897,5
86,17.148148,24.666666,-11.777778,-2.123611,5
114,16.11111,24.11111,-13,-2.149073,5
142,0.111111,0.333333,-0.333333,-2.094395,5
89,1.814815,4.111111,-3.111111,-2.042259,5
108,16.925926,23.444445,-10.111111,-2.117648,5
91,14.444445,21,-10.333333,-2.128465,5
152,0,0,0,0,5
141,0,0,0,0,5
61,7.074074,12.222222,-7.222222,-2.048717,5
141,0.037037,0.111111,-0.111111,-2.094395,5
93,17.925926,27.11111,-14.111111,-2.110457,5
134,2.111111,4.666667,-3.333333,-2.013143,5
134,2.111111,4.666667,-3.333333,-2.013143,5
30,7.037037,11.666667,-6.777778,-2.047276,5
134,6.962963,11.222222,-6.888889,-2.138459,5
154,0.074074,0.222222,-0.222222,-2.094395,5
152,0,0,0,0,5
110,29.296297,40.444443,-18.88889,-2.182018,5
140,1.037037,1.888889,-0.777778,-1.838877,5
61,8.777778,14.333333,-8.666667,-2.121837,5
155,7.296296,11,-5.888889,-2.115567,5
144,0.703704,1.666667,-1.111111,-1.986938,5
96,19.592592,28.444445,-13.111111,-2.086083,5
117,17.11111,23,-7.666666,-2.005139,5
131,0,0,0,0,5
116,21.962963,29.555555,-12.222222,-2.144778,5
144,0,0,0,0,5
140,5.555555,9.444445,-5.666666,-2.072268,5
135,1.259259,3,-1.444444,-1.822214,5
89,16.814816,24.444445,-11.777778,-2.11184,5
92,17.25926,25.777779,-13.111111,-2.11184,5
94,21.444445,30.444445,-13.666667,-2.100966,5
113,20.851852,28.444445,-11.888889,-2.125693,5
12,6.259259,11.333333,-7.111111,-2.057978,5
41,0.703704,1.222222,-0.444444,-1.84512,5
151,0.111111,0.333333,-0.333333,-2.094395,5
137,1.37037,4.111111,-4.111111,-2.094395,5
88,22.333334,29.333334,-12.333333,-2.20829,5
104,19.777779,26.11111,-10.333333,-2.150638,5
65,8.925926,14.333333,-8.444445,-2.121878,5
154,0.074074,0.222222,-0.222222,-2.094395,5
138,12.185185,19.222221,-11.888889,-2.172099,5
155,7.296296,11,-5.888889,-2.115567,5
95,2.148148,2.555556,-0.111111,-1.628908,5
93,2.444444,5.444445,-4.333334,-2.075071,5
138,3.555556,7.222222,-5.333334,-2.071242,5
119,29.481482,40.333336,-18.777779,-2.187781,5
140,0.259259,0.777778,-0.777778,-2.094395,5
141,0.777778,2.333334,-2.333333,-2.094395,5
145,0,0,0,0,5
136,2.555556,5.777778,-4.666666,-2.071242,5
111,28.74074,35.88889,-12.555555,-2.202667,5
154,6.481482,10.777778,-6.444445,-2.087985,5
148,0,0,0,0,5
115,29.481482,40.11111,-19.11111,-2.218655,5
148,1.777778,3.222222,-2,-2.04515,5
152,1.37037,2.333334,-1.111111,-2.007351,5
113,28.333334,34.88889,-12,-2.236251,5
131,0.222222,0.666667,-0.666667,-2.094395,5
94,1.185185,3.222222,-2.888889,-2.071242,5
36,0,0,0,0,5
133,5.37037,9,-5.111111,-2.048,5
145,0.555556,1.222222,-0.666667,-1.920944,5
154,1.740741,3.555556,-2.222222,-1.988202,5
114,27.185184,34.444447,-12.555555,-2.196423,5
83,9.888889,17,-11.666667,-2.150257,5
155,8.259259,12.666667,-7.111111,-2.147622,5
88,7.333334,12.222222,-6.666666,-2.035769,5
133,5.37037,9,-5.111111,-2.048,5
154,4.296296,7.666666,-5.222222,-2.095813,5
153,8.333333,13.444445,-9,-2.14389,5
109,29.407408,37.11111,-13.888889,-2.226161,5
13,9.296296,15.888889,-9.555555,-2.074133,5
115,22.962963,29.444445,-10.555555,-2.14867,5
107,27.777779,35.11111,-13,-2.201495,5
95,7.62963,10.777778,-2.555556,-1.749258,5
135,2.888889,6,-3.666667,-1.958546,5
133,1.555556,3.555556,-1.666667,-1.822563,5
104,19.777779,26.11111,-10.333333,-2.150638,5
145,0,0,0,0,5
141,0.074074,0.222222,-0.222222,-2.094395,5
134,2.962963,6.444445,-5.555555,-2.133095,5
89,18,25.777779,-12,-2.113032,5
145,3.407408,5.777778,-3.222222,-2.036506,5
141,0.185185,0.555556,-0.555556,-2.094395,5
149,0,0,0,0,5
135,0.481482,1.444444,-1.444444,-2.094395,5
86,12.333333,21.11111,-13.666667,-2.120153,5
94,15.37037,23.777779,-14.111111,-2.142756,5
61,7,12.333333,-7.666666,-2.068204,5
145,0,0,0,0,5
40,0,0,0,0,5
118,19.407408,26.555555,-11.555555,-2.14718,5
31,11.259259,16.555555,-8.777778,-2.171949,5
135,26.444445,37,-18.666666,-2.211986,5
83,17.074074,24.88889,-12.555555,-2.143761,5
144,0,0,0,0,5
133,0.296296,0.888889,-0.888889,-2.094395,5
61,7.074074,12.222222,-7.222222,-2.048717,5
155,14.333333,18.666668,-4,-1.797435,5
134,2.962963,6.444445,-5.555555,-2.133095,5
83,18.222221,26.88889,-14.666667,-2.178321,5
112,28.851852,36.22222,-12.888889,-2.200156,5
113,29.333334,37,-13.333333,-2.199825,5
116,1.962963,4.888889,-3.888889,-2.018925,5
62,0,0,0,0,5
90,20.148148,29,-13.444445,-2.101515,5
109,21.851852,28.777779,-10.222222,-2.082762,5
108,14.518518,20.555555,-9.555555,-2.127161,5
58,8.333333,14.111111,-8.333333,-2.068564,5
145,0.555556,1.222222,-0.666667,-1.920944,5
92,9.962963,15.555555,-8.555555,-2.096705,5
68,6.888889,10.333334,-3.666667,-1.780255,5
140,3.037037,6.111111,-3.777778,-1.985769,5
114,30.481482,40.77778,-18.11111,-2.207158,5
138,2.666667,5.888889,-4.666666,-2.077816,5
152,1.407407,2.444444,-1.222222,-2.000272,5
135,6.222222,10.444445,-6.666666,-2.125516,5
135,0.777778,2.333334,-2.333333,-2.094395,5
142,1.814815,3.666667,-2.777778,-2.094395,5
138,3.185185,6.666666,-5.222222,-2.08783,5
152,0,0,0,0,5
85,18.925926,26.88889,-13.111111,-2.160912,5
141,0,0,0,0,5
136,6.185185,10.666667,-7.555555,-2.175296,5
131,0,0,0,0,5
90,16.851852,24.444445,-11.888889,-2.12273,5
140,3.222222,5,-1.666667,-1.853161,5
147,0.296296,0.444444,-0.222222,-2.094395,5
116,16.851852,23.222221,-9.888889,-2.121175,5
119,8.62963,13.666667,-8.222222,-2.142708,5
36,7.518518,13,-8.222222,-2.097293,5
111,19.333334,26.222221,-11.333333,-2.153719,5
94,20.222221,28.777779,-12.666667,-2.084893,5
89,5.037037,9.555555,-6.444445,-2.065342,5
34,14.444445,21,-11,-2.162383,5
147,0,0,0,0,5
110,9.444445,15.888889,-10,-2.120265,5
61,6.888889,12,-7,-2.039459,5
141,4.962963,8.777778,-5.555555,-2.075071,5
154,0.703704,1.888889,-1.444444,-2.01751,5
120,21.555555,28.666666,-12,-2.177417,5
150,0,0,0,0,5
141,0.037037,0.111111,-0.111111,-2.094395,5
134,1.037037,3.111111,-3.111111,-2.094395,5
34,13.740741,20.88889,-11.888889,-2.162872,5
90,10.037037,15,-7.444445,-2.067026,5
97,19.592592,27.777779,-12.777778,-2.121346,5
116,29.814816,37.11111,-12.444445,-2.177507,5
114,16.185184,25,-14.222222,-2.141659,5
33,8.740741,13.111111,-6.888889,-2.056119,5
89,0,0,0,0,5
104,18.518518,23.333334,-7.555555,-2.113918,5
105,22.703703,29.555555,-10.777778,-2.125548,5
135,2.407408,5.111111,-3.222222,-1.972186,5
95,20.185184,28.777779,-13.888889,-2.146185,5
143,0,0,0,0,5
138,1.222222,3.222222,-2.333333,-1.949167,5
133,0.592593,1.777778,-1.777778,-2.094395,5
62,7.62963,13.111111,-7.888889,-2.066953,5
12,6.259259,11.333333,-7.111111,-2.057978,5
149,0.037037,0.111111,-0.111111,-2.094395,5
142,0,0,0,0,5
153,3.37037,3.888889,-1.111111,-2.221716,5
63,6.074074,10.555555,-6.222222,-2.04457,5
57,15.37037,20.88889,-12.111111,-2.370613,5
142,1.222222,3.555556,-3.333333,-2.056155,5
131,1.407407,2.777778,-1.888889,-2.051344,5
112,16.185184,23.88889,-12.222222,-2.133313,5
154,1.851852,3,-0.888889,-1.905927,5
113,20.851852,28.444445,-11.888889,-2.125693,5
93,0,0,0,0,5
137,1.666667,3.777778,-3,-2.071242,5
82,15.518518,22.444445,-11.555555,-2.170632,5
115,14.740741,22.222221,-12.222222,-2.151625,5
87,11.148149,19.555555,-13.444445,-2.138617,5
152,0,0,0,0,5
112,23.703703,32.333336,-12.777778,-2.085248,5
90,23.518518,34.444447,-18.555555,-2.182442,5
137,0.740741,1.777778,-1.222222,-2.007606,5
105,15.185185,19.777779,-7.555555,-2.161571,5
110,31.62963,39.333336,-13.222222,-2.187242,5
115,1.222222,2.888889,-2.333333,-2.065536,5
92,15.407408,22.666666,-11.222222,-2.113273,5
139,4.185185,8.555555,-6.888889,-2.127586,5
131,0,0,0,0,5
136,2.074074,4.888889,-4.222222,-2.094395,5
99,15.481482,23.777779,-12.777778,-2.112503,5
134,26.703703,37.444443,-19.11111,-2.21646,5
135,0.148148,0.444444,-0.444444,-2.094395,5
80,15.851851,23.222221,-11.888889,-2.142269,5
136,2.444444,5.777778,-5.333334,-2.130339,5
58,8.851851,14.555555,-8.555555,-2.085342,5
131,1.555556,3.666667,-2,-1.871048,5
89,17,24.555555,-12,-2.129746,5
144,0.444444,1.111111,-1,-2.094395,5
130,1.185185,2.888889,-1.555556,-1.861154,5
134,2.666667,6.111111,-5,-2.071242,5
40,1.259259,1.555556,-0.111111,-1.570796,5
94,20.222221,28.777779,-12.666667,-2.084893,5
134,2.111111,4.666667,-3.333333,-2.013143,5
90,16.666666,25.777779,-14.333333,-2.125976,5
154,0.62963,1.222222,-0.555556,-1.861154,5
135,2.185185,4.888889,-4.222222,-2.110974,5
58,8.333333,14.111111,-8.333333,-2.068564,5
138,1.37037,3.111111,-1.111111,-1.755017,5
133,2.703704,5,-4.444445,-2.208419,5
12,11.444445,17.666668,-9,-2.064482,5
84,23.25926,31.333334,-13.777778,-2.184862,5
144,0,0,0,0,5
62,6.444445,11.444445,-7,-2.048717,5
131,0.814815,1.888889,-1.444444,-2.056155,5
111,28.74074,35.88889,-12.555555,-2.202667,5
89,22.666666,33.555557,-18.666666,-2.188149,5
110,4.222222,7.444445,-4.333334,-2.021228,5
84,17.185184,24.88889,-12.555555,-2.152852,5
93,14.407408,22.88889,-13.555555,-2.137493,5
139,1.37037,3.222222,-1.444444,-1.803071,5
143,0.666667,1.777778,-1.333333,-1.986938,5
62,6.407407,11.444445,-6.888889,-2.034152,5
141,9.851851,16.555555,-11.555555,-2.191662,5
34,14.444445,21,-11,-2.162383,5
152,1.518519,2.888889,-1.555556,-1.933239,5
139,1.296296,3.888889,-3.888889,-2.094395,5
152,0,0,0,0,5
35,13.481482,19.222221,-9.444445,-2.153332,5
144,0,0,0,0,5
89,3.111111,3.777778,-0.666667,-1.890484,5
144,0,0,0,0,5
130,1.62963,3,-1.555556,-1.959823,5
93,19.88889,28.88889,-14.333333,-2.136215,5
135,31.185184,43.11111,-21.555555,-2.227801,5
153,0.37037,1.111111,-1.111111,-2.094395,5
67,0.740741,1.111111,0.111111,-1.512684,5
113,31.777779,43.77778,-22,-2.238803,5
112,31.62963,43.666668,-22.222221,-2.244772,5
147,0,0,0,0,5
154,0.740741,1.555556,-0.888889,-1.919639,5
134,0.518518,1.555556,-1.555556,-2.094395,5
68,2.296296,2.888889,-0.555556,-1.861154,5
130,1.740741,3.222222,-2.222222,-2.094395,5
140,0.407407,0.777778,-0.555556,-2.094395,5
111,16.11111,23.777779,-11.666667,-2.100671,5
80,14.481482,20.333334,-9.444445,-2.138901,5
135,1.407407,3.333333,-1.888889,-1.880724,5
89,8.444445,13,-6.333334,-2.043884,5
145,0,0,0,0,5
106,17.481482,24,-10.111111,-2.117671,5
62,6.407407,11.444445,-6.888889,-2.034152,5
64,8,12.555555,-5.666666,-1.965246,5
154,0,0,0,0,5
93,14.814815,23.444445,-13.111111,-2.102707,5
133,0.37037,1.111111,-1.111111,-2.094395,5
86,6.703704,10.888889,-6.111111,-2.054475,5
148,0.037037,0.111111,-0.111111,-2.094395,5
144,0.666667,1,-0.333333,-1.90427,5
137,3.111111,6.333334,-4.666666,-2.075071,5
91,24.074074,34.88889,-18.88889,-2.202425,5
154,0.259259,0.777778,-0.777778,-2.094395,5
90,5.148148,10,-7.111111,-2.073429,5
89,17,24.555555,-12,-2.129746,5
94,1.185185,3.222222,-2.888889,-2.071242,5
105,26.74074,34,-12.555555,-2.192406,5
155,11.296296,17.555555,-10.555555,-2.140531,5
130,0,0,0,0,5
134,1.666667,4,-3,-2.013143,5
90,6.592593,11.222222,-5.777778,-1.987466,5
39,9.518518,14.333333,-6.555555,-2.036228,5
82,15.222222,21.666666,-10,-2.102722,5
93,20.925926,29.555555,-12.777778,-2.086083,5
133,9.851851,16.666668,-10.888889,-2.138743,5
62,6.444445,11.444445,-7,-2.048717,5
92,12.074074,20.555555,-13.555555,-2.137851,5
98,21.518518,30.444445,-13.888889,-2.118236,5
91,12.148149,20.666668,-13.777778,-2.147571,5
139,5.222222,9.555555,-6,-2.04457,5
94,9.111111,15.222222,-9.666667,-2.12934,5
129,0,0,0,0,5
91,6,9.777778,-4.333334,-1.93491,5
38,14.444445,22,-13,-2.193098,5
189,32.11111,40.333336,-11.333333,-2.037982,6
176,50.77778,62.333332,-14.333333,-1.98088,6
200,56.666668,70.22222,-18,-2.015374,6
190,57.333332,70,-19,-2.112087,6
161,41.48148,51.11111,-16.444445,-2.316506,6
162,41.333332,51.11111,-19,-2.494607,6
195,45.074074,55.555557,-16.222221,-2.118572,6
196,51.148148,63.333332,-17.444445,-2.059262,6
188,61.25926,75.66667,-18.444445,-1.997746,6
191,62.037037,78.111115,-22.777779,-2.05611,6
191,60.25926,76.22222,-23.444445,-2.077651,6
202,57.333332,71.55556,-21.333334,-2.093746,6
193,62.703705,78.77778,-23.777779,-2.084935,6
186,34.962963,43.444443,-11.555555,-2.036642,6
185,32.555557,39.666668,-10,-2.085272,6
188,29.962963,36.444443,-9.222222,-2.083566,6
203,54.51852,67.111115,-17.555555,-2.046535,6
185,30.88889,37,-9.333333,-2.45058,6
199,55.666668,69.77778,-19.666666,-2.045431,6
203,58.48148,71.66667,-18.11111,-2.034642,6
177,49.444443,61,-13.333333,-1.942662,6
162,40.444443,49.444443,-18,-2.573635,6
161,41.814816,51.444443,-18.11111,-2.338974,6
179,35.48148,44.11111,-12.444445,-2.0752,6
173,43.592594,52.88889,-12.111111,-1.998857,6
187,58,71.44444,-16.333334,-1.966671,6
174,57.851852,73.22222,-22.222221,-2.069045,6
186,51.77778,63.666668,-15.666667,-2.014102,6
185,49.037037,60.666668,-15.111111,-2.006186,6
189,58.407406,72.44444,-21.222221,-2.101326,6
191,59.74074,74.77778,-20.555555,-2.03548,6
177,48.407406,59.333332,-12.555555,-1.940423,6
188,33.333332,41.333336,-11,-2.04072,6
159,35.77778,45,-16,-2.549349,6
182,34.925926,42.88889,-10.444445,-2.001125,6
192,57.074074,72.111115,-20.222221,-2.024748,6
190,49.48148,60.666668,-14.111111,-1.987599,6
189,29.62963,36.555557,-8.555555,-1.954574,6
193,57.814816,72.55556,-20.11111,-2.033804,6
190,46.88889,57.77778,-14.666667,-2.025133,6
196,46.074074,57.11111,-16.88889,-2.105677,6
188,49.962963,61.444443,-14.555555,-1.99344,6
173,56.77778,71.55556,-20.666666,-2.048199,6
189,26.444445,33,-9,-2.101002,6
195,47.925926,59.22222,-16.11111,-2.056734,6
188,49.703705,61.77778,-15.111111,-1.984565,6
201,59.333332,74,-20.333334,-2.042514,6
210,51.296295,64.333336,-17.555555,-2.020895,6
193,41.703705,50.666668,-11.444445,-1.992997,6
191,63.074074,79.22222,-23.222221,-2.065948,6
201,56.444443,68.66667,-15,-1.969456,6
188,61.074074,76,-21.88889,-2.079095,6
185,47.814816,58.22222,-11.777778,-1.937924,6
161,44.074074,54.555557,-18.222221,-2.238293,6
176,52.925926,67,-19.777779,-2.051636,6
185,54.22222,67.22222,-17,-2.008008,6
184,45.22222,54.444443,-10.333333,-1.930196,6
175,57.77778,72.66667,-21.333334,-2.063776,6
160,45.148148,58.333332,-21.777779,-2.162999,6
210,51.296295,64.333336,-17.555555,-2.020895,6
201,40.296295,49,-13.555555,-2.175826,6
202,61.62963,76,-19.88889,-2.043538,6
183,54.74074,67.77778,-16.555555,-1.991701,6
161,40.444443,49.666668,-15.333333,-2.198939,6
206,57.62963,72.111115,-21.555555,-2.085934,6
190,51.074074,63.22222,-18.555555,-2.11269,6
197,63.22222,77.77778,-21,-2.06802,6
193,61.407406,76.55556,-23.222221,-2.109375,6
183,56.333332,70,-17.666666,-1.997577,6
188,50.185184,62.11111,-15.555555,-2.00738,6
161,42.037037,52.22222,-18.11111,-2.282295,6
198,58.074074,71.888885,-19.88889,-2.064888,6
190,31.666666,40.11111,-11,-2.008381,6
192,53.444443,65,-18.333334,-2.164195,6
193,51.74074,63,-15.555555,-2.080174,6
185,49.037037,60.666668,-15.111111,-2.006186,6
181,59.074074,74.22222,-20.222221,-2.020865,6
205,56.074074,69.77778,-18.88889,-2.038263,6
200,45.296295,55.77778,-13.888889,-2.016646,6
181,55.333332,68.77778,-19,-2.053189,6
186,48.444443,59.88889,-14,-1.973056,6
174,56.185184,70.88889,-20.222221,-2.037351,6
195,47.666668,58.77778,-15.666667,-2.051671,6
194,48.62963,60.333332,-16.88889,-2.071876,6
176,53.666668,67.66667,-19.666666,-2.052258,6
187,48.51852,59.88889,-13.222222,-1.947472,6
177,51.074074,63.11111,-14.222222,-1.956005,6
185,59.148148,73.44444,-20.777779,-2.073869,6
200,46.11111,56.555557,-14.333333,-2.038016,6
176,50.296295,62.11111,-14.555555,-1.97757,6
199,54.962963,69.22222,-21.222221,-2.084754,6
185,32.555557,39.666668,-10,-2.085272,6
190,48.88889,60,-14,-1.986307,6
210,49.74074,62.22222,-16.555555,-2.014434,6
189,61.407406,75.44444,-19.222221,-2.035894,6
176,60.296295,75.66667,-20.88889,-2.030648,6
184,31.185184,37.11111,-8.222222,-2.16033,6
190,60.444443,75.55556,-21,-2.043617,6
186,49.62963,61.333332,-13.888889,-1.958085,6
176,60.296295,75.66667,-20.88889,-2.030648,6
207,56.814816,70.111115,-19.11111,-2.062724,6
189,51.11111,63.333332,-16,-2.008931,6
183,54.037037,66.55556,-15.444445,-1.974959,6
188,50.407406,62,-14.888889,-1.995072,6
191,48.22222,58.666668,-13,-1.964901,6
194,45.074074,55.444443,-14.555555,-2.046998,6
194,49.74074,61.666668,-15.888889,-2.021838,6
194,60.814816,74.888885,-19.444445,-2.033605,6
187,48.51852,59.88889,-13.222222,-1.947472,6
204,55.88889,69.22222,-18.333334,-2.03737,6
172,44.77778,54.666668,-13.333333,-2.052453,6
182,54.185184,67.22222,-16.88889,-2.004082,6
197,49.592594,61.555557,-16.11111,-2.022274,6
192,60.814816,76.44444,-22.11111,-2.055457,6
189,31.37037,38,-8.777778,-2.020345,6
188,61.666668,76.55556,-21.666666,-2.074028,6
200,55.962963,70.22222,-20.88889,-2.080206,6
182,29.777779,35.444447,-7.666666,-2.217735,6
197,55.444443,69.55556,-19,-2.024321,6
192,47.51852,59.22222,-15.555555,-2.020234,6
193,41.185184,50,-11.222222,-1.995801,6
194,41.037037,49.77778,-12.111111,-2.045201,6
180,50.407406,62.333332,-15.555555,-2.008719,6
196,61.592594,75.66667,-19.777779,-2.048736,6
190,58.11111,71.111115,-19.333334,-2.102898,6
163,39.296295,47.555557,-16.555555,-2.395213,6
160,43.925926,57.11111,-20.444445,-2.113792,6
159,36.62963,46.22222,-15.888889,-2.316872,6
171,45.925926,57.22222,-14.777778,-2.010723,6
193,60.703705,74.888885,-18.777779,-2.018211,6
182,58.407406,72.55556,-17.555555,-1.978495,6
187,59.37037,74.111115,-20.11111,-2.03348,6
194,58.814816,72.55556,-21.11111,-2.112941,6
195,47.74074,58.555557,-14.888889,-2.038956,6
191,59.74074,74.77778,-20.555555,-2.03548,6
180,50.407406,62.333332,-15.555555,-2.008719,6
190,53.592594,66.88889,-18.777779,-2.052546,6
185,57.074074,71.111115,-20.88889,-2.088855,6
207,52.11111,64.88889,-18.333334,-2.063353,6
189,58.407406,72.44444,-21.222221,-2.101326,6
194,61.555557,76.22222,-20.333334,-2.042718,6
180,30.37037,36.333336,-8.777778,-2.217095,6
180,31.444445,37.77778,-8.333333,-2.021032,6
188,30.62963,38,-9.888889,-2.03822,6
196,63.51852,79.111115,-22.555555,-2.070441,6
163,40,48,-16.333334,-2.51749,6
162,40.296295,49.22222,-16.88889,-2.341198,6
195,47.703705,58.88889,-15.777778,-2.052705,6
188,29.962963,36.444443,-9.222222,-2.083566,6
161,42.37037,51.666668,-16.444445,-2.395566,6
192,59.555557,74.77778,-21,-2.038177,6
189,23.592592,29.333334,-7.444445,-2.01975,6
194,41.296295,50.444443,-12.555555,-2.037568,6
163,39.444443,47.77778,-16.333334,-2.425324,6
189,31.925926,38.555557,-8.777778,-2.022227,6
185,47.962963,57.333332,-11.555555,-1.982099,6
195,57.11111,70.111115,-17.333334,-2.015595,6
190,49.48148,60.666668,-14.111111,-1.987599,6
189,29.074074,35.22222,-8.222222,-2.049148,6
196,53.333332,65.66667,-18,-2.079185,6
188,55.77778,69.111115,-18.333334,-2.039667,6
182,39.851852,47.333332,-7.888889,-1.868277,6
186,48.22222,58.88889,-12.666667,-1.956023,6
186,48.814816,60.444443,-14.111111,-1.968511,6
185,44.962963,55,-12.888889,-2.004988,6
182,34.925926,42.88889,-10.444445,-2.001125,6
191,49.22222,60.555557,-15.666667,-2.040515,6
209,48.77778,60.77778,-17.333334,-2.06698,6
193,61.407406,76.55556,-23.222221,-2.109375,6
199,57,71,-19.333334,-2.040866,6
189,26.444445,33,-9,-2.101002,6
194,60.77778,76.111115,-22,-2.060549,6
193,49.11111,61.22222,-17.333334,-2.065421,6
187,59.37037,74.111115,-20.11111,-2.03348,6
189,32.77778,40.666668,-11.333333,-2.064273,6
182,34.51852,42.22222,-8.888889,-1.943038,6
182,43.592594,52.555557,-9.777778,-1.919167,6
198,51.666668,64.22222,-18.333334,-2.072616,6
184,56.25926,69,-15.111111,-1.958014,6
181,60.62963,75.66667,-20.88889,-2.044563,6
188,30.592592,37.77778,-9.444445,-2.014509,6
184,48.25926,58.666668,-13.111111,-1.986776,6
188,30.777779,38.11111,-9.666667,-2.016443,6
205,50.25926,61.77778,-16.11111,-2.044653,6
208,55.62963,70.333336,-22.222221,-2.094585,6
162,42.185184,51.333332,-17.222221,-2.327482,6
177,32.88889,40.666668,-11.666667,-2.10084,6
160,42.814816,55.333332,-19.11111,-2.102318,6
186,35.296295,43.88889,-12.222222,-2.060122,6
189,59.925926,74.888885,-19.444445,-2.005956,6
