@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
20,1.944444,57.444443,-26.222221,-2.133031,4
126,3.388889,20,-6.888889,-1.96874,4
89,1.222221,51.333332,-23.777779,-2.108757,4
134,1.000001,38.77778,-22.777779,-2.175349,4
120,4.277778,44,-13.555555,-2.035243,4
94,0.888888,60.555557,-21,-2.068537,4
122,1.777777,52.444443,-27.555555,-2.128423,4
151,1.555556,25.555555,-22.11111,-2.219625,4
101,2.055554,56.77778,-22.444445,-2.08957,4
102,0.888889,51.555557,-14.333333,-1.985584,4
118,1.166667,48.77778,-14.888889,-2.007117,4
111,0.444445,29.777779,-11.333333,-2.005742,4
66,2.555556,38.88889,-1.666667,-1.68385,4
154,0.666666,27.333334,-23.666666,-2.20265,4
71,0.777777,35.11111,-1.444444,-1.675919,4
128,1.388888,42.88889,-21.777779,-2.102441,4
78,2.611111,61.11111,-30.222221,-2.145541,4
87,1.166667,56,-24.777779,-2.105073,4
98,1.277777,46.333332,-15.888889,-2.025773,4
44,1.611109,42.555557,-14.777778,-2.070466,4
69,1.833333,52,-18.333334,-2.022861,4
97,0.611111,43.555557,-5.888889,-1.840735,4
24,1.222223,44,-20.555555,-2.186797,4
125,1.944445,32.444447,-15.333333,-2.100687,4
42,4.333334,40,-15,-2.120131,4
65,2.277779,53.666668,-20.88889,-2.091037,4
77,1.555555,53.11111,-16,-2.030875,4
68,0.777777,48.666668,-21.222221,-2.069541,4
126,14.055554,32,-7.888889,-1.942179,4
76,15,27.333334,-3.444444,-1.903624,4
159,2.222222,23.555555,-2.666667,-1.802554,4
17,5,39.444443,-12.777778,-2.030048,4
139,1.388889,57.333332,-20.333334,-2.065471,4
140,1.388889,18.88889,-15.333333,-2.167262,4
34,0.833331,64.55556,-23.666666,-2.078154,4
105,2.166666,39.666668,-13.555555,-1.996082,4
85,6.5,42.666668,-19.333334,-2.097363,4
99,1.722222,47.77778,0,-1.567463,4
116,1.111111,25,-13.333333,-2.090781,4
129,0.777776,55,-24.555555,-2.126989,4
62,0.722224,58.22222,-28,-2.124459,4
119,0.944446,35.11111,-10.888889,-2.006,4
68,1.555556,50.11111,-14.333333,-1.984308,4
81,0.722221,52,-22.666666,-2.09885,4
83,1.500001,44,-11.333333,-1.973615,4
121,6.611111,48.444443,-21.555555,-2.126943,4
152,2.388889,21.666666,-18.666666,-2.165731,4
89,0.722223,24.666666,-11.111111,-2.048461,4
32,2.277778,47.77778,-23.444445,-2.060607,4
139,1.833334,41.666668,-17,-2.044238,4
75,5.666666,35.11111,-11.777778,-2.036435,4
77,7.722223,30.444445,-7.666666,-2.12336,4
104,1.5,58.11111,-16.555555,-2.007832,4
109,1.055555,35.666668,-17.11111,-2.068644,4
73,2.277779,35.11111,-13.555555,-2.054964,4
145,1,22.777779,-7.666666,-1.934686,4
78,2.944444,26.333334,-9.555555,-2.017779,4
158,1.166667,6.222222,-3.777778,-1.904651,4
103,1.777778,54.333332,-15.777778,-2.00292,4
17,0.888891,62.88889,-23.555555,-2.075161,4
97,0.5,43.333332,-5.444445,-1.836777,4
73,0.777777,42.11111,-1.888889,-1.681589,4
34,0.777779,41.666668,-19.444445,-2.122875,4
136,2.833333,3.111111,-5.888889,-2.123905,4
127,8.555555,36,-8.222222,-1.908348,4
80,0.833334,51.666668,-21.333334,-2.116351,4
120,1.555555,42.444443,-9.222222,-1.910735,4
109,1.222222,42.77778,-20.555555,-2.105478,4
129,0.722222,27.444445,-13.444445,-2.078797,4
48,4.666666,37.555557,-9.888889,-2.003259,4
45,2.055555,47.333332,-14.888889,-2.045905,4
90,1.277777,58.11111,-22.555555,-2.108813,4
103,1.944445,51.666668,-14.555555,-1.997589,4
107,13.166667,48.11111,-13.666667,-2.003607,4
121,2.722222,27.88889,-11.111111,-2.024268,4
50,1.055557,57.666668,-23.333334,-2.107785,4
28,0.833333,54.666668,-26.88889,-2.144507,4
126,0.555556,16.555555,-11,-2.104102,4
62,0.944443,53.444443,-22.777779,-2.093744,4
113,1.222222,25.777779,-12,-2.236251,5
155,9.944445,8.555555,-10.555555,-2.140531,5
95,0.222222,1.777778,-0.111111,-1.628908,5
111,2.055556,16.222223,-11.333333,-2.153719,5
144,0,0,0,0,5
113,0.722222,17.222223,-11.888889,-2.125693,5
150,0,0,0,0,5
109,0.388889,18.333334,-10.222222,-2.082762,5
34,0.444445,11.555555,-11,-2.162383,5
142,0.222222,0,-3.333333,-2.056155,5
88,0.833333,19.444445,-12.333333,-2.20829,5
130,0,0,0,0,5
86,0.277778,8.111112,-13.666667,-2.120153,5
83,5.833334,6.666666,-11.666667,-2.150257,5
93,1.055556,15.666667,-14.333333,-2.136215,5
133,2.722222,1.888889,-4.444445,-2.208419,5
139,0.222222,0,-1.444444,-1.803071,5
138,7.833334,9.111111,-11.888889,-2.172099,5
57,9.277778,13.888889,-12.111111,-2.370613,5
104,5.611111,16.222223,-7.555555,-2.113918,5
155,10.777778,5.555555,-5.888889,-2.115567,5
141,0.222222,0,-1.111111,-1.921217,5
148,0,0,0,0,5
133,0.5,3.444444,-5.111111,-2.048,5
107,2.055556,12.666667,-14.888889,-2.159464,5
149,0,0,0,0,5
67,0.222222,0.333333,0.111111,-1.512684,5
140,0.222222,0,-0.777778,-2.094395,5
112,0.5,19.333334,-12.777778,-2.085248,5
84,0.388889,13.555555,-12.333333,-2.143897,5
40,0.055556,1,-0.111111,-1.570796,5
89,0.944444,2.666667,-6.444445,-2.065342,5
140,0.333333,1.222222,-3.777778,-1.985769,5
135,0.833334,22.11111,-18.666666,-2.211986,5
136,0.833333,0.666667,-4.222222,-2.094395,5
138,0.333333,1,-4.666666,-2.077816,5
62,0.444444,3.777778,-7,-2.048717,5
129,3.444445,1.888889,0.444444,-1.101394,5
111,0.555555,25.777779,-12.555555,-2.202667,5
142,0.111111,0,-0.333333,-2.094395,5
110,0.222222,6.333334,-10,-2.120265,5
134,0.611111,1.333333,-5.555555,-2.133095,5
91,0.555555,3.666667,-4.333334,-1.93491,5
88,0.444445,8.111112,-14.111111,-2.136677,5
68,1.055556,4.666667,-3.666667,-1.780255,5
12,2.333333,3.555556,-7.111111,-2.057978,5
134,0.055556,0,-1.555556,-2.094395,5
90,0.833333,18.777779,-18.555555,-2.182442,5
65,1,6.333334,-8.444445,-2.121878,5
154,0.388889,0,-0.777778,-2.094395,5
41,0.222222,0.333333,-0.444444,-1.84512,5
152,0,0,0,0,5
144,0,0,0,0,5
140,0.666667,2,-1.666667,-1.853161,5
89,0.944445,0.555556,-3.111111,-2.042259,5
133,0.055556,0,-1.111111,-2.094395,5
135,0.166667,0.333333,-2.777778,-1.931332,5
153,0,0,0,0,5
86,3.055555,4.555555,-6.111111,-2.054475,5
94,0.444445,15.888889,-12.666667,-2.084893,5
89,1.055556,18,-18.666666,-2.188149,5
83,0.277777,14.444445,-14.666667,-2.178321,5
90,0.388889,4.333334,-6.222222,-1.989546,5
131,0.111111,0,-0.666667,-2.094395,5
155,18,11.333333,-4,-1.797435,5
142,2,0.888889,-2.777778,-2.094395,5
135,0.277778,1,-3.666667,-1.958546,5
113,0.722222,17.222223,-11.888889,-2.125693,5
135,0.222222,0,-2.333333,-2.094395,5
94,0.555556,11.666667,-14.111111,-2.142756,5
41,0.222222,0.333333,-0.444444,-1.84512,5
133,0.111111,0,-1.777778,-2.094395,5
116,2.055555,26.666666,-12.444445,-2.177507,5
138,0.222222,0,-2.333333,-1.949167,5
130,1.277778,0.777778,-1.555556,-1.959823,5
12,2.333333,3.555556,-7.111111,-2.057978,5
109,0.277778,26.333334,-13.888889,-2.226161,5
36,0,0,0,0,5
64,0.277778,3.111111,-6.111111,-2.015428,5
63,0.444445,3.666667,-6.222222,-2.04457,5
152,2.055556,0.777778,-1.111111,-2.007351,5
148,0.055556,0,-0.111111,-2.094395,5
135,0.555555,0.888889,-4.222222,-2.110974,5
137,1.388889,0.555556,-3,-2.071242,5
89,0.333333,14.222222,-12,-2.113032,5
152,0.833333,0.333333,-1.333333,-2.094395,5
134,0.833333,0.333333,-3,-2.013143,5
140,0.444444,0.444444,-0.777778,-1.838877,5
94,1.055556,15.666667,-12.777778,-2.084255,5
143,0.444444,0,-1.333333,-1.986938,5
140,0.666667,2.666667,-0.666667,-2.094395,5
95,1.333333,5.333334,-2.555556,-1.749258,5
112,0.555555,25.777779,-12.888889,-2.200156,5
137,0.666667,1.444444,-4.666666,-2.075071,5
154,1.611111,4.777778,9.888889,-0.004927,5
13,0.277778,5.888889,-9.555555,-2.074133,5
153,0.111111,0,-1.111111,-2.094395,5
90,1.833333,12.333333,-14.333333,-2.125976,5
145,1.777778,2.111111,-3.222222,-2.036506,5
155,7.722223,6.222222,-7.111111,-2.147622,5
135,0.166667,0,-0.444444,-2.094395,5
145,0.222222,0.111111,-0.666667,-1.920944,5
154,0.444444,0,-1.444444,-2.01751,5
143,0,0,0,0,5
141,0.111111,0,-0.222222,-2.094395,5
94,0.222222,0.111111,-2.888889,-2.071242,5
144,0,0,0,0,5
133,0.055556,0,-0.888889,-2.094395,5
93,0,0,0,0,5
58,0.277778,6,-8.555555,-2.085342,5
115,0.444444,11.333333,-12.222222,-2.151625,5
93,0.388889,10.555555,-13.111111,-2.102707,5
91,0.388889,19.555555,-18.88889,-2.202425,5
36,0.388889,5.111111,-8.777778,-2.107303,5
141,0,0,0,0,5
110,0.444444,28.333334,-13.222222,-2.187242,5
98,1.222222,17.222223,-13.888889,-2.118236,5
111,0.555555,25.777779,-12.555555,-2.202667,5
134,0.333333,0,-3.111111,-2.094395,5
119,1.444444,24.88889,-18.777779,-2.187781,5
141,0.055556,0,-0.111111,-2.094395,5
154,0,0,0,0,5
155,10.777778,5.555555,-5.888889,-2.115567,5
141,0.444444,3,-5.555555,-2.075071,5
148,0,0,0,0,5
62,0.444444,4.777778,-7.888889,-2.066953,5
92,0.444444,8.111112,-13.555555,-2.137851,5
30,1.666667,6.222222,-7.111111,-2.05997,5
95,1.333333,5.333334,-2.555556,-1.749258,5
154,0.166667,0.222222,-0.888889,-1.919639,5
135,0.222222,0.111111,-1.888889,-1.880724,5
152,1.222222,0.666667,-1.555556,-1.933239,5
108,0.666667,13.777778,-10.111111,-2.117648,5
108,1.722222,20.666668,-11.111111,-2.154391,5
145,0,0,0,0,5
82,2.5,12.111111,-10,-2.102722,5
83,0.222222,13.444445,-12.555555,-2.143761,5
136,0.833333,4.222222,-7.555555,-2.175296,5
85,0.222222,15.333333,-13.111111,-2.160912,5
147,0.444445,0.222222,-0.222222,-2.094395,5
86,0.388889,13.555555,-11.777778,-2.123611,5
152,0,0,0,0,5
114,0.611111,12.111111,-14.222222,-2.141659,5
80,2.777778,12.444445,-11.888889,-2.142269,5
80,2.944444,11.777778,-9.444445,-2.138901,5
154,0.111111,0,-0.222222,-2.094395,5
114,0.333334,21.777779,-14.444445,-2.15274,5
153,1.111111,6.222222,-9,-2.14389,5
141,0.777778,7,-11.555555,-2.191662,5
152,2.055556,0.777778,-1.111111,-2.007351,5
88,0.333333,4.666667,-6.666666,-2.035769,5
93,1.055556,10.444445,-13.555555,-2.137493,5
134,0.277778,5,-6.888889,-2.138459,5
134,0.222222,0.666667,-2.555556,-1.997796,5
139,0.111111,0,-3.888889,-2.094395,5
134,0.722222,0.666667,-3.333333,-2.013143,5
104,3.111111,16.555555,-10.222222,-2.128231,5
136,1.166667,0.888889,-5.333334,-2.130339,5
131,0,0,0,0,5
134,0.944444,0.666667,-3.333333,-2.013143,5
152,1.222222,0.666667,-1.555556,-1.933239,5
130,2.611111,1,-2.222222,-2.094395,5
141,0.166667,0,-2.333333,-2.094395,5
104,2.833333,16.88889,-10.333333,-2.150638,5
61,0.722222,6.111111,-8.666667,-2.121837,5
114,0.5,12.444445,-13,-2.149073,5
96,0.666666,15.111111,-13.111111,-2.086083,5
154,2.611111,1,-0.888889,-1.905927,5
92,0.777778,7.222222,-8.555555,-2.096705,5
137,0.277778,0,-4.111111,-2.094395,5
112,0.555556,12.555555,-12.222222,-2.133313,5
135,0.055556,0,-1.444444,-2.094395,5
89,3.611111,10.333334,-12,-2.107311,5
135,0.333333,4.222222,-6.666666,-2.125516,5
131,0,0,0,0,5
131,0,0,0,0,5
92,0.555555,13.111111,-13.111111,-2.11184,5
39,0.611111,6.888889,-6.555555,-2.036228,5
145,0,0,0,0,5
138,0.5,1.444444,-5.222222,-2.08783,5
131,0,0,0,0,5
115,0.166667,0.333333,-2.333333,-2.065536,5
152,0,0,0,0,5
90,3.611111,15.777778,-13.444445,-2.101515,5
64,1.833333,5.333334,-5.666666,-1.965246,5
137,0.611111,0.111111,-1.222222,-2.007606,5
94,0.611111,6.222222,-9.666667,-2.12934,5
34,0.444445,10.555555,-11.888889,-2.162872,5
104,2.833333,16.88889,-10.333333,-2.150638,5
133,0.5,3.444444,-5.111111,-2.048,5
134,0.611111,1.333333,-5.555555,-2.133095,5
89,6.166666,13.444445,-12,-2.129746,5
61,0.722222,4.222222,-7.666666,-2.068204,5
62,0,0,0,0,5
95,0.388889,16.222223,-13.888889,-2.146185,5
61,0.5,4.333334,-7.222222,-2.048717,5
90,0.555556,3.888889,-5.777778,-1.987466,5
137,8.444445,20.777779,-20,-2.213033,5
154,0.777778,0.666667,-2.222222,-1.988202,5
139,0.277778,2.888889,-6,-2.04457,5
147,0,0,0,0,5
116,0.444444,0.333333,-3.888889,-2.018925,5
154,0.055556,0,-0.222222,-2.094395,5
114,1.166666,26.222221,-18.11111,-2.207158,5
34,0.444445,11.555555,-11,-2.162383,5
38,2.944445,11.222222,-13,-2.193098,5
114,0.388889,24.11111,-12.555555,-2.196423,5
115,0.166667,0.333333,-2.333333,-2.065536,5
94,0.444445,15.888889,-12.666667,-2.084893,5
105,1.5,19.444445,-10.777778,-2.125548,5
144,0,0,0,0,5
105,4,23.666666,-12.555555,-2.192406,5
134,0.944444,0.666667,-3.333333,-2.013143,5
154,0.944444,6.333334,-8.444445,-2.066916,5
131,1.777778,0.666667,-1.888889,-2.051344,5
154,1.722222,2.666667,-5.222222,-2.095813,5
137,0.277778,1.888889,-4.777778,-2.058451,5
133,0.222222,0.111111,-1.666667,-1.822563,5
93,0.222222,13.444445,-14.111111,-2.110457,5
30,3,4.666667,-6.777778,-2.047276,5
93,0.166667,0.888889,-4.333334,-2.075071,5
115,0.388889,20,-10.555555,-2.14867,5
62,0.444444,3.777778,-7,-2.048717,5
145,0,0,0,0,5
68,0.166667,1.888889,-0.555556,-1.861154,5
82,2.722222,12.444445,-11.555555,-2.170632,5
61,0.555556,4.111111,-7,-2.039459,5
133,0.444445,6.666666,-10.888889,-2.138743,5
144,0.333333,0.111111,-1,-2.094395,5
138,0.722222,1.666667,-5.333334,-2.071242,5
94,0.222222,0.111111,-2.888889,-2.071242,5
115,3.666666,25.222221,-19.11111,-2.218655,5
141,0.055556,0,-0.111111,-2.094395,5
108,2.111111,11.666667,-9.555555,-2.127161,5
116,0.777777,19.444445,-12.222222,-2.104978,5
133,0.222222,0.111111,-1.222222,-1.999063,5
148,1.111111,1,-2,-2.04515,5
155,5.388889,6.666666,-6.222222,-2.079296,5
130,0.222222,0,-1.555556,-1.861154,5
142,0,0,0,0,5
134,1.111112,22.333334,-19.11111,-2.21646,5
93,1.055556,10.444445,-13.555555,-2.137493,5
79,4.777778,11.444445,-10.888889,-2.175843,5
84,0.499999,19.777779,-13.777778,-2.184862,5
89,0,0,0,0,5
144,0,0,0,0,5
140,0.611111,0.222222,-0.555556,-2.094395,5
99,2.444444,11.444445,-12.777778,-2.112503,5
129,0,0,0,0,5
135,0.444444,0.777778,-3.222222,-1.972186,5
35,0.388889,10.888889,-9.444445,-2.153332,5
85,0.222222,15.333333,-13.111111,-2.160912,5
97,0.777777,15.666667,-12.777778,-2.121346,5
144,0.388889,0.111111,-1.111111,-1.986938,5
58,0.444445,5.333334,-8.333333,-2.068564,5
150,0,0,0,0,5
120,2.222222,18.444445,-12,-2.177417,5
113,0.555556,18.777779,-10.444445,-2.163633,5
136,0.222222,0.888889,-4.666666,-2.071242,5
40,0,0,0,0,5
31,5.055555,8.888889,-8.777778,-2.171949,5
89,2.333333,14.555555,-10.777778,-2.102295,5
112,0.666666,27,-22.222221,-2.244772,5
93,0.888889,16.555555,-12.777778,-2.086083,5
92,1,11.888889,-11.222222,-2.113273,5
144,0.277778,0.444444,-0.333333,-1.90427,5
89,6.166666,13.444445,-12,-2.129746,5
153,0.055556,3.222222,-1.111111,-2.221716,5
151,0.111111,0,-0.333333,-2.094395,5
58,0.444445,5.333334,-8.333333,-2.068564,5
145,0.222222,0.111111,-0.666667,-1.920944,5
91,0.611111,8.222222,-13.777778,-2.147571,5
152,0.833333,2.333334,-2.777778,-1.997796,5
119,1.222222,6.333334,-8.222222,-2.142708,5
84,0.444445,13.666667,-12.555555,-2.152852,5
110,2.111111,24.444445,-18.88889,-2.182018,5
110,0.444444,28.333334,-13.222222,-2.187242,5
140,0.277778,3.555556,-5.666666,-2.072268,5
134,1.055556,0.888889,-5,-2.071242,5
118,1.222222,16.11111,-11.555555,-2.14718,5
116,0.777778,18.444445,-12.222222,-2.144778,5
152,2.111111,0.777778,-1.222222,-2.000272,5
94,0.833333,17,-13.666667,-2.100966,5
94,1.222222,11.444445,-15.222222,-2.159466,5
36,0.5,4.777778,-8.222222,-2.097293,5
113,0.666667,26.11111,-13.333333,-2.199825,5
141,0.333333,0,-0.555556,-2.094395,5
149,0.111111,0,-0.111111,-2.094395,5
63,0.388889,6.555555,-7.888889,-2.121837,5
131,0.277778,0.111111,-2,-1.871048,5
141,0,0,0,0,5
117,0.722222,13.777778,-7.666666,-2.005139,5
33,4.333334,6.666666,-6.888889,-2.056119,5
61,0.5,4.333334,-7.222222,-2.048717,5
137,0.277778,0,-2.444444,-2.056155,5
87,0.611111,7.222222,-13.444445,-2.138617,5
89,0.166667,2.666667,-0.666667,-1.890484,5
196,6.777777,40.666668,-16.88889,-2.105677,6
182,7,35,-7.888889,-1.868277,6
186,2.999999,41.77778,-12.666667,-1.956023,6
187,5.111111,42.88889,-14.444445,-1.990627,6
182,3.444444,48.333332,-17.222221,-2.001558,6
197,2,43.444443,-16.222221,-2.043399,6
190,2.055556,42.444443,-14,-1.986307,6
193,2.888889,52.11111,-21,-2.047766,6
195,2,41.22222,-16.333334,-2.101377,6
174,3.166667,48.22222,-20.222221,-2.037351,6
188,5,53,-18.444445,-1.997746,6
160,5.944443,39.22222,-21.777779,-2.162999,6
184,10.611111,28.333334,-8.777778,-2.215464,6
191,3.277778,51.555557,-20.555555,-2.03548,6
196,7.388889,55.444443,-22.555555,-2.070441,6
187,1.833333,52.88889,-20.333334,-2.058211,6
159,14.833333,32.333336,-15.888889,-2.316872,6
210,4.444444,44.11111,-17.555555,-2.020895,6
186,6.833334,26.88889,-9.666667,-2.046307,6
185,2.222221,49,-19.11111,-2.051056,6
184,5.833333,42.22222,-13.111111,-1.986776,6
194,4.611112,52.77778,-22,-2.060549,6
162,12.388888,40.11111,-19.88889,-2.386671,6
182,3,47.555557,-16.555555,-1.989221,6
186,1.777777,41.666668,-14,-1.973056,6
182,2.277777,29.777779,-8.888889,-1.943038,6
190,4.555555,51.555557,-19.333334,-2.102898,6
205,2.388889,48.666668,-18.88889,-2.038263,6
207,6.444444,49.88889,-19.11111,-2.062724,6
197,2.611111,43,-16.11111,-2.022274,6
183,1.555555,37.333336,-8.888889,-1.887731,6
198,3.055555,50.88889,-19.88889,-2.064888,6
196,2.277777,41.88889,-15.333333,-2.045996,6
186,5.5,46.22222,-15.666667,-1.988249,6
172,9.166667,37.77778,-13,-2.126558,6
183,3.388888,46.666668,-15.444445,-1.974959,6
193,7.055556,45.666668,-15.555555,-2.080174,6
194,3.833333,42.555557,-16.88889,-2.071876,6
192,6.166667,51.333332,-21,-2.038177,6
196,2.222222,54.11111,-19.777779,-2.048736,6
179,4.555556,31,-12.444445,-2.0752,6
197,4.555556,47.666668,-19,-2.024321,6
195,4.111111,41.77778,-15.777778,-2.052705,6
190,3.000001,41.333336,-15.111111,-2.025942,6
195,1.833335,42.666668,-16.88889,-2.063044,6
190,2.611111,46.555557,-18.777779,-2.052546,6
178,1.111109,51.22222,-21.555555,-2.040554,6
198,5.666666,50.77778,-19.333334,-2.035874,6
203,5.444445,46.666668,-19,-2.040013,6
176,2.388889,48.88889,-19.444445,-2.021784,6
190,8.555555,25.88889,-10.555555,-2.160658,6
191,1.444445,53.555557,-20.666666,-2.041277,6
176,5.111111,51.88889,-20.88889,-2.030648,6
176,1.5,43,-13.555555,-1.965703,6
195,3.944445,49.88889,-17.333334,-2.015595,6
184,10.611111,28.333334,-8.777778,-2.215464,6
180,3.833332,43.666668,-15.555555,-2.008719,6
162,12.944446,38.22222,-17.444445,-2.335371,6
201,5.222221,46.77778,-19.777779,-2.075226,6
159,14.833333,32.333336,-15.888889,-2.316872,6
176,3.444444,46.22222,-19.666666,-2.052258,6
165,16.444445,33.77778,-15.111111,-2.470153,6
187,2.833333,50,-16.333334,-1.966671,6
189,1.444444,51.444443,-19.444445,-2.005956,6
185,1.222222,51.77778,-20.777779,-2.073869,6
185,3.111111,42.444443,-15.111111,-2.006186,6
176,2.666667,43.333332,-14,-1.95141,6
188,5.111111,26.555555,-9.222222,-2.083566,6
195,2.388889,40,-16.222221,-2.118572,6
189,2,27.666666,-11.333333,-2.037982,6
175,3.444445,50,-21.333334,-2.063776,6
188,2.333333,48.555557,-18.333334,-2.039667,6
161,10.499999,37.333336,-16.444445,-2.316506,6
175,5.666666,29,-12,-2.091209,6
189,3.777777,51.444443,-21.222221,-2.101326,6
202,8.333334,50.22222,-21.333334,-2.093746,6
199,6.388889,47.77778,-21.222221,-2.084754,6
193,4.611111,36.11111,-11.222222,-1.995801,6
162,14.944444,37.444443,-18,-2.573635,6
199,5.611111,48.11111,-19.666666,-2.045431,6
183,4.666666,47.88889,-18.222221,-2.005196,6
182,2.500002,39,-10,-1.910677,6
196,3.444445,43.88889,-16.666666,-2.063864,6
190,1.388889,45.333332,-15.222222,-1.985899,6
194,2.444444,43.666668,-17.666666,-2.064277,6
177,1.666666,42.333336,-13.333333,-1.942662,6
185,2,46.88889,-17,-2.008008,6
188,5.111111,26.555555,-9.222222,-2.083566,6
195,3.833334,42,-16.11111,-2.056734,6
194,5.222222,52.444443,-18.222221,-2.081891,6
191,5.722222,42.11111,-13,-1.964901,6
160,1.555555,36.666668,-19.11111,-2.102318,6
163,17.666666,37.77778,-16.333334,-2.392741,6
194,3.222223,53.666668,-20.333334,-2.042718,6
198,4.833334,52.22222,-20,-2.050575,6
189,2.666667,29.444445,-12,-2.044277,6
192,7.444444,48,-18.333334,-2.164195,6
172,6.666666,39.333336,-13.333333,-2.052453,6
189,6.222223,25.666666,-8.222222,-2.049148,6
200,4.833333,47.22222,-20.444445,-2.065663,6
195,2.999999,42.555557,-16.666666,-2.081095,6
192,4.388889,39.22222,-16.222221,-2.016578,6
197,1.277779,55.666668,-21,-2.06802,6
189,5.888889,25.555555,-8.555555,-1.954574,6
189,3.777777,51.444443,-21.222221,-2.101326,6
161,9.222222,39.666668,-18.222221,-2.238293,6
187,2.333334,47.333332,-17.333334,-2.009615,6
176,5.111111,51.88889,-20.88889,-2.030648,6
197,1.277779,55.666668,-21,-2.06802,6
162,13.388888,38.77778,-17.222221,-2.327482,6
160,13.166667,36.77778,-20.333334,-2.335837,6
183,2.333334,45.333332,-15.555555,-1.981911,6
184,9.388888,28,-8.222222,-2.16033,6
185,3.111111,41.333336,-11.777778,-1.937924,6
182,2.944445,37.88889,-9.777778,-1.919167,6
189,12.388889,20.333334,-7.444445,-2.01975,6
188,1.999999,43.444443,-15.555555,-2.00738,6
163,18.666666,36.555557,-16.333334,-2.425324,6
191,2.944444,43.11111,-13.555555,-1.998993,6
191,5.222223,51.22222,-21.777779,-2.047053,6
185,3.111111,42.444443,-15.111111,-2.006186,6
179,3.555556,43.77778,-14.333333,-1.978657,6
189,5.722223,26.555555,-8.666667,-2.050282,6
195,3.722222,41.77778,-15.666667,-2.051671,6
189,2.111111,50.77778,-20.555555,-2.048058,6
180,2.222222,51.555557,-20.555555,-2.022148,6
190,1.611111,43,-14.111111,-1.987599,6
177,8.499999,28.555555,-12,-2.121237,6
202,1.888889,53.88889,-19.88889,-2.043538,6
186,1.944444,42.555557,-13.888889,-1.958085,6
191,6.000001,52.11111,-23.444445,-2.077651,6
188,3.111112,29,-11,-2.04072,6
181,2.555556,52.555557,-20.88889,-2.044563,6
193,4.055555,42.77778,-17.333334,-2.065421,6
204,2.777777,50.22222,-19.333334,-2.038543,6
200,3.777779,52.555557,-20.777779,-2.026586,6
185,2.5,43.88889,-14.333333,-2.007175,6
161,11.500001,38.22222,-18.11111,-2.338974,6
188,4.611111,53.444443,-21.88889,-2.079095,6
202,4.833333,51,-18,-2.045943,6
187,2.111111,51.333332,-20.11111,-2.03348,6
200,2.5,49.11111,-18,-2.015374,6
173,3.611111,47.444443,-19.88889,-2.04172,6
189,4.444445,53.77778,-19.222221,-2.035894,6
177,8.333332,29,-11.666667,-2.10084,6
193,1.833333,54.555557,-23.777779,-2.084935,6
193,2.222222,54,-23.222221,-2.109375,6
182,2.111111,37.77778,-9.888889,-1.917349,6
186,2.777777,47.88889,-17.555555,-2.028618,6
197,4.944445,44.11111,-17,-2.071221,6
210,5.722222,42.77778,-16.555555,-2.014434,6
161,11.777776,38.11111,-16.222221,-2.38829,6
180,3.111111,42.555557,-13.333333,-1.996042,6
185,1.944444,50,-20.88889,-2.088855,6
192,4.388889,40.333336,-15.777778,-2.047243,6
196,4.444445,43.666668,-17.222221,-2.054753,6
198,4.111111,42.333336,-17.777779,-2.070717,6
182,2.777777,37.666668,-9.888889,-1.904978,6
191,2.833331,54.333332,-23.666666,-2.062286,6
196,2.222222,41.444443,-16.444445,-2.074616,6
187,2.666667,41.666668,-15.111111,-1.998547,6
176,1.555556,43.333332,-14.555555,-1.97757,6
191,2.333333,43.11111,-15.666667,-2.040515,6
189,11.722221,22.88889,-9,-2.101002,6
186,2.055555,41.88889,-14.111111,-1.968511,6
183,6.333334,28.222221,-8.444445,-1.970772,6
203,3.444445,51.333332,-18.11111,-2.034642,6
190,2.888889,45.77778,-17,-2.03483,6
161,11.5,38.555557,-16.444445,-2.395566,6
188,3.611111,43.77778,-14.888889,-1.995072,6
185,6.222221,28.777779,-10,-2.085272,6
191,7.777778,22.444445,-5.222222,-1.858264,6
186,2,42.333336,-13.222222,-1.940813,6
194,5.111111,36.333336,-12.111111,-2.045201,6
184,3.611111,39.444443,-10.333333,-1.930196,6
176,5.055555,45.444443,-19.777779,-2.051636,6
180,3.111111,42.555557,-13.333333,-1.996042,6
196,2.222222,54.11111,-19.777779,-2.048736,6
194,2.277778,43.11111,-15.888889,-2.021838,6
192,4.944445,50.555557,-19,-2.034048,6
182,3.611111,30.444445,-10.444445,-2.001125,6
191,3.277778,51.555557,-20.555555,-2.03548,6
200,3.444445,48.666668,-20.88889,-2.080206,6
187,2.111111,51.333332,-20.11111,-2.03348,6
201,5.555555,36.11111,-13.555555,-2.175826,6
210,4.444444,44.11111,-17.555555,-2.020895,6
183,4.055555,48.555557,-17.666666,-1.997577,6
185,9.888888,27.88889,-9.333333,-2.45058,6
162,14.055556,37,-16.88889,-2.341198,6
189,3.166667,43,-13.666667,-1.973221,6
163,18.166666,37.444443,-16.333334,-2.51749,6
163,18.777777,38,-16.444445,-2.388454,6
182,3.611111,30.444445,-10.444445,-2.001125,6
162,13.944444,37.88889,-19,-2.494607,6
193,4.5,49.77778,-20.11111,-2.033804,6
201,5,49.22222,-15,-1.969456,6
