@relation segment

@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
43.88889,-16.666666,34.666668,6
26.88889,-11,25.333334,6
29.777779,-8.888889,23.11111,6
50,-21.222221,44.77778,6
38.333336,-12.111111,27.88889,6
46.22222,-15.666667,37.333332,6
49.88889,-22.222221,46.11111,6
22.88889,-9,19.666666,6
42.666668,-15.111111,36.22222,6
27.333334,-8.777778,17.88889,6
28.222221,-8.444445,20.555555,6
54.555557,-23.777779,48.22222,6
43.666668,-17.666666,37,6
52.444443,-18.222221,37.77778,6
47.444443,-19.88889,43.11111,6
51,-18,39,6
26.666666,-7.666666,17,6
48.22222,-20.222221,44.11111,6
52.77778,-18.777779,42.555557,6
41,-15.555555,35.11111,6
41.666668,-15.111111,35.22222,6
36.333336,-15.333333,27.666666,6
49.444443,-19.333334,42,6
42.555557,-13.888889,35.11111,6
43.11111,-12,30.666666,6
43,-13.666667,33.666668,6
51.333332,-20.11111,44.22222,6
54.666668,-23.222221,48.444443,6
41.77778,-15.666667,33.333332,6
53,-18.444445,43.22222,6
52.88889,-20.333334,43,6
43.333332,-14.555555,35.444443,6
42.555557,-14.333333,35,6
49,-17.777779,39.88889,6
43,-14.111111,33.555557,6
48.11111,-19.666666,42.333332,6
50.88889,-19.88889,41.444443,6
46.88889,-21.333334,41.333332,6
53.77778,-19.222221,42.11111,6
48.666668,-20.88889,42.77778,6
36.11111,-13.555555,26.11111,6
28,-8.222222,17.777779,6
37.88889,-18.11111,30.555555,6
36.333336,-12.111111,26.222221,6
42.444443,-14,33.333332,6
38.77778,-17.222221,27.444445,6
52.11111,-21,45,6
29,-11,24,6
49,-19.11111,40.88889,6
42.333336,-13.333333,34.666668,6
28.777779,-10,21.333334,6
30.444445,-10.444445,23.88889,6
31.88889,-16,27.666666,6
40,-16.222221,31.444445,6
44.11111,-17,35.666668,6
51,-17.444445,40.555557,6
37.333336,-8.888889,26.444445,6
50.88889,-18.333334,41.666668,6
52.333332,-21,45.333332,6
54,-21.666666,44.666668,6
48.88889,-18.777779,40.555557,6
48.22222,-19,40.333332,6
50.77778,-19.333334,42,6
27.88889,-9.333333,18.333334,6
43.11111,-15.888889,35.77778,6
41.666668,-12.555555,32.77778,6
54.333332,-23.666666,49.666668,6
49.88889,-19.11111,39.88889,6
52.11111,-21.11111,41.22222,6
40,-14.333333,31.666666,6
27.666666,-8.777778,19.88889,6
41.88889,-14.888889,32.444443,6
26.88889,-9.666667,21.333334,6
54,-23.222221,45.444443,6
45.77778,-17,37.333332,6
45.444443,-19.777779,42.22222,6
46.88889,-17,39,6
53.666668,-20.333334,44,6
25.88889,-10.555555,21.777779,6
38.22222,-18.666666,29,6
36.11111,-11.222222,26.444445,6
46.22222,-19.666666,42,6
28.333334,-8.777778,18.88889,6
51.444443,-19.444445,44.88889,6
26.666666,-9.666667,22,6
37.88889,-18.11111,30.555555,6
50.333332,-21.555555,43.444443,6
50.22222,-19.333334,42.333332,6
50,-20.88889,42.11111,6
42.444443,-15.111111,34.88889,6
28.333334,-8.777778,18.88889,6
53.22222,-19.444445,42.22222,6
53.444443,-20.777779,45.22222,6
47.666668,-17.88889,39.444443,6
37,-16.88889,26.777779,6
27.88889,-8.333333,19,6
48.77778,-20.222221,45.11111,6
30.444445,-10.444445,23.88889,6
46.666668,-15.444445,37.555557,6
43.77778,-14.222222,36.11111,6
43.666668,-17.222221,36.444443,6
38.555557,-16.444445,27.88889,6
44.11111,-17.555555,39.11111,6
48.333332,-22.222221,44.11111,6
43.666668,-15.555555,35.77778,6
47.77778,-17.555555,37.77778,6
44.77778,-17.444445,36.555557,6
47.88889,-18.222221,41.77778,6
45.22222,-18.333334,37.666668,6
37.77778,-16.333334,24.333334,6
50.11111,-17.555555,42.444443,6
43,-14.111111,33.555557,6
51.333332,-20.11111,44.22222,6
38.77778,-14.222222,29.777779,6
43.88889,-14.333333,33.333332,6
42.555557,-13.333333,31.333334,6
27.777779,-9.555555,-7.222222,7
23.222221,-8.222222,-7.555555,7
19.222221,-9.222222,-4.555555,7
24.777779,-8.333333,-8.333333,7
21.333334,-11.444445,-2.777778,7
19.88889,-7.222222,-5.222222,7
22.333334,-10.777778,-4.777778,7
25.555555,-14,-5.666666,7
13.777778,-8,-5.666666,7
19.11111,-10.222222,-4.888889,7
18.88889,-9.333333,-3.666667,7
19.11111,-8.666667,-9,7
11.222222,-6.222222,-3.888889,7
12.777778,-7.222222,-3.555556,7
21,-8.555555,-5.888889,7
23.11111,-10.555555,-4.888889,7
17.88889,-10.222222,0.111111,7
17,-7.777778,-2.777778,7
9.444445,-4.111111,-4.777778,7
18.777779,-7,-9.666667,7
11.555555,-4.888889,-5.222222,7
19.88889,-11,2.666667,7
21.11111,-10.222222,-4.888889,7
16.444445,-7.666666,-5.666666,7
28.666666,-8.666667,-6,7
27.555555,-11.444445,-7.444445,7
20.11111,-8.777778,-5.444445,7
24.222221,-7.666666,-8,7
15.888889,-8.888889,-7.222222,7
22.666666,-13.333333,-2.666667,7
18.666668,-9,-0.666667,7
15.888889,-6.222222,-5.888889,7
13.777778,-3.888889,-7.555555,7
30.666666,-17.11111,-3.444444,7
16.333334,-6,-11,7
14.444445,-6.333334,-3,7
23.444445,-11.333333,-2,7
26.222221,-13.222222,-3.888889,7
29.444445,-17.777779,-1.444444,7
19.555555,-5.777778,-9.444445,7
19.555555,-2.444444,9.555555,7
22.88889,-9.888889,-6.222222,7
21.777779,-4.111111,-11.111111,7
15.444445,-7,-10,7
16.222223,-8,-5.666666,7
16.11111,-8.222222,-3.888889,7
17,-6.444445,-8.777778,7
17.222223,-8.555555,-2.222222,7
26,-12.222222,-7.555555,7
29.444445,-15.222222,-0.222222,7
18.444445,-9.333333,-3.333333,7
18.333334,-9.111111,-3.444444,7
18,-10.333333,-3.666667,7
11.777778,-4.333334,-7,7
19.11111,-7.555555,-8.888889,7
11.111111,-3.333333,-8.666667,7
17.222223,-7.444445,-4.111111,7
28.222221,-15.333333,-1.666667,7
23.88889,-9.666667,-5,7
30.555555,-14.555555,-4.888889,7
11.333333,-6.111111,-3.777778,7
21.555555,-13.222222,1.111111,7
29.444445,-17.777779,-1.444444,7
17.777779,-7.444445,-5.111111,7
19.333334,-5.666666,-9.666667,7
15.888889,-6.222222,-5.888889,7
28.333334,-19.11111,5.222222,7
17.555555,-4.222222,-9.555555,7
20.11111,-7.555555,-4.555555,7
9.555555,-3.222222,-2.222222,7
24.777779,-11.666667,-9,7
18.666668,-6.111111,-11.111111,7
20.555555,-10.555555,-5.555555,7
17,-6.666666,-3.666667,7
17.777779,-9.111111,-3.111111,7
18.11111,-5.111111,-11.111111,7
22.222221,-13.888889,-1.888889,7
9.888889,-5.666666,-6,7
17.444445,-9.555555,-4.888889,7
20.777779,-10.111111,-4.777778,7
18,-6.444445,-9.111111,7
18.11111,-6.555555,-6.888889,7
18.555555,-9.333333,-1,7
28.555555,-16.444445,0.555556,7
14.777778,-3.444444,-0.777778,7
25.333334,-10.666667,-9.666667,7
23.222221,-11.888889,-3.222222,7
29.88889,-14.888889,-1.222222,7
22.88889,-8.555555,-8.555555,7
17.88889,-6.888889,-9.888889,7
32.555557,-14.333333,-5.666666,7
10.444445,-5.333334,-6,7
17.11111,-8.666667,-3.666667,7
27.88889,-17.222221,0.111111,7
18.11111,-5.444445,-8.777778,7
19.222221,-6.222222,-10.222222,7
24.666666,-13.111111,-3.111111,7
17.444445,-10.777778,-1.777778,7
24.555555,-11.111111,-4.777778,7
8.888889,-4.666666,-4.666666,7
21.777779,-10.444445,-4.111111,7
11.111111,-5.888889,-6.222222,7
18.11111,-11.888889,1.777778,7
11.777778,-2.333333,-5,7
30.88889,-9.888889,-9.222222,7
22.777779,-13.666667,2.333333,7
24.666666,-6.777778,-10.111111,7
17.333334,-11.555555,1.444444,7
19.333334,-10.444445,-3.444444,7
23.88889,-7.555555,-5.222222,7
22.333334,-10.666667,-4.333334,7
12.555555,-9,-3.333333,7
20.11111,-9.222222,-6.888889,7
12.444445,-3.222222,-8.555555,7
11.444445,-5.777778,-5.444445,7
15.888889,-5.777778,-9.444445,7
19.555555,-10.888889,1.444444,7
30.88889,-16,-0.333333,7
25,-11.777778,-6.111111,7
24.666666,-9,-5.333334,7
19.666668,-10.333333,-4,7
8.333334,-4.444445,-3.777778,7
9.666667,-3.888889,-6.222222,7
29.555555,-16.333334,3,7
21.333334,-5.222222,-10.222222,7
16.88889,-6.555555,-6.555555,7
16.777779,-6.444445,-3.777778,7
18.555555,-9.222222,-0.888889,7
11.555555,-4.666666,-6.666666,7
22,-9.555555,-0.888889,7
20,-10.333333,-3.333333,7
17.222223,-9.777778,-3.444444,7
15.777778,-9.222222,-2.888889,7
22.222221,-12.222222,-1.555556,7
18.555555,-9.777778,-3.444444,7
29.666666,-16.11111,2.222222,7
14.333333,-7.888889,-2.888889,7
19.88889,-5,-9.666667,7
28,-14.555555,-5.222222,7
18.555555,-9.222222,-0.888889,7
27.555555,-9.444445,-9.444445,7
10.111111,-1.666667,-3,7
18.222221,-9.222222,-0.222222,7
30.11111,-10.777778,-8.111111,7
15.888889,-6.888889,-5.888889,7
21.11111,-5.111111,-11.444445,7
18.222221,-7.222222,-10.222222,7
22.222221,-11.111111,-5.777778,7
15.777778,-10,-4.666666,7
14.666667,-10.444445,-0.777778,7
23.555555,-7.666666,-4.333334,7
17.777779,-9.111111,-3.111111,7
17.666668,-8.666667,-4,7
15.333333,-7.222222,-0.222222,7
29.88889,-11.777778,-9.444445,7
19.777779,-7.333334,-8.333333,7
24.222221,-12,-4.666666,7
8.777778,-5.222222,-3.888889,7
20.444445,-3.666667,-11.666667,7
18.666668,-9,-0.666667,7
18.444445,-8.888889,1.777778,7
24.555555,-11.444445,-3.444444,7
16.555555,-7.777778,-5.444445,7
21.222221,-8.444445,-6.111111,7
25.333334,-7.111111,-9.444445,7
19.88889,-11.666667,-2.666667,7
26.11111,-10.888889,-6.888889,7
17.555555,-9.666667,-1,7
11.222222,-6,-5.666666,7
17.11111,-6.777778,-9.444445,7
18.777779,-7.333334,-10.333333,7
18.777779,-6.444445,-12.444445,7
22.555555,-10.333333,-7.666666,7
18,-5.666666,-12,7
18.666668,-8.777778,-1.777778,7
13.777778,-8.111111,-2.111111,7
17.444445,-10.444445,2.555556,7
27.333334,-15.666667,-5,7
17.777779,-7.888889,-4.222222,7
23.666666,-10,-7,7
21.555555,-11.555555,-2.555556,7
23.88889,-13.333333,-3.333333,7
35.666668,-16.666666,0,7
23.333334,-10.111111,-4.444445,7
7,-0.555556,-1.222222,7
17.333334,-7.555555,-8.888889,7
29,-7.555555,-9.888889,7
14.666667,-6.888889,-7.888889,7
25.11111,-13.444445,-4.444445,7
21.444445,-12.666667,-3.333333,7
24.88889,-12.666667,-3.666667,7
19.11111,-11,-2.666667,7
17.555555,-5.333334,-11.666667,7
20.11111,-8.777778,-5.444445,7
8.555555,0.444444,2.111111,7
19.11111,-11,-2.666667,7
23.222221,-8.222222,-9.555555,7
20.88889,-11.222222,-3.222222,7
8.777778,-4.888889,-3.888889,7
13.777778,-7.222222,8.111111,7
18.444445,-8.888889,1.777778,7
12.333333,-6.555555,-4.888889,7
19.222221,-11.555555,0.777778,7
27.555555,-14.444445,-7.444445,7
23.333334,-16.444445,3.222222,7
18.333334,-7.888889,-3.222222,7
12.666667,-6.777778,-4.777778,7
24.333334,-11.888889,-3.888889,7
21,-8.111111,-8.777778,7
17.444445,-9.222222,-7.222222,7
17.555555,-4.222222,-9.555555,7
20.666668,-7.777778,-5.111111,7
19.222221,-4.222222,-9.555555,7
20.444445,-8.444445,-6.777778,7
9.555555,-3.888889,-4.888889,7
19.88889,-5,-9.666667,7
28.555555,-4.111111,-12.111111,7
23,-6.666666,-12,7
17.222223,-8.888889,-5.222222,7
24,-14.444445,-2.777778,7
13.888889,-7.777778,-7.111111,7
25.333334,-9.333333,-11,7
17.333334,-7.111111,-8.444445,7
27.222221,-12,-2.666667,7
11.222222,-4.111111,-7.111111,7
12.444445,-6.333334,-6.666666,7
20.777779,-11.111111,-2.444444,7
18.333334,-9.777778,-4.777778,7
17,-10.555555,-3.555556,7
32,-15.222222,-2.888889,7
11.222222,-5.444445,-7.444445,7
11.222222,-6,-5.666666,7
19.666668,-6,-7.333334,7
19.555555,-9.777778,-1.777778,7
13.777778,-8,-5.666666,7
18,-10.333333,-3.666667,7
22.333334,-10.777778,-4.777778,7
25.11111,-12.111111,-3.444444,7
7,-0.555556,-1.222222,7
28.11111,-8.777778,-8.111111,7
27.222221,-12,-2.666667,7
17.11111,-5.111111,-2.444444,7
25,-13.444445,-2.777778,7
11.666667,-2.111111,-1.777778,7
17.11111,-5.777778,-8.777778,7
26.88889,-12.666667,-7.666666,7
17.222223,-8.888889,-5.222222,7
28.777779,-15.222222,0.111111,7
29.555555,-21.11111,5.222222,7
16.444445,-9.555555,-2.555556,7
20.11111,-9.888889,-5.555555,7
24.555555,-11.444445,-3.444444,7
16.11111,-6.222222,-7.222222,7
28.333334,-19.11111,5.222222,7
16.777779,-6.888889,-0.555556,7
34.11111,-14.333333,-10.333333,7
21.777779,-8.333333,-3.666667,7
20.444445,-10.666667,-0.333333,7
23.88889,-9.666667,-3,7
19.11111,-8.333333,-5.666666,7
29.444445,-14,-7.666666,7
24.666666,-13.333333,-2,7
18.444445,-3.777778,-6.444445,7
22.88889,-9.888889,-9.222222,7
19.11111,-10.222222,-4.888889,7
28.555555,-12.444445,-9.777778,7
18.777779,-12.555555,-2.222222,7
24.666666,-11.888889,-3.222222,7
22.777779,2.333333,-8.666667,7
29,-14.555555,-4.888889,7
20.777779,-10.222222,-3.555556,7
11.555555,-4.666666,-6.666666,7
20.444445,-9.888889,-4.222222,7
26,-15.888889,-2.555556,7
25.555555,-14.111111,-3.111111,7
20,-6.222222,-9.555555,7
8.333334,-2.333333,-3.333333,7
20.333334,-4.777778,-8.111111,7
15.888889,-9.222222,-0.555556,7
18.555555,-9.777778,-3.444444,7
29.333334,-10,-8,7
33.333336,-20.777779,4.888889,7
30.88889,-16,-0.333333,7
18.666668,-9.555555,-4.555555,7
16.333334,-7.555555,-4.888889,7
21.444445,-8.222222,-7.222222,7
22.666666,-11.111111,-4.444445,7
10.666667,-5.444445,-6.111111,7
14.333333,-6,4,7
16.88889,-7.444445,-9.444445,7
18.11111,-10.333333,-1,7
21,-8.111111,-8.777778,7
19.777779,-10.444445,-3.444444,7
22.222221,-13.888889,-1.888889,7
20.555555,-10.888889,-5.555555,7
16.222223,-6.111111,-7.111111,7
18.444445,-10.333333,-4.666666,7
