@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Vedge-mean numeric
@attribute Rawred-mean numeric
@attribute Rawgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
18,43,1.888889,54.88889,56.666668,0.335115,-2.160551,4
73,105,2.111111,53.333332,52.22222,0.259048,-2.032243,4
186,98,1.277778,31,29.88889,0.265698,-1.96031,4
121,107,1.555555,49.444443,48.11111,0.252669,-2.003607,4
189,68,1.666667,38.333336,35.11111,0.170449,-1.624846,4
244,134,2.111113,37.11111,38.77778,0.361284,-2.175349,4
144,35,2.333333,32.333336,33,0.319714,-2.138762,4
197,121,21.666666,37.444443,36.22222,0.280578,-1.995536,4
152,98,7.000001,24.88889,24.333334,0.346398,-2.04294,4
190,136,2.277778,2.888889,3.111111,0.709751,-2.123905,4
248,103,0.944443,30.777779,30.88889,0.323915,-2.102607,4
224,124,1.555556,36.77778,37.444443,0.348022,-2.127801,4
132,84,3,7.333334,7.555555,0.380483,-2.13694,4
45,121,2.055557,47.77778,48.444443,0.307193,-2.126943,4
212,152,5,20.333334,21.666666,0.46343,-2.165731,4
59,139,6.888889,12.444445,13,0.482725,-2.118223,4
68,157,5.833333,16.88889,17.444445,0.438882,-2.1343,4
191,119,1.111111,36.22222,35.11111,0.271717,-2.006,4
103,65,1.277778,53.77778,52.77778,0.287045,-2.041901,4
114,145,2.166666,52.444443,54.11111,0.31714,-2.166151,4
201,125,1.722222,41.666668,39.444443,0.192484,-1.840579,4
104,129,19.277777,33.11111,33.11111,0.320613,-2.097799,4
78,128,1.166667,42.666668,42.88889,0.340237,-2.102441,4
144,139,5.5,57.88889,57.333332,0.27569,-2.065471,4
66,160,3.000001,18.222221,18.777779,0.426014,-2.138726,4
198,127,2.444444,38,36,0.248999,-1.908348,4
72,32,3.944445,48.555557,47.77778,0.344409,-2.060607,4
176,100,1.944444,50.333332,48.88889,0.268621,-2.00619,4
151,101,9.611111,27.222221,26.88889,0.327288,-2.05839,4
249,87,14.388889,28.222221,27.444445,0.312482,-2.013382,4
133,108,0.777777,41.22222,40.11111,0.275986,-2.015554,4
233,154,3.722222,25.11111,27.333334,0.458785,-2.20265,4
120,102,0.777778,56.77778,56.555557,0.26938,-2.083043,4
13,15,1.222223,59.333332,60.666668,0.316905,-2.145323,4
128,140,7.833334,24.88889,24.555555,0.266206,-2.05389,4
142,119,5.277778,40.666668,40.22222,0.28077,-2.064038,4
141,17,3.722223,40.333336,39.444443,0.268186,-2.030048,4
51,111,16.222223,30.333334,29.777779,0.290355,-2.005742,4
243,120,4.444445,44.77778,42.444443,0.245321,-1.910735,4
37,78,1.000001,41.11111,38.444443,0.258916,-1.886072,4
48,139,2.444445,42.555557,41.666668,0.310818,-2.044238,4
58,122,2.055556,29.222221,29,0.349652,-2.074838,4
7,154,3.055555,44.555557,43.555557,0.321345,-2.033077,4
58,48,2.277778,35.444447,34.666668,0.339117,-2.048732,4
224,124,3.166667,39.22222,37.555557,0.290982,-1.980977,4
185,110,18.444445,46.11111,45.444443,0.249253,-2.032518,4
202,21,0.333333,37.11111,35.77778,0.274519,-1.990806,4
169,66,2.000001,47.77778,45.77778,0.252103,-1.961254,4
152,83,4.444444,23.333334,23,0.307415,-2.063242,4
79,44,4.888889,50.11111,50.333332,0.339917,-2.102652,4
174,96,2.222223,54.11111,50.333332,0.174579,-1.720468,4
86,20,0.944447,56.444443,57.444443,0.309556,-2.133031,4
80,77,1.388888,51.11111,52.22222,0.31069,-2.143048,4
219,80,1.277777,36.333336,34.555557,0.282964,-1.962646,4
81,158,2.833333,16.777779,17.333334,0.41916,-2.142701,4
188,73,1.055555,35.666668,35.11111,0.297096,-2.054964,4
69,68,0.833332,49.22222,48.666668,0.316026,-2.069541,4
219,132,1.444445,29.555555,30.444445,0.354746,-2.146969,4
158,76,0.833333,31.88889,30.666666,0.27031,-1.981499,4
130,32,1.111111,54.22222,53.333332,0.249001,-2.042422,4
120,124,8.999999,49,47.88889,0.261246,-2.017379,4
219,126,0.388889,33.555557,32,0.258409,-1.942179,4
104,112,0.611111,52.22222,51.88889,0.293681,-2.078463,4
185,85,9.277779,45,42.88889,0.278726,-1.95422,4
52,89,5.222222,25.222221,24.666666,0.331128,-2.048461,4
68,128,21.333334,32.11111,30.88889,0.316177,-1.981846,4
80,72,1.222223,51.333332,51.22222,0.314606,-2.090221,4
39,17,1.111111,63.333332,62.88889,0.284874,-2.075161,4
19,102,3.88889,50.666668,51,0.317014,-2.102047,4
79,28,4.277777,53.444443,54.666668,0.324556,-2.144507,4
183,153,5,21.333334,23.88889,0.447745,-2.242741,4
44,50,1.166667,57.333332,57.666668,0.290165,-2.107785,4
24,93,1.611109,54.77778,54.555557,0.315538,-2.083715,4
165,96,2.38889,61,59.88889,0.254595,-2.036336,4
229,102,0.888889,37,36.88889,0.318271,-2.088579,4
62,140,2.444445,17.88889,18.88889,0.444353,-2.167262,4
70,38,1.222223,50,49.666668,0.336015,-2.078504,4
52,82,3.277779,41.555557,40,0.246605,-1.971781,4
104,103,0.944445,52.22222,51.77778,0.287394,-2.071134,4
189,48,0.722222,38.77778,37.555557,0.245241,-2.003259,4
112,90,7.38889,57.666668,58.11111,0.278345,-2.108813,4
220,111,2.555555,25.444445,25.11111,0.349325,-2.064723,4
164,83,2.5,60.22222,58.88889,0.260329,-2.027771,4
75,65,2.5,50.444443,50.11111,0.314783,-2.077647,4
23,25,1.111109,60.666668,61.666668,0.318191,-2.13042,4
19,62,11.222222,53.77778,54.666668,0.329364,-2.126207,4
14,146,0.888889,8,8.111112,0.487864,-2.108911,4
102,158,2.277777,35.555557,35,0.264152,-2.049172,4
202,71,0.944444,37.88889,35.11111,0.166047,-1.675919,4
136,45,1.222222,48.11111,47.333332,0.259367,-2.045905,4
66,160,3.000001,18.222221,18.777779,0.426014,-2.138726,4
27,57,0.722223,60,61,0.335387,-2.128801,4
148,109,0.999999,42.555557,42.77778,0.325138,-2.105478,4
32,88,0.833332,57.88889,58.88889,0.320122,-2.132027,4
217,77,1.555555,37.22222,35.22222,0.269192,-1.932066,4
39,138,1.111111,49.11111,48,0.280911,-2.029656,4
217,148,2.055556,21.444445,24.222221,0.483771,-2.237972,4
14,146,0.888889,8,8.111112,0.487864,-2.108911,4
139,115,2.111111,42.444443,41.444443,0.264115,-2.021125,4
252,76,1.722221,36,36.77778,0.334876,-2.139002,4
83,81,0.444443,51.88889,52,0.307419,-2.09885,4
122,129,2.277779,46.88889,45.444443,0.248092,-1.997241,4
12,154,3.222222,14.888889,15.666667,0.479715,-2.142529,4
199,97,2.722222,46,43.333332,0.199351,-1.836777,4
155,138,2.000001,63.88889,62,0.248998,-1.999045,4
107,146,1.888889,16.777779,17.666668,0.432786,-2.164971,4
116,125,2.833333,52.555557,53.77778,0.317206,-2.145045,4
151,89,8.388889,27.333334,26.777779,0.351273,-2.046542,4
63,19,2.444445,38,38.77778,0.355227,-2.133676,4
108,128,7.055555,46.333332,46.333332,0.312927,-2.091927,4
227,132,6.666668,33.22222,33.88889,0.325768,-2.129523,4
49,42,2.611111,50.666668,51.444443,0.322931,-2.125735,4
168,77,0.888889,54.22222,53.11111,0.255329,-2.030875,4
187,75,1.555556,35.77778,35.11111,0.275059,-2.036435,4
20,122,1.555555,51.555557,52.444443,0.342363,-2.128423,4
221,69,1.555555,36.666668,34,0.154094,-1.640134,4
245,110,4.88889,29.11111,28.777779,0.353548,-2.068653,4
140,116,1.777778,42.333336,41.555557,0.264563,-2.038624,4
245,78,1.888889,25.11111,25.11111,0.392034,-2.066695,4
217,148,2.055556,21.444445,24.222221,0.483771,-2.237972,4
160,73,0.944444,54,52.333332,0.253364,-1.996907,4
147,87,6.833334,37.88889,37.22222,0.319706,-2.050388,4
233,124,2.111111,35.77778,35.555557,0.317097,-2.076967,4
92,70,1.111111,53.444443,52.88889,0.314365,-2.070832,4
191,101,1.111112,39,39,0.322733,-2.094303,4
133,125,1.444443,61.11111,58.555557,0.259842,-1.9632,4
163,151,3.833333,23.11111,25.555555,0.457448,-2.219625,4
137,147,1.555556,20.555555,22.444445,0.468165,-2.204575,4
112,38,11.055554,58.22222,57.22222,0.271659,-2.038824,4
118,126,0.666667,16.11111,16.88889,0.437078,-2.158805,4
99,149,3.666667,16.666668,17.444445,0.445172,-2.141787,4
57,42,2.333334,32.77778,31.777779,0.334662,-2.029552,4
187,80,1.333333,37.77778,36.11111,0.24473,-1.942698,4
150,158,2.166667,7,6.111111,0.503086,-1.943449,4
230,117,3.277779,33.555557,33.77778,0.335026,-2.106235,4
142,99,0.777778,51.88889,47.77778,0.146611,-1.567463,4
22,125,2.277778,50.22222,50.666668,0.323908,-2.112723,4
229,24,1.777778,42.333336,44,0.30862,-2.186797,4
198,127,2.444444,38,36,0.248999,-1.908348,4
93,67,1.722221,53,53.333332,0.303044,-2.109804,4
11,62,0.888891,57.444443,58.22222,0.32276,-2.124459,4
183,66,1.277778,41.555557,38.88889,0.152009,-1.68385,4
90,36,0.944443,56.555557,57.77778,0.332815,-2.138581,4
155,135,2.388887,63.666668,62.22222,0.258303,-2.024945,4
228,42,2.055556,39.555557,40,0.271572,-2.120131,4
238,98,1.333334,47.555557,46.333332,0.28511,-2.025773,4
190,105,1.888889,41.22222,39.666668,0.295992,-1.996082,4
191,107,2.055555,26.88889,24.88889,0.311552,-1.877159,4
67,34,1.111111,46.22222,46.22222,0.34747,-2.09452,4
140,73,1.722221,45.666668,42.11111,0.176156,-1.681589,4
212,68,2.888889,37.555557,34.666668,0.167908,-1.659641,4
8,162,1.611111,6.666666,6.444445,0.484805,-2.044946,4
208,65,1.388887,52.666668,53,0.19713,-1.970812,4
142,140,4.222222,23.444445,23.555555,0.2851,-2.100487,4
169,102,1,53.444443,51.555557,0.25976,-1.985584,4
41,150,1.777778,16.222223,16.777779,0.441573,-2.134876,4
170,159,2.277778,20.333334,18.88889,0.15128,-1.596679,4
187,106,4.055556,34.11111,33.22222,0.270907,-2.010178,4
136,45,1.222222,48.11111,47.333332,0.259367,-2.045905,4
118,111,1.222223,56.444443,55,0.269218,-2.014126,4
120,108,4.611111,52.666668,52,0.252458,-2.053869,4
109,111,1.444445,51.333332,50.333332,0.298892,-2.045165,4
121,102,2.944444,47.11111,45.555557,0.2694,-1.99488,4
29,18,0.777777,59,59.77778,0.317156,-2.123641,4
4,126,1.166667,52.333332,50.666668,0.280738,-2.006029,4
99,103,1,58.333332,56.88889,0.271568,-2.022581,4
21,123,0.888888,15.666667,15.888889,0.408913,-2.115734,4
74,127,4.833334,39.444443,39,0.317325,-2.061036,4
45,149,2.5,13.444445,13.222222,0.453341,-2.069251,4
83,143,1.277777,43,43.333332,0.341229,-2.108995,4
189,79,2.722223,38,36.555557,0.265535,-1.984583,4
216,78,1.333333,31.333334,31,0.33971,-2.053834,4
78,85,5.5,42.444443,42.666668,0.315228,-2.097363,4
168,70,0.833333,51.555557,48.666668,0.249829,-1.907955,4
105,111,0.388889,53.22222,52.444443,0.299664,-2.058,4
118,126,0.666667,16.11111,16.88889,0.437078,-2.158805,4
109,76,1.500001,47.666668,46.11111,0.250705,-1.989922,4
147,125,6.388889,37.22222,37.444443,0.324639,-2.096474,4
127,118,11.555554,30.777779,30.555555,0.293949,-2.077668,4
58,146,3.5,18.11111,18.555555,0.429825,-2.124871,4
38,103,0.888889,53.333332,51.666668,0.257014,-1.997589,4
229,147,4.055555,20.88889,22.333334,0.457405,-2.174468,4
128,161,0.555555,5.555555,5,0.540918,-1.996307,4
76,134,2.555555,41.88889,41.77778,0.341111,-2.086914,4
243,120,4.444445,44.77778,42.444443,0.245321,-1.910735,4
112,90,7.38889,57.666668,58.11111,0.278345,-2.108813,4
87,146,0.944444,36.88889,36.666668,0.347454,-2.081842,4
217,130,2.333333,15.777778,16.444445,0.505441,-2.134924,4
180,116,2.944446,29.11111,28.777779,0.309461,-2.068113,4
79,28,4.277777,53.444443,54.666668,0.324556,-2.144507,4
242,81,1.5,34.555557,33,0.300796,-1.984566,4
47,96,0.944445,54.444443,54.333332,0.297221,-2.089105,4
92,89,1.999999,51,51.333332,0.317871,-2.108757,4
129,157,2.444444,18.222221,19.222221,0.430239,-2.169368,4
185,118,14.444446,50.11111,48.77778,0.265558,-2.007117,4
105,69,2.500001,53.444443,52,0.289653,-2.022861,4
104,147,3.111111,43.77778,43.11111,0.309106,-2.056377,4
55,145,5.055555,24.222221,22.777779,0.315338,-1.934686,4
41,101,1.722221,56.88889,56.77778,0.289362,-2.08957,4
162,159,2.166667,25.222221,23.555555,0.202846,-1.802554,4
183,105,2.111109,60,57.88889,0.264986,-1.989475,4
157,20,1.333333,32,31.666666,0.261958,-2.045203,4
83,133,2.333335,41.555557,41.88889,0.339145,-2.111789,4
33,108,2.944444,36,35.77778,0.266758,-2.080474,4
75,90,4.166667,41.22222,42,0.327632,-2.131861,4
52,33,13.888889,31.333334,30.555555,0.33727,-2.030428,4
166,66,0.777777,40.555557,38,0.178875,-1.748546,4
54,133,4.388889,19.88889,18.666668,0.270271,-1.90381,4
22,87,1.88889,55.77778,56,0.3097,-2.105073,4
135,104,0.944445,58.22222,56.11111,0.267219,-1.986567,4
118,21,4.833334,59.333332,59.11111,0.25706,-2.072158,4
178,25,0.722221,39.555557,39.88889,0.284582,-2.11881,4
139,95,3.611111,42.88889,41.333336,0.264571,-1.970802,4
170,121,2.166667,28.666666,27.88889,0.313427,-2.024268,4
190,81,1.222221,39.444443,37.77778,0.267251,-1.970422,4
219,80,1.277777,36.333336,34.555557,0.282964,-1.962646,4
53,42,3.277777,24.444445,24.11111,0.337893,-2.061006,4
130,32,1.111111,54.22222,53.333332,0.249001,-2.042422,4
169,117,1.222222,27.444445,27.333334,0.30715,-2.088914,4
84,62,0.722222,53.444443,53.444443,0.303179,-2.093744,4
21,147,1.944444,5.777778,4.555555,0.464069,-1.584341,4
151,89,8.388889,27.333334,26.777779,0.351273,-2.046542,4
94,104,6.611111,48.88889,48.77778,0.303071,-2.08549,4
146,125,0.999997,63.22222,61.666668,0.257599,-2.019545,4
141,17,3.722223,40.333336,39.444443,0.268186,-2.030048,4
34,13,0.22222,60.666668,62.333332,0.311437,-2.154989,4
2,95,2.055556,47.444443,47.77778,0.337756,-2.107858,4
169,102,1,53.444443,51.555557,0.25976,-1.985584,4
58,109,1.166667,36.11111,35.666668,0.334962,-2.068644,4
236,117,0.777779,39.555557,39.666668,0.330477,-2.09948,4
113,34,1.999999,65,64.55556,0.279176,-2.078154,4
238,73,2.277776,38.77778,38.77778,0.274334,-2.096415,4
189,124,1.277777,35.88889,33.666668,0.271474,-1.907502,4
113,123,1.444444,51.88889,52.333332,0.299164,-2.111941,4
45,67,0.666667,57.11111,56.666668,0.298145,-2.076662,4
56,107,1.111111,46.22222,44.88889,0.230455,-1.991445,4
198,122,1.5,32.666668,31.88889,0.29185,-2.035377,4
153,116,3.277778,25,25,0.355756,-2.090781,4
47,121,0.888889,46.88889,47.22222,0.300672,-2.110233,4
163,68,1.833334,52,50.11111,0.265053,-1.984308,4
156,49,1.055555,35.666668,34.333336,0.221187,-1.949745,4
210,73,1.333333,40.555557,38.88889,0.178226,-1.893495,4
44,125,0.5,14.888889,15,0.398689,-2.104083,4
37,124,1.499999,49.444443,48.333332,0.258543,-2.030079,4
136,129,1.944445,19.11111,20.11111,0.449747,-2.161046,4
233,159,2.5,5.111111,4.666667,0.541667,-1.999443,4
147,34,4.611111,41.11111,41.666668,0.317542,-2.122875,4
191,101,1.111112,39,39,0.322733,-2.094303,4
96,123,1.277778,14.777778,15.888889,0.559546,-2.149759,4
150,158,2.166667,7,6.111111,0.503086,-1.943449,4
99,156,2.055556,16.777779,17,0.431321,-2.109365,4
80,83,1.666667,45.666668,44,0.249679,-1.973615,4
109,100,0.944444,51.555557,50.22222,0.278963,-2.024061,4
230,117,3.277779,33.555557,33.77778,0.335026,-2.106235,4
151,129,8.055556,27.555555,27.444445,0.338407,-2.078797,4
162,159,2.166667,25.222221,23.555555,0.202846,-1.802554,4
193,154,1.722222,21.555555,23.333334,0.453533,-2.191073,4
97,46,1.666667,53.22222,54.666668,0.326719,-2.152304,4
197,121,21.666666,37.444443,36.22222,0.280578,-1.995536,4
208,65,1.388887,52.666668,53,0.19713,-1.970812,4
201,125,1,39.11111,37.555557,0.270638,-1.973025,4
77,135,2.944444,41,40.444443,0.33466,-2.06346,4
187,80,1.333333,37.77778,36.11111,0.24473,-1.942698,4
155,127,2.166667,35.88889,32.666668,0.204536,-1.67677,4
187,120,2.222221,56.88889,53.88889,0.222808,-1.892977,4
114,129,2.055556,54.22222,55,0.30598,-2.126989,4
162,66,2.055556,41,39,0.184999,-1.83808,4
106,65,2.222222,53.666668,53.666668,0.287325,-2.091037,4
177,76,1.388889,28.666666,27.333334,0.200662,-1.903624,4
236,77,22.166666,30.222221,30.444445,0.225243,-2.12336,4
38,94,1.388891,61.11111,60.555557,0.267258,-2.068537,4
32,158,0.944445,6.333334,5.666666,0.520578,-1.982834,4
42,57,1.388891,59.444443,58.22222,0.266776,-2.030703,4
40,17,1.277776,62.444443,62.555557,0.286238,-2.098521,4
42,57,1.388891,59.444443,58.22222,0.266776,-2.030703,4
60,126,0.833333,16.444445,16.555555,0.405936,-2.104102,4
163,68,1.833334,52,50.11111,0.265053,-1.984308,4
174,75,1.5,40.333336,37.333336,0.181732,-1.722278,4
199,120,3.5,35.444447,34.77778,0.272752,-2.046753,4
197,123,0.944445,41.11111,39.555557,0.263275,-1.978328,4
146,97,10.111111,46,43.555557,0.197115,-1.840735,4
199,120,5.777777,48.22222,45.77778,0.224617,-1.896425,4
109,130,1.111111,9.888889,10.333334,0.548124,-2.137371,4
81,79,0.444445,42.88889,40.666668,0.245206,-1.918888,4
206,105,0.277777,45.666668,44,0.277106,-1.991964,4
91,64,0.944445,53.666668,54.22222,0.31426,-2.118087,4
61,104,1.388889,52.77778,51,0.252203,-1.985221,4
22,87,1.88889,55.77778,56,0.3097,-2.105073,4
241,70,1.055556,36.444443,35.11111,0.274051,-1.990412,4
228,22,1.111111,42.77778,43.333332,0.319474,-2.123537,4
176,100,1.944444,50.333332,48.88889,0.268621,-2.00619,4
179,133,2.388889,32,32,0.313397,-2.091572,4
247,115,3.555556,24.88889,24.88889,0.331663,-2.094392,4
96,94,0.722223,16,15.888889,0.451546,-2.084893,5
178,35,0.444445,10.333334,10.888889,0.459288,-2.153332,5
42,133,1.166667,1.222222,1.888889,0.860606,-2.208419,5
237,83,0.722222,6,6.666666,0.676581,-2.150257,5
14,135,0.277778,1.666667,1,0.832275,-1.958546,5
76,116,0.833333,13.555555,13.777778,0.420839,-2.121175,5
156,79,1.944444,10.555555,11.444445,0.485044,-2.175843,5
96,94,0.722223,16,15.888889,0.451546,-2.084893,5
33,99,1.555556,11.222222,11.444445,0.54148,-2.112503,5
200,31,2.111111,8.333334,8.888889,0.500944,-2.171949,5
45,111,0.5,12.222222,12.333333,0.489897,-2.100671,5
90,134,0.388889,1,0.666667,0.881481,-2.013143,5
77,135,0.222222,0,0,1,-2.094395,5
86,155,4.277778,6.666666,6.666666,0.392385,-2.079296,5
196,95,1.722222,6.777778,5.333334,0.512566,-1.749258,5
228,90,1.833333,12.888889,13.222222,0.475549,-2.12273,5
134,93,0.388889,16.666668,16.555555,0.44338,-2.086083,5
202,129,0.222222,2.444444,1.888889,0.096561,-1.101394,5
226,90,0.777778,5.111111,4.333334,0.641018,-1.989546,5
245,140,0.166667,0.222222,0.222222,0.240741,-2.094395,5
35,112,0.888889,12.111111,12.555555,0.492526,-2.133313,5
244,82,0.611111,11.666667,12.444445,0.481601,-2.170632,5
242,89,0.5,0.777778,0.555556,0.896296,-2.042259,5
214,108,0.666667,13.555555,13.777778,0.421675,-2.117648,5
201,34,4.277778,9.777778,10.555555,0.544858,-2.162872,5
150,152,0.111111,1,0.777778,0.537037,-2.007351,5
206,61,0.555555,4.666667,4.333334,0.645891,-2.048717,5
212,94,1.722222,10.555555,11.444445,0.57666,-2.159466,5
96,135,0.388889,1,0.333333,0.927778,-1.931332,5
22,114,0.944444,24.444445,26.222221,0.400536,-2.207158,5
183,91,2.666667,11,11.333333,0.476783,-2.128465,5
225,90,0.388889,4.666667,3.888889,0.651153,-1.987466,5
206,12,2.611111,8.444445,8.222222,0.543775,-2.064482,5
218,115,0.944444,19.444445,20,0.339149,-2.14867,5
143,114,1.5,23,24.11111,0.331888,-2.196423,5
142,112,1.055556,24.555555,25.777779,0.32175,-2.200156,5
202,140,0.722222,0.777778,0.444444,0.814815,-1.838877,5
195,119,3.611111,5.888889,6.333334,0.589565,-2.142708,5
236,38,1.333333,10.111111,11.222222,0.547232,-2.193098,5
157,85,1.222222,14.555555,15.333333,0.459024,-2.160912,5
169,137,1.500001,18.666668,20.777779,0.502569,-2.213033,5
206,133,0.055556,0,0,1,-2.094395,5
159,116,0.444444,25.666666,26.666666,0.310286,-2.177507,5
203,83,0.388889,12.888889,13.444445,0.481852,-2.143761,5
225,36,0.444445,5,5.111111,0.634921,-2.107303,5
222,131,0,0,0,0,0,5
218,147,0,0,0,0,0,5
211,139,0.333333,3.222222,2.888889,0.696605,-2.04457,5
177,130,0.055556,0.666667,0,1,-1.861154,5
217,80,0.555555,11.888889,12.444445,0.489982,-2.142269,5
200,13,1.777778,6.111111,5.888889,0.632739,-2.074133,5
145,155,4.944444,7.777778,8.555555,0.747294,-2.140531,5
121,154,0.444444,1.555556,1,0.534392,-1.905927,5
156,154,0.277778,1,0.666667,0.838889,-1.988202,5
60,116,0.722223,19.333334,19.444445,0.392149,-2.104978,5
220,61,0.277778,4.555555,4.111111,0.655892,-2.039459,5
189,141,0,0,0,0,0,5
174,113,2.499999,24.444445,27.11111,0.441507,-2.238803,5
204,131,0.111111,0,0,0.666667,-2.094395,5
178,138,0.111111,1,0,1,-1.755017,5
223,62,0.333333,4.111111,3.777778,0.67037,-2.048717,5
54,133,1.555556,3.666667,3.444444,0.630471,-2.048,5
231,30,0.722222,4.777778,4.666667,0.613718,-2.047276,5
53,134,2.166667,4.666667,5,0.587234,-2.138459,5
163,131,0.166667,0.888889,0.111111,0.972222,-1.871048,5
143,89,2.666666,14,14.222222,0.459093,-2.113032,5
188,110,0.777778,2.777778,2.444444,0.675265,-2.021228,5
142,111,1.111111,24.555555,25.777779,0.315484,-2.202667,5
242,148,0,0,0,0,0,5
155,68,3.444445,2.111111,1.888889,0.115741,-1.861154,5
170,88,0.722222,18.222221,19.444445,0.378615,-2.20829,5
160,41,0.833333,0.555556,0.333333,0.537037,-1.84512,5
43,152,1.944444,1,0.666667,0.648677,-1.933239,5
174,115,2.444444,23.11111,25.222221,0.421493,-2.218655,5
215,153,19.666666,5.333334,6.222222,0.769577,-2.14389,5
90,134,0.555556,1,0.888889,0.876102,-2.071242,5
250,87,0.722222,6.666666,7.222222,0.659329,-2.138617,5
227,109,1.166667,18.444445,18.333334,0.367141,-2.082762,5
58,111,3.222222,15.555555,16.222223,0.409226,-2.153719,5
59,116,3.000001,17.88889,18.444445,0.395663,-2.144778,5
139,109,0.888889,24.777779,26.333334,0.331954,-2.226161,5
210,153,0,0,0,0,0,5
210,114,1.277778,11.444445,12.111111,0.546207,-2.141659,5
189,142,0,0,0,0,0,5
156,86,2.277778,15.888889,16.88889,0.444698,-2.178281,5
83,117,1.833333,14.555555,13.777778,0.402203,-2.005139,5
177,33,1.666667,6.444445,6.666666,0.547103,-2.056119,5
79,154,1.111111,0.444444,0.222222,0.288889,-1.919639,5
199,116,0.555555,0.666667,0.333333,0.940741,-2.018925,5
38,134,0.166667,0,0,1,-2.094395,5
242,57,2.444444,11.333333,13.888889,0.466308,-2.370613,5
244,105,5.944445,19.11111,19.444445,0.364499,-2.125548,5
186,12,0.444444,3.888889,3.555556,0.687302,-2.057978,5
189,68,1.111111,5.666666,4.666667,0.534151,-1.780255,5
51,141,0.555556,0.333333,0,0.888889,-1.921217,5
215,89,1.888889,14.444445,14.555555,0.43138,-2.102295,5
242,148,0,0,0,0,0,5
237,91,0.611111,7.555555,8.222222,0.634464,-2.147571,5
123,152,0,0,0,0,0,5
56,140,0.944444,3.666667,3.555556,0.639254,-2.072268,5
211,154,0.111111,0,0,0.555556,-2.094395,5
226,131,0,0,0,0,0,5
241,145,0,0,0,0,0,5
172,140,3,2.666667,2,0.656085,-1.853161,5
136,92,8.055554,11.666667,11.888889,0.53355,-2.113273,5
123,152,0,0,0,0,0,5
97,90,1.888889,15.666667,15.777778,0.465278,-2.101515,5
96,141,1.555556,3.111111,3,0.66524,-2.075071,5
59,135,0.166667,0,0,1,-2.094395,5
206,61,0.555555,4.666667,4.333334,0.645891,-2.048717,5
235,88,0.333334,7.555555,8.111112,0.641775,-2.136677,5
213,86,0.833333,13.222222,13.555555,0.46348,-2.123611,5
117,137,0.222222,1.555556,1.444444,0.772487,-2.075071,5
197,144,0.944444,0.333333,0.111111,0.861111,-1.986938,5
178,134,0.111111,1,0.666667,0.833333,-1.997796,5
34,93,0.555556,10.444445,10.555555,0.559179,-2.102707,5
200,147,0.222222,0.222222,0.222222,0.111111,-2.094395,5
219,133,0.833333,6.222222,6.666666,0.627269,-2.138743,5
160,95,3.222222,2.111111,1.777778,0.10119,-1.628908,5
129,136,2,3.666667,4.222222,0.657744,-2.175296,5
61,92,1.277778,12.888889,13.111111,0.499695,-2.11184,5
57,118,2.833334,15.555555,16.11111,0.418712,-2.14718,5
104,137,0.277778,2.111111,1.888889,0.731922,-2.058451,5
17,94,1.722222,15.777778,15.666667,0.457772,-2.084255,5
112,120,1.333333,17.555555,18.444445,0.38675,-2.177417,5
247,92,0.888889,7.555555,8.111112,0.632127,-2.137851,5
161,147,0,0,0,0,0,5
169,136,0.277778,0.666667,0.666667,0.877513,-2.094395,5
170,143,0,0,0,0,0,5
222,62,0.277778,4.111111,3.666667,0.680808,-2.034152,5
159,83,0.388889,13.333333,14.444445,0.50381,-2.178321,5
211,107,2.555556,11.777778,12.666667,0.547173,-2.159464,5
119,153,5.055555,3,3.222222,0.085017,-2.221716,5
208,154,11.666667,5.888889,6.333334,0.771517,-2.066916,5
152,152,0.166667,1,0.777778,0.439153,-2.000272,5
90,134,0.388889,1,0.666667,0.881481,-2.013143,5
223,150,0,0,0,0,0,5
247,108,0.722222,11.333333,11.666667,0.45603,-2.127161,5
43,141,0.444444,0,0,1,-2.094395,5
43,137,0.166667,0.666667,0.555556,0.917989,-2.071242,5
250,131,0,0,0,0,0,5
206,64,0.055556,3.666667,3.111111,0.69798,-2.015428,5
34,131,0.333333,0.333333,0.222222,0.925926,-2.056155,5
222,93,1.722222,1,0.888889,0.878395,-2.075071,5
174,145,0,0,0,0,0,5
46,131,0.277778,0.777778,0.666667,0.77037,-2.051344,5
76,89,1.055556,12.888889,13.111111,0.473045,-2.11184,5
208,34,1.722222,10.777778,11.555555,0.479958,-2.162383,5
125,149,0,0,0,0,0,5
134,148,0.111111,0,0,0.111111,-2.094395,5
166,110,0.611111,23,24.444445,0.431825,-2.182018,5
221,30,1.055556,6.111111,6.222222,0.518586,-2.05997,5
238,86,0.444444,7.555555,8,0.629503,-2.128362,5
54,134,0.222222,0,0,1,-2.094395,5
189,62,0.388889,5,4.777778,0.635938,-2.066953,5
187,89,3,6.333334,6,0.548545,-2.043884,5
253,150,0,0,0,0,0,5
130,145,0,0,0,0,0,5
233,105,6.277777,12.666667,13.111111,0.353768,-2.161571,5
207,115,1.055556,0.444444,0.333333,0.933333,-2.065536,5
131,144,0,0,0,0,0,5
189,107,2.666667,23.444445,24.777779,0.332407,-2.201495,5
139,113,0.944444,24.88889,26.11111,0.327385,-2.199825,5
169,104,1.555556,16,16.222223,0.314713,-2.113918,5
