@relation segment

@attribute Region-centroid-row numeric
@attribute Rawblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
189,9.444445,1.985552,7
203,9,1.986748,7
201,17.666668,2.389747,7
240,17.88889,2.175522,7
215,15.444445,2.224013,7
223,4.666667,2.046588,7
245,14.333333,2.198051,7
170,25.333334,2.604013,7
246,10.111111,-1.190561,7
243,12.111111,2.368311,7
184,9.888889,2.128646,7
196,10.444445,1.956772,7
218,13.777778,2.362146,7
248,12.888889,1.783512,7
237,13,2.37843,7
212,6.777778,2.242649,7
182,12.777778,1.916419,7
160,23.444445,2.642597,7
246,22.444445,2.214011,7
164,10.333334,2.291118,7
215,4.444445,1.991157,7
251,17.777779,1.28706,7
211,15.222222,2.554965,7
208,16,2.483291,7
247,25.11111,-1.755483,7
237,5.111111,1.938468,7
179,9.444445,2.04457,7
157,24.222221,2.604303,7
209,10.333334,2.09922,7
172,30.11111,2.617801,7
223,11.555555,1.966536,7
180,13.111111,2.487917,7
181,17.88889,2.189135,7
244,9.333334,1.987902,7
245,7.111111,2.069452,7
246,15.444445,2.232849,7
166,12.111111,2.264277,7
169,15.666667,2.44578,7
197,18.777779,2.243094,7
243,12.111111,2.368311,7
190,17.11111,2.204408,7
164,19.11111,1.798302,7
224,13.333333,2.298255,7
181,9.777778,2.206642,7
216,13.222222,2.284571,7
199,11.777778,1.905303,7
203,6.444445,1.984785,7
246,14.333333,2.395692,7
187,10.333334,1.941465,7
237,4.222222,2.097231,7
181,18.444445,2.458471,7
231,11.111111,2.391307,7
235,24,2.356024,7
178,21.11111,2.190305,7
165,16.444445,2.471197,7
210,16,2.386452,7
202,14.777778,2.522748,7
169,18.666668,2.467752,7
173,16.444445,2.099557,7
186,18.222221,2.587396,7
193,12.555555,2.210055,7
180,22,2.541661,7
174,12.555555,2.377854,7
185,9.777778,2.36281,7
248,25.11111,2.285098,7
236,16.666668,2.7898,7
189,14.111111,2.060443,7
211,19.222221,2.416354,7
220,6.444445,2.09315,7
249,7.555555,1.917421,7
160,29.666666,2.827106,7
237,19.666668,2.280289,7
243,4.888889,2.033629,7
190,17.555555,2.252231,7
157,18.666668,2.405202,7
185,9.777778,1.83885,7
215,14.333333,2.105197,7
222,7.666666,1.905045,7
183,17.11111,2.428022,7
215,15.666667,2.266094,7
249,15.333333,2.743555,7
186,10.777778,2.31952,7
185,17.11111,2.361827,7
165,14.111111,2.593543,7
246,13.111111,2.170543,7
199,15.444445,2.129513,7
168,23,2.302124,7
232,13.555555,2.402851,7
158,22.222221,2.624707,7
197,4,2.074957,7
210,8.888889,2.043726,7
204,16.88889,2.24441,7
173,15.555555,2.332739,7
226,15.777778,2.27303,7
245,15,2.432783,7
232,9,1.875362,7
240,13,2.392487,7
242,22.444445,2.395778,7
249,8.111112,2.156779,7
201,5.555555,1.982987,7
221,8.111112,1.877146,7
152,25.777779,2.731134,7
223,13.444445,2.119546,7
220,5.333334,1.984366,7
166,16.333334,2.515826,7
180,18.11111,2.113918,7
242,15.666667,2.835614,7
229,17.88889,2.651605,7
224,11.444445,1.860191,7
194,17.88889,2.224382,7
211,16.333334,2.327545,7
148,16.88889,2.91248,7
195,13.333333,1.94304,7
184,9.888889,2.128646,7
224,17.777779,2.304153,7
199,11.777778,1.905303,7
241,14,2.544142,7
189,9.222222,1.910864,7
235,15,2.586018,7
170,18.88889,2.504391,7
161,17,2.292736,7
236,16.666668,2.7898,7
244,11.666667,2.391736,7
172,16.333334,2.083854,7
224,11.888889,2.328108,7
185,9.777778,1.83885,7
247,5.888889,2.117886,7
156,25.444445,2.864931,7
183,17.333334,2.483198,7
197,9.555555,2.164262,7
166,16.333334,2.515826,7
226,8,1.872506,7
183,12.444445,2.075874,7
174,19.88889,2.033698,7
201,5.555555,1.982987,7
193,14.222222,2.222103,7
185,18.222221,2.451836,7
155,20.666668,2.169397,7
198,11.777778,2.055672,7
208,14.888889,2.102212,7
244,9.777778,2.32339,7
169,18,2.834822,7
195,6.888889,2.187022,7
201,20.333334,2.467938,7
233,11.888889,2.49158,7
209,20.88889,2.389391,7
208,15,2.391996,7
162,15.888889,2.350367,7
218,7.333334,2.361442,7
220,5,2.030867,7
249,13.111111,2.563437,7
187,16.222223,2.254303,7
211,14.666667,2.239034,7
172,15,2.417702,7
149,19.777779,2.741647,7
215,22.555555,2.561049,7
174,17.777779,2.395018,7
232,12.333333,2.283147,7
