@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
189,9,-12.222222,36.555557,6
202,9,-21,71,6
190,9,-24.333334,75.55556,6
182,9,-17.88889,52.88889,6
163,9,-7.666666,48.11111,6
188,9,-23.333334,74.888885,6
173,9,-23.222221,69.55556,6
193,9,-24,75.111115,6
195,9,-21.666666,70.111115,6
184,9,-17.333334,54.444443,6
182,9,-18.777779,56.333332,6
191,9,-24.333334,76.66667,6
196,9,-22.444445,75.66667,6
181,9,-18.333334,56.88889,6
190,9,-14.333333,40.11111,6
208,9,-21.88889,70.333336,6
184,9,-9.555555,37.11111,6
162,9,-10.222222,51.333332,6
162,9,-11.888889,54.666668,6
180,9,-24.88889,77.55556,6
203,9,-22,67.66667,6
162,9,-9.777778,50.555557,6
185,9,-19,61.333332,6
182,9,-14.222222,42.22222,6
190,9,-19.444445,60.666668,6
202,9,-21.333334,71.55556,6
188,9,-19.88889,62,6
186,9,-20.777779,60.444443,6
200,9,-23.11111,72.66667,6
193,9,-22.222221,76.55556,6
185,9,-11.333333,39.666668,6
203,9,-20.222221,67.111115,6
185,9,-22,67.22222,6
190,9,-18.444445,58.666668,6
191,9,-25.11111,75.22222,6
200,9,-25.444445,76.44444,6
201,9,-20.777779,67.22222,6
178,9,-25.222221,75.22222,6
190,9,-17.88889,63.22222,6
187,9,-20.88889,59.88889,6
179,9,-20.333334,62.11111,6
191,9,-18.222221,59.77778,6
182,9,-18,54.333332,6
193,9,-15.222222,50,6
190,9,-19.444445,60.666668,6
197,9,-22.666666,77.77778,6
200,9,-17,56.555557,6
207,9,-20.777779,70.111115,6
182,9,-22.555555,69.111115,6
173,9,-23.666666,71.55556,6
165,9,-6.111111,42.88889,6
193,9,-18.222221,63,6
190,9,-19.444445,60.666668,6
198,9,-19.333334,64.22222,6
186,9,-19.333334,58.88889,6
159,9,-11.666667,45.444443,6
189,9,-20.88889,72.44444,6
194,9,-22.777779,74.888885,6
204,9,-23,72,6
180,9,-18,59,6
201,9,-23.666666,74,6
200,9,-22.444445,69,6
200,9,-17.555555,55.77778,6
199,9,-22.666666,69.77778,6
197,9,-22.666666,77.77778,6
188,9,-24.777779,75.66667,6
188,9,-22.88889,76,6
193,9,-23.777779,74.888885,6
198,9,14.888889,20.777779,7
203,9,17.444445,18.222221,7
212,9,16.777779,17.88889,7
196,9,14.222222,18.11111,7
184,9,15.333333,19.333334,7
210,9,13.444445,17.444445,7
249,9,14.111111,27.555555,7
167,9,-0.888889,17.666668,7
219,9,17.666666,19.11111,7
236,9,7.111111,18.555555,7
196,9,15.111111,24.666666,7
211,9,17.11111,26.222221,7
182,9,17.222221,23.333334,7
236,9,9.777778,14.333333,7
245,9,12.666667,18.444445,7
222,9,10.666667,17.555555,7
184,9,16.333334,24.88889,7
148,9,9.111111,19.444445,7
235,9,9.444445,18.222221,7
195,9,11.444445,12.333333,7
191,9,10.111111,18.555555,7
195,9,16.222221,17.11111,7
218,9,12.555555,19.11111,7
167,9,7.555555,17.11111,7
221,9,15.111111,19.11111,7
229,9,11.222222,14.666667,7
175,9,15.111111,28.777779,7
180,9,14.666667,27.222221,7
212,9,9.888889,11.333333,7
172,9,15.666667,24.222221,7
220,9,8.777778,9.555555,7
210,9,15.555555,22.666666,7
246,9,16.11111,22.88889,7
211,9,12.111111,17.777779,7
238,9,16.444445,19.11111,7
191,9,11.666667,11.222222,7
211,9,10.777778,17.222223,7
250,9,13.666667,13.777778,7
237,9,11.222222,11.222222,7
149,9,11.333333,22.777779,7
168,9,19,31.444445,7
237,9,8.777778,8.777778,7
185,9,13.777778,17.555555,7
185,9,10.777778,14.333333,7
175,9,14.666667,28.666666,7
162,9,15,22.333334,7
174,9,10.555555,17,7
197,9,7.444445,15.333333,7
178,9,12,23.555555,7
249,9,10.111111,18.11111,7
244,9,3.888889,11.888889,7
226,9,18.666666,24.222221,7
181,9,13.666667,16.222223,7
208,9,15.666667,20,7
223,9,10.222222,18.444445,7
210,9,14.333333,19.88889,7
183,9,16.88889,21,7
244,9,13.222222,17.222223,7
203,9,17,15.444445,7
223,9,11.333333,10.444445,7
226,9,17,17.555555,7
196,9,11.555555,19.555555,7
216,9,18,22.555555,7
202,9,13.888889,19.777779,7
201,9,11.333333,11.555555,7
233,9,12.222222,15.777778,7
227,9,10.111111,17.444445,7
187,9,13.333333,19.666668,7
157,9,12.666667,23.88889,7
241,9,10.888889,11.888889,7
220,9,5.666666,8.333334,7
224,9,13.777778,19.222221,7
215,9,20.555555,30.666666,7
189,9,17.222221,18.666668,7
180,9,14.777778,18.777779,7
177,9,14.888889,24.555555,7
197,9,11.666667,9.888889,7
239,9,10.555555,18.666668,7
199,9,14.666667,19.88889,7
224,9,21.88889,27.555555,7
169,9,15.555555,18,7
226,9,15.222222,21.777779,7
233,9,15.222222,19.555555,7
211,9,15.444445,23.11111,7
223,9,19.11111,22.88889,7
240,9,16.88889,28.11111,7
238,9,14.888889,13.888889,7
223,9,11.333333,10.444445,7
172,9,14.444445,20.88889,7
215,9,12.888889,11.222222,7
232,9,11.555555,12.666667,7
189,9,17.666666,18.777779,7
208,9,15.111111,21.11111,7
180,9,12.555555,17.777779,7
186,9,12.111111,16.11111,7
167,9,16.88889,24.666666,7
176,9,14.555555,23.333334,7
194,9,11,20.444445,7
199,9,12.111111,21.555555,7
209,9,13.111111,16.88889,7
179,9,13.222222,16.222223,7
237,9,11.333333,11.777778,7
182,9,18.666666,23,7
248,9,20.666666,26.444445,7
242,9,7.888889,17.444445,7
217,9,10.111111,9.666667,7
245,9,1.777778,7.222222,7
164,9,16.222221,28.555555,7
246,9,13.666667,20,7
166,9,15.777778,22.222221,7
245,9,14.555555,21.222221,7
246,9,-2.555556,10.333334,7
210,9,16.444445,17.333334,7
246,9,15.222222,20.444445,7
219,9,14.333333,19.666668,7
235,9,20,32.555557,7
162,9,14.666667,23.88889,7
232,9,13.888889,19.333334,7
157,9,15.444445,29.444445,7
181,9,15.555555,25.11111,7
244,9,14.555555,17.11111,7
156,9,13.888889,28.333334,7
232,9,16.222221,18.11111,7
222,9,16.88889,16.11111,7
248,9,8.777778,18.222221,7
218,9,12.222222,17.777779,7
236,9,7.111111,18.555555,7
186,9,16.555555,21.11111,7
165,9,16,22.666666,7
245,9,1.777778,7.222222,7
243,9,14,18,7
163,9,16.555555,25.333334,7
190,9,20,26.555555,7
233,9,18.88889,18.777779,7
199,9,15.777778,23.222221,7
211,9,9.666667,18.666668,7
229,9,11.111111,18.333334,7
220,9,10.111111,11.555555,7
249,9,4.666666,10.111111,7
164,9,2,16.88889,7
175,9,14.222222,20.11111,7
206,9,12.111111,20.11111,7
243,9,8.888889,9.444445,7
224,9,16.11111,20.555555,7
247,9,13,12.444445,7
182,9,14.333333,24.666666,7
215,9,12.111111,16.444445,7
160,9,15.888889,33.333336,7
249,9,16.11111,15.888889,7
191,9,11.666667,11.222222,7
160,9,15.888889,28.555555,7
181,9,12.777778,23.88889,7
173,9,16.666666,24.777779,7
184,9,13.777778,22.222221,7
220,9,10.111111,11.555555,7
188,9,12.444445,19.88889,7
164,9,9.333333,14.444445,7
221,9,17.666666,18,7
150,9,13.222222,23.333334,7
178,9,18.88889,30.11111,7
245,9,16,21.444445,7
192,9,11.444445,13.777778,7
174,9,17.444445,29,7
222,9,7.333334,11.777778,7
217,9,13,18.88889,7
185,9,13.777778,17.555555,7
208,9,20.333334,25.333334,7
237,9,16.666666,18.777779,7
183,9,18.444445,26,7
187,9,16.444445,19.222221,7
202,9,10.333333,18.555555,7
161,9,17.88889,25,7
217,9,15.222222,17,7
181,9,15.444445,21.444445,7
184,9,13.444445,18.11111,7
224,9,21.88889,27.555555,7
184,9,12.111111,15.888889,7
229,9,10.444445,21.222221,7
195,9,12.888889,20.333334,7
240,9,13.222222,18.555555,7
241,9,11.333333,18.11111,7
233,9,19.88889,33.444447,7
247,9,-7.111111,25.11111,7
234,9,12,11.111111,7
238,9,12,21.777779,7
231,9,14.111111,17,7
185,9,16.666666,24.222221,7
249,9,4.222222,15,7
248,9,16.333334,32.333336,7
156,9,14.555555,21.777779,7
226,9,10.111111,11.222222,7
173,9,15.555555,22.333334,7
198,9,12.444445,16.333334,7
229,9,15.222222,18.777779,7
204,9,19.777779,26,7
244,9,5.444445,9.555555,7
176,9,18.777779,29,7
208,9,14.111111,21.555555,7
169,9,16.222221,25,7
187,9,12.777778,15.888889,7
240,9,13.222222,18.555555,7
235,9,10.777778,19.222221,7
198,9,15.666667,19.777779,7
222,9,15.444445,20.11111,7
236,9,14.111111,18.666668,7
174,9,15.777778,24.333334,7
215,9,19.222221,29.444445,7
224,9,15,18.444445,7
187,9,19.333334,25.11111,7
180,9,18.88889,27.555555,7
161,9,14.111111,20.444445,7
249,9,17,23.666666,7
223,9,15.777778,20,7
175,9,14.222222,20.11111,7
235,9,10.777778,12.777778,7
218,9,12.222222,17.777779,7
181,9,12.777778,23.88889,7
201,9,17,16.333334,7
201,9,16.777779,26.88889,7
166,9,10.222222,16.777779,7
195,9,16.11111,20.11111,7
197,9,16.444445,17.444445,7
234,9,9.111111,8.777778,7
201,9,11.333333,11.555555,7
216,9,16.444445,20.555555,7
216,9,13.666667,19.11111,7
176,9,12.333333,17.11111,7
170,9,15.333333,24.666666,7
181,9,14.111111,24,7
170,9,16.333334,30.88889,7
232,9,10.333333,17,7
180,9,17,28.222221,7
203,9,16.88889,16.88889,7
203,9,17.777779,25.444445,7
190,9,20.333334,26.88889,7
215,9,12.777778,21.444445,7
242,9,19.444445,30.555555,7
207,9,13.222222,16.555555,7
200,9,11.222222,11.444445,7
219,9,8.222222,8.333334,7
209,9,19.444445,29,7
183,9,14.666667,23,7
240,9,22.222221,28.555555,7
237,9,12.555555,18.333334,7
162,9,16.11111,29.88889,7
201,9,20.666666,24.777779,7
237,9,21.666666,29.444445,7
239,9,10.222222,13.777778,7
156,9,13.888889,28.333334,7
193,9,14,19.11111,7
208,9,15.888889,24.555555,7
250,9,13.666667,13.777778,7
169,9,18.11111,32,7
191,9,10.111111,18.555555,7
194,9,20.333334,25.333334,7
181,9,19.777779,28,7
196,9,15.333333,20.444445,7
227,9,14.444445,17.444445,7
151,9,13.333333,23.444445,7
215,9,19.444445,24.555555,7
169,9,8.333333,19.88889,7
211,9,15.222222,15.888889,7
156,9,15.888889,29.555555,7
243,9,14,18,7
248,9,12.666667,17.666668,7
195,9,12.888889,20.333334,7
166,9,15.777778,22.222221,7
201,9,17.88889,25.11111,7
170,9,9.444445,19.555555,7
164,9,17.222221,25.555555,7
209,9,13.444445,16.11111,7
172,9,16.666666,35.666668,7
177,9,19.11111,30.88889,7
185,9,16.222221,24.666666,7
186,9,10.444445,22,7
184,9,12.111111,15.888889,7
245,9,14.777778,14.666667,7
199,9,14.666667,19.88889,7
242,9,12.111111,15.777778,7
165,9,7.444445,17.555555,7
155,9,18,29.333334,7
240,9,15.555555,17.333334,7
211,9,12.888889,20.666668,7
180,9,14.666667,27.222221,7
233,9,13.222222,17,7
247,9,9.777778,15.888889,7
240,9,20.666666,27.333334,7
176,9,16.777779,27.777779,7
204,9,19.666666,25.555555,7
183,9,16.88889,21,7
216,9,12.111111,11.111111,7
169,9,14.222222,21.333334,7
177,9,14.888889,24.555555,7
170,9,16.333334,30.88889,7
236,9,14.111111,17.222223,7
216,9,13.666667,19.11111,7
173,9,15.555555,22.333334,7
