@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
196,95,7.62963,-2.555556,9.444445,5
43,152,1.518519,-1.555556,4.111111,5
203,83,17.074074,-12.555555,23.444445,5
40,142,1.222222,-3.333333,7,5
43,152,1.518519,-1.555556,4.111111,5
222,62,6.407407,-6.888889,15.111111,5
220,61,6.888889,-7,15.333333,5
218,147,0,0,0,5
96,94,20.222221,-12.666667,25.666666,5
156,86,20.444445,-13.666667,24.333334,5
206,12,11.444445,-9,18.666666,5
22,114,30.481482,-18.11111,30.88889,5
212,140,2.888889,-0.666667,1.333333,5
60,116,23.407408,-12.222222,24.11111,5
182,152,0.777778,-1.333333,2.666667,5
37,130,1.62963,-1.555556,4.111111,5
169,137,25.333334,-20,33.666668,5
8,93,19.88889,-14.333333,27,5
14,135,2.888889,-3.666667,9.333333,5
170,139,4.185185,-6.888889,13.111111,5
152,155,7.296296,-5.888889,11.111111,5
131,144,0,0,0,5
168,40,0,0,0,5
170,62,0,0,0,5
189,144,0,0,0,5
210,153,0,0,0,5
143,89,18,-12,23.333334,5
186,90,10.037037,-7.444445,14.888889,5
17,94,20.037037,-12.777778,25.88889,5
166,135,1.407407,-1.888889,5.777778,5
142,112,28.851852,-12.888889,22.11111,5
222,131,0,0,0,5
61,92,17.25926,-13.111111,25.555555,5
174,113,31.777779,-22,36,5
225,58,8.333333,-8.333333,17.333334,5
252,137,0.740741,-1.222222,3.111111,5
215,89,18.037037,-10.777778,21.222221,5
200,147,0.296296,-0.222222,0.444444,5
161,89,3.111111,-0.666667,2,5
211,154,0.259259,-0.777778,1.555556,5
77,135,0.777778,-2.333333,4.666666,5
174,112,31.62963,-22.222221,36.11111,5
95,97,19.592592,-12.777778,24.555555,5
83,117,17.11111,-7.666666,17.666666,5
210,153,0,0,0,5
206,61,7.074074,-7.222222,15.444445,5
155,68,2.296296,-0.555556,1.777778,5
157,85,18.925926,-13.111111,23.88889,5
243,94,1.185185,-2.888889,6.111111,5
177,130,1.185185,-1.555556,5.111111,5
205,82,15.222222,-10,19.333334,5
171,89,0,0,0,5
215,153,8.333333,-9,15.333333,5
227,104,19.62963,-10.222222,19.444445,5
198,148,1.777778,-2,4.333334,5
128,144,0,0,0,5
206,64,5.703704,-6.111111,13.888889,5
156,79,14.185185,-10.888889,19.11111,5
124,98,21.518518,-13.888889,26.777779,5
189,68,6.888889,-3.666667,10.333333,5
125,149,0,0,0,5
113,114,25.814816,-14.444445,26.555555,5
152,155,7.296296,-5.888889,11.111111,5
150,152,1.37037,-1.111111,2.888889,5
238,86,12,-13.333333,25.333334,5
189,141,0,0,0,5
180,141,0.037037,-0.111111,0.222222,5
205,106,17.481482,-10.111111,19.555555,5
173,152,3.592592,-2.777778,6.555555,5
222,62,6.407407,-6.888889,15.111111,5
228,90,16.851852,-11.888889,22.777779,5
211,107,16.74074,-14.888889,27.11111,5
210,114,16.185184,-14.222222,26.444445,5
223,62,6.444445,-7,15,5
250,131,0,0,0,5
242,148,0,0,0,5
57,118,19.407408,-11.555555,21.444445,5
142,111,28.74074,-12.555555,21.444445,5
178,138,1.37037,-1.111111,5.222222,5
202,140,1.037037,-0.777778,2.555556,5
167,135,31.185184,-21.555555,35.77778,5
187,36,7.518518,-8.222222,16.444445,5
244,105,22.703703,-10.777778,20.555555,5
123,152,0,0,0,5
218,115,22.962963,-10.555555,19.444445,5
187,134,26.703703,-19.11111,32.22222,5
206,61,7.074074,-7.222222,15.444445,5
163,131,1.555556,-2,6.333334,5
161,154,0,0,0,5
20,134,2.962963,-5.555555,10.444445,5
221,154,6.481482,-6.444445,12.888889,5
96,141,4.962963,-5.555555,11.444445,5
159,83,18.222221,-14.666667,26,5
232,149,0,0,0,5
159,116,29.814816,-12.444445,21.88889,5
90,134,2.666667,-5,10.333333,5
188,88,7.333334,-6.666666,14.666667,5
42,135,2.407408,-3.222222,8.111111,5
42,133,2.703704,-4.444445,6.888889,5
203,133,0.592593,-1.777778,3.555556,5
177,33,8.740741,-6.888889,13.111111,5
229,104,19.777779,-10.333333,19,5
200,13,9.296296,-9.555555,19.777779,5
174,115,29.481482,-19.11111,31.88889,5
242,65,8.925926,-8.444445,16.222221,5
239,93,14.407408,-13.555555,25.444445,5
200,31,11.259259,-8.777778,15.888889,5
133,141,0.074074,-0.222222,0.444444,5
236,115,14.740741,-12.222222,22.444445,5
245,129,0,0,0,5
160,95,2.148148,-0.111111,1.222222,5
173,93,0,0,0,5
252,137,0.740741,-1.222222,3.111111,5
170,88,22.333334,-12.333333,21,5
223,141,9.851851,-11.555555,20.11111,5
56,140,5.555555,-5.666666,11.666667,5
247,92,12.074074,-13.555555,25.444445,5
169,104,18.518518,-7.555555,14.444445,5
57,89,17,-12,22.666666,5
241,135,0.148148,-0.444444,0.888889,5
173,90,23.518518,-18.555555,32.77778,5
45,111,16.11111,-11.666667,23,5
38,134,1.037037,-3.111111,6.222222,5
33,90,16.666666,-14.333333,27.333334,5
184,145,0.555556,-0.666667,2,5
119,138,3.555556,-5.333334,11,5
58,113,20.851852,-11.888889,22.777779,5
43,141,0.777778,-2.333333,4.666666,5
216,151,0.111111,-0.333333,0.666667,5
174,152,0,0,0,5
54,133,5.37037,-5.111111,10.888889,5
161,135,1.259259,-1.444444,5.222222,5
187,135,26.444445,-18.666666,31.666666,5
94,135,2.185185,-4.222222,8.111111,5
68,135,6.222222,-6.666666,12.666667,5
225,58,8.333333,-8.333333,17.333334,5
35,112,16.185184,-12.222222,23.11111,5
208,34,14.444445,-11,19.666666,5
240,63,8.962963,-7.888889,15.111111,5
94,136,2.555556,-4.666666,9.666667,5
39,137,1.37037,-4.111111,8.222222,5
34,131,0.814815,-1.444444,3.222222,5
66,155,8.259259,-7.111111,13.222222,5
230,113,21.592592,-10.444445,18.88889,5
121,112,23.703703,-12.777778,25.88889,5
59,116,21.962963,-12.222222,22.777779,5
187,89,8.444445,-6.333334,13.666667,5
237,91,12.148149,-13.777778,25.555555,5
138,144,0.666667,-0.333333,1,5
199,144,0.444444,-1,2,5
134,93,20.925926,-12.777778,25.88889,5
142,111,28.74074,-12.555555,21.444445,5
160,41,0.703704,-0.444444,1.555556,5
183,139,1.37037,-1.444444,5.555555,5
207,115,1.222222,-2.333333,5,5
33,99,15.481482,-12.777778,24.88889,5
184,91,24.074074,-18.88889,32.444443,5
184,145,3.407408,-3.222222,7.111111,5
226,144,0,0,0,5
166,36,0,0,0,5
178,35,13.481482,-9.444445,17.222221,5
76,116,16.851852,-9.888889,19.11111,5
112,120,21.555555,-12,21.333334,5
165,119,29.481482,-18.777779,32.555557,5
202,129,2.296296,0.444444,0.777778,5
197,144,0.703704,-1.111111,2.888889,5
242,89,1.814815,-3.111111,6.888889,5
85,200,58.592594,-19.11111,42.22222,6
61,202,61.62963,-19.88889,43.11111,6
149,185,49.333332,-12,30.666666,6
134,187,59.37037,-20.11111,44.22222,6
104,191,63.074074,-23.222221,48.444443,6
38,200,55.962963,-20.88889,42.77778,6
209,191,48.22222,-13,31.333334,6
10,172,44.77778,-13.333333,29.666666,6
86,197,63.22222,-21,43.666668,6
124,191,59.74074,-20.555555,45.11111,6
182,186,48.444443,-14,34.333332,6
32,173,43.592594,-12.111111,27.88889,6
224,190,47.48148,-15.111111,33.555557,6
62,177,51.074074,-14.222222,36.11111,6
123,186,51.77778,-15.666667,35.666668,6
187,180,62.074074,-21.555555,46.444443,6
254,159,36.62963,-15.888889,28.777779,6
227,195,47.74074,-14.888889,32.444443,6
136,193,60.703705,-18.777779,42.555557,6
254,159,36.62963,-15.888889,28.777779,6
52,196,46.074074,-16.88889,33.11111,6
77,177,48.407406,-12.555555,32.77778,6
235,195,48.333332,-16.666666,34,6
217,195,45.074074,-16.222221,31.444445,6
248,160,43.925926,-20.444445,39.555557,6
50,199,55.666668,-19.666666,42.333332,6
249,200,45.296295,-13.888889,31.444445,6
78,186,35.296295,-12.222222,25.777779,6
123,187,58.666668,-18.333334,41.666668,6
24,205,56.074074,-18.88889,41.11111,6
181,162,42.185184,-17.222221,27.444445,6
177,181,60.62963,-20.88889,45.11111,6
38,189,29.074074,-8.222222,18.444445,6
166,180,31.444445,-8.333333,19,6
214,194,45.074074,-14.555555,31.11111,6
77,185,32.555557,-10,21.333334,6
249,173,55.185184,-19.88889,43.11111,6
7,203,54,-19,41,6
174,181,59.074074,-20.222221,45.444443,6
70,177,49.444443,-13.333333,34.666668,6
4,189,26.444445,-9,19.666666,6
223,175,57.851852,-21.222221,44.77778,6
145,163,39.444443,-16.333334,25,6
160,187,49.48148,-14.444445,34.22222,6
151,163,40,-16.333334,24,6
248,200,46.11111,-14.333333,31.333334,6
144,187,56.148148,-18.777779,40.555557,6
130,189,58.62963,-20.555555,44.11111,6
247,159,35.77778,-16,27.666666,6
204,194,41.037037,-12.111111,26.222221,6
183,182,58.962963,-18.222221,43.11111,6
190,186,50.074074,-13.222222,30.444445,6
223,161,42.037037,-18.11111,30.555555,6
137,182,34.925926,-10.444445,23.88889,6
139,187,60.444443,-20.333334,43,6
177,190,52.407406,-15.222222,36.444443,6
142,182,34.51852,-8.888889,23.11111,6
10,190,32.962963,-10.888889,24.444445,6
62,202,60.48148,-20.444445,43.22222,6
99,184,31.518518,-11.222222,21.777779,6
23,188,30.592592,-9.444445,21.555555,6
147,193,51.74074,-15.555555,33.77778,6
173,186,53.444443,-15.666667,37.333332,6
175,188,55.77778,-18.333334,40,6
86,197,63.22222,-21,43.666668,6
196,161,41.962963,-16.222221,27.777779,6
4,189,26.444445,-9,19.666666,6
9,171,45.925926,-14.777778,33.88889,6
114,193,57.814816,-20.11111,44.22222,6
161,190,58.11111,-19.333334,39,6
118,180,48.555557,-13.333333,31.333334,6
38,202,57.333332,-21.333334,42.666668,6
105,193,60.11111,-21,45,6
86,193,61.407406,-23.222221,45.444443,6
121,189,62.074074,-21.88889,46.444443,6
223,161,42.037037,-18.11111,30.555555,6
197,182,55.851852,-17.222221,39.77778,6
234,175,57.77778,-21.333334,44.666668,6
73,201,58.703705,-17.444445,40.555557,6
129,184,45.22222,-10.333333,27.666666,6
110,196,52.48148,-16.777779,37.555557,6
140,188,61.666668,-21.666666,44.666668,6
163,180,30.37037,-8.777778,17.88889,6
149,182,39.851852,-7.888889,22.444445,6
20,189,34.11111,-12,26,6
186,188,49.962963,-14.555555,34.444443,6
233,197,49.74074,-16.222221,35.11111,6
231,160,40.88889,-20.333334,32.666668,6
253,201,43.962963,-14.222222,29.777779,6
253,192,47.51852,-15.555555,35.11111,6
188,182,58,-18.333334,43.333332,6
179,162,40.296295,-16.88889,26.777779,6
18,204,57.88889,-19.333334,42.333332,6
189,187,48.51852,-13.222222,34.11111,6
236,194,50.11111,-17.666666,37,6
76,200,56.37037,-17.777779,39.88889,6
53,198,51.666668,-18.333334,37.666668,6
62,200,61.037037,-20.777779,46.22222,6
64,176,50.77778,-14.333333,34.666668,6
180,162,41.48148,-17.444445,27.222221,6
214,161,40.444443,-15.333333,27.666666,6
198,183,54.037037,-15.444445,37.555557,6
107,191,62.037037,-22.777779,48.22222,6
182,186,48.444443,-14,34.333332,6
204,177,32.88889,-11.666667,23.333334,6
96,193,62.703705,-23.777779,48.22222,6
63,203,58.48148,-18.11111,39.555557,6
147,182,43.592594,-9.777778,26.88889,6
23,172,42.333332,-13,26.666666,6
84,200,56.666668,-18,40.666668,6
240,195,48.851852,-16.88889,35.444443,6
205,177,32.444443,-12,23.666666,6
251,173,56.77778,-20.666666,44.333332,6
226,176,56.925926,-19.444445,43.555557,6
148,192,58.11111,-19,41.666668,6
77,185,32.555557,-10,21.333334,6
244,194,49.74074,-15.888889,35.77778,6
68,198,58.074074,-19.88889,41.444443,6
77,199,57,-19.333334,42,6
5,210,51.296295,-17.555555,39.11111,6
240,192,45.962963,-16.222221,36.444443,6
134,194,58.962963,-18.222221,37.77778,6
2,190,31.666666,-11,25.333334,6
42,203,54.51852,-17.555555,37.77778,6
205,190,49.48148,-14.111111,33.555557,6
187,162,43.22222,-19.333334,31.333334,6
194,178,33.666668,-12,24.666666,6
186,162,44.074074,-19.88889,31.777779,6
129,188,61.074074,-21.88889,44.77778,6
24,188,30.62963,-9.888889,22.11111,6
180,179,35.48148,-12.444445,25.88889,6
45,205,50.25926,-16.11111,34.555557,6
138,188,60.333332,-20.333334,43.666668,6
133,181,41.25926,-10.444445,24.88889,6
178,185,49.037037,-15.111111,34.88889,6
250,196,47.77778,-15.333333,33,6
194,183,54.74074,-16.555555,39.11111,6
42,188,30.777779,-9.666667,22,6
83,198,59.77778,-20,42.666668,6
25,198,48.703705,-17.777779,36.88889,6
13,191,25.296297,-5.222222,13.777778,6
57,199,54.962963,-21.222221,42.77778,6
117,181,46.88889,-11.666667,30,6
225,181,55.333332,-19,40.333332,6
195,161,41.48148,-16.444445,28.88889,6
167,189,58.407406,-21.222221,42.11111,6
201,191,49.185184,-13.555555,31.777779,6
166,185,54.22222,-17,39,6
112,197,50.333332,-17,35.666668,6
118,182,45,-10,28,6
250,160,42.814816,-19.11111,37.555557,6
178,183,55.74074,-18.222221,41.77778,6
237,192,46.37037,-15.777778,33.88889,6
172,183,56.333332,-17.666666,41,6
115,195,57.11111,-17.333334,39,6
123,194,60.814816,-19.444445,42.22222,6
134,191,61.666668,-20.666666,45,6
28,188,29.962963,-9.222222,19.444445,6
168,187,58,-16.333334,40.333332,6
116,184,31.703703,-8.777778,18.88889,6
205,190,49.48148,-14.111111,33.555557,6
215,193,45.22222,-13,30.333334,6
61,197,49.592594,-16.11111,35.88889,6
214,195,46.555557,-16.333334,32.333332,6
250,176,53.666668,-19.666666,42,6
218,178,59.62963,-21.555555,46.77778,6
235,196,47.25926,-16.444445,33.88889,6
234,194,48.62963,-16.88889,35.11111,6
106,191,63,-23.666666,49.666668,6
28,188,29.962963,-9.222222,19.444445,6
45,188,33.333332,-11,24,6
121,192,60.814816,-22.11111,46.88889,6
189,187,48.51852,-13.222222,34.11111,6
11,200,53.555557,-21.333334,41.333332,6
228,191,49.22222,-15.666667,34,6
137,163,39.296295,-16.555555,24.777779,6
250,176,53.666668,-19.666666,42,6
47,189,29.62963,-8.555555,20.777779,6
71,197,55.444443,-19,42.333332,6
249,178,47.962963,-15.888889,32.77778,6
167,189,58.407406,-21.222221,42.11111,6
63,201,61.62963,-20.222221,44.444443,6
42,201,59.333332,-20.333334,44,6
64,186,30.777779,-9.666667,21.333334,6
56,196,50.074074,-17.222221,36.444443,6
201,183,52.62963,-15.555555,37.444443,6
4,210,49.74074,-16.555555,37.444443,6
73,194,60.77778,-22,46,6
185,186,48.22222,-12.666667,32,6
142,163,40.444443,-16.333334,24.333334,6
103,185,30.88889,-9.333333,18.333334,6
151,163,40,-16.333334,24,6
236,193,49.11111,-17.333334,36.333332,6
214,161,40.444443,-15.333333,27.666666,6
16,190,29.62963,-10.555555,21.777779,6
141,163,40.703705,-16.444445,24.555555,6
239,174,57.851852,-22.222221,46.11111,6
142,185,47.814816,-11.777778,31.222221,6
189,184,50.592594,-14.111111,35.22222,6
165,186,49.51852,-13.222222,34.77778,6
180,186,49.62963,-13.888889,35.11111,6
17,204,57.25926,-19.11111,41.88889,6
169,184,56.25926,-15.111111,38.22222,6
198,185,50.22222,-14.333333,33.333332,6
110,182,46.37037,-11.111111,29.88889,6
169,190,52.555557,-17,37.333332,6
60,196,51.148148,-17.444445,36.555557,6
191,180,60.074074,-20.555555,46.11111,6
48,202,58,-18,39,6
100,194,61.555557,-20.333334,44,6
174,188,50.407406,-14.888889,34.77778,6
201,161,41.814816,-18.11111,28.88889,6
99,198,58.333332,-19.333334,42,6
205,190,49.48148,-14.111111,33.555557,6
229,195,47.703705,-15.777778,33.555557,6
135,185,47.962963,-11.555555,28.11111,6
215,182,54.185184,-16.88889,39.11111,6
143,186,54.962963,-17.555555,38.77778,6
169,186,49.444443,-14.333333,35,6
145,185,56.25926,-19.11111,40.88889,6
137,190,60.444443,-21,45.333332,6
124,191,59.74074,-20.555555,45.11111,6
119,196,53.333332,-18,37,6
37,189,30,-8.666667,19,6
87,196,61.592594,-19.777779,42.22222,6
229,195,47.703705,-15.777778,33.555557,6
2,171,45.77778,-14.333333,31.666666,6
22,200,54.703705,-20.444445,42.88889,6
195,161,41.48148,-16.444445,28.88889,6
70,197,54.851852,-17.88889,39.444443,6
156,188,61.25926,-18.444445,43.22222,6
4,201,53.703705,-19.777779,40.555557,6
137,182,34.925926,-10.444445,23.88889,6
162,190,57.333332,-19,38,6
173,190,50.444443,-16.666666,35.666668,6
139,185,59.148148,-20.777779,42.88889,6
119,191,59.592594,-21.777779,46.88889,6
78,201,56.444443,-15,36.666668,6
64,196,49.88889,-16.666666,34.666668,6
219,176,60.296295,-20.88889,46.11111,6
202,193,41.703705,-11.444445,26.88889,6
28,204,55.88889,-18.333334,40,6
239,160,45.148148,-21.777779,39.555557,6
53,176,50.296295,-14.555555,35.444443,6
167,190,51.074074,-18.555555,36.444443,6
116,184,31.703703,-8.777778,18.88889,6
227,196,47.185184,-15.222222,33.11111,6
205,194,41.296295,-12.555555,27.444445,6
32,206,57.62963,-21.555555,43.444443,6
133,182,29.777779,-7.666666,17,6
134,187,59.37037,-20.11111,44.22222,6
95,191,60.25926,-23.444445,47.88889,6
202,182,55.074074,-16.555555,39.11111,6
67,194,58.814816,-21.11111,41.22222,6
181,186,48.814816,-14.111111,34.88889,6
229,175,33,-12,24,6
77,186,34.962963,-11.555555,25.444445,6
1,189,23.592592,-7.444445,17.222221,6
112,197,50.333332,-17,35.666668,6
219,176,60.296295,-20.88889,46.11111,6
89,195,61.74074,-19.88889,44.444443,6
247,174,56.185184,-20.222221,44.11111,6
183,185,44.962963,-12.888889,30.11111,6
192,162,40.444443,-18,27,6
93,190,53.592594,-18.777779,39.88889,6
191,162,40.962963,-18.222221,27.444445,6
119,192,59.555557,-21,45.666668,6
202,193,41.703705,-11.444445,26.88889,6
200,193,41.185184,-11.222222,26.444445,6
36,207,56.814816,-19.11111,39.88889,6
132,182,43.51852,-9.888889,27.11111,6
235,196,47.25926,-16.444445,33.88889,6
176,187,54.77778,-17.333334,39.666668,6
252,201,40.296295,-13.555555,26.11111,6
25,208,55.62963,-22.222221,44.11111,6
93,195,61.592594,-20.777779,45.22222,6
244,194,49.74074,-15.888889,35.77778,6
204,161,44.074074,-18.222221,31.444445,6
86,179,50.555557,-14.333333,34.666668,6
86,193,61.407406,-23.222221,45.444443,6
88,180,50.407406,-15.555555,35.77778,6
87,196,61.592594,-19.777779,42.22222,6
114,184,31.185184,-8.222222,17.777779,6
137,182,34.925926,-10.444445,23.88889,6
203,182,54.925926,-16.444445,39.555557,6
197,161,42.37037,-16.444445,27.88889,6
15,189,32.11111,-11.333333,24.666666,6
149,163,41.666668,-18.666666,29,6
88,180,50.407406,-15.555555,35.77778,6
54,176,50.666668,-14,36,6
27,189,32.77778,-11.333333,23.666666,6
252,195,47.666668,-15.666667,33.333332,6
166,182,58.407406,-17.555555,42.444443,6
24,172,42.037037,-12.111111,24.88889,6
37,165,35.814816,-15.111111,21.222221,6
188,190,48.88889,-14,33.333332,6
142,182,43.62963,-9.888889,27.777779,6
220,220,6.444445,-2.333333,-3.333333,7
208,240,14.148149,-9.777778,-3.444444,7
110,174,13.481482,-7.777778,-2.777778,7
245,176,18.481482,-10.111111,-4.444445,7
56,243,6.481482,-4.111111,-4.777778,7
115,202,15.148149,-10.444445,-3.444444,7
176,233,12.481482,-6.444445,-12.444445,7
206,233,26.814816,-14.777778,-5.111111,7
42,200,7.703704,-5.777778,-5.444445,7
24,215,18.074074,-11.555555,-7.888889,7
159,210,12.962963,-10.555555,-2.888889,7
230,180,13.851851,-12.555555,-2.222222,7
145,170,16.407408,-10.888889,1.444444,7
29,184,13.62963,-6.555555,-6.888889,7
225,244,12.259259,-5.777778,-8.777778,7
158,219,14.888889,-10.333333,-4,7
212,239,10.37037,-8.111111,-2.111111,7
128,196,19.62963,-11.888889,-3.222222,7
42,244,12.814815,-9.777778,-3.444444,7
156,181,11.666667,-8,-5.666666,7
73,164,23.148148,-4.111111,-12.111111,7
4,188,15.740741,-7.222222,-5.222222,7
63,220,8.185185,-4.888889,-5.222222,7
163,177,24.518518,-9.888889,-9.222222,7
88,211,10.814815,-5.777778,-9.444445,7
173,219,5.592593,-4.444445,-3.777778,7
196,244,7.740741,-3.222222,-2.222222,7
153,204,19.407408,-12.222222,-7.555555,7
148,169,19.592592,-13.444445,-2.777778,7
60,181,19.62963,-7.555555,-5.222222,7
175,212,12.296296,-6.888889,-9.888889,7
237,191,7.333334,-6,-5.666666,7
166,222,10.481482,-5.444445,-11.444445,7
120,227,12.62963,-9.555555,-4.888889,7
72,191,15.185185,-9.222222,-0.888889,7
44,187,15.222222,-6,-7.333334,7
223,185,12.962963,-4.222222,-9.555555,7
212,160,23.25926,-16.444445,0.555556,7
191,165,14.296296,-6.888889,-0.555556,7
240,190,20.11111,-12.666667,-7.666666,7
186,218,13.703704,-9.111111,-3.111111,7
6,217,14.555555,-9.333333,-3.666667,7
207,172,19,-7.666666,-8,7
136,216,15.074074,-10.888889,-5.555555,7
8,199,15,-5,-9.666667,7
207,215,23.814816,-17.11111,-3.444444,7
68,172,30.11111,-16.666666,0,7
4,248,19.555555,-12,-8.666667,7
86,187,13.740741,-6.222222,-10.222222,7
111,235,15.62963,-11.555555,0.777778,7
233,184,11.851851,-6.222222,-5.888889,7
157,184,19.444445,-12.666667,-3.666667,7
242,183,15.37037,-8.111111,-8.777778,7
142,208,18.555555,-9.333333,-11,7
44,157,24.296297,-15.222222,-0.222222,7
10,223,15.037037,-3.777778,-6.444445,7
72,235,15.074074,-9.222222,-0.222222,7
16,246,9.407408,0.444444,2.111111,7
232,175,15.37037,-8.777778,-5.444445,7
170,185,10.740741,-7.888889,-2.888889,7
36,243,13.333333,-10.333333,-3.666667,7
63,201,7.777778,-4.666666,-6.666666,7
57,229,14.62963,-7.888889,-3.222222,7
102,203,9.777778,-7,-10,7
242,183,15.37037,-8.111111,-8.777778,7
197,229,17.74074,-10.888889,0.444444,7
37,196,13.37037,-5.444445,-8.777778,7
97,176,22.185184,-9.555555,-7.222222,7
158,195,11.703704,-6.777778,-9.444445,7
151,187,11.62963,-6.888889,-5.888889,7
55,209,12.518518,-6.555555,-6.555555,7
36,243,13.333333,-10.333333,-3.666667,7
116,211,13.740741,-7.888889,-4.222222,7
138,203,11.259259,-7.444445,-9.444445,7
38,241,14.333333,-10.333333,-1,7
200,250,9.222222,-8,-5.666666,7
215,190,19.88889,-11.666667,-8.333333,7
205,204,19,-14,-5.666666,7
209,249,10.518518,-8.888889,-7.222222,7
19,184,14.222222,-5.666666,-9.666667,7
63,220,8.185185,-4.888889,-5.222222,7
124,201,17.88889,-11.666667,-9,7
34,164,11.333333,-6.333334,-3,7
72,191,15.185185,-9.222222,-0.888889,7
252,194,18.555555,-10.666667,-9.666667,7
192,239,15.148149,-8.777778,-1.777778,7
49,240,20.444445,-15.666667,-5,7
48,192,9.962963,-3.888889,-7.555555,7
6,174,19.074074,-11.888889,-3.888889,7
9,180,22.555555,-15.333333,-1.666667,7
115,182,17.592592,-6.444445,-10.777778,7
146,201,10.666667,-6,-11,7
10,196,15.333333,-3.666667,-11.666667,7
4,208,14.777778,-8,-7.666666,7
63,201,7.777778,-4.666666,-6.666666,7
76,249,13.37037,-3.444444,-0.777778,7
57,177,19.592592,-11.444445,-3.444444,7
236,240,22.481482,-8.777778,-8.111111,7
196,241,8.259259,-7.111111,-3.777778,7
128,175,23.777779,-8.666667,-6,7
200,250,9.222222,-8,-5.666666,7
245,249,14.740741,-11.888889,1.777778,7
39,246,15.37037,-8.444445,-6.777778,7
110,189,12.925926,-6.111111,-11.111111,7
209,249,8.555555,-1.666667,-3,7
103,216,14.555555,-11,-2.666667,7
135,211,17.962963,-10.555555,-4.888889,7
180,224,15.185185,-10.555555,-5.555555,7
208,240,14.148149,-9.777778,-3.444444,7
237,191,7.333334,-6,-5.666666,7
62,223,6.666666,-5.333334,-6,7
214,246,17.518518,-9.888889,-6.222222,7
182,197,12.851851,-7.222222,-0.222222,7
117,246,15.444445,-10.333333,-3.333333,7
75,226,16.703703,-4.111111,-11.111111,7
200,215,23.037037,-17.777779,-1.444444,7
160,168,25.11111,-12.666667,-6.333334,7
179,150,18.925926,-16.444445,3.222222,7
164,178,23.814816,-10.777778,-8.111111,7
80,184,17.62963,-12.222222,-1.555556,7
251,215,12.407408,-9.555555,-2.555556,7
93,236,12.518518,-8.888889,-5.222222,7
207,217,6.296296,-3.888889,-6.222222,7
114,181,19.925926,-12.111111,-3.444444,7
158,151,19,-11.333333,-2,7
99,160,28.037037,-20.777779,4.888889,7
233,211,15.444445,-9,-0.666667,7
62,223,6.666666,-5.333334,-6,7
231,198,15.814815,-10.111111,-4.777778,7
200,245,16.11111,-12.666667,-3.333333,7
168,209,22.518518,-14.555555,-4.888889,7
11,163,19.814816,-7.111111,-9.444445,7
63,179,11.814815,-6.111111,-7.111111,7
196,182,19.88889,-9,-5.333334,7
29,195,16.037037,-4.777778,-8.111111,7
51,237,14.148149,-9.111111,-3.444444,7
245,238,8.925926,-7.777778,-7.111111,7
103,237,8,-4.333334,-7,7
71,187,18.666666,-12,-7.333334,7
57,177,19.592592,-11.444445,-3.444444,7
25,199,17.518518,-13.222222,1.111111,7
212,235,25.88889,-14.333333,-5.666666,7
114,238,13.62963,-7.555555,-8.888889,7
163,166,16.962963,-13.888889,-1.888889,7
212,234,7.111111,-3.333333,-8.666667,7
221,201,19.148148,-13.444445,-4.444445,7
252,181,16.296297,-8.222222,-7.222222,7
8,199,15,-5,-9.666667,7
100,155,23.333334,-10,-8,7
157,221,12.111111,-5.666666,-12,7
199,220,6.62963,-3.888889,-4.888889,7
131,234,5.740741,-5.222222,-3.888889,7
107,210,15.111111,-11.666667,-2.666667,7
74,215,6.925926,-5.444445,-7.444445,7
164,202,15.111111,-9.333333,-1,7
200,165,17.333334,-13.333333,-2.666667,7
52,185,19.25926,-13.111111,-3.111111,7
162,227,13.962963,-11.555555,1.444444,7
106,193,14.444445,-8.333333,-5.666666,7
232,175,15.37037,-8.777778,-5.444445,7
152,247,21.925926,-2.444444,9.555555,7
140,181,19.296297,-11.555555,-2.555556,7
72,222,14.962963,-9.888889,-5.555555,7
80,203,12.407408,-7.222222,-10.222222,7
158,186,12.074074,-8.222222,-3.888889,7
233,184,11.851851,-6.222222,-5.888889,7
115,183,18.11111,-12.333333,-2.333333,7
90,237,22.222221,-14,-7.666666,7
197,236,16.074074,-8.888889,1.777778,7
35,167,19.037037,-6.777778,-10.111111,7
93,231,12.296296,-10.555555,-3.555556,7
23,237,5.851852,-4.888889,-3.888889,7
235,249,22.851852,-9.222222,-4.888889,7
186,218,13.703704,-9.111111,-3.111111,7
230,162,17.333334,-10.666667,-4.333334,7
112,201,21.296297,-13.888889,-2.888889,7
44,233,14.481482,-5.777778,-9.444445,7
227,222,9.333333,-2.333333,-5,7
186,173,17.148148,-10.777778,-4.777778,7
97,186,15.592592,-5.111111,-11.444445,7
224,242,11.740741,-9.222222,-2.888889,7
216,169,16.592592,-11.444445,-2.777778,7
44,162,24.518518,-14.888889,-1.222222,7
204,156,23.703703,-19.11111,5.222222,7
47,209,11.62963,-6.222222,-7.222222,7
119,181,21.407408,-14.555555,-5.222222,7
145,248,26.88889,-11,-5.333334,7
248,149,19,-13.666667,2.333333,7
163,166,16.962963,-13.888889,-1.888889,7
107,226,7.851852,-6.222222,-3.888889,7
2,245,6.407407,-0.555556,-1.222222,7
20,170,19.555555,-13.333333,-2,7
115,183,19.851852,-15.888889,-2.555556,7
