@relation segment

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
177,0.474073,16.25926,7
202,1.822696,15.111111,7
195,0.403687,16.037037,7
197,3.255195,11.962963,7
236,3.840741,13.962963,7
235,1.748015,15.074074,7
231,2.42963,12.296296,7
242,2.453268,24.074074,7
167,0.518518,14.592592,7
203,1.948408,19.518518,7
236,2.696296,12.518518,7
237,1.327766,22.222221,7
232,2.685185,13.555555,7
195,2.344418,11.703704,7
162,0.712326,19,7
201,0.918519,7.777778,7
164,0.211111,13.666667,7
157,0.507408,18.333334,7
196,2.018518,15.703704,7
185,0.349603,12.962963,7
156,0.278886,23.703703,7
191,0.311111,7.333334,7
220,1.12963,6.444445,7
201,1.295291,21.296297,7
221,1.485185,14.074074,7
196,0.998146,13.37037,7
245,0.922223,16.11111,7
178,2.685184,19.555555,7
217,1.06284,11.925926,7
233,2.146487,14.481482,7
240,1.951258,21.148148,7
180,0.562963,22.333334,7
189,0.340741,12,7
149,0.788889,19,7
179,0.222222,11.814815,7
220,15.262959,8.185185,7
247,1.247219,12.62963,7
245,2.162963,6.407407,7
182,0.688531,16.777779,7
236,6.829628,16.074074,7
172,1.06284,30.11111,7
215,0.958394,23.037037,7
219,1.00554,13.37037,7
173,0.829631,17.148148,7
207,0.928957,12.148149,7
181,1.200001,19.62963,7
243,1.851851,13.333333,7
195,1.574073,8.518518,7
199,0.518519,17.962963,7
241,0.574134,14.333333,7
185,3.722221,18.666666,7
240,1.540803,12.148149,7
229,1.574073,17.74074,7
208,2.166666,16.074074,7
194,1.143419,20.185184,7
182,0.433332,19.88889,7
174,0.062963,13.481482,7
232,1.254621,12.703704,7
220,0.685185,14.62963,7
189,1.00554,17.296297,7
217,5.096296,14.555555,7
