@relation segment

@attribute Vegde-sd numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
1.769076,0.289863,-2.102536,6
1.148269,0.32042,-2.051636,6
1.185186,0.347142,-2.102318,6
5.762963,0.291106,-2.335371,6
1.186343,0.31801,-2.022148,6
2.237722,0.295523,-2.101326,6
0.869228,0.287526,-2.048736,6
3.985182,0.298471,-2.494607,6
2.993821,0.296328,-2.071221,6
0.518519,0.302983,-2.338974,6
1.099999,0.293208,-1.943038,6
2.285186,0.263846,-2.51749,6
1.068055,0.275889,-1.95277,6
1.585185,0.252953,-2.021032,6
1.511683,0.285515,-2.035894,6
9.633328,0.296365,-2.121237,6
1.600925,0.304126,-2.009615,6
1.306679,0.302994,-2.041277,6
0.729634,0.298056,-2.198939,6
0.952579,0.286663,-2.038016,6
1.218682,0.273444,-2.081891,6
2.462961,0.266302,-2.020345,6
0.250924,0.302539,-2.008008,6
1.822697,0.303602,-2.052546,6
1.625036,0.284515,-2.045943,6
0.64693,0.289793,-2.046535,6
2.999382,0.314683,-2.05611,6
0.65828,0.290299,-2.101377,6
2.16453,0.265619,-1.998368,6
1.062842,0.279561,-2.112087,6
1.951259,0.298369,-2.071876,6
0.918938,0.294056,-1.98088,6
2.87407,0.262981,-2.022227,6
1.051855,0.296963,-2.103758,6
1.501851,0.289138,-2.045996,6
1.90516,0.308465,-2.047766,6
2.977074,0.298025,-2.088855,6
2.33492,0.309253,-2.060549,6
0.651852,0.266436,-1.970772,6
1.481991,0.278822,-1.996042,6
3.031318,0.313032,-2.116733,6
2.82384,0.324017,-2.024748,6
4.324349,0.300181,-2.02885,6
1.822697,0.303602,-2.052546,6
1.144444,0.300182,-2.391681,6
1.686548,0.303144,-2.065421,6
0.785186,0.284813,-2.395213,6
1.18165,0.298622,-1.974959,6
1.200309,0.28056,-2.037568,6
0.462963,0.233097,-2.01975,6
2.195112,0.287573,-2.044653,6
1.936969,0.297341,-1.990627,6
0.750308,0.278387,-1.992997,6
0.311111,0.297841,-2.064273,6
1.451853,0.329007,-2.008381,6
3.885185,0.271473,-2.101002,6
1.652159,0.299579,-2.109375,6
1.784708,0.292382,-2.033605,6
2.703221,0.300817,-2.015374,6
4.38896,0.278044,-2.052453,6
0.742868,0.314281,-1.99159,6
2.398302,0.312366,-2.005196,6
6.977775,0.305705,-2.020042,6
0.879815,0.302421,-1.97757,6
1.356739,0.299511,-2.047211,6
0.936898,0.300918,-2.008719,6
1.496296,0.275863,-2.083566,6
1.730983,0.306993,-2.044563,6
1.470702,0.294787,-1.965703,6
1.099999,0.293208,-1.943038,6
2.12222,0.302286,-2.060122,6
1.834847,0.318366,-2.048199,6
2.576964,0.306722,-1.980348,6
1.003697,0.305755,-1.947472,6
1.333334,0.294238,-2.074616,6
1.069786,0.302514,-2.093746,6
1.260512,0.301586,-2.070441,6
1.025599,0.291972,-2.046998,6
1.781593,0.266914,-1.998857,6
1.861898,0.29763,-2.022599,6
2.360949,0.292469,-2.039491,6
1.806368,0.300036,-2.006186,6
2.245159,0.266195,-2.028812,6
1.496909,0.296314,-2.050575,6
0.910841,0.275818,-1.930196,6
5.540735,0.282125,-2.38829,6
1.14342,0.300853,-2.021838,6
1.496296,0.275863,-2.083566,6
2.740741,0.299865,-2.04072,6
1.807405,0.294706,-2.316506,6
2.621847,0.292784,-2.016646,6
1.06284,0.318137,-2.052258,6
2.573368,0.296294,-2.039667,6
2.68052,0.323021,-2.037351,6
2.01568,0.298704,-2.033505,6
13.496301,0.281536,-2.425324,6
0.877778,0.268978,-2.392741,6
0.729634,0.298056,-2.198939,6
1.763834,0.29685,-2.03737,6
1.327766,0.294045,-2.105677,6
2.97894,0.312414,-2.045431,6
2.277915,0.290278,-2.052705,6
1.669998,0.317566,-2.020895,6
2.084333,0.312796,-2.038177,6
1.005539,0.307943,-2.010723,6
1.218681,0.287983,-2.032929,6
1.849924,0.298553,-2.013524,6
3.855555,0.285756,-2.001125,6
2.118519,0.250721,-2.215464,6
2.8784,0.291875,-2.056734,6
1.811109,0.301747,-2.016443,6
2.69155,0.28083,-2.06786,6
0.998145,0.290788,-1.987599,6
2.738614,0.313611,-2.03548,6
4.551854,0.297413,-1.954574,6
0.869228,0.28154,-1.887731,6
1.866865,0.300235,-2.020938,6
1.047041,0.312892,-2.005956,6
2.957101,0.28836,-2.015595,6
2.711429,0.307027,-1.968511,6
2.285186,0.263846,-2.51749,6
2.195113,0.305404,-2.054084,6
0.922221,0.352126,-2.162999,6
2.303781,0.279764,-1.964901,6
1.773257,0.30568,-2.085934,6
1.218519,0.290796,-2.03822,6
2.277915,0.290278,-2.052705,6
1.944444,0.276726,-2.046307,6
2.008316,0.307473,-2.020234,6
1.242757,0.283287,-1.949088,6
1.669998,0.317566,-2.020895,6
1.531158,0.282687,-1.970398,6
1.306679,0.299285,-2.063353,6
1.424649,0.28574,-2.004988,6
2.167948,0.29965,-1.966671,6
2.507411,0.301166,-2.0752,6
1.115547,0.310288,-2.084935,6
0.983193,0.307985,-2.048058,6
1.451692,0.295304,-2.018211,6
2.180723,0.299308,-2.034048,6
1.857917,0.314462,-2.030648,6
0.760117,0.278886,-1.998993,6
2.409857,0.317362,-2.065663,6
3.275612,0.315862,-2.021784,6
2.149936,0.293586,-2.079185,6
6.874074,0.30039,-2.160658,6
5.455552,0.256078,-2.217735,6
0.632455,0.29644,-2.073869,6
0.712326,0.302982,-2.06698,6
1.333334,0.297431,-1.940423,6
2.78621,0.294656,-2.043399,6
0.620633,0.289582,-2.040515,6
8.240739,0.339618,-2.335837,6
2.011082,0.30013,-2.079095,6
0.975629,0.292307,-1.986307,6
0.854184,0.298958,-2.11269,6
1.323576,0.301346,-2.008931,6
0.547722,0.318996,-2.040554,6
1.481991,0.278822,-1.996042,6
1.857917,0.301601,-1.989221,6
2.059307,0.31261,-2.055457,6
0.922221,0.315363,-2.037982,6
1.730981,0.306725,-1.998547,6
0.843274,0.300945,-1.96448,6
1.861898,0.303497,-2.040866,6
5.05185,0.289218,-2.549349,6
1.260511,0.294774,-1.99344,6
0.936898,0.300918,-2.008719,6
1.323576,0.312037,-2.063776,6
1.445299,0.320261,-2.069045,6
1.809441,0.297059,-2.03483,6
2.040334,0.279876,-1.995801,6
2.018434,0.306609,-2.042514,6
1.032796,0.292226,-2.025133,6
1.128748,0.30043,-2.00738,6
0.583731,0.303121,-1.991701,6
0.596296,0.301508,-2.386671,6
2.564718,0.292125,-2.048697,6
1.420746,0.297963,-2.054753,6
7.662959,0.27036,-2.085272,6
1.206464,0.305593,-2.037116,6
6.433995,0.299654,-2.035874,6
2.993821,0.296328,-2.071221,6
0.64693,0.294187,-1.997736,6
1.451691,0.285333,-2.06802,6
1.563472,0.309236,-1.984565,6
3.284081,0.292957,-2.118572,6
0.894427,0.265454,-2.126558,6
2.313409,0.300242,-1.997746,6
0.834444,0.286863,-1.904978,6
1.857917,0.314462,-2.030648,6
1.885184,0.298124,-2.555683,6
2.108185,0.295624,-2.074028,6
2.094967,0.308825,-1.992052,6
0.82776,0.297733,-1.985899,6
1.088662,0.29381,-1.973221,6
2.666666,0.303377,-2.036642,6
1.515354,0.307458,-2.03348,6
2.237722,0.295523,-2.101326,6
0.998145,0.290788,-1.987599,6
1.282358,0.302671,-2.037372,6
2.786874,0.320865,-2.077651,6
3.791314,0.287107,-2.034642,6
1.951258,0.417218,2.175522,7
1.129629,0.375346,2.292041,7
1.784709,0.341766,2.266094,7
0.651852,0.431696,2.447547,7
2.062964,0.203249,2.563437,7
1.00554,0.41042,2.060443,7
0.64693,0.54918,1.877146,7
0.843274,0.367514,2.827106,7
1.95978,0.439718,2.176993,7
2.306994,0.398397,2.214996,7
1.204928,0.411573,2.055672,7
1.06284,0.482192,2.310758,7
0.418519,0.383167,2.391996,7
0.862963,0.421621,2.392487,7
3.188889,0.563467,2.117886,7
1.422222,0.396458,2.451836,7
5.722223,0.59315,2.046588,7
5.096296,0.39534,2.363871,7
1.085185,0.163351,-1.190561,7
0.421638,0.314187,2.405202,7
2.166666,0.40213,2.310932,7
0.744444,0.401347,2.382684,7
0.255556,0.419597,2.306678,7
0.788811,0.408885,1.905303,7
0.474074,0.582612,1.976138,7
0.24074,0.409932,2.401137,7
0.42963,0.51532,2.10726,7
2.538591,0.597015,2.126063,7
0.720082,0.433125,2.119546,7
0.809664,0.425213,2.224013,7
1.155555,0.557235,1.938468,7
0.444444,0.522999,1.946502,7
0.477778,0.385727,2.557309,7
0.574133,0.330345,1.798302,7
0.385185,0.392364,2.483198,7
1.16746,0.32797,2.033698,7
1.206464,0.491388,2.201318,7
2.535671,0.397985,2.37843,7
0.574134,0.399901,2.544142,7
1.424651,0.54833,1.872506,7
3.255195,0.515187,2.164262,7
1.054093,0.411811,2.624707,7
0.551852,0.35899,2.413262,7
0.349603,0.445418,1.83885,7
1.083547,0.408965,1.860191,7
0.712326,0.34003,2.291415,7
0.151852,0.407734,2.340618,7
0.077778,0.405556,2.128646,7
3.262963,0.393839,2.170543,7
0.327731,0.570851,1.909255,7
0.779364,0.324965,2.834822,7
0.918519,0.543201,1.982987,7
1.277778,0.440577,2.47582,7
2.696296,0.447247,2.267197,7
2.559658,0.441516,2.304153,7
0.534027,0.409529,2.459806,7
1.822696,0.35402,2.522748,7
0.474073,0.396399,2.462118,7
0.62361,0.387412,2.242196,7
1.096297,0.446214,2.515826,7
0.298143,0.34375,2.083854,7
0.311111,0.53582,2.122422,7
2.64074,0.425441,2.280922,7
2.033333,0.441049,2.437819,7
0.388889,0.400756,2.44578,7
2.453268,0.371695,2.395778,7
1.333333,0.374806,2.441017,7
1.074968,0.382522,2.350367,7
0.64693,0.312227,1.783512,7
1.638653,0.353161,2.835614,7
1.148268,0.554881,1.903686,7
0.278886,0.389034,2.864931,7
0.750309,0.409309,2.252231,7
1.29386,0.378216,2.642597,7
2.018518,0.365232,2.511766,7
0.544331,0.48874,2.043726,7
1.06284,0.312295,2.617801,7
2.607407,0.373693,1.905045,7
15.262959,0.486717,2.09315,7
0.833333,0.403437,2.341677,7
0.958394,0.420767,2.561049,7
7.54074,0.394886,2.243094,7
0.7,0.321139,2.125416,7
1.041722,0.403522,2.204408,7
1.917754,0.391548,2.232849,7
0.551852,0.35899,2.413262,7
0.340741,0.428864,2.31952,7
1.00554,0.401151,1.891015,7
2.685184,0.298962,2.274128,7
1.619328,0.3748,2.158915,7
1.200001,0.285691,2.189135,7
1.69203,0.420366,2.24441,7
6.08889,0.335421,2.554965,7
0.774073,0.396121,2.467752,7
0.501849,0.395599,2.292736,7
0.518519,0.348063,2.129513,7
0.574134,0.346719,2.737074,7
0.655461,0.316041,2.179845,7
1.638654,0.445808,2.420791,7
1.327766,0.413746,2.280289,7
1.143419,0.337989,2.731134,7
0.699998,0.426777,2.209309,7
0.666667,0.390338,2.389391,7
0.403687,0.367923,2.291118,7
0.928959,0.365503,1.971572,7
1.540803,0.470675,2.043865,7
0.349603,0.445979,2.206642,7
0.936898,0.420244,2.075874,7
0.340741,0.439443,2.194143,7
1.455513,0.351881,2.356024,7
2.640738,0.440895,2.102212,7
0.3,0.350043,2.604303,7
0.722649,0.381429,2.541661,7
0.688531,0.342408,2.20467,7
1.295291,0.381912,2.467938,7
1.632993,0.431215,2.254303,7
1.455554,0.423483,2.402851,7
0.829629,0.454547,2.386597,7
0.403687,0.342307,1.94304,7
1.327765,0.375552,2.327545,7
0.928957,0.432389,2.217263,7
1.98513,0.439852,2.099905,7
0.829631,0.396433,2.332739,7
0.862963,0.421621,2.392487,7
0.833333,0.5039,2.030867,7
0.327731,0.390957,2.345133,7
0.958394,0.420767,2.561049,7
0.785184,0.387467,2.504391,7
0.788811,0.351487,2.630157,7
0.596297,0.315256,2.337472,7
0.240741,0.553812,2.097231,7
0.785185,0.496142,2.557458,7
0.779363,0.497095,1.985552,7
2.433332,0.344304,2.482445,7
2.094968,0.388973,2.214011,7
1.470702,0.446035,2.391736,7
1.948408,0.393868,2.320382,7
0.640741,0.226482,2.32339,7
0.311111,0.53582,2.122422,7
0.062963,0.359296,2.377854,7
11.851854,0.398353,2.524273,7
2.42963,0.485216,2.391307,7
1.485185,0.446012,2.317212,7
0.691215,0.442661,1.863654,7
0.251851,0.403708,2.91248,7
0.518518,0.486883,2.487917,7
0.655462,0.335021,2.126901,7
1.06284,0.486598,2.006642,7
2.559658,0.441516,2.304153,7
2.040334,0.409837,2.471757,7
3.840741,0.424235,2.32063,7
0.607407,0.393002,2.690112,7
0.562963,0.314507,-3.015081,7
0.651852,0.431696,2.447547,7
0.827759,0.445509,2.508226,7
1.129629,0.403938,2.386452,7
1.162691,0.384903,2.198051,7
0.566667,0.593124,2.079295,7
0.666667,0.508139,1.910864,7
0.666667,0.498757,1.974495,7
2.42594,0.28661,2.28263,7
1.047041,0.44058,1.789167,7
1.366666,0.460437,2.42875,7
15.262959,0.486717,2.09315,7
0.403687,0.342307,1.94304,7
1.28889,0.406212,2.743555,7
0.211111,0.29915,2.87512,7
1.646545,0.538945,2.019747,7
1.396296,0.368866,2.396771,7
0.389682,0.352606,2.505249,7
0.632456,0.385555,2.141428,7
0.044444,0.617059,2.074957,7
0.983192,0.347783,2.479064,7
1.12963,0.32736,2.252368,7
1.813529,0.422151,2.205099,7
0.862965,0.329212,2.190305,7
1.047042,0.399447,1.937594,7
1.247219,0.401833,2.55309,7
0.760117,0.591826,1.984785,7
1.200001,0.285691,2.189135,7
1.31852,0.473944,2.476615,7
2.685185,0.327918,2.283147,7
1.408966,0.434488,2.193764,7
1.047042,0.423123,1.966536,7
0.774074,0.38821,2.419445,7
1.451691,0.445969,2.426379,7
1.98513,0.424404,2.27303,7
0.551852,0.383372,2.340587,7
5.274073,0.525437,2.033629,7
1.420746,0.56339,2.192935,7
3.496296,0.569266,2.361442,7
0.490654,0.385282,2.416354,7
0.874074,0.358862,2.113918,7
5.722223,0.59315,2.046588,7
2.225275,0.378871,2.222103,7
1.707407,0.442456,2.303853,7
0.443053,0.378473,2.634176,7
1.149879,0.335386,2.302124,7
0.562963,0.327383,2.453831,7
0.772202,0.449942,2.506807,7
0.429629,0.389882,2.428022,7
0.740741,0.478222,2.49158,7
1.748015,0.347481,2.586018,7
0.651852,0.568162,2.058329,7
0.788889,0.363717,2.741647,7
1.718095,0.291675,2.285098,7
5.096295,0.404392,2.105197,7
1.135292,0.461459,2.046683,7
1.143419,0.37213,2.224382,7
1.840741,0.520399,2.316242,7
0.518518,0.248449,2.305729,7
0.3,0.556614,2.193568,7
1.881686,0.231417,1.28706,7
0.551851,0.389695,2.395431,7
6.08889,0.335421,2.554965,7
0.516398,0.35207,2.332243,7
6.829628,0.292729,2.7898,7
2.444445,0.541266,2.180526,7
4.21111,0.284954,2.263538,7
3.455556,0.376554,2.083229,7
1.06284,0.387663,2.080445,7
0.344265,0.431152,1.937892,7
1.574073,0.335717,2.651605,7
2.696296,0.447247,2.267197,7
0.958394,0.439342,2.348728,7
0.389682,0.417328,2.84342,7
0.562963,0.327383,2.453831,7
3.496297,0.561254,2.148363,7
0.688531,0.444358,1.916419,7
0.952579,0.388863,2.210055,7
1.851851,0.452229,2.368311,7
0.490653,0.384638,2.363581,7
0.459468,0.31809,2.169397,7
0.740741,0.428363,2.156639,7
2.162963,0.191049,1.756645,7
0.344265,0.355526,2.038483,7
0.278886,0.389034,2.864931,7
0.834443,0.58766,1.870487,7
0.505525,0.463569,1.993183,7
3.629631,0.533307,2.156779,7
1.840741,0.457643,2.328108,7
2.162963,0.191049,1.756645,7
0.877777,0.54054,1.844726,7
1.007407,0.476236,1.908457,7
0.340741,0.376253,2.212898,7
1.574073,0.501683,2.187022,7
0.507408,0.418184,2.438615,7
3.096296,0.526881,2.259398,7
0.222222,0.419762,2.04457,7
1.307407,0.388096,2.670771,7
1.422221,0.513395,2.242649,7
1.096297,0.446214,2.515826,7
1.420746,0.56339,2.192935,7
0.928958,0.344267,2.001681,7
0.385186,0.366581,2.420823,7
1.274074,0.352132,2.593107,7
0.744444,0.401347,2.382684,7
1.218519,0.215788,-1.755483,7
0.077778,0.405556,2.128646,7
3.529631,0.426012,2.358696,7
0.45542,0.349112,2.604013,7
1.128748,0.416762,2.389747,7
1.485185,0.446012,2.317212,7
1.00554,0.371914,2.255333,7
3.707406,0.443375,2.298255,7
1.069787,0.349656,2.099557,7
2.42963,0.386456,2.362146,7
0.433332,0.314897,2.271693,7
0.477778,0.357668,2.458471,7
1.244444,0.365297,2.437339,7
3.974076,0.43082,2.471197,7
0.196296,0.424422,2.791674,7
0.781736,0.422491,2.126516,7
0.455421,0.347032,2.557389,7
0.879815,0.524328,1.940832,7
2.237724,0.494595,2.0861,7
2.195113,0.480149,1.987902,7
2.385186,0.309022,1.917421,7
0.685185,0.416705,2.306884,7
1.668887,0.329382,2.141811,7
0.074074,0.603704,1.991157,7
1.466667,0.333856,2.239034,7
0.720082,0.463329,1.941465,7
0.507407,0.409835,2.417702,7
1.540803,0.345755,2.38935,7
0.349603,0.445418,1.83885,7
0.507408,0.35037,2.545329,7
2.429628,0.396909,2.483291,7
1.069787,0.330665,1.910945,7
1.763834,0.429398,2.112617,7
1.128749,0.50946,2.277351,7
0.62361,0.335127,2.769038,7
1.007406,0.381867,2.395018,7
0.691215,0.322069,2.628208,7
6.829628,0.292729,2.7898,7
0.918519,0.543201,1.982987,7
3.722221,0.400872,2.361827,7
