@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Rawred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
80,203,10,-10.222222,7
117,246,12,-3.333333,7
103,216,10.888889,-2.666667,7
210,232,6.555555,-4.777778,7
252,194,15,-9.666667,7
206,233,21.88889,-5.111111,7
158,151,15.222222,-2,7
152,199,15.222222,-7.555555,7
39,246,12.555555,-6.777778,7
233,184,9.777778,-5.888889,7
135,211,14.444445,-4.888889,7
158,186,9.333334,-3.888889,7
32,240,9.777778,-8.444445,7
200,245,11.888889,-3.333333,7
250,172,12.333333,-3.222222,7
108,212,6,-3.777778,7
120,227,9.444445,-4.888889,7
93,236,9.555555,-5.222222,7
62,224,13.222222,-9.555555,7
220,220,5.666666,-3.333333,7
47,215,14.444445,-4.555555,7
216,169,12.777778,-2.777778,7
10,196,14.111111,-11.666667,7
202,208,15.555555,-4.777778,7
230,180,9.666667,-2.222222,7
231,198,12.444445,-4.777778,7
217,208,12.666667,-4.888889,7
237,191,5.333334,-5.666666,7
207,215,18.11111,-3.444444,7
196,182,16.88889,-5.333334,7
176,233,10.333334,-12.444445,7
103,226,10.222222,-4.777778,7
118,167,12.888889,-2.444444,7
2,198,9.666667,-4.888889,7
52,185,14.888889,-3.111111,7
163,210,9.333334,-8.888889,7
207,217,5,-6.222222,7
208,240,10.888889,-3.444444,7
234,164,11.666667,4,7
112,201,16.666668,-2.888889,7
157,221,10.222222,-12,7
130,189,9.444445,-5.666666,7
60,181,17.11111,-5.222222,7
196,241,5.888889,-3.777778,7
114,242,19.222221,-4.888889,7
164,178,20.222221,-8.111111,7
158,219,11.444445,-4,7
197,156,13.444445,-4.111111,7
114,238,11.111111,-8.888889,7
27,248,14.777778,-7.222222,7
170,185,8.111112,-2.888889,7
148,169,15.111111,-2.777778,7
8,199,13.333333,-9.666667,7
172,218,11.888889,-3.444444,7
93,236,9.555555,-5.222222,7
159,180,18.11111,-9.444445,7
8,199,13.333333,-9.666667,7
71,180,18.333334,-2.666667,7
26,211,13.777778,-5.111111,7
192,239,12.222222,-1.777778,7
170,226,10.111111,-11.666667,7
48,173,16.444445,-8.333333,7
52,170,20.11111,-0.333333,7
81,229,7.444445,-0.777778,7
76,249,12.222222,-0.777778,7
230,162,13.777778,-4.333334,7
211,206,13.555555,-4.555555,7
131,208,12.777778,-3.555556,7
236,240,19.555555,-8.111111,7
228,182,14.555555,-12,7
99,160,21.11111,4.888889,7
152,247,21.11111,9.555555,7
103,195,6.333334,-4.888889,7
222,189,14.555555,-9.555555,7
102,203,7.444445,-10,7
145,248,23.222221,-5.333334,7
86,194,13.222222,-0.333333,7
180,224,11.666667,-5.555555,7
212,160,17.777779,0.555556,7
25,199,13.111111,1.111111,7
103,216,5.111111,-6.222222,7
251,215,9.222222,-2.555556,7
115,182,15.444445,-10.777778,7
97,176,19,-7.222222,7
146,201,8.666667,-11,7
34,169,10.666667,-9.111111,7
197,236,13.111111,1.777778,7
72,222,11.666667,-5.555555,7
217,245,7.444445,-7.888889,7
163,177,21.222221,-9.222222,7
225,222,10.777778,-1,7
154,249,14.666667,-7,7
111,246,21.11111,-10.333333,7
8,226,14,-6.666666,7
140,161,12.444445,-4.222222,7
34,164,9.222222,-3,7
19,184,12.333333,-9.666667,7
231,233,8.888889,-2.111111,7
212,235,21.11111,-5.666666,7
63,220,6.555555,-5.222222,7
56,243,5.111111,-4.777778,7
116,238,7.444445,-8.555555,7
75,240,17,-9.777778,7
9,236,9.444445,-4.888889,7
17,229,11.222222,-7.777778,7
140,181,15.444445,-2.555556,7
225,244,10.333334,-8.777778,7
94,215,14.333333,-8.555555,7
188,186,15.333333,-0.888889,7
166,222,8.666667,-11.444445,7
238,211,16.11111,-3.888889,7
44,162,19.555555,-1.222222,7
68,172,24.555555,0,7
76,198,12.111111,-8.333333,7
124,183,14.222222,-3.222222,7
209,249,7.555555,-7.222222,7
191,165,12,-0.555556,7
212,239,7.666666,-2.111111,7
47,209,9.555555,-7.222222,7
72,235,12,-0.222222,7
153,204,15.333333,-7.555555,7
29,195,14.444445,-8.111111,7
86,187,11.666667,-10.222222,7
233,211,12.444445,-0.666667,7
49,148,12,2.777778,7
57,177,15.777778,-3.444444,7
21,216,13.111111,-7.666666,7
90,237,17.555555,-7.666666,7
44,157,19.222221,-0.222222,7
243,166,11.222222,-3.777778,7
156,181,9,-5.666666,7
71,180,18.333334,-2.666667,7
30,251,21.444445,-8.666667,7
242,164,15.111111,-3.111111,7
142,208,15.444445,-11,7
207,172,16.444445,-8,7
146,238,15,-3.666667,7
44,233,12.555555,-9.444445,7
197,229,14.111111,0.444444,7
132,223,13.222222,-9.222222,7
238,162,15.777778,-5,7
169,199,11.111111,0.111111,7
234,161,15.111111,-6.111111,7
60,181,17.11111,-5.222222,7
205,204,14.333333,-5.666666,7
9,180,17.444445,-1.666667,7
244,211,10.777778,-2.222222,7
116,211,11.111111,-4.222222,7
88,211,8.888889,-9.444445,7
4,248,15.555555,-8.666667,7
245,249,10.777778,1.777778,7
44,187,13.222222,-7.333334,7
100,155,20,-8,7
34,196,12.444445,-1.777778,7
63,220,6.555555,-5.222222,7
184,197,8.888889,-7.222222,7
4,208,12.111111,-7.666666,7
214,236,12.888889,-5.777778,7
72,191,12.111111,-0.888889,7
242,183,12.666667,-8.777778,7
204,156,17.333334,5.222222,7
182,197,10.444445,-0.222222,7
222,194,16.555555,-6.888889,7
173,219,4.111111,-3.777778,7
214,246,14.222222,-6.222222,7
114,181,15.888889,-3.444444,7
186,218,10.666667,-3.111111,7
75,226,15.333333,-11.111111,7
6,174,15.111111,-3.888889,7
42,244,9.555555,-3.444444,7
157,184,15.222222,-3.666667,7
224,242,8.666667,-2.888889,7
158,195,9.444445,-9.444445,7
204,156,17.333334,5.222222,7
179,150,13.444445,3.222222,7
200,250,6.555555,-5.666666,7
96,236,10.777778,-4.555555,7
117,224,15.444445,-7.444445,7
36,243,9.888889,-3.666667,7
233,211,12.444445,-0.666667,7
145,152,19.666668,2.222222,7
23,237,4.222222,-3.888889,7
212,234,6,-8.666667,7
226,233,8.333334,-2.111111,7
233,184,9.777778,-5.888889,7
93,231,8.777778,-3.555556,7
63,158,16.444445,0.111111,7
215,190,16,-8.333333,7
200,215,17.11111,-1.444444,7
160,168,20.88889,-6.333334,7
29,195,14.444445,-8.111111,7
152,220,11.555555,-4.555555,7
46,235,7.555555,-4.666666,7
63,179,9.777778,-7.111111,7
116,245,11.111111,-3.333333,7
10,223,13.777778,-6.444445,7
103,174,20.666668,-9.888889,7
85,223,12.666667,-9.555555,7
245,176,15.111111,-4.444445,7
16,246,9.555555,2.111111,7
128,196,15.666667,-3.222222,7
57,229,12,-3.222222,7
131,214,5,-6.111111,7
115,183,14.555555,-2.555556,7
232,175,12.444445,-5.444445,7
174,178,17,-4.333334,7
101,197,17.444445,-7.444445,7
107,210,11.222222,-2.666667,7
37,167,11.666667,8.111111,7
89,221,10.666667,-4.888889,7
200,165,12.888889,-2.666667,7
223,185,11.555555,-9.555555,7
97,186,13.888889,-11.444445,7
221,201,14.666667,-4.444445,7
200,215,17.11111,-1.444444,7
45,185,14.666667,-4.666666,7
38,241,10.888889,-1,7
115,156,17.222223,5.222222,7
126,237,4.222222,-4.666666,7
232,175,12.444445,-5.444445,7
131,234,4,-3.888889,7
11,163,17.444445,-9.444445,7
160,210,13.777778,-4.444445,7
91,247,9.555555,-0.555556,7
73,164,21.777779,-12.111111,7
234,177,12.555555,-2.444444,7
80,184,13.555555,-1.555556,7
51,237,11.111111,-3.444444,7
23,219,10.888889,-4.111111,7
136,216,11.444445,-5.555555,7
159,210,9.444445,-2.888889,7
115,202,11.666667,-3.444444,7
222,244,9.666667,-1.777778,7
252,181,13.555555,-7.222222,7
71,187,14.666667,-7.333334,7
235,249,19.777779,-4.888889,7
209,249,8,-3,7
48,192,8.666667,-7.555555,7
223,185,11.555555,-9.555555,7
151,187,9.333334,-5.888889,7
129,176,19.444445,-8.888889,7
163,166,12.333333,-1.888889,7
163,166,12.333333,-1.888889,7
