@relation abalone

@attribute Length numeric
@attribute Whole_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.625,1.136,11
0.65,1.4045,11
0.595,1.06,11
0.6,1.04,11
0.625,1.15,11
0.65,1.274,11
0.51,0.61,11
0.7,1.666,11
0.56,0.797,11
0.5,0.5945,11
0.7,1.684,11
0.47,0.567,11
0.63,1.3165,11
0.6,1.1145,11
0.73,1.7375,11
0.66,1.218,11
0.58,0.887,11
0.6,0.869,11
0.6,1.0475,11
0.355,0.2455,11
0.5,0.651,11
0.67,1.669,11
0.635,1.2075,11
0.555,0.6975,11
0.58,0.94,11
0.33,0.171,11
0.47,0.466,11
0.78,2.657,11
0.445,0.485,11
0.485,0.731,11
0.67,1.39,11
0.635,1.3765,11
0.65,1.227,11
0.695,1.7635,11
0.49,0.5415,11
0.58,0.907,11
0.66,1.4385,11
0.445,0.347,11
0.52,0.6915,11
0.55,0.785,11
0.685,1.7725,11
0.53,0.5915,11
0.64,1.4585,11
0.415,0.3005,11
0.68,1.2345,11
0.685,1.638,11
0.57,0.832,11
0.68,1.494,11
0.58,1.1015,11
0.49,0.529,11
0.615,1.2865,11
0.615,1.0735,11
0.63,1.272,11
0.605,0.9515,11
0.735,1.747,11
0.63,1.235,11
0.635,1.292,11
0.495,0.6625,11
0.535,0.764,11
0.57,1.185,11
0.525,0.8295,11
0.725,1.737,11
0.635,1.081,11
0.575,1.013,11
0.53,0.612,11
0.475,0.452,11
0.585,0.997,11
0.505,0.616,11
0.6,1.059,11
0.585,1.053,11
0.615,1.242,11
0.62,1.066,11
0.7,1.7365,11
0.625,1.2075,11
0.635,1.3405,11
0.62,1.3725,11
0.56,1.0285,11
0.705,1.4575,11
0.6,1.089,11
0.43,0.3865,11
0.67,1.278,11
0.645,1.461,11
0.445,0.4075,11
0.63,1.217,11
0.72,1.914,11
0.63,1.229,11
0.565,0.8735,11
0.585,0.955,11
0.71,1.601,11
0.71,1.614,11
0.67,1.619,11
0.52,0.5775,11
0.565,0.887,11
0.465,0.5205,11
0.625,1.7015,11
0.685,1.56,11
0.59,1.008,11
0.7,1.858,11
0.58,0.9865,11
0.37,0.233,11
0.63,1.4255,11
0.545,0.978,11
0.31,0.12,11
0.49,0.5425,11
0.625,1.217,11
0.61,0.8725,11
0.555,0.788,11
0.62,1.2555,11
0.73,2.069,11
0.62,1.139,11
0.68,1.6115,11
0.6,1.29,11
0.43,0.3045,11
0.665,1.764,11
0.68,1.529,11
0.595,0.942,11
0.58,0.9525,11
0.545,0.802,11
0.5,0.62,11
0.42,0.4495,11
0.68,1.6075,11
0.6,1.13,11
0.555,0.875,11
0.57,0.96,11
0.635,1.251,11
0.655,1.527,11
0.59,0.9015,11
0.45,0.4435,11
0.64,1.5175,11
0.54,0.8155,11
0.67,1.1735,11
0.695,1.6645,11
0.65,1.488,11
0.52,0.77,11
0.655,1.2895,11
0.68,1.4775,11
0.655,1.2895,11
0.64,1.2265,11
0.675,1.312,11
0.61,1.1135,11
0.53,0.732,11
0.605,1.2315,11
0.6,1.014,11
0.65,1.6125,11
0.655,1.5585,11
0.635,1.172,11
0.62,1.3315,11
0.66,1.6465,11
0.625,1.3835,11
0.585,1.034,11
0.525,0.7305,11
0.655,1.492,11
0.625,1.1165,11
0.67,1.7405,11
0.38,0.2665,11
0.65,1.276,11
0.54,0.757,11
0.63,1.21,11
0.545,0.7745,11
0.665,1.3405,11
0.6,1.133,11
0.39,0.302,11
0.4,0.314,11
0.65,1.6785,11
0.68,1.473,11
0.63,1.199,11
0.75,1.893,11
0.67,1.4265,11
0.51,0.7005,11
0.64,1.1895,11
0.505,0.5915,12
0.55,0.816,12
0.69,1.492,12
0.535,0.6315,12
0.35,0.1775,12
0.63,1.09,12
0.485,0.4775,12
0.64,1.248,12
0.635,1.477,12
0.57,0.7405,12
0.75,2.2205,12
0.425,0.382,12
0.565,0.9765,12
0.525,0.8425,12
0.595,0.8915,12
0.55,0.785,12
0.65,1.446,12
0.72,1.6705,12
0.595,1.113,12
0.65,1.3745,12
0.52,0.6435,12
0.49,0.539,12
0.57,0.8615,12
0.62,1.221,12
0.62,1.615,12
0.38,0.281,12
0.645,1.4865,12
0.63,1.0115,12
0.66,1.1905,12
0.595,1.0605,12
0.475,0.4805,12
0.585,0.9915,12
0.58,1.0345,12
0.71,1.9805,12
0.645,1.151,12
0.47,0.547,12
0.68,1.741,12
0.61,1.244,12
0.74,2.381,12
0.56,0.9445,12
0.45,0.567,12
0.655,1.6225,12
0.62,1.186,12
0.57,0.865,12
0.645,1.5105,12
0.46,0.4935,12
0.67,1.4015,12
0.615,1.377,12
0.74,2.012,12
0.595,1.107,12
0.61,1.2405,12
0.525,0.6445,12
0.63,1.221,12
0.72,2.1055,12
0.67,1.37,12
0.52,0.807,12
0.565,1.0055,12
0.7,1.556,12
0.655,1.494,12
0.45,0.496,12
0.615,1.255,12
0.64,1.647,12
0.565,0.915,12
0.72,2.2385,12
0.485,0.581,12
0.66,1.3485,12
0.575,0.9215,12
0.565,0.795,12
0.515,0.631,12
0.73,1.8795,12
0.47,0.5565,12
0.565,0.9395,12
0.51,0.6185,12
0.575,0.925,12
0.385,0.2905,12
0.59,0.931,12
0.65,1.1445,12
0.555,0.755,12
0.705,1.7525,12
0.5,0.5965,12
0.7,1.4405,12
0.605,1.1735,12
0.55,0.7085,12
0.565,1.2765,12
0.68,1.623,12
0.625,1.3705,12
0.5,0.5835,12
0.575,0.9775,12
0.405,0.3575,12
0.68,1.6185,12
0.635,1.273,12
0.665,1.3725,12
0.47,0.433,12
0.5,0.6785,12
0.57,0.9535,12
0.625,1.411,12
0.65,1.6645,12
0.52,0.727,12
0.61,1.2715,12
0.585,0.6985,12
0.68,1.3435,12
0.72,2.173,12
0.395,0.266,12
0.525,0.658,12
0.53,0.772,12
0.515,0.686,12
0.5,0.63,12
0.575,0.8745,12
0.395,0.316,12
0.54,0.74,12
0.695,1.742,12
0.655,1.3485,12
0.575,0.9315,12
0.665,1.429,12
0.635,1.195,12
0.6,0.8875,12
0.62,1.274,12
0.705,1.5345,12
0.61,1.1085,12
0.595,1.026,12
0.415,0.38,12
0.72,2.1,12
0.675,1.8375,12
0.55,0.7895,12
0.415,0.388,12
0.57,1.295,12
0.63,1.0525,12
0.605,1.054,12
0.525,0.813,12
0.64,1.3905,12
0.645,1.539,12
0.505,0.692,12
0.595,0.991,12
0.645,1.5675,12
0.45,0.447,12
0.525,0.708,12
0.545,0.8565,12
0.64,1.12,12
0.505,0.568,12
0.645,1.6195,12
0.715,2.0045,12
0.435,0.406,12
0.77,2.5155,12
0.61,1.2445,12
0.51,0.6175,12
0.71,1.8745,12
0.5,0.6645,12
0.595,1.081,12
0.565,0.9285,12
0.52,0.8565,12
0.705,1.685,12
0.69,1.569,12
0.67,1.3905,12
0.585,0.8575,12
0.59,0.997,12
0.565,0.7145,12
0.56,0.8395,12
0.6,1.164,12
0.48,0.507,12
0.55,0.8095,12
0.51,0.6435,12
0.66,1.5175,12
0.56,0.8,12
0.62,1.0295,12
0.67,1.2585,12
0.46,0.415,12
0.66,1.3765,12
0.62,1.2555,12
0.58,0.854,12
0.495,0.709,12
0.645,1.371,12
0.735,2.1275,12
0.505,0.651,12
0.62,1.1305,12
0.67,1.527,12
0.65,1.155,12
0.68,1.607,12
0.48,0.6175,12
0.415,0.3285,12
0.75,2.2635,12
0.7,2.273,12
0.63,1.065,12
0.475,0.559,12
0.625,1.2035,12
0.48,0.6905,12
0.57,0.9715,12
0.675,1.5545,12
0.505,0.875,12
0.44,0.435,12
0.65,1.3165,12
0.735,2.333,12
0.505,0.6415,12
0.735,2.087,12
0.62,1.154,12
0.63,1.1355,12
0.585,1.133,12
0.645,1.3105,12
0.775,2.7795,12
0.45,0.45,12
0.47,0.4705,12
0.62,1.1505,12
0.535,0.6765,12
0.635,1.286,12
0.48,0.59,12
0.5,0.772,12
0.61,1.0225,12
0.395,0.3375,12
0.505,0.6185,12
0.675,1.8095,12
0.605,0.982,12
0.535,0.6995,12
0.585,0.998,12
0.69,1.2525,12
0.625,1.1955,12
0.495,0.6295,12
0.615,1.34,12
0.565,0.9885,12
0.61,1.017,12
0.48,0.525,12
0.725,1.978,12
0.665,1.2695,12
0.61,1.2735,12
0.525,0.702,12
0.63,1.093,12
0.69,1.7825,12
0.605,1.0835,12
0.505,0.8415,12
0.63,1.13,12
0.62,1.2215,12
0.49,0.59,12
0.765,2.398,12
0.455,0.44,12
0.5,0.6675,12
0.615,1.023,12
0.515,0.5555,12
0.44,0.4085,12
0.64,1.2765,12
0.54,0.7385,12
0.635,1.4345,12
0.61,1.234,12
0.48,0.6815,18
0.57,0.9555,18
0.425,0.3525,18
0.52,0.973,18
0.57,1.0295,18
0.61,1.0915,18
0.645,1.3065,18
0.635,1.156,18
0.66,1.6305,18
0.66,1.3665,18
0.635,1.312,18
0.565,0.9065,18
0.6,1.162,18
0.61,1.642,18
0.565,0.8205,18
0.615,1.36,18
0.745,1.966,18
0.485,0.673,18
0.64,1.4435,18
0.7,1.3185,18
0.525,0.874,18
0.565,0.957,18
0.65,1.626,18
0.655,1.4155,18
0.605,1.616,18
0.465,0.494,18
0.5,0.6735,18
0.58,0.8365,18
0.725,2.141,18
0.525,0.8665,18
0.64,1.571,18
0.655,1.428,18
0.495,0.4775,18
0.605,1.227,18
0.71,1.959,18
0.665,1.338,18
0.575,1.0475,18
0.645,1.489,18
0.6,1.129,13
0.625,1.352,13
0.51,0.745,13
0.51,0.5735,13
0.695,1.6365,13
0.635,1.489,13
0.415,0.3865,13
0.53,0.8155,13
0.525,0.792,13
0.695,1.5715,13
0.48,0.6275,13
0.705,1.7095,13
0.55,0.906,13
0.585,0.908,13
0.605,1.0915,13
0.45,0.56,13
0.555,0.868,13
0.645,1.449,13
0.64,1.151,13
0.685,1.343,13
0.435,0.384,13
0.555,0.836,13
0.605,1.222,13
0.625,1.234,13
0.53,0.717,13
0.495,0.515,13
0.475,0.501,13
0.515,0.769,13
0.65,1.4275,13
0.49,0.5785,13
0.49,0.707,13
0.425,0.425,13
0.43,0.444,13
0.675,1.551,13
0.55,0.9295,13
0.62,1.325,13
0.35,0.2145,13
0.675,1.2835,13
0.705,1.5395,13
0.71,1.724,13
0.57,1.116,13
0.545,0.8525,13
0.72,2.125,13
0.66,1.277,13
0.675,1.925,13
0.575,0.9315,13
0.48,0.514,13
0.61,1.097,13
0.595,1.285,13
0.67,1.707,13
0.605,1.2225,13
0.675,1.7375,13
0.445,0.437,13
0.54,0.8245,13
0.515,0.659,13
0.695,1.5515,13
0.655,1.402,13
0.59,1.1325,13
0.7,1.523,13
0.585,0.9845,13
0.68,1.7885,13
0.515,0.764,13
0.62,1.2105,13
0.55,0.8285,13
0.6,1.229,13
0.58,0.921,13
0.44,0.4895,13
0.545,0.879,13
0.625,1.195,13
0.56,0.8025,13
0.625,1.7855,13
0.485,0.5885,13
0.595,1.053,13
0.595,1.115,13
0.575,1.1415,13
0.63,1.4135,13
0.59,0.857,13
0.47,0.5795,13
0.655,1.472,13
0.62,1.166,13
0.65,1.3315,13
0.615,1.145,13
0.32,0.1585,13
0.545,0.9745,13
0.55,0.8465,13
0.505,0.656,13
0.615,1.066,13
0.405,0.3095,13
0.645,1.5415,13
0.49,0.6635,13
0.535,0.8045,13
0.57,1.008,13
0.54,0.892,13
0.645,1.2785,13
0.51,0.584,13
0.74,2.4925,13
0.565,0.9815,13
0.46,0.4935,13
0.575,0.967,13
0.575,1.124,13
0.625,0.8595,13
0.72,2.0885,13
0.605,1.056,13
0.7,1.6245,13
0.46,0.458,13
0.74,1.65,13
0.575,0.8525,13
0.5,0.6885,13
0.45,0.4995,13
0.66,1.326,13
0.44,0.366,13
0.655,1.388,13
0.535,0.8915,13
0.67,1.68,13
0.7,1.773,13
0.49,0.6385,13
0.7,1.74,13
0.495,0.7485,13
0.59,1.1015,13
0.56,0.93,13
0.5,0.768,13
0.5,0.8085,13
0.535,0.8075,13
0.55,0.9175,13
0.51,0.612,13
0.59,1.2315,13
0.665,1.522,13
0.725,2.21,13
0.49,0.683,13
0.615,0.9885,13
0.525,0.8005,13
0.52,0.66,13
0.53,0.739,13
0.63,1.259,13
0.5,0.825,13
0.605,1.122,13
0.515,0.711,13
0.62,1.146,13
0.43,0.3675,13
0.645,1.1845,13
0.555,1.0575,13
0.455,0.385,13
0.7,1.7975,13
0.39,0.265,13
0.59,1.1005,13
0.655,1.6445,13
0.615,1.1595,13
0.45,0.5425,13
0.505,0.77,13
0.65,1.189,13
0.525,0.7155,13
0.735,2.037,13
0.71,1.9045,13
0.475,0.592,13
0.555,0.9025,13
0.62,1.218,13
0.675,1.689,13
0.595,1.366,13
0.69,1.933,13
0.59,1.1235,13
0.455,0.4745,13
0.62,1.5275,13
0.76,2.173,13
0.575,1.156,13
0.58,1.0385,13
0.695,1.8185,13
0.58,1.1365,13
0.62,1.221,13
0.52,0.7,13
0.525,0.8325,13
0.575,0.9615,13
0.605,1.098,13
0.72,1.9335,13
0.64,1.273,13
0.58,0.9075,13
0.58,1.068,13
0.465,0.5255,13
0.56,0.8775,13
0.485,0.696,13
0.555,0.7665,13
0.62,1.0765,13
0.62,1.456,13
0.365,0.1985,5
0.285,0.109,5
0.285,0.096,5
0.28,0.1225,5
0.24,0.0705,5
0.29,0.1115,5
0.175,0.0315,5
0.3,0.1195,5
0.255,0.0865,5
0.36,0.1885,5
0.33,0.1405,5
0.24,0.0545,5
0.315,0.1145,5
0.19,0.0265,5
0.23,0.064,5
0.395,0.2855,5
0.215,0.059,5
0.275,0.2315,5
0.23,0.057,5
0.33,0.1595,5
0.25,0.0685,5
0.335,0.168,5
0.205,0.042,5
0.295,0.1625,5
0.315,0.1375,5
0.29,0.14,5
0.34,0.1785,5
0.3,0.1345,5
0.26,0.099,5
0.21,0.0475,5
0.325,0.166,5
0.18,0.033,5
0.375,0.3245,5
0.35,0.18,5
0.37,0.2405,5
0.385,0.228,5
0.305,0.141,5
0.36,0.1795,5
0.29,0.1045,5
0.41,0.2905,5
0.285,0.106,5
0.275,0.099,5
0.235,0.0645,5
0.375,0.196,5
0.275,0.094,5
0.23,0.0645,5
0.32,0.181,5
0.345,0.2005,5
0.305,0.1075,5
0.215,0.0525,5
0.37,0.2815,5
0.27,0.099,5
0.27,0.1,5
0.255,0.086,5
0.2,0.035,5
0.27,0.073,5
0.2,0.0345,5
0.175,0.0305,5
0.42,0.376,5
0.325,0.1495,5
0.34,0.2015,5
0.275,0.101,5
0.395,0.3025,5
0.395,0.2985,5
0.275,0.08,5
0.255,0.079,5
0.375,0.213,5
0.28,0.0905,5
0.25,0.0835,5
0.28,0.106,5
0.3,0.15,5
0.16,0.021,5
0.28,0.1315,5
0.385,0.247,5
0.275,0.092,5
0.235,0.1585,5
0.28,0.132,5
0.235,0.0705,5
0.22,0.0545,5
0.255,0.088,5
0.25,0.0685,5
0.31,0.1055,5
0.27,0.1065,5
0.28,0.0915,5
0.3,0.1235,5
0.24,0.07,5
0.25,0.071,5
0.29,0.0985,5
0.285,0.101,5
0.315,0.18,5
0.35,0.199,5
0.32,0.1385,5
0.3,0.121,5
0.235,0.048,5
0.275,0.1055,5
0.29,0.1115,5
0.175,0.0235,5
0.25,0.073,5
0.4,0.2675,5
0.255,0.0815,5
0.155,0.024,5
0.44,0.369,5
0.215,0.0385,5
0.37,0.198,5
0.255,0.083,4
0.275,0.0925,4
0.14,0.0145,4
0.155,0.0175,4
0.165,0.0245,4
0.225,0.0515,4
0.225,0.0565,4
0.185,0.032,4
0.175,0.024,4
0.325,0.147,4
0.25,0.0635,4
0.18,0.0265,4
0.28,0.117,4
0.19,0.038,4
0.28,0.1065,4
0.24,0.0655,4
0.2,0.036,4
0.16,0.018,4
0.23,0.0515,4
0.275,0.0875,4
0.195,0.0325,4
0.165,0.019,4
0.2,0.0435,4
0.17,0.034,4
0.21,0.04,4
0.21,0.042,4
0.225,0.059,4
0.245,0.086,4
0.245,0.0635,4
0.255,0.074,4
0.26,0.097,4
0.175,0.028,4
0.22,0.049,4
0.135,0.029,4
0.24,0.0555,4
0.3,0.131,4
0.36,0.196,4
0.16,0.0195,4
0.255,0.0725,4
0.245,0.0765,4
0.13,0.0105,4
0.165,0.0145,4
0.225,0.0465,4
0.2,0.037,4
0.185,0.029,4
0.21,0.0455,4
0.245,0.095,4
0.205,0.04,4
0.3,0.1185,4
0.2,0.046,4
0.235,0.0545,4
0.4,0.329,6
0.485,0.4725,6
0.38,0.2505,6
0.47,0.4965,6
0.375,0.2325,6
0.405,0.304,6
0.34,0.179,6
0.335,0.1695,6
0.365,0.2155,6
0.205,0.046,6
0.36,0.2225,6
0.275,0.1125,6
0.325,0.1585,6
0.31,0.2885,6
0.435,0.393,6
0.43,0.449,6
0.325,0.139,6
0.38,0.237,6
0.28,0.111,6
0.29,0.275,6
0.35,0.2265,6
0.375,0.2875,6
0.385,0.244,6
0.26,0.096,6
0.32,0.131,6
0.33,0.18,6
0.36,0.219,6
0.415,0.3625,6
0.31,0.146,6
0.32,0.1485,6
0.425,0.382,6
0.345,0.1995,6
0.495,0.6245,6
0.445,0.4355,6
0.255,0.083,6
0.37,0.2215,6
0.41,0.3335,6
0.455,0.497,6
0.375,0.219,6
0.37,0.217,6
0.305,0.1465,6
0.34,0.2015,6
0.38,0.277,6
0.495,0.8085,6
0.315,0.1485,6
0.375,0.2345,6
0.405,0.2645,6
0.5,0.6595,6
0.385,0.248,6
0.41,0.2625,6
0.595,1.1405,6
0.47,0.4315,6
0.405,0.269,6
0.395,0.253,6
0.285,0.0935,6
0.32,0.305,6
0.365,0.1875,6
0.37,0.214,6
0.315,0.134,6
0.235,0.0615,6
0.415,0.2805,6
0.42,0.355,6
0.215,0.0605,6
0.425,0.389,6
0.31,0.127,6
0.275,0.1105,6
0.415,0.3595,6
0.355,0.2275,6
0.465,0.482,6
0.44,0.4095,6
0.4,0.314,6
0.45,0.3685,6
0.425,0.377,6
0.29,0.097,6
0.275,0.106,6
0.53,0.681,6
0.33,0.1445,6
0.435,0.413,6
0.38,0.219,6
0.325,0.185,6
0.345,0.1945,6
0.375,0.215,6
0.55,0.804,6
0.475,0.4565,6
0.375,0.238,6
0.375,0.2235,6
0.295,0.121,6
0.4,0.2675,6
0.355,0.1775,6
0.4,0.2985,6
0.415,0.34,6
0.325,0.1525,6
0.365,0.197,6
0.41,0.3245,6
0.335,0.192,6
0.43,0.309,6
0.355,0.1905,6
0.355,0.2435,6
0.48,0.635,6
0.295,0.1365,6
0.36,0.1785,6
0.305,0.1455,6
0.33,0.1145,6
0.455,0.422,6
0.53,0.828,6
0.375,0.2545,6
0.41,0.394,6
0.435,0.3925,6
0.425,0.398,6
0.385,0.3435,6
0.47,0.4845,6
0.395,0.304,6
0.275,0.096,6
0.44,0.4995,6
0.38,0.2735,6
0.3,0.127,6
0.32,0.1415,6
0.585,0.874,6
0.415,0.2815,6
0.425,0.3265,6
0.31,0.1245,6
0.35,0.1735,6
0.425,0.365,6
0.265,0.092,6
0.255,0.0735,6
0.315,0.151,6
0.375,0.2075,6
0.515,0.6065,6
0.42,0.309,6
0.37,0.249,6
0.345,0.183,6
0.375,0.218,6
0.43,0.366,6
0.33,0.172,6
0.48,0.6765,6
0.37,0.2325,6
0.34,0.18,6
0.33,0.1695,6
0.38,0.2425,6
0.335,0.1665,6
0.235,0.058,6
0.35,0.2055,6
0.235,0.0625,6
0.31,0.155,6
0.285,0.1075,6
0.34,0.179,6
0.325,0.161,6
0.335,0.183,6
0.255,0.075,6
0.45,0.411,6
0.39,0.3085,6
0.37,0.232,6
0.28,0.1195,6
0.335,0.17,6
0.295,0.1295,6
0.375,0.226,6
0.44,0.545,6
0.295,0.126,6
0.275,0.1365,6
0.4,0.318,6
0.255,0.0925,6
0.26,0.092,6
0.465,0.4015,6
0.31,0.1445,6
0.485,0.526,6
0.37,0.2565,6
0.45,0.4475,6
0.4,0.3225,6
0.43,0.4405,6
0.28,0.124,6
0.26,0.0945,6
0.46,0.4215,6
0.47,0.3685,6
0.27,0.1,6
0.17,0.0235,6
0.35,0.1605,6
0.35,0.18,6
0.345,0.203,6
0.435,0.342,6
0.4,0.348,6
0.45,0.4775,6
0.33,0.196,6
0.275,0.096,6
0.46,0.5335,6
0.3,0.161,6
0.325,0.187,6
0.36,0.1755,6
0.48,0.64,6
0.3,0.1385,6
0.405,0.3205,6
0.35,0.215,6
0.38,0.256,6
0.44,0.3805,6
0.315,0.164,6
0.24,0.0715,6
0.37,0.221,6
0.4,0.252,6
0.44,0.4165,6
0.365,0.2155,6
0.5,0.5215,6
0.66,1.3695,6
0.4,0.33,6
0.34,0.1885,6
0.3,0.1255,6
0.385,0.2725,6
0.36,0.1895,6
0.35,0.192,6
0.435,0.367,6
0.42,0.279,6
0.3,0.117,6
0.32,0.133,6
0.35,0.1695,6
0.34,0.2,6
0.325,0.152,6
0.375,0.394,6
0.365,0.2215,6
0.4,0.306,6
0.44,0.4495,6
0.385,0.2575,6
0.385,0.312,6
0.375,0.2465,6
0.335,0.22,6
0.51,0.545,6
0.335,0.167,6
0.42,0.3435,6
0.27,0.081,6
0.335,0.1545,6
0.33,0.163,6
0.415,0.325,6
0.36,0.2075,6
0.32,0.18,6
0.43,0.378,6
0.185,0.4645,6
0.64,1.368,21
0.67,1.247,21
0.665,1.742,21
0.625,1.0595,21
0.67,1.597,21
0.595,1.3175,21
0.735,1.756,21
0.68,1.596,21
0.63,1.2435,21
0.53,0.944,21
0.49,0.573,21
0.49,0.6835,21
0.56,0.943,21
0.625,1.369,17
0.52,0.8175,17
0.665,1.4385,17
0.62,1.806,17
0.645,1.229,17
0.575,0.805,17
0.69,1.719,17
0.72,1.7265,17
0.53,1.001,17
0.53,0.775,17
0.64,1.407,17
0.505,0.6345,17
0.53,0.949,17
0.55,0.8605,17
0.515,0.8505,17
0.66,1.676,17
0.65,1.1625,17
0.595,1.0965,17
0.495,0.6445,17
0.58,0.9215,17
0.625,1.1745,17
0.54,0.959,17
0.68,1.7445,17
0.635,1.3315,17
0.615,1.1765,17
0.555,0.97,17
0.59,1.0885,17
0.565,0.9085,17
0.73,2.8255,17
0.53,0.7395,17
0.58,1.035,17
0.585,1.171,17
0.54,0.996,17
0.52,0.7735,17
0.655,2.0805,17
0.715,2.1995,17
0.655,1.62,17
0.535,0.926,17
0.5,0.498,17
0.575,0.9325,17
0.595,1.262,17
0.775,2.032,17
0.565,1.142,17
0.71,1.7265,17
0.61,1.278,17
0.665,1.347,17
0.63,1.539,17
0.665,1.496,17
0.63,1.3675,17
0.5,0.655,17
0.565,0.9425,17
0.49,0.5005,17
0.545,0.7505,22
0.52,0.64,22
0.64,1.779,22
0.655,1.844,22
0.625,1.4455,22
0.075,0.002,1
0.165,0.0215,3
0.18,0.0275,3
0.205,0.0495,3
0.16,0.018,3
0.11,0.008,3
0.13,0.013,3
0.155,0.0155,3
0.24,0.0665,3
0.14,0.014,3
0.19,0.0315,3
0.215,0.041,3
0.21,0.0385,3
0.18,0.023,3
0.165,0.021,3
0.6,1.0575,26
0.55,0.775,23
0.8,2.526,23
0.45,0.8165,23
0.515,0.8175,23
0.61,1.103,23
0.62,1.2255,23
0.49,0.7865,23
0.63,1.3,23
0.7,1.8075,29
0.15,0.015,2
0.55,1.2125,27
0.645,1.406,25
0.7,1.978,24
0.69,1.6195,24
