@relation abalone

@attribute Sex {M,F,I}
@attribute Height numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
I,0.13,6
I,0.07,6
F,0.11,6
I,0.085,6
I,0.065,6
I,0.075,6
I,0.11,6
M,0.085,6
I,0.1,6
I,0.07,6
M,0.075,6
I,0.12,6
I,0.12,6
I,0.05,6
I,0.105,6
I,0.105,6
I,0.09,6
F,0.09,6
I,0.15,6
I,0.09,6
I,0.12,6
I,0.11,6
I,0.095,6
I,0.08,6
I,0.09,6
M,0.075,6
I,0.11,6
I,0.07,6
I,0.09,6
I,0.1,6
I,0.13,6
I,0.095,6
I,0.1,6
F,0.16,6
I,0.095,6
I,0.09,6
I,0.09,6
I,0.09,6
I,0.08,6
I,0.075,6
I,0.05,6
I,0.07,6
I,0.08,6
I,0.085,6
I,0.105,6
I,0.12,6
I,0.1,6
F,0.07,6
I,0.1,6
I,0.06,6
I,0.06,6
I,0.115,6
I,0.07,6
I,0.105,6
I,0.065,6
F,0.125,6
I,0.075,6
F,0.1,6
I,0.11,6
I,0.115,6
I,0.075,6
I,0.065,6
I,0.09,6
I,0.085,6
I,0.095,6
I,0.075,6
I,0.095,6
I,0.07,6
I,0.085,6
I,0.055,6
I,0.105,6
I,0.095,6
I,0.1,6
I,0.125,6
I,0.08,6
M,0.065,6
I,0.08,6
M,0.09,6
I,0.095,6
I,0.085,6
I,0.095,6
I,0.07,6
I,0.095,6
I,0.09,6
I,0.085,6
I,0.085,6
M,0.09,6
I,0.095,6
I,0.1,6
I,0.125,6
I,0.085,6
I,0.06,6
I,0.095,6
I,0.1,6
I,0.09,6
I,0.095,6
I,0.11,6
I,0.075,6
M,0.14,6
M,0.115,6
I,0.075,6
I,0.07,6
I,0.1,6
I,0.09,6
I,0.095,6
I,0.105,6
I,0.11,6
I,0.065,6
M,0.155,6
I,0.095,6
M,0.125,6
I,0.1,6
I,0.085,6
I,0.05,6
I,0.14,6
I,0.03,6
I,0.09,6
I,0.105,6
I,0.065,6
I,0.08,6
I,0.085,6
I,0.1,6
I,0.075,6
I,0.1,6
I,0.09,6
I,0.085,6
I,0.135,6
F,0.125,6
I,0.085,6
I,0.115,6
I,0.09,6
I,0,6
I,0.125,6
M,0.095,6
F,0.115,6
F,0.075,6
I,0.08,6
M,0.1,6
I,0.105,6
I,0.07,6
I,0.12,6
I,0.09,6
I,0.115,6
I,0.125,6
M,0.115,6
I,0.09,6
I,0.1,6
I,0.085,6
M,0.135,6
I,0.095,6
I,0.08,6
I,0.085,6
I,0.11,6
I,0.09,6
I,0.09,6
I,0.06,6
I,0.05,6
I,0.08,6
I,0.095,6
I,0.115,6
I,0.055,6
I,0.075,6
M,0.125,6
I,0.09,6
I,0.105,6
I,0.06,6
F,0.11,6
I,0.105,6
I,0.085,6
I,0.095,6
I,0.095,6
I,0.1,6
F,0.085,6
I,0.075,6
I,0.08,6
I,0.085,6
I,0.09,6
I,0.07,6
I,0.08,6
I,0.08,6
I,0.075,6
I,0.075,6
I,0.11,6
I,0.09,6
F,0.18,6
I,0.09,6
M,0.145,6
M,0.085,6
I,0.085,6
I,0.115,6
F,0.125,6
M,0.08,6
I,0.095,6
M,0.13,6
M,0.08,6
I,0.145,21
M,0.225,21
F,0.2,21
M,0.16,21
M,0.17,21
F,0.165,21
M,0.15,21
F,0.175,21
F,0.185,21
F,0.19,21
F,0.125,21
M,0.175,21
M,0.2,21
F,0.195,17
F,0.155,17
M,0.125,17
M,0.175,17
F,0.175,17
M,0.195,17
F,0.22,17
M,0.195,17
M,0.19,17
M,0.16,17
F,0.11,17
M,0.205,17
M,0.115,17
I,0.16,17
I,0.165,17
F,0.135,17
M,0.14,17
M,0.23,17
M,0.22,17
M,0.215,17
I,0.195,17
F,0.195,17
F,0.2,17
M,0.2,17
M,0.17,17
I,0.17,17
M,0.175,17
F,0.185,17
F,0.17,17
M,0.23,17
M,0.195,17
F,0.19,17
M,0.175,17
M,0.155,17
I,0.145,17
M,0.18,17
I,0.145,17
F,0.14,17
M,0.19,17
F,0.215,17
F,0.13,17
F,0.15,17
F,0.17,17
F,0.155,17
F,0.14,17
M,0.155,17
F,0.105,17
M,0.165,17
I,0.19,17
F,0.165,17
F,0.165,17
F,0.19,17
F,0.215,22
M,0.14,22
M,0.215,22
F,0.17,22
F,0.18,22
I,0.01,1
I,0.045,3
I,0.035,3
I,0.03,3
I,0.025,3
M,0.05,3
I,0.055,3
I,0.03,3
M,0.04,3
I,0.045,3
I,0.03,3
M,0.05,3
I,0.05,3
I,0.03,3
I,0.065,3
M,0.175,23
F,0.2,23
F,0.15,23
F,0.165,23
F,0.225,23
F,0.195,23
M,0.15,23
F,0.135,23
M,0.16,23
I,0.025,2
M,0.225,27
F,0.18,27
F,0.215,25
F,0.215,24
M,0.185,24
