@relation abalone

@attribute Length numeric
@attribute Whole_weight numeric
@attribute Shucked_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.41,0.4405,0.19,8
0.49,0.538,0.271,8
0.555,0.838,0.4155,8
0.455,0.533,0.233,8
0.46,0.471,0.252,8
0.505,0.6015,0.3015,8
0.565,0.99,0.5795,8
0.485,0.5065,0.2425,8
0.425,0.371,0.15,8
0.62,0.858,0.4285,8
0.43,0.382,0.154,8
0.6,1.332,0.6235,8
0.52,0.622,0.278,8
0.405,0.91,0.416,8
0.6,1.1915,0.696,8
0.355,0.22,0.092,8
0.46,0.415,0.187,8
0.595,0.8335,0.377,8
0.575,0.8765,0.455,8
0.595,1.2095,0.5225,8
0.535,0.78,0.3165,8
0.51,0.796,0.3865,8
0.535,0.7165,0.2855,8
0.46,0.547,0.2165,8
0.59,1.206,0.479,8
0.48,0.5135,0.243,8
0.55,0.985,0.4645,8
0.455,0.4055,0.175,8
0.6,1.1025,0.5455,8
0.475,0.4545,0.171,8
0.58,1.0515,0.4095,8
0.43,0.384,0.1885,8
0.55,0.9155,0.3645,8
0.635,1.29,0.593,8
0.44,0.3975,0.1505,8
0.51,0.625,0.3095,8
0.425,0.406,0.1635,8
0.485,0.5155,0.2465,8
0.455,0.4005,0.164,8
0.535,0.8725,0.417,8
0.475,0.452,0.191,8
0.57,0.7805,0.3345,8
0.485,0.5205,0.195,8
0.63,1.027,0.537,8
0.595,1.0835,0.5305,8
0.56,0.728,0.3355,8
0.475,0.6325,0.2825,8
0.53,0.7585,0.325,8
0.55,0.8435,0.434,8
0.48,0.5305,0.2405,8
0.295,0.1,0.038,8
0.27,0.102,0.045,8
0.47,0.5225,0.2265,8
0.525,0.7905,0.4065,8
0.535,1.0835,0.4955,8
0.46,0.436,0.1975,8
0.48,0.461,0.2205,8
0.455,0.4305,0.184,8
0.44,0.456,0.21,8
0.56,0.852,0.43,8
0.48,0.439,0.194,8
0.445,0.4425,0.192,8
0.555,0.599,0.2345,8
0.45,0.4585,0.194,8
0.47,0.499,0.21,8
0.5,0.439,0.1875,8
0.6,0.939,0.4475,8
0.39,0.259,0.0955,8
0.42,0.409,0.2055,8
0.375,0.239,0.105,8
0.515,1.007,0.472,8
0.565,0.8495,0.4215,8
0.575,0.867,0.3765,8
0.495,0.4715,0.2075,8
0.57,0.755,0.3425,8
0.605,0.884,0.3835,8
0.43,0.406,0.166,8
0.455,0.594,0.332,8
0.375,0.2715,0.092,8
0.425,0.262,0.1235,8
0.555,0.9205,0.404,8
0.515,0.6635,0.32,8
0.495,0.5095,0.2065,8
0.535,0.6835,0.3125,8
0.385,0.2685,0.0975,8
0.4,0.3185,0.134,8
0.44,0.344,0.123,8
0.465,0.4975,0.2375,8
0.515,0.5785,0.253,8
0.41,0.3,0.124,8
0.51,0.599,0.3065,8
0.45,0.4385,0.21,8
0.44,0.4565,0.2435,8
0.475,0.5035,0.2535,8
0.545,0.658,0.327,8
0.515,0.9365,0.497,8
0.42,0.2805,0.1125,8
0.425,0.405,0.1695,8
0.63,1.072,0.433,8
0.495,0.6335,0.3035,8
0.475,0.468,0.201,8
0.505,0.7045,0.334,8
0.625,1.2065,0.587,8
0.585,0.8915,0.3975,8
0.39,0.2745,0.135,8
0.385,0.308,0.1525,8
0.48,0.4495,0.201,8
0.63,1.1785,0.5185,8
0.33,0.1655,0.063,8
0.525,0.567,0.2875,8
0.39,0.215,0.0845,8
0.52,0.5375,0.221,8
0.58,1.2495,0.4945,8
0.505,0.685,0.362,8
0.455,0.82,0.4005,8
0.435,0.4155,0.17,8
0.505,0.551,0.248,8
0.46,0.4935,0.2435,8
0.47,0.5555,0.25,8
0.64,1.486,0.7595,8
0.48,0.6395,0.2945,8
0.475,0.48,0.234,8
0.485,0.4475,0.1895,8
0.435,0.396,0.1775,8
0.52,0.5345,0.2375,8
0.525,0.5655,0.2435,8
0.61,1.2435,0.5575,8
0.525,0.845,0.3525,8
0.52,0.5395,0.2295,8
0.47,0.393,0.167,8
0.6,1.193,0.5145,8
0.455,0.458,0.2,8
0.505,0.601,0.25,8
0.295,0.116,0.037,8
0.54,0.7025,0.31,8
0.395,0.2725,0.115,8
0.56,0.8755,0.44,8
0.465,0.393,0.1825,8
0.505,0.8275,0.3415,8
0.425,0.3505,0.1645,8
0.64,1.0725,0.4895,8
0.485,0.5705,0.25,8
0.575,0.87,0.3945,8
0.495,0.5,0.205,8
0.555,0.8815,0.43,8
0.415,0.3245,0.1305,8
0.56,0.7615,0.3695,8
0.3,0.1275,0.0435,8
0.525,0.812,0.4035,8
0.38,0.2815,0.1255,8
0.565,0.9795,0.444,8
0.51,0.5935,0.239,8
0.585,0.8755,0.411,8
0.42,0.34,0.1745,8
0.435,0.335,0.136,8
0.59,0.8725,0.387,8
0.515,0.615,0.2865,8
0.35,0.221,0.0985,8
0.42,0.4215,0.175,8
0.42,0.369,0.171,8
0.36,0.2065,0.078,8
0.585,0.7995,0.336,8
0.435,0.335,0.156,8
0.6,0.928,0.4225,8
0.525,0.7635,0.3375,8
0.36,0.2255,0.0885,8
0.41,0.304,0.129,8
0.52,0.6385,0.2945,8
0.45,0.4445,0.197,8
0.415,0.3645,0.1765,8
0.48,0.643,0.349,8
0.46,0.4785,0.206,8
0.56,0.6405,0.336,8
0.55,0.84,0.395,8
0.61,0.909,0.438,8
0.585,0.906,0.4095,8
0.455,0.434,0.207,8
0.58,0.9065,0.371,8
0.55,0.753,0.3445,8
0.56,0.8745,0.453,8
0.395,0.3075,0.149,8
0.5,0.519,0.2485,8
0.415,0.32,0.1305,8
0.605,0.991,0.4735,8
0.32,0.1745,0.072,8
0.405,0.312,0.138,8
0.395,0.2995,0.1265,8
0.485,0.6435,0.2945,8
0.45,0.3245,0.1385,8
0.5,0.5955,0.2455,8
0.44,0.4965,0.258,8
0.5,0.583,0.294,8
0.505,1.1155,0.509,8
0.47,0.3685,0.1525,8
0.465,0.5,0.21,8
0.43,0.445,0.165,8
0.515,0.531,0.2415,8
0.525,0.6445,0.345,8
0.475,0.4355,0.196,8
0.555,0.648,0.2835,8
0.57,0.827,0.3395,8
0.465,0.6265,0.259,8
0.48,0.6245,0.3395,8
0.495,0.494,0.181,8
0.645,1.561,0.709,8
0.495,0.614,0.2855,8
0.51,0.751,0.3295,8
0.65,1.175,0.475,8
0.455,0.4265,0.195,8
0.515,0.556,0.2695,8
0.47,0.523,0.214,8
0.66,1.2275,0.61,8
0.57,0.8745,0.416,8
0.655,1.275,0.583,8
0.52,0.776,0.32,8
0.47,0.487,0.196,8
0.44,0.413,0.144,8
0.495,0.585,0.2755,8
0.47,0.411,0.175,8
0.36,0.2,0.073,8
0.465,0.4085,0.165,8
0.385,0.2505,0.112,8
0.55,0.636,0.294,8
0.53,0.658,0.296,8
0.51,0.6795,0.3465,8
0.51,0.632,0.282,8
0.445,0.411,0.1985,8
0.43,0.428,0.2065,8
0.55,0.923,0.4035,8
0.53,0.7575,0.398,8
0.45,0.4655,0.2075,8
0.355,0.201,0.069,8
0.525,0.615,0.261,8
0.515,0.6125,0.302,8
0.51,0.5525,0.234,8
0.37,0.226,0.1135,8
0.35,0.196,0.082,8
0.535,0.738,0.355,8
0.48,0.464,0.221,8
0.445,0.378,0.152,8
0.445,0.3615,0.1565,8
0.515,0.7165,0.3495,8
0.69,1.71,0.7725,8
0.475,0.5135,0.241,8
0.545,0.772,0.289,8
0.56,0.8675,0.4,8
0.59,1.0115,0.445,8
0.475,0.492,0.211,8
0.335,0.1635,0.0615,8
0.315,0.137,0.0545,8
0.45,0.514,0.253,8
0.525,0.5115,0.246,8
0.51,0.597,0.293,8
0.5,0.6615,0.2565,8
0.57,0.782,0.3695,8
0.49,0.557,0.2275,8
0.52,0.5545,0.288,8
0.385,0.244,0.1215,8
0.48,0.608,0.2705,8
0.525,0.7185,0.3265,8
0.58,0.852,0.41,8
0.295,0.125,0.042,8
0.51,0.7035,0.347,8
0.505,0.66,0.3045,8
0.525,0.6455,0.325,8
0.41,0.28,0.141,8
0.635,1.308,0.544,8
0.47,0.5865,0.2385,8
0.55,0.664,0.2695,8
0.435,0.5965,0.259,8
0.375,0.3,0.14,8
0.335,0.185,0.0795,8
0.45,0.547,0.245,8
0.515,0.678,0.341,8
0.45,0.4045,0.171,8
0.56,0.8965,0.42,8
0.63,1.1325,0.589,8
0.455,0.514,0.2385,8
0.35,0.2925,0.1225,8
0.645,1.4325,0.684,8
0.4,0.3245,0.151,8
0.475,0.441,0.1785,8
0.585,0.9045,0.405,8
0.38,0.2105,0.0865,8
0.49,0.624,0.3035,8
0.375,0.237,0.106,8
0.475,0.4775,0.2145,8
0.475,0.578,0.2825,8
0.525,0.6275,0.3015,8
0.59,1.063,0.5155,8
0.525,0.7205,0.3685,8
0.47,0.6015,0.2765,8
0.53,0.677,0.298,8
0.47,0.612,0.327,8
0.45,0.5885,0.318,8
0.385,0.2365,0.1,8
0.62,1.1125,0.5635,8
0.44,0.4005,0.143,8
0.47,0.4265,0.1685,8
0.405,0.2605,0.1145,8
0.59,0.9955,0.481,8
0.395,0.284,0.1135,8
0.4,0.353,0.1405,8
0.45,0.4955,0.2575,8
0.5,0.7105,0.27,20
0.68,1.842,0.625,20
0.65,1.4805,0.5295,20
0.565,1.122,0.393,20
0.53,0.752,0.299,20
0.7,2.13,0.7415,20
0.59,1.066,0.382,20
0.595,1.247,0.48,20
0.53,0.8425,0.275,20
0.58,1.178,0.3935,20
0.725,2.124,0.765,20
0.63,1.3135,0.5595,20
0.57,1.098,0.414,20
0.565,1.032,0.354,20
0.635,1.484,0.55,20
0.53,0.7775,0.237,20
0.63,1.352,0.488,20
0.55,0.991,0.348,20
0.615,1.1375,0.367,20
0.675,1.7345,0.6845,20
0.55,0.97,0.2885,20
0.61,1.3445,0.535,20
0.65,1.4225,0.61,20
0.545,0.8615,0.2925,16
0.54,1.217,0.5305,16
0.475,0.6175,0.202,16
0.55,0.946,0.313,16
0.615,1.14,0.4305,16
0.65,1.752,0.5605,16
0.575,0.853,0.292,16
0.64,1.3035,0.4445,16
0.57,0.8085,0.3235,16
0.625,1.5765,0.5115,16
0.645,1.514,0.546,16
0.635,1.064,0.413,16
0.74,1.974,0.598,16
0.605,1.145,0.4325,16
0.72,1.969,0.8045,16
0.615,1.1055,0.4445,16
0.56,0.8735,0.3005,16
0.515,0.7365,0.2955,16
0.725,1.891,0.6975,16
0.675,1.41,0.592,16
0.575,0.955,0.44,16
0.545,0.768,0.294,16
0.535,0.7765,0.302,16
0.63,1.4985,0.4125,16
0.645,1.5535,0.616,16
0.66,1.523,0.54,16
0.66,1.32,0.5305,16
0.65,1.566,0.6645,16
0.6,1.057,0.383,16
0.63,1.005,0.367,16
0.525,0.8645,0.376,16
0.6,1.029,0.4085,16
0.59,1.283,0.473,16
0.57,0.9995,0.405,16
0.565,0.9265,0.354,16
0.515,0.796,0.258,16
0.66,1.7605,0.692,16
0.59,0.911,0.39,16
0.675,1.402,0.483,16
0.59,1.187,0.412,16
0.685,1.71,0.5415,16
0.45,0.474,0.21,16
0.525,0.6005,0.2265,16
0.635,1.319,0.5485,16
0.565,1.1285,0.377,16
0.44,0.451,0.171,16
0.535,0.8345,0.3175,16
0.395,0.3515,0.1185,16
0.535,0.9195,0.3355,16
0.465,0.6,0.2225,16
0.51,0.8185,0.3025,16
0.65,1.3445,0.519,16
0.455,0.4485,0.1585,16
0.635,1.275,0.509,16
0.44,0.522,0.17,16
0.52,0.9885,0.396,16
0.595,0.991,0.4035,16
0.685,1.768,0.7495,16
0.58,1.2275,0.473,16
0.655,1.373,0.443,16
0.645,1.4605,0.5835,19
0.68,1.798,0.815,19
0.68,1.787,0.585,19
0.45,0.412,0.1145,19
0.59,0.9455,0.3815,19
0.54,0.989,0.2815,19
0.705,1.4685,0.4715,19
0.66,1.514,0.526,19
0.525,0.782,0.285,19
0.6,1.1805,0.4345,19
0.645,1.4635,0.6615,19
0.53,0.8115,0.24,19
0.7,1.7255,0.63,19
0.55,0.8945,0.3145,19
0.59,0.9,0.358,19
0.6,1.015,0.3995,19
0.56,1.07,0.3805,19
0.695,1.885,0.8665,19
0.69,1.8165,0.7785,19
0.58,0.9955,0.429,19
0.52,0.7325,0.2415,19
0.63,1.016,0.4215,19
0.605,1.0105,0.435,19
0.505,0.85,0.275,19
0.565,1.013,0.342,19
0.58,1.073,0.4005,19
0.595,1.3305,0.4595,19
0.545,0.9955,0.3245,19
0.69,1.8465,0.732,19
0.465,0.579,0.208,14
0.705,1.981,0.8175,14
0.495,0.6335,0.2,14
0.595,1.041,0.416,14
0.625,0.972,0.404,14
0.44,0.487,0.1965,14
0.57,0.733,0.282,14
0.625,1.3025,0.61,14
0.635,1.242,0.576,14
0.475,0.6175,0.235,14
0.76,1.829,0.7035,14
0.695,1.9565,0.7125,14
0.59,1.073,0.475,14
0.56,0.971,0.443,14
0.565,0.782,0.2715,14
0.385,0.252,0.0915,14
0.45,0.443,0.1975,14
0.64,1.613,0.6215,14
0.63,1.423,0.4155,14
0.62,1.3475,0.4775,14
0.55,0.806,0.376,14
0.5,0.721,0.3055,14
0.55,1.0985,0.3765,14
0.685,1.7025,0.664,14
0.565,0.9025,0.31,14
0.58,0.925,0.391,14
0.57,0.872,0.3245,14
0.62,1.0935,0.403,14
0.575,1.0405,0.419,14
0.61,1.2,0.56,14
0.7,1.31,0.5095,14
0.625,1.3485,0.5255,14
0.665,1.383,0.596,14
0.485,0.66,0.2475,14
0.695,1.477,0.6375,14
0.485,0.6195,0.2595,14
0.725,2.55,1.0705,14
0.535,0.8055,0.301,14
0.57,1.1,0.4125,14
0.45,0.4625,0.164,14
0.61,1.153,0.403,14
0.73,2.2305,1.2395,14
0.555,0.958,0.296,14
0.665,1.5785,0.678,14
0.515,0.9565,0.325,14
0.595,1.2515,0.5035,14
0.49,0.5545,0.213,14
0.47,0.5465,0.2005,14
0.55,0.884,0.2875,14
0.605,1.0735,0.437,14
0.55,0.7605,0.2505,14
0.485,0.6295,0.2285,14
0.57,0.903,0.3305,14
0.68,1.496,0.5825,14
0.59,0.7485,0.3345,14
0.695,2.0475,0.75,14
0.605,1.3,0.517,14
0.62,1.219,0.3875,14
0.66,1.6375,0.7685,14
0.47,0.51,0.1615,14
0.43,0.384,0.1375,14
0.55,1.082,0.3575,14
0.43,0.34,0.1315,14
0.63,1.22,0.4905,14
0.58,0.728,0.2725,14
0.48,0.536,0.1895,14
0.535,0.862,0.2855,14
0.815,2.255,0.8905,14
0.515,0.766,0.304,14
0.58,1.013,0.38,14
0.5,0.6335,0.2305,14
0.655,1.092,0.396,14
0.57,1.0595,0.44,14
0.49,0.609,0.239,14
0.645,1.5595,0.741,14
0.645,1.6115,0.6745,14
0.665,1.606,0.5755,14
0.58,0.927,0.276,14
0.445,0.5905,0.2025,14
0.48,0.528,0.2,14
0.5,0.742,0.2025,14
0.59,0.893,0.2745,14
0.63,1.26,0.4525,14
0.615,1.1025,0.4695,14
0.675,1.604,0.6175,14
0.65,1.4995,0.6265,14
0.605,1.2385,0.528,14
0.6,1.0875,0.403,14
0.57,0.9395,0.399,14
0.585,0.945,0.41,14
0.57,0.91,0.326,14
0.585,1.047,0.4315,14
0.67,1.5015,0.518,14
0.555,0.8695,0.3075,14
0.535,0.7365,0.2785,14
0.75,2.5085,1.232,14
0.62,1.1255,0.4985,14
0.525,0.72,0.3105,14
0.54,0.8975,0.275,14
0.615,1.304,0.5795,14
0.725,2.1425,1.03,14
0.595,1.283,0.462,14
0.73,1.908,0.5415,14
0.46,0.4485,0.165,14
0.52,0.8705,0.3735,14
0.65,1.793,0.8005,14
0.53,0.835,0.32,14
0.5,0.7615,0.246,14
0.635,1.2125,0.5735,14
0.55,0.8515,0.362,14
0.495,0.853,0.3285,14
0.625,1.2395,0.55,14
0.56,0.8085,0.3025,14
0.525,0.795,0.3075,14
0.72,1.5865,0.691,11
0.54,0.805,0.369,11
0.665,1.443,0.6635,11
0.685,1.56,0.647,11
0.655,1.403,0.6955,11
0.61,0.8725,0.389,11
0.535,0.764,0.312,11
0.39,0.302,0.116,11
0.635,1.081,0.4825,11
0.67,1.278,0.5605,11
0.44,0.415,0.1585,11
0.585,0.955,0.3625,11
0.585,0.987,0.4355,11
0.55,0.672,0.288,11
0.655,1.5455,0.654,11
0.72,1.7495,0.7755,11
0.52,0.5995,0.242,11
0.68,1.672,0.7075,11
0.615,1.337,0.5995,11
0.56,0.889,0.36,11
0.64,1.1955,0.5565,11
0.565,0.744,0.352,11
0.5,0.551,0.2245,11
0.53,0.612,0.2435,11
0.635,1.596,0.617,11
0.705,1.4575,0.607,11
0.725,1.6195,0.744,11
0.585,1.218,0.639,11
0.47,0.4885,0.2005,11
0.415,0.3005,0.1215,11
0.69,1.6915,0.6655,11
0.42,0.4495,0.165,11
0.65,1.16,0.4785,11
0.615,1.194,0.559,11
0.58,0.94,0.399,11
0.655,1.5555,0.695,11
0.63,1.0315,0.4265,11
0.535,0.8105,0.345,11
0.645,1.461,0.5985,11
0.61,1.1545,0.5865,11
0.565,0.9185,0.404,11
0.595,0.942,0.43,11
0.62,1.3315,0.594,11
0.62,1.062,0.372,11
0.68,1.7775,0.861,11
0.735,2.555,1.1335,11
0.55,0.7895,0.3745,11
0.63,1.172,0.536,11
0.685,1.3735,0.7185,11
0.615,1.1345,0.4695,11
0.42,0.368,0.1675,11
0.37,0.233,0.0905,11
0.56,0.9355,0.425,11
0.375,0.2465,0.104,11
0.6,1.1805,0.456,11
0.65,1.202,0.565,11
0.51,0.61,0.229,11
0.65,1.5365,0.6865,11
0.52,0.6625,0.2775,11
0.645,1.539,0.6405,11
0.61,1.3475,0.7045,11
0.665,1.3405,0.5595,11
0.675,1.473,0.6295,11
0.63,1.199,0.5265,11
0.68,1.4775,0.724,11
0.445,0.4565,0.1785,11
0.65,1.488,0.665,11
0.53,0.9805,0.3155,11
0.31,0.12,0.0415,11
0.63,1.3165,0.6325,11
0.595,1.06,0.402,11
0.66,1.528,0.69,11
0.65,1.3655,0.6155,11
0.77,2.0505,0.8005,11
0.6,1.1145,0.5055,11
0.46,0.4885,0.193,11
0.62,0.966,0.447,11
0.61,1.0485,0.507,11
0.625,1.7015,0.7465,11
0.6,1.133,0.466,11
0.58,0.9955,0.3945,11
0.63,1.1955,0.492,11
0.57,1.185,0.474,11
0.575,0.8375,0.3485,11
0.58,1.1015,0.404,11
0.555,0.6975,0.262,11
0.7,1.7365,0.7755,11
0.55,0.783,0.3045,11
0.585,1.1275,0.4925,11
0.725,1.7315,0.83,11
0.67,1.7025,0.833,11
0.54,0.8075,0.3485,11
0.72,2.081,1.0815,11
0.64,1.1635,0.554,11
0.705,2.141,1.0465,11
0.635,1.375,0.623,11
0.67,1.8065,0.758,11
0.67,1.5615,0.63,11
0.58,0.8865,0.383,11
0.625,1.437,0.5855,11
0.6,1.3445,0.549,11
0.635,1.297,0.556,11
0.585,1.079,0.4145,11
0.6,1.0475,0.465,11
0.7,1.684,0.7535,11
0.61,1.087,0.4255,11
0.335,0.1835,0.078,11
0.65,1.4045,0.694,11
0.58,0.9935,0.4625,11
0.58,0.907,0.444,11
0.63,1.229,0.535,11
0.545,0.7335,0.2795,11
0.68,1.2345,0.618,11
0.625,1.1115,0.4495,11
0.62,1.003,0.4655,11
0.585,1.034,0.437,11
0.545,0.8795,0.387,11
0.665,1.289,0.6145,11
0.625,1.136,0.451,11
0.46,0.639,0.3,11
0.56,0.86,0.4015,11
0.7,1.666,0.647,11
0.735,1.747,0.7275,11
0.68,1.6075,0.714,11
0.675,1.593,0.686,11
0.75,1.938,0.7735,11
0.385,0.2845,0.1065,11
0.655,1.412,0.6195,11
0.38,0.2665,0.115,11
0.6,0.9595,0.4455,11
0.64,1.4995,0.593,11
0.435,0.3785,0.152,11
0.61,1.1135,0.5195,11
0.605,1.434,0.7285,11
0.62,1.3915,0.726,11
0.505,0.616,0.243,11
0.68,1.807,0.8225,11
0.745,1.931,0.896,11
0.63,1.385,0.6355,11
0.66,1.346,0.546,11
0.585,0.9945,0.4255,11
0.63,1.21,0.53,11
0.62,1.035,0.44,11
0.555,0.875,0.3695,11
0.465,0.488,0.191,11
0.595,1.0255,0.412,11
0.655,1.2895,0.587,11
0.66,1.218,0.5055,11
0.645,1.1835,0.556,11
0.58,0.887,0.4405,11
0.65,1.5595,0.695,11
0.535,0.781,0.3055,11
0.63,1.2695,0.605,11
0.6,1.059,0.441,11
0.505,0.6555,0.2595,11
0.63,1.4255,0.659,11
0.65,1.274,0.59,11
0.59,0.9715,0.371,11
0.455,0.515,0.2,11
0.695,1.726,0.7625,11
0.625,1.15,0.5475,11
0.505,0.644,0.285,11
0.465,0.454,0.1895,11
0.66,1.786,0.6725,11
0.6,1.29,0.606,11
0.67,1.217,0.532,11
0.725,1.792,0.873,11
0.715,1.825,0.938,11
0.425,0.3665,0.125,11
0.635,1.3695,0.634,11
0.475,0.57,0.167,11
0.67,1.39,0.711,11
0.685,1.432,0.637,11
0.455,0.4835,0.1815,11
0.64,1.1895,0.4765,11
0.505,0.764,0.3035,11
0.64,1.5175,0.693,11
0.5,0.709,0.275,11
0.52,0.77,0.263,11
0.67,1.6085,0.682,11
0.645,1.197,0.526,11
0.53,0.8945,0.319,11
0.65,1.357,0.5725,11
0.65,1.662,0.77,11
0.49,0.549,0.2215,11
0.48,0.5895,0.2535,11
0.675,1.527,0.809,11
0.5,0.6025,0.216,11
0.625,1.169,0.5275,11
0.695,1.7635,0.7465,11
0.625,1.1165,0.4895,11
0.71,2.009,0.9895,11
0.575,1.013,0.4685,11
0.53,0.5915,0.233,11
0.635,1.292,0.6,11
0.525,0.8295,0.2405,11
0.63,1.1745,0.5255,11
0.47,0.567,0.2315,11
0.625,1.354,0.4845,11
0.69,1.777,0.769,11
0.58,0.7855,0.363,11
0.72,1.719,0.8465,11
0.63,1.1775,0.4935,11
0.625,0.984,0.475,11
0.47,0.513,0.232,11
0.625,1.3835,0.7105,11
0.655,1.309,0.524,11
0.75,2.236,1.109,11
0.575,0.883,0.381,11
0.44,0.3625,0.134,11
0.52,0.728,0.302,11
0.635,1.3765,0.634,11
0.675,1.3645,0.557,11
0.635,1.251,0.577,11
0.585,1.0035,0.503,11
0.655,1.492,0.7185,11
0.68,1.529,0.7635,11
0.59,0.9,0.355,11
0.65,1.463,0.658,11
0.695,1.691,0.768,11
0.7,1.6605,0.8605,11
0.67,1.1735,0.526,11
0.635,1.2695,0.5635,11
0.56,0.797,0.34,11
0.67,1.619,0.74,11
0.625,1.2085,0.465,11
0.59,0.8805,0.3645,11
0.6,0.869,0.3425,11
0.575,0.8635,0.393,11
0.555,0.788,0.282,11
0.625,1.233,0.5565,11
0.64,1.1335,0.5525,11
0.62,1.107,0.4895,11
0.67,1.269,0.576,11
0.635,1.2075,0.5385,11
0.635,1.073,0.467,11
0.465,0.346,0.1425,11
0.52,0.6445,0.3155,11
0.56,0.72,0.329,11
0.585,0.9585,0.4145,11
0.72,1.914,0.9155,11
0.655,1.4405,0.688,11
0.57,1.0005,0.454,11
0.4,0.314,0.138,11
0.49,0.6125,0.2555,11
0.5,0.62,0.255,11
0.625,1.3825,0.5895,11
0.75,1.8325,0.83,11
0.64,1.4195,0.6735,11
0.455,0.416,0.1625,11
0.565,0.8545,0.321,11
0.32,0.1555,0.0585,11
0.725,1.737,0.697,11
0.5,0.662,0.2815,11
0.59,0.9555,0.366,11
0.75,2.201,1.0615,11
0.65,1.3685,0.5975,11
0.625,1.2075,0.531,11
0.64,1.297,0.59,11
0.53,0.6235,0.2975,11
0.68,1.7825,0.5565,11
0.645,1.32,0.6525,11
0.735,2.124,0.952,11
0.56,0.811,0.3685,11
0.52,0.6915,0.276,11
0.625,1.15,0.5255,11
0.545,0.8395,0.356,11
0.62,1.271,0.531,11
0.54,0.8155,0.3675,11
0.71,1.817,0.785,11
0.78,2.657,1.488,11
0.685,1.6675,0.833,11
0.45,0.478,0.1865,11
0.445,0.347,0.12,11
0.67,1.4265,0.6605,11
0.49,0.529,0.2165,11
0.61,1.133,0.5275,11
0.53,0.732,0.189,11
0.625,1.0485,0.487,11
0.685,1.638,0.7775,11
0.645,1.318,0.55,11
0.695,1.6645,0.727,11
0.55,0.668,0.2925,11
0.45,0.4435,0.185,11
0.43,0.3045,0.0925,11
0.49,0.5425,0.198,11
0.41,0.3595,0.1415,11
0.65,1.4715,0.675,11
0.565,0.887,0.37,11
0.645,1.403,0.5755,11
0.615,1.1825,0.474,11
0.615,1.0735,0.4375,11
0.65,1.276,0.6215,11
0.59,1.008,0.422,11
0.6,1.157,0.522,11
0.63,1.271,0.6605,11
0.575,0.8245,0.3375,11
0.65,1.6125,0.777,11
0.505,0.606,0.239,11
0.695,1.5855,0.667,11
0.58,0.97,0.385,11
0.73,2.069,0.9285,11
0.735,1.88,0.9095,11
0.72,1.787,0.718,11
0.62,0.907,0.371,11
0.645,1.4285,0.639,11
0.655,1.7835,0.8885,11
0.645,1.5075,0.7455,11
0.71,1.601,0.706,11
0.595,1.5245,0.653,11
0.495,0.597,0.2615,11
0.525,0.7305,0.279,11
0.6,0.97,0.4655,11
0.675,1.5575,0.7035,11
0.71,1.348,0.8985,11
0.64,1.707,0.763,11
0.54,0.928,0.394,11
0.49,0.541,0.171,11
0.67,1.669,0.7465,11
0.705,1.4385,0.655,11
0.71,2.198,1.012,11
0.65,1.227,0.528,11
0.63,1.272,0.6025,11
0.695,1.834,0.8455,11
0.5,0.5945,0.185,11
0.665,1.6385,0.831,11
0.545,0.978,0.3365,11
0.6,1.13,0.4405,11
0.565,0.8735,0.414,11
0.485,0.731,0.236,11
0.45,0.4385,0.184,11
0.72,1.7185,0.7925,11
0.525,0.7325,0.334,11
0.43,0.3865,0.1475,11
0.47,0.466,0.1845,11
0.755,2.073,1.0135,11
0.655,1.759,0.6865,11
0.33,0.171,0.0655,11
0.72,1.7475,0.8215,11
0.525,0.7085,0.293,11
0.505,0.599,0.2245,11
0.61,1.0625,0.516,11
0.58,0.9865,0.47,11
0.55,0.81,0.317,11
0.565,0.9245,0.405,11
0.615,0.9615,0.422,11
0.675,1.532,0.74,11
0.655,1.5585,0.7285,11
0.62,1.066,0.446,11
0.61,1.1785,0.566,11
0.445,0.485,0.181,11
0.71,1.907,0.8725,11
0.55,0.7385,0.321,11
0.615,1.0385,0.427,11
0.7,1.858,0.73,11
0.74,2.3235,1.1495,11
0.68,1.6115,0.8415,11
0.58,0.83,0.379,11
0.64,1.307,0.678,11
0.625,1.1635,0.4875,11
0.6,1.089,0.5195,11
0.585,0.997,0.4055,11
0.655,1.527,0.8485,11
0.71,1.652,0.735,11
0.615,1.0285,0.4435,11
0.545,0.9385,0.3685,11
0.655,1.46,0.686,11
0.6,1.04,0.4755,11
0.525,0.7365,0.3225,11
0.565,0.8215,0.332,11
0.52,0.5775,0.2,11
0.62,1.139,0.4995,11
0.63,1.105,0.492,11
0.605,0.9515,0.4535,11
0.515,0.712,0.2665,11
0.63,1.2435,0.5175,11
0.61,1.1005,0.5125,11
0.75,1.893,0.942,11
0.595,1.114,0.5865,11
0.62,1.3415,0.5705,11
0.59,0.9015,0.419,11
0.61,1.089,0.469,11
0.62,1.3725,0.6285,11
0.67,1.7405,0.6205,11
0.68,1.664,0.58,11
0.565,0.8305,0.3135,11
0.565,0.9355,0.421,11
0.705,1.58,0.6435,11
0.465,0.4365,0.169,11
0.53,0.8365,0.3745,11
0.6,1.014,0.451,11
0.595,1.121,0.4515,11
0.73,1.9425,0.799,11
0.645,1.636,0.779,11
0.49,0.5415,0.2175,11
0.665,1.6885,0.7295,11
0.625,1.1665,0.4605,11
0.66,1.4385,0.6775,11
