@relation abalone

@attribute Height numeric
@attribute Whole_weight numeric
@attribute Viscera_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.105,0.5225,0.1165,8
0.115,0.2715,0.074,8
0.085,0.125,0.0285,8
0.13,0.46,0.111,8
0.1,0.2225,0.058,8
0.11,0.4265,0.09,8
0.12,0.3685,0.0615,8
0.14,0.521,0.123,8
0.13,0.643,0.1155,8
0.14,0.5705,0.134,8
0.125,0.426,0.0965,8
0.11,0.538,0.1035,8
0.11,0.3795,0.085,8
0.155,1.1325,0.211,8
0.12,0.6835,0.1655,8
0.09,1.05,0.2685,8
0.09,0.279,0.049,8
0.125,0.499,0.0985,8
0.15,1.114,0.2155,8
0.125,0.601,0.1205,8
0.175,1.131,0.2265,8
0.155,1.2275,0.274,8
0.155,0.981,0.2015,8
0.155,1.278,0.275,8
0.07,0.144,0.0305,8
0.12,0.612,0.15,8
0.115,0.365,0.0825,8
0.12,0.5185,0.1095,8
0.12,0.56,0.103,8
0.145,0.9905,0.2205,8
0.135,0.775,0.208,8
0.14,0.7545,0.1715,8
0.15,0.858,0.156,8
0.135,0.769,0.1455,8
0.115,0.4215,0.093,8
0.11,0.514,0.1235,8
0.14,0.8585,0.196,8
0.105,0.551,0.103,8
0.135,1.007,0.2495,8
0.145,1.0025,0.1975,8
0.125,0.616,0.113,8
0.135,0.6395,0.113,8
0.105,0.415,0.087,8
0.095,0.221,0.043,8
0.12,0.3185,0.0565,8
0.11,0.458,0.111,8
0.145,0.8815,0.1975,8
0.14,0.991,0.2345,8
0.18,1.0515,0.2595,8
0.095,0.827,0.2215,8
0.18,1.1965,0.2325,8
0.175,1.1465,0.244,8
0.115,0.5885,0.121,8
0.15,0.983,0.215,8
0.155,0.8725,0.2095,8
0.125,0.599,0.1465,8
0.155,0.8275,0.1975,8
0.115,0.4305,0.0785,8
0.135,0.7805,0.185,8
0.15,0.9,0.17,8
0.175,1.7005,0.362,8
0.105,0.4955,0.082,8
0.125,0.6635,0.14,8
0.13,0.547,0.1405,8
0.135,1.0195,0.2005,8
0.115,0.521,0.096,8
0.14,1.0725,0.2295,8
0.09,0.308,0.056,8
0.065,0.08,0.018,8
0.15,0.9955,0.232,8
0.145,0.7875,0.2005,8
0.11,0.382,0.0955,8
0.1,0.4705,0.089,8
0.155,0.8675,0.172,8
1.13,0.594,0.116,8
0.11,0.393,0.0735,8
0.155,0.5395,0.1085,8
0.135,0.5895,0.12,8
0.1,0.2755,0.061,8
0.18,0.48,0.105,8
0.1,0.239,0.0555,8
0.12,0.595,0.111,8
0.16,1.144,0.289,8
0.165,0.867,0.1805,8
0.13,0.8755,0.2065,8
0.185,1.308,0.318,8
0.125,0.5705,0.1265,8
0.125,0.5935,0.13,8
0.16,1.2525,0.2595,8
0.09,0.2065,0.057,8
0.165,1.4325,0.308,8
0.13,0.7425,0.2005,8
0.135,0.771,0.1815,8
0.135,0.5465,0.0995,8
0.165,1.486,0.332,8
0.16,0.8875,0.1915,8
0.09,0.215,0.034,8
0.075,0.1635,0.0345,8
0.12,0.5805,0.0935,8
0.125,0.8725,0.199,8
0.1,0.461,0.0835,8
0.115,0.4295,0.108,8
0.15,0.755,0.16,8
0.09,0.28,0.0575,8
0.19,1.29,0.3045,8
0.09,0.651,0.132,8
0.165,1.286,0.271,8
0.18,1.0835,0.2295,8
0.105,0.224,0.0575,8
0.135,0.5375,0.117,8
0.115,0.4005,0.113,8
0.14,0.494,0.0975,8
0.12,0.393,0.0885,8
0.115,0.384,0.0715,8
0.12,0.445,0.0995,8
0.135,0.6265,0.1445,8
0.11,0.436,0.096,8
0.115,0.4265,0.0755,8
0.095,0.2815,0.0525,8
0.175,1.1075,0.2165,8
0.1,0.192,0.0585,8
0.125,0.717,0.112,8
0.12,0.614,0.1365,8
0.15,0.8915,0.2035,8
0.16,1.2095,0.296,8
0.115,0.409,0.0935,8
0.16,0.9045,0.2215,8
0.125,0.562,0.1345,8
0.11,0.4085,0.102,8
0.11,0.596,0.104,8
0.115,0.44,0.1025,8
0.13,0.7235,0.149,8
0.13,0.693,0.1195,8
0.085,0.2175,0.038,8
0.125,0.79,0.205,8
0.115,0.354,0.064,8
0.125,0.5445,0.115,8
0.085,0.1745,0.033,8
0.1,0.3075,0.0535,8
0.125,0.519,0.1135,8
0.145,0.9365,0.181,8
0.105,0.364,0.0805,8
0.11,0.4025,0.083,8
0.105,0.335,0.0555,8
0.085,0.1655,0.039,8
0.11,0.452,0.099,8
0.15,1.235,0.274,8
0.11,0.358,0.067,8
0.07,0.102,0.0135,8
0.15,0.655,0.122,8
0.105,0.344,0.081,8
0.16,0.464,0.106,8
0.13,0.7585,0.197,8
0.135,0.78,0.169,8
0.125,0.597,0.1265,8
0.13,0.32,0.0755,8
0.12,0.5445,0.1065,8
0.15,0.9475,0.239,8
0.13,0.523,0.132,8
0.145,1.187,0.1945,8
0.12,0.6015,0.1455,8
0.115,0.314,0.0635,8
0.14,0.753,0.1325,8
0.13,0.782,0.1745,8
0.125,0.923,0.175,8
0.105,0.306,0.0735,8
0.14,1.0635,0.2195,8
0.105,0.4005,0.0755,8
0.095,0.271,0.06,8
0.155,1.065,0.233,8
0.115,0.2685,0.0825,8
0.125,0.4905,0.1305,8
0.155,0.746,0.152,8
0.185,1.153,0.2905,8
0.15,1.1005,0.166,8
0.125,0.6255,0.158,8
0.125,0.7005,0.1355,8
0.165,1.2835,0.1255,8
0.13,0.7635,0.1425,8
0.135,0.8145,0.1855,8
0.1,0.5135,0.1015,8
0.11,0.434,0.0855,8
0.14,0.5135,0.1045,8
0.155,0.874,0.2135,8
0.095,0.3515,0.0775,8
0.12,0.5955,0.147,8
0.14,0.7205,0.145,8
0.1,0.371,0.0865,8
0.135,0.632,0.145,8
0.13,0.599,0.1155,8
0.135,0.82,0.1715,8
0.13,0.587,0.117,8
0.11,0.405,0.092,8
0.15,0.861,0.164,8
0.13,0.6015,0.11,8
0.14,0.4545,0.118,8
0.125,0.556,0.096,8
0.135,1.1685,0.279,8
0.08,0.227,0.0625,8
0.15,0.99,0.1825,8
0.115,0.5585,0.119,8
0.15,0.7805,0.1625,8
0.15,0.8755,0.1965,8
0.145,0.9325,0.2245,8
0.165,0.9655,0.19,8
0.14,0.678,0.1325,8
0,0.428,0.086,8
0.135,0.794,0.1415,8
0.12,0.599,0.1345,8
0.12,0.439,0.1055,8
0.16,0.8795,0.215,8
0.12,0.5805,0.0915,8
0.17,0.9175,0.2225,8
0.18,1.193,0.315,8
0.11,0.464,0.09,8
0.07,0.101,0.0235,8
0.09,0.1925,0.038,8
0.085,0.1435,0.0475,8
0.135,0.9895,0.199,8
0.09,0.2365,0.0505,8
0.115,0.5785,0.106,8
0.09,0.304,0.071,8
0.095,0.2725,0.0625,8
0.115,0.479,0.1045,8
0.14,0.3,0.0625,8
0.11,0.5,0.113,8
0.14,0.7495,0.1645,8
0.145,0.6325,0.137,8
0.145,0.751,0.1835,8
0.14,0.909,0.2,8
0.1,0.411,0.0855,8
0.125,0.5655,0.119,8
0.13,0.658,0.1445,8
0.14,0.4475,0.0925,8
0.18,0.7995,0.1855,8
0.11,0.317,0.048,8
0.09,0.237,0.0395,8
0.15,0.9505,0.199,8
0.105,0.361,0.0665,8
0.12,0.553,0.1375,8
0.12,0.562,0.0905,8
0.115,0.3615,0.0695,8
0.1,0.372,0.0775,8
0.1,0.3645,0.0795,8
0.135,0.615,0.159,8
0.13,0.852,0.1725,8
0.13,0.7615,0.17,8
0.15,0.8745,0.161,8
0.15,1.027,0.188,8
0.13,0.7275,0.1625,8
0.115,0.557,0.1335,8
0.155,0.9155,0.195,8
0.11,0.4965,0.1195,8
0.105,0.567,0.1075,8
0.135,0.7905,0.198,8
0.1,0.386,0.0875,8
0.15,0.796,0.184,8
0.085,0.244,0.0445,8
0.11,0.91,0.2075,8
0.15,0.9875,0.207,8
0.16,0.7095,0.1505,8
0.1,0.34,0.05,8
0.15,0.7665,0.176,8
0.105,0.602,0.1265,8
0.125,0.5215,0.118,8
0.145,0.8495,0.1685,8
0.15,0.8725,0.215,8
0.13,0.636,0.144,8
0.13,0.6445,0.1285,8
0.15,1.0305,0.218,8
0.11,0.5185,0.0915,8
0.11,0.4585,0.067,8
0.13,0.8425,0.1915,8
0.08,0.1275,0.0265,8
0.155,0.957,0.1975,8
0.12,0.5725,0.1325,8
0.16,1.1155,0.239,8
0.09,0.2255,0.04,8
0.13,0.7595,0.153,8
0.095,0.3505,0.071,8
0.13,0.699,0.1565,8
0.145,0.5865,0.144,8
0.135,0.5825,0.1565,8
0.15,0.897,0.1905,8
0.095,0.185,0.0495,8
0.145,0.7045,0.1425,8
0.075,0.116,0.0295,8
0.105,0.335,0.065,8
0.12,0.487,0.099,8
0.1,0.3175,0.068,8
0.12,0.468,0.1065,8
0.09,0.384,0.068,8
0.15,0.84,0.195,8
0.14,0.837,0.214,8
0.12,0.48,0.1015,8
0.09,0.232,0.0435,8
0.13,0.607,0.125,8
0.15,0.8765,0.18,8
0.11,0.492,0.11,8
0.12,0.516,0.1305,8
0.15,0.7035,0.134,8
0.14,0.6355,0.143,8
0.115,0.507,0.103,8
0.11,0.3965,0.0855,8
0.09,0.3245,0.0735,8
0.165,1.352,0.349,20
0.17,1.099,0.2325,20
0.185,1.032,0.2045,20
0.16,0.97,0.139,20
0.205,1.484,0.3115,20
0.15,0.7775,0.1415,20
0.205,1.842,0.408,20
0.205,2.13,0.49,20
0.13,0.8425,0.1945,20
0.155,1.066,0.2275,20
0.185,0.752,0.156,20
0.17,1.247,0.225,20
0.185,1.259,0.2215,20
0.175,1.4225,0.2995,20
0.155,1.1375,0.236,20
0.21,1.3445,0.2205,20
0.155,1.036,0.196,20
0.16,0.991,0.168,20
0.165,0.7105,0.1455,20
0.195,1.7345,0.3695,20
0.17,1.178,0.2165,20
0.175,2.124,0.4515,20
0.17,1.3135,0.267,20
0.185,0.9265,0.1575,16
0.14,0.8085,0.183,16
0.135,0.6,0.129,16
0.14,0.6175,0.1445,16
0.135,0.522,0.0905,16
0.135,0.6005,0.131,16
0.225,1.969,0.423,16
0.18,1.319,0.292,16
0.21,1.5535,0.3655,16
0.185,1.3035,0.2635,16
0.16,0.8615,0.1545,16
0.17,1.275,0.286,16
0.155,1.005,0.199,16
0.18,1.523,0.3365,16
0.165,1.566,0.3455,16
0.185,1.32,0.2635,16
0.195,0.981,0.2245,16
0.15,1.029,0.2705,16
0.145,0.991,0.1505,16
0.155,0.946,0.1825,16
0.215,1.5765,0.2595,16
0.14,0.451,0.0705,16
0.2,1.187,0.2705,16
0.23,1.752,0.2895,16
0.205,1.1055,0.227,16
0.165,0.9195,0.1985,16
0.16,0.955,0.1685,16
0.19,1.4985,0.3075,16
0.215,1.891,0.4725,16
0.125,0.927,0.1425,16
0.18,0.9995,0.277,16
0.155,0.8735,0.209,16
0.2,1.373,0.3375,16
0.235,1.064,0.228,16
0.18,1.768,0.392,16
0.165,0.853,0.179,16
0.19,1.3445,0.306,16
0.195,1.7605,0.3265,16
0.14,0.8185,0.2155,16
0.23,2.2695,0.3985,16
0.215,1.514,0.2615,16
0.195,1.974,0.4085,16
0.16,1.41,0.3175,16
0.185,1.283,0.276,16
0.14,0.7365,0.184,16
0.155,1.217,0.3075,16
0.2,1.3655,0.2595,16
0.165,0.8645,0.1945,16
0.14,0.474,0.109,16
0.175,1.057,0.216,16
0.165,0.9885,0.225,16
0.155,0.7765,0.1565,16
0.165,1.2275,0.1965,16
0.215,1.498,0.323,16
0.175,1.402,0.3205,16
0.175,1.71,0.309,16
0.165,0.435,0.105,16
0.17,1.14,0.2245,16
0.175,1.145,0.27,16
0.2,1.3765,0.3075,16
0.14,0.85,0.1625,19
0.18,1.514,0.2975,19
0.16,0.9,0.156,19
0.2,1.8465,0.472,19
0.175,1.073,0.2345,19
0.15,0.8945,0.151,19
0.145,0.989,0.213,19
0.18,1.1805,0.2475,19
0.14,0.7325,0.144,19
0.185,1.4605,0.3155,19
0.155,0.66,0.1365,19
0.2,1.787,0.453,19
0.16,1.015,0.1735,19
0.175,1.013,0.207,19
0.16,1.7255,0.2635,19
0.165,0.9955,0.2665,19
0.19,1.4635,0.3435,19
0.16,1.016,0.244,19
0.165,1.0105,0.209,19
0.165,0.8115,0.169,19
0.2,1.4685,0.3235,19
0.16,0.9455,0.184,19
0.195,1.3305,0.3235,19
0.165,0.782,0.1405,19
0.205,1.8165,0.4395,19
0.155,0.9715,0.194,19
0.16,0.9245,0.2185,19
0.175,1.798,0.3925,19
0.23,1.885,0.435,19
0.115,0.72,0.1915,14
0.145,1.3,0.3285,14
0.14,0.5905,0.158,14
0.21,2.1425,0.487,14
0.17,1.0385,0.241,14
0.14,0.971,0.2045,14
0.18,1.5785,0.229,14
0.155,0.733,0.159,14
0.16,0.51,0.073,14
0.155,0.782,0.168,14
0.205,0.835,0.2175,14
0.16,1.0915,0.275,14
0.22,1.981,0.3085,14
0.17,0.884,0.1645,14
0.155,0.91,0.1895,14
0.19,1.829,0.386,14
0.135,1.3025,0.2675,14
0.17,0.8705,0.219,14
0.115,0.4485,0.083,14
0.195,1.606,0.388,14
0.135,0.862,0.1525,14
0.15,0.806,0.171,14
0.155,0.762,0.161,14
0.25,1.283,0.2475,14
0.175,1.6115,0.384,14
0.15,1.047,0.276,14
0.135,0.925,0.165,14
0.19,1.4995,0.4005,14
0.205,1.496,0.337,14
0.15,1.082,0.194,14
0.165,1.6375,0.3545,14
0.15,0.927,0.1815,14
0.205,1.3475,0.2565,14
0.19,1.0875,0.2655,14
0.205,1.219,0.2505,14
0.18,0.9395,0.2,14
0.18,1.3485,0.252,14
0.17,1.1025,0.2355,14
0.155,0.972,0.1845,14
0.15,0.7365,0.186,14
0.135,0.579,0.1095,14
0.155,1.041,0.2105,14
0.16,0.893,0.2185,14
0.155,0.872,0.239,14
0.175,1.1255,0.227,14
0.16,1.22,0.3,14
0.12,0.487,0.108,14
0.14,0.4625,0.076,14
0.195,0.8085,0.1795,14
0.135,0.8515,0.196,14
0.19,2.55,0.483,14
0.16,0.66,0.128,14
0.175,1.2125,0.261,14
0.14,0.6295,0.127,14
0.095,0.252,0.055,14
0.2,1.304,0.3115,14
0.14,1.013,0.216,14
0.15,0.895,0.186,14
0.165,0.903,0.1845,14
0.14,0.766,0.1725,14
0.125,0.609,0.1435,14
0.23,1.0935,0.245,14
0.175,1.2985,0.343,14
0.175,0.9565,0.158,14
0.235,1.071,0.206,14
0.205,1.908,0.3565,14
0.19,1.2355,0.3105,14
0.16,1.092,0.2825,14
0.135,0.5545,0.0925,14
0.145,0.8695,0.2575,14
0.18,0.958,0.195,14
0.145,1.153,0.296,14
0.12,0.7485,0.1315,14
0.2,2.0475,0.4195,14
0.19,1.5595,0.3715,14
0.12,0.6335,0.125,14
0.135,0.443,0.0875,14
0.175,1.0985,0.215,14
0.16,0.728,0.19,14
0.18,1.793,0.339,14
0.15,0.795,0.205,14
0.17,1.0835,0.326,14
0.175,0.9025,0.193,14
0.145,1.073,0.19,14
0.15,1.477,0.3025,14
0.165,1.26,0.2755,14
0.125,0.7605,0.1635,14
0.15,1.2,0.2455,14
0.235,2.5085,0.519,14
0.17,1.1,0.2205,14
0.095,0.34,0.085,14
0.165,1.0735,0.205,14
0.135,0.528,0.1395,14
0.165,1.5015,0.358,14
0.22,1.604,0.4255,14
0.12,0.945,0.2115,14
0.145,1.2515,0.2925,14
0.13,0.5465,0.126,14
0.13,0.721,0.1725,14
0.225,2.2305,0.422,14
0.175,1.2915,0.3045,14
0.175,1.423,0.3385,14
0.135,0.6335,0.1225,14
0.145,1.165,0.2275,14
0.165,1.0405,0.264,14
0.13,0.8055,0.181,14
0.135,0.6105,0.107,14
0.17,1.2385,0.2465,14
0.155,1.383,0.2565,14
0.17,1.31,0.314,14
0.145,0.7615,0.195,14
0.25,2.255,0.42,14
0.175,0.8975,0.241,14
0.14,0.6065,0.1475,14
0.175,1.2695,0.271,11
0.17,1.217,0.212,11
0.145,0.9005,0.158,11
0.2,1.6465,0.422,11
0.2,1.4285,0.305,11
0.15,0.987,0.2075,11
0.17,1.56,0.383,11
0.155,0.6655,0.149,11
0.125,0.6235,0.108,11
0.095,0.2455,0.062,11
0.205,1.7495,0.4225,11
0.15,1.0035,0.2105,11
0.195,1.691,0.363,11
0.17,1.6115,0.306,11
0.165,0.9515,0.193,11
0.175,1.29,0.276,11
0.105,0.6555,0.18,11
0.155,1.2895,0.2855,11
0.13,0.8295,0.1825,11
0.145,1.003,0.2195,11
0.18,1.893,0.397,11
0.155,1.2865,0.293,11
0.185,1.494,0.3935,11
0.155,1.539,0.3585,11
0.1,0.3005,0.0575,11
0.165,1.6885,0.407,11
0.155,1.105,0.226,11
0.195,1.8065,0.3735,11
0.205,1.528,0.3725,11
0.165,1.16,0.274,11
0.12,0.61,0.131,11
0.125,0.744,0.13,11
0.115,0.3625,0.082,11
0.17,1.527,0.318,11
0.13,0.4075,0.0645,11
0.155,0.7155,0.1685,11
0.14,0.805,0.1725,11
0.18,1.412,0.2485,11
0.14,0.8395,0.1905,11
0.09,0.203,0.037,11
0.16,1.1545,0.2385,11
0.13,0.709,0.168,11
0.19,1.7635,0.399,11
0.165,1.1245,0.222,11
0.155,1.1635,0.259,11
0.185,1.826,0.409,11
0.145,0.651,0.132,11
0.185,1.707,0.4205,11
0.125,0.7855,0.1955,11
0.115,0.4885,0.108,11
0.155,0.832,0.174,11
0.17,1.4045,0.318,11
0.2,1.858,0.3665,11
0.175,1.636,0.342,11
0.155,0.868,0.217,11
0.075,0.1555,0.038,11
0.15,1.1965,0.304,11
0.165,1.1785,0.2785,11
0.19,1.3685,0.296,11
0.13,0.8365,0.167,11
0.13,0.639,0.1525,11
0.21,1.5245,0.396,11
0.155,0.9595,0.189,11
0.165,1.307,0.292,11
0.155,1.2895,0.314,11
0.18,1.6915,0.402,11
0.155,1.309,0.346,11
0.165,1.403,0.2385,11
0.155,1.0485,0.1955,11
0.115,0.616,0.1075,11
0.16,1.035,0.2525,11
0.17,0.81,0.157,11
0.135,0.6125,0.102,11
0.2,1.269,0.2985,11
0.145,0.915,0.246,11
0.165,1.1735,0.285,11
0.165,1.39,0.2865,11
0.115,0.77,0.157,11
0.16,0.745,0.157,11
0.175,1.233,0.247,11
0.195,1.6645,0.36,11
0.175,2.0505,0.526,11
0.165,1.139,0.2435,11
0.18,1.5865,0.375,11
0.215,1.931,0.4585,11
0.195,1.777,0.38,11
0.175,1.1275,0.262,11
0.15,0.997,0.283,11
0.215,2.657,0.4985,11
0.175,1.4715,0.315,11
0.14,1.0625,0.225,11
0.145,1.1335,0.2505,11
0.195,1.6275,0.3905,11
0.14,0.549,0.1275,11
0.145,0.6975,0.1575,11
0.195,1.4405,0.3805,11
0.19,1.1345,0.257,11
0.165,1.403,0.2515,11
0.195,1.764,0.3615,11
0.145,0.5175,0.1235,11
0.18,0.889,0.204,11
0.15,0.662,0.137,11
0.125,0.3595,0.0885,11
0.165,0.887,0.239,11
0.155,0.811,0.178,11
0.115,0.668,0.137,11
0.115,0.6295,0.144,11
0.135,0.5415,0.095,11
0.17,1.1805,0.337,11
0.1,0.302,0.064,11
0.175,1.3445,0.2875,11
0.17,1.13,0.267,11
0.08,0.488,0.125,11
0.155,1.0005,0.205,11
0.17,0.9,0.1905,11
0.18,1.3315,0.276,11
0.125,0.62,0.15,11
0.175,1.1955,0.247,11
0.185,1.56,0.383,11
0.17,1.527,0.2635,11
0.205,2.198,0.5225,11
0.2,2.073,0.4655,11
0.155,1.278,0.3045,11
0.14,0.5425,0.127,11
0.15,1.114,0.2205,11
0.155,1.121,0.178,11
0.16,0.907,0.167,11
0.17,1.5175,0.326,11
0.2,1.7405,0.297,11
0.19,2.3235,0.5115,11
0.115,0.6445,0.1245,11
0.13,0.92,0.2385,11
0.14,0.5995,0.1375,11
0.155,0.797,0.19,11
0.145,1.0285,0.2825,11
0.15,1.271,0.2425,11
0.16,1.089,0.198,11
0.125,0.5805,0.1335,11
0.135,0.97,0.1955,11
0.175,1.6605,0.3275,11
0.185,1.3835,0.3005,11
0.175,1.32,0.2375,11
0.14,0.4565,0.114,11
0.15,0.8805,0.234,11
0.145,0.83,0.1605,11
0.165,1.0285,0.253,11
0.14,1.133,0.2355,11
0.17,0.781,0.1555,11
0.14,0.6625,0.1555,11
0.165,1.1835,0.2375,11
0.155,1.059,0.19,11
0.14,0.8375,0.1735,11
0.175,1.825,0.3805,11
0.175,1.218,0.303,11
0.135,0.8245,0.2115,11
0.13,0.764,0.189,11
0.16,1.2075,0.282,11
0.14,0.5775,0.145,11
0.175,1.3005,0.284,11
0.145,0.9015,0.1785,11
0.195,1.7825,0.3235,11
0.175,1.4585,0.266,11
0.165,1.3075,0.284,11
0.13,0.466,0.099,11
0.1,0.363,0.065,11
0.2,1.7725,0.387,11
0.18,1.719,0.407,11
0.185,1.528,0.3025,11
0.12,0.94,0.257,11
0.1,0.2845,0.075,11
0.125,0.4365,0.1075,11
0.18,0.875,0.2005,11
0.195,1.348,0.4435,11
0.16,1.336,0.3205,11
0.19,1.6125,0.3685,11
0.2,1.4255,0.336,11
0.17,1.437,0.293,11
0.195,1.817,0.492,11
0.17,1.4575,0.318,11
0.185,1.346,0.2705,11
0.06,0.12,0.033,11
0.18,1.3695,0.318,11
0.215,0.9615,0.176,11
0.135,0.72,0.103,11
0.125,0.4495,0.1125,11
0.17,1.5595,0.3515,11
0.18,1.2435,0.308,11
0.15,0.7365,0.161,11
0.195,1.8325,0.366,11
0.16,1.46,0.311,11
0.17,1.3655,0.2885,11
0.15,0.9555,0.2425,11
0.23,1.157,0.2235,11
0.17,1.062,0.213,11
0.175,1.638,0.375,11
0.19,1.807,0.3655,11
0.155,0.785,0.227,11
0.15,0.8795,0.15,11
0.15,0.7335,0.163,11
0.135,0.7085,0.1525,11
0.185,1.672,0.364,11
0.2,1.463,0.2995,11
0.145,0.9355,0.1645,11
0.19,1.7315,0.398,11
0.125,0.8305,0.1785,11
0.135,0.712,0.1605,11
0.115,0.387,0.1005,11
0.12,0.3785,0.0915,11
0.15,1.081,0.242,11
0.19,1.9425,0.5195,11
0.155,0.9355,0.183,11
0.145,0.7895,0.171,11
0.115,0.9185,0.1785,11
0.125,0.4435,0.09,11
0.15,1.0255,0.2745,11
0.115,0.415,0.0925,11
0.21,2.548,0.5745,11
0.195,1.7475,0.383,11
0.18,1.272,0.295,11
0.175,1.107,0.24,11
0.175,1.3385,0.299,11
0.155,1.0385,0.2315,11
0.2,1.5455,0.3765,11
0.16,1.1115,0.2825,11
0.175,1.194,0.259,11
0.215,2.201,0.5235,11
0.125,0.6935,0.146,11
0.14,0.525,0.115,11
0.18,1.461,0.2425,11
0.15,0.96,0.2385,11
0.145,0.942,0.182,11
0.17,0.9945,0.263,11
0.125,0.6655,0.162,11
0.17,1.2265,0.377,11
0.22,1.662,0.378,11
0.18,0.7005,0.165,11
0.21,1.4385,0.3255,11
0.165,0.8945,0.239,11
0.115,0.3045,0.055,11
0.175,1.271,0.3075,11
0.12,0.347,0.084,11
0.18,1.652,0.381,11
0.165,1.087,0.232,11
0.175,1.443,0.3845,11
0.185,0.9585,0.1615,11
0.18,1.354,0.351,11
0.2,1.7365,0.3965,11
0.135,0.551,0.0715,11
0.22,1.666,0.4285,11
0.135,1.008,0.2245,11
0.185,1.792,0.367,11
0.12,0.9935,0.2385,11
0.11,0.346,0.073,11
0.115,0.3865,0.1065,11
0.155,1.04,0.25,11
0.165,0.86,0.1695,11
0.115,0.5945,0.148,11
0.09,0.233,0.0545,11
0.18,1.596,0.317,11
0.215,2.009,0.4475,11
0.17,1.385,0.2955,11
0.1,0.2275,0.0455,11
0.16,1.09,0.2965,11
0.16,0.955,0.176,11
0.185,1.1145,0.2635,11
0.17,1.4265,0.3395,11
0.165,1.1165,0.2615,11
0.125,0.672,0.1365,11
0.18,1.136,0.3245,11
0.175,1.292,0.269,11
0.19,1.1775,0.3365,11
0.18,1.434,0.264,11
0.175,1.907,0.4565,11
0.14,0.7325,0.1575,11
0.185,1.473,0.3025,11
0.155,1.2085,0.162,11
0.16,1.15,0.257,11
0.145,0.9385,0.1245,11
0.155,1.202,0.3135,11
0.22,2.015,0.454,11
0.19,1.6385,0.3575,11
0.185,1.6135,0.4035,11
0.12,0.4835,0.144,11
0.145,0.783,0.157,11
0.105,0.513,0.142,11
0.17,1.684,0.3265,11
0.1,0.368,0.0625,11
0.12,0.5895,0.128,11
0.09,0.1835,0.024,11
0.19,1.726,0.436,11
0.15,1.3165,0.2465,11
0.21,1.6785,0.308,11
0.12,0.5205,0.1625,11
0.195,1.7775,0.322,11
0.085,0.171,0.0365,11
0.22,1.914,0.448,11
0.16,1.2345,0.2625,11
0.16,1.6675,0.3775,11
0.175,1.473,0.282,11
0.165,1.251,0.227,11
0.165,1.2315,0.262,11
0.16,1.218,0.241,11
0.225,1.5615,0.487,11
0.15,1.079,0.2115,11
0.195,1.172,0.3115,11
0.2,1.787,0.385,11
0.14,0.788,0.1595,11
0.14,0.869,0.195,11
0.185,1.7185,0.401,11
0.19,1.274,0.23,11
0.105,0.416,0.097,11
0.19,1.7015,0.4105,11
0.15,0.8865,0.209,11
0.175,1.88,0.387,11
0.11,0.314,0.057,11
0.165,1.06,0.28,11
0.13,0.9025,0.174,11
0.16,1.289,0.253,11
0.175,1.5365,0.3585,11
0.165,1.3405,0.296,11
0.16,1.2915,0.2925,11
0.2,1.6075,0.339,11
0.165,1.4775,0.279,11
0.215,2.141,0.383,11
0.115,0.5915,0.1585,11
0.115,0.452,0.092,11
0.15,0.644,0.145,11
0.2,1.3825,0.285,11
0.145,1.3645,0.3405,11
0.2,1.737,0.3585,11
0.175,1.15,0.256,11
0.17,1.3475,0.25,11
0.15,0.8105,0.187,11
0.18,1.145,0.277,11
0.21,2.069,0.409,11
0.14,0.478,0.115,11
0.19,2.081,0.4305,11
0.18,1.529,0.3115,11
0.125,0.764,0.1505,11
0.165,1.2695,0.3065,11
0.17,1.58,0.4565,11
0.19,1.7375,0.4345,11
0.185,1.4195,0.3465,11
0.15,0.8215,0.1685,11
0.165,1.1895,0.3,11
0.165,1.6085,0.3145,11
0.16,1.1835,0.2385,11
0.18,1.492,0.36,11
0.135,0.8545,0.1775,11
0.13,0.8155,0.1365,11
0.13,0.515,0.1275,11
0.195,1.619,0.3305,11
0.185,1.759,0.313,11
0.215,1.938,0.4825,11
0.135,0.567,0.1465,11
0.15,1.172,0.254,11
0.16,1.532,0.357,11
0.155,0.966,0.171,11
0.165,1.0475,0.2345,11
0.19,1.67,0.4875,11
0.165,1.357,0.281,11
0.16,1.199,0.335,11
0.12,0.627,0.1415,11
0.175,1.5585,0.402,11
0.15,0.597,0.135,11
0.175,1.2075,0.281,11
0.12,0.4585,0.1,11
0.15,0.485,0.125,11
0.105,0.4285,0.083,11
0.155,1.0485,0.212,11
0.165,0.927,0.1985,11
0.155,1.0735,0.2585,11
0.16,1.31,0.369,11
0.205,1.337,0.2815,11
0.145,0.57,0.118,11
0.15,1.3735,0.293,11
0.195,1.297,0.2985,11
0.155,1.2555,0.374,11
0.2,1.7025,0.374,11
0.165,1.053,0.217,11
0.175,1.543,0.351,11
0.12,0.529,0.139,11
0.155,1.1955,0.211,11
0.155,0.9245,0.2195,11
0.21,2.236,0.5195,11
0.15,0.728,0.1575,11
0.155,1.014,0.1885,11
0.195,1.664,0.3855,11
0.155,1.229,0.29,11
0.175,0.7745,0.1875,11
0.155,0.9715,0.235,11
0.215,1.786,0.3615,11
0.185,1.169,0.2535,11
0.125,0.5395,0.128,11
0.17,1.197,0.2925,11
0.205,1.6195,0.315,11
0.175,2.14,0.3725,11
