@relation abalone

@attribute Diameter numeric
@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.375,0.13,11
0.55,0.32,11
0.475,0.35,11
0.425,0.25,11
0.515,0.4115,11
0.55,0.515,11
0.51,0.345,11
0.6,0.6745,11
0.44,0.195,11
0.39,0.2,11
0.45,0.285,11
0.515,0.4375,11
0.55,0.49,11
0.495,0.266,11
0.47,0.2445,11
0.59,0.435,11
0.49,0.335,11
0.57,0.4535,11
0.495,0.2875,11
0.49,0.339,11
0.425,0.255,11
0.555,0.455,11
0.44,0.26,11
0.45,0.29,11
0.345,0.12,11
0.49,0.305,11
0.45,0.295,11
0.49,0.285,11
0.48,0.325,11
0.475,0.3165,11
0.38,0.187,11
0.355,0.1125,11
0.52,0.432,11
0.53,0.405,11
0.43,0.235,11
0.55,0.4305,11
0.46,0.28,11
0.495,0.37,11
0.515,0.316,11
0.54,0.47,11
0.625,0.6785,11
0.49,0.395,11
0.47,0.285,11
0.41,0.21,11
0.39,0.1685,11
0.5,0.349,11
0.485,0.38,11
0.525,0.4065,11
0.555,0.5285,11
0.32,0.125,11
0.52,0.36,11
0.56,0.455,11
0.495,0.3245,11
0.52,0.406,11
0.515,0.355,11
0.505,0.3685,11
0.505,0.37,11
0.51,0.386,11
0.515,0.331,11
0.5,0.355,11
0.325,0.1135,11
0.56,0.44,11
0.465,0.35,11
0.475,0.26,11
0.415,0.235,11
0.515,0.385,11
0.52,0.385,11
0.475,0.35,11
0.53,0.35,11
0.385,0.175,11
0.43,0.27,11
0.56,0.398,11
0.35,0.13,11
0.495,0.315,11
0.49,0.3855,11
0.465,0.289,11
0.515,0.4115,11
0.51,0.3,11
0.495,0.3215,11
0.49,0.255,11
0.39,0.22,11
0.35,0.155,11
0.495,0.3525,11
0.425,0.285,11
0.51,0.4705,11
0.455,0.295,11
0.38,0.19,11
0.55,0.445,11
0.545,0.475,11
0.5,0.275,11
0.5,0.4535,11
0.54,0.42,11
0.525,0.378,11
0.525,0.405,11
0.47,0.284,11
0.54,0.465,11
0.555,0.434,11
0.495,0.3445,11
0.525,0.505,12
0.38,0.18,12
0.575,0.602,12
0.495,0.445,12
0.28,0.09,12
0.47,0.275,12
0.51,0.4,12
0.425,0.18,12
0.46,0.205,12
0.565,0.43,12
0.54,0.4715,12
0.45,0.31,12
0.395,0.185,12
0.48,0.313,12
0.365,0.1475,12
0.405,0.185,12
0.57,0.43,12
0.515,0.405,12
0.63,0.578,12
0.39,0.2235,12
0.5,0.35,12
0.415,0.22,12
0.525,0.407,12
0.62,0.642,12
0.325,0.14,12
0.475,0.3035,12
0.455,0.305,12
0.4,0.21,12
0.45,0.26,12
0.345,0.1515,12
0.525,0.42,12
0.48,0.3185,12
0.38,0.23,12
0.475,0.275,12
0.505,0.425,12
0.315,0.125,12
0.41,0.235,12
0.575,0.638,12
0.405,0.285,12
0.44,0.26,12
0.4,0.23,12
0.51,0.41,12
0.41,0.275,12
0.46,0.245,12
0.505,0.308,12
0.465,0.44,12
0.47,0.3145,12
0.435,0.216,12
0.39,0.1845,12
0.37,0.17,12
0.525,0.335,12
0.565,0.494,12
0.48,0.315,12
0.295,0.1105,12
0.345,0.14,12
0.415,0.195,12
0.48,0.35,12
0.5,0.39,12
0.53,0.49,12
0.5,0.418,12
0.44,0.3,12
0.495,0.36,12
0.55,0.375,12
0.465,0.262,12
0.325,0.12,12
0.5,0.3775,12
0.405,0.21,12
0.355,0.152,12
0.58,0.488,12
0.505,0.355,12
0.38,0.155,12
0.57,0.48,12
0.575,0.471,12
0.51,0.425,12
0.53,0.416,12
0.5,0.37,12
0.42,0.24,12
0.51,0.46,12
0.575,0.4825,12
0.51,0.675,12
0.405,0.245,12
0.48,0.306,12
0.535,0.415,12
0.45,0.265,12
0.6,0.621,12
0.45,0.25,12
0.525,0.455,12
0.59,0.625,12
0.5,0.4685,12
0.385,0.17,12
0.575,0.501,12
0.47,0.32,12
0.49,0.315,12
0.38,0.18,12
0.35,0.125,12
0.45,0.35,12
0.595,0.63,12
0.54,0.462,12
0.44,0.26,12
0.495,0.3225,12
0.515,0.369,12
0.52,0.37,12
0.525,0.461,12
0.44,0.27,12
0.44,0.245,12
0.45,0.37,12
0.555,0.516,12
0.535,0.4045,12
0.535,0.498,12
0.38,0.17,12
0.52,0.48,12
0.545,0.195,12
0.465,0.31,12
0.38,0.175,12
0.485,0.315,12
0.465,0.32,12
0.36,0.145,12
0.565,0.553,12
0.385,0.195,12
0.555,0.6195,12
0.485,0.335,12
0.44,0.27,12
0.36,0.13,12
0.615,0.726,12
0.495,0.315,12
0.45,0.255,12
0.38,0.215,12
0.465,0.305,12
0.585,0.5335,12
0.55,0.4,12
0.5,0.365,12
0.48,0.285,12
0.355,0.13,12
0.575,0.5365,12
0.36,0.225,12
0.45,0.279,12
0.46,0.305,12
0.355,0.168,12
0.45,0.265,12
0.465,0.3635,12
0.5,0.43,12
0.395,0.22,12
0.265,0.068,12
0.33,0.096,12
0.305,0.09,12
0.375,0.17,12
0.47,0.398,12
0.5,0.292,12
0.565,0.565,12
0.45,0.256,12
0.505,0.4,12
0.485,0.293,12
0.385,0.215,12
0.445,0.1825,12
0.55,0.5075,12
0.51,0.364,12
0.51,0.385,12
0.51,0.45,12
0.375,0.195,12
0.5,0.365,12
0.48,0.305,12
0.48,0.305,12
0.44,0.24,12
0.465,0.34,12
0.39,0.215,12
0.47,0.245,12
0.325,0.106,12
0.47,0.345,12
0.4,0.285,12
0.49,0.354,12
0.41,0.25,12
0.47,0.3115,12
0.45,0.33,12
0.385,0.262,12
0.38,0.165,12
0.47,0.5,12
0.5,0.32,12
0.505,0.355,12
0.495,0.33,12
0.465,0.265,12
0.485,0.345,12
0.415,0.245,12
0.445,0.28,12
0.44,0.24,12
0.445,0.295,12
0.44,0.32,12
0.5,0.335,12
0.415,0.28,12
0.51,0.4675,12
0.4,0.24,12
0.405,0.225,12
0.505,0.315,12
0.52,0.395,12
0.585,0.471,12
0.54,0.512,12
0.325,0.11,12
0.485,0.36,12
0.385,0.2,12
0.48,0.29,12
0.45,0.235,12
0.43,0.395,12
0.515,0.62,12
0.475,0.335,12
0.43,0.1775,12
0.51,0.4105,12
0.545,0.513,12
0.375,0.1945,12
0.455,0.315,12
0.425,0.22,12
0.42,0.215,12
0.39,0.2,12
0.485,0.3085,12
0.525,0.4,12
0.465,0.305,12
0.395,0.193,12
0.37,0.155,12
0.505,0.41,12
0.44,0.25,12
0.5,0.49,12
0.5,0.3705,12
0.505,0.4505,12
0.455,0.3,12
0.4,0.205,12
0.41,0.235,12
0.55,0.46,12
0.4,0.23,12
0.3,0.098,12
0.345,0.135,12
0.42,0.23,12
0.41,0.1815,12
0.395,0.24,12
0.285,0.0875,12
0.515,0.436,12
0.375,0.155,12
0.505,0.34,12
0.525,0.44,12
0.53,0.6855,12
0.375,0.17,12
0.45,0.23,12
0.495,0.355,12
0.56,1.005,18
0.475,0.32,18
0.5,0.485,18
0.455,0.32,18
0.51,0.315,18
0.37,0.169,18
0.5,0.445,18
0.475,0.34,18
0.35,0.155,18
0.54,0.78,18
0.525,0.53,18
0.475,0.305,18
0.48,0.47,18
0.49,0.35,18
0.455,0.32,18
0.45,0.385,18
0.54,0.475,18
0.505,0.39,18
0.585,0.5855,18
0.38,0.195,18
0.405,0.25,18
0.485,0.38,18
0.48,0.275,18
0.5,0.69,18
0.425,0.29,18
0.505,0.61,18
0.49,0.345,18
0.53,0.565,18
0.395,0.2495,18
0.525,0.41,18
0.485,0.33,18
0.525,0.35,18
0.45,0.295,18
0.315,0.13,18
0.53,0.42,18
0.41,0.205,18
0.435,0.355,18
0.455,0.26,18
0.505,0.36,13
0.575,0.5165,13
0.455,0.295,13
0.325,0.12,13
0.42,0.305,13
0.445,0.295,13
0.44,0.275,13
0.355,0.145,13
0.56,0.4625,13
0.545,0.498,13
0.525,0.3545,13
0.515,0.395,13
0.43,0.263,13
0.55,0.474,13
0.48,0.415,13
0.42,0.245,13
0.425,0.295,13
0.475,0.28,13
0.5,0.39,13
0.49,0.335,13
0.475,0.24,13
0.525,0.53,13
0.5,0.355,13
0.5,0.39,13
0.575,0.5015,13
0.415,0.27,13
0.53,0.41,13
0.525,0.365,13
0.35,0.175,13
0.525,0.505,13
0.42,0.23,13
0.4,0.21,13
0.35,0.125,13
0.39,0.2,13
0.245,0.05,13
0.52,0.4,13
0.405,0.28,13
0.425,0.24,13
0.475,0.33,13
0.49,0.345,13
0.345,0.154,13
0.465,0.39,13
0.42,0.205,13
0.43,0.355,13
0.445,0.32,13
0.54,0.4865,13
0.41,0.25,13
0.565,0.5675,13
0.5,0.3615,13
0.605,0.5235,13
0.415,0.31,13
0.425,0.275,13
0.49,0.355,13
0.475,0.305,13
0.485,0.28,13
0.455,0.293,13
0.435,0.275,13
0.425,0.335,13
0.4,0.195,13
0.545,0.469,13
0.445,0.275,13
0.575,0.538,13
0.46,0.315,13
0.42,0.34,13
0.45,0.315,13
0.355,0.13,13
0.47,0.3245,13
0.37,0.155,13
0.4,0.285,13
0.41,0.25,13
0.375,0.19,13
0.4,0.17,13
0.46,0.33,13
0.46,0.44,13
0.4,0.295,13
0.345,0.148,13
0.425,0.255,13
0.53,0.3555,13
0.48,0.325,13
0.335,0.14,13
0.55,0.5,13
0.42,0.29,13
0.5,0.345,13
0.435,0.39,13
0.51,0.32,13
0.39,0.18,13
0.55,0.4405,13
0.435,0.295,13
0.53,0.44,13
0.45,0.385,13
0.48,0.3,13
0.31,0.095,13
0.525,0.394,13
0.48,0.335,13
0.45,0.32,13
0.35,0.145,13
0.36,0.17,13
0.415,0.25,13
0.375,0.195,13
0.455,0.275,13
0.44,0.27,13
0.55,0.445,13
0.38,0.195,13
0.415,0.24,13
0.57,0.405,13
0.505,0.35,13
0.555,0.4535,13
0.535,0.335,13
0.375,0.175,13
0.41,0.3,13
0.465,0.295,13
0.39,0.185,13
0.345,0.12,13
0.42,0.21,13
0.41,0.265,13
0.515,0.41,13
0.4,0.2515,13
0.365,0.1345,13
0.55,0.412,13
0.385,0.165,13
0.4,0.235,13
0.45,0.25,13
0.46,0.29,13
0.55,0.535,13
0.515,0.535,13
0.495,0.485,13
0.5,0.405,13
0.3,0.0865,13
0.55,0.49,13
0.455,0.285,13
0.465,0.315,13
0.525,0.4525,13
0.465,0.34,13
0.39,0.195,13
0.435,0.29,13
0.55,0.511,13
0.49,0.343,13
0.47,0.36,13
0.475,0.295,13
0.33,0.17,13
0.415,0.285,13
0.465,0.4,13
0.485,0.355,13
0.495,0.35,13
0.455,0.3,13
0.51,0.3935,13
0.355,0.115,13
0.38,0.22,13
0.38,0.185,13
0.545,0.575,13
0.525,0.4355,13
0.605,0.646,13
0.495,0.52,13
0.495,0.335,13
0.475,0.3805,13
0.58,0.5305,13
0.545,0.4505,13
0.535,0.46,13
0.355,0.168,13
0.475,0.275,13
0.545,0.4645,13
0.575,0.51,13
0.515,0.405,13
0.47,0.4,13
0.54,0.437,13
0.395,0.2,13
0.45,0.26,13
0.38,0.212,13
0.55,0.44,13
0.4,0.22,13
0.435,0.335,13
0.415,0.25,13
0.435,0.25,13
0.42,0.2875,13
0.51,0.3645,13
0.255,0.06,13
0.385,0.27,13
0.34,0.2,13
0.4,0.255,13
0.485,0.42,13
0.44,0.28,13
0.52,0.45,13
0.255,0.053,5
0.205,0.034,5
0.175,0.0215,5
0.22,0.03,5
0.225,0.04,5
0.175,0.021,5
0.25,0.05,5
0.32,0.1,5
0.185,0.023,5
0.135,0.01,5
0.305,0.095,5
0.18,0.0225,5
0.22,0.037,5
0.215,0.033,5
0.135,0.01,5
0.21,0.03,5
0.255,0.05,5
0.32,0.073,5
0.175,0.02,5
0.185,0.0225,5
0.175,0.02,5
0.205,0.0325,5
0.115,0.0075,5
0.295,0.0765,5
0.2,0.035,5
0.28,0.0655,5
0.18,0.025,5
0.29,0.061,5
0.27,0.055,5
0.17,0.016,5
0.165,0.0185,5
0.145,0.01,5
0.165,0.02,5
0.23,0.0445,5
0.265,0.055,5
0.185,0.0225,5
0.195,0.0285,5
0.21,0.035,5
0.21,0.0335,5
0.215,0.035,5
0.22,0.035,5
0.25,0.045,5
0.19,0.03,5
0.205,0.0435,5
0.205,0.0315,5
0.265,0.06,5
0.22,0.03,5
0.215,0.032,5
0.225,0.04,5
0.275,0.07,5
0.13,0.0125,5
0.245,0.045,5
0.195,0.03,5
0.13,0.009,5
0.235,0.047,5
0.2,0.035,5
0.19,0.031,5
0.22,0.035,5
0.215,0.031,5
0.215,0.045,5
0.15,0.01,5
0.2,0.03,5
0.18,0.02,5
0.275,0.068,5
0.2,0.03,5
0.18,0.0225,5
0.14,0.01,5
0.195,0.025,5
0.26,0.055,5
0.21,0.031,5
0.34,0.1015,5
0.27,0.082,5
0.23,0.0385,5
0.235,0.05,5
0.22,0.0315,5
0.265,0.0585,5
0.175,0.0705,5
0.19,0.025,5
0.19,0.025,5
0.225,0.044,5
0.23,0.045,5
0.21,0.033,5
0.15,0.012,5
0.175,0.02,5
0.29,0.0765,5
0.26,0.06,5
0.23,0.0385,5
0.125,0.008,5
0.215,0.038,5
0.19,0.025,5
0.2,0.027,5
0.12,0.005,5
0.21,0.03,5
0.17,0.0155,5
0.155,0.015,5
0.3,0.0675,5
0.3,0.077,5
0.28,0.058,5
0.13,0.0465,5
0.25,0.045,5
0.16,0.015,5
0.205,0.0495,5
0.255,0.05,5
0.17,0.013,5
0.15,0.013,4
0.18,0.02,4
0.12,0.005,4
0.125,0.0085,4
0.195,0.026,4
0.15,0.015,4
0.105,0.005,4
0.17,0.016,4
0.235,0.043,4
0.155,0.007,4
0.145,0.011,4
0.15,0.0105,4
0.215,0.042,4
0.165,0.015,4
0.15,0.013,4
0.185,0.02,4
0.195,0.0255,4
0.105,0.005,4
0.115,0.005,4
0.135,0.01,4
0.165,0.036,4
0.13,0.008,4
0.15,0.0065,4
0.095,0.0035,4
0.185,0.02,4
0.21,0.03,4
0.13,0.0095,4
0.125,0.008,4
0.16,0.015,4
0.11,0.006,4
0.23,0.045,4
0.16,0.015,4
0.125,0.009,4
0.105,0.005,4
0.18,0.018,4
0.2,0.026,4
0.11,0.005,4
0.135,0.0095,4
0.17,0.017,4
0.195,0.021,4
0.125,0.005,4
0.18,0.02,4
0.175,0.02,4
0.205,0.0215,4
0.27,0.064,4
0.205,0.0305,4
0.16,0.015,4
0.12,0.0345,4
0.19,0.025,4
0.145,0.011,4
0.145,0.015,4
0.335,0.09,6
0.24,0.048,6
0.25,0.054,6
0.34,0.1145,6
0.27,0.065,6
0.17,0.02,6
0.28,0.0635,6
0.21,0.035,6
0.245,0.0505,6
0.21,0.03,6
0.26,0.085,6
0.33,0.119,6
0.265,0.06,6
0.33,0.097,6
0.24,0.05,6
0.285,0.0715,6
0.3,0.075,6
0.27,0.063,6
0.33,0.0885,6
0.29,0.08,6
0.255,0.06,6
0.275,0.0775,6
0.24,0.05,6
0.295,0.066,6
0.35,0.118,6
0.27,0.058,6
0.3,0.085,6
0.27,0.07,6
0.35,0.1095,6
0.215,0.03,6
0.17,0.022,6
0.275,0.0755,6
0.27,0.065,6
0.45,0.23,6
0.29,0.067,6
0.2,0.03,6
0.24,0.038,6
0.31,0.105,6
0.3,0.082,6
0.45,0.225,6
0.205,0.035,6
0.23,0.3505,6
0.23,0.0415,6
0.3,0.0935,6
0.33,0.09,6
0.37,0.1555,6
0.31,0.087,6
0.305,0.091,6
0.33,0.096,6
0.375,0.155,6
0.355,0.1365,6
0.195,0.025,6
0.27,0.075,6
0.225,0.0365,6
0.27,0.0615,6
0.245,0.1125,6
0.245,0.045,6
0.34,0.1075,6
0.25,0.055,6
0.35,0.115,6
0.2,0.03,6
0.28,0.085,6
0.265,0.065,6
0.265,0.0445,6
0.305,0.09,6
0.185,0.025,6
0.2,0.03,6
0.235,0.0425,6
0.39,0.131,6
0.3,0.11,6
0.24,0.055,6
0.235,0.039,6
0.245,0.053,6
0.24,0.083,6
0.41,0.1835,6
0.4,0.1385,6
0.32,0.0945,6
0.275,0.21,6
0.275,0.07,6
0.315,0.0765,6
0.215,0.0885,6
0.225,0.09,6
0.475,0.271,6
0.35,0.11,6
0.3,0.0805,6
0.31,0.091,6
0.25,0.055,6
0.185,0.025,6
0.225,0.0415,6
0.27,0.054,6
0.195,0.028,6
0.25,0.0575,6
0.285,0.075,6
0.275,0.075,6
0.125,0.008,6
0.29,0.075,6
0.21,0.03,6
0.335,0.11,6
0.26,0.055,6
0.265,0.055,6
0.325,0.106,6
0.255,0.06,6
0.33,0.102,6
0.29,0.086,6
0.385,0.1575,6
0.37,0.1345,6
0.27,0.065,6
0.175,0.019,6
0.24,0.043,6
0.265,0.054,6
0.29,0.086,6
0.23,0.045,6
0.195,0.03,6
0.265,0.07,6
0.245,0.06,6
0.23,0.038,6
0.28,0.055,6
0.315,0.105,6
0.215,0.03,6
0.28,0.062,6
0.315,0.093,6
0.21,0.03,6
0.315,0.091,6
0.4,0.35,6
0.14,0.0135,6
0.375,0.15,6
0.325,0.105,6
0.18,0.018,6
0.31,0.085,6
0.3,0.1025,6
0.235,0.045,6
0.235,0.045,6
0.42,0.1505,6
0.375,0.1295,6
0.215,0.035,6
0.26,0.06,6
0.255,0.0525,6
0.375,0.15,6
0.345,0.109,6
0.215,0.0405,6
0.27,0.065,6
0.325,0.11,6
0.27,0.062,6
0.34,0.1185,6
0.3,0.075,6
0.22,0.035,6
0.28,0.0645,6
0.335,0.1,6
0.24,0.041,6
0.215,0.027,6
0.32,0.087,6
0.23,0.037,6
0.315,0.09,6
0.26,0.07,6
0.195,0.0245,6
0.23,0.0505,6
0.29,0.077,6
0.225,0.0405,6
0.225,0.045,6
0.27,0.07,6
0.345,0.111,6
0.22,0.035,6
0.195,0.0355,6
0.345,0.134,6
0.255,0.055,6
0.31,0.088,6
0.19,0.027,6
0.335,0.1195,6
0.205,0.03,6
0.265,0.056,6
0.29,0.082,6
0.22,0.05,6
0.22,0.042,6
0.28,0.085,6
0.285,0.07,6
0.33,0.103,6
0.375,0.17,6
0.28,0.065,6
0.25,0.0455,6
0.24,0.045,6
0.285,0.0675,6
0.38,0.142,6
0.3,0.08,6
0.31,0.0975,6
0.26,0.055,6
0.27,0.062,6
0.29,0.0825,6
0.34,0.1,6
0.325,0.098,6
0.26,0.055,6
0.25,0.0495,6
0.35,0.135,6
0.23,0.05,6
0.31,0.088,6
0.25,0.046,6
0.475,0.335,6
0.22,0.039,6
0.38,0.147,6
0.185,0.025,6
0.27,0.0655,6
0.315,0.08,6
0.19,0.03,6
0.22,0.045,6
0.26,0.054,6
0.33,0.098,6
0.31,0.094,6
0.28,0.067,6
0.34,0.088,6
0.36,0.13,6
0.265,0.06,6
0.35,0.13,6
0.23,0.0345,6
0.35,0.1175,6
0.275,0.065,6
0.265,0.053,6
0.275,0.072,6
0.315,0.087,6
0.325,0.106,6
0.25,0.0575,6
0.28,0.07,6
0.31,0.083,6
0.275,0.0615,6
0.25,0.041,6
0.325,0.0945,6
0.39,0.1565,6
0.28,0.055,6
0.275,0.07,6
0.275,0.0755,6
0.345,0.1305,6
0.19,0.03,6
0.235,0.04,6
0.22,0.035,6
0.325,0.105,6
0.365,0.205,21
0.51,0.57,21
0.455,0.375,21
0.475,0.58,21
0.535,0.47,21
0.485,0.39,21
0.42,0.445,21
0.39,0.17,21
0.5,0.725,21
0.55,0.585,21
0.55,0.4,21
0.59,0.58,21
0.415,0.265,21
0.515,0.33,17
0.495,0.725,17
0.41,0.215,17
0.55,0.625,17
0.36,0.195,17
0.56,0.47,17
0.435,0.325,17
0.46,0.37,17
0.485,0.485,17
0.505,0.435,17
0.5,0.37,17
0.4,0.3,17
0.555,0.36,17
0.54,0.415,17
0.385,0.17,17
0.43,0.235,17
0.58,0.601,17
0.405,0.26,17
0.465,0.385,17
0.565,0.565,17
0.51,0.57,17
0.565,0.885,17
0.595,0.897,17
0.48,0.515,17
0.435,0.27,17
0.465,0.375,17
0.465,0.4,17
0.44,0.3,17
0.38,0.205,17
0.45,0.29,17
0.435,0.295,17
0.425,0.255,17
0.52,0.45,17
0.475,0.35,17
0.56,0.525,17
0.52,0.455,17
0.455,0.3,17
0.425,0.278,17
0.425,0.275,17
0.5,0.395,17
0.57,0.6585,17
0.42,0.265,17
0.44,0.3,17
0.4,0.205,17
0.415,0.2645,17
0.405,0.315,17
0.47,0.35,17
0.485,0.42,17
0.535,0.475,17
0.42,0.25,17
0.5,0.345,17
0.48,0.41,17
0.505,0.435,22
0.54,0.585,22
0.42,0.255,22
0.525,0.55,22
0.395,0.245,22
0.055,0.0015,1
0.11,0.005,3
0.125,0.01,3
0.155,0.014,3
0.13,0.009,3
0.15,0.0125,3
0.105,0.004,3
0.11,0.005,3
0.175,0.017,3
0.12,0.005,3
0.14,0.0105,3
0.09,0.003,3
0.15,0.01,3
0.1,0.004,3
0.12,0.014,3
0.495,0.375,26
0.485,0.46,23
0.47,0.435,23
0.385,0.24,23
0.4,0.3,23
0.63,0.62,23
0.415,0.26,23
0.38,0.265,23
0.49,0.36,23
0.585,0.475,29
0.1,0.005,2
0.465,0.525,27
0.49,0.51,25
0.54,0.71,24
0.54,0.555,24
