@relation abalone

@attribute Sex {M,F,I}
@attribute Diameter numeric
@attribute Whole_weight numeric
@attribute Shucked_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
F,0.52,1.3345,0.667,10
F,0.43,0.717,0.289,10
M,0.47,1.0865,0.511,10
F,0.495,1.1655,0.536,10
M,0.43,0.8265,0.4405,10
M,0.535,1.3845,0.6615,10
F,0.42,0.754,0.256,10
F,0.51,1.35,0.575,10
F,0.51,1.375,0.531,10
M,0.43,0.798,0.365,10
M,0.46,0.892,0.4415,10
F,0.485,1.0565,0.37,10
F,0.48,1.1615,0.513,10
I,0.385,0.56,0.2835,8
M,0.39,0.5585,0.2575,8
M,0.45,0.8685,0.418,8
I,0.37,0.3965,0.1485,8
M,0.35,0.458,0.2,8
M,0.46,0.9155,0.4005,8
F,0.53,1.2835,0.583,8
I,0.325,0.82,0.4005,8
F,0.455,1.063,0.5155,8
F,0.46,1.0115,0.445,8
I,0.375,0.5755,0.31,8
I,0.435,0.804,0.34,8
M,0.455,1.114,0.4765,8
I,0.31,0.2865,0.115,8
I,0.385,0.625,0.3095,8
I,0.245,0.1435,0.053,8
F,0.43,0.84,0.375,8
I,0.39,0.567,0.2875,8
M,0.385,0.7275,0.343,8
M,0.48,1.05,0.457,8
I,0.375,0.5445,0.279,8
I,0.355,0.4725,0.2065,8
I,0.34,0.386,0.1805,8
M,0.34,0.4215,0.175,8
I,0.4,0.5655,0.2435,8
I,0.32,0.3675,0.1675,8
M,0.455,0.852,0.41,8
M,0.39,0.617,0.25,8
M,0.385,0.649,0.32,8
M,0.465,0.9895,0.4235,8
M,0.38,0.5865,0.2385,8
M,0.44,0.985,0.4645,8
M,0.48,1.286,0.604,8
I,0.345,0.415,0.187,8
I,0.34,0.4385,0.21,8
M,0.335,0.4405,0.19,8
F,0.3,0.3025,0.1335,8
I,0.27,0.2105,0.0865,8
M,0.295,0.241,0.0865,8
I,0.325,0.335,0.136,8
I,0.375,0.589,0.3075,8
I,0.44,0.7235,0.349,8
M,0.485,1.0145,0.5315,8
I,0.28,0.196,0.082,8
F,0.33,0.406,0.1635,8
M,0.455,0.945,0.4365,8
F,0.45,0.8495,0.4215,8
I,0.36,0.452,0.191,8
M,0.365,0.521,0.25,8
M,0.415,0.7615,0.3695,8
I,0.425,0.648,0.2835,8
M,0.45,0.9655,0.498,8
F,0.33,0.4005,0.143,8
I,0.29,0.2745,0.135,8
M,0.415,0.751,0.3295,8
I,0.4,0.5935,0.239,8
I,0.385,0.7665,0.3985,8
I,0.38,0.441,0.1785,8
I,0.345,0.4295,0.212,8
I,0.355,0.468,0.201,8
M,0.315,0.4015,0.199,8
F,0.48,1.2095,0.5225,8
F,0.51,1.486,0.7595,8
I,0.36,0.439,0.1875,8
M,0.39,0.6435,0.2945,8
I,0.24,0.137,0.0545,8
M,0.48,1.1785,0.5185,8
M,0.375,0.5805,0.266,8
I,0.38,0.5155,0.215,8
M,0.35,0.3615,0.1565,8
M,0.47,0.928,0.4225,8
F,0.455,0.8755,0.411,8
M,0.455,0.9795,0.444,8
I,0.335,0.411,0.1985,8
M,0.465,0.9065,0.371,8
M,0.435,0.99,0.5795,8
F,0.475,1.1155,0.509,8
M,0.44,0.838,0.4155,8
M,0.45,0.8275,0.321,8
I,0.36,0.6325,0.2825,8
I,0.405,0.599,0.3065,8
I,0.34,0.3245,0.1385,8
I,0.38,0.6245,0.3395,8
I,0.255,0.1745,0.072,8
I,0.285,0.244,0.1215,8
I,0.395,0.6635,0.32,8
I,0.37,0.536,0.251,8
I,0.345,0.434,0.207,8
I,0.425,0.664,0.2695,8
F,0.325,0.3185,0.134,8
F,0.425,0.782,0.3695,8
F,0.4,0.6615,0.2565,8
M,0.435,0.874,0.3735,8
I,0.375,0.521,0.2,8
M,0.23,0.125,0.042,8
M,0.455,0.867,0.3765,8
I,0.375,0.507,0.241,8
I,0.41,0.5185,0.2165,8
I,0.295,0.2725,0.115,8
M,0.375,0.4265,0.1685,8
I,0.43,0.9845,0.4525,8
M,0.475,0.884,0.3835,8
I,0.3,0.28,0.141,8
I,0.38,0.5095,0.2065,8
M,0.47,1.1685,0.539,8
M,0.45,1.0025,0.547,8
I,0.4,0.6455,0.325,8
F,0.39,0.66,0.3045,8
M,0.47,0.9955,0.481,8
I,0.35,0.471,0.252,8
I,0.355,0.393,0.167,8
F,0.415,0.724,0.3475,8
F,0.46,0.926,0.4025,8
I,0.375,0.4155,0.17,8
I,0.385,0.587,0.264,8
F,0.43,0.909,0.438,8
I,0.37,0.538,0.271,8
F,0.445,0.888,0.41,8
F,0.365,0.5885,0.318,8
M,0.44,0.87,0.3945,8
M,0.48,1.1495,0.564,8
I,0.365,0.651,0.3165,8
F,0.405,0.889,0.4055,8
I,0.28,0.2255,0.0885,8
F,0.445,0.8775,0.412,8
M,0.385,0.562,0.289,8
I,0.38,0.5395,0.2295,8
M,0.36,0.547,0.2165,8
I,0.335,0.4055,0.175,8
I,0.3,0.3515,0.141,8
F,0.355,0.594,0.332,8
I,0.39,0.583,0.294,8
I,0.27,0.232,0.12,8
I,0.42,0.74,0.3595,8
M,0.44,0.8725,0.387,8
F,0.445,1.1465,0.551,8
M,0.305,0.2605,0.1145,8
M,0.39,0.599,0.251,8
M,0.415,0.753,0.258,8
M,0.4,0.7575,0.398,8
F,0.355,0.8795,0.3485,8
I,0.355,0.4585,0.194,8
M,0.45,0.7805,0.3795,8
I,0.345,0.3685,0.1525,8
M,0.465,1.193,0.5145,8
F,0.32,0.353,0.1405,8
I,0.46,0.8335,0.377,8
I,0.4,0.7045,0.334,8
M,0.4,0.7205,0.3685,8
M,0.445,0.9875,0.504,8
I,0.375,0.487,0.196,8
I,0.37,0.5555,0.25,8
F,0.46,0.7875,0.3395,8
I,0.285,0.226,0.1135,8
M,0.485,1.278,0.637,8
M,0.505,1.131,0.5425,8
I,0.3,0.279,0.134,8
I,0.3,0.308,0.1525,8
M,0.325,0.4305,0.2235,8
I,0.385,0.585,0.2755,8
M,0.425,0.812,0.4035,8
I,0.435,0.4265,0.195,8
I,0.44,0.755,0.3425,8
M,0.515,1.3855,0.621,8
I,0.355,0.5805,0.255,8
I,0.34,0.3405,0.1395,8
I,0.385,1.0835,0.4955,8
I,0.32,0.3075,0.149,8
F,0.44,0.8435,0.434,8
F,0.48,1.2495,0.4945,8
I,0.34,0.3795,0.1495,8
I,0.32,0.34,0.1745,8
F,0.41,0.7905,0.4065,8
I,0.415,0.5705,0.25,8
I,0.34,0.428,0.2065,8
I,0.37,0.5445,0.249,8
M,0.415,0.78,0.3165,8
I,0.26,0.192,0.0785,8
M,0.455,1.1915,0.696,8
F,0.43,0.923,0.4035,8
M,0.31,0.3245,0.1305,8
I,0.4,0.5605,0.2255,8
F,0.34,0.364,0.148,8
M,0.385,0.5115,0.246,8
I,0.325,0.405,0.1695,8
M,0.435,0.7495,0.341,8
M,0.41,0.796,0.3865,8
M,0.255,0.1635,0.0615,8
I,0.275,0.22,0.092,8
M,0.375,0.5,0.21,8
I,0.375,0.5225,0.2265,8
I,0.38,0.615,0.261,8
I,0.35,0.547,0.245,8
M,0.355,0.479,0.2125,8
F,0.38,0.608,0.2705,8
I,0.23,0.1275,0.0435,8
F,0.48,1.1125,0.5635,8
F,0.45,0.9045,0.405,8
I,0.355,0.4445,0.197,8
I,0.39,0.6255,0.2525,8
M,0.3,0.2505,0.106,8
I,0.28,0.215,0.0845,8
M,0.485,1.175,0.475,8
M,0.265,0.201,0.069,8
I,0.35,0.514,0.253,8
I,0.42,0.7095,0.35,8
F,0.48,1.2525,0.585,8
F,0.405,0.776,0.32,8
I,0.42,0.8935,0.4235,8
I,0.305,0.284,0.1135,8
F,0.425,0.746,0.3005,8
I,0.31,0.91,0.416,8
I,0.26,0.221,0.0985,8
I,0.325,0.4965,0.258,8
I,0.43,0.7595,0.358,8
I,0.31,0.2805,0.1125,8
M,0.35,0.4775,0.1885,8
I,0.29,0.3,0.14,8
I,0.395,0.556,0.2695,8
I,0.38,0.5,0.205,8
I,0.39,0.5705,0.238,8
F,0.375,0.6015,0.2765,8
M,0.45,0.858,0.4285,8
M,0.52,1.561,0.709,8
M,0.44,0.8275,0.3415,8
I,0.395,0.608,0.297,8
M,0.32,0.4565,0.2435,8
I,0.375,0.4615,0.204,8
I,0.415,0.5765,0.3595,8
M,0.36,0.439,0.194,8
F,0.45,0.7805,0.3345,8
I,0.4,0.7165,0.3495,8
I,0.38,0.5345,0.2375,8
F,0.42,0.8875,0.4315,8
I,0.315,0.3245,0.151,8
M,0.455,0.906,0.4095,8
M,0.41,0.599,0.2345,8
I,0.39,0.531,0.2415,8
I,0.365,0.462,0.2135,8
I,0.38,0.5215,0.2215,8
I,0.4,0.622,0.278,8
M,0.415,0.845,0.3525,8
F,0.415,0.8145,0.427,8
I,0.255,0.1655,0.063,8
M,0.375,0.523,0.214,8
I,0.29,0.2505,0.112,8
F,0.445,0.8725,0.417,8
F,0.365,0.4305,0.184,8
I,0.45,0.794,0.3815,8
I,0.45,0.753,0.3445,8
I,0.39,0.597,0.293,8
I,0.325,0.306,0.111,8
M,0.325,0.413,0.144,8
I,0.425,0.686,0.3475,8
M,0.275,0.2685,0.0975,8
I,0.415,0.7815,0.373,8
I,0.28,0.2755,0.1305,8
M,0.39,0.6125,0.302,8
M,0.425,0.79,0.372,8
F,0.465,1.1005,0.5415,8
I,0.28,0.2175,0.097,8
M,0.28,0.252,0.1065,8
M,0.36,0.578,0.2825,8
I,0.42,0.636,0.294,8
I,0.355,0.3615,0.1415,8
M,0.385,0.5895,0.2765,8
M,0.44,0.827,0.3395,8
I,0.405,0.6015,0.3015,8
F,0.455,1.107,0.54,8
M,0.37,0.649,0.347,8
M,0.435,1.065,0.486,8
I,0.43,0.772,0.289,8
M,0.395,1.007,0.472,8
I,0.425,0.7665,0.339,8
I,0.325,0.314,0.1295,8
F,0.46,1.235,0.6025,8
F,0.435,1.012,0.477,8
I,0.36,0.4355,0.196,8
I,0.4,0.6275,0.3015,8
F,0.35,0.6265,0.259,8
F,0.305,0.2815,0.1255,8
M,0.38,0.554,0.2935,8
I,0.365,0.4545,0.171,8
I,0.375,0.557,0.2275,8
I,0.31,0.3425,0.1785,8
M,0.425,0.9365,0.497,8
I,0.4,0.578,0.2545,8
I,0.385,0.6115,0.3175,8
I,0.365,0.411,0.175,8
M,0.37,0.643,0.349,8
I,0.23,0.144,0.053,8
I,0.345,0.4005,0.164,8
I,0.365,0.5205,0.195,8
I,0.395,0.5525,0.234,8
F,0.46,1.0515,0.4095,8
I,0.34,0.396,0.1775,8
I,0.255,0.1785,0.0855,8
F,0.455,1.275,0.583,8
I,0.395,0.551,0.248,8
I,0.43,0.7005,0.3395,8
F,0.45,1.137,0.5585,8
F,0.42,0.627,0.2905,8
I,0.32,0.3275,0.1495,8
I,0.25,0.185,0.0795,8
I,0.4,0.624,0.3035,8
I,0.32,0.409,0.2055,8
I,0.335,0.444,0.225,8
F,0.35,0.487,0.1955,8
I,0.315,0.3,0.124,8
M,0.45,0.874,0.369,8
I,0.24,0.152,0.0565,8
M,0.48,1.031,0.4375,8
M,0.38,0.5825,0.2505,8
F,0.42,0.931,0.4445,8
M,0.41,0.6835,0.3125,8
I,0.29,0.2365,0.1,8
I,0.355,0.4495,0.201,8
F,0.35,0.4085,0.165,8
F,0.5,1.0705,0.371,8
I,0.375,0.494,0.211,8
M,0.51,1.308,0.544,8
I,0.31,0.311,0.1125,8
I,0.36,0.492,0.211,8
I,0.415,0.6385,0.2945,8
I,0.405,0.5945,0.27,8
I,0.44,0.983,0.486,8
M,0.395,0.6335,0.3035,8
F,0.43,0.84,0.395,8
M,0.45,0.7995,0.336,8
M,0.415,0.852,0.43,8
M,0.39,0.769,0.3935,8
M,0.35,0.46,0.174,8
M,0.45,0.9275,0.477,8
I,0.42,0.658,0.296,8
I,0.195,0.102,0.045,8
F,0.355,0.441,0.1525,8
I,0.32,0.262,0.1235,8
M,0.47,0.861,0.413,8
F,0.445,0.95,0.484,8
M,0.395,0.7635,0.3375,8
I,0.41,0.7025,0.31,8
M,0.465,0.9505,0.456,8
I,0.4,0.617,0.279,8
F,0.435,1.0305,0.4605,8
I,0.325,0.326,0.1325,8
I,0.315,0.3645,0.1765,8
I,0.28,0.2025,0.0825,8
I,0.345,0.393,0.1825,8
F,0.47,1.0745,0.4925,8
F,0.465,1.011,0.479,8
I,0.39,0.5955,0.2455,8
I,0.285,0.239,0.105,8
F,0.46,1.065,0.4985,8
M,0.255,0.3175,0.137,8
F,0.34,0.382,0.154,8
M,0.355,0.5315,0.2725,8
F,0.49,1.144,0.5015,8
I,0.365,0.461,0.2205,8
F,0.305,0.32,0.1305,8
I,0.45,0.8915,0.3975,8
I,0.4,0.597,0.2935,8
M,0.48,1.2065,0.587,8
M,0.405,0.7185,0.3265,8
M,0.465,1.027,0.537,8
M,0.405,0.7035,0.347,8
I,0.375,0.562,0.2505,8
M,0.47,1.1325,0.589,8
M,0.5,1.082,0.5785,8
M,0.365,1.029,0.4235,8
I,0.3,0.259,0.0955,8
M,0.355,0.48,0.234,8
F,0.49,1.1075,0.4485,8
I,0.325,0.316,0.1385,8
M,0.385,0.5785,0.253,8
M,0.35,0.4655,0.2075,8
M,0.485,1.2275,0.61,8
I,0.31,0.3505,0.1645,8
I,0.395,0.5395,0.2465,8
F,0.36,0.4705,0.1635,8
I,0.355,0.499,0.21,8
I,0.39,0.685,0.362,8
I,0.33,0.365,0.14,8
F,0.475,1.0725,0.4895,8
I,0.325,0.354,0.1625,8
F,0.435,0.9,0.4175,8
I,0.37,0.4715,0.2075,8
I,0.3,0.304,0.129,8
I,0.34,0.4045,0.171,8
M,0.335,0.406,0.166,8
F,0.425,0.8765,0.455,8
I,0.215,0.116,0.037,8
I,0.285,0.2225,0.0865,8
F,0.48,0.897,0.4235,8
I,0.325,0.361,0.1605,8
F,0.5,1.29,0.593,8
M,0.365,0.612,0.327,8
I,0.48,0.9175,0.38,8
M,0.395,0.553,0.224,8
I,0.375,0.494,0.181,8
I,0.355,0.5035,0.2535,8
I,0.3,0.2995,0.1265,8
M,0.28,0.224,0.0815,8
M,0.39,0.678,0.341,8
F,0.43,0.655,0.2635,8
F,0.425,0.7585,0.325,8
F,0.385,0.632,0.282,8
I,0.36,0.5155,0.2465,8
M,0.485,1.0835,0.5305,8
I,0.365,0.4475,0.1895,8
F,0.265,0.2065,0.078,8
I,0.355,0.4775,0.2145,8
F,0.355,0.5225,0.237,8
I,0.37,0.514,0.2385,8
I,0.21,0.1,0.038,8
M,0.265,0.168,0.05,8
I,0.375,0.529,0.2235,8
M,0.42,0.8745,0.416,8
I,0.375,0.543,0.2375,8
F,0.325,0.445,0.165,8
I,0.405,0.6795,0.3465,8
M,0.35,0.4425,0.192,8
I,0.34,0.371,0.15,8
I,0.37,0.5065,0.2425,8
I,0.35,0.456,0.21,8
I,0.33,0.335,0.156,8
F,0.475,1.072,0.433,8
I,0.365,0.5185,0.268,8
M,0.355,0.981,0.465,8
I,0.38,0.519,0.2485,8
I,0.355,0.601,0.25,8
I,0.2,0.0995,0.0395,8
F,0.465,1.1025,0.5455,8
I,0.26,0.1925,0.077,8
M,0.48,1.2435,0.5575,8
M,0.41,0.939,0.4475,8
M,0.355,0.464,0.221,8
I,0.225,0.101,0.036,8
I,0.305,0.2715,0.092,8
M,0.44,0.9155,0.3645,8
F,0.275,0.227,0.093,8
I,0.455,0.8725,0.349,8
M,0.54,1.71,0.7725,8
M,0.44,0.85,0.4165,8
M,0.37,0.5135,0.243,8
I,0.32,0.378,0.152,8
I,0.4,0.6445,0.345,8
F,0.495,1.153,0.536,8
M,0.445,0.8965,0.42,8
I,0.35,0.5465,0.2735,8
F,0.34,0.3975,0.1505,8
F,0.44,0.6405,0.336,8
I,0.355,0.4975,0.2375,8
F,0.48,0.991,0.4735,8
I,0.375,0.614,0.2855,8
I,0.31,0.2665,0.1185,8
I,0.355,0.48,0.2055,8
M,0.345,0.4935,0.2435,8
I,0.325,0.3995,0.1815,8
M,0.525,1.7005,0.8255,8
F,0.46,0.9735,0.427,8
I,0.31,0.312,0.138,8
M,0.33,0.4955,0.2575,8
I,0.4,0.616,0.261,8
M,0.525,1.363,0.629,8
F,0.4,0.615,0.2865,8
M,0.43,0.8675,0.4,8
M,0.5,1.238,0.6165,8
M,0.195,0.08,0.0315,8
F,0.365,0.6395,0.2945,8
I,0.395,0.475,0.2025,8
I,0.43,0.728,0.3355,8
I,0.33,0.358,0.1525,8
F,0.43,0.834,0.367,8
I,0.315,0.384,0.1885,8
I,0.38,0.5545,0.288,8
F,0.43,0.8745,0.453,8
M,0.41,0.7545,0.3495,8
F,0.425,0.964,0.5475,8
I,0.3,0.5965,0.259,8
M,0.36,0.5135,0.241,8
M,0.47,1.0195,0.5315,8
F,0.365,0.582,0.29,8
M,0.47,1.206,0.479,8
F,0.275,0.2225,0.093,8
I,0.41,0.595,0.2385,8
I,0.355,0.436,0.1975,8
M,0.42,0.738,0.355,8
M,0.435,0.9205,0.404,8
M,0.365,0.5305,0.2405,8
I,0.315,0.4025,0.1855,8
F,0.375,0.5375,0.221,8
I,0.405,0.658,0.327,8
F,0.39,0.5725,0.2555,8
I,0.34,0.344,0.123,8
I,0.27,0.2,0.073,8
M,0.43,0.7165,0.2855,8
F,0.44,0.8815,0.43,8
I,0.42,0.837,0.414,8
I,0.375,0.533,0.233,8
M,0.275,0.2925,0.1225,8
F,0.365,0.4785,0.206,8
M,0.285,0.271,0.11,8
M,0.335,0.369,0.171,8
I,0.285,0.237,0.106,8
M,0.42,0.8755,0.44,8
F,0.5,1.332,0.6235,8
I,0.43,0.677,0.298,8
I,0.355,0.4965,0.214,8
F,0.46,0.9325,0.3985,8
I,0.43,0.7425,0.2895,8
F,0.505,1.4325,0.684,8
F,0.545,1.7345,0.6845,20
F,0.415,0.7775,0.237,20
M,0.415,0.8425,0.275,20
M,0.525,1.484,0.55,20
M,0.515,1.352,0.488,20
F,0.45,1.098,0.414,20
I,0.445,1.178,0.3935,20
M,0.435,1.032,0.354,20
F,0.485,1.3445,0.535,20
M,0.44,1.122,0.393,20
F,0.525,1.4225,0.61,20
F,0.5,1.3135,0.5595,20
F,0.475,1.247,0.48,20
F,0.455,1.066,0.382,20
M,0.515,1.4805,0.5295,20
F,0.4,0.7105,0.27,20
M,0.44,0.991,0.348,20
M,0.525,1.1375,0.367,20
F,0.575,2.124,0.765,20
F,0.57,1.842,0.625,20
I,0.42,0.752,0.299,20
M,0.425,0.97,0.2885,20
M,0.58,2.13,0.7415,20
F,0.5,1.005,0.367,16
F,0.535,1.41,0.592,16
F,0.425,0.768,0.294,16
F,0.44,0.946,0.313,16
F,0.4,0.796,0.258,16
M,0.45,0.8615,0.2925,16
I,0.33,0.522,0.17,16
F,0.5,1.1055,0.4445,16
M,0.545,1.32,0.5305,16
F,0.525,1.5765,0.5115,16
F,0.595,1.969,0.8045,16
M,0.42,0.9195,0.3355,16
M,0.47,0.991,0.4035,16
M,0.5,1.187,0.412,16
M,0.415,0.8185,0.3025,16
M,0.405,0.8345,0.3175,16
M,0.565,1.891,0.6975,16
M,0.485,1.145,0.4325,16
M,0.45,0.955,0.44,16
F,0.565,1.7605,0.692,16
F,0.6,1.974,0.598,16
F,0.48,1.029,0.4085,16
F,0.315,0.3515,0.1185,16
F,0.545,1.752,0.5605,16
M,0.46,1.2275,0.473,16
F,0.475,1.217,0.5305,16
M,0.485,0.911,0.39,16
M,0.365,0.6175,0.202,16
I,0.5,1.319,0.5485,16
M,0.43,0.8645,0.376,16
F,0.465,0.9995,0.405,16
M,0.5,1.3035,0.4445,16
F,0.52,1.5535,0.616,16
F,0.35,0.4485,0.1585,16
F,0.515,1.523,0.54,16
F,0.39,0.6005,0.2265,16
M,0.52,1.3445,0.519,16
M,0.47,0.853,0.292,16
M,0.48,1.064,0.413,16
I,0.445,0.8735,0.3005,16
M,0.485,1.514,0.546,16
I,0.445,1.057,0.383,16
M,0.35,0.451,0.171,16
F,0.545,1.566,0.6645,16
M,0.4,0.7365,0.2955,16
F,0.425,0.9885,0.396,16
M,0.51,1.4985,0.4125,16
M,0.525,1.402,0.483,16
M,0.455,0.9265,0.354,16
F,0.545,1.768,0.7495,16
M,0.515,1.373,0.443,16
M,0.45,1.283,0.473,16
F,0.435,0.8085,0.3235,16
F,0.515,1.14,0.4305,16
M,0.515,1.275,0.509,16
M,0.465,1.1285,0.377,16
F,0.425,0.7765,0.302,16
I,0.35,0.474,0.21,16
F,0.375,0.6,0.2225,16
F,0.525,1.71,0.5415,16
M,0.515,1.016,0.4215,19
F,0.44,1.073,0.4005,19
M,0.55,1.8465,0.732,19
I,0.39,0.7325,0.2415,19
M,0.395,0.782,0.285,19
F,0.455,1.013,0.342,19
F,0.52,1.514,0.526,19
F,0.58,1.787,0.585,19
F,0.45,0.9,0.358,19
M,0.45,1.07,0.3805,19
M,0.57,1.885,0.8665,19
F,0.555,1.8165,0.7785,19
M,0.435,0.9955,0.3245,19
F,0.44,0.8945,0.3145,19
M,0.41,0.989,0.2815,19
M,0.475,0.9455,0.3815,19
F,0.55,1.798,0.815,19
M,0.455,1.3305,0.4595,19
F,0.41,0.8115,0.24,19
M,0.535,1.7255,0.63,19
I,0.355,0.412,0.1145,19
F,0.525,1.4635,0.6615,19
F,0.425,0.85,0.275,19
F,0.555,1.4685,0.4715,19
M,0.5,1.015,0.3995,19
M,0.515,1.4605,0.5835,19
F,0.46,0.9955,0.429,19
F,0.475,1.1805,0.4345,19
F,0.485,1.0105,0.435,19
F,0.41,0.8705,0.3735,14
F,0.565,2.1425,1.03,14
I,0.42,0.728,0.2725,14
F,0.415,0.8975,0.275,14
M,0.55,1.9565,0.7125,14
M,0.35,0.5905,0.2025,14
F,0.425,0.766,0.304,14
M,0.45,1.0985,0.3765,14
M,0.44,0.835,0.32,14
I,0.425,0.806,0.376,14
F,0.475,0.925,0.391,14
F,0.42,0.7365,0.2785,14
I,0.465,0.972,0.404,14
M,0.45,1.047,0.4315,14
M,0.375,0.721,0.3055,14
F,0.445,0.733,0.282,14
M,0.475,1.0875,0.403,14
F,0.46,1.1,0.4125,14
M,0.48,1.2,0.56,14
M,0.42,0.8085,0.3025,14
M,0.385,0.6335,0.2305,14
M,0.335,0.4625,0.164,14
F,0.38,0.579,0.208,14
M,0.455,1.041,0.416,14
M,0.42,0.8695,0.3075,14
F,0.485,1.2515,0.5035,14
F,0.51,1.1255,0.4985,14
M,0.45,0.91,0.326,14
M,0.535,1.383,0.596,14
F,0.54,1.7025,0.664,14
F,0.485,1.0735,0.437,14
M,0.51,1.6375,0.7685,14
F,0.495,1.2385,0.528,14
F,0.54,1.5015,0.518,14
M,0.41,0.7605,0.2505,14
F,0.535,1.242,0.576,14
F,0.465,0.872,0.3245,14
F,0.425,0.8515,0.362,14
F,0.51,1.092,0.396,14
M,0.57,2.55,1.0705,14
M,0.45,0.7485,0.3345,14
M,0.385,0.7615,0.246,14
M,0.495,1.793,0.8005,14
M,0.41,0.862,0.2855,14
F,0.365,0.6195,0.2595,14
M,0.38,0.9565,0.325,14
M,0.485,1.219,0.3875,14
M,0.53,1.496,0.5825,14
F,0.525,1.5785,0.678,14
F,0.455,0.958,0.296,14
M,0.525,1.4995,0.6265,14
M,0.455,1.073,0.475,14
M,0.395,0.5545,0.213,14
M,0.385,0.6175,0.235,14
M,0.505,1.26,0.4525,14
F,0.61,2.5085,1.232,14
F,0.51,1.3475,0.4775,14
M,0.53,1.477,0.6375,14
F,0.395,0.66,0.2475,14
M,0.48,0.9395,0.399,14
F,0.475,1.423,0.4155,14
F,0.47,1.153,0.403,14
F,0.475,1.1025,0.4695,14
M,0.5,1.5595,0.741,14
M,0.45,1.013,0.38,14
M,0.33,0.34,0.1315,14
M,0.44,0.971,0.443,14
I,0.46,1.2395,0.55,14
F,0.48,1.0935,0.403,14
I,0.305,0.252,0.0915,14
M,0.575,1.829,0.7035,14
I,0.405,0.795,0.3075,14
M,0.585,2.2305,1.2395,14
F,0.65,2.255,0.8905,14
M,0.44,0.9025,0.31,14
F,0.385,0.536,0.1895,14
F,0.455,1.0595,0.44,14
F,0.485,1.3025,0.61,14
M,0.475,0.945,0.41,14
F,0.575,1.31,0.5095,14
I,0.345,0.443,0.1975,14
M,0.45,0.927,0.276,14
F,0.465,1.082,0.3575,14
F,0.485,1.0405,0.419,14
F,0.535,1.604,0.6175,14
F,0.435,0.884,0.2875,14
M,0.42,0.8055,0.301,14
M,0.51,1.613,0.6215,14
F,0.55,1.908,0.5415,14
M,0.38,0.528,0.2,14
I,0.345,0.487,0.1965,14
I,0.34,0.384,0.1375,14
F,0.405,0.72,0.3105,14
F,0.5,1.22,0.4905,14
F,0.355,0.5465,0.2005,14
M,0.385,0.6335,0.2,14
M,0.495,1.304,0.5795,14
F,0.45,0.903,0.3305,14
F,0.53,2.0475,0.75,14
F,0.515,1.3485,0.5255,14
I,0.45,0.893,0.2745,14
F,0.365,0.4485,0.165,14
F,0.47,1.283,0.462,14
M,0.42,0.609,0.239,14
I,0.435,0.782,0.2715,14
F,0.51,1.2125,0.5735,14
F,0.44,0.742,0.2025,14
M,0.49,1.3,0.517,14
I,0.4,0.51,0.1615,14
M,0.395,0.6295,0.2285,14
M,0.56,1.981,0.8175,14
M,0.39,0.853,0.3285,14
M,0.515,1.6115,0.6745,14
M,0.535,1.606,0.5755,14
F,0.54,1.139,0.4995,11
M,0.48,1.21,0.53,11
I,0.47,0.907,0.444,11
M,0.39,0.744,0.352,11
F,0.495,1.2265,0.49,11
M,0.41,0.732,0.189,11
F,0.57,1.6195,0.744,11
M,0.355,0.515,0.2,11
M,0.53,1.529,0.7635,11
F,0.5,1.5175,0.693,11
F,0.415,0.5915,0.233,11
M,0.52,1.3645,0.557,11
M,0.585,2.124,0.952,11
F,0.55,1.614,0.743,11
I,0.475,0.907,0.371,11
F,0.465,1.04,0.4755,11
F,0.44,0.9285,0.3825,11
F,0.6,2.555,1.1335,11
M,0.585,1.914,0.9155,11
M,0.395,0.5805,0.244,11
M,0.51,1.527,0.809,11
M,0.545,1.7475,0.8215,11
M,0.515,1.2075,0.5385,11
F,0.51,1.6075,0.714,11
F,0.325,0.3865,0.1475,11
M,0.525,1.6125,0.777,11
M,0.515,1.6465,0.749,11
M,0.595,2.3235,1.1495,11
F,0.5,1.217,0.5725,11
I,0.49,1.1545,0.5865,11
M,0.55,1.6645,0.727,11
F,0.375,0.597,0.2615,11
I,0.435,0.72,0.329,11
M,0.56,2.015,0.9215,11
F,0.56,1.7775,0.861,11
I,0.43,0.8215,0.332,11
F,0.54,1.764,0.8505,11
M,0.44,0.8395,0.356,11
M,0.455,0.987,0.4355,11
M,0.45,0.8795,0.387,11
I,0.395,0.6235,0.2975,11
M,0.49,1.169,0.5275,11
F,0.49,1.3825,0.5895,11
M,0.345,0.3045,0.0925,11
F,0.515,1.309,0.524,11
M,0.49,1.229,0.535,11
M,0.235,0.12,0.0415,11
I,0.41,0.612,0.2435,11
F,0.35,0.4435,0.185,11
F,0.505,1.4405,0.688,11
M,0.465,1.136,0.5245,11
F,0.45,0.8725,0.389,11
M,0.565,2.198,1.012,11
F,0.525,1.463,0.6525,11
F,0.54,1.5555,0.695,11
M,0.285,0.2665,0.115,11
M,0.51,1.403,0.5755,11
M,0.54,1.217,0.532,11
M,0.515,1.385,0.6355,11
M,0.455,1.013,0.4685,11
I,0.405,0.599,0.2245,11
M,0.47,1.136,0.451,11
F,0.63,2.657,1.488,11
F,0.51,1.3315,0.594,11
M,0.385,0.551,0.2245,11
F,0.515,1.3405,0.5595,11
M,0.47,1.2315,0.6025,11
