@relation abalone

@attribute Length numeric
@attribute Whole_weight numeric
@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.5,0.616,0.1935,8
0.525,0.607,0.195,8
0.595,1.1005,0.265,8
0.475,0.4895,0.146,8
0.6,0.9325,0.248,8
0.475,0.4355,0.125,8
0.575,1.0305,0.36,8
0.45,0.365,0.1245,8
0.41,0.326,0.101,8
0.415,0.32,0.105,8
0.485,0.5155,0.147,8
0.49,0.649,0.1695,8
0.69,1.71,0.4325,8
0.47,0.4705,0.1385,8
0.49,0.981,0.2505,8
0.475,0.5035,0.14,8
0.475,0.452,0.13,8
0.66,1.2275,0.3,8
0.47,0.5225,0.162,8
0.53,0.617,0.19,8
0.455,0.533,0.185,8
0.47,0.5895,0.17,8
0.42,0.4215,0.135,8
0.485,0.5535,0.157,8
0.48,0.439,0.115,8
0.5,0.7715,0.211,8
0.445,0.358,0.1185,8
0.375,0.237,0.08,8
0.48,0.608,0.185,8
0.58,0.8275,0.2445,8
0.5,0.439,0.1305,8
0.535,0.7165,0.2155,8
0.52,0.5375,0.17,8
0.415,0.3645,0.095,8
0.42,0.2865,0.085,8
0.475,0.578,0.17,8
0.38,0.2505,0.0775,8
0.51,0.5525,0.165,8
0.52,0.58,0.185,8
0.615,1.2,0.292,8
0.425,0.371,0.115,8
0.525,0.6455,0.17,8
0.575,0.9155,0.2385,8
0.51,0.6795,0.182,8
0.4,0.3025,0.0935,8
0.515,0.9365,0.2185,8
0.44,0.4005,0.12,8
0.495,0.602,0.19,8
0.46,0.746,0.24,8
0.48,0.536,0.15,8
0.46,0.444,0.11,8
0.45,0.4045,0.1345,8
0.57,1.0635,0.24,8
0.535,0.8215,0.205,8
0.545,0.772,0.2615,8
0.51,0.7035,0.1885,8
0.52,0.595,0.19,8
0.595,0.9845,0.2725,8
0.375,0.239,0.07,8
0.59,1.1685,0.28,8
0.585,0.8755,0.225,8
0.53,0.8495,0.202,8
0.455,0.4305,0.1245,8
0.465,0.6265,0.175,8
0.515,0.615,0.1765,8
0.3,0.1275,0.04,8
0.575,0.8765,0.228,8
0.585,0.906,0.2335,8
0.56,0.7235,0.2,8
0.445,0.4425,0.135,8
0.39,0.2745,0.078,8
0.51,0.751,0.203,8
0.43,0.445,0.155,8
0.37,0.224,0.075,8
0.355,0.201,0.0695,8
0.39,0.271,0.08,8
0.395,0.284,0.0945,8
0.525,0.7205,0.1735,8
0.525,0.845,0.2875,8
0.39,0.2665,0.081,8
0.545,0.9475,0.275,8
0.46,0.384,0.11,8
0.295,0.125,0.043,8
0.54,0.74,0.1985,8
0.635,1.308,0.377,8
0.465,0.5315,0.1395,8
0.47,0.3685,0.125,8
0.415,0.311,0.115,8
0.555,0.599,0.194,8
0.505,0.685,0.156,8
0.42,0.314,0.1,8
0.415,0.316,0.0925,8
0.55,0.7815,0.2215,8
0.555,0.765,0.206,8
0.45,0.4305,0.1155,8
0.395,0.3075,0.09,8
0.33,0.1655,0.06,8
0.38,0.2815,0.09,8
0.6,1.193,0.3055,8
0.48,0.5785,0.184,8
0.47,0.5865,0.185,8
0.56,0.7615,0.1955,8
0.61,1.1495,0.264,8
0.385,0.2505,0.08,8
0.42,0.2805,0.0925,8
0.525,0.724,0.175,8
0.395,0.2995,0.0895,8
0.42,0.34,0.0945,8
0.615,0.8425,0.251,8
0.515,0.6115,0.15,8
0.5,0.56,0.135,8
0.45,0.4445,0.1335,8
0.51,0.632,0.17,8
0.385,0.2365,0.076,8
0.46,0.4755,0.16,8
0.47,0.582,0.146,8
0.43,0.3675,0.105,8
0.46,0.386,0.0965,8
0.455,0.4055,0.1185,8
0.515,0.6635,0.17,8
0.435,0.5965,0.1645,8
0.5,0.6615,0.22,8
0.375,0.2025,0.065,8
0.42,0.354,0.105,8
0.475,0.4905,0.125,8
0.495,0.507,0.15,8
0.435,0.396,0.125,8
0.535,0.78,0.2365,8
0.545,0.7595,0.2055,8
0.495,0.553,0.167,8
0.57,0.794,0.245,8
0.45,0.4655,0.135,8
0.36,0.2255,0.09,8
0.335,0.192,0.07,8
0.53,0.677,0.23,8
0.505,0.6015,0.18,8
0.415,0.3245,0.115,8
0.5,0.516,0.165,8
0.47,0.48,0.1505,8
0.645,1.144,0.319,8
0.545,0.7805,0.216,8
0.485,0.4475,0.2305,8
0.51,0.7665,0.1805,8
0.49,0.8795,0.2825,8
0.53,0.7585,0.205,8
0.49,0.4615,0.143,8
0.515,0.531,0.1615,8
0.32,0.1745,0.057,8
0.535,0.874,0.2195,8
0.47,0.5805,0.169,8
0.485,0.521,0.17,8
0.63,1.027,0.176,8
0.425,0.262,0.0725,8
0.6,1.1915,0.24,8
0.47,0.487,0.155,8
0.465,0.393,0.12,8
0.41,0.4405,0.135,8
0.495,0.5,0.1505,8
0.59,1.206,0.309,8
0.625,1.2065,0.286,8
0.61,0.909,0.22,8
0.52,0.79,0.19,8
0.57,0.755,0.224,8
0.335,0.1635,0.057,8
0.475,0.441,0.1505,8
0.395,0.2725,0.085,8
0.455,0.458,0.1305,8
0.58,0.858,0.253,8
0.57,0.8745,0.25,8
0.505,0.521,0.15,8
0.65,1.238,0.32,8
0.43,0.378,0.1045,8
0.595,1.0835,0.276,8
0.435,0.335,0.115,8
0.43,0.4295,0.109,8
0.57,1.107,0.27,8
0.42,0.369,0.12,8
0.525,0.7635,0.225,8
0.36,0.2,0.061,8
0.395,0.279,0.075,8
0.565,0.796,0.219,8
0.425,0.3515,0.12,8
0.485,0.562,0.1525,8
0.525,0.5115,0.1455,8
0.615,1.403,0.365,8
0.63,1.286,0.35,8
0.63,1.1785,0.3235,8
0.535,0.6835,0.159,8
0.59,0.9895,0.28,8
0.44,0.413,0.13,8
0.47,0.487,0.135,8
0.53,0.889,0.215,8
0.51,0.5935,0.204,8
0.645,1.561,0.4,8
0.505,0.5725,0.146,8
0.58,0.95,0.2325,8
0.525,0.608,0.1405,8
0.62,0.858,0.2405,8
0.565,0.99,0.206,8
0.555,0.7005,0.2095,8
0.495,0.6335,0.1495,8
0.5,0.7865,0.2455,8
0.45,0.4385,0.12,8
0.435,0.3795,0.12,8
0.51,0.796,0.1955,8
0.48,0.4725,0.132,8
0.525,0.7185,0.175,8
0.46,0.436,0.125,8
0.435,0.3995,0.1125,8
0.46,0.471,0.123,8
0.475,0.468,0.12,8
0.52,0.9505,0.255,8
0.485,0.651,0.18,8
0.395,0.306,0.095,8
0.455,0.4005,0.126,8
0.575,0.9655,0.23,8
0.52,0.776,0.22,8
0.545,0.717,0.22,8
0.455,0.372,0.11,8
0.575,0.983,0.239,8
0.4,0.3245,0.088,8
0.52,0.559,0.149,8
0.385,0.3175,0.092,8
0.57,0.9275,0.2515,8
0.5,0.6355,0.1785,8
0.6,0.9735,0.3,8
0.55,0.753,0.24,8
0.5,0.583,0.1605,8
0.505,0.8275,0.239,8
0.45,0.5885,0.1325,8
0.53,0.616,0.185,8
0.525,1.065,0.285,8
0.55,0.84,0.1945,8
0.515,1.007,0.252,8
0.55,0.964,0.215,8
0.58,1.0515,0.276,8
0.57,0.8585,0.2295,8
0.525,0.812,0.195,8
0.53,0.7575,0.175,8
0.47,0.499,0.155,8
0.35,0.2925,0.0905,8
0.315,0.1435,0.05,8
0.525,0.7905,0.177,8
0.45,0.468,0.1325,8
0.56,0.8965,0.2215,8
0.405,0.2605,0.085,8
0.46,0.44,0.13,8
0.44,0.3275,0.1,8
0.55,0.7665,0.21,8
0.57,0.782,0.1965,8
0.48,0.6245,0.1665,8
0.605,0.991,0.24,8
0.46,0.4935,0.132,8
0.45,0.5225,0.145,8
0.69,1.7005,0.405,8
0.535,1.0835,0.304,8
0.47,0.5555,0.163,8
0.49,0.554,0.15,8
0.575,0.8725,0.285,8
0.565,0.6975,0.18,8
0.52,0.5825,0.175,8
0.495,0.5095,0.165,8
0.475,0.5135,0.155,8
0.325,0.152,0.054,8
0.475,0.562,0.153,8
0.575,1.065,0.2815,8
0.59,0.974,0.289,8
0.57,1.098,0.405,20
0.725,2.124,0.85,20
0.53,0.7775,0.33,20
0.655,1.259,0.445,20
0.59,1.066,0.415,20
0.65,1.4225,0.445,20
0.6,1.036,0.325,20
0.68,1.842,0.65,20
0.55,0.97,0.48,20
0.61,1.3445,0.515,20
0.53,0.752,0.205,20
0.615,1.1375,0.37,20
0.565,1.032,0.31,20
0.53,0.8425,0.265,20
0.63,1.352,0.45,20
0.585,1.099,0.358,20
0.58,1.178,0.315,20
0.635,1.484,0.43,20
0.675,1.7345,0.605,20
0.65,1.4805,0.525,20
0.55,0.991,0.375,20
0.565,1.122,0.375,20
0.63,1.3135,0.4,20
0.7,2.13,0.58,20
0.51,0.8185,0.235,16
0.58,1.2275,0.435,16
0.6,1.029,0.295,16
0.635,1.275,0.34,16
0.545,0.8615,0.365,16
0.6,1.057,0.355,16
0.455,0.4485,0.1335,16
0.685,1.71,0.58,16
0.65,1.752,0.815,16
0.57,0.8085,0.22,16
0.675,1.402,0.465,16
0.565,1.1285,0.33,16
0.44,0.522,0.195,16
0.64,1.3765,0.47,16
0.515,0.7365,0.185,16
0.545,0.768,0.26,16
0.525,0.6005,0.21,16
0.74,1.974,0.71,16
0.64,1.3035,0.465,16
0.72,1.969,0.66,16
0.565,0.9265,0.375,16
0.605,1.145,0.405,16
0.685,1.768,0.485,16
0.59,0.911,0.29,16
0.535,0.927,0.345,16
0.66,1.523,0.555,16
0.575,0.853,0.35,16
0.45,0.474,0.1275,16
0.595,0.991,0.34,16
0.635,1.3655,0.425,16
0.535,0.9195,0.26,16
0.54,1.217,0.34,16
0.675,1.41,0.42,16
0.395,0.3515,0.1195,16
0.615,1.1055,0.39,16
0.55,0.946,0.335,16
0.44,0.451,0.184,16
0.465,0.6,0.23,16
0.635,1.319,0.49,16
0.525,0.8645,0.2515,16
0.625,1.5765,0.665,16
0.66,1.32,0.455,16
0.575,0.955,0.27,16
0.66,1.7605,0.5,16
0.56,0.981,0.335,16
0.63,1.005,0.36,16
0.535,0.8345,0.29,16
0.645,1.5535,0.474,16
0.72,2.2695,0.665,16
0.655,1.373,0.49,16
0.65,1.3445,0.4465,16
0.65,1.566,0.415,16
0.59,1.187,0.37,16
0.725,1.891,0.58,16
0.515,0.796,0.28,16
0.56,0.8735,0.275,16
0.635,1.064,0.36,16
0.475,0.6175,0.19,16
0.44,0.435,0.14,16
0.65,1.498,0.425,16
0.695,1.885,0.5,19
0.6,1.1805,0.425,19
0.595,1.3305,0.345,19
0.525,0.782,0.285,19
0.45,0.412,0.16,19
0.645,1.4635,0.435,19
0.53,0.8115,0.24,19
0.705,1.4685,0.52,19
0.54,0.9715,0.29,19
0.5,0.66,0.215,19
0.69,1.8165,0.515,19
0.6,1.015,0.33,19
0.545,0.9955,0.325,19
0.645,1.4605,0.41,19
0.55,0.8945,0.32,19
0.58,0.9955,0.26,19
0.7,1.7255,0.54,19
0.59,0.9455,0.27,19
0.54,0.989,0.355,19
0.59,0.9,0.315,19
0.605,1.0105,0.3,19
0.565,1.013,0.35,19
0.57,0.9245,0.295,19
0.68,1.798,0.455,19
0.505,0.85,0.285,19
0.56,1.07,0.41,19
0.66,1.514,0.42,19
0.52,0.7325,0.26,19
0.69,1.8465,0.57,19
0.595,1.283,0.445,14
0.47,0.51,0.198,14
0.55,1.0985,0.4,14
0.625,0.972,0.35,14
0.43,0.384,0.146,14
0.59,0.7485,0.22,14
0.635,1.242,0.39,14
0.565,0.9025,0.325,14
0.495,0.853,0.27,14
0.59,1.073,0.285,14
0.56,0.971,0.265,14
0.645,1.5595,0.3845,14
0.65,1.4995,0.395,14
0.585,1.047,0.315,14
0.55,0.7605,0.195,14
0.59,0.893,0.345,14
0.57,0.872,0.285,14
0.535,0.8055,0.28,14
0.46,0.6105,0.235,14
0.695,2.0475,0.6095,14
0.705,1.981,0.76,14
0.645,1.2915,0.33,14
0.48,0.528,0.16,14
0.665,1.606,0.48,14
0.47,0.5465,0.185,14
0.48,0.536,0.173,14
0.615,1.2985,0.32,14
0.695,1.9565,0.59,14
0.495,0.6335,0.26,14
0.615,1.304,0.371,14
0.515,0.9565,0.31,14
0.6,1.0875,0.325,14
0.65,1.793,0.53,14
0.595,1.2515,0.33,14
0.465,0.579,0.22,14
0.685,1.7025,0.4735,14
0.49,0.609,0.22,14
0.66,1.6375,0.3925,14
0.64,1.2355,0.365,14
0.52,0.895,0.235,14
0.63,1.423,0.49,14
0.52,0.8705,0.25,14
0.515,0.766,0.255,14
0.45,0.4625,0.15,14
0.55,0.8515,0.27,14
0.5,0.6335,0.235,14
0.535,0.862,0.32,14
0.53,0.835,0.245,14
0.7,1.31,0.42,14
0.46,0.4485,0.17,14
0.54,0.8975,0.275,14
0.58,1.013,0.36,14
0.535,0.7365,0.215,14
0.485,0.6295,0.225,14
0.675,1.604,0.453,14
0.445,0.5905,0.19,14
0.815,2.255,0.7975,14
0.68,1.496,0.465,14
0.63,1.22,0.345,14
0.62,1.3475,0.48,14
0.63,1.26,0.406,14
0.385,0.252,0.09,14
0.57,0.91,0.355,14
0.565,0.782,0.285,14
0.58,0.925,0.275,14
0.625,1.2395,0.38,14
0.605,1.2385,0.39,14
0.725,2.1425,0.503,14
0.5,0.7615,0.204,14
0.57,1.1,0.38,14
0.625,1.3485,0.3925,14
0.57,0.733,0.235,14
0.57,1.0595,0.285,14
0.57,1.0915,0.315,14
0.555,0.958,0.39,14
0.44,0.487,0.16,14
0.5,0.762,0.19,14
0.62,1.219,0.385,14
0.615,1.1025,0.345,14
0.485,0.6195,0.177,14
0.61,1.0385,0.32,14
0.475,0.6175,0.215,14
0.64,1.613,0.47,14
0.5,0.742,0.2115,14
0.585,1.0835,0.325,14
0.575,1.165,0.3,14
0.62,1.0935,0.355,14
0.635,1.2125,0.36,14
0.55,1.082,0.19,14
0.665,1.383,0.485,14
0.525,0.72,0.2,14
0.55,0.806,0.245,14
0.585,0.945,0.28,14
0.485,0.66,0.235,14
0.5,0.721,0.22,14
0.575,1.0405,0.3,14
0.695,1.477,0.43,14
0.605,1.3,0.31,14
0.57,0.903,0.295,14
0.61,1.2,0.28,14
0.62,1.1255,0.315,14
0.525,0.6065,0.21,14
0.49,0.5545,0.215,14
0.645,1.6115,0.385,14
0.58,0.927,0.36,14
0.57,0.9395,0.295,14
0.43,0.34,0.112,14
0.58,1.071,0.395,14
0.555,0.8695,0.25,14
0.61,1.153,0.32,14
0.55,0.884,0.28,14
0.56,0.8085,0.285,14
0.725,2.55,0.725,14
0.65,1.6785,0.46,11
0.445,0.347,0.105,11
0.595,1.5245,0.41,11
0.65,1.3655,0.36,11
0.605,1.238,0.33,11
0.62,1.066,0.305,11
0.355,0.2275,0.085,11
0.59,0.9015,0.26,11
0.58,0.927,0.315,11
0.675,1.1965,0.386,11
0.645,1.461,0.439,11
0.64,1.1895,0.35,11
0.67,1.619,0.465,11
0.625,1.437,0.475,11
0.5,0.662,0.22,11
0.65,1.357,0.43,11
0.585,0.955,0.27,11
0.555,0.6975,0.24,11
0.625,1.15,0.3045,11
0.465,0.488,0.155,11
0.585,0.997,0.251,11
0.64,1.4995,0.431,11
0.72,1.787,0.529,11
0.57,0.96,0.275,11
0.735,1.88,0.488,11
0.715,1.825,0.44,11
0.505,0.644,0.21,11
0.455,0.515,0.175,11
0.575,1.013,0.295,11
0.47,0.4885,0.166,11
0.54,0.757,0.215,11
0.59,0.8805,0.235,11
0.6,1.157,0.36,11
0.67,1.7025,0.41,11
0.47,0.567,0.1525,11
0.64,1.1635,0.32,11
0.705,1.58,0.265,11
0.5,0.6025,0.21,11
0.64,1.4195,0.3255,11
0.61,1.1005,0.305,11
0.62,1.271,0.37,11
0.495,0.6655,0.2,11
0.58,0.97,0.35,11
0.645,1.539,0.43,11
0.64,1.1335,0.3015,11
0.695,1.726,0.455,11
0.435,0.3785,0.125,11
0.585,1.034,0.32,11
0.555,0.915,0.285,11
0.63,1.4255,0.38,11
0.68,1.7825,0.4285,11
0.615,1.1345,0.348,11
0.71,2.198,0.5475,11
0.585,0.987,0.31,11
0.67,1.269,0.351,11
0.655,1.5455,0.415,11
0.475,0.57,0.187,11
0.605,0.9515,0.2765,11
0.665,1.3405,0.4375,11
0.625,1.354,0.375,11
0.71,1.614,0.45,11
0.56,0.9285,0.3,11
0.675,1.473,0.4245,11
0.665,1.2915,0.32,11
0.755,2.505,0.6785,11
0.53,0.732,0.31,11
0.65,1.5365,0.405,11
0.67,1.4265,0.37,11
0.51,0.5805,0.188,11
0.545,0.7335,0.2185,11
0.595,1.0255,0.289,11
0.58,0.9935,0.28,11
0.48,0.5895,0.172,11
0.61,0.8725,0.272,11
0.425,0.3665,0.117,11
0.71,2.015,0.566,11
0.58,1.1015,0.35,11
0.63,1.105,0.325,11
0.61,1.1625,0.3085,11
0.63,1.235,0.3065,11
0.44,0.415,0.131,11
0.625,1.09,0.304,11
0.63,1.217,0.31,11
0.62,1.035,0.285,11
0.585,1.218,0.3,11
0.675,1.5575,0.4,11
0.61,1.3475,0.3045,11
0.57,0.832,0.277,11
0.6,1.089,0.292,11
0.67,1.6085,0.4005,11
0.575,0.8375,0.24,11
0.505,0.606,0.18,11
0.61,1.1545,0.2915,11
0.68,1.473,0.4295,11
0.63,1.272,0.315,11
0.65,1.202,0.294,11
0.68,1.664,0.545,11
0.6,0.869,0.291,11
0.62,1.3315,0.388,11
0.54,0.805,0.21,11
0.6,1.3445,0.36,11
0.565,0.8545,0.275,11
0.58,0.9865,0.25,11
0.6,1.0475,0.315,11
0.53,0.612,0.1895,11
0.465,0.454,0.155,11
0.5,0.551,0.206,11
0.655,1.2895,0.41,11
0.655,1.309,0.385,11
0.505,0.599,0.225,11
0.635,1.251,0.3825,11
0.55,0.785,0.233,11
0.375,0.2465,0.083,11
0.52,0.627,0.181,11
0.45,0.4385,0.1125,11
0.675,1.593,0.45,11
0.52,0.525,0.185,11
0.43,0.3045,0.12,11
0.53,0.8365,0.249,11
0.62,1.139,0.357,11
0.69,1.6915,0.5,11
0.74,2.3235,0.505,11
0.645,1.3385,0.349,11
0.625,1.1665,0.3945,11
0.65,1.16,0.349,11
0.72,1.7495,0.48,11
0.655,1.5555,0.444,11
0.615,1.1825,0.24,11
0.5,0.62,0.205,11
0.56,1.0285,0.275,11
0.65,1.6125,0.3965,11
0.525,0.7325,0.17,11
0.68,1.7775,0.415,11
0.625,1.1635,0.355,11
0.59,0.9715,0.28,11
0.62,1.2555,0.3175,11
0.59,0.9555,0.295,11
0.625,1.7015,0.3855,11
0.51,0.61,0.235,11
0.6,0.97,0.264,11
0.735,1.747,0.557,11
0.585,1.053,0.3,11
0.47,0.5175,0.18,11
0.645,1.197,0.317,11
0.545,0.978,0.3,11
0.655,1.7835,0.4195,11
0.64,1.5175,0.409,11
0.6,1.13,0.335,11
0.54,0.8155,0.246,11
0.52,0.728,0.235,11
0.6,1.3005,0.3285,11
0.56,0.797,0.2425,11
0.525,0.7085,0.235,11
0.7,1.684,0.32,11
0.58,0.9955,0.285,11
0.64,1.4585,0.4395,11
0.53,0.7155,0.214,11
0.695,1.6645,0.445,11
0.565,0.868,0.26,11
0.7,1.858,0.595,11
0.665,1.764,0.47,11
0.71,1.817,0.49,11
0.55,0.7385,0.252,11
0.63,1.21,0.322,11
0.625,1.1835,0.39,11
0.73,1.9425,0.5655,11
0.65,1.4045,0.3235,11
0.725,1.7315,0.405,11
0.625,1.2075,0.3525,11
0.7,1.666,0.455,11
0.49,0.5425,0.175,11
0.51,0.7005,0.2,11
0.52,0.745,0.2885,11
0.62,1.107,0.343,11
0.565,0.9355,0.26,11
0.66,1.528,0.441,11
0.565,0.8735,0.21,11
0.72,1.5865,0.4425,11
0.58,0.83,0.2575,11
0.52,0.6625,0.196,11
0.685,1.638,0.438,11
0.62,0.907,0.3075,11
0.615,1.0735,0.31,11
0.49,0.6125,0.22,11
0.675,1.312,0.4115,11
0.56,0.811,0.235,11
0.515,0.712,0.25,11
0.6,1.04,0.28,11
0.575,0.8635,0.2,11
0.645,1.5075,0.4325,11
0.65,1.662,0.435,11
0.41,0.363,0.11,11
0.655,1.5585,0.385,11
0.56,0.72,0.251,11
0.58,0.94,0.265,11
0.68,1.672,0.48,11
0.65,1.385,0.405,11
0.58,0.907,0.2445,11
0.71,1.601,0.45,11
0.71,1.348,0.4535,11
0.63,1.199,0.315,11
0.685,1.7725,0.49,11
0.62,1.3915,0.332,11
0.63,1.336,0.35,11
0.71,1.652,0.4525,11
0.615,1.0285,0.285,11
0.595,1.121,0.155,11
0.315,0.203,0.0795,11
0.495,0.6625,0.185,11
0.665,1.6885,0.4265,11
0.715,1.56,0.405,11
0.58,1.145,0.325,11
0.565,0.887,0.249,11
0.49,0.541,0.185,11
0.52,0.5775,0.179,11
0.41,0.3595,0.115,11
0.49,0.5395,0.165,11
0.695,1.5855,0.471,11
0.66,1.6465,0.401,11
0.44,0.4285,0.132,11
0.545,0.8395,0.2385,11
0.645,1.32,0.3385,11
0.655,1.31,0.345,11
0.75,2.236,0.545,11
0.54,0.928,0.26,11
0.67,1.5615,0.3725,11
0.5,0.651,0.22,11
0.55,0.81,0.22,11
0.66,1.4385,0.178,11
0.63,1.1745,0.339,11
0.675,1.532,0.3815,11
0.72,1.719,0.3875,11
0.59,1.008,0.285,11
0.63,1.1955,0.37,11
0.635,1.3765,0.406,11
0.68,1.543,0.374,11
0.45,0.4435,0.145,11
0.685,1.432,0.46,11
0.335,0.1835,0.065,11
0.52,0.77,0.26,11
0.705,1.4385,0.462,11
0.75,1.8325,0.44,11
0.645,1.403,0.4545,11
0.68,1.494,0.406,11
0.415,0.3005,0.104,11
0.69,1.777,0.4305,11
0.67,1.39,0.3,11
0.67,1.8065,0.5055,11
0.49,0.529,0.155,11
0.61,1.0625,0.2915,11
0.655,1.527,0.331,11
0.61,1.1785,0.294,11
0.45,0.478,0.16,11
0.595,1.06,0.275,11
0.615,1.0385,0.345,11
0.655,1.492,0.355,11
0.645,1.636,0.432,11
0.385,0.2845,0.1,11
0.46,0.4885,0.155,11
0.61,1.1135,0.3005,11
0.6,1.059,0.39,11
0.625,1.0485,0.3215,11
0.645,1.1835,0.345,11
0.33,0.171,0.055,11
0.6,1.1805,0.329,11
0.635,1.375,0.395,11
0.665,1.443,0.353,11
0.47,0.466,0.145,11
0.675,1.3645,0.385,11
0.66,1.786,0.4065,11
0.655,1.4405,0.363,11
0.78,2.657,0.586,11
0.4,0.314,0.1,11
0.585,0.9945,0.2845,11
0.585,1.1275,0.335,11
0.545,0.7745,0.265,11
0.6,0.6655,0.269,11
0.44,0.3625,0.12,11
0.67,1.278,0.358,11
0.65,1.227,0.37,11
0.61,1.087,0.38,11
0.63,1.271,0.31,11
0.525,0.7365,0.215,11
0.71,2.009,0.502,11
0.66,1.463,0.422,11
0.61,1.0485,0.274,11
0.65,1.488,0.378,11
0.64,1.707,0.4435,11
0.6,1.014,0.325,11
0.615,1.242,0.317,11
0.62,1.3415,0.355,11
0.7,1.6605,0.398,11
0.65,1.4715,0.399,11
0.685,1.56,0.465,11
0.535,0.781,0.295,11
0.63,1.385,0.38,11
0.565,0.8305,0.23,11
0.57,1.185,0.38,11
0.585,1.079,0.356,11
0.695,1.691,0.4755,11
0.68,1.6115,0.395,11
0.63,1.172,0.316,11
0.725,1.6195,0.488,11
0.53,0.9805,0.2965,11
0.605,1.2315,0.2925,11
0.56,0.889,0.25,11
0.625,1.2085,0.411,11
0.635,1.3405,0.412,11
0.695,1.834,0.455,11
0.565,0.8215,0.29,11
0.64,1.297,0.363,11
0.67,1.217,0.3315,11
0.63,1.2695,0.328,11
0.63,1.2435,0.37,11
0.42,0.4495,0.144,11
0.575,0.883,0.26,11
0.5,0.709,0.18,11
0.43,0.3865,0.11,11
0.58,0.8865,0.255,11
0.635,1.3695,0.363,11
0.73,2.069,0.643,11
0.66,1.346,0.476,11
0.6,1.133,0.298,11
0.625,1.136,0.305,11
0.505,0.764,0.2175,11
0.66,1.67,0.49,11
0.575,0.8245,0.239,11
0.58,0.7855,0.195,11
0.71,2.14,0.434,11
0.72,1.7185,0.468,11
0.705,1.4575,0.44,11
0.355,0.2455,0.075,11
0.665,1.289,0.3665,11
0.58,0.9525,0.287,11
0.635,1.596,0.37,11
0.49,0.549,0.15,11
0.705,2.141,0.528,11
0.65,1.6275,0.432,11
0.625,1.3835,0.345,11
0.665,1.6385,0.371,11
0.52,0.6915,0.215,11
0.71,1.907,0.475,11
0.72,1.914,0.479,11
0.625,0.984,0.265,11
0.605,1.1245,0.3555,11
0.39,0.302,0.115,11
0.55,0.672,0.21,11
0.57,1.0005,0.265,11
0.64,1.2265,0.2875,11
0.58,0.887,0.265,11
0.655,1.46,0.405,11
0.445,0.4075,0.18,11
0.505,0.6555,0.19,11
0.56,0.86,0.245,11
0.63,1.0315,0.325,11
0.41,0.387,0.0985,11
0.56,0.9355,0.2725,11
0.745,1.931,0.5,11
0.59,1.136,0.275,11
0.61,1.089,0.384,11
0.525,0.6295,0.18,11
0.52,0.5995,0.182,11
0.75,2.201,0.5285,11
0.65,1.274,0.391,11
0.735,2.124,0.5,11
0.6,1.29,0.3445,11
0.62,0.966,0.284,11
0.635,1.2075,0.345,11
0.565,0.9185,0.29,11
0.78,2.548,0.6745,11
0.68,1.529,0.4025,11
0.635,1.2895,0.345,11
0.65,1.463,0.4115,11
0.31,0.12,0.04,11
0.32,0.1555,0.049,11
0.625,1.15,0.3315,11
0.645,1.4285,0.36,11
0.63,1.229,0.335,11
0.555,0.875,0.255,11
0.59,0.9,0.25,11
0.63,1.3165,0.37,11
0.52,0.6445,0.186,11
0.68,1.807,0.515,11
0.455,0.416,0.145,11
0.655,1.759,0.547,11
0.555,0.9005,0.2765,11
0.585,0.9585,0.33,11
0.64,1.1955,0.346,11
0.67,1.7405,0.657,11
0.625,1.1165,0.3325,11
0.47,0.513,0.13,11
0.545,0.802,0.28,11
0.635,1.297,0.37,11
0.655,1.2895,0.3415,11
0.65,1.276,0.399,11
0.63,1.1775,0.285,11
0.66,1.218,0.37,11
0.62,1.062,0.34,11
0.7,1.6135,0.3685,11
0.77,2.0505,0.355,11
0.67,1.669,0.508,11
0.505,0.616,0.21,11
0.545,0.6935,0.21,11
0.595,0.942,0.277,11
0.475,0.452,0.155,11
0.73,1.7375,0.52,11
0.49,0.5415,0.19,11
0.55,0.92,0.29,11
0.625,1.233,0.365,11
0.635,1.172,0.3475,11
0.65,1.5595,0.395,11
0.725,1.737,0.595,11
0.605,0.9025,0.26,11
0.545,0.8795,0.2625,11
0.63,1.3075,0.315,11
0.675,1.527,0.341,11
0.53,0.6235,0.195,11
0.625,1.3825,0.381,11
0.535,0.764,0.265,11
0.595,1.114,0.25,11
0.535,0.8105,0.24,11
0.615,1.2865,0.3245,11
0.62,1.3725,0.3685,11
0.525,0.8295,0.275,11
0.69,1.826,0.499,11
0.645,1.318,0.335,11
0.67,1.1735,0.316,11
0.615,1.337,0.37,11
0.495,0.597,0.178,11
0.615,0.9615,0.29,11
0.75,1.938,0.575,11
0.55,0.783,0.265,11
0.435,0.4585,0.13,11
0.635,1.292,0.367,11
0.635,1.073,0.35,11
0.68,1.6075,0.4705,11
0.53,0.8945,0.245,11
0.685,1.3735,0.32,11
0.465,0.5205,0.185,11
0.71,1.9805,0.48,12
0.505,0.6415,0.215,12
0.585,0.998,0.315,12
0.69,1.583,0.3865,12
0.435,0.383,0.135,12
0.665,1.3725,0.395,12
0.47,0.547,0.17,12
0.655,1.494,0.405,12
0.715,1.6,0.445,12
0.47,0.4705,0.155,12
0.565,0.9885,0.31,12
0.575,0.9315,0.235,12
0.69,1.492,0.42,12
0.65,1.1445,0.365,12
0.625,1.3705,0.3705,12
