@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
9,36.222,0.171,501,1
6,14.833,0.403,215,1
11,23.727,0.231,662,1
7,16,0.168,132,1
11,7.909,0.319,305,1
8,2.125,0.529,72,1
13,17.538,0.264,783,1
15,19.6,0.395,1743,1
10,8,0.275,220,1
9,56.667,0.148,681,1
9,3.667,0.259,77,1
10,1.9,0.611,116,1
7,10.143,0.231,115,1
5,6.6,0.315,52,1
11,7.818,0.297,281,1
9,5.333,0.227,98,1
9,2.111,0.222,38,1
10,31.8,0.128,406,1
7,1.143,0.268,15,1
13,10.385,0.492,864,1
8,10.25,0.398,261,1
9,2.222,0.339,61,1
8,9.75,0.244,152,1
3,34.667,0.606,189,1
11,0.727,0.511,45,1
6,16,0.302,174,1
9,11.444,0.369,342,1
8,7.375,0.322,152,1
9,16.778,0.139,189,1
10,27.1,0.239,647,1
8,12.375,0.199,158,1
8,5.25,0.363,122,1
8,0.5,0.469,15,1
10,6.2,0.265,164,1
8,4.875,0.224,70,1
4,4.5,0.181,13,1
6,3,0.287,31,1
6,1.833,0.333,22,1
4,1.75,0.286,8,1
10,12.2,0.294,359,1
7,19,0.211,196,1
9,24.333,0.109,215,1
8,2.5,0.5,80,1
7,8.429,0.15,62,1
8,5.125,0.378,124,1
9,5.222,0.307,130,1
12,7,0.282,284,1
10,21.2,0.24,508,1
7,0.857,0.548,23,1
7,1,0.245,12,1
10,2,0.385,77,1
15,27.933,0.345,2170,1
8,8.625,0.234,129,1
10,3.2,0.338,108,1
10,1.1,0.473,52,1
9,11.778,0.309,295,1
8,5.75,0.318,117,1
7,1.286,0.238,15,1
9,0.556,0.378,17,1
7,9.143,0.498,223,1
25,7.44,0.478,2221,1
8,5.125,0.393,129,1
16,27.438,0.384,2696,1
6,1.833,0.348,23,1
5,8.6,0.456,98,1
9,2.222,0.233,42,1
10,1.8,0.522,94,1
8,26.875,0.367,631,1
8,0.5,0.375,12,1
11,1.727,0.378,79,1
11,16.727,0.471,954,1
7,17.571,0.139,120,1
7,6,0.293,86,1
6,16,0.234,135,1
25,7.44,0.485,2253,1
8,1.75,0.295,33,1
23,16.13,0.941,8027,1
10,1.7,0.318,54,1
8,6,0.354,136,1
6,1.667,0.45,27,1
10,11.5,0.24,276,1
8,0.875,0.429,24,1
9,19.889,0.341,550,1
7,1.143,0.357,20,1
8,2.5,0.425,68,1
13,1.923,0.234,76,1
7,13.857,0.211,143,1
10,6.6,0.27,178,1
12,7.083,0.305,311,1
7,2.571,0.214,27,1
9,7.222,0.222,130,1
10,13,0.425,552,1
5,3.8,0.442,42,1
7,10.143,0.193,96,1
10,33,0.207,684,1
9,4,0.568,184,1
9,4,0.586,190,1
10,17.3,0.09,155,1
9,3.222,0.188,49,1
7,14,0.207,142,1
8,15.75,0.469,473,1
8,10.375,0.325,216,1
11,5.455,0.271,179,1
16,7.563,0.396,767,1
8,42.875,0.129,354,1
9,2.111,0.655,112,1
6,5.333,0.365,70,1
5,1,0.28,7,1
10,8.6,0.423,364,1
6,0.333,0.583,7,1
9,1.222,0.253,25,1
5,3.6,0.689,62,1
10,27.2,0.211,573,1
4,4.25,0.309,21,1
6,15.833,0.209,119,1
10,3,0.307,92,1
8,1.25,0.425,34,1
10,6.4,0.477,305,1
10,33.6,0.163,549,1
7,2.571,0.119,15,1
10,2.6,0.312,81,1
8,1.875,0.25,30,1
9,10.778,0.455,397,1
10,1.2,0.367,44,1
6,1.167,0.405,1,1
8,4.625,0.334,99,1
9,8.111,0.376,247,1
6,2.667,0.198,19,1
9,10.333,0.259,217,1
7,4.714,0.342,79,1
9,5.889,0.252,120,1
7,27.143,0.293,390,1
8,6.625,0.33,140,1
11,6.455,0.461,360,1
12,5.167,0.234,174,1
11,7.818,0.413,391,1
9,59.444,0.192,926,1
7,1.857,0.308,28,1
4,23.25,0.312,116,1
9,4.667,0.347,131,1
18,9.333,0.187,564,1
10,8.4,0.279,234,1
7,5.857,0.185,53,1
7,2.714,0.406,54,1
82,3.829,0.296,7618,1
8,9.125,0.433,253,1
8,8.75,0.298,167,1
7,0.571,0.25,7,1
6,2.333,0.321,27,1
6,16,0.335,193,1
7,2.429,0.336,40,1
13,26.769,0.308,1395,1
8,5,0.481,154,1
9,29.667,0.131,315,1
13,25.923,0.185,811,1
8,1.25,0.35,28,1
8,1.75,0.402,45,1
17,0.647,0.417,78,1
8,33.875,0.314,681,1
5,5.4,0.407,55,1
6,1.333,0.458,22,1
6,1.167,0.5,21,1
9,21.222,0.328,564,1
7,4.429,0.304,66,1
9,4.444,0.386,139,1
4,4,0.391,25,1
19,1.474,0.588,313,1
10,13,0.453,589,1
9,14.111,0.174,199,1
6,1.167,0.262,11,1
6,6.667,0.296,71,1
7,5.429,0.327,87,1
7,1.286,0.302,19,1
9,18,0.254,371,1
6,2.5,0.278,25,1
10,2.3,0.313,72,1
8,16.625,0.272,289,1
13,21.846,0.205,758,1
7,2,0.408,40,1
16,22,0.39,2196,1
9,3.222,0.234,61,1
10,1.2,0.4,48,1
10,1.9,0.605,115,1
10,2.2,0.332,73,1
10,29.3,0.207,606,1
13,1.923,0.351,114,1
9,59.444,0.106,510,1
8,24.125,0.4,617,1
7,6.571,0.304,98,1
6,8.333,0.397,119,1
28,1.143,0.459,411,1
7,3.714,0.302,55,1
16,5.625,0.197,283,1
12,6.917,0.301,300,1
8,3.75,0.45,108,1
9,4.444,0.506,182,1
10,1.9,0.563,107,1
12,23.667,0.325,1109,1
1,40,0.4,16,1
8,2.875,0.359,66,1
8,38.625,0.186,459,1
16,0.75,0.526,101,1
1,35,0.429,15,1
9,59.444,0.184,887,1
9,5.444,0.594,262,1
7,2,0.327,32,1
7,1.286,0.349,22,1
8,1.875,0.417,50,1
10,2.5,0.34,85,1
10,50.6,0.15,758,1
9,33.444,0.178,482,1
7,2,0.357,35,1
7,4.571,0.308,69,1
12,2.167,0.276,86,1
10,2.8,0.293,82,1
11,17.545,0.243,516,1
11,0.818,0.475,47,1
8,3,0.318,61,1
7,4.286,0.338,71,1
8,1.75,0.384,43,1
9,56.556,0.123,563,1
7,1.143,0.214,12,1
27,3.926,0.261,747,1
8,11.625,0.261,194,1
11,2,0.603,146,1
9,5.556,0.32,144,1
8,1.75,0.482,54,1
8,1.875,0.283,34,1
9,57.556,0.096,449,1
10,3.1,0.284,88,1
10,5,0.268,134,1
7,2.429,0.353,42,1
7,1,0.265,13,1
9,20.667,0.425,712,1
6,16,0.238,137,1
7,1,0.327,16,1
11,24.727,0.283,847,1
11,2,0.277,67,1
9,1.778,0.174,25,1
9,8.889,0.333,240,1
9,13.333,0.331,358,1
9,24.667,0.202,403,1
10,3.7,0.154,57,1
10,4.8,0.313,150,1
6,0.667,0.583,14,1
6,13.833,0.329,164,1
9,1.556,0.238,30,1
11,1,0.43,52,1
8,20.25,0.435,564,1
9,31.667,0.338,866,1
11,19.364,0.264,619,1
11,8.909,0.397,428,1
6,6.833,0.224,55,1
9,19.667,0.196,313,1
10,2.5,0.392,98,1
10,2.2,0.591,130,1
9,27.667,0.301,674,1
7,2.429,0.454,54,1
10,4.8,0.3,144,1
7,1,0.347,17,1
5,2,0.5,25,1
10,27.1,0.193,524,1
10,24.2,0.26,630,1
22,3.227,0.536,838,1
8,1.75,0.393,44,1
8,1.125,0.361,26,1
11,5.818,0.25,176,1
15,22.8,0.24,1232,1
6,4.167,0.34,51,1
10,1.8,0.294,53,1
11,9.909,0.234,281,1
9,2,0.395,64,1
9,10.111,0.32,262,1
11,2.091,0.265,67,1
16,26.063,0.381,2543,1
10,1.9,0.611,116,1
9,29.778,0.132,319,1
10,8.6,0.326,280,1
5,16.2,0.311,126,1
7,27.429,0.136,183,1
7,3.143,0.396,61,1
6,3.667,0.326,43,1
8,0.875,0.304,17,1
8,6.25,0.253,101,1
10,12.6,0.463,584,1
8,3.5,0.411,92,1
3,1.333,1,12,1
24,11.667,0.456,3064,1
5,5.8,0.4,58,1
14,29.429,0.179,1032,1
6,500,0.5,9,1
9,1.889,0.601,92,1
11,1.727,0.306,64,1
9,9.556,0.394,305,1
10,26.8,0.395,1058,1
8,0.875,0.482,27,1
9,3.333,0.285,77,1
6,9.667,0.276,96,1
11,4.818,0.225,131,1
6,1.667,0.333,20,1
24,7.75,0.505,2256,1
14,30.143,0.18,1062,1
8,9.375,0.415,249,1
7,2,0.337,33,1
9,12.667,0.272,279,1
10,5,0.602,301,1
9,1.889,0.536,82,1
10,2.2,0.323,71,1
6,6.667,0.313,75,1
6,11.833,0.329,140,1
6,2,0.292,21,1
7,2.143,0.343,36,1
10,8,0.279,223,1
7,4.286,0.352,74,1
9,2.333,0.291,55,1
9,10.111,0.321,263,1
9,6.556,0.492,261,1
13,30.769,0.364,1891,1
10,2.3,0.287,66,1
22,0.909,0.28,123,1
7,5.429,0.301,80,1
8,8.375,0.392,210,1
10,2.9,0.221,64,1
12,4,0.252,145,1
11,0.727,0.693,61,1
13,0.769,0.3,39,1
23,2.043,0.315,341,1
7,2.286,0.446,50,1
8,1.75,0.42,47,1
7,1,0.347,17,1
8,3.5,0.308,69,1
8,2.875,0.255,47,1
11,9.455,0.377,431,1
8,16.375,0.246,258,1
11,14.091,0.257,438,1
5,0.6,0.6,9,1
13,3.462,0.429,251,1
11,11.455,0.273,379,1
7,11.429,0.155,87,1
6,0.667,0.458,11,1
5,18.6,0.351,163,1
8,20.25,0.327,424,1
5,7.8,0.492,96,1
12,0.667,0.292,28,1
11,8.909,0.276,297,1
9,5.889,0.218,104,1
8,8.375,0.381,204,1
9,2.333,0.317,60,1
9,9.111,0.312,230,1
6,3,0.444,48,1
8,0.75,0.313,15,1
6,21.667,0.253,197,1
5,2.4,0.55,33,1
8,4.25,0.357,97,1
8,2.75,0.324,57,1
11,3.273,0.283,112,1
10,4,0.278,111,1
9,4.889,0.46,182,1
12,3.583,0.328,169,1
11,2.091,0.585,148,1
9,11.444,0.357,331,1
9,9.111,0.337,249,1
7,24.571,0.294,354,1
6,11.5,0.28,116,1
5,17.6,0.364,160,1
4,5.5,0.432,38,1
8,8.875,0.312,177,1
11,8.091,0.17,166,1
7,1.286,0.429,27,1
8,2.625,0.28,47,1
8,8.875,0.238,135,1
9,2.333,0.519,98,1
13,27.231,0.38,1749,1
10,2,0.435,87,1
7,74.429,0.091,333,1
9,11,0.312,278,1
9,18.222,0.189,279,1
9,12.111,0.219,215,1
9,27.778,0.347,781,1
8,2.625,0.482,81,1
9,5,0.279,113,1
10,12.3,0.362,445,1
7,17.857,0.27,236,1
8,1.5,0.417,40,1
10,6.3,0.251,158,1
14,6.5,0.389,495,1
14,10.929,0.38,813,1
8,6.125,0.406,159,1
7,17.429,0.281,240,1
10,0.8,0.688,55,1
8,1.625,0.683,71,1
11,0.727,0.716,63,1
5,5.4,0.267,36,1
3,3,0.296,8,1
10,5.8,0.402,233,1
10,1.8,0.294,53,1
7,5,0.494,121,1
16,12.813,0.401,1314,1
6,16.667,0.385,231,1
7,7,0.297,102,1
1,7,1,7,1
8,5,0.456,146,1
6,2.333,0.512,43,1
9,54.667,0.132,583,1
7,30.429,0.199,296,1
10,1.7,0.482,82,1
7,2,0.49,48,1
7,2.143,0.181,19,1
8,30.25,0.171,331,1
8,1.25,0.45,36,1
7,19.429,0.18,171,1
6,3.833,0.283,39,1
10,6.7,0.291,195,1
9,18.111,0.263,386,1
10,9.9,0.443,439,1
8,1.875,0.292,35,1
11,0.727,0.705,62,1
22,3.227,0.487,760,1
34,3.353,0.105,406,1
9,56.667,0.149,686,1
9,4,0.549,178,1
6,1.667,0.183,11,1
8,7.125,0.268,122,1
6,9.833,0.268,95,1
15,23.733,0.406,2167,1
10,1.3,0.315,41,1
10,10,0.436,436,1
9,7.667,0.343,213,1
15,4.467,0.293,294,1
5,1.6,0.425,17,1
10,9.8,0.448,439,1
6,16,0.351,202,1
11,0.636,0.468,36,1
6,6.167,0.306,68,1
9,0.444,0.444,16,1
7,4.143,0.305,62,1
9,4.556,0.263,97,1
1,49,0.286,14,1
7,9,0.338,149,1
7,2.143,0.314,33,1
9,2.222,0.55,99,1
7,2.857,0.357,50,1
7,6.429,0.2,63,1
11,3,0.278,101,1
10,0.4,0.35,14,1
9,1.667,0.244,33,1
9,4.556,0.444,164,1
9,24.111,0.168,329,1
7,1.571,0.364,28,1
8,0.875,0.482,27,1
8,13.625,0.219,191,1
10,1.2,0.225,27,1
8,3.125,0.24,48,1
9,3.889,0.263,83,1
11,16.636,0.465,937,1
12,0.917,0.371,49,1
5,5.2,0.492,64,1
15,9.2,0.431,893,1
7,4.143,0.281,57,1
10,2.3,0.37,85,1
7,4.286,0.3,63,1
12,1.833,0.538,142,1
10,4.9,0.52,255,1
7,27.286,0.307,411,1
8,7.25,0.442,205,1
8,2.25,0.438,63,1
8,5.125,0.424,139,1
10,15.5,0.314,486,1
10,4.6,0.317,146,1
8,5.25,0.271,91,1
12,0.667,0.615,59,1
13,28.846,0.154,751,1
7,1.857,0.286,26,1
11,16.273,0.33,650,1
5,1.4,0.6,21,1
7,2.143,0.4,42,1
12,1,0.306,44,1
7,5.714,0.229,64,1
8,6.75,0.275,119,1
9,29.333,0.261,619,1
24,4,0.208,480,1
7,1.857,0.374,34,1
13,12.231,0.412,852,1
6,5.333,0.292,56,1
15,0.733,0.503,83,1
12,8.583,0.353,436,1
7,13.857,0.196,133,1
7,8.286,0.202,82,1
11,4.636,0.294,165,1
8,14.625,0.173,162,1
12,34.083,0.302,1482,1
8,5.375,0.326,112,1
5,1.8,0.444,20,1
18,10.278,0.163,544,1
7,3.286,0.329,53,1
10,8,0.308,246,1
7,1.857,0.308,28,1
16,21.313,0.378,2060,1
10,3.4,0.297,101,1
14,26.5,0.38,1975,1
10,1.8,0.383,69,1
8,14.875,0.337,321,1
8,10.375,0.393,261,1
13,22.846,0.409,1579,1
13,20.462,0.398,1375,1
10,9.3,0.268,249,1
9,1.889,0.451,69,1
10,2.1,0.362,76,1
7,1.571,0.221,17,1
1,74,0.189,14,1
17,1.353,0.419,164,1
8,6.875,0.225,99,1
11,10.182,0.217,267,1
7,33,0.26,420,1
9,3.778,0.363,111,1
10,0.6,0.333,20,1
7,2.429,0.361,43,1
7,0.571,0.5,14,1
22,3.227,0.499,780,1
6,4.667,0.149,25,1
9,27.111,0.237,520,1
9,59.444,0.157,757,1
11,11.182,0.48,649,1
6,2.667,0.354,34,1
6,16.167,0.299,174,1
7,14,0.254,174,1
9,30.444,0.158,390,1
38,2.526,0.431,1574,1
9,2.111,0.298,51,1
8,2.125,0.309,42,1
11,1.182,0.35,50,1
10,3.5,0.42,147,1
7,2,0.296,29,1
6,3.167,0.333,38,1
12,5.917,0.628,535,1
8,0.75,0.375,18,1
10,1,0.57,57,1
10,27.1,0.251,679,1
9,1.667,0.178,24,1
10,2.3,0.317,73,1
7,3.714,0.445,81,1
9,4.667,0.312,118,1
6,0.667,0.542,13,1
24,5.208,0.915,2746,1
8,0.875,0.429,24,1
8,43.25,0.166,459,1
12,0.667,0.438,42,1
9,4.444,0.275,99,1
10,3.7,0.592,219,1
7,2.571,0.357,45,1
9,12.333,0.188,188,1
6,4,0.257,37,1
5,0.8,0.6,12,1
8,3.5,0.299,67,1
10,31.7,0.124,392,1
10,2.2,0.309,68,1
6,15.833,0.226,129,1
7,30.714,0.548,824,1
6,11.833,0.131,56,1
1,123,0.163,20,1
7,2,0.327,32,1
6,1.167,0.333,14,1
10,6.7,0.3,201,1
8,1.5,0.417,40,1
7,5.571,0.253,69,1
10,11.9,0.392,467,1
10,27.2,0.279,758,1
7,25,0.337,413,1
9,4,0.506,164,1
7,7.571,0.299,111,1
5,6.2,0.361,56,1
8,1.375,0.318,28,1
7,5.857,0.213,61,1
12,6.083,0.259,227,1
7,2.286,0.42,47,1
7,21.429,0.178,187,1
7,7.857,0.374,144,1
11,2,0.603,146,1
20,0.9,0.489,176,1
8,63.75,0.144,586,1
6,7.333,0.265,70,1
8,1.75,0.42,47,1
9,17.111,0.406,563,1
18,4.389,0.257,365,1
9,17.889,0.273,396,1
10,15.9,0.355,564,1
8,2.375,0.178,27,1
7,1,0.265,13,1
9,5.222,0.274,116,1
7,1,0.286,14,1
8,1.75,0.321,36,1
7,2.571,0.262,33,1
10,8.7,0.375,326,1
12,19.333,0.316,879,1
9,1.889,0.627,96,1
10,6.1,0.305,186,1
7,20.429,0.105,105,1
10,3.8,0.432,164,1
11,2.364,0.283,81,1
11,2.364,0.297,85,1
10,15.2,0.297,452,1
11,1,0.438,53,1
8,1,0.391,25,1
10,5.4,0.319,172,1
12,5.583,0.403,324,1
10,6.1,0.333,203,1
8,1.25,0.388,31,1
9,1.333,0.426,46,1
7,2.429,0.227,27,1
9,3.556,0.302,87,1
8,3.25,0.25,52,1
9,19.333,0.178,279,1
8,8.875,0.407,231,1
7,1,0.592,29,1
9,4.222,0.371,127,1
6,1,0.361,13,1
10,0.9,0.344,31,1
8,2.5,0.375,60,1
11,3.818,0.284,131,1
11,3.364,0.371,151,1
1,167,0.192,32,1
10,1.6,0.338,54,1
10,4.1,0.356,146,1
25,11.68,0.472,3448,1
8,2,0.398,51,1
11,1.818,0.168,37,1
1,40,0.4,16,1
7,2.143,0.371,39,1
4,1,0.5,8,1
8,63.5,0.092,372,1
8,8.5,0.54,294,1
10,1.6,0.288,46,1
7,23.429,0.281,323,1
11,4.545,0.255,140,1
12,3.5,0.355,179,1
8,1.5,0.396,38,1
7,5.143,0.365,92,1
13,28.385,0.397,1906,1
16,21.5,0.385,2121,1
11,22.273,0.252,678,1
8,2.125,0.456,62,1
8,0.75,0.333,16,1
7,2,0.357,35,1
7,4.714,0.351,81,1
8,3.75,0.433,104,1
8,1.125,0.389,28,1
7,3.429,0.268,45,1
14,14.5,0.362,1028,1
8,2.125,0.346,47,1
12,22.167,0.338,1079,1
8,13.5,0.196,169,1
10,5.2,0.294,153,1
10,1.9,0.326,62,1
13,2.923,0.285,141,1
7,12.286,0.281,169,1
7,0.857,0.357,15,1
5,6.2,0.419,65,1
10,2.7,0.3,81,1
5,4.6,0.452,52,1
13,5.923,0.298,298,1
9,1,0.16,13,1
11,5.818,0.395,278,1
6,0.333,0.667,8,1
7,5,0.339,83,1
6,2.167,0.333,26,1
5,10.6,0.223,59,1
11,15.273,0.234,432,1
4,0.5,0.875,7,1
5,1.8,0.533,24,1
10,5.9,0.403,238,1
7,1.571,0.234,18,1
6,7.333,0.254,67,1
4,28.5,0.393,179,1
10,2.9,0.307,89,1
9,7,0.289,164,1
1,77,0.325,25,1
9,16.778,0.185,251,1
9,4.889,0.341,135,1
7,1.429,0.286,20,1
11,30.636,0.175,650,1
5,3.4,0.388,33,1
7,3,0.32,47,1
7,3.571,0.331,58,1
7,1.857,0.374,34,1
5,0.6,0.6,9,1
9,14.667,0.168,199,1
11,9.273,0.289,324,1
6,12,0.604,261,1
9,2.333,0.206,39,1
9,3.778,0.366,112,1
6,4.5,0.136,22,1
9,29.111,0.209,492,1
5,2.8,0.586,41,1
8,2.75,0.392,69,1
8,2.375,0.428,65,1
12,8.667,0.335,418,1
5,2.8,0.443,31,1
11,0.909,0.436,48,1
25,7.4,0.479,2214,1
4,23.75,0.311,118,1
10,12.4,0.473,587,1
7,3.429,0.28,47,1
6,5.5,0.303,60,1
1,9,1,9,1
6,1.167,0.714,30,1
9,59.556,0.126,609,1
9,30,0.111,270,1
7,24.429,0.16,192,1
10,1.3,0.108,14,1
7,9,0.333,147,1
8,42.5,0.183,499,1
9,31.556,0.137,350,1
10,10.3,0.25,258,1
9,23,0.177,330,1
8,37.75,0.211,510,1
10,51,0.163,832,1
7,6.143,0.292,88,1
12,4.667,0.256,172,1
5,6.2,0.239,37,1
10,3.7,0.327,121,1
7,0.714,0.829,29,1
10,23.4,0.188,441,1
10,16.2,0.454,735,1
5,19.8,0.303,150,1
9,10.111,0.161,132,1
9,4.667,0.344,130,1
9,13.667,0.39,432,1
6,24.333,0.325,285,1
9,2.333,0.392,74,1
9,17,0.304,419,1
11,2,0.417,101,1
5,1.2,0.3,9,1
13,24.846,0.256,1076,1
10,9.3,0.206,192,1
12,8.75,0.37,466,1
6,2.333,0.56,47,1
9,12,0.329,320,1
7,5,0.482,118,1
9,13.667,0.359,397,1
10,5.7,0.556,317,1
12,14.667,0.302,637,1
10,1,0.5,50,1
11,0.818,0.465,46,1
12,25.917,0.195,727,1
8,10.25,0.418,274,1
8,5,0.463,148,1
10,4.7,0.223,105,1
6,0.667,0.667,16,1
9,4.778,0.274,106,1
8,9,0.198,114,1
10,1.2,0.55,66,1
11,23.727,0.243,698,1
60,0.95,0.46,1574,1
10,1.8,0.289,52,1
7,1.286,0.46,29,1
11,2,0.579,140,1
11,8.909,0.378,408,1
5,14,0.18,63,1
8,16.5,0.36,380,1
6,1.167,0.5,21,1
10,28.4,0.202,575,1
8,13.625,0.109,95,1
1,14,0.571,8,1
8,1.875,0.267,32,1
14,4.071,0.714,570,1
10,31.9,0.239,764,1
9,5.444,0.272,120,1
8,10.5,0.269,181,1
9,2.444,0.298,59,1
1,45,0.356,16,1
7,2.571,0.31,39,1
8,2,0.211,27,1
8,30,0.194,373,1
11,4.909,0.316,188,1
9,2,0.327,53,1
12,5.583,0.35,281,1
8,5.25,0.369,124,1
10,31.6,0.366,1158,1
8,2.375,0.368,56,1
12,8.417,0.292,354,1
1,31,0.226,7,1
9,56.778,0.164,755,1
11,1.364,0.358,59,1
8,2.375,0.395,60,1
14,16.214,0.237,754,1
8,2.875,0.375,69,1
24,4.875,0.347,975,1
7,1,0.408,20,1
8,3.875,0.351,87,1
8,18.5,0.182,216,1
13,16.769,0.216,612,1
8,2.375,0.309,47,1
10,18.6,0.347,645,1
9,19.111,0.171,265,1
7,1,0.286,14,1
6,2,0.375,27,1
7,1.714,0.417,35,1
12,3.667,0.261,138,1
7,1.857,0.319,29,1
11,6.455,0.69,539,1
9,4,0.506,164,1
9,6.444,0.351,183,1
6,3.167,0.184,21,1
7,25.857,0.316,400,1
9,1.111,0.344,31,1
4,7,0.455,51,1
7,5.429,0.248,66,1
10,4.9,0.59,289,1
11,5.182,0.343,215,1
9,2.778,0.32,72,1
9,5,0.306,124,1
8,3.875,0.427,106,1
16,22.438,0.376,2158,1
10,2.8,0.343,96,1
12,3.583,0.293,151,1
9,28.778,0.22,512,1
8,7.625,0.207,101,1
8,2.625,0.435,73,1
9,16.667,0.284,384,1
8,39.875,0.174,445,1
9,7.111,0.345,199,1
7,2.286,0.304,34,1
7,10.571,0.16,83,1
7,3.286,0.447,72,1
5,16.4,0.361,148,1
8,24,0.207,318,1
14,20.286,0.365,1453,1
27,4.259,0.293,910,1
9,3.778,0.32,98,1
11,24.636,0.177,527,1
9,4.667,0.45,170,1
12,22.583,0.232,753,1
7,2.286,0.295,33,1
6,2.167,0.346,27,1
13,17.308,0.253,740,1
24,7.375,0.514,2182,1
9,30.889,0.258,645,1
8,2,0.406,52,1
7,7,0.3,103,1
9,8.444,0.363,248,1
9,5.444,0.265,117,1
7,2,0.255,25,1
9,10.778,0.317,277,1
10,2.8,0.311,87,1
10,4,0.295,118,1
10,51.1,0.141,721,1
10,11.6,0.273,317,1
8,2.875,0.337,62,1
7,7.571,0.342,127,1
8,4.375,0.393,110,1
8,10.5,0.229,154,1
10,25.1,0.151,378,1
77,3.338,0.465,9204,1
8,1.375,0.477,42,1
9,2.222,0.322,58,1
8,23.125,0.235,348,1
10,14.5,0.278,403,1
8,10.25,0.412,270,1
10,9.9,0.264,261,1
8,28.625,0.168,308,1
5,1.4,0.429,15,1
9,3.556,0.365,105,1
9,1,0.383,31,1
9,8.333,0.396,267,1
8,4.375,0.357,100,1
10,4.3,0.256,110,1
9,21.889,0.274,485,1
10,2.2,0.491,108,1
10,18.4,0.325,598,1
10,1.9,0.6,114,1
8,30,0.193,370,1
6,17.667,0.129,82,1
8,16.5,0.311,328,1
7,3.714,0.302,55,1
12,25.583,0.29,1068,1
24,14,0.898,7238,1
8,3.25,0.37,77,1
9,13,0.419,441,1
9,11,0.464,413,1
7,1.571,0.39,30,1
10,27.1,0.249,675,1
8,8.875,0.329,187,1
7,0.857,0.452,19,1
9,13.444,0.322,351,1
6,3.167,0.307,35,1
7,12.143,0.192,114,1
7,2,0.408,40,1
10,29.2,0.203,594,1
11,8.545,0.257,266,1
9,9.111,0.385,284,1
5,0.4,0.7,7,1
1,89,0.169,15,1
9,9.111,0.32,236,1
8,2.625,0.411,69,1
6,0.667,0.667,16,1
10,5.4,0.378,204,1
6,28.667,0.294,303,1
10,13.1,0.487,638,1
5,3.4,0.576,49,1
8,2.875,0.348,64,1
17,1.294,0.321,120,1
17,1.118,0.362,117,1
8,2.5,0.206,33,1
6,16,0.297,171,1
11,3.818,0.292,135,1
9,36.778,0.222,661,1
8,1,0.344,22,1
7,1.714,0.393,33,1
15,23.733,0.398,2127,1
10,12,0.279,335,1
10,2.9,0.303,88,1
6,5.167,0.5,93,1
8,5.625,0.367,132,1
10,51.1,0.134,684,1
7,6.286,0.169,52,1
8,34,0.189,411,1
7,1.143,0.482,27,1
8,10.25,0.396,260,1
11,23.818,0.251,722,1
9,4.778,0.344,133,1
10,6.1,0.487,297,1
8,4,0.395,101,1
8,6.375,0.37,151,1
7,3.857,0.101,19,1
8,9.375,0.423,254,1
8,8.625,0.366,202,1
12,1.833,0.568,150,1
8,10,0.197,126,1
9,8.556,0.251,174,1
10,3.3,0.282,93,1
12,9.75,0.22,309,1
8,5.25,0.423,142,1
7,1,0.388,19,1
8,3,0.375,72,1
9,11.222,0.211,192,1
7,3.286,0.373,60,1
5,8.8,0.241,53,1
10,3.4,0.356,121,1
38,3.342,0.464,2238,1
7,1.571,0.325,25,1
7,2.857,0.464,65,1
10,22.8,0.26,592,1
9,23.778,0.23,443,1
8,4.125,0.371,98,1
9,11.889,0.217,209,1
10,2.3,0.261,60,1
9,20.556,0.417,694,1
8,1.75,0.375,42,1
9,3.222,0.31,81,1
10,9.6,0.418,401,1
9,2.667,0.537,116,1
8,11.875,0.466,354,1
3,1.333,0.917,11,1
10,9.8,0.392,384,1
7,2.429,0.336,40,1
8,5.875,0.362,136,1
31,10.387,0.689,6881,1
10,2.2,0.336,74,1
13,33.846,0.255,1459,1
9,6.111,0.275,136,1
6,17.167,0.248,153,1
9,3.889,0.26,82,1
13,9.308,0.376,591,1
6,2.167,0.359,28,1
11,6.727,0.267,217,1
8,3.375,0.407,88,1
8,4.375,0.425,119,1
9,34,0.192,530,1
7,4,0.306,60,1
8,3,0.385,74,1
9,2,0.309,50,1
8,2,0.359,46,1
5,35.4,0.226,200,1
9,2,0.352,57,1
7,20.429,0.113,113,1
7,4.286,0.271,57,1
9,9.556,0.337,261,1
8,1.5,0.583,56,1
6,2.667,0.49,47,1
5,2.4,0.6,36,1
7,7.714,0.267,101,1
9,4.667,0.381,144,1
8,11.625,0.185,138,1
7,2,0.214,21,1
11,5.909,0.178,127,1
9,11.667,0.334,316,1
11,16.727,0.455,920,1
11,24.636,0.162,483,1
7,3.857,0.286,54,1
7,3.857,0.37,70,1
24,11.708,0.468,3155,1
10,2.2,0.377,83,1
2,9.5,0.184,7,1
15,17.867,0.413,1661,1
5,1.6,0.35,14,1
9,19.333,0.15,235,1
8,4.25,0.309,84,1
9,59.444,0.136,655,1
7,31.286,0.182,279,1
9,10.889,0.302,266,1
8,4.875,0.388,121,1
10,4.6,0.363,167,1
7,25.429,0.242,301,1
11,2.727,0.297,98,1
10,10.7,0.273,292,1
8,1.5,0.448,43,1
8,10.25,0.358,235,1
9,20.111,0.35,570,1
24,7.417,0.483,2063,1
13,32.538,0.188,1034,1
8,4.375,0.396,111,1
7,8,0.329,129,1
