@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
4,1.5,1
7,24.143,1
10,27.2,1
9,35.667,1
5,7.8,1
3,1,1
7,6.571,1
6,1.167,1
5,6,1
5,1.2,1
9,56.444,1
5,2,1
8,24.5,1
9,31.111,1
8,8.875,1
8,21.75,1
38,10.789,1
5,5,1
9,4.778,1
7,3,1
8,1.5,1
11,23.727,1
8,16.5,1
9,4.889,1
7,2.429,1
10,14.7,1
8,63.875,1
19,0.632,1
6,16.833,1
9,4.222,1
16,23.5,1
5,1.4,1
15,9.2,1
5,2.6,1
8,13,1
8,26.125,1
9,3.556,1
3,3,1
12,22.833,1
8,12.875,1
5,6.4,1
11,20.091,1
7,1.571,1
9,1.222,1
7,5.857,1
10,27.1,1
7,12.429,1
10,2,1
7,2.143,1
9,5.333,1
9,4.222,1
8,5.75,1
7,4.429,1
10,33,1
8,9.5,1
6,30.667,1
7,6.857,1
6,500,1
9,10.889,1
7,3.286,1
7,3,1
6,4.5,1
4,7,1
8,0.75,1
4,11,1
10,33,1
7,9.286,1
7,6.143,1
10,7.6,1
12,5.583,1
14,21.286,1
10,27.1,1
8,12.25,1
8,1.125,1
7,2.571,1
9,9,1
10,43,1
7,1,1
9,2,1
8,0.5,1
8,10,1
10,19.7,1
6,3.667,1
10,15.9,1
9,2.333,1
10,23.4,1
11,7.909,1
9,4.667,1
7,4.429,1
9,9.222,1
6,4.333,1
9,18,1
7,1,1
8,7.375,1
9,3.889,1
6,3.167,1
8,2,1
10,50.8,1
10,1.7,1
9,9,1
7,2.286,1
10,6,1
5,6.8,1
8,2,1
10,4.7,1
6,1.167,1
38,10.789,1
10,1,1
8,9.75,1
7,1.714,1
10,29.2,1
1,29,1
8,5.125,1
7,3.143,1
6,6.5,1
11,7.364,1
7,3.286,1
10,9.4,1
10,15.4,1
9,56.667,1
8,43,1
9,50.778,1
7,0.571,1
7,7.143,1
24,7.417,1
11,8.818,1
10,26.1,1
9,17.778,1
9,11.111,1
8,26.875,1
20,1.95,1
9,2.667,1
5,15,1
7,6.571,1
7,11.429,1
7,2.429,1
10,28.5,1
9,11,1
8,5,1
12,14.667,1
7,13.857,1
9,4,1
9,12.333,1
8,4.25,1
11,10.545,1
7,17.857,1
6,2.333,1
9,38.778,1
9,4.778,1
7,14.286,1
10,0.9,1
6,2.333,1
6,2.167,1
8,13.625,1
8,0.75,1
12,6.083,1
10,30.3,1
7,6.429,1
11,24.727,1
7,3.857,1
6,2,1
8,5.75,1
7,3.571,1
7,7.714,1
5,1,1
23,0.87,1
13,2.923,1
9,4,1
5,1,1
8,1.5,1
25,11.68,1
9,22.444,1
4,4,1
9,3.222,1
14,19.5,1
10,4.1,1
4,3.5,1
10,3.4,1
10,1.1,1
9,18.444,1
9,2.667,1
10,16.2,1
11,15,1
10,7.9,1
8,11.75,1
8,5.125,1
8,1.125,1
9,12.444,1
10,1.6,1
13,22.385,1
14,29.429,1
10,4.2,1
6,14.833,1
8,28.875,1
9,4,1
7,2.571,1
8,12.75,1
9,5.222,1
6,1,1
11,8.909,1
11,4.727,1
19,6.474,1
8,2,1
9,9.889,1
9,9.222,1
7,2.429,1
8,12.625,1
7,1.714,1
10,19.7,1
9,5.111,1
6,36.833,1
9,59.222,1
9,9.444,1
10,1.4,1
10,5.7,1
9,7.111,1
9,2.333,1
9,10.667,1
9,9,1
12,2.167,1
6,2.5,1
6,2,1
8,0.25,1
24,11.75,1
10,24.9,1
7,1.571,1
10,3.9,1
5,3.4,1
7,7.571,1
12,21.75,1
1,167,1
8,1.625,1
10,15,1
12,3.583,1
38,1.368,1
11,1.727,1
10,1.1,1
8,3.125,1
8,0.75,1
7,3,1
12,21,1
10,2.3,1
37,2.73,1
10,7.8,1
6,1.167,1
5,3,1
9,8.111,1
9,24.444,1
9,9.556,1
1,50,1
8,2.25,1
9,1.556,1
10,10,1
9,16.889,1
10,1.3,1
9,13.667,1
6,8.167,1
9,2.889,1
9,1.556,1
9,6,1
3,1.333,1
7,1,1
10,2.2,1
6,1.167,1
7,2.286,1
10,6.3,1
10,1.9,1
10,31.6,1
14,16.214,1
5,1.4,1
7,6.571,1
16,22.938,1
9,11.333,1
7,2.571,1
10,31.9,1
10,2.3,1
5,12.6,1
7,6.571,1
8,1.5,1
7,7.429,1
4,0.5,1
11,0.727,1
10,2.3,1
7,2.429,1
9,4.889,1
10,3.4,1
9,59.444,1
8,13.75,1
2,23.5,1
10,1.7,1
8,3.75,1
9,2,1
17,1.294,1
11,2.273,1
9,19.111,1
12,41.417,1
10,3.7,1
9,59.222,1
10,3.5,1
9,18.111,1
7,1.571,1
9,3.667,1
10,1.8,1
6,4.833,1
15,27.933,1
7,1.143,1
8,4.875,1
8,19.375,1
16,14.188,1
8,6,1
12,7,1
24,8.25,1
7,2,1
6,1.167,1
13,38.308,1
7,4.714,1
13,17.385,1
10,25.9,1
9,10.333,1
12,9.75,1
7,6.571,1
10,0.4,1
10,27.2,1
7,7.286,1
6,13.5,1
10,26.2,1
6,7.333,1
7,0.571,1
10,2,1
11,39.636,1
10,27.1,1
8,2,1
4,22.25,1
8,4.875,1
7,5.857,1
12,41.417,1
11,6.909,1
7,0.429,1
9,3.556,1
10,3.8,1
10,8.9,1
8,26.875,1
16,26.688,1
7,3.857,1
9,11.111,1
7,2.857,1
9,4.444,1
7,5.857,1
12,5.167,1
8,22.875,1
7,14.429,1
6,22.5,1
8,1.75,1
8,1.5,1
10,3.3,1
11,5.182,1
9,4.333,1
11,6.636,1
10,2,1
7,1.286,1
7,1.857,1
5,17.6,1
3,1.333,1
8,2.875,1
10,9.8,1
24,5.167,1
9,9,1
6,15.667,1
9,12.889,1
9,6.444,1
6,6.833,1
9,1.333,1
1,89,1
11,7.636,1
9,2.333,1
9,2.222,1
8,1.25,1
10,25.6,1
11,13.818,1
7,2.571,1
7,8.714,1
12,5.917,1
10,3,1
12,0.75,1
82,3.829,1
10,10.8,1
4,11,1
11,2,1
11,37.545,1
10,3.3,1
7,2,1
9,30.111,1
7,2.857,1
28,11.893,1
7,2.286,1
7,4.571,1
14,21.5,1
22,1.182,1
6,1.167,1
26,11.308,1
10,13,1
8,21.25,1
5,4,1
6,5.333,1
7,0.714,1
7,14,1
9,2.444,1
7,1.286,1
11,4.636,1
1,9,1
8,1.5,1
6,1,1
8,5.25,1
10,2.5,1
9,1.222,1
7,29.286,1
16,15.188,1
9,7.222,1
5,2.4,1
11,16.636,1
8,3.125,1
8,37.75,1
8,4.625,1
8,19.625,1
7,1.571,1
6,5.333,1
14,13.714,1
14,26.5,1
10,1.7,1
8,6.125,1
9,20.333,1
6,1.667,1
12,41.667,1
14,2.429,1
7,2.143,1
6,2.333,1
8,3.125,1
7,1.429,1
8,5.625,1
9,2.333,1
7,4.714,1
9,14.111,1
14,24.857,1
7,1.286,1
8,3.75,1
9,12.111,1
6,1.167,1
9,8,1
7,2.286,1
8,3.75,1
7,8.143,1
9,30.222,1
13,20.462,1
12,22.667,1
6,5.167,1
7,34.714,1
9,0.889,1
8,4,1
6,9.833,1
11,2.364,1
24,5.208,1
7,5.429,1
9,59.444,1
8,2.5,1
10,12.4,1
8,2.25,1
9,8.889,1
11,8.727,1
10,2.7,1
7,1.571,1
8,1.25,1
9,1.778,1
10,26.1,1
6,4.167,1
10,4.8,1
7,0.714,1
12,0.667,1
6,21.833,1
6,16,1
9,5.333,1
10,2.3,1
8,9.875,1
7,19.286,1
10,7.5,1
9,2,1
9,7.222,1
10,3.9,1
8,13.625,1
9,9.333,1
9,1.889,1
9,5.444,1
10,1.9,1
11,5.909,1
10,8.2,1
9,20.444,1
9,4,1
14,2.071,1
9,56.667,1
10,20.5,1
9,6.111,1
9,13.444,1
9,10.889,1
21,5.048,1
10,51.1,1
7,7.714,1
8,1.5,1
5,3.8,1
5,6,1
9,5,1
8,3.25,1
6,1.667,1
8,1.375,1
9,3.778,1
7,1.857,1
10,1.7,1
25,13.6,1
8,18.875,1
13,21.308,1
7,2.857,1
9,18.667,1
10,3.3,1
10,4.3,1
7,6.714,1
8,5.125,1
11,0.636,1
9,0.667,1
5,1.6,1
12,9.833,1
9,12,1
4,16.25,1
5,6.8,1
11,6.091,1
10,27.1,1
8,1.875,1
15,10.267,1
24,11.708,1
8,30,1
8,25.75,1
8,13.375,1
9,18.778,1
9,8.444,1
9,3.667,1
9,5.222,1
7,2.571,1
8,1.5,1
6,13.5,1
5,1.4,1
12,6,1
5,1.6,1
7,12.143,1
13,8,1
38,3.342,1
10,41.3,1
9,4.667,1
9,13.667,1
7,1.286,1
9,9.333,1
8,4.625,1
10,2.5,1
11,11.182,1
8,4.75,1
6,17.167,1
7,10.571,1
7,13.714,1
11,11.364,1
9,17.889,1
8,0.75,1
11,0.818,1
9,30.222,1
9,7.556,1
15,8.067,1
8,6.625,1
9,57.556,1
10,12.5,1
7,1.857,1
8,4.25,1
9,17.111,1
9,3.222,1
16,26.5,1
8,1.5,1
9,1.556,1
25,11.68,1
7,1.571,1
8,8,1
8,8.5,1
10,7.8,1
8,3.125,1
10,25.8,1
11,7.182,1
18,4.389,1
7,0.714,1
8,1.75,1
10,32.5,1
10,2.1,1
7,30.714,1
8,2.375,1
10,2,1
9,8.444,1
5,3.2,1
3,141.33,1
6,1.167,1
10,2.9,1
9,13.667,1
15,14.8,1
6,4.5,1
9,27.556,1
6,3,1
11,4.182,1
10,51.1,1
9,30.111,1
10,3.6,1
22,9.455,1
9,4.778,1
8,4.25,1
10,6.4,1
25,18.84,1
8,37.375,1
17,1.235,1
8,1.5,1
7,2.286,1
8,4.5,1
10,3.4,1
5,0.8,1
21,0.619,1
7,7.571,1
6,1,1
8,37.25,1
10,3.1,1
10,4,1
14,8.929,1
9,6.222,1
7,1.571,1
10,2,1
8,10,1
8,4.5,1
10,3.4,1
5,1,1
8,4.625,1
6,13.833,1
10,49.9,1
7,2,1
8,4.125,1
14,6,1
10,4.1,1
9,1.778,1
10,2,1
4,0.75,1
9,17.556,1
5,6.2,1
8,3.625,1
7,2.714,1
8,2.25,1
12,25.167,1
22,3.182,1
11,4,1
12,1.833,1
8,9.875,1
24,14,1
7,24.714,1
9,3.333,1
13,4.077,1
9,9.111,1
5,5.8,1
7,1.857,1
12,6,1
9,29.111,1
8,15.5,1
9,56.111,1
10,14.3,1
9,13.667,1
13,16.385,1
20,1.5,1
9,14,1
14,3.143,1
5,2.2,1
7,0.857,1
10,1.6,1
6,16,1
9,56.556,1
8,1.5,1
28,1.607,1
5,19,1
7,4.429,1
9,1.333,1
22,3.227,1
9,24.222,1
7,1.857,1
10,8.2,1
9,7.333,1
10,2.6,1
14,4.071,1
9,2.778,1
8,1.5,1
9,4.333,1
8,9.375,1
9,4.889,1
8,8.875,1
5,5.8,1
9,2.222,1
12,0.667,1
9,2.333,1
9,37,1
7,3.286,1
9,11.889,1
10,1.2,1
8,1.125,1
8,5.75,1
10,15.5,1
11,5.727,1
9,5.889,1
9,56.444,1
8,8.875,1
24,4,1
7,9,1
9,3.556,1
7,0.714,1
11,24.727,1
6,2.167,1
11,18.636,1
8,1,1
6,1.667,1
7,6,1
8,24,1
10,17.6,1
10,7.3,1
9,56.778,1
7,4.429,1
8,1.625,1
7,2.286,1
10,8.8,1
11,1.091,1
8,3.875,1
9,1.778,1
8,0.125,1
11,10.818,1
8,4.375,1
3,34.667,1
9,3.667,1
7,3.857,1
11,22.273,1
5,0.6,1
9,11.889,1
8,23.75,1
10,2.5,1
9,3.556,1
7,5.571,1
11,9.455,1
17,22.471,1
9,0.556,1
10,16.2,1
8,2.5,1
7,9.286,1
7,2.857,1
10,5.1,1
9,11.444,1
1,200,1
4,8,1
7,1.429,1
7,1.571,1
6,1.667,1
9,7,1
6,2.333,1
9,2,1
7,2.857,1
10,7.9,1
11,2.091,1
10,17.4,1
14,29.071,1
7,10.143,1
9,14.667,1
9,59.444,1
11,4.909,1
8,1.625,1
19,2.368,1
9,2.111,1
11,32.455,1
7,9.429,1
12,6.917,1
12,0.917,1
7,1.143,1
7,8.571,1
9,14.444,1
9,31.556,1
4,1,1
7,23.429,1
11,2.727,1
7,0.286,1
10,9.9,1
10,0.9,1
1,7,1
9,0.889,1
12,1.833,1
5,8.6,1
8,13.375,1
8,1.5,1
10,1.2,1
7,4.571,1
9,3.222,1
11,9.091,1
10,4.6,1
7,2.429,1
9,21.556,1
10,5.1,1
8,2.125,1
5,3,1
7,1.143,1
6,1.833,1
9,9.222,1
9,9.111,1
7,4.429,1
11,50.182,2
1,106,2
2,16,2
1,44,2
1,22,2
6,7.833,2
2,269,2
1,47,2
1,104,2
1,145,2
1,17,2
1,29,2
1,79,2
1,75,2
1,214,2
1,17,2
1,14,2
1,35,2
1,8,2
1,126,2
1,29,2
2,268.5,2
1,14,2
1,15,2
3,179,2
2,269,2
6,6.5,2
5,56,2
2,32,2
2,268,2
1,52,2
1,81,2
1,32,2
2,56,2
3,61,2
2,23,2
1,16,2
2,32,2
1,17,2
2,99.5,2
1,58,2
1,85,2
2,49.5,2
2,268.5,2
1,27,2
1,17,2
1,76,2
3,37.667,2
1,67,2
1,70,2
2,7,2
1,51,2
1,277,2
2,267.5,2
1,48,2
1,23,2
2,78.5,2
1,19,2
2,24.5,2
1,537,2
2,268,2
1,40,2
1,34,2
2,9,2
1,13,2
1,86,2
1,115,2
1,28,2
1,20,2
1,124,2
3,18,2
11,22.909,2
7,6.571,2
2,267.5,2
1,10,2
1,61,2
1,35,2
3,38.667,2
2,268,2
1,7,2
2,269,2
4,48.5,2
2,25,2
2,26,2
1,69,2
1,235,2
17,20.118,2
2,268.5,2
1,47,2
1,379,2
3,183.33,2
2,10,2
1,52,2
2,50,2
3,101.33,2
4,131,2
21,0.095,2
1,11,2
1,70,2
1,84,2
1,17,2
1,11,2
3,179.33,2
1,159,2
1,13,2
1,117,2
1,148,2
1,278,2
1,45,2
3,43,2
1,9,2
1,159,2
3,86.333,2
1,33,2
1,23,2
2,10,2
1,55,2
1,14,2
2,50.5,2
1,42,2
3,179,2
3,95.333,2
2,61.5,2
1,199,2
1,7,2
1,63,2
1,17,2
1,136,2
1,277,2
1,33,2
3,86.333,2
1,94,2
1,10,2
6,1.167,2
2,49,2
1,206,2
4,27,2
1,63,2
2,268.5,2
1,8,2
5,1.4,2
2,31.5,2
1,8,2
2,24,2
1,32,2
1,106,2
2,10.5,2
1,147,2
2,102,2
2,12.5,2
2,268,2
1,44,2
1,95,2
5,22,2
12,23.167,2
1,14,2
1,187,2
2,268.5,2
37,0.027,2
3,181.33,2
1,193,2
2,268,2
2,8.5,2
1,9,2
6,3.5,2
1,87,2
1,152,2
1,36,2
1,14,2
25,6.76,2
1,45,2
2,237.5,2
1,283,2
1,43,2
1,8,2
17,20.059,2
1,15,2
2,268.5,2
1,62,2
1,257,2
1,14,2
1,52,2
1,9,2
28,11.786,2
1,36,2
1,17,2
3,3.667,2
1,78,2
1,255,2
1,8,2
2,12,2
2,9,2
2,207.5,2
1,16,2
1,20,2
2,268.5,2
2,34.5,2
1,37,2
1,39,2
1,19,2
1,15,2
1,15,2
8,2,2
2,268,2
1,26,2
3,44,2
1,52,2
1,14,2
2,4.5,2
2,23,2
2,3,2
3,38.667,2
11,38.818,2
2,9,2
2,58,2
1,98,2
8,28.875,2
1,10,2
1,279,2
2,267.5,2
1,196,2
1,117,2
2,11,2
2,223,2
1,172,2
1,71,2
1,288,2
1,36,2
4,2.25,2
3,166.67,2
1,28,2
25,12,2
3,178.67,2
1,184,2
1,39,2
1,41,2
3,71,2
1,18,2
4,28.75,2
1,54,2
1,199,2
2,268.5,2
1,27,2
3,156.67,2
1,19,2
2,3,2
5,66.6,2
1,34,2
1,46,2
1,19,2
1,46,2
1,12,2
3,180.33,2
1,107,2
2,268.5,2
1,131,2
1,127,2
1,41,2
1,65,2
1,114,2
19,24.316,2
1,10,2
3,154.33,2
1,138,2
2,11,2
2,10,2
1,17,2
7,2,2
24,21.25,2
1,186,2
2,31,2
1,44,2
7,0.143,2
1,11,2
1,14,2
1,148,2
6,23.667,2
1,8,2
10,55.3,2
1,13,2
3,19.667,2
1,22,2
3,183.33,2
1,69,2
2,267.5,2
1,36,2
4,4.75,2
1,180,2
1,77,2
1,28,2
1,14,2
1,57,2
1,22,2
1,18,2
1,10,2
10,0.2,2
187,0.733,3
166,2.843,3
65,0.769,3
28,1.107,3
187,0.754,3
186,2.522,3
95,0.979,3
153,1.033,3
29,1.069,3
28,1.143,3
63,1.254,3
128,2.711,3
83,1.795,3
168,0.863,3
132,4.144,3
163,0.988,3
28,1.107,3
64,1.141,3
178,0.787,3
93,1.118,3
28,1.143,3
28,1.143,3
72,1.333,3
63,1.048,3
29,1.103,3
18,0.056,4
44,0.068,4
93,0.043,4
34,0.029,4
9,0.111,4
11,0.182,4
14,0.143,4
7,0.286,4
8,0.125,4
9,0.111,4
5,0.4,4
54,0.019,4
76,0.013,4
22,0.045,4
7,0.143,4
10,0.1,4
14,0.071,4
14,0.071,4
9,0.222,4
430,0.012,4
42,0.024,4
10,0.1,4
8,0.125,4
31,0.032,4
27,0.148,4
5,0.4,4
23,0.043,4
8,0.125,4
12,0.083,4
54,0.019,4
6,3.5,4
9,0.111,4
27,0.037,4
804,0.014,4
8,0.125,4
136,0.007,4
53,0.019,4
98,0.031,4
58,0.052,4
8,0.125,4
12,0.083,4
9,0.111,4
13,0.077,4
4,0.5,4
9,0.111,4
7,0.143,4
10,0.1,4
69,0.043,4
27,0.148,4
15,0.067,4
7,0.143,4
105,0.019,4
9,0.111,4
11,0.091,4
17,0.059,4
12,0.167,4
32,0.031,4
84,0.012,4
1,25,4
42,0.167,4
66,0.045,4
9,0.111,4
31,0.032,4
26,0.038,4
37,0.027,4
11,0.091,4
13,0.077,4
5,0.4,4
19,0.105,4
39,0.026,4
9,0.111,4
8,0.125,4
20,0.05,4
261,0.115,4
25,0.04,4
13,0.077,4
7,0.143,4
13,0.077,4
33,0.848,5
21,3.238,5
15,0.933,5
5,1.8,5
8,2,5
13,0.385,5
37,1.946,5
25,0.36,5
31,3.387,5
13,1,5
10,1.2,5
9,1.111,5
10,0.7,5
36,1.194,5
153,2.889,5
43,1.442,5
16,1.313,5
7,1.286,5
12,0.333,5
14,1.357,5
4,2,5
49,1.612,5
83,3.337,5
6,1.5,5
8,0.5,5
39,1.795,5
16,1.813,5
5,2.4,5
5,1.4,5
54,6.611,5
54,0.889,5
7,6.714,5
212,2.189,5
34,0.794,5
36,1.333,5
19,2.474,5
22,1,5
6,0.833,5
5,0.6,5
9,1.889,5
47,6.085,5
53,0.906,5
11,4.364,5
7,3.429,5
8,0.125,5
83,3.928,5
306,1.52,5
31,2.29,5
4,1.25,5
20,1.95,5
32,10.938,5
160,1.788,5
34,0.735,5
17,0.529,5
30,2,5
14,1.357,5
13,0.385,5
86,0.779,5
32,3.313,5
29,2.103,5
197,1.005,5
17,3.529,5
4,1.25,5
4,1.75,5
311,1.489,5
48,8.375,5
52,8.865,5
5,0.8,5
24,0.75,5
85,0.812,5
6,0.833,5
83,3.783,5
158,1.057,5
7,2.143,5
4,2.75,5
16,1.875,5
16,0.25,5
52,0.923,5
7,1.571,5
8,1.125,5
9,0.444,5
12,12.167,5
36,4.778,5
31,1.194,5
38,1.842,5
37,0.541,5
91,3.132,5
29,1.655,5
6,2,5
28,2.179,5
6,2.167,5
67,0.448,5
53,0.906,5
55,0.873,5
8,0.625,5
83,3.783,5
7,1.857,5
100,0.49,5
45,1.756,5
101,0.98,5
14,1.214,5
21,0.19,5
304,1.523,5
6,2.833,5
