@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
9,0.111,9,1
1112,17.375,178,1
189,3.857,31,1
301,6.143,88,1
165,6.6,52,1
522,6.444,183,1
1064,16.625,289,1
84,1.714,21,1
220,8.8,53,1
770,7.7,361,1
374,3.091,136,1
2376,29.333,619,1
456,7.125,198,1
2176,34,781,1
1570,15.7,366,1
582,16.167,155,1
35,1.4,11,1
390,3.9,134,1
896,1.143,449,1
88,0.727,33,1
472,7.375,180,1
405,5,113,1
150,1.5,47,1
1575,19.444,299,1
1260,12.6,536,1
2412,29.778,319,1
182,3.714,55,1
89,89,17,1
720,8.889,243,1
927,11.444,331,1
4043,23.923,873,1
413,8.429,191,1
224,3.5,67,1
230,2.3,72,1
156,1.083,58,1
378,4.667,171,1
1593,19.667,313,1
2754,34,587,1
1274,6.5,495,1
963,11.889,344,1
120,1.875,35,1
88,0.727,51,1
729,9,254,1
602,12.286,147,1
31,31,7,1
112,2.286,27,1
496,7.75,153,1
290,11.6,26,1
3633,74.143,265,1
1720,26.875,629,1
35,1.4,21,1
232,3.625,79,1
2510,25.1,378,1
45,1.8,15,1
1264,19.75,129,1
5964,41.417,1657,1
28,0.571,14,1
568,8.875,77,1
344,5.375,73,1
1449,17.889,396,1
1705,14.091,438,1
140,5.6,46,1
300,8.333,119,1
700,14.286,288,1
2560,25.6,951,1
240,3.75,58,1
1848,15.273,432,1
1512,30.857,693,1
96,1.5,40,1
119,2.429,40,1
99,1.222,25,1
95,3.8,37,1
245,5,118,1
2596,21.455,920,1
960,6.667,311,1
40,2.5,24,1
217,4.429,68,1
400,6.25,151,1
215,8.6,87,1
4080,7.083,3799,1
216,3.375,47,1
1260,12.6,575,1
108,3,53,1
1533,31.286,279,1
128,2,54,1
735,15,188,1
8064,14,7238,1
4784,7.077,3696,1
162,2,64,1
81,1,24,1
102,2.833,26,1
297,3.667,105,1
800,12.5,388,1
882,10.889,163,1
45,0.556,21,1
77,1.571,22,1
154,3.143,50,1
144,1.778,32,1
570,15.833,129,1
660,5.455,211,1
287,5.857,121,1
7024,27.438,2696,1
1936,30.25,331,1
308,6.286,67,1
721,14.714,213,1
1056,16.5,327,1
872,13.625,174,1
3819,10.579,909,1
600,9.375,225,1
209,1.727,121,1
81,9,39,1
190,1.9,108,1
6672,26.063,2543,1
168,3.429,33,1
1729,10.231,622,1
153,1.889,47,1
1488,23.25,593,1
168,4.667,55,1
2907,10.059,606,1
152,2.375,59,1
582,16.167,164,1
9,1,8,1
80,0.8,46,1
1220,12.2,359,1
4650,7.44,2221,1
670,6.7,215,1
105,2.143,24,1
450,4.5,133,1
18865,3.182,8396,1
130,5.2,68,1
380,3.8,147,1
980,9.8,439,1
250,2.5,96,1
290,2.9,88,1
78,0.462,34,1
98,2,38,1
120,1.2,27,1
324,4,180,1
7,7,7,1
490,10,182,1
189,2.333,98,1
2992,24.727,835,1
495,6.111,124,1
871,5.154,384,1
4650,7.44,2121,1
66,1.833,22,1
800,8,220,1
242,2,146,1
224,3.5,88,1
656,10.25,270,1
552,8.625,144,1
208,3.25,88,1
232,3.625,89,1
38,9.5,7,1
328,5.125,129,1
756,9.333,218,1
1620,16.2,477,1
161,3.286,46,1
3648,2.526,1574,1
693,8.556,174,1
5744,22.438,2158,1
120,1.875,45,1
12,1.333,9,1
152,2.375,28,1
468,5.778,143,1
1498,30.571,691,1
576,7.111,174,1
300,3,92,1
432,6.75,79,1
144,1.778,40,1
980,9.8,383,1
234,2.889,90,1
90,0.9,32,1
5908,30.143,1062,1
4488,7.792,2178,1
297,3.667,106,1
4200,65.625,398,1
435,1.933,228,1
1176,24,95,1
1464,22.875,271,1
63,1.286,29,1
2340,23.4,441,1
35,1.4,14,1
561,4.636,165,1
128,2,51,1
1665,20.556,663,1
78,2.167,23,1
630,6.3,147,1
1520,23.75,495,1
152,2.375,65,1
2580,25.8,869,1
180,1.8,105,1
729,9,136,1
220,2.2,71,1
3784,31.273,1686,1
816,12.75,173,1
374,1.294,159,1
20867,3.519,9981,1
4550,26.923,1732,1
42,1.167,18,1
108,3,54,1
320,3.2,98,1
648,8,165,1
242,2,153,1
49,1,15,1
876,24.333,285,1
63,1.286,23,1
84,0.583,18,1
7300,11.68,3496,1
576,16,178,1
700,14.286,195,1
72,1.125,20,1
820,8.2,246,1
513,6.333,146,1
1771,14.636,589,1
686,14,142,1
400,6.25,171,1
171,2.111,94,1
72,4.5,13,1
133,2.714,88,1
1476,18.222,279,1
203,4.143,54,1
2358,29.111,210,1
441,5.444,98,1
790,7.9,193,1
168,2.625,70,1
70,2.8,38,1
2920,29.2,594,1
96,1.5,38,1
112,2.286,34,1
927,11.444,152,1
756,9.333,168,1
1512,18.667,476,1
945,11.667,316,1
294,6,86,1
256,4,101,1
210,4.286,71,1
270,3.333,77,1
72,1.125,23,1
266,5.429,60,1
160,2.5,63,1
2400,24,919,1
747,9.222,292,1
784,12.25,173,1
970,9.7,410,1
627,5.182,215,1
1629,20.111,588,1
77,1.571,23,1
120,1.875,32,1
110,1.1,45,1
738,9.111,301,1
4480,22.857,1584,1
812,16.571,213,1
408,1.412,166,1
627,5.182,185,1
1242,15.333,193,1
126,1.556,42,1
90,0.9,27,1
9,1,7,1
32,0.5,12,1
174,4.833,62,1
168,3.429,47,1
602,12.286,177,1
104,1.625,51,1
64,1,33,1
1190,11.9,327,1
747,9.222,277,1
1180,11.8,327,1
168,0.857,111,1
1008,20.571,93,1
42,1.167,11,1
100,4,54,1
2502,30.889,440,1
1134,31.5,367,1
1728,27,705,1
1190,11.9,240,1
200,3.125,73,1
55,2.2,22,1
480,4.8,144,1
54,1.5,19,1
640,6.4,329,1
902,7.455,213,1
231,4.714,33,1
1104,30.667,357,1
6062,30.929,2152,1
492,13.667,135,1
8626,5.974,2623,1
301,6.143,96,1
297,2.455,90,1
384,1.5,158,1
110,4.4,59,1
819,10.111,262,1
182,3.714,64,1
372,23.25,116,1
486,13.5,137,1
270,3.333,82,1
112,2.286,36,1
12,3,7,1
10,0.4,7,1
310,3.1,98,1
126,2.571,27,1
576,16,178,1
330,3.3,108,1
2997,37,711,1
3888,15.188,1530,1
210,4.286,57,1
396,4.889,135,1
510,5.1,157,1
371,7.571,111,1
21,0.429,12,1
684,19,190,1
162,2,98,1
3333,27.545,502,1
477,5.889,104,1
460,4.6,138,1
175,7,35,1
98,2,37,1
66,1.833,23,1
3692,21.846,758,1
1056,8.727,350,1
963,11.889,201,1
16,1,9,1
4466,22.786,1654,1
252,5.143,92,1
112,1.75,58,1
414,11.5,116,1
3024,9.333,564,1
868,4.429,376,1
136,2.125,48,1
296,4.625,116,1
91,1.857,34,1
380,0.95,188,1
322,6.571,98,1
1001,5.923,298,1
636,17.667,82,1
210,4.286,63,1
42,1.167,21,1
8,0.125,8,1
96,1.5,51,1
812,4.143,555,1
792,12.375,278,1
215,8.6,80,1
744,11.625,138,1
264,4.125,98,1
15,0.6,7,1
520,5.2,155,1
4554,8.609,4210,1
35,1.4,15,1
882,10.889,266,1
468,5.778,95,1
48,1.333,26,1
105,4.2,31,1
406,8.286,82,1
1730,17.3,155,1
423,5.222,208,1
64,1,28,1
873,10.778,397,1
624,17.333,62,1
660,6.6,214,1
1467,18.111,217,1
520,5.2,166,1
872,13.625,236,1
330,3.3,129,1
100,1,46,1
189,3.857,54,1
2981,24.636,525,1
462,3.818,135,1
1353,11.182,338,1
3420,23.75,1404,1
14,0.286,10,1
165,6.6,62,1
360,5.625,132,1
35,1.4,20,1
272,4.25,116,1
770,15.714,162,1
2250,27.778,823,1
120,3.333,21,1
1674,20.667,712,1
140,2.857,64,1
261,3.222,60,1
238,4.857,63,1
530,5.3,156,1
3180,31.8,406,1
99,1.222,34,1
576,7.111,102,1
1936,30.25,247,1
340,3.4,109,1
432,1.333,196,1
368,5.75,128,1
108,1.333,67,1
88,0.727,62,1
210,4.286,74,1
639,7.889,225,1
396,1.222,145,1
525,10.714,347,1
936,11.556,264,1
369,4.556,138,1
306,3.778,111,1
1617,13.364,416,1
360,5.625,177,1
91,1.857,71,1
192,3,57,1
9,1,8,1
160,2.5,63,1
891,11,411,1
28,0.571,11,1
640,6.4,281,1
536,8.375,204,1
126,2.571,52,1
119,2.429,42,1
2416,37.75,510,1
64,4,25,1
119,2.429,27,1
56,0.875,23,1
168,2.625,44,1
532,1.474,313,1
78,2.167,28,1
3876,3.353,406,1
133,2.714,33,1
351,4.333,108,1
1592,24.875,183,1
15,0.6,9,1
264,4.125,103,1
288,3.556,87,1
49,1,15,1
119,2.429,54,1
119,2.429,51,1
333,4.111,71,1
4901,29,872,1
91,1.857,22,1
4815,59.444,757,1
56,0.875,27,1
80,1.25,23,1
340,3.4,132,1
1184,18.5,232,1
125,5,50,1
184,2.875,44,1
1184,18.5,216,1
582,16.167,174,1
376,5.875,100,1
171,2.111,50,1
115,4.6,37,1
42,1.167,20,1
119,2.429,31,1
144,2.25,58,1
250,2.5,98,1
195,7.8,77,1
2490,24.9,1151,1
1111,9.182,293,1
96,1.5,41,1
280,5.714,52,1
510,5.1,209,1
162,2,88,1
150,6,24,1
2736,42.75,445,1
270,2.7,81,1
91,1.857,19,1
440,4.4,154,1
576,16,193,1
96,1.5,40,1
450,4.5,133,1
423,5.222,121,1
618,17.167,153,1
1225,25,413,1
165,1.364,59,1
780,21.667,197,1
4815,59.444,606,1
153,1.889,51,1
190,1.9,62,1
720,8.889,240,1
405,5,172,1
261,3.222,49,1
63,1.286,24,1
62,15.5,12,1
4760,24.286,1232,1
128,2,56,1
160,6.4,65,1
200,2,77,1
2691,33.222,607,1
1533,31.286,299,1
1998,24.667,403,1
738,9.111,283,1
112,1.75,38,1
2938,17.385,759,1
378,4.667,118,1
182,3.714,81,1
360,5.625,132,1
80,1.25,29,1
324,4,198,1
918,11.333,328,1
70,1.429,23,1
133,2.714,54,1
200,3.125,48,1
128,2,49,1
4599,56.778,1035,1
1848,28.875,421,1
77,1.571,26,1
560,8.75,259,1
972,12,378,1
189,3.857,70,1
160,1.6,99,1
84,2.333,27,1
520,5.2,159,1
2067,12.231,852,1
4300,43,1508,1
30,1.2,12,1
36,1,15,1
3069,37.889,222,1
1584,3.273,823,1
99,1.222,28,1
5768,29.429,1032,1
584,9.125,253,1
3392,13.25,1276,1
528,3.667,155,1
576,4,145,1
3267,40.333,417,1
20,0.8,9,1
80,3.2,34,1
936,14.625,188,1
852,5.917,535,1
423,5.222,116,1
210,2.1,69,1
1098,13.556,372,1
84,1.714,30,1
248,3.875,103,1
4806,59.333,784,1
1480,23.125,348,1
360,10,105,1
1674,20.667,622,1
192,3,78,1
891,11,187,1
1416,9.833,361,1
190,1.9,107,1
1611,19.889,550,1
1550,15.5,486,1
741,4.385,552,1
3038,15.5,813,1
81,1,31,1
56,1.143,12,1
88,1.375,22,1
198,2.444,42,1
104,104,20,1
3322,27.455,1260,1
924,7.636,232,1
182,3.714,55,1
1620,20,606,1
153,1.889,96,1
130,1.3,30,1
72,1.125,38,1
120,1.875,57,1
552,8.625,172,1
200,2,97,1
600,9.375,224,1
1216,19,328,1
2981,24.636,527,1
42,0.857,23,1
98,2,31,1
160,1.6,46,1
35,0.714,13,1
747,9.222,216,1
96,1.5,38,1
108,1.333,41,1
256,4,103,1
1397,11.545,371,1
576,16,171,1
128,2,61,1
420,4.2,133,1
1216,19,242,1
128,2,49,1
1491,30.429,296,1
275,2.273,76,1
66,1.833,13,1
95,95,36,1
522,6.444,106,1
64,1,32,1
48,1.333,31,1
63,1.286,22,1
707,14.429,354,1
470,4.7,93,1
324,4,128,1
330,3.3,121,1
2510,25.1,449,1
60,2.4,19,1
828,10.222,290,1
4158,34.364,1371,1
207,2.556,62,1
1395,17.222,483,1
1650,13.636,307,1
96,1.5,38,1
104,1.625,51,1
375,15,101,1
224,4.571,76,1
99,0.818,46,1
2592,18,1315,1
140,2.857,32,1
99,0.818,40,1
780,7.8,199,1
35,35,7,1
3632,14.188,1490,1
1573,9.308,591,1
5138,26.214,1791,1
336,6.857,90,1
1372,7,422,1
180,2.222,66,1
99,1.222,22,1
180,2.222,65,1
96,1.5,38,1
105,2.143,21,1
91,1.857,18,1
336,6.857,100,1
1647,20.333,359,1
112,1.75,16,1
56,1.143,15,1
6480,25.313,2476,1
481,2.846,147,1
171,2.111,106,1
427,8.714,137,1
18,500,9,1
84,1.714,33,1
112,2.286,28,1
256,4,53,1
320,0.8,160,1
266,5.429,94,1
135,1.667,33,1
240,1.667,126,1
1920,30,370,1
45,1.8,20,1
252,5.143,66,1
98,2,31,1
100,1,56,1
231,4.714,84,1
374,1.294,120,1
873,10.778,407,1
4199,24.846,1076,1
165,1.364,58,1
1720,26.875,695,1
14,14,8,1
78,2.167,20,1
990,8.182,465,1
738,9.111,316,1
2250,27.778,810,1
576,16,183,1
276,1.917,159,1
1830,18.3,488,1
190,1.9,69,1
174,4.833,51,1
369,4.556,138,1
5628,28.714,2248,1
250,2.5,85,1
162,4.5,39,1
272,4.25,101,1
351,4.333,90,1
322,6.571,114,1
500,5,163,1
72,1.125,31,1
2160,26.667,559,1
128,2,55,1
704,5.818,176,1
2680,26.8,1325,1
192,3,72,1
4572,56.444,732,1
48,0.75,20,1
215,8.6,71,1
77,1.571,28,1
1770,17.7,461,1
49,1,13,1
682,5.636,241,1
224,4.571,61,1
336,5.25,142,1
2992,24.727,840,1
1775,2.84,416,1
290,2.9,64,1
140,2.857,36,1
98,2,35,1
135,5.4,55,1
72,1.125,31,1
5696,22.25,2150,1
120,4.8,45,1
2024,16.727,954,1
286,2.364,75,1
4675,7.48,2207,1
234,2.889,80,1
1309,10.818,309,1
320,5,131,1
217,4.429,83,1
441,5.444,259,1
490,10,130,1
217,4.429,100,1
368,5.75,117,1
160,2.5,80,1
120,1.875,55,1
184,2.875,66,1
85,3.4,49,1
5838,29.786,2094,1
176,11,47,1
2035,16.818,991,1
3146,18.615,726,1
4920,34.167,1595,1
184,2.875,57,1
936,14.625,162,1
170,1.7,82,1
480,3.333,221,1
300,3,110,1
6528,25.5,2546,1
280,2.8,94,1
539,4.455,185,1
3222,39.778,1240,1
40,40,36,1
96,1.5,45,1
56,0.875,24,1
2403,29.667,393,1
585,3.462,251,1
498,13.833,164,1
504,6.222,173,1
40,0.4,15,1
77,1.571,30,1
1404,9.75,281,1
242,2,67,1
432,6.75,151,1
781,6.455,539,1
445,17.8,75,1
330,2.727,98,1
340,3.4,121,1
4806,59.333,629,1
180,2.222,113,1
301,6.143,73,1
5194,26.5,1975,1
1589,32.429,345,1
2422,49.429,418,1
534,14.833,215,1
434,8.857,82,1
160,6.4,69,1
400,6.25,144,1
238,4.857,67,1
143,1.182,50,1
4797,28.385,1906,1
242,2,146,1
450,5.556,99,1
392,8,129,1
2720,42.5,499,1
128,2,46,1
77,1.571,27,1
1111,9.182,281,1
22,5.5,9,1
5558,28.357,1902,1
984,15.375,396,1
121,1,55,1
224,4.571,69,1
108,1.333,44,1
5720,33.846,1459,1
35,0.714,18,1
25,1,10,1
99,0.818,54,1
22,22,13,1
4186,24.769,1571,1
564,15.667,104,1
272,4.25,114,1
4064,63.5,372,1
930,9.3,249,1
352,2.909,106,1
432,6.75,119,1
264,4.125,86,1
378,4.667,145,1
4824,59.556,441,1
112,1.75,36,1
1962,24.222,290,1
470,4.7,159,1
24,0.667,10,1
1548,10.75,469,1
90,0.9,62,1
231,4.714,61,1
1925,15.909,405,1
1015,20.714,210,1
84,0.583,47,1
600,16.667,207,1
40,1.6,14,1
108,3,34,1
847,17.286,230,1
176,2.75,84,1
1700,17,849,1
108,1.333,46,1
72,1.125,26,1
972,12,365,1
180,2.222,54,1
208,3.25,78,1
1974,10.071,549,1
2992,24.727,778,1
248,3.875,92,1
91,1.857,30,1
24,0.667,16,1
186,5.167,56,1
3036,5.739,2885,1
810,3.6,262,1
369,4.556,164,1
80,1.25,32,1
108,1.333,42,1
1917,23.667,390,1
98,2,32,1
276,17.25,104,1
800,12.5,196,1
594,7.333,192,1
40,0.625,15,1
96,1.5,42,1
2736,33.778,554,1
192,3,57,1
217,4.429,60,1
88,5.5,38,1
280,4.375,100,1
4185,51.667,658,1
56,1.143,22,1
135,5.4,40,1
1015,40.6,243,1
152,2.375,27,1
1578,43.833,196,1
1673,34.143,268,1
224,4.571,60,1
800,8,442,1
1332,16.444,258,1
774,21.5,151,1
27,3,8,1
60,0.6,26,1
45,0.556,32,1
414,5.111,100,1
153,1.889,80,1
175,3.571,76,1
1568,24.5,222,1
5733,33.923,2144,1
1107,13.667,432,1
147,3,57,1
1521,18.778,396,1
324,4,113,1
70,0.357,31,1
144,1.778,80,1
225,2.778,74,1
294,6,69,1
6160,31.429,975,1
1969,16.273,650,1
104,1.625,37,1
80,1.25,28,1
80,1.25,36,1
1802,6.235,1671,1
598,1.13,166,1
343,7,102,1
108,3,33,1
312,4.875,95,1
170,1.7,97,1
152,2.375,58,1
408,11.333,70,1
220,2.2,61,1
2529,31.222,687,1
190,7.6,81,1
352,5.5,171,1
190,1.9,59,1
520,8.125,157,1
2376,29.333,468,1
72,1.125,27,1
2490,24.9,731,1
1976,1.368,894,1
396,4.889,95,1
5872,22.938,2258,1
440,4.4,194,1
15,1.667,8,1
48,1.333,15,1
301,6.143,75,1
400,4,133,1
190,1.9,115,1
232,3.625,80,1
162,2,53,1
234,6.5,53,1
1540,3.182,808,1
869,7.182,279,1
4596,31.917,1409,1
484,4,152,1
5060,50.6,758,1
462,3.818,155,1
80,1.25,28,1
2600,26,732,1
63,1.286,22,1
168,4.667,25,1
98,2,32,1
96,1.5,42,1
104,1.625,42,1
265,10.6,59,1
264,1.833,153,1
78,2.167,28,1
77,1.571,11,1
147,3,38,1
16,1,7,1
4815,59.444,926,1
168,3.429,39,1
4806,59.333,884,1
1210,12.1,502,1
2343,19.364,619,1
2610,26.1,689,1
744,11.625,241,1
4815,59.444,887,1
28,0.571,11,1
1107,13.667,401,1
144,1.778,54,1
1551,12.818,567,1
1773,21.889,485,1
369,4.556,157,1
720,8.889,211,1
96,1.5,41,1
414,5.111,123,1
378,4.667,130,1
344,5.375,137,1
736,11.5,264,1
372,10.333,87,1
108,1.333,46,1
264,1.833,150,1
217,4.429,86,1
1928,30.125,230,1
1310,13.1,597,1
1792,36.571,242,1
414,5.111,120,1
121,1,52,1
814,6.727,217,1
330,3.3,97,1
616,9.625,143,1
330,3.3,106,1
12,12,7,1
294,6,119,1
238,4.857,65,1
72,2,27,1
72,1.125,33,1
329,6.714,85,1
1001,8.273,286,1
150,1.5,45,1
891,11,241,1
80,5,31,1
3192,22.167,1079,1
4599,56.778,755,1
72,2,20,1
670,6.7,195,1
927,11.444,342,1
424,6.625,146,1
516,3.583,151,1
345,13.8,86,1
286,2.364,81,1
84,2.333,24,1
252,3.111,63,1
1100,9.091,296,1
153,1.889,36,1
4576,9.455,928,1
174,4.833,73,1
190,1.9,111,1
414,5.111,131,1
2925,17.308,740,1
184,2.875,62,1
370,3.7,120,1
396,24.75,199,1
7,7,7,1
1236,8.583,436,1
288,4.5,177,1
702,8.667,326,1
387,4.778,133,1
77,1.571,23,1
88,0.727,22,1
288,4.5,132,1
480,19.2,164,1
245,5,111,1
1467,18.111,386,1
405,5,181,1
323,1.118,117,1
90,2.5,25,1
35,1.4,15,1
2562,13.071,998,1
410,4.1,109,1
1548,19.111,265,1
343,7,103,1
112,1.75,28,1
872,13.625,191,1
300,2.083,96,1
552,8.625,129,1
963,11.889,357,1
304,4.75,103,1
170,1.7,86,1
2414,0.479,227,1
391,1.353,164,1
1032,16.125,239,1
1000,10,444,1
2706,22.364,944,1
1392,9.667,461,1
220,2.2,108,1
50,2,14,1
3252,22.583,753,1
924,7.636,269,1
2723,55.571,455,1
99,0.818,46,1
90,1.111,31,1
700,14.286,198,1
242,2,68,1
195,7.8,66,1
105,2.143,36,1
686,14,174,1
540,15,161,1
272,4.25,97,1
1071,21.857,500,1
608,9.5,236,1
216,6,110,1
704,2.75,265,1
360,4.444,124,1
176,2.75,70,1
238,4.857,96,1
200,2,121,1
182,3.714,35,1
560,8.75,208,1
120,4.8,41,1
217,4.429,62,1
296,4.625,54,1
135,5.4,82,1
595,12.143,114,1
380,3.8,162,1
369,4.556,111,1
266,5.429,80,1
3084,21.417,872,1
60,2.4,28,1
624,17.333,146,1
1450,14.5,389,1
828,10.222,302,1
600,9.375,197,1
280,2.8,87,1
77,1.571,18,1
380,3.8,151,1
4428,54.667,583,1
260,2.6,77,1
1485,18.333,501,1
200,3.125,67,1
12,1.333,9,1
130,0.769,39,1
63,1.286,27,1
280,5.714,65,1
1144,9.455,420,1
112,2.286,38,1
4796,39.636,1612,1
120,1.875,62,1
150,1.5,41,1
98,2,40,1
1512,18.667,405,1
488,7.625,167,1
100,1,57,1
175,3.571,58,1
2040,9.067,489,1
324,4,175,1
1296,20.25,424,1
1956,54.333,416,1
350,3.5,147,1
35,1.4,13,1
1716,14.182,385,1
918,11.333,196,1
189,3.857,19,1
801,9.889,240,1
2808,4.875,975,1
77,1.571,18,1
180,1.8,94,1
25,1,7,1
927,11.444,355,1
1680,26.25,299,1
14,0.286,9,1
72,1.125,33,1
297,3.667,103,1
315,6.429,152,1
240,3.75,108,1
2100,10.714,472,1
583,4.818,145,1
564,15.667,184,1
161,3.286,53,1
1470,14.7,247,1
370,3.7,122,1
2016,3.5,956,1
2079,17.182,361,1
4080,63.75,586,1
128,2,44,1
5016,8.708,4645,1
276,1.917,159,1
180,7.2,38,1
330,2.727,125,1
120,3.333,31,1
12,1.333,11,1
616,3.143,245,1
222,6.167,68,1
301,6.143,66,1
455,9.286,129,1
5340,23.733,2167,1
215,8.6,50,1
1230,12.3,445,1
580,5.8,47,1
273,5.571,69,1
96,1.5,36,1
6696,5.167,2126,1
1768,10.462,733,1
1330,27.143,390,1
200,2,58,1
675,8.333,267,1
152,2.375,54,1
99,0.818,51,1
112,7,51,1
60,1.667,27,1
45,0.556,11,1
5880,30,2209,1
738,9.111,269,1
126,2.571,33,1
4410,19.6,1743,1
42,1.167,13,1
486,6,142,1
1170,14.444,524,1
91,1.857,61,1
624,9.75,152,1
25,1,18,1
4590,56.667,787,1
319,2.636,130,1
765,9.444,236,1
248,3.875,102,1
1310,13.1,543,1
4806,59.333,811,1
24,0.667,15,1
473,3.909,133,1
104,1.625,47,1
2690,26.9,824,1
2590,13.214,657,1
2226,5.048,302,1
1144,9.455,431,1
162,2,84,1
1720,26.875,631,1
2412,29.778,478,1
216,3.375,47,1
582,16.167,137,1
20,0.8,9,1
100,4,17,1
160,6.4,56,1
96,1.5,42,1
480,19.2,194,1
56,1.143,14,1
264,1.833,164,1
1057,21.571,81,1
324,4,114,1
396,3.273,112,1
2852,5.391,2684,1
176,2.75,71,1
1431,17.667,356,1
3168,26.182,787,1
64,1,13,1
2090,17.273,500,1
1160,11.6,285,1
187,0.647,78,1
957,7.909,305,1
72,1.125,23,1
765,9.444,231,1
2790,34.444,475,1
18,0.5,10,1
576,16,114,1
747,9.222,281,1
2205,27.222,353,1
77,1.571,18,1
272,4.25,84,1
192,3,39,1
161,3.286,72,1
3024,21,1259,1
40,1.6,24,1
480,4.8,150,1
189,2.333,39,1
30,1.2,11,1
804,5.583,302,1
470,18.8,86,1
423,5.222,163,1
248,3.875,86,1
675,8.333,131,1
29,29,9,1
270,7.5,123,1
95,3.8,30,1
15,0.6,9,1
55,2.2,25,1
180,1.8,53,1
192,3,63,1
610,6.1,186,1
665,13.571,178,1
60,60,12,1
45,1.8,24,1
2070,9.2,893,1
180,2.222,61,1
270,2.7,93,1
2720,27.2,520,1
1034,8.545,290,1
72,1.125,26,1
280,4.375,110,1
280,2.8,105,1
312,4.875,118,1
1056,8.727,292,1
110,1.1,54,1
494,2.923,165,1
432,5.333,118,1
837,10.333,217,1
9982,10.387,6881,1
1128,17.625,418,1
472,7.375,88,1
1100,9.091,520,1
4662,57.556,449,1
84,1.714,19,1
119,2.429,37,1
184,2.875,67,1
66,1.833,20,1
217,4.429,61,1
256,4,59,1
1352,8,268,1
81,1,13,1
1008,15.75,211,1
1378,8.154,422,1
1128,17.625,504,1
790,7.9,304,1
568,8.875,231,1
531,6.556,178,1
81,1,29,1
84,2.333,25,1
3264,22.667,812,1
860,8.6,125,1
150,6,88,1
182,3.714,49,1
2752,43,595,1
7275,11.64,3392,1
384,6,136,1
560,11.429,280,1
984,15.375,251,1
14,3.5,7,1
4080,7.083,3768,1
152,2.375,59,1
245,5,74,1
1359,16.778,349,1
1416,9.833,495,1
32,0.5,14,1
483,9.857,91,1
128,2,58,1
720,11.25,149,1
96,1.5,38,1
664,10.375,195,1
217,4.429,68,1
495,6.111,136,1
1656,20.444,341,1
184,2.875,59,1
1062,13.111,395,1
5026,25.643,1848,1
660,5.455,179,1
1715,35,246,1
4020,27.917,1606,1
2610,26.1,676,1
35,1.4,15,1
1323,27,449,1
432,5.333,111,1
245,5,46,1
20,0.8,7,1
65,2.6,19,1
1566,19.333,279,1
340,3.4,103,1
270,3.333,73,1
300,8.333,98,1
114,3.167,38,1
200,200,26,1
319,2.636,95,1
98,2,49,1
96,0.667,19,1
45,45,16,1
333,4.111,172,1
1246,25.429,301,1
4420,6.538,833,1
246,6.833,55,1
1111,9.182,367,1
66,1.833,22,1
2871,23.727,738,1
1755,21.667,221,1
24,0.375,11,1
190,1.9,57,1
880,13.75,202,1
28,0.571,7,1
1267,25.857,400,1
378,7.714,96,1
1719,21.222,564,1
315,3.889,104,1
264,1.833,142,1
90,0.9,31,1
81,1,28,1
408,1.412,147,1
144,1.778,30,1
333,4.111,179,1
640,6.4,121,1
671,5.545,197,1
266,5.429,76,1
200,3.125,76,1
144,2.25,56,1
864,6,243,1
2834,16.769,612,1
7416,12.875,6828,1
558,6.889,225,1
2720,27.2,573,1
102,2.833,25,1
876,6.083,227,1
352,2.909,121,1
112,1.75,52,1
40,0.4,14,1
35,0.714,17,1
600,4.167,207,1
136,2.125,57,1
2520,31.111,415,1
1860,18.6,645,1
63,1.286,18,1
1000,10,436,1
56,1.143,24,1
3300,33,744,1
1148,23.429,323,1
210,2.1,68,1
126,2.571,46,1
756,15.429,274,1
77,1.571,28,1
2824,44.125,197,1
744,5.167,174,1
77,1.571,23,1
608,9.5,289,1
5726,29.214,984,1
459,5.667,136,1
234,6.5,71,1
360,3.6,132,1
1106,22.571,233,1
4650,7.44,2253,1
1070,10.7,292,1
189,2.333,100,1
540,5.4,165,1
50,2,28,1
385,7.857,144,1
1296,20.25,564,1
322,6.571,114,1
420,8.571,120,1
504,6.222,106,1
1680,34.286,362,1
1176,8.167,288,1
128,2,55,1
50,50,10,1
210,2.1,63,1
91,1.857,29,1
2241,27.667,674,1
2882,23.818,685,1
946,7.818,391,1
288,4.5,134,1
96,0.667,59,1
310,3.1,87,1
570,15.833,171,1
44,2.75,19,1
1440,5.625,283,1
192,5.333,80,1
112,1.75,49,1
56,0.875,17,1
261,3.222,75,1
75,3,30,1
729,9,260,1
217,4.429,66,1
1539,19,186,1
819,10.111,263,1
126,2.571,34,1
78,2.167,43,1
774,9.556,163,1
128,2,31,1
2448,30.222,659,1
992,15.5,424,1
155,6.2,65,1
114,3.167,29,1
530,5.3,182,1
56,0.875,19,1
1464,22.875,421,1
320,5,90,1
81,1,29,1
385,3.182,147,1
1452,12,274,1
432,6.75,106,1
473,3.909,159,1
783,9.667,348,1
152,2.375,56,1
171,2.111,46,1
70,2.8,18,1
248,3.875,106,1
192,3,61,1
2896,11.313,1157,1
140,2.857,59,1
2500,25,301,1
77,1.571,28,1
496,7.75,179,1
1566,19.333,235,1
208,3.25,82,1
1005,4.467,294,1
954,11.778,295,1
72,0.889,42,1
98,2,29,1
490,4.9,255,1
280,5.714,70,1
