@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
10,510,1.66,143,1
9,837,2.06,270,1
7,28,1.75,7,1
10,1150,1.48,276,1
9,1107,2.3,366,1
10,790,1.79,193,1
7,945,1.23,147,1
8,384,1.92,119,1
14,5628,4.75,2248,1
8,520,1.74,157,1
8,168,1.69,61,1
10,350,2.02,133,1
7,238,1.55,65,1
12,804,3.68,324,1
10,640,2.12,121,1
9,576,1.99,177,1
10,1160,1.6,285,1
16,6528,5.28,2546,1
9,108,1.46,41,1
7,140,1.87,56,1
4,396,2.4,199,1
9,684,2.19,245,1
6,168,1.29,49,1
10,1550,2.47,514,1
9,2655,1.5,531,1
6,564,1.32,104,1
12,3264,2.01,812,1
7,252,2.05,115,1
7,91,2.25,18,1
7,42,2.56,23,1
9,495,1.38,126,1
8,360,1.87,56,1
7,42,1.67,15,1
12,1176,2.33,314,1
17,323,58.5,117,1
5,125,1.52,50,1
10,2150,1.2,287,1
7,231,1.68,84,1
8,808,1.71,234,1
11,2981,1.49,527,1
11,1078,2.15,297,1
6,42,1.4,14,1
8,88,2,42,1
11,451,2.92,152,1
25,12275,7.21,5572,1
9,396,1.38,102,1
11,2640,2.05,714,1
6,36,1.44,13,1
7,112,2.57,36,1
9,216,1.28,46,1
6,60,1.54,20,1
9,1395,2.53,524,1
10,420,2.22,133,1
16,5872,5.29,2258,1
9,369,1.91,111,1
11,88,2.09,23,1
8,640,1.75,222,1
11,693,3.08,286,1
9,108,1.57,44,1
12,1248,2.46,418,1
9,441,3.05,262,1
6,300,1.76,72,1
11,99,9,54,1
10,5080,1.27,667,1
9,729,2.04,239,1
13,3107,2.16,742,1
9,783,2.37,348,1
8,96,2,40,1
13,689,5.75,351,1
9,1629,2.76,588,1
9,1260,2.71,479,1
9,162,7.77,101,1
9,675,2.09,249,1
9,360,2.07,124,1
7,490,3.23,262,1
8,96,2.57,36,1
10,5080,1.41,813,1
9,1467,1.28,217,1
6,294,1.38,84,1
9,108,1.69,44,1
9,522,2.29,183,1
5,170,1.26,24,1
6,24,5,10,1
10,2380,2.85,840,1
9,108,1.69,49,1
7,336,1.44,111,1
24,2304,3.18,480,1
13,481,3.59,147,1
9,828,2.07,290,1
6,78,2,14,1
6,78,1.41,24,1
6,276,2.12,87,1
10,670,2.14,201,1
6,78,1.71,29,1
1,47,1.14,16,1
9,324,2.82,172,1
12,996,1.75,252,1
7,126,1.79,50,1
10,1260,2.68,536,1
10,380,2.78,161,1
12,804,2.84,281,1
9,2250,2.44,781,1
9,4815,1.21,510,1
8,256,2.1,101,1
14,3038,2.12,813,1
9,837,1.74,217,1
14,406,1.63,57,1
6,60,1.83,11,1
28,3836,5.05,1016,1
7,161,1.36,15,1
10,180,8.4,84,1
7,896,1.33,182,1
5,105,1.48,31,1
8,24,2.2,11,1
6,96,1.96,47,1
8,176,1.78,57,1
6,600,1.68,207,1
8,112,2.82,31,1
14,5866,4.51,2188,1
6,108,1.71,48,1
7,91,1.57,33,1
4,36,1.67,15,1
9,1413,1.58,313,1
6,102,2,28,1
8,80,1.64,23,1
3,9,8,8,1
9,306,1.42,64,1
9,270,1.46,67,1
5,145,2.36,78,1
9,927,2.98,370,1
9,378,2.34,131,1
9,612,2.33,205,1
10,180,2.5,55,1
9,162,7.13,107,1
9,738,2.63,260,1
9,180,1.51,53,1
10,290,1.83,84,1
24,6744,7.95,3155,1
5,75,2.05,41,1
10,190,8.92,116,1
7,203,2.7,54,1
7,287,1.85,102,1
24,4464,7.4,2256,1
11,660,2.01,211,1
6,72,2.09,23,1
7,189,1.33,53,1
10,2720,1.38,508,1
10,2510,1.77,705,1
7,308,1.26,67,1
8,128,1.8,54,1
7,42,1.82,20,1
6,84,2.4,48,1
9,756,1.83,189,1
11,3784,4.71,1686,1
10,5110,1.35,805,1
7,28,8,8,1
10,600,2.35,219,1
14,5880,4.92,2209,1
8,96,2.1,44,1
8,80,1.88,30,1
23,5727,16.33,4409,1
10,330,1.9,114,1
1,177,1.03,36,1
5,165,1.27,52,1
7,133,1.42,44,1
5,215,1.42,98,1
8,168,2.92,35,1
6,12,7,7,1
9,243,1.95,84,1
9,189,2.74,74,1
25,2950,2.02,791,1
10,190,9.82,108,1
8,184,1.76,44,1
6,1302,1.52,326,1
5,20,2.33,7,1
7,126,1.31,34,1
8,448,2.09,190,1
8,176,1.94,70,1
8,864,1.69,253,1
6,144,1.42,37,1
10,1310,2.79,575,1
8,472,1.49,88,1
10,130,1.61,37,1
8,104,1.96,47,1
14,3178,3.34,754,1
7,245,1.55,76,1
5,35,8.5,17,1
10,230,1.88,79,1
1,18,3.5,7,1
7,322,2.18,96,1
10,150,1.61,37,1
8,416,1.75,135,1
11,121,4.73,52,1
8,792,1.48,167,1
10,290,3.56,64,1
9,207,1.82,51,1
11,484,1.92,152,1
9,423,2.39,141,1
6,450,1.47,160,1
7,105,1.77,39,1
7,147,1.4,49,1
9,351,1.64,90,1
7,112,1.93,27,1
4,392,2.14,205,1
9,378,2.85,171,1
9,2142,1.26,359,1
7,217,1.51,68,1
13,2964,3.29,783,1
9,4806,1.34,644,1
9,1440,2.63,518,1
6,174,1.26,53,1
9,918,2.43,328,1
4,24,5.5,11,1
10,1300,2.78,589,1
12,312,1.6,69,1
23,6233,1.87,786,1
10,2620,1.76,761,1
5,1015,1.3,243,1
14,4214,2.37,1084,1
24,4080,15.9,3768,1
8,592,3.11,336,1
9,2079,1.49,407,1
11,1474,2.36,422,1
1,70,1.08,14,1
13,2886,4.92,1087,1
9,909,1.22,178,1
11,1111,1.71,281,1
7,2401,1.45,512,1
12,2760,3.48,453,1
8,200,2.75,77,1
11,2178,2.9,834,1
9,4590,1.24,629,1
5,215,1.35,50,1
9,2736,1.32,554,1
12,696,3.85,239,1
7,301,1.33,88,1
11,2992,2.1,824,1
9,675,1.46,131,1
7,896,1.69,237,1
7,1134,1.49,109,1
9,261,1.39,61,1
10,520,1.96,159,1
9,378,2.75,162,1
9,684,2.37,298,1
7,91,1.33,36,1
7,147,1.48,46,1
7,182,2,72,1
5,105,1.46,35,1
13,78,34,34,1
14,4760,4.6,1636,1
8,656,2.78,270,1
7,231,1.44,69,1
8,56,6,18,1
10,330,2.47,106,1
8,48,1.64,18,1
11,1353,5.74,649,1
10,200,8.13,122,1
5,65,4.29,30,1
9,477,2.42,160,1
10,3030,1.32,543,1
9,198,1.31,38,1
6,576,1.38,137,1
7,91,6,72,1
8,344,1.81,112,1
3,1272,136.6,683,1
8,280,2.39,117,1
9,729,2.22,235,1
10,900,3.92,451,1
8,176,2.27,84,1
14,2142,4.44,813,1
7,287,1.52,88,1
7,525,5.51,347,1
6,108,2.04,53,1
8,680,1.46,162,1
9,4077,1.21,326,1
8,72,2.07,31,1
9,1467,2.82,386,1
11,770,3.53,293,1
10,200,2.9,87,1
8,80,1.94,35,1
8,464,3.15,205,1
9,81,2.38,31,1
9,3168,1.34,651,1
1,22,2.6,13,1
8,32,2.17,13,1
8,240,1.23,54,1
8,104,1.9,38,1
17,3451,14.19,3192,1
6,144,1.46,38,1
11,286,2.02,85,1
10,100,28,56,1
11,385,2.25,135,1
11,352,1.89,106,1
7,98,1.48,31,1
7,126,2.17,26,1
14,5390,4.83,1990,1
8,320,2.22,131,1
8,608,2.11,236,1
8,1928,1.26,230,1
8,64,1.64,23,1
7,56,1.62,21,1
10,110,1.58,30,1
6,102,1.63,39,1
11,220,8.47,127,1
25,7300,7.58,3496,1
8,168,1.88,64,1
8,104,1.76,44,1
10,760,1.99,245,1
11,88,2.44,22,1
9,2430,1.27,270,1
8,96,1.9,38,1
7,119,1.54,37,1
14,5138,4.5,1791,1
8,72,1.86,26,1
7,224,1.28,60,1
11,2255,3.01,837,1
7,35,4.25,17,1
10,440,2.94,194,1
9,2502,1.28,440,1
24,8064,15.91,7238,1
7,490,1.4,130,1
8,64,2.73,30,1
9,288,3.08,120,1
9,981,1.69,215,1
7,140,2.24,47,1
15,1005,3.59,294,1
8,568,1.64,164,1
8,824,1.17,117,1
5,195,2.46,96,1
9,1440,1.58,310,1
8,656,2.1,264,1
10,250,2.09,98,1
8,4280,1.27,731,1
10,2710,1.29,454,1
8,472,1.84,145,1
9,1503,2.88,568,1
8,264,1.57,91,1
9,873,2.42,407,1
8,32,2.4,12,1
9,342,2.25,72,1
7,336,1.53,98,1
5,135,2.18,74,1
7,1715,1.41,246,1
8,184,1.75,70,1
12,264,8.35,142,1
9,180,1.91,63,1
10,1440,1.8,368,1
23,1081,2.2,341,1
7,70,1.28,23,1
8,344,1.69,137,1
6,78,1.33,28,1
12,312,1.63,70,1
7,63,1.54,20,1
12,96,5.9,59,1
1,36,1.14,8,1
12,1008,4.75,423,1
9,387,3.58,197,1
7,2135,1.21,232,1
8,1184,1.2,216,1
9,4680,1.37,378,1
10,800,3.93,220,1
9,216,2.9,116,1
6,42,7.5,15,1
5,280,1.31,34,1
8,96,2.56,41,1
7,301,1.27,66,1
8,112,2.17,50,1
9,405,2.17,113,1
6,534,2.03,215,1
13,1040,5.57,451,1
12,1416,2.42,438,1
9,1089,2.4,434,1
7,140,1.82,69,1
9,2241,2.54,776,1
8,72,2.3,23,1
13,117,3.36,47,1
9,198,2.42,63,1
8,1064,1.78,289,1
4,28,8,8,1
7,35,2.25,9,1
7,35,1.86,13,1
4,1012,1.41,131,1
10,820,2.05,246,1
12,1212,1.99,354,1
8,2168,1.29,470,1
5,55,1.33,20,1
10,530,1.84,162,1
7,1498,2.95,691,1
10,1250,1.39,237,1
5,10,8,8,1
6,156,1.41,45,1
7,462,1.49,79,1
5,40,1.55,17,1
8,112,2.04,47,1
10,170,7.58,91,1
14,3542,4.36,1317,1
9,918,1.29,177,1
8,664,1.76,216,1
8,2752,1.22,595,1
8,24,3,12,1
7,154,1.23,38,1
9,1818,1.3,158,1
8,96,1.65,38,1
7,49,2.42,29,1
6,78,1.44,23,1
7,126,1.36,34,1
8,584,1.47,137,1
6,174,1.92,73,1
6,42,1.75,21,1
5,70,2,38,1
9,270,1.4,73,1
9,171,1.35,46,1
11,539,4.3,185,1
11,924,2.35,258,1
5,115,1.63,26,1
11,1067,2.4,317,1
6,162,2,22,1
8,104,5.91,65,1
3,312,9.95,189,1
10,1510,3.48,575,1
10,500,5.57,301,1
10,220,2.09,71,1
9,1107,2.78,397,1
10,200,2.13,64,1
22,1562,10.13,760,1
8,352,1.43,100,1
7,63,2.22,20,1
10,220,2.34,68,1
11,2761,2.93,979,1
6,222,2.23,87,1
6,54,2.14,30,1
8,128,2.09,48,1
7,987,1.16,161,1
9,414,2.18,120,1
12,3840,2.06,888,1
7,371,1.57,99,1
10,470,1.62,105,1
8,200,1.73,71,1
8,240,1.35,58,1
9,261,1.53,75,1
9,423,2.51,163,1
8,296,1.87,99,1
6,102,1.32,33,1
1,167,1.03,32,1
7,91,1.76,37,1
7,644,1.54,188,1
9,324,2,136,1
12,5964,2.25,1773,1
7,322,4.17,50,1
9,108,1.71,48,1
4,40,3,12,1
10,110,1.58,41,1
7,28,10,20,1
9,693,1.87,174,1
11,242,1.94,68,1
10,80,4,32,1
5,155,1.49,55,1
5,480,1.78,155,1
8,208,2.5,50,1
9,324,1.75,114,1
7,238,2.34,110,1
12,1008,1.91,284,1
10,90,1.72,31,1
11,88,36,36,1
7,56,2.25,27,1
6,114,1.16,29,1
10,2620,1.79,754,1
9,36,5.67,17,1
8,280,1.76,90,1
8,208,1.77,78,1
10,510,2.29,156,1
8,2736,1.4,445,1
10,240,2.06,64,1
10,130,2.33,14,1
8,184,1.94,62,1
9,1674,1.26,268,1
10,100,46,46,1
5,175,4.38,35,1
2,558,1.05,42,1
7,119,2.64,66,1
7,301,1.32,74,1
16,5392,5.15,1992,1
8,208,2.31,81,1
10,590,2.98,238,1
11,1298,2.71,452,1
9,2511,1.34,243,1
12,1404,1.68,309,1
5,195,1.74,66,1
10,650,2.58,289,1
7,84,2,38,1
9,297,2.53,101,1
10,410,2.79,190,1
9,117,4.67,28,1
10,220,3.72,108,1
8,96,2.58,49,1
5,155,2.06,37,1
8,160,2.1,63,1
8,968,3.11,417,1
9,729,1.97,246,1
10,140,1.91,44,1
5,155,1.56,56,1
10,2630,1.54,537,1
12,2784,2.34,879,1
7,672,1.54,182,1
14,1274,5.05,495,1
9,9,9,9,1
5,55,1.7,17,1
10,300,2.14,90,1
10,200,2.52,58,1
8,552,1.91,172,1
26,10712,3,3424,1
11,253,8.22,148,1
11,693,2.77,230,1
9,189,1.65,33,1
10,180,7.62,99,1
8,184,2.14,47,1
5,30,13,13,1
7,1148,1.6,323,1
11,946,2.2,314,1
14,1428,2.96,509,1
7,266,1.4,60,1
6,576,2.25,171,1
8,992,2.6,424,1
5,75,2.21,42,1
25,5075,15.22,4246,1
10,250,1.89,83,1
5,140,1.45,45,1
14,2604,2.5,799,1
9,738,1.93,228,1
10,130,2.41,41,1
10,1540,2.53,485,1
7,147,1.71,48,1
7,119,3.18,54,1
5,45,1.88,15,1
9,972,2.55,436,1
10,100,3.17,57,1
7,98,1.95,37,1
10,230,1.76,60,1
8,112,2.67,16,1
10,630,2.2,185,1
7,434,1.46,118,1
7,49,1.33,16,1
10,110,1.5,42,1
11,935,1.67,240,1
9,369,1.32,90,1
11,264,10,140,1
8,560,1.68,156,1
8,56,1.92,23,1
10,1850,2.81,666,1
10,5040,1.19,701,1
10,1010,2.95,455,1
9,1116,2.57,388,1
3,9,7,7,1
8,64,1.5,15,1
8,2240,1.28,427,1
8,112,2.04,47,1
7,77,1.33,24,1
8,144,2.74,63,1
8,2744,1.2,354,1
7,56,1.07,15,1
7,133,1.69,44,1
9,639,1.97,225,1
8,192,2.21,62,1
19,247,1.51,53,1
7,273,1.43,90,1
8,80,2.92,38,1
7,49,3.25,13,1
14,5558,4.53,1902,1
8,128,2.04,55,1
8,376,2.18,122,1
9,4824,1.38,913,1
9,1530,2.6,567,1
9,747,2.28,219,1
9,180,8.07,113,1
10,490,1.26,96,1
9,432,1.41,111,1
1,40,1.07,16,1
8,248,2.02,93,1
9,99,1.92,25,1
9,4806,1.34,784,1
5,115,1.79,52,1
10,5110,1.53,588,1
8,280,1.66,106,1
7,245,1.36,60,1
9,1899,1.48,416,1
6,96,2.38,19,1
19,2470,1.93,514,1
9,324,3.31,159,1
8,424,1.64,143,1
7,259,1.35,73,1
8,128,1.69,49,1
13,2613,4.45,1046,1
11,1694,1.94,317,1
7,77,1.8,27,1
7,301,1.41,96,1
9,774,2.22,233,1
1,33,1.09,12,1
7,686,1.42,142,1
9,1593,1.38,313,1
8,560,2.36,260,1
11,2871,1.75,668,1
7,560,1.18,87,1
5,350,1.4,63,1
9,1620,1.39,259,1
8,192,1.75,63,1
10,180,8.82,97,1
11,4037,1.64,891,1
8,496,1.57,108,1
6,120,1.38,44,1
10,1550,2.8,506,1
11,2277,1.84,610,1
10,80,7,42,1
8,432,1.74,151,1
8,120,2.2,55,1
9,738,2.11,243,1
9,162,8.8,88,1
11,704,3.35,278,1
8,136,2.86,63,1
9,441,2.98,256,1
8,384,1.37,85,1
6,426,1.3,56,1
9,189,3.27,98,1
9,963,1.36,184,1
9,819,1.95,263,1
5,50,2.33,28,1
9,315,3.88,186,1
10,830,2.02,245,1
11,2024,4.72,920,1
10,3980,2.44,1361,1
10,80,6,48,1
15,5340,5.29,2167,1
11,2024,4.41,931,1
13,2821,3.05,1019,1
10,120,1.69,44,1
7,1106,1.6,233,1
6,354,1.27,95,1
9,1359,1.4,250,1
18,1422,3.17,365,1
7,119,1.81,47,1
10,220,1.74,61,1
9,369,1.91,124,1
14,4396,4.66,1664,1
7,2422,1.19,404,1
8,224,1.92,92,1
6,270,1.73,114,1
8,96,2.83,51,1
1,42,1.07,16,1
10,230,2.22,80,1
7,2422,1.23,418,1
10,2720,1.98,758,1
11,99,3.8,38,1
7,455,2.18,185,1
5,80,1.36,34,1
8,376,2,128,1
17,391,6.56,164,1
6,42,1.5,12,1
10,500,2.01,163,1
9,297,2.02,107,1
5,15,4.5,9,1
8,432,1.29,106,1
10,2560,2.84,928,1
13,1508,2.49,441,1
8,240,2,82,1
10,230,2.2,66,1
8,312,1.74,113,1
9,243,1.87,84,1
7,42,1.4,14,1
10,820,2.75,297,1
6,174,1.53,58,1
8,112,1.96,51,1
6,30,2.75,11,1
8,512,1.93,197,1
7,196,1.36,53,1
5,165,1.44,62,1
6,102,1.18,26,1
8,328,1.55,76,1
8,72,3.17,38,1
9,207,2.42,80,1
6,270,1.64,123,1
7,210,1.77,62,1
6,18,2.25,9,1
10,150,1.41,41,1
8,736,1.75,264,1
7,42,1.71,12,1
6,66,1.69,22,1
7,119,2.7,27,1
10,480,2.16,173,1
8,120,2.14,60,1
6,576,1.51,154,1
3,27,1.33,8,1
11,88,7.75,62,1
3,9,8,8,1
8,664,2.17,195,1
8,96,1.86,39,1
9,945,1.91,223,1
8,400,3.01,211,1
9,351,1.53,84,1
11,3707,2.09,664,1
7,294,1.79,77,1
7,217,1.32,66,1
25,12350,7.35,5707,1
12,3408,2.87,1109,1
7,77,1.76,30,1
9,4815,1.4,786,1
8,320,1.45,90,1
3,27,2,8,1
9,891,1.92,339,1
2,22,9,9,1
10,630,1.72,188,1
8,424,1.63,140,1
10,860,2.44,364,1
8,80,1.92,25,1
11,2981,1.35,502,1
8,672,1.4,154,1
9,189,2.3,69,1
5,220,2.52,53,1
9,171,2.2,66,1
6,108,1.32,33,1
10,110,1.52,47,1
11,121,5.5,55,1
10,90,58,58,1
11,1100,1.9,296,1
12,156,2.32,58,1
10,1370,1.4,261,1
10,340,1.83,121,1
6,72,1.44,26,1
10,3230,1.38,641,1
11,4796,2.86,1612,1
9,63,2.2,22,1
7,112,1.13,34,1
7,84,2.36,33,1
10,800,1.92,223,1
12,2484,1.7,496,1
12,1416,1.99,377,1
10,3360,1.32,549,1
6,66,1.67,25,1
4,24,2,8,1
6,582,1.82,155,1
7,56,2,22,1
11,1111,1.72,297,1
9,2565,2.42,866,1
10,200,2.27,75,1
13,494,3.6,155,1
13,1911,3.6,684,1
7,1029,1.28,221,1
12,1392,1.99,343,1
9,738,2.29,284,1
9,972,2.27,320,1
10,2360,1.31,432,1
24,4464,7.55,2296,1
10,250,2.51,98,1
38,8626,7.09,2623,1
4,128,2.11,40,1
9,252,1.51,65,1
8,224,1.93,58,1
9,180,2.15,58,1
8,120,2.59,57,1
8,208,2.16,82,1
9,243,1.85,87,1
14,168,6.55,72,1
11,583,3.45,131,1
77,18865,32.67,8396,1
9,621,1.75,213,1
8,344,2.73,153,1
8,160,1.38,33,1
6,168,1.84,68,1
8,184,1.47,53,1
14,4494,4.71,1624,1
10,410,2.15,146,1
8,936,1.3,162,1
7,231,1.36,80,1
10,120,1.57,44,1
10,410,2.07,124,1
9,234,1.74,68,1
6,72,1.5,27,1
5,40,15,15,1
9,162,1.83,53,1
8,264,1.89,115,1
11,1353,1.95,338,1
8,72,1.73,26,1
8,112,2,40,1
10,850,2.28,283,1
8,1160,1.24,181,1
6,42,1.83,11,1
9,333,1.54,71,1
7,140,2.35,61,1
8,1680,1.44,299,1
11,1100,3.29,520,1
13,1105,2.76,361,1
13,4043,1.63,873,1
8,592,2.48,270,1
12,468,4,132,1
9,4185,1.24,658,1
9,378,1.37,89,1
28,4788,1.99,1235,1
10,870,2.27,299,1
9,171,7.23,94,1
7,2723,1.19,455,1
9,1719,2.14,564,1
7,28,2.33,7,1
8,1256,2.55,560,1
7,700,1.83,288,1
9,108,10,70,1
6,42,4.25,17,1
11,165,2.19,59,1
8,472,2.77,180,1
7,126,1.36,34,1
5,210,1.46,54,1
8,136,2.38,62,1
11,2992,1.43,504,1
9,2745,1.4,525,1
9,90,1.94,35,1
5,85,2.35,40,1
8,152,1.93,58,1
6,144,1.35,42,1
9,531,1.96,178,1
7,112,2.14,47,1
11,154,2.43,68,1
7,287,1.36,61,1
7,63,2.42,29,1
7,119,2.22,51,1
6,576,2.09,169,1
9,2448,1.93,659,1
8,144,2.52,68,1
8,1848,1.65,389,1
10,250,2.46,96,1
9,594,2,192,1
9,747,1.93,216,1
8,128,2.44,61,1
6,102,2.29,32,1
8,544,3.03,294,1
7,560,1.39,57,1
1,42,1.06,17,1
6,606,1.93,249,1
17,357,16.63,133,1
1,12,3.5,7,1
10,4990,1.27,733,1
8,4088,1.31,343,1
9,873,2.28,397,1
7,210,1.64,64,1
8,32,2.71,19,1
5,410,2.11,148,1
9,306,2.1,88,1
7,140,1.13,36,1
8,328,1.44,69,1
8,2088,1.34,455,1
8,600,1.37,137,1
26,7644,7.6,3464,1
10,320,2.1,107,1
8,760,2.95,354,1
11,781,5.54,360,1
17,408,5.88,147,1
8,520,1.4,140,1
10,190,7.36,103,1
7,770,1.25,134,1
9,1188,1.54,225,1
14,812,12.07,555,1
10,790,1.25,129,1
12,1404,1.68,324,1
10,90,1.25,20,1
9,2997,1.57,711,1
9,369,2.26,138,1
9,162,1.44,39,1
7,77,1.55,31,1
10,830,2.92,353,1
10,410,1.94,128,1
5,215,1.16,71,1
7,497,1.87,196,1
12,1020,5.4,486,1
7,49,1.36,15,1
7,98,1.84,35,1
9,1125,1.69,236,1
10,1000,2.64,444,1
10,3190,1.67,764,1
7,112,1.18,33,1
9,1170,2.63,524,1
9,2556,1.41,350,1
7,245,1.48,74,1
7,56,1.38,18,1
10,340,1.71,101,1
5,100,1.58,49,1
10,1500,2.07,378,1
10,1590,3.13,600,1
8,64,2.5,25,1
8,232,2,80,1
25,1775,2.22,416,1
9,387,1.78,116,1
6,24,3.5,14,1
10,110,2.2,22,1
10,180,1.89,53,1
8,152,2.33,56,1
9,639,2.16,188,1
7,560,1.63,202,1
7,105,1.5,21,1
7,518,1.57,143,1
12,576,1.71,145,1
10,3300,1.61,684,1
8,224,19.6,98,1
11,132,4.13,66,1
8,552,1.54,129,1
11,814,2.21,217,1
7,329,2.23,89,1
5,25,1.75,7,1
6,240,1.26,53,1
10,270,6.07,170,1
11,396,2.07,112,1
10,220,2.44,83,1
9,2025,1.41,400,1
7,1512,3.11,693,1
8,1568,1.4,222,1
12,4920,2.47,1595,1
8,240,1.24,56,1
9,423,1.78,142,1
6,66,1.31,21,1
8,48,13,26,1
14,5026,4.56,1848,1
6,264,1.68,67,1
9,153,6.4,96,1
7,1001,1.28,105,1
7,98,1.56,25,1
8,360,1.8,74,1
7,112,1.68,32,1
8,232,2.15,103,1
9,1188,1.34,199,1
8,224,3.14,69,1
5,480,2.13,164,1
7,63,21,21,1
5,35,1.36,15,1
7,133,1.77,46,1
8,216,2.24,47,1
1,40,1.17,7,1
9,216,1.72,62,1
9,324,3.02,184,1
7,2422,1.26,448,1
6,84,1.8,27,1
11,341,2.08,110,1
20,320,26.67,160,1
10,410,1.93,114,1
9,1386,2.93,563,1
9,4806,1.4,491,1
9,36,8,16,1
7,497,1.43,96,1
5,580,2.18,218,1
7,84,1.9,19,1
8,128,1.42,27,1
6,42,2.38,19,1
7,126,2.14,15,1
5,440,1.67,160,1
7,952,1.2,171,1
12,516,2.71,184,1
11,1375,3.03,594,1
38,15580,2.4,3957,1
4,356,1.64,121,1
4,40,4,24,1
11,275,1.9,76,1
9,162,1.67,45,1
10,310,1.66,98,1
11,319,2.22,102,1
7,56,1.8,9,1
10,90,30,60,1
4,48,1.4,14,1
8,1008,2.87,473,1
5,160,1.35,66,1
7,126,2,46,1
8,1216,1.27,242,1
10,190,8.85,115,1
8,128,2.33,49,1
9,1395,2.54,511,1
9,360,2.85,174,1
8,504,1.58,168,1
7,1561,1.33,189,1
10,650,2.76,309,1
7,91,2.6,26,1
9,1377,2.06,419,1
7,147,1.34,43,1
11,121,5,65,1
9,531,1.56,126,1
8,144,1.81,58,1
12,3252,1.93,753,1
8,320,2.7,146,1
7,98,1.52,35,1
8,304,2.65,122,1
7,287,1.36,60,1
10,1210,2.47,324,1
8,216,2.05,88,1
11,385,6.13,147,1
9,234,1.85,74,1
9,1476,1.26,279,1
8,144,1.61,58,1
5,35,1.45,16,1
7,1092,2.37,517,1
12,1404,1.6,281,1
8,328,1.63,119,1
9,297,1.67,77,1
7,301,1.29,75,1
11,319,2.21,95,1
8,160,2.27,68,1
9,234,1.88,90,1
8,48,2.22,20,1
9,477,1.66,151,1
8,352,3.2,160,1
13,130,6.5,39,1
13,871,6.6,376,1
16,5632,5.25,2196,1
5,15,3,9,1
7,161,1.39,53,1
8,240,2.09,71,1
9,3267,1.28,417,1
7,126,1.15,30,1
8,136,1.71,36,1
8,440,1.39,107,1
10,160,1.85,48,1
12,828,3.48,331,1
11,1342,1.94,344,1
8,664,2.58,268,1
5,25,3,9,1
5,70,1.52,32,1
5,190,1.42,81,1
10,210,3.4,68,1
9,4815,1.49,887,1
9,747,3.3,277,1
13,494,3.42,154,1
10,2840,1.43,575,1
8,872,1.25,95,1
7,49,1.9,19,1
8,344,1.93,133,1
7,1526,1.26,216,1
8,104,1.65,38,1
12,2592,5.3,1315,1
11,891,2.77,302,1
8,144,2.24,56,1
8,320,2.53,129,1
8,1536,1.57,318,1
12,1224,2.09,357,1
8,120,1.23,32,1
8,120,2.48,62,1
5,200,1.4,88,1
8,288,1.86,93,1
8,504,2.41,219,1
9,504,1.26,106,1
6,96,2.45,27,1
9,423,2.42,208,1
10,2190,1.24,334,1
13,6331,2.1,1564,1
11,3707,2.2,650,1
7,168,1.46,41,1
16,5456,5.23,2060,1
8,120,2.27,34,1
10,1700,4.35,849,1
7,175,1.63,65,1
9,423,2.03,130,1
8,160,2.76,80,1
6,540,1.55,161,1
8,552,1.29,88,1
8,456,1.81,141,1
6,42,1.86,13,1
8,48,3,24,1
3,15,4,8,1
10,2710,1.35,508,1
8,112,2.4,48,1
9,117,1.71,36,1
10,2710,1.96,724,1
11,1650,2.06,307,1
9,4428,1.33,924,1
12,96,46,46,1
10,370,8.11,219,1
11,2981,1.52,591,1
6,216,2,110,1
8,160,2.45,81,1
6,78,1.41,24,1
8,3184,1.7,887,1
7,203,1.48,62,1
8,104,2.68,51,1
9,333,2.8,179,1
7,35,1.13,9,1
7,266,2.04,94,1
10,520,2.13,153,1
17,408,4.46,174,1
10,200,3.48,80,1
11,121,4.08,53,1
8,568,1.47,135,1
10,310,2.08,102,1
5,145,1.39,46,1
8,120,1.84,35,1
7,343,2.08,102,1
9,423,2.75,157,1
6,222,1.42,68,1
10,940,1.7,235,1
7,161,1.47,44,1
7,77,1.53,29,1
1,32,2,14,1
8,360,1.88,107,1
7,203,1.33,57,1
24,2376,20.07,2168,1
6,810,1.37,170,1
8,200,1.68,67,1
7,252,1.25,70,1
5,20,1.75,7,1
8,336,2.43,131,1
6,132,1.3,43,1
7,1386,1.36,236,1
6,294,1.42,71,1
11,1122,1.87,324,1
12,156,2.35,61,1
11,2035,4.5,991,1
14,5180,1.64,907,1
5,95,1.5,30,1
7,98,2.9,29,1
8,128,1.96,49,1
10,220,2.74,74,1
12,852,5.86,410,1
6,24,4,16,1
6,486,1.26,137,1
8,208,1.93,83,1
12,504,2.71,179,1
7,420,1.5,120,1
10,120,2.33,42,1
8,152,1.94,60,1
9,1683,3.03,707,1
7,84,2.38,19,1
8,96,2.19,46,1
9,162,1.89,53,1
17,578,17.75,71,1
8,552,1.43,119,1
6,90,3.23,42,1
7,133,1.44,46,1
25,8500,16.57,7358,1
4,176,1.42,47,1
9,288,1.72,119,1
11,737,2.28,244,1
24,2808,2.88,975,1
11,88,9,45,1
9,1629,2.99,601,1
9,351,2.06,103,1
7,63,1.64,23,1
8,328,2.35,87,1
12,600,2.72,207,1
9,2070,2.63,826,1
7,98,1.94,31,1
5,195,3.54,85,1
11,88,7.88,63,1
9,891,1.4,168,1
7,98,1.38,33,1
8,376,1.56,100,1
