@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
30.571,0.461,234,1
8.889,0.333,119,1
5.444,0.594,86,1
2,0.352,31,1
1.571,0.143,7,1
19.111,0.171,202,1
1.333,0.604,9,1
18.929,0.354,294,1
31.385,0.281,579,1
3.227,0.487,75,1
2.143,0.438,20,1
6,0.638,90,1
30.636,0.179,318,1
5.375,0.392,61,1
5.875,0.324,56,1
3.7,0.354,41,1
7.111,0.318,84,1
5.5,0.455,50,1
24,0.383,334,1
4.7,0.223,65,1
27.778,0.366,317,1
5.4,0.607,35,1
6.455,0.69,77,1
8.714,0.319,77,1
27,0.156,203,1
1.875,0.317,19,1
5.625,0.367,70,1
2.429,0.429,23,1
23.818,0.259,386,1
5.222,0.31,56,1
5,0.268,69,1
3.4,0.4,26,1
4.071,0.714,48,1
8,0.255,82,1
3.571,0.189,27,1
2.75,0.432,14,1
19.444,0.177,222,1
14.667,0.302,244,1
27.667,0.346,306,1
3.2,0.563,17,1
54.667,0.132,476,1
3.222,0.318,48,1
1.857,0.33,17,1
2.727,0.379,41,1
5.714,0.25,44,1
0.714,0.2,1,1
5,0.347,56,1
26,0.194,196,1
1.25,0.425,17,1
20.588,0.363,414,1
5.111,0.242,70,1
3.222,0.188,33,1
7.571,0.342,53,1
3.25,0.394,38,1
1.5,0.393,32,1
1.143,0.357,9,1
2.167,0.179,7,1
5.444,0.222,77,1
4,0.27,39,1
5.625,0.206,41,1
6.571,0.354,78,1
30.889,0.176,345,1
4.889,0.341,53,1
9.143,0.498,76,1
53.4,0.132,548,1
2.875,0.451,40,1
4.625,0.334,53,1
2,0.453,20,1
2.778,0.249,37,1
3.125,0.335,40,1
26.875,0.416,243,1
6.429,0.238,65,1
6.154,0.434,81,1
5.917,0.608,87,1
43,0.216,486,1
14.462,0.188,275,1
3.143,0.097,11,1
5.857,0.425,62,1
7.889,0.39,102,1
5.2,0.269,70,1
1.857,0.286,19,1
5.444,0.265,86,1
1.875,0.267,14,1
263,0.152,39,1
15.7,0.233,222,1
1.857,0.791,12,1
4.125,0.356,47,1
6.556,0.492,81,1
15.833,0.209,73,1
3.556,0.33,53,1
7.333,0.447,56,1
1.571,0.364,14,1
4,0.556,56,1
15.188,0.394,278,1
1.286,0.349,12,1
21,0.32,245,1
6.4,0.189,57,1
3.167,0.333,30,1
29.071,0.353,443,1
9.375,0.228,100,1
2.429,0.361,26,1
2.8,0.293,41,1
12.6,0.41,196,1
3.75,0.363,38,1
7.909,0.319,115,1
24.846,0.256,449,1
28.778,0.22,370,1
31.7,0.124,298,1
16.833,0.393,120,1
3.75,0.267,4,1
51.1,0.161,575,1
2.7,0.367,53,1
23.733,0.398,400,1
11.429,0.102,41,1
55.571,0.167,381,1
8.333,0.397,50,1
3.909,0.334,64,1
16,0.198,71,1
2.167,0.346,10,1
9.222,0.391,91,1
0.727,0.58,10,1
6.538,0.327,131,1
4.333,0.288,35,1
1.333,0.454,29,1
0.556,0.244,6,1
1.333,0.426,28,1
4,0.42,68,1
3.227,0.536,72,1
1.4,0.6,6,1
27.667,0.402,356,1
2.167,0.538,16,1
4.857,0.273,42,1
7.083,0.305,160,1
2,0.543,10,1
7.636,0.262,143,1
14.286,0.411,157,1
8.846,0.314,179,1
2.1,0.3,33,1
4.6,0.278,77,1
22.5,0.078,6,1
2,0.49,19,1
2.091,0.265,32,1
10,0.292,67,1
1,0.778,1,1
1.286,0.429,9,1
30.429,0.235,234,1
10.778,0.455,174,1
2,0.375,23,1
2.429,0.395,26,1
1.714,0.417,19,1
2.857,0.25,24,1
28.8,0.191,365,1
6.571,0.416,51,1
0.8,0.5,8,1
4.5,0.465,63,1
13.5,0.293,150,1
1.333,0.417,7,1
0.5,0.469,3,1
1.5,0.438,21,1
4.8,0.36,80,1
2.833,0.255,22,1
1,0.516,13,1
43.25,0.144,304,1
1.667,0.433,14,1
2.727,0.297,41,1
30.071,0.379,466,1
1.4,0.686,8,1
1.222,0.366,10,1
5.286,0.521,43,1
5.6,0.307,31,1
16.167,0.282,89,1
2.375,0.368,24,1
2.286,0.286,19,1
0.8,0.6,8,1
1.857,0.374,18,1
1.75,0.429,20,1
1.5,0.44,32,1
1.9,0.379,34,1
19.313,0.382,351,1
3.727,0.337,52,1
16.13,0.941,477,1
37.462,0.247,745,1
1.5,0.458,20,1
6.5,0.466,52,1
2.571,0.365,30,1
11.893,0.351,718,1
1,0.778,1,1
6,0.261,133,1
3.125,0.365,40,1
2.182,0.307,39,1
4.2,0.333,24,1
6.5,0.226,32,1
21.5,0.195,112,1
4.462,0.336,79,1
12.5,0.485,113,1
14.875,0.337,189,1
2.857,0.457,26,1
16.5,0.31,178,1
3.556,0.302,42,1
7,0.318,57,1
1.25,0.35,14,1
15.833,0.3,104,1
2.8,0.375,45,1
11.9,0.39,169,1
7,0.331,142,1
4,0.257,26,1
5.455,0.271,91,1
3.8,0.442,28,1
5.3,0.294,87,1
1,0.346,10,1
2.714,0.451,22,1
1.625,0.356,21,1
4.286,0.352,48,1
6.714,0.271,40,1
19.2,0.329,74,1
15,0.249,193,1
16.769,0.216,344,1
16.875,0.077,54,1
7.6,0.426,57,1
4.625,0.264,42,1
8.429,0.15,45,1
2,0.58,12,1
17.538,0.24,235,1
5,0.326,81,1
6.75,0.35,87,1
2.4,0.383,12,1
0.95,0.495,15,1
29.3,0.207,397,1
31.286,0.195,207,1
7.75,0.514,304,1
2.125,0.199,9,1
6.909,0.254,102,1
17.286,0.272,149,1
2.1,0.362,36,1
11.889,0.357,141,1
2.556,0.3,41,1
5.75,0.348,65,1
32.875,0.154,274,1
22.333,0.152,216,1
24.222,0.148,203,1
9.9,0.443,166,1
2.75,0.364,12,1
10.333,0.226,10,1
35.4,0.226,117,1
0.778,0.365,13,1
5.286,0.301,43,1
10.059,0.208,250,1
0.833,0.367,4,1
2.8,0.586,18,1
29,0.183,302,1
2.5,0.328,40,1
8,0.541,72,1
12.75,0.403,122,1
21.556,0.169,215,1
18,0.507,248,1
5.1,0.41,67,1
24,0.417,73,1
0.9,0.689,6,1
2.143,0.229,17,1
3.333,0.258,24,1
1.5,0.37,10,1
1.5,0.427,20,1
0.733,0.503,8,1
8.889,0.338,119,1
9.8,0.391,159,1
31.143,0.142,171,1
24.875,0.115,155,1
0.625,0.425,11,1
4.333,0.256,55,1
23.25,0.312,70,1
1,0.234,3,1
2.25,0.361,24,1
7.375,0.514,272,1
2,0.603,17,1
7,1,1,1
4.893,0.265,201,1
10.036,0.318,530,1
1.571,0.364,21,1
4.111,0.3,50,1
15.556,0.38,177,1
1.167,0.262,6,1
15.273,0.234,279,1
4.857,0.223,40,1
11.333,0.257,91,1
2.923,0.334,42,1
9.455,0.377,168,1
7.12,0.475,266,1
33.923,0.374,463,1
5.167,0.199,20,1
3.364,0.371,75,1
2,0.281,35,1
2.2,0.332,34,1
9.5,0.237,5,1
8.857,0.272,81,1
0.786,0.526,10,1
2.6,0.246,12,1
1.917,0.417,14,1
6.542,0.905,186,1
4.125,0.345,58,1
4,0.336,35,1
3.556,0.354,60,1
3.286,0.093,11,1
6,0.143,33,1
1,0.361,8,1
1.125,0.375,15,1
2.571,0.206,12,1
17.778,0.36,197,1
27.1,0.199,381,1
91,0.352,31,1
1.625,0.625,11,1
7.714,0.254,69,1
11.667,0.236,117,1
3,0.333,48,1
11.667,0.456,400,1
2,0.277,36,1
3,0.093,5,1
1.167,0.357,2,1
2.857,0.4,30,1
49,0.213,352,1
1.929,0.479,25,1
1.1,0.382,28,1
5.917,0.608,81,1
19.111,0.167,202,1
1.857,0.286,16,1
2.167,0.295,16,1
9.111,0.364,96,1
13.889,0.21,140,1
1.571,0.338,16,1
1.8,0.294,23,1
2.636,0.408,42,1
1.5,0.469,21,1
1.25,0.45,21,1
6.444,0.203,79,1
57.778,0.081,276,1
19.6,0.395,330,1
2.5,0.263,21,1
66.875,0.171,575,1
25.1,0.151,293,1
1.9,0.621,14,1
2.636,0.32,46,1
26.2,0.179,344,1
3.875,0.427,49,1
0.667,0.417,2,1
7.571,0.267,63,1
18.75,0.158,154,1
16.667,0.342,120,1
3.286,0.28,31,1
5.182,0.271,91,1
1.857,0.363,17,1
2.714,0.278,27,1
24.313,0.364,424,1
1.5,0.458,17,1
13.364,0.257,264,1
17.667,0.249,184,1
4.714,0.299,48,1
0.286,0.5,1,1
4.6,0.3,66,1
22.5,0.199,219,1
1,0.286,11,1
4.875,0.378,72,1
9.833,0.309,181,1
30.429,0.199,237,1
18.286,0.203,137,1
1.3,0.231,17,1
0.625,0.45,6,1
12.813,0.401,245,1
4.429,0.295,39,1
2.875,0.353,34,1
4.111,0.333,50,1
30.714,0.548,246,1
15.1,0.381,165,1
2.429,0.286,26,1
5.8,0.3,80,1
1.818,0.564,15,1
8.444,0.352,106,1
1.857,0.407,21,1
4.111,0.538,64,1
0.9,0.3,12,1
10.267,0.423,167,1
17,0.261,268,1
2,0.265,22,1
2.778,0.32,32,1
10.889,0.302,131,1
2,0.278,27,1
27.1,0.239,333,1
19.111,0.353,225,1
1.2,0.142,6,1
4.111,0.444,71,1
1.429,0.3,14,1
3.556,0.333,57,1
2.333,0.298,14,1
3.778,0.356,53,1
3.4,0.471,17,1
3.7,0.33,61,1
24.769,0.375,340,1
6,0.623,80,1
36.833,0.268,183,1
9.5,0.475,106,1
5.25,0.271,59,1
1.9,0.142,9,1
28.667,0.173,313,1
1.667,0.4,16,1
6.556,0.335,91,1
3.25,0.24,20,1
4,0.395,54,1
1.5,0.396,23,1
4.125,0.912,108,1
7.455,0.236,108,1
3.286,0.329,38,1
3.714,0.352,47,1
12.111,0.219,127,1
15.833,0.274,79,1
3.333,0.317,25,1
8.333,0.194,90,1
3.8,0.434,57,1
6.5,0.393,52,1
10.375,0.357,120,1
19.375,0.366,276,1
22,0.39,418,1
14.636,0.329,191,1
7.143,0.214,61,1
2.5,0.6,6,1
12,0.583,2,1
1.4,0.4,12,1
17,0.304,203,1
1.667,0.546,16,1
1,0.889,1,1
33.667,0.334,573,1
7.2,0.406,54,1
3.714,0.269,40,1
22.571,0.211,146,1
2,0.56,12,1
4.848,0.219,182,1
10.667,0.339,179,1
8.1,0.279,107,1
3.5,0.355,66,1
13.333,0.331,181,1
56.667,0.149,561,1
12.3,0.362,149,1
3.36,0.443,110,1
1.9,0.584,16,1
2,0.316,16,1
0.139,0.656,15,1
2,0.623,13,1
21.75,0.161,172,1
30.667,0.388,373,1
24.563,0.341,418,1
2.625,0.31,31,1
1.222,0.253,13,1
10.714,0.263,91,1
8.727,0.331,81,1
3,0.315,21,1
8.625,0.279,103,1
8.125,0.302,90,1
4.6,0.296,333,1
4.5,0.299,39,1
0.778,0.286,9,1
1.571,0.364,19,1
34,0.359,289,1
5.455,0.32,105,1
6,0.333,67,1
4.111,0.213,46,1
5.2,0.523,36,1
0.9,0.333,12,1
5.75,0.291,48,1
12.7,0.388,210,1
0.917,0.371,30,1
14.091,0.257,210,1
4.5,0.282,69,1
4.4,0.536,27,1
26.2,0.288,421,1
30.571,0.449,243,1
8,0.143,36,1
11.444,0.369,134,1
4.4,0.393,55,1
2.714,0.398,29,1
14.8,0.414,258,1
29.667,0.131,234,1
1.714,0.357,18,1
22.167,0.338,397,1
0.875,0.411,11,1
2.7,0.3,41,1
2,0.319,11,1
1,0.563,2,1
2.308,0.356,43,1
9.273,0.289,173,1
3.273,0.283,54,1
1.125,0.361,14,1
31.429,0.158,632,1
5.333,0.292,41,1
1.833,0.553,19,1
2.125,0.309,18,1
5,0.4,33,1
3.571,0.349,27,1
1,0.455,13,1
2.5,0.392,39,1
2.8,0.336,56,1
31.286,0.182,222,1
36.889,0.159,393,1
4.667,0.347,56,1
56.667,0.137,506,1
5.083,0.251,104,1
5.778,0.306,86,1
10.8,0.319,161,1
2,0.32,30,1
10.727,0.459,124,1
11.444,0.383,129,1
1.778,0.208,20,1
30,0.511,59,1
17.1,0.126,121,1
11.667,0.334,144,1
15,0.394,97,1
59.444,0.136,470,1
2.833,0.343,27,1
4.75,0.461,61,1
1.8,0.6,15,1
9.111,0.306,79,1
10.25,0.393,107,1
10.222,0.35,140,1
3.667,0.197,9,1
1.3,0.108,6,1
2,0.337,20,1
3.143,0.247,32,1
9.125,0.235,93,1
1.778,0.278,27,1
25.889,0.165,274,1
13.714,0.314,119,1
0.857,0.286,7,1
3.1,0.316,59,1
34.25,0.173,29,1
4,0.375,47,1
5.444,0.252,69,1
2.222,0.367,30,1
16.167,0.232,87,1
5.286,0.305,54,1
1.571,0.416,21,1
26.1,0.264,390,1
2,0.296,10,1
88,0.193,17,1
20.727,0.282,239,1
12.1,0.268,131,1
0.714,0.514,2,1
1.125,0.375,13,1
23,0.177,255,1
26.308,0.231,477,1
15.667,0.287,66,1
6.25,0.378,89,1
5.727,0.413,93,1
41.417,0.297,789,1
3,0.318,23,1
25.643,0.368,405,1
1,0.889,1,1
1.286,0.365,13,1
6.5,0.45,65,1
1.8,0.583,14,1
1.375,0.318,21,1
4.25,0.309,56,1
9.111,0.309,118,1
13.5,0.282,109,1
47,0.34,14,1
1.625,0.404,20,1
2,0.388,23,1
1.5,0.385,22,1
5.571,0.147,24,1
2.333,0.317,23,1
7.375,0.206,31,1
1.9,0.3,34,1
7.625,0.316,76,1
1.75,0.411,18,1
10.222,0.292,118,1
20,0.16,186,1
23.727,0.231,354,1
4.778,0.344,73,1
4.4,0.318,80,1
2.333,0.243,35,1
4.429,0.267,27,1
9.3,0.268,140,1
0.375,0.5,4,1
3,0.313,31,1
7.286,0.356,172,1
0.875,0.321,3,1
1.125,0.361,15,1
1,0.391,9,1
0.6,0.533,3,1
2.3,0.261,34,1
8.2,0.362,108,1
35,0.429,14,1
0.8,0.4,1,1
2.9,0.307,48,1
28.5,0.383,425,1
2.571,0.468,21,1
3.556,0.302,40,1
4.111,0.39,64,1
4.111,0.517,61,1
1.571,0.416,16,1
1.875,0.417,23,1
9.571,0.258,71,1
2.5,0.525,24,1
1.833,0.333,14,1
33,0.26,246,1
1,0.347,12,1
0.9,0.222,16,1
16,0.297,76,1
6.5,0.389,98,1
4.071,0.727,49,1
6.333,0.285,105,1
1.3,0.385,25,1
50.4,0.139,590,1
26.5,0.371,488,1
2.25,0.318,39,1
5.727,0.332,83,1
12.286,0.244,116,1
2.083,0.32,37,1
6.429,0.381,54,1
23.8,0.353,295,1
2.714,0.263,26,1
0.667,0.37,8,1
3.125,0.385,28,1
1.143,0.214,7,1
2.571,0.167,8,1
11.6,0.2,41,1
2.5,0.5,5,1
3.75,0.296,34,1
4.125,0.371,52,1
3.556,0.24,46,1
26.214,0.349,398,1
30,0.111,213,1
11.111,0.247,121,1
1.286,0.381,13,1
5.2,0.298,74,1
25.1,0.281,398,1
3,0.306,27,1
26.2,0.281,390,1
15,0.354,190,1
3,0.367,48,1
4.5,0.427,60,1
24.636,0.168,371,1
1.6,0.35,3,1
3.2,0.338,59,1
15.4,0.315,192,1
7.889,0.352,114,1
2.1,0.348,23,1
8.2,0.3,120,1
1.5,0.411,35,1
1,0.383,13,1
3.5,0.311,58,1
2.625,0.435,37,1
2.125,0.294,18,1
1,0.245,7,1
3.125,0.33,40,1
27.2,0.211,401,1
11.64,0.456,455,1
1.333,0.426,29,1
9.111,0.337,124,1
28.5,0.393,98,1
19.76,0.462,776,1
0.6,0.533,1,1
6.818,0.27,107,1
5,0.388,22,1
18.818,0.268,332,1
11,0.267,26,1
6.111,0.275,71,1
3.1,0.645,30,1
23.6,0.183,330,1
11.308,0.358,190,1
9.182,0.33,137,1
9.8,0.448,160,1
30.625,0.198,286,1
12,0.111,63,1
13.667,0.359,143,1
4.3,0.256,61,1
2.714,0.331,26,1
6.2,0.361,36,1
4.714,0.143,14,1
28.875,0.228,257,1
6,0.292,96,1
10.7,0.273,161,1
56.444,0.188,579,1
11.5,0.24,187,1
5.391,0.941,156,1
4.8,0.331,67,1
3.875,0.347,48,1
15.75,0.469,165,1
1.368,0.452,256,1
10,0.371,96,1
1.571,0.364,18,1
36.778,0.222,421,1
20.556,0.398,238,1
1.556,0.238,22,1
6.857,0.292,64,1
7.286,0.207,65,1
1.333,0.542,13,1
1.857,0.264,17,1
11.182,0.25,173,1
15.5,0.332,208,1
0.667,0.417,4,1
7.636,0.279,110,1
1.714,0.476,19,1
26.769,0.308,543,1
3.25,0.264,38,1
33.846,0.255,669,1
27.1,0.193,380,1
9,0.778,1,1
21.846,0.205,405,1
15.875,0.314,161,1
1.143,0.161,5,1
22.667,0.219,397,1
13.556,0.339,145,1
4,0.54,23,1
32.5,0.215,463,1
4.375,0.321,51,1
1,0.528,6,1
0.857,0.452,11,1
2.6,0.292,13,1
4.818,0.249,75,1
9.222,0.293,96,1
6.091,0.331,107,1
1.4,0.457,11,1
1.571,0.312,20,1
7.9,0.244,108,1
9.222,0.292,90,1
1.833,0.542,16,1
23.5,0.371,401,1
1.125,0.375,11,1
1.9,0.605,13,1
0.667,0.458,5,1
22.5,0.213,220,1
4.222,0.371,68,1
3,0.293,32,1
0.375,0.417,1,1
2.125,0.456,26,1
0.875,0.446,8,1
2.909,0.264,30,1
23.818,0.242,364,1
10.789,0.279,1815,1
9.111,0.389,123,1
13.818,0.365,212,1
29.929,0.373,485,1
26.25,0.178,208,1
1.75,0.268,10,1
3.1,0.339,49,1
1.294,0.425,34,1
1.333,0.407,28,1
1.444,0.239,6,1
6.286,0.169,33,1
2.571,0.365,23,1
9.111,0.32,111,1
3.182,0.525,70,1
3.286,0.447,37,1
21.875,0.156,183,1
2.167,0.224,43,1
8.6,0.265,43,1
22.882,0.344,455,1
2.091,0.585,18,1
17.25,0.377,57,1
18.111,0.264,130,1
2.375,0.355,27,1
17.8,0.169,66,1
6.3,0.233,87,1
0.111,1,1,1
4.714,0.351,53,1
3.222,0.31,38,1
20.5,0.381,257,1
5.2,0.306,81,1
4.5,0.458,65,1
11.9,0.275,178,1
8.167,0.32,32,1
13.375,0.363,139,1
4.778,0.388,55,1
2,0.258,28,1
0.6,0.433,10,1
10.375,0.398,123,1
3.5,0.308,22,1
54.333,0.213,323,1
21,0.416,265,1
21.429,0.178,138,1
7.111,0.465,104,1
4.667,0.381,5,1
23.75,0.411,324,1
2.667,0.354,23,1
22.25,0.377,371,1
8,0.275,56,1
3.667,0.259,46,1
1.75,0.277,11,1
53.571,0.092,200,1
5.333,0.257,79,1
5.222,0.336,80,1
2.714,0.227,41,1
4,0.349,62,1
65,0.2,12,1
1,0.272,16,1
7.75,0.361,59,1
2.429,0.387,17,1
3.778,0.366,47,1
13.111,0.372,164,1
8.286,0.202,35,1
4.143,0.36,52,1
14.5,0.268,213,1
8.5,0.292,171,1
4.909,0.258,77,1
5,0.347,68,1
13.286,0.307,319,1
5.714,0.339,66,1
1.917,0.576,16,1
4.857,0.265,45,1
1.727,0.306,26,1
2.6,0.4,22,1
1.778,0.375,26,1
17.625,0.447,206,1
1.875,0.375,24,1
2.875,0.375,33,1
26.444,0.168,285,1
2.286,0.295,28,1
16.818,0.356,246,1
25.75,0.236,237,1
8.667,0.349,113,1
2,0.29,23,1
7.714,0.497,55,1
10,0.184,84,1
19.625,0.474,679,1
10.143,0.193,67,1
1.1,0.427,31,1
11.68,0.45,454,1
5.923,0.258,85,1
42.5,0.183,355,1
0.889,0.722,4,1
3.3,0.318,45,1
5.125,0.363,73,1
2.444,0.298,28,1
5,0.404,52,1
4.667,0.344,61,1
7.727,0.268,145,1
6.7,0.291,86,1
2.923,0.285,39,1
42.875,0.129,294,1
4.72,0.268,392,1
4.1,0.312,66,1
17.778,0.215,196,1
2.25,0.472,27,1
4.875,0.423,72,1
2.25,0.215,13,1
74.143,0.073,215,1
24,0.316,279,1
12.2,0.294,171,1
5.5,0.402,105,1
2.5,0.425,30,1
14.3,0.355,218,1
1.333,0.407,27,1
1,0.35,18,1
2.889,0.299,42,1
2.111,0.251,32,1
1,0.438,1,1
2.833,0.294,26,1
1.273,0.442,28,1
5.818,0.25,88,1
2.25,0.424,30,1
0.625,0.525,7,1
2.333,0.571,20,1
3.636,0.27,66,1
25.1,0.179,327,1
3,0.34,37,1
1.75,0.509,19,1
13.444,0.399,181,1
0.333,0.583,1,1
8,0.301,80,1
3.778,0.225,44,1
1,0.438,13,1
1.25,0.475,13,1
1,0.519,1,1
1.5,0.427,20,1
3.6,0.467,22,1
10.25,0.418,109,1
89,0.191,16,1
1.5,0.313,21,1
1.889,0.601,11,1
29.333,0.261,311,1
21.667,0.253,96,1
37.25,0.138,278,1
11.889,0.383,166,1
3.857,0.37,39,1
2,0.245,13,1
4.429,0.313,43,1
0.667,0.5,2,1
2.889,0.175,30,1
16,0.26,98,1
1.5,0.458,12,1
7.167,0.337,52,1
4.444,0.356,56,1
9,0.23,117,1
1.857,0.67,8,1
20.111,0.217,213,1
7.222,0.265,93,1
27.857,0.358,441,1
23.727,0.257,368,1
3.5,0.438,5,1
8,0.336,81,1
33,0.207,425,1
7.714,0.267,71,1
1.571,0.299,19,1
0.667,0.292,9,1
12,0.222,125,1
9,0.317,82,1
1.833,0.621,17,1
59.444,0.088,310,1
249,0.173,42,1
0.889,0.222,9,1
1.75,0.375,20,1
2.556,0.362,39,1
10.1,0.45,154,1
2.286,0.259,14,1
7.182,0.321,132,1
0.375,0.5,4,1
4.111,0.598,57,1
11.9,0.202,151,1
1.143,0.286,9,1
18.556,0.378,197,1
0.75,0.313,8,1
2.333,0.497,26,1
123,0.163,19,1
1.5,0.583,9,1
20,0.253,167,1
10.615,0.232,108,1
2,0.296,18,1
2,0.327,29,1
43,0.351,559,1
7.7,0.469,137,1
1.286,0.429,11,1
2.909,0.344,45,1
23.727,0.246,366,1
6.444,0.351,80,1
15.833,0.226,89,1
1.833,0.333,15,1
2.167,0.359,21,1
5.957,0.855,162,1
17.167,0.248,124,1
2.667,0.213,36,1
2,0.123,4,1
0.8,0.35,4,1
1.833,0.303,15,1
1.25,0.425,16,1
6.1,0.333,110,1
3.429,0.268,28,1
5.429,0.327,63,1
6.556,0.237,81,1
47.4,0.187,585,1
2.333,0.529,30,1
5,0.35,62,1
56.444,0.184,640,1
6.5,0.38,84,1
13.571,0.296,120,1
14,0.571,3,1
1,0.359,14,1
1.143,0.464,12,1
3.125,0.285,42,1
4.667,0.143,14,1
11.429,0.155,74,1
2.857,0.35,31,1
17.571,0.419,138,1
4.833,0.356,33,1
6.667,0.413,81,1
0.556,0.711,3,1
1.429,0.286,15,1
4.667,0.45,61,1
3.625,0.341,41,1
5.75,0.4,95,1
11.941,0.925,225,1
8.667,0.464,98,1
1.4,0.4,6,1
3.9,0.295,55,1
0.75,0.375,10,1
5.778,0.203,69,1
6.7,0.321,94,1
20.429,0.113,77,1
2.889,0.385,48,1
9,0.348,115,1
3.25,0.37,43,1
4.636,0.294,80,1
6.25,0.253,44,1
20.667,0.372,255,1
6.625,0.37,89,1
1.8,0.55,13,1
1.5,0.352,12,1
8.364,0.361,159,1
4.833,0.368,37,1
22.364,0.349,331,1
3,0.406,35,1
10.375,0.393,108,1
2.043,0.315,155,1
1.889,0.608,13,1
9.778,0.263,131,1
4.125,0.436,61,1
0.75,0.417,9,1
9.091,0.473,158,1
10.727,0.29,189,1
8.5,0.336,96,1
8.714,0.321,72,1
41,0.329,409,1
11.429,0.5,79,1
25.8,0.337,325,1
2.5,0.467,13,1
1.8,0.294,28,1
2,0.579,18,1
1.125,0.389,13,1
6.636,0.27,107,1
14,0.898,455,1
1.625,0.423,25,1
21.2,0.24,274,1
10.1,0.466,156,1
5,0.481,59,1
10.789,0.254,1651,1
15.5,0.314,184,1
2.125,0.441,36,1
1.333,0.75,1,1
18.778,0.343,200,1
3.429,0.244,28,1
22.929,0.361,345,1
18.5,0.196,181,1
7.857,0.374,69,1
22,0.289,274,1
2.167,0.551,17,1
9.182,0.264,178,1
9.375,0.328,106,1
1.875,0.267,26,1
7,0.3,77,1
22.846,0.409,318,1
1.5,0.385,25,1
9.667,0.444,147,1
15.375,0.402,146,1
9.111,0.247,87,1
2.667,0.218,34,1
1.083,0.391,26,1
6.727,0.247,102,1
0.667,0.792,5,1
59.444,0.106,422,1
1,0.429,11,1
2.111,0.655,13,1
18.333,0.337,197,1
1.571,0.299,13,1
7.875,0.321,89,1
16.667,0.385,134,1
30.25,0.232,262,1
10,0.197,85,1
1.5,0.375,20,1
5.6,0.307,33,1
4.833,0.42,38,1
4.25,0.357,52,1
9.286,0.316,95,1
2.286,0.286,17,1
6,0.587,36,1
3.111,0.317,41,1
17.375,0.16,82,1
4,0.207,43,1
59.444,0.157,617,1
2.875,0.337,32,1
5,0.213,55,1
22.273,0.353,344,1
9.667,0.246,172,1
1,0.52,1,1
50,0.2,9,1
2.143,0.4,23,1
25,0.12,253,1
3.7,0.154,41,1
7.364,0.339,109,1
25,1,1,1
18.8,0.313,77,1
10.143,0.231,84,1
2.857,0.329,31,1
0.625,0.475,8,1
12.25,0.282,156,1
23.412,0.32,408,1
16.714,0.383,299,1
5.444,0.306,74,1
1.375,0.159,8,1
11.889,0.204,138,1
2.429,0.412,18,1
13.714,0.271,118,1
21.818,0.27,348,1
1,0.219,9,1
8.167,0.286,61,1
6.571,0.298,44,1
1.625,0.413,22,1
1.857,0.374,19,1
1.5,0.427,25,1
8.167,0.241,50,1
23.286,0.212,185,1
19,0.278,108,1
1.6,0.288,21,1
5,0.339,43,1
3.3,0.391,63,1
20.538,0.401,286,1
25.778,0.274,326,1
3.1,0.3,28,1
6.375,0.37,69,1
4.6,0.322,28,1
1.143,0.268,13,1
12.375,0.351,167,1
2.875,0.31,31,1
3.625,0.401,39,1
1.6,0.43,13,1
23.125,0.265,199,1
4.556,0.374,61,1
4.125,0.371,51,1
59.111,0.154,572,1
5.167,0.5,48,1
7.286,0.283,75,1
0.6,0.6,3,1
4.333,0.308,64,1
7.563,0.396,137,1
1.818,0.568,14,1
3.25,0.236,39,1
12,0.389,170,1
2.889,0.316,40,1
0.479,0.094,119,1
25.25,0.313,276,1
4.25,0.36,52,1
18.9,0.263,213,1
1.125,0.389,14,1
13.571,0.268,114,1
9.2,0.278,29,1
15,0.298,104,1
43.833,0.124,177,1
1.909,0.468,15,1
4.714,0.346,59,1
11.76,0.471,448,1
2.167,0.256,13,1
8.375,0.381,82,1
1.2,0.4,21,1
3.857,0.286,41,1
1.5,0.296,13,1
29.857,0.261,707,1
26.571,0.378,395,1
4,0.391,15,1
8.444,0.358,112,1
0.667,0.542,7,1
9.8,0.392,154,1
56.778,0.225,751,1
0.556,0.244,5,1
2.375,0.368,32,1
16.667,0.284,218,1
11.333,0.172,56,1
26.2,0.29,432,1
0.6,0.333,8,1
17.6,0.364,96,1
30.25,0.128,195,1
27.286,0.307,247,1
3.1,0.197,47,1
13.5,0.235,144,1
26.1,0.259,388,1
15.25,0.227,154,1
8.444,0.38,118,1
2.286,0.304,30,1
16.778,0.257,236,1
4.667,0.452,60,1
1.333,0.37,20,1
3.778,0.337,57,1
29.286,0.109,124,1
12.8,0.355,202,1
27.1,0.187,375,1
0.875,0.375,10,1
2.286,0.304,25,1
1.75,0.25,9,1
35,0.143,175,1
5,0.408,42,1
12.625,0.29,137,1
24.636,0.278,417,1
24.727,0.275,392,1
24.5,0.523,96,1
6.25,0.428,74,1
1.091,0.455,27,1
2.6,0.431,15,1
1.9,0.332,17,1
15.333,0.271,180,1
4.9,0.196,76,1
0.75,0.542,2,1
2,0.347,19,1
2.091,0.415,30,1
5.857,0.355,55,1
1,0.245,7,1
9.556,0.301,105,1
29.429,0.179,651,1
2.5,0.268,35,1
3.8,0.308,55,1
5,0.245,44,1
25.923,0.185,514,1
4.375,0.357,61,1
2.167,0.221,43,1
14.5,0.362,236,1
11.111,0.463,143,1
