@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Class {1,2,3,4,5}

@data
12,8.5,0.292,1
7,2.571,0.27,1
6,0.667,0.417,1
8,3,0.26,1
17,11.941,0.925,1
14,29.286,0.241,1
10,5,0.472,1
9,17.667,0.249,1
11,11.364,0.432,1
7,3.857,0.286,1
8,3,0.375,1
9,17.111,0.406,1
3,1,0.778,1
9,4.667,0.429,1
8,19.75,0.102,1
10,9.8,0.3,1
10,3.5,0.337,1
16,1.5,0.44,1
10,3.6,0.367,1
9,57.778,0.081,1
5,6.2,0.239,1
12,0.917,0.652,1
12,5.5,0.402,1
15,23.733,0.406,1
6,2.167,0.308,1
7,2.714,0.248,1
11,9.091,0.269,1
6,13.5,0.282,1
12,1.833,0.538,1
7,6.429,0.254,1
9,2.778,0.378,1
9,20.556,0.417,1
11,16.818,0.487,1
7,23.286,0.212,1
12,8.417,0.292,1
10,6.1,0.29,1
8,3.5,0.46,1
8,2.375,0.454,1
7,7.286,0.325,1
7,1,0.592,1
9,5,0.442,1
7,1.143,0.393,1
8,4.625,0.392,1
7,5,0.245,1
10,3.9,0.308,1
8,14.125,0.21,1
7,2,0.245,1
9,3.556,0.413,1
6,2.333,0.393,1
9,56.444,0.128,1
9,2.333,0.429,1
9,5.111,0.297,1
9,2.222,0.361,1
6,3.833,0.283,1
6,5.5,0.268,1
9,59.444,0.184,1
10,5.7,0.407,1
9,9.111,0.389,1
11,0.727,0.443,1
24,7.375,0.508,1
10,2.8,0.336,1
10,4.1,0.356,1
7,6.857,0.298,1
10,1.2,0.333,1
12,17.25,0.2,1
6,5.333,0.365,1
10,3.3,0.327,1
5,2.8,0.257,1
1,9,0.778,1
7,10.714,0.263,1
5,10.2,0.314,1
8,3.125,0.515,1
7,1.857,0.198,1
6,2.167,0.282,1
11,8.545,0.257,1
9,0.444,0.472,1
12,5.083,0.251,1
5,3.8,0.505,1
9,16.778,0.185,1
13,2.308,0.356,1
10,2.7,0.344,1
8,0.875,0.482,1
6,1.167,0.714,1
4,11.75,0.298,1
6,15.833,0.209,1
5,1.4,0.4,1
8,5.125,0.363,1
9,15.556,0.38,1
8,1.125,0.361,1
6,1.167,0.357,1
8,0.625,0.475,1
11,33.364,0.221,1
7,6.429,0.254,1
12,6.083,0.257,1
8,2.125,0.463,1
13,17.462,0.226,1
8,1.125,0.389,1
4,0.5,0.875,1
11,0.818,0.545,1
8,1.375,0.477,1
6,3.667,0.326,1
7,0.857,0.405,1
6,1.333,0.604,1
11,9.909,0.234,1
6,3.167,0.36,1
7,1,0.347,1
11,16.727,0.484,1
7,3.143,0.247,1
6,4.833,0.368,1
8,24,0.316,1
11,10.727,0.348,1
7,3.286,0.323,1
12,6,0.63,1
5,2,0.36,1
9,3.778,0.386,1
6,2.167,0.308,1
24,3.5,0.474,1
10,4.9,0.165,1
14,29.071,0.353,1
11,8.818,0.266,1
9,32.778,0.2,1
8,29.125,0.151,1
10,1.7,0.224,1
9,6.889,0.403,1
7,17,0.285,1
9,56.556,0.096,1
6,2.167,0.295,1
6,6.833,0.232,1
5,8.6,0.233,1
10,26.8,0.395,1
77,3.338,0.465,1
10,3,0.333,1
11,6.091,0.331,1
8,0.75,0.542,1
10,17.3,0.09,1
6,3,0.315,1
9,4.667,0.198,1
8,4.875,0.304,1
9,4,0.491,1
9,9.111,0.306,1
6,2.833,0.314,1
7,7,0.3,1
7,2.143,0.181,1
11,9.273,0.289,1
7,2.286,0.313,1
7,29.286,0.109,1
10,1.7,0.482,1
8,2.25,0.472,1
15,20,0.252,1
25,7.48,0.472,1
7,1.571,0.299,1
8,1.5,0.375,1
12,0.833,0.442,1
24,6.542,0.905,1
10,9.8,0.391,1
11,31.273,0.446,1
11,8.727,0.331,1
11,9.364,0.156,1
9,3.111,0.25,1
8,65.375,0.06,1
7,1.571,0.403,1
8,5.625,0.297,1
9,18.111,0.264,1
10,2.2,0.309,1
6,3.333,0.175,1
25,7.48,0.486,1
5,12.6,0.368,1
12,22.583,0.259,1
10,2.5,0.34,1
8,12.75,0.403,1
10,5.3,0.215,1
8,2.375,0.388,1
7,4.429,0.295,1
7,4,0.306,1
9,4.556,0.507,1
8,10.25,0.434,1
9,12.889,0.339,1
11,2.273,0.276,1
8,34,0.359,1
13,8.846,0.314,1
13,21.846,0.205,1
9,7.889,0.39,1
14,31.071,0.355,1
10,4.5,0.296,1
7,1.571,0.455,1
10,17,0.499,1
8,5.375,0.343,1
5,0.4,0.7,1
6,5.5,0.303,1
7,16.714,0.186,1
8,4.375,0.382,1
2,8.5,0.324,1
9,3.778,0.379,1
23,5.391,0.941,1
10,2.2,0.591,1
10,6.5,0.475,1
8,1.5,0.427,1
11,8.909,0.317,1
11,1.818,0.564,1
11,16.636,0.481,1
8,5.625,0.156,1
12,9.75,0.231,1
7,5,0.494,1
6,8.333,0.327,1
7,6.571,0.354,1
8,1.125,0.319,1
10,0.7,0.357,1
9,7.444,0.468,1
13,17.077,0.377,1
5,1.4,0.429,1
15,3.6,0.323,1
8,2.5,0.525,1
8,2.625,0.208,1
7,5.429,0.41,1
14,19.214,0.337,1
9,36.889,0.159,1
7,2,0.347,1
10,1.6,0.425,1
9,11.556,0.282,1
6,36.167,0.25,1
7,4.714,0.385,1
7,5.857,0.254,1
13,14.692,0.406,1
14,4.071,0.727,1
7,3.857,0.344,1
10,3.8,0.432,1
8,1.5,0.396,1
8,1.25,0.45,1
8,4.125,0.39,1
8,12.375,0.199,1
16,7.563,0.396,1
9,13.667,0.346,1
8,2.125,0.346,1
12,1.083,0.391,1
9,36.778,0.195,1
20,1.95,0.232,1
14,1.286,0.159,1
11,1,0.438,1
7,2.857,0.421,1
7,2.857,0.307,1
7,1.857,0.363,1
7,7.286,0.322,1
11,0.727,0.409,1
9,2.222,0.261,1
9,8,0.241,1
8,2.25,0.479,1
9,2.667,0.287,1
12,31.917,0.307,1
7,30.571,0.449,1
5,3.4,0.471,1
8,2,0.453,1
10,43,0.351,1
13,8.923,0.292,1
5,19.2,0.404,1
13,4.077,0.509,1
9,0.556,0.378,1
9,4.667,0.384,1
9,2.556,0.386,1
7,2.857,0.35,1
8,4,0.402,1
8,12.625,0.29,1
8,14,0.17,1
11,16.273,0.33,1
11,32.455,0.215,1
8,6.875,0.243,1
9,3.111,0.258,1
9,7.333,0.241,1
8,6.5,0.45,1
9,9.556,0.337,1
7,1.286,0.302,1
7,10.143,0.394,1
7,1.714,0.464,1
8,32.875,0.154,1
6,16,0.351,1
6,6.667,0.313,1
10,2.5,0.268,1
9,2.111,0.55,1
10,4.1,0.339,1
8,2.625,0.435,1
14,20.286,0.365,1
8,5.625,0.469,1
7,0.571,0.25,1
7,1.286,0.317,1
10,51,0.163,1
16,21.5,0.385,1
10,8.3,0.208,1
8,2.375,0.355,1
7,9.286,0.407,1
11,16.727,0.46,1
7,1.429,0.386,1
7,2.143,0.324,1
9,27.778,0.36,1
16,12.813,0.401,1
7,1.571,0.416,1
11,2.182,0.307,1
6,5.167,0.263,1
8,4.375,0.321,1
17,4.529,0.314,1
9,3.556,0.382,1
7,1.571,0.299,1
6,16,0.293,1
7,6.714,0.271,1
9,26.444,0.168,1
8,26.875,0.366,1
11,5.545,0.294,1
8,4,0.336,1
8,2.625,0.417,1
12,6,0.635,1
9,5.111,0.292,1
6,2.167,0.295,1
7,5,0.188,1
7,1,0.265,1
5,2.6,0.246,1
10,25.1,0.281,1
10,6.2,0.265,1
9,29.111,0.089,1
13,0.462,0.436,1
7,5,0.494,1
8,6.25,0.405,1
6,3.667,0.197,1
17,1.412,0.426,1
22,3.136,0.516,1
7,4.857,0.223,1
6,16.833,0.393,1
6,2.667,0.49,1
7,14.286,0.294,1
8,1.625,0.49,1
6,15.5,0.276,1
10,3,0.357,1
8,1.375,0.159,1
8,2.625,0.411,1
8,66.875,0.164,1
10,3.4,0.303,1
9,18.778,0.333,1
6,1.833,0.394,1
3,1,0.889,1
9,2,0.543,1
5,19,0.255,1
7,1.857,0.374,1
10,6.4,0.295,1
8,2.25,0.403,1
7,5.429,0.226,1
8,7.875,0.321,1
7,2.714,0.398,1
7,6.714,0.38,1
7,3.857,0.238,1
10,6.4,0.439,1
8,25.25,0.313,1
5,1.4,0.4,1
8,1.25,0.288,1
10,12.4,0.473,1
10,47.4,0.187,1
9,2.333,0.529,1
13,20.462,0.398,1
7,49.429,0.173,1
6,8.333,0.213,1
7,5.429,0.308,1
11,27.364,0.308,1
6,16,0.318,1
12,34.083,0.302,1
8,8.625,0.159,1
14,29.714,0.384,1
7,5.857,0.22,1
8,65.625,0.095,1
11,8.545,0.28,1
11,27.455,0.379,1
7,2.286,0.25,1
10,14.5,0.278,1
5,0.8,0.4,1
10,12.1,0.402,1
7,4.429,0.3,1
14,26.571,0.378,1
7,24.143,0.167,1
7,0.714,0.429,1
8,3.75,0.383,1
5,1.2,0.4,1
6,2.333,0.286,1
7,2.857,0.457,1
7,1.857,0.286,1
5,0.8,0.7,1
7,1.571,0.234,1
7,34.714,0.219,1
16,7,0.305,1
14,30.071,0.379,1
11,6.909,0.254,1
9,8.444,0.352,1
13,12.231,0.412,1
11,22.364,0.349,1
7,5,0.31,1
12,9.75,0.22,1
8,2.75,0.392,1
9,6.222,0.327,1
7,2.857,0.364,1
11,5.545,0.361,1
11,2,0.579,1
8,4.125,0.371,1
7,2,0.296,1
23,5.217,0.942,1
9,26.667,0.259,1
8,27.25,0.144,1
8,2.75,0.392,1
9,8.667,0.349,1
5,3.8,0.232,1
7,2,0.388,1
10,31.6,0.366,1
9,3.667,0.34,1
12,5.583,0.376,1
10,8.7,0.375,1
7,0.429,0.571,1
8,2.75,0.295,1
8,10.375,0.398,1
7,25,0.186,1
5,4.6,0.452,1
6,7.333,0.254,1
7,4.714,0.143,1
14,20.286,0.236,1
7,2.286,0.241,1
9,3.222,0.234,1
8,7.375,0.186,1
10,2.9,0.221,1
8,4.125,0.356,1
4,24,0.417,1
16,24.563,0.341,1
7,5.857,0.321,1
9,6.222,0.21,1
9,10.889,0.302,1
11,8.909,0.378,1
6,0.5,0.556,1
4,34.25,0.173,1
9,29.778,0.465,1
5,2.4,0.483,1
11,4,0.308,1
11,11.182,0.25,1
9,13.667,0.39,1
11,5.727,0.413,1
9,20.222,0.378,1
6,4.833,0.356,1
9,21.889,0.274,1
5,6.6,0.376,1
9,9.111,0.337,1
9,5.444,0.306,1
12,23.667,0.325,1
8,7.75,0.308,1
8,2,0.43,1
10,6.3,0.233,1
11,12.455,0.317,1
6,13.5,0.282,1
5,3.8,0.316,1
10,13.1,0.439,1
8,2.875,0.277,1
7,10.714,0.661,1
10,26,0.282,1
9,10.778,0.455,1
8,18.75,0.158,1
8,1.5,0.427,1
9,0.889,0.583,1
9,10.889,0.491,1
14,0.357,0.443,1
10,1.9,0.3,1
12,33.667,0.334,1
9,9,0.357,1
9,1.222,0.222,1
7,1.286,0.349,1
9,13.444,0.399,1
10,53.5,0.113,1
11,8.091,0.17,1
6,2.167,0.359,1
10,10.1,0.466,1
10,7.4,0.303,1
8,0.75,0.5,1
5,7.8,0.41,1
8,1.375,0.443,1
8,5.625,0.367,1
10,2.7,0.367,1
8,2.75,0.324,1
8,5,0.391,1
16,26.688,0.4,1
13,23.923,0.216,1
9,24.444,0.23,1
9,8.889,0.231,1
9,3.667,0.33,1
7,4.429,0.286,1
38,10.789,0.279,1
10,13,0.425,1
7,17.857,0.29,1
8,23,0.237,1
7,5.286,0.521,1
5,35.4,0.226,1
19,0.684,0.215,1
6,16,0.309,1
7,14,0.207,1
23,1.13,0.278,1
8,0.875,0.411,1
11,27.545,0.183,1
11,1.727,0.306,1
16,24.438,0.401,1
9,3.111,0.317,1
5,1.4,0.543,1
10,41.3,0.315,1
7,49.429,0.159,1
7,6.571,0.304,1
14,29.429,0.179,1
10,5.2,0.298,1
8,0.625,0.4,1
8,3.25,0.389,1
5,15,0.269,1
8,1.5,0.396,1
8,3.5,0.442,1
7,5.286,0.305,1
11,13.818,0.365,1
11,2.909,0.301,1
6,9.833,0.237,1
14,3.143,0.398,1
7,5.571,0.147,1
12,1.917,0.576,1
3,30,0.511,1
9,8.889,0.293,1
8,2.25,0.438,1
10,51.1,0.141,1
9,5,0.259,1
7,20.429,0.113,1
9,9.111,0.335,1
5,16.4,0.361,1
8,2.375,0.388,1
8,19.375,0.452,1
8,4.125,0.424,1
10,3.1,0.3,1
7,7.429,0.272,1
9,2.111,0.251,1
12,9.667,0.331,1
7,1,0.306,1
7,2,0.306,1
9,11.778,0.373,1
11,2.273,0.327,1
14,29.786,0.359,1
7,2.429,0.227,1
6,3,0.306,1
9,27.111,0.237,1
1,50,0.2,1
10,25.9,0.351,1
7,0.857,0.5,1
5,1.4,0.543,1
11,3.455,0.328,1
26,15.846,0.32,1
8,1.875,0.558,1
7,32.429,0.217,1
11,3.182,0.335,1
7,2,0.286,1
7,5.429,0.248,1
8,12.625,0.222,1
6,1.167,0.262,1
10,33.6,0.163,1
10,3.3,0.352,1
7,3,0.279,1
7,14.429,0.501,1
7,1.571,0.299,1
10,26.8,0.494,1
10,9.8,0.463,1
12,22.583,0.232,1
8,2.25,0.396,1
9,4.333,0.308,1
13,20.538,0.401,1
10,11.6,0.246,1
7,7.714,0.267,1
9,13.778,0.348,1
11,6.455,0.666,1
13,21.308,0.293,1
8,0.875,0.518,1
7,0.714,0.2,1
8,6,0.31,1
7,2.143,0.343,1
11,3.636,0.27,1
9,2.222,0.322,1
10,9.8,0.379,1
11,2.636,0.298,1
9,2.444,0.227,1
9,2,0.66,1
9,23,0.177,1
7,0.857,0.286,1
11,2.455,0.303,1
10,33,0.225,1
12,1.833,0.621,1
7,1,0.327,1
11,1,0.455,1
24,5,0.927,1
1,12,0.583,1
10,27.2,0.211,1
8,2.75,0.398,1
6,15.667,0.287,1
11,2,0.632,1
13,33.923,0.374,1
8,1.75,0.375,1
9,12.444,0.213,1
9,10.667,0.281,1
13,5,0.302,1
7,31.143,0.142,1
1,123,0.163,1
8,13.5,0.348,1
6,5.167,0.199,1
7,0.571,0.5,1
3,1,0.889,1
9,50.333,0.08,1
8,3.125,0.415,1
16,1.5,0.393,1
22,3.227,0.499,1
10,2,0.32,1
12,13.917,0.225,1
8,5.125,0.323,1
10,27.1,0.251,1
8,37.25,0.138,1
10,10.5,0.234,1
7,0.857,0.381,1
7,24.571,0.294,1
15,1.933,0.524,1
23,5.435,0.953,1
9,10,0.26,1
12,3.583,0.328,1
6,5.167,0.301,1
14,29.857,0.261,1
16,22.438,0.376,1
8,26.125,0.173,1
5,0.6,0.6,1
12,8.167,0.267,1
8,8.875,0.136,1
9,19.333,0.15,1
8,8.75,0.332,1
8,8,0.541,1
9,8.333,0.256,1
7,24.714,0.207,1
12,9.75,0.251,1
11,7.182,0.342,1
7,3,0.32,1
7,2,0.378,1
7,2.714,0.406,1
11,24.727,0.168,1
7,1.571,0.286,1
7,2.857,0.407,1
7,74.143,0.073,1
12,8.167,0.245,1
11,24.636,0.198,1
6,6.667,0.221,1
38,3.342,0.464,1
9,59.444,0.163,1
9,5.778,0.203,1
8,1.5,0.438,1
9,12.667,0.272,1
9,1.333,0.407,1
8,1.25,0.475,1
7,21.143,0.184,1
9,17.889,0.273,1
1,60,0.217,1
7,7.571,0.299,1
9,34.444,0.17,1
8,20.25,0.204,1
10,5.4,0.306,1
14,26,0.366,1
8,6.75,0.188,1
12,3.25,0.282,1
16,0.75,0.526,1
7,1.286,0.365,1
7,33,0.26,1
10,9,0.501,1
9,10.111,0.206,1
11,0.727,0.602,1
11,1.091,0.5,1
25,19.64,0.454,1
7,16.286,0.253,1
9,3.778,0.356,1
9,1.778,0.208,1
8,4.125,0.371,1
10,32.5,0.215,1
11,5.818,0.395,1
9,5.222,0.274,1
10,22.8,0.26,1
7,2.286,0.42,1
7,1.571,0.312,1
11,7.273,0.492,1
7,2,0.316,1
7,1.857,0.286,1
8,2.625,0.232,1
11,7.182,0.321,1
8,1.125,0.403,1
6,1.167,0.262,1
9,18.667,0.315,1
10,5.1,0.41,1
5,2,0.5,1
7,2.286,0.339,1
10,39.8,0.342,1
17,5.765,0.929,1
8,2.125,0.294,1
11,7.636,0.251,1
9,11.889,0.328,1
9,0.111,1,1
6,7.167,0.205,1
17,10.059,0.208,1
5,0.8,0.35,1
9,1.333,0.444,1
7,4,0.286,1
7,3.286,0.28,1
10,6,0.203,1
12,7,0.43,1
8,5.375,0.349,1
8,24.75,0.215,1
8,6.625,0.344,1
13,31.462,0.267,1
16,2.75,0.376,1
8,38.625,0.186,1
8,1.875,0.517,1
7,3.714,0.192,1
6,5.167,0.5,1
7,2.286,0.25,1
7,0.857,0.452,1
10,1,0.57,1
5,16.2,0.311,1
5,4,0.54,1
11,2.182,0.53,1
7,3.429,0.196,1
10,24.9,0.462,1
28,2.929,0.271,1
9,6.111,0.255,1
6,0.667,0.5,1
8,8.75,0.388,1
11,23.818,0.259,1
6,8.333,0.327,1
7,1.143,0.357,1
7,2.286,0.259,1
7,3.429,0.244,1
8,12.5,0.485,1
9,1.333,0.38,1
11,0.818,0.343,1
8,4.125,0.436,1
10,2.6,0.3,1
5,3,0.4,1
23,8.609,0.924,1
14,27.857,0.358,1
24,4.458,0.908,1
8,9.875,0.375,1
10,2,0.54,1
7,30.143,0.257,1
12,3.667,0.261,1
8,1.75,0.482,1
9,4.889,0.467,1
11,20.091,0.25,1
6,16,0.335,1
10,51.1,0.115,1
7,1.571,0.338,1
13,22.385,0.285,1
5,6.4,0.419,1
7,2.857,0.229,1
8,10.5,0.269,1
8,1.75,0.446,1
8,10.25,0.393,1
10,1.9,0.337,1
6,0.667,0.667,1
5,1.4,0.6,1
7,2.286,0.259,1
5,12.6,0.21,1
9,20,0.343,1
9,24.667,0.202,1
9,30.889,0.258,1
10,5.7,0.326,1
25,3.36,0.443,1
12,1.167,0.357,1
6,2.5,0.244,1
8,4,0.352,1
12,34.5,0.313,1
7,4.714,0.346,1
6,3,0.537,1
5,19.8,0.303,1
17,23.412,0.32,1
8,1.875,0.5,1
7,2.714,0.398,1
5,4.8,0.342,1
5,2.6,0.477,1
5,8.8,0.241,1
10,4.8,0.313,1
10,0.8,0.313,1
9,5.444,0.252,1
6,9.5,0.453,1
10,9.9,0.264,1
7,4.143,0.281,1
7,31.857,0.121,1
7,9.286,0.316,1
8,5.625,0.367,1
6,5.333,0.286,1
9,30.111,0.284,1
9,7.889,0.352,1
10,1.1,0.409,1
9,10.889,0.185,1
10,1.8,0.583,1
10,3.8,0.187,1
6,54.333,0.213,1
11,46.455,0.17,1
8,6.375,0.306,1
10,4.6,0.317,1
28,10.036,0.318,1
22,3.227,0.536,1
15,19.6,0.395,1
13,11.615,0.302,1
7,6.857,0.268,1
9,2,0.327,1
9,4.111,0.396,1
9,59.444,0.088,1
7,5.429,0.338,1
14,13.714,0.234,1
8,20.25,0.435,1
10,3.5,0.311,1
9,4.889,0.412,1
8,1.875,0.375,1
8,1.625,0.365,1
8,7.125,0.268,1
6,13.333,0.352,1
9,2.333,0.497,1
8,5.875,0.362,1
14,26.214,0.349,1
10,1.8,0.572,1
17,2,0.123,1
17,22.882,0.344,1
8,2.875,0.348,1
6,1.5,0.296,1
6,1.667,0.317,1
9,10.556,0.284,1
11,0.818,0.515,1
9,4.111,0.517,1
7,3.429,0.274,1
25,11.64,0.466,1
10,25.2,0.377,1
7,6.857,0.292,1
11,10.727,0.29,1
11,7.727,0.25,1
8,0.75,0.375,1
7,4.714,0.351,1
13,8,0.198,1
7,8.286,0.202,1
7,1.286,0.302,1
9,2.222,0.294,1
9,4.333,0.444,1
10,5.3,0.306,1
9,4.889,0.46,1
8,10.25,0.358,1
7,9,0.338,1
8,0.875,0.393,1
10,17.6,0.257,1
10,4.8,0.331,1
13,26.923,0.381,1
7,6,0.262,1
6,14.833,0.298,1
9,9.111,0.245,1
1,13,0.769,1
9,18.111,0.148,1
11,21.182,0.245,1
11,4.545,0.255,1
10,1.5,0.313,1
11,39.636,0.336,1
9,10.222,0.286,1
10,26.2,0.29,1
10,4.6,0.278,1
7,5.857,0.341,1
8,2.375,0.428,1
5,10.6,0.223,1
12,0.583,0.56,1
8,1,0.438,1
11,0.727,0.545,1
7,13.143,0.309,1
7,1.143,0.357,1
8,10.25,0.288,1
8,16.5,0.311,1
8,12.875,0.425,1
11,5.909,0.39,1
10,27.1,0.176,1
8,1.625,0.452,1
8,7.875,0.333,1
28,1.143,0.459,1
12,0.833,0.675,1
1,60,0.2,1
7,1.571,0.364,1
8,7.375,0.322,1
9,6,0.292,1
9,3.556,0.292,1
9,6.111,0.275,1
8,1.625,0.404,1
10,2.6,0.273,1
7,1.571,0.377,1
7,1.857,0.242,1
8,2.375,0.421,1
12,25.583,0.29,1
8,1.5,0.458,1
5,5.4,0.296,1
27,3.926,0.261,1
10,2,0.375,1
7,5.571,0.293,1
8,3.75,0.433,1
8,5,0.456,1
10,17.9,0.2,1
7,9.286,0.284,1
9,11,0.27,1
9,4.111,0.444,1
17,1.412,0.4,1
9,4.556,0.444,1
10,27.1,0.193,1
9,11.333,0.18,1
6,4.667,0.405,1
18,2.667,0.264,1
22,3.182,0.525,1
13,8,0.246,1
6,1.833,0.364,1
9,11.889,0.375,1
8,0.5,0.406,1
10,10.1,0.442,1
7,10.286,0.405,1
10,5.9,0.403,1
7,2.714,0.346,1
7,2.143,0.448,1
9,4.556,0.301,1
9,28.778,0.22,1
8,0.875,0.339,1
24,4,0.208,1
7,6.429,0.483,1
9,5.556,0.32,1
7,13.143,0.292,1
24,13.917,0.894,1
7,1,0.408,1
7,5.714,0.339,1
10,6.3,0.184,1
8,4.5,0.406,1
9,15.222,0.235,1
6,4.833,0.305,1
6,4.333,0.519,1
8,1,0.391,1
8,6.25,0.36,1
8,2.25,0.354,1
10,5.2,0.294,1
8,19.25,0.424,1
10,5.2,0.269,1
7,7.286,0.207,1
7,27.429,0.136,1
8,2,0.438,1
9,5.222,0.279,1
7,15.714,0.174,1
10,4,0.428,1
9,0.667,0.37,1
6,1,0.417,1
6,2.833,0.343,1
16,19.313,0.382,1
7,2.143,0.4,1
7,4.571,0.232,1
7,5.143,0.302,1
5,3,0.547,1
10,2.6,0.35,1
7,1.857,0.319,1
9,1.556,0.587,1
7,2.286,0.446,1
9,39.778,0.385,1
6,16,0.26,1
7,7.714,0.497,1
10,3.7,0.327,1
8,11.875,0.303,1
9,9.778,0.263,1
9,4,0.531,1
4,2.5,0.3,1
8,1.75,0.411,1
11,14.636,0.333,1
7,2.857,0.464,1
8,0.75,0.5,1
9,11.444,0.164,1
17,5.647,0.366,1
8,44.125,0.07,1
7,1,0.306,1
6,6,0.495,1
10,7.6,0.322,1
8,2.25,0.424,1
10,18.3,0.267,1
12,6,0.638,1
14,24.286,0.383,1
10,15.5,0.329,1
10,2.3,0.261,1
9,8.556,0.251,1
5,5.8,0.317,1
12,0.667,0.302,1
5,10.4,0.208,1
6,2.5,0.267,1
8,16.625,0.272,1
7,4.714,0.351,1
7,2,0.49,1
8,3.75,0.45,1
8,1.5,0.385,1
7,5.714,0.336,1
10,3.4,0.303,1
8,1.5,0.427,1
12,34.167,0.333,1
8,24.5,0.142,1
9,6.889,0.348,1
10,9.8,0.448,1
8,66.875,0.171,1
5,2.2,0.4,1
9,5.556,0.496,1
8,1.75,0.25,1
8,5,0.403,1
11,7.818,0.297,1
5,0.8,0.65,1
14,18.143,0.377,1
9,4.667,0.235,1
8,7.375,0.307,1
11,1.182,0.35,1
5,0.8,0.5,1
8,23.75,0.118,1
9,12.333,0.218,1
9,14.889,0.216,1
8,16.875,0.131,1
9,2,0.241,1
11,0.727,0.25,1
9,11,0.464,1
8,8.5,0.336,1
7,25.857,0.316,1
13,30,0.182,1
11,6.727,0.267,1
7,21.857,0.467,1
12,10.333,0.3,1
13,31.846,0.357,1
14,26.429,0.175,1
8,15.25,0.227,1
10,1.8,0.389,1
9,2.333,0.206,1
23,4,0.145,1
6,1.167,0.357,1
9,12.333,0.184,1
9,15.333,0.271,1
7,7.714,0.304,1
12,8.583,0.353,1
6,3.333,0.317,1
9,4.778,0.455,1
5,5.8,0.4,1
7,2.857,0.25,1
9,4,0.552,1
4,5.5,0.432,1
8,5.375,0.494,1
9,35.667,0.154,1
8,2.375,0.309,1
8,2,0.344,1
8,2.25,0.472,1
8,1.25,0.4,1
10,3.3,0.342,1
11,8.909,0.276,1
3,34.667,0.606,1
7,2.286,0.241,1
8,4,0.367,1
8,11.625,0.324,1
9,59.556,0.126,1
17,14.412,0.913,1
7,6.143,0.319,1
6,16,0.319,1
8,1.25,0.363,1
14,10.714,0.225,1
9,6.667,0.413,1
5,1.6,0.375,1
6,17.333,0.099,1
7,2.857,0.357,1
7,8,0.329,1
24,8.708,0.926,1
8,1.75,0.455,1
6,2.333,0.298,1
5,0.6,0.533,1
10,10.8,0.297,1
10,51.1,0.158,1
5,1.2,0.433,1
8,13.625,0.447,1
16,5.625,0.197,1
10,6.7,0.291,1
10,4.7,0.481,1
8,11.875,0.187,1
8,17.375,0.16,1
11,0.818,0.475,1
10,9.7,0.425,1
9,10.111,0.161,1
13,0.692,0.402,1
7,2.857,0.464,1
7,10.143,0.193,1
16,11.438,0.413,1
11,11.182,0.48,1
9,0.889,0.722,1
8,4.75,0.25,1
8,1.875,0.267,1
16,14.188,0.41,1
8,3.125,0.355,1
12,2.25,0.318,1
4,3,0.146,1
7,2.714,0.398,1
9,1,0.346,1
10,8.3,0.295,1
12,21.75,0.207,1
7,1.857,0.374,1
8,5.5,0.426,1
8,2,0.422,1
9,1.889,0.451,1
6,10,0.292,1
8,2.875,0.321,1
8,2,0.43,1
10,12.6,0.463,1
11,5.909,0.178,1
12,25.917,0.195,1
7,1.286,0.333,1
14,16.714,0.383,1
9,11.111,0.247,1
6,17.333,0.234,1
6,1.167,0.429,1
7,0.571,0.714,1
8,0.875,0.411,1
8,29.125,0.262,1
8,1.875,0.258,1
9,4.778,0.274,1
9,19.444,0.19,1
7,13,0.334,1
8,8.625,0.098,1
9,13.556,0.333,1
9,59.333,0.131,1
9,30.111,0.292,1
8,8.375,0.392,1
7,2,0.327,1
9,20.444,0.214,1
8,4.875,0.224,1
11,10.818,0.268,1
11,0.818,0.384,1
7,4.429,0.382,1
9,29.667,0.164,1
14,29.214,0.172,1
5,1.6,0.6,1
7,5.714,0.229,1
8,7.875,0.256,1
9,1.889,0.601,1
17,0.647,0.417,1
10,8.6,0.423,1
12,5.75,0.407,1
9,5.222,0.371,1
9,29,0.183,1
8,0.75,0.333,1
9,5.444,0.587,1
13,2.923,0.314,1
9,8.889,0.338,1
8,4.25,0.419,1
11,7.727,0.257,1
7,21.571,0.077,1
6,4.5,0.475,1
7,2.857,0.464,1
9,2,0.63,1
8,2.875,0.375,1
1,35,0.2,1
6,7.167,0.337,1
12,22.667,0.219,1
11,24.727,0.171,1
5,4.6,0.226,1
8,1.5,0.583,1
10,12.8,0.355,1
11,16.727,0.471,1
7,22.571,0.211,1
10,2.3,0.287,1
14,4.071,0.742,1
5,0.8,0.4,1
9,24.333,0.109,1
8,5,0.481,1
17,1.353,0.419,1
2,26,0.144,1
7,49,0.213,1
5,5.6,0.307,1
5,8.6,0.265,1
7,5.857,0.328,1
8,3.75,0.296,1
21,5.048,0.136,1
7,5.857,0.345,1
9,6.111,0.259,1
7,18.286,0.265,1
5,1.4,0.571,1
8,2.625,0.262,1
11,2.909,0.332,1
14,18.929,0.354,1
8,2,0.477,1
5,18.6,0.351,1
9,4.222,0.211,1
10,27.2,0.206,1
8,2.875,0.31,1
7,5.714,0.336,1
7,4.429,0.415,1
2,3,0.583,1
8,9.375,0.228,1
6,2.167,0.295,1
10,28,0.356,1
6,1.667,0.433,1
7,1.571,0.351,1
