@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Class {1,2,3,4,5}

@data
6.429,0.381,1
20.25,0.435,1
0.727,0.261,1
4.875,0.362,1
2.556,0.169,1
9.286,0.284,1
3,0.438,1
16.667,0.385,1
1.294,0.321,1
2,0.357,1
1.4,0.314,1
1.167,0.714,1
24.444,0.23,1
30.429,0.235,1
40,0.4,1
5.25,0.259,1
3.25,0.346,1
1,0.537,1
11.875,0.187,1
2.625,0.411,1
1.182,0.42,1
16.167,0.282,1
6,0.262,1
2,0.242,1
24,0.417,1
2.125,0.456,1
9.875,0.316,1
27.1,0.197,1
13.625,0.219,1
10.222,0.35,1
24.111,0.168,1
3.3,0.294,1
10.556,0.285,1
7.818,0.297,1
9.857,0.188,1
21.556,0.169,1
3.556,0.292,1
2.333,0.265,1
63.875,0.084,1
8.7,0.375,1
18.444,0.386,1
16,0.335,1
1.818,0.223,1
13.444,0.399,1
0.625,0.4,1
6.727,0.267,1
6.571,0.354,1
16.778,0.257,1
0.8,0.35,1
4.418,0.088,1
13.1,0.415,1
28.5,0.175,1
3.926,0.261,1
1.5,0.375,1
8.727,0.277,1
2,0.4,1
0.6,0.333,1
36.571,0.135,1
1.75,0.286,1
8.818,0.266,1
1.3,0.231,1
5.714,0.232,1
4.6,0.322,1
1.5,0.469,1
9.111,0.428,1
16.727,0.484,1
9.375,0.423,1
3.519,0.478,1
14,0.187,1
10.5,0.229,1
0.625,0.325,1
1.75,0.286,1
8.75,0.332,1
3.333,0.304,1
8.625,0.279,1
28.5,0.383,1
15.5,0.427,1
9.444,0.308,1
3.5,0.442,1
7.8,0.338,1
23.25,0.399,1
4.571,0.272,1
9.375,0.373,1
1.5,0.406,1
2.429,0.412,1
56.556,0.096,1
23.727,0.251,1
26.846,0.38,1
0.9,0.222,1
1.8,0.467,1
1.75,0.393,1
3.9,0.31,1
5.9,0.403,1
9.556,0.3,1
24.9,0.462,1
2.4,0.2,1
1.6,0.35,1
39.8,0.342,1
12,0.247,1
10.25,0.412,1
24.333,0.325,1
22,0.318,1
14.583,0.403,1
11.889,0.357,1
6.25,0.378,1
1,0.519,1
23.429,0.281,1
2.167,0.295,1
2,0.417,1
2.714,0.286,1
1.25,0.375,1
7.545,0.274,1
1.75,0.455,1
3,0.491,1
10.889,0.285,1
6,0.235,1
12.182,0.286,1
1.857,0.67,1
3.5,0.438,1
4.167,0.34,1
4.143,0.286,1
1,0.327,1
7,0.2,1
3.6,0.322,1
0.684,0.215,1
4.571,0.268,1
3.25,0.25,1
5.222,0.362,1
2,0.485,1
11.9,0.275,1
11.9,0.39,1
4.778,0.47,1
11,0.195,1
2.5,0.392,1
4.429,0.281,1
27.222,0.16,1
4.7,0.338,1
1.5,0.427,1
2.167,0.551,1
0.667,0.625,1
3.143,0.156,1
6,0.615,1
15.5,0.194,1
1.167,0.333,1
37.889,0.072,1
23.125,0.265,1
3.75,0.342,1
10.8,0.297,1
12,0.604,1
2.5,0.394,1
1.625,0.365,1
2.444,0.389,1
2.111,0.62,1
24.636,0.168,1
2,0.383,1
56.667,0.171,1
5.455,0.236,1
1.5,0.3,1
1.667,0.483,1
50.8,0.131,1
0.714,0.429,1
26.1,0.183,1
15.333,0.155,1
3.125,0.355,1
54.222,0.074,1
3,0.313,1
7.9,0.163,1
0.818,0.485,1
4.625,0.264,1
2.25,0.318,1
1.25,0.35,1
27.778,0.36,1
2.846,0.322,1
12.5,0.245,1
5.222,0.404,1
2.625,0.357,1
5.75,0.4,1
3.75,0.467,1
2.375,0.421,1
2.455,0.303,1
6.235,0.927,1
10,0.41,1
1.833,0.379,1
5.154,0.432,1
5.375,0.326,1
18.444,0.392,1
5.444,0.306,1
16,0.217,1
1.5,0.296,1
7.571,0.089,1
14.625,0.173,1
1.833,0.394,1
7.667,0.343,1
0.8,0.45,1
3,0.318,1
1.714,0.226,1
10.111,0.206,1
7.75,0.296,1
3.338,0.465,1
1.2,0.333,1
18.615,0.231,1
0.7,0.314,1
9.667,0.331,1
8.8,0.257,1
0.75,0.583,1
13.8,0.249,1
13.714,0.271,1
25.1,0.281,1
1.75,0.42,1
4.667,0.378,1
1.091,0.455,1
2.714,0.662,1
2.556,0.246,1
12,0.329,1
6.1,0.305,1
27.778,0.305,1
8.333,0.213,1
2.125,0.228,1
4.1,0.266,1
6,0.391,1
35.667,0.154,1
27.1,0.267,1
15.333,0.271,1
1.75,0.42,1
17.8,0.169,1
0.8,0.6,1
21.571,0.077,1
2,0.66,1
5.444,0.594,1
12.1,0.415,1
1,0.918,1
4.143,0.281,1
1.625,0.625,1
2.875,0.348,1
1.714,0.405,1
8.6,0.326,1
16.167,0.232,1
2.8,0.386,1
12.111,0.219,1
0.714,0.829,1
23.5,0.17,1
11.889,0.375,1
1.75,0.384,1
5.222,0.371,1
8.778,0.198,1
1.9,0.611,1
23.8,0.353,1
31.6,0.366,1
0.95,0.495,1
16.444,0.146,1
2.75,0.398,1
2.5,0.525,1
3.125,0.37,1
10.789,0.279,1
4.889,0.412,1
2.125,0.265,1
1.571,0.416,1
27.583,0.237,1
1.143,0.482,1
3.667,0.197,1
24.667,0.202,1
1.125,0.375,1
14.167,0.239,1
25.778,0.274,1
3.429,0.196,1
6.111,0.299,1
3,0.427,1
17.333,0.234,1
9.182,0.253,1
1.9,0.363,1
23.923,0.216,1
4.6,0.3,1
34.083,0.302,1
3.857,0.101,1
5.5,0.402,1
1.286,0.429,1
1.778,0.16,1
16.667,0.345,1
4.071,0.714,1
42.875,0.129,1
2,0.309,1
2.286,0.259,1
3.375,0.218,1
1.5,0.396,1
9,0.399,1
12.875,0.921,1
1.167,0.524,1
4.4,0.536,1
2.571,0.119,1
5.739,0.95,1
12.625,0.29,1
0.727,0.693,1
2.25,0.389,1
3.4,0.356,1
12.889,0.339,1
27.2,0.191,1
3.8,0.434,1
1.5,0.385,1
4,0.565,1
9.111,0.352,1
1,0.347,1
1.125,0.319,1
2.6,0.431,1
5,0.453,1
3.5,0.299,1
1.4,0.4,1
4,0.549,1
0.889,0.583,1
23.875,0.375,1
3.4,0.471,1
2.286,0.241,1
16.25,0.296,1
10.222,0.286,1
27.1,0.176,1
5.75,0.318,1
31.917,0.307,1
1.5,0.396,1
12.5,0.456,1
16.727,0.455,1
31.071,0.355,1
3,0.56,1
2.143,0.181,1
1.571,0.416,1
9.333,0.187,1
5.8,0.402,1
13,0.486,1
26.667,0.179,1
4.545,0.255,1
3.3,0.182,1
1.4,0.457,1
2.111,0.292,1
14.444,0.448,1
3.556,0.413,1
29.692,0.286,1
1.833,0.333,1
4.556,0.374,1
5.125,0.424,1
56.778,0.164,1
23,0.417,1
4.4,0.35,1
16,0.274,1
1.5,0.385,1
14.286,0.411,1
16.4,0.361,1
2.1,0.324,1
21.9,0.153,1
3.583,0.293,1
20.375,0.383,1
38.778,0.125,1
28.778,0.189,1
1,0.321,1
3.222,0.414,1
3.667,0.357,1
2.571,0.262,1
1.333,0.38,1
14.4,0.256,1
5.111,0.29,1
3.571,0.189,1
1.571,0.312,1
4.111,0.598,1
5.75,0.407,1
1.25,0.4,1
24.875,0.115,1
1.167,0.405,1
36.222,0.171,1
1,0.367,1
1.917,0.417,1
1.857,0.242,1
2,0.28,1
1.143,0.501,1
4.375,0.357,1
2.3,0.27,1
20.25,0.204,1
10.7,0.273,1
18.5,0.36,1
14,0.207,1
2,0.408,1
33.923,0.374,1
18.444,0.274,1
4.833,0.333,1
15.909,0.21,1
39.364,0.449,1
10.826,0.77,1
1.571,0.247,1
10,0.449,1
27.364,0.308,1
0.733,0.503,1
1.083,0.391,1
18.778,0.333,1
2.6,0.292,1
4,0.367,1
1.5,0.438,1
29.333,0.261,1
1.857,0.374,1
3,0.507,1
1.412,0.426,1
4.259,0.293,1
0.571,0.429,1
2.222,0.55,1
2.857,0.429,1
25.9,0.351,1
9.222,0.376,1
1.4,0.429,1
3,0.333,1
14.111,0.174,1
4.833,0.343,1
4.636,0.294,1
1.333,0.407,1
33,0.26,1
17.625,0.371,1
4.778,0.509,1
3.8,0.211,1
5.625,0.367,1
39.778,0.385,1
2.923,0.312,1
1.875,0.433,1
0.556,0.711,1
22.875,0.185,1
3.5,0.091,1
1.857,0.297,1
10.143,0.394,1
5.5,0.486,1
6.4,0.477,1
6.455,0.666,1
2.143,0.229,1
3.1,0.339,1
7.48,0.472,1
22.7,0.225,1
15.5,0.35,1
1.4,0.314,1
0.7,0.357,1
1.857,0.396,1
1.667,0.4,1
0.875,0.446,1
6.714,0.271,1
3.714,0.445,1
13.143,0.309,1
11.692,0.312,1
14.429,0.501,1
6.75,0.275,1
2.167,0.346,1
5.444,0.222,1
1,0.306,1
3.5,0.238,1
9.583,0.256,1
11.893,0.351,1
4,0.349,1
7,0.345,1
2,0.32,1
7,0.298,1
3,0.406,1
8.875,0.407,1
6,0.223,1
0.857,0.452,1
5.455,0.32,1
30.222,0.137,1
20.111,0.35,1
3,0.297,1
2.6,0.246,1
2.625,0.363,1
20,0.253,1
9.2,0.174,1
5,0.339,1
3.5,0.38,1
3.125,0.385,1
3.4,0.576,1
0.778,0.349,1
5.286,0.521,1
2.375,0.309,1
2.429,0.286,1
34.25,0.173,1
0.875,0.411,1
6.4,0.189,1
9,0.333,1
4.875,0.205,1
1.6,0.43,1
2.5,0.6,1
59.556,0.091,1
31.8,0.128,1
10.25,0.358,1
1.167,0.262,1
1.25,0.288,1
26.125,0.173,1
3.125,0.285,1
2.333,0.274,1
1.556,0.278,1
0.8,0.525,1
5.625,0.297,1
4.125,0.371,1
0.778,0.286,1
34.167,0.333,1
7.4,0.479,1
26.8,0.494,1
8.714,0.319,1
1.333,0.407,1
3,0.287,1
2.75,0.432,1
3.125,0.355,1
6.143,0.249,1
6,0.495,1
4.75,0.461,1
2.75,0.403,1
7,1,1
29.778,0.132,1
0.8,0.313,1
3.222,0.234,1
5.778,0.286,1
50,0.2,1
5,0.456,1
1.222,0.283,1
1.833,0.568,1
5.957,0.855,1
77,0.325,1
30.143,0.18,1
9.111,0.309,1
1,0.5,1
3.5,0.349,1
4.1,0.312,1
6.714,0.258,1
15.556,0.38,1
29.2,0.203,1
9,0.288,1
7.429,0.272,1
2.6,0.296,1
2.929,0.271,1
29.786,0.359,1
25.667,0.196,1
12.25,0.282,1
9.5,0.475,1
0.571,0.321,1
26.182,0.248,1
4,0.264,1
16.286,0.253,1
6.6,0.324,1
6.222,0.196,1
7.5,0.183,1
1.571,0.312,1
11.429,0.102,1
8.545,0.257,1
5.857,0.185,1
8.75,0.388,1
35,0.143,1
19.6,0.316,1
4.909,0.258,1
1.333,0.62,1
31.222,0.272,1
49.9,0.147,1
7.083,0.305,1
16.4,0.272,1
29.111,0.089,1
0.8,0.7,1
40,0.175,1
1.235,0.373,1
2.375,0.355,1
18.556,0.378,1
4.8,0.342,1
32.571,0.154,1
2.556,0.213,1
1.875,0.283,1
2.75,0.391,1
2.111,0.275,1
4.2,0.317,1
1,0.34,1
17.625,0.447,1
5.4,0.407,1
35.4,0.226,1
1.5,0.438,1
5,0.35,1
16.125,0.232,1
60,0.2,1
13.778,0.367,1
1,0.43,1
1.25,0.325,1
9,0.275,1
1.889,0.183,1
2.909,0.344,1
1.091,0.5,1
16.818,0.356,1
34.125,0.215,1
23.75,0.411,1
24.857,0.169,1
7.8,0.344,1
10.44,0.887,1
4,0.402,1
2.286,0.259,1
0.909,0.28,1
24.313,0.364,1
24.714,0.207,1
2.444,0.227,1
10.75,0.303,1
5.714,0.229,1
11.667,0.449,1
30.222,0.277,1
5.857,0.226,1
31.5,0.324,1
32.875,0.154,1
0.875,0.357,1
63.5,0.092,1
2.3,0.348,1
1.083,0.372,1
29.778,0.183,1
13.667,0.359,1
13.111,0.372,1
6,0.638,1
16,0.319,1
0.571,0.25,1
25.5,0.39,1
26.75,0.421,1
6,0.203,1
5.208,0.915,1
2.111,0.269,1
8,0.313,1
2.7,0.3,1
0.571,0.321,1
5.333,0.286,1
1.143,0.375,1
5.857,0.22,1
6.444,0.203,1
1,0.438,1
0.5,0.438,1
3.625,0.384,1
7.5,0.422,1
1.294,0.425,1
34.444,0.17,1
7.8,0.381,1
1.429,0.286,1
6,0.354,1
2.25,0.438,1
1.2,0.3,1
8.333,0.24,1
23.75,0.311,1
6.125,0.406,1
2.333,0.512,1
1.625,0.471,1
0.909,0.436,1
2,0.375,1
1.5,0.396,1
16.167,0.299,1
5.125,0.293,1
3.556,0.333,1
1.429,0.314,1
2.286,0.446,1
0.6,0.6,1
11,0.267,1
0.636,0.597,1
8.857,0.189,1
1.143,0.321,1
1.412,0.4,1
1.286,0.365,1
3.364,0.371,1
15.7,0.233,1
1,0.359,1
12.5,0.356,1
0.25,0.563,1
2.923,0.324,1
17.889,0.273,1
3,0.292,1
22.273,0.353,1
5.333,0.365,1
23.286,0.363,1
6.1,0.29,1
8.182,0.47,1
0.5,0.375,1
4.444,0.506,1
4.667,0.381,1
0.833,0.675,1
6.625,0.337,1
0.625,0.525,1
19.6,0.395,1
1.143,0.25,1
27.778,0.366,1
3.625,0.341,1
8.75,0.37,1
3.8,0.195,1
31.385,0.281,1
2.333,0.429,1
1.9,0.611,1
0.4,0.7,1
1.727,0.378,1
10,0.535,1
5.3,0.34,1
7.111,0.491,1
16,0.302,1
1.571,0.351,1
7.5,0.335,1
10.375,0.398,1
12,0.364,1
14.182,0.224,1
16.167,0.266,1
0.727,0.58,1
6,0.27,1
3,0.203,1
12.7,0.388,1
5.4,0.306,1
2.833,0.275,1
6.5,0.226,1
27.667,0.301,1
11.6,0.246,1
1.333,0.75,1
0.75,0.526,1
7.286,0.283,1
24.375,0.175,1
4.1,0.278,1
8.286,0.27,1
3.75,0.233,1
10.1,0.466,1
33.6,0.163,1
1.286,0.381,1
2.5,0.406,1
10.818,0.268,1
0.556,0.244,1
4.333,0.288,1
2.375,0.388,1
9.8,0.463,1
3.857,0.28,1
1.5,0.458,1
6.833,0.224,1
30.636,0.175,1
9.111,0.245,1
11.333,0.193,1
3,0.33,1
4.4,0.314,1
4.5,0.458,1
0.429,0.571,1
10,0.392,1
10.3,0.25,1
2.25,0.403,1
8.111,0.298,1
13.1,0.487,1
12.6,0.463,1
31.7,0.124,1
26.2,0.179,1
4.5,0.296,1
1.75,0.482,1
1.368,0.452,1
17.111,0.406,1
21.875,0.156,1
3.25,0.236,1
45,0.2,1
3.667,0.424,1
9.833,0.237,1
12,0.222,1
5.5,0.284,1
2.333,0.274,1
1.778,0.278,1
2.625,0.339,1
4.714,0.351,1
11.889,0.328,1
3.583,0.31,1
1.778,0.208,1
4.571,0.277,1
16.778,0.184,1
1.556,0.587,1
1.143,0.459,1
7.818,0.413,1
56.444,0.184,1
0.727,0.443,1
2,0.383,1
32,0.438,1
2,0.624,1
27.2,0.187,1
3.222,0.31,1
2.846,0.306,1
10.25,0.402,1
2.222,0.233,1
2.125,0.309,1
60,0.2,1
4.833,0.356,1
27.2,0.232,1
10.25,0.434,1
5.714,0.311,1
0.75,0.313,1
31.857,0.205,1
18.667,0.315,1
0.9,0.522,1
0.139,0.656,1
5.444,0.592,1
8.625,0.098,1
3.75,0.45,1
3.6,0.367,1
1.917,0.576,1
2.167,0.359,1
9.286,0.407,1
0.286,0.643,1
1.143,0.214,1
24.286,0.344,1
34,0.359,1
7.727,0.268,1
3,0.367,1
10.778,0.328,1
6.143,0.246,1
11.444,0.383,1
8.333,0.194,1
15,0.252,1
41.3,0.315,1
3.778,0.32,1
5.857,0.261,1
1.833,0.542,1
6.222,0.343,1
1,0.306,1
26.875,0.366,1
11,0.267,1
4.222,0.377,1
19.286,0.202,1
31.111,0.165,1
5.125,0.378,1
1,0.28,1
1.571,0.338,1
19.625,0.446,1
56.778,0.225,1
5.375,0.372,1
2.6,0.4,1
27.231,0.38,1
19.8,0.303,1
1.143,0.304,1
17.857,0.29,1
21.889,0.274,1
7.75,0.361,1
8.3,0.295,1
42,0.381,1
7,0.289,1
29.857,0.261,1
18.9,0.263,1
5.125,0.323,1
0.727,0.727,1
12.625,0.222,1
10.286,0.405,1
3.167,0.254,1
25,0.198,1
39.222,0.187,1
0.5,0.556,1
7.6,0.316,1
7.75,0.363,1
2,0.344,1
6.4,0.419,1
8.6,0.423,1
14,0.466,1
3,0.358,1
26,0.203,1
26.063,0.381,1
14.357,0.373,1
2.273,0.298,1
14,0.484,1
32.625,0.218,1
0.375,0.458,1
16,0.297,1
20.333,0.218,1
5.111,0.297,1
5.333,0.257,1
3.25,0.37,1
1.8,0.522,1
1,0.361,1
1.6,0.288,1
6,0.509,1
17.286,0.272,1
1.667,0.546,1
15.2,0.297,1
17.222,0.376,1
2.273,0.327,1
1.333,1,1
1.125,0.319,1
10.857,0.301,1
3,0.343,1
1.2,0.233,1
2.75,0.398,1
27.5,0.369,1
2.875,0.353,1
59.333,0.102,1
5.583,0.376,1
30.444,0.158,1
23.444,0.219,1
4.714,0.342,1
5.091,0.386,1
8,0.314,1
6.909,0.254,1
10.071,0.278,1
20.111,0.217,1
15.667,0.184,1
6.571,0.354,1
4.625,0.375,1
5.545,0.361,1
1.1,0.473,1
13.5,0.282,1
0.5,0.25,1
0.111,1,1
11.6,0.273,1
7.222,0.265,1
7,0.331,1
89,0.191,1
2,0.408,1
4.333,0.444,1
31,0.097,1
4.556,0.507,1
30.714,0.538,1
1.9,0.584,1
9,0.328,1
2.889,0.385,1
23.667,0.203,1
3.4,0.279,1
9.182,0.264,1
5.857,0.321,1
1.5,0.396,1
1.1,0.273,1
2.556,0.304,1
10.375,0.404,1
3.667,0.36,1
3.857,0.37,1
7.778,0.433,1
2.625,0.208,1
0.818,0.384,1
1,0.347,1
7.75,0.214,1
4,0.375,1
2.4,0.55,1
7.375,0.508,1
1.333,0.444,1
1.667,0.178,1
1.833,0.303,1
4.8,0.313,1
45,0.056,1
16,0.198,1
17.385,0.258,1
25.1,0.141,1
1.833,0.621,1
9.111,0.364,1
1.143,0.357,1
6,0.405,1
10.333,0.3,1
5.222,0.492,1
5.167,0.902,1
2.571,0.27,1
20.333,0.327,1
35,0.2,1
2.909,0.301,1
31.273,0.446,1
8.5,0.324,1
2.875,0.38,1
7,0.3,1
27.1,0.187,1
2.6,0.154,1
1.167,0.262,1
8.154,0.306,1
10,0.184,1
2.857,0.25,1
5.889,0.218,1
21.308,0.293,1
49.429,0.185,1
1.091,0.5,1
1.2,0.183,1
17.7,0.26,1
19.167,0.164,1
59.556,0.126,1
0.571,0.286,1
2.286,0.241,1
1.444,0.239,1
2.667,0.537,1
27.545,0.151,1
25,0.12,1
9,0.338,1
27.25,0.144,1
4.778,0.344,1
7.2,0.406,1
2.222,0.261,1
16,0.26,1
10.5,0.167,1
2,0.461,1
1,0.306,1
2,0.43,1
1,0.778,1
1.1,0.373,1
2.857,0.307,1
7.083,0.476,1
5.125,0.351,1
1,0.327,1
5.727,0.332,1
10.75,0.494,1
8.2,0.362,1
19,0.255,1
4.667,0.452,1
9.5,0.453,1
4.571,0.232,1
19.6,0.341,1
8.2,0.3,1
2,0.438,1
2.091,0.265,1
4.429,0.267,1
5.974,0.304,1
0.625,0.375,1
30.714,0.548,1
8.75,0.279,1
51.1,0.134,1
51,0.163,1
7.625,0.316,1
9.286,0.404,1
3.4,0.388,1
6.1,0.333,1
15.375,0.255,1
8.9,0.252,1
3.75,0.354,1
3.286,0.329,1
2.75,0.295,1
3.25,0.394,1
23.947,0.081,1
6.25,0.253,1
14,0.254,1
1.333,0.646,1
16.778,0.185,1
2.125,0.36,1
3.4,0.412,1
8.846,0.314,1
10.167,0.26,1
1.8,0.583,1
1,0.391,1
5,0.31,1
0.667,0.438,1
18.6,0.347,1
6.333,0.285,1
1.8,0.511,1
4.333,0.288,1
1.556,0.333,1
5.286,0.305,1
2.5,0.506,1
6.667,0.221,1
8.909,0.378,1
1.571,0.377,1
1.125,0.403,1
7.111,0.318,1
9,0.198,1
8.889,0.293,1
18.1,0.491,1
1.909,0.468,1
7.25,0.442,1
12.333,0.184,1
0.8,0.35,1
21.75,0.161,1
30,0.193,1
7.857,0.374,1
2.429,0.16,1
5.917,0.481,1
3.227,0.487,1
15.667,0.287,1
10.727,0.29,1
11.875,0.303,1
9.571,0.258,1
24.636,0.162,1
5.444,0.272,1
6.25,0.528,1
11.2,0.121,1
9.455,0.367,1
1.9,0.621,1
3.3,0.367,1
8.875,0.312,1
2,0.486,1
2.125,0.463,1
16.714,0.383,1
1,0.72,1
11.889,0.209,1
8.429,0.228,1
0.667,0.37,1
9.143,0.498,1
3.167,0.289,1
34.889,0.156,1
5.444,0.252,1
9.5,0.388,1
1.667,0.267,1
3.5,0.474,1
50.9,0.097,1
12.286,0.294,1
10.222,0.292,1
0.778,0.302,1
5.889,0.252,1
5.182,0.295,1
16.875,0.131,1
2.111,0.655,1
43,0.216,1
4.5,0.333,1
2,0.352,1
2.444,0.318,1
5.625,0.222,1
2.556,0.222,1
6,0.302,1
1.4,0.486,1
1.75,0.42,1
3.25,0.409,1
8,0.198,1
3.571,0.349,1
1.571,0.364,1
0.6,0.533,1
2.143,0.229,1
11,0.464,1
1.857,0.363,1
5,0.302,1
11.6,0.09,1
26.143,0.265,1
2.875,0.239,1
9.889,0.362,1
13.25,0.376,1
25.375,0.149,1
27.2,0.279,1
2,0.49,1
3.829,0.296,1
7,0.424,1
3.6,0.323,1
1,0.36,1
0.833,0.442,1
2.111,0.222,1
25.923,0.185,1
4.444,0.494,1
4,0.314,1
13.364,0.32,1
2.333,0.392,1
1,0.52,1
2.143,0.343,1
2.444,0.268,1
6.625,0.33,1
3,0.327,1
1.333,0.491,1
4.833,0.42,1
2,0.435,1
2.714,0.244,1
6.2,0.361,1
5.375,0.398,1
9.8,0.379,1
2,0.306,1
8.5,0.294,1
5.778,0.37,1
2.167,0.538,1
0.8,0.675,1
2.25,0.354,1
0.8,0.5,1
0.7,0.429,1
5.909,0.39,1
7.8,0.41,1
5.4,0.304,1
3.8,0.439,1
13.571,0.296,1
1.833,0.333,1
0.9,0.3,1
5.917,0.628,1
11,0.484,1
1.125,0.389,1
6.917,0.301,1
2.5,0.384,1
4.1,0.356,1
23.818,0.242,1
2.182,0.53,1
1.8,0.656,1
0.6,0.6,1
17.6,0.181,1
9.111,0.337,1
8.375,0.381,1
23.727,0.233,1
8.75,0.464,1
2.875,0.321,1
4.778,0.388,1
2,0.337,1
0.818,0.475,1
15.125,0.431,1
4.333,0.293,1
4.6,0.226,1
0.875,0.429,1
2.9,0.303,1
2.444,0.212,1
2.286,0.25,1
1.182,0.35,1
1.444,0.53,1
15.75,0.469,1
1.286,0.302,1
9,0.481,1
0.857,0.333,1
9.889,0.3,1
28,0.356,1
9.75,0.244,1
9.111,0.37,1
1.571,0.325,1
0.625,0.475,1
3.4,0.426,1
9.182,0.267,1
53.571,0.092,1
3.143,0.247,1
30.25,0.171,1
4.5,0.465,1
1,0.36,1
30.222,0.269,1
9.8,0.448,1
1.429,0.343,1
11.76,0.471,1
4.75,0.339,1
2.167,0.333,1
1.5,0.583,1
2.429,0.319,1
0.667,0.292,1
2.286,0.259,1
2.143,0.448,1
1.4,0.457,1
9.182,0.239,1
6.25,0.28,1
4.143,0.36,1
4.667,0.292,1
1.625,0.404,1
4.125,0.39,1
2.667,0.354,1
4.286,0.271,1
3.625,0.401,1
3.167,0.316,1
9.111,0.408,1
5,0.447,1
3.1,0.316,1
2.167,0.359,1
8.909,0.317,1
14.286,0.283,1
1.875,0.375,1
21.5,0.257,1
26,0.366,1
1.25,0.363,1
9.833,0.253,1
2.857,0.336,1
1.714,0.25,1
3.636,0.27,1
5.647,0.366,1
27.111,0.237,1
5.222,0.274,1
1.5,0.448,1
8,0.316,1
1.778,0.215,1
4.125,0.436,1
27.667,0.346,1
3.111,0.317,1
2.625,0.482,1
5.222,0.279,1
2.143,0.333,1
5.909,0.178,1
5.375,0.494,1
9.833,0.255,1
1.429,0.329,1
1,0.429,1
5,0.213,1
2.857,0.421,1
59.111,0.154,1
1.091,0.295,1
2.778,0.249,1
50.4,0.139,1
3.286,0.28,1
2.75,0.392,1
29.571,0.249,1
5.154,0.441,1
2.6,0.273,1
1.667,0.433,1
1.375,0.318,1
6.818,0.27,1
22.438,0.376,1
4,0.54,1
4.222,0.444,1
1.571,0.234,1
17.571,0.419,1
20.714,0.207,1
13.444,0.322,1
2.111,0.55,1
6.429,0.254,1
4.375,0.379,1
9.091,0.269,1
7.111,0.299,1
1.75,0.446,1
5,0.404,1
3.222,0.287,1
4.571,0.308,1
1,0.383,1
4.429,0.336,1
6.714,0.286,1
3.333,0.367,1
0.667,0.667,1
1.7,0.535,1
2.833,0.324,1
5.167,0.263,1
3.182,0.351,1
10.25,0.396,1
3.857,0.238,1
9.111,0.337,1
4,0.292,1
1.167,0.5,1
14.333,0.169,1
8,0.143,1
7.6,0.474,1
2.818,0.323,1
5.25,0.414,1
1,0.417,1
3.8,0.426,1
5.111,0.338,1
8.5,0.333,1
7.375,0.322,1
2.364,0.262,1
20,0.131,1
5.6,0.307,1
1.167,0.405,1
7.667,0.209,1
3.385,0.171,1
20.091,0.25,1
5.75,0.245,1
3.25,0.399,1
25.6,0.371,1
11.667,0.456,1
0.714,0.257,1
0.556,0.378,1
2.5,0.278,1
18.875,0.174,1
2.364,0.283,1
3,0.318,1
9.9,0.443,1
4.667,0.312,1
17.182,0.174,1
1.118,0.362,1
6.222,0.339,1
5,0.302,1
2.833,0.245,1
4.4,0.393,1
12,0.189,1
4.875,0.282,1
27,0.408,1
2.375,0.355,1
0.667,0.417,1
8.5,0.257,1
10.1,0.442,1
2.167,0.276,1
2.429,0.353,1
2.571,0.397,1
2,0.211,1
1.6,0.35,1
0.75,0.375,1
6.538,0.188,1
3.1,0.284,1
0.692,0.402,1
0.75,0.375,1
1.333,0.648,1
0.875,0.518,1
4.889,0.46,1
1.9,0.542,1
33.222,0.133,1
30.111,0.285,1
0.75,0.313,1
2.857,0.464,1
28.667,0.173,1
11.333,0.386,1
40.333,0.128,1
25.313,0.382,1
2.1,0.3,1
5.111,0.242,1
1.625,0.452,1
2.364,0.297,1
9.455,0.203,1
21.4,0.247,1
2.667,0.281,1
1.2,0.4,1
22.364,0.349,1
11.438,0.413,1
1.7,0.224,1
4.714,0.342,1
6.542,0.905,1
2.571,0.468,1
10.714,0.156,1
15,0.354,1
0.619,0.168,1
7.833,0.177,1
22.167,0.338,1
10.059,0.208,1
1.2,0.55,1
1.143,0.357,1
0.625,0.375,1
1.1,0.382,1
24.5,0.142,1
99,0.192,1
49,0.213,1
17.6,0.257,1
7.182,0.342,1
13.667,0.331,1
249,0.173,1
2.625,0.28,1
1.143,0.286,1
8.6,0.372,1
8.923,0.292,1
3.9,0.344,1
34.556,0.163,1
1.4,0.4,1
10.182,0.217,1
0.875,0.429,1
1.125,0.431,1
1.286,0.349,1
26.667,0.259,1
1,0.778,1
24.214,0.248,1
1.286,0.333,1
1.429,0.286,1
23.6,0.154,1
3.571,0.303,1
23.727,0.243,1
9.778,0.263,1
1.5,0.333,1
30.167,0.298,1
5,0.409,1
9.833,0.35,1
6,0.293,1
4.889,0.449,1
3.5,0.397,1
16.818,0.487,1
31.444,0.186,1
5.75,0.266,1
5.111,0.365,1
5,0.268,1
14.5,0.362,1
27.545,0.183,1
13,0.769,1
6.4,0.295,1
1.857,0.429,1
1.9,0.605,1
1.182,0.283,1
8.167,0.286,1
2.167,0.231,1
2.6,0.554,1
8,0.308,1
6.625,0.33,1
1.857,0.308,1
2,0.328,1
1.6,0.444,1
3.125,0.3,1
1,0.778,1
36.833,0.268,1
1,0.245,1
12.818,0.366,1
1.167,0.5,1
1.286,0.317,1
1.2,0.433,1
2.2,0.318,1
7.429,0.266,1
1.8,0.572,1
1,0.52,1
3.125,0.415,1
