@relation page-blocks

@attribute Height numeric
@attribute Blackpix numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
10,173,120,1
5,243,187,1
23,2739,132,1
7,24,17,1
7,65,28,1
8,128,65,1
9,250,122,1
7,143,57,1
6,16,9,1
6,39,35,1
8,138,76,1
8,134,63,1
7,19,8,1
8,48,30,1
7,320,229,1
10,883,340,1
5,7,4,1
8,76,49,1
8,32,26,1
8,30,14,1
1,32,31,1
6,27,18,1
10,84,46,1
8,64,32,1
8,31,21,1
7,83,45,1
9,42,2,1
9,183,80,1
11,48,11,1
11,824,392,1
9,644,482,1
8,454,276,1
9,176,59,1
8,58,23,1
2,7,5,1
11,361,256,1
12,486,90,1
8,326,136,1
8,86,43,1
7,38,27,1
5,26,22,1
7,279,218,1
5,42,22,1
14,2094,467,1
8,31,15,1
1,7,4,1
10,113,68,1
6,213,97,1
5,67,51,1
5,53,21,1
8,23,15,1
8,26,12,1
9,72,32,1
9,67,46,1
9,124,60,1
10,199,113,1
11,931,211,1
27,747,137,1
8,54,31,1
8,98,53,1
6,169,81,1
8,445,353,1
8,15,4,1
4,19,14,1
11,344,177,1
10,575,202,1
9,629,479,1
8,58,36,1
7,42,28,1
6,27,14,1
8,180,65,1
6,19,6,1
6,45,35,1
12,575,189,1
8,71,34,1
10,48,26,1
10,105,45,1
9,112,13,1
10,82,12,1
14,181,25,1
9,195,167,1
10,564,184,1
13,98,61,1
10,426,258,1
6,53,30,1
10,360,119,1
8,54,27,1
7,265,215,1
12,18,5,1
6,41,35,1
8,46,23,1
10,52,20,1
9,58,27,1
11,143,79,1
8,329,278,1
13,376,57,1
9,114,79,1
12,59,10,1
12,520,179,1
9,126,91,1
7,41,28,1
13,76,7,1
8,57,29,1
8,98,52,1
9,45,28,1
9,260,99,1
8,97,31,1
5,13,6,1
11,148,18,1
5,13,8,1
10,232,79,1
9,390,298,1
7,22,17,1
9,260,158,1
8,38,12,1
7,30,21,1
6,13,7,1
8,42,20,1
9,320,183,1
7,278,203,1
2,12,10,1
8,140,67,1
8,64,35,1
12,307,125,1
25,5785,326,1
7,55,36,1
8,51,19,1
7,47,24,1
7,89,71,1
5,19,9,1
10,34,18,1
11,845,546,1
9,109,72,1
14,1050,217,1
9,84,43,1
10,492,401,1
8,15,3,1
9,175,55,1
10,151,56,1
11,121,16,1
5,12,6,1
10,146,68,1
7,61,39,1
11,166,61,1
6,20,7,1
7,319,141,1
11,629,349,1
8,887,521,1
8,14,9,1
5,62,18,1
5,65,34,1
9,65,28,1
9,28,18,1
38,1574,478,1
9,143,101,1
9,174,61,1
25,5572,773,1
5,29,21,1
9,199,87,1
6,10,2,1
3,683,5,1
7,121,47,1
7,23,17,1
10,261,187,1
8,151,89,1
7,113,77,1
8,94,47,1
7,32,19,1
7,24,17,1
5,150,78,1
8,135,77,1
8,101,44,1
7,94,46,1
7,19,10,1
8,178,82,1
8,411,311,1
8,71,41,1
5,77,21,1
10,587,171,1
8,396,146,1
7,61,33,1
6,12,2,1
7,52,40,1
8,308,196,1
8,289,162,1
8,15,7,1
7,404,339,1
7,161,139,1
8,137,92,1
1,8,3,1
9,173,101,1
14,813,183,1
12,843,423,1
11,242,128,1
7,28,18,1
6,28,17,1
6,53,40,1
11,594,196,1
5,31,14,1
10,764,458,1
3,8,1,1
11,46,8,1
7,18,13,1
11,292,160,1
6,42,27,1
8,27,9,1
13,726,312,1
18,196,34,1
10,41,17,1
17,78,8,1
5,218,100,1
41,1212,36,1
9,740,566,1
5,41,29,1
11,130,42,1
11,101,48,1
7,512,352,1
9,13,8,1
10,77,35,1
9,378,276,1
12,698,364,1
7,30,26,1
10,30,12,1
12,309,184,1
7,34,30,1
6,158,100,1
9,310,196,1
8,216,123,1
10,60,28,1
10,329,116,1
12,381,166,1
8,343,261,1
8,57,24,1
6,68,37,1
7,37,19,1
8,92,46,1
12,143,16,1
8,48,20,1
11,48,15,1
21,302,152,1
10,832,612,1
8,147,76,1
10,919,334,1
9,658,505,1
9,243,124,1
6,285,156,1
12,146,19,1
7,191,159,1
8,189,95,1
10,103,57,1
8,125,60,1
1,25,24,1
9,221,144,1
11,317,132,1
6,53,42,1
7,48,32,1
8,586,444,1
3,7,1,1
8,39,25,1
16,2258,427,1
6,55,39,1
10,133,60,1
9,136,62,1
3,11,1,1
10,22,10,1
10,84,10,1
8,229,106,1
1,16,15,1
7,135,43,1
9,585,190,1
3,12,1,1
11,442,160,1
12,343,172,1
8,62,25,1
9,251,122,1
8,58,43,1
7,34,25,1
10,93,39,1
7,18,2,1
10,47,5,1
10,110,48,1
11,451,152,1
10,167,59,1
1,16,14,1
5,13,8,1
9,173,79,1
7,29,12,1
10,172,94,1
6,26,9,1
8,38,23,1
7,251,114,1
7,210,140,1
9,236,111,1
5,20,14,1
6,89,60,1
9,193,144,1
7,52,33,1
10,57,41,1
8,68,27,1
9,607,385,1
8,25,10,1
10,69,27,1
4,24,6,1
6,154,102,1
16,158,35,1
7,27,18,1
5,38,25,1
8,24,9,1
8,27,19,1
8,103,56,1
6,37,20,1
12,324,193,1
12,315,178,1
12,197,110,1
10,116,83,1
13,141,39,1
9,162,59,1
2,7,5,1
9,277,157,1
9,452,193,1
11,589,217,1
8,264,151,1
8,27,15,1
9,347,275,1
5,9,3,1
9,48,26,1
8,427,333,1
25,930,110,1
5,13,1,1
12,198,103,1
6,10,1,1
11,54,6,1
9,361,286,1
9,66,30,1
5,200,117,1
11,90,45,1
1,10,2,1
7,19,7,1
9,861,579,1
8,253,150,1
11,66,16,1
13,864,157,1
7,79,53,1
6,356,183,1
10,83,44,1
10,111,16,1
8,81,53,1
8,54,40,1
7,33,17,1
10,224,103,1
10,188,109,1
12,888,431,1
9,91,61,1
9,416,282,1
7,20,9,1
5,19,13,1
7,72,37,1
8,32,16,1
9,400,283,1
8,30,16,1
8,61,45,1
1,14,13,1
7,23,14,1
10,15,1,1
10,53,23,1
8,27,11,1
8,74,42,1
9,160,120,1
10,721,532,1
8,103,59,1
12,337,107,1
5,10,4,1
7,28,16,1
8,142,60,1
9,24,15,1
12,96,37,1
8,112,62,1
9,168,93,1
9,150,55,1
10,301,54,1
7,149,77,1
10,445,149,1
10,174,80,1
12,535,79,1
9,40,20,1
10,139,69,1
8,125,70,1
10,91,39,1
8,389,237,1
11,431,168,1
9,243,119,1
7,57,41,1
6,174,94,1
12,357,171,1
8,174,125,1
8,141,78,1
6,27,8,1
10,645,267,1
7,80,62,1
24,2178,267,1
8,161,86,1
9,186,138,1
12,1602,356,1
8,73,31,1
7,46,38,1
8,100,64,1
7,25,11,1
7,69,48,1
10,61,35,1
7,93,75,1
6,58,38,1
5,14,14,1
7,336,227,1
7,30,17,1
10,135,71,1
6,34,23,1
9,511,201,1
8,210,178,1
7,280,79,1
8,107,48,1
6,205,120,1
11,504,352,1
8,151,69,1
8,242,191,1
11,90,37,1
9,524,207,1
6,23,15,1
24,2894,155,1
6,43,14,1
6,324,192,1
12,29,10,1
5,9,2,1
17,1671,115,1
10,47,29,1
8,62,38,1
9,302,193,1
12,61,26,1
7,147,116,1
10,87,30,1
9,100,70,1
8,147,81,1
7,230,149,1
8,118,72,1
8,87,44,1
7,187,138,1
11,502,67,1
7,30,19,1
23,166,92,1
8,58,18,1
9,926,654,1
10,121,66,1
10,406,344,1
8,103,39,1
8,38,16,1
11,338,173,1
10,928,327,1
9,146,105,1
9,237,123,1
9,46,29,1
10,74,50,1
7,36,14,1
11,67,32,1
7,99,52,1
5,57,43,1
10,173,55,1
7,28,21,1
8,73,37,1
11,433,87,1
9,90,48,1
8,108,69,1
4,8,1,1
8,93,39,1
9,283,110,1
10,701,388,1
7,51,23,1
8,56,20,1
9,619,311,1
8,28,20,1
10,155,74,1
5,14,12,1
8,350,129,1
8,86,48,1
7,48,19,1
12,179,66,1
7,248,167,1
8,329,122,1
7,89,40,1
11,55,13,1
10,204,65,1
12,284,149,1
5,10,1,1
8,39,21,1
6,21,14,1
3,8,6,1
9,109,53,1
10,111,45,1
9,227,167,1
9,112,50,1
11,238,77,1
11,198,67,1
10,46,5,1
7,51,35,1
9,105,57,1
11,1612,564,1
14,1988,423,1
7,38,19,1
8,21,7,1
8,232,168,1
7,28,14,1
1,17,17,1
7,128,100,1
7,35,26,1
10,1151,326,1
10,283,124,1
7,288,157,1
7,7,1,1
14,1636,356,1
9,413,164,1
10,684,534,1
11,241,75,1
17,328,224,1
12,159,21,1
28,411,69,1
7,94,76,1
7,21,6,1
9,74,40,1
12,184,68,1
12,377,189,1
11,105,30,1
22,760,75,1
7,21,1,1
6,83,60,1
9,101,40,1
16,265,111,1
9,80,41,1
8,54,29,1
17,2388,440,1
9,96,57,1
7,19,7,1
7,24,18,1
7,20,2,1
28,1016,201,1
10,606,397,1
11,64,26,1
9,247,94,1
7,43,26,1
8,59,39,1
9,507,220,1
9,146,65,1
15,294,82,1
5,22,9,1
8,153,80,1
7,29,21,1
5,31,21,1
5,9,3,1
11,60,14,1
10,401,161,1
8,63,23,1
7,25,16,1
25,3459,448,1
10,245,121,1
11,125,17,1
9,441,341,1
7,57,31,1
9,528,186,1
6,137,102,1
6,12,8,1
8,61,39,1
8,152,63,1
8,69,32,1
11,1619,664,1
9,235,106,1
8,488,309,1
6,15,2,1
6,42,31,1
7,85,56,1
38,1247,292,1
11,317,163,1
7,14,10,1
7,46,31,1
8,122,56,1
6,51,39,1
9,124,74,1
8,388,113,1
25,851,333,1
7,104,71,1
8,522,190,1
1,25,1,1
24,3799,223,1
6,25,16,1
11,53,13,1
10,358,254,1
7,45,27,1
34,406,157,1
10,41,26,1
11,668,381,1
8,29,9,1
10,91,12,1
9,114,65,1
9,124,65,1
10,115,55,1
10,53,27,1
9,76,60,1
5,38,12,1
10,111,53,1
6,23,14,1
8,85,63,1
7,86,38,1
12,451,234,1
22,810,72,1
7,213,121,1
9,139,57,1
8,188,130,1
10,133,59,1
7,65,24,1
9,887,596,1
18,145,10,1
6,23,18,1
7,95,66,1
8,424,163,1
6,106,65,1
5,42,19,1
7,35,19,1
9,182,87,1
8,143,111,1
9,246,125,1
8,187,65,1
7,20,13,1
6,64,49,1
8,59,23,1
7,127,79,1
9,16,9,1
10,549,365,1
9,111,63,1
4,11,2,1
14,81,10,1
7,74,65,1
9,64,45,1
3,16,5,1
3,189,19,1
8,98,52,1
5,58,41,1
9,326,254,1
4,131,93,1
10,41,29,1
16,2158,399,1
8,112,50,1
6,94,32,1
9,241,106,1
10,284,228,1
23,4210,282,1
13,1087,221,1
8,76,55,1
5,16,9,1
9,252,175,1
7,213,121,1
8,26,2,1
9,866,358,1
7,164,64,1
5,16,11,1
10,125,103,1
7,129,82,1
8,328,163,1
6,156,79,1
9,441,178,1
11,188,91,1
8,52,26,1
11,835,423,1
24,2099,267,1
10,542,195,1
10,116,56,1
9,263,135,1
17,159,34,1
7,413,221,1
9,239,117,1
6,49,38,1
7,192,154,1
28,464,59,1
8,103,48,1
7,27,23,1
9,95,67,1
11,140,18,1
8,58,30,1
16,767,137,1
8,101,48,1
6,164,104,1
10,56,14,1
11,36,1,1
7,199,106,1
9,712,374,1
7,23,14,1
11,46,8,1
7,73,54,1
10,124,60,1
8,421,202,1
5,34,26,1
9,692,358,1
11,267,154,1
9,66,17,1
11,58,28,1
11,527,83,1
8,270,97,1
7,68,50,1
9,183,84,1
9,658,532,1
9,446,339,1
7,31,16,1
9,295,215,1
8,114,57,1
8,52,20,1
10,378,183,1
10,488,293,1
12,311,127,1
24,6828,390,1
9,111,69,1
9,326,269,1
9,686,561,1
20,176,9,1
5,80,55,1
7,183,135,1
9,326,98,1
8,10,1,1
6,24,11,1
8,211,70,1
8,91,44,1
8,373,279,1
12,1605,658,1
17,2273,455,1
12,160,69,1
4,51,40,1
28,623,70,1
10,157,83,1
7,84,50,1
8,131,54,1
8,143,87,1
11,681,238,1
9,111,50,1
22,808,70,1
8,103,57,1
9,82,60,1
8,270,203,1
7,45,27,1
14,2188,485,1
9,94,26,1
8,191,115,1
9,249,124,1
7,68,43,1
5,36,12,1
10,289,112,1
14,495,98,1
8,63,30,1
16,546,201,1
8,18,10,1
7,34,25,1
8,271,190,1
10,69,30,1
9,249,100,1
8,35,19,1
9,43,32,1
9,47,20,1
9,75,65,1
7,240,139,1
8,35,12,1
9,84,11,1
9,98,54,1
7,47,34,1
8,101,48,1
15,489,174,1
6,11,8,1
6,48,20,1
5,26,16,1
9,99,80,1
8,22,17,1
3,8,1,1
11,452,167,1
6,178,53,1
12,544,89,1
9,211,97,1
10,101,59,1
11,36,1,1
11,39,13,1
15,262,107,1
5,45,17,1
8,40,19,1
10,111,16,1
3,39,22,1
12,721,429,1
8,74,41,1
8,39,23,1
5,58,36,1
9,417,143,1
11,302,109,1
8,129,84,1
16,2476,467,1
7,64,51,1
12,43,10,1
8,15,8,1
7,89,40,1
8,216,180,1
8,93,50,1
10,950,330,1
9,20,8,1
9,283,150,1
12,433,123,1
9,59,8,1
5,7,4,1
8,348,191,1
7,46,26,1
7,69,52,1
8,59,34,1
9,266,96,1
7,67,53,1
11,619,317,1
9,52,23,1
8,64,34,1
12,46,1,1
5,14,2,1
12,53,10,1
7,28,18,1
9,60,23,1
8,71,41,1
11,937,207,1
11,296,156,1
8,24,11,1
7,87,74,1
9,196,151,1
5,14,6,1
3,138,59,1
7,80,59,1
8,84,43,1
11,250,146,1
11,518,235,1
7,79,40,1
9,130,64,1
8,183,96,1
8,81,44,1
7,191,134,1
6,10,6,1
7,53,38,1
7,47,28,1
6,80,39,1
5,45,31,1
8,140,61,1
8,117,62,1
10,1052,389,1
11,338,168,1
1,36,35,1
9,35,12,1
7,17,9,1
11,71,30,1
7,33,15,1
8,244,114,1
26,3696,219,1
8,194,125,1
11,136,49,1
2,12,6,1
9,24,15,1
8,20,18,1
10,14,8,1
8,418,227,1
4,11,6,1
10,48,21,1
8,46,23,1
8,9,1,1
11,81,37,1
9,273,98,1
10,122,61,1
9,47,27,1
7,31,17,1
10,373,59,1
3,8,1,1
10,64,31,1
8,27,11,1
5,19,13,1
5,19,9,1
10,52,18,1
10,584,185,1
6,24,16,1
10,32,20,1
5,132,96,1
11,117,63,1
6,211,168,1
9,118,77,1
1,7,6,1
10,108,12,1
1,7,2,1
20,188,15,1
4,14,10,1
8,38,21,1
4,20,5,1
8,154,110,1
10,109,58,1
8,617,246,1
9,776,306,1
12,353,203,1
5,39,14,1
7,120,80,1
7,28,16,1
7,31,14,1
7,189,142,1
6,34,21,1
8,273,221,1
10,190,68,1
7,136,93,1
8,177,19,1
8,82,41,1
10,731,315,1
11,107,54,1
7,66,50,1
8,235,105,1
8,504,206,1
8,286,219,1
7,98,38,1
7,455,381,1
8,25,10,1
8,261,108,1
11,341,181,1
13,873,537,1
8,52,24,1
8,49,22,1
8,54,30,1
10,93,51,1
5,45,31,1
15,2167,410,1
11,698,361,1
16,2292,444,1
8,65,37,1
8,41,18,1
9,316,133,1
10,102,49,1
8,162,125,1
7,33,17,1
17,3801,293,1
5,22,14,1
5,33,12,1
7,137,72,1
5,41,20,1
7,46,20,1
9,199,155,1
7,17,12,1
8,301,182,1
9,924,697,1
7,33,24,1
8,31,25,1
1,15,14,1
7,124,110,1
8,49,19,1
9,264,198,1
8,42,22,1
8,190,91,1
10,76,36,1
6,20,13,1
10,224,69,1
12,469,187,1
9,80,41,1
7,372,230,1
23,572,242,1
8,56,45,1
9,116,65,1
7,103,56,1
7,32,22,1
7,32,20,1
8,173,138,1
8,374,169,1
77,9981,885,1
9,182,59,1
8,42,21,1
5,162,82,1
8,428,310,1
11,483,355,1
8,56,32,1
7,22,10,1
9,89,12,1
1,18,4,2
1,26,3,2
2,10,1,2
2,8,2,2
1,27,1,2
11,255,4,2
2,558,21,2
2,33,1,2
18,5217,120,2
2,55,14,2
2,50,11,2
3,746,11,2
1,17,2,2
2,19,3,2
1,92,3,2
1,13,1,2
1,13,2,2
8,51,20,2
3,12,4,2
1,26,1,2
3,411,30,2
1,17,8,2
1,146,2,2
1,38,3,2
1,11,5,2
2,544,3,2
2,27,1,2
1,14,1,2
1,40,1,2
1,31,6,2
2,578,18,2
2,693,59,2
3,549,9,2
1,42,4,2
1,214,1,2
3,134,4,2
1,23,5,2
1,25,1,2
2,534,13,2
3,543,20,2
1,29,1,2
2,577,26,2
1,122,120,2
2,54,3,2
1,365,6,2
1,537,1,2
1,7,1,2
1,29,3,2
21,31,1,2
1,217,8,2
1,14,1,2
1,142,3,2
1,12,5,2
1,8,2,2
28,527,17,2
1,42,2,2
1,12,7,2
1,281,2,2
3,203,17,2
1,15,5,2
1,13,3,2
1,257,1,2
1,138,1,2
1,9,3,2
1,93,5,2
1,48,7,2
1,49,5,2
4,21,4,2
1,61,11,2
11,4955,1,2
1,13,1,2
1,10,1,2
1,47,1,2
5,7,1,2
2,8,1,2
10,11,1,2
2,31,2,2
1,114,3,2
1,11,8,2
6,45,1,2
2,86,8,2
1,19,1,2
1,11,8,2
3,496,21,2
2,577,19,2
2,26,1,2
11,2657,14,2
3,319,24,2
1,40,2,2
1,73,3,2
3,84,1,2
1,10,1,2
1,12,3,2
1,21,5,2
2,24,16,2
3,597,27,2
1,46,8,2
1,180,7,2
2,68,4,2
1,158,1,2
2,583,24,2
2,557,19,2
6,57,1,2
5,1092,7,2
2,479,5,2
25,907,579,2
1,175,36,2
1,36,3,2
3,59,7,2
1,14,3,2
1,51,1,2
1,7,5,2
2,21,1,2
2,20,3,2
1,66,3,2
1,16,1,2
17,5328,176,2
2,315,11,2
10,4409,207,2
2,92,8,2
1,21,1,2
2,562,9,2
3,124,2,2
1,7,1,2
4,336,6,2
1,74,3,2
1,8,2,2
1,66,1,2
2,46,3,2
2,47,1,2
1,31,3,2
1,13,1,2
2,548,11,2
1,27,2,2
1,107,5,2
1,16,1,2
1,35,3,2
2,123,1,2
1,23,4,2
1,141,4,2
1,125,11,2
7,57,7,2
2,570,19,2
2,193,6,2
12,366,23,2
1,9,2,2
2,24,1,2
1,37,16,2
1,80,77,2
2,609,25,2
2,50,1,2
1,58,7,2
37,37,1,2
1,13,4,2
1,55,7,2
3,121,4,2
3,532,33,2
1,9,3,2
1,80,2,2
7,10,1,2
1,50,2,2
1,70,1,2
1,11,3,2
1,8,4,2
1,188,5,2
2,589,5,2
1,30,5,2
1,412,1,2
5,486,3,2
1,277,1,2
1,101,2,2
1,263,9,2
1,41,4,2
1,53,16,2
1,127,11,2
3,200,10,2
1,82,6,2
1,8,1,2
1,39,4,2
1,11,8,2
1,15,2,2
24,10359,268,2
7,7,1,2
3,1152,13,2
2,94,10,2
1,197,1,2
2,33,1,2
1,155,2,2
1,204,1,2
2,267,26,2
2,603,15,2
1,61,1,2
2,558,16,2
1,45,12,2
1,21,4,2
1,9,1,2
1,8,5,2
1,63,1,2
3,559,29,2
2,13,1,2
6,31,1,2
1,32,7,2
2,541,3,2
2,186,6,2
1,7,4,2
1,192,3,2
1,66,65,2
2,18,4,2
1,26,7,2
1,80,5,2
1,13,5,2
1,98,4,2
1,9,1,2
1,16,15,2
5,301,3,2
1,73,2,2
2,685,23,2
1,11,2,2
1,46,11,2
1,22,6,2
1,11,6,2
3,559,37,2
1,15,8,2
1,8,4,2
2,111,2,2
3,82,13,2
1,46,45,2
2,56,5,2
1,125,1,2
1,8,1,2
3,348,4,2
1,8,1,2
19,4591,272,2
1,14,3,2
2,31,1,2
1,60,3,2
1,13,2,2
1,13,1,2
2,60,2,2
2,8,2,2
2,628,29,2
1,17,1,2
1,51,3,2
1,75,6,2
1,131,4,2
6,10,1,2
1,69,6,2
1,11,3,2
2,638,30,2
2,143,8,2
1,269,7,2
2,43,4,2
1,91,6,2
1,15,1,2
9,12,3,2
1,37,16,2
2,576,24,2
3,556,25,2
2,29,1,2
2,392,22,2
1,128,2,2
3,118,10,2
1,7,3,2
1,110,37,2
1,10,1,2
2,17,5,2
3,139,10,2
1,8,5,2
1,11,1,2
1,34,6,2
1,77,4,2
4,204,6,2
1,13,1,2
1,275,2,2
2,419,25,2
1,8,1,2
1,17,1,2
1,32,6,2
2,8,3,2
1,9,1,2
1,178,4,2
1,11,6,2
1,30,3,2
1,17,1,2
1,15,5,2
2,159,6,2
1,9,2,2
1,7,1,2
1,8,2,2
17,5420,149,2
8,1611,9,2
1,14,1,2
1,28,2,2
2,597,24,2
4,1136,28,2
1,16,1,2
28,427,57,3
168,19430,1488,3
166,28093,1641,3
29,416,60,3
132,26693,1292,3
93,4366,1028,3
163,13725,1634,3
72,3374,215,3
28,441,59,3
64,1882,26,3
63,2041,46,3
63,1681,9,3
28,431,58,3
168,18591,296,3
187,10947,2333,3
95,5966,1644,3
187,23025,786,3
174,27820,1756,3
128,17721,1356,3
28,414,59,3
29,442,61,3
65,1475,6,3
186,33017,1481,3
29,401,64,3
178,14292,664,3
28,437,62,3
23,23,1,4
16,16,1,4
8,8,1,4
117,117,1,4
6,25,15,4
69,133,64,4
804,1689,108,4
9,9,1,4
10,10,1,4
27,27,1,4
10,10,1,4
10,10,1,4
9,9,1,4
136,135,1,4
31,31,1,4
8,8,1,4
430,465,10,4
105,111,1,4
58,59,1,4
5,7,1,4
10,9,1,4
4,7,1,4
42,83,38,4
8,8,1,4
18,18,1,4
14,14,1,4
84,84,1,4
26,26,1,4
9,11,1,4
22,22,1,4
7,7,1,4
5,8,1,4
20,20,1,4
54,54,1,4
7,7,1,4
17,24,1,4
15,15,1,4
7,7,1,4
13,13,1,4
38,38,1,4
7,7,1,4
12,12,1,4
27,41,16,4
19,31,1,4
17,17,1,4
7,7,1,4
9,9,1,4
54,54,1,4
32,32,1,4
44,79,32,4
27,36,14,4
94,97,1,4
12,12,1,4
25,25,1,4
261,492,205,4
11,11,1,4
37,37,1,4
7,9,1,4
11,14,1,4
11,11,1,4
9,9,1,4
98,141,1,4
13,13,1,4
47,47,1,4
1,25,1,4
53,53,1,4
9,9,1,4
13,13,1,4
76,76,1,4
8,8,1,4
66,130,50,4
4,8,1,4
34,34,1,4
9,9,1,4
9,9,1,4
5,9,1,4
14,14,1,4
31,31,1,4
83,7772,888,5
29,214,120,5
13,21,4,5
4,8,4,5
8,11,3,5
13,16,15,5
5,8,3,5
197,10654,227,5
4,7,3,5
7,52,9,5
5,9,2,5
17,142,20,5
39,245,35,5
4,11,2,5
31,787,161,5
83,7353,838,5
36,181,59,5
304,8898,2273,5
6,14,5,5
31,728,136,5
306,7861,2925,5
8,20,4,5
24,60,29,5
32,1588,401,5
16,64,28,5
14,34,12,5
53,400,51,5
21,74,13,5
54,370,54,5
32,671,147,5
47,2459,526,5
101,1398,691,5
9,22,4,5
30,288,153,5
9,13,2,5
91,4100,36,5
83,7725,839,5
68,519,213,5
5,7,2,5
16,10,2,5
31,350,34,5
311,12631,3212,5
55,375,88,5
85,969,674,5
54,5766,901,5
6,8,2,5
8,14,2,5
153,7689,1227,5
49,324,44,5
81,449,199,5
36,331,43,5
6,7,4,5
52,4607,400,5
10,25,15,5
16,67,26,5
36,793,164,5
20,109,34,5
4,7,4,5
212,5066,428,5
158,4213,511,5
6,8,2,5
7,14,7,5
8,9,2,5
33,91,16,5
5,8,2,5
100,458,259,5
43,212,32,5
83,7741,1025,5
7,17,9,5
7,12,5,5
16,32,20,5
86,947,399,5
28,294,149,5
17,32,17,5
6,7,2,5
11,125,17,5
25,42,17,5
37,97,23,5
160,9199,166,5
7,9,5,5
12,14,7,5
10,11,7,5
53,460,98,5
6,11,5,5
5,8,5,5
30,278,150,5
52,345,45,5
34,201,65,5
118,642,193,5
36,247,69,5
14,27,15,5
9,9,1,5
38,157,8,5
13,21,6,5
48,1058,256,5
4,7,3,5
7,9,1,5
14,30,1,5
45,308,64,5
31,217,105,5
54,6238,1003,5
8,7,1,5
13,8,1,5
