@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
10,1970,1.25,1
8,2200,1.31,1
10,200,2.9,1
7,749,1.6,1
9,531,1.56,1
9,63,1.77,1
11,1111,1.65,1
9,1170,2.86,1
24,5016,17.27,1
7,126,2,1
5,15,7,1
7,266,1.4,1
7,1498,2.77,1
10,3250,1.51,1
9,99,1.92,1
9,837,1.57,1
8,288,1.86,1
10,990,2.93,1
10,80,9.2,1
8,152,2.33,1
7,133,4.89,1
13,5382,3.08,1
10,5100,1.36,1
7,322,2.58,1
7,203,1.71,1
10,1000,2.81,1
7,189,1.97,1
7,756,2.11,1
15,4500,2.36,1
10,90,9.4,1
10,2620,1.79,1
8,96,2.18,1
5,470,1.91,1
10,330,2.35,1
17,2907,2.42,1
7,28,1.75,1
7,140,1.58,1
9,333,2.08,1
7,259,1.46,1
5,475,1.73,1
8,360,2.91,1
5,100,1.58,1
15,2310,5.84,1
5,85,2.91,1
9,63,3.67,1
12,3192,2.72,1
8,112,2.4,1
7,1386,1.36,1
12,1404,1.6,1
6,60,1.5,1
11,1089,2.14,1
8,416,1.88,1
24,4752,15.8,1
26,4784,16.88,1
25,7350,7.72,1
11,4763,4.65,1
9,738,2.02,1
6,108,1.62,1
13,1794,3.86,1
19,855,3.01,1
8,304,1.65,1
6,576,1.53,1
10,940,1.7,1
10,200,2.13,1
9,135,2.29,1
10,110,1.52,1
9,108,1.69,1
11,231,7.2,1
9,144,1.74,1
12,2592,5.3,1
7,378,3.42,1
10,450,2.25,1
24,4464,7.4,1
6,576,2.44,1
1,109,1.05,1
9,351,1.53,1
8,96,2.14,1
8,64,1.64,1
9,1386,2.93,1
6,24,4,1
6,72,1.62,1
7,70,1.5,1
8,264,1.89,1
9,162,2.78,1
10,400,2.07,1
23,4554,14.93,1
6,486,1.34,1
9,2331,1.38,1
20,380,12.53,1
10,670,2.29,1
16,5392,5.15,1
8,192,1.8,1
9,297,2.58,1
6,564,2.45,1
7,280,1.44,1
6,576,1.45,1
7,49,1.36,1
13,5499,1.64,1
10,120,2.2,1
10,140,2.89,1
8,896,1.27,1
9,1467,2.82,1
6,90,1.92,1
8,264,1.6,1
6,570,1.64,1
13,2964,3.29,1
10,990,2.64,1
7,1176,1.14,1
5,45,1.71,1
10,980,1.72,1
7,336,1.53,1
8,432,3.36,1
8,1016,1.98,1
7,77,1.47,1
9,693,2.63,1
9,2358,1.38,1
13,6474,2.28,1
9,2520,1.24,1
8,120,2.27,1
7,126,1.79,1
7,735,1.69,1
10,1010,3.02,1
10,200,2.27,1
6,576,1.73,1
10,90,2.25,1
8,640,1.72,1
8,424,1.83,1
7,98,1.87,1
7,77,1.55,1
8,384,2,1
8,232,2.38,1
5,195,1.35,1
5,30,1.4,1
10,430,1.8,1
7,875,1.4,1
9,441,1.36,1
7,448,2.93,1
5,440,1.67,1
9,207,2.92,1
9,351,2.74,1
10,190,2.46,1
6,60,1.19,1
9,198,1.31,1
5,215,1.33,1
6,426,1.57,1
10,3270,2.75,1
8,1296,3,1
9,1494,2.38,1
9,180,2.2,1
5,30,1.63,1
10,2340,1.38,1
22,1562,10.13,1
6,132,1.3,1
8,128,1.86,1
9,3222,2.36,1
11,594,2.19,1
9,81,1.38,1
12,864,2.15,1
6,534,2.03,1
10,1500,2.07,1
5,140,1.3,1
8,368,2.23,1
6,90,2.2,1
7,210,1.43,1
6,180,3.12,1
10,390,1.95,1
8,664,2.17,1
10,1080,1.84,1
9,882,2.06,1
7,1505,3.35,1
4,24,2,1
8,96,1.81,1
9,459,2.34,1
7,91,1.57,1
8,96,1.5,1
8,208,1.85,1
17,1632,5.15,1
7,63,2.42,1
8,216,2.24,1
14,5180,1.64,1
7,161,1.45,1
10,430,3.58,1
10,90,58,1
7,112,1.56,1
9,369,1.91,1
10,1890,2.34,1
7,686,1.42,1
8,344,2.21,1
10,1000,2.82,1
7,70,1.25,1
10,1830,1.67,1
1,42,1.07,1
8,168,1.97,1
14,5390,4.83,1
12,2112,2.61,1
7,798,1.77,1
8,184,1.47,1
9,216,2.2,1
9,153,6.4,1
10,980,2.22,1
22,440,5.35,1
9,378,1.71,1
7,637,1.76,1
8,96,2.2,1
4,44,1.33,1
7,700,1.68,1
9,270,1.46,1
8,176,2.06,1
9,972,2.22,1
7,336,1.61,1
7,140,2,1
7,343,1.34,1
9,657,2.55,1
9,216,1.72,1
5,290,1.41,1
5,145,2.36,1
15,4410,5.28,1
10,1300,2.79,1
11,88,36,1
9,288,1.5,1
4,80,1.41,1
4,396,2.4,1
12,4920,2.47,1
6,78,1.44,1
8,1440,2.32,1
9,108,4.79,1
6,198,1.2,1
10,900,3.92,1
9,4590,1.28,1
10,2120,1.85,1
6,66,1.33,1
7,875,1.59,1
12,264,7.65,1
5,90,1.91,1
6,570,1.63,1
1,14,2.67,1
10,1070,1.81,1
7,63,1.73,1
8,104,1.96,1
9,918,1.2,1
8,400,1.93,1
12,120,5.3,1
5,60,1.78,1
5,55,1.71,1
6,174,1.51,1
9,738,1.93,1
12,264,7.68,1
9,3087,1.24,1
9,243,1.85,1
9,747,2.77,1
8,48,3,1
8,632,1.8,1
25,1775,2.22,1
24,7416,17.51,1
9,504,1.24,1
26,9828,3.46,1
8,392,1.93,1
11,3212,2.95,1
15,5340,5.32,1
10,380,2.89,1
15,465,3.96,1
6,786,1.38,1
9,306,1.61,1
9,90,1.94,1
6,354,1.38,1
16,5504,5.73,1
11,2981,1.39,1
21,273,2.3,1
9,1521,2.53,1
4,16,4.5,1
10,370,8.11,1
8,560,1.76,1
7,231,1.45,1
16,1696,1.49,1
6,576,2.09,1
11,242,4.04,1
7,707,3.19,1
9,198,2.11,1
5,30,2.5,1
8,80,1.92,1
34,3876,2.59,1
9,4077,1.21,1
11,88,10.67,1
5,160,1.35,1
14,5768,1.59,1
7,168,1.46,1
5,885,1.71,1
12,1404,1.68,1
14,5096,4.71,1
12,804,3.68,1
3,9,8,1
12,3624,1.68,1
8,368,1.78,1
2,90,1.17,1
7,154,1.36,1
10,170,3.86,1
7,126,1.36,1
7,238,1.55,1
8,640,1.4,1
9,180,1.86,1
12,1488,1.96,1
8,120,2,1
8,232,2,1
8,400,3.01,1
5,15,3,1
7,77,1.47,1
9,117,1.71,1
6,1326,1.95,1
7,427,1.78,1
7,686,1.53,1
10,330,1.82,1
13,494,3.62,1
8,152,1.5,1
10,570,2.94,1
10,150,1.41,1
9,315,1.92,1
9,1818,1.3,1
24,8088,18.29,1
6,564,1.32,1
10,220,2.09,1
24,4080,15.9,1
9,162,1.89,1
1,77,1.04,1
9,369,2.71,1
9,4599,1.38,1
9,900,1.83,1
10,310,2.14,1
9,126,7.42,1
10,130,2.33,1
8,136,2.38,1
6,24,1.86,1
7,287,1.43,1
10,190,1.59,1
7,252,2.05,1
10,120,1.82,1
7,56,1.54,1
5,345,1.51,1
8,136,2.47,1
3,12,12,1
7,112,2.14,1
5,45,1.88,1
8,1936,1.27,1
14,532,2.95,1
6,192,1.41,1
7,175,2.14,1
14,252,5,1
10,800,3.93,1
1,95,1.03,1
10,230,2.3,1
7,413,1.38,1
9,1125,1.69,1
8,112,1.55,1
7,301,1.29,1
6,606,1.98,1
10,520,2.13,1
36,6696,7.28,1
9,216,2.17,1
8,192,1.84,1
9,1107,2.3,1
12,1212,1.99,1
8,1480,1.97,1
9,738,2.8,1
10,440,2.94,1
10,830,1.44,1
9,2412,6.3,1
9,1494,2.95,1
12,3084,3,1
25,12375,7.33,1
10,180,2.6,1
11,473,2.18,1
10,270,1.87,1
7,28,9,1
14,3276,4.2,1
7,91,1.32,1
7,140,1.46,1
9,81,7.38,1
25,4675,7.28,1
10,180,1.89,1
10,350,2.62,1
9,72,12.25,1
10,410,1.61,1
8,424,2.09,1
9,909,1.71,1
7,525,1.28,1
1,9,9,1
7,133,1.36,1
5,190,2.07,1
14,3976,2.24,1
9,396,2.84,1
7,91,1.41,1
3,12,11,1
11,770,3.53,1
9,396,1.38,1
6,84,1.28,1
25,10250,2.29,1
9,747,2.42,1
9,783,2.37,1
8,120,2.17,1
7,140,1.94,1
10,370,2,1
9,225,2.13,1
6,84,1.79,1
9,189,3.33,1
8,4280,1.27,1
10,320,1.83,1
7,266,1.38,1
7,105,6.17,1
7,28,1.75,1
8,224,2.48,1
13,1495,2.62,1
10,190,9.82,1
8,368,1.97,1
8,296,1.29,1
9,90,2.07,1
7,672,1.54,1
9,720,1.8,1
14,168,9.25,1
7,28,3,1
7,77,1.58,1
5,135,1.71,1
9,378,2.34,1
9,378,1.37,1
10,180,2.5,1
16,5456,5.23,1
8,208,1.79,1
8,136,2,1
6,78,1.64,1
13,1040,5.57,1
5,375,1.18,1
10,2720,1.38,1
8,112,2.17,1
7,1561,1.33,1
7,3633,1.23,1
8,856,2.4,1
7,280,1.28,1
77,18865,32.67,1
14,406,1.63,1
9,234,1.37,1
10,410,1.87,1
10,2720,1.43,1
27,2862,5.45,1
8,64,5,1
7,224,1.41,1
11,99,8.5,1
9,504,1.97,1
11,319,3.1,1
8,272,1.84,1
6,120,1.52,1
8,96,1.61,1
9,378,2.85,1
5,165,1.27,1
11,2035,2.94,1
7,217,1.56,1
8,496,2.12,1
14,4466,4.54,1
11,1232,1.73,1
8,336,2.37,1
8,72,2.07,1
9,486,1.48,1
7,91,7.63,1
7,1071,2.75,1
7,441,1.94,1
7,126,1.13,1
9,72,21,1
6,264,2.11,1
7,133,1.69,1
7,126,1.36,1
8,184,2,1
10,260,2.2,1
10,190,9.5,1
6,540,1.55,1
8,256,1.23,1
9,387,2.98,1
7,329,2.23,1
7,518,1.12,1
14,2604,2.5,1
9,2556,1.41,1
10,640,2.25,1
7,861,1.66,1
4,72,6.5,1
9,432,1.42,1
7,168,1.61,1
10,2510,1.29,1
7,98,1.75,1
11,1617,2.2,1
8,984,2.71,1
7,161,1.21,1
7,854,1.73,1
8,480,3.01,1
7,287,1.97,1
10,340,1.86,1
9,144,2.29,1
12,2484,1.7,1
11,869,2.11,1
8,816,1.25,1
7,161,1.39,1
9,1863,1.29,1
9,288,2.1,1
11,1551,2.85,1
8,1848,1.64,1
9,72,13,1
9,225,1.51,1
13,1001,3.04,1
9,774,1.29,1
9,270,1.86,1
8,432,1.37,1
9,675,2.09,1
10,210,3.4,1
9,1359,1.48,1
24,4272,8,1
5,135,2.12,1
12,1224,1.77,1
10,590,2.98,1
15,2040,2.81,1
16,5872,5.29,1
5,115,1.63,1
8,200,2.22,1
8,96,1.8,1
19,8645,33.48,1
10,530,1.75,1
10,70,1.83,1
7,434,1.87,1
6,24,5,1
7,133,1.37,1
7,203,2,1
5,105,1.46,1
10,1190,1.59,1
9,468,1.71,1
8,368,2.09,1
8,400,1.7,1
7,1099,2.77,1
9,594,2,1
9,1521,1.82,1
6,186,1.4,1
13,5304,2.58,1
8,224,2.07,1
11,715,2.61,1
5,100,1.55,1
6,132,2.89,1
9,414,1.47,1
6,486,1.26,1
10,860,1.21,1
25,4450,7.95,1
8,24,2.75,1
6,78,1.5,1
11,1848,1.55,1
11,1034,3.12,1
9,909,2.68,1
8,128,2.57,1
16,3280,5.36,1
9,999,1.6,1
9,351,2.06,1
7,441,1.8,1
9,441,1.82,1
5,40,4.67,1
10,1000,1.82,1
8,656,2.41,1
5,145,1.6,1
8,112,3.22,1
8,40,6.5,1
12,336,3.07,1
10,210,2.91,1
10,410,1.94,1
9,720,2.04,1
7,98,2.9,1
7,91,1.76,1
8,304,1.93,1
5,255,1.63,1
16,384,5.28,1
10,280,2.33,1
6,90,2,1
10,350,2.67,1
10,1650,1.65,1
13,2925,3.27,1
9,351,1.64,1
12,468,4,1
12,96,5.9,1
5,110,2.19,1
7,504,1.85,1
10,350,2.23,1
12,3684,2.41,1
17,408,4.79,1
7,91,2.25,1
8,960,1.66,1
4,36,1.67,1
9,396,1.42,1
9,180,2.32,1
8,424,1.54,1
9,1620,1.39,1
7,392,1.45,1
7,91,1.33,1
9,108,1.57,1
8,1256,2.55,1
7,154,1.85,1
7,287,1.73,1
13,1079,3.5,1
8,88,1.33,1
13,5317,3.03,1
6,78,2.7,1
7,140,1.48,1
8,96,2,1
9,891,1.92,1
7,427,1.9,1
6,66,1.33,1
6,174,1.92,1
7,119,3.18,1
10,2710,1.37,1
10,170,6.83,1
11,88,5.1,1
7,224,1.46,1
5,180,1.35,1
9,414,1.43,1
8,96,1.48,1
11,1298,6.63,1
14,798,11.84,1
10,3230,1.38,1
1,88,1,1
8,296,1.61,1
7,77,1.59,1
8,104,2.89,1
9,261,2.13,1
5,80,1.36,1
6,1578,1.11,1
4,188,2.33,1
10,120,4.71,1
11,869,2.2,1
10,330,2.33,1
14,4214,2.37,1
11,4796,2.86,1
4,1012,1.41,1
6,48,3.38,1
7,1561,1.4,1
12,1176,2.33,1
17,391,10.43,1
9,2448,1.87,1
3,15,4,1
4,384,2.56,1
24,6720,7.76,1
12,828,3.15,1
9,927,1.42,1
11,99,9,1
7,287,1.51,1
7,287,1.36,1
11,924,1.69,1
7,420,1.5,1
23,3036,20.76,1
7,119,1.31,1
5,50,2.08,1
5,65,2.2,1
8,56,2.1,1
7,91,1.17,1
7,140,2.24,1
9,2655,1.5,1
5,215,1.61,1
5,315,2,1
8,384,1.37,1
10,2400,2.75,1
5,115,2.42,1
8,1232,2.75,1
8,560,1.7,1
7,217,1.78,1
7,112,2.57,1
12,540,6.63,1
7,322,2.18,1
7,91,1.89,1
7,98,1.48,1
8,552,1.29,1
7,231,1.68,1
5,480,2.13,1
8,656,2.1,1
8,152,2.19,1
10,5350,1.36,1
9,4806,1.31,1
11,264,2.08,1
5,20,3,1
7,126,2.14,1
7,49,1.56,1
11,627,1.87,1
7,294,2.05,1
10,490,3.07,1
5,25,5,1
7,133,2.73,1
7,532,1.38,1
10,1310,2.79,1
6,102,1.32,1
8,56,2.45,1
6,636,1.14,1
7,112,2.07,1
8,88,2,1
7,399,1.47,1
8,2176,1.38,1
7,364,1.21,1
10,360,1.98,1
9,1980,1.44,1
16,1792,2.72,1
10,130,2.41,1
12,1092,2.46,1
12,132,1.63,1
12,132,12.29,1
9,2709,1.3,1
7,35,2.5,1
12,1248,2.46,1
7,231,1.2,1
9,738,2.49,1
9,2250,2.44,1
9,576,2.32,1
12,4920,2.69,1
6,102,1.15,1
8,344,2.1,1
11,979,2.72,1
10,460,2.01,1
8,328,1.61,1
7,140,1.48,1
19,2470,1.93,1
11,2992,1.97,1
10,420,2.13,1
11,2277,1.84,1
9,756,1.81,1
1,42,1.06,1
9,369,1.3,1
6,300,2,1
10,410,2.15,1
11,2981,1.35,1
5,20,1.75,1
9,45,1.83,1
7,112,1.13,1
8,872,1.83,1
9,4581,1.26,1
9,918,2.81,1
5,90,3.44,1
8,472,3.13,1
9,828,1.54,1
5,160,1.47,1
12,1548,2.51,1
6,174,1.88,1
10,2500,1.19,1
7,91,1.33,1
7,896,1.33,1
7,182,1.52,1
10,470,1.62,1
8,552,1.5,1
8,664,1.98,1
9,4806,1.34,1
8,2736,1.4,1
9,198,1.62,1
8,568,1.64,1
2,34,2.75,1
11,121,4.73,1
5,65,1.69,1
9,2979,1.57,1
9,2484,2.58,1
11,1969,2.88,1
9,1449,2.41,1
7,1491,1.5,1
9,720,1.54,1
8,4200,1.34,1
10,170,6.47,1
10,980,2.74,1
10,640,2.12,1
5,150,1.71,1
11,363,1.98,1
15,435,4.15,1
11,2882,1.84,1
9,4572,1.49,1
9,828,2.05,1
8,432,1.53,1
8,272,2,1
7,266,1.32,1
10,930,1.78,1
6,84,1.8,1
12,3024,4.75,1
10,2610,1.49,1
8,72,2.86,1
9,441,2.97,1
8,48,3,1
8,96,2.16,1
5,495,1.92,1
9,225,2.55,1
6,618,1.23,1
5,485,1.98,1
12,1704,3.04,1
2,14,3.5,1
1,65,1.08,1
5,30,13,1
12,864,6.73,1
7,168,1.48,1
1,60,1.09,1
8,208,1.75,1
6,144,1.42,1
6,54,1.58,1
8,280,2.09,1
9,342,2.71,1
7,98,1.3,1
9,2331,1.31,1
9,432,1.41,1
6,264,1.23,1
10,160,2.19,1
7,77,1.4,1
17,187,10.17,1
9,2691,1.58,1
6,78,1.57,1
7,679,1.68,1
9,405,2.11,1
9,171,8.62,1
7,371,1.29,1
9,873,2.28,1
8,56,6,1
8,80,1.94,1
19,532,13.04,1
7,77,1.57,1
10,2560,2.95,1
8,120,2.14,1
7,119,2.22,1
13,1599,4.38,1
6,78,1.57,1
13,494,3.88,1
9,441,1.38,1
10,2720,1.98,1
25,7300,7.58,1
7,119,1.56,1
10,2710,1.29,1
7,91,7.89,1
10,5110,1.53,1
8,104,2.68,1
8,640,1.72,1
6,810,1.37,1
6,300,2,1
9,153,6.31,1
20,600,13.68,1
9,576,1.81,1
9,441,1.61,1
10,40,15,1
8,240,1.53,1
9,2376,1.34,1
8,112,2.67,1
4,176,1.42,1
10,990,1.92,1
7,245,1.55,1
11,1111,2.76,1
10,2880,1.5,1
5,135,2.18,1
8,760,1.77,1
7,147,1.4,1
8,120,1.84,1
6,42,30,1
23,598,1.8,1
7,70,1.33,1
10,500,5.57,1
7,77,1.64,1
14,2562,4.87,1
1,177,1.03,1
8,72,2.15,1
10,230,1.76,1
12,96,42,1
11,1925,1.98,1
8,200,1.45,1
5,40,15,1
8,344,1.81,1
16,2928,4.81,1
14,4172,3.49,1
7,182,1.53,1
8,1536,1.74,1
7,49,2.29,1
5,75,1.67,1
9,144,1.48,1
10,1190,2.75,1
8,560,1.66,1
7,28,5,1
8,72,2.17,1
9,162,2.63,1
7,378,1.4,1
8,592,3.11,1
6,90,3.23,1
8,112,2.67,1
8,96,1.11,1
8,48,2.22,1
4,48,1.4,1
7,91,1.43,1
8,152,1.74,1
9,693,1.87,1
8,64,2.54,1
6,174,1.53,1
9,747,3.21,1
6,42,2.11,1
8,184,1.89,1
6,168,2.12,1
7,231,2.23,1
10,340,1.83,1
9,504,1.94,1
8,176,1.78,1
9,216,2.9,1
8,48,1.8,1
9,324,2.93,1
1,40,12,1
9,2988,1.21,1
9,747,2.05,1
8,96,2.73,1
6,234,2.1,1
12,876,2.1,1
11,341,2.08,1
10,310,1.98,1
10,2590,2.51,1
11,253,2.09,1
9,441,2.98,1
7,119,2.7,1
7,217,1.25,1
12,528,2.31,1
16,6384,5.34,1
7,1225,1.21,1
8,264,2.24,1
11,121,5,1
10,670,2.17,1
1,249,1.02,1
9,306,1.57,1
9,828,1.93,1
7,133,1.5,1
9,4590,1.33,1
9,270,1.51,1
7,1274,1.27,1
8,480,1.85,1
6,234,2.05,1
10,260,2.03,1
7,105,1.41,1
10,230,2.4,1
8,48,1.88,1
1,50,1.11,1
6,582,1.82,1
6,186,1.94,1
17,391,6.56,1
8,1960,1.36,1
10,890,3.25,1
7,77,1.39,1
10,220,3.72,1
8,560,2.21,1
9,2358,1.19,1
26,7644,7.6,1
10,190,3,1
10,1260,2.85,1
9,918,1.27,1
10,800,2.02,1
10,760,1.99,1
9,864,1.96,1
1,118,1.05,1
14,4396,4.66,1
3,312,9.95,1
9,189,1.57,1
14,532,2.95,1
9,4590,1.31,1
8,432,1.74,1
8,96,2.59,1
6,174,1.73,1
14,5194,4.85,1
12,2004,1.93,1
24,4224,7.85,1
2,94,1.14,1
9,36,8,1
8,280,1.76,1
10,1550,2.64,1
10,880,2.16,1
8,416,2.88,1
10,2490,2.32,1
10,370,1.85,1
8,120,1.57,1
8,184,1.65,1
13,494,3.81,1
8,304,2.3,1
5,40,2.18,1
17,408,4.7,1
5,155,1.56,1
8,4088,1.31,1
9,324,6.42,1
8,176,1.94,1
6,1956,1.29,1
8,488,1.31,1
11,1122,1.53,1
8,168,2.23,1
8,64,2.33,1
9,189,1.65,1
8,1664,1.65,1
8,48,7,1
8,496,1.43,1
9,1629,1.66,1
11,165,2.07,1
11,110,4.36,1
10,380,3.12,1
11,671,2.21,1
7,203,1.46,1
11,990,2.41,1
16,1440,1.39,1
10,180,8.4,1
7,210,1.54,1
14,5838,4.48,1
7,847,1.79,1
7,105,1.77,1
7,63,2.2,1
12,864,1.79,1
10,310,3.32,1
6,144,1.56,1
10,2820,1.43,1
9,4680,1.37,1
8,72,2.3,1
7,77,1.47,1
6,108,2.64,1
7,84,1.62,1
11,1507,2.7,1
9,171,1.34,1
11,2992,1.43,1
7,126,1.53,1
6,42,1.4,1
11,737,2.96,1
8,2752,1.22,1
10,1220,2.03,1
9,702,2.17,1
5,40,1.83,1
9,756,2.75,1
8,208,1.37,1
9,108,1.63,1
6,222,2.23,1
10,120,1.82,1
8,32,3.75,1
7,364,1.22,1
7,238,2.34,1
6,54,2,1
9,1206,1.65,1
6,162,2,1
5,195,2.06,1
4,16,7,1
9,738,2.29,1
9,495,1.92,1
9,1566,1.71,1
13,5317,2.65,1
8,1296,2.85,1
10,210,2.56,1
4,24,10,1
14,5824,4.64,1
8,136,2.22,1
5,20,2.33,1
6,114,1.24,1
8,160,1.86,1
16,6256,5.26,1
6,102,1.18,1
10,350,2.24,1
10,590,1.81,1
7,637,1.46,1
10,2620,1.83,1
9,4797,1.3,1
8,664,2.52,1
9,3177,1.45,1
9,216,1.28,1
8,264,1.72,1
8,168,2.35,1
5,65,2.43,1
23,1081,2.2,1
9,288,1.79,1
9,1629,2.76,1
13,3471,4.87,1
11,88,8.86,1
8,128,1.18,1
25,4650,7.16,1
7,35,1.86,1
8,72,1.53,1
7,91,2.05,1
9,306,1.71,1
7,455,1.52,1
13,2483,4.71,1
14,3542,4.36,1
6,60,1.83,1
10,2710,1.96,1
9,1665,2.79,1
8,752,3.07,1
7,112,2.04,1
10,1700,1.66,1
8,104,2.28,1
7,602,1.27,1
8,96,2.57,1
7,56,2,1
8,808,1.29,1
9,297,2.53,1
8,824,2.71,1
10,390,2.09,1
9,234,1.67,1
10,330,1.9,1
13,871,5.19,1
10,1710,1.78,1
13,1508,2.3,1
10,520,1.96,1
6,408,1.25,1
9,1674,3.24,1
8,856,2.12,1
6,576,1.51,1
8,328,1.63,1
11,132,2.22,1
10,2380,2.85,1
5,30,1.63,1
5,130,1.89,1
9,576,2.58,1
11,5621,1.42,1
4,384,2.19,1
10,180,1.93,1
10,610,2.16,1
10,5080,1.41,1
8,288,2.05,1
13,1573,3.72,1
5,35,5,1
9,2259,1.33,1
9,153,2.46,1
8,104,1.95,1
9,387,3.15,1
4,40,3,1
9,171,1.52,1
11,253,8.22,1
8,824,1.17,1
7,1001,1.28,1
6,78,1.33,1
7,280,1.25,1
4,12,2.67,1
10,2050,3.04,1
7,322,1.46,1
5,480,2.14,1
9,1134,2.83,1
11,88,9,1
7,140,1.87,1
8,200,2.75,1
7,140,2.71,1
9,1530,2.6,1
8,216,1.76,1
8,80,2.21,1
25,4650,8.06,1
8,240,1.24,1
7,42,1.73,1
14,6160,1.54,1
11,1716,1.52,1
7,77,1.29,1
6,78,2.63,1
9,189,2.61,1
9,171,2.68,1
8,288,2.06,1
8,360,1.87,1
9,81,2.23,1
10,5110,1.3,1
13,2938,3.12,1
13,1755,5.5,1
8,272,1.84,1
5,65,1.33,1
6,156,1.29,1
7,350,1.23,1
6,66,1.53,1
8,1184,1.28,1
38,15580,2.4,1
8,32,2.17,1
12,2016,2.1,1
9,396,3.35,1
6,234,1.58,1
10,1310,2.94,1
10,2710,1.88,1
9,4824,1.34,1
8,112,1.73,1
8,96,1.91,1
7,98,1.45,1
8,360,1.88,1
12,3264,1.8,1
9,909,1.22,1
9,441,3.05,1
9,963,2.44,1
1,10,4,1
12,2760,3.48,1
8,656,1.99,1
6,270,1.73,1
8,56,3.11,1
10,70,1.77,1
9,1107,2.84,1
7,805,1.72,1
8,176,2.27,1
8,760,2.95,1
7,42,2.29,1
16,3392,5.75,1
9,1539,1.35,1
16,704,2.39,1
10,790,1.25,1
10,2150,1.2,1
10,180,6.94,1
9,729,2.22,1
8,136,2.11,1
10,310,1.3,1
14,2814,4.84,1
5,30,10,1
7,119,2.58,1
8,168,1.69,1
24,8064,15.91,1
8,552,1.47,1
10,230,1.88,1
9,774,2.19,1
10,160,7.56,1
7,140,2.32,1
17,578,17.75,1
13,481,3.59,1
6,36,3.17,1
10,2930,1.53,1
2,38,1.4,1
10,190,2.12,1
7,105,1.6,1
10,1700,4.35,1
7,1386,1.23,1
8,144,2.17,1
6,570,1.45,1
9,4806,1.34,1
7,406,2.26,1
9,4572,1.31,1
1,74,1.08,1
5,10,7,1
6,42,4.25,1
9,765,1.95,1
7,217,1.51,1
9,189,1.22,1
10,2710,1.35,1
7,98,1.56,1
7,133,1.5,1
7,119,1.74,1
10,310,6.67,1
5,85,1.31,1
7,119,2.64,1
8,24,3,1
4,372,1.66,1
8,240,2.02,1
7,812,2.2,1
9,711,2.2,1
24,4464,7.55,1
7,1029,1.28,1
9,1998,1.52,1
9,423,2.42,1
8,536,2.49,1
11,1298,1.99,1
10,130,2,1
7,245,2.38,1
8,96,2.05,1
7,77,1.36,1
9,486,1.49,1
16,6672,5.29,1
8,792,1.48,1
8,568,1.47,1
10,1570,1.65,1
9,234,1.74,1
13,6331,2.1,1
12,3252,1.95,1
8,256,1.4,1
7,245,1.93,1
16,6560,5.55,1
10,1250,2.92,1
8,168,2.07,1
7,287,1.58,1
7,273,1.43,1
7,126,1.35,1
13,4381,1.58,1
13,2613,4.45,1
7,154,1.19,1
26,10712,3,1
9,567,1.96,1
10,350,1.88,1
4,24,5.5,1
7,56,2.86,1
8,1744,1.29,1
6,192,1.41,1
11,2673,1.41,1
9,963,1.94,1
10,1080,2.14,1
8,112,2.82,1
9,1359,1.39,1
8,64,2.5,1
11,88,5.89,1
11,935,1.73,1
9,972,2.27,1
22,4576,1.59,1
5,195,2.09,1
7,189,1.79,1
11,2992,1.82,1
24,6720,7.66,1
10,360,2.24,1
3,27,2,1
7,77,1.63,1
5,95,1.5,1
23,2852,17.21,1
5,465,1.66,1
7,238,1.36,1
7,301,2.56,1
5,220,2.52,1
11,946,1.98,1
10,180,2.97,1
9,3141,1.29,1
12,516,2.56,1
12,3288,1.65,1
7,189,2.81,1
3,48,2.25,1
8,656,2.63,1
5,30,1.8,1
8,112,2.32,1
8,136,2.88,1
6,582,1.55,1
8,552,2.16,1
7,28,8,1
11,3322,2.81,1
8,232,2.15,1
8,544,3.03,1
8,184,1.75,1
5,115,1.32,1
9,1242,1.87,1
5,25,10,1
1,31,1.17,1
5,35,2.5,1
7,819,1.26,1
8,200,1.98,1
1,25,25,1
10,1210,2.7,1
9,2403,1.35,1
9,369,2.26,1
7,28,2.4,1
9,180,1.62,1
12,1224,2.09,1
3,1272,136.6,1
10,270,2.38,1
6,246,1.2,1
10,80,9,1
7,322,1.53,1
11,836,2.08,1
10,2420,2.08,1
10,4130,2.47,1
8,152,1.97,1
10,180,9.4,1
9,396,2.55,1
5,580,2.18,1
20,360,19.56,1
11,2024,4.41,1
9,207,2.42,1
9,423,2.34,1
13,5018,2.19,1
1,104,1.05,1
28,9324,4.55,1
11,2882,1.91,1
9,1674,1.26,1
9,495,1.43,1
8,1920,1.4,1
6,186,1.65,1
7,98,1.84,1
10,3170,1.32,1
10,190,6.94,1
9,4581,1.34,1
12,1416,2.98,1
9,855,1.91,1
5,70,2.28,1
6,156,1.33,1
4,48,1,1
8,112,2.04,1
10,120,2.7,1
10,530,1.82,1
1,35,1.07,1
10,340,1.81,1
6,576,1.61,1
6,96,2.45,1
9,972,2.35,1
7,56,2.17,1
12,480,1.97,1
7,84,1.75,1
9,36,5.67,1
9,477,1.24,1
9,2079,1.49,1
9,1467,2.98,1
7,49,1.89,1
10,170,2.41,1
9,45,10.5,1
7,266,1.5,1
9,936,1.93,1
9,999,1.7,1
10,2920,1.5,1
8,816,2.7,1
25,6525,17.75,1
7,56,1.42,1
