@relation page-blocks

@attribute Eccen numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
1.875,97,1
20.25,1213,1
0.727,87,1
0.75,39,1
7.286,346,1
1.333,48,1
11.455,900,1
5.75,613,1
30.667,830,1
2.273,231,1
3.8,38,1
2.222,131,1
34,1369,1
2.6,150,1
9.7,807,1
8.875,492,1
2,121,1
3.6,90,1
0.875,44,1
2.857,105,1
2.333,52,1
2.571,57,1
21,2062,1
5.545,412,1
8.333,233,1
19.111,1237,1
3.667,405,1
5,572,1
4.6,90,1
3.25,136,1
3,208,1
39.222,2013,1
7.375,465,1
6.25,320,1
8.167,155,1
1.9,159,1
6.25,397,1
4,307,1
25.1,1559,1
12,12,1
3.667,251,1
7.9,646,1
8.25,4670,1
20.444,1322,1
31.273,2694,1
19.2,402,1
1,7,1
3.778,151,1
1.571,77,1
36,36,1
16.625,878,1
20.143,777,1
4.4,405,1
15.182,1470,1
12.818,1225,1
4.667,336,1
6.2,151,1
9.583,790,1
6.917,811,1
22.429,3168,1
1.571,65,1
13.625,753,1
8.167,737,1
3.167,106,1
2.556,172,1
3.111,194,1
13.778,787,1
8.167,186,1
11,693,1
3.556,248,1
8.714,285,1
9.222,561,1
2.25,144,1
15.5,995,1
15,325,1
1.571,75,1
1.714,64,1
24.857,3293,1
3.3,257,1
18.1,1567,1
5.222,366,1
3,265,1
1.6,19,1
1.5,89,1
6,364,1
2.875,152,1
9.8,765,1
0.8,17,1
1.5,77,1
3.045,1354,1
21.556,1043,1
10,702,1
2.571,90,1
36.167,890,1
10.111,783,1
2.909,315,1
27.1,1556,1
12.5,438,1
2.167,68,1
33,33,1
1.909,157,1
24.222,1141,1
6.5,800,1
6.571,240,1
4.8,267,1
1.4,35,1
3,134,1
8.444,603,1
1,59,1
56.111,2847,1
2.25,142,1
0.857,42,1
5.667,361,1
53.5,2448,1
33.6,2094,1
3.556,812,1
1.667,52,1
7.111,276,1
2.333,75,1
24.875,915,1
5.167,151,1
23.727,1833,1
23.286,948,1
4.727,491,1
6.667,149,1
3.4,308,1
7.417,939,1
2,156,1
0.375,10,1
1.25,73,1
9.556,546,1
5.444,303,1
6,340,1
1.625,97,1
0.625,40,1
13.6,7872,1
8.333,189,1
3.556,225,1
3.778,274,1
5.125,173,1
3.3,285,1
5.875,283,1
19.444,983,1
0.647,121,1
9.286,386,1
1.9,172,1
11.364,1105,1
9.25,525,1
5.182,362,1
33.308,3404,1
16.167,408,1
0.375,24,1
3.333,162,1
2.091,211,1
2.727,244,1
31.286,946,1
0.667,48,1
3.6,304,1
2,109,1
0.667,96,1
5.444,288,1
5.4,110,1
4.222,307,1
2.444,138,1
3.889,254,1
3.333,352,1
4.833,559,1
0.714,29,1
29.778,1654,1
4.714,203,1
5.222,349,1
8,439,1
6.25,382,1
4.9,471,1
2,77,1
3.875,184,1
0.462,35,1
16.167,496,1
49.9,3150,1
3.338,9689,1
15.846,7118,1
12.2,840,1
8.727,718,1
0.857,39,1
4.9,460,1
3,26,1
2.111,149,1
3.857,189,1
3,71,1
29.857,3625,1
11.429,475,1
12.625,790,1
6,793,1
2.5,207,1
12.6,1068,1
2.625,161,1
2,115,1
1.333,108,1
32.7,2508,1
16.125,849,1
0.727,87,1
2.714,122,1
0.714,15,1
5.208,2877,1
10,1178,1
8.75,552,1
24.714,1042,1
9.25,500,1
2.333,147,1
17.667,531,1
2.429,87,1
25.667,1324,1
11.333,380,1
3.375,179,1
26.2,1575,1
4.667,89,1
11.889,658,1
6,733,1
13.8,218,1
38.556,1351,1
1,91,1
6.5,208,1
7.875,350,1
5.5,334,1
23.25,284,1
5.143,169,1
1.607,680,1
6,697,1
25.1,1423,1
1.5,96,1
4.875,275,1
56.444,2379,1
9.3,729,1
0.875,56,1
3.286,137,1
16.857,718,1
20.222,1292,1
2.857,121,1
1.556,126,1
3.909,356,1
1.714,51,1
1.5,81,1
1.6,38,1
5,382,1
3.2,261,1
12,627,1
25.429,990,1
3.286,151,1
2.375,149,1
0.429,21,1
4,435,1
12.429,359,1
17.111,1008,1
5.429,199,1
4,111,1
2.333,84,1
1,49,1
18.778,942,1
2.6,212,1
13.1,1115,1
4.375,279,1
3.182,9871,1
0.875,56,1
7.75,320,1
10.625,467,1
1.091,111,1
30.636,2402,1
3,107,1
26.2,1715,1
1.286,52,1
24.846,2340,1
14,7729,1
2.3,205,1
34.444,2211,1
2,171,1
29.214,3307,1
30.25,1183,1
5.778,305,1
2.8,268,1
59.444,3793,1
59.333,2482,1
0.556,40,1
2.875,144,1
1.8,45,1
31.857,823,1
2.778,159,1
4.625,223,1
1.5,92,1
4.222,250,1
13.714,664,1
4.667,37,1
1,64,1
2.222,126,1
7.5,439,1
16.385,1821,1
4.571,186,1
7.571,91,1
6.5,383,1
0.875,56,1
6.4,618,1
9.455,943,1
4.455,359,1
15,761,1
0.455,40,1
2,195,1
1.5,47,1
0.625,36,1
5.333,146,1
3.36,1722,1
4.714,213,1
2.571,124,1
1.714,58,1
5.7,421,1
27.778,1727,1
2,106,1
4.875,236,1
2,162,1
8.444,653,1
23.923,3069,1
1.429,49,1
1,52,1
15.833,447,1
29.3,1746,1
2.625,117,1
29.786,3262,1
1,49,1
30,3727,1
25.25,1114,1
6.636,678,1
13.625,443,1
14,417,1
2.167,312,1
11.9,964,1
4.222,212,1
4.75,230,1
3.3,250,1
5,204,1
8.8,588,1
10,590,1
9.111,691,1
7,112,1
11.708,6088,1
11,108,1
31.462,3200,1
1.8,118,1
8,575,1
2.286,109,1
5.391,2852,1
5.75,518,1
7.12,3988,1
2.143,97,1
1.429,58,1
12,918,1
51.1,2772,1
37.375,1643,1
2.125,120,1
35.667,1597,1
2.5,98,1
16.2,928,1
11.545,959,1
13.222,1033,1
15.714,483,1
2.667,156,1
2,100,1
4.8,97,1
6.429,211,1
3.2,75,1
104,104,1
5.909,627,1
1.429,55,1
1.571,43,1
3.091,326,1
53.4,2771,1
1,105,1
1.571,67,1
29.778,1675,1
4.778,371,1
4.889,371,1
3.5,13,1
33.846,3983,1
0.25,9,1
7.375,326,1
12,12,1
23,1178,1
33.222,1545,1
3.5,240,1
47,47,1
0.917,97,1
3.889,262,1
2,77,1
1.2,104,1
0.9,210,1
6.429,310,1
30.571,1346,1
2.333,78,1
5.778,293,1
34.25,1277,1
4,296,1
8.286,305,1
1.1,93,1
8.167,204,1
13.375,736,1
2.6,200,1
0.857,36,1
3,119,1
16,485,1
2.714,83,1
30.769,3168,1
1.429,64,1
31.286,1224,1
23.733,3342,1
3.667,288,1
2.333,155,1
4.833,168,1
4.818,283,1
2.857,130,1
5,214,1
6.7,499,1
2.556,204,1
4.625,223,1
6,287,1
10.375,624,1
28.5,446,1
1.857,90,1
65.625,1865,1
7.625,427,1
6,473,1
1.167,35,1
14.538,5737,1
5.429,170,1
0.875,53,1
2.4,60,1
0.9,80,1
20.556,1142,1
16.375,834,1
3.167,81,1
2,118,1
26.214,2962,1
3.8,360,1
9.2,192,1
26.3,1550,1
19.2,354,1
5.636,481,1
4.067,471,1
1.6,40,1
11.833,1293,1
28.286,988,1
2.571,79,1
11.556,846,1
12.1,1063,1
5.429,240,1
1.286,54,1
1.7,156,1
0.692,80,1
0.667,49,1
5.583,566,1
5.5,161,1
22.5,596,1
3,95,1
6.4,517,1
1.143,44,1
1,49,1
3,129,1
5.222,369,1
5.2,102,1
1,8,1
1,53,1
3.353,1166,1
4.75,222,1
3.7,262,1
4.5,272,1
7.429,287,1
2,146,1
2,97,1
2.2,49,1
7.48,4408,1
13.5,750,1
10.5,641,1
4.833,160,1
31,851,1
70,70,1
1.8,180,1
29.071,3273,1
3.1,233,1
14.357,1804,1
2.75,144,1
6.25,296,1
19.286,692,1
3.8,209,1
4.429,155,1
26.667,1542,1
28.778,1624,1
2,86,1
2,136,1
16,458,1
2.889,223,1
5.625,3131,1
6.4,585,1
9.444,647,1
5.9,467,1
4,127,1
15.5,1051,1
9.455,854,1
0.647,81,1
5.167,491,1
65,65,1
1.5,96,1
12.875,769,1
2.857,123,1
7.667,222,1
3.222,131,1
1.5,142,1
6,360,1
2,93,1
1.875,78,1
5.4,134,1
22.857,2621,1
5.222,320,1
24.2,1401,1
2,140,1
7.8,170,1
12,792,1
0.667,32,1
1,97,1
10.036,4339,1
2.143,80,1
5.857,247,1
1.727,165,1
3.714,154,1
41.417,3544,1
6.625,379,1
1,89,1
7.125,364,1
4.429,191,1
2.25,128,1
4.667,352,1
14,337,1
1.5,74,1
6.625,377,1
1.778,114,1
6.143,243,1
1.875,111,1
5,185,1
8.583,895,1
2.3,205,1
9.125,511,1
5.143,236,1
0.778,49,1
3.6,78,1
0.9,59,1
0.75,41,1
41.3,3018,1
13.75,767,1
10.778,849,1
26.923,2682,1
8.778,1190,1
19.286,712,1
6,142,1
5.889,287,1
1.5,96,1
0.818,68,1
2.875,153,1
14.778,859,1
4.167,118,1
3.143,124,1
3.273,1343,1
7.75,4410,1
1,49,1
4.714,171,1
2,88,1
14.7,809,1
34.364,2846,1
9.75,891,1
0.6,15,1
24.444,1501,1
7.818,807,1
3.5,252,1
3.143,154,1
32,32,1
3.25,208,1
12.5,703,1
12.1,804,1
1.889,141,1
2.3,205,1
0.571,26,1
4.778,276,1
11.667,6134,1
3.143,80,1
13.667,819,1
9.7,800,1
19.25,1072,1
14.286,443,1
8.708,4976,1
25.9,2018,1
3.8,339,1
12,368,1
5.444,424,1
17.429,535,1
8.333,409,1
1.091,108,1
6.2,147,1
17.867,2940,1
0.714,20,1
9.273,862,1
3.333,95,1
9.5,310,1
6,92,1
2.909,188,1
1,28,1
7.857,316,1
6.556,436,1
12.333,570,1
7.125,437,1
3,166,1
20,847,1
0.727,88,1
0.667,49,1
16,467,1
1.9,155,1
22.444,462,1
27,27,1
5.714,263,1
13.111,869,1
1.222,203,1
6.625,325,1
25.375,1246,1
9,668,1
45,45,1
3.909,366,1
1.333,11,1
23.444,1343,1
2.167,72,1
7.286,1013,1
36.778,2056,1
2.857,98,1
6.222,347,1
3,27,1
11.091,881,1
51.556,2297,1
7.714,230,1
1,25,1
3.125,176,1
30.857,1294,1
2.923,472,1
6.75,383,1
12.286,500,1
5.222,330,1
21.571,459,1
3.714,157,1
1.875,114,1
5.429,183,1
0.8,80,1
8.429,413,1
1.75,96,1
1,49,1
4,110,1
2.143,105,1
56.778,3670,1
0.286,10,1
2.143,87,1
1.889,151,1
31.308,3435,1
0.8,16,1
1.875,109,1
5.455,401,1
8.5,592,1
2.6,54,1
12.6,288,1
7.083,845,1
1.125,59,1
1.9,147,1
30.222,1640,1
2.333,84,1
50.4,3352,1
5.455,561,1
7.111,471,1
26,2865,1
7.714,234,1
2.111,167,1
2.846,477,1
1.5,78,1
7.2,480,1
3.545,305,1
1.7,131,1
34.667,213,1
13.667,1097,1
6.875,289,1
10.889,569,1
1,99,1
4.1,283,1
14.167,3822,1
5.5,197,1
2.286,78,1
20.111,1201,1
8.5,984,1
13.556,1040,1
29,3655,1
9,415,1
16.778,1279,1
5.444,302,1
2,83,1
4,272,1
4,306,1
21.5,997,1
12,678,1
11.889,843,1
6.625,382,1
4.111,195,1
0.857,42,1
5.429,242,1
2.111,115,1
3.889,206,1
51.1,3238,1
1.167,33,1
16,371,1
5,290,1
1.333,11,1
0.571,28,1
11.222,783,1
2.625,113,1
1.25,73,1
3.875,179,1
5.222,316,1
1.2,105,1
10.1,878,1
4.111,299,1
1.5,85,1
3.556,256,1
0.875,56,1
3.2,252,1
6.556,440,1
89,89,1
1.143,56,1
13.714,660,1
2.125,117,1
5.5,168,1
1.7,145,1
4,230,1
0.889,70,1
2.4,44,1
0.75,44,1
8.286,1054,1
2.4,36,1
4,1161,1
20.429,529,1
1.167,33,1
18.778,1104,1
30.125,960,1
20.286,2147,1
11.833,334,1
4.5,160,1
1.333,12,1
2,95,1
0.714,35,1
16.889,1047,1
21.75,1768,1
16.5,477,1
59.222,2841,1
2.5,147,1
1.875,120,1
5.625,323,1
5.1,429,1
5.714,272,1
2.429,93,1
1.167,161,1
9.9,903,1
4.4,100,1
6,397,1
0.667,14,1
3.25,228,1
0.8,14,1
3,120,1
9.462,1276,1
8.6,786,1
17.6,341,1
4.778,343,1
4.9,462,1
1.429,70,1
23.75,943,1
1.857,89,1
3.875,248,1
18.111,748,1
1.909,134,1
3.286,123,1
1.5,85,1
2.286,112,1
0.636,77,1
1.571,71,1
0.75,40,1
4.889,307,1
11,847,1
20.375,1280,1
27.143,1126,1
2.5,64,1
4,298,1
9.75,465,1
16.25,164,1
8.818,678,1
9.556,400,1
15.909,902,1
2.167,66,1
1.778,107,1
18.667,1000,1
8.429,238,1
5.2,358,1
3.6,86,1
13.625,519,1
2.25,141,1
13.375,659,1
39.111,2193,1
54.667,3457,1
23.667,1503,1
2.167,76,1
9.091,970,1
4.125,186,1
0.9,90,1
13.5,453,1
3.714,166,1
1.625,95,1
17.222,1020,1
5.714,262,1
3.091,240,1
2.667,875,1
5.583,557,1
7.5,773,1
6.3,564,1
1.75,86,1
10.778,753,1
12.6,1113,1
19.2,392,1
2.375,149,1
3,107,1
4.667,147,1
1.571,60,1
43,3318,1
7.375,4082,1
4.143,170,1
6,252,1
34.556,1629,1
2.909,350,1
19.8,436,1
19.75,437,1
1.2,29,1
30.167,743,1
2,83,1
8.875,513,1
8,310,1
12,844,1
5.375,328,1
6.364,492,1
2.7,174,1
5.333,45,1
2.2,55,1
1.571,59,1
7.714,302,1
5.375,258,1
8.556,672,1
0.619,84,1
4.25,204,1
1.2,47,1
10.182,578,1
5.583,604,1
13.778,806,1
8.5,530,1
2.222,157,1
4,288,1
5.25,254,1
18.385,1912,1
12,756,1
11.333,796,1
27.1,1668,1
2.2,51,1
18.778,1058,1
43.571,1069,1
14.889,820,1
1.2,27,1
2.6,60,1
26.182,1584,1
5.125,309,1
10.25,527,1
17.667,866,1
8.714,339,1
1.875,97,1
2,209,1
10.111,633,1
24,289,1
5.556,322,1
2.5,209,1
10.818,887,1
15.833,380,1
21.222,1284,1
9.667,753,1
21.4,487,1
5.25,321,1
4.333,219,1
3,71,1
2.429,405,1
7.333,182,1
5.727,502,1
4.818,428,1
4.333,106,1
14,1029,1
3.583,407,1
16,34,2
17,17,2
6.76,4000,2
8,8,2
255,255,2
18,18,2
11,11,2
277,277,2
61.5,124,2
0.095,31,2
15,15,2
268,790,2
537,537,2
47,47,2
12,12,2
28.875,1630,2
44,44,2
14,14,2
54,54,2
136,136,2
33,33,2
269,736,2
268.5,802,2
2,89,2
178.67,567,2
65,65,2
86.333,760,2
36,36,2
87,87,2
19,19,2
55.3,4890,2
11.786,614,2
20,20,2
37,37,2
26,55,2
14,14,2
75,75,2
19,19,2
23,70,2
31.5,64,2
2.25,22,2
156.67,545,2
50,101,2
16,16,2
12,48,2
9,9,2
3,12,2
4.75,29,2
22,22,2
44,221,2
124,124,2
159,159,2
78.5,173,2
6.571,98,2
16,16,2
223,538,2
14,14,2
39,39,2
3.5,32,2
268.5,574,2
199,199,2
3.667,22,2
25,51,2
15,15,2
77,77,2
10,10,2
40,40,2
32,32,2
22,306,2
268.5,609,2
11,44,2
199,199,2
269,756,2
1.4,11,2
101.33,626,2
50.5,150,2
8,8,2
131,131,2
11,11,2
52,52,2
57,57,2
33,33,2
27,27,2
20,20,2
63,63,2
46,46,2
152,152,2
23.167,479,2
17,17,2
42,42,2
49,128,2
20.118,5790,2
196,196,2
145,145,2
22,22,2
257,257,2
181.33,662,2
48.5,212,2
69,69,2
268,549,2
99.5,202,2
107,107,2
56,1100,2
71,242,2
268,571,2
268.5,596,2
1.167,29,2
214,214,2
62,62,2
180.33,1213,2
193,193,2
36,36,2
17,17,2
9,9,2
379,379,2
0.2,12,2
95.333,366,2
279,279,2
3,12,2
61,317,2
47,47,2
115,115,2
37.667,128,2
9,9,2
98,98,2
24.5,50,2
13,13,2
35,35,2
35,35,2
268.5,638,2
22.909,262,2
283,283,2
8,8,2
34,34,2
10,10,2
7,15,2
180,180,2
85,85,2
86.333,374,2
63,63,2
11,11,2
36,36,2
183.33,619,2
45,45,2
268,735,2
9,30,2
172,172,2
8.5,33,2
17,17,2
39,39,2
186,186,2
267.5,657,2
52,52,2
10,10,2
28,28,2
94,94,2
14,14,2
55,55,2
28,28,2
8,8,2
207.5,480,2
154.33,531,2
206,206,2
166.67,632,2
235,235,2
104,104,2
184,184,2
44,44,2
7.833,57,2
38.667,129,2
117,117,2
76,76,2
38.818,2676,2
38.667,172,2
106,106,2
45,45,2
288,288,2
43,146,2
17,17,2
187,187,2
23.667,147,2
10,35,2
81,81,2
46,46,2
268.5,654,2
28,28,2
66.6,688,2
14,14,2
278,278,2
17,17,2
4.5,10,2
84,84,2
18,84,2
58,58,2
69,69,2
28.75,224,2
78,78,2
14,14,2
52,52,2
17,17,2
6.5,46,2
11,38,2
86,86,2
268.5,667,2
9,25,2
7,7,2
19,19,2
41,41,2
21.25,11341,2
41,41,2
10,34,2
126,126,2
106,106,2
32,32,2
13,13,2
102,278,2
18,18,2
70,70,2
268.5,567,2
10,27,2
114,114,2
32,77,2
0.027,37,2
9,26,2
27,27,2
24.316,6035,2
10,10,2
179,587,2
148,148,2
0.143,7,2
268,737,2
147,147,2
10.5,42,2
15,15,2
268.5,704,2
56,113,2
12.5,50,2
131,1264,2
31,70,2
24,65,2
52,52,2
23,23,2
267.5,673,2
49.5,122,2
8,8,2
8,8,2
183.33,662,2
34,34,2
22,22,2
23,23,2
34.5,125,2
2,20,2
48,48,2
61,61,2
269,641,2
179,652,2
237.5,517,2
19.667,84,2
117,117,2
277,277,2
95,95,2
71,71,2
15,15,2
79,79,2
70,70,2
29,29,2
36,36,2
20.059,5784,2
44,44,2
43,43,2
17,17,2
179.33,685,2
51,51,2
13,13,2
32,75,2
267.5,984,2
23,51,2
67,67,2
58,186,2
138,138,2
268,667,2
12,531,2
19,19,2
29,29,2
14,14,2
14,14,2
27,357,2
267.5,627,2
14,14,2
159,159,2
127,127,2
148,148,2
50.182,4955,2
7,7,2
26,26,2
10,10,2
2.522,46133,3
0.769,1582,3
0.988,23547,3
4.144,34874,3
1.333,4025,3
0.733,25400,3
1.107,647,3
1.141,2077,3
1.103,668,3
1.143,665,3
1.033,15491,3
1.107,666,3
1.795,5838,3
0.863,23457,3
0.787,16177,3
0.754,23301,3
1.143,647,3
1.143,666,3
2.711,25163,3
1.254,1718,3
0.979,7968,3
1.118,5908,3
2.843,42821,3
1.048,2458,3
1.069,653,3
0.111,9,4
0.05,20,4
0.077,13,4
0.014,2058,4
0.115,701,4
0.029,34,4
0.125,8,4
0.125,8,4
0.5,8,4
0.222,13,4
0.286,10,4
0.031,32,4
0.111,9,4
0.056,18,4
0.032,31,4
0.091,11,4
0.4,8,4
0.148,81,4
0.052,60,4
0.143,7,4
0.026,39,4
0.071,14,4
0.077,13,4
0.111,9,4
0.125,8,4
0.1,10,4
0.111,9,4
0.043,23,4
0.125,8,4
0.019,54,4
0.045,22,4
0.125,8,4
0.111,9,4
0.071,14,4
0.105,31,4
0.037,27,4
0.077,13,4
0.077,13,4
0.068,111,4
0.4,7,4
0.019,54,4
0.143,7,4
0.111,9,4
0.024,42,4
0.143,7,4
0.125,8,4
0.111,9,4
0.059,17,4
0.007,136,4
0.031,143,4
0.148,72,4
0.143,7,4
0.1,10,4
0.012,475,4
0.143,15,4
0.043,197,4
0.067,15,4
0.091,11,4
0.019,112,4
0.027,37,4
0.013,76,4
0.083,12,4
0.019,53,4
0.083,12,4
0.038,26,4
0.4,9,4
0.182,14,4
0.167,127,4
0.1,10,4
3.5,56,4
25,25,4
0.043,210,4
0.111,9,4
0.167,16,4
0.012,84,4
0.045,180,4
0.032,31,4
0.04,25,4
3.783,17482,5
0.19,54,5
1.75,28,5
0.541,143,5
1.5,16,5
2.75,41,5
1.946,685,5
0.448,924,5
1.005,12964,5
10.938,4497,5
1,76,5
12.167,225,5
2.167,35,5
6.611,12422,5
0.906,685,5
1.357,144,5
0.385,35,5
0.933,71,5
0.385,36,5
0.889,685,5
1.788,10347,5
3.387,1358,5
0.794,509,5
2,823,5
0.923,619,5
0.444,27,5
1.057,7279,5
1.111,47,5
3.529,378,5
1.52,17452,5
0.848,250,5
3.429,50,5
0.6,9,5
1.357,134,5
0.625,18,5
1.25,16,5
1.333,755,5
1.125,23,5
3.132,4287,5
0.49,1958,5
1,229,5
2,37,5
8.865,5938,5
3.238,156,5
2.833,64,5
1.813,230,5
0.5,19,5
0.25,34,5
0.125,8,5
1.4,21,5
1.889,70,5
6.714,95,5
2.474,100,5
0.7,42,5
0.735,454,5
0.98,7780,5
1.857,44,5
0.812,2588,5
0.833,30,5
1.612,694,5
1.286,15,5
2.143,31,5
1.95,316,5
3.928,18149,5
1.489,23092,5
1.214,92,5
4.778,2086,5
1.571,38,5
0.833,19,5
1.842,165,5
0.75,163,5
1.194,637,5
3.313,1341,5
2.889,14538,5
2.189,6884,5
1.442,454,5
6.085,4258,5
0.8,13,5
3.337,8387,5
1.756,693,5
2.179,870,5
1.313,173,5
1.655,373,5
1.523,17081,5
2.103,762,5
1.194,283,5
2.29,651,5
8.375,1814,5
2,110,5
4.364,206,5
1.2,70,5
1.8,24,5
0.36,98,5
3.783,16139,5
0.333,48,5
2,17,5
1.795,697,5
1.25,16,5
0.779,5386,5
2.4,16,5
0.529,76,5
0.873,960,5
0.906,951,5
1.875,226,5
