@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
12,96,10,1
7,63,12,1
5,60,9,1
10,270,49,1
17,6851,440,1
10,60,8,1
8,208,43,1
8,304,55,1
10,170,12,1
10,590,80,1
12,2004,234,1
8,64,3,1
10,360,59,1
9,270,51,1
5,60,12,1
6,1134,227,1
8,392,88,1
7,91,19,1
6,84,20,1
6,342,63,1
8,376,64,1
7,189,33,1
6,78,15,1
9,441,70,1
10,5110,575,1
10,530,88,1
7,28,5,1
12,3132,358,1
7,847,131,1
9,2754,424,1
13,5317,547,1
7,91,21,1
8,208,38,1
8,96,18,1
5,475,70,1
8,1296,85,1
7,98,19,1
12,84,5,1
10,3090,441,1
7,84,18,1
8,1128,206,1
9,891,171,1
10,1070,161,1
6,810,124,1
10,90,16,1
9,900,121,1
10,460,77,1
8,1832,196,1
8,256,61,1
7,392,36,1
7,287,66,1
8,328,55,1
7,161,38,1
7,133,30,1
10,120,10,1
10,340,71,1
9,216,35,1
9,2565,358,1
10,850,124,1
9,3177,411,1
8,360,30,1
6,492,39,1
8,144,27,1
6,60,14,1
12,1224,178,1
7,35,2,1
9,441,74,1
5,40,11,1
10,2620,399,1
12,480,29,1
6,564,79,1
9,711,105,1
7,133,29,1
7,77,15,1
8,496,85,1
9,108,28,1
8,1848,236,1
7,112,16,1
10,230,42,1
9,819,119,1
10,780,118,1
12,96,1,1
18,3024,241,1
9,144,27,1
6,66,15,1
7,1071,182,1
12,1176,129,1
5,190,57,1
9,216,34,1
11,165,27,1
8,560,112,1
6,162,11,1
10,1260,185,1
7,56,10,1
10,5080,372,1
10,310,49,1
11,1144,168,1
9,306,59,1
9,441,86,1
7,56,7,1
6,144,26,1
6,72,15,1
8,288,62,1
22,1562,72,1
14,2604,319,1
6,570,73,1
9,423,57,1
7,154,31,1
7,609,111,1
6,300,49,1
8,120,26,1
7,266,46,1
9,153,11,1
10,2800,380,1
9,306,49,1
5,65,13,1
9,180,10,1
11,2508,239,1
8,552,103,1
8,232,48,1
9,441,87,1
8,144,23,1
9,261,44,1
6,1086,192,1
11,594,91,1
6,456,108,1
9,162,29,1
7,1323,237,1
7,182,36,1
8,1728,203,1
9,468,70,1
5,30,1,1
9,135,21,1
8,320,60,1
9,180,27,1
10,490,76,1
13,2951,215,1
7,28,1,1
14,3542,302,1
9,171,34,1
7,1680,221,1
7,140,24,1
8,488,76,1
14,2842,236,1
6,576,61,1
24,4248,268,1
9,2358,176,1
10,220,39,1
3,12,1,1
10,2620,377,1
8,256,57,1
8,32,5,1
5,30,3,1
7,833,158,1
9,378,61,1
8,144,32,1
8,248,46,1
9,405,54,1
9,2349,302,1
7,1064,179,1
11,231,15,1
7,287,55,1
6,114,22,1
23,2875,132,1
9,918,135,1
8,160,28,1
7,119,23,1
9,738,100,1
9,1296,120,1
8,96,21,1
11,319,43,1
8,664,104,1
8,112,11,1
8,176,32,1
13,1911,190,1
5,140,33,1
10,5110,555,1
8,200,40,1
7,49,11,1
7,77,18,1
10,2720,348,1
9,4824,456,1
6,24,5,1
7,637,92,1
9,360,61,1
9,990,148,1
2,558,40,1
6,300,41,1
5,15,1,1
11,935,144,1
7,161,38,1
10,410,59,1
9,225,40,1
7,63,15,1
10,510,87,1
10,100,1,1
9,774,126,1
9,918,137,1
7,91,17,1
9,477,66,1
8,320,68,1
5,495,78,1
9,2403,307,1
9,432,79,1
10,1000,172,1
8,1304,179,1
10,310,30,1
10,250,35,1
7,525,64,1
9,4806,482,1
6,84,15,1
7,763,112,1
12,240,14,1
10,180,20,1
5,40,1,1
8,120,24,1
16,1696,218,1
8,1680,208,1
7,147,28,1
11,1298,167,1
8,136,27,1
7,175,40,1
7,287,58,1
11,352,45,1
8,472,80,1
8,72,11,1
6,174,38,1
9,972,142,1
10,1050,145,1
7,112,25,1
16,3392,222,1
8,192,28,1
8,1440,230,1
7,98,1,1
5,145,31,1
8,168,36,1
8,72,17,1
9,324,51,1
6,66,13,1
13,494,45,1
7,350,64,1
9,1971,150,1
10,2120,274,1
7,182,36,1
9,720,119,1
10,670,86,1
9,261,46,1
9,108,28,1
9,738,84,1
6,540,97,1
9,918,96,1
6,48,8,1
9,414,63,1
9,774,119,1
9,738,99,1
10,600,93,1
7,147,32,1
12,3264,404,1
13,5070,593,1
12,132,30,1
6,576,79,1
8,864,144,1
8,104,22,1
4,16,1,1
7,98,16,1
28,4788,621,1
10,190,39,1
8,160,30,1
4,28,1,1
6,192,42,1
6,24,2,1
6,120,32,1
10,480,67,1
8,80,16,1
13,4550,386,1
9,720,108,1
7,175,41,1
7,987,135,1
6,78,15,1
6,486,102,1
10,180,11,1
8,208,44,1
8,320,55,1
10,390,48,1
10,5350,671,1
9,504,77,1
13,1092,121,1
5,135,29,1
1,143,18,1
10,380,55,1
6,42,12,1
9,324,61,1
9,3069,165,1
24,6720,400,1
16,3280,245,1
1,167,31,1
12,1080,103,1
8,424,86,1
10,360,55,1
8,272,57,1
9,207,12,1
7,518,91,1
7,399,61,1
5,885,117,1
14,1428,172,1
9,4545,654,1
10,480,80,1
8,336,61,1
10,4300,559,1
7,49,2,1
8,64,9,1
9,1863,255,1
2,38,5,1
12,876,105,1
8,1920,264,1
9,657,77,1
7,42,9,1
8,96,17,1
10,520,74,1
6,48,14,1
19,247,35,1
7,119,27,1
8,144,24,1
7,28,3,1
8,40,6,1
10,2360,330,1
8,128,25,1
8,272,63,1
7,210,46,1
6,108,22,1
6,42,8,1
7,63,13,1
9,315,65,1
8,216,44,1
5,95,22,1
7,329,67,1
9,2403,234,1
9,2934,385,1
11,946,143,1
11,792,83,1
8,344,61,1
7,560,79,1
10,2710,386,1
9,180,28,1
8,288,64,1
10,5110,596,1
9,891,177,1
8,336,50,1
11,1100,158,1
6,576,100,1
7,189,5,1
10,530,79,1
7,196,31,1
8,96,16,1
9,2529,398,1
11,187,14,1
10,360,58,1
10,450,65,1
5,195,32,1
8,984,146,1
8,608,112,1
10,350,58,1
10,610,94,1
11,1650,149,1
8,208,20,1
12,1176,135,1
8,128,28,1
5,165,43,1
9,1026,150,1
9,684,118,1
7,161,32,1
10,300,56,1
7,1085,132,1
6,600,120,1
10,400,62,1
9,171,32,1
10,310,44,1
7,196,38,1
59,4956,22,1
8,48,2,1
11,682,75,1
12,1008,149,1
9,495,71,1
11,902,108,1
5,195,38,1
7,133,22,1
8,160,24,1
7,49,7,1
6,582,89,1
9,945,117,1
11,286,42,1
11,2640,348,1
9,288,39,1
7,126,23,1
11,242,17,1
7,84,12,1
10,150,24,1
8,656,126,1
8,992,163,1
11,627,91,1
6,84,21,1
9,234,39,1
6,78,13,1
8,96,16,1
13,78,1,1
8,96,20,1
3,9,1,1
11,1034,143,1
7,105,17,1
10,180,13,1
8,1032,164,1
12,1416,189,1
10,80,6,1
8,168,36,1
6,60,9,1
5,90,20,1
7,301,66,1
7,1491,234,1
9,117,6,1
7,1050,138,1
7,126,28,1
7,56,13,1
3,24,6,1
7,483,71,1
11,1111,165,1
9,1539,138,1
3,9,1,1
5,215,69,1
9,153,15,1
8,1464,202,1
12,5964,789,1
6,78,17,1
8,672,101,1
4,128,19,1
8,1240,202,1
6,72,18,1
16,5872,427,1
7,1834,218,1
9,306,42,1
12,264,20,1
6,288,58,1
11,2992,348,1
9,1620,186,1
9,4572,461,1
11,715,107,1
10,1890,213,1
13,481,41,1
9,144,12,1
5,50,12,1
9,144,20,1
9,1233,171,1
7,91,21,1
9,873,174,1
9,504,80,1
10,2620,369,1
12,480,66,1
6,72,9,1
8,264,52,1
9,378,65,1
8,40,2,1
7,35,1,1
9,324,48,1
10,310,47,1
23,3151,162,1
7,245,52,1
7,434,81,1
5,30,4,1
5,85,11,1
7,784,106,1
11,1078,164,1
8,96,19,1
14,4760,503,1
7,434,64,1
8,48,9,1
7,1330,218,1
6,624,31,1
9,369,69,1
9,252,43,1
6,60,14,1
10,360,58,1
8,344,53,1
10,540,65,1
7,77,19,1
2,104,6,1
9,2988,393,1
7,98,15,1
10,1970,228,1
6,60,14,1
13,3692,405,1
8,1184,180,1
1,22,5,1
9,1206,158,1
9,567,84,1
9,4590,506,1
7,42,9,1
8,240,34,1
9,4410,212,1
14,3976,419,1
8,240,44,1
11,924,155,1
12,5964,731,1
15,915,121,1
15,5340,400,1
11,242,19,1
8,48,8,1
11,2563,349,1
7,980,100,1
7,91,18,1
9,612,88,1
9,738,118,1
12,3264,397,1
6,78,15,1
8,1520,223,1
10,1790,254,1
8,168,34,1
10,110,18,1
8,152,27,1
8,96,22,1
7,189,12,1
7,2422,341,1
10,120,21,1
7,63,11,1
5,20,1,1
8,792,167,1
4,40,5,1
5,195,31,1
8,216,45,1
9,603,75,1
9,1818,122,1
5,70,14,1
7,602,105,1
6,558,78,1
10,570,79,1
5,70,5,1
7,287,35,1
5,20,3,1
8,232,43,1
10,790,108,1
10,80,16,1
9,4581,328,1
8,88,8,1
8,1080,116,1
9,918,137,1
11,154,28,1
8,560,93,1
8,400,74,1
9,738,87,1
11,1474,179,1
7,1477,223,1
2,22,1,1
22,1474,112,1
9,369,65,1
7,1533,222,1
7,70,14,1
11,946,140,1
10,350,66,1
8,320,51,1
14,4494,345,1
10,1160,186,1
8,112,18,1
5,70,9,1
8,680,111,1
9,198,26,1
6,174,37,1
12,1404,176,1
11,1298,189,1
8,232,50,1
6,600,134,1
11,1672,212,1
7,406,35,1
8,272,56,1
9,90,15,1
19,3819,439,1
10,440,81,1
11,473,61,1
10,440,55,1
8,1040,169,1
8,120,15,1
8,2384,278,1
7,91,12,1
6,294,50,1
6,150,36,1
9,162,12,1
7,413,76,1
8,496,69,1
9,216,36,1
6,36,9,1
5,30,5,1
7,1001,77,1
10,280,41,1
11,715,77,1
8,80,16,1
7,217,39,1
9,999,128,1
8,640,111,1
11,704,88,1
9,4176,505,1
7,77,21,1
9,171,15,1
10,470,70,1
26,4784,219,1
9,909,146,1
7,168,32,1
10,980,171,1
5,40,9,1
12,444,47,1
8,616,97,1
8,432,87,1
7,1008,75,1
11,781,84,1
25,10250,1218,1
9,801,110,1
8,184,34,1
9,1665,238,1
8,496,74,1
9,729,91,1
6,60,16,1
10,610,95,1
9,738,79,1
12,828,107,1
10,180,30,1
24,2304,151,1
6,564,65,1
9,108,27,1
8,592,109,1
10,120,22,1
6,78,16,1
6,78,7,1
7,28,3,1
9,1953,235,1
25,7300,454,1
11,1122,173,1
10,1810,273,1
8,184,40,1
8,344,56,1
6,126,33,1
7,238,42,1
7,238,54,1
7,336,77,1
11,462,70,1
6,72,14,1
7,245,47,1
8,96,22,1
8,216,42,1
7,91,16,1
9,81,8,1
11,935,135,1
7,287,45,1
9,207,34,1
8,312,72,1
8,280,58,1
9,450,83,1
5,25,7,1
5,20,3,1
16,1440,204,1
11,1837,238,1
9,423,62,1
7,98,10,1
8,56,11,1
8,1048,177,1
8,312,47,1
27,2862,137,1
13,4524,543,1
10,1310,198,1
10,410,60,1
8,1008,165,1
11,770,83,1
9,441,86,1
10,190,16,1
8,912,73,1
6,78,6,1
8,760,130,1
9,288,41,1
10,3300,518,1
9,909,136,1
11,891,109,1
7,28,1,1
7,175,27,1
7,70,13,1
19,2337,1,1
9,981,151,1
10,1190,190,1
8,104,19,1
10,480,46,1
8,472,31,1
7,1197,154,1
9,234,30,1
2,38,5,1
10,490,86,1
9,738,108,1
9,2250,314,1
10,870,146,1
7,140,26,1
8,4280,575,1
7,336,64,1
9,828,123,1
9,153,21,1
14,4564,377,1
1,9,1,1
8,360,58,1
11,341,53,1
13,1001,85,1
8,216,43,1
7,77,21,1
1,42,15,1
8,264,61,1
14,798,49,1
7,147,27,1
8,264,58,1
7,126,23,1
7,1561,229,1
12,804,88,1
8,160,21,1
16,3888,278,1
10,970,152,1
9,288,55,1
7,98,16,1
7,168,28,1
7,3633,215,1
7,238,44,1
7,133,32,1
9,747,90,1
9,2412,341,1
12,852,87,1
8,320,62,1
11,1089,117,1
10,2710,409,1
6,570,89,1
10,110,21,1
11,1298,124,1
8,1016,161,1
7,77,20,1
7,70,16,1
7,91,19,1
4,24,8,1
8,2472,325,1
6,114,17,1
10,440,80,1
7,49,7,1
13,3471,286,1
23,6233,420,1
7,532,116,1
5,215,43,1
8,112,12,1
10,280,56,1
12,1092,125,1
8,1712,248,1
7,98,20,1
9,4392,254,1
7,385,69,1
9,333,50,1
6,78,8,1
7,147,22,1
10,440,72,1
9,486,75,1
12,396,38,1
7,189,40,1
9,351,50,1
10,860,149,1
9,639,87,1
9,198,28,1
8,600,84,1
9,135,24,1
10,1510,197,1
6,102,24,1
7,238,47,1
10,410,70,1
9,405,61,1
6,222,39,1
5,35,12,1
8,280,49,1
7,133,32,1
9,1332,167,1
6,78,21,1
5,315,58,1
4,384,72,1
9,306,53,1
8,80,18,1
8,496,81,1
9,324,61,1
9,891,164,1
7,560,74,1
12,3252,433,1
5,25,7,1
6,78,17,1
11,2035,246,1
9,1548,202,1
7,392,86,1
8,856,139,1
11,1342,177,1
11,99,5,1
9,4590,618,1
10,580,83,1
8,56,14,1
7,70,18,1
5,290,41,1
10,260,44,1
6,36,8,1
5,170,19,1
3,27,6,1
13,130,6,1
10,40,1,1
9,144,20,1
10,220,29,1
9,171,13,1
7,287,51,1
11,2992,420,1
10,250,47,1
8,472,65,1
8,184,25,1
11,1199,146,1
9,918,132,1
9,4599,751,1
10,190,32,1
26,4420,542,1
11,242,35,1
7,196,39,1
11,781,65,1
10,470,76,1
9,1215,193,1
7,133,26,1
7,77,16,1
7,217,45,1
5,10,1,1
5,115,16,1
11,209,41,1
6,576,76,1
9,63,13,1
12,1020,90,1
6,78,17,1
10,1850,237,1
7,105,22,1
8,184,32,1
20,320,6,1
8,328,53,1
12,2100,198,1
9,1395,198,1
10,290,42,1
9,162,11,1
7,63,9,1
9,720,122,1
6,174,34,1
9,4590,533,1
13,494,42,1
11,616,77,1
9,333,46,1
10,90,6,1
9,396,60,1
7,679,95,1
24,2880,125,1
11,1111,173,1
7,84,8,1
10,370,65,1
11,88,1,1
9,117,16,1
8,336,60,1
9,1566,193,1
7,140,29,1
9,342,56,1
8,208,30,1
6,168,37,1
10,1160,178,1
8,600,100,1
9,459,58,1
10,650,112,1
12,264,20,1
10,5060,564,1
17,408,39,1
8,4080,444,1
12,1488,228,1
11,88,5,1
8,96,18,1
10,1220,171,1
7,287,44,1
11,242,30,1
4,44,14,1
10,190,34,1
10,640,57,1
9,819,123,1
10,170,12,1
7,329,61,1
9,927,159,1
10,640,84,1
9,369,58,1
8,240,49,1
5,75,20,1
6,264,56,1
8,96,14,1
10,2560,327,1
9,45,2,1
8,96,20,1
9,369,57,1
11,242,18,1
17,374,34,1
9,1107,159,1
9,432,83,1
5,50,14,1
14,5138,398,1
6,774,112,1
3,9,1,1
12,864,90,1
9,594,96,1
5,35,9,1
8,344,69,1
9,477,84,1
7,77,14,1
11,583,38,1
12,5964,658,1
9,270,52,1
8,320,68,1
9,927,125,1
7,1176,83,1
2,42,5,1
10,220,34,1
8,744,111,1
7,98,20,1
7,98,19,1
8,360,54,1
8,168,34,1
10,1710,121,1
7,1099,174,1
8,304,59,1
8,384,66,1
11,132,15,1
9,711,111,1
25,3825,470,1
8,872,76,1
7,105,11,1
7,147,31,1
15,4020,326,1
10,840,121,1
8,168,30,1
24,4248,272,1
87,10092,39,1
9,333,64,1
11,1353,113,1
8,400,84,1
4,56,9,1
8,112,9,1
8,40,7,1
5,125,33,1
6,132,33,1
9,1665,227,1
9,738,100,1
8,104,13,1
9,207,33,1
7,56,13,1
5,45,8,1
8,104,23,1
7,182,41,1
10,490,93,1
10,200,30,1
10,180,31,1
6,42,9,1
8,536,91,1
5,460,96,1
8,792,114,1
6,624,111,1
8,200,33,1
9,2376,349,1
5,60,12,1
7,161,33,1
8,200,41,1
8,1440,219,1
8,152,30,1
10,740,103,1
8,136,19,1
10,160,26,1
9,756,93,1
10,370,66,1
10,180,28,1
8,360,41,1
7,245,43,1
7,441,82,1
7,91,11,1
8,1184,198,1
10,80,8,1
8,96,19,1
1,60,11,1
10,70,1,1
8,1536,203,1
33,5940,835,1
11,286,42,1
10,330,53,1
9,288,51,1
10,2400,334,1
8,120,25,1
6,108,25,1
8,2768,304,1
9,369,61,1
6,42,6,1
9,162,19,1
16,6528,482,1
10,2720,382,1
9,819,125,1
9,2439,358,1
7,301,68,1
10,250,40,1
10,760,123,1
10,790,122,1
7,126,25,1
12,3840,431,1
1,60,11,1
10,1730,102,1
1,14,3,1
11,429,55,1
11,1111,137,1
11,286,37,1
10,2720,368,1
3,12,1,1
10,1300,212,1
9,297,54,1
10,190,34,1
8,56,11,1
8,432,82,1
12,4968,675,1
6,576,86,1
5,95,15,1
7,77,20,1
11,440,66,1
7,77,19,1
9,3123,275,1
8,376,68,1
13,1508,177,1
7,322,38,1
6,1578,177,1
8,552,98,1
8,656,109,1
8,304,55,1
8,136,22,1
12,468,33,1
7,126,28,1
6,36,10,1
6,72,11,1
8,336,59,1
28,896,64,1
11,1969,226,1
9,1494,190,1
7,147,31,1
7,84,19,1
15,4500,481,1
8,56,8,1
10,570,94,1
9,207,28,1
8,1008,149,1
9,2331,370,1
8,232,30,1
8,112,22,1
10,380,52,1
7,49,6,1
6,234,52,1
14,5208,395,1
14,1624,207,1
7,112,30,1
2,44,1,2
1,55,3,2
2,28,1,2
1,86,2,2
1,39,4,2
3,1500,29,2
1,277,2,2
1,70,3,2
1,193,37,2
1,11,2,2
1,147,11,2
1,145,4,2
1,29,1,2
6,126,1,2
2,196,10,2
1,277,1,2
1,30,5,2
1,27,6,2
2,892,22,2
19,8778,272,2
1,14,3,2
1,379,6,2
2,1076,19,2
1,255,36,2
1,159,1,2
1,14,3,2
2,1074,7,2
1,10,2,2
3,1410,21,2
1,45,6,2
1,33,6,2
1,35,3,2
11,6072,1,2
2,40,1,2
1,18,1,2
1,148,3,2
1,138,1,2
2,40,1,2
1,214,1,2
3,162,7,2
2,64,1,2
1,8,1,2
3,1389,30,2
1,14,1,2
2,12,2,2
2,224,2,2
1,257,1,2
3,339,4,2
1,16,1,2
6,42,1,2
8,1848,9,2
2,138,8,2
1,29,8,2
1,161,65,2
1,76,2,2
1,10,1,2
2,12,2,2
1,19,3,2
1,28,1,2
1,44,2,2
1,94,16,2
1,13,2,2
5,550,3,2
4,432,6,2
12,3336,23,2
1,22,4,2
1,14,1,2
2,1074,9,2
1,11,1,2
1,63,1,2
2,232,8,2
2,1072,19,2
1,36,4,2
3,1650,37,2
1,126,1,2
1,15,3,2
1,22,6,2
2,32,3,2
1,13,1,2
2,200,8,2
6,852,15,2
2,1072,25,2
1,17,1,2
4,776,6,2
3,1650,20,2
1,41,3,2
2,128,4,2
2,98,1,2
1,28,5,2
3,1623,13,2
25,7500,12,2
1,127,6,2
1,23,5,2
2,1070,59,2
1,34,15,2
3,1608,9,2
2,28,1,2
17,5797,149,2
1,187,7,2
1,87,5,2
1,199,5,2
1,114,5,2
3,33,4,2
1,15,2,2
1,12,2,2
1,124,7,2
1,180,2,2
1,8,1,2
1,106,6,2
1,279,7,2
2,1074,40,2
1,54,3,2
1,17,3,2
1,39,7,2
1,48,4,2
1,184,4,2
3,339,10,2
1,17,2,2
1,10,1,2
1,16,1,2
2,1074,21,2
2,650,11,2
2,1074,24,2
1,17,4,2
2,1072,13,2
3,858,4,2
1,115,5,2
7,7,1,2
3,396,10,2
2,124,5,2
1,117,8,2
1,52,1,2
1,19,3,2
2,1076,16,2
7,98,1,2
21,42,1,2
1,8,1,2
1,41,7,2
1,35,3,2
2,1070,5,2
2,36,1,2
1,46,8,2
1,63,16,2
1,29,2,2
1,75,11,2
1,95,1,2
1,52,2,2
1,51,10,2
2,1074,11,2
1,9,1,2
1,19,3,2
1,57,7,2
1,104,2,2
3,1614,27,2
1,36,3,2
2,1072,19,2
1,8,1,2
1,14,2,2
1,17,1,2
2,202,10,2
1,20,8,2
10,5530,207,2
3,387,10,2
1,36,6,2
1,11,1,2
3,1611,25,2
1,47,1,2
2,36,1,2
2,40,1,2
1,102,4,2
1,71,16,2
1,148,2,2
1,136,4,2
2,1070,24,2
3,639,17,2
1,12,1,2
1,15,1,2
1,7,1,2
2,246,1,2
1,42,5,2
2,1072,24,2
3,1632,33,2
2,472,26,2
5,640,3,2
2,1072,3,2
4,460,11,2
17,5814,176,2
1,19,3,2
28,9240,17,2
1,15,4,2
25,4225,579,2
10,20,1,2
1,52,4,2
37,37,1,2
2,18,1,2
1,65,14,2
1,45,8,2
3,348,4,2
1,17,4,2
1,199,1,2
3,318,13,2
2,92,1,2
1,40,1,2
1,32,8,2
1,36,5,2
2,100,3,2
2,42,3,2
9,117,3,2
1,69,7,2
1,14,1,2
1,288,120,2
1,106,45,2
1,20,5,2
1,13,3,2
1,9,1,2
6,234,1,2
1,67,1,2
1,46,3,2
1,75,6,2
4,36,1,2
1,8,1,2
2,1074,3,2
2,48,5,2
2,128,14,2
1,16,1,2
2,92,3,2
3,777,24,2
6,282,1,2
1,79,7,2
1,70,1,2
5,35,1,2
2,1076,23,2
1,69,11,2
2,1072,29,2
7,322,7,2
2,36,1,2
1,84,4,2
3,912,12,2
1,34,7,2
1,33,1,2
1,28,6,2
2,198,11,2
1,17,1,2
1,42,5,2
1,206,1,2
1,11,1,2
1,58,5,2
2,104,16,2
2,408,16,2
2,1074,26,2
1,20,2,2
1,17,1,2
2,352,6,2
1,186,17,2
3,549,9,2
1,283,2,2
2,44,1,2
2,34,3,2
1,152,11,2
3,777,11,2
1,73,12,2
11,2772,4,2
1,13,1,2
18,6156,120,2
1,159,2,2
1,172,77,2
3,348,2,2
1,18,3,2
1,44,5,2
1,52,2,2
1,22,1,2
1,78,3,2
2,314,6,2
1,37,5,2
2,1074,30,2
2,44,2,2
1,40,3,2
1,7,1,2
1,62,1,2
1,23,1,2
5,1665,17,2
1,26,1,2
1,17,2,2
2,50,4,2
1,413,1,2
1,10,1,2
1,27,5,2
1,63,3,2
5,1400,7,2
3,1611,8,2
1,19,4,2
4,76,4,2
2,1070,15,2
1,85,6,2
1,13,2,2
1,45,2,2
1,43,4,2
93,9672,1028,3
174,81954,1756,3
83,12367,167,3
132,72204,1292,3
65,3250,6,3
64,4672,26,3
153,24174,302,3
28,896,62,3
63,4158,46,3
72,6912,215,3
128,44416,1356,3
178,24920,664,3
187,26367,2333,3
63,4977,9,3
187,25619,786,3
28,896,58,3
29,899,60,3
163,26243,1634,3
186,87234,1481,3
29,928,64,3
28,868,59,3
168,22680,296,3
168,24360,1488,3
166,78352,1641,3
29,928,61,3
28,868,57,3
4,8,1,4
11,11,1,4
17,34,1,4
7,7,1,4
13,13,1,4
37,37,1,4
15,15,1,4
14,14,1,4
10,10,1,4
5,10,1,4
10,10,1,4
27,27,1,4
69,207,64,4
14,14,1,4
84,84,1,4
11,11,1,4
20,20,1,4
22,22,1,4
9,9,1,4
10,10,1,4
13,13,1,4
38,38,1,4
9,9,1,4
7,7,1,4
18,18,1,4
31,31,1,4
25,25,1,4
804,8844,108,4
9,9,1,4
19,38,1,4
34,34,1,4
47,47,1,4
9,9,1,4
12,12,1,4
26,26,1,4
42,42,1,4
58,174,1,4
7,14,1,4
9,9,1,4
9,9,1,4
136,136,1,4
42,294,38,4
7,7,1,4
16,16,1,4
5,10,1,4
117,117,1,4
31,31,1,4
93,372,54,4
32,32,1,4
6,126,15,4
39,39,1,4
9,9,1,4
9,18,1,4
105,210,1,4
9,9,1,4
12,24,1,4
53,53,1,4
54,54,1,4
7,7,1,4
261,7830,205,4
8,8,1,4
8,8,1,4
8,8,1,4
27,108,16,4
430,2150,10,4
98,294,1,4
7,7,1,4
13,13,1,4
8,8,1,4
1,25,1,4
54,54,1,4
8,8,1,4
4,8,1,4
27,108,14,4
94,188,1,4
8,8,1,4
44,132,32,4
14,28,1,4
8,40,3,5
12,48,7,5
16,480,28,5
6,30,4,5
31,1147,105,5
37,740,23,5
14,266,1,5
83,26062,888,5
7,329,9,5
8,128,4,5
16,336,20,5
12,1752,6,5
36,1728,69,5
197,39006,227,5
6,78,2,5
11,528,17,5
6,102,5,5
36,3456,43,5
55,2640,88,5
81,3969,199,5
31,3255,136,5
49,3871,44,5
67,2010,150,5
13,65,1,5
31,3255,161,5
86,5762,399,5
212,98368,428,5
39,2730,35,5
52,23972,400,5
25,225,17,5
4,20,3,5
16,464,26,5
36,1548,59,5
9,54,4,5
4,20,3,5
15,210,12,5
48,19296,256,5
43,2666,32,5
28,1708,149,5
38,2660,8,5
4,28,4,5
100,4900,259,5
4,32,2,5
52,2496,45,5
54,2592,54,5
68,2312,213,5
5,20,2,5
32,11200,401,5
5,60,2,5
22,484,29,5
20,780,34,5
6,30,5,5
8,72,2,5
83,27058,1025,5
53,2544,98,5
83,26145,839,5
5,15,2,5
85,5865,674,5
53,2544,51,5
14,238,15,5
29,1392,32,5
21,84,7,5
54,19278,1003,5
4,44,4,5
5,45,5,5
37,2664,42,5
17,153,17,5
10,120,15,5
33,924,16,5
31,2201,34,5
6,36,2,5
9,153,7,5
101,9999,691,5
6,54,2,5
153,67626,1227,5
83,22991,603,5
9,36,1,5
16,64,2,5
17,1020,20,5
6,72,7,5
7,91,7,5
118,12390,193,5
34,850,106,5
30,1800,150,5
9,90,2,5
7,105,5,5
54,19278,901,5
45,3555,64,5
311,143993,3212,5
47,13442,526,5
91,25935,36,5
13,169,6,5
304,140752,2273,5
36,6192,164,5
30,1830,153,5
34,918,65,5
158,26386,511,5
7,63,1,5
13,104,15,5
19,893,18,5
29,1769,120,5
32,3392,147,5
8,8,1,5
