@relation satimage

@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp43 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
110,83,102,105,83,80,98,79,80,79,84,78,80,95,80,99,78,3
112,92,109,108,89,92,108,90,92,90,89,87,89,106,89,106,90,3
105,83,97,105,83,88,102,87,84,87,88,88,88,103,88,107,88,3
110,83,97,101,80,97,111,91,88,83,101,96,97,116,97,112,92,3
139,103,121,133,103,88,126,104,88,104,90,103,86,128,90,123,103,3
110,86,103,110,86,85,106,90,89,90,80,79,84,102,88,106,87,3
118,100,116,123,100,86,104,92,86,100,83,90,83,112,87,112,98,3
105,86,103,114,86,89,106,90,89,87,88,87,88,106,88,102,87,3
112,92,109,112,89,92,108,90,96,90,93,94,93,115,97,115,97,3
104,88,99,104,81,84,99,79,84,79,90,92,90,104,90,100,85,3
100,81,91,104,78,83,95,79,83,83,85,80,85,106,93,111,90,3
111,91,115,115,91,88,103,85,88,88,88,83,88,107,93,107,92,3
104,81,96,108,81,79,95,75,83,79,78,80,78,92,78,92,76,3
113,88,112,118,92,93,107,87,93,87,90,89,90,109,90,104,85,3
130,98,117,114,94,89,102,83,82,73,72,65,68,77,64,73,54,3
111,91,111,115,91,92,107,88,92,92,93,92,93,107,88,107,83,3
100,81,95,100,85,84,99,83,84,83,82,85,82,100,86,100,85,3
111,87,102,115,87,88,107,85,88,88,93,87,93,111,93,107,92,3
115,87,111,106,87,88,103,88,88,88,79,79,88,107,88,107,87,3
115,87,106,115,91,88,107,92,88,88,88,87,88,107,93,107,92,3
118,88,107,118,88,79,107,87,79,87,82,78,78,100,82,104,85,3
117,92,113,117,96,92,108,90,92,86,89,83,82,92,82,88,73,3
97,79,95,97,75,85,97,80,85,80,97,91,88,102,88,98,83,3
104,78,91,96,78,88,99,83,88,83,82,81,86,96,86,96,81,3
97,90,75,101,87,80,94,91,84,91,84,96,84,112,92,116,103,3
118,88,112,113,92,88,111,87,88,96,90,92,90,113,90,109,89,3
110,83,102,114,83,84,106,91,84,87,88,92,88,107,88,103,85,3
109,83,103,109,87,86,104,85,86,85,83,83,87,99,87,103,86,3
108,88,99,104,85,88,107,87,88,83,90,92,86,109,86,109,89,3
120,94,115,120,94,101,116,96,101,96,97,100,97,116,97,111,96,3
106,83,102,115,87,84,103,85,88,85,88,87,88,103,84,99,79,3
113,92,107,113,88,88,107,87,88,92,86,81,86,96,86,104,85,3
113,92,107,113,87,86,104,85,90,92,87,83,87,103,92,108,90,3
114,90,112,119,90,97,111,94,93,94,97,98,97,120,97,115,94,3
118,88,107,113,88,88,107,87,93,87,90,89,90,109,86,109,89,3
115,87,111,115,87,88,107,85,88,88,93,92,88,111,88,107,92,3
113,87,107,109,87,90,109,89,90,85,87,90,87,103,92,108,86,3
108,89,96,104,89,79,99,90,71,94,78,87,70,88,60,92,87,3
114,90,111,114,94,92,111,91,92,94,92,92,92,112,88,107,88,3
104,81,104,112,85,87,103,86,87,86,89,87,85,102,85,102,94,3
104,79,107,109,87,82,96,78,90,85,83,79,83,95,87,103,83,3
111,87,106,115,87,88,112,85,84,85,88,92,84,103,84,103,83,3
108,85,107,104,88,93,111,87,93,92,86,89,90,113,90,113,89,3
113,87,107,109,83,95,113,92,86,85,92,86,92,99,83,95,79,3
109,92,107,118,96,78,100,92,78,96,79,86,75,99,67,99,90,3
114,87,106,110,87,88,106,87,88,83,88,88,92,107,88,107,88,3
114,87,106,114,87,84,102,83,88,87,88,85,88,103,92,107,88,3
100,81,95,100,85,84,103,92,88,92,78,81,86,100,86,100,89,3
105,83,88,97,72,82,97,87,82,80,80,83,80,98,76,94,76,3
108,85,107,113,88,88,107,83,84,83,95,92,86,104,86,100,81,3
100,78,99,100,74,84,95,79,84,75,82,81,82,100,82,100,78,3
122,103,112,122,99,84,111,96,79,96,78,92,78,113,70,104,92,3
102,79,102,111,91,84,99,88,84,96,84,83,88,103,88,103,92,3
106,87,106,106,87,88,103,88,88,88,88,87,88,107,88,107,92,3
115,87,89,98,72,101,112,92,92,85,97,87,93,107,88,111,92,3
90,68,73,71,54,84,103,88,71,59,88,100,88,116,84,99,79,3
113,85,107,108,88,88,107,87,93,92,90,89,86,104,90,109,89,3
113,92,107,113,87,90,109,89,90,92,96,94,96,112,96,112,90,3
113,92,103,109,87,86,109,92,86,89,83,90,87,108,92,108,86,3
119,94,115,119,90,88,111,91,88,87,88,88,84,107,84,112,88,3
112,89,104,112,85,87,103,86,92,86,93,90,93,111,93,106,87,3
105,86,99,105,86,85,102,87,85,94,84,91,88,106,88,106,98,3
96,81,96,100,78,92,103,90,83,79,97,97,93,106,89,97,80,3
123,96,111,118,96,99,118,96,95,92,96,90,87,103,92,108,90,3
101,83,92,105,83,84,94,79,84,87,84,81,84,99,88,103,88,3
108,88,107,113,92,88,107,87,84,92,86,89,86,109,82,104,89,3
118,88,99,104,88,88,107,87,84,79,86,85,90,109,90,104,89,3
101,83,92,101,76,84,98,83,80,83,80,81,84,99,84,103,88,3
117,92,113,122,96,96,117,94,92,90,93,90,93,111,89,106,87,3
128,100,107,113,87,90,113,96,95,103,87,86,87,103,92,122,109,3
102,79,94,102,79,80,95,81,84,88,84,79,84,99,88,103,92,3
109,92,107,109,87,86,104,89,86,89,87,86,83,103,87,108,90,3
112,89,104,112,89,83,103,86,83,86,78,80,82,106,85,111,90,3
109,87,107,109,87,90,104,85,86,85,75,79,87,99,87,103,86,3
115,91,115,115,91,92,107,88,92,92,93,92,93,111,97,111,87,3
97,75,95,97,79,78,92,76,78,76,80,76,80,94,80,94,79,3
106,83,98,111,87,80,103,85,80,85,79,92,79,107,84,107,87,3
105,83,103,105,86,89,106,83,82,83,88,87,84,102,80,98,79,3
118,92,103,109,83,90,109,89,86,85,83,79,75,84,75,77,57,3
109,87,107,109,87,86,104,89,90,92,92,86,92,108,92,103,86,3
104,79,107,109,87,82,100,81,82,78,92,86,83,103,79,103,83,3
100,79,99,104,79,86,109,85,82,81,96,94,92,108,87,103,83,3
117,96,109,117,96,96,117,94,92,94,97,94,97,115,93,111,87,3
102,83,102,111,87,84,103,85,84,85,75,83,79,99,84,99,87,3
113,88,103,113,85,93,107,92,88,87,86,85,90,104,90,104,89,3
128,92,112,118,96,93,111,92,93,92,90,89,90,109,90,109,89,3
112,85,104,104,81,92,103,83,92,86,89,90,93,106,89,111,83,3
114,90,111,119,94,88,111,91,92,91,88,85,88,103,88,107,88,3
114,90,111,114,90,92,111,91,88,91,92,88,92,112,92,107,88,3
114,94,106,114,94,84,106,94,76,91,76,88,80,107,71,99,88,3
112,89,104,112,85,92,108,90,96,94,85,83,93,111,97,115,94,3
114,90,102,114,90,92,115,94,88,91,88,88,88,107,92,112,92,3
110,83,99,105,86,85,97,83,82,83,88,91,88,102,84,111,87,3
108,88,112,113,88,88,107,87,93,87,90,92,90,113,86,104,85,3
96,74,95,100,81,79,91,79,84,79,86,81,82,96,82,96,81,3
109,92,111,113,92,90,109,85,90,92,96,94,92,117,92,117,94,3
112,89,113,117,89,96,108,90,96,94,89,87,93,111,93,111,90,3
114,94,108,114,90,93,111,94,89,87,88,87,88,106,84,106,83,3
109,87,103,109,83,82,96,78,86,85,52,105,71,77,83,99,83,3
111,87,102,111,83,88,103,85,88,85,88,87,88,107,88,103,87,3
101,76,92,97,76,80,94,79,80,76,84,81,80,95,84,95,85,3
124,97,115,124,101,88,120,98,88,102,88,103,88,121,92,121,103,3
106,87,106,115,87,84,103,81,84,81,88,87,88,103,79,95,79,3
110,86,95,105,86,85,111,90,85,94,80,87,80,106,84,111,94,3
113,85,99,104,78,84,107,87,84,83,90,92,90,109,86,113,89,3
101,83,97,101,80,88,98,87,88,87,88,81,88,103,88,107,88,3
122,88,112,128,92,93,107,92,93,92,90,85,90,109,90,109,89,3
114,94,115,124,97,84,106,91,88,91,84,88,88,107,92,112,88,3
104,85,103,108,85,79,99,79,88,79,90,92,86,104,86,104,85,3
100,81,91,96,78,79,95,79,79,83,82,78,82,96,86,96,81,3
118,88,112,113,92,93,107,87,88,83,90,85,86,109,86,104,85,3
119,90,115,114,94,88,102,87,84,91,84,88,84,112,88,107,88,3
97,80,79,82,65,84,102,87,80,83,88,96,88,107,88,107,92,3
108,92,107,113,96,88,103,96,88,100,90,92,90,104,95,109,96,3
115,91,111,111,87,88,107,88,88,88,93,92,93,107,88,107,87,3
110,86,99,105,83,89,111,83,89,87,88,87,92,111,92,111,91,3
104,81,100,100,81,87,103,83,83,79,97,94,93,106,89,106,80,3
119,90,112,119,90,93,115,94,97,97,97,94,88,115,88,111,91,3
113,92,111,113,92,90,113,92,95,92,92,94,92,117,96,117,94,3
109,87,107,109,87,90,113,92,90,89,92,83,83,99,79,95,75,3
110,83,111,114,87,84,102,91,88,94,84,88,88,112,92,112,92,3
114,87,106,105,87,88,111,91,88,91,92,92,88,103,88,103,85,3
113,88,103,113,88,88,107,87,88,83,90,85,86,104,86,104,85,3
113,88,107,118,96,84,107,96,79,96,78,92,78,104,74,109,96,3
109,92,107,109,87,90,104,89,86,89,92,86,92,108,92,108,86,3
114,87,106,114,94,84,106,87,88,91,84,88,88,112,92,112,88,3
128,103,121,128,99,93,116,96,88,92,90,103,90,118,90,109,89,3
112,92,113,122,100,83,112,94,87,98,78,97,78,111,70,106,90,3
104,85,100,104,85,87,103,86,87,83,89,90,89,106,89,111,94,3
104,81,100,100,78,83,103,83,83,83,82,83,85,106,89,106,87,3
115,87,106,111,87,84,99,85,84,88,84,87,84,103,88,103,87,3
100,78,95,100,78,84,95,79,79,79,86,81,86,104,86,96,81,3
114,90,115,114,90,84,106,87,92,87,88,88,88,107,88,107,88,3
114,86,103,105,86,89,111,90,89,90,92,91,92,111,92,111,91,3
119,94,115,119,97,101,115,94,97,94,101,96,101,112,97,112,92,3
114,90,103,105,86,70,84,65,85,83,64,54,64,73,72,89,76,3
114,86,108,119,90,89,111,87,93,87,88,87,88,102,88,102,83,3
115,94,111,115,91,88,107,88,84,88,88,92,88,111,84,111,92,3
111,87,111,106,87,84,103,85,88,81,79,79,88,95,88,95,83,3
104,83,99,109,83,86,104,85,86,81,87,86,87,99,83,95,83,3
100,79,95,100,79,86,104,89,86,85,87,90,87,103,83,103,86,3
106,83,98,106,87,88,103,81,88,88,93,92,88,111,88,107,87,3
104,81,104,108,85,83,95,83,87,86,82,80,85,102,85,102,90,3
129,97,106,110,87,88,125,102,84,91,92,99,88,116,84,107,85,3
104,89,96,104,81,79,95,86,79,83,85,90,85,106,82,102,90,3
115,87,106,106,87,84,103,81,88,81,88,79,79,95,79,103,79,3
104,81,83,87,59,84,99,83,71,62,82,89,82,100,78,96,81,3
88,78,87,92,78,79,103,90,71,86,93,104,82,120,70,111,94,3
105,87,97,105,80,80,98,79,76,76,68,67,68,79,71,75,67,3
119,98,117,130,94,97,115,94,93,90,92,94,88,106,84,94,76,3
110,80,102,110,83,92,106,87,92,83,88,88,92,107,92,107,88,3
111,83,102,106,83,88,99,85,84,85,88,87,88,103,88,103,87,3
113,92,111,118,92,95,113,92,95,96,92,98,96,117,92,112,94,3
115,83,111,115,91,88,107,88,88,88,88,87,93,107,93,107,87,3
109,87,107,113,87,78,100,81,82,85,79,83,79,99,83,103,86,3
104,79,103,104,79,82,100,85,82,81,96,105,92,108,83,103,83,3
117,96,118,122,96,92,112,94,92,98,93,90,93,106,89,102,83,3
105,83,95,101,79,82,102,83,82,87,88,87,88,102,84,102,83,3
111,87,111,111,87,84,103,85,84,88,84,83,84,103,88,107,87,3
98,79,98,102,83,84,95,81,88,81,79,79,79,95,84,95,79,3
105,79,99,105,83,85,102,80,85,83,88,83,88,106,84,111,87,3
111,91,106,111,91,84,112,96,92,103,75,96,75,99,75,107,92,3
109,92,95,100,87,86,104,92,82,89,87,86,83,95,79,99,90,3
120,102,120,120,98,92,116,99,92,96,67,67,79,103,88,107,92,3
104,81,100,108,85,87,103,83,87,86,85,83,85,102,85,102,83,3
105,86,103,105,83,89,106,90,89,90,84,91,88,111,88,106,87,3
119,97,115,114,90,92,120,94,92,87,88,88,88,103,80,87,67,3
118,92,111,113,92,95,109,89,95,85,101,94,96,112,92,112,94,3
108,85,100,108,81,92,108,86,83,83,93,101,89,120,78,106,87,3
101,83,92,105,76,84,94,79,84,79,84,81,88,99,84,99,81,3
110,86,103,105,86,89,106,90,89,90,84,87,88,106,88,106,87,3
111,83,98,111,83,84,99,85,84,88,79,79,84,103,79,107,92,3
112,85,104,108,85,87,103,86,87,83,74,76,82,102,85,102,83,3
104,81,79,76,59,79,95,83,75,68,85,94,82,102,74,92,80,3
111,98,94,106,91,84,107,96,84,96,88,96,88,103,79,107,100,3
93,75,88,97,72,82,97,83,82,76,80,79,84,98,80,98,83,3
123,100,99,104,79,86,113,100,86,100,83,94,87,112,79,103,90,3
110,94,106,114,87,92,106,87,88,87,88,88,88,107,88,107,85,3
108,85,109,108,89,79,95,75,92,90,78,76,82,102,85,102,83,3
119,90,108,119,94,93,111,90,93,90,92,91,88,111,92,106,87,3
118,87,111,118,96,90,113,92,90,89,96,90,92,108,96,112,90,3
115,87,98,111,83,88,103,88,88,85,88,87,88,107,84,99,83,3
100,83,95,100,83,86,96,81,82,81,83,79,79,99,79,99,83,3
110,90,106,114,90,84,102,87,88,87,71,78,84,99,84,103,88,3
108,88,107,113,88,88,103,87,88,87,86,85,86,104,86,109,85,3
104,85,91,92,74,79,99,83,75,68,82,83,78,97,78,88,69,3
134,104,121,128,104,86,128,107,90,103,87,101,92,127,92,122,105,3
113,88,107,108,92,93,111,87,88,87,90,96,90,113,90,113,92,3
104,85,99,104,81,88,99,79,84,79,82,81,82,100,82,96,78,3
96,75,72,77,58,82,100,85,78,74,83,83,79,99,75,91,68,3
112,92,104,112,89,96,112,94,96,90,93,94,93,111,89,102,87,3
108,85,104,108,85,87,95,83,83,83,82,83,85,102,85,97,83,3
113,85,99,104,81,84,99,79,79,71,70,66,70,75,70,79,66,3
112,89,109,117,89,92,112,90,92,94,93,90,97,115,93,111,94,3
113,88,103,113,85,88,107,83,88,87,86,85,86,104,86,104,85,3
106,87,106,111,87,92,107,88,92,92,93,92,97,111,93,111,92,3
109,87,103,109,87,86,104,85,86,81,87,83,92,103,92,103,86,3
108,85,103,108,85,84,107,87,79,87,82,89,82,104,82,104,89,3
109,83,103,113,87,86,100,81,86,85,83,79,75,91,75,84,72,3
104,85,103,113,88,88,103,87,84,87,86,85,90,104,90,104,85,3
114,90,108,119,90,85,106,83,85,76,88,79,84,98,80,89,76,3
97,80,97,97,80,84,94,79,88,87,84,85,84,103,92,107,96,3
113,92,95,104,88,79,95,87,67,92,86,92,82,100,74,96,89,3
100,85,91,100,81,84,99,83,79,75,82,85,86,100,86,100,85,3
104,83,103,113,87,82,100,81,82,85,83,83,87,103,87,99,86,3
105,86,95,105,90,85,102,94,78,87,88,91,88,106,76,94,91,3
113,88,99,108,92,84,99,92,88,96,90,92,90,104,90,104,89,3
109,87,107,109,92,86,109,89,82,89,83,90,87,108,83,103,90,3
119,97,115,124,97,88,115,94,84,94,88,92,88,112,88,116,103,3
105,83,92,101,80,88,98,79,84,79,88,81,84,95,80,95,74,3
124,101,117,130,101,93,115,97,93,101,88,94,84,111,84,115,98,3
111,83,98,98,83,84,99,81,84,81,88,79,84,99,79,95,79,3
117,92,109,112,89,92,108,86,87,90,89,87,89,102,93,106,90,3
108,92,104,104,92,87,112,94,79,98,85,94,78,102,74,102,90,3
118,88,107,108,88,88,111,92,88,87,74,81,86,100,90,109,89,3
91,74,71,83,67,75,87,79,71,71,74,78,74,91,78,96,81,4
101,76,92,101,80,80,89,79,84,76,84,78,84,95,80,91,81,4
98,79,73,90,79,80,95,81,76,81,71,67,75,87,79,91,79,4
96,74,87,91,78,79,91,75,75,75,82,78,78,91,78,87,70,4
80,59,79,84,63,67,77,60,71,68,74,73,70,84,70,84,65,4
97,76,102,105,83,76,94,76,80,79,76,74,76,91,76,91,74,4
101,83,95,97,79,82,92,76,78,76,84,79,84,102,84,102,83,4
89,75,64,77,71,82,91,78,74,74,75,79,79,95,75,88,79,4
102,83,102,98,83,84,95,78,80,81,75,71,79,91,79,95,75,4
120,91,111,111,91,88,107,92,88,88,88,92,84,107,84,107,83,4
100,74,87,100,74,79,87,67,75,71,78,70,74,87,74,87,70,4
122,92,109,112,89,92,112,90,87,83,89,83,89,106,82,97,80,4
78,65,79,82,62,72,81,72,72,72,71,81,76,91,76,91,81,4
97,80,84,93,76,64,89,79,64,72,71,81,71,83,71,83,70,4
100,78,100,96,81,83,95,79,83,83,85,80,85,97,82,92,80,4
96,79,87,93,79,74,87,78,74,81,67,90,75,91,79,91,83,4
90,72,85,86,68,68,79,67,71,67,71,62,67,79,71,79,62,4
104,81,91,96,74,83,99,83,79,72,85,83,85,102,82,88,76,4
96,74,87,88,74,75,91,72,75,72,78,73,82,88,74,88,73,4
100,78,91,100,74,79,95,75,75,79,78,70,74,91,78,91,74,4
104,85,99,100,81,84,95,79,84,75,82,78,82,96,82,96,78,4
96,79,83,93,79,82,96,81,82,78,83,79,83,91,79,95,75,4
97,72,88,90,72,82,88,69,74,73,80,76,80,94,80,89,72,4
86,72,94,98,76,76,99,81,80,78,75,79,79,99,79,95,79,4
93,68,88,93,68,78,88,73,82,73,80,68,80,89,80,85,68,4
93,76,92,93,76,76,85,72,76,72,80,81,71,87,76,87,74,4
93,90,56,85,83,68,81,68,72,72,68,70,76,91,76,99,81,4
102,83,98,102,79,84,95,78,80,74,84,79,79,95,79,91,75,4
96,74,56,108,103,79,95,75,71,79,78,76,78,88,78,88,76,4
101,79,95,93,75,78,88,76,78,76,84,76,76,85,76,85,72,4
93,69,84,89,69,72,81,72,64,83,56,103,56,54,53,45,114,4
92,70,91,96,74,83,91,72,79,72,82,76,78,92,74,92,69,4
90,68,94,86,72,76,91,81,76,81,67,62,75,87,79,99,79,4
88,66,87,92,70,75,91,68,79,68,78,73,78,88,82,92,73,4
104,81,99,104,81,84,103,79,88,83,86,81,86,100,86,104,89,4
94,72,94,94,76,80,91,74,76,74,79,75,79,87,75,91,75,4
93,71,91,89,71,74,87,74,74,74,75,75,75,88,75,88,72,4
88,70,83,84,66,75,88,72,67,64,74,76,67,75,57,63,90,4
89,67,87,89,67,74,83,66,74,66,63,57,67,73,71,81,64,4
100,78,91,100,74,79,87,71,79,67,74,70,78,87,74,87,66,4
90,72,81,90,75,74,84,76,74,76,76,83,72,85,72,85,79,4
120,94,106,111,87,84,95,78,80,78,84,75,84,91,79,95,79,4
96,70,83,96,70,75,91,71,75,71,78,74,78,87,78,87,70,4
86,60,81,86,68,70,84,65,70,65,76,72,72,85,72,85,68,4
96,79,87,93,75,82,100,78,82,81,83,83,83,103,83,103,86,4
104,81,100,108,85,87,103,83,87,83,85,87,89,106,85,106,87,4
96,81,75,83,81,79,91,79,79,75,70,66,74,91,82,91,81,4
93,67,79,85,62,78,96,74,74,70,79,68,79,88,79,88,72,4
80,70,79,80,66,71,81,72,71,75,67,80,67,84,67,84,73,4
93,72,84,86,68,78,88,73,78,73,80,68,76,85,80,89,72,4
110,83,97,101,80,84,98,79,80,72,84,78,80,91,80,87,78,4
92,74,87,88,70,79,88,72,79,72,78,69,78,88,78,88,73,4
93,79,75,85,71,74,91,81,78,81,75,79,79,91,79,91,79,4
97,79,91,101,75,78,92,76,82,80,84,79,84,102,84,98,83,4
93,71,83,89,71,78,87,70,78,70,75,72,75,91,79,88,72,4
93,76,63,101,90,80,89,76,72,76,76,78,80,91,84,91,74,4
96,78,96,100,81,83,95,79,79,79,89,80,74,75,53,49,108,4
94,68,77,82,65,76,87,70,71,67,75,67,75,87,71,87,67,4
93,79,58,85,75,70,79,74,70,74,71,75,71,84,75,88,75,4
114,87,111,114,90,84,106,87,88,87,84,85,84,99,84,99,81,4
93,83,51,101,113,70,84,76,74,94,64,65,72,81,76,85,79,4
98,76,94,94,72,84,99,78,76,74,88,87,84,99,79,91,71,4
93,68,95,93,72,74,84,69,82,73,80,72,76,85,76,85,68,4
97,101,49,93,90,64,73,72,68,68,68,63,68,83,76,91,81,4
88,74,67,88,78,75,88,75,75,68,74,76,74,79,67,79,65,4
89,71,91,93,71,74,83,74,74,70,75,72,75,88,75,88,68,4
89,67,79,81,62,74,83,66,70,66,75,72,75,88,75,91,75,4
119,90,112,114,90,89,111,83,89,83,88,87,88,102,84,98,79,4
94,72,89,94,72,80,91,70,76,70,75,75,79,87,75,87,71,4
111,83,98,102,83,84,99,81,84,85,84,79,88,107,88,107,87,4
109,83,107,109,87,86,104,89,86,89,87,83,83,103,87,112,90,4
100,85,95,100,74,84,99,79,84,79,82,78,82,96,82,96,81,4
85,65,88,93,69,76,85,68,76,68,71,70,71,87,76,83,67,4
96,81,91,96,78,79,91,79,75,75,74,80,74,84,74,88,76,4
100,78,96,96,78,83,95,79,83,75,89,83,85,97,85,97,80,4
82,75,84,90,72,67,84,73,70,76,64,72,68,81,72,85,68,4
113,88,107,108,88,84,107,83,84,83,78,85,82,104,82,96,81,4
96,78,87,96,74,75,91,75,75,71,70,70,78,91,74,91,78,4
98,79,85,98,79,76,95,88,80,85,75,79,71,91,71,95,87,4
106,79,106,102,79,84,107,85,88,85,88,87,84,107,88,107,87,4
85,62,75,81,67,70,79,66,66,70,63,83,59,60,49,45,116,4
104,83,95,100,79,82,100,81,86,81,87,83,87,99,87,99,79,4
86,68,85,90,68,76,87,70,76,63,75,67,75,87,75,87,67,4
114,87,106,110,87,84,111,91,88,87,88,92,88,107,84,107,88,4
102,83,106,111,83,84,99,85,84,85,88,83,88,107,88,107,87,4
86,72,77,82,68,76,91,81,76,67,75,87,75,95,75,87,75,4
100,104,37,104,104,74,87,78,63,100,71,64,75,81,71,81,83,4
100,79,99,100,79,82,100,81,82,78,83,79,83,99,79,95,83,4
75,60,77,79,64,70,75,58,67,69,72,72,72,77,68,73,61,4
93,71,87,93,71,74,91,78,74,74,71,72,75,91,75,88,72,4
94,68,85,82,65,80,95,74,71,70,79,71,75,91,75,87,71,4
93,75,79,89,75,82,91,78,66,74,83,83,83,91,71,63,75,4
102,83,40,115,116,80,95,74,64,96,84,79,84,95,71,83,79,4
97,72,88,97,72,78,88,69,78,73,72,72,76,89,80,94,72,4
82,61,77,74,61,76,87,70,71,59,75,67,75,83,71,83,67,4
85,67,79,89,71,66,79,70,70,66,67,72,71,81,71,81,75,4
89,73,84,89,76,68,81,68,72,68,71,70,76,87,76,91,74,4
100,81,96,96,78,79,91,79,71,90,74,83,53,49,47,37,126,4
90,68,81,82,64,78,92,73,67,69,76,68,76,94,76,94,68,4
85,73,84,93,65,76,89,72,72,68,71,74,71,87,71,91,70,4
105,86,103,105,83,85,106,87,89,87,84,91,88,106,88,106,87,4
105,79,95,97,75,82,92,83,85,80,84,83,88,98,88,106,87,4
93,69,88,89,69,76,89,68,72,68,76,70,76,91,76,83,70,4
87,70,87,91,70,75,87,71,75,67,78,70,78,87,74,87,74,4
89,73,92,93,80,76,89,76,80,79,80,81,80,103,84,95,78,4
114,90,106,114,90,84,94,76,76,72,80,78,76,87,76,91,74,4
100,81,83,96,81,75,87,75,79,79,66,63,70,83,74,91,70,4
93,75,91,96,75,78,91,78,78,78,79,75,79,95,83,95,75,4
94,72,85,94,68,80,87,78,76,67,79,75,75,91,75,91,75,4
101,83,99,105,79,82,97,83,85,83,84,83,84,98,84,102,83,4
96,74,87,96,81,75,79,71,75,71,66,70,70,79,70,79,66,4
104,81,99,108,85,88,107,83,88,87,86,85,86,104,86,109,89,4
109,87,99,100,79,82,100,81,78,70,87,83,79,88,71,84,64,4
82,65,67,78,69,76,85,76,72,72,71,81,80,99,80,95,81,4
92,70,87,88,70,75,88,68,71,64,70,65,67,75,63,71,62,4
104,81,100,104,81,87,99,83,87,83,82,83,82,97,82,97,83,4
109,79,95,100,79,86,104,85,86,81,83,86,83,103,87,103,83,4
82,68,73,78,61,76,83,67,68,67,75,83,75,87,71,79,67,4
100,81,103,96,81,84,99,79,84,79,82,78,82,100,82,96,78,4
82,62,75,78,58,72,85,72,72,68,76,81,76,91,76,83,67,4
101,75,95,105,79,82,92,80,82,83,84,83,84,98,88,98,87,4
81,67,79,85,67,70,79,70,66,70,71,83,67,84,71,81,72,4
100,75,91,100,75,78,96,81,82,78,83,79,79,91,71,73,90,4
79,67,83,83,70,71,79,67,63,67,74,89,70,87,70,79,70,4
105,80,88,97,73,80,98,76,80,72,88,85,84,99,76,87,74,4
86,68,89,90,76,76,91,74,76,70,71,71,71,79,71,68,62,4
113,87,107,109,83,86,109,81,86,85,92,94,92,108,83,108,86,4
100,75,95,100,79,74,91,70,78,74,83,72,83,91,79,91,72,4
90,76,85,94,76,76,91,70,76,70,71,67,71,68,67,72,58,4
93,68,91,93,72,82,88,73,78,73,80,72,80,94,80,89,68,4
100,79,99,100,79,82,96,78,82,81,83,75,83,95,83,99,83,4
87,70,83,87,67,71,87,67,71,62,78,66,74,83,70,83,66,4
94,72,94,94,68,80,87,70,80,74,79,71,79,91,75,91,71,4
90,72,85,94,72,68,83,67,68,67,71,62,71,79,67,75,62,4
89,73,88,85,73,76,98,76,76,76,80,78,76,95,71,87,74,4
74,65,81,86,72,68,83,70,68,67,71,67,63,75,67,79,67,4
96,74,83,96,74,75,88,72,75,72,74,76,74,88,70,88,65,4
118,88,103,104,85,84,99,79,79,79,86,85,86,104,86,104,81,4
111,91,106,111,87,88,107,88,84,88,84,87,84,107,84,103,83,4
90,72,85,90,76,76,87,74,76,78,79,75,84,95,79,95,79,4
88,74,87,96,70,75,88,72,79,68,82,69,74,88,74,84,69,4
105,83,92,101,80,76,89,87,76,79,68,96,71,87,71,91,81,4
96,71,91,96,71,74,87,70,78,66,75,68,79,88,75,84,68,4
93,75,77,93,79,78,88,80,78,76,76,72,76,85,80,89,76,4
105,80,92,97,76,84,102,79,84,79,80,81,84,99,80,99,81,4
89,69,84,85,62,76,94,68,68,65,80,70,80,95,71,87,70,4
100,81,91,96,78,79,91,75,79,79,78,76,82,92,82,92,83,4
87,63,83,83,67,71,83,67,67,62,78,70,78,96,74,87,70,4
98,76,94,98,76,71,87,70,71,67,75,67,71,87,71,79,62,4
94,76,89,94,76,76,83,70,68,63,71,62,67,72,67,72,58,4
91,70,83,87,63,67,79,67,67,62,66,59,70,79,70,83,66,4
80,66,83,92,74,71,84,72,71,72,67,73,70,84,74,88,73,4
92,70,87,88,66,75,88,72,71,72,74,76,74,84,70,88,69,4
89,73,84,89,73,72,89,76,76,76,76,74,76,91,76,83,70,4
100,74,95,100,74,84,95,79,79,75,82,78,82,91,74,79,81,4
94,72,89,90,68,68,83,67,68,63,71,62,67,75,71,75,62,4
98,79,85,90,72,80,99,81,76,74,84,79,84,95,79,87,75,4
89,73,84,89,69,76,85,68,76,68,71,70,71,87,76,87,70,4
108,85,95,100,85,88,95,83,84,79,86,89,82,96,82,96,81,4
96,81,91,100,78,75,91,79,79,79,67,62,70,84,78,88,76,4
104,81,99,104,78,79,99,79,79,79,63,55,63,67,70,83,70,4
84,63,75,76,63,71,84,68,63,64,74,69,78,92,67,88,69,4
108,85,99,104,81,88,99,83,84,79,82,81,82,100,86,100,81,4
93,76,92,93,73,80,94,72,80,72,84,78,80,99,80,95,74,4
90,68,85,86,68,76,83,70,71,70,75,71,75,83,75,87,71,4
97,72,91,97,72,82,92,76,78,73,84,76,80,94,80,89,72,4
