@relation 'coil2000-weka.filters.unsupervised.attribute.Remove-V-R1,10,17,19-22,24,26-30,38,41,43-44,51-52,56,60,63,68,71,76,78-81,85-86'

@attribute MOSTYPE numeric
@attribute MRELGE numeric
@attribute MOPLMIDD numeric
@attribute MBERHOOG numeric
@attribute MBERZELF numeric
@attribute MBERBOER numeric
@attribute MBERMIDD numeric
@attribute MBERARBO numeric
@attribute MSKB1 numeric
@attribute MSKB2 numeric
@attribute MSKC numeric
@attribute MSKD numeric
@attribute MHHUUR numeric
@attribute MINK3045 numeric
@attribute MINK123M numeric
@attribute MKOOPKLA numeric
@attribute PWAPART numeric
@attribute PAANHANG numeric
@attribute PTRACTOR numeric
@attribute PPERSONG numeric
@attribute PZEILPL numeric
@attribute PINBOED numeric
@attribute APERSAUT numeric
@attribute AVRAAUT numeric
@attribute ALEVEN numeric
@attribute AGEZONG numeric
@attribute AWAOREG numeric
@attribute ABRAND numeric
@attribute AZEILPL numeric
@attribute ABYSTAND numeric
@attribute CARAVAN {0,1}

@data
34,7,1,5,0,0,2,2,1,5,4,0,2,4,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,9,4,2,0,0,3,5,4,1,3,0,0,5,0,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32,5,3,2,1,0,3,3,2,2,3,2,5,5,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23,2,6,1,0,0,4,4,2,5,2,1,8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,7,1,0,0,0,2,3,0,1,7,2,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,9,4,2,0,0,6,2,2,3,4,0,6,4,0,5,2,1,0,0,0,0,1,0,2,0,0,1,0,0,0
38,3,1,1,0,0,1,5,1,1,4,4,8,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,6,5,3,0,5,1,1,1,5,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,3,2,0,0,2,4,0,2,4,3,9,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,6,2,0,0,0,0,9,0,2,2,5,5,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,2,4,0,1,2,2,1,1,3,2,5,3,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
6,8,5,4,0,1,4,0,2,3,2,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,4,2,0,0,4,3,3,1,4,1,9,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,8,4,2,1,2,2,1,1,3,4,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,6,1,0,0,0,4,5,1,1,5,3,9,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,3,4,5,0,1,3,1,3,2,0,0,7,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,5,3,0,0,2,0,5,3,0,6,0,0,3,0,4,0,0,4,0,0,0,1,0,0,0,1,1,0,0,0
13,7,5,1,0,0,6,2,2,4,3,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,3,3,2,0,2,2,2,1,5,3,1,2,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,0,0,0,0,2,4,0,0,7,2,9,4,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
32,5,3,2,1,1,3,3,2,1,4,2,2,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,2,1,1,1,2,2,1,2,5,1,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,3,4,2,0,2,1,2,2,2,2,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,4,1,0,0,5,2,3,0,4,3,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,2,4,1,0,1,1,7,1,1,7,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,2,2,0,0,2,2,1,1,6,0,9,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,5,3,1,1,2,2,1,2,3,4,1,3,4,1,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0
18,4,2,5,1,1,3,1,3,1,1,1,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,3,2,1,0,3,3,2,1,3,2,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,3,5,0,0,3,2,3,1,2,0,0,3,1,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9,7,5,2,0,0,4,2,2,4,2,1,8,4,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,8,3,2,0,0,3,1,3,1,4,1,5,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,2,1,1,1,2,2,1,2,5,1,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,7,5,2,1,0,4,3,3,2,4,1,4,6,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
19,3,3,0,0,0,5,2,4,0,3,0,4,0,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,5,4,2,0,4,3,0,1,4,2,2,3,3,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,1,0,0,0,1,1,3,0,1,3,6,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,5,4,1,1,1,4,2,2,3,4,1,2,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34,6,1,2,0,0,3,2,1,2,5,0,2,5,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,8,4,5,1,0,4,0,4,1,1,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37,6,4,1,0,1,6,2,3,3,2,1,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,5,3,0,0,2,0,5,3,0,6,0,0,3,0,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,5,2,0,0,2,3,4,1,3,3,3,7,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,2,1,0,2,1,2,1,2,4,3,5,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,2,4,2,0,0,3,3,2,2,5,1,8,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,7,2,0,2,0,2,2,0,4,5,0,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,7,4,0,0,0,6,0,4,0,5,0,2,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,6,3,2,1,0,3,2,1,2,5,2,5,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,7,5,2,0,0,4,3,3,1,4,2,9,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,3,2,1,1,2,3,1,1,5,2,5,4,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,7,2,4,0,0,0,4,0,2,2,3,1,3,0,5,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0
38,3,4,2,1,0,5,2,2,3,3,1,8,4,0,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23,1,5,2,0,0,4,3,3,3,3,0,9,3,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,7,0,2,0,0,4,3,0,5,3,3,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,7,3,5,1,0,2,1,2,1,2,0,2,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,2,4,2,0,0,2,4,1,2,5,1,7,3,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36,6,6,0,3,0,4,3,4,2,3,0,2,5,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31,6,3,0,0,0,3,4,2,0,7,0,9,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
33,5,3,1,0,2,0,3,1,3,4,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,9,9,0,0,0,9,0,9,0,0,0,9,9,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23,5,6,1,0,0,4,2,2,4,3,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,4,2,0,0,4,2,1,4,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,1,0,0,0,3,4,1,1,7,2,8,3,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,1,4,4,0,0,4,1,3,1,3,0,9,2,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10,9,3,6,2,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,5,3,1,1,2,2,1,2,3,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,2,1,0,0,0,6,3,1,3,5,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,6,3,1,1,1,3,2,2,3,4,1,5,4,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37,6,4,3,0,0,1,1,1,0,2,4,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,9,4,2,2,0,4,1,3,2,4,0,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,7,2,0,0,3,0,3,0,2,3,4,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,4,2,1,0,4,1,3,2,3,1,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,2,0,0,0,1,5,0,3,6,1,8,8,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8,7,4,1,0,2,4,1,2,2,4,0,2,4,0,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,4,3,1,0,1,3,3,1,3,3,3,7,4,0,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3,5,4,3,1,1,4,1,3,2,3,1,6,3,0,6,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0
36,5,2,0,0,0,5,4,0,4,3,3,9,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,7,3,4,0,0,3,2,2,3,3,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,6,1,2,0,0,3,2,1,2,5,0,2,5,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10,7,0,0,0,0,3,6,2,0,7,0,0,3,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,9,4,1,0,0,4,2,2,2,5,1,8,3,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,4,4,1,0,0,2,4,1,3,4,1,8,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,7,4,3,1,2,2,1,2,3,3,1,4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,4,0,5,4,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,7,3,0,0,0,3,4,1,2,5,2,7,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32,7,4,2,2,0,3,2,2,0,4,0,2,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,4,3,1,0,1,3,3,1,3,3,3,7,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,6,5,1,0,1,2,5,1,5,3,1,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,7,3,3,0,2,2,1,1,3,3,2,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,5,2,1,0,0,3,3,1,1,6,2,8,5,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31,6,2,1,0,0,2,3,1,1,4,4,7,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,6,0,0,0,0,2,7,0,0,0,9,9,2,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,9,1,1,0,0,4,5,1,0,4,5,4,4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,9,3,6,2,0,2,0,2,0,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,7,4,2,0,0,5,2,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,7,6,1,1,0,4,3,0,4,3,3,0,6,0,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
33,9,9,0,0,0,9,0,9,0,0,0,9,9,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0,3,0,0,0,6,3,4,2,2,2,7,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,5,9,0,0,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,1,5,2,0,0,4,3,3,3,3,0,9,3,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22,6,3,2,0,0,0,2,1,4,4,1,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,4,3,1,0,5,2,4,2,3,0,7,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,0,0,0,0,2,4,0,0,7,2,9,4,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24,3,8,1,0,0,5,2,2,6,2,0,2,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,8,3,1,2,1,3,2,0,1,7,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,2,8,0,0,0,1,0,0,0,0,0,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,6,3,2,0,1,3,2,1,2,5,1,5,4,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,7,2,0,2,0,2,2,0,4,5,0,2,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,5,3,1,1,2,2,1,2,3,4,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,5,3,1,1,0,3,2,2,2,5,1,6,4,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,7,4,3,1,0,4,1,2,3,3,0,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,7,5,2,1,0,4,2,3,4,1,1,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,6,0,2,1,1,3,2,4,5,0,0,3,9,0,5,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
23,2,5,1,0,0,2,5,2,4,4,1,8,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,3,2,0,0,0,3,5,0,2,4,4,9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,2,4,2,0,0,2,4,1,2,5,1,7,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,5,6,1,0,0,5,1,4,1,4,1,8,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7,3,1,0,0,7,1,3,2,5,0,0,4,0,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
33,6,3,1,1,1,3,2,2,3,4,1,5,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,7,2,1,0,1,3,4,1,2,6,1,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,7,2,0,2,0,2,2,0,4,5,0,2,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,6,2,1,0,1,4,4,2,2,5,2,2,4,0,3,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0
29,5,4,1,1,1,4,2,2,3,4,1,2,3,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32,7,3,2,1,1,2,3,1,1,5,2,5,4,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,5,2,2,0,0,2,2,1,1,6,0,9,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,7,2,1,0,0,5,3,1,4,3,2,4,4,0,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12,9,7,1,1,0,8,1,2,2,5,0,5,6,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,4,3,1,1,3,2,2,2,4,1,4,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,5,4,2,0,2,1,4,0,5,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,4,1,0,0,6,3,3,4,2,0,9,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,8,2,3,1,1,2,1,1,1,5,1,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7,3,8,1,0,0,0,0,2,0,0,0,2,1,8,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10,9,5,5,0,0,1,3,2,5,2,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,3,0,0,0,2,2,2,2,6,0,0,5,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9,6,4,1,1,0,3,4,2,2,5,1,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,9,2,1,0,0,3,2,1,1,6,1,5,4,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
33,9,4,0,0,0,2,3,2,2,5,2,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,7,4,0,0,0,9,0,4,1,5,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,7,4,3,1,1,2,1,2,4,3,0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,4,3,1,0,1,2,4,2,2,5,1,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,4,4,2,1,0,3,2,2,3,3,1,8,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,9,5,7,0,0,2,0,4,0,2,0,0,3,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,5,2,3,0,0,2,4,1,3,4,1,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,4,2,0,0,4,2,1,4,3,1,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,9,6,2,5,0,2,0,2,4,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7,1,0,2,0,1,5,0,0,7,0,4,6,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32,5,3,2,0,0,4,2,3,0,5,2,7,2,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31,6,2,1,0,0,2,3,1,1,4,4,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,5,7,0,0,1,1,3,3,2,1,6,1,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,8,3,5,1,0,2,1,2,1,3,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,5,2,0,0,0,5,4,0,4,3,3,9,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,7,4,3,1,1,4,1,3,2,2,1,1,4,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,7,3,0,0,0,4,3,0,3,3,0,3,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
27,5,5,5,0,0,4,0,4,1,0,1,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,7,6,3,1,1,2,1,1,4,4,0,3,2,1,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
33,5,1,1,0,0,2,5,1,1,4,4,7,3,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1
33,7,2,1,0,1,3,4,1,2,6,1,5,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,9,0,0,0,0,2,4,0,0,7,2,9,4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,8,4,2,1,2,2,1,1,3,4,0,1,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,1,1,0,0,1,5,1,1,4,5,9,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5,2,1,0,1,3,3,1,2,5,1,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,3,4,4,0,0,4,2,1,5,1,3,9,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,2,7,1,0,0,4,4,1,5,4,0,8,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,7,2,0,0,0,2,3,1,1,6,3,8,5,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,4,5,1,0,0,5,4,2,4,4,0,9,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,4,3,1,0,1,2,4,2,2,5,1,5,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,7,5,6,1,0,2,1,0,2,2,0,6,4,0,4,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0
33,7,3,3,0,1,2,1,2,1,3,2,2,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,9,3,4,0,0,5,0,2,3,2,0,0,5,0,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
40,9,0,0,0,5,0,4,0,5,4,0,0,1,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8,6,4,2,2,0,6,0,1,5,2,0,9,0,2,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
33,7,2,0,0,0,3,0,1,1,6,2,4,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,7,5,3,1,0,4,2,3,3,2,1,3,3,1,6,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0
9,7,7,0,0,0,7,2,3,5,2,0,9,5,0,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,6,1,1,1,1,3,2,2,2,5,1,3,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,6,4,2,1,1,3,2,2,2,4,1,3,2,1,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37,3,2,0,0,0,4,0,0,2,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,1,1,0,0,1,5,1,1,4,4,8,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,5,4,3,1,0,3,0,2,1,4,0,8,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,7,0,0,0,0,0,4,0,0,6,3,5,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
38,7,6,2,0,0,4,4,2,4,2,0,6,1,0,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9,6,4,1,1,0,3,4,2,2,5,1,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,0,0,0,0,2,4,0,0,7,2,9,4,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39,9,4,0,0,3,0,0,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,7,2,1,0,3,2,3,2,3,4,1,4,5,0,5,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0
39,5,3,1,1,0,3,2,2,2,5,1,6,4,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,9,5,7,0,0,2,0,0,2,0,0,0,2,0,8,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0
4,5,4,3,1,1,3,2,2,2,4,1,4,2,0,6,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0
36,7,5,1,0,0,3,4,1,4,4,0,2,5,0,3,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0
33,5,4,0,0,0,5,0,3,0,6,0,7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,7,4,0,5,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,7,2,0,0,0,3,0,1,1,6,2,4,4,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
41,8,2,1,0,4,1,5,2,3,4,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,5,6,1,0,2,1,2,4,1,1,3,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,7,0,2,0,0,3,2,0,0,9,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,7,7,0,0,0,7,2,3,5,2,0,9,5,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
39,5,3,0,0,2,0,5,3,0,6,0,0,3,0,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
25,5,0,0,0,0,9,0,5,0,0,4,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,3,1,1,0,0,1,7,0,2,2,5,8,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,5,4,5,0,0,4,0,2,2,0,0,4,3,0,7,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0
3,9,4,2,0,0,3,4,0,3,4,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,5,1,0,0,0,2,1,1,1,8,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7,4,3,0,0,4,1,3,3,2,0,2,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,6,2,2,0,0,3,2,0,0,7,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,3,2,0,0,0,2,1,4,4,1,4,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,7,4,0,0,0,4,3,2,2,3,3,7,4,0,5,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0
35,7,2,1,0,3,2,3,2,3,4,1,4,5,0,5,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0
12,9,3,0,0,0,7,2,2,0,6,2,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,9,5,6,1,0,3,0,5,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
24,4,3,1,0,1,3,3,1,3,3,3,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,6,4,3,0,0,1,1,1,0,2,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,5,5,0,0,1,3,2,5,2,0,0,2,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,9,0,4,0,3,0,3,0,4,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,3,1,0,1,3,3,1,3,3,3,7,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,9,5,0,0,0,9,0,4,0,5,0,0,9,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,4,3,1,0,1,3,3,1,3,3,3,7,4,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,5,3,6,0,0,3,0,2,4,0,2,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
