@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,3,6-8,10,12,14,19,21,25-28,30-32,40-41'

@attribute A1 numeric
@attribute A3 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A19 numeric
@attribute A21 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.142,-0.228,-0.227,-0.509,-0.289,-0.277,-0.317,-0.617,-0.138,-1.142,-0.467,-0.219,-0.452,-0.57,-1.02,-1.142,-0.534,-0.585,7
-1.184,-0.19,-0.266,-0.401,-0.255,-0.206,-0.303,-0.614,-0.142,-1.184,-0.482,-0.225,-0.497,-0.603,-1.063,-1.184,-0.52,-0.582,7
-1.215,-0.405,-0.336,-0.444,-0.345,-0.382,-0.342,-0.591,-0.169,-1.215,-0.447,-0.149,-0.504,-0.602,-1.064,-1.215,-0.59,-0.76,7
-1.108,-0.359,-0.285,-0.504,-0.344,-0.348,-0.257,-0.573,-0.185,-1.108,-0.474,-0.214,-0.571,-0.603,-1.284,-1.108,-0.598,-0.711,7
-1.193,-0.305,-0.24,-0.437,-0.282,-0.306,-0.306,-0.623,-0.155,-1.193,-0.486,-0.23,-0.511,-0.617,-1.056,-1.193,-0.577,-0.601,7
-1.142,-0.404,-0.344,-0.486,-0.329,-0.405,-0.343,-0.589,-0.19,-1.142,-0.494,-0.207,-0.477,-0.602,-1.109,-1.142,-0.493,-0.737,7
-1.222,-0.031,-0.046,-0.301,-0.046,0.021,-0.419,-0.554,-0.197,-1.222,-0.525,-0.431,-0.831,-0.627,-0.798,-1.222,-0.532,-0.084,6
-1.03,-0.148,-0.063,-0.459,-0.242,-0.05,-0.407,-0.546,-0.281,-1.03,-0.33,-0.255,-0.575,-0.418,-0.708,-1.03,-0.501,-0.246,6
-1.097,-0.131,-0.072,-0.45,-0.256,-0.117,-0.391,-0.529,-0.267,-1.097,-0.406,-0.33,-0.632,-0.475,-0.755,-1.097,-0.54,-0.282,6
-1.188,-0.053,-0.013,-0.34,-0.094,-0.028,-0.376,-0.545,-0.201,-1.188,-0.496,-0.416,-0.811,-0.602,-0.794,-1.188,-0.51,-0.06,6
-1.331,-0.193,-0.056,-0.519,-0.242,-0.196,-0.472,-0.587,-0.257,-1.331,-0.491,-0.313,-0.752,-0.603,-0.873,-1.331,-0.642,-0.252,6
-1.262,-0.342,-0.16,-0.623,-0.359,-0.231,-0.583,-0.604,-0.361,-1.262,-0.473,-0.324,-0.754,-0.568,-0.817,-1.262,-0.69,-0.392,6
-1.133,-0.453,-0.169,-0.534,-0.374,-0.336,-0.513,-0.574,-0.36,-1.133,-0.442,-0.32,-0.696,-0.515,-0.77,-1.133,-0.603,-0.39,6
-1.139,-0.27,-0.026,-0.534,-0.241,-0.173,-0.462,-0.53,-0.297,-1.139,-0.422,-0.314,-0.66,-0.505,-0.732,-1.139,-0.607,-0.302,6
-1.183,-0.193,-0.028,-0.497,-0.235,-0.167,-0.459,-0.543,-0.286,-1.183,-0.442,-0.306,-0.744,-0.545,-0.793,-1.183,-0.612,-0.249,6
-1.126,-0.383,-0.171,-0.657,-0.435,-0.245,-0.532,-0.603,-0.357,-1.126,-0.336,-0.27,-0.594,-0.409,-0.677,-1.126,-0.655,-0.373,6
-1.057,-0.176,-0.095,-0.51,-0.27,-0.095,-0.444,-0.56,-0.278,-1.057,-0.4,-0.311,-0.613,-0.471,-0.743,-1.057,-0.544,-0.262,6
-1.206,-0.189,-0.099,-0.597,-0.325,-0.149,-0.53,-0.603,-0.341,-1.206,-0.472,-0.31,-0.69,-0.591,-0.829,-1.206,-0.647,-0.373,6
-1.108,-0.144,-0.063,-0.454,-0.173,-0.122,-0.361,-0.52,-0.242,-1.108,-0.396,-0.262,-0.688,-0.501,-0.777,-1.108,-0.558,-0.213,6
-1.196,-0.402,-0.162,-0.72,-0.455,-0.249,-0.579,-0.617,-0.385,-1.196,-0.31,-0.204,-0.588,-0.454,-0.741,-1.196,-0.67,-0.431,6
-1.216,-0.386,-0.124,-0.555,-0.334,-0.285,-0.532,-0.573,-0.312,-1.216,-0.437,-0.305,-0.728,-0.52,-0.767,-1.216,-0.632,-0.346,6
-1.155,-0.318,-0.067,-0.506,-0.297,-0.152,-0.478,-0.543,-0.318,-1.155,-0.415,-0.298,-0.64,-0.524,-0.804,-1.155,-0.569,-0.215,6
-1.193,-0.331,0.011,-0.466,-0.243,-0.185,-0.436,-0.49,-0.259,-1.193,-0.385,-0.28,-0.739,-0.514,-0.765,-1.193,-0.59,-0.208,6
-1.081,-0.387,-0.119,-0.507,-0.338,-0.254,-0.47,-0.555,-0.294,-1.081,-0.386,-0.255,-0.612,-0.456,-0.744,-1.081,-0.538,-0.295,6
-1.25,-0.267,-0.114,-0.618,-0.304,-0.116,-0.545,-0.592,-0.305,-1.25,-0.398,-0.272,-0.704,-0.485,-0.759,-1.25,-0.613,-0.254,6
-1.176,-0.064,-0.001,-0.33,-0.097,0.036,-0.392,-0.528,-0.187,-1.176,-0.487,-0.357,-0.769,-0.581,-0.814,-1.176,-0.53,-0.129,6
-1.134,-0.158,-0.016,-0.413,-0.202,-0.039,-0.46,-0.548,-0.288,-1.134,-0.491,-0.339,-0.67,-0.56,-0.823,-1.134,-0.534,-0.287,6
-1.261,-0.233,-0.056,-0.503,-0.241,-0.162,-0.497,-0.566,-0.253,-1.261,-0.456,-0.27,-0.742,-0.582,-0.847,-1.261,-0.604,-0.258,6
-1.215,-0.353,-0.08,-0.574,-0.328,-0.262,-0.52,-0.572,-0.318,-1.215,-0.466,-0.321,-0.72,-0.553,-0.871,-1.215,-0.68,-0.378,6
-1.159,-0.174,-0.009,-0.543,-0.207,-0.048,-0.501,-0.562,-0.317,-1.159,-0.465,-0.293,-0.631,-0.536,-0.852,-1.159,-0.598,-0.238,6
-1.086,-0.214,-0.012,-0.459,-0.197,-0.057,-0.416,-0.569,-0.251,-1.086,-0.423,-0.3,-0.661,-0.511,-0.728,-1.086,-0.585,-0.199,6
-1.097,-0.048,-0.018,-0.409,-0.159,0.074,-0.393,-0.553,-0.223,-1.097,-0.268,-0.203,-0.581,-0.383,-0.596,-1.097,-0.5,-0.092,6
-1.18,-0.395,-0.063,-0.447,-0.22,-0.242,-0.418,-0.537,-0.275,-1.18,-0.47,-0.343,-0.777,-0.591,-0.839,-1.18,-0.633,-0.311,6
-1.224,-0.206,-0.062,-0.49,-0.221,-0.116,-0.471,-0.579,-0.274,-1.224,-0.475,-0.341,-0.761,-0.578,-0.776,-1.224,-0.591,-0.175,6
-1.216,-0.087,-0.08,-0.53,-0.251,-0.033,-0.51,-0.554,-0.291,-1.216,-0.478,-0.371,-0.751,-0.572,-0.784,-1.216,-0.6,-0.248,6
-1.193,-0.406,-0.163,-0.65,-0.399,-0.297,-0.565,-0.622,-0.414,-1.193,-0.5,-0.383,-0.729,-0.563,-0.8,-1.193,-0.702,-0.37,6
-1.211,-0.406,-0.151,-0.648,-0.418,-0.281,-0.567,-0.615,-0.344,-1.211,-0.456,-0.345,-0.722,-0.552,-0.814,-1.211,-0.678,-0.392,6
-1.126,-0.117,-0.075,-0.468,-0.197,0.001,-0.453,-0.564,-0.302,-1.126,-0.427,-0.364,-0.685,-0.521,-0.733,-1.126,-0.544,-0.187,6
-1.209,-0.134,-0.025,-0.499,-0.138,-0.098,-0.44,-0.548,-0.223,-1.209,-0.417,-0.297,-0.715,-0.517,-0.733,-1.209,-0.607,-0.254,6
-1.073,-0.394,-0.114,-0.576,-0.388,-0.288,-0.534,-0.58,-0.383,-1.073,-0.369,-0.291,-0.621,-0.494,-0.72,-1.073,-0.587,-0.385,6
-1.198,-0.493,-0.207,-0.684,-0.446,-0.365,-0.524,-0.558,-0.333,-1.198,-0.295,-0.202,-0.618,-0.443,-0.792,-1.198,-0.655,-0.408,6
-1.182,-0.287,0.001,-0.477,-0.234,-0.155,-0.44,-0.492,-0.264,-1.182,-0.383,-0.283,-0.729,-0.499,-0.777,-1.182,-0.605,-0.252,6
-1.024,-0.236,-0.102,-0.547,-0.302,-0.147,-0.464,-0.558,-0.319,-1.024,-0.263,-0.162,-0.508,-0.385,-0.644,-1.024,-0.477,-0.209,6
-1.178,-0.21,-0.01,-0.506,-0.249,-0.183,-0.476,-0.558,-0.289,-1.178,-0.403,-0.292,-0.706,-0.502,-0.762,-1.178,-0.609,-0.255,6
-1.159,-0.151,-0.051,-0.495,-0.229,-0.124,-0.444,-0.538,-0.259,-1.159,-0.441,-0.308,-0.714,-0.53,-0.748,-1.159,-0.575,-0.15,6
-1.07,-0.221,-0.045,-0.478,-0.245,-0.165,-0.442,-0.538,-0.31,-1.07,-0.371,-0.285,-0.613,-0.442,-0.678,-1.07,-0.566,-0.153,6
-1.034,-0.331,-0.045,-0.493,-0.33,-0.234,-0.428,-0.512,-0.321,-1.034,-0.266,-0.205,-0.542,-0.393,-0.643,-1.034,-0.502,-0.309,6
-1.264,-0.452,-0.115,-0.672,-0.4,-0.388,-0.564,-0.574,-0.366,-1.264,-0.376,-0.245,-0.705,-0.481,-0.71,-1.264,-0.68,-0.354,6
-1.208,-0.206,-0.051,-0.592,-0.281,-0.111,-0.489,-0.547,-0.296,-1.208,-0.399,-0.253,-0.679,-0.508,-0.74,-1.208,-0.604,-0.267,6
-1.212,-0.053,-0.05,-0.426,-0.143,0.013,-0.393,-0.511,-0.215,-1.212,-0.492,-0.373,-0.738,-0.591,-0.8,-1.212,-0.537,-0.177,6
-1.2,-0.332,-0.098,-0.536,-0.309,-0.188,-0.514,-0.579,-0.318,-1.2,-0.455,-0.355,-0.743,-0.59,-0.847,-1.2,-0.614,-0.346,6
-1.131,-0.093,-0.027,-0.53,-0.161,-0.043,-0.478,-0.568,-0.26,-1.131,-0.343,-0.232,-0.602,-0.437,-0.68,-1.131,-0.587,-0.262,6
-1.151,-0.367,-0.087,-0.465,-0.229,-0.247,-0.43,-0.534,-0.301,-1.151,-0.447,-0.331,-0.745,-0.564,-0.848,-1.151,-0.603,-0.312,6
-1.226,-0.421,-0.135,-0.578,-0.399,-0.324,-0.566,-0.588,-0.38,-1.226,-0.428,-0.346,-0.738,-0.537,-0.788,-1.226,-0.653,-0.416,6
-1.122,-0.424,-0.143,-0.605,-0.361,-0.318,-0.511,-0.582,-0.278,-1.122,-0.333,-0.214,-0.606,-0.416,-0.689,-1.122,-0.592,-0.299,6
-1.254,-0.374,-0.047,-0.545,-0.297,-0.267,-0.576,-0.597,-0.357,-1.254,-0.528,-0.406,-0.818,-0.642,-0.838,-1.254,-0.661,-0.323,6
-1.116,-0.494,-0.188,-0.628,-0.357,-0.492,-0.696,-0.676,-0.581,-1.116,-0.462,-0.405,-0.697,-0.537,-0.731,-1.116,-0.618,-0.54,8
-0.725,-0.549,-0.092,-0.427,-0.301,-0.445,-0.49,-0.545,-0.361,-0.725,-0.267,-0.235,-0.496,-0.36,-0.598,-0.725,-0.406,-0.35,8
-0.646,-0.233,-0.011,-0.237,-0.122,-0.263,-0.319,-0.339,-0.341,-0.646,-0.26,-0.164,-0.282,-0.265,-0.466,-0.646,-0.299,-0.376,8
-1.194,-0.49,-0.161,-0.6,-0.394,-0.497,-0.682,-0.649,-0.467,-1.194,-0.414,-0.308,-0.733,-0.512,-0.628,-1.194,-0.66,-0.448,8
-0.548,-0.577,-0.12,-0.338,-0.265,-0.508,-0.35,-0.448,-0.325,-0.548,-0.132,-0.116,-0.329,-0.212,-0.488,-0.548,-0.336,-0.287,8
-0.88,-0.397,-0.013,-0.413,-0.231,-0.385,-0.507,-0.505,-0.353,-0.88,-0.422,-0.336,-0.552,-0.439,-0.572,-0.88,-0.468,-0.458,8
-0.767,-0.523,0.039,-0.227,-0.285,-0.364,-0.463,-0.488,-0.331,-0.767,-0.275,-0.196,-0.447,-0.341,-0.604,-0.767,-0.248,-0.284,8
-0.154,0.03,0.255,-0.025,0.085,-0.143,-0.018,-0.14,-0.245,-0.154,-0.333,-0.304,-0.129,-0.302,-0.617,-0.154,-0.085,-0.535,8
-1.059,-0.355,-0.043,-0.459,-0.276,-0.428,-0.596,-0.575,-0.376,-1.059,-0.378,-0.25,-0.653,-0.448,-0.565,-1.059,-0.516,-0.45,8
-0.563,-0.189,0.013,-0.196,-0.085,-0.223,-0.284,-0.337,-0.359,-0.563,-0.275,-0.224,-0.258,-0.273,-0.47,-0.563,-0.264,-0.458,8
-1.104,-0.667,-0.114,-0.497,-0.406,-0.565,-0.742,-0.686,-0.484,-1.104,-0.465,-0.328,-0.716,-0.539,-0.754,-1.104,-0.529,-0.453,8
-1.082,-0.489,-0.084,-0.474,-0.256,-0.443,-0.595,-0.603,-0.414,-1.082,-0.358,-0.263,-0.653,-0.464,-0.565,-1.082,-0.562,-0.36,8
-0.942,-0.42,-0.056,-0.371,-0.251,-0.401,-0.502,-0.515,-0.35,-0.942,-0.332,-0.234,-0.553,-0.405,-0.597,-0.942,-0.447,-0.228,8
-1.028,-0.465,-0.105,-0.529,-0.319,-0.47,-0.568,-0.529,-0.426,-1.028,-0.354,-0.308,-0.548,-0.374,-0.681,-1.028,-0.485,-0.398,8
-0.938,-0.278,-0.056,-0.417,-0.185,-0.323,-0.489,-0.471,-0.334,-0.938,-0.375,-0.292,-0.543,-0.429,-0.569,-0.938,-0.494,-0.41,8
-1.089,-0.454,-0.041,-0.47,-0.237,-0.444,-0.565,-0.579,-0.372,-1.089,-0.334,-0.265,-0.646,-0.446,-0.571,-1.089,-0.567,-0.349,8
-1.008,-0.485,-0.152,-0.491,-0.357,-0.409,-0.655,-0.649,-0.501,-1.008,-0.418,-0.313,-0.648,-0.501,-0.68,-1.008,-0.515,-0.468,8
-1.062,-0.537,-0.092,-0.564,-0.386,-0.623,-0.55,-0.565,-0.397,-1.062,-0.309,-0.231,-0.577,-0.41,-0.544,-1.062,-0.574,-0.352,8
-0.929,-0.234,0.021,-0.359,-0.154,-0.278,-0.479,-0.473,-0.332,-0.929,-0.458,-0.361,-0.553,-0.472,-0.633,-0.929,-0.448,-0.467,8
-0.897,-0.289,-0.025,-0.379,-0.173,-0.283,-0.503,-0.505,-0.339,-0.897,-0.273,-0.188,-0.452,-0.307,-0.459,-0.897,-0.395,-0.303,8
-0.597,-0.356,-0.066,-0.125,-0.135,-0.318,-0.366,-0.424,-0.479,-0.597,-0.229,-0.202,-0.324,-0.28,-0.477,-0.597,-0.193,-0.355,8
-1.088,-0.299,-0.052,-0.474,-0.239,-0.268,-0.642,-0.617,-0.363,-1.088,-0.492,-0.41,-0.731,-0.551,-0.678,-1.088,-0.539,-0.313,8
-1.147,-0.634,-0.108,-0.51,-0.415,-0.579,-0.746,-0.701,-0.525,-1.147,-0.484,-0.375,-0.77,-0.579,-0.718,-1.147,-0.582,-0.446,8
-1.083,-0.599,-0.214,-0.597,-0.419,-0.647,-0.695,-0.673,-0.527,-1.083,-0.477,-0.367,-0.689,-0.541,-0.645,-1.083,-0.619,-0.42,8
-1.079,-0.495,-0.194,-0.591,-0.39,-0.522,-0.697,-0.67,-0.502,-1.079,-0.466,-0.332,-0.682,-0.553,-0.715,-1.079,-0.618,-0.482,8
-0.939,-0.481,-0.142,-0.571,-0.363,-0.581,-0.584,-0.6,-0.433,-0.939,-0.452,-0.324,-0.645,-0.512,-0.682,-0.939,-0.529,-0.384,8
-1.17,-0.599,-0.121,-0.515,-0.372,-0.481,-0.764,-0.719,-0.529,-1.17,-0.562,-0.471,-0.775,-0.625,-0.794,-1.17,-0.582,-0.405,8
-0.891,-0.375,-0.052,-0.335,-0.216,-0.256,-0.579,-0.566,-0.345,-0.891,-0.387,-0.272,-0.573,-0.424,-0.552,-0.891,-0.373,-0.28,8
-0.963,-0.455,-0.088,-0.375,-0.248,-0.362,-0.552,-0.543,-0.371,-0.963,-0.365,-0.251,-0.531,-0.407,-0.663,-0.963,-0.432,-0.292,8
-0.882,-0.278,-0.021,-0.438,-0.182,-0.356,-0.461,-0.477,-0.424,-0.882,-0.312,-0.288,-0.483,-0.382,-0.597,-0.882,-0.401,-0.304,8
-0.748,-0.387,-0.145,-0.387,-0.284,-0.32,-0.465,-0.491,-0.46,-0.748,-0.346,-0.238,-0.351,-0.343,-0.54,-0.748,-0.413,-0.501,8
-1.129,-0.404,-0.134,-0.589,-0.35,-0.407,-0.702,-0.669,-0.501,-1.129,-0.474,-0.36,-0.723,-0.529,-0.663,-1.129,-0.646,-0.532,8
-0.293,-0.101,0.229,-0.182,-0.041,-0.176,-0.137,-0.227,-0.313,-0.293,-0.358,-0.359,-0.145,-0.321,-0.702,-0.293,-0.162,-0.502,8
-0.036,-0.278,-0.021,-0.028,-0.192,-0.324,-0.094,-0.245,-0.314,-0.036,-0.241,-0.261,-0.063,-0.241,-0.691,-0.036,-0.034,-0.531,8
-0.899,-0.23,-0.08,-0.347,-0.216,-0.146,-0.547,-0.594,-0.342,-0.899,-0.427,-0.323,-0.612,-0.473,-0.653,-0.899,-0.401,-0.199,8
-1.048,-0.605,-0.142,-0.513,-0.392,-0.524,-0.681,-0.643,-0.448,-1.048,-0.4,-0.287,-0.661,-0.489,-0.628,-1.048,-0.536,-0.289,8
-1.124,-0.291,-0.054,-0.523,-0.263,-0.321,-0.641,-0.607,-0.403,-1.124,-0.435,-0.313,-0.67,-0.505,-0.6,-1.124,-0.621,-0.417,8
-0.913,-0.504,-0.193,-0.449,-0.349,-0.432,-0.581,-0.597,-0.497,-0.913,-0.413,-0.317,-0.502,-0.432,-0.606,-0.913,-0.496,-0.542,8
-0.793,-0.308,-0.092,-0.338,-0.206,-0.37,-0.404,-0.427,-0.377,-0.793,-0.231,-0.219,-0.361,-0.237,-0.541,-0.793,-0.336,-0.302,8
-1.199,-0.425,-0.125,-0.599,-0.332,-0.425,-0.726,-0.667,-0.471,-1.199,-0.523,-0.41,-0.791,-0.606,-0.757,-1.199,-0.66,-0.56,8
-0.704,-0.252,0.11,-0.284,-0.098,-0.217,-0.389,-0.39,-0.348,-0.704,-0.324,-0.265,-0.388,-0.331,-0.515,-0.704,-0.357,-0.393,8
-1.157,-0.555,-0.124,-0.534,-0.377,-0.485,-0.74,-0.713,-0.498,-1.157,-0.462,-0.364,-0.748,-0.553,-0.687,-1.157,-0.607,-0.464,8
-1.134,-0.443,-0.05,-0.543,-0.311,-0.436,-0.68,-0.624,-0.415,-1.134,-0.541,-0.433,-0.732,-0.574,-0.719,-1.134,-0.597,-0.433,8
-1.065,-0.532,-0.215,-0.622,-0.416,-0.468,-0.765,-0.742,-0.591,-1.065,-0.528,-0.425,-0.775,-0.613,-0.771,-1.065,-0.625,-0.504,8
-1.027,-0.49,-0.149,-0.505,-0.344,-0.498,-0.667,-0.658,-0.472,-1.027,-0.329,-0.231,-0.605,-0.433,-0.55,-1.027,-0.533,-0.332,8
-1.114,-0.514,-0.05,-0.543,-0.359,-0.602,-0.555,-0.564,-0.392,-1.114,-0.394,-0.32,-0.69,-0.504,-0.657,-1.114,-0.64,-0.38,8
-0.74,-0.551,-0.043,-0.278,-0.35,-0.398,-0.474,-0.519,-0.335,-0.74,-0.272,-0.216,-0.471,-0.342,-0.609,-0.74,-0.239,-0.272,8
-1.148,-0.351,-0.074,-0.527,-0.317,-0.413,-0.626,-0.59,-0.37,-1.148,-0.398,-0.289,-0.691,-0.474,-0.638,-1.148,-0.598,-0.355,8
-1.131,-0.491,-0.103,-0.504,-0.367,-0.504,-0.651,-0.628,-0.397,-1.131,-0.361,-0.231,-0.645,-0.425,-0.576,-1.131,-0.566,-0.311,8
-0.613,-0.383,-0.133,-0.317,-0.298,-0.323,-0.402,-0.449,-0.488,-0.613,-0.385,-0.279,-0.312,-0.366,-0.626,-0.613,-0.339,-0.451,8
-1.233,-1.118,-0.328,-0.729,-0.659,-1.054,-0.869,-0.84,-0.843,-1.233,-0.921,-0.86,-1.092,-0.972,-0.969,-1.233,-0.81,-0.966,12
-1.308,-1.133,-0.377,-0.841,-0.722,-1.125,-0.918,-0.871,-0.814,-1.308,-0.922,-0.879,-1.133,-0.985,-1.074,-1.308,-0.893,-1.028,12
-1.201,-1.216,-0.413,-0.719,-0.727,-1.037,-0.909,-0.87,-0.902,-1.201,-0.971,-0.943,-1.095,-1.011,-1.079,-1.201,-0.76,-1.033,12
-1.173,-1.187,-0.412,-0.717,-0.702,-1.098,-0.811,-0.783,-0.806,-1.173,-0.848,-0.83,-1.028,-0.906,-0.982,-1.173,-0.77,-1.022,12
-1.214,-1.266,-0.39,-0.72,-0.754,-1.087,-0.894,-0.842,-0.87,-1.214,-0.992,-0.942,-1.084,-1.005,-1.021,-1.214,-0.796,-1.046,12
-1.196,-1.204,-0.426,-0.712,-0.74,-1.106,-0.847,-0.829,-0.851,-1.196,-0.869,-0.815,-1.042,-0.915,-0.955,-1.196,-0.761,-1.014,12
-1.141,-1.098,-0.352,-0.686,-0.646,-1.082,-0.777,-0.763,-0.773,-1.141,-0.847,-0.814,-0.989,-0.88,-0.931,-1.141,-0.767,-1.036,12
-1.17,-1.172,-0.406,-0.714,-0.713,-1.114,-0.85,-0.844,-0.908,-1.17,-0.925,-0.89,-1.043,-0.952,-0.97,-1.17,-0.761,-0.998,12
-1.147,-1.067,-0.372,-0.734,-0.681,-1.162,-0.752,-0.743,-0.772,-1.147,-0.797,-0.763,-0.99,-0.854,-0.912,-1.147,-0.763,-0.93,12
-1.238,-1.141,-0.346,-0.746,-0.716,-1.101,-0.876,-0.828,-0.831,-1.238,-0.932,-0.857,-1.087,-0.977,-0.982,-1.238,-0.825,-0.973,12
-1.192,-1.174,-0.395,-0.752,-0.72,-1.114,-0.863,-0.831,-0.88,-1.192,-0.962,-0.912,-1.049,-0.984,-0.996,-1.192,-0.822,-1.023,12
-1.166,-1.206,-0.415,-0.718,-0.715,-1.182,-0.81,-0.797,-0.848,-1.166,-0.857,-0.815,-1.016,-0.897,-0.916,-1.166,-0.79,-1.043,12
-1.197,-1.088,-0.265,-0.702,-0.659,-1.212,-0.789,-0.768,-0.819,-1.197,-0.964,-0.932,-1.077,-0.994,-1.016,-1.197,-0.814,-0.994,12
-1.135,-1.202,-0.307,-0.65,-0.678,-1.129,-0.79,-0.781,-0.814,-1.135,-0.851,-0.823,-1.017,-0.897,-0.926,-1.135,-0.722,-0.94,12
-1.06,-1.162,-0.3,-0.632,-0.637,-1.147,-0.74,-0.73,-0.791,-1.06,-0.834,-0.776,-0.922,-0.85,-0.846,-1.06,-0.723,-0.99,12
-1.347,-1.135,-0.404,-0.864,-0.771,-1.179,-0.924,-0.868,-0.863,-1.347,-0.945,-0.886,-1.179,-1.013,-1.051,-1.347,-0.88,-0.937,12
-1.172,-1.178,-0.442,-0.731,-0.7,-1.078,-0.873,-0.828,-0.873,-1.172,-0.904,-0.869,-1.041,-0.942,-0.989,-1.172,-0.789,-1.039,12
-1.137,-1.179,-0.296,-0.66,-0.697,-1.086,-0.815,-0.783,-0.778,-1.137,-0.809,-0.762,-1.009,-0.873,-0.906,-1.137,-0.734,-0.951,12
-1.204,-1.098,-0.286,-0.7,-0.667,-1.191,-0.793,-0.774,-0.826,-1.204,-0.957,-0.923,-1.086,-0.995,-1.021,-1.204,-0.808,-0.984,12
-1.171,-1.073,-0.2,-0.683,-0.63,-1.106,-0.796,-0.764,-0.757,-1.171,-0.917,-0.882,-1.044,-0.945,-0.977,-1.171,-0.773,-0.957,12
-1.02,-1.053,-0.288,-0.629,-0.601,-1.075,-0.686,-0.683,-0.731,-1.02,-0.832,-0.794,-0.901,-0.834,-0.857,-1.02,-0.726,-1.045,12
-1.229,-1.149,-0.443,-0.792,-0.739,-1.143,-0.871,-0.854,-0.892,-1.229,-0.923,-0.89,-1.115,-0.986,-1.038,-1.229,-0.83,-1.008,12
-1.215,-1.151,-0.382,-0.762,-0.695,-1.079,-0.898,-0.869,-0.887,-1.215,-0.967,-0.937,-1.093,-1.005,-1.069,-1.215,-0.822,-1.03,12
-1.255,-1.143,-0.38,-0.762,-0.719,-1.14,-0.883,-0.838,-0.858,-1.255,-0.939,-0.875,-1.12,-0.996,-1.006,-1.255,-0.844,-1.02,12
-1.03,-1.085,-0.326,-0.654,-0.654,-1.128,-0.703,-0.708,-0.789,-1.03,-0.821,-0.804,-0.921,-0.845,-0.891,-1.03,-0.717,-1.016,12
-1.056,-1.035,-0.191,-0.612,-0.584,-1.009,-0.686,-0.679,-0.673,-1.056,-0.746,-0.707,-0.911,-0.785,-0.813,-1.056,-0.691,-0.942,12
-1.309,-1.147,-0.334,-0.803,-0.734,-1.191,-0.881,-0.831,-0.839,-1.309,-0.988,-0.924,-1.173,-1.045,-1.069,-1.309,-0.904,-1.047,12
-1.207,-1.108,-0.358,-0.752,-0.696,-1.064,-0.835,-0.817,-0.856,-1.207,-0.893,-0.844,-1.083,-0.948,-0.967,-1.207,-0.805,-0.954,12
-1.226,-1.215,-0.36,-0.73,-0.733,-1.148,-0.869,-0.835,-0.888,-1.226,-1.005,-0.955,-1.108,-1.038,-1.047,-1.226,-0.834,-1.037,12
-1.092,-1.135,-0.374,-0.679,-0.681,-1.054,-0.778,-0.743,-0.816,-1.092,-0.88,-0.854,-0.958,-0.89,-0.935,-1.092,-0.741,-1.065,12
-1.144,-1.179,-0.329,-0.674,-0.695,-1.169,-0.803,-0.781,-0.844,-1.144,-0.875,-0.821,-1.008,-0.909,-0.914,-1.144,-0.756,-0.974,12
-1.135,-1.12,-0.256,-0.671,-0.671,-1.13,-0.723,-0.692,-0.72,-1.135,-0.738,-0.708,-0.951,-0.8,-0.86,-1.135,-0.722,-0.879,12
-1.14,-1.2,-0.371,-0.695,-0.7,-1.167,-0.804,-0.804,-0.842,-1.14,-0.859,-0.811,-1.018,-0.906,-0.915,-1.14,-0.773,-1.024,12
-1.283,-1.142,-0.293,-0.737,-0.707,-1.134,-0.898,-0.834,-0.837,-1.283,-1.011,-0.941,-1.151,-1.046,-1.039,-1.283,-0.843,-0.994,12
-1.28,-1.132,-0.383,-0.789,-0.737,-1.203,-0.882,-0.843,-0.865,-1.28,-1.01,-0.962,-1.143,-1.053,-1.08,-1.28,-0.863,-1.013,12
-1.233,-1.122,-0.381,-0.739,-0.65,-0.981,-0.855,-0.828,-0.795,-1.233,-0.895,-0.861,-1.103,-0.959,-1.022,-1.233,-0.804,-0.972,12
-1.217,-1.143,-0.393,-0.777,-0.733,-1.134,-0.845,-0.824,-0.825,-1.217,-0.887,-0.854,-1.08,-0.942,-1.019,-1.217,-0.804,-0.976,12
-1.363,-1.197,-0.428,-0.872,-0.801,-1.203,-0.994,-0.947,-0.916,-1.363,-1.047,-0.98,-1.225,-1.108,-1.141,-1.363,-0.923,-1.026,12
-1.162,-1.087,-0.258,-0.676,-0.666,-1.062,-0.772,-0.73,-0.772,-1.162,-0.916,-0.898,-1.047,-0.955,-1.014,-1.162,-0.778,-1.001,12
-1.103,-1.122,-0.33,-0.646,-0.64,-0.976,-0.755,-0.718,-0.727,-1.103,-0.753,-0.721,-0.928,-0.803,-0.842,-1.103,-0.688,-0.972,12
-1.114,-1.149,-0.305,-0.657,-0.682,-1.186,-0.746,-0.715,-0.78,-1.114,-0.758,-0.695,-0.933,-0.801,-0.825,-1.114,-0.711,-0.955,12
-1.139,-1.093,-0.316,-0.67,-0.619,-1.074,-0.779,-0.772,-0.798,-1.139,-0.896,-0.873,-1.033,-0.936,-0.978,-1.139,-0.766,-1.045,12
-1.325,-1.183,-0.436,-0.859,-0.771,-1.121,-0.942,-0.904,-0.883,-1.325,-0.992,-0.94,-1.176,-1.045,-1.103,-1.325,-0.878,-1.029,12
