@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,3-7,9-10,15-16,20-21,23,25,28,30,36,38,41'

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.213,-0.299,-0.295,-0.253,-0.29,-0.393,-0.23,-0.279,-0.259,-0.559,0.008,-1.213,-1.193,-0.49,-0.662,-1.172,-0.716,-0.621,7
-1.056,-0.379,-0.362,-0.314,-0.312,-0.521,-0.27,-0.343,-0.285,-0.542,-0.1,-1.056,-1.227,-0.488,-0.603,-1.15,-0.728,-0.579,7
-1.151,-0.405,-0.435,-0.357,-0.387,-0.545,-0.35,-0.395,-0.295,-0.63,-0.165,-1.151,-1.182,-0.417,-0.57,-1.199,-0.809,-0.692,7
-1.129,-0.249,-0.384,-0.29,-0.246,-0.539,-0.264,-0.231,-0.276,-0.599,-0.056,-1.129,-1.163,-0.494,-0.615,-1.263,-0.781,-0.649,7
-1.201,-0.486,-0.459,-0.367,-0.379,-0.559,-0.367,-0.43,-0.298,-0.617,-0.157,-1.201,-1.242,-0.431,-0.549,-1.142,-0.786,-0.66,7
-1.181,-0.404,-0.44,-0.35,-0.359,-0.53,-0.328,-0.358,-0.301,-0.596,-0.121,-1.181,-1.219,-0.443,-0.581,-1.173,-0.796,-0.693,7
-1.287,-0.38,-0.387,-0.26,-0.111,-0.652,-0.209,-0.308,-0.325,-0.491,-0.104,-1.287,-0.858,-0.382,-0.53,-0.796,-0.524,-0.415,6
-1.136,-0.257,-0.412,-0.227,-0.136,-0.599,-0.208,-0.207,-0.354,-0.515,-0.198,-1.136,-0.788,-0.344,-0.437,-0.709,-0.495,-0.355,6
-1.241,-0.164,-0.201,-0.121,-0.029,-0.452,-0.008,-0.062,-0.311,-0.55,-0.098,-1.241,-0.84,-0.52,-0.617,-0.813,-0.471,-0.332,6
-1.102,-0.201,-0.396,-0.166,-0.077,-0.571,-0.149,-0.098,-0.37,-0.552,-0.263,-1.102,-0.864,-0.411,-0.482,-0.771,-0.435,-0.355,6
-1.148,-0.242,-0.513,-0.254,-0.175,-0.697,-0.234,-0.199,-0.412,-0.575,-0.296,-1.148,-0.798,-0.358,-0.472,-0.709,-0.529,-0.391,6
-1.169,-0.167,-0.298,-0.108,-0.044,-0.5,-0.107,-0.118,-0.338,-0.531,-0.164,-1.169,-0.763,-0.428,-0.547,-0.789,-0.431,-0.387,6
-1.293,-0.278,-0.272,-0.145,-0.068,-0.484,-0.127,-0.19,-0.303,-0.497,-0.109,-1.293,-0.907,-0.564,-0.663,-0.843,-0.433,-0.368,6
-1.242,-0.42,-0.447,-0.288,-0.156,-0.647,-0.202,-0.302,-0.405,-0.591,-0.313,-1.242,-0.928,-0.496,-0.588,-0.887,-0.49,-0.483,6
-1.251,-0.411,-0.303,-0.177,-0.022,-0.532,-0.161,-0.278,-0.389,-0.581,-0.287,-1.251,-0.849,-0.489,-0.598,-0.842,-0.465,-0.414,6
-1.243,-0.375,-0.458,-0.322,-0.152,-0.659,-0.204,-0.215,-0.382,-0.551,-0.288,-1.243,-0.797,-0.378,-0.469,-0.755,-0.444,-0.352,6
-1.221,-0.172,-0.195,-0.068,-0.021,-0.434,-0.025,-0.088,-0.29,-0.537,-0.113,-1.221,-0.752,-0.443,-0.543,-0.724,-0.466,-0.308,6
-1.174,-0.252,-0.316,-0.151,-0.038,-0.543,-0.168,-0.211,-0.357,-0.588,-0.205,-1.174,-0.866,-0.399,-0.513,-0.76,-0.43,-0.385,6
-1.31,-0.313,-0.372,-0.173,-0.101,-0.59,-0.143,-0.233,-0.33,-0.549,-0.161,-1.31,-0.848,-0.491,-0.59,-0.799,-0.486,-0.413,6
-1.143,-0.171,-0.198,-0.05,0.014,-0.442,0.026,-0.031,-0.28,-0.495,-0.056,-1.143,-0.735,-0.374,-0.496,-0.743,-0.372,-0.242,6
-1.28,-0.036,-0.202,-0.053,-0,-0.463,-0.015,-0.015,-0.295,-0.525,-0.03,-1.28,-0.955,-0.51,-0.608,-0.891,-0.485,-0.353,6
-1.328,-0.358,-0.408,-0.243,-0.124,-0.65,-0.205,-0.275,-0.378,-0.542,-0.264,-1.328,-0.854,-0.5,-0.614,-0.79,-0.434,-0.407,6
-1.072,-0.347,-0.308,-0.178,-0.094,-0.519,-0.17,-0.304,-0.327,-0.56,-0.283,-1.072,-0.679,-0.325,-0.451,-0.681,-0.47,-0.374,6
-1.118,-0.476,-0.375,-0.288,-0.183,-0.525,-0.204,-0.305,-0.4,-0.582,-0.3,-1.118,-0.81,-0.39,-0.459,-0.708,-0.479,-0.391,6
-1.209,-0.342,-0.533,-0.259,-0.158,-0.719,-0.239,-0.259,-0.327,-0.502,-0.222,-1.209,-0.734,-0.321,-0.454,-0.764,-0.496,-0.413,6
-1.257,-0.494,-0.342,-0.205,-0.09,-0.58,-0.209,-0.395,-0.382,-0.587,-0.351,-1.257,-0.852,-0.513,-0.634,-0.88,-0.419,-0.392,6
-1.206,-0.324,-0.443,-0.253,-0.159,-0.621,-0.204,-0.229,-0.378,-0.565,-0.282,-1.206,-0.78,-0.39,-0.483,-0.77,-0.454,-0.408,6
-1.165,-0.257,-0.253,-0.131,-0.032,-0.504,-0.093,-0.165,-0.318,-0.561,-0.241,-1.165,-0.751,-0.408,-0.515,-0.784,-0.404,-0.361,6
-1.015,-0.373,-0.278,-0.223,-0.072,-0.481,-0.215,-0.316,-0.298,-0.547,-0.227,-1.015,-0.636,-0.238,-0.361,-0.608,-0.439,-0.34,6
-1.182,-0.429,-0.23,-0.144,-0.056,-0.47,-0.117,-0.302,-0.344,-0.556,-0.167,-1.182,-0.798,-0.465,-0.581,-0.841,-0.494,-0.419,6
-1.233,-0.37,-0.374,-0.207,-0.107,-0.596,-0.192,-0.26,-0.384,-0.587,-0.272,-1.233,-0.841,-0.465,-0.586,-0.814,-0.486,-0.443,6
-1.136,-0.348,-0.347,-0.222,-0.122,-0.509,-0.15,-0.18,-0.372,-0.557,-0.231,-1.136,-0.807,-0.442,-0.523,-0.782,-0.448,-0.405,6
-1.258,-0.391,-0.311,-0.203,-0.114,-0.575,-0.133,-0.282,-0.355,-0.536,-0.193,-1.258,-0.953,-0.551,-0.64,-0.897,-0.538,-0.492,6
-1.19,-0.265,-0.277,-0.139,-0.041,-0.513,-0.091,-0.172,-0.319,-0.565,-0.244,-1.19,-0.759,-0.419,-0.529,-0.792,-0.424,-0.396,6
-1.256,-0.08,-0.235,-0.07,-0.045,-0.494,-0.043,-0.02,-0.306,-0.542,-0.129,-1.256,-0.86,-0.565,-0.66,-0.878,-0.455,-0.308,6
-1.052,-0.157,-0.241,-0.085,-0.007,-0.417,-0.053,-0.004,-0.298,-0.499,-0.107,-1.052,-0.679,-0.316,-0.435,-0.705,-0.323,-0.306,6
-1.074,-0.167,-0.293,-0.094,-0.074,-0.422,-0.077,-0.024,-0.282,-0.568,-0.12,-1.074,-0.663,-0.332,-0.399,-0.63,-0.469,-0.285,6
-1.129,-0.285,-0.25,-0.107,-0.023,-0.46,-0.09,-0.161,-0.321,-0.519,-0.212,-1.129,-0.733,-0.351,-0.448,-0.775,-0.378,-0.365,6
-1.021,-0.147,-0.388,-0.15,-0.051,-0.54,-0.102,-0.04,-0.338,-0.559,-0.255,-1.021,-0.736,-0.325,-0.436,-0.709,-0.427,-0.355,6
-1.299,-0.135,-0.267,-0.126,-0.026,-0.532,-0.092,-0.156,-0.297,-0.501,-0.051,-1.299,-0.921,-0.473,-0.568,-0.83,-0.484,-0.375,6
-1.113,-0.383,-0.358,-0.192,-0.108,-0.548,-0.193,-0.305,-0.365,-0.582,-0.333,-1.113,-0.731,-0.386,-0.497,-0.725,-0.451,-0.401,6
-1.205,-0.179,-0.289,-0.101,-0.051,-0.516,-0.037,-0.04,-0.25,-0.424,-0.115,-1.205,-0.762,-0.412,-0.512,-0.752,-0.43,-0.319,6
-1.064,-0.18,-0.418,-0.24,-0.103,-0.573,-0.22,-0.087,-0.421,-0.589,-0.32,-1.064,-0.923,-0.428,-0.482,-0.826,-0.587,-0.434,6
-1.067,-0.377,-0.382,-0.192,-0.152,-0.544,-0.164,-0.204,-0.339,-0.566,-0.248,-1.067,-0.761,-0.361,-0.432,-0.742,-0.468,-0.393,6
-1.08,-0.074,-0.36,-0.17,-0.104,-0.481,-0.124,-0.015,-0.29,-0.543,-0.167,-1.08,-0.716,-0.372,-0.441,-0.722,-0.48,-0.353,6
-1.178,-0.27,-0.28,-0.169,-0.03,-0.477,-0.131,-0.162,-0.311,-0.475,-0.123,-1.178,-0.778,-0.414,-0.527,-0.786,-0.397,-0.343,6
-1.205,-0.243,-0.401,-0.2,-0.096,-0.612,-0.147,-0.19,-0.393,-0.568,-0.296,-1.205,-0.795,-0.473,-0.573,-0.803,-0.441,-0.394,6
-0.993,-0.267,-0.318,-0.197,-0.007,-0.528,-0.192,-0.186,-0.347,-0.548,-0.211,-0.993,-0.942,-0.456,-0.532,-0.768,-0.553,-0.506,6
-1.054,-0.177,-0.373,-0.214,-0.085,-0.503,-0.103,-0.031,-0.328,-0.564,-0.188,-1.054,-0.74,-0.368,-0.419,-0.687,-0.476,-0.345,6
-1.209,-0.047,-0.231,-0.105,0.007,-0.444,-0.065,-0.027,-0.274,-0.478,-0.073,-1.209,-0.833,-0.471,-0.579,-0.808,-0.443,-0.33,6
-1.199,-0.008,-0.163,-0.008,-0.042,-0.3,0.024,0.132,-0.239,-0.482,0.021,-1.199,-0.872,-0.55,-0.638,-0.856,-0.494,-0.285,6
-1.105,-0.36,-0.384,-0.239,-0.148,-0.578,-0.161,-0.238,-0.338,-0.571,-0.265,-1.105,-0.767,-0.352,-0.42,-0.697,-0.428,-0.417,6
-1.113,-0.298,-0.297,-0.167,-0.114,-0.459,-0.135,-0.17,-0.341,-0.56,-0.181,-1.113,-0.762,-0.356,-0.423,-0.657,-0.472,-0.35,6
-1.133,-0.072,-0.288,-0.072,-0.081,-0.465,-0.085,0.004,-0.318,-0.576,-0.141,-1.133,-0.85,-0.421,-0.527,-0.845,-0.45,-0.335,6
-1.304,-0.275,-0.359,-0.191,-0.1,-0.6,-0.151,-0.22,-0.289,-0.511,-0.08,-1.304,-0.837,-0.356,-0.508,-0.78,-0.472,-0.367,6
-1.22,-0.355,-0.261,-0.155,-0.098,-0.462,-0.105,-0.241,-0.355,-0.553,-0.164,-1.22,-0.841,-0.487,-0.59,-0.817,-0.482,-0.383,6
-1.195,-0.5,-0.312,-0.248,-0.109,-0.568,-0.195,-0.419,-0.484,-0.505,-0.469,-1.195,-0.817,-0.576,-0.643,-0.797,-0.538,-0.448,8
-1.116,-0.463,-0.313,-0.223,-0.167,-0.518,-0.228,-0.514,-0.395,-0.466,-0.423,-1.116,-0.565,-0.348,-0.453,-0.581,-0.468,-0.346,8
-1.019,-0.483,-0.221,-0.19,-0.051,-0.464,-0.157,-0.478,-0.352,-0.432,-0.322,-1.019,-0.647,-0.437,-0.519,-0.685,-0.441,-0.372,8
-1.182,-0.393,-0.271,-0.166,-0.021,-0.511,-0.142,-0.381,-0.333,-0.395,-0.287,-1.182,-0.677,-0.476,-0.563,-0.696,-0.456,-0.381,8
-0.881,-0.263,-0.116,-0.061,0.038,-0.338,-0.056,-0.379,-0.229,-0.294,-0.26,-0.881,-0.529,-0.267,-0.323,-0.457,-0.518,-0.362,8
-0.737,-0.426,-0.281,-0.279,-0.181,-0.441,-0.259,-0.417,-0.411,-0.539,-0.559,-0.737,-0.758,-0.342,-0.384,-0.72,-0.61,-0.535,8
-1.099,-0.335,-0.275,-0.12,0.024,-0.493,-0.072,-0.354,-0.357,-0.422,-0.398,-1.099,-0.741,-0.486,-0.521,-0.619,-0.541,-0.489,8
-0.151,-0.129,0.198,0.01,0.078,0.055,0.003,-0.1,-0.22,-0.395,-0.251,-0.151,-0.192,0.011,-0.02,-0.291,-0.289,-0.174,8
-0.247,-0.303,0.017,-0.143,-0.079,-0.188,-0.193,-0.383,-0.346,-0.513,-0.45,-0.247,-0.763,-0.362,-0.331,-0.654,-0.532,-0.482,8
-0.929,-0.565,-0.206,-0.219,-0.057,-0.417,-0.152,-0.416,-0.358,-0.403,-0.297,-0.929,-0.694,-0.43,-0.498,-0.703,-0.475,-0.382,8
-1.064,-0.697,-0.289,-0.314,-0.163,-0.486,-0.254,-0.556,-0.485,-0.529,-0.517,-1.064,-0.609,-0.402,-0.489,-0.697,-0.568,-0.501,8
-0.779,-0.351,-0.259,-0.232,-0.158,-0.428,-0.199,-0.335,-0.399,-0.472,-0.486,-0.779,-0.677,-0.365,-0.363,-0.555,-0.551,-0.472,8
-1.136,-0.583,-0.487,-0.365,-0.234,-0.698,-0.35,-0.583,-0.598,-0.591,-0.717,-1.136,-0.752,-0.553,-0.643,-0.805,-0.572,-0.556,8
-0.557,-0.154,0.08,-0.005,0.047,-0.142,0.038,-0.091,-0.362,-0.428,-0.31,-0.557,-0.679,-0.284,-0.275,-0.428,-0.381,-0.272,8
-0.178,-0.308,-0.049,-0.08,-0.017,-0.163,-0.077,-0.244,-0.255,-0.39,-0.368,-0.178,-0.393,-0.223,-0.251,-0.507,-0.123,-0.239,8
-1.026,-0.408,-0.218,-0.184,-0.088,-0.456,-0.138,-0.428,-0.392,-0.5,-0.458,-1.026,-0.519,-0.287,-0.401,-0.55,-0.434,-0.385,8
-1.003,-0.278,-0.211,-0.115,-0.057,-0.399,-0.112,-0.26,-0.331,-0.457,-0.329,-1.003,-0.603,-0.45,-0.504,-0.633,-0.381,-0.35,8
-1.127,-0.55,-0.386,-0.297,-0.183,-0.558,-0.221,-0.443,-0.444,-0.501,-0.502,-1.127,-0.648,-0.398,-0.492,-0.635,-0.465,-0.446,8
-0.568,-0.191,-0.001,-0.001,0.119,-0.199,0.071,-0.052,-0.234,-0.286,-0.256,-0.568,-0.693,-0.282,-0.238,-0.428,-0.522,-0.393,8
-1.143,-0.509,-0.287,-0.233,-0.107,-0.555,-0.202,-0.518,-0.385,-0.508,-0.377,-1.143,-0.598,-0.409,-0.503,-0.606,-0.442,-0.431,8
-1.004,-0.464,-0.167,-0.172,-0.049,-0.392,-0.076,-0.35,-0.383,-0.422,-0.339,-1.004,-0.626,-0.411,-0.457,-0.646,-0.489,-0.374,8
-0.493,-0.23,-0.006,-0.022,0.081,-0.274,-0.01,-0.33,-0.322,-0.443,-0.471,-0.493,-0.423,-0.217,-0.237,-0.422,-0.487,-0.38,8
-1.059,-0.603,-0.223,-0.257,-0.1,-0.512,-0.213,-0.629,-0.371,-0.474,-0.392,-1.059,-0.589,-0.336,-0.384,-0.56,-0.454,-0.362,8
-0.811,-0.234,-0.074,-0.04,0.023,-0.338,-0.029,-0.307,-0.294,-0.391,-0.358,-0.811,-0.625,-0.342,-0.355,-0.518,-0.416,-0.344,8
-0.74,-0.288,-0.255,-0.195,-0.155,-0.43,-0.174,-0.289,-0.422,-0.483,-0.521,-0.74,-0.661,-0.375,-0.37,-0.56,-0.562,-0.528,8
-1.022,-0.42,-0.243,-0.169,-0.081,-0.493,-0.131,-0.425,-0.425,-0.532,-0.482,-1.022,-0.575,-0.334,-0.416,-0.584,-0.433,-0.311,8
-1.069,-0.319,-0.298,-0.213,-0.078,-0.55,-0.148,-0.375,-0.417,-0.475,-0.443,-1.069,-0.741,-0.476,-0.504,-0.672,-0.561,-0.499,8
-0.457,-0.027,0.256,0.182,0.288,0.015,0.224,0.002,-0.187,-0.255,-0.141,-0.457,-0.725,-0.363,-0.369,-0.702,-0.527,-0.323,8
-0.905,-0.592,-0.441,-0.375,-0.247,-0.594,-0.348,-0.551,-0.39,-0.361,-0.457,-0.905,-0.624,-0.433,-0.528,-0.723,-0.492,-0.474,8
-1.096,-0.379,-0.27,-0.151,-0.076,-0.548,-0.146,-0.415,-0.412,-0.542,-0.492,-1.096,-0.676,-0.387,-0.488,-0.666,-0.463,-0.364,8
-0.654,-0.469,0.004,-0.187,-0.083,-0.149,-0.108,-0.444,-0.401,-0.524,-0.43,-0.654,-0.47,-0.264,-0.304,-0.52,-0.444,-0.305,8
-1.096,-0.417,-0.314,-0.215,-0.086,-0.532,-0.187,-0.408,-0.431,-0.495,-0.44,-1.096,-0.623,-0.43,-0.491,-0.623,-0.454,-0.429,8
-1.059,-0.676,-0.334,-0.288,-0.121,-0.52,-0.242,-0.593,-0.497,-0.579,-0.555,-1.059,-0.589,-0.458,-0.498,-0.619,-0.503,-0.433,8
-1.02,-0.612,-0.223,-0.287,-0.134,-0.426,-0.154,-0.464,-0.406,-0.471,-0.366,-1.02,-0.593,-0.403,-0.462,-0.636,-0.513,-0.431,8
-0.896,-0.282,-0.143,-0.102,0.016,-0.381,-0.039,-0.276,-0.318,-0.411,-0.337,-0.896,-0.671,-0.398,-0.428,-0.592,-0.44,-0.383,8
-1.066,-0.419,-0.19,-0.153,-0.052,-0.461,-0.137,-0.454,-0.358,-0.468,-0.356,-1.066,-0.502,-0.268,-0.402,-0.539,-0.43,-0.378,8
-0.999,-0.332,-0.246,-0.157,-0.032,-0.498,-0.156,-0.36,-0.396,-0.46,-0.403,-0.999,-0.648,-0.396,-0.461,-0.584,-0.473,-0.451,8
-1.093,-0.417,-0.272,-0.189,-0.087,-0.554,-0.163,-0.485,-0.388,-0.528,-0.435,-1.093,-0.619,-0.344,-0.422,-0.618,-0.433,-0.324,8
-1.253,-0.453,-0.329,-0.183,-0.073,-0.581,-0.187,-0.513,-0.421,-0.507,-0.439,-1.253,-0.751,-0.563,-0.637,-0.732,-0.547,-0.479,8
-1.141,-0.522,-0.27,-0.266,-0.106,-0.512,-0.183,-0.517,-0.461,-0.543,-0.493,-1.141,-0.748,-0.48,-0.544,-0.777,-0.548,-0.47,8
-0.194,-0.275,0.118,-0.048,-0.072,-0.058,-0.113,-0.402,-0.235,-0.397,-0.392,-0.194,-0.386,-0.122,-0.109,-0.428,-0.336,-0.207,8
-1.181,-0.526,-0.393,-0.285,-0.181,-0.606,-0.214,-0.478,-0.469,-0.533,-0.516,-1.181,-0.671,-0.439,-0.528,-0.647,-0.552,-0.487,8
-0.538,-0.094,0.042,0.048,0.121,-0.141,0.083,-0.125,-0.159,-0.215,-0.096,-0.538,-0.432,-0.136,-0.112,-0.446,-0.479,-0.309,8
-1.008,-0.393,-0.253,-0.179,-0.037,-0.533,-0.14,-0.478,-0.349,-0.382,-0.362,-1.008,-0.571,-0.345,-0.434,-0.567,-0.504,-0.462,8
-1.014,-0.461,-0.238,-0.188,-0.098,-0.437,-0.123,-0.44,-0.419,-0.55,-0.465,-1.014,-0.62,-0.343,-0.43,-0.555,-0.49,-0.353,8
-1.142,-0.604,-0.289,-0.222,-0.103,-0.508,-0.183,-0.498,-0.49,-0.524,-0.509,-1.142,-0.656,-0.455,-0.537,-0.672,-0.539,-0.455,8
-0.913,-0.351,-0.169,-0.156,-0.038,-0.378,-0.089,-0.34,-0.314,-0.381,-0.31,-0.913,-0.498,-0.274,-0.338,-0.471,-0.461,-0.327,8
-0.997,-0.351,-0.157,-0.118,-0.004,-0.414,-0.1,-0.4,-0.299,-0.403,-0.24,-0.997,-0.608,-0.364,-0.464,-0.607,-0.382,-0.369,8
-1.172,-0.381,-0.296,-0.196,-0.093,-0.56,-0.173,-0.396,-0.395,-0.467,-0.385,-1.172,-0.63,-0.393,-0.481,-0.668,-0.498,-0.404,8
-1.163,-0.322,-0.268,-0.15,-0.027,-0.522,-0.096,-0.345,-0.425,-0.494,-0.407,-1.163,-0.695,-0.462,-0.527,-0.671,-0.484,-0.459,8
-1.16,-1.15,-0.515,-0.578,-0.348,-0.697,-0.511,-0.97,-0.739,-0.799,-0.932,-1.16,-0.94,-0.863,-0.914,-0.975,-0.795,-0.81,12
-1.067,-1.075,-0.462,-0.549,-0.351,-0.662,-0.562,-1.157,-0.664,-0.753,-0.917,-1.067,-0.84,-0.764,-0.787,-0.804,-0.85,-0.815,12
-1.209,-1.191,-0.53,-0.592,-0.33,-0.738,-0.581,-1.145,-0.766,-0.839,-1,-1.209,-0.954,-0.884,-0.943,-0.985,-0.821,-0.774,12
-1.181,-1.115,-0.566,-0.579,-0.333,-0.745,-0.534,-1.021,-0.711,-0.782,-0.918,-1.181,-0.927,-0.857,-0.905,-0.972,-0.797,-0.792,12
-1.29,-1.088,-0.558,-0.53,-0.324,-0.773,-0.575,-1.144,-0.782,-0.854,-1.036,-1.29,-1.096,-1.028,-1.079,-1.112,-0.881,-0.841,12
-1.208,-1.142,-0.562,-0.604,-0.379,-0.748,-0.585,-1.136,-0.785,-0.874,-1.026,-1.208,-0.948,-0.887,-0.93,-0.955,-0.886,-0.865,12
-1.155,-1.07,-0.491,-0.56,-0.371,-0.722,-0.564,-1.135,-0.665,-0.774,-0.917,-1.155,-0.861,-0.793,-0.847,-0.9,-0.874,-0.821,12
-1.324,-1.214,-0.612,-0.64,-0.38,-0.803,-0.606,-1.154,-0.852,-0.901,-1.089,-1.324,-1.042,-0.963,-1.026,-1.067,-0.879,-0.869,12
-1.309,-1.184,-0.596,-0.615,-0.385,-0.793,-0.611,-1.152,-0.813,-0.874,-1.045,-1.309,-1.052,-0.973,-1.022,-1.051,-0.908,-0.887,12
-1.134,-1.128,-0.452,-0.521,-0.263,-0.635,-0.494,-1.093,-0.742,-0.824,-0.992,-1.134,-0.992,-0.932,-0.959,-0.96,-0.829,-0.775,12
-1.127,-1.163,-0.502,-0.598,-0.367,-0.65,-0.591,-1.165,-0.726,-0.824,-0.997,-1.127,-0.843,-0.761,-0.818,-0.83,-0.874,-0.801,12
-1.121,-1.132,-0.443,-0.515,-0.256,-0.638,-0.522,-1.147,-0.701,-0.815,-0.988,-1.121,-0.963,-0.889,-0.915,-0.956,-0.848,-0.777,12
-1.29,-1.2,-0.586,-0.612,-0.369,-0.757,-0.578,-1.084,-0.838,-0.895,-1.035,-1.29,-1.066,-1.008,-1.043,-1.056,-0.865,-0.854,12
-1.332,-1.23,-0.679,-0.673,-0.421,-0.848,-0.642,-1.168,-0.81,-0.863,-1.01,-1.332,-1.027,-0.94,-1.004,-1.054,-0.873,-0.881,12
-1.008,-1.12,-0.472,-0.545,-0.324,-0.66,-0.526,-1.109,-0.7,-0.799,-0.972,-1.008,-0.826,-0.741,-0.767,-0.83,-0.796,-0.739,12
-1.275,-1.163,-0.583,-0.616,-0.386,-0.791,-0.567,-1.096,-0.814,-0.888,-1.017,-1.275,-1.043,-0.977,-1.015,-1.004,-0.893,-0.89,12
-1.284,-1.31,-0.66,-0.743,-0.459,-0.786,-0.682,-1.189,-0.94,-0.964,-1.146,-1.284,-1.127,-1.072,-1.109,-1.142,-0.905,-0.904,12
-1.37,-1.118,-0.601,-0.562,-0.355,-0.814,-0.54,-1.002,-0.79,-0.851,-0.966,-1.37,-1.114,-1.039,-1.097,-1.165,-0.858,-0.892,12
-1.281,-1.174,-0.566,-0.619,-0.373,-0.772,-0.588,-1.164,-0.813,-0.88,-1.052,-1.281,-1.081,-1.008,-1.044,-1.061,-0.852,-0.815,12
-1.072,-1.092,-0.471,-0.544,-0.321,-0.647,-0.565,-1.152,-0.727,-0.815,-1.007,-1.072,-0.951,-0.909,-0.934,-0.95,-0.857,-0.805,12
-1.239,-1.103,-0.466,-0.494,-0.233,-0.688,-0.5,-1.11,-0.738,-0.805,-0.981,-1.239,-1.076,-1.005,-1.033,-1.054,-0.83,-0.802,12
-1.263,-1.201,-0.541,-0.582,-0.291,-0.724,-0.508,-1.043,-0.812,-0.862,-0.996,-1.263,-1.028,-0.962,-0.997,-1.018,-0.805,-0.802,12
-1.298,-1.224,-0.666,-0.703,-0.485,-0.831,-0.62,-1.081,-0.887,-0.944,-1.101,-1.298,-1.089,-1.026,-1.065,-1.101,-0.904,-0.899,12
-1.173,-1.171,-0.558,-0.602,-0.386,-0.694,-0.591,-1.103,-0.765,-0.854,-1.018,-1.173,-0.94,-0.868,-0.931,-1,-0.879,-0.811,12
-1.324,-1.213,-0.671,-0.692,-0.441,-0.855,-0.658,-1.164,-0.827,-0.849,-1.039,-1.324,-1.068,-0.992,-1.042,-1.09,-0.877,-0.902,12
-1.193,-1.2,-0.524,-0.617,-0.357,-0.684,-0.593,-1.188,-0.764,-0.849,-1.033,-1.193,-0.935,-0.848,-0.893,-0.937,-0.872,-0.794,12
-1.13,-1.106,-0.523,-0.569,-0.348,-0.709,-0.551,-1.085,-0.713,-0.783,-0.954,-1.13,-0.909,-0.845,-0.888,-0.951,-0.813,-0.806,12
-1.357,-1.213,-0.719,-0.707,-0.472,-0.912,-0.681,-1.184,-0.895,-0.926,-1.115,-1.357,-1.135,-1.059,-1.111,-1.158,-0.929,-0.951,12
-1.092,-1.163,-0.464,-0.572,-0.273,-0.62,-0.544,-1.222,-0.729,-0.826,-1.012,-1.092,-0.855,-0.794,-0.847,-0.864,-0.845,-0.76,12
-1.197,-1.139,-0.573,-0.591,-0.385,-0.747,-0.582,-1.079,-0.794,-0.887,-1.049,-1.197,-1.023,-0.959,-0.997,-1.06,-0.9,-0.871,12
-1.143,-1.095,-0.49,-0.539,-0.257,-0.665,-0.512,-1.11,-0.722,-0.801,-0.986,-1.143,-0.933,-0.86,-0.893,-0.924,-0.826,-0.793,12
-1.022,-1.14,-0.436,-0.563,-0.334,-0.604,-0.566,-1.153,-0.729,-0.826,-1.007,-1.022,-0.841,-0.757,-0.787,-0.783,-0.843,-0.778,12
-1.146,-1.194,-0.573,-0.621,-0.431,-0.703,-0.61,-1.114,-0.798,-0.879,-1.072,-1.146,-0.955,-0.891,-0.924,-0.937,-0.854,-0.825,12
-1.164,-1.138,-0.54,-0.586,-0.365,-0.695,-0.55,-1.076,-0.757,-0.817,-0.971,-1.164,-0.902,-0.83,-0.884,-0.937,-0.794,-0.758,12
-1.208,-1.098,-0.583,-0.599,-0.395,-0.747,-0.564,-1.077,-0.752,-0.837,-1,-1.208,-0.955,-0.907,-0.96,-0.992,-0.863,-0.817,12
-1.202,-1.185,-0.582,-0.626,-0.405,-0.739,-0.606,-1.136,-0.808,-0.911,-1.067,-1.202,-0.995,-0.906,-0.955,-0.989,-0.88,-0.824,12
-1.259,-1.117,-0.48,-0.507,-0.247,-0.7,-0.51,-1.114,-0.756,-0.828,-0.995,-1.259,-1.098,-1.028,-1.061,-1.084,-0.845,-0.814,12
-1.356,-1.156,-0.605,-0.602,-0.381,-0.819,-0.601,-1.122,-0.823,-0.872,-1.05,-1.356,-1.094,-1.036,-1.089,-1.101,-0.853,-0.865,12
-1.171,-1.178,-0.534,-0.635,-0.407,-0.741,-0.584,-1.115,-0.774,-0.856,-1.016,-1.171,-0.986,-0.907,-0.952,-1.004,-0.827,-0.81,12
-1.216,-1.073,-0.447,-0.482,-0.23,-0.689,-0.496,-1.117,-0.701,-0.799,-0.953,-1.216,-1.043,-0.96,-1.016,-1.072,-0.864,-0.792,12
-1.274,-1.245,-0.624,-0.694,-0.409,-0.814,-0.639,-1.207,-0.876,-0.902,-1.085,-1.274,-1.058,-0.99,-1.039,-1.078,-0.909,-0.905,12
-1.28,-1.158,-0.578,-0.579,-0.367,-0.76,-0.589,-1.129,-0.789,-0.875,-1.029,-1.28,-1.043,-0.968,-1.026,-1.071,-0.907,-0.88,12
-1.122,-1.172,-0.499,-0.551,-0.315,-0.64,-0.537,-1.103,-0.769,-0.847,-1.002,-1.122,-0.908,-0.862,-0.903,-0.906,-0.866,-0.832,12
