@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2-3,8-10,13,17,20,22-23,25-29,31,33,37,39,41'

@attribute A2 numeric
@attribute A3 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A31 numeric
@attribute A33 numeric
@attribute A37 numeric
@attribute A39 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.533,-0.392,-0.36,-0.35,-0.387,-0.166,-0.46,-0.118,-0.493,-1.194,-0.434,-0.149,-0.472,-0.584,-0.465,-1.148,-0.881,-0.753,-0.649,7
-0.549,-0.236,-0.308,-0.229,-0.249,-0.08,-0.49,-0.023,-0.609,-1.158,-0.498,-0.285,-0.513,-0.613,-0.479,-1.216,-0.644,-0.71,-0.48,7
-0.531,-0.221,-0.327,-0.256,-0.23,-0.143,-0.473,-0.084,-0.549,-1.153,-0.438,-0.217,-0.511,-0.577,-0.508,-1.181,-0.735,-0.728,-0.539,7
-0.468,-0.264,-0.279,-0.247,-0.285,0.069,-0.456,0.016,-0.568,-1.202,-0.482,-0.211,-0.491,-0.589,-0.465,-1.165,-0.631,-0.735,-0.497,7
-0.374,-0.498,-0.351,-0.291,-0.473,-0.099,-0.338,-0.051,-0.591,-1.155,-0.465,-0.214,-0.57,-0.634,-0.525,-1.215,-0.878,-0.796,-0.654,7
-0.488,-0.428,-0.339,-0.331,-0.396,-0.098,-0.463,-0.117,-0.542,-1.25,-0.495,-0.208,-0.437,-0.601,-0.433,-1.132,-0.808,-0.735,-0.614,7
-0.504,-0.245,-0.298,-0.244,-0.25,-0.116,-0.437,-0.033,-0.567,-1.217,-0.489,-0.208,-0.518,-0.637,-0.494,-1.193,-0.781,-0.709,-0.552,7
-0.458,-0.347,-0.316,-0.252,-0.336,-0.008,-0.436,-0.048,-0.547,-1.148,-0.432,-0.144,-0.499,-0.573,-0.387,-1.188,-0.679,-0.762,-0.541,7
-0.475,-0.319,-0.293,-0.262,-0.292,0.082,-0.473,-0.071,-0.551,-1.215,-0.442,-0.179,-0.432,-0.577,-0.42,-1.101,-0.523,-0.724,-0.464,7
-0.562,-0.397,-0.366,-0.327,-0.38,-0.13,-0.446,-0.088,-0.563,-1.23,-0.507,-0.211,-0.542,-0.614,-0.482,-1.228,-0.858,-0.767,-0.609,7
-0.458,-0.357,-0.292,-0.271,-0.32,-0.073,-0.472,-0.112,-0.565,-1.267,-0.534,-0.263,-0.48,-0.597,-0.489,-1.112,-0.665,-0.686,-0.51,7
-0.503,-0.347,-0.319,-0.264,-0.305,-0.088,-0.476,-0.105,-0.583,-1.245,-0.506,-0.216,-0.499,-0.613,-0.493,-1.168,-0.699,-0.708,-0.507,7
-0.456,-0.289,-0.281,-0.224,-0.278,-0.011,-0.345,0.048,-0.607,-1.106,-0.458,-0.217,-0.536,-0.582,-0.429,-1.234,-0.657,-0.691,-0.465,7
-0.527,-0.318,-0.323,-0.277,-0.303,-0.02,-0.445,-0.035,-0.611,-1.264,-0.548,-0.259,-0.54,-0.635,-0.498,-1.218,-0.611,-0.711,-0.446,7
-0.455,-0.365,-0.324,-0.252,-0.356,-0.04,-0.374,0.035,-0.681,-1.151,-0.534,-0.271,-0.628,-0.685,-0.522,-1.296,-0.724,-0.724,-0.506,7
-0.552,-0.394,-0.366,-0.364,-0.394,-0.049,-0.513,-0.127,-0.578,-1.32,-0.514,-0.221,-0.433,-0.607,-0.482,-1.095,-0.641,-0.718,-0.501,7
-0.489,-0.357,-0.354,-0.33,-0.355,-0.095,-0.505,-0.141,-0.541,-1.295,-0.518,-0.189,-0.454,-0.619,-0.484,-1.078,-0.768,-0.694,-0.557,7
-0.472,-0.286,-0.295,-0.249,-0.287,0.004,-0.46,-0.04,-0.489,-1.158,-0.468,-0.198,-0.478,-0.552,-0.421,-1.143,-0.591,-0.746,-0.48,7
-0.363,-0.109,-0.19,-0.146,-0.094,0.013,-0.404,0.062,-0.636,-1.124,-0.512,-0.276,-0.595,-0.656,-0.503,-1.232,-0.626,-0.706,-0.489,7
-0.477,-0.176,-0.279,-0.185,-0.195,0.006,-0.394,0.055,-0.596,-1.128,-0.464,-0.191,-0.55,-0.603,-0.431,-1.238,-0.637,-0.734,-0.481,7
-0.536,-0.22,-0.316,-0.24,-0.228,-0.066,-0.423,-0.029,-0.586,-1.149,-0.45,-0.201,-0.53,-0.636,-0.453,-1.234,-0.656,-0.725,-0.493,7
-0.501,-0.36,-0.255,-0.139,-0.249,-0.205,-0.585,-0.183,-0.74,-0.785,-0.451,-0.356,-0.731,-0.519,-0.431,-1.172,-0.229,-0.743,-0.347,6
-0.506,-0.237,-0.268,-0.138,-0.223,-0.086,-0.598,-0.053,-0.795,-0.872,-0.448,-0.299,-0.729,-0.556,-0.404,-1.302,-0.297,-0.681,-0.348,6
-0.499,-0.37,-0.331,-0.154,-0.284,-0.292,-0.646,-0.32,-0.749,-0.794,-0.475,-0.377,-0.706,-0.571,-0.49,-1.11,-0.231,-0.746,-0.387,6
-0.631,-0.321,-0.346,-0.214,-0.19,-0.303,-0.657,-0.297,-0.679,-0.836,-0.419,-0.323,-0.692,-0.533,-0.44,-1.198,-0.233,-0.735,-0.356,6
-0.436,-0.373,-0.292,-0.108,-0.281,-0.123,-0.517,-0.097,-0.759,-0.774,-0.446,-0.343,-0.756,-0.559,-0.485,-1.174,-0.293,-0.727,-0.386,6
-0.566,-0.314,-0.34,-0.181,-0.225,-0.242,-0.621,-0.237,-0.69,-0.774,-0.387,-0.26,-0.672,-0.512,-0.407,-1.211,-0.122,-0.658,-0.254,6
-0.593,-0.377,-0.351,-0.198,-0.263,-0.352,-0.641,-0.302,-0.784,-0.829,-0.47,-0.368,-0.76,-0.587,-0.492,-1.251,-0.235,-0.761,-0.353,6
-0.589,-0.299,-0.317,-0.168,-0.19,-0.164,-0.602,-0.153,-0.718,-0.822,-0.43,-0.295,-0.713,-0.509,-0.416,-1.224,-0.171,-0.733,-0.334,6
-0.534,-0.401,-0.393,-0.231,-0.364,-0.308,-0.654,-0.326,-0.658,-0.833,-0.404,-0.303,-0.595,-0.494,-0.413,-1.048,-0.299,-0.722,-0.394,6
-0.452,-0.271,-0.225,-0.075,-0.153,-0.193,-0.556,-0.144,-0.783,-0.801,-0.466,-0.339,-0.747,-0.558,-0.458,-1.22,-0.22,-0.664,-0.285,6
-0.691,-0.443,-0.419,-0.266,-0.288,-0.395,-0.694,-0.348,-0.712,-0.996,-0.519,-0.346,-0.675,-0.577,-0.472,-1.184,-0.415,-0.791,-0.454,6
-0.546,-0.147,-0.203,-0.119,-0.067,-0.253,-0.629,-0.223,-0.647,-0.809,-0.367,-0.215,-0.592,-0.472,-0.355,-1.084,-0.262,-0.718,-0.342,6
-0.477,-0.414,-0.274,-0.082,-0.245,-0.227,-0.544,-0.22,-0.641,-0.706,-0.345,-0.263,-0.65,-0.46,-0.398,-1.11,-0.225,-0.685,-0.342,6
-0.663,-0.275,-0.327,-0.194,-0.212,-0.26,-0.647,-0.235,-0.73,-0.876,-0.43,-0.258,-0.676,-0.541,-0.397,-1.269,-0.323,-0.77,-0.38,6
-0.408,-0.074,-0.144,-0.05,0.054,-0.07,-0.512,-0.035,-0.652,-0.724,-0.392,-0.333,-0.673,-0.505,-0.421,-1.107,-0.121,-0.617,-0.237,6
-0.405,-0.348,-0.194,-0.052,-0.207,-0.177,-0.503,-0.129,-0.715,-0.793,-0.44,-0.322,-0.689,-0.535,-0.44,-1.133,-0.14,-0.639,-0.259,6
-0.45,-0.187,-0.22,-0.091,-0.092,-0.159,-0.598,-0.127,-0.828,-0.891,-0.579,-0.479,-0.821,-0.656,-0.578,-1.231,-0.185,-0.739,-0.304,6
-0.439,-0.191,-0.252,-0.104,-0.103,-0.162,-0.557,-0.125,-0.746,-0.861,-0.506,-0.4,-0.737,-0.58,-0.486,-1.18,-0.27,-0.702,-0.362,6
-0.539,-0.272,-0.332,-0.146,-0.213,-0.248,-0.616,-0.225,-0.626,-0.733,-0.373,-0.266,-0.641,-0.454,-0.364,-1.121,-0.242,-0.714,-0.326,6
-0.72,-0.436,-0.465,-0.287,-0.365,-0.382,-0.735,-0.363,-0.751,-0.949,-0.504,-0.375,-0.717,-0.597,-0.505,-1.246,-0.448,-0.819,-0.474,6
-0.589,-0.357,-0.321,-0.188,-0.292,-0.144,-0.625,-0.158,-0.852,-0.844,-0.486,-0.362,-0.803,-0.596,-0.465,-1.297,-0.334,-0.796,-0.407,6
-0.445,-0.18,-0.165,-0.082,0.03,-0.103,-0.533,-0.09,-0.628,-0.65,-0.32,-0.215,-0.598,-0.411,-0.307,-1.081,-0.034,-0.702,-0.25,6
-0.732,-0.483,-0.449,-0.265,-0.278,-0.457,-0.672,-0.381,-0.674,-0.961,-0.464,-0.294,-0.627,-0.536,-0.43,-1.172,-0.45,-0.812,-0.491,6
-0.366,-0.231,-0.222,-0.034,-0.144,-0.099,-0.472,-0.033,-0.757,-0.771,-0.468,-0.353,-0.741,-0.554,-0.458,-1.188,-0.048,-0.625,-0.258,6
-0.437,-0.033,-0.143,-0.043,0.018,-0.091,-0.51,-0.055,-0.83,-1.016,-0.581,-0.395,-0.787,-0.664,-0.528,-1.27,-0.286,-0.72,-0.357,6
-0.496,-0.398,-0.273,-0.167,-0.276,-0.208,-0.569,-0.125,-0.658,-0.755,-0.337,-0.207,-0.613,-0.459,-0.338,-1.107,-0.142,-0.726,-0.314,6
-0.559,-0.374,-0.321,-0.125,-0.243,-0.226,-0.592,-0.2,-0.829,-0.933,-0.556,-0.411,-0.782,-0.633,-0.53,-1.252,-0.329,-0.777,-0.418,6
-0.55,-0.283,-0.321,-0.138,-0.139,-0.268,-0.625,-0.208,-0.796,-0.825,-0.493,-0.399,-0.799,-0.614,-0.505,-1.246,-0.242,-0.733,-0.328,6
-0.446,-0.115,-0.145,-0.016,-0.046,-0.086,-0.544,-0.097,-0.776,-0.804,-0.469,-0.365,-0.792,-0.566,-0.466,-1.242,-0.138,-0.664,-0.275,6
-0.675,-0.362,-0.42,-0.259,-0.294,-0.295,-0.629,-0.314,-0.611,-0.738,-0.36,-0.281,-0.573,-0.436,-0.353,-1.095,-0.343,-0.809,-0.412,6
-0.694,-0.453,-0.497,-0.335,-0.416,-0.444,-0.74,-0.414,-0.756,-0.957,-0.527,-0.387,-0.719,-0.619,-0.514,-1.209,-0.38,-0.823,-0.454,6
-0.486,-0.206,-0.153,-0.074,-0.091,-0.119,-0.527,-0.072,-0.802,-0.831,-0.477,-0.361,-0.794,-0.585,-0.484,-1.266,-0.21,-0.725,-0.308,6
-0.71,-0.39,-0.421,-0.267,-0.264,-0.482,-0.673,-0.399,-0.676,-1.003,-0.476,-0.301,-0.597,-0.524,-0.425,-1.159,-0.471,-0.768,-0.454,6
-0.511,-0.16,-0.253,-0.109,-0.075,-0.16,-0.569,-0.179,-0.571,-0.687,-0.353,-0.278,-0.587,-0.434,-0.354,-1.046,-0.169,-0.674,-0.301,6
-0.465,-0.083,-0.175,-0.081,-0.005,-0.175,-0.54,-0.163,-0.69,-0.811,-0.404,-0.316,-0.667,-0.503,-0.424,-1.12,-0.149,-0.689,-0.288,6
-0.556,-0.223,-0.289,-0.164,-0.165,-0.145,-0.61,-0.147,-0.784,-0.919,-0.494,-0.354,-0.725,-0.562,-0.46,-1.245,-0.232,-0.737,-0.351,6
-0.504,-0.213,-0.22,-0.052,-0.128,-0.082,-0.558,-0.073,-0.711,-0.788,-0.375,-0.264,-0.686,-0.504,-0.399,-1.198,-0.184,-0.713,-0.331,6
-0.457,-0.154,-0.187,-0.016,-0.08,-0.085,-0.536,-0.069,-0.736,-0.798,-0.42,-0.316,-0.722,-0.526,-0.428,-1.211,-0.086,-0.703,-0.284,6
-0.517,-0.189,-0.278,-0.084,-0.119,-0.134,-0.589,-0.12,-0.78,-0.824,-0.483,-0.365,-0.739,-0.578,-0.476,-1.198,-0.269,-0.734,-0.381,6
-0.686,-0.509,-0.399,-0.212,-0.361,-0.277,-0.664,-0.279,-0.757,-0.79,-0.395,-0.301,-0.703,-0.51,-0.426,-1.228,-0.363,-0.803,-0.43,6
-0.388,-0.181,-0.229,0.003,-0.063,-0.165,-0.498,-0.099,-0.82,-0.87,-0.543,-0.442,-0.781,-0.639,-0.538,-1.22,-0.232,-0.652,-0.303,6
-0.471,-0.175,-0.204,-0.078,-0.071,-0.168,-0.564,-0.15,-0.671,-0.717,-0.385,-0.309,-0.682,-0.488,-0.396,-1.118,-0.108,-0.677,-0.257,6
-0.303,0.011,-0.116,-0.029,0.046,-0.057,-0.491,-0.05,-0.786,-0.844,-0.545,-0.442,-0.788,-0.632,-0.544,-1.175,-0.103,-0.63,-0.242,6
-0.603,-0.279,-0.311,-0.196,-0.164,-0.335,-0.657,-0.298,-0.675,-0.846,-0.407,-0.297,-0.613,-0.485,-0.385,-1.124,-0.235,-0.708,-0.334,6
-0.63,-0.383,-0.333,-0.147,-0.33,-0.334,-0.644,-0.326,-0.704,-0.821,-0.42,-0.303,-0.692,-0.501,-0.409,-1.195,-0.314,-0.802,-0.378,6
-0.491,-0.08,-0.141,-0.069,-0.007,-0.16,-0.595,-0.184,-0.63,-0.723,-0.313,-0.206,-0.59,-0.441,-0.333,-1.111,-0.21,-0.697,-0.307,6
-0.618,-0.217,-0.296,-0.195,-0.128,-0.252,-0.61,-0.227,-0.752,-0.889,-0.439,-0.312,-0.67,-0.569,-0.465,-1.207,-0.246,-0.752,-0.378,6
-0.446,-0.021,-0.118,-0.023,0.072,-0.12,-0.499,-0.067,-0.794,-0.938,-0.514,-0.356,-0.775,-0.613,-0.495,-1.28,-0.182,-0.665,-0.291,6
-0.429,-0.176,-0.217,-0.03,-0.122,-0.141,-0.533,-0.091,-0.838,-0.853,-0.534,-0.468,-0.825,-0.638,-0.564,-1.264,-0.238,-0.678,-0.294,6
-0.719,-0.269,-0.439,-0.328,-0.224,-0.506,-0.672,-0.405,-0.606,-0.993,-0.386,-0.201,-0.531,-0.469,-0.372,-1.149,-0.483,-0.75,-0.46,6
-0.571,-0.54,-0.389,-0.22,-0.47,-0.408,-0.815,-0.483,-0.753,-0.766,-0.497,-0.406,-0.732,-0.582,-0.481,-1.139,-0.406,-0.718,-0.457,8
-0.227,-0.135,-0.022,0.046,-0.154,-0.072,-0.487,-0.241,-0.352,-0.511,-0.239,-0.144,-0.332,-0.254,-0.195,-0.691,-0.397,-0.508,-0.443,8
-0.238,-0.323,-0.161,-0.07,-0.342,-0.288,-0.589,-0.481,-0.37,-0.429,-0.255,-0.249,-0.386,-0.325,-0.306,-0.679,-0.125,-0.493,-0.355,8
-0.499,-0.563,-0.384,-0.185,-0.613,-0.304,-0.744,-0.401,-0.763,-0.697,-0.473,-0.378,-0.75,-0.57,-0.472,-1.15,-0.344,-0.779,-0.427,8
-0.603,-0.567,-0.345,-0.206,-0.453,-0.467,-0.81,-0.524,-0.717,-0.578,-0.373,-0.316,-0.675,-0.449,-0.375,-1.161,-0.258,-0.752,-0.405,8
-0.537,-0.357,-0.312,-0.156,-0.388,-0.379,-0.799,-0.425,-0.761,-0.728,-0.468,-0.327,-0.702,-0.543,-0.436,-1.145,-0.397,-0.732,-0.435,8
-0.516,-0.382,-0.361,-0.217,-0.483,-0.256,-0.738,-0.368,-0.62,-0.577,-0.319,-0.212,-0.593,-0.402,-0.318,-1.019,-0.317,-0.701,-0.385,8
-0.541,-0.483,-0.357,-0.261,-0.5,-0.328,-0.791,-0.457,-0.597,-0.594,-0.336,-0.266,-0.593,-0.411,-0.357,-1.092,-0.307,-0.675,-0.393,8
-0.338,-0.335,-0.226,-0.137,-0.469,-0.096,-0.625,-0.268,-0.558,-0.54,-0.29,-0.217,-0.534,-0.376,-0.289,-0.989,-0.269,-0.602,-0.352,8
-0.457,-0.486,-0.302,-0.166,-0.493,-0.253,-0.683,-0.314,-0.56,-0.515,-0.279,-0.236,-0.538,-0.369,-0.286,-0.989,-0.198,-0.639,-0.345,8
-0.209,-0.41,-0.319,-0.24,-0.442,-0.263,-0.498,-0.522,-0.262,-0.79,-0.35,-0.317,-0.154,-0.319,-0.297,-0.445,-0.38,-0.579,-0.559,8
-0.356,-0.622,-0.285,-0.228,-0.569,-0.006,-0.668,-0.306,-0.298,-0.341,-0.185,-0.145,-0.359,-0.253,-0.211,-0.561,-0.057,-0.587,-0.328,8
-0.587,-0.455,-0.358,-0.221,-0.414,-0.361,-0.82,-0.453,-0.737,-0.741,-0.492,-0.4,-0.742,-0.558,-0.477,-1.155,-0.378,-0.729,-0.433,8
-0.374,-0.273,-0.189,-0.118,-0.336,-0.218,-0.686,-0.373,-0.603,-0.628,-0.437,-0.348,-0.603,-0.491,-0.422,-0.991,-0.267,-0.631,-0.373,8
-0.46,-0.584,-0.38,-0.167,-0.604,-0.213,-0.66,-0.306,-0.604,-0.536,-0.311,-0.234,-0.551,-0.404,-0.331,-1.014,-0.332,-0.708,-0.408,8
0.043,-0.181,-0.037,0.028,-0.268,-0.068,-0.412,-0.356,-0.139,-0.531,-0.21,-0.185,-0.173,-0.222,-0.2,-0.313,-0.155,-0.442,-0.388,8
-0.588,-0.683,-0.445,-0.324,-0.672,-0.378,-0.806,-0.531,-0.653,-0.63,-0.452,-0.377,-0.652,-0.5,-0.446,-1.043,-0.368,-0.754,-0.434,8
-0.444,-0.41,-0.263,-0.11,-0.408,-0.343,-0.739,-0.434,-0.693,-0.704,-0.457,-0.376,-0.655,-0.514,-0.443,-1.102,-0.295,-0.657,-0.38,8
-0.31,-0.289,-0.246,-0.171,-0.338,-0.285,-0.553,-0.519,-0.311,-0.679,-0.288,-0.262,-0.307,-0.328,-0.296,-0.607,-0.314,-0.642,-0.508,8
-0.411,-0.602,-0.35,-0.2,-0.63,-0.29,-0.721,-0.388,-0.602,-0.563,-0.328,-0.216,-0.537,-0.366,-0.266,-1.031,-0.193,-0.591,-0.326,8
-0.602,-0.539,-0.418,-0.24,-0.458,-0.443,-0.834,-0.523,-0.804,-0.838,-0.557,-0.448,-0.775,-0.634,-0.53,-1.178,-0.428,-0.74,-0.458,8
-0.639,-0.605,-0.445,-0.337,-0.614,-0.475,-0.898,-0.617,-0.751,-0.716,-0.535,-0.429,-0.796,-0.611,-0.525,-1.106,-0.449,-0.831,-0.507,8
-0.654,-0.553,-0.442,-0.379,-0.635,-0.461,-0.93,-0.626,-0.759,-0.733,-0.536,-0.411,-0.8,-0.616,-0.528,-1.127,-0.477,-0.819,-0.499,8
-0.049,-0.151,-0.085,0.019,-0.261,0.019,-0.48,-0.204,-0.304,-0.676,-0.303,-0.251,-0.28,-0.334,-0.291,-0.533,-0.257,-0.514,-0.407,8
-0.495,-0.452,-0.313,-0.199,-0.495,-0.362,-0.831,-0.517,-0.651,-0.611,-0.385,-0.298,-0.64,-0.471,-0.394,-1.017,-0.268,-0.74,-0.414,8
-0.139,-0.213,-0.018,0.091,-0.082,-0.107,-0.355,-0.194,-0.24,-0.646,-0.253,-0.174,-0.152,-0.211,-0.133,-0.463,-0.287,-0.442,-0.401,8
0.208,-0.108,-0.052,0.067,-0.345,0.105,-0.305,-0.311,0.015,-0.469,-0.176,-0.192,0.022,-0.128,-0.175,-0.049,-0.105,-0.329,-0.37,8
-0.192,-0.351,-0.183,-0.09,-0.354,-0.214,-0.509,-0.53,-0.251,-0.429,-0.189,-0.171,-0.205,-0.205,-0.198,-0.467,-0.083,-0.429,-0.316,8
-0.608,-0.564,-0.415,-0.321,-0.626,-0.443,-0.863,-0.599,-0.717,-0.734,-0.516,-0.417,-0.734,-0.57,-0.501,-1.075,-0.44,-0.8,-0.456,8
-0.545,-0.515,-0.366,-0.255,-0.506,-0.361,-0.826,-0.494,-0.597,-0.669,-0.37,-0.285,-0.613,-0.443,-0.393,-1.062,-0.408,-0.674,-0.444,8
-0.344,-0.618,-0.303,-0.237,-0.579,-0.003,-0.662,-0.313,-0.281,-0.338,-0.177,-0.143,-0.345,-0.237,-0.194,-0.544,-0.065,-0.602,-0.342,8
-0.151,-0.081,-0.002,0.162,-0.086,-0.041,-0.478,-0.222,-0.342,-0.463,-0.227,-0.15,-0.282,-0.238,-0.195,-0.545,-0.089,-0.504,-0.316,8
-0.246,-0.236,-0.138,-0.026,-0.377,-0.068,-0.566,-0.209,-0.465,-0.511,-0.235,-0.13,-0.437,-0.268,-0.179,-0.853,-0.359,-0.53,-0.379,8
-0.538,-0.462,-0.349,-0.288,-0.503,-0.291,-0.798,-0.48,-0.595,-0.631,-0.422,-0.303,-0.636,-0.496,-0.426,-0.908,-0.305,-0.734,-0.438,8
-0.475,-0.405,-0.281,-0.172,-0.41,-0.207,-0.736,-0.3,-0.671,-0.71,-0.402,-0.264,-0.628,-0.462,-0.388,-1.128,-0.33,-0.671,-0.383,8
-0.661,-0.515,-0.417,-0.225,-0.48,-0.471,-0.907,-0.55,-0.806,-0.737,-0.515,-0.408,-0.796,-0.613,-0.541,-1.216,-0.389,-0.769,-0.416,8
-0.107,-0.265,-0.12,-0.072,-0.263,0.002,-0.517,-0.277,-0.165,-0.345,-0.148,-0.15,-0.185,-0.196,-0.218,-0.396,0.054,-0.401,-0.26,8
0.188,-0.088,0.03,0.071,-0.078,0.026,-0.259,-0.414,0.13,-0.551,-0.174,-0.243,0.074,-0.151,-0.242,0.094,-0.06,-0.307,-0.324,8
-0.566,-0.562,-0.368,-0.199,-0.52,-0.449,-0.854,-0.529,-0.788,-0.697,-0.503,-0.397,-0.782,-0.601,-0.497,-1.163,-0.381,-0.727,-0.421,8
-0.209,-0.16,-0.039,0.103,-0.164,-0.133,-0.539,-0.299,-0.369,-0.491,-0.264,-0.206,-0.314,-0.28,-0.264,-0.588,-0.214,-0.555,-0.39,8
-0.449,-0.42,-0.248,-0.141,-0.414,-0.363,-0.747,-0.497,-0.608,-0.573,-0.336,-0.308,-0.572,-0.417,-0.351,-1.026,-0.232,-0.652,-0.365,8
-0.469,-0.537,-0.389,-0.162,-0.528,-0.271,-0.728,-0.361,-0.625,-0.564,-0.343,-0.229,-0.583,-0.433,-0.344,-0.995,-0.31,-0.636,-0.387,8
-0.529,-0.491,-0.313,-0.186,-0.465,-0.327,-0.809,-0.452,-0.6,-0.603,-0.304,-0.232,-0.583,-0.399,-0.331,-1.084,-0.361,-0.654,-0.397,8
-0.69,-0.603,-0.471,-0.352,-0.607,-0.605,-0.965,-0.739,-0.821,-0.759,-0.566,-0.467,-0.828,-0.652,-0.577,-1.154,-0.484,-0.836,-0.522,8
-0.305,-0.3,-0.102,0.069,-0.248,-0.188,-0.593,-0.345,-0.518,-0.653,-0.405,-0.354,-0.489,-0.42,-0.398,-0.806,-0.259,-0.671,-0.432,8
-0.499,-0.501,-0.333,-0.185,-0.465,-0.234,-0.756,-0.407,-0.589,-0.675,-0.426,-0.293,-0.607,-0.528,-0.421,-0.871,-0.091,-0.65,-0.279,8
-0.571,-0.322,-0.24,-0.162,-0.327,-0.261,-0.758,-0.355,-0.646,-0.579,-0.335,-0.239,-0.652,-0.449,-0.369,-1.127,-0.236,-0.72,-0.343,8
0.211,-0.11,0.018,0.078,-0.102,0.027,-0.193,-0.373,0.162,-0.517,-0.118,-0.149,0.114,-0.079,-0.158,0.158,-0.053,-0.364,-0.379,8
-0.406,-0.676,-0.412,-0.312,-0.578,-0.029,-0.771,-0.373,-0.377,-0.455,-0.282,-0.239,-0.407,-0.38,-0.339,-0.555,-0.004,-0.606,-0.303,8
-0.393,-0.315,-0.216,-0.107,-0.377,-0.354,-0.716,-0.511,-0.59,-0.584,-0.339,-0.305,-0.577,-0.416,-0.361,-0.996,-0.176,-0.631,-0.349,8
-0.65,-1.086,-0.625,-0.534,-1.078,-0.908,-0.935,-1.021,-1.003,-0.945,-0.887,-0.853,-0.994,-0.906,-0.871,-1.109,-0.932,-0.906,-0.811,12
-0.659,-1.143,-0.679,-0.532,-1.144,-0.867,-0.903,-0.972,-0.962,-0.894,-0.809,-0.779,-0.953,-0.84,-0.806,-1.119,-0.919,-0.861,-0.774,12
-0.788,-1.093,-0.736,-0.579,-1.143,-0.952,-1.048,-1.041,-1.214,-1.123,-1.057,-1.004,-1.22,-1.106,-1.062,-1.355,-1.031,-1.001,-0.822,12
-0.73,-1.104,-0.651,-0.548,-1.055,-0.87,-0.978,-0.955,-1.032,-0.944,-0.885,-0.841,-1.068,-0.939,-0.909,-1.19,-0.909,-0.961,-0.81,12
-0.717,-1.115,-0.669,-0.56,-1.112,-0.894,-0.979,-0.976,-1.04,-0.989,-0.9,-0.842,-1.056,-0.946,-0.901,-1.203,-0.928,-0.943,-0.808,12
-0.648,-1.097,-0.635,-0.538,-1.056,-0.824,-0.9,-0.943,-0.908,-0.833,-0.749,-0.726,-0.918,-0.788,-0.75,-1.087,-0.877,-0.877,-0.794,12
-0.86,-1.212,-0.757,-0.607,-1.137,-1.015,-1.057,-1.031,-1.142,-1.03,-0.959,-0.912,-1.156,-1.017,-0.979,-1.316,-0.968,-0.999,-0.841,12
-0.842,-1.137,-0.753,-0.595,-1.107,-0.937,-1.061,-1.008,-1.166,-1.082,-1.013,-0.98,-1.182,-1.061,-1.029,-1.317,-1.003,-1.021,-0.844,12
-0.677,-1.136,-0.653,-0.559,-1.092,-0.89,-0.947,-1.007,-0.917,-0.837,-0.769,-0.741,-0.96,-0.832,-0.799,-1.09,-0.863,-0.873,-0.761,12
-0.6,-1.038,-0.618,-0.43,-1.01,-0.767,-0.833,-0.831,-0.85,-0.731,-0.672,-0.646,-0.875,-0.728,-0.699,-1.039,-0.771,-0.808,-0.664,12
-0.609,-1.148,-0.623,-0.481,-1.079,-0.867,-0.851,-0.91,-0.914,-0.832,-0.785,-0.771,-0.951,-0.845,-0.823,-1.062,-0.907,-0.885,-0.799,12
-0.751,-1.162,-0.74,-0.622,-1.179,-0.96,-0.972,-1.049,-1.04,-0.953,-0.862,-0.824,-1.038,-0.908,-0.868,-1.21,-0.987,-0.937,-0.815,12
-0.649,-1.1,-0.687,-0.536,-1.213,-0.868,-0.945,-0.98,-1.059,-1.01,-0.931,-0.882,-1.075,-0.978,-0.925,-1.212,-0.895,-0.889,-0.746,12
-0.792,-1.102,-0.706,-0.548,-1.088,-0.922,-1.019,-0.969,-1.111,-1.015,-0.948,-0.909,-1.139,-1.002,-0.973,-1.287,-0.943,-0.969,-0.8,12
-0.683,-1.176,-0.696,-0.608,-1.186,-0.893,-0.935,-0.995,-0.98,-0.909,-0.829,-0.8,-0.987,-0.875,-0.835,-1.129,-0.99,-0.93,-0.861,12
-0.82,-1.23,-0.7,-0.564,-1.064,-0.99,-1.008,-1.01,-1.061,-0.973,-0.915,-0.86,-1.062,-0.956,-0.914,-1.18,-0.919,-0.965,-0.799,12
-0.657,-1.134,-0.693,-0.526,-1.208,-0.919,-0.95,-1.01,-1.107,-1.049,-0.977,-0.935,-1.105,-1.017,-0.972,-1.228,-0.984,-0.898,-0.792,12
-0.725,-1.158,-0.658,-0.543,-1.088,-0.883,-0.932,-0.937,-1.021,-0.933,-0.827,-0.797,-1.022,-0.881,-0.837,-1.207,-0.978,-0.932,-0.825,12
-0.871,-1.18,-0.751,-0.579,-1.111,-1.026,-1.055,-1.039,-1.202,-1.077,-1.011,-0.946,-1.207,-1.072,-1.023,-1.359,-1.056,-1.032,-0.847,12
-0.706,-1.186,-0.651,-0.493,-1.042,-0.847,-0.884,-0.906,-0.955,-0.863,-0.788,-0.754,-0.959,-0.836,-0.803,-1.124,-0.915,-0.899,-0.8,12
