@relation 'optdigits-weka.filters.unsupervised.attribute.Remove-V-R3-5,7,9,11-12,16,20-22,25,27,29,32-33,36-37,39-40,43-46,48,50-51,56,59,62,65'

@attribute Atr-2 numeric
@attribute Atr-3 numeric
@attribute Atr-4 numeric
@attribute Atr-6 numeric
@attribute Atr-8 numeric
@attribute Atr-10 numeric
@attribute Atr-11 numeric
@attribute Atr-15 numeric
@attribute Atr-19 numeric
@attribute Atr-20 numeric
@attribute Atr-21 numeric
@attribute Atr-24 numeric
@attribute Atr-26 numeric
@attribute Atr-28 numeric
@attribute Atr-31 numeric
@attribute Atr-32 numeric
@attribute Atr-35 numeric
@attribute Atr-36 numeric
@attribute Atr-38 numeric
@attribute Atr-39 numeric
@attribute Atr-42 numeric
@attribute Atr-43 numeric
@attribute Atr-44 numeric
@attribute Atr-45 numeric
@attribute Atr-47 numeric
@attribute Atr-49 numeric
@attribute Atr-50 numeric
@attribute Atr-55 numeric
@attribute Atr-58 numeric
@attribute Atr-61 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,7,6,0,0,1,15,0,13,15,6,0,16,12,0,0,9,15,8,0,12,12,16,10,0,0,0,0,0,0,4
2,10,16,0,0,14,9,0,6,5,14,0,5,14,0,0,0,1,3,0,3,1,4,16,0,2,15,0,3,4,9
6,15,13,0,0,15,10,0,3,1,16,0,12,1,0,0,0,0,3,0,12,0,0,15,0,1,13,0,4,5,0
13,13,13,4,0,16,5,0,0,2,1,0,14,16,0,0,6,0,8,0,3,0,0,10,0,3,14,0,9,4,5
8,14,1,0,0,7,16,0,16,6,0,0,6,9,0,0,16,14,0,0,0,8,16,3,0,0,12,4,7,16,1
8,12,16,4,0,15,6,0,2,8,6,0,14,8,0,0,0,0,8,0,0,0,0,12,0,0,5,0,7,2,5
2,10,14,0,0,15,9,0,0,9,12,0,7,15,0,0,15,7,1,0,1,2,0,9,0,0,5,0,1,16,9
3,15,16,6,0,3,14,0,0,4,14,0,2,15,0,0,16,14,2,0,0,8,8,0,0,0,2,0,5,0,7
2,14,8,0,0,14,10,0,2,15,0,0,8,13,0,0,6,10,0,0,0,9,7,0,0,0,0,3,1,16,2
9,14,16,0,0,10,6,0,0,13,13,0,12,16,0,0,16,7,1,0,3,15,0,0,0,0,8,0,9,0,7
4,12,16,7,0,16,6,0,0,3,13,0,0,16,0,0,0,9,0,0,2,0,0,13,0,3,16,0,3,15,3
3,15,5,0,0,5,16,0,16,7,0,0,12,9,0,0,15,14,0,0,6,3,16,6,0,0,6,10,2,16,1
9,15,13,0,0,14,7,0,1,13,0,0,7,11,0,0,10,6,0,0,1,15,0,0,0,0,9,0,11,16,2
1,7,12,0,0,16,12,0,0,11,8,0,5,15,0,0,2,14,0,0,0,0,2,13,0,0,5,5,1,16,3
6,16,4,0,0,4,16,0,16,12,0,0,13,15,0,0,15,16,0,0,1,2,15,8,0,0,6,7,5,16,1
2,15,6,0,0,10,14,0,9,9,16,0,15,16,0,0,12,15,8,0,16,16,14,7,0,1,7,0,2,0,4
2,9,13,0,0,14,11,0,0,14,6,0,2,15,0,0,6,12,2,0,0,0,0,9,0,0,14,0,3,15,3
0,12,10,0,0,4,16,0,7,6,16,0,15,10,0,0,1,16,10,0,11,14,16,11,0,9,16,0,0,0,4
0,3,12,0,0,1,14,0,16,6,10,0,0,16,0,0,14,15,0,0,16,4,9,9,0,0,4,0,0,11,8
3,15,6,0,0,9,13,0,3,6,15,0,15,14,0,0,9,16,7,0,16,16,11,4,0,0,3,0,4,0,4
6,13,15,11,0,10,11,0,0,0,0,0,11,8,0,0,14,10,2,0,7,1,2,12,0,0,5,0,8,0,5
7,8,12,0,0,14,11,0,0,0,10,0,9,0,0,0,0,0,0,0,9,0,9,11,0,2,14,0,9,0,0
7,16,13,0,0,13,16,0,16,16,3,0,14,15,0,0,16,15,0,0,14,16,16,4,0,0,6,0,4,6,1
10,12,15,0,0,16,13,0,1,0,0,0,10,0,0,0,16,7,0,0,1,4,13,7,0,0,0,0,9,2,5
1,10,0,0,0,7,12,0,7,0,0,0,14,0,0,0,9,12,2,0,16,13,8,8,0,0,13,0,3,9,6
9,7,0,0,0,9,11,0,4,0,0,0,16,0,0,0,8,14,0,0,16,15,8,9,0,3,16,0,7,12,6
12,16,12,0,0,16,13,0,5,16,0,0,3,7,0,0,13,0,0,0,13,1,0,0,0,6,16,0,15,15,2
5,15,13,4,0,11,16,0,16,16,8,0,16,15,0,0,16,8,0,0,16,15,3,0,0,0,10,0,8,0,1
0,6,13,16,0,6,16,10,3,0,4,0,2,12,0,0,16,16,3,0,9,3,10,10,0,0,0,0,0,0,7
6,9,11,0,0,16,15,0,2,15,6,0,0,15,0,0,0,6,6,0,0,0,0,5,0,0,0,0,3,7,3
3,11,0,0,0,9,13,0,4,0,0,0,15,1,0,0,14,16,2,0,16,11,3,7,0,0,13,0,4,14,6
0,6,11,0,0,0,15,0,15,2,0,0,16,0,0,0,7,5,0,0,16,13,9,13,0,0,8,3,0,13,6
2,12,12,1,0,2,15,0,16,16,14,0,8,16,0,0,16,13,0,0,14,16,9,0,0,0,11,0,1,0,1
0,10,6,10,0,7,15,1,9,1,15,0,16,11,1,0,16,16,0,0,5,12,10,0,0,0,0,0,0,0,4
0,11,5,11,0,7,14,0,6,3,16,0,16,13,0,0,16,16,1,0,4,10,13,0,0,0,0,0,0,0,4
16,15,6,0,0,14,14,0,6,14,0,0,0,11,0,0,16,3,0,0,14,10,0,0,0,9,16,0,16,14,2
8,16,16,0,0,4,8,0,0,13,8,0,3,16,0,0,16,16,9,0,0,14,8,2,0,0,3,0,11,0,7
2,10,16,0,0,10,16,0,10,16,16,0,12,12,0,0,7,1,11,0,5,0,0,8,0,3,15,0,3,16,9
3,14,16,0,0,13,10,0,3,2,14,0,10,16,0,0,0,0,5,0,0,0,0,13,0,3,11,0,4,10,9
11,16,13,0,0,15,7,0,0,6,15,0,1,15,0,0,15,14,0,0,1,0,5,16,0,5,11,0,10,10,3
0,9,13,1,0,9,12,0,4,0,12,0,15,3,0,0,9,16,0,0,0,4,14,15,0,0,0,0,0,12,8
8,14,15,0,0,13,9,0,0,12,9,0,2,13,0,0,15,16,0,0,1,0,12,14,0,5,13,0,9,9,3
4,12,14,0,0,11,16,0,14,2,16,0,16,0,0,0,4,3,4,0,16,5,10,14,0,0,14,0,4,2,0
2,14,13,0,0,12,13,0,6,6,16,0,5,15,0,0,2,4,8,0,0,0,0,11,0,2,13,0,2,16,9
1,8,10,3,0,1,16,0,14,16,16,0,1,16,0,0,16,16,0,0,10,16,15,4,0,0,8,0,1,1,1
5,16,16,0,0,6,9,0,0,10,12,0,1,13,0,0,16,16,6,0,1,11,14,8,0,0,0,0,4,0,7
16,12,1,0,0,14,15,0,14,10,0,0,2,7,0,0,16,3,0,0,14,10,0,0,0,11,16,0,16,16,2
7,15,14,0,0,16,5,0,2,10,14,0,13,14,0,0,13,15,0,0,15,2,3,15,0,0,15,0,6,4,8
3,13,13,0,0,14,8,0,0,0,9,0,13,0,0,0,0,0,8,0,13,0,0,5,0,0,14,0,3,14,0
0,2,15,0,0,0,11,0,16,6,6,0,16,4,0,0,16,16,10,0,4,4,11,16,0,0,0,0,0,7,4
9,12,14,0,0,12,6,0,1,3,0,0,9,16,0,0,4,0,6,0,0,0,0,4,0,0,9,0,9,14,5
9,15,14,0,0,16,4,0,5,5,16,0,9,16,0,0,0,0,8,0,0,0,0,8,0,2,10,0,13,11,9
10,12,12,4,0,16,8,0,8,6,0,0,15,14,0,0,0,2,0,0,0,0,0,14,0,0,11,0,10,5,5
2,14,10,0,0,12,10,0,2,0,0,0,12,4,0,0,16,15,8,0,16,13,0,4,0,0,10,0,2,15,6
5,15,14,0,0,14,7,0,5,5,16,0,7,16,0,0,1,3,10,0,0,0,0,2,0,0,8,1,4,16,9
5,15,2,0,0,1,16,0,14,12,0,0,2,16,0,0,9,14,0,0,0,0,6,13,0,0,2,4,4,16,1
2,13,1,0,0,0,15,0,15,10,0,0,0,16,0,0,6,15,0,0,0,0,12,9,0,0,5,2,2,12,1
9,15,14,0,0,9,3,0,0,6,10,0,0,15,0,0,10,11,2,0,1,0,0,14,0,10,13,0,7,10,3
6,16,12,0,0,16,5,0,0,0,12,0,14,0,0,0,2,0,8,0,12,0,0,9,0,3,16,0,7,3,0
0,6,16,0,0,0,12,0,15,3,6,0,14,0,0,0,13,12,5,0,12,12,16,14,0,0,0,0,0,3,4
6,12,13,0,0,16,6,0,13,12,16,0,13,12,0,0,0,0,8,0,1,0,0,8,0,3,16,0,5,13,9
0,10,9,0,0,5,15,5,10,0,7,0,16,5,0,0,16,16,0,0,4,11,16,8,0,0,0,0,0,0,4
8,15,15,0,0,16,13,0,1,9,11,0,0,15,0,0,10,13,0,0,8,16,7,0,0,6,16,1,7,16,2
1,9,15,0,0,9,14,0,3,0,0,0,13,0,0,0,12,16,3,0,15,13,4,3,0,0,9,1,0,12,6
13,14,2,0,0,14,9,0,3,12,6,0,14,14,0,0,16,16,0,0,11,14,8,13,0,4,16,0,12,6,8
2,16,10,0,0,4,16,0,16,16,3,0,9,16,0,0,16,16,0,0,8,16,16,1,0,0,5,0,1,3,1
13,16,16,0,0,15,8,0,5,16,6,0,0,16,0,0,0,6,5,0,0,0,0,5,0,0,8,0,15,14,3
12,16,16,0,0,15,9,0,1,10,15,0,0,16,0,0,5,15,5,0,0,0,0,10,0,0,7,0,13,12,3
3,11,14,3,0,13,10,0,2,0,9,0,0,10,0,0,16,16,0,0,3,0,14,3,0,0,0,0,7,0,3
3,16,12,0,0,6,16,0,16,16,0,0,9,16,0,0,16,16,0,0,9,16,13,0,0,0,7,0,3,3,1
5,16,15,0,0,13,15,0,4,13,8,0,0,16,0,0,7,16,0,0,6,15,9,0,0,2,16,3,5,16,2
14,16,16,2,0,14,9,0,16,5,14,0,0,16,0,0,14,14,0,0,14,3,6,11,0,4,8,0,13,2,8
2,12,9,0,0,1,15,0,11,1,14,0,10,11,0,0,14,16,0,0,0,0,1,10,0,0,0,2,5,14,9
9,15,16,0,0,15,10,0,4,16,7,0,0,16,0,0,1,13,5,0,0,0,2,13,0,0,12,0,10,14,3
11,16,12,0,0,16,9,0,1,16,10,0,0,16,0,0,9,15,0,0,3,15,6,0,0,0,10,1,13,16,2
12,15,16,1,0,16,15,0,6,11,15,0,9,15,0,0,16,8,0,0,15,15,11,0,0,2,16,0,13,0,8
13,14,12,4,0,16,5,0,7,15,4,0,11,2,0,0,10,6,0,0,5,1,15,0,0,5,8,0,10,0,8
13,16,15,0,0,15,9,0,0,12,12,0,0,15,0,0,8,15,0,0,2,15,10,0,0,0,10,2,13,11,2
5,12,16,0,0,16,13,0,5,5,10,0,11,12,0,0,16,6,0,0,2,15,8,0,0,0,8,0,5,0,8
6,16,11,0,0,9,16,0,16,16,4,0,10,13,0,0,16,12,0,0,10,16,9,0,0,0,9,0,4,3,1
10,12,16,8,0,16,16,0,3,0,0,0,11,0,0,0,14,8,0,0,5,10,16,3,0,0,4,0,13,0,5
9,16,16,0,0,16,11,0,2,2,16,0,13,13,0,0,10,13,6,0,0,0,3,16,0,0,0,0,11,6,9
13,16,16,0,0,10,4,0,0,11,7,0,0,15,0,0,12,7,0,0,6,12,1,0,0,0,16,0,15,15,2
0,8,14,0,0,2,16,0,16,1,3,0,16,2,0,0,0,8,7,0,16,16,16,11,0,1,7,0,0,0,4
3,15,15,0,2,16,12,0,6,14,0,0,14,10,0,0,16,7,0,0,6,15,13,8,0,0,8,0,4,14,8
12,16,16,15,0,3,4,0,2,4,11,0,6,16,0,0,6,15,2,0,0,10,13,0,0,0,4,0,14,0,7
2,14,13,0,0,14,15,0,2,1,5,0,13,5,0,0,9,12,11,0,5,12,16,10,0,0,0,0,0,0,4
9,16,16,0,0,16,9,0,7,12,16,0,7,15,0,0,0,0,10,0,0,0,0,11,0,0,11,0,9,11,9
14,16,13,1,0,12,10,0,14,13,13,0,3,16,0,0,16,12,0,0,13,8,14,6,0,1,16,0,13,0,8
16,16,16,10,0,10,4,0,0,0,0,0,16,7,0,0,8,14,2,0,0,0,1,16,0,3,3,0,16,1,5
6,15,16,3,0,14,16,0,5,0,0,0,15,4,0,0,12,16,0,0,0,0,5,16,0,0,0,0,4,3,5
16,16,16,3,0,16,13,0,3,0,0,0,16,7,0,0,13,16,0,0,0,0,7,16,0,2,11,0,16,5,5
3,11,16,2,0,16,10,0,0,5,16,0,0,10,0,0,9,16,10,0,0,6,15,6,0,0,0,0,1,0,7
10,16,14,0,0,16,8,0,5,0,13,0,0,0,0,0,0,4,2,0,0,0,13,11,0,0,2,1,12,13,2
0,12,14,0,0,5,16,0,15,1,0,0,14,9,0,0,15,16,2,0,15,7,1,12,0,0,10,0,0,15,6
13,16,16,0,0,16,7,0,0,11,10,0,1,14,0,0,7,15,1,0,0,1,2,13,0,0,8,0,11,15,3
7,16,12,0,0,16,7,0,2,10,6,0,4,12,0,0,0,15,0,0,0,5,13,0,0,0,6,1,6,12,2
8,16,15,0,0,13,5,0,0,16,0,0,1,14,0,0,16,14,8,0,8,16,4,0,0,0,5,0,14,0,7
0,0,12,0,0,0,11,0,15,4,0,0,12,0,0,0,1,1,8,0,16,8,10,16,0,4,15,0,0,9,4
5,16,16,0,0,16,14,0,4,14,10,0,0,16,0,0,0,8,6,0,0,0,0,12,0,0,7,0,8,10,3
0,5,15,0,0,2,16,0,12,0,2,0,16,0,0,0,0,3,5,0,15,16,16,12,0,5,12,0,0,2,4
11,15,13,0,0,13,5,0,1,10,12,0,7,14,0,0,0,0,8,0,0,0,0,12,0,2,8,0,15,8,9
0,5,15,0,0,0,14,0,14,4,15,0,16,9,0,0,11,15,9,0,15,15,16,11,0,0,0,0,0,2,4
1,13,16,0,0,8,14,0,5,5,15,0,12,9,0,0,11,15,7,0,4,15,16,9,0,0,0,0,1,0,7
8,13,12,0,0,15,7,0,0,7,11,0,0,15,0,0,10,16,0,0,0,0,4,15,0,0,11,0,8,12,3
14,12,12,0,0,16,8,0,8,4,0,0,12,15,0,0,0,1,8,0,0,0,0,11,0,5,14,0,10,5,5
15,15,3,0,0,15,12,0,6,16,0,0,0,15,0,0,12,12,0,0,1,16,10,10,0,1,13,0,16,5,2
2,16,8,0,0,8,15,0,7,0,0,0,16,5,0,0,16,16,3,0,16,12,4,10,0,0,14,0,3,16,6
16,13,1,0,0,14,14,0,12,4,0,0,0,4,0,0,16,1,0,0,7,13,0,0,0,1,15,0,16,8,2
5,12,13,0,0,16,9,0,0,5,11,0,0,11,0,0,6,14,3,0,0,0,0,7,0,0,10,0,6,14,3
0,0,5,6,0,0,4,0,16,10,16,0,11,0,0,0,0,1,4,0,0,0,3,16,0,0,0,0,0,15,1
4,12,5,0,0,12,14,0,1,2,16,0,8,0,0,0,0,0,8,0,11,0,0,5,0,0,14,0,2,11,0
9,9,12,0,0,14,10,0,6,3,0,0,13,15,0,0,0,0,9,0,0,0,0,2,0,0,5,0,10,11,5
15,13,2,0,0,16,13,0,5,16,4,0,1,16,0,0,12,11,0,0,4,16,8,8,0,0,12,0,15,4,2
4,16,16,0,0,1,9,0,5,15,16,0,0,16,0,0,2,16,0,0,0,0,10,10,0,0,11,0,5,15,3
0,7,12,16,0,9,16,10,16,13,14,0,4,16,0,0,0,0,10,0,0,0,7,15,0,0,0,0,0,0,9
6,14,16,1,0,16,12,0,11,14,13,0,15,14,0,0,8,16,0,0,0,6,16,4,0,0,2,0,9,0,9
13,16,12,0,0,15,10,0,5,16,3,0,0,14,0,0,16,7,0,0,14,16,1,3,1,3,16,1,13,7,2
1,13,10,0,0,12,6,0,10,11,15,0,1,16,0,0,0,0,10,0,0,0,0,5,0,0,2,0,2,16,9
8,15,16,0,0,13,13,0,6,16,9,0,0,16,0,0,0,10,0,0,0,0,5,15,0,0,7,0,7,8,3
15,13,13,0,0,16,16,0,13,0,0,0,5,3,0,0,11,10,0,0,0,10,14,0,0,0,9,0,11,0,5
12,16,5,0,0,16,16,0,5,14,2,0,0,12,0,0,4,13,0,0,1,13,5,0,0,0,10,0,13,12,2
6,12,15,0,0,14,14,0,14,10,0,0,11,2,0,0,11,16,0,0,0,0,4,14,0,0,2,0,6,8,3
7,16,16,5,0,9,12,0,0,9,15,0,7,15,0,0,16,16,5,0,0,14,10,0,0,0,5,0,8,0,7
4,15,8,0,0,15,14,0,5,3,14,0,11,0,0,0,0,0,8,0,14,0,0,10,0,0,14,0,2,7,0
4,16,16,3,0,7,12,0,0,1,16,0,4,7,0,0,16,16,9,0,11,13,16,10,0,0,0,0,5,0,7
12,14,3,0,0,16,1,0,16,16,15,0,7,14,0,0,14,16,0,0,16,1,15,7,0,5,16,0,16,0,8
3,10,15,0,0,12,14,0,3,0,0,0,16,11,0,0,14,9,7,0,4,0,0,15,0,0,0,0,2,0,5
15,16,12,0,0,16,15,0,9,0,0,0,16,12,0,0,14,10,3,0,1,0,10,16,0,0,1,0,13,0,5
10,12,14,0,0,16,16,0,8,3,16,0,13,0,0,0,0,0,8,0,13,0,4,12,0,7,16,0,11,1,0
15,11,1,0,0,16,16,0,13,8,0,0,0,5,0,0,11,4,0,0,5,16,0,0,0,2,13,0,16,12,2
5,11,12,0,0,12,6,0,16,16,4,0,12,16,0,0,16,16,0,0,12,16,16,4,0,0,12,0,6,7,1
1,15,15,0,0,3,12,0,4,16,4,0,3,16,0,0,16,16,8,0,11,14,14,5,0,0,0,0,1,0,7
0,8,15,0,0,1,15,0,16,1,0,0,16,0,0,0,15,5,0,0,15,16,11,14,0,0,11,0,0,12,6
4,16,16,0,0,6,16,0,16,16,12,0,3,16,0,0,16,16,0,0,13,16,16,4,0,3,16,0,6,2,1
0,3,13,0,0,1,14,0,12,1,2,0,16,1,0,0,0,7,8,0,16,16,16,16,0,4,11,0,0,4,4
8,12,11,0,0,8,16,0,16,16,14,0,13,16,0,0,16,16,0,0,16,16,16,10,0,1,11,0,4,7,1
