@relation page-blocks

@attribute Height numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
1,63,2
1,12,2
1,47,2
1,16,2
6,45,2
2,570,2
1,16,2
1,25,2
1,46,2
1,7,2
1,38,2
1,30,2
1,22,2
5,1092,2
2,109,2
2,56,2
2,123,2
1,11,2
7,10,2
3,496,2
2,419,2
1,10,2
1,34,2
3,559,2
1,217,2
2,33,2
2,267,2
1,13,2
1,17,2
1,48,2
1,12,2
3,82,2
1,37,2
1,17,2
1,263,2
1,11,2
2,667,2
1,21,2
2,86,2
2,693,2
1,8,2
2,54,2
1,188,2
2,43,2
1,146,2
1,21,2
1,17,2
2,19,2
1,13,2
1,61,2
1,177,2
1,26,2
2,541,2
4,336,2
11,2657,2
2,577,2
1,10,2
2,193,2
3,319,2
6,57,2
2,628,2
1,13,2
2,111,2
3,559,2
2,143,2
1,42,2
2,8,2
1,15,2
1,26,2
1,36,2
1,15,2
3,1152,2
4,1136,2
5,301,2
1,21,2
2,315,2
1,155,2
1,14,2
1,10,2
2,557,2
1,16,2
1,12,2
1,16,2
1,9,2
2,29,2
1,15,2
25,907,2
5,623,2
1,8,2
2,603,2
1,204,2
1,31,2
2,8,2
1,277,2
2,544,2
2,534,2
1,141,2
1,82,2
1,537,2
1,127,2
3,746,2
3,139,2
2,46,2
3,569,2
2,27,2
2,186,2
1,142,2
1,9,2
1,125,2
1,46,2
1,17,2
1,275,2
2,47,2
24,10359,2
1,23,2
2,50,2
2,558,2
1,61,2
28,414,3
65,1475,3
163,13725,3
63,2041,3
168,19430,3
168,18591,3
153,14180,3
72,3374,3
83,4804,3
166,28093,3
63,1681,3
29,442,3
174,27820,3
178,14292,3
29,416,3
93,4366,3
128,17721,3
187,23025,3
28,427,3
28,431,3
95,5966,3
187,10947,3
28,441,3
64,1882,3
29,401,3
44,79,4
37,37,4
14,15,4
105,111,4
31,31,4
7,7,4
16,16,4
7,7,4
39,39,4
10,10,4
53,53,4
430,465,4
15,15,4
25,25,4
84,84,4
34,34,4
58,59,4
54,54,4
19,31,4
13,13,4
27,27,4
7,7,4
9,11,4
22,22,4
66,130,4
9,9,4
10,10,4
14,14,4
27,41,4
20,20,4
42,42,4
9,9,4
12,15,4
13,13,4
11,14,4
5,7,4
94,97,4
18,18,4
13,13,4
76,76,4
14,14,4
804,1689,4
42,83,4
9,9,4
17,24,4
8,8,4
117,117,4
93,156,4
69,133,4
4,8,4
26,26,4
7,7,4
9,9,4
5,8,4
136,135,4
9,9,4
9,9,4
1,25,4
23,23,4
8,7,4
8,8,4
5,9,4
7,7,4
7,9,4
11,11,4
8,8,4
31,31,4
10,9,4
47,47,4
13,13,4
9,9,4
12,12,4
8,8,4
17,17,4
38,38,4
98,141,4
8,8,4
4,7,4
12,12,4
153,7689,5
68,519,5
34,218,5
17,32,5
54,370,5
25,42,5
10,25,5
9,22,5
52,4607,5
8,11,5
37,321,5
6,11,5
81,449,5
10,11,5
4,11,5
6,14,5
12,160,5
31,787,5
85,969,5
16,32,5
15,23,5
16,67,5
6,7,5
54,5766,5
28,294,5
6,7,5
83,7353,5
160,9199,5
7,12,5
33,91,5
32,671,5
31,350,5
9,9,5
16,64,5
7,9,5
32,1588,5
38,157,5
6,8,5
8,9,5
13,16,5
9,13,5
101,1398,5
5,7,5
212,5066,5
47,2459,5
37,97,5
8,20,5
5,8,5
34,201,5
20,109,5
83,7772,5
36,181,5
91,4100,5
21,74,5
22,52,5
21,26,5
53,460,5
5,8,5
14,34,5
43,212,5
52,345,5
7,14,5
36,247,5
13,8,5
86,947,5
8,7,5
17,142,5
83,4138,5
31,728,5
5,8,5
29,162,5
4,7,5
14,27,5
7,17,5
31,217,5
29,214,5
67,339,5
5,9,5
39,245,5
118,642,5
6,10,5
306,7861,5
83,7725,5
36,331,5
55,375,5
12,14,5
45,308,5
53,400,5
311,12631,5
4,7,5
49,324,5
9,22,5
13,21,5
7,9,5
83,7741,5
4,7,5
24,60,5
4,8,5
8,14,5
30,288,5
197,10654,5
19,70,5
14,30,5
