@relation page-blocks

@attribute Height numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
8,1.5,0.583,78,1
9,1.333,0.426,108,1
7,2,0.357,95,1
8,1,0.359,62,1
9,9.222,0.351,542,1
1,22,0.318,22,1
8,3.125,0.405,173,1
9,13.444,0.356,890,1
10,12.6,0.41,1049,1
9,20.333,0.218,989,1
12,41.417,0.278,4478,1
7,26,0.203,790,1
8,3.375,0.343,168,1
1,143,0.133,143,1
12,22.583,0.246,1999,1
9,16.778,0.184,679,1
11,7.636,0.251,629,1
8,26.25,0.178,811,1
7,1.571,0.312,76,1
8,3.5,0.406,174,1
7,7.714,0.286,332,1
6,6.667,0.296,175,1
8,1.75,0.438,86,1
7,1.143,0.429,54,1
10,7.9,0.324,530,1
7,2,0.286,74,1
7,3.143,0.396,154,1
7,1.143,0.357,50,1
10,2.9,0.221,166,1
7,1.571,0.351,67,1
9,9.111,0.379,649,1
4,1.5,0.458,19,1
10,6.3,0.184,389,1
6,14.833,0.298,405,1
7,6.143,0.249,243,1
11,11.545,0.266,959,1
9,13.333,0.176,812,1
7,1.714,0.476,68,1
8,6.75,0.245,322,1
10,10.8,0.319,806,1
10,6.6,0.27,421,1
7,5.714,0.336,272,1
7,3.143,0.247,110,1
7,25,0.337,1214,1
2,26,0.144,73,1
9,9.222,0.333,554,1
8,7.625,0.316,472,1
9,2.333,0.323,153,1
11,9.182,0.33,815,1
10,5.9,0.251,450,1
8,1.875,0.375,102,1
9,2.778,0.249,205,1
11,6.091,0.269,508,1
6,17.333,0.099,161,1
9,4,0.565,306,1
7,21.143,0.184,845,1
24,5.167,0.902,2859,1
8,2.625,0.28,155,1
9,9.111,0.32,699,1
10,0.8,0.313,72,1
7,5.143,0.262,169,1
10,13,0.453,1069,1
10,50.8,0.131,2593,1
12,4.667,0.256,556,1
10,9.3,0.268,729,1
9,1.667,0.178,75,1
9,20.111,0.217,1077,1
8,1,0.469,54,1
9,17.222,0.346,1020,1
7,0.714,0.257,35,1
1,32,0.438,32,1
8,2.75,0.392,137,1
7,1.143,0.304,43,1
13,17.385,0.258,2852,1
10,4.5,0.296,263,1
7,2.286,0.304,78,1
14,31.429,0.158,3857,1
10,4.7,0.198,367,1
11,23.818,0.242,1781,1
8,5.75,0.315,345,1
6,3.167,0.333,106,1
9,4.111,0.517,311,1
5,0.6,0.533,11,1
14,26,0.366,2865,1
10,10,0.436,910,1
9,29.333,0.261,1455,1
12,14.667,0.302,1265,1
8,17.625,0.447,1051,1
8,2,0.383,111,1
10,32.7,0.379,2508,1
6,2.167,0.372,77,1
8,2.625,0.363,130,1
24,11.667,0.449,6072,1
6,2,0.319,47,1
5,1.2,0.333,29,1
7,1.714,0.226,66,1
10,25.1,0.281,1776,1
9,1.778,0.174,118,1
7,7.429,0.266,349,1
8,3.75,0.383,236,1
11,27.455,0.379,2670,1
1,7,1,7,1
8,16.25,0.36,911,1
9,33.444,0.178,1881,1
10,0.9,0.344,77,1
10,15.5,0.275,1244,1
8,7.375,0.322,416,1
9,3.778,0.356,283,1
5,1.6,0.425,39,1
6,6.667,0.221,236,1
9,1.556,0.278,126,1
7,31.857,0.205,1036,1
6,1.167,0.5,42,1
5,8.6,0.265,169,1
10,8.9,0.252,441,1
8,3.75,0.242,197,1
9,18.222,0.189,959,1
8,2.75,0.324,160,1
7,3.286,0.323,135,1
8,1.75,0.482,76,1
11,9.364,0.156,653,1
9,2.333,0.429,146,1
7,1,0.265,39,1
11,24.636,0.278,2171,1
8,1.5,0.406,86,1
8,1.5,0.396,93,1
14,13.214,0.254,1687,1
9,3.778,0.363,264,1
9,11.889,0.383,826,1
7,2,0.337,97,1
9,2.111,0.62,143,1
9,5.778,0.203,293,1
1,31,0.226,31,1
6,15.667,0.287,402,1
16,1.5,0.411,335,1
16,11.438,0.413,2305,1
11,5.909,0.178,473,1
11,7.818,0.413,807,1
11,5.545,0.294,493,1
10,4.1,0.276,284,1
8,5.625,0.297,203,1
12,5.583,0.376,604,1
7,3.429,0.274,111,1
9,1.333,0.648,80,1
9,19.111,0.171,1131,1
9,2.222,0.367,162,1
37,2.73,0.282,2596,1
25,4.6,0.296,1868,1
10,4.7,0.481,466,1
10,10,0.449,874,1
12,0.583,0.214,49,1
10,49.9,0.147,3150,1
7,1.571,0.234,52,1
9,7.444,0.468,496,1
10,2.1,0.329,177,1
12,10.667,0.339,1132,1
9,11.889,0.357,843,1
7,9.429,0.171,417,1
17,15.647,0.921,4522,1
12,6,0.281,697,1
10,2.7,0.367,201,1
7,22.143,0.178,666,1
11,1.818,0.568,197,1
8,4.5,0.458,252,1
8,2,0.234,118,1
6,1.667,0.433,52,1
8,0.875,0.464,56,1
7,43.571,0.109,1069,1
7,0.857,0.405,39,1
9,11.111,0.463,817,1
8,11,0.195,532,1
9,8.333,0.256,409,1
9,6,0.191,360,1
11,8.091,0.17,691,1
10,5.8,0.402,518,1
5,0.8,0.5,16,1
9,13.556,0.378,1055,1
9,56.444,0.188,2731,1
6,2.833,0.245,61,1
1,50,0.2,50,1
24,11.75,0.443,5944,1
7,7.143,0.214,336,1
8,3.25,0.37,136,1
9,1.778,0.16,72,1
6,0.667,0.667,24,1
10,6.4,0.514,618,1
8,2,0.375,119,1
6,16,0.293,417,1
10,1.9,0.621,163,1
10,3.2,0.334,255,1
7,4.857,0.462,224,1
9,2.556,0.362,172,1
8,24.125,0.4,1280,1
9,59.444,0.165,3063,1
8,1.5,0.396,89,1
7,0.286,0.714,10,1
10,1.9,0.6,146,1
8,0.75,0.583,39,1
8,3.25,0.37,197,1
9,20.667,0.16,1363,1
10,1.2,0.142,38,1
8,1,0.516,64,1
7,12.286,0.244,500,1
13,0.462,0.436,35,1
7,10,0.265,478,1
8,5,0.463,310,1
8,6.75,0.537,411,1
9,23.444,0.219,1343,1
8,2.375,0.454,152,1
5,10.6,0.223,162,1
12,21.417,0.283,1898,1
6,8,0.316,278,1
9,2.556,0.213,105,1
14,0.857,0.661,143,1
14,15.5,0.268,1919,1
11,10.727,0.29,1036,1
5,5,0.4,116,1
10,26.2,0.273,1841,1
10,3,0.427,234,1
9,9.778,0.263,575,1
10,6.1,0.333,582,1
11,7.636,0.279,627,1
8,3.25,0.25,168,1
10,5.1,0.308,429,1
9,56.667,0.137,2918,1
9,3.667,0.377,250,1
9,27.778,0.36,1649,1
1,10,0.8,10,1
10,3.8,0.426,360,1
11,20.091,0.25,1323,1
8,1.5,0.396,72,1
8,11.875,0.303,712,1
8,3.125,0.28,165,1
7,11.429,0.155,391,1
6,16,0.267,541,1
8,19,0.199,823,1
10,0.8,0.5,80,1
5,4.6,0.226,115,1
38,9,0.275,6053,1
9,20.111,0.361,1205,1
9,6.778,0.213,375,1
16,21.5,0.385,3643,1
9,0.556,0.711,40,1
8,3,0.328,120,1
7,2,0.367,77,1
7,9.286,0.215,363,1
7,4.714,0.351,221,1
5,1.4,0.429,30,1
7,25.857,0.316,961,1
8,1.875,0.267,92,1
2,9.5,0.184,30,1
13,8,0.246,945,1
10,1.6,0.288,119,1
8,6,0.221,214,1
7,1.857,0.308,85,1
1,18,0.389,18,1
10,27.1,0.193,1878,1
8,2,0.344,95,1
10,2.6,0.35,213,1
7,14.286,0.294,443,1
10,12.5,0.19,657,1
11,1.273,0.442,151,1
13,4.385,0.745,741,1
1,60,0.217,60,1
7,4.714,0.364,174,1
10,5.3,0.294,481,1
1,14,0.571,14,1
14,30.143,0.18,3426,1
8,5.75,0.318,301,1
7,55.571,0.167,1591,1
10,28,0.356,2157,1
6,13.5,0.282,465,1
10,0.7,0.357,61,1
16,24.938,0.369,3685,1
5,19.4,0.334,403,1
8,4.75,0.339,233,1
9,2,0.327,124,1
1,109,0.183,109,1
7,3.286,0.28,133,1
7,3.714,0.352,182,1
8,5.625,0.469,344,1
24,7.083,0.931,4075,1
11,10.727,0.348,1035,1
10,12,0.279,918,1
13,5.154,0.441,723,1
8,10,0.347,597,1
7,2.286,0.438,96,1
13,10,0.392,1178,1
7,5.429,0.327,253,1
8,6.5,0.45,383,1
7,4.429,0.221,185,1
8,1.375,0.477,85,1
7,2.571,0.119,57,1
24,19.5,0.472,10359,1
9,1.333,0.454,108,1
8,13.625,0.109,443,1
10,9.8,0.463,926,1
5,6.4,0.419,157,1
7,5,0.453,214,1
8,1.625,0.49,95,1
34,3.353,0.105,1166,1
10,5.4,0.378,336,1
21,0.619,0.168,84,1
10,8.2,0.362,566,1
10,4.8,0.3,267,1
9,5.444,0.231,302,1
5,2,0.28,37,1
7,2.286,0.259,86,1
8,0.625,0.45,40,1
9,5.444,0.222,303,1
9,20.778,0.42,1323,1
8,1.75,0.464,86,1
11,7.364,0.339,619,1
7,13.571,0.268,618,1
8,5.75,0.291,326,1
9,59.222,0.167,2841,1
8,1.875,0.433,117,1
7,3.857,0.37,159,1
12,9.833,0.255,991,1
11,2,0.603,215,1
12,2.333,0.265,199,1
10,6.4,0.295,517,1
6,15.667,0.326,486,1
11,1.091,0.432,89,1
9,3.333,0.304,192,1
9,6.444,0.203,277,1
10,31.7,0.124,1535,1
10,10,0.444,924,1
10,0.8,0.6,80,1
7,2.429,0.227,69,1
7,2.286,0.304,107,1
8,5.125,0.424,317,1
7,2,0.316,83,1
9,1.222,0.283,93,1
7,1.857,0.33,76,1
10,3.9,0.31,304,1
9,5.111,0.242,238,1
5,2.2,0.436,49,1
8,2.625,0.208,128,1
9,25,0.198,1501,1
9,1.333,0.62,102,1
17,1.412,0.36,289,1
9,8.889,0.333,632,1
14,4.071,0.742,774,1
9,12,0.364,772,1
8,8,0.252,443,1
5,7.8,0.338,172,1
7,4.857,0.403,202,1
14,4.429,0.433,561,1
6,0.667,0.542,24,1
11,2,0.277,177,1
6,1.167,0.31,33,1
9,10.111,0.233,646,1
13,26.769,0.308,3262,1
7,21.714,0.214,777,1
9,10.778,0.455,820,1
6,2.167,0.295,78,1
9,11.111,0.276,762,1
10,1.8,0.294,159,1
9,4.778,0.344,380,1
7,6.714,0.286,236,1
8,17.375,0.16,769,1
4,4.75,0.421,70,1
10,2,0.385,174,1
5,13.8,0.249,218,1
6,6,0.509,214,1
9,56.667,0.148,2465,1
6,2.167,0.308,68,1
9,9,0.187,395,1
9,17.667,0.249,866,1
6,13.5,0.282,453,1
8,2.875,0.31,162,1
25,11.76,0.471,6663,1
7,1.571,0.364,77,1
9,25.889,0.165,1441,1
10,17,0.499,1577,1
7,6.429,0.483,310,1
10,0.8,0.525,70,1
6,7.667,0.322,242,1
14,4.071,0.714,750,1
9,14.444,0.513,1082,1
6,1.5,0.556,54,1
9,11.667,0.334,821,1
11,1.182,0.35,112,1
9,20,0.374,1230,1
8,0.125,1,8,1
12,0.667,0.438,49,1
11,9.182,0.253,856,1
9,9.111,0.245,415,1
10,2.3,0.248,156,1
11,7.818,0.283,723,1
11,1.818,0.223,82,1
11,7.818,0.297,708,1
11,1,0.455,106,1
7,2,0.184,60,1
8,2.5,0.425,160,1
10,4.4,0.314,274,1
8,24,0.316,1146,1
1,123,0.163,123,1
11,3.182,0.335,225,1
8,28.625,0.168,887,1
17,1.353,0.373,243,1
24,5.542,0.907,3085,1
18,3.556,0.261,812,1
16,23.5,0.371,3490,1
10,17.4,0.278,1276,1
7,1.286,0.365,44,1
7,2.286,0.286,107,1
28,1.143,0.459,654,1
6,16.833,0.411,531,1
8,10.5,0.36,641,1
8,4.25,0.36,195,1
8,21.25,0.277,1210,1
10,25,0.12,1507,1
9,3.778,0.386,216,1
10,3.3,0.182,186,1
8,1.875,0.458,114,1
7,5.143,0.365,242,1
8,30,0.194,988,1
8,0.625,0.4,40,1
13,21.846,0.205,2040,1
8,1.75,0.339,99,1
7,7.571,0.089,91,1
12,27.583,0.237,2125,1
8,4.5,0.559,272,1
7,7.571,0.299,344,1
8,0.75,0.375,48,1
7,4.571,0.308,174,1
16,22,0.39,4157,1
8,1.5,0.385,86,1
8,2.625,0.381,142,1
8,5.375,0.34,307,1
5,3,0.56,69,1
7,7.714,0.254,230,1
7,10.571,0.16,430,1
7,3.286,0.093,87,1
8,2.375,0.401,149,1
9,10.111,0.32,633,1
9,1.556,0.127,118,1
10,1,0.57,91,1
8,16.875,0.131,725,1
1,13,0.769,13,1
9,6,0.27,414,1
74,2.473,0.544,8289,1
9,2,0.543,132,1
7,0.571,0.25,24,1
8,16.875,0.077,317,1
8,20.375,0.383,1280,1
9,9.444,0.395,647,1
11,8.182,0.47,711,1
11,0.727,0.727,87,1
8,10.125,0.221,383,1
8,12.875,0.425,769,1
12,41.417,0.269,3544,1
8,1,0.438,64,1
8,10.25,0.398,624,1
9,2.556,0.304,207,1
9,1,0.346,71,1
7,8.143,0.414,318,1
8,1,0.391,50,1
6,16.667,0.342,493,1
8,10,0.197,492,1
8,2.5,0.263,98,1
6,6.833,0.224,209,1
11,6.636,0.27,678,1
3,1.333,0.833,11,1
8,0.75,0.333,47,1
9,25.778,0.274,1633,1
5,7,0.2,145,1
8,6.375,0.37,303,1
7,5.857,0.22,217,1
7,2.429,0.429,108,1
9,25.556,0.399,1800,1
8,4.125,0.371,179,1
8,3.75,0.342,215,1
8,3,0.417,183,1
5,5.6,0.321,133,1
8,2.375,0.388,123,1
6,5.833,0.533,198,1
9,4,0.577,307,1
9,11,0.38,829,1
8,6.625,0.38,388,1
9,4,0.531,304,1
5,3.6,0.467,78,1
8,2.375,0.368,152,1
9,1.889,0.307,151,1
8,0.875,0.518,56,1
9,9.111,0.352,589,1
10,3.3,0.342,306,1
7,1.857,0.429,86,1
6,15.5,0.238,397,1
5,12.6,0.368,292,1
25,7.44,0.485,4379,1
7,3.571,0.434,175,1
8,13.25,0.358,592,1
13,22.385,0.285,2371,1
12,0.667,0.479,48,1
6,6.833,0.232,228,1
9,18.889,0.371,1172,1
7,1.143,0.357,45,1
7,24.429,0.16,724,1
8,1.125,0.431,65,1
9,4.667,0.235,228,1
11,3.909,0.336,356,1
8,16.5,0.36,973,1
9,2.667,0.218,127,1
7,1,0.367,49,1
8,3.25,0.293,124,1
9,2.556,0.222,169,1
5,1,0.28,18,1
12,1.833,0.568,221,1
10,1.6,0.3,160,1
14,25.643,0.368,3093,1
7,0.857,0.333,32,1
8,1.75,0.393,79,1
11,0.636,0.468,77,1
9,29.778,0.198,1536,1
9,2.111,0.251,167,1
13,26.769,0.195,3363,1
7,5.714,0.311,263,1
10,26.2,0.179,1587,1
7,1.571,0.364,70,1
7,2.429,0.336,108,1
82,3.829,0.296,12923,1
11,24.727,0.275,2222,1
10,1.8,0.583,161,1
12,17.25,0.2,1736,1
10,4,0.295,272,1
7,9,0.338,415,1
10,3.9,0.295,354,1
8,20.25,0.204,534,1
10,1.8,0.306,111,1
9,21.556,0.191,1207,1
5,0.4,0.8,8,1
10,5.4,0.319,445,1
6,1,0.361,36,1
8,34.25,0.15,1277,1
10,33,0.225,2545,1
15,9.2,0.431,1552,1
10,9.7,0.423,807,1
14,18.929,0.354,2097,1
5,2.6,0.415,61,1
7,5,0.445,189,1
11,25,0.287,1928,1
12,9.667,0.331,1053,1
8,3.125,0.24,182,1
7,22.571,0.239,1053,1
9,27.778,0.305,1600,1
7,2.286,0.339,112,1
7,6.857,0.33,276,1
5,3.6,0.322,90,1
9,4,0.549,296,1
11,0.818,0.384,72,1
11,2.909,0.335,350,1
6,2.333,0.286,84,1
8,0.5,0.594,32,1
8,2.625,0.262,117,1
10,3.8,0.432,357,1
10,23.8,0.353,1730,1
6,1.833,0.379,54,1
1,33,0.364,33,1
7,4.429,0.313,185,1
8,6,0.396,355,1
16,6.625,0.192,1005,1
8,0.75,0.375,43,1
10,8.6,0.326,726,1
7,6.857,0.268,219,1
7,4.429,0.318,182,1
9,4,0.552,300,1
5,4.4,0.536,100,1
8,3.25,0.375,197,1
9,10.333,0.259,749,1
5,1.4,0.4,33,1
5,0.8,0.35,17,1
10,15.9,0.377,1213,1
16,11.313,0.4,2198,1
9,7.111,0.302,530,1
5,18.4,0.287,278,1
6,36.833,0.268,711,1
6,2.167,0.551,72,1
11,7.636,0.262,758,1
11,14.091,0.257,995,1
4,4.25,0.191,44,1
8,29.125,0.262,1562,1
7,5,0.269,230,1
7,1.286,0.349,57,1
10,10,0.212,702,1
11,2.727,0.379,244,1
9,2.333,0.206,147,1
9,1.333,0.37,108,1
7,1,0.408,42,1
8,1.5,0.417,77,1
9,36.222,0.171,1882,1
8,10.5,0.269,649,1
8,2.625,0.435,168,1
8,14.625,0.201,653,1
11,26.545,0.341,2445,1
1,25,1,25,1
9,56.556,0.123,2297,1
6,4.833,0.333,139,1
14,1.286,0.298,165,1
10,1.8,0.467,140,1
7,6.714,0.38,249,1
8,12.375,0.351,762,1
5,2.6,0.262,45,1
9,6.111,0.259,346,1
7,2.571,0.167,55,1
1,65,0.2,65,1
8,9.125,0.235,469,1
8,1.875,0.475,120,1
8,4.625,0.375,273,1
4,1.75,0.286,16,1
8,25.75,0.236,1307,1
8,4.875,0.388,291,1
10,1.9,0.332,132,1
4,5.5,0.432,86,1
9,9.111,0.383,473,1
8,6.75,0.35,383,1
9,4.889,0.24,307,1
8,43.25,0.166,1828,1
10,3.8,0.397,337,1
9,2.333,0.365,171,1
14,2.071,0.14,204,1
11,1.909,0.411,157,1
8,8.75,0.464,553,1
7,0.571,0.536,28,1
9,21.556,0.169,1043,1
8,3.5,0.299,217,1
14,26.214,0.349,2962,1
7,8.286,0.212,342,1
9,0.778,0.365,59,1
20,1.5,0.433,358,1
3,141.33,0.537,709,1
9,5.111,0.338,361,1
25,11.64,0.466,6963,1
5,15,0.269,367,1
10,31.9,0.239,2149,1
9,19,0.121,884,1
10,3.5,0.337,250,1
6,8.167,0.241,186,1
9,34,0.213,2222,1
10,5.7,0.556,410,1
10,6.3,0.251,566,1
12,18,0.507,1981,1
9,8.889,0.338,687,1
10,17.9,0.2,1356,1
10,1,0.34,93,1
8,2.625,0.357,162,1
7,19.286,0.156,712,1
24,8.25,0.911,4670,1
12,9.833,0.253,1086,1
9,1.889,0.627,141,1
10,2.2,0.491,205,1
7,34.143,0.16,797,1
7,0.714,0.257,20,1
8,3.375,0.407,216,1
13,30,0.182,3727,1
7,1,0.286,31,1
1,27,0.593,27,1
4,11.75,0.298,139,1
24,7.75,0.505,4413,1
7,2.571,0.262,110,1
8,4.5,0.458,276,1
10,6.4,0.439,569,1
7,0.714,0.429,31,1
9,11.444,0.369,813,1
8,1.375,0.443,88,1
4,3.5,0.268,41,1
6,0.333,0.583,12,1
5,0.6,0.6,13,1
14,22.786,0.37,2577,1
8,12.5,0.485,703,1
10,6.6,0.273,436,1
7,10.571,0.276,354,1
7,2.714,0.398,133,1
10,5.9,0.269,407,1
9,23.667,0.203,1503,1
7,13,0.179,520,1
9,17.222,0.366,1008,1
9,11.444,0.383,765,1
8,5.75,0.348,338,1
6,4.667,0.405,135,1
22,3.136,0.516,1287,1
9,3.889,0.26,291,1
9,2.222,0.322,129,1
8,4.5,0.465,255,1
7,0.429,0.571,21,1
7,2.286,0.464,99,1
10,3,0.33,253,1
9,5.889,0.218,282,1
9,7.111,0.491,567,1
8,1.75,0.509,86,1
5,10.2,0.314,212,1
12,5.5,0.402,618,1
9,4.667,0.198,213,1
7,2.429,0.16,88,1
7,1.571,0.416,63,1
5,1.4,0.657,31,1
12,5.083,0.251,546,1
10,3.7,0.592,267,1
9,5.444,0.252,326,1
14,30.071,0.379,3424,1
8,30.625,0.198,1088,1
10,0.6,0.433,60,1
9,31,0.097,851,1
8,42.5,0.183,2002,1
9,54.667,0.132,2397,1
11,15.909,0.21,902,1
9,14.778,0.236,859,1
8,1.75,0.384,89,1
12,6.917,0.253,753,1
8,22.875,0.185,1112,1
7,1.143,0.464,43,1
7,3.143,0.156,80,1
9,3.222,0.188,131,1
6,8.167,0.286,204,1
11,0.636,0.597,77,1
7,5.429,0.252,167,1
9,1.333,0.407,95,1
11,23.727,0.246,1833,1
8,34,0.186,1172,1
12,7,0.331,798,1
14,13.071,0.39,1745,1
8,13.375,0.384,736,1
11,9.182,0.267,943,1
10,30.9,0.2,2257,1
8,3,0.297,166,1
10,8.3,0.295,602,1
10,8.7,0.375,665,1
6,2.167,0.295,70,1
7,1.286,0.317,62,1
8,3,0.323,132,1
9,8.444,0.436,653,1
6,4,0.264,110,1
16,23.875,0.375,3670,1
5,1.4,0.486,32,1
9,10.222,0.24,531,1
9,2.222,0.233,90,1
8,2.125,0.228,117,1
12,6,0.623,743,1
11,23.727,0.233,1830,1
9,13.667,0.362,1091,1
9,7.667,0.343,544,1
11,1.727,0.579,200,1
8,66.5,0.192,3066,1
8,4.625,0.334,294,1
7,13.143,0.143,459,1
8,0.75,0.5,31,1
8,4.375,0.418,260,1
8,2.375,0.421,148,1
8,1.125,0.431,72,1
7,2.857,0.229,121,1
12,9.75,0.22,945,1
10,2.5,0.384,209,1
12,6.083,0.257,518,1
13,11.692,0.312,1410,1
14,0.357,0.443,36,1
9,12,0.449,844,1
5,12.6,0.21,288,1
7,1.143,0.268,38,1
12,22.667,0.329,2448,1
8,4.375,0.357,258,1
6,5.5,0.52,197,1
9,5.444,0.306,341,1
11,23.727,0.243,1505,1
7,2,0.245,85,1
7,0.571,0.286,27,1
7,5.857,0.226,225,1
9,12,0.389,855,1
8,9.375,0.423,522,1
5,35.4,0.226,441,1
13,17.538,0.264,2791,1
8,4.875,0.205,222,1
8,3.25,0.394,208,1
5,8.4,0.257,176,1
11,27.545,0.151,666,1
8,1.125,0.361,65,1
9,8,0.241,355,1
6,1.667,0.183,39,1
7,1.286,0.317,51,1
5,1.6,0.6,39,1
6,11.5,0.28,308,1
8,0.875,0.375,56,1
7,1.857,0.286,85,1
11,17.182,0.174,1275,1
7,10,0.535,476,1
8,18.125,0.156,897,1
5,2.4,0.467,36,1
2,8.5,0.324,34,1
6,2.833,0.382,97,1
10,3.1,0.197,202,1
7,0.571,0.321,19,1
9,4,0.611,300,1
9,1.778,0.375,144,1
10,12.1,0.37,1056,1
10,43,0.351,3318,1
11,2,0.293,193,1
8,3.5,0.393,170,1
12,0.667,0.448,63,1
7,2.571,0.214,117,1
10,1.9,0.553,153,1
11,24.727,0.168,1781,1
9,33.889,0.191,2003,1
7,0.571,0.5,28,1
9,33.222,0.226,1896,1
17,2,0.123,90,1
8,2.75,0.398,144,1
10,51.1,0.141,2772,1
10,7.4,0.303,524,1
11,8.909,0.276,649,1
10,1,0.35,89,1
11,16.727,0.471,1791,1
9,30.222,0.137,1303,1
4,1.5,0.542,24,1
25,13.6,0.866,7872,1
9,20.333,0.327,1225,1
5,3.8,0.232,38,1
11,4,0.308,396,1
9,5.111,0.292,280,1
7,1.857,0.78,90,1
8,0.75,0.542,31,1
9,1.333,0.407,97,1
12,9.833,0.35,1102,1
7,9,0.317,437,1
8,2,0.383,100,1
8,1.5,0.448,86,1
9,30.889,0.258,1997,1
7,12.286,0.281,577,1
10,2.5,0.332,193,1
10,7.3,0.273,577,1
7,4.143,0.286,136,1
10,1.2,0.183,47,1
12,8.167,0.245,734,1
7,2.143,0.4,97,1
1,40,0.9,40,1
10,6.7,0.291,394,1
7,5,0.188,208,1
9,2.333,0.497,181,1
16,24.313,0.364,3544,1
9,5.889,0.335,287,1
11,0.818,0.485,72,1
5,2.6,0.308,54,1
10,51,0.162,2741,1
11,2.727,0.297,198,1
10,1.2,0.4,112,1
7,4.429,0.3,191,1
10,4.5,0.296,251,1
9,5.222,0.371,349,1
6,4.167,0.34,133,1
25,19.64,0.454,11502,1
9,12.111,0.243,832,1
11,23.727,0.257,1849,1
10,26.8,0.494,2022,1
7,1,0.347,31,1
8,0.625,0.375,38,1
6,5.333,0.292,134,1
9,5.222,0.362,383,1
6,1.333,0.417,48,1
8,10,0.303,590,1
13,8.154,0.306,948,1
8,3.25,0.37,171,1
10,6.1,0.305,581,1
10,21.2,0.24,1293,1
8,2.375,0.434,101,1
9,9.667,0.444,753,1
9,2,0.321,106,1
8,2.875,0.359,173,1
11,8.818,0.297,711,1
11,10.818,0.268,887,1
6,1.333,0.458,35,1
9,4.444,0.319,331,1
7,2.857,0.457,120,1
10,3.3,0.352,246,1
10,3.7,0.354,262,1
7,14.286,0.411,594,1
7,45,0.056,546,1
12,4,0.252,435,1
9,5.889,0.252,323,1
10,3.4,0.421,308,1
9,9.333,0.329,478,1
7,0.286,0.643,13,1
8,34,0.197,1369,1
4,5,0.388,74,1
9,2.111,0.292,130,1
7,3,0.388,134,1
8,3.375,0.269,165,1
7,23.143,0.096,266,1
6,8.167,0.32,155,1
8,23.75,0.118,943,1
12,5.75,0.407,690,1
2,9.5,0.237,38,1
9,5.444,0.265,328,1
1,35,0.2,35,1
10,3.9,0.308,281,1
25,19.76,0.462,11482,1
10,7.5,0.428,682,1
3,1,0.889,8,1
5,5.8,0.538,129,1
7,2,0.357,94,1
10,7.8,0.255,586,1
8,10,0.184,348,1
1,12,0.583,12,1
24,11.708,0.468,6088,1
9,9.111,0.337,606,1
7,8.143,0.273,263,1
8,2.25,0.424,128,1
5,5.4,0.548,135,1
9,13.222,0.422,1033,1
6,1.833,0.364,63,1
8,1.875,0.558,120,1
7,4.857,0.286,180,1
8,1.5,0.385,91,1
8,30,0.193,1220,1
10,1.7,0.382,170,1
10,22.7,0.225,2202,1
8,0.75,0.313,39,1
7,1.571,0.312,65,1
6,5.167,0.5,186,1
7,6,0.235,168,1
7,3.571,0.354,106,1
6,2.167,0.346,66,1
7,1,0.429,49,1
9,0.556,0.467,25,1
6,3,0.343,100,1
10,14.7,0.168,809,1
6,4.333,0.288,106,1
7,9.286,0.316,386,1
6,7.167,0.337,250,1
14,29.929,0.373,3535,1
8,2,0.359,100,1
11,8.545,0.28,698,1
7,3.429,0.196,128,1
8,1.25,0.35,61,1
8,1.75,0.357,75,1
7,16.857,0.386,718,1
8,65.375,0.06,1277,1
6,16,0.274,519,1
10,4.9,0.59,481,1
9,2.667,0.287,197,1
9,16.444,0.194,912,1
9,3.222,0.23,160,1
9,10.778,0.317,753,1
5,7.2,0.211,142,1
7,20,0.253,868,1
8,3.125,0.37,146,1
10,19.7,0.245,1479,1
13,5.923,0.298,701,1
10,6.3,0.298,501,1
8,2.125,0.353,109,1
5,1.4,0.429,34,1
9,5.222,0.333,320,1
10,1.8,0.522,125,1
9,4.556,0.425,355,1
11,0.727,0.58,88,1
10,15.5,0.326,995,1
9,5,0.319,374,1
10,5.4,0.306,372,1
9,1.778,0.278,132,1
8,2,0.406,119,1
11,5.818,0.25,420,1
27,11.852,0.321,4845,1
9,59.333,0.102,2005,1
9,31.556,0.141,1537,1
12,6,0.635,812,1
4,4.5,0.333,48,1
7,4,0.337,194,1
5,4.2,0.333,83,1
10,9.8,0.392,832,1
8,1.5,0.375,89,1
8,10.375,0.404,492,1
10,27.1,0.239,1668,1
5,11.2,0.121,132,1
5,10,0.36,203,1
14,7,0.308,1054,1
11,24.636,0.198,1872,1
5,1.4,0.457,35,1
8,1.125,0.375,64,1
8,1.5,0.458,64,1
38,10.789,0.279,10849,1
12,7.083,0.305,845,1
9,23.778,0.23,1440,1
8,3.75,0.233,200,1
8,1.75,0.375,94,1
7,2.857,0.464,126,1
9,1.667,0.378,130,1
11,9,0.23,654,1
8,6,0.341,283,1
11,5.182,0.343,425,1
15,9.067,0.24,1526,1
7,4.857,0.252,238,1
11,3.545,0.317,305,1
24,6.917,0.905,3905,1
8,10.5,0.229,463,1
6,1.167,0.262,39,1
7,7.571,0.342,215,1
8,13.375,0.363,628,1
1,12,0.583,12,1
10,2.5,0.408,170,1
7,1.571,0.325,72,1
8,5.625,0.367,282,1
7,2.571,0.397,124,1
4,2.25,0.417,36,1
8,8.125,0.269,377,1
10,2.5,0.268,147,1
7,1.143,0.357,44,1
