@relation page-blocks

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
8,1.72,103,1
9,1.37,258,1
7,1.86,52,1
8,2.52,68,1
9,1.58,243,1
7,1.44,69,1
8,6.9,69,1
8,3,15,1
7,1.39,53,1
8,1.76,44,1
10,1.65,366,1
9,2.06,35,1
24,3.18,480,1
28,1.99,1235,1
7,1.5,15,1
6,1.31,21,1
19,207,207,1
10,2.44,83,1
14,4.54,1654,1
8,1.55,45,1
6,1.37,26,1
9,2.02,240,1
13,3.44,268,1
7,1.83,53,1
7,1.56,14,1
7,1.71,60,1
6,1.85,37,1
8,1.97,59,1
9,2.32,65,1
9,2.38,145,1
10,8.29,116,1
9,1.26,345,1
1,1.75,7,1
8,1.92,115,1
8,1.93,197,1
8,1.93,133,1
9,1.26,279,1
9,3.36,198,1
9,2.1,88,1
8,1.52,44,1
7,1.91,222,1
7,1.42,142,1
8,3,18,1
6,1.38,11,1
7,1.53,55,1
8,2.21,62,1
5,2.75,33,1
17,4.79,163,1
8,1.88,64,1
4,5.5,11,1
9,1.9,57,1
6,1.57,22,1
7,2.14,15,1
8,1.7,151,1
8,1.65,66,1
3,2,8,1
8,2.91,32,1
10,2.79,134,1
10,2.78,542,1
16,3.61,361,1
11,3.05,125,1
10,1.59,240,1
5,8,8,1
8,1.88,98,1
7,1.34,251,1
3,3.2,16,1
11,2.43,292,1
10,9.4,47,1
11,1.98,107,1
11,1.97,847,1
28,7.86,464,1
11,1.81,143,1
7,1.28,60,1
14,4.66,1664,1
8,1.67,60,1
10,1.8,719,1
8,1.19,325,1
9,1.52,50,1
10,2.72,454,1
8,1.9,38,1
5,2.67,8,1
11,2.23,371,1
5,2.06,37,1
10,2.84,338,1
9,4.67,28,1
10,7.62,99,1
13,6.61,251,1
17,4.46,174,1
9,2.39,141,1
7,2.23,89,1
7,1.64,362,1
17,5,2273,1
9,1.84,57,1
8,1.64,100,1
10,2.12,172,1
10,1.36,469,1
6,2.63,42,1
5,1.42,17,1
9,1.92,25,1
5,1.22,101,1
8,1.41,459,1
9,1.3,797,1
9,2.09,242,1
6,1.86,26,1
25,7.39,2253,1
7,1.65,43,1
8,3.5,14,1
10,2.97,92,1
8,1.4,73,1
9,1.39,61,1
6,3.1,31,1
8,1.55,194,1
10,1.82,133,1
10,2.2,22,1
12,6.73,538,1
7,1.69,22,1
11,8.22,148,1
8,1.25,173,1
11,2.97,451,1
9,2.54,366,1
9,2.79,663,1
7,1.41,58,1
8,1.82,681,1
5,1.89,17,1
14,6.2,31,1
14,2.16,1525,1
9,1.21,476,1
7,8,8,1
12,5.97,549,1
8,1.54,83,1
9,7.77,101,1
11,8.05,153,1
7,2.7,54,1
5,1.3,243,1
9,1.61,45,1
8,2.92,38,1
7,2.1,86,1
8,1.35,58,1
7,1.69,188,1
8,2.17,26,1
7,1.36,53,1
7,2.81,118,1
12,4.75,423,1
8,2.14,60,1
5,10,10,1
9,1.58,238,1
5,1.63,13,1
8,2.47,390,1
7,1.65,38,1
8,1.53,23,1
41,33.67,1212,1
10,3.12,209,1
23,20.76,2885,1
6,2.25,9,1
11,2.27,118,1
8,2.27,34,1
9,2.88,164,1
7,1.61,45,1
8,1.75,119,1
11,2.4,317,1
8,1.77,230,1
13,2.4,298,1
7,1.95,72,1
8,1.11,20,1
9,2.98,370,1
9,1.96,243,1
12,1.6,281,1
9,2.7,151,1
9,1.59,215,1
9,1.81,29,1
7,1.55,45,1
6,1.56,42,1
11,1.95,619,1
9,1.97,118,1
7,3.23,262,1
25,7.34,3392,1
7,1.75,196,1
11,7.56,121,1
10,1.84,199,1
7,1.38,98,1
7,1.28,221,1
8,1.76,74,1
9,2.59,83,1
6,1.47,160,1
5,1.46,19,1
8,1.64,41,1
7,1.75,7,1
7,1.33,24,1
6,2.7,27,1
9,2.37,128,1
11,8.86,62,1
8,2.52,290,1
7,3.2,810,1
9,1.41,111,1
9,1.22,152,1
9,1.42,196,1
9,1.34,760,1
9,2.05,127,1
10,2,122,1
8,2.59,44,1
6,1.52,38,1
25,17.75,5785,1
11,1.35,502,1
13,3.6,155,1
8,1.57,91,1
6,1.45,125,1
10,50,50,1
7,2.2,11,1
6,1.88,62,1
9,2.08,308,1
8,2.47,37,1
26,1.54,833,1
11,2.2,297,1
10,9,54,1
7,2.07,60,1
3,1.38,11,1
9,2.18,120,1
8,2.08,421,1
7,1.54,71,1
10,1.92,138,1
8,1.94,35,1
6,2.36,66,1
10,2,62,1
8,1.43,271,1
9,13.5,27,1
7,1.64,18,1
7,1.82,20,1
11,1.52,385,1
10,1.35,508,1
8,2,40,1
10,2.02,245,1
5,2.18,74,1
9,1.61,95,1
8,2.89,55,1
6,1.25,70,1
14,5.04,2142,1
7,1.77,23,1
10,52,52,1
9,1.4,530,1
6,1.51,169,1
10,1.75,140,1
10,1.76,761,1
9,2.29,55,1
28,4.55,3270,1
10,2.92,353,1
6,1.15,105,1
16,5.41,2158,1
8,2.68,51,1
16,5.8,2150,1
9,8.25,99,1
11,2.8,342,1
8,1.76,37,1
8,1.47,143,1
8,2.16,106,1
8,2.78,25,1
7,2,24,1
12,4.3,43,1
7,1.93,216,1
8,1.64,23,1
9,1.82,231,1
7,2.63,134,1
8,2.73,289,1
12,1.69,44,1
7,1.25,296,1
7,2.08,102,1
7,1.47,128,1
7,2.38,19,1
10,2.95,455,1
8,2.15,264,1
9,2.47,106,1
11,2.7,478,1
8,1.26,230,1
12,2.14,225,1
5,1.32,41,1
5,2.33,14,1
8,1.93,58,1
10,2.5,150,1
8,2.11,131,1
10,2.22,80,1
8,1.86,177,1
16,1.49,325,1
6,1.58,19,1
16,5.56,2736,1
12,2.74,1075,1
7,1.48,46,1
6,1.16,29,1
7,1.9,99,1
8,1.18,33,1
8,2.04,96,1
9,1.58,152,1
9,2.73,150,1
10,8.07,121,1
8,1.88,47,1
24,8.69,956,1
7,1.45,512,1
7,1.58,60,1
9,1.65,86,1
9,7.83,94,1
9,1.33,423,1
7,2.22,20,1
6,1.77,53,1
10,3.07,564,1
9,1.98,174,1
7,1.61,127,1
10,8.13,122,1
1,1.09,12,1
9,1.34,456,1
10,1.27,733,1
9,2.63,260,1
9,1.59,208,1
7,1.19,38,1
12,2.45,311,1
10,1.68,94,1
8,1.65,38,1
25,2.56,851,1
9,2.49,281,1
8,1.72,450,1
8,2.23,49,1
9,2.5,20,1
6,1.71,29,1
10,2.28,321,1
9,1.82,133,1
7,1.41,48,1
13,6.5,39,1
7,1.28,197,1
9,2.44,344,1
10,2.88,950,1
3,2.25,18,1
7,1.71,12,1
7,1.91,109,1
8,3,54,1
7,1.3,52,1
7,1.91,63,1
7,18,18,1
9,1.29,394,1
6,1.44,23,1
11,4.33,65,1
8,1.71,36,1
13,3.03,1657,1
8,1.8,18,1
7,1.71,12,1
7,2.26,61,1
8,1.63,119,1
12,3.85,239,1
5,1.45,16,1
12,4.5,1602,1
10,2.8,506,1
8,3.71,478,1
9,1.44,252,1
10,2.13,117,1
12,2.33,314,1
9,3.22,261,1
8,2.5,50,1
9,2.34,136,1
10,1.59,78,1
8,1.82,162,1
7,1.36,34,1
8,2.63,260,1
38,2.4,3957,1
11,3.83,46,1
7,1.18,87,1
8,2.1,63,1
5,1.38,29,1
8,10,10,1
9,2.06,109,1
2,2.5,15,1
11,7.35,125,1
8,1.39,158,1
7,1.27,42,1
10,3.93,220,1
7,1.26,67,1
7,1.83,22,1
9,1.41,97,1
7,1.57,143,1
9,1.79,61,1
9,1.15,75,1
13,4.39,1749,1
11,4.97,611,1
10,1.84,327,1
7,3.14,135,1
9,2.53,101,1
7,1.95,37,1
7,1.23,147,1
10,9.5,114,1
36,7.28,2126,1
5,1.98,162,1
16,5.75,1276,1
7,1.77,62,1
8,3,12,1
9,1.35,186,1
24,18.67,2894,1
1,1.07,16,1
7,2.6,26,1
9,2.22,111,1
10,2.09,98,1
8,2.01,328,1
8,2.41,152,1
10,2.08,54,1
6,1.65,28,1
8,1.41,190,1
9,2.2,66,1
8,1.85,144,1
8,1.38,33,1
6,1.56,25,1
9,2,136,1
10,2.2,22,1
9,2.47,331,1
9,2.63,826,1
11,2.22,60,1
6,2.19,35,1
6,1.42,68,1
9,1.73,83,1
9,1.67,215,1
9,1.39,146,1
8,1.78,289,1
9,3.05,262,1
8,2.47,47,1
13,1.61,98,1
7,1.41,38,1
10,2.75,464,1
1,1.06,17,1
8,1.8,200,1
7,1.35,23,1
34,2.59,406,1
12,2.88,1482,1
10,3.48,575,1
5,2.33,49,1
8,1.62,99,1
11,1.89,106,1
7,2.09,46,1
9,1.38,313,1
7,1.14,74,1
24,21.29,2746,1
7,2.22,20,1
10,2.84,329,1
13,3.29,783,1
9,2.34,452,1
7,1.85,24,1
9,2.19,245,1
9,1.83,53,1
22,10.04,823,1
7,2.13,17,1
7,2.07,29,1
8,1.94,202,1
11,2.76,442,1
5,1.63,130,1
9,1.85,48,1
9,2.19,230,1
8,3.5,84,1
10,1.8,110,1
10,1.99,245,1
8,1.31,398,1
8,1.23,54,1
9,2.42,407,1
8,1.17,117,1
10,3.14,204,1
9,2.22,369,1
24,2.67,1718,1
7,12,12,1
60,3.91,1574,1
9,1.38,793,1
4,1.63,13,1
8,1.78,57,1
10,1.96,724,1
7,1.48,74,1
1,9,9,1
5,1.55,17,1
7,2.61,86,1
6,1.21,40,1
11,2.11,379,1
6,4.43,31,1
1,1.11,10,1
9,1.38,1035,1
7,1.38,29,1
7,1.43,80,1
11,1.97,179,1
9,2.75,162,1
10,9,108,1
8,2.92,35,1
8,1.27,242,1
25,7.9,2181,1
5,3.67,11,1
9,1.21,326,1
9,2.16,278,1
9,1.92,75,1
7,1.91,21,1
7,1.29,85,1
8,1.65,38,1
8,1.55,17,1
17,14.53,1671,1
8,2.27,50,1
5,1.75,7,1
39,16.89,7667,1
8,1.74,59,1
8,2.24,47,1
24,7.8,2995,1
9,2.63,337,1
10,1.53,588,1
14,4.61,1271,1
7,1.96,47,1
9,2.47,163,1
10,1.66,444,1
11,7.75,62,1
13,3.02,710,1
8,2.51,617,1
10,3.11,289,1
10,2.02,246,1
12,3.5,458,1
7,1.31,34,1
9,1.3,482,1
8,2.67,24,1
16,5.57,2232,1
9,2.23,78,1
6,1.42,71,1
7,2.5,15,1
8,1.88,107,1
7,1.33,28,1
9,3.16,183,1
7,1.75,14,1
24,21.36,2670,1
12,5.3,53,1
9,1.27,475,1
5,2.2,33,1
9,1.25,449,1
9,1.66,123,1
11,4.13,33,1
11,2.06,307,1
10,2.89,52,1
8,1.81,112,1
14,4.36,1028,1
8,1.87,161,1
9,1.49,136,1
9,2.09,249,1
11,2.06,165,1
9,1.69,49,1
8,1.53,81,1
9,1.22,235,1
7,1.98,79,1
10,9.2,46,1
6,1.6,24,1
8,1.7,51,1
11,2.08,212,1
7,1.74,106,1
6,1.32,33,1
9,2.07,124,1
8,2.75,522,1
9,1.26,386,1
7,2.2,251,1
8,2.7,146,1
9,1.33,160,1
5,5,15,1
10,1.32,392,1
8,2.1,101,1
10,2.82,31,1
6,1.41,24,1
7,1.54,182,1
8,2.73,153,1
10,2.16,177,1
13,34,34,1
8,1.36,389,1
10,1.81,210,1
7,6.17,74,1
5,1.61,58,1
8,1.87,191,1
9,1.39,353,1
16,5.34,2514,1
8,2.08,110,1
5,1.33,20,1
10,2.19,46,1
10,2.78,128,1
8,1.5,84,1
9,2.85,171,1
4,1.51,118,1
9,2.42,208,1
8,2.29,32,1
8,2.26,120,1
7,1.59,27,1
7,1.61,29,1
9,2.57,388,1
14,2.12,813,1
8,2.11,40,1
7,1.45,29,1
9,2.07,87,1
11,2.02,85,1
8,2.6,424,1
9,1.62,42,1
9,2.22,209,1
10,1.82,40,1
9,2.78,397,1
4,2.67,8,1
9,1.22,474,1
5,10,10,1
10,1.59,62,1
7,1.71,48,1
10,1.82,180,1
10,1.5,42,1
10,1.21,125,1
10,1.95,121,1
9,1.34,199,1
18,4.3,228,1
11,1.98,273,1
8,1.96,49,1
9,2.66,271,1
16,5.35,2268,1
10,1.3,721,1
10,3.53,1151,1
9,7.6,114,1
8,2.1,21,1
8,1.89,117,1
8,1.86,78,1
7,3.19,354,1
7,1.89,17,1
25,2.22,416,1
10,2.24,47,1
7,2.11,274,1
8,2.08,83,1
10,2.5,45,1
7,1.82,109,1
6,2.38,19,1
8,2.31,171,1
10,1.48,276,1
6,1.38,84,1
10,1.62,105,1
22,5.35,123,1
9,1.74,47,1
6,1.53,26,1
7,2.51,143,1
10,1.94,134,1
8,1.83,146,1
7,1.97,122,1
10,2,50,1
9,5.1,51,1
5,1.39,46,1
8,2,42,1
6,1.58,158,1
5,1.63,13,1
8,2.48,52,1
7,2.86,40,1
9,2.48,441,1
16,2.39,265,1
8,1.84,145,1
7,1.87,56,1
10,1.35,805,1
9,2.63,247,1
11,8.5,51,1
5,2.21,64,1
1,1.13,9,1
14,4.44,1956,1
10,5,40,1
10,2.22,71,1
8,1.97,392,1
7,3.54,280,1
6,6,12,1
8,2.06,132,1
8,1.66,278,1
8,3.43,388,1
6,1.57,22,1
7,1.85,61,1
8,1.36,19,1
6,1.53,58,1
10,2.8,305,1
7,1.44,13,1
10,2.3,85,1
8,2.88,72,1
6,2.01,135,1
16,5.28,169,1
7,1.56,56,1
8,1.4,59,1
5,15,15,1
8,1.94,31,1
9,2.43,328,1
5,2.37,64,1
8,1.42,27,1
4,3,12,1
8,2.09,48,1
1,1.05,20,1
9,1.71,173,1
7,1.33,81,1
9,2.98,387,1
8,3.13,25,1
6,1.32,146,1
9,1.69,108,1
10,1.82,267,1
7,1.56,56,1
12,2.01,812,1
9,2.34,131,1
14,1.7,1062,1
7,1.54,37,1
9,2.54,511,1
10,2.37,159,1
12,2.72,207,1
7,3.42,188,1
11,4.38,57,1
7,1.67,15,1
6,1.5,21,1
9,2.41,396,1
8,1.93,116,1
9,2.9,611,1
13,2.23,1421,1
11,4.53,937,1
8,1.34,169,1
9,3.88,31,1
19,13.04,313,1
6,2.14,15,1
8,1.71,36,1
7,3.8,19,1
10,2.79,190,1
12,6.63,252,1
9,1.26,268,1
8,8,8,1
8,2.55,560,1
12,6.77,535,1
4,1.67,15,1
7,1.78,16,1
8,6,18,1
10,8.82,97,1
7,1.32,66,1
7,1.29,18,1
9,2.44,139,1
8,2,46,1
9,2.63,518,1
10,2.5,30,1
6,1.3,13,1
6,1.49,161,1
9,1.63,44,1
7,1.48,62,1
9,1.4,297,1
10,2.27,75,1
4,6.5,13,1
2,1.14,16,1
6,4.25,1,1
7,1.25,60,1
9,1.3,74,1
5,3.25,13,1
8,1.35,704,1
10,2.25,27,1
7,1.38,18,1
9,1.59,46,1
9,2.55,342,1
10,1.43,575,1
8,1.53,26,1
10,1.76,199,1
9,2.75,223,1
10,2.06,251,1
6,4.67,14,1
11,1.96,137,1
12,1.71,145,1
67,1.54,1748,1
10,2.33,14,1
7,1.4,21,1
10,1.74,676,1
8,1.6,48,1
9,1.38,47,1
10,1.41,358,1
10,5.93,735,1
9,2.2,260,1
9,2.08,148,1
9,1.28,417,1
13,4.81,1375,1
7,1.38,47,1
8,2.5,50,1
5,1.4,7,1
11,3.08,286,1
9,2.18,240,1
8,2,88,1
14,4.8,2236,1
6,1.29,49,1
7,1.44,49,1
8,1.96,131,1
8,1.92,119,1
13,2.57,1395,1
8,2.11,40,1
8,1.73,71,1
8,1.63,140,1
7,1.43,30,1
5,1.35,50,1
10,1.89,85,1
8,1.56,39,1
17,6.56,164,1
13,4,164,1
5,1.39,110,1
8,1.31,51,1
11,3.38,643,1
10,1.86,95,1
10,2.98,238,1
10,1.54,537,1
7,2.2,22,1
10,2.52,297,1
9,2.26,138,1
7,1.6,24,1
10,2.29,215,1
12,2.44,1833,1
7,1.35,42,1
8,2.18,37,1
10,10.33,62,1
4,3,12,1
8,2.4,326,1
6,1.51,151,1
5,2,116,1
9,1.57,209,1
9,1.21,510,1
6,2.5,10,1
12,1.68,721,1
7,1.48,336,1
18,3.24,301,1
6,5,10,1
8,2.05,41,1
7,1.26,448,1
9,1.27,76,1
8,2.2,55,1
7,1.23,38,1
9,1.76,384,1
10,1.5,549,1
5,1.66,163,1
12,2.11,19,1
10,1.77,461,1
9,2.26,185,1
10,2.42,645,1
7,1.69,44,1
7,1.72,220,1
8,1.88,32,1
5,2,38,1
7,1.26,279,1
9,2.36,1240,1
9,1.86,279,1
5,1.51,86,1
11,1.84,685,1
6,3.6,18,1
5,1.43,132,1
7,2.08,27,1
7,1.43,90,1
9,2.68,402,1
9,1.3,732,1
6,2,60,1
10,2.85,575,1
4,1.66,116,1
8,1.97,61,1
12,1.58,174,1
8,1.24,273,1
12,1.79,197,1
9,2.23,29,1
7,1.32,66,1
8,1.38,232,1
6,3.17,19,1
4,1.46,38,1
8,1.3,224,1
8,1.83,187,1
10,2.92,570,1
5,1.41,65,1
12,2.06,142,1
11,2.14,250,1
9,1.41,390,1
8,1.24,246,1
13,4.38,684,1
8,1.45,74,1
24,7.9,5363,1
6,1.37,170,1
5,2,16,1
5,1.36,15,1
9,2.45,335,1
7,4.67,14,1
10,1.35,81,1
10,2.61,502,1
8,1.37,85,1
11,2,90,1
24,17.27,4645,1
4,1.58,52,1
9,1.29,22,1
8,1.91,42,1
9,2.06,138,1
3,11,11,1
9,1.9,110,1
7,1.54,20,1
23,16.64,2695,1
9,2.4,108,1
8,1.25,114,1
7,1.33,57,1
9,2.57,372,1
7,1.73,19,1
9,2.6,567,1
14,8.1,81,1
8,1.93,106,1
8,3.57,25,1
10,6.5,130,1
9,2.44,483,1
7,9,18,1
10,2.07,118,1
9,1.81,168,1
11,12,36,1
12,1.98,773,1
9,1.46,102,1
9,1.95,257,1
9,1.36,341,1
5,10,10,1
9,2.13,130,1
11,2.43,90,1
6,1.38,33,1
10,3.12,162,1
9,1.85,74,1
9,2.15,354,1
8,1.45,188,1
4,7,7,1
3,8,8,1
10,2.44,83,1
10,1.41,41,1
2,3.5,7,1
8,2,48,1
6,1.38,83,1
7,3.18,54,1
8,2.59,57,1
7,1.76,30,1
9,2.79,273,1
8,7.1,71,1
6,1.87,28,1
11,39,39,1
5,1.18,26,1
9,1.64,90,1
9,2.74,129,1
8,1.85,161,1
10,2,64,1
7,1.66,116,1
11,1.92,152,1
7,1.69,22,1
10,1.39,237,1
10,8.92,116,1
8,2.7,781,1
7,1.53,98,1
7,1.38,162,1
9,3.21,180,1
8,3.88,31,1
5,2,24,1
10,2.28,296,1
7,1.34,43,1
6,3,18,1
9,1.42,359,1
6,1.11,196,1
11,3.36,37,1
6,1.33,28,1
9,1.79,95,1
11,2.21,197,1
10,2.41,383,1
8,2.14,47,1
10,1.94,128,1
7,1.94,149,1
14,2.43,422,1
10,2.78,25,1
9,8,16,1
8,2.36,260,1
11,2.71,589,1
1,1.05,20,1
8,1.5,576,1
9,1.87,659,1
20,12.53,188,1
11,2.44,1619,1
7,2.57,36,1
12,3.52,433,1
13,3.86,417,1
12,2.56,169,1
11,2.77,230,1
9,1.42,98,1
12,1.68,324,1
9,2.71,479,1
12,2.61,637,1
24,7.55,2296,1
6,2.24,103,1
9,2.18,211,1
7,1.15,75,1
1,4,16,1
6,1.41,24,1
6,1.17,41,1
11,1.58,416,1
10,3.02,145,1
7,2.18,185,1
8,2.48,270,1
7,2.26,86,1
13,3.05,1019,1
7,1.77,46,1
10,1.76,30,1
7,1.23,265,1
9,2.2,11,1
9,13,26,1
10,2.14,107,1
9,2.08,351,1
24,7.76,3018,1
8,3.67,44,1
8,2.14,45,1
8,2,42,1
5,1.6,40,1
9,1.49,91,1
7,1.43,73,1
6,2.36,52,1
10,2.11,76,1
79,51.4,4009,1
8,2.05,41,1
13,4.87,1392,1
7,5,10,1
6,1.48,90,1
10,1.84,158,1
13,2.68,1080,1
15,2.81,489,1
10,5.15,824,1
2,3.5,7,1
7,1.17,386,1
8,1.38,95,1
6,1.23,70,1
8,2.44,132,1
11,1.53,250,1
8,1.76,157,1
9,1.45,308,1
11,4.72,920,1
7,1.28,105,1
6,1.8,36,1
9,2.82,432,1
7,2.2,121,1
9,1.62,63,1
7,2.75,500,1
19,33.48,703,1
9,1.3,501,1
9,2.35,80,1
25,7.16,2221,1
8,1.92,23,1
6,1.5,12,1
5,1.92,23,1
9,2.74,74,1
10,7.2,108,1
9,2.95,619,1
15,2.36,1136,1
9,1.91,248,1
17,12.82,4167,1
10,1.44,114,1
9,1.51,77,1
10,2.14,77,1
9,1.3,60,1
7,1.28,82,1
9,1.87,84,1
10,1.3,61,1
8,1.26,445,1
6,1.55,135,1
10,1.44,122,1
6,1.44,13,1
8,1.89,85,1
7,1.8,27,1
8,1.65,51,1
8,1.85,50,1
8,1.31,343,1
8,2.7,27,1
8,1.71,36,1
12,8.21,115,1
8,2.3,46,1
10,7.82,86,1
12,2.19,942,1
11,4.98,433,1
5,1.5,42,1
8,2.79,500,1
12,2.45,1584,1
25,7.21,5572,1
7,1.5,33,1
8,2.88,187,1
12,3.48,331,1
14,4.59,1424,1
13,3.11,668,1
9,1.24,629,1
11,2.69,121,1
12,9,126,1
15,5.84,976,1
7,1.84,213,1
27,4.53,2774,1
7,1.27,141,1
11,1.8,350,1
8,3.02,254,1
7,1.88,199,1
8,1.8,72,1
10,1.44,173,1
7,2.33,21,1
10,2.85,840,1
10,2.19,256,1
10,1.87,118,1
8,2,86,1
5,1.63,26,1
11,4.29,73,1
9,2.35,365,1
10,2.6,883,1
14,2.31,307,1
8,5.91,65,1
8,2.32,51,1
9,2.86,83,1
15,3.59,294,1
11,8.93,125,1
9,1.57,69,1
10,2.47,514,1
5,1.35,66,1
10,2.01,143,1
38,2.39,4341,1
6,2.14,47,1
10,15,15,1
11,2.07,188,1
10,1.91,44,1
10,1.77,705,1
7,1.62,372,1
24,7.62,3040,1
5,3.08,40,1
5,1.46,19,1
11,3.5,105,1
7,1.21,232,1
7,2.07,184,1
9,21,42,1
10,2.05,133,1
10,3.04,781,1
10,2.7,486,1
8,1.66,240,1
8,1.29,106,1
5,9,9,1
11,3.53,293,1
7,1.83,42,1
8,1.87,103,1
9,7.64,84,1
8,1.35,152,1
14,5.05,495,1
14,3.09,133,1
16,5.73,2053,1
14,3.49,862,1
12,5.3,1315,1
1,1.06,19,1
7,1.97,65,1
11,2.19,81,1
8,1.64,118,1
9,1.51,109,1
6,2.05,45,1
7,1.46,51,1
6,1.29,416,1
14,2.37,1084,1
38,3.29,1574,1
7,1.62,34,1
10,1.89,242,1
6,1.54,20,1
9,1.31,566,1
10,1.87,166,1
8,2.71,19,1
11,2.41,381,1
11,2,176,1
7,1.36,236,1
7,1.17,27,1
8,1.36,57,1
9,2.38,31,1
8,2.32,44,1
7,1.26,120,1
9,2.29,183,1
12,4.61,1606,1
24,16.66,2683,1
12,2.41,1068,1
7,2.25,27,1
24,7.4,2256,1
9,1.52,403,1
1,4,8,1
24,8.02,2182,1
7,1.88,340,1
12,1.91,284,1
10,2.05,246,1
8,19.6,98,1
10,1.74,61,1
12,1.63,70,1
10,1.79,754,1
9,1.83,11,1
10,2.81,666,1
7,2.07,29,1
11,1.89,242,1
11,3.21,241,1
10,1.89,83,1
10,1.96,159,1
10,3.01,259,1
5,3,9,1
8,1.98,81,1
8,1.89,136,1
7,1.29,22,1
8,2.12,329,1
9,2.47,247,1
6,1.26,211,1
6,2,22,1
10,2.17,174,1
6,1.15,30,1
6,2.45,162,1
9,1.76,111,1
11,2.86,681,1
14,4.99,1971,1
10,3.13,600,1
7,1.75,28,1
8,1.98,87,1
7,1.46,136,1
8,1.75,28,1
7,1.45,45,1
9,1.88,409,1
9,3.33,100,1
6,2,26,1
5,1.67,160,1
8,1.79,131,1
9,1.67,45,1
5,1.47,69,1
6,1.4,116,1
9,1.94,165,1
9,2.38,283,1
7,1.53,174,1
11,4.78,129,1
7,5.18,88,1
6,1.27,38,1
8,1.93,162,1
4,2.57,18,1
7,2.67,32,1
7,1.94,31,1
10,3.56,64,1
16,5.16,2292,1
9,2.14,30,1
9,2.67,1094,1
7,1.13,9,1
8,2,136,1
16,5.29,2258,1
8,1.4,445,1
8,2.8,56,1
9,1.66,559,1
6,2.89,26,1
7,1.85,24,1
5,2.11,19,1
8,2.49,204,1
1,1.05,20,1
7,2.09,144,1
9,1.39,500,1
11,5.89,53,1
9,3.24,712,1
8,8.25,66,1
8,5,15,1
7,1.81,76,1
8,1.35,54,1
7,2,32,1
9,42,42,1
8,1.52,44,1
9,2.22,260,1
9,1.71,116,1
10,2.75,919,1
9,2.31,67,1
7,1.21,241,1
8,1.92,25,1
7,1.17,158,1
13,3.72,591,1
7,1.21,46,1
16,5.29,2543,1
8,2.17,52,1
9,3.21,292,1
7,1.36,187,1
8,2.24,311,1
9,2.03,130,1
9,1.68,124,1
11,2.74,159,1
11,2.58,49,1
7,1.71,140,1
11,2.11,99,1
8,2.74,219,1
9,1.42,926,1
18,5.76,196,1
10,1.9,99,1
8,2.57,59,1
8,2.67,16,1
10,1.32,543,1
9,1.59,520,1
10,3.58,197,1
6,1.76,72,1
7,7,7,1
7,2.4,12,1
7,1.64,23,1
9,1.6,184,1
8,2.16,229,1
9,1.3,158,1
9,1.87,174,1
7,1.46,76,1
8,1.78,66,1
9,2.86,226,1
8,1.49,88,1
12,1.86,805,1
10,2.28,283,1
5,1.45,16,1
11,3.1,391,1
12,7,49,1
9,2.83,164,1
10,2.43,102,1
7,1.35,35,1
10,1.43,573,1
7,1.56,28,1
9,2.14,564,1
10,2.94,194,1
8,1.88,15,1
9,2.13,85,1
6,1.19,19,1
11,2.19,59,1
8,1.93,147,1
8,2.14,244,1
5,7,14,1
16,5.38,1890,1
11,36,36,1
8,2.38,19,1
5,1.75,35,1
6,1.32,33,1
6,1.67,87,1
11,3,768,1
10,2,82,1
11,1.88,341,1
4,1.86,13,1
8,2.37,142,1
7,2.38,19,1
8,1.74,40,1
7,1.6,24,1
5,3.17,38,1
7,1.85,102,1
8,1.57,108,1
6,1.24,21,1
9,6.31,82,1
7,2.29,16,1
24,8.05,2157,1
6,1.86,13,1
11,2.85,944,1
10,1.43,540,1
8,1.69,49,1
6,1.61,50,1
6,1.28,23,1
6,1.52,326,1
8,1.2,219,1
7,2.25,9,1
8,1.74,151,1
8,2.38,38,1
12,1.77,315,1
9,2.8,356,1
7,2.42,29,1
9,1.6,24,1
10,2.27,299,1
10,1.89,736,1
4,1.36,19,1
9,2.35,280,1
10,2.99,445,1
11,10,140,1
9,1.24,658,1
10,1.77,689,1
7,1.94,33,1
12,2.98,495,1
8,1.64,454,1
14,6.55,72,1
8,1.86,197,1
9,1.83,222,1
7,1.71,12,1
7,1.4,80,1
8,1.93,58,1
7,1.48,46,1
10,2.89,165,1
13,4.71,1007,1
6,1.84,68,1
7,1.76,213,1
9,2.33,42,1
7,1.29,361,1
8,2.1,128,1
7,1.36,80,1
10,2.62,118,1
9,1.71,233,1
5,2,20,1
9,1.31,629,1
7,1.73,240,1
10,1.72,188,1
11,2.61,279,1
14,9.25,111,1
8,1.77,99,1
6,1.5,51,1
20,13.68,260,1
9,2.53,537,1
12,5.22,47,1
7,1.46,19,1
8,1.36,282,1
12,2.25,1773,1
14,12.08,592,1
10,1.44,744,1
10,3.43,587,1
9,2.04,239,1
33,6.34,1154,1
12,2.44,1605,1
17,9.75,78,1
3,1.33,8,1
6,1.54,20,1
1,1,17,1
7,1.32,74,1
10,1.85,120,1
6,1.33,44,1
10,4.35,849,1
16,5.23,2060,1
7,1.27,66,1
8,1.43,510,1
10,1.69,147,1
10,2.6,26,1
8,1.79,77,1
7,1.79,390,1
6,2.75,11,1
10,2.49,401,1
7,1.2,61,1
8,1.5,42,1
10,2.3,69,1
10,2.13,64,1
9,2.32,302,1
9,2.18,248,1
