@relation page-blocks

@attribute Height numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
5,489,2
1,19,2
2,124,2
2,35,2
1,537,2
1,115,2
3,160,2
1,8,2
1,32,2
1,29,2
3,632,2
2,802,2
1,187,2
1,379,2
2,538,2
1,180,2
1,20,2
1,11,2
1,54,2
2,667,2
1,70,2
2,51,2
2,113,2
1,52,2
2,65,2
2,657,2
1,148,2
1,58,2
1,14,2
1,199,2
2,70,2
3,129,2
1,33,2
1,11,2
1,63,2
1,61,2
1,27,2
2,34,2
2,598,2
2,42,2
1,57,2
1,13,2
1,63,2
1,159,2
1,107,2
1,63,2
11,4955,2
2,173,2
3,545,2
1,55,2
1,39,2
3,626,2
2,128,2
1,10,2
1,17,2
1,35,2
3,317,2
1,11,2
1,75,2
3,652,2
4,224,2
1,9,2
1,104,2
1,46,2
2,10,2
2,213,2
1,15,2
17,5784,2
1,106,2
1,33,2
3,172,2
4,22,2
2,26,2
1,23,2
2,349,2
28,614,2
2,571,2
1,69,2
2,641,2
1,148,2
25,531,2
1,15,2
2,12,2
1,152,2
1,32,2
1,17,2
1,14,2
1,117,2
1,8,2
2,549,2
5,11,2
1,47,2
1,8,2
25,4000,2
1,41,2
1,76,2
2,673,2
2,150,2
1,41,2
1,13,2
1,22,2
2,627,2
1,9,2
2,33,2
24,11341,2
2,517,2
1,62,2
12,479,2
6,147,2
2,735,2
2,27,2
4,1264,2
1,277,2
2,48,2
2,30,2
6,46,2
1,114,2
3,84,2
3,531,2
1,10,2
1,52,2
2,703,2
1,73,2
1,161,2
1,10,2
3,760,2
1,34,2
1,14,2
3,221,2
1,413,2
1,37,2
2,38,2
3,22,2
18,5522,2
1,288,2
1,75,2
1,44,2
1,36,2
1,16,2
1,29,2
1,36,2
2,23,2
1,8,2
1,17,2
2,122,2
2,25,2
1,13,2
1,184,2
8,1630,2
1,12,2
1,19,2
2,202,2
2,55,2
1,13,2
2,480,2
1,15,2
1,67,2
1,20,2
1,214,2
2,33,2
2,64,2
1,16,2
1,19,2
1,84,2
3,619,2
1,77,2
2,186,2
2,736,2
2,101,2
1,257,2
1,8,2
1,102,2
1,27,2
1,98,2
2,790,2
1,14,2
1,17,2
2,609,2
1,34,2
6,29,2
2,75,2
1,26,2
1,45,2
1,39,2
1,36,2
2,704,2
1,159,2
1,138,2
9,88,2
4,29,2
11,2676,2
2,596,2
1,52,2
1,85,2
1,277,2
2,737,2
1,186,2
1,145,2
1,30,2
1,17,2
1,7,2
1,22,2
1,10,2
1,13,2
1,17,2
2,574,2
2,50,2
2,12,2
3,587,2
1,278,2
19,6035,2
1,44,2
3,662,2
4,357,2
6,32,2
1,44,2
1,29,2
132,34874,3
83,5838,3
178,16177,3
153,15491,3
166,42821,3
28,647,3
186,46133,3
168,20513,3
28,665,3
64,2077,3
65,1582,3
163,23547,3
28,647,3
187,23301,3
174,35499,3
29,639,3
29,653,3
28,666,3
28,666,3
128,25163,3
93,5908,3
63,2458,3
29,668,3
72,4025,3
95,7968,3
7,7,4
27,72,4
10,10,4
98,143,4
7,7,4
5,7,4
10,10,4
9,9,4
23,23,4
804,2058,4
8,8,4
9,9,4
8,8,4
8,8,4
11,14,4
14,14,4
10,10,4
94,97,4
105,112,4
5,9,4
11,11,4
9,9,4
12,16,4
12,12,4
11,11,4
8,8,4
39,39,4
13,13,4
8,8,4
17,24,4
7,10,4
9,9,4
44,111,4
14,15,4
7,7,4
9,9,4
13,13,4
19,31,4
7,7,4
47,47,4
9,9,4
136,136,4
31,31,4
8,8,4
34,34,4
42,42,4
54,54,4
13,13,4
22,22,4
42,127,4
17,17,4
26,26,4
38,38,4
15,15,4
27,81,4
9,13,4
261,701,4
16,16,4
53,53,4
7,7,4
76,76,4
4,7,4
54,54,4
25,25,4
14,14,4
117,117,4
430,475,4
6,56,4
9,9,4
12,12,4
31,31,4
66,180,4
32,32,4
93,210,4
37,37,4
20,20,4
13,13,4
10,10,4
212,6884,5
17,378,5
9,47,5
29,762,5
304,17081,5
158,7279,5
31,1358,5
43,454,5
85,2588,5
306,17452,5
83,18149,5
31,651,5
83,15523,5
30,823,5
13,80,5
5,16,5
16,226,5
36,2086,5
53,951,5
7,15,5
8,19,5
4,41,5
54,12626,5
52,619,5
54,12422,5
16,173,5
16,34,5
6,37,5
32,1341,5
49,694,5
160,10347,5
19,100,5
311,23092,5
4,17,5
14,134,5
30,884,5
6,35,5
13,36,5
83,17482,5
53,685,5
81,1580,5
12,225,5
6,15,5
13,76,5
14,144,5
22,229,5
54,685,5
100,1958,5
32,4497,5
68,1215,5
8,23,5
39,697,5
37,685,5
4,16,5
6,30,5
83,16139,5
7,50,5
31,1485,5
7,44,5
9,28,5
29,373,5
153,14538,5
4,16,5
5,9,5
25,98,5
24,163,5
17,76,5
8,18,5
15,71,5
36,717,5
7,38,5
48,1814,5
33,250,5
47,4258,5
10,70,5
8,8,5
20,316,5
11,206,5
34,454,5
9,70,5
91,4287,5
21,54,5
9,27,5
83,8387,5
36,283,5
45,693,5
31,637,5
16,230,5
7,95,5
28,870,5
118,1296,5
5,21,5
36,755,5
37,143,5
12,48,5
34,509,5
86,5386,5
8,110,5
5,24,5
10,42,5
67,924,5
197,12964,5
21,156,5
13,35,5
