@relation page-blocks

@attribute Height numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
2,267,2
2,24,2
3,559,2
1,10,2
1,10,2
1,8,2
1,11,2
12,366,2
17,5328,2
3,12,2
1,31,2
1,8,2
1,107,2
21,31,2
1,204,2
1,82,2
2,534,2
1,26,2
37,37,2
3,532,2
3,506,2
1,19,2
2,13,2
2,33,2
1,12,2
1,178,2
1,11,2
1,214,2
1,16,2
1,277,2
2,21,2
1,7,2
2,541,2
1,8,2
2,54,2
10,4409,2
1,11,2
2,562,2
1,180,2
1,42,2
1,12,2
1,7,2
1,33,2
18,5217,2
1,21,2
1,28,2
1,26,2
1,11,2
1,38,2
1,16,2
1,15,2
1,11,2
28,527,2
1,14,2
6,57,2
2,109,2
2,17,2
1,66,2
1,13,2
2,667,2
6,98,2
1,53,2
17,5420,2
2,315,2
1,80,2
1,23,2
5,623,2
2,557,2
1,13,2
1,50,2
1,80,2
1,8,2
2,609,2
1,36,2
1,35,2
4,204,2
3,1152,2
1,175,2
1,158,2
1,9,2
1,51,2
2,55,2
1,11,2
1,269,2
1,9,2
7,7,2
2,168,2
1,11,2
1,98,2
3,121,2
1,11,2
1,142,2
2,24,2
1,365,2
1,69,2
1,42,2
1,17,2
1,77,2
1,10,2
3,569,2
2,186,2
25,484,2
7,10,2
6,31,2
1,8,2
1,21,2
1,13,2
2,68,2
3,59,2
4,336,2
2,576,2
1,14,2
9,12,2
2,685,2
1,12,2
2,548,2
2,18,2
5,7,2
1,22,2
1,9,2
163,13725,3
63,1681,3
132,26693,3
153,14180,3
64,1882,3
93,4366,3
72,3374,3
186,33017,3
63,2041,3
28,431,3
187,10947,3
187,23025,3
29,442,3
128,17721,3
28,427,3
174,27820,3
28,437,3
83,4804,3
166,28093,3
178,14292,3
65,1475,3
168,18591,3
168,19430,3
29,401,3
28,441,3
29,416,3
58,59,4
22,22,4
6,25,4
5,8,4
11,11,4
98,141,4
7,7,4
14,14,4
27,36,4
27,27,4
4,7,4
42,42,4
9,9,4
14,15,4
105,111,4
1,25,4
136,135,4
8,8,4
804,1689,4
54,54,4
37,37,4
27,41,4
20,20,4
38,38,4
8,8,4
13,13,4
9,9,4
9,9,4
7,7,4
93,156,4
7,9,4
54,54,4
7,7,4
8,8,4
69,133,4
53,53,4
47,47,4
32,32,4
9,9,4
10,10,4
12,12,4
11,11,4
17,24,4
31,31,4
10,9,4
5,9,4
8,7,4
7,7,4
42,83,4
15,15,4
34,34,4
16,16,4
4,8,4
14,14,4
7,7,4
18,18,4
9,9,4
31,31,4
8,8,4
26,26,4
9,11,4
19,31,4
9,9,4
13,13,4
8,8,4
261,492,4
13,13,4
25,25,4
9,9,4
94,97,4
430,465,4
12,15,4
39,39,4
117,117,4
84,84,4
9,9,4
10,10,4
44,79,4
6,8,5
31,350,5
33,91,5
101,1398,5
7,52,5
47,2459,5
7,14,5
7,12,5
14,27,5
6,14,5
25,42,5
13,16,5
39,245,5
5,9,5
8,7,5
6,7,5
31,217,5
52,4607,5
4,7,5
30,278,5
5,7,5
34,218,5
4,7,5
153,7689,5
48,1058,5
5,8,5
36,181,5
29,214,5
10,25,5
16,10,5
6,8,5
45,308,5
34,201,5
30,288,5
86,947,5
36,247,5
17,142,5
4,8,5
12,14,5
32,671,5
4,11,5
212,5066,5
4,7,5
6,11,5
91,4100,5
15,23,5
7,9,5
83,7741,5
311,12631,5
68,519,5
118,642,5
85,969,5
53,400,5
197,10654,5
38,157,5
37,97,5
13,21,5
5,8,5
11,125,5
12,160,5
36,331,5
9,22,5
67,339,5
9,9,5
32,1588,5
14,30,5
20,109,5
304,8898,5
22,52,5
52,345,5
8,9,5
158,4213,5
17,32,5
83,4138,5
13,8,5
29,162,5
31,787,5
54,5766,5
9,13,5
6,7,5
6,10,5
16,32,5
54,6238,5
16,67,5
37,321,5
31,728,5
8,20,5
16,64,5
36,793,5
100,458,5
9,22,5
83,7725,5
83,7772,5
81,449,5
54,370,5
55,375,5
21,26,5
28,294,5
49,324,5
8,11,5
19,70,5
43,212,5
53,460,5
