@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
7,217,64,1
8,264,112,1
7,1029,221,1
8,280,119,1
11,902,213,1
7,1099,482,1
7,182,72,1
9,1395,524,1
14,2842,1028,1
5,15,7,1
5,70,41,1
10,180,56,1
8,136,60,1
9,738,273,1
24,3984,3604,1
8,64,16,1
5,115,58,1
8,328,129,1
10,210,68,1
10,2380,840,1
10,2690,824,1
5,65,28,1
5,280,34,1
9,117,43,1
10,90,31,1
12,1008,334,1
6,222,68,1
11,2981,829,1
7,133,53,1
10,330,108,1
8,256,90,1
10,1030,258,1
10,1860,645,1
11,2981,502,1
8,88,39,1
6,36,13,1
7,266,60,1
8,432,119,1
11,220,127,1
8,152,60,1
7,161,45,1
7,455,144,1
11,946,273,1
12,4020,1606,1
7,77,28,1
9,1485,501,1
9,1161,196,1
13,325,114,1
8,248,81,1
10,190,62,1
5,35,24,1
5,195,67,1
11,374,136,1
9,675,249,1
9,495,136,1
7,91,61,1
8,144,51,1
7,357,115,1
5,170,24,1
8,344,137,1
7,525,82,1
8,216,74,1
3,12,9,1
8,552,172,1
9,1755,221,1
14,3766,1271,1
8,416,135,1
7,77,27,1
12,492,142,1
8,496,153,1
9,963,184,1
10,5340,703,1
8,32,8,1
6,84,47,1
9,4185,658,1
8,608,236,1
74,13542,7366,1
9,441,109,1
10,150,41,1
7,98,34,1
8,1056,380,1
7,231,79,1
11,385,147,1
9,549,117,1
12,2100,847,1
10,250,102,1
8,2176,781,1
9,144,54,1
9,495,148,1
23,2116,306,1
9,198,38,1
11,594,153,1
7,77,31,1
13,1755,864,1
9,1494,576,1
5,45,12,1
8,128,33,1
11,440,119,1
8,1488,593,1
8,80,19,1
6,90,22,1
16,5504,2053,1
13,3601,1054,1
5,60,16,1
17,391,146,1
10,1550,510,1
8,1440,286,1
8,240,58,1
7,91,36,1
14,5586,2142,1
9,738,316,1
5,180,73,1
8,368,131,1
8,56,26,1
10,190,105,1
9,1665,663,1
6,108,37,1
8,352,150,1
8,336,91,1
7,126,39,1
9,747,216,1
8,96,44,1
15,465,95,1
7,49,14,1
10,180,92,1
10,2620,761,1
2,104,15,1
8,336,126,1
7,609,222,1
9,3222,1240,1
7,497,96,1
10,340,103,1
8,192,61,1
9,4797,799,1
9,774,261,1
18,3024,564,1
9,306,103,1
9,144,32,1
9,873,397,1
11,1375,594,1
1,104,20,1
12,3840,888,1
7,371,127,1
9,432,98,1
9,2259,423,1
6,84,25,1
6,576,154,1
7,63,25,1
13,2834,612,1
5,210,54,1
8,488,101,1
15,6285,2170,1
24,4080,3799,1
9,360,99,1
9,423,142,1
9,351,91,1
9,4815,921,1
7,63,21,1
10,190,114,1
6,582,137,1
9,171,67,1
11,132,57,1
9,1467,387,1
17,391,164,1
7,63,21,1
5,35,15,1
22,1562,838,1
7,161,53,1
17,374,159,1
13,1001,258,1
9,4590,686,1
9,1809,275,1
8,48,24,1
6,810,170,1
7,49,14,1
10,460,167,1
12,2016,515,1
7,133,27,1
12,3252,753,1
10,340,101,1
10,180,108,1
8,240,82,1
11,473,159,1
7,462,79,1
11,1144,451,1
6,300,72,1
11,1122,250,1
10,4130,1302,1
8,128,48,1
8,936,162,1
12,1404,324,1
10,930,192,1
12,168,60,1
9,576,183,1
1,263,40,1
6,108,33,1
9,1656,341,1
6,108,31,1
13,1963,593,1
8,568,164,1
6,66,22,1
10,380,167,1
8,1240,454,1
11,550,140,1
13,689,351,1
9,747,219,1
59,4956,3264,1
13,494,141,1
9,171,106,1
11,132,60,1
8,160,33,1
9,342,129,1
7,805,220,1
11,209,79,1
5,60,33,1
7,294,69,1
8,496,106,1
13,1352,332,1
7,105,35,1
8,288,161,1
17,187,78,1
7,28,8,1
5,75,42,1
11,297,90,1
10,70,22,1
13,494,155,1
10,640,329,1
8,232,103,1
9,504,173,1
11,1672,610,1
7,686,174,1
14,5558,1902,1
8,344,135,1
6,1104,357,1
8,216,88,1
11,2090,500,1
7,91,34,1
9,288,96,1
5,25,10,1
16,2928,1208,1
8,4064,372,1
10,650,309,1
7,861,361,1
9,198,42,1
12,96,43,1
8,552,113,1
6,174,51,1
6,114,35,1
9,801,240,1
10,480,144,1
7,77,30,1
5,35,15,1
9,378,145,1
8,104,47,1
10,570,317,1
7,287,88,1
10,250,96,1
24,8088,7647,1
9,657,114,1
13,1495,469,1
10,630,116,1
8,1536,485,1
11,275,99,1
9,972,335,1
11,242,140,1
7,133,46,1
17,5950,2162,1
10,670,215,1
6,18,9,1
10,1250,237,1
7,182,81,1
5,80,34,1
7,77,26,1
10,980,439,1
8,72,28,1
7,49,16,1
6,42,13,1
16,384,169,1
10,1210,448,1
5,260,54,1
12,3252,799,1
7,98,40,1
11,2035,991,1
6,102,28,1
9,225,74,1
10,790,129,1
7,133,38,1
9,2241,674,1
12,1380,353,1
5,470,130,1
9,702,231,1
7,119,40,1
12,1548,469,1
24,2016,956,1
9,774,305,1
12,156,58,1
5,40,14,1
6,12,7,1
7,98,24,1
7,161,15,1
12,516,151,1
9,1962,290,1
9,1377,419,1
11,1353,649,1
8,56,23,1
13,429,105,1
11,957,242,1
10,390,111,1
9,108,48,1
10,360,128,1
5,480,155,1
8,1184,216,1
9,414,121,1
13,117,47,1
7,1491,351,1
5,215,80,1
5,480,158,1
9,1971,215,1
7,112,32,1
6,84,48,1
10,400,135,1
10,770,361,1
14,3976,938,1
7,14,9,1
9,1629,588,1
6,60,11,1
7,1281,340,1
8,1360,377,1
8,344,137,1
6,96,27,1
8,720,149,1
7,1792,242,1
11,1276,350,1
5,145,58,1
11,1551,567,1
12,2784,879,1
10,100,35,1
8,104,38,1
7,105,24,1
9,207,63,1
10,90,30,1
8,1040,374,1
8,328,106,1
7,238,53,1
10,2610,701,1
7,105,33,1
26,10712,3424,1
19,3819,909,1
14,2814,1050,1
7,371,99,1
13,5733,2144,1
7,413,62,1
12,276,159,1
8,64,22,1
9,2025,400,1
9,306,64,1
13,1599,684,1
8,368,107,1
9,2979,661,1
13,5382,1919,1
8,120,39,1
11,770,293,1
7,133,44,1
6,576,158,1
8,112,48,1
2,12,7,1
7,28,9,1
11,231,108,1
10,5080,813,1
10,2720,631,1
9,288,69,1
8,360,74,1
6,168,49,1
7,1379,99,1
9,2403,393,1
5,70,18,1
8,112,50,1
7,504,119,1
10,470,226,1
8,1008,211,1
10,220,83,1
11,814,217,1
9,1395,511,1
10,1760,319,1
16,3888,1530,1
9,468,134,1
10,290,89,1
7,231,81,1
10,1210,324,1
10,230,66,1
9,738,186,1
8,112,40,1
7,161,45,1
7,518,143,1
8,2736,445,1
8,128,30,1
8,952,321,1
9,720,211,1
8,128,56,1
8,2176,411,1
11,2981,591,1
8,744,241,1
13,2483,1007,1
6,84,24,1
7,280,94,1
10,1370,261,1
8,816,329,1
7,49,13,1
7,49,20,1
9,531,126,1
9,729,260,1
6,78,23,1
8,88,42,1
11,990,465,1
7,49,17,1
7,287,99,1
10,610,177,1
9,126,74,1
16,6112,2292,1
8,1440,306,1
8,320,119,1
9,405,172,1
10,930,249,1
7,77,31,1
10,160,68,1
8,272,84,1
16,1936,767,1
8,248,102,1
10,460,138,1
8,176,57,1
11,814,201,1
4,72,18,1
10,580,47,1
1,47,16,1
10,300,100,1
10,380,74,1
8,424,152,1
9,414,131,1
8,176,75,1
9,810,211,1
12,3624,721,1
9,1566,279,1
7,77,23,1
7,1267,400,1
9,468,143,1
7,49,12,1
1,60,13,1
10,4990,733,1
14,5866,2188,1
7,98,26,1
9,441,256,1
11,1342,344,1
24,4464,2296,1
10,800,246,1
10,670,195,1
7,84,35,1
11,99,38,1
8,184,57,1
7,147,42,1
9,54,36,1
13,741,552,1
7,63,23,1
8,96,50,1
9,360,178,1
11,242,151,1
7,364,99,1
7,112,49,1
9,900,248,1
5,150,54,1
10,40,15,1
9,171,51,1
8,80,26,1
10,130,37,1
5,65,31,1
10,480,159,1
6,576,149,1
6,210,112,1
4,24,8,1
8,352,160,1
4,12,8,1
7,98,33,1
6,162,22,1
7,77,32,1
8,96,56,1
8,144,68,1
8,760,230,1
10,5110,721,1
6,168,55,1
8,1920,373,1
8,32,14,1
8,200,62,1
8,296,54,1
15,5340,2167,1
10,2680,1325,1
9,324,180,1
9,1233,290,1
9,747,249,1
10,460,146,1
7,1106,264,1
6,534,162,1
6,414,116,1
7,98,31,1
9,387,186,1
5,155,55,1
10,60,26,1
14,1274,495,1
9,126,30,1
8,376,136,1
9,837,217,1
8,600,254,1
7,553,313,1
8,304,122,1
7,329,89,1
6,42,18,1
8,632,237,1
10,260,81,1
10,80,55,1
8,1560,273,1
3,9,8,1
10,300,128,1
8,224,99,1
9,162,53,1
14,6062,2152,1
6,174,64,1
11,2024,931,1
8,240,104,1
8,96,41,1
9,162,102,1
6,126,30,1
10,270,81,1
8,272,103,1
8,304,39,1
5,35,14,1
10,340,103,1
10,810,226,1
4,40,20,1
9,297,136,1
7,175,33,1
9,981,238,1
8,80,29,1
7,126,27,1
7,91,26,1
33,5940,1400,1
7,945,108,1
9,2439,696,1
9,198,59,1
8,264,98,1
8,48,18,1
7,1589,345,1
11,2871,698,1
7,952,171,1
7,126,34,1
14,4746,1175,1
6,1956,416,1
8,64,23,1
5,50,18,1
9,1629,611,1
6,186,49,1
8,2472,459,1
7,119,19,1
8,32,15,1
10,2710,509,1
7,182,35,1
10,90,58,1
24,4272,2063,1
9,1071,452,1
9,927,355,1
7,462,136,1
10,500,163,1
6,36,15,1
5,25,13,1
10,1710,215,1
9,1044,354,1
7,252,143,1
9,891,257,1
9,162,84,1
8,48,18,1
11,220,49,1
9,4824,609,1
11,1298,530,1
7,70,27,1
8,72,30,1
8,128,49,1
5,80,25,1
9,171,50,1
7,56,20,1
8,384,136,1
11,220,124,1
12,240,126,1
6,1134,367,1
9,4806,671,1
7,315,120,1
5,55,22,1
7,91,72,1
7,287,121,1
8,112,31,1
7,42,12,1
8,160,68,1
9,1449,626,1
9,144,25,1
24,6720,3064,1
9,360,139,1
38,3648,1574,1
7,1106,233,1
10,180,84,1
10,470,105,1
13,5070,924,1
7,259,135,1
3,9,8,1
8,320,154,1
8,232,48,1
9,2250,810,1
8,304,106,1
10,860,364,1
9,333,172,1
28,9324,3270,1
4,356,121,1
7,441,149,1
4,548,95,1
16,6832,2736,1
5,90,42,1
11,869,279,1
23,460,233,1
11,2981,527,1
17,6851,2388,1
7,56,15,1
7,140,49,1
7,56,23,1
7,1050,187,1
5,495,150,1
10,300,109,1
16,6288,2145,1
8,112,25,1
8,456,141,1
9,99,22,1
9,315,120,1
9,1134,549,1
11,88,45,1
9,1332,258,1
7,56,21,1
9,576,268,1
9,1359,251,1
9,657,196,1
10,350,114,1
10,120,40,1
12,5976,1833,1
7,98,32,1
9,1107,401,1
2,62,12,1
5,15,9,1
9,180,63,1
9,882,433,1
10,490,96,1
11,946,391,1
10,410,114,1
7,21,12,1
14,5628,2248,1
6,492,135,1
5,55,19,1
10,510,209,1
7,140,57,1
10,70,25,1
9,882,251,1
6,582,174,1
10,3360,549,1
12,3252,805,1
11,1298,452,1
8,552,144,1
8,320,68,1
11,2992,778,1
9,72,19,1
7,77,18,1
8,1496,232,1
7,112,28,1
9,918,371,1
16,384,151,1
4,384,160,1
39,13767,7667,1
8,2752,595,1
7,84,30,1
8,384,126,1
4,76,32,1
10,370,122,1
5,95,48,1
11,2563,629,1
12,264,146,1
5,30,10,1
7,140,32,1
17,6494,2355,1
8,336,139,1
11,979,166,1
12,5964,1605,1
6,270,114,1
7,133,46,1
8,112,32,1
7,224,76,1
14,5894,2236,1
5,120,41,1
10,180,53,1
8,200,73,1
7,126,15,1
9,441,117,1
9,387,146,1
7,42,21,1
5,160,65,1
9,1629,601,1
9,675,267,1
10,1240,587,1
17,1632,597,1
11,781,520,1
8,160,58,1
6,144,37,1
7,252,70,1
9,1134,528,1
7,49,12,1
9,2799,456,1
6,234,92,1
7,1533,279,1
8,192,57,1
7,798,202,1
9,1197,283,1
11,88,33,1
9,4824,441,1
11,143,50,1
8,600,249,1
9,2331,512,1
9,954,295,1
22,1034,330,1
10,640,305,1
10,860,280,1
7,210,64,1
11,2343,619,1
7,119,40,1
8,160,42,1
3,21,13,1
8,144,68,1
6,510,122,1
7,84,21,1
8,384,131,1
60,3420,1574,1
8,120,30,1
10,410,146,1
9,2439,712,1
5,60,28,1
6,1302,326,1
8,128,54,1
12,312,70,1
10,1540,527,1
7,266,82,1
8,120,67,1
11,242,146,1
8,96,38,1
6,54,16,1
8,184,85,1
7,245,60,1
2,38,9,1
9,207,44,1
7,763,216,1
7,84,34,1
9,3123,347,1
8,80,34,1
9,189,69,1
9,963,316,1
9,972,240,1
6,42,11,1
8,136,27,1
6,102,39,1
11,451,152,1
10,330,105,1
8,96,44,1
7,126,52,1
9,4806,629,1
10,1310,597,1
6,1326,356,1
7,812,251,1
3,15,8,1
7,252,66,1
6,114,41,1
9,81,26,1
9,1089,351,1
8,64,26,1
8,320,111,1
10,270,170,1
8,472,138,1
8,656,264,1
12,732,184,1
10,480,150,1
10,310,61,1
10,130,30,1
8,664,290,1
9,4572,748,1
16,5744,2158,1
13,3861,1579,1
10,2710,454,1
8,368,117,1
38,15580,3957,1
24,2304,480,1
9,1107,366,1
22,1562,780,1
13,5317,1421,1
8,120,36,1
10,520,155,1
9,4590,787,1
11,242,157,1
10,2620,736,1
8,104,44,1
9,333,111,1
9,180,61,1
9,720,240,1
8,136,31,1
7,119,46,1
8,1680,299,1
8,120,38,1
7,175,76,1
11,1100,296,1
11,462,135,1
11,1078,428,1
8,504,168,1
11,2178,834,1
5,105,35,1
8,168,35,1
8,288,177,1
8,856,326,1
9,171,94,1
8,1184,232,1
8,1616,505,1
7,217,100,1
10,730,199,1
11,121,65,1
8,432,79,1
7,77,24,1
5,350,63,1
8,168,73,1
7,196,60,1
8,112,54,1
14,4466,1654,1
13,1378,422,1
10,230,57,1
9,270,82,1
8,192,84,1
8,768,212,1
9,720,219,1
3,12,10,1
7,266,94,1
9,693,337,1
8,24,11,1
5,45,24,1
7,210,74,1
1,33,12,1
10,190,111,1
11,2013,969,1
5,150,24,1
7,1512,693,1
7,98,31,1
27,3105,910,1
8,1920,370,1
10,80,54,1
8,96,43,1
9,369,110,1
10,210,96,1
7,63,29,1
14,4564,1657,1
5,230,40,1
1,12,7,1
7,161,44,1
10,390,115,1
8,304,124,1
14,1974,549,1
10,510,143,1
9,990,308,1
10,800,251,1
8,336,87,1
12,1416,438,1
9,1359,189,1
8,736,264,1
5,110,59,1
9,4815,606,1
8,544,183,1
10,260,92,1
8,328,87,1
7,224,61,1
8,656,270,1
8,1720,629,1
8,232,80,1
9,567,164,1
8,2176,404,1
24,1536,348,1
3,9,7,1
10,120,22,1
7,126,46,1
12,240,131,1
10,300,107,1
7,217,90,1
12,828,275,1
9,117,66,1
8,176,69,1
11,847,292,1
8,144,25,1
6,42,17,1
7,70,24,1
11,2431,607,1
7,28,12,1
7,140,35,1
8,1128,418,1
10,470,159,1
31,9982,6881,1
8,424,140,1
5,65,36,1
12,2940,599,1
8,96,20,1
7,168,33,1
9,972,378,1
11,2761,979,1
7,98,25,1
6,90,25,1
8,472,145,1
10,180,103,1
10,1410,333,1
10,190,27,1
2,138,12,1
8,432,106,1
7,266,109,1
8,56,17,1
9,396,102,1
5,20,8,1
10,1620,477,1
9,738,253,1
8,56,25,1
23,598,166,1
7,77,17,1
11,1111,293,1
9,153,92,1
8,40,13,1
10,350,116,1
6,492,51,1
5,40,15,1
9,1215,302,1
11,275,82,1
9,1521,396,1
8,2552,445,1
8,128,55,1
10,2190,334,1
11,792,527,1
6,78,28,1
7,245,100,1
9,954,356,1
5,125,50,1
10,2790,1052,1
12,264,150,1
10,1260,575,1
9,216,62,1
7,322,98,1
22,4576,928,1
8,160,81,1
16,6480,2476,1
10,490,270,1
14,4480,1584,1
14,168,111,1
8,80,30,1
8,88,14,1
7,273,90,1
9,612,205,1
25,7300,3496,1
7,112,29,1
6,78,34,1
6,276,89,1
10,940,235,1
7,56,20,1
8,504,219,1
10,490,81,1
10,310,93,1
8,1440,534,1
7,392,125,1
8,32,12,1
8,240,54,1
10,100,56,1
7,77,29,1
9,63,23,1
9,4806,644,1
24,4080,3768,1
8,384,85,1
10,2580,869,1
10,100,52,1
10,790,242,1
12,852,410,1
10,440,154,1
9,1620,555,1
9,594,143,1
9,288,110,1
6,258,53,1
7,294,86,1
9,4545,861,1
4,128,40,1
11,891,302,1
6,66,26,1
8,1464,421,1
8,680,162,1
10,2120,508,1
7,91,34,1
7,112,34,1
9,531,178,1
10,2720,758,1
7,98,35,1
8,168,47,1
7,98,34,1
7,294,42,1
9,738,228,1
23,4554,4210,1
6,564,162,1
7,1141,242,1
8,248,87,1
4,48,14,1
7,560,202,1
10,2720,559,1
10,130,14,1
10,160,54,1
10,380,151,1
7,49,15,1
7,161,46,1
25,7275,3392,1
9,441,102,1
8,752,365,1
20,640,275,1
6,576,169,1
9,180,65,1
10,600,122,1
7,1064,228,1
23,1081,341,1
7,105,39,1
6,144,42,1
7,1057,81,1
9,2196,520,1
8,496,180,1
12,108,55,1
10,590,148,1
8,72,29,1
12,828,331,1
10,1000,212,1
9,396,182,1
8,120,55,1
1,40,36,1
10,470,93,1
5,85,40,1
7,280,65,1
10,400,171,1
7,637,104,1
8,1728,270,1
11,88,62,1
11,946,268,1
10,2710,675,1
9,2142,359,1
9,333,127,1
10,280,82,1
7,1323,449,1
6,342,155,1
8,112,58,1
7,98,35,1
7,329,106,1
8,48,22,1
11,385,135,1
10,3030,543,1
11,209,125,1
7,133,88,1
7,161,48,1
13,5291,1406,1
2,14,7,1
7,1505,810,1
5,140,43,1
14,378,181,1
8,8,8,1
19,228,69,1
1,47,47,2
1,15,13,2
2,92,54,2
1,70,70,2
2,650,315,2
2,1072,609,2
1,11,8,2
2,1074,544,2
2,1074,548,2
11,4697,2657,2
1,86,80,2
3,348,134,2
1,255,175,2
1,40,40,2
11,6072,4955,2
1,32,15,2
4,432,336,2
2,246,123,2
1,196,192,2
2,1074,578,2
1,14,9,2
1,107,93,2
1,76,73,2
2,1076,558,2
2,104,24,2
1,19,15,2
1,43,39,2
4,36,22,2
8,128,51,2
3,1608,549,2
1,79,48,2
1,44,32,2
5,1400,1092,2
1,16,15,2
1,36,11,2
2,1074,667,2
1,7,7,2
1,27,11,2
1,13,13,2
1,41,38,2
1,106,46,2
2,44,21,2
1,30,12,2
1,52,41,2
28,9240,527,2
1,184,178,2
1,62,61,2
1,14,9,2
1,44,40,2
1,10,10,2
1,19,11,2
1,23,19,2
1,63,60,2
1,40,35,2
1,117,114,2
1,15,8,2
25,7500,484,2
2,40,27,2
2,42,19,2
6,234,45,2
1,10,10,2
2,18,10,2
3,339,121,2
1,124,55,2
3,1389,411,2
1,52,50,2
1,63,37,2
1,13,9,2
1,57,26,2
1,75,61,2
2,196,94,2
7,98,10,2
1,69,46,2
1,161,66,2
1,81,73,2
1,78,74,2
3,339,139,2
1,46,36,2
2,40,29,2
3,387,118,2
1,17,7,2
1,26,26,2
2,224,111,2
2,950,479,2
2,198,50,2
1,45,42,2
2,1072,577,2
1,61,61,2
1,14,13,2
1,17,17,2
1,187,180,2
1,12,8,2
2,44,33,2
1,29,29,2
9,117,12,2
24,12240,10359,2
2,128,55,2
2,314,159,2
1,73,45,2
2,1072,570,2
2,232,143,2
1,8,8,2
2,98,50,2
1,9,7,2
1,95,95,2
3,777,746,2
3,33,12,2
2,1072,576,2
1,127,82,2
1,11,11,2
1,70,66,2
1,186,154,2
11,2772,255,2
1,36,21,2
18,6156,5217,2
3,1623,1152,2
1,67,66,2
1,13,11,2
2,64,33,2
1,115,23,2
1,138,138,2
5,35,7,2
5,640,486,2
1,19,14,2
1,8,8,2
1,8,8,2
1,54,51,2
2,34,20,2
1,14,13,2
3,318,82,2
1,9,9,2
2,12,8,2
1,9,8,2
2,830,419,2
1,17,17,2
3,1632,532,2
2,48,17,2
1,199,188,2
2,92,47,2
1,63,63,2
1,199,197,2
1,16,16,2
7,322,57,2
1,15,11,2
1,147,127,2
1,131,128,2
2,1070,583,2
1,35,29,2
1,22,21,2
17,5814,5328,2
1,277,275,2
1,206,204,2
1,159,155,2
1,84,77,2
2,202,109,2
1,22,11,2
4,460,196,2
1,235,217,2
2,1070,603,2
1,33,33,2
1,18,17,2
6,42,10,2
4,76,21,2
1,45,11,2
1,10,9,2
1,10,10,2
1,145,141,2
2,1074,638,2
1,16,16,2
1,65,42,2
2,1072,541,2
4,776,204,2
2,1072,534,2
1,14,14,2
3,162,59,2
3,177,84,2
1,14,7,2
7,7,7,2
2,36,26,2
1,48,42,2
1,148,146,2
8,1848,1611,2
1,23,8,2
1,172,80,2
2,408,168,2
2,200,92,2
1,379,365,2
1,32,23,2
1,17,13,2
1,8,7,2
3,1611,556,2
1,13,9,2
1,58,49,2
1,17,13,2
3,1611,569,2
2,50,18,2
2,28,8,2
2,28,13,2
1,98,92,2
1,34,12,2
6,126,31,2
1,278,263,2
1,11,11,2
1,15,13,2
4,2096,1136,2
3,1614,597,2
1,17,16,2
1,42,13,2
1,28,13,2
2,96,60,2
1,29,17,2
2,892,392,2
2,128,68,2
1,42,8,2
1,14,8,2
2,1074,558,2
1,55,31,2
1,36,26,2
2,1074,577,2
5,550,301,2
1,44,11,2
1,180,177,2
1,39,12,2
1,8,8,2
1,14,14,2
3,912,506,2
1,77,31,2
1,14,14,2
3,1650,543,2
10,5530,4409,2
2,472,267,2
6,852,98,2
2,126,43,2
1,214,214,2
2,1070,589,2
3,549,268,2
1,257,257,2
1,7,7,2
1,27,7,2
19,8778,4591,2
1,34,16,2
1,17,14,2
2,1070,693,2
1,102,98,2
2,1074,597,2
1,41,32,2
1,52,28,2
1,71,37,2
1,283,281,2
10,20,11,2
1,159,158,2
1,75,69,2
1,104,101,2
2,100,46,2
1,47,25,2
1,413,412,2
2,352,186,2
1,537,537,2
2,1074,578,2
1,20,15,2
1,136,131,2
2,138,86,2
2,1074,562,2
2,12,8,2
2,398,193,2
1,193,110,2
3,1410,496,2
1,39,35,2
1,28,27,2
2,32,8,2
1,114,107,2
5,1665,623,2
3,858,348,2
3,777,319,2
2,36,29,2
3,639,203,2
1,13,13,2
2,1076,685,2
1,19,12,2
2,40,31,2
1,94,53,2
2,44,31,2
1,17,17,2
3,1650,559,2
1,69,58,2
1,36,21,2
12,3336,366,2
1,20,11,2
1,288,122,2
1,8,8,2
21,42,31,2
1,51,24,2
1,12,9,2
1,45,34,2
1,14,12,2
6,282,57,2
29,899,416,3
29,928,442,3
168,24360,19430,3
93,9672,4366,3
95,8835,5966,3
64,4672,1882,3
163,26243,13725,3
83,12367,4804,3
186,87234,33017,3
28,868,441,3
28,868,427,3
174,81954,27820,3
28,896,431,3
128,44416,17721,3
65,3250,1475,3
153,24174,14180,3
187,25619,23025,3
28,896,414,3
63,4158,2041,3
168,22680,18591,3
29,928,401,3
132,72204,26693,3
28,896,437,3
72,6912,3374,3
63,4977,1681,3
13,13,13,4
34,34,34,4
98,294,141,4
9,9,9,4
58,174,59,4
9,9,9,4
12,12,12,4
42,42,42,4
13,13,13,4
13,13,13,4
10,10,10,4
7,7,7,4
11,22,14,4
27,27,27,4
7,14,9,4
26,26,26,4
430,2150,465,4
14,28,15,4
25,25,25,4
804,8844,1689,4
42,294,83,4
37,37,37,4
17,34,24,4
94,188,97,4
12,12,12,4
69,207,133,4
5,10,7,4
15,15,15,4
17,17,17,4
261,7830,492,4
8,8,8,4
8,8,7,4
9,9,9,4
9,9,9,4
136,136,135,4
4,8,8,4
4,8,7,4
93,372,156,4
117,117,117,4
84,84,84,4
54,54,54,4
27,108,36,4
10,10,10,4
9,9,9,4
47,47,47,4
6,126,25,4
14,14,14,4
7,7,7,4
39,39,39,4
8,8,8,4
9,9,9,4
10,10,9,4
44,132,79,4
76,76,76,4
11,11,11,4
66,198,130,4
8,8,8,4
38,38,38,4
18,18,18,4
8,8,8,4
13,13,13,4
12,24,15,4
32,32,32,4
5,10,9,4
7,7,7,4
9,9,9,4
27,108,41,4
5,10,8,4
7,7,7,4
10,10,10,4
23,23,23,4
54,54,54,4
14,14,14,4
22,22,22,4
19,38,31,4
7,7,7,4
1,25,25,4
9,18,11,4
16,16,16,4
15,210,23,5
81,3969,449,5
32,3392,671,5
8,8,7,5
8,72,9,5
118,12390,642,5
31,2201,350,5
34,850,218,5
39,2730,245,5
22,484,52,5
31,1147,217,5
38,2660,157,5
5,60,8,5
36,6192,793,5
29,1769,214,5
12,48,14,5
4,32,11,5
37,740,97,5
6,102,14,5
7,329,52,5
5,20,9,5
13,65,21,5
12,1752,160,5
7,168,17,5
36,1728,247,5
8,128,20,5
91,25935,4100,5
13,104,16,5
83,22991,4138,5
36,1548,181,5
4,20,7,5
16,336,32,5
7,63,9,5
25,225,42,5
30,1800,278,5
47,13442,2459,5
34,918,201,5
13,169,21,5
6,36,7,5
14,266,34,5
36,3456,331,5
24,432,60,5
37,2664,321,5
10,120,25,5
6,30,11,5
6,78,8,5
6,30,7,5
54,19278,6238,5
83,26145,7725,5
52,23972,4607,5
304,140752,8898,5
20,780,109,5
7,105,12,5
6,54,8,5
54,2592,370,5
212,98368,5066,5
9,153,22,5
17,1020,142,5
5,35,8,5
53,2544,460,5
4,44,7,5
4,28,8,5
48,19296,1058,5
21,84,26,5
8,32,14,5
16,464,67,5
43,2666,212,5
6,72,10,5
306,142290,7861,5
14,238,27,5
21,1428,74,5
67,2010,339,5
101,9999,1398,5
19,893,70,5
52,2496,345,5
13,65,8,5
85,5865,969,5
158,26386,4213,5
33,924,91,5
4,20,7,5
8,40,11,5
30,1830,288,5
55,2640,375,5
9,36,9,5
5,15,7,5
83,26062,7353,5
10,70,11,5
14,266,30,5
68,2312,519,5
29,1392,162,5
160,45760,9199,5
9,54,22,5
11,528,125,5
83,27058,7741,5
31,3255,787,5
45,3555,308,5
16,64,10,5
49,3871,324,5
5,45,8,5
100,4900,458,5
54,19278,5766,5
9,90,13,5
7,77,9,5
