@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
9,79,111,1
9,9,15,1
10,271,375,1
9,77,128,1
7,4,2,1
10,51,83,1
7,14,19,1
9,26,48,1
14,364,396,1
10,46,77,1
7,15,7,1
4,47,24,1
10,19,15,1
8,16,19,1
8,51,64,1
5,177,117,1
9,36,58,1
9,44,60,1
10,8,16,1
9,35,48,1
11,9,10,1
11,98,164,1
13,408,579,1
79,159,78,1
11,123,173,1
3,4,1,1
4,16,15,1
12,272,393,1
8,15,8,1
24,124,161,1
13,57,48,1
7,35,50,1
8,32,42,1
5,24,31,1
7,86,116,1
5,17,17,1
5,4,1,1
8,5,11,1
10,38,59,1
9,18,27,1
8,190,148,1
8,16,29,1
8,39,72,1
9,39,55,1
7,20,30,1
9,20,26,1
12,266,397,1
9,99,132,1
5,8,9,1
7,11,20,1
7,91,71,1
8,353,165,1
11,179,226,1
5,14,19,1
7,11,14,1
9,99,135,1
25,471,678,1
11,101,164,1
10,8,8,1
13,67,74,1
10,137,187,1
17,106,115,1
11,84,110,1
11,32,45,1
10,36,51,1
10,251,293,1
9,214,307,1
12,8,9,1
8,4,5,1
6,33,41,1
9,20,31,1
8,7,14,1
6,10,16,1
7,123,137,1
8,19,37,1
7,346,341,1
9,54,96,1
9,107,135,1
8,48,72,1
9,179,229,1
8,13,25,1
11,97,132,1
11,9,5,1
9,278,398,1
11,46,79,1
8,76,75,1
8,73,93,1
9,9,8,1
9,16,20,1
11,189,256,1
8,7,11,1
7,32,55,1
6,47,31,1
7,40,50,1
8,26,20,1
8,39,69,1
12,62,110,1
60,57,403,1
10,41,68,1
16,243,278,1
7,8,10,1
10,162,176,1
59,84,22,1
6,7,8,1
12,383,485,1
9,81,91,1
8,35,57,1
7,38,46,1
7,2,1,1
7,75,91,1
7,15,12,1
24,135,158,1
9,82,122,1
8,15,21,1
8,152,191,1
8,298,383,1
2,279,40,1
9,17,28,1
12,22,19,1
6,46,60,1
13,38,42,1
9,32,55,1
10,98,167,1
7,39,52,1
6,4,3,1
9,166,211,1
8,74,108,1
8,12,16,1
7,24,28,1
9,6,2,1
8,240,264,1
1,70,13,1
13,191,214,1
20,18,9,1
7,18,28,1
9,42,54,1
12,40,66,1
24,64,103,1
15,29,55,1
7,41,64,1
7,25,35,1
13,266,286,1
5,46,29,1
9,21,27,1
8,43,50,1
7,9,13,1
9,98,122,1
10,130,198,1
13,228,238,1
9,36,55,1
7,80,41,1
5,3,3,1
5,7,9,1
7,12,10,1
8,14,22,1
8,4,6,1
7,8,9,1
8,36,60,1
5,9,14,1
12,497,731,1
8,108,126,1
9,33,40,1
12,39,33,1
7,65,85,1
9,46,70,1
8,158,97,1
10,19,32,1
10,98,154,1
9,20,10,1
9,172,225,1
10,155,181,1
8,42,60,1
11,43,58,1
9,12,27,1
16,408,482,1
7,32,52,1
10,43,61,1
3,9,4,1
8,15,26,1
19,45,69,1
2,19,5,1
9,42,58,1
9,138,180,1
10,9,1,1
7,53,63,1
9,122,144,1
8,33,51,1
6,14,20,1
7,10,16,1
13,349,395,1
5,30,36,1
10,317,298,1
7,16,28,1
1,263,39,1
9,49,73,1
7,6,10,1
10,272,348,1
9,248,308,1
8,4,8,1
8,27,21,1
14,340,356,1
9,276,373,1
8,28,30,1
12,102,178,1
8,32,57,1
10,49,93,1
9,508,461,1
11,90,127,1
10,18,20,1
7,105,111,1
23,47,155,1
7,205,124,1
6,13,10,1
6,28,14,1
8,123,146,1
11,185,310,1
4,114,98,1
9,301,371,1
11,54,74,1
4,14,9,1
17,34,4,1
7,92,106,1
8,76,112,1
7,75,63,1
9,40,56,1
6,94,79,1
7,10,15,1
8,68,96,1
11,10,11,1
5,4,6,1
10,9,20,1
7,14,20,1
24,337,418,1
8,22,32,1
12,117,176,1
7,40,64,1
5,94,53,1
8,42,56,1
7,36,56,1
8,13,20,1
6,29,38,1
28,32,69,1
8,67,91,1
6,27,9,1
11,57,75,1
10,62,75,1
13,228,235,1
10,19,14,1
13,147,190,1
11,67,107,1
9,54,75,1
9,27,47,1
8,33,62,1
7,23,38,1
8,10,17,1
9,59,91,1
12,271,423,1
11,52,78,1
8,24,23,1
9,230,314,1
8,33,39,1
8,35,64,1
9,123,173,1
7,53,86,1
11,101,178,1
10,268,180,1
9,207,255,1
9,71,102,1
9,264,311,1
8,35,51,1
8,35,53,1
8,29,50,1
8,45,30,1
9,38,49,1
8,30,38,1
8,3,4,1
6,25,35,1
13,354,398,1
8,112,120,1
7,11,17,1
9,15,21,1
9,245,254,1
9,91,123,1
8,271,375,1
13,151,229,1
4,11,12,1
24,282,384,1
8,139,82,1
14,38,41,1
7,13,19,1
11,26,42,1
9,197,278,1
7,20,29,1
7,19,32,1
8,148,181,1
7,12,21,1
7,65,95,1
7,12,19,1
8,9,10,1
8,6,5,1
8,9,14,1
8,15,25,1
14,340,503,1
9,62,69,1
77,245,257,1
12,497,658,1
10,98,167,1
9,103,134,1
8,30,41,1
7,71,84,1
8,280,333,1
9,59,82,1
13,77,124,1
6,32,39,1
10,55,59,1
8,9,15,1
8,9,11,1
9,83,111,1
14,150,114,1
10,272,368,1
9,21,35,1
9,108,165,1
7,119,158,1
10,27,53,1
10,258,325,1
9,534,482,1
5,94,79,1
7,6,9,1
9,11,18,1
9,122,145,1
9,185,222,1
8,263,274,1
7,11,13,1
9,24,34,1
4,10,4,1
9,45,56,1
7,19,26,1
8,6,9,1
5,27,21,1
10,25,39,1
10,176,235,1
8,16,25,1
11,57,73,1
7,18,28,1
11,272,423,1
9,249,306,1
9,151,181,1
9,43,63,1
9,14,9,1
8,13,27,1
6,96,61,1
7,521,260,1
9,169,217,1
7,87,111,1
5,98,78,1
7,65,82,1
6,95,89,1
8,22,34,1
11,86,138,1
8,63,91,1
9,108,171,1
7,26,40,1
9,81,115,1
6,8,8,1
11,33,48,1
8,511,261,1
8,16,26,1
7,118,141,1
11,9,12,1
10,13,17,1
8,12,20,1
9,30,51,1
7,219,207,1
6,33,46,1
8,20,32,1
11,8,1,1
10,131,206,1
16,12,14,1
7,216,223,1
12,118,166,1
16,24,32,1
9,39,50,1
7,24,34,1
10,271,381,1
8,99,114,1
6,18,21,1
7,5,6,1
9,21,25,1
11,20,11,1
11,32,45,1
10,18,11,1
8,16,29,1
10,413,527,1
12,302,429,1
8,185,191,1
9,41,58,1
7,346,339,1
10,64,109,1
4,12,7,1
5,3,2,1
7,20,26,1
9,333,452,1
11,271,371,1
10,152,208,1
11,271,388,1
8,109,158,1
9,219,150,1
7,41,35,1
8,24,43,1
10,157,222,1
8,8,15,1
9,86,109,1
6,2,1,1
7,17,27,1
7,55,69,1
8,18,31,1
7,157,174,1
8,45,54,1
9,32,60,1
10,31,44,1
7,12,12,1
9,34,57,1
10,83,121,1
11,367,544,1
7,23,33,1
11,100,165,1
9,107,138,1
8,9,11,1
11,7,1,1
11,272,420,1
10,6,10,1
5,8,12,1
6,97,94,1
1,40,3,1
19,123,1,1
4,11,14,1
6,10,6,1
7,11,18,1
8,187,168,1
15,138,164,1
7,8,8,1
7,58,38,1
8,8,11,1
6,44,57,1
10,170,268,1
7,26,42,1
9,185,227,1
8,82,109,1
6,93,101,1
6,17,22,1
9,164,221,1
8,36,62,1
25,118,392,1
7,107,126,1
8,12,23,1
4,6,8,1
24,177,268,1
7,10,9,1
8,20,30,1
5,20,20,1
7,223,229,1
7,36,55,1
7,5,4,1
9,299,385,1
7,35,44,1
7,33,51,1
10,18,22,1
11,84,155,1
4,3,3,1
9,43,55,1
9,46,68,1
10,240,334,1
8,7,12,1
12,72,83,1
5,15,20,1
5,31,37,1
10,33,43,1
8,109,119,1
9,272,365,1
8,130,169,1
8,26,36,1
10,26,44,1
7,14,18,1
6,71,89,1
11,14,28,1
7,32,40,1
8,83,115,1
8,12,21,1
11,118,124,1
9,21,30,1
7,14,24,1
8,272,288,1
8,11,8,1
7,42,67,1
7,16,14,1
8,16,19,1
9,8,2,1
7,4,1,1
11,101,137,1
13,121,159,1
10,79,122,1
5,30,43,1
8,114,73,1
8,30,49,1
12,409,515,1
7,61,72,1
11,22,19,1
11,152,212,1
8,82,99,1
10,19,14,1
11,62,92,1
7,22,33,1
11,104,168,1
9,88,131,1
8,12,16,1
6,11,15,1
12,11,7,1
7,76,116,1
9,32,39,1
8,33,47,1
5,14,18,1
7,45,65,1
10,31,30,1
6,81,102,1
12,8,5,1
8,39,55,1
8,62,74,1
11,240,348,1
7,3,4,1
27,320,613,1
8,42,59,1
8,16,31,1
6,12,9,1
9,52,86,1
8,23,40,1
10,64,116,1
7,17,18,1
8,8,14,1
8,59,76,1
9,105,144,1
9,163,170,1
11,233,349,1
8,19,27,1
9,18,19,1
8,17,21,1
1,40,15,1
6,14,18,1
10,19,35,1
7,133,112,1
8,9,13,1
10,6,8,1
10,38,57,1
8,20,35,1
8,41,49,1
24,187,267,1
6,36,55,1
1,109,19,1
12,118,184,1
6,99,123,1
8,18,31,1
10,52,72,1
12,116,172,1
6,29,33,1
12,272,397,1
8,17,21,1
7,91,121,1
8,102,122,1
22,72,82,1
4,98,96,1
8,9,15,1
10,33,63,1
87,116,39,1
1,29,8,1
5,6,8,1
10,84,142,1
10,87,146,1
9,23,39,1
10,323,465,1
9,122,152,1
9,76,112,1
8,170,236,1
7,9,9,1
9,510,566,1
10,86,103,1
7,13,19,1
9,82,114,1
8,51,69,1
8,69,106,1
10,34,57,1
26,378,650,1
10,125,170,1
8,31,46,1
5,16,12,1
5,32,47,1
14,416,481,1
6,13,19,1
6,13,15,1
8,21,34,1
11,32,30,1
7,105,67,1
12,102,171,1
16,382,444,1
6,96,99,1
10,120,197,1
8,12,9,1
24,178,258,1
10,60,85,1
5,32,46,1
11,154,206,1
9,65,93,1
16,183,251,1
9,84,93,1
9,22,16,1
7,10,18,1
6,24,27,1
10,86,151,1
8,120,145,1
7,13,18,1
8,14,7,1
15,300,481,1
15,31,24,1
7,40,44,1
10,170,195,1
11,81,109,1
14,38,44,1
7,30,44,1
9,23,39,1
9,135,193,1
11,7,10,1
7,57,84,1
7,239,177,1
11,50,74,1
8,9,14,1
12,13,26,1
23,124,156,1
8,28,40,1
5,13,1,1
5,5,1,1
5,27,34,1
7,45,62,1
9,268,351,1
10,35,65,1
7,34,53,1
9,151,236,1
9,19,29,1
10,99,136,1
9,41,57,1
8,7,11,1
5,3,2,1
11,21,17,1
8,70,115,1
8,6,4,1
12,37,47,1
10,236,330,1
6,13,15,1
12,14,26,1
4,15,4,1
14,203,236,1
10,285,315,1
6,8,11,1
8,16,23,1
7,41,45,1
24,120,125,1
9,508,563,1
14,186,319,1
6,13,7,1
5,11,10,1
8,299,338,1
6,18,7,1
8,272,299,1
9,19,30,1
7,31,43,1
10,23,34,1
9,54,88,1
8,9,13,1
11,271,378,1
7,189,237,1
14,62,63,1
9,175,222,1
12,44,58,1
82,314,703,1
5,12,15,1
7,13,18,1
6,50,49,1
8,31,48,1
9,18,15,1
11,9,6,1
9,22,28,1
8,44,50,1
12,142,189,1
7,46,51,1
7,6,11,1
12,8,1,1
10,20,12,1
8,15,22,1
4,44,33,1
9,198,274,1
7,13,21,1
6,96,103,1
25,187,306,1
7,13,12,1
7,35,45,1
1,14,3,1
17,22,14,1
11,12,27,1
6,39,52,1
14,102,172,1
9,23,28,1
9,12,26,1
7,223,142,1
8,75,110,1
8,10,14,1
6,72,64,1
5,38,29,1
12,50,76,1
12,43,66,1
7,25,27,1
9,63,84,1
8,9,15,1
1,12,4,1
10,509,401,1
9,44,74,1
14,12,11,1
14,57,48,1
8,95,106,1
8,198,260,1
11,96,160,1
19,28,24,1
7,8,12,1
8,15,23,1
10,48,67,1
8,33,58,1
6,17,14,1
22,208,585,1
5,12,7,1
8,174,172,1
7,7,10,1
12,245,353,1
6,96,83,1
5,21,21,1
12,71,81,1
9,32,57,1
6,68,91,1
7,31,33,1
5,8,8,1
7,103,121,1
9,36,58,1
9,82,108,1
8,274,244,1
8,5,4,1
2,47,14,1
9,11,24,1
8,3,1,1
10,250,253,1
8,84,125,1
9,279,181,1
8,141,206,1
11,184,213,1
14,18,12,1
9,12,28,1
10,35,45,1
10,22,20,1
8,93,121,1
7,23,29,1
7,38,55,1
7,59,82,1
8,180,219,1
7,45,62,1
9,29,33,1
17,24,34,1
6,39,52,1
6,104,31,1
8,18,30,1
7,15,21,1
4,6,1,1
9,97,162,1
11,8,1,1
9,45,75,1
7,39,63,1
13,242,312,1
10,271,351,1
7,13,11,1
9,55,87,1
9,18,23,1
10,23,42,1
9,82,100,1
8,3,5,1
6,50,41,1
8,18,24,1
9,217,235,1
8,256,200,1
5,10,12,1
11,76,102,1
9,42,61,1
6,83,104,1
8,10,11,1
8,25,40,1
8,77,97,1
9,305,375,1
9,21,28,1
8,55,56,1
8,50,74,1
1,65,12,1
9,59,81,1
7,8,9,1
9,21,30,1
11,29,42,1
23,26,92,1
3,90,59,1
10,11,10,1
2,6,1,1
9,91,71,1
8,18,10,1
8,15,15,1
7,14,12,1
10,25,35,1
11,25,46,1
11,42,68,1
10,21,27,1
9,535,676,1
9,108,142,1
10,141,148,1
12,22,20,1
6,36,56,1
11,20,14,1
5,203,187,1
4,32,19,1
9,102,151,1
10,12,18,1
12,27,39,1
11,39,55,1
5,13,22,1
6,32,39,1
8,16,25,1
7,256,178,1
7,24,24,1
19,13,35,1
10,93,140,1
9,56,85,1
8,61,77,1
7,41,62,1
6,96,88,1
7,74,74,1
8,39,72,1
9,14,12,1
7,20,31,1
10,41,60,1
7,18,8,1
23,20,11,1
7,13,8,1
8,15,19,1
8,14,16,1
9,181,213,1
7,18,21,1
24,309,390,1
9,26,42,1
7,23,31,1
9,18,28,1
7,4,3,1
9,535,561,1
8,46,74,1
6,54,53,1
4,69,57,1
8,25,27,1
8,4,4,1
9,91,119,1
11,29,46,1
5,23,28,1
10,474,585,1
6,13,14,1
7,16,25,1
8,46,62,1
10,16,26,1
10,177,261,1
12,71,79,1
8,42,61,1
8,20,33,1
7,41,51,1
10,127,210,1
8,25,41,1
7,14,19,1
11,262,364,1
19,12,9,1
7,7,2,1
8,14,9,1
5,12,9,1
9,109,151,1
10,121,192,1
1,47,14,1
7,169,154,1
12,61,104,1
10,101,156,1
10,78,118,1
7,11,17,1
10,119,151,1
7,17,17,1
8,96,63,1
9,109,127,1
8,12,17,1
10,26,38,1
10,20,11,1
8,40,51,1
6,68,56,1
7,16,24,1
9,38,68,1
18,185,228,1
8,75,105,1
9,82,115,1
7,7,11,1
9,17,24,1
9,20,12,1
10,94,138,1
6,89,89,1
9,166,217,1
7,6,8,1
7,213,234,1
9,306,378,1
9,111,126,1
11,60,91,1
10,33,60,1
6,27,35,1
9,299,274,1
12,73,105,1
5,27,26,1
9,85,130,1
8,64,81,1
8,126,149,1
10,256,327,1
8,12,18,1
22,47,155,1
8,30,43,1
17,245,293,1
11,190,237,1
12,72,80,1
7,16,20,1
8,49,91,1
8,30,44,1
7,49,77,1
10,34,63,1
10,26,39,1
10,34,48,1
13,38,39,1
9,268,258,1
8,63,89,1
10,336,415,1
11,44,74,1
8,54,82,1
3,259,24,2
3,544,33,2
1,41,7,2
2,14,1,2
5,333,17,2
1,11,2,2
2,535,24,2
1,67,1,2
1,102,4,2
2,17,3,2
1,16,1,2
1,180,2,2
1,214,1,2
2,536,24,2
1,62,1,2
2,537,26,2
2,537,30,2
2,536,19,2
2,537,21,2
2,535,59,2
1,145,4,2
1,34,15,2
1,45,6,2
1,172,77,2
1,187,7,2
1,34,7,2
1,54,3,2
1,16,1,2
4,524,28,2
1,79,7,2
1,47,1,2
1,47,1,2
1,257,1,2
1,65,14,2
1,124,7,2
1,48,4,2
2,6,2,2
1,32,4,2
2,64,4,2
1,78,3,2
5,280,7,2
2,48,2,2
1,17,1,2
1,7,1,2
1,10,1,2
1,44,6,2
2,16,3,2
3,113,4,2
1,10,1,2
28,330,17,2
2,537,9,2
1,148,2,2
1,23,1,2
1,159,1,2
1,235,8,2
3,213,17,2
1,9,1,2
1,28,1,2
1,196,3,2
18,342,120,2
1,35,3,2
1,19,4,2
1,186,17,2
19,462,272,2
1,19,3,2
25,300,12,2
3,54,7,2
2,538,16,2
1,17,2,2
3,304,12,2
3,106,13,2
1,104,2,2
3,113,10,2
1,69,7,2
1,13,1,2
1,15,3,2
1,39,4,2
2,18,1,2
2,6,2,2
17,342,176,2
1,14,1,2
1,17,1,2
1,14,3,2
2,535,5,2
1,413,1,2
2,236,26,2
1,52,2,2
1,40,3,2
1,8,1,2
1,379,6,2
2,99,11,2
3,11,4,2
2,535,15,2
7,14,1,2
1,136,4,2
1,16,1,2
2,14,1,2
2,537,11,2
1,15,1,2
1,17,4,2
1,22,1,2
1,28,6,2
1,9,1,2
2,20,1,2
2,25,4,2
1,57,7,2
2,325,11,2
1,29,8,2
2,176,6,2
1,17,1,2
1,7,1,2
1,15,4,2
3,538,27,2
1,42,5,2
6,142,15,2
1,36,5,2
2,536,3,2
2,69,8,2
1,12,1,2
1,199,1,2
1,39,7,2
3,259,11,2
1,13,3,2
1,8,1,2
1,58,5,2
1,283,2,2
3,541,13,2
21,2,1,2
2,22,1,2
2,24,5,2
3,550,37,2
1,86,2,2
1,15,2,2
2,50,3,2
1,11,1,2
1,13,2,2
3,59,1,2
2,22,1,2
1,70,3,2
2,415,25,2
3,286,4,2
1,14,1,2
1,77,6,2
1,19,3,2
1,18,1,2
1,69,11,2
1,20,5,2
1,81,3,2
1,147,11,2
2,204,16,2
3,463,30,2
2,123,1,2
2,64,14,2
7,46,7,2
2,199,6,2
1,12,2,2
11,552,1,2
5,128,3,2
2,63,4,2
2,112,2,2
1,14,2,2
1,32,8,2
2,9,1,2
1,76,2,2
1,278,9,2
6,47,1,2
1,184,4,2
12,278,23,2
2,475,5,2
1,61,1,2
1,73,12,2
1,17,1,2
1,52,2,2
1,199,5,2
1,107,5,2
1,63,3,2
1,14,1,2
1,41,3,2
1,9,1,2
1,13,2,2
1,8,1,2
2,98,10,2
4,194,6,2
1,98,3,2
1,44,2,2
2,21,3,2
3,536,9,2
1,63,16,2
1,42,5,2
2,52,16,2
2,46,1,2
2,157,6,2
1,14,3,2
1,117,3,2
1,75,6,2
1,17,4,2
1,46,3,2
2,20,1,2
3,470,21,2
4,108,6,2
1,10,1,2
1,288,120,2
1,45,8,2
6,7,1,2
1,36,4,2
2,446,22,2
2,536,13,2
4,9,1,2
1,33,1,2
2,20,1,2
1,20,8,2
1,161,65,2
1,29,1,2
1,43,4,2
2,537,7,2
1,159,2,2
1,95,1,2
1,63,1,2
2,537,3,2
2,100,8,2
1,277,2,2
1,8,1,2
1,255,36,2
5,110,3,2
1,30,5,2
1,127,6,2
1,70,1,2
1,14,4,2
3,550,20,2
3,183,9,2
1,27,6,2
1,11,1,2
2,101,10,2
1,23,5,2
2,116,8,2
1,8,1,2
1,19,3,2
1,114,5,2
1,14,1,2
1,10,1,2
5,7,1,2
4,115,11,2
24,510,268,2
3,116,4,2
3,537,25,2
1,22,6,2
11,252,4,2
1,71,16,2
2,536,25,2
2,46,3,2
9,13,3,2
2,49,1,2
1,36,6,2
8,16,20,2
1,51,10,2
1,75,11,2
1,36,3,2
1,106,45,2
3,537,8,2
10,2,1,2
1,55,3,2
1,14,1,2
1,94,16,2
6,21,1,2
3,129,10,2
2,537,18,2
1,27,5,2
1,13,1,2
7,1,1,2
1,44,5,2
11,427,14,2
4,19,4,2
1,206,1,2
1,17,3,2
2,22,2,2
1,115,5,2
1,84,4,2
1,40,1,2
1,193,37,2
2,536,19,2
8,231,9,2
1,52,4,2
1,26,1,2
1,537,1,2
2,537,40,2
10,553,207,2
1,131,2,2
1,45,2,2
1,138,1,2
2,538,23,2
1,8,1,2
2,18,1,2
2,32,1,2
6,39,1,2
1,14,1,2
2,537,24,2
168,145,1488,3
168,135,296,3
93,104,1028,3
187,137,786,3
29,32,61,3
29,32,64,3
83,149,167,3
63,79,9,3
28,32,59,3
132,547,1292,3
174,471,1756,3
28,32,62,3
128,347,1356,3
64,73,26,3
72,96,215,3
63,66,46,3
28,31,57,3
95,93,1644,3
186,469,1481,3
153,158,302,3
65,50,6,3
29,31,60,3
28,31,59,3
28,32,58,3
163,161,1634,3
16,1,1,4
7,1,1,4
7,1,1,4
12,1,1,4
8,1,1,4
26,1,1,4
17,2,1,4
93,4,54,4
136,1,1,4
14,1,1,4
261,30,205,4
11,1,1,4
13,1,1,4
117,1,1,4
7,2,1,4
44,3,32,4
54,1,1,4
1,25,1,4
23,1,1,4
18,1,1,4
94,2,1,4
6,21,15,4
430,5,10,4
25,1,1,4
5,2,1,4
32,1,1,4
69,3,64,4
8,1,1,4
8,1,1,4
9,1,1,4
17,1,1,4
9,1,1,4
9,1,1,4
804,11,108,4
39,1,1,4
13,1,1,4
10,1,1,4
47,1,1,4
13,1,1,4
9,1,1,4
15,1,1,4
9,1,1,4
7,1,1,4
10,1,1,4
5,2,1,4
42,1,1,4
76,1,1,4
14,2,1,4
84,1,1,4
27,4,16,4
22,1,1,4
9,1,1,4
38,1,1,4
19,2,1,4
12,1,1,4
58,3,1,4
8,1,1,4
13,1,1,4
9,1,1,4
34,1,1,4
37,1,1,4
7,1,1,4
66,3,50,4
10,1,1,4
42,7,38,4
12,2,1,4
54,1,1,4
11,2,1,4
4,2,1,4
5,2,1,4
10,1,1,4
8,1,1,4
4,2,1,4
7,1,1,4
98,3,1,4
27,1,1,4
9,2,1,4
14,1,1,4
27,4,14,4
101,99,691,5
5,4,2,5
6,12,7,5
7,24,9,5
17,60,20,5
30,60,150,5
37,72,42,5
118,105,193,5
12,4,7,5
212,464,428,5
31,37,105,5
8,1,1,5
31,105,161,5
33,28,16,5
13,5,1,5
4,5,3,5
13,13,6,5
34,25,106,5
48,402,256,5
16,4,2,5
14,19,1,5
5,7,3,5
39,70,35,5
158,167,511,5
306,465,2925,5
6,5,5,5
52,48,45,5
53,48,98,5
5,3,2,5
6,9,2,5
10,12,15,5
6,17,5,5
20,39,34,5
8,4,2,5
29,61,120,5
67,30,150,5
21,4,7,5
4,8,2,5
34,27,65,5
13,5,4,5
15,14,12,5
83,315,839,5
25,9,17,5
43,62,32,5
304,463,2273,5
24,18,29,5
7,15,5,5
6,13,2,5
22,22,29,5
36,43,59,5
31,71,34,5
83,277,603,5
8,9,2,5
32,106,147,5
37,20,23,5
5,9,5,5
54,48,54,5
55,48,88,5
4,11,4,5
14,17,15,5
38,70,8,5
36,48,69,5
52,461,400,5
49,79,44,5
160,286,166,5
14,19,12,5
83,314,838,5
9,6,4,5
13,8,15,5
6,5,4,5
11,48,17,5
81,49,199,5
68,34,213,5
36,172,164,5
7,11,5,5
47,286,526,5
10,7,7,5
54,357,1003,5
100,49,259,5
30,61,153,5
8,16,4,5
45,79,64,5
54,357,901,5
29,48,32,5
91,285,36,5
83,326,1025,5
7,47,9,5
7,9,1,5
4,5,3,5
6,6,2,5
21,68,13,5
8,5,3,5
9,17,7,5
36,96,43,5
9,10,2,5
5,12,2,5
12,146,6,5
16,29,26,5
9,4,1,5
16,21,20,5
4,7,4,5
19,47,18,5
85,69,674,5
