@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
3,7,13,13,1
9,34,1.81,103,1
6,129,1.35,151,1
6,49,1.38,84,1
7,21,1.4,49,1
7,17,2.22,51,1
8,72,2.25,230,1
9,135,1.56,302,1
7,128,1.33,182,1
5,22,2.19,59,1
8,20,2.76,80,1
9,22,1.62,42,1
7,6,1.82,20,1
9,18,8.8,88,1
11,184,4.6,979,1
7,4,2.33,7,1
7,54,1.4,108,1
7,27,1.44,49,1
4,44,1.81,47,1
8,24,1.81,65,1
7,48,1.67,100,1
8,187,1.38,232,1
7,44,1.58,52,1
6,12,1.53,23,1
9,52,1.71,173,1
24,187,8.16,2178,1
7,17,1.48,40,1
10,25,1.91,67,1
10,36,2.28,132,1
6,7,1.4,14,1
11,41,2.92,152,1
10,49,1.26,96,1
9,18,7.13,107,1
11,29,2.21,95,1
8,64,1.93,154,1
9,92,2.2,302,1
8,33,1.72,103,1
7,91,1.24,114,1
7,76,1.38,160,1
9,108,2.35,365,1
11,84,2.35,258,1
10,29,2.47,111,1
8,106,2.29,304,1
12,23,8.21,115,1
12,85,1.94,311,1
10,130,2.79,552,1
7,42,1.79,77,1
7,26,1.52,35,1
7,8,1.85,24,1
8,14,1.71,36,1
9,100,1.83,222,1
10,36,1.98,115,1
10,34,1.98,121,1
10,242,2.08,630,1
7,25,1.22,33,1
8,69,1.5,154,1
7,54,1.42,101,1
12,67,2.99,302,1
8,34,1.5,84,1
9,16,1.48,40,1
8,15,2.2,55,1
14,57,11.84,580,1
8,94,3.07,365,1
9,295,1.5,531,1
7,11,1.75,28,1
8,21,2.35,73,1
5,6,1.63,13,1
11,119,1.88,341,1
9,47,1.53,118,1
5,7,2.5,15,1
8,39,2.05,115,1
9,532,1.29,736,1
6,6,1.88,15,1
10,18,9.4,94,1
9,182,2.95,619,1
4,4,8,8,1
9,20,1.74,54,1
5,99,1.92,150,1
7,6,1.73,19,1
8,28,19.6,98,1
1,18,3.5,7,1
9,12,1.57,44,1
8,180,2.32,534,1
6,95,1.63,119,1
6,15,2,24,1
6,100,1.71,205,1
10,26,1.59,78,1
9,117,2.48,441,1
11,150,2.06,307,1
8,133,1.78,289,1
10,12,1.82,40,1
8,272,1.41,407,1
5,13,1.33,16,1
10,67,2.14,201,1
4,89,1.64,121,1
7,9,21,21,1
9,19,1.31,38,1
7,21,1.67,45,1
8,59,1.49,88,1
36,5,7.87,118,1
7,19,1.69,44,1
7,7,1.33,16,1
11,42,1.93,131,1
7,57,1.47,128,1
10,18,1.89,70,1
10,268,5.88,1058,1
6,10,2.07,29,1
1,40,12,36,1
8,240,1.34,373,1
9,37,2,100,1
5,4,2.67,8,1
23,371,16.83,8027,1
8,48,2,126,1
7,6,2.56,23,1
7,10,1.77,23,1
9,19,2.31,67,1
10,63,1.69,147,1
7,28,1.58,60,1
9,21,1.31,46,1
9,262,1.38,492,1
9,17,7.27,80,1
7,34,1.48,65,1
12,230,3.48,453,1
9,35,1.97,114,1
11,119,1.75,309,1
8,69,1.38,54,1
8,18,1.84,57,1
7,16,2.07,29,1
6,16,2.45,27,1
8,53,1.54,152,1
12,261,1.81,649,1
7,23,1.39,53,1
8,17,2.86,63,1
7,61,1.78,137,1
8,27,1.31,51,1
9,40,2.44,139,1
8,130,2.21,374,1
7,239,1.51,268,1
10,115,1.48,276,1
9,33,2.53,101,1
7,7,1.91,21,1
10,18,1.93,56,1
12,497,2.27,1657,1
8,25,1.98,81,1
7,11,1.53,29,1
1,10,4,8,1
7,49,1.34,103,1
1,32,2,14,1
9,42,2.38,145,1
7,10,1.5,21,1
8,34,1.87,97,1
8,9,1.73,26,1
8,510,1.32,586,1
7,19,1.5,48,1
8,13,2.28,41,1
6,96,1.69,149,1
7,96,1.54,182,1
8,15,1.57,36,1
9,82,2.39,301,1
7,86,1.27,147,1
5,39,3.67,77,1
6,8,1.07,15,1
9,39,1.49,91,1
9,121,2.4,434,1
9,508,1.31,840,1
13,375,1.44,751,1
11,71,2.41,289,1
6,32,1.67,70,1
8,54,1.34,79,1
7,10,3.5,21,1
1,41,1.07,16,1
8,25,2.22,60,1
9,95,2.1,244,1
7,213,1.5,351,1
6,12,1.93,27,1
8,8,1.83,22,1
8,84,1.94,242,1
8,42,2.07,126,1
7,7,1.36,15,1
8,39,1.36,64,1
10,20,9,108,1
7,43,1.33,88,1
7,33,2.36,33,1
28,82,8.9,623,1
10,30,1.9,99,1
10,44,3.15,173,1
5,4,2.25,9,1
9,7,1.9,19,1
12,285,4.33,1404,1
8,59,1.84,145,1
12,71,5.86,410,1
7,19,5.18,88,1
5,43,1.33,57,1
8,43,2.1,128,1
8,127,1.98,319,1
10,53,1.79,156,1
8,7,2.64,29,1
7,3,4,12,1
7,7,1.67,15,1
8,13,1.95,43,1
11,109,1.92,281,1
10,47,1.62,105,1
11,7,36,36,1
5,38,2.07,60,1
9,465,1.24,658,1
9,20,2.15,58,1
8,13,1.9,38,1
6,8,3.38,27,1
10,119,2.75,464,1
10,41,1.61,113,1
14,435,4.58,2164,1
8,36,1.89,117,1
3,4,9,9,1
10,34,2.1,132,1
11,271,1.36,483,1
8,12,2.8,56,1
5,25,1.52,50,1
6,13,1.6,24,1
9,36,3.02,187,1
7,143,1.28,105,1
5,56,1.31,34,1
7,45,2.22,120,1
8,103,1.17,117,1
12,22,8.94,143,1
7,15,1.6,24,1
8,196,1.4,222,1
24,176,7.85,2096,1
9,76,2.37,298,1
7,16,2.45,27,1
9,82,2.8,269,1
7,20,2.24,47,1
10,107,1.81,292,1
9,53,1.66,151,1
10,80,1.92,223,1
9,453,1.21,326,1
5,28,1.45,45,1
9,171,1.35,186,1
4,16,1.67,25,1
10,535,1.36,606,1
9,87,2.37,348,1
7,13,2.25,18,1
7,223,1.4,320,1
8,12,2.05,43,1
10,29,2.1,88,1
8,241,1.26,230,1
11,14,2.43,68,1
9,33,2.19,136,1
8,193,2.51,617,1
8,26,2.5,50,1
7,14,2.9,29,1
10,32,1.69,98,1
8,30,1.88,92,1
9,332,1.21,476,1
7,55,2.09,144,1
1,12,3.5,7,1
7,18,1.39,39,1
10,25,2.09,98,1
7,9,1.69,22,1
9,144,1.33,160,1
7,72,1.7,119,1
9,97,2.42,407,1
8,83,2.58,268,1
8,43,1.71,118,1
7,4,3,9,1
10,76,3.03,360,1
12,40,7.62,221,1
9,45,3.23,181,1
7,69,1.28,91,1
9,51,2.34,136,1
10,10,28,56,1
38,227,7.09,2623,1
13,104,4.05,332,1
10,89,3.25,224,1
13,38,3.62,141,1
8,15,2.14,30,1
8,71,2.06,231,1
7,29,1.33,57,1
8,16,2.67,56,1
14,98,2.43,422,1
8,158,1.33,129,1
7,14,2.72,49,1
7,16,2.07,29,1
7,9,2.42,29,1
8,240,1.4,370,1
7,11,2.57,18,1
6,13,1.37,26,1
11,85,1.67,240,1
8,12,2.19,46,1
8,150,1.32,246,1
10,45,2.25,133,1
8,12,1.56,39,1
13,38,3.93,165,1
11,272,1.47,511,1
14,321,4.71,1624,1
9,202,1.3,158,1
10,260,1.78,732,1
11,82,1.97,213,1
9,174,1.71,279,1
6,14,1.79,25,1
8,12,1.68,37,1
9,533,1.34,799,1
12,61,1.77,184,1
5,39,1.67,80,1
10,37,1.39,57,1
8,62,1.43,106,1
10,250,1.19,301,1
5,3,4.5,9,1
11,132,2.04,274,1
5,3,3,9,1
9,219,1.43,215,1
9,41,1.9,110,1
7,27,1.33,53,1
6,26,2.36,66,1
16,90,1.39,283,1
5,12,2.2,33,1
9,510,1.44,346,1
10,124,3.43,587,1
9,65,2.66,271,1
7,35,1.55,76,1
7,18,1.36,34,1
8,37,1.29,99,1
10,284,1.43,575,1
8,80,1.75,222,1
5,13,1.69,27,1
8,15,1.84,35,1
5,4,1.75,7,1
10,46,1.66,128,1
7,11,1.64,18,1
25,491,7.21,5572,1
8,36,2.21,86,1
9,19,2.68,51,1
14,326,4.4,1657,1
10,33,1.4,60,1
25,186,8.06,2121,1
9,256,1.36,227,1
17,11,10.17,61,1
9,106,1.97,295,1
19,455,33.48,703,1
1,263,1.03,40,1
10,144,1.8,368,1
11,118,4.81,596,1
10,41,2.07,124,1
8,39,1.64,118,1
7,35,2.47,111,1
7,45,1.29,80,1
14,192,2.28,628,1
9,41,2.26,138,1
6,11,1.69,22,1
11,262,1.84,685,1
8,214,2.9,720,1
1,9,9,9,1
4,20,1.41,31,1
10,19,7.5,105,1
10,16,2.08,54,1
4,114,1.83,179,1
8,202,1.83,505,1
9,24,2.2,77,1
7,58,2.26,86,1
10,100,2.82,449,1
8,70,2.31,259,1
11,23,3.5,105,1
11,36,2.07,112,1
8,151,1.18,210,1
10,10,46,46,1
10,170,4.35,849,1
8,263,1.19,325,1
8,14,1.83,33,1
6,13,2.53,43,1
10,13,2,50,1
12,22,7.65,153,1
9,275,1.39,500,1
9,107,2.44,344,1
9,105,2.19,316,1
9,161,2.87,626,1
9,11,1.29,22,1
7,20,1.97,57,1
8,18,2.52,68,1
10,11,2.2,22,1
10,30,2.78,128,1
5,81,1.3,126,1
9,12,1.71,48,1
8,2,9,9,1
10,12,2.29,48,1
8,41,1.63,119,1
10,38,1.37,71,1
8,61,2.03,154,1
8,14,3,30,1
7,13,1.33,28,1
8,10,3.22,29,1
5,94,1.39,110,1
14,440,1.54,975,1
6,11,1.47,22,1
10,197,1.87,482,1
10,319,1.67,764,1
10,79,1.25,129,1
8,40,2.22,131,1
6,8,2.86,20,1
14,421,4.8,2236,1
5,88,1.67,160,1
9,166,2.95,576,1
7,6,2.29,16,1
7,19,2.25,27,1
8,108,1.41,203,1
8,26,1.37,52,1
12,25,2.59,96,1
10,509,1.23,492,1
13,386,2.19,1437,1
13,106,2.37,422,1
9,42,2.85,171,1
19,130,1.93,514,1
8,10,2,34,1
8,103,2.71,350,1
10,88,1.82,226,1
6,13,1.41,24,1
9,82,2.13,236,1
8,22,2.41,77,1
10,510,1.36,832,1
9,82,2.09,182,1
7,71,1.87,196,1
8,4,2.4,12,1
5,29,1.39,46,1
8,26,2.16,82,1
6,20,1.52,38,1
10,126,2.63,516,1
9,17,8.36,92,1
8,69,2.16,229,1
8,511,1.31,343,1
10,79,1.89,242,1
7,70,1.9,182,1
7,3,3,12,1
7,14,1.84,35,1
22,47,2.13,330,1
10,170,1.66,444,1
6,69,1.4,116,1
8,109,1.83,236,1
8,70,1.7,208,1
6,50,1.76,72,1
7,38,1.4,60,1
7,38,1.38,87,1
7,8,2.38,19,1
7,111,1.5,197,1
12,116,1.99,343,1
8,9,2.2,33,1
7,26,2,72,1
8,82,1.99,189,1
3,14,3.2,16,1
6,24,1.56,42,1
8,33,2,94,1
10,46,2.01,167,1
8,7,1.67,15,1
9,244,1.59,520,1
8,12,2.11,40,1
9,125,1.69,236,1
9,533,1.3,797,1
9,29,1.3,60,1
22,71,10.99,780,1
10,55,6.32,373,1
4,137,3.28,95,1
10,120,1.7,335,1
8,85,1.46,162,1
7,39,1.43,80,1
9,108,1.73,216,1
8,8,4.67,28,1
14,57,12.08,592,1
5,17,1.75,35,1
9,534,1.34,644,1
9,36,2.82,172,1
7,86,1.69,177,1
14,18,5,75,1
10,22,2.34,68,1
9,175,1.26,279,1
4,22,1.46,38,1
8,150,1.23,189,1
11,221,1.95,607,1
11,302,2.81,1260,1
8,233,1.36,282,1
9,32,1.79,95,1
7,80,1.18,87,1
7,15,1.41,24,1
8,9,2.08,27,1
8,16,1.86,54,1
7,8,1.62,21,1
9,36,2.37,128,1
12,83,1.75,252,1
5,94,1.63,130,1
24,186,7.4,2256,1
7,66,1.46,136,1
8,16,2,46,1
7,164,1.6,323,1
6,17,1.56,25,1
7,36,1.67,92,1
11,22,8.59,146,1
7,13,1.89,34,1
7,9,1.77,23,1
12,168,2.1,515,1
9,272,1.33,336,1
7,150,1.36,187,1
8,5,3,21,1
9,39,2.74,156,1
3,4,10,10,1
7,4,10,20,1
10,271,1.94,647,1
7,35,1.36,60,1
9,38,2.71,152,1
7,35,2.48,109,1
9,82,2.02,253,1
10,19,1.59,62,1
9,75,2.09,249,1
9,278,1.28,440,1
9,99,1.95,257,1
9,311,1.34,456,1
9,82,2.86,226,1
7,13,2.27,25,1
9,534,1.34,784,1
9,111,1.6,184,1
9,18,7.77,101,1
8,51,2.19,151,1
13,277,2.59,1054,1
3,3,8,8,1
8,190,1.21,179,1
6,94,2.02,184,1
8,53,1.83,146,1
8,18,1.81,58,1
7,13,1.58,30,1
12,72,6.12,551,1
5,7,3,24,1
24,117,2.88,975,1
1,31,1.17,7,1
9,155,2.53,524,1
6,95,1.78,146,1
36,186,7.28,2126,1
8,95,2.95,354,1
10,29,3.56,64,1
9,121,2.2,388,1
24,99,20.07,2168,1
2,7,3.5,7,1
9,59,1.56,126,1
7,7,2.13,17,1
9,48,1.42,98,1
7,11,1.29,18,1
8,12,2.17,39,1
11,25,2.05,82,1
6,39,2.05,80,1
8,25,1.83,73,1
8,12,2.05,41,1
9,20,8.25,99,1
8,135,1.22,142,1
9,107,1.42,196,1
10,121,2.61,502,1
8,41,1.66,106,1
8,15,1.96,51,1
9,107,1.38,201,1
12,42,2.71,179,1
11,156,1.52,385,1
1,47,1.14,16,1
5,26,2.37,64,1
8,74,2.14,244,1
8,233,1.58,488,1
12,71,5.95,518,1
12,66,3.03,318,1
1,50,1.11,10,1
7,13,1.41,24,1
9,26,1.88,90,1
9,133,1.89,283,1
27,115,2.35,910,1
11,337,2.09,664,1
9,6,13.5,27,1
8,215,2.91,695,1
10,28,2.33,105,1
10,57,5.2,317,1
13,407,2.31,1406,1
11,72,6.35,527,1
9,22,3.31,53,1
9,35,2.86,83,1
9,81,2.04,239,1
7,29,2.7,54,1
8,42,1.54,91,1
5,27,1.71,36,1
8,46,2.23,107,1
9,96,1.96,243,1
11,193,1.59,516,1
12,67,2.84,281,1
10,535,1.32,889,1
8,18,2.52,68,1
14,319,4.54,1654,1
8,19,1.83,64,1
8,64,1.93,197,1
8,45,1.9,80,1
9,172,1.31,265,1
7,34,2.34,110,1
5,11,1.33,20,1
10,77,2.64,361,1
7,33,1.53,81,1
74,183,127,7366,1
8,218,1.29,252,1
7,12,1.84,35,1
7,41,1.97,122,1
8,15,2.59,57,1
9,75,1.46,131,1
9,58,1.34,106,1
10,19,8.14,114,1
8,141,1.84,418,1
11,20,3.36,37,1
12,331,2.19,942,1
11,92,2.3,365,1
8,353,1.19,197,1
9,29,1.39,61,1
9,152,2.77,518,1
9,80,2.04,243,1
7,46,1.53,98,1
8,20,3.5,84,1
9,18,2.78,64,1
9,78,3.33,326,1
7,31,1.25,60,1
25,187,7.28,2207,1
6,104,2,62,1
6,7,4.25,1,1
24,280,7.62,3040,1
9,19,1.52,50,1
8,12,1.95,43,1
6,96,1.61,114,1
11,433,4.65,2137,1
8,47,2,128,1
8,43,2.21,135,1
8,74,3.11,336,1
11,8,4.13,33,1
7,7,2,16,1
7,140,1.28,128,1
9,21,3.29,92,1
14,11,8.1,81,1
7,18,2.63,21,1
9,98,1.58,163,1
9,492,1.22,583,1
7,56,1.65,129,1
7,8,2.17,26,1
13,38,4,164,1
7,6,4.67,14,1
10,40,1.82,133,1
1,74,1.08,14,1
7,31,1.56,61,1
17,96,5.15,597,1
8,32,2.09,96,1
5,3,8,8,1
10,46,1.85,146,1
11,155,2.09,438,1
10,30,1.96,92,1
10,19,3.71,63,1
8,9,1.86,26,1
7,11,1.29,22,1
9,11,1.42,34,1
1,118,1.05,22,1
10,25,2.46,96,1
9,12,1.46,41,1
8,162,3,564,1
9,174,1.22,235,1
6,50,2.38,119,1
7,18,1.15,30,1
8,53,1.93,147,1
9,250,2.44,781,1
13,266,4.81,1375,1
9,82,2.39,273,1
10,34,1.86,95,1
7,63,1.71,140,1
9,376,1.34,760,1
10,215,1.2,287,1
8,28,2.07,89,1
6,17,1.15,30,1
11,21,4.29,73,1
8,83,1.98,237,1
10,34,3.02,145,1
8,42,2.18,122,1
8,93,1.99,241,1
9,169,2.53,537,1
14,314,4.66,1664,1
7,27,1.97,65,1
5,7,3.5,21,1
6,2,7,7,1
8,19,1.93,58,1
6,14,3.07,43,1
16,408,5.28,2546,1
12,26,1.6,69,1
10,31,3.32,93,1
7,47,2.23,89,1
9,30,1.51,77,1
9,535,1.35,752,1
7,8,1.54,20,1
8,59,2.74,219,1
7,41,1.48,92,1
9,103,2.47,331,1
5,29,1.87,58,1
9,91,1.86,132,1
7,213,1.25,296,1
7,92,1.46,92,1
24,198,15.8,4329,1
9,168,1.89,405,1
11,64,3.35,278,1
2,19,1.4,7,1
14,409,1.79,984,1
10,18,7.62,99,1
8,7,3.11,28,1
8,6,1.58,19,1
8,40,1.81,112,1
8,17,2,48,1
9,127,1.58,243,1
28,137,5.05,1016,1
15,356,5.32,2127,1
22,71,10.13,760,1
5,53,1.28,59,1
10,263,1.54,537,1
10,86,1.21,125,1
9,33,1.67,77,1
10,6,2.5,20,1
24,336,15.91,7238,1
7,33,1.2,61,1
9,64,2.32,102,1
3,424,136.6,683,1
9,508,1.22,748,1
11,22,8.72,157,1
8,28,3.14,69,1
7,17,3.18,54,1
10,47,2.97,226,1
8,117,1.3,162,1
8,67,2.49,204,1
8,398,1.7,887,1
11,337,2.2,650,1
7,35,2.38,100,1
7,28,2.13,66,1
6,83,1.58,164,1
8,10,2.92,38,1
9,184,1.46,354,1
11,165,3.38,643,1
14,412,1.59,1032,1
10,121,2.7,486,1
11,83,1.71,250,1
8,14,3.22,58,1
13,45,6.61,251,1
11,12,2.22,60,1
7,135,1.23,147,1
8,13,5.91,65,1
8,16,1.58,30,1
8,16,1.52,44,1
8,10,1.88,30,1
9,534,1.34,884,1
9,508,1.27,587,1
7,19,1.74,54,1
5,16,2,20,1
8,32,1.23,53,1
8,7,2.45,27,1
8,16,1.88,47,1
7,2,7,7,1
6,25,1.38,47,1
6,13,2,14,1
7,20,2.46,64,1
7,34,1.36,68,1
10,80,3.93,220,1
8,148,1.28,232,1
9,6,18,36,1
8,10,2.21,31,1
11,11,5.5,55,1
7,39,1.67,40,1
13,25,10.86,76,1
9,83,2.49,281,1
7,346,1.19,404,1
10,13,1.76,30,1
9,349,1.29,394,1
5,7,1.17,14,1
9,29,2.4,108,1
7,43,1.32,74,1
7,14,1.88,32,1
5,116,2.18,218,1
10,59,2.98,238,1
3,3,8,8,1
11,60,2.01,211,1
10,18,2.97,92,1
8,45,9.32,177,1
16,389,5.35,2268,1
8,44,2.95,171,1
8,113,1.41,190,1
8,75,1.86,197,1
9,23,1.62,63,1
25,115,2.56,851,1
12,252,4.75,1259,1
6,11,1.6,24,1
11,94,2.18,266,1
8,8,2.17,26,1
5,14,1.38,29,1
10,22,6.5,130,1
8,25,1.73,71,1
7,23,1.68,52,1
8,54,1.53,81,1
8,15,2.29,32,1
6,94,1.63,106,1
9,20,2.59,83,1
9,99,1.39,187,1
7,43,2.56,164,1
8,18,2.52,58,1
9,535,1.4,786,1
7,36,1.84,103,1
8,245,1.36,389,1
8,29,2.1,105,1
12,69,3.48,331,1
7,214,2.95,691,1
5,29,2.36,78,1
12,102,2.09,357,1
5,5,18,18,1
7,5,2.5,15,1
8,23,1.84,57,1
9,85,1.82,231,1
6,101,1.98,238,1
11,11,4.08,53,1
7,11,1.75,28,1
3,16,2.25,18,1
7,41,1.36,60,1
9,49,3.05,262,1
8,21,1.68,52,1
6,4,5,15,1
7,39,1.43,90,1
10,28,2,82,1
7,16,1.93,27,1
7,346,1.23,418,1
10,22,1.79,70,1
9,76,2.18,248,1
10,508,1.41,813,1
6,48,1.57,91,1
7,17,1.52,32,1
7,14,2.21,31,1
13,116,2.49,441,1
10,98,2.1,368,1
9,23,2.92,35,1
7,11,1.5,27,1
7,26,1.5,63,1
10,9,9.4,47,1
8,35,1.76,90,1
8,280,1.28,427,1
8,13,8.25,66,1
14,390,4.44,1956,1
6,29,1.88,62,1
10,67,2.29,215,1
13,84,3.16,382,1
12,8,5.9,59,1
7,123,2.62,361,1
9,12,1.64,46,1
25,291,7.34,3392,1
10,36,2.33,128,1
11,112,1.73,267,1
5,12,3,36,1
7,31,1.84,83,1
6,14,2.05,45,1
10,8,7,42,1
24,177,8.05,2157,1
10,64,2.12,121,1
8,69,1.91,172,1
9,69,1.75,213,1
8,8,2.78,25,1
11,71,7,539,1
6,50,2,98,1
8,36,2.06,132,1
11,21,7.2,108,1
7,13,1.73,26,1
9,45,1.4,105,1
7,41,1.51,53,1
11,97,2.4,317,1
5,14,2.28,41,1
6,29,1.5,51,1
6,36,1.91,107,1
11,175,1.98,405,1
7,53,1.5,33,1
9,49,1.36,117,1
6,13,1.5,21,1
11,67,2.28,244,1
8,272,1.38,428,1
5,51,1.63,80,1
8,37,1.87,99,1
11,104,2.97,451,1
9,347,1.26,347,1
6,8,3.22,29,1
8,26,1.75,77,1
7,17,1.74,40,1
11,96,1.83,292,1
7,14,1.48,31,1
9,29,1.3,61,1
6,100,1.68,207,1
12,33,4.08,155,1
9,101,2.68,402,1
11,167,2.86,681,1
10,33,1.95,121,1
8,14,1.88,47,1
5,17,2.91,32,1
8,231,1.65,389,1
14,29,1.63,57,1
10,28,2.13,96,1
13,222,4.92,1087,1
7,38,1.32,66,1
9,249,2.54,776,1
12,22,7.68,146,1
11,102,1.53,250,1
10,98,2.41,383,1
8,8,1.56,14,1
8,18,2.16,69,1
11,103,1.44,177,1
7,31,1.32,66,1
9,93,1.57,192,1
8,13,1.81,49,1
9,82,2.63,260,1
3,9,1.33,8,1
9,42,1.97,118,1
6,12,2.09,23,1
16,243,5.5,1530,1
7,121,1.54,230,1
8,14,2.32,44,1
11,152,2.88,610,1
10,282,1.43,540,1
5,28,1.3,43,1
11,19,2.46,64,1
13,323,2.4,1076,1
4,10,3,12,1
8,302,1.43,510,1
8,21,2.23,69,1
13,348,1.64,881,1
7,7,2.14,15,1
9,264,1.34,468,1
8,12,2.1,42,1
23,92,1.44,306,1
10,9,2.82,31,1
9,59,3.22,261,1
6,12,1.5,27,1
7,92,1.54,188,1
8,21,1.94,70,1
10,18,8.4,84,1
10,33,2.35,108,1
25,187,7.42,2272,1
20,18,19.56,176,1
8,32,34.33,103,1
8,273,1.27,469,1
12,105,2.91,466,1
6,10,1.19,19,1
7,169,1.28,197,1
7,20,1.13,36,1
5,23,1.79,52,1
9,314,1.25,440,1
10,35,2.24,114,1
8,12,1.74,40,1
9,8,13,52,1
7,13,1.17,27,1
11,271,1.99,829,1
10,26,2.03,81,1
7,27,2.81,45,1
8,100,1.58,196,1
6,38,1.51,86,1
7,20,1.48,46,1
10,4,15,15,1
8,26,1.85,72,1
7,38,1.5,69,1
9,15,2.43,51,1
9,82,1.48,181,1
9,42,1.15,75,1
10,16,2.22,71,1
11,22,4.04,101,1
6,7,2.38,19,1
8,21,1.97,73,1
9,166,3.08,585,1
5,5,5,10,1
8,8,2.5,15,1
11,246,2.85,944,1
11,240,2.05,714,1
8,4,2.17,13,1
12,409,2.88,1482,1
8,31,1.98,87,1
6,18,1.71,48,1
7,9,2.78,25,1
9,99,1.92,339,1
8,41,2.53,139,1
7,47,1.74,106,1
9,160,1.58,310,1
5,8,2.18,24,1
10,83,2.02,245,1
5,4,8,8,1
5,13,4.29,30,1
17,403,5.43,2388,1
9,63,1.98,164,1
17,24,5.88,147,1
10,18,6.44,103,1
10,12,2.7,27,1
8,16,1.94,31,1
14,300,2.39,1106,1
16,393,5.13,2145,1
25,84,8.45,930,1
13,33,3.89,105,1
9,89,2.18,240,1
9,124,2.57,388,1
9,283,1.22,474,1
10,511,1.28,684,1
7,80,1.63,202,1
8,508,1.28,372,1
9,166,1.88,409,1
8,3,10,10,1
9,40,2.35,115,1
9,535,1.42,926,1
14,62,5.97,376,1
6,89,1.61,159,1
9,270,1.27,270,1
8,46,1.85,144,1
10,162,5.93,735,1
11,20,8.47,127,1
9,39,2.58,129,1
8,110,1.66,202,1
8,107,2.4,326,1
7,19,1.37,37,1
7,26,2.25,81,1
8,209,1.27,290,1
10,309,1.4,618,1
10,26,2.09,92,1
9,8,1.78,16,1
9,14,7.42,89,1
7,35,1.52,85,1
11,35,2.25,135,1
7,33,1.98,79,1
11,22,9.44,151,1
8,175,1.2,219,1
7,59,1.79,100,1
9,19,7.57,106,1
9,86,1.29,163,1
6,12,2.19,35,1
9,56,1.24,99,1
6,96,2.01,135,1
6,75,1.47,160,1
6,181,1.69,324,1
9,126,2.83,549,1
23,118,2.06,795,1
8,157,2.55,560,1
10,23,2.35,73,1
11,65,2.61,279,1
7,13,7.89,71,1
10,511,1.53,588,1
18,79,3.17,365,1
8,17,2.88,72,1
11,100,3.04,502,1
10,189,2.34,498,1
10,330,1.61,684,1
12,73,2.1,227,1
9,53,2.42,160,1
9,284,1.26,361,1
9,26,1.74,68,1
9,326,1.3,501,1
6,33,1.46,60,1
9,54,1.24,93,1
13,342,2.15,1027,1
10,30,2.29,110,1
11,19,7.35,125,1
8,39,2,88,1
10,151,1.48,291,1
7,178,1.41,301,1
8,33,2.13,83,1
16,205,5.36,1314,1
9,47,2.39,141,1
7,13,1.47,22,1
10,57,1.98,186,1
8,12,2.3,46,1
8,344,1.22,595,1
6,85,1.42,122,1
9,22,2.48,57,1
9,47,2.75,157,1
10,98,2.72,454,1
5,7,2.33,14,1
6,7,2,22,1
5,6,10,10,1
13,67,5.19,384,1
10,100,1.45,212,1
7,8,2,22,1
7,53,1.57,99,1
9,83,2.77,266,1
10,151,3.48,575,1
12,69,3.15,337,1
6,96,2.3,184,1
10,53,1.82,180,1
5,32,1.31,67,1
7,29,2,74,1
7,20,1.87,56,1
6,14,2.29,48,1
9,59,2.26,185,1
9,17,7.15,93,1
6,81,1.26,137,1
9,181,2.9,611,1
10,18,2.5,55,1
4,11,1.33,16,1
8,59,1.82,138,1
1,22,1.17,7,1
8,108,1.34,169,1
9,9,1.6,24,1
7,16,1.96,47,1
8,11,1.4,28,1
9,18,1.89,53,1
9,271,1.82,696,1
8,9,2.86,20,1
5,24,1.32,41,1
7,40,1.43,87,1
9,21,3.27,98,1
1,12,3.5,7,1
8,132,2.1,380,1
10,205,3.04,781,1
10,9,1.72,31,1
10,271,1.28,524,1
11,146,1.83,383,1
8,53,1.76,157,1
7,15,6.17,74,1
1,40,1.14,8,1
9,21,3.33,100,1
6,13,1.37,26,1
9,47,1.78,142,1
8,25,1.45,48,1
6,6,3.17,19,1
9,534,1.31,629,1
10,16,2.14,60,1
5,44,2.52,53,1
9,84,2.75,308,1
8,33,2,86,1
7,13,2,22,1
9,41,3.28,187,1
87,116,104.95,4093,1
6,49,2.94,94,1
11,26,1.79,75,1
8,40,1.24,68,1
11,8,5.1,51,1
8,48,1.76,116,1
12,43,2.29,151,1
10,50,1.94,134,1
11,76,2.08,212,1
8,17,1.24,31,1
9,18,7.64,84,1
14,44,2.5,245,1
13,57,11.5,552,1
9,99,1.93,241,1
10,23,1.76,60,1
5,99,1.5,176,1
10,12,2.2,22,1
7,33,1.68,84,1
10,49,3.01,259,1
11,8,2.09,23,1
8,52,2.88,187,1
9,123,2.82,432,1
5,32,1.35,66,1
6,29,1.73,64,1
7,34,1.4,63,1
3,4,12,12,1
5,6,1.63,13,1
10,147,1.29,247,1
9,82,2.74,230,1
9,331,1.21,374,1
6,263,1.11,196,1
12,261,1.92,698,1
10,19,8.43,118,1
10,251,1.37,449,1
13,136,4.58,733,1
26,412,3,3424,1
1,33,1.09,12,1
10,12,1.69,44,1
6,16,1.96,47,1
7,8,2.25,27,1
8,340,1.41,499,1
8,168,1.76,430,1
9,102,1.3,196,1
8,33,2.24,112,1
12,8,2.11,19,1
9,161,2.41,396,1
7,10,2.08,27,1
8,15,2,38,1
7,31,1.64,64,1
