@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
2.2,0.336,2.74,74,1
8,0.319,1.45,125,1
2.091,0.585,8.22,148,1
13.857,0.211,1.51,143,1
11.64,0.466,7.34,3392,1
10.333,0.259,1.74,217,1
9.182,0.264,1.65,293,1
22.8,0.26,1.87,592,1
11.286,0.566,3.56,313,1
4.111,0.538,2.8,179,1
1,0.234,2.5,15,1
21,0.416,4.75,1259,1
25.5,0.39,5.28,2546,1
30.636,0.175,2.2,650,1
27.364,0.308,2.22,1019,1
27.889,0.187,1.33,423,1
2.222,0.55,9.9,99,1
7.333,0.254,1.68,67,1
5.625,0.367,2.44,132,1
1.5,0.469,1.61,45,1
18.286,0.203,1.33,182,1
2.909,0.344,2.69,121,1
1.889,0.333,2.13,51,1
1.778,0.208,1.5,30,1
10.571,0.16,1.12,83,1
17.545,0.243,1.59,516,1
2.5,0.268,1.91,67,1
10.579,0.238,2.07,909,1
3.1,0.329,2.08,102,1
3,0.33,1.9,99,1
2.714,0.398,1.71,53,1
11.6,0.246,1.6,285,1
2.9,0.383,2.47,111,1
9.25,0.568,3.11,336,1
1.8,0.294,2.3,53,1
3.375,0.218,2.24,47,1
5,0.268,1.94,134,1
4.714,0.368,1.57,85,1
1.286,0.381,1.85,24,1
8.846,0.314,2.62,469,1
22.583,0.238,1.98,773,1
6.833,0.224,1.2,55,1
16.571,0.309,2.2,251,1
1.75,0.429,2.4,48,1
2.125,0.529,2.88,72,1
31.385,0.281,2.58,1492,1
8,0.241,1.61,156,1
1.286,0.349,1.69,22,1
2.1,0.362,2.11,76,1
2.125,0.419,2.11,57,1
29.929,0.373,4.51,2188,1
1.857,0.67,7.63,61,1
11.444,0.369,2.55,342,1
5.333,0.227,1.42,98,1
27.2,0.211,1.43,573,1
19.364,0.264,1.95,619,1
5.9,0.269,1.81,159,1
6.917,0.253,1.75,252,1
0.818,0.545,9,54,1
1.5,0.542,1.63,13,1
11,0.312,2.16,278,1
1.833,0.348,1.53,23,1
2.3,0.343,1.88,79,1
6.727,0.247,1.97,201,1
10.143,0.193,1.43,96,1
2.125,0.228,1.48,31,1
2,0.56,2.33,28,1
1.25,0.425,2.13,34,1
11.667,0.236,1.91,223,1
5.143,0.278,1.25,70,1
1.571,0.351,1.5,27,1
1.8,0.289,2.6,52,1
1,0.778,7,7,1
1,0.408,2.22,20,1
6.107,0.258,1.99,1235,1
2.286,0.295,1.18,33,1
10.714,0.156,1.28,82,1
2.778,0.378,2.13,85,1
5.429,0.286,1.69,76,1
0.583,0.56,5.22,47,1
4.889,0.46,2.84,182,1
23.5,0.371,5.57,2232,1
3.3,0.394,3.25,130,1
2.429,0.319,1.41,38,1
2,0.5,2.72,49,1
2.8,0.443,2.21,31,1
1.889,0.392,2.22,60,1
16.444,0.194,1.37,258,1
4.5,0.25,2.57,18,1
11.429,0.155,1.18,87,1
56.667,0.171,1.27,787,1
2,0.347,1.79,34,1
15.571,0.283,1.93,216,1
11.429,0.5,3.54,280,1
6.625,0.337,1.64,143,1
1.5,0.531,2.83,51,1
27.556,0.33,2.39,737,1
8.714,0.321,1.78,137,1
7.375,0.186,1.49,88,1
10.2,0.314,1.63,80,1
50.9,0.097,1.23,492,1
2.2,0.491,3.72,108,1
23.4,0.188,1.38,441,1
3.6,0.367,2.28,132,1
13.571,0.268,1.56,178,1
18.778,0.343,2.61,522,1
15.667,0.287,2.45,162,1
0.667,0.479,46,46,1
9.25,0.456,2.48,270,1
1,0.5,50,50,1
23.6,0.183,1.31,432,1
12.1,0.415,2.61,502,1
7.714,0.497,3.42,188,1
4.375,0.393,1.96,110,1
6.385,0.373,3.5,403,1
1,0.537,5,65,1
2.333,0.291,1.57,55,1
28.5,0.175,1.58,499,1
3.778,0.31,1.61,95,1
1.444,0.308,1.71,36,1
22.364,0.349,2.85,944,1
0.8,0.5,10,10,1
1.8,0.389,1.89,70,1
5.636,0.218,1.62,149,1
15.4,0.315,2.53,485,1
16,0.234,2.01,135,1
3,0.339,1.81,65,1
1.625,0.663,6.9,69,1
3.5,0.299,1.6,67,1
4.429,0.267,2.15,58,1
3.9,0.308,1.69,120,1
2,0.347,2,34,1
16.167,0.232,1.55,135,1
0.857,0.5,2.33,21,1
4.875,0.362,1.74,113,1
1.75,0.482,3,54,1
6.556,0.237,1.56,126,1
0.75,0.5,3,24,1
2.556,0.169,2.92,35,1
12.5,0.356,1.47,160,1
2.714,0.278,1.37,37,1
7.8,0.255,1.76,199,1
4.429,0.313,1.51,68,1
21.667,0.126,1.53,221,1
1.6,0.325,1.63,13,1
2.6,0.262,2.43,17,1
34.5,0.313,2.3,1554,1
23.6,0.154,1.44,91,1
4.2,0.333,1.46,35,1
5.667,0.296,2.34,136,1
1.9,0.584,6.94,111,1
19,0.278,1.76,190,1
15.857,0.254,1.5,197,1
1.235,0.373,16.63,133,1
3.333,0.258,1.29,31,1
23.727,0.243,1.93,698,1
60,0.2,1.09,12,1
7,0.297,2.08,102,1
2.5,0.413,2.06,66,1
5.556,0.496,2.69,223,1
4.5,0.559,3.04,161,1
4.111,0.39,2.03,130,1
28.778,0.22,1.38,512,1
1.4,0.486,8.5,17,1
9.222,0.351,2.94,262,1
2.429,0.353,1.56,42,1
1.889,0.451,2.46,69,1
7.818,0.289,1.98,273,1
6.625,0.358,1.54,152,1
26.125,0.173,1.27,290,1
10.111,0.233,1.71,191,1
12.667,0.272,1.86,279,1
10.8,0.297,1.84,321,1
13.667,0.395,2.84,437,1
5.556,0.32,2.67,144,1
0.9,0.667,30,60,1
10.778,0.466,2.42,407,1
16,0.274,1.58,158,1
3,0.583,7,7,1
2.75,0.392,2.3,69,1
0.625,0.375,1.67,15,1
1.125,0.389,2.33,28,1
2.286,0.321,2.57,36,1
143,0.133,1.06,19,1
9,0.778,7,7,1
0.5,0.375,1.5,12,1
56.444,0.16,1.3,732,1
3.75,0.45,2.3,108,1
4,0.17,1.55,17,1
25,0.12,1.19,301,1
1.4,0.6,3.5,21,1
13.625,0.219,1.61,191,1
17.857,0.29,1.59,254,1
7.714,0.304,1.26,115,1
2.333,0.323,1.79,61,1
27.2,0.191,1.49,520,1
20.778,0.42,3.03,707,1
2,0.309,2.63,50,1
2.75,0.324,1.78,57,1
2.3,0.37,2.3,85,1
4.833,0.339,1.51,59,1
3.286,0.329,1.39,53,1
7.2,0.292,1.81,210,1
2,0.383,1.96,49,1
1.625,0.683,7.1,71,1
3.286,0.273,1.47,44,1
6.455,0.69,7,539,1
10.3,0.25,1.77,258,1
2.286,0.304,1.36,34,1
7.889,0.39,2.44,249,1
14.429,0.501,3.19,354,1
4.222,0.211,2.25,72,1
9.857,0.188,1.28,91,1
1,0.72,18,18,1
22.583,0.246,1.95,799,1
2.125,0.456,2.38,62,1
56.111,0.189,1.32,861,1
11.308,0.358,3.6,684,1
4,0.565,3.16,183,1
1.6,0.6,2.18,24,1
2.111,0.667,7.6,114,1
2.368,0.243,3.01,208,1
3.714,0.192,1.52,35,1
33.778,0.202,1.32,554,1
8.75,0.298,1.76,167,1
6,0.587,2.44,88,1
1.8,0.467,8.4,84,1
1.75,0.42,2.04,47,1
7,0.289,1.98,164,1
20.222,0.378,2.95,619,1
1.5,0.375,1.8,36,1
24.286,0.344,4.6,1636,1
33.308,0.375,4.82,2109,1
12.5,0.245,1.58,196,1
29.857,0.261,2.16,1525,1
25.556,0.399,2.63,826,1
2.333,0.354,2.68,67,1
5.1,0.41,3.12,209,1
3.25,0.409,2.18,85,1
23.286,0.363,4.4,1657,1
6.7,0.291,2.27,195,1
5.3,0.294,1.75,156,1
26.769,0.308,2.57,1395,1
10.222,0.24,1.54,199,1
13.889,0.21,1.69,236,1
59.333,0.169,1.34,811,1
3.8,0.232,5.5,22,1
7.6,0.426,1.42,81,1
6.625,0.347,1.93,147,1
4.556,0.374,2.26,138,1
7.9,0.244,1.79,193,1
0.6,0.6,3,9,1
49.429,0.159,1.17,386,1
0.75,0.458,2.75,22,1
17.778,0.215,1.58,310,1
54.222,0.074,1.28,326,1
0.889,0.264,1.27,19,1
0.571,0.429,2.4,12,1
2.333,0.321,1.8,27,1
8.609,0.924,14.93,4210,1
167,0.192,1.03,32,1
26.875,0.404,2.91,695,1
27.111,0.237,1.59,520,1
1.125,0.431,2.07,31,1
3.636,0.27,1.8,119,1
28.625,0.168,1.57,308,1
4.143,0.286,1.71,58,1
1.429,0.286,1.33,20,1
7.667,0.322,1.48,89,1
13.917,0.225,1.93,451,1
2,0.367,1.88,47,1
7.111,0.345,2.29,199,1
3.286,0.323,1.68,52,1
10.25,0.393,2.41,258,1
11.889,0.383,2.22,369,1
1,0.36,1.29,9,1
8.857,0.272,1.46,118,1
6.125,0.441,1.9,173,1
31.8,0.128,1.18,406,1
0.714,0.257,1.13,9,1
25.313,0.382,5.3,2476,1
11.889,0.371,2.59,357,1
2.714,0.248,1.5,33,1
4.375,0.418,2.39,117,1
20.714,0.207,1.5,210,1
51.667,0.157,1.24,658,1
18.3,0.267,1.67,488,1
2.571,0.468,2.81,59,1
18.6,0.347,2.42,645,1
4.8,0.313,2.5,150,1
20.111,0.375,2.9,611,1
4.714,0.364,1.68,84,1
3.4,0.321,2.02,109,1
7.5,0.451,2.84,338,1
9.111,0.379,2.35,280,1
7.111,0.307,1.99,177,1
0.444,0.472,5.67,17,1
9.8,0.3,1.72,294,1
8.5,0.324,2.75,11,1
9.444,0.308,1.95,236,1
5.208,0.915,21.29,2746,1
13.111,0.372,2.41,395,1
29,0.178,1.59,872,1
0.9,0.689,10.33,62,1
3.519,0.478,11.28,9981,1
37.462,0.247,2.1,1564,1
3.667,0.347,2.58,103,1
50.4,0.139,1.19,701,1
2.9,0.221,3.56,64,1
34,0.187,1.41,407,1
26.2,0.281,1.89,736,1
1.571,0.312,1.2,24,1
12.375,0.199,1.39,158,1
2.125,0.199,3,27,1
19.286,0.114,1.09,108,1
8,0.252,1.63,129,1
4.375,0.321,1.76,90,1
4.778,0.274,1.68,106,1
43.833,0.124,1.11,196,1
9.2,0.431,5.45,893,1
1.923,0.234,10.86,76,1
26.5,0.371,5.16,2518,1
9.222,0.289,1.93,216,1
2.25,0.424,2.03,61,1
0.857,0.661,9.25,111,1
2.25,0.396,1.84,57,1
7.44,0.456,8.06,2121,1
1.714,0.25,1.75,21,1
8.708,0.926,17.27,4645,1
10.111,0.32,2.2,262,1
12.889,0.339,1.86,354,1
9,0.198,1.25,114,1
2.571,0.262,1.94,33,1
36.571,0.135,1.36,242,1
3.045,0.221,2.91,326,1
1.333,0.407,1.69,44,1
30,0.194,1.34,373,1
4.222,0.377,2.74,129,1
10.778,0.455,2.28,397,1
0.714,0.429,2.5,15,1
43.571,0.109,1.21,232,1
2.667,0.264,4.3,228,1
13.333,0.331,1.98,358,1
12.231,0.412,4.81,852,1
1.333,0.62,4.79,67,1
8.75,0.37,2.91,466,1
15.909,0.21,1.98,405,1
15.429,0.362,2.11,274,1
4.857,0.265,1.4,63,1
4.111,0.444,2.08,148,1
8.286,0.202,2.34,82,1
42.5,0.183,1.41,499,1
4.833,0.356,1.88,62,1
4.143,0.683,12.07,555,1
3.889,0.33,2,104,1
4.778,0.481,3.15,186,1
2.5,0.375,1.88,60,1
1.167,0.5,1.75,21,1
3.714,0.302,1.53,55,1
5.444,0.222,1.27,98,1
1.75,0.321,1.71,36,1
15.75,0.188,1.27,189,1
11.9,0.39,2.75,464,1
9.143,0.498,2.93,223,1
11.893,0.351,4.55,3270,1
3.75,0.354,2.02,85,1
11.941,0.925,14.19,3192,1
8.75,0.279,1.68,156,1
43,0.216,1.22,595,1
7.818,0.297,1.95,281,1
7.889,0.352,1.97,225,1
11.889,0.204,1.42,196,1
0.9,0.344,1.72,31,1
1,0.889,8,8,1
12.111,0.219,1.67,215,1
16.818,0.356,2.94,724,1
27.25,0.144,1.29,252,1
6,0.638,6.12,551,1
4.125,0.326,2,86,1
24.636,0.176,1.39,525,1
0.5,0.469,3.75,15,1
12.667,0.353,1.49,161,1
15.5,0.194,2,12,1
11.625,0.261,1.55,194,1
2.6,0.338,2.2,22,1
0.571,0.321,9,9,1
0.4,0.7,7,7,1
4.25,0.419,2,114,1
25.6,0.363,2.84,928,1
6.556,0.492,3.22,261,1
0.286,0.643,2.25,9,1
2.143,0.324,3.09,34,1
13.636,0.186,2.06,307,1
0.6,0.467,7,7,1
4.556,0.444,2.88,164,1
6.4,0.477,2.8,305,1
12.3,0.362,2.99,445,1
26.571,0.378,4.99,1971,1
31.143,0.142,1.26,216,1
2.526,0.431,3.29,1574,1
18.8,0.234,1.39,110,1
36.222,0.171,1.3,501,1
7.143,0.266,1.45,93,1
8.2,0.362,2.75,297,1
2.125,0.294,2.22,40,1
2.571,0.238,1.15,30,1
1.286,0.159,3.33,40,1
23.75,0.411,4.33,1404,1
2.111,0.62,7.57,106,1
1.353,0.373,10.43,146,1
0.571,0.5,2.33,14,1
2.167,0.128,1.67,10,1
4.667,0.143,1.71,24,1
8.5,0.292,2.09,357,1
1.9,0.337,2,64,1
7.083,0.931,17.04,3799,1
21.5,0.133,1.2,287,1
10.1,0.442,2.92,446,1
32,0.438,2,14,1
2.333,0.298,1.79,25,1
0.727,0.602,4.08,53,1
4.857,0.223,1.33,53,1
6.5,0.445,2.58,289,1
2.625,0.435,1.97,73,1
0.6,0.533,8,8,1
7.364,0.339,2.77,302,1
3.5,0.355,2.71,179,1
2,0.632,8.05,153,1
9.833,0.266,1.99,377,1
18.143,0.377,4.72,1341,1
24.125,0.4,2.51,617,1
24,0.479,2.56,184,1
23.727,0.251,2,722,1
1.143,0.268,1.15,15,1
22.846,0.409,4.97,1579,1
3.625,0.401,2.38,93,1
4.667,0.344,2.13,130,1
6.111,0.299,1.92,148,1
1.8,0.294,1.89,53,1
5.455,0.271,1.97,179,1
49.75,0.279,1.7,887,1
30.222,0.277,1.86,679,1
3.182,0.525,11.54,808,1
6.7,0.291,2.17,195,1
8.625,0.261,1.47,144,1
1.375,0.443,1.63,39,1
4.818,0.249,1.93,145,1
2,0.49,2.53,48,1
3,0.385,1.8,74,1
4.857,0.403,1.81,96,1
40,0.9,12,36,1
17.375,0.16,2.17,178,1
6.5,0.466,2.1,109,1
17.462,0.226,3.11,668,1
4.182,0.283,1.81,143,1
1.857,0.363,2.2,33,1
66.875,0.171,1.27,731,1
2.333,0.265,3.07,89,1
1,0.286,3.5,14,1
16.5,0.31,1.84,327,1
9.222,0.391,3.21,292,1
7.286,0.322,1.49,115,1
59.444,0.191,1.36,921,1
4.5,0.136,2,22,1
3.5,0.238,1.58,30,1
4.875,0.205,1.36,64,1
1,0.346,2.8,28,1
12.111,0.219,1.69,215,1
1.1,0.273,1.58,30,1
3.3,0.327,2.35,108,1
0.727,0.716,7.88,63,1
6.556,0.348,2.26,185,1
1.818,0.577,8.47,127,1
1.667,0.407,2.29,55,1
1.25,0.4,1.88,32,1
2.857,0.257,1.13,36,1
1.875,0.3,1.57,36,1
11.889,0.328,2.08,316,1
23.429,0.281,1.6,323,1
1.7,0.535,7.58,91,1
1.625,0.404,2.1,42,1
3,0.306,1.32,33,1
2,0.281,1.94,68,1
24.143,0.167,1.28,197,1
10.167,0.26,2.3,381,1
5.2,0.294,2.13,153,1
2,0.286,1.87,28,1
1.75,0.286,8,8,1
2.636,0.298,2.21,95,1
19.625,0.474,7.9,5363,1
1.2,0.183,2.2,22,1
4.429,0.318,1.35,69,1
0.667,0.37,2.5,20,1
18.4,0.325,2.58,598,1
0.375,0.417,10,10,1
1,0.34,1.89,34,1
0.875,0.464,2.36,26,1
26.429,0.175,1.64,907,1
33,0.225,1.44,744,1
1.75,0.295,1.83,33,1
7.909,0.319,2.65,305,1
5.974,0.304,7.09,2623,1
14,0.254,1.53,174,1
4.667,0.327,2.12,55,1
2.5,0.263,2,42,1
5.3,0.294,1.79,156,1
1.6,0.425,1.89,17,1
6.889,0.348,2.23,194,1
0.684,0.215,1.51,53,1
8.875,0.136,1.31,77,1
0.667,0.5,6,12,1
5.833,0.533,2.67,112,1
0.375,0.5,3,12,1
2.556,0.304,1.62,63,1
6,0.509,2,110,1
4,0.428,3.05,171,1
0.667,0.417,2.5,10,1
31.111,0.165,1.24,415,1
3.4,0.303,1.84,103,1
9.4,0.25,1.7,235,1
41,0.39,1.07,16,1
6.4,0.514,2.84,329,1
0.75,0.509,9.17,55,1
4.25,0.426,1.84,116,1
2.25,0.472,2.52,68,1
2.9,0.303,2.1,88,1
4.636,0.294,2.06,165,1
3.6,0.378,1.62,34,1
4.5,0.296,2.05,133,1
1.778,0.174,1.32,25,1
4.375,0.396,1.88,111,1
0.727,0.261,2.09,23,1
19.667,0.196,1.38,313,1
70,0.2,1.08,14,1
16,0.123,1.33,160,1
26.769,0.195,1.64,881,1
1,0.306,1.36,15,1
16.667,0.345,1.68,207,1
16,0.318,3,183,1
1,0.359,1.53,23,1
2,0.4,3.48,80,1
20,0.131,1.28,128,1
15.5,0.275,1.85,427,1
35,0.2,1.17,7,1
1.5,0.438,1.91,42,1
3.286,0.248,1.21,40,1
4.286,0.324,1.55,68,1
26.2,0.185,1.31,484,1
5.091,0.386,3.09,238,1
2.714,0.227,2.95,121,1
2.125,0.265,1.71,36,1
22.438,0.376,5.41,2158,1
9,0.337,1.97,246,1
3.875,0.347,1.79,86,1
59.444,0.088,1.37,425,1
1.2,0.367,1.57,44,1
40.333,0.128,1.28,417,1
1.222,0.343,1.42,34,1
1.571,0.351,1.8,27,1
9.286,0.404,2.07,184,1
23.667,0.325,2.87,1109,1
1.889,0.627,6.4,96,1
9.7,0.425,2.71,412,1
8.6,0.33,1.16,71,1
2.75,0.375,1.78,66,1
1.833,0.364,1.6,24,1
1.857,0.275,2.27,25,1
16.5,0.36,2.1,380,1
22.882,0.344,5,2273,1
0.8,0.4,2.67,8,1
3.5,0.259,1.93,58,1
0.875,0.411,2.09,23,1
16.727,0.471,4.48,954,1
11.2,0.121,1.31,34,1
13.571,0.296,1.64,197,1
3,0.358,1.85,87,1
59.111,0.154,1.29,736,1
34.375,0.209,1.31,460,1
1,0.327,1.33,16,1
11,0.461,2.65,411,1
1.125,0.361,1.73,26,1
0.778,0.349,2.2,22,1
0.333,0.667,8,8,1
2.286,0.25,1.56,28,1
59.444,0.118,1.31,566,1
6,0.143,1.27,42,1
1,0.388,2.24,47,1
3.778,0.209,1.42,64,1
4.75,0.339,1.75,103,1
14.222,0.219,1.44,252,1
1.2,0.333,1.82,40,1
4.571,0.268,1.28,60,1
5.125,0.393,2.19,129,1
3.222,0.307,1.95,80,1
2.429,0.227,1.5,27,1
1.143,0.357,1.54,20,1
5.778,0.203,1.38,95,1
8.5,0.333,2.28,283,1
15.125,0.431,3.11,417,1
63.25,0.129,1.41,131,1
3.125,0.3,2.22,60,1
10.889,0.491,2.78,433,1
3.182,0.445,32.67,8396,1
7.714,0.267,1.42,101,1
31.5,0.324,1.62,367,1
31,0.097,1.34,243,1
4.72,0.268,2.02,791,1
34,0.192,1.4,530,1
22,0.39,5.25,2196,1
3.227,0.519,11.25,810,1
1.857,0.264,1.41,24,1
4.1,0.302,2.07,124,1
8.778,0.343,2.2,244,1
20.571,0.092,1.24,93,1
32.455,0.215,1.55,845,1
2.857,0.407,1.97,57,1
2.833,0.314,2.29,32,1
2.167,0.179,2,14,1
15.556,0.38,2.71,479,1
5.4,0.607,2.34,82,1
15.2,0.297,2.17,452,1
9.625,0.232,1.47,143,1
42.75,0.163,1.4,445,1
6.5,0.226,1.66,53,1
5.4,0.548,2.18,74,1
5.125,0.378,1.61,124,1
2.143,0.333,1.46,35,1
9.8,0.392,2.49,384,1
6.25,0.253,2.3,101,1
6.4,0.439,2.58,281,1
9.111,0.343,2.02,253,1
17.222,0.366,2.54,511,1
2.455,0.303,2.43,90,1
1.889,0.523,7.27,80,1
1.75,0.277,2.82,31,1
2.167,0.282,1.57,22,1
4.75,0.408,1.65,124,1
2.444,0.318,2.42,63,1
2.333,0.429,3,81,1
18.222,0.189,1.26,279,1
3.8,0.439,2.83,167,1
1.429,0.343,1.33,24,1
8.625,0.415,2.16,229,1
3.778,0.337,1.81,103,1
5.083,0.251,1.77,184,1
1.667,0.178,1.6,24,1
2,0.327,1.89,53,1
11.444,0.357,2.47,331,1
4.625,0.375,1.61,111,1
5,0.311,1.22,56,1
0.833,0.675,11.57,81,1
10.5,0.229,1.4,154,1
2.833,0.451,2.56,46,1
9.375,0.373,1.95,224,1
77,0.325,1.04,25,1
30.429,0.235,1.5,351,1
22.786,0.37,4.54,1654,1
1.8,0.572,6.44,103,1
5.429,0.301,1.45,80,1
4.2,0.355,2.13,149,1
1.125,0.319,2.09,23,1
2.2,0.377,2.44,83,1
141.33,0.537,136.6,683,1
5.333,0.417,2.11,80,1
5.8,0.4,1.61,58,1
4,0.549,3.3,178,1
7.8,0.41,1.67,80,1
18,0.254,2.69,371,1
10.727,0.459,4.81,596,1
5.429,0.308,1.55,82,1
3.182,0.335,4.78,129,1
16.286,0.253,1.77,202,1
8,0.246,4.05,332,1
1.222,0.253,1.92,25,1
7.667,0.209,1.38,130,1
11.6,0.09,1.18,26,1
9.111,0.383,2.62,283,1
5.5,0.303,1.46,60,1
59.444,0.165,1.38,793,1
28,0.356,2.63,998,1
18,0.389,3.5,7,1
1.333,0.646,3.1,31,1
13.625,0.447,2.47,390,1
2.1,0.457,2.91,96,1
6.571,0.304,2.58,98,1
4.857,0.286,1.36,68,1
59.333,0.134,1.34,644,1
4,0.577,3.02,187,1
1.75,0.286,2.67,32,1
16.857,0.386,2.26,319,1
2.75,0.403,2.03,71,1
54.444,0.067,1.4,297,1
1.5,0.396,1.9,38,1
20.667,0.372,2.44,622,1
7.5,0.422,1.73,114,1
5.75,0.34,1.79,125,1
2.222,0.339,2.35,61,1
3.222,0.23,1.3,60,1
30.222,0.269,1.93,659,1
15.333,0.155,1.34,193,1
56.667,0.149,1.28,684,1
57.556,0.096,1.25,449,1
19.2,0.323,1.78,155,1
9.889,0.3,2.18,240,1
23.286,0.212,1.31,242,1
4.667,0.381,2.48,144,1
1.667,0.378,2.43,51,1
2.8,0.586,2.28,41,1
2,0.316,1.94,31,1
27.1,0.267,1.96,724,1
2.875,0.277,1.7,51,1
29.667,0.164,1.28,393,1
9.333,0.187,2.34,564,1
1.6,0.288,2.19,46,1
12.333,0.188,1.49,188,1
1.9,0.563,8.23,107,1
0.87,0.507,21.18,233,1
6.6,0.315,1.27,52,1
3.7,0.592,8.11,219,1
9,0.338,1.94,149,1
34,0.197,1.38,428,1
6.125,0.406,1.81,159,1
29.2,0.203,1.5,594,1
0.4,0.8,8,8,1
29.667,0.131,1.35,315,1
1.875,0.283,2.27,34,1
4,0.145,1.44,306,1
17.667,0.129,1.14,82,1
4,0.257,1.42,37,1
5.857,0.425,1.97,122,1
1.182,0.283,1.93,162,1
2.571,0.365,2,46,1
18.385,0.239,2.16,742,1
3.875,0.298,1.45,74,1
1.714,0.476,2.11,40,1
2.714,0.406,1.74,54,1
23.818,0.259,1.94,747,1
5.111,0.297,1.66,123,1
10.333,0.226,2.1,21,1
5.391,0.941,17.21,2684,1
20.111,0.35,2.64,570,1
19,0.211,1.75,196,1
2.778,0.249,1.51,56,1
4.778,0.344,1.82,133,1
6.778,0.213,1.6,117,1
13.667,0.359,2.78,397,1
39.778,0.385,2.36,1240,1
1.143,0.459,5.96,411,1
12.429,0.365,1.91,222,1
10,0.535,3.23,262,1
5.444,0.306,1.82,135,1
19.8,0.303,1.92,150,1
3.125,0.285,1.36,57,1
2.625,0.417,1.94,70,1
17.167,0.248,1.23,153,1
2.9,0.307,1.85,89,1
9.125,0.433,2.75,253,1
1.857,0.308,1.65,28,1
24.636,0.177,1.49,527,1
9.444,0.395,2.32,302,1
28.8,0.191,1.5,549,1
5.25,0.369,1.85,124,1
1.857,0.209,2.71,19,1
5.429,0.41,1.82,109,1
1.667,0.267,1.78,16,1
9.556,0.301,2.22,233,1
18.5,0.36,2.81,666,1
16.5,0.311,2.01,328,1
17.778,0.36,2.63,518,1
9,0.275,12.99,3573,1
17.625,0.447,2.45,504,1
2,0.5,2.08,25,1
17.625,0.371,1.84,418,1
2.167,0.256,1.54,20,1
1.909,0.411,3.96,95,1
7.333,0.323,2,192,1
31.429,0.158,1.54,975,1
2.857,0.464,2.71,65,1
26.667,0.179,1.26,386,1
1.4,0.314,1.83,11,1
2.5,0.384,2.46,96,1
4.6,0.278,1.66,128,1
5.13,0.293,2.06,795,1
5.917,0.608,6.4,518,1
9.5,0.388,2.11,236,1
14,0.18,1.4,63,1
2.6,0.273,1.87,71,1
4.125,0.314,2.13,83,1
1.5,0.247,1.61,37,1
20.444,0.214,1.46,354,1
2.714,0.338,1.67,45,1
2.143,0.2,1.5,21,1
26.308,0.231,2.15,1027,1
1,0.16,1.63,13,1
0.667,0.198,2.11,19,1
8.3,0.357,2.28,296,1
0.75,0.5,8,24,1
2.167,0.538,2.63,42,1
3.8,0.442,1.5,42,1
8.6,0.233,1.35,50,1
5.125,0.232,1.55,76,1
21.5,0.385,5.2,2121,1
29.3,0.207,1.53,606,1
2.7,0.63,6.07,170,1
4.25,0.379,1.84,103,1
1.667,0.433,1.86,26,1
7.111,0.302,1.98,174,1
20,0.253,1.49,248,1
20.667,0.16,1.26,268,1
3.909,0.281,2.18,133,1
9.833,0.237,1.38,84,1
39.364,0.449,4.65,2137,1
6.917,0.905,17.08,3604,1
5.1,0.306,2.29,156,1
10.462,0.415,4.58,733,1
2.667,0.49,2.14,47,1
2.875,0.337,1.94,62,1
10.222,0.292,2.05,242,1
4.429,0.286,1.55,62,1
3.8,0.505,2.18,48,1
17,0.304,2.06,419,1
13.1,0.439,2.79,575,1
1.571,0.377,1.45,29,1
24.571,0.294,2.07,354,1
12.455,0.317,2.7,478,1
10.333,0.3,1.96,447,1
5.154,0.432,6.6,376,1
1.714,0.369,1.55,31,1
4.9,0.165,1.35,81,1
1,0.528,3.17,19,1
56.667,0.149,1.22,686,1
8.6,0.145,1.21,125,1
1.909,0.468,7.2,108,1
2.111,0.386,2.2,66,1
2.571,0.365,1.53,46,1
1.25,0.375,1.88,30,1
11.875,0.466,2.95,354,1
1.5,0.396,1.65,38,1
13.5,0.235,1.41,203,1
0.818,0.343,3.4,34,1
9.375,0.415,2.37,249,1
1.571,0.364,1.56,28,1
4.286,0.305,1.64,64,1
1.25,0.425,2,34,1
2,0.54,9,108,1
3.25,0.346,1.85,72,1
1.571,0.286,1.29,22,1
4,0.314,1.92,152,1
2,0.63,7.29,102,1
0.8,0.575,9.2,46,1
3.4,0.388,2.1,132,1
5.889,0.317,1.66,151,1
5,0.319,2.11,129,1
10.5,0.36,1.94,242,1
15.667,0.184,1.32,104,1
8,0.336,2.12,172,1
7.222,0.265,1.67,155,1
3.143,0.156,1.6,24,1
5.75,0.291,2.23,107,1
7.571,0.267,1.57,99,1
1.375,0.318,1.33,28,1
1.714,0.226,2.38,19,1
3.5,0.397,2.07,89,1
5.143,0.365,1.67,92,1
5.2,0.523,1.89,68,1
5.429,0.226,1.4,60,1
4.143,0.365,2,74,1
6.25,0.378,1.7,151,1
6,0.573,2.04,55,1
8.875,0.238,1.47,135,1
5.5,0.455,3.2,160,1
3.8,0.397,2.7,151,1
0.636,0.468,36,36,1
95,0.379,1.03,36,1
2.7,0.3,1.98,81,1
1.4,0.543,2.11,19,1
2.5,0.392,2.09,98,1
4.5,0.154,2.78,25,1
2.833,0.245,1.39,25,1
13.75,0.23,1.66,202,1
9.5,0.475,2.73,289,1
3.5,0.442,2.48,99,1
1.833,0.542,8.94,143,1
24,0.316,1.74,485,1
41.667,0.264,2.45,1584,1
8.571,0.286,1.5,120,1
