@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
9,738,9.111,0.385,124,1
14,154,0.786,0.526,10,1
7,980,20,0.253,167,1
7,644,13.143,0.143,63,1
10,2590,25.9,0.351,362,1
4,80,5,0.388,22,1
9,882,10.889,0.302,131,1
9,306,3.778,0.363,63,1
10,650,6.5,0.475,112,1
7,49,1,0.265,9,1
4,36,2.25,0.417,9,1
9,693,8.556,0.486,128,1
7,98,2,0.255,16,1
11,935,7.727,0.268,145,1
5,90,3.6,0.689,18,1
9,2439,30.111,0.284,358,1
9,756,9.333,0.288,119,1
11,1694,14,0.187,163,1
7,133,2.714,0.248,22,1
13,4537,26.846,0.38,395,1
9,342,4.222,0.371,68,1
7,1071,21.857,0.467,182,1
9,216,2.667,0.287,36,1
8,128,2,0.422,29,1
8,320,5,0.403,51,1
9,738,9.111,0.245,122,1
9,675,8.333,0.256,79,1
8,264,4.125,0.371,51,1
12,480,3.333,0.271,66,1
10,2820,28.2,0.191,378,1
1,65,65,0.2,12,1
10,3250,32.5,0.215,463,1
8,2184,34.125,0.215,369,1
7,2422,49.429,0.185,355,1
11,363,3,0.278,48,1
6,12,0.333,0.667,1,1
11,2761,22.818,0.355,334,1
8,136,2.125,0.382,21,1
9,261,3.222,0.307,41,1
17,4522,15.647,0.921,325,1
10,130,1.3,0.385,25,1
8,1864,29.125,0.151,207,1
5,280,11.2,0.121,26,1
9,324,4,0.556,56,1
8,184,2.875,0.288,36,1
5,40,1.6,0.35,3,1
10,330,3.3,0.294,53,1
1,12,12,0.583,4,1
8,360,5.625,0.206,41,1
9,171,2.111,0.292,33,1
11,242,2,0.417,25,1
8,328,5.125,0.335,53,1
25,4650,7.44,0.485,305,1
8,992,15.5,0.427,163,1
9,144,1.778,0.16,12,1
9,1089,13.444,0.322,169,1
9,306,3.778,0.356,53,1
9,2520,31.111,0.165,336,1
5,60,2.4,0.6,12,1
12,852,5.917,0.608,81,1
12,1404,9.75,0.231,193,1
5,40,1.6,0.55,9,1
5,55,2.2,0.455,15,1
7,49,1,0.245,7,1
9,4392,54.222,0.074,254,1
9,837,10.333,0.323,131,1
9,4797,59.222,0.166,612,1
8,560,8.75,0.332,112,1
11,2673,22.091,0.117,223,1
8,264,4.125,0.424,50,1
10,2360,23.6,0.183,330,1
24,6720,11.667,0.456,400,1
10,200,2,0.4,23,1
7,112,2.286,0.241,11,1
8,296,4.625,0.334,53,1
23,3036,5.739,0.95,139,1
8,2384,37.25,0.138,278,1
9,2304,28.444,0.099,167,1
8,152,2.375,0.388,27,1
8,376,5.875,0.221,66,1
10,850,8.5,0.324,122,1
5,160,6.4,0.406,46,1
8,808,12.625,0.29,137,1
10,120,1.2,0.35,18,1
1,77,77,0.325,24,1
8,280,4.375,0.443,58,1
12,264,1.833,0.538,17,1
2,38,9.5,0.184,2,1
7,49,1,0.286,4,1
6,42,1.167,0.262,8,1
7,98,2,0.286,18,1
11,1133,9.364,0.156,123,1
4,396,24.75,0.503,83,1
7,203,4.143,0.36,52,1
11,99,0.818,0.384,10,1
11,990,8.182,0.47,101,1
7,126,2.571,0.365,23,1
10,2150,21.5,0.133,239,1
7,294,6,0.405,58,1
11,473,3.909,0.281,61,1
8,1200,18.75,0.158,154,1
7,287,5.857,0.226,44,1
9,4824,59.556,0.189,662,1
8,448,7,0.424,91,1
6,18,500,0.5,4,1
8,872,13.625,0.271,129,1
8,232,3.625,0.453,50,1
6,156,4.333,0.423,28,1
8,584,9.125,0.235,93,1
8,392,6.125,0.413,84,1
6,114,3.167,0.254,25,1
7,77,1.571,0.364,19,1
11,99,0.818,0.404,9,1
6,636,17.667,0.129,72,1
10,110,1.1,0.2,10,1
10,70,0.7,0.357,9,1
9,288,3.556,0.302,40,1
9,729,9,0.187,91,1
7,56,1.143,0.393,13,1
6,48,1.333,0.313,14,1
11,2871,23.727,0.251,361,1
8,128,2,0.422,30,1
8,552,8.625,0.366,104,1
8,664,10.375,0.393,108,1
9,2412,29.778,0.198,351,1
7,126,2.571,0.214,24,1
8,48,0.75,0.583,4,1
12,828,5.75,0.4,95,1
11,143,1.182,0.42,27,1
7,70,1.429,0.343,18,1
9,729,9,0.388,119,1
9,423,5.222,0.279,77,1
14,3038,15.5,0.268,383,1
14,5026,25.643,0.368,405,1
5,535,21.4,0.247,92,1
10,5110,51.1,0.115,385,1
10,80,0.8,0.575,5,1
8,1584,24.75,0.215,260,1
23,1081,2.043,0.315,155,1
9,1395,17.222,0.366,201,1
9,477,5.889,0.218,84,1
13,4797,28.385,0.397,398,1
9,4077,50.333,0.08,269,1
10,180,1.8,0.522,10,1
9,333,4.111,0.526,55,1
12,336,2.333,0.265,29,1
10,180,1.8,0.383,30,1
7,91,1.857,0.363,17,1
11,1100,9.091,0.269,156,1
38,2622,1.816,0.476,292,1
7,140,2.857,0.364,35,1
9,882,10.889,0.491,156,1
10,1450,14.5,0.278,212,1
16,384,1.5,0.44,32,1
8,128,2,0.461,23,1
11,2871,23.727,0.243,361,1
8,1256,19.625,0.446,220,1
1,123,123,0.163,19,1
1,9,9,1,1,1
8,376,5.875,0.324,56,1
10,380,3.8,0.308,55,1
7,427,8.714,0.319,77,1
11,506,4.182,0.283,79,1
3,9,1,0.778,1,1
9,36,0.444,0.444,2,1
11,2035,16.818,0.295,310,1
8,272,4.25,0.379,56,1
2,28,7,0.393,3,1
10,380,3.8,0.426,52,1
8,192,3,0.318,39,1
12,1704,11.833,0.337,189,1
8,96,1.5,0.458,21,1
9,72,0.889,0.222,9,1
6,180,5,0.45,26,1
9,333,4.111,0.517,61,1
8,784,12.25,0.221,122,1
6,174,4.833,0.368,37,1
7,777,15.857,0.254,131,1
10,2620,26.2,0.273,391,1
8,32,0.5,0.406,6,1
11,1375,11.364,0.432,196,1
9,567,7,0.284,82,1
10,350,3.5,0.331,60,1
6,570,15.833,0.209,73,1
9,1647,20.333,0.218,252,1
8,216,3.375,0.218,22,1
10,190,1.9,0.553,14,1
3,9,1,0.889,1,1
7,315,6.429,0.238,65,1
18,396,1.222,0.366,10,1
7,238,4.857,0.286,50,1
8,200,3.125,0.37,36,1
8,4280,66.875,0.171,575,1
9,2412,29.778,0.132,258,1
12,5964,41.417,0.278,731,1
8,136,2.125,0.309,18,1
7,952,19.429,0.18,142,1
7,560,11.429,0.361,124,1
8,128,2,0.328,22,1
7,301,6.143,0.243,21,1
8,352,5.5,0.284,70,1
9,72,0.889,0.583,2,1
7,448,9.143,0.498,76,1
5,35,1.4,0.6,9,1
17,6766,23.412,0.32,408,1
7,112,2.286,0.25,14,1
10,180,1.8,0.294,27,1
7,770,15.714,0.174,107,1
9,1809,22.333,0.152,216,1
10,90,0.9,0.344,18,1
12,2592,18,0.507,248,1
8,360,5.625,0.492,19,1
6,306,8.5,0.294,61,1
5,165,6.6,0.376,43,1
2,22,5.5,0.409,1,1
9,144,1.778,0.174,19,1
9,2979,36.778,0.222,421,1
10,980,9.8,0.448,160,1
8,1672,26.125,0.173,228,1
8,856,13.375,0.381,136,1
1,25,25,1,1,1
11,2024,16.727,0.455,195,1
8,672,10.5,0.229,110,1
11,99,0.818,0.485,8,1
9,378,4.667,0.235,65,1
9,423,5.222,0.307,64,1
1,35,35,0.429,14,1
8,120,1.875,0.433,19,1
38,1976,1.368,0.452,256,1
10,250,2.5,0.332,44,1
17,2907,10.059,0.208,250,1
10,2710,27.1,0.168,351,1
7,63,1.286,0.349,12,1
5,60,2.4,0.467,6,1
34,3876,3.353,0.105,157,1
5,15,0.6,0.6,1,1
7,441,9,0.288,79,1
10,750,7.5,0.428,141,1
8,384,6,0.354,81,1
7,196,4,0.337,31,1
8,184,2.875,0.277,30,1
7,98,2,0.286,15,1
7,154,3.143,0.325,38,1
24,7416,12.875,0.921,390,1
8,88,1.375,0.159,8,1
4,40,2.5,0.3,4,1
7,175,3.571,0.189,27,1
9,495,6.111,0.259,87,1
11,88,0.727,0.602,13,1
59,4956,1.424,0.659,22,1
6,78,2.167,0.308,17,1
9,531,6.556,0.335,91,1
8,384,6,0.328,63,1
10,460,4.6,0.3,66,1
10,470,4.7,0.198,72,1
8,72,1.125,0.361,16,1
7,133,2.714,0.346,26,1
7,49,1,0.347,6,1
7,91,1.857,0.374,20,1
7,77,1.571,0.312,18,1
8,128,2,0.383,21,1
10,3230,32.3,0.198,465,1
11,231,1.909,0.468,15,1
13,5018,29.692,0.286,657,1
13,4446,26.308,0.231,477,1
10,130,1.3,0.108,6,1
8,368,5.75,0.348,65,1
7,91,1.857,0.209,7,1
7,217,4.429,0.318,51,1
10,170,1.7,0.318,14,1
6,144,4,0.292,31,1
9,1521,18.778,0.353,212,1
9,90,1.111,0.344,8,1
8,1008,15.75,0.469,165,1
5,215,8.6,0.265,43,1
8,1936,30.25,0.171,228,1
6,576,16,0.217,86,1
7,63,1.286,0.381,13,1
11,99,0.818,0.343,10,1
10,2510,25.1,0.281,398,1
9,378,4.667,0.45,61,1
8,848,13.25,0.358,133,1
10,5340,53.4,0.132,548,1
5,60,2.4,0.2,7,1
9,405,5,0.306,74,1
8,1296,20.25,0.327,149,1
9,144,1.778,0.208,20,1
5,10,0.4,0.8,1,1
8,240,3.75,0.383,49,1
16,5696,22.25,0.377,371,1
10,480,4.8,0.331,67,1
8,424,6.625,0.337,87,1
7,147,3,0.279,27,1
8,48,0.75,0.375,10,1
8,640,10,0.347,127,1
10,540,5.4,0.378,65,1
5,155,6.2,0.355,37,1
10,410,4.1,0.312,66,1
8,288,4.5,0.615,55,1
7,259,5.286,0.282,54,1
14,5180,26.429,0.175,554,1
8,656,10.25,0.418,109,1
9,2412,29.778,0.183,341,1
9,945,11.667,0.236,117,1
6,78,2.167,0.295,15,1
22,1562,3.227,0.487,75,1
4,44,2.75,0.364,12,1
9,180,2.222,0.233,26,1
5,30,1.2,0.433,8,1
10,80,0.8,0.4,8,1
11,330,2.727,0.379,41,1
11,1078,8.909,0.378,134,1
1,22,22,0.591,5,1
8,168,2.625,0.232,30,1
11,715,5.909,0.178,77,1
8,952,14.875,0.337,189,1
7,63,1.286,0.333,1,1
9,918,11.333,0.357,135,1
8,56,0.875,0.482,11,1
5,100,4,0.17,11,1
12,876,6.083,0.257,105,1
9,108,1.333,0.648,7,1
7,84,1.714,0.369,20,1
7,196,4,0.306,38,1
8,2768,43.25,0.166,339,1
8,256,4,0.207,43,1
9,1098,13.556,0.333,144,1
6,432,12,0.604,64,1
10,220,2.2,0.336,27,1
8,304,4.75,0.339,59,1
11,627,5.182,0.343,73,1
9,306,3.778,0.386,49,1
10,800,8,0.553,87,1
9,351,4.333,0.368,50,1
10,2500,25,0.12,253,1
8,488,7.625,0.207,77,1
9,378,4.667,0.381,58,1
5,170,6.8,0.224,29,1
10,490,4.9,0.52,86,1
8,128,2,0.234,19,1
13,494,2.923,0.33,42,1
11,385,3.182,0.351,60,1
8,96,1.5,0.583,20,1
25,12350,19.76,0.462,776,1
10,180,1.8,0.311,29,1
10,190,1.9,0.568,11,1
13,1508,8.923,0.279,183,1
8,504,7.875,0.256,85,1
8,1464,22.875,0.288,202,1
12,3972,27.583,0.237,431,1
3,9,1,0.778,1,1
5,20,0.8,0.5,1,1
7,56,1.143,0.321,13,1
11,330,2.727,0.467,37,1
8,112,1.75,0.223,7,1
14,6090,31.071,0.355,472,1
8,192,3,0.385,41,1
8,4184,65.375,0.06,209,1
8,736,11.5,0.359,151,1
9,1998,24.667,0.202,266,1
14,5628,28.714,0.399,473,1
5,65,2.6,0.308,11,1
8,216,3.375,0.282,45,1
10,770,7.7,0.469,137,1
11,297,2.455,0.303,37,1
9,4806,59.333,0.184,661,1
10,470,4.7,0.336,70,1
6,36,1,0.361,9,1
7,1141,23.286,0.212,185,1
9,549,6.778,0.213,73,1
9,1161,14.333,0.169,139,1
13,3783,22.385,0.285,403,1
10,5110,51.1,0.141,532,1
9,171,2.111,0.655,13,1
13,117,0.692,0.402,14,1
9,351,4.333,0.239,55,1
1,40,40,0.9,3,1
8,272,4.25,0.357,52,1
9,729,9,0.357,117,1
10,130,1.3,0.315,17,1
9,189,2.333,0.206,32,1
10,1210,12.1,0.415,192,1
14,168,0.857,0.429,11,1
5,30,1.2,0.433,8,1
8,472,7.375,0.307,79,1
9,162,2,0.519,11,1
12,3024,21,0.416,265,1
7,21,0.429,0.571,4,1
7,686,14,0.254,114,1
9,414,5.111,0.292,63,1
5,75,3,0.56,19,1
11,99,0.818,0.465,8,1
7,1029,21,0.215,173,1
8,1568,24.5,0.142,159,1
9,504,6.222,0.343,88,1
10,550,5.5,0.295,82,1
8,424,6.625,0.358,99,1
9,576,7.111,0.302,88,1
11,154,1.273,0.442,28,1
6,108,3,0.343,21,1
10,800,8,0.275,56,1
7,133,2.714,0.346,32,1
5,210,8.4,0.257,37,1
7,105,2.143,0.448,27,1
9,747,9.222,0.351,89,1
6,150,4.167,0.34,36,1
27,7209,9.889,0.362,599,1
7,77,1.571,0.351,15,1
11,4158,34.364,0.33,465,1
8,424,6.625,0.33,86,1
12,2112,14.667,0.302,244,1
9,738,9.111,0.379,119,1
8,112,1.75,0.482,16,1
8,592,9.25,0.456,109,1
2,14,3.5,0.5,2,1
10,90,0.9,0.667,2,1
9,1548,19.111,0.167,202,1
8,80,1.25,0.363,9,1
9,558,6.889,0.403,69,1
10,200,2,0.485,11,1
9,945,11.667,0.334,144,1
12,2004,13.917,0.225,234,1
7,147,3,0.34,37,1
10,580,5.8,0.402,83,1
8,568,8.875,0.238,92,1
9,441,5.444,0.222,77,1
7,105,2.143,0.2,14,1
9,1008,12.444,0.213,135,1
7,147,3,0.286,31,1
13,585,3.462,0.429,38,1
6,78,2.167,0.269,14,1
9,90,1.111,0.344,15,1
7,1435,29.286,0.109,124,1
6,126,3.5,0.349,33,1
8,968,15.125,0.431,134,1
12,3252,22.583,0.248,433,1
9,198,2.444,0.288,23,1
9,423,5.222,0.333,59,1
10,90,0.9,0.3,12,1
9,378,4.667,0.312,60,1
11,132,1.091,0.295,13,1
8,792,12.375,0.211,113,1
11,3333,27.545,0.151,67,1
7,343,7,0.3,77,1
5,470,18.8,0.183,53,1
9,4815,59.444,0.118,432,1
12,696,4.833,0.343,62,1
10,2620,26.2,0.185,369,1
7,1673,34.143,0.16,177,1
20,360,0.9,0.489,9,1
6,576,16,0.267,102,1
7,1386,28.286,0.055,62,1
8,376,5.875,0.266,64,1
6,102,2.833,0.314,14,1
12,960,6.667,0.324,127,1
6,240,6.667,0.221,37,1
7,77,1.571,0.247,14,1
9,324,4,0.611,59,1
17,1632,5.647,0.366,116,1
9,3267,40.333,0.128,326,1
8,152,2.375,0.355,27,1
6,576,16,0.302,79,1
8,344,5.375,0.372,61,1
6,186,5.167,0.301,34,1
8,72,1.125,0.375,11,1
25,7350,11.76,0.471,448,1
7,1680,34.286,0.215,221,1
10,2510,25.1,0.141,287,1
7,441,9,0.338,83,1
8,96,1.5,0.417,19,1
8,48,0.75,0.313,5,1
10,590,5.9,0.403,80,1
5,45,1.8,0.267,7,1
7,231,4.714,0.364,50,1
3,48,5.333,0.375,8,1
10,370,3.7,0.354,41,1
1,118,118,0.186,21,1
8,640,10,0.298,111,1
7,602,12.286,0.294,105,1
7,35,0.714,0.2,1,1
8,576,9,0.198,91,1
7,1134,23.143,0.096,73,1
14,1624,8.286,0.27,207,1
5,65,2.6,0.477,21,1
9,1521,18.778,0.26,217,1
6,84,2.333,0.298,14,1
8,1032,16.125,0.232,164,1
9,369,4.556,0.263,69,1
7,77,1.571,0.143,7,1
8,2168,33.875,0.314,375,1
7,126,2.571,0.357,21,1
7,315,6.429,0.2,33,1
9,1242,15.333,0.155,144,1
11,2871,23.727,0.246,366,1
7,1106,22.571,0.239,198,1
7,147,3,0.313,22,1
10,110,1.1,0.373,26,1
13,5304,31.385,0.281,579,1
10,2630,26.3,0.204,348,1
11,1298,10.727,0.459,124,1
9,108,1.333,0.454,29,1
10,220,2.2,0.332,34,1
8,624,9.75,0.244,113,1
10,360,3.6,0.319,58,1
8,504,7.875,0.333,106,1
7,119,2.429,0.311,24,1
8,104,1.625,0.365,20,1
8,456,7.125,0.434,68,1
5,30,1.2,0.433,1,1
7,399,8.143,0.414,61,1
9,324,4,0.349,62,1
6,24,0.667,0.542,7,1
7,112,2.286,0.259,14,1
8,288,4.5,0.427,60,1
10,5080,50.8,0.131,527,1
12,1224,8.5,0.257,178,1
6,102,2.833,0.451,18,1
8,272,4.25,0.426,63,1
10,510,5.1,0.306,68,1
10,3030,30.3,0.179,410,1
8,328,5.125,0.293,67,1
11,385,3.182,0.335,27,1
6,78,2.167,0.359,15,1
10,260,2.6,0.3,49,1
13,2444,14.462,0.188,275,1
6,168,4.667,0.369,35,1
5,120,4.8,0.342,31,1
17,1802,6.235,0.927,115,1
16,6384,24.938,0.369,441,1
7,91,1.857,0.286,10,1
8,1488,23.25,0.399,234,1
8,288,4.5,0.559,53,1
8,288,4.5,0.299,39,1
8,24,0.375,0.417,1,1
9,2259,27.889,0.187,317,1
5,590,23.6,0.154,63,1
8,432,6.75,0.188,53,1
9,684,8.444,0.352,106,1
9,1494,18.444,0.336,211,1
12,396,2.75,0.391,38,1
13,3458,20.462,0.398,286,1
10,2710,27.1,0.188,388,1
9,288,3.556,0.417,39,1
12,1212,8.417,0.292,178,1
12,744,5.167,0.234,110,1
7,56,1.143,0.357,7,1
13,2067,12.231,0.412,177,1
5,10,0.4,0.7,1,1
6,582,16.167,0.266,85,1
6,540,15,0.394,97,1
8,192,3,0.297,40,1
8,88,1.375,0.25,17,1
15,4020,17.867,0.413,326,1
11,209,1.727,0.598,17,1
7,266,5.429,0.327,63,1
9,117,1.444,0.564,17,1
9,288,3.556,0.33,53,1
7,343,7,0.297,49,1
23,4554,8.609,0.924,282,1
8,1240,19.375,0.452,202,1
7,413,8.429,0.242,56,1
9,81,1,0.519,1,1
9,324,4,0.54,61,1
10,980,9.8,0.379,167,1
5,175,7,0.2,8,1
9,891,11,0.464,164,1
7,63,1.286,0.286,15,1
7,133,2.714,0.406,32,1
9,1071,13.222,0.422,193,1
8,400,6.25,0.428,74,1
8,664,10.375,0.398,123,1
6,594,16.5,0.301,123,1
10,2050,20.5,0.381,257,1
9,2475,30.556,0.202,359,1
8,120,1.875,0.517,25,1
8,320,5,0.456,54,1
11,1617,13.364,0.257,264,1
6,348,9.667,0.276,82,1
1,22,22,0.318,6,1
10,880,8.8,0.248,101,1
8,96,1.5,0.479,21,1
10,450,4.5,0.296,59,1
3,9,1,0.889,1,1
9,144,1.778,0.278,27,1
9,288,3.556,0.302,42,1
10,570,5.7,0.326,94,1
9,4662,57.556,0.096,360,1
8,96,1.5,0.448,22,1
7,28,0.571,0.25,4,1
10,400,4,0.333,73,1
9,2754,34,0.192,378,1
11,4763,39.364,0.449,460,1
8,608,9.5,0.232,75,1
10,90,0.9,0.644,1,1
7,287,5.857,0.22,43,1
9,243,3,0.346,45,1
9,711,8.778,0.323,105,1
11,1298,10.727,0.26,168,1
13,2964,17.538,0.264,238,1
11,242,2,0.603,17,1
8,384,6,0.341,67,1
9,423,5.222,0.371,57,1
13,494,2.923,0.314,43,1
8,64,1,0.234,10,1
9,324,4,0.506,58,1
5,65,2.6,0.338,10,1
6,570,15.833,0.3,104,1
11,1507,12.455,0.317,177,1
10,360,3.6,0.367,58,1
12,1260,8.75,0.37,160,1
7,49,1,0.429,11,1
8,168,2.625,0.339,29,1
18,2844,8.778,0.198,229,1
7,28,0.571,0.286,4,1
9,1215,15,0.249,193,1
14,4760,24.286,0.383,360,1
9,1134,14,0.466,186,1
8,1400,21.875,0.156,183,1
9,2799,34.556,0.163,340,1
10,530,5.3,0.294,89,1
9,495,6.111,0.275,71,1
19,3819,10.579,0.238,439,1
10,960,9.6,0.418,161,1
16,6640,25.938,0.389,499,1
23,2116,4,0.145,212,1
6,492,13.667,0.274,97,1
11,737,6.091,0.269,67,1
9,774,9.556,0.301,105,1
9,198,2.444,0.298,28,1
11,253,2.091,0.415,30,1
6,114,3.167,0.289,24,1
5,135,5.4,0.607,35,1
11,946,7.818,0.332,143,1
13,481,2.846,0.322,44,1
8,1184,18.5,0.196,181,1
7,245,5,0.347,56,1
8,304,4.75,0.128,21,1
6,42,1.167,0.333,6,1
8,152,2.375,0.388,34,1
7,217,4.429,0.461,47,1
10,1270,12.7,0.388,210,1
8,104,1.625,0.404,20,1
10,270,2.7,0.367,53,1
7,182,3.714,0.33,29,1
9,342,4.222,0.444,56,1
7,2401,49,0.213,352,1
7,77,1.571,0.325,18,1
9,774,9.556,0.337,119,1
8,360,5.625,0.367,54,1
8,136,2.125,0.353,24,1
7,210,4.286,0.329,50,1
7,182,3.714,0.396,36,1
9,963,11.889,0.204,138,1
13,845,5,0.302,99,1
7,161,3.286,0.348,41,1
7,357,7.286,0.207,65,1
10,80,0.8,0.6,8,1
8,352,5.5,0.486,58,1
9,4815,59.444,0.192,654,1
7,70,1.429,0.286,16,1
9,108,1.333,0.38,28,1
8,208,3.25,0.37,32,1
7,294,6,0.235,52,1
8,264,4.125,0.375,52,1
41,2747,1.634,0.441,36,1
6,108,3,0.287,7,1
10,450,4.5,0.282,69,1
12,5976,41.5,0.307,752,1
8,1360,21.25,0.277,236,1
12,324,2.25,0.318,39,1
8,120,1.875,0.267,14,1
10,370,3.7,0.154,41,1
8,272,4.25,0.36,52,1
8,552,8.625,0.415,106,1
8,760,11.875,0.187,106,1
28,1260,1.607,0.368,59,1
8,104,1.625,0.442,23,1
9,297,3.667,0.259,46,1
10,480,4.8,0.3,67,1
7,91,1.857,0.308,21,1
9,963,11.889,0.375,186,1
25,4675,7.48,0.486,306,1
8,96,1.5,0.458,17,1
12,3420,23.75,0.411,324,1
6,102,2.833,0.255,22,1
10,2280,22.8,0.26,316,1
8,104,1.625,0.529,19,1
10,5080,50.8,0.16,578,1
8,280,4.375,0.393,56,1
11,220,1.818,0.168,11,1
12,4908,34.083,0.302,515,1
5,145,5.8,0.4,31,1
6,582,16.167,0.232,87,1
7,308,6.286,0.169,33,1
5,265,10.6,0.223,46,1
11,2508,20.727,0.282,239,1
8,200,3.125,0.335,40,1
10,640,6.4,0.189,57,1
4,392,24.5,0.523,96,1
11,3707,30.636,0.175,296,1
8,936,14.625,0.173,125,1
12,828,5.75,0.332,98,1
7,28,0.571,0.429,5,1
10,410,4.1,0.356,68,1
10,270,2.7,0.344,39,1
10,410,4.1,0.278,59,1
5,55,2.2,0.436,14,1
8,160,2.5,0.456,31,1
5,145,5.8,0.4,36,1
7,329,6.714,0.322,61,1
7,455,9.286,0.407,85,1
6,24,0.667,0.625,3,1
8,336,5.25,0.363,56,1
11,88,0.727,0.443,1,1
6,168,4.667,0.143,14,1
9,45,0.556,0.244,5,1
12,312,2.167,0.276,39,1
10,2610,26.1,0.269,388,1
12,4596,31.917,0.307,485,1
11,693,5.727,0.413,93,1
10,2620,26.2,0.19,377,1
8,184,2.875,0.255,22,1
8,112,1.75,0.429,20,1
7,266,5.429,0.308,53,1
10,2710,27.1,0.197,386,1
11,1309,10.818,0.268,204,1
3,9,1,0.778,1,1
6,54,1.5,0.352,12,1
10,330,3.3,0.282,51,1
11,451,3.727,0.337,52,1
5,60,2.4,0.317,13,1
23,2714,5.13,0.293,385,1
8,160,2.5,0.506,33,1
10,570,5.7,0.556,61,1
9,1089,13.444,0.356,176,1
16,3888,15.188,0.394,278,1
8,2768,43.25,0.144,304,1
5,35,1.4,0.4,6,1
10,460,4.6,0.317,79,1
10,540,5.4,0.319,94,1
8,120,1.875,0.458,25,1
11,352,2.909,0.344,45,1
16,6224,24.313,0.364,424,1
13,5070,30,0.182,593,1
7,77,1.571,0.351,18,1
5,40,1.6,0.375,1,1
9,918,11.333,0.18,137,1
16,6112,23.875,0.375,444,1
7,252,5.143,0.278,56,1
6,258,7.167,0.337,52,1
6,96,2.667,0.198,8,1
9,243,3,0.358,47,1
6,150,4.167,0.273,35,1
8,856,13.375,0.384,155,1
10,1520,15.2,0.297,208,1
10,610,6.1,0.487,95,1
7,210,4.286,0.352,48,1
7,259,5.286,0.305,54,1
8,2416,37.75,0.211,356,1
10,410,4.1,0.339,69,1
11,132,1.091,0.432,13,1
9,4590,56.667,0.161,566,1
12,5964,41.417,0.297,789,1
8,1664,26,0.194,196,1
9,639,7.889,0.294,87,1
13,5291,31.308,0.266,609,1
10,1770,17.7,0.26,261,1
9,684,8.444,0.363,114,1
13,1911,11.308,0.358,190,1
8,656,10.25,0.393,107,1
8,880,13.75,0.23,122,1
11,594,4.909,0.258,77,1
23,2760,5.217,0.942,149,1
9,2196,27.111,0.237,327,1
9,441,5.444,0.587,83,1
5,35,1.4,0.657,6,1
9,747,9.222,0.284,111,1
14,2562,13.071,0.39,205,1
11,484,4,0.308,74,1
11,99,0.818,0.515,6,1
8,312,4.875,0.282,44,1
7,140,2.857,0.421,24,1
8,256,4,0.367,38,1
7,490,10,0.371,96,1
6,36,1,0.528,6,1
8,280,4.375,0.321,51,1
8,200,3.125,0.405,41,1
4,176,11,0.267,26,1
12,156,1.083,0.391,26,1
9,738,9.111,0.37,114,1
11,88,0.727,0.602,9,1
9,405,5,0.259,75,1
7,329,6.714,0.286,67,1
8,800,12.5,0.245,124,1
11,330,2.727,0.297,41,1
6,534,14.833,0.303,89,1
10,860,8.6,0.326,151,1
5,20,0.8,0.45,4,1
8,512,8,0.252,79,1
10,520,5.2,0.319,89,1
7,1617,33,0.26,246,1
7,2625,53.571,0.092,200,1
8,168,2.625,0.435,31,1
8,384,6,0.221,62,1
7,84,1.714,0.226,8,1
9,720,8.889,0.293,114,1
22,1562,3.227,0.536,72,1
11,2695,22.273,0.353,344,1
8,168,2.625,0.411,27,1
9,999,12.333,0.188,126,1
7,77,1.571,0.312,16,1
14,70,0.357,0.443,5,1
10,1260,12.6,0.41,196,1
9,1665,20.556,0.386,227,1
9,81,1,0.728,8,1
5,465,18.6,0.351,98,1
9,765,9.444,0.302,127,1
12,3732,25.917,0.195,443,1
6,486,13.5,0.282,102,1
10,1590,15.9,0.377,192,1
12,300,2.083,0.32,37,1
6,72,2,0.292,13,1
10,230,2.3,0.317,31,1
25,8500,13.6,0.866,444,1
7,301,6.143,0.219,52,1
10,110,1.1,0.382,28,1
4,72,4.5,0.333,14,1
10,110,1.1,0.273,19,1
12,1176,8.167,0.267,135,1
7,98,2,0.316,21,1
10,100,1,0.52,1,1
11,1353,11.182,0.48,113,1
10,360,3.6,0.356,55,1
7,98,2,0.357,23,1
9,81,1,0.321,2,1
17,391,1.353,0.419,25,1
7,56,1.143,0.375,13,1
8,256,4,0.402,57,1
6,108,3,0.537,22,1
11,484,4,0.314,79,1
8,64,1,0.234,3,1
11,737,6.091,0.331,107,1
8,1720,26.875,0.416,243,1
13,871,5.154,0.432,57,1
24,6768,11.75,0.443,384,1
8,336,5.25,0.39,54,1
9,1953,24.111,0.168,235,1
10,380,3.8,0.439,59,1
16,3280,12.813,0.401,245,1
7,756,15.429,0.362,130,1
11,2981,24.636,0.177,353,1
8,1008,15.75,0.209,146,1
6,576,16,0.259,88,1
9,873,10.778,0.317,157,1
11,253,2.091,0.585,18,1
8,56,0.875,0.375,10,1
10,530,5.3,0.343,91,1
8,608,9.5,0.388,112,1
7,21,0.429,0.571,3,1
9,1818,22.444,0.087,122,1
8,512,8,0.301,80,1
6,60,1.667,0.267,9,1
24,2016,3.5,0.474,110,1
8,48,0.75,0.5,8,1
19,532,1.474,0.588,24,1
8,296,4.625,0.375,50,1
7,553,11.286,0.566,88,1
9,1566,19.333,0.178,163,1
8,864,13.5,0.196,126,1
10,1700,17,0.261,268,1
10,280,2.8,0.343,45,1
3,9,1,0.889,1,1
