@relation phoneme

@attribute Aa numeric
@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
3.026,-0.273,0.27,0
2.56,1.439,0.391,0
1.657,2.263,0.226,0
0.228,1.38,0.535,0
1.04,2.638,0.913,0
0.238,1.615,-0.487,0
2.957,0.36,-0.266,0
1.237,1.274,-0.1,0
1.902,0.911,0.189,0
0.098,0.381,-0.469,0
2.467,1.238,0.149,0
0.826,0.824,-0.182,0
-0.191,-0.863,-0.577,0
0.325,0.779,-1.354,0
0.303,2.016,0.305,0
2.708,0.925,-0.075,0
0.25,0.5,0.831,0
2.035,1.726,-0.165,0
0.269,1.351,-0.64,0
1.031,1.991,0.194,0
3.108,-0.295,-0.073,0
0.555,2.557,0.578,0
2.463,1.019,0.113,0
2.617,0.969,-0.087,0
0.568,0.892,0.848,0
2.726,0.966,0.455,0
0.324,1.719,0.254,0
1.413,2.811,-0.216,0
0.639,2.275,-0.418,0
0.322,1.754,0.269,0
0.121,0.671,2.188,0
1.304,2.43,0.643,0
-0.314,-0.724,-0.163,0
0.718,0.574,1.189,0
2.459,0.293,0.075,0
0.539,2.962,0.588,0
2.725,0.297,0.222,0
2.039,1.226,0.35,0
0.749,2.499,-0.428,0
0.234,1.459,1.016,0
0.119,0.604,2.457,0
1.364,1.941,-0.129,0
0.568,2.495,-0.485,0
0.232,1.298,-0.482,0
0.518,1.251,-0.118,0
2.064,1.895,-0.229,0
1.715,1.682,1.275,0
0.265,1.666,0.37,0
0.122,0.592,2.546,0
0.108,0.464,1.08,0
-0.309,0.907,-0.659,0
0.104,0.496,-0.401,0
0.264,1.209,-0.669,0
0.886,2.959,-0.184,0
0.347,0.487,1.298,0
0.12,0.311,1.818,0
0.228,0.471,1.184,0
0.288,2.901,0.25,0
0.337,1.18,0.741,0
1.878,0.892,1.609,0
0.366,1.727,0.386,0
0.763,1.677,-0.14,0
0.288,0.891,1.42,0
0.374,1.217,0.693,0
0.375,1.797,0.401,0
1.396,2.19,0.617,0
0.702,2.288,-0.424,0
2.493,0.322,-0.096,0
1.207,1.576,0.337,0
1.802,1.243,0.141,0
0.249,1.147,-0.844,0
0.245,0.624,1.077,0
0.301,1.809,-0.138,0
2.441,1.09,0.204,0
2.724,0.297,0.222,0
-0.076,1.072,-0.699,0
1.335,1.345,-0.089,0
0.138,0.753,1.894,0
0.408,0.949,-0.481,0
1.246,1.017,0.208,0
0.579,3.262,-0.285,0
0.257,0.317,2.224,0
0.533,3.131,-0.27,0
2.18,1.275,0.427,0
0.292,1.056,-0.652,0
0.368,2.197,0.634,0
1.067,2.854,-0.195,0
1.609,2.165,-0.547,0
0.123,0.808,-0.971,0
0.389,1.798,-0.153,0
0.091,0.36,-1.093,0
1.482,1.502,0.413,0
0.657,2.138,0.292,0
1.947,0.99,0.14,0
0.34,1.823,0.273,0
1.247,2.31,-0.157,0
2.898,0.474,-0.234,0
2.619,0.853,0.091,0
0.412,3.66,-0.343,0
0.985,1.104,0.679,0
0.838,1.825,0.296,0
1.351,2.481,0.572,0
0.121,0.635,1.534,0
0.283,1.008,-0.895,0
0.259,0.725,1.092,0
0.816,0.855,0.084,0
1.158,0.988,0.094,0
0.083,0.345,1.171,0
0.206,1.345,0.693,0
0.255,3.145,1.274,0
0.412,0.808,1.937,0
0.274,1.114,0.558,0
0.134,0.612,2.024,0
0.574,2.549,0.268,0
0.331,2.723,-0.269,0
0.775,1.66,0.452,0
0.108,0.298,1.854,0
0.354,2.077,-0.609,0
0.366,2.989,0.331,0
0.483,2.187,0.606,0
0.828,2.132,-0.205,0
0.726,1.023,-0.1,0
0.782,2.546,-0.43,0
3.393,0.377,-0.077,0
0.629,2.94,0.313,0
0.241,1.841,0.379,0
0.344,1.121,1.178,0
-0.053,4.32,-0.243,0
0.237,1.471,0.986,0
0.634,2.292,-0.353,0
0.359,0.601,0.928,0
0.814,2.493,0.301,0
0.106,0.455,1.748,0
0.448,2.085,-0.169,0
0.159,1.307,0.332,0
0.424,2.48,0.388,0
3.644,-0.294,-0.072,0
1.706,1.949,-0.09,0
1.257,2.24,0.233,0
0.147,0.417,-0.73,0
0.136,0.679,0.663,0
1.195,1.537,-0.115,0
1.094,2.35,0.183,0
0.461,0.585,1.773,0
1.235,1.996,0.21,0
1.441,0.97,0.265,0
0.546,2.203,-0.597,0
0.76,2.556,-0.221,0
1.022,2.186,0.803,0
0.128,0.389,1.049,0
1.223,2.363,-0.153,0
1.338,1.555,0.516,0
0.247,0.645,1.719,0
1.661,2.278,0.429,0
0.337,1.919,0.274,0
0.284,1.945,0.609,0
-0.363,1.817,-0.358,0
0.593,2.197,-0.351,0
0.206,0.605,1.918,0
2.222,1.239,0.147,0
0.41,2.084,0.426,0
2.317,0.282,-0.397,0
0.245,2.017,0.99,0
0.513,1.105,-0.358,0
0.125,0.845,-0.737,0
1.24,2.47,0.231,0
2.793,0.285,-0.314,0
2.063,0.734,0.488,0
2.606,1.238,0.869,0
2.045,0.531,-0.445,0
0.166,0.873,-0.837,0
3.22,0.598,0.096,0
0.165,0.496,0.781,0
3.092,-0.37,-0.077,0
1.001,1.491,-0.094,0
0.791,2.125,0.279,0
0.674,1.174,0.622,0
2.314,1.351,-0.138,0
0.238,1.519,0.27,0
1.91,1.253,-0.097,0
1.801,0.525,0.236,0
1.183,1.857,-0.114,0
0.693,2.371,0.312,0
1.569,1.44,0.129,0
-0.147,1.023,0.901,0
1.601,1.79,-0.127,0
1.688,1.674,-0.348,0
1.163,1.911,-0.211,0
0.669,2.047,-0.248,0
0.117,0.571,1.128,0
1.735,1.654,-0.351,0
0.39,1.961,0.452,0
0.36,1.966,0.319,0
1.01,0.987,-0.096,0
0.166,0.589,2.079,0
0.336,0.875,1.339,0
1.236,1.94,-0.177,0
2.946,1.555,-0.097,0
2.655,0.577,0.835,0
1.92,1.27,0.113,0
0.11,0.787,-0.741,0
0.154,0.343,-0.59,0
3.104,-0.277,0.122,0
0.296,1.004,0.807,0
0.847,1.63,0.351,0
0.883,2.215,0.337,0
3.078,0.338,0.211,0
0.229,1.09,0.525,0
0.134,0.334,1.189,0
0.242,0.555,1.59,0
-0.129,1.094,-0.844,0
0.266,1.04,-0.833,0
0.242,1.661,0.4,0
0.1,0.261,1.385,0
1.288,0.722,0.095,0
1.466,1.585,1.371,0
2.299,0.98,-0.217,0
0.628,2.801,0.493,0
0.87,3.42,-0.245,0
0.541,2.888,-0.254,0
2.996,0.619,-0.067,0
2.486,0.532,0.087,0
2.078,0.918,0.126,0
0.412,1.999,-0.174,0
0.798,2.84,-0.189,0
1.892,1.535,0.186,0
1.836,0.925,0.195,0
0.58,1.03,-0.391,0
2.453,0.888,0.375,0
0.273,1.03,0.792,0
0.212,0.656,1.481,0
0.29,0.831,0.87,0
0.252,2.498,0.347,0
0.216,1.037,-0.65,0
0.36,2.56,-0.568,0
2.558,0.56,0.476,0
3.287,0.432,0.7,0
2.474,0.334,0.208,0
0.076,0.254,0.383,0
0.14,0.847,-0.703,0
0.221,1.265,0.504,0
0.062,0.311,-0.534,0
1.092,3.108,-0.263,0
0.251,0.542,-0.615,0
0.469,2.577,0.771,0
3.658,-0.285,-0.082,0
-0.32,-0.587,-0.637,0
1.227,1.634,0.183,0
3.272,0.713,-0.085,0
2.043,1.455,0.394,0
0.715,2.722,-0.281,0
2.237,1.288,0.442,0
0.842,1.87,0.327,0
0.229,1.178,-0.581,0
2.173,1.297,0.137,0
0.289,1.159,0.379,0
0.54,3.144,-0.261,0
0.508,2.937,0.263,0
2.544,0.78,0.243,0
0.996,1.089,0.177,0
2.733,0.493,0.082,0
0.86,2.661,-0.18,0
0.551,2.308,-0.189,0
2.328,0.651,0.131,0
0.267,1.123,-0.485,0
2.819,0.719,-0.26,0
0.14,0.589,1.963,0
0.698,2.98,-0.307,0
0.717,1.937,-0.257,0
0.415,2.713,0.789,0
2.936,0.788,0.093,0
0.178,1.152,-0.477,0
0.236,1.165,-0.919,0
0.2,0.565,1.958,0
1.168,2.156,-0.122,0
0.854,2.146,0.312,0
0.418,2.521,0.42,0
1.677,1.795,-0.269,0
0.453,0.577,1.883,0
3.75,-0.256,0.194,0
1.055,1.185,0.182,0
2.168,0.402,-0.083,0
1.21,0.592,0.179,0
0.533,2.235,0.496,0
0.277,1.079,-0.688,0
0.577,3.515,0.333,0
1.026,2.185,0.206,0
0.58,2.975,-0.255,0
0.479,2.502,0.323,0
0.245,1.677,0.508,0
0.128,0.351,2.105,0
3.731,0.623,-0.083,0
0.22,1.327,-0.376,0
0.64,2.462,-0.335,0
0.372,0.48,1.296,0
0.081,0.381,0.93,0
0.317,0.745,1.61,0
1.601,2.2,0.576,0
2.713,0.666,-0.273,0
2.146,0.439,0.129,0
0.094,0.508,2.071,0
3.66,0.423,0.362,0
0.337,2.682,0.317,0
0.255,1,-0.959,0
0.378,2.203,0.783,0
0.639,2.884,-0.377,0
0.108,0.753,0.723,0
0.67,3.124,-0.285,0
0.653,2.511,0.247,0
0.312,0.847,1.911,0
0.303,1.571,-0.488,0
0.16,0.468,0.798,0
1.402,1.426,-0.145,0
0.505,2.669,-0.296,0
3.381,0.566,0.202,0
0.435,2.108,-0.544,0
0.15,0.933,-0.742,0
1.376,1.472,0.24,0
0.559,2.887,0.487,0
0.996,1.174,0.324,0
-0.099,1.137,-0.724,0
0.404,1.029,-0.799,0
0.386,0.998,-0.665,0
1.89,1.009,0.366,0
0.898,2.733,-0.161,0
0.563,2.583,-0.17,0
0.719,2.628,0.253,0
2.404,0.651,0.073,0
0.499,1.921,-0.35,0
0.102,0.551,-0.624,0
0.34,1.238,0.45,0
0.202,0.672,1.99,0
1.757,0.972,1.579,0
0.539,2.177,-0.598,0
0.186,1.112,1.309,0
1.773,1.634,-0.121,0
2.819,0.34,0.085,0
-0.211,-0.514,1.065,0
0.139,0.838,-0.714,0
1.009,2.476,0.426,0
-0.199,-0.562,1.824,0
0.273,2.686,0.465,0
0.197,2.013,-0.6,0
1.936,0.848,0.154,0
0.503,2.681,-0.278,0
2.056,1.155,0.227,0
-0.158,1.356,-0.745,0
0.195,1.18,-0.373,0
3.436,0.372,-0.065,0
2.158,0.882,0.112,0
0.642,2.75,0.322,0
1.149,1.11,-0.08,0
0.056,0.245,-0.428,0
0.553,2.15,0.39,0
0.865,1.165,-0.395,0
2.94,0.495,0.337,0
0.179,1.111,-0.639,0
0.265,0.819,-0.627,0
0.767,1.165,-0.1,0
0.837,2.421,-0.271,0
1.034,1.039,0.198,0
0.154,0.339,-0.625,0
0.413,0.945,0.998,0
1.215,1.101,-0.082,0
0.648,2.694,-0.24,0
0.087,0.425,1.916,0
0.379,2.85,0.557,0
0.368,1.698,0.372,0
0.892,1.534,0.118,0
0.558,3.17,-0.281,0
0.338,1.087,-0.824,0
0.789,2.739,1.265,0
0.36,2.311,-0.289,0
1.057,0.866,0.073,0
0.147,0.696,0,0
0.452,2.261,0.717,0
0.829,1.838,0.24,0
0.279,1.643,0.331,0
3.498,0.468,-0.064,0
0.133,0.604,2.193,0
0.374,1.254,0.576,0
0.352,2.01,0.314,0
0.175,1.247,0.482,0
2.723,0.583,-0.071,0
1.274,1.307,-0.079,0
0.124,0.398,1.031,0
2.537,1.261,0.523,0
1.825,2.402,-0.143,0
0.666,1.858,-0.432,0
-0.193,1.33,-0.661,0
0.584,2.874,0.521,0
2.631,1.024,0.812,0
0.43,2.541,-0.482,0
0.589,0.89,0.931,0
-0.148,1.243,-0.757,0
0.254,3.163,1.249,0
0.75,2.069,-0.193,0
1.338,1.555,0.517,0
0.364,1.876,-0.613,0
0.6,0.791,0.733,0
0.157,0.678,1.131,0
2.865,-0.213,0.099,0
3.148,0.635,0.094,0
0.165,0.954,2.003,0
0.614,2.482,0.553,0
0.279,2.745,0.231,0
3.348,-0.276,-0.07,0
0.486,2.345,0.674,0
0.158,0.825,-0.892,0
0.228,1.054,0.479,0
-0.181,0.649,-0.833,0
0.594,1.964,1.778,0
0.243,1.234,-0.554,0
1.301,2.591,-0.246,0
0.524,2.181,0.329,0
0.323,1.208,-0.702,0
0.341,3.256,0.3,0
0.289,1.29,-0.784,0
3.598,-0.319,0.078,0
2.428,0.981,0.24,0
0.144,0.888,1.646,0
0.044,0.301,0.459,0
0.434,0.381,0.984,0
0.212,1.237,1.092,0
0.564,3.093,0.63,0
2.209,1.314,0.529,0
2.665,0.834,-0.276,0
3.06,0.584,0.326,0
0.55,2.247,0.503,0
0.308,1.825,0.35,0
4.107,0.607,-0.047,0
2.721,0.652,-0.063,0
0.253,1.762,1.081,0
1.084,1.32,-0.113,0
0.226,0.807,-0.703,0
1.079,2.048,1.475,0
1.038,1.656,0.371,0
0.227,0.686,1.873,0
1.822,0.767,0.149,0
0.265,1.678,0.324,0
0.345,2.885,0.618,0
0.279,0.67,1.477,0
0.461,1.913,0.247,0
0.324,2.576,0.543,0
0.158,0.281,1.072,0
0.305,1.632,-0.131,0
1.903,1.271,0.122,0
0.259,1.683,0.469,0
3.172,0.774,-0.092,0
0.736,2.022,0.179,0
0.14,0.351,0.552,0
0.328,1.107,0.776,0
0.967,2.689,-0.337,0
3.13,0.557,0.181,0
0.776,2.22,-0.194,0
0.303,1.426,0.327,0
0.138,0.34,1.308,0
1.181,1.305,1.809,0
0.19,0.496,1.781,0
2.163,0.875,-0.095,0
0.518,2.759,-0.312,0
0.58,3.373,-0.245,0
0.142,0.573,1.693,0
2.466,0.78,-0.118,0
1.126,2.136,-0.165,0
0.401,1.159,-0.69,0
-0.155,1.643,0.62,0
0.642,2.01,-0.395,0
3.496,-0.273,0.11,0
2.676,0.308,0.983,0
0.288,1.247,-0.914,0
0.205,1.397,0.508,0
0.072,1.116,0.624,0
2.256,0.508,-0.066,0
0.516,1.509,0.783,0
0.095,0.496,0.523,0
0.486,1.584,-0.48,0
1.004,2.024,1.205,0
0.58,3.393,0.41,0
0.095,0.413,1.258,0
3.639,0.608,-0.095,0
0.193,0.788,1.37,0
0.519,2.023,0.649,0
3.772,0.877,0.11,0
0.325,1.122,-0.798,0
0.65,3.042,-0.256,0
0.252,1.133,-0.701,0
0.102,0.564,-0.965,0
2.198,0.27,1.842,0
0.074,0.307,-0.594,0
0.107,0.392,0.874,0
0.383,1.267,0.575,0
0.238,0.454,1.38,0
1.363,1.396,-0.127,0
1.58,1.639,0.28,0
0.303,1.696,0.449,0
0.986,2.211,-0.485,0
3.537,0.411,-0.073,0
1.198,2.3,-0.17,0
0.186,1.411,0.649,0
0.44,1.846,0.244,0
0.595,1.653,0.205,0
1.687,1.914,-0.148,0
0.563,1.967,-0.589,0
-0.801,0.884,0.341,0
0.229,1.748,0.259,0
0.268,2.019,0.629,0
0.74,3.204,0.383,0
0.159,0.935,-0.991,0
0.25,1.016,-0.745,0
0.924,2.334,-0.175,0
0.252,2.769,0.331,0
1.534,1.45,1.677,0
0.265,1.442,0.306,0
0.65,2.187,-0.179,0
0.487,1.592,0.688,0
0.89,1.42,-0.097,0
-0.982,1.558,-0.136,0
0.534,2.848,-0.215,0
1.396,2.01,-0.156,0
0.233,1.546,0.716,0
0.128,0.442,2.045,0
0.35,1.14,0.763,0
-0.152,1.182,-0.991,0
0.325,0.758,0.746,0
0.525,0.974,-0.586,0
0.424,0.428,1.114,0
0.805,2.64,-0.223,0
3.617,-0.272,0.224,0
0.324,1.276,0.378,0
-0.193,2.404,0.491,0
1.032,2.486,0.28,0
0.917,2.238,0.247,0
1.022,1.836,0.236,0
2.444,0.273,0.156,0
0.31,1.074,1.139,0
0.281,0.867,-0.525,0
2.509,0.294,0.214,0
0.987,2.4,-0.164,0
2.639,1.46,0.674,0
0.236,0.995,0.489,0
0.144,0.448,0.775,0
0.976,0.774,-0.091,0
2.504,0.461,0.17,0
0.434,2.539,-0.374,0
0.191,0.609,0.81,0
1.122,2.532,-0.158,0
0.088,0.611,2.181,0
2.509,0.944,-0.107,0
0.376,1.968,-0.275,0
0.351,1.331,0.488,0
2.884,1.03,0.219,0
0.119,0.639,0.549,0
0.706,2.845,-0.202,0
3.218,-0.364,0.094,0
2.515,0.35,1.463,0
0.771,2.719,-0.168,0
0.329,0.432,1.44,0
1.117,2.55,-0.222,0
2.91,0.359,0.149,0
0.42,2.529,0.237,0
2.041,0.906,0.279,0
3.087,-0.304,-0.072,0
0.345,2.558,-0.497,0
1.928,2.195,-0.138,0
0.83,1.972,-0.185,0
0.123,0.586,2.496,0
1.633,1.148,-0.309,0
3.227,0.521,-0.08,0
0.704,0.966,0.146,0
0.193,0.996,-0.867,0
2.745,-0.224,0.097,0
3.078,0.339,0.211,0
0.349,0.653,-0.73,0
2.318,1.826,0.991,0
0.73,2.928,-0.189,0
0.24,1.023,-0.557,0
-0.194,2.018,0.504,0
0.279,0.592,1.236,0
1.195,-0.837,0.144,0
0.727,1.561,0.236,0
0.798,1.703,0.333,0
0.832,2.711,0.381,0
0.515,2.984,0.352,0
0.264,1.064,-0.627,0
0.74,2.32,0.208,0
1.007,2.844,0.422,0
2.952,1.197,0.466,0
3.489,0.378,-0.068,0
2.545,0.316,0.087,0
2.765,1.015,0.546,0
0.665,2.971,0.257,0
2.456,0.964,0.849,0
0.393,1.802,-0.123,0
0.677,1.848,0.329,0
0.218,1.072,-0.603,0
0.189,0.529,-0.704,0
2.508,1.436,0.158,0
0.09,0.324,0.468,0
-0.239,-0.788,-0.287,0
1.21,2.399,0.288,0
0.973,2.317,1.452,0
0.347,2.162,0.423,0
0.371,1.042,-0.786,0
0.392,1.443,0.423,0
0.965,1.317,-0.121,0
0.401,1.813,0.505,0
1.799,2.156,-0.197,0
0.216,0.365,0.981,0
0.213,1.032,-0.676,0
0.225,1.075,-0.734,0
3.01,0.67,0.122,0
0.309,2.255,0.299,0
0.555,2.793,-0.182,0
0.092,0.476,0.505,0
2.095,0.66,0.068,0
-0.188,1.167,-0.745,0
2.324,0.65,0.131,0
2.99,0.309,-0.171,0
0.24,1.851,0.286,0
0.405,3.056,-0.304,0
3.043,-0.317,-0.072,0
0.564,1.178,-0.319,0
1.204,1.729,0.175,0
1.471,1.344,0.155,0
0.385,1.242,-0.34,0
0.635,3.054,0.31,0
0.132,0.588,1.318,0
-1.7,-1.279,0.202,0
1.126,2.533,0.183,0
0.289,1.721,2.044,0
2.255,1.117,0.448,0
0.592,2.258,0.295,0
0.83,3.041,0.547,0
0.62,2.292,-0.212,0
1.021,2.361,0.228,0
0.129,0.355,1.469,0
3.632,0.732,-0.082,0
1.322,1.153,0.371,0
0.597,1.624,-0.473,0
0.183,1.354,-0.754,0
1.29,2.79,-0.266,0
2.705,0.539,-0.084,0
1.418,1.756,-0.132,0
1.798,1.851,-0.124,0
0.538,1.064,-0.309,0
0.273,1.306,-0.523,0
2.414,1.231,0.131,0
1.036,2.396,1.399,0
1.146,1.998,-0.189,0
1.075,2.002,1.461,0
1.288,2.328,-0.201,0
0.515,1.952,-0.345,0
0.692,2.444,-0.199,0
3.716,0.55,0.454,0
0.172,0.662,1.093,0
0.792,2.015,1.552,0
2.393,0.336,-0.053,0
-0.197,1.972,0.477,0
0.588,2.574,-0.412,0
0.757,1.605,0.236,0
2.976,1.442,-0.139,0
1.487,1.568,-0.261,0
2.119,1.064,0.116,0
0.257,0.577,1.253,0
0.405,1.153,-0.772,0
2.364,0.747,-0.078,0
0.533,2.581,-0.227,0
0.121,0.268,-0.611,0
0.455,2.047,0.322,0
0.85,1.384,-0.112,0
0.225,2.497,0.278,0
0.253,1.317,-0.454,0
0.33,1.209,-0.73,0
0.66,2.362,0.298,0
0.65,3.308,-0.263,0
0.991,2.986,0.648,0
0.792,2.117,0.234,0
0.191,0.519,2.156,0
1.041,1.631,0.34,0
0.128,0.621,2.052,0
0.439,2.005,-0.752,0
0.539,2.612,0.511,0
1.304,1.082,0.137,0
0.336,2.902,0.552,0
0.163,0.854,0.721,0
0.205,1.266,-0.874,0
0.205,1.433,0.327,0
0.584,2.299,0.344,0
0.141,0.345,0.969,0
3.359,0.476,-0.264,0
0.319,2.535,0.428,0
0.211,1.327,-0.647,0
2.756,0.266,0.194,0
0.493,2.278,1.631,0
0.335,2.197,-0.168,0
2.063,1.161,0.103,0
0.142,0.335,1.116,0
0.502,2.169,-0.253,0
1.565,0.495,0.11,0
0.477,0.953,-0.338,0
0.981,2.208,1.5,0
0.438,2.465,-0.202,0
0.407,1.041,-0.535,0
0.137,0.621,2.234,0
0.456,2.315,0.703,0
0.472,0.956,-0.356,0
0.348,1.224,0.83,0
2.513,0.349,1.461,0
0.932,2.3,-0.202,0
0.321,1.523,-0.577,0
1.586,2.256,0.196,0
0.11,0.469,0.647,0
0.686,3.259,-0.225,0
2.112,1.354,-0.097,0
-0.22,3.101,-0.313,0
1.16,1.236,-0.093,0
0.257,0.57,1.559,0
0.56,2.19,-0.512,0
0.796,1.331,-0.101,0
3.087,0.57,-0.254,0
0.228,0.845,-0.56,0
-0.239,3.211,-0.311,0
0.773,3.556,-0.25,0
0.327,2.3,0.333,0
1.851,0.249,0.097,0
1.696,1.867,0.139,0
1.926,0.811,0.162,0
3.236,0.591,-0.069,0
0.371,2.428,0.357,0
0.325,0.806,1.262,0
0.281,1.518,-0.893,0
0.255,0.496,0.936,0
3.343,-0.28,0.077,0
0.212,1.587,-0.339,0
0.619,2.238,-0.184,0
2.509,0.448,-0.387,0
2.76,0.279,0.21,0
0.169,0.41,-0.646,0
2.437,1.412,0.15,0
0.398,1.887,-0.292,0
3.004,-0.317,0.126,0
0.293,1.058,-0.756,0
2.039,1.226,0.35,0
0.622,3.087,-0.252,0
2.177,1.375,-0.083,0
0.288,1.596,0.413,0
0.371,2.324,-0.168,0
0.369,3.048,0.7,0
0.171,0.958,-0.762,0
0.268,1.599,0.28,0
1.051,2.063,0.231,0
0.686,1.876,-0.326,0
1.26,0.695,0.112,0
0.152,0.824,2.058,0
2.916,0.539,0.125,0
0.736,2.36,1.439,0
0.093,0.395,-0.461,0
2.747,0.745,-0.066,0
0.647,3.212,-0.223,0
0.159,1.028,-0.768,0
2.889,0.336,-0.075,0
1.84,-0.254,0.153,0
0.17,1.356,0.333,0
0.311,1.405,-0.45,0
0.207,0.729,1.448,0
0.571,1.806,-0.37,0
2.057,0.308,0.071,0
0.302,3.129,0.289,0
0.514,2.276,-0.189,0
2.942,0.581,0.089,0
0.951,2.417,0.438,0
0.352,1.828,-0.165,0
0.324,1.31,-0.298,0
0.157,0.432,1.902,0
1.287,2.039,-0.476,0
0.761,1.655,-0.175,0
3.084,0.782,-0.088,0
0.207,1.141,-0.548,0
3.226,-0.214,-0.075,0
1.889,1.009,0.366,0
0.745,2.821,-0.249,0
1.555,2.057,0.286,0
0.187,0.744,1.26,0
1.074,2.424,-0.197,0
1.156,1.86,-0.115,0
2.337,0.69,0.223,0
1.719,0.6,0.089,0
2.026,1.041,0.522,0
0.736,2.7,0.255,0
1.312,2.591,0.534,0
0.996,1.283,-0.108,0
0.146,0.75,1.066,0
2.089,0.672,0.078,0
-0.202,2.328,0.592,0
0.529,2.477,-0.484,0
-0.668,-0.709,-0.143,0
0.794,1.828,-0.201,0
0.253,0.406,1.568,0
0.4,0.994,-0.643,0
0.048,0.234,0.469,0
0.161,0.548,1.674,0
1.19,1.647,-0.121,0
0.623,2.432,-0.203,0
0.638,3.104,-0.249,0
0.233,0.86,-0.71,0
2.102,0.355,0.095,0
0.716,1.208,-0.094,0
1.047,2.589,-0.277,0
0.922,2.596,-0.255,0
1.123,2.281,0.287,0
0.985,2.18,1.548,0
1.612,2.32,0.22,0
1.012,1.612,0.203,0
0.724,2.438,0.3,0
0.352,1.147,0.647,0
1.678,1.266,0.394,0
2.302,0.619,0.086,0
0.128,0.598,0.634,0
0.808,1.69,-0.151,0
0.316,1.36,-0.624,0
0.593,2.737,-0.336,0
1.952,1.886,0.323,0
0.835,1.896,-0.144,0
0.278,1.8,0.468,0
0.526,2.483,0.622,0
0.618,2.822,0.446,0
0.236,1.053,-0.652,0
1.988,0.97,0.141,0
0.284,1.099,-0.796,0
1.93,0.936,1.76,0
0.228,1.354,-0.39,0
1.843,1.023,0.204,0
0.33,1.541,-0.539,0
0.316,1.385,-0.401,0
0.159,0.701,2.069,0
1.284,2.927,-0.241,0
1.322,0.603,0.145,0
0.269,1.13,-0.786,0
0.352,1.531,0.97,0
0.203,1.211,-0.578,0
0.192,1.598,0.319,0
0.214,0.929,1.093,0
0.859,1.516,0.236,0
1.625,1.636,-0.134,0
0.335,1.056,0.866,0
0.87,2.369,-0.198,0
0.196,0.525,1.087,0
1.496,2.131,-0.297,0
0.098,0.526,0,0
0.591,2.437,-0.387,0
0.102,0.596,0.842,0
0.419,1.303,0.463,0
0.35,1.191,-0.277,0
2.275,0.69,0.103,0
-0.18,1.99,0.489,0
1.022,1.607,-0.109,0
1.923,0.966,0.301,0
0.627,1.375,-0.163,0
3.151,-0.31,0.612,0
0.125,0.311,0.623,0
-0.554,1.179,-0.294,0
1.143,1.855,-0.163,0
3.496,0.728,-0.281,0
0.327,1.291,0.541,0
1.036,2.038,-0.127,0
1.667,1.272,0.204,0
0.278,0.949,-0.656,0
2.406,-0.22,0.198,0
0.267,1.309,0.741,0
3.58,0.496,0.344,0
1.757,0.972,1.579,0
0.214,1.31,-0.597,0
0.273,0.937,1.064,0
0.89,3.092,0.417,0
0.238,1.965,0.375,0
0.869,1.714,0.308,0
0.137,0.268,0.996,0
0.261,0.593,1.203,0
0.593,2.307,0.378,0
0.965,1.935,1.316,0
0.361,2.402,-0.654,0
0.387,1.253,-0.772,0
0.912,1.59,-0.121,0
0.204,0.567,-0.649,0
1.657,2.263,0.226,0
0.337,1.81,-0.41,0
0.131,0.316,-0.883,0
0.347,2.408,0.347,0
1.304,2.081,-0.199,0
2.918,0.994,-0.148,0
0.4,3.424,-0.259,0
0.861,1.811,0.212,0
2.631,0.604,0.098,0
0.381,0.55,1.204,0
2.673,0.831,-0.308,0
0.333,0.408,1.46,0
3.517,0.65,0.525,0
0.27,1.184,-0.609,0
2.431,0.278,0.083,0
1.065,2.259,0.252,0
0.816,3.026,-0.198,0
0.249,1.876,0.379,0
2.852,-0.247,-0.062,0
0.32,2.883,-0.216,0
1.52,1.396,0.133,0
1.041,1.96,0.195,0
0.25,1.051,-0.724,0
2.327,2.156,-0.142,0
2.111,0.901,0.268,0
1.749,0.771,0.116,0
1.585,1.36,0.117,0
1.903,0.797,0.146,0
2.614,0.392,0.206,0
0.394,0.968,1.118,0
0.446,1.034,0.914,0
0.825,0.834,0.083,0
0.925,2.303,-0.144,0
3.139,0.704,0.915,0
0.167,0.402,-0.607,0
0.953,0.741,0.956,0
0.62,1.865,1.097,0
0.277,1.333,-0.536,0
0.276,0.542,0.902,0
0.335,1.506,-0.684,0
0.338,0.437,1.274,0
0.583,2.235,0.508,0
0.268,2.128,-0.614,0
2.556,0.718,-0.085,0
0.184,0.813,1.109,0
1.645,0.57,-0.58,0
0.135,0.606,2.28,0
0.173,0.962,1.051,0
0.517,1.205,-0.573,0
1.101,0.717,0.068,0
2.254,1.491,0.624,0
0.346,1.789,0.268,0
0.362,2.421,-0.284,0
2.133,1.473,-0.073,0
3.222,0.51,0.16,0
2.866,-0.213,0.1,0
0.608,2.829,0.247,0
-0.144,1.292,-0.826,0
3.229,0.694,-0.258,0
0.626,2.637,0.264,0
0.243,1.116,-0.575,0
0.199,1.424,-0.653,0
0.688,1.433,-0.289,0
0.447,1.651,-0.547,0
0.499,1.932,0.682,0
0.266,1.875,0.837,0
3.067,-0.27,0.21,0
0.441,2.011,0.308,0
0.642,2.074,-0.181,0
0.456,1.513,-0.545,0
3.367,0.66,-0.242,0
2.174,1.091,0.105,0
1.864,2.255,0.235,0
1.613,2.71,-0.185,0
0.651,2.36,0.291,0
0.25,2.692,0.624,0
0.283,1.085,-0.753,0
