@relation phoneme

@attribute Dcl numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
-0.241,0.097,0
0.995,-0.344,0
1.041,-0.426,0
2.565,0.614,0
1.015,-0.091,0
-0.631,0,0
-0.605,0.793,0
1.345,-0.179,0
1.963,-0.732,0
0.499,-0.125,0
0.396,0.218,0
0.42,1.796,0
-0.927,-0.297,0
1.883,-0.453,0
1.753,0,0
1.31,0.994,0
-0.434,0.164,0
0.875,1.482,0
0.438,-0.302,0
0.194,0.084,0
-0.387,0.09,0
0.86,0,0
-0.418,-0.091,0
1.643,-0.406,0
-0.431,0.202,0
-0.475,0.98,0
-0.185,0.104,0
1.574,-0.164,0
0.262,1.012,0
1.436,-0.724,0
1.945,-0.261,0
0.514,0,0
-0.098,-0.057,0
0.739,-0.143,0
-0.784,0,0
-0.67,0,0
0.81,0,0
-0.337,-0.146,0
-0.467,-0.259,0
-0.47,-0.161,0
-0.415,-0.104,0
0.158,-0.06,0
-0.363,0,0
1.064,-0.122,0
0.181,-0.072,0
0.96,0.532,0
1.225,0.48,0
-0.326,-0.092,0
-0.409,-0.098,0
-0.115,0.134,0
-0.481,-0.136,0
2.268,0,0
1.234,-0.238,0
-0.145,0.084,0
0.306,-0.094,0
-0.525,-0.129,0
2.024,-0.505,0
1.1,-0.262,0
-0.486,0.284,0
-0.405,0.159,0
-0.436,-0.103,0
2.757,0,0
-0.131,-0.052,0
0.376,-0.06,0
-0.48,-0.109,0
-0.243,-0.236,0
1.361,-0.195,0
-0.279,-0.102,0
-0.099,0.057,0
0.709,1.877,0
0.795,0.13,0
1.691,-0.347,0
-0.462,-0.12,0
0.173,0.069,0
-0.551,-0.153,0
0.512,-0.275,0
2.387,-0.297,0
1.248,-0.182,0
-0.563,-0.152,0
1.962,0.547,0
0.184,0.128,0
0.729,0.189,0
1.506,0,0
0.536,-0.435,0
0.222,-0.061,0
0.587,-0.133,0
2.493,0,0
0.122,-0.058,0
-0.259,0.09,0
-0.454,1.431,0
-0.256,0,0
2.678,-0.321,0
1.339,0.878,0
0.176,-0.068,0
2.107,-0.514,0
-0.128,-0.065,0
-0.443,-0.17,0
-0.291,0,0
2.685,0,0
-0.421,-0.124,0
2.416,0,0
0.578,-0.132,0
-0.458,-0.135,0
2.683,-0.426,0
-0.161,-0.048,0
1.053,0,0
0.107,-0.086,0
-0.407,0.814,0
-0.091,0.073,0
-0.4,-0.334,0
-0.563,0.19,0
-0.234,-0.061,0
-1.22,0.734,0
0.43,0.292,0
-1.117,0,0
1.537,-0.601,0
0.963,0.209,0
-0.297,0.116,0
0.708,0,0
-0.49,1.17,0
0.952,-0.796,0
0.866,-0.45,0
2.279,0,0
1.013,1.881,0
-0.204,-0.063,0
-0.369,0,0
0.993,0.251,0
-0.417,0.141,0
2.209,-0.323,0
1.451,0,0
-0.629,1.001,0
-0.56,-0.393,0
-0.359,-0.09,0
-0.496,-0.109,0
0.15,0.057,0
1.285,0,0
0.976,0.198,0
-0.486,-0.22,0
1.262,0,0
-0.643,0.162,0
-0.829,0.194,0
-0.294,-0.11,0
-0.523,-0.101,0
-0.604,-0.123,0
0.628,-0.096,0
-0.409,0.803,0
0.66,-0.241,0
-0.747,-0.193,0
2.692,-0.376,0
-0.107,-0.051,0
-0.285,0.107,0
0.504,-0.081,0
-0.148,-0.057,0
2.371,-0.393,0
1.396,-0.282,0
0.239,0.286,0
0.32,0,0
0.174,0.105,0
1.107,-0.789,0
-0.471,-0.391,0
-0.388,-0.094,0
-0.52,-0.125,0
2.484,-0.319,0
-0.41,0,0
1.826,-0.281,0
-0.268,0,0
-0.226,0.246,0
0.228,-0.078,0
-0.509,-0.141,0
1.741,0,0
2.119,-0.298,0
0.964,-0.968,0
0.537,-0.415,0
-0.216,-0.195,0
0.535,-0.099,0
1.773,0,0
-0.448,-0.123,0
1.839,-0.411,0
2.043,0.646,0
2.367,-0.348,0
0.826,-0.135,0
1.515,0,0
0.949,0.632,0
0.134,-0.032,0
2.028,-0.249,0
2.367,0,0
-0.127,0.072,0
1.5,-0.32,0
0.575,0.423,0
0.643,0,0
1.436,-0.128,0
0.833,0.314,0
0.461,-0.097,0
-0.185,-0.071,0
0.137,-0.053,0
0.173,0.121,0
-0.282,-0.097,0
0.44,-0.439,0
2.404,0,0
1.605,-0.131,0
-0.491,0.607,0
0.275,-0.238,0
2.666,0.448,0
-0.511,-0.25,0
0.941,-0.258,0
0.14,-0.065,0
1.513,-0.622,0
-0.462,-0.106,0
1.834,-0.301,0
0.392,-0.045,0
-0.495,0.186,0
1.864,-0.368,0
-0.417,-0.125,0
0.326,0.12,0
0.5,-0.081,0
-0.1,0.052,0
-0.213,-0.056,0
0.992,0,0
2.658,-0.419,0
0.646,-0.119,0
-0.29,-0.099,0
0.735,-0.427,0
1.004,0,0
0.25,0.122,0
-0.318,-0.41,0
0.164,-0.114,0
-0.385,0.164,0
-0.357,-0.073,0
0.332,1.838,0
0.159,-0.089,0
-0.535,0.149,0
-0.377,0,0
0.507,-0.124,0
-0.265,-0.179,0
-0.351,-0.081,0
1.117,0.85,0
1.571,0.272,0
0.444,-0.18,0
0.764,-0.156,0
2.657,0.544,0
1.415,-0.626,0
0.194,0,0
0.971,-0.161,0
1.902,0,0
1.084,-0.096,0
0.812,-0.561,0
0.354,0.077,0
1.052,0,0
-0.144,0.119,0
-0.671,1.369,0
-0.597,-0.153,0
0.921,-0.138,0
1.961,-0.371,0
-0.089,0.039,0
-0.422,-0.381,0
0.73,-0.517,0
0.467,-1.052,0
-0.266,-0.086,0
1.768,0,0
-0.232,0.101,0
-0.128,0.115,0
-0.301,-0.109,0
-0.575,-0.17,0
-0.321,-0.096,0
0.159,0.078,0
0.404,2.13,0
2.064,-0.308,0
0.143,-0.064,0
-0.264,-0.08,0
-0.111,-0.055,0
-0.342,-0.119,0
0.817,0.247,0
0.285,-0.081,0
2.147,-0.316,0
-0.399,-0.142,0
0.617,-0.13,0
0.402,-0.07,0
0.874,-0.154,0
0.445,0,0
0.795,0.201,0
0.296,-0.166,0
-0.209,-0.148,0
1.764,0,0
0.171,0.073,0
1.429,0,0
2.373,0,0
0.362,-0.187,0
0.428,1.031,0
1.92,0,0
1.261,0.366,0
0.355,-0.062,0
2.406,0.429,0
0.837,-0.135,0
-0.101,-0.045,0
0.131,0.06,0
1.073,-0.213,0
1.254,-1.007,0
0.827,0.478,0
-0.622,-0.145,0
-0.397,0.114,0
-0.282,-0.108,0
1.106,0.271,0
-0.529,0.488,0
1.501,0,0
-0.606,0.875,0
-0.207,0.132,0
1.142,0,0
-0.623,-0.164,0
0.893,-0.507,0
0.868,-0.578,0
0.221,-0.116,0
2.602,-0.331,0
-0.16,0.066,0
0.329,-0.083,0
-0.52,-0.125,0
2.329,0,0
-0.503,0.884,0
-0.387,-0.194,0
0.499,0,0
0.449,1.145,0
2.353,0,0
-0.138,0.098,0
-0.601,-0.136,0
1.212,0,0
1.99,0,0
-0.461,-0.153,0
1.243,0,0
0.756,-0.145,0
2.134,0.593,0
0.841,0,0
-0.573,0.305,0
-0.534,0,0
0.364,-0.06,0
1.764,-0.297,0
-0.374,0.183,0
-0.116,-0.041,0
-0.143,-0.061,0
0.298,0.653,0
2.474,-0.467,0
-0.154,-0.13,0
1.499,-0.996,0
1.854,-0.537,0
0.403,1.638,0
0.945,0.204,0
-0.352,-0.224,0
0.109,-0.048,0
-0.317,0,0
-0.676,-0.3,0
0.85,-0.201,0
-0.12,0.081,0
0.629,-0.659,0
-0.441,-0.135,0
0.224,-0.088,0
0.274,-0.076,0
-0.398,-0.112,0
-0.196,0.09,0
-0.536,-0.164,0
-0.117,0.063,0
1.372,-0.254,0
0.199,-0.089,0
-0.402,0.172,0
0.428,0,0
2.53,-0.314,0
1.347,-0.47,0
0.131,0.059,0
-0.347,0.189,0
0.183,0.16,0
-0.435,-0.246,0
0.193,0.171,0
0.159,-0.139,0
-0.507,0.834,0
0.559,-0.666,0
1.178,-0.361,0
-0.602,-0.246,0
-0.432,0.223,0
-0.178,-0.075,0
2.354,-0.347,0
-0.394,-0.175,0
0.797,0.977,0
-0.193,-0.1,0
-0.502,-0.137,0
1.192,-0.115,0
0.468,-0.857,0
-0.403,-0.105,0
0.871,-0.143,0
1.101,0,0
0.581,-0.11,0
-0.26,0.091,0
-0.213,0.088,0
1.314,-0.512,0
0.808,-0.369,0
-0.651,1.117,0
-0.279,-0.091,0
0.52,1.15,0
1.129,0,0
2.075,0.528,0
0.82,-0.256,0
0.288,0,0
0.485,-0.18,0
1.377,-0.478,0
0.666,0.707,0
1.476,-0.35,0
0.735,0,0
2.438,-0.309,0
0.472,-0.088,0
1.844,-0.305,0
-0.408,-0.165,0
-0.151,-0.06,0
0.466,-0.234,0
-0.63,0.991,0
0.256,-0.103,0
0.148,-0.138,0
0.399,1.386,0
0.578,0.113,0
0.327,-0.067,0
-0.606,-0.158,0
1.785,0.385,0
0.786,1.618,0
-0.59,-0.328,0
-0.621,0,0
-0.077,-0.08,0
0.268,-0.122,0
-0.493,1.049,0
0.779,-0.125,0
1.981,0,0
0.552,0.156,0
-0.381,0.163,0
-0.362,0.23,0
1.685,0,0
0.354,0.556,0
-0.449,0.271,0
-0.448,-0.132,0
0.15,-0.053,0
0.322,0.112,0
1.408,-0.479,0
0.465,-0.106,0
1.005,1.555,0
-0.326,0.235,0
2.271,-0.326,0
0.679,0,0
1.93,-0.434,0
-0.312,-0.074,0
1.06,-0.229,0
-0.64,-0.165,0
1.554,-0.364,0
0.164,-0.053,0
1.328,-0.209,0
0.143,-0.065,0
0.315,0.078,0
1.624,-0.233,0
1.947,-0.263,0
-0.121,0.055,0
-0.111,0.07,0
-0.284,-0.097,0
0.416,-0.453,0
0.337,-0.075,0
-0.462,-0.127,0
0.564,0.315,0
0.632,0,0
0.43,1.304,0
0.321,0.163,0
1.166,0.269,0
0.427,-0.721,0
-0.589,0.18,0
0.494,0.385,0
0.216,-0.067,0
1.536,0,0
1.493,-0.123,0
1.166,0.269,0
0.369,0,0
0.153,-0.055,0
-0.21,-0.062,0
-0.283,0.103,0
1.952,-0.378,0
1.041,-0.411,0
0.509,0.385,0
0.337,1.803,0
0.626,-0.117,0
-0.104,0.065,0
-0.436,-0.268,0
1.125,0,0
-0.377,1.449,0
0.513,-0.135,0
0.824,-0.174,0
-0.108,-0.193,0
-0.557,0,0
0.431,0,0
1.226,0.277,0
-0.137,0.104,0
-0.758,-0.155,0
-0.366,0.511,0
-0.328,-0.395,0
0.828,-0.202,0
1.126,0,0
-0.251,-0.06,0
1.486,-0.259,0
-0.43,-0.387,0
-0.637,-0.15,0
1.877,0,0
0.138,0.072,0
-0.094,0.048,0
-0.484,-0.116,0
0.443,1.26,0
-0.346,-0.113,0
2.49,0.547,0
1.718,0,0
-0.289,-0.452,0
-0.117,-0.054,0
-0.142,0.091,0
0.884,0.242,0
0.64,-0.178,0
0.149,-0.214,0
0.492,-0.19,0
1.892,-0.571,0
1.094,-0.172,0
1.277,-0.236,0
-0.289,-0.103,0
-0.45,-0.199,0
-0.161,-0.044,0
1.582,-0.315,0
2.304,0,0
1.959,-0.257,0
0.232,-0.342,0
-0.275,0.163,0
1.415,-0.2,0
0.495,-0.113,0
0.3,-0.177,0
0.341,-0.053,0
0.659,-0.11,0
0.185,-0.075,0
0.61,0,0
0.449,-0.066,0
0.847,-0.415,0
-0.435,-0.093,0
1.006,-0.189,0
2.318,-0.291,0
-0.574,0.168,0
2.634,0,0
0.788,-0.38,0
0.591,-0.112,0
-0.656,1.14,0
0.424,0,0
1.279,-0.231,0
1.073,-0.215,0
0.848,-0.623,0
0.513,-0.135,0
0.821,-0.676,0
1.284,-0.228,0
1.217,-0.284,0
2.01,-0.394,0
1.102,0,0
0.602,0,0
-0.397,-0.383,0
2.296,-0.258,0
2.151,-0.311,0
-0.485,-0.213,0
1.302,-0.349,0
-0.509,-0.151,0
-0.544,-0.239,0
-0.467,-0.137,0
2.694,0.656,0
-0.465,-0.21,0
0.871,-0.563,0
-0.332,-0.087,0
1.288,-0.849,0
-0.123,-0.053,0
1.93,-0.367,0
0.912,-0.689,0
-0.379,-0.126,0
0.308,0,0
2.085,0,0
1.004,1.618,0
0.948,0.459,0
-0.272,-0.084,0
1.081,0,0
0.311,0.075,0
0.535,-0.119,0
0.482,-0.169,0
0.513,0,0
-0.131,0.105,0
2.52,-0.34,0
2.006,0.348,0
1.918,-0.449,0
0.597,0,0
1.245,-0.266,0
0.403,-0.395,0
-0.411,1.19,0
-0.182,-0.032,0
0.828,-0.175,0
-0.091,-0.052,0
0.778,0.411,0
0.457,1.666,0
-0.123,-0.049,0
-0.478,-0.109,0
1.158,-0.214,0
-0.331,1.298,0
0.333,-0.047,0
-0.51,-0.305,0
-0.378,-0.162,0
1.249,0,0
-0.32,0.128,0
-0.381,0.106,0
0.755,-0.769,0
0.201,-0.038,0
-0.433,-0.482,0
2.461,-0.458,0
2.233,-0.281,0
-0.335,0.134,0
0.341,0.067,0
1.965,0,0
2.677,0,0
2.095,-0.313,0
-0.532,0,0
-0.522,0.786,0
0.839,0,0
-1.823,-0.294,0
-0.209,-0.06,0
0.955,-0.589,0
0.292,0.561,0
0.978,-0.173,0
0.294,0.441,0
1.111,-0.38,0
0.955,0,0
-0.321,-0.412,0
2.566,-0.33,0
0.802,0.386,0
-0.287,-0.171,0
1.369,-0.131,0
0.809,0.204,0
1.701,-0.673,0
2.365,-0.329,0
-0.243,-0.065,0
0.156,-0.163,0
0.384,0.149,0
1.268,-0.631,0
-0.228,-0.098,0
3.155,-0.363,0
-0.438,-0.135,0
-0.496,-0.133,0
1.743,-0.302,0
-0.484,0.581,0
-0.283,-0.075,0
1.985,0,0
-0.387,0.78,0
1.138,0,0
1.385,-0.912,0
2.52,1.263,0
0.431,0.982,0
-0.171,0.598,0
0.192,-0.05,0
0.331,0.598,0
1.358,0.838,0
1.515,0.411,0
-0.28,-0.067,0
0.188,-0.079,0
0.676,-0.545,0
1.311,0,0
-0.145,0.054,0
-0.167,0.107,0
0.251,-0.097,0
1.34,-0.168,0
-0.613,-0.175,0
-0.518,0.625,0
-0.482,-0.14,0
0.732,-0.075,0
2.061,-0.299,0
-0.491,0.607,0
0.511,-0.245,0
-0.407,-0.095,0
0.174,0.075,0
-0.302,-0.089,0
-0.419,-0.265,0
-0.344,0,0
2.009,-0.262,0
0.552,-0.115,0
0.237,-0.18,0
0.166,-0.094,0
0.135,-0.144,0
-0.747,-0.168,0
1.553,-0.204,0
0.385,0.474,0
0.915,-0.179,0
1.252,-0.211,0
-0.08,-0.07,0
-0.446,-0.1,0
2.83,0,0
1.17,0,0
-0.202,0.133,0
0.131,0,0
-0.142,0.082,0
0.669,1.83,0
-0.146,-0.065,0
-0.145,-0.056,0
0.553,1.325,0
0.21,-0.065,0
0.834,-0.433,0
-0.358,-0.219,0
-0.122,0.047,0
-0.267,0.103,0
-0.541,0.837,0
1.165,-0.4,0
-0.119,-0.048,0
1.565,1.038,0
2.448,-0.321,0
0.521,0.274,0
1.064,-0.094,0
-0.494,-0.227,0
-0.606,-0.159,0
1.468,-1.017,0
1.022,-0.432,0
-0.18,0,0
2.521,-0.34,0
-1.641,0,0
0.403,1.194,0
2.429,-0.523,0
1.777,0,0
1.527,-0.567,0
0.16,-0.159,0
0.646,-0.311,0
2.474,-0.307,0
1.932,-0.454,0
0.43,-0.161,0
0.53,0,0
-0.499,-0.136,0
-0.471,0.185,0
-0.135,0.074,0
0.386,-1.016,0
1.887,0.937,0
0.3,-0.054,0
1.096,-0.097,0
1.885,0,0
0.67,0,0
-0.104,-0.051,0
2.048,1.183,0
-0.519,0.285,0
-0.274,0.55,0
2.533,-0.546,0
2.874,-0.369,0
1.442,-0.181,0
-0.361,0.596,0
1.014,0.216,0
1.539,-0.208,0
1.305,0.856,0
2.417,1.29,0
1.065,1.332,0
-0.111,-0.053,0
1.49,0,0
0.488,0.307,0
-0.445,0.689,0
2.403,-0.41,0
0.678,-0.651,0
0.919,0.148,0
-0.527,0.154,0
-0.279,-0.089,0
-0.863,-0.998,0
1.339,-0.671,0
0.817,0.162,0
0.376,-0.132,0
0.315,-0.181,0
2.224,-0.322,0
0.158,0.056,0
-0.297,0.261,0
1.131,-0.184,0
-0.259,-0.075,0
0.379,-0.256,0
2.305,0,0
1.16,-0.124,0
1.02,-0.139,0
0.523,0.731,0
2.093,-0.578,0
-0.79,0,0
1.132,-0.201,0
0.158,-0.063,0
-0.576,-0.366,0
1.592,0,0
-0.459,0.156,0
1.435,-0.107,0
-0.586,0.159,0
-0.112,-0.05,0
1.358,0,0
-0.147,0.08,0
0.866,1.169,0
0.28,0.067,0
1.267,-0.245,0
0.81,0,0
-0.506,-0.162,0
2.458,-0.459,0
0.711,0.197,0
0.956,-0.156,0
-0.513,0.678,0
0.203,0.112,0
0.656,-0.478,0
0.374,-0.051,0
1.613,-0.455,0
0.657,0.942,0
0.585,0,0
0.26,-0.074,0
-0.1,-0.044,0
1.464,1.311,1
0.866,-0.879,1
1.614,-0.515,1
1.704,-0.26,1
0.449,0,1
1.305,0,1
0.812,-0.446,1
2.288,1.1,1
0.872,-0.704,1
1.903,1.565,1
1.782,-0.627,1
1.972,0.602,1
2.147,-0.831,1
1.528,0.478,1
0.854,0,1
-0.816,0,1
0.779,0,1
0.711,0,1
-0.164,1.044,1
0.812,-0.9,1
1.044,-0.633,1
0.616,-0.738,1
0.788,-0.904,1
0.876,-1.007,1
0.577,-0.2,1
0.535,0.997,1
0.929,0.63,1
0.731,0.851,1
2.092,-0.263,1
1.499,1.254,1
2.035,1.627,1
0.322,0,1
0.614,-0.11,1
1.022,-0.477,1
2.447,1.386,1
1.125,1.802,1
1.665,0.846,1
1.1,-0.593,1
1.561,-0.707,1
2.066,0.796,1
0.763,0,1
0.668,0.213,1
0.524,0,1
1.457,0.835,1
2.13,0.485,1
-0.666,0,1
2.966,0.462,1
0.709,-0.737,1
0.8,0.748,1
1.516,0,1
1.583,-0.165,1
1.261,0.648,1
2.174,-0.19,1
1.111,-0.551,1
2.048,0.666,1
0.358,1.371,1
1.032,0.957,1
0.887,1.24,1
0.87,1.497,1
0.165,1.005,1
1.7,0,1
0.514,0,1
0.398,0,1
1.388,0.988,1
1.342,-0.158,1
0.479,0,1
1.723,1.763,1
1.472,-0.397,1
1.414,0.507,1
0.877,-0.374,1
1.936,-0.431,1
1.774,1.777,1
2.135,-0.424,1
0.749,0,1
1.926,-0.528,1
2.136,1.005,1
1.375,0,1
1.592,0,1
1.702,0,1
0.696,0,1
1.811,-0.298,1
0.859,0,1
2.103,0.547,1
1.639,0.706,1
1.68,-0.167,1
1.131,0.544,1
1.882,0,1
0.86,0.689,1
1.127,0.554,1
1.485,0,1
-1.086,-0.785,1
0.415,-0.702,1
1.168,-0.273,1
1.181,1.84,1
1.325,-0.183,1
2.374,0.691,1
0.631,-0.896,1
1.47,1.876,1
0.837,0,1
0.904,-0.404,1
1.936,-0.153,1
2.81,-0.392,1
-0.573,-0.629,1
-0.887,-0.794,1
0.782,0,1
1.234,0.367,1
2.477,0.388,1
2.021,1.105,1
0.916,-0.818,1
0.356,0,1
1.046,-0.319,1
2.397,-0.22,1
1.865,1.838,1
1.864,1.512,1
1.006,1.08,1
0.493,-0.679,1
0.514,1.106,1
0.719,0.708,1
1.671,-0.477,1
1.411,-0.389,1
2.298,-0.219,1
1.485,1.757,1
0.459,0,1
1.452,0.376,1
2.339,0.433,1
0.89,0.444,1
2.113,-0.189,1
0.845,-0.77,1
0.818,0.86,1
0.822,0.89,1
1.527,-0.816,1
0.964,1.732,1
0.845,-0.375,1
1.315,1.126,1
0.741,-0.908,1
1.496,-0.366,1
-1.057,1.241,1
0.645,1.157,1
1.502,-0.174,1
2.255,-0.644,1
0.841,-0.257,1
-0.562,-0.141,1
1.747,-0.206,1
0.805,-1.064,1
1.598,-0.531,1
0.781,-1.148,1
-0.637,-1.051,1
1.81,1.37,1
-0.527,-0.365,1
0.669,-0.332,1
1.528,-0.347,1
1.053,-0.168,1
0.559,0,1
2.299,0.91,1
-0.517,-0.178,1
0.912,0,1
1.902,-0.194,1
1.73,-0.244,1
1.061,0.542,1
2.098,1.547,1
0.758,1.578,1
1.25,-0.496,1
0.87,0,1
-0.747,-0.389,1
0.913,0,1
1.612,0.767,1
1.739,0.579,1
-0.445,-1.184,1
2.482,0.904,1
1.079,-0.635,1
-0.448,0,1
0.772,0,1
1.029,-0.504,1
1.532,-0.138,1
1.018,-0.617,1
0.37,-0.728,1
-0.972,0,1
0.691,0,1
1.296,0.665,1
0.477,0,1
2.174,1.489,1
2.224,-0.418,1
0.755,0.758,1
0.939,-0.52,1
1.124,-0.579,1
0.624,-1.115,1
1.935,1.285,1
1.24,-0.166,1
0.101,-0.672,1
0.645,0.845,1
0.806,0.865,1
0.424,1.923,1
0.589,0,1
1.977,-0.174,1
-0.416,-0.263,1
1.718,-0.712,1
2.667,0.522,1
1.852,0.965,1
1.456,-0.173,1
1.087,-0.111,1
1.935,-0.431,1
1.984,-0.244,1
1.058,0,1
0.511,0.839,1
2.292,0.992,1
0.981,1.499,1
1.959,-0.785,1
0.873,-0.73,1
2.371,0.73,1
1.717,-0.248,1
1.427,-0.228,1
0.812,-0.572,1
1.042,1.255,1
0.887,1.24,1
0.336,0,1
0.575,1.88,1
1.205,1.525,1
1.714,-0.258,1
0.868,0,1
0.637,1.246,1
2.349,0,1
1.625,-0.513,1
1.364,-0.307,1
0.983,-0.933,1
1.77,-0.716,1
0.905,1.21,1
1.659,-0.548,1
2.066,0.797,1
2.656,0.893,1
1.826,1.511,1
0.695,0,1
2.048,0.666,1
2.48,-0.352,1
0.865,1.196,1
0.803,-0.772,1
0.793,1.49,1
1.666,-0.145,1
1.292,2.049,1
1.24,1.045,1
1.639,1.817,1
0.9,0,1
1.935,1.234,1
1.723,-0.776,1
2.482,0.477,1
2.008,0.753,1
1.379,0,1
1.774,1.199,1
1.461,-0.481,1
-0.82,-0.787,1
1.153,0,1
1.501,0.705,1
0.792,0,1
2.605,1.06,1
0.768,1.48,1
1.059,0,1
1.45,1.331,1
0.956,-0.771,1
1.331,1.26,1
1.835,0.847,1
0.841,-0.414,1
1.172,-0.814,1
0.768,0.72,1
2.53,-0.517,1
1.83,-0.478,1
2.296,-0.255,1
1.1,-0.223,1
1.588,-0.602,1
2.09,0.6,1
0.93,-0.708,1
0.811,-0.411,1
1.216,1.105,1
1.462,0,1
1.008,0,1
2.23,0,1
0.458,0,1
1.007,-0.832,1
0.978,1.297,1
2.179,-0.56,1
2.049,-0.677,1
1.878,-0.768,1
2.523,0.478,1
0.7,0,1
0.858,1.212,1
0.581,0,1
1.134,-0.129,1
0.59,0.964,1
0.811,0,1
1.866,-0.672,1
0.616,0,1
1.891,-0.677,1
0.8,-0.356,1
0.836,0,1
1.871,0.757,1
2.131,-0.616,1
2.201,1.27,1
0.265,0,1
1.304,-0.201,1
0.784,1.115,1
0.81,-0.667,1
1.752,-0.229,1
0.693,-0.668,1
-0.604,-1.008,1
2.04,-0.292,1
1.608,0.689,1
0.761,-0.735,1
1.811,-0.189,1
-0.71,-0.94,1
1.435,-0.349,1
2.523,0.623,1
1.151,-0.511,1
2.067,-0.702,1
1.191,-0.206,1
1.39,1.392,1
0.428,0,1
1.049,-0.349,1
0.923,-0.782,1
2.13,-0.255,1
1.081,-0.202,1
0.888,0,1
1.105,-0.357,1
2.258,-0.394,1
0.714,0.58,1
0.688,1.256,1
0.383,0.771,1
1.715,0.562,1
1.049,-0.149,1
1.261,0,1
0.833,0,1
0.364,0.634,1
1.372,1.77,1
0.63,1.316,1
1.019,-0.738,1
0.903,0.634,1
1.261,-0.155,1
-0.686,0.457,1
-0.416,-0.578,1
1.535,-0.267,1
1.683,-0.371,1
0.792,0,1
2.618,0.872,1
0.772,1.157,1
0.92,-0.749,1
2.216,0.647,1
0.921,1.533,1
0.65,-0.553,1
2.195,-0.231,1
1.211,-0.592,1
2.206,0.587,1
1.154,0.239,1
-0.536,-0.369,1
1.023,-0.857,1
2.29,1.171,1
1.209,-0.442,1
1.048,-0.721,1
1.237,0.636,1
1.039,-0.242,1
0.534,0,1
2.004,0,1
1.816,-0.194,1
0.405,0,1
1.633,0,1
1.508,-1.006,1
1.494,1.451,1
1.695,-0.825,1
0.332,0,1
0.372,0.761,1
1.336,-0.376,1
0.744,-0.992,1
0.953,0,1
0.473,-0.844,1
0.439,0.851,1
1.712,-0.201,1
1.584,0.443,1
1.949,1.357,1
1.046,0,1
1.736,1.742,1
1.684,-0.158,1
1.551,-0.239,1
2.004,-0.265,1
1.752,-0.229,1
0.718,-1.009,1
0.622,-0.797,1
2.39,0,1
1.835,-0.167,1
2.461,0,1
0.747,0,1
0.643,0.984,1
0.693,-0.804,1
2.164,-0.212,1
0.689,0,1
1.669,-0.203,1
0.928,-0.144,1
0.8,-0.776,1
0.289,0,1
1.236,0,1
1.154,-1.064,1
0.595,1.188,1
1.494,1.14,1
1.728,-0.822,1
1.385,0.688,1
0.733,0,1
2.311,-0.228,1
1.403,1.116,1
0.862,-0.775,1
0.449,1.155,1
0.783,0,1
1.401,1.766,1
0.897,0,1
1.216,1.977,1
1.293,0.919,1
1.755,1.422,1
1.446,0.837,1
0.828,0,1
0.792,0.873,1
1.901,0.432,1
0.358,1.371,1
1.806,-0.191,1
1.54,0.639,1
1.009,-0.182,1
0.551,0.978,1
1.148,-0.355,1
0.753,0,1
1.79,-0.394,1
-0.167,-0.937,1
1.002,0.536,1
1.688,-0.71,1
1.007,-0.436,1
-0.581,1.145,1
2.077,0,1
2.462,-0.243,1
1.521,1.441,1
1.82,0.429,1
0.957,-0.634,1
0.866,-0.765,1
1.168,-0.273,1
1.058,-0.397,1
1.405,-0.313,1
0.554,1.251,1
1.717,-0.247,1
0.342,0,1
1.667,-0.395,1
0.961,-0.361,1
1.608,0.718,1
-0.776,-0.308,1
0.589,-0.848,1
1.492,1.705,1
0.711,0.764,1
1.946,0.682,1
1.522,-0.476,1
1.476,-0.411,1
2.031,1.408,1
1.672,-0.166,1
1.607,-0.338,1
2.491,0.758,1
1.125,0,1
0.869,-0.817,1
3.044,0.514,1
1.84,-0.524,1
1.197,1.378,1
1.457,0,1
0.864,0.643,1
0.858,1.084,1
1.513,0.52,1
0.581,-0.482,1
1.046,-0.32,1
0.553,-0.398,1
1.807,0.647,1
-0.851,-0.459,1
0.361,0.659,1
0.907,1.632,1
0.462,0,1
2.495,0.402,1
1.9,-0.408,1
2.42,1.277,1
0.738,1.411,1
2.617,-0.385,1
0.72,1.344,1
1.295,-0.619,1
1.335,1.342,1
1.575,1.138,1
2.382,1.723,1
0.7,1.284,1
1.525,0,1
1.307,-0.129,1
0.778,0,1
1.856,1.481,1
2.77,-0.242,1
0.993,-0.793,1
0.442,-0.538,1
0.905,0,1
1.03,0,1
1.077,0.469,1
0.972,0.875,1
1.802,-0.197,1
0.548,0,1
0.534,-0.889,1
1.273,1.38,1
1.525,0.429,1
2.082,0.69,1
0.554,1.079,1
1.692,-0.182,1
0.429,2.113,1
0.832,-0.518,1
1.608,0.689,1
1.345,-0.354,1
1.702,-0.505,1
0.709,0.945,1
0.951,0,1
1.483,-0.313,1
2.009,-0.177,1
1.052,-0.291,1
0.902,-0.828,1
0.419,-0.529,1
0.639,1.018,1
1.915,0.725,1
1.869,0.756,1
1.079,-0.159,1
0.415,-0.403,1
1.841,-0.249,1
2.291,0.557,1
0.343,0,1
1.457,0,1
1.924,1.257,1
2.257,1.396,1
0.967,0,1
0.835,0,1
-0.422,-0.093,1
0.718,1.311,1
0.755,-0.918,1
2.488,0.714,1
1.78,-0.414,1
0.883,-0.419,1
1.219,-0.672,1
1.856,1.48,1
0.945,-0.23,1
2.024,-0.592,1
