@relation 'coil2000-weka.filters.unsupervised.attribute.Remove-V-R1,3,5-7,10,19-20,22,26,31-34,37,39,46,49-51,56,64,72-73,75,79,81,83,85-86'

@attribute MOSTYPE numeric
@attribute MGEMOMV numeric
@attribute MOSHOOFD numeric
@attribute MGODRK numeric
@attribute MGODPR numeric
@attribute MRELGE numeric
@attribute MBERHOOG numeric
@attribute MBERZELF numeric
@attribute MBERMIDD numeric
@attribute MSKB1 numeric
@attribute MHKOOP numeric
@attribute MAUT1 numeric
@attribute MAUT2 numeric
@attribute MAUT0 numeric
@attribute MINKM30 numeric
@attribute MINK4575 numeric
@attribute PWALAND numeric
@attribute PMOTSCO numeric
@attribute PVRAAUT numeric
@attribute PAANHANG numeric
@attribute PPERSONG numeric
@attribute PBYSTAND numeric
@attribute AAANHANG numeric
@attribute ATRACTOR numeric
@attribute ABROM numeric
@attribute AWAOREG numeric
@attribute AZEILPL numeric
@attribute AFIETS numeric
@attribute ABYSTAND numeric
@attribute CARAVAN {0,1}

@data
25,2,6,1,5,6,2,0,5,2,2,5,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,6,5,1,0,6,2,7,7,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,8,0,7,7,0,2,2,0,7,5,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,2,9,1,4,2,2,0,2,1,2,6,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,5,0,4,2,1,0,2,1,1,6,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,5,0,7,7,1,1,6,1,0,5,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,2,2,4,6,3,1,4,2,6,6,2,2,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
25,2,6,0,5,4,2,1,3,2,3,6,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,5,0,4,0,0,0,2,0,0,7,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,8,0,5,7,1,0,2,2,5,6,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,3,8,0,4,7,0,0,3,1,5,5,2,3,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
34,2,8,0,3,5,1,0,1,2,4,4,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,8,0,5,9,0,2,0,0,2,4,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,1,0,5,6,4,0,2,0,9,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,3,2,3,7,2,0,3,2,1,9,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,2,1,7,6,3,0,5,2,9,6,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,9,0,9,9,4,0,0,3,9,6,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,3,1,2,7,3,0,5,3,2,7,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,5,0,5,3,0,0,5,5,1,4,1,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,2,2,6,9,4,0,5,2,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
3,3,1,0,3,6,3,0,2,2,4,5,1,3,3,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0
31,2,7,0,4,5,2,0,1,1,1,4,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,5,0,7,9,1,0,3,1,1,7,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,8,1,4,7,3,0,3,0,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,5,1,4,4,2,1,3,1,1,6,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,5,0,5,0,3,0,6,2,0,5,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,3,4,1,6,5,0,3,3,9,6,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,4,9,1,4,7,5,0,2,2,3,6,2,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,4,3,1,5,8,2,0,5,4,8,9,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,3,10,0,6,6,0,0,0,0,9,5,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,7,7,5,2,2,0,9,6,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,4,7,0,0,4,0,9,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,9,0,5,5,2,1,3,2,2,5,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,5,1,4,2,2,0,2,1,2,6,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,8,0,7,7,0,2,2,0,7,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,7,8,1,2,3,0,5,7,2,0,4,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0
13,2,3,0,4,7,5,0,3,2,2,7,1,1,0,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0
36,2,8,2,6,2,1,0,1,1,6,5,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,2,0,3,8,5,0,3,2,8,6,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,8,0,7,7,0,1,4,1,6,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,7,1,6,4,1,1,5,1,5,4,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,5,6,3,0,2,4,9,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,8,0,4,6,1,0,4,3,7,4,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
8,2,2,0,4,7,6,1,2,0,3,7,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,3,0,9,4,0,0,9,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,8,0,5,6,2,0,3,1,6,7,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,9,1,4,6,4,0,3,1,6,7,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,7,1,4,6,1,0,3,2,1,6,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,7,0,2,6,0,0,0,0,4,4,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,3,2,3,7,4,1,4,2,3,7,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,1,1,5,9,6,0,2,2,9,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,9,1,5,5,1,1,2,1,5,6,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,6,0,6,9,5,2,0,1,5,6,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,3,1,4,7,1,1,4,0,9,6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,3,8,0,9,9,2,0,2,2,9,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,7,0,4,3,0,0,0,0,0,5,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,5,9,0,6,9,0,0,3,2,6,9,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,6,6,0,0,3,2,1,6,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,8,0,7,7,0,0,8,0,4,5,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,7,0,5,5,2,1,3,2,2,5,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,4,9,1,4,6,3,0,0,2,9,6,1,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,5,7,5,0,4,0,3,6,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,8,1,4,7,1,1,1,1,8,4,4,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4,10,0,5,8,1,0,1,2,8,7,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,4,9,2,4,8,1,0,2,1,0,8,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,5,9,2,0,2,3,8,9,0,0,4,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0
39,2,9,2,4,5,1,1,3,2,3,7,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,3,1,3,5,4,0,5,3,5,7,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,5,3,2,5,2,2,2,2,3,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,2,1,4,7,5,1,3,2,8,6,0,3,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,2,7,1,6,3,3,0,4,2,6,5,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,10,1,5,7,0,1,2,2,5,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,9,1,4,2,2,0,2,1,2,6,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,8,0,3,6,0,0,0,0,0,5,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,8,0,9,9,0,0,2,0,6,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,6,1,5,6,2,0,5,3,2,5,1,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,4,8,1,4,7,0,0,0,0,0,6,2,2,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0
39,3,9,1,4,7,3,1,2,2,5,6,2,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,3,3,2,4,6,3,1,4,2,6,6,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,3,5,9,4,1,2,2,9,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,1,2,5,9,6,0,3,2,9,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,9,0,5,6,3,0,3,1,9,6,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,10,2,7,9,3,0,5,1,8,7,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,8,0,7,7,0,2,2,0,7,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,5,1,4,4,2,1,3,1,1,6,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,3,9,0,0,3,0,0,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,2,2,4,6,3,1,4,2,6,6,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,7,1,2,5,0,0,3,1,1,5,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3,10,1,3,6,2,0,0,0,7,5,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,8,1,4,7,2,1,3,0,6,6,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,8,0,6,1,2,0,4,3,0,5,1,3,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
32,4,7,2,7,6,2,1,3,2,9,5,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,5,0,1,1,0,0,0,0,0,5,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,6,0,4,5,0,0,2,0,0,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,1,5,4,3,0,4,2,3,7,1,2,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0
33,4,8,0,8,9,3,1,4,2,9,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,10,0,5,7,3,0,2,2,4,7,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,2,0,6,9,3,0,3,2,8,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,5,1,3,6,2,0,0,1,5,5,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,0,7,7,6,0,3,1,9,9,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,1,4,6,6,2,1,1,6,6,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,5,0,6,1,1,0,6,3,0,5,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,8,0,5,9,5,0,0,0,5,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,6,1,5,7,2,1,2,1,1,8,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,5,3,1,3,1,0,5,2,7,5,2,2,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
37,3,8,2,7,7,2,1,3,3,9,6,2,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,3,3,4,1,6,5,0,3,3,9,6,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,8,1,4,5,1,0,2,0,6,5,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,3,0,4,9,3,0,3,3,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,5,2,4,3,1,0,3,3,1,5,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,3,2,3,5,2,2,3,3,5,5,2,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,7,0,8,6,1,0,3,2,3,5,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,7,7,0,2,2,0,7,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,2,1,5,7,2,1,4,3,7,7,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,6,0,4,3,1,1,6,2,0,6,0,3,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,2,3,1,5,6,1,0,3,0,5,6,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,8,0,7,5,5,0,1,0,5,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,8,2,6,6,4,0,0,0,6,7,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,7,0,5,7,2,1,2,1,4,5,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,10,0,5,7,2,2,2,1,8,8,0,1,2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0
35,2,8,0,9,5,0,0,0,0,9,3,2,4,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,2,9,0,4,7,1,0,3,1,6,7,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,6,0,4,5,0,0,3,1,0,6,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,6,0,5,7,0,0,2,4,8,9,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,3,8,0,6,7,1,0,3,1,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,0,5,5,3,1,3,2,5,6,1,3,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
33,3,8,1,5,7,2,1,3,3,6,6,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,6,7,1,0,3,2,8,8,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,5,0,0,0,6,4,2,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,9,0,2,6,0,0,3,2,3,6,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,5,9,0,6,9,0,0,3,2,6,9,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,2,9,1,4,2,2,0,2,1,2,6,0,3,4,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0
32,2,7,0,6,5,2,0,4,3,2,6,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,3,0,4,6,0,0,3,2,1,6,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,9,1,5,7,3,1,2,2,6,6,2,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,3,8,0,7,7,0,2,2,0,7,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,3,0,5,7,2,0,4,2,1,9,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,6,0,5,1,0,0,1,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,2,0,7,7,2,0,7,3,9,7,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1
35,3,8,0,4,5,0,0,4,0,8,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,8,0,2,9,0,0,2,0,0,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,4,0,5,5,2,1,3,1,5,6,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2,2,4,4,4,0,0,4,9,5,0,4,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1
35,3,8,0,6,7,1,0,3,2,7,7,1,2,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,4,9,0,0,2,2,9,9,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,10,0,9,9,0,0,6,2,5,9,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,7,0,4,6,3,0,4,2,7,4,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,8,1,4,6,2,1,3,4,6,6,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
6,3,2,0,5,5,5,0,4,3,6,9,0,0,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1
6,3,2,3,4,9,4,3,2,1,9,5,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,8,0,9,5,0,0,0,0,5,3,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,2,1,5,6,5,0,1,2,9,7,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,3,7,0,6,7,1,1,3,2,5,6,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,8,0,2,6,7,0,0,0,9,9,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,9,0,3,8,2,0,2,0,0,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,2,1,4,7,3,1,4,2,7,7,1,1,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
33,4,8,0,6,9,0,0,0,0,0,7,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,9,0,6,6,2,0,2,2,2,3,6,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,9,2,7,7,4,0,0,0,8,7,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,8,0,3,5,1,0,1,2,4,4,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,1,4,7,2,1,1,1,7,4,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,8,1,5,7,2,0,3,1,2,6,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,2,1,5,7,2,0,2,2,8,6,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,3,1,3,9,1,1,8,2,4,6,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,8,0,4,6,1,0,4,3,7,4,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,9,0,9,5,0,0,0,0,0,3,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,5,0,3,5,1,0,3,2,1,6,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,8,0,5,6,2,0,2,1,4,6,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,7,0,3,7,4,0,0,0,0,4,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,7,1,5,6,2,1,2,1,3,6,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,5,2,3,4,0,0,5,3,4,2,0,7,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2,1,2,7,6,3,2,2,4,7,5,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,3,1,3,7,0,0,3,1,1,6,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,7,0,3,5,2,1,1,1,6,7,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1,8,1,5,4,4,0,2,1,4,4,2,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,1,0,5,8,1,1,2,1,5,7,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,3,0,3,9,2,0,5,5,9,6,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,9,0,3,8,2,0,2,0,0,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,2,3,3,0,1,1,8,6,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,5,1,3,4,1,0,3,1,2,6,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,8,0,8,9,2,2,4,2,9,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,2,1,6,8,5,1,2,2,7,6,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,3,1,4,6,2,1,5,3,2,5,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,3,0,2,9,0,0,7,2,9,9,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,1,1,4,7,0,5,0,0,5,6,2,1,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23,2,5,1,6,6,1,0,3,1,1,8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4,8,0,5,7,2,0,5,1,6,4,3,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,6,6,1,0,4,2,7,7,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,2,7,6,3,0,5,1,9,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,0,7,9,0,0,4,0,0,7,0,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,3,7,0,6,7,2,2,3,2,7,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,8,0,6,5,0,0,2,2,8,8,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,4,0,5,5,2,1,3,1,5,6,1,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,3,3,1,4,6,2,1,3,2,6,6,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,2,7,9,3,0,5,1,8,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,2,7,6,3,0,5,1,9,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,2,0,5,7,2,0,3,3,4,7,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,8,1,4,7,0,0,9,3,2,6,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,8,0,6,6,0,0,0,0,7,9,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,8,1,5,6,2,1,3,1,4,6,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,3,7,0,5,7,2,1,2,1,4,5,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,4,6,1,1,3,2,4,6,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,3,0,4,8,1,0,2,1,3,7,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,9,2,7,8,2,2,4,5,9,7,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,4,9,0,6,7,2,1,3,2,3,5,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,6,1,4,4,5,0,3,2,1,4,2,4,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,3,2,1,5,6,1,0,5,4,7,8,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,10,0,4,7,0,0,0,0,6,5,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,7,2,4,7,2,0,3,0,8,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,9,5,0,0,0,0,5,3,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,2,8,0,7,7,2,0,2,1,9,4,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,6,1,4,3,2,2,3,1,1,2,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,9,0,5,4,2,1,3,2,3,6,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,8,1,5,6,3,0,2,0,4,6,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,10,0,6,6,1,0,1,1,9,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,5,1,1,5,0,0,3,1,1,6,1,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,2,4,0,2,5,2,0,3,0,0,4,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,8,0,9,5,0,0,0,0,5,3,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,5,0,2,2,0,0,7,5,0,7,0,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,3,8,0,5,7,1,0,2,2,5,6,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,4,9,2,0,9,2,0,3,0,9,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,3,1,3,7,4,0,4,3,3,6,2,2,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
33,2,8,0,7,7,2,0,2,1,9,4,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,8,0,9,5,0,0,0,3,0,3,2,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
