@relation abalone

@attribute Height numeric
@attribute Viscera_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.15,0.254,11
0.15,0.283,11
0.17,0.2055,11
0.145,0.2195,11
0.12,0.1625,11
0.18,0.3135,11
0.195,0.36,11
0.195,0.3905,11
0.22,0.454,11
0.18,0.308,11
0.19,0.3575,11
0.1,0.0625,11
0.155,0.194,11
0.19,0.3175,11
0.14,0.225,11
0.12,0.084,11
0.135,0.103,11
0.12,0.128,11
0.15,0.2575,11
0.145,0.1645,11
0.14,0.1595,11
0.145,0.1655,11
0.165,0.239,11
0.175,0.342,11
0.165,0.239,11
0.155,0.19,11
0.16,0.3775,11
0.11,0.073,11
0.185,0.401,11
0.18,0.2795,11
0.16,0.2385,11
0.185,0.1615,11
0.185,0.3025,11
0.155,0.149,11
0.12,0.1415,11
0.18,0.381,11
0.12,0.1,11
0.17,0.2635,11
0.165,0.296,11
0.135,0.1795,11
0.175,0.387,11
0.14,0.115,11
0.17,0.2895,11
0.15,0.223,11
0.165,0.253,11
0.205,0.4225,11
0.15,0.1575,11
0.15,0.2205,11
0.16,0.198,11
0.16,0.176,11
0.135,0.2115,11
0.15,0.15,11
0.185,0.2535,11
0.215,0.383,11
0.16,0.2965,11
0.15,0.125,11
0.115,0.137,11
0.155,0.259,11
0.125,0.128,11
0.175,0.247,11
0.145,0.171,11
0.145,0.132,11
0.175,0.315,11
0.13,0.08,11
0.18,0.295,11
0.165,0.232,11
0.175,0.3275,11
0.125,0.0885,11
0.18,0.3125,11
0.13,0.167,11
0.18,0.2005,11
0.175,0.261,11
0.165,0.407,11
0.185,0.2635,11
0.175,0.2375,11
0.185,0.349,11
0.1,0.064,11
0.16,0.275,11
0.14,0.188,11
0.175,0.262,11
0.15,0.2425,11
0.15,0.2745,11
0.135,0.1525,11
0.145,0.1785,11
0.115,0.157,11
0.185,0.272,11
0.18,0.264,11
0.165,0.2385,11
0.185,0.337,11
0.145,0.1575,11
0.205,0.3725,11
0.13,0.174,11
0.06,0.033,11
0.17,0.213,11
0.135,0.102,11
0.185,0.4035,11
0.165,0.3065,11
0.135,0.2035,11
0.185,0.3465,11
0.165,0.2515,11
0.155,0.2085,11
0.17,0.326,11
0.185,0.313,11
0.16,0.2625,11
0.13,0.099,11
0.12,0.2385,11
0.125,0.1955,11
0.14,0.1725,11
0.135,0.095,11
0.17,0.337,11
0.165,0.2375,11
0.21,0.5195,11
0.19,0.3095,11
0.17,0.306,11
0.18,0.402,11
0.17,0.212,11
0.155,0.2195,11
0.19,0.23,11
0.2,0.334,11
0.115,0.1075,11
0.2,0.3965,11
0.105,0.083,11
0.16,0.157,11
0.21,0.318,11
0.21,0.5745,11
0.2,0.297,11
0.22,0.4285,11
0.185,0.402,11
0.09,0.037,11
0.155,0.1975,11
0.125,0.1335,11
0.165,0.2785,11
0.13,0.1175,11
0.11,0.081,11
0.155,0.19,11
0.17,0.345,11
0.15,0.137,11
0.165,0.279,11
0.145,0.158,11
0.15,0.293,11
0.19,0.399,11
0.2,0.387,11
0.2,0.321,11
0.175,0.24,11
0.12,0.0915,11
0.15,0.1905,11
0.125,0.15,11
0.16,0.253,11
0.155,0.183,11
0.14,0.195,11
0.15,0.226,11
0.155,0.25,11
0.205,0.315,11
0.13,0.1715,11
0.135,0.0715,11
0.175,0.3075,11
0.1,0.075,11
0.15,0.1525,11
0.16,0.207,11
0.165,0.193,11
0.18,0.2485,11
0.215,0.4985,11
0.14,0.115,11
0.13,0.2385,11
0.15,0.2115,11
0.165,0.284,11
0.17,0.318,11
0.12,0.131,11
0.135,0.1775,11
0.17,0.2565,11
0.2,0.339,11
0.11,0.057,11
0.195,0.4435,11
0.15,0.1525,12
0.115,0.0595,12
0.135,0.1325,12
0.185,0.4255,12
0.18,0.256,12
0.12,0.169,12
0.15,0.186,12
0.15,0.126,12
0.195,0.4925,12
0.115,0.138,12
0.17,0.38,12
0.145,0.1785,12
0.165,0.216,12
0.195,0.3315,12
0.14,0.3175,12
0.175,0.2595,12
0.165,0.213,12
0.16,0.311,12
0.17,0.297,12
0.165,0.1735,12
0.155,0.1535,12
0.145,0.1465,12
0.18,0.254,12
0.155,0.161,12
0.15,0.1955,12
0.16,0.1125,12
0.2,0.3315,12
0.14,0.234,12
0.175,0.278,12
0.17,0.2175,12
0.14,0.2085,12
0.08,0.066,12
0.185,0.3215,12
0.135,0.1315,12
0.12,0.1465,12
0.19,0.354,12
0.18,0.2655,12
0.22,0.5265,12
0.175,0.2705,12
0.14,0.2065,12
0.155,0.152,12
0.175,0.3125,12
0.22,0.509,12
0.155,0.146,12
0.17,0.2405,12
0.13,0.114,12
0.17,0.111,12
0.125,0.1725,12
0.105,0.0755,12
0.2,0.367,12
0.15,0.2915,12
0.165,0.299,12
0.16,0.1245,12
0.205,0.5185,12
0.175,0.2025,12
0.185,0.245,12
0.175,0.297,12
0.18,0.196,12
0.135,0.1265,12
0.14,0.244,12
0.175,0.33,12
0.2,0.363,12
0.175,0.2985,12
0.195,0.3975,12
0.16,0.2635,12
0.135,0.1495,12
0.125,0.0785,12
0.115,0.051,12
0.15,0.193,12
0.185,0.3065,12
0.13,0.1455,12
0.15,0.153,12
0.175,0.3005,12
0.135,0.2015,12
0.165,0.225,12
0.17,0.2825,12
0.175,0.32,12
0.18,0.2695,12
0.165,0.185,12
0.125,0.166,12
0.2,0.2675,12
0.155,0.214,12
0.12,0.1055,12
0.175,0.409,12
0.165,0.244,12
0.165,0.2495,12
0.12,0.122,12
0.145,0.141,12
0.17,0.3255,12
0.195,0.4215,12
0.135,0.079,12
0.155,0.2055,12
0.15,0.2315,12
0.105,0.0615,12
0.135,0.1485,12
0.135,0.083,12
0.21,0.405,12
0.13,0.374,12
0.18,0.322,12
0.145,0.168,12
0.13,0.1665,12
0.135,0.1375,12
0.16,0.231,12
0.18,0.2225,12
0.16,0.255,12
0.195,0.331,12
0.15,0.152,12
0.105,0.0785,12
0.145,0.2415,12
0.19,0.408,12
0.21,0.279,12
0.16,0.2175,12
0.16,0.224,12
0.25,0.76,12
0.19,0.296,12
0.165,0.2455,12
0.175,0.288,12
0.195,0.4065,12
0.22,0.3645,12
0.12,0.081,12
0.11,0.0675,12
0.15,0.2575,12
0.19,0.288,12
0.13,0.2055,12
0.15,0.246,12
0.175,0.2395,12
0.15,0.151,12
0.19,0.3225,12
0.145,0.172,12
0.18,0.512,12
0.175,0.3755,12
0.19,0.353,12
0.185,0.295,12
0.135,0.1315,12
0.165,0.298,12
0.175,0.297,12
0.155,0.2605,12
0.125,0.155,12
0.12,0.1715,12
0.1,0.166,12
0.16,0.246,12
0.195,0.3615,12
0.14,0.1255,12
0.195,0.2955,12
0.16,0.1555,12
0.205,0.423,12
0.165,0.201,12
0.16,0.238,12
0.13,0.133,12
0.13,0.142,12
0.175,0.389,12
0.135,0.1175,12
0.19,0.2745,12
0.165,0.2525,12
0.16,0.2255,12
0.155,0.1415,12
0.155,0.2165,12
0.175,0.15,12
0.175,0.2605,12
0.155,0.223,12
0.155,0.159,12
0.15,0.336,12
0.18,0.1495,12
0.155,0.239,12
0.2,0.3325,12
0.1,0.222,12
0.13,0.1355,12
0.145,0.237,12
0.235,0.157,12
0.185,0.1805,12
0.19,0.3035,12
0.17,0.2645,12
0.155,0.112,12
0.145,0.1385,12
0.185,0.1805,12
0.16,0.2405,12
0.125,0.1735,12
0.16,0.1575,12
0.18,0.3525,12
0.155,0.156,12
0.165,0.2815,12
0.175,0.252,12
0.175,0.3015,12
0.185,0.3135,12
0.11,0.082,12
0.155,0.1835,12
0.17,0.0825,12
0.15,0.2105,12
0.105,0.1195,12
0.11,0.0725,12
0.17,0.309,12
0.235,0.411,12
0.205,0.4695,12
0.135,0.1365,12
0.155,0.2315,12
0.16,0.3195,12
0.115,0.172,12
0.19,0.3905,12
0.175,0.192,12
0.17,0.391,12
0.15,0.2325,12
0.15,0.1215,12
0.18,0.42,12
0.14,0.1135,12
0.155,0.1775,12
0.16,0.26,12
0.19,0.328,12
0.125,0.1055,12
0.205,0.46,12
0.2,0.336,12
0.165,0.246,12
0.185,0.197,12
0.2,0.3675,12
0.175,0.232,12
0.19,0.407,12
0.18,0.4195,12
0.165,0.218,12
0.18,0.2765,12
0.16,0.221,12
0.18,0.303,12
0.1,0.0585,12
0.15,0.139,12
0.135,0.125,12
0.16,0.1935,12
0.115,0.179,12
0.175,0.2265,12
0.15,0.1985,12
0.105,0.0685,12
0.18,0.3605,12
0.2,0.309,12
0.14,0.244,12
0.14,0.174,12
0.165,0.1955,12
0.17,0.224,12
0.09,0.042,12
0.2,0.263,12
0.165,0.257,12
0.215,0.564,12
0.125,0.09,12
0.13,0.132,12
0.205,0.291,18
0.14,0.13,18
0.165,0.3035,18
0.12,0.176,18
0.175,0.207,18
0.145,0.196,18
0.165,0.2435,18
0.175,0.207,18
0.19,0.318,18
0.175,0.215,18
0.125,0.0705,18
0.2,0.297,18
0.24,0.3345,18
0.155,0.312,18
0.14,0.124,18
0.155,0.289,18
0.17,0.1705,18
0.18,0.2485,18
0.19,0.2375,18
0.195,0.254,18
0.19,0.3565,18
0.15,0.1405,18
0.15,0.159,18
0.165,0.261,18
0.18,0.314,18
0.18,0.2675,18
0.17,0.156,18
0.21,0.398,18
0.195,0.2135,18
0.125,0.0565,18
0.19,0.233,18
0.18,0.3445,18
0.19,0.437,18
0.19,0.3885,18
0.165,0.3575,18
0.175,0.1665,18
0.195,0.1905,18
0.18,0.287,18
0.215,0.405,13
0.195,0.36,13
0.18,0.4655,13
0.175,0.174,13
0.17,0.2145,13
0.16,0.228,13
0.205,0.3595,13
0.165,0.1985,13
0.15,0.292,13
0.145,0.098,13
0.13,0.1775,13
0.19,0.256,13
0.135,0.07,13
0.17,0.208,13
0.175,0.2945,13
0.145,0.1905,13
0.15,0.348,13
0.185,0.224,13
0.125,0.2535,13
0.12,0.1145,13
0.15,0.171,13
0.185,0.325,13
0.165,0.238,13
0.105,0.15,13
0.15,0.2875,13
0.2,0.44,13
0.13,0.234,13
0.11,0.046,13
0.2,0.4115,13
0.19,0.478,13
0.18,0.2995,13
0.2,0.575,13
0.2,0.306,13
0.14,0.142,13
0.185,0.3025,13
0.1,0.06,13
0.24,0.369,13
0.115,0.1455,13
0.19,0.3095,13
0.19,0.2965,13
0.185,0.3135,13
0.17,0.1685,13
0.155,0.197,13
0.225,0.5145,13
0.17,0.2135,13
0.135,0.1645,13
0.15,0.125,13
0.16,0.219,13
0.185,0.243,13
0.195,0.2445,13
0.165,0.3445,13
0.13,0.1785,13
0.135,0.144,13
0.205,0.3935,13
0.14,0.1615,13
0.15,0.134,13
0.17,0.2405,13
0.125,0.135,13
0.17,0.155,13
0.165,0.1785,13
0.175,0.371,13
0.215,0.4915,13
0.125,0.1,13
0.11,0.161,13
0.185,0.3835,13
0.175,0.23,13
0.085,0.0465,13
0.135,0.0935,13
0.14,0.1175,13
0.11,0.0935,13
0.205,0.358,13
0.205,0.306,13
0.18,0.3675,13
0.12,0.131,13
0.12,0.179,13
0.175,0.27,13
0.14,0.154,13
0.19,0.2425,13
0.13,0.196,13
0.16,0.253,13
0.145,0.1905,13
0.13,0.168,13
0.175,0.189,13
0.165,0.237,13
0.185,0.4505,13
0.11,0.1005,13
0.12,0.058,13
0.135,0.123,13
0.145,0.1155,13
0.125,0.0875,13
0.18,0.2655,13
0.14,0.201,13
0.175,0.2735,13
0.16,0.2575,13
0.185,0.336,13
0.165,0.138,13
0.135,0.1625,13
0.185,0.368,13
0.165,0.2475,13
0.14,0.2185,13
0.195,0.2735,13
0.19,0.226,13
0.175,0.4575,13
0.13,0.166,13
0.13,0.164,13
0.18,0.2935,13
0.17,0.2625,13
0.16,0.166,13
0.205,0.238,13
0.235,0.219,13
0.16,0.1455,13
0.205,0.4425,13
0.18,0.347,13
0.16,0.1735,13
0.135,0.137,13
0.165,0.205,13
0.22,0.3255,13
0.155,0.193,13
0.17,0.284,13
0.21,0.408,13
0.1,0.0755,13
0.175,0.241,13
0.175,0.254,13
0.13,0.1695,13
0.115,0.1615,13
0.16,0.2525,13
0.205,0.4025,13
0.15,0.1675,13
0.14,0.243,13
0.16,0.2755,13
0.145,0.123,13
0.125,0.0795,13
0.15,0.204,13
0.115,0.1025,13
0.195,0.2895,13
0.165,0.264,13
0.165,0.202,13
0.18,0.2165,13
0.125,0.1715,13
0.175,0.387,13
0.18,0.2975,13
0.13,0.226,13
0.15,0.112,13
0.15,0.2125,13
0.17,0.3045,13
0.145,0.247,13
0.11,0.157,13
0.16,0.3005,13
0.205,0.373,13
0.16,0.2555,13
0.08,0.0325,13
0.14,0.133,13
0.155,0.2155,13
0.175,0.2815,13
0.125,0.159,13
0.15,0.1625,13
0.165,0.1635,13
0.13,0.1365,13
0.165,0.134,13
0.165,0.26,13
0.175,0.2925,13
0.155,0.2315,13
0.13,0.1955,13
0.14,0.16,13
0.205,0.447,13
0.16,0.192,13
0.155,0.278,13
0.14,0.205,13
0.155,0.177,13
0.175,0.203,13
0.125,0.174,13
0.13,0.095,13
0.125,0.2145,13
0.175,0.3265,13
0.195,0.347,13
0.22,0.3835,13
0.155,0.174,13
0.135,0.181,13
0.2,0.478,13
0.18,0.1825,13
0.135,0.2105,13
0.17,0.274,13
0.06,0.022,5
0.105,0.08,5
0.075,0.035,5
0.08,0.031,5
0.065,0.0225,5
0.08,0.0475,5
0.055,0.015,5
0.09,0.0265,5
0.065,0.0205,5
0.09,0.0385,5
0.055,0.014,5
0.06,0.0235,5
0.08,0.034,5
0.08,0.0175,5
0.07,0.031,5
0.07,0.0265,5
0.06,0.0375,5
0.08,0.022,5
0.07,0.02,5
0.075,0.0205,5
0.04,0.0075,5
0.08,0.007,5
0.06,0.0185,5
0.09,0.0565,5
0.085,0.0535,5
0.065,0.0155,5
0.09,0.0665,5
0.055,0.0125,5
0.065,0.0225,5
0.025,0.005,5
0.055,0.018,5
0.085,0.037,5
0.075,0.042,5
0.07,0.041,5
0.075,0.0115,5
0.04,0.0055,5
0.09,0.057,5
0.07,0.019,5
0.085,0.024,5
0.08,0.0345,5
0.06,0.0165,5
0.1,0.0605,5
0.07,0.016,5
0.07,0.0205,5
0.055,0.051,5
0.07,0.0285,5
0.08,0.024,5
0.055,0.008,5
0.06,0.0185,5
0.05,0.013,5
0.065,0.014,5
0.07,0.0215,5
0.065,0.021,5
0.025,0.0075,5
0.055,0.0265,5
0.03,0.005,5
0.055,0.012,5
0.095,0.063,5
0.035,0.0045,5
0.1,0.0285,5
0.115,0.092,5
0.075,0.023,5
0.065,0.015,5
0.085,0.0455,5
0.04,0.015,5
0.065,0.02,5
0.055,0.0065,5
0.075,0.028,5
0.065,0.0155,5
0.06,0.017,5
0.065,0.014,5
0.065,0.0205,5
0.07,0.0245,5
0.065,0.0185,5
0.045,0.005,5
0.075,0.0455,5
0.075,0.0245,5
0.09,0.042,5
0.08,0.0255,5
0.065,0.021,5
0.08,0.0355,5
0.06,0.021,5
0.07,0.015,5
0.08,0.0215,5
0.06,0.017,5
0.095,0.041,5
0.06,0.022,5
0.075,0.033,5
0.09,0.044,5
0.095,0.032,5
0.055,0.017,5
0.08,0.0315,5
0.04,0.018,5
0.05,0.0135,5
0.07,0.0235,5
0.065,0.0235,5
0.085,0.027,5
0.045,0.0235,5
0.08,0.05,5
0.08,0.042,5
0.08,0.024,5
0.075,0.037,5
0.045,0.011,5
0.095,0.049,5
0.04,0.0045,4
0.045,0.0065,4
0.02,0.0025,4
0.06,0.014,4
0.07,0.013,4
0.04,0.005,4
0.075,0.031,4
0.07,0.022,4
0.045,0.0075,4
0.05,0.01,4
0.06,0.0095,4
0.04,0.007,4
0.025,0.005,4
0.065,0.0185,4
0.06,0.014,4
0.085,0.0295,4
0.04,0.008,4
0.055,0.017,4
0.04,0.0065,4
0.095,0.008,4
0.065,0.013,4
0.05,0.008,4
0.015,0.003,4
0.035,0.0055,4
0.075,0.028,4
0.06,0.0145,4
0.06,0.008,4
0.05,0.0035,4
0.045,0.015,4
0.08,0.0265,4
0.05,0.008,4
0.055,0.0215,4
0.035,0.0085,4
0.06,0.0245,4
0.035,0.0035,4
0.05,0.012,4
0.055,0.0125,4
0.045,0.008,4
0.035,0.0065,4
0.075,0.029,4
0.055,0.021,4
0.065,0.0135,4
0.06,0.0095,4
0.085,0.035,4
0.065,0.011,4
0.055,0.013,4
0.02,0.0045,4
0.04,0.006,4
0.04,0.0065,4
0.065,0.0165,4
0.09,0.034,4
0.075,0.0375,6
0.07,0.0225,6
0.105,0.0745,6
0.105,0.127,6
0.08,0.028,6
0.09,0.059,6
0.105,0.08,6
0.1,0.0395,6
0.075,0.02,6
0.105,0.0705,6
0.065,0.0285,6
0.085,0.061,6
0.075,0.0305,6
0.075,0.0355,6
0.095,0.053,6
0.065,0.014,6
0.095,0.067,6
0.09,0.067,6
0.125,0.038,6
0.105,0.0825,6
0.095,0.0515,6
0.1,0.072,6
0.09,0.0635,6
0.065,0.02,6
0.08,0.0565,6
0.09,0.066,6
0.06,0.023,6
0.12,0.11,6
0.07,0.018,6
0.095,0.055,6
0.09,0.036,6
0.09,0.039,6
0.1,0.042,6
0.075,0.0265,6
0.065,0.022,6
0.085,0.0265,6
0.085,0.038,6
0.115,0.065,6
0.055,0.027,6
0.085,0.0485,6
0.085,0.021,6
0.08,0.0415,6
0.08,0.043,6
0.075,0.0305,6
0.07,0.02,6
0.09,0.049,6
0.11,0.127,6
0.13,0.105,6
0.11,0.08,6
0.09,0.0505,6
0.05,0.0385,6
0.09,0.068,6
0.09,0.0595,6
0.11,0.071,6
0.08,0.0455,6
0.115,0.077,6
0.085,0.0325,6
0.08,0.044,6
0.05,0.0185,6
0.14,0.0455,6
0.1,0.057,6
0.12,0.1075,6
0.145,0.1405,6
0.1,0.0795,6
0.09,0.0525,6
0.075,0.0445,6
0.1,0.0495,6
0.1,0.0825,6
0.095,0.058,6
0.06,0.0115,6
0.09,0.0295,6
0.105,0.0475,6
0.07,0.0365,6
0.08,0.0185,6
0.055,0.0125,6
0.095,0.041,6
0.085,0.0335,6
0.085,0.0295,6
0.1,0.0505,6
0.11,0.1095,6
0.125,0.115,6
0.1,0.038,6
0.095,0.0575,6
0.08,0.037,6
0.095,0.0415,6
0.115,0.0595,6
0.09,0.0615,6
0.135,0.1535,6
0.115,0.102,6
0.08,0.047,6
0.12,0.1055,6
0.1,0.0735,6
0.09,0.05,6
0.105,0.0785,6
0.1,0.0865,6
0.12,0.1075,6
0.1,0.091,6
0.13,0.1405,6
0.03,0.015,6
0.09,0.061,6
0.105,0.061,6
0.075,0.0265,6
0.095,0.0635,6
0.09,0.033,6
0.06,0.0145,6
0.1,0.072,6
0.155,0.1155,6
0.07,0.0155,6
0.17,0.208,6
0.095,0.0605,6
0.095,0.0475,6
0.085,0.0515,6
0.08,0.0285,6
0.115,0.1065,6
0.09,0.0405,6
0.1,0.0435,6
0.085,0.038,6
0.065,0.032,6
0.11,0.131,6
0.05,0.0215,6
0.08,0.0465,6
0.11,0.0455,6
0.09,0.0405,6
0.11,0.0645,6
0.07,0.0275,6
0.085,0.0585,6
0.115,0.143,6
0.075,0.033,6
0.15,0.1925,6
0.065,0.02,6
0.09,0.031,6
0.075,0.035,6
0.07,0.03,6
0.075,0.032,6
0.08,0.0325,6
0.125,0.1165,6
0.055,0.014,6
0.075,0.037,6
0.125,0.089,6
0.095,0.057,6
0.085,0.034,6
0.12,0.108,6
0.105,0.065,6
0.115,0.085,6
0.085,0.042,6
0.095,0.0255,6
0.105,0.083,6
0.075,0.0305,6
0.085,0.056,6
0.095,0.0515,6
0.135,0.1005,6
0.06,0.025,6
0.075,0.0645,6
0.075,0.0285,6
0.09,0.0575,6
0.095,0.037,6
0.11,0.096,6
0.07,0.0335,6
0.09,0.0625,6
0.07,0.04,6
0.08,0.0555,6
0.085,0.035,6
0.08,0.031,6
0.08,0.04,6
0.07,0.0225,6
0.125,0.126,6
0.13,0.0835,6
0.085,0.0175,6
0.06,0.021,6
0.1,0.0735,6
0.085,0.0305,6
0.1,0.0655,6
0.07,0.0265,6
0.07,0.0295,6
0.095,0.084,6
0.085,0.0525,6
0.09,0.0545,6
0.07,0.048,6
0.075,0.051,6
0.125,0.2075,6
0.095,0.0535,6
0.09,0.06,6
0.1,0.096,6
0.105,0.0905,6
0.095,0.046,6
0.09,0.0615,6
0.075,0.0445,6
0.16,0.231,6
0.075,0.0675,6
0.1,0.0565,6
0.065,0.066,6
0.12,0.1045,6
0.085,0.0405,6
0.11,0.0895,6
0.05,0.012,6
0.12,0.0945,6
0.09,0.034,6
0.08,0.0195,6
0.095,0.0655,6
0.06,0.0235,6
0.095,0.051,6
0.105,0.0345,6
0.09,0.081,6
0.075,0.04,6
0.115,0.1115,6
0.1,0.06,6
0.11,0.099,6
0.125,0.106,6
0.11,0.0885,6
0.07,0.0255,6
0.085,0.034,6
0.09,0.0645,6
0.115,0.0725,6
0.095,0.0385,6
0.105,0.0855,6
0.085,0.0345,6
0.09,0.053,6
0.085,0.03,6
0.075,0.03,6
0.07,0.02,6
0.08,0.0195,6
0.08,0.0265,6
0.08,0.0505,6
0.115,0.078,6
0.055,0.0055,6
0.07,0.0405,6
0.1,0.0645,6
0.095,0.0365,6
0.07,0.0215,6
0.125,0.117,6
0.1,0.0265,6
0.09,0.0575,6
0.085,0.0365,6
0.2,0.2665,21
0.16,0.234,21
0.225,0.3405,21
0.19,0.3055,21
0.145,0.185,21
0.13,0.1315,21
0.2,0.4075,21
0.17,0.2455,21
0.125,0.129,21
0.175,0.266,21
0.185,0.35,21
0.165,0.165,21
0.15,0.124,21
0.16,0.2185,17
0.195,0.354,17
0.17,0.229,17
0.165,0.2315,17
0.22,0.4755,17
0.195,0.187,17
0.23,0.2815,17
0.19,0.2355,17
0.195,0.258,17
0.175,0.1865,17
0.15,0.1335,17
0.23,0.419,17
0.195,0.2185,17
0.13,0.226,17
0.18,0.226,17
0.175,0.254,17
0.215,0.299,17
0.115,0.197,17
0.125,0.212,17
0.16,0.196,17
0.19,0.2815,17
0.135,0.221,17
0.24,0.465,17
0.165,0.283,17
0.165,0.244,17
0.195,0.358,17
0.155,0.1325,17
0.145,0.22,17
0.14,0.201,17
0.185,0.295,17
0.175,0.1395,17
0.21,0.305,17
0.175,0.3035,17
0.145,0.1965,17
0.14,0.183,17
0.155,0.123,17
0.22,0.284,17
0.215,0.472,17
0.19,0.2305,17
0.2,0.4805,17
0.14,0.146,17
0.195,0.3365,17
0.155,0.143,17
0.11,0.107,17
0.15,0.1625,17
0.105,0.1095,17
0.17,0.257,17
0.19,0.252,17
0.17,0.2395,17
0.2,0.304,17
0.175,0.3285,17
0.165,0.169,17
0.14,0.13,22
0.215,0.287,22
0.17,0.1635,22
0.215,0.2855,22
0.215,0.327,22
0.01,0.0005,1
0.035,0.0025,3
0.03,0.003,3
0.045,0.011,3
0.03,0.002,3
0.03,0.005,3
0.04,0.003,3
0.045,0.01,3
0.025,0.0055,3
0.045,0.006,3
0.055,0.009,3
0.05,0.0045,3
0.065,0.0135,3
0.03,0.005,3
0.05,0.0055,3
0.195,0.19,26
0.165,0.1915,23
0.195,0.59,23
0.175,0.2945,23
0.15,0.2025,23
0.2,0.27,23
0.15,0.14,23
0.225,0.27,23
0.135,0.179,23
0.185,0.3215,29
0.025,0.004,2
0.225,0.391,27
0.215,0.2285,25
0.215,0.3125,24
0.185,0.353,24
