@relation abalone

@attribute Sex {M,F,I}
@attribute Diameter numeric
@attribute Whole_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
F,0.525,1.71,16
I,0.5,1.319,16
M,0.515,1.275,16
F,0.435,0.8085,16
F,0.375,0.6,16
F,0.515,1.498,16
M,0.565,1.891,16
I,0.445,1.057,16
M,0.48,1.064,16
M,0.43,0.8645,16
F,0.44,0.946,16
I,0.48,1.3655,16
F,0.6,1.974,16
F,0.445,0.981,16
I,0.33,0.522,16
I,0.445,0.8735,16
F,0.535,1.41,16
F,0.465,0.9995,16
F,0.58,1.787,19
M,0.515,1.016,19
M,0.41,0.989,19
M,0.55,1.8465,19
M,0.405,0.9245,19
M,0.455,1.3305,19
F,0.555,1.4685,19
M,0.45,1.07,19
F,0.45,0.9,19
F,0.46,0.9955,19
F,0.525,1.4635,19
M,0.475,0.9455,19
F,0.55,1.798,19
I,0.39,0.7325,19
F,0.555,1.8165,19
F,0.52,1.514,19
M,0.38,0.66,19
F,0.41,0.8115,19
M,0.405,0.9715,19
M,0.435,0.9955,19
I,0.355,0.412,19
F,0.485,1.0105,19
M,0.395,0.782,19
F,0.455,1.013,19
M,0.5,1.015,19
F,0.425,0.85,19
F,0.44,0.8945,19
F,0.44,1.073,19
F,0.515,1.3485,14
M,0.48,1.2,14
M,0.525,1.4995,14
F,0.465,0.872,14
I,0.42,0.728,14
F,0.47,1.2985,14
F,0.475,0.925,14
F,0.46,1.0835,14
M,0.55,1.9565,14
F,0.55,1.908,14
F,0.51,1.3475,14
M,0.585,2.2305,14
M,0.33,0.34,14
M,0.455,1.165,14
I,0.345,0.443,14
M,0.38,0.9565,14
F,0.365,0.4485,14
I,0.475,1.0385,14
I,0.45,0.893,14
F,0.51,1.092,14
F,0.47,1.283,14
M,0.53,1.496,14
F,0.45,0.903,14
M,0.385,0.7615,14
M,0.45,0.895,14
F,0.415,0.8975,14
M,0.495,1.793,14
F,0.38,0.6065,14
F,0.485,1.3025,14
M,0.36,0.6105,14
M,0.41,0.862,14
F,0.54,1.5015,14
F,0.65,2.255,14
F,0.5,1.22,14
F,0.495,1.0915,14
F,0.475,1.1025,14
I,0.435,0.782,14
F,0.61,2.5085,14
F,0.53,2.0475,14
F,0.54,1.7025,14
M,0.505,1.26,14
M,0.455,1.041,14
M,0.51,1.613,14
F,0.425,0.766,14
M,0.44,0.971,14
F,0.42,0.7365,14
M,0.385,0.6335,14
I,0.46,1.2395,14
M,0.475,1.0875,14
M,0.42,0.609,14
F,0.525,1.5785,14
F,0.475,1.423,14
M,0.38,0.528,14
F,0.445,0.733,14
F,0.425,0.8515,14
I,0.385,0.762,14
M,0.535,1.606,14
F,0.41,0.8705,14
F,0.435,0.884,14
I,0.425,0.806,14
F,0.465,1.082,14
F,0.485,1.0735,14
F,0.55,1.2915,14
M,0.395,0.5545,14
I,0.345,0.487,14
M,0.45,1.013,14
M,0.56,1.981,14
M,0.51,1.6375,14
I,0.405,0.795,14
F,0.485,1.0405,14
M,0.5,1.5595,14
F,0.535,1.604,14
F,0.45,1.071,14
M,0.45,0.91,14
M,0.575,1.829,14
M,0.385,0.6335,14
M,0.475,0.945,14
M,0.45,1.0985,14
F,0.395,0.66,14
F,0.565,2.1425,14
M,0.44,0.9025,14
M,0.49,1.3,14
F,0.535,1.242,14
F,0.455,1.0595,14
F,0.47,1.153,14
F,0.51,1.2125,14
F,0.405,0.72,14
F,0.44,0.742,14
I,0.465,0.972,14
F,0.46,1.1,14
M,0.44,0.835,14
F,0.48,1.0935,14
M,0.515,1.6115,14
M,0.42,0.8055,14
M,0.385,0.6175,14
F,0.355,0.5465,14
F,0.38,0.579,14
M,0.45,0.927,14
I,0.305,0.252,14
F,0.365,0.6195,14
M,0.41,0.7605,14
F,0.495,1.2385,14
M,0.45,0.7485,14
I,0.34,0.384,14
M,0.39,0.853,14
F,0.485,1.2515,14
I,0.4,0.51,14
M,0.335,0.4625,14
M,0.395,0.6295,14
F,0.385,0.536,14
F,0.51,1.1255,14
M,0.53,1.477,14
M,0.485,1.219,14
F,0.505,1.2355,14
F,0.625,2.505,11
F,0.51,1.2895,11
F,0.49,1.7015,11
M,0.31,0.3595,11
M,0.515,1.6465,11
M,0.49,1.1245,11
M,0.485,1.437,11
F,0.465,1.133,11
M,0.495,1.3005,11
M,0.44,0.8395,11
F,0.5,1.5175,11
F,0.38,0.57,11
F,0.565,1.938,11
F,0.52,1.197,11
I,0.42,0.668,11
F,0.485,0.9515,11
I,0.49,1.066,11
M,0.485,0.9615,11
M,0.56,1.5865,11
F,0.55,1.614,11
F,0.5,1.4995,11
M,0.48,1.0625,11
F,0.44,0.7745,11
M,0.525,1.46,11
M,0.54,1.691,11
M,0.515,1.6385,11
I,0.405,0.61,11
F,0.34,0.7005,11
F,0.51,1.235,11
F,0.51,1.1965,11
F,0.455,1.2895,11
M,0.565,1.601,11
F,0.52,1.354,11
F,0.485,1.1005,11
I,0.46,0.9005,11
F,0.525,1.67,11
F,0.47,1.121,11
I,0.345,0.4075,11
F,0.495,1.227,11
I,0.33,0.347,11
F,0.505,1.434,11
F,0.35,0.5175,11
F,0.485,1.2695,11
F,0.495,1.596,11
M,0.355,0.515,11
F,0.475,1.194,11
M,0.555,1.858,11
M,0.52,1.39,11
F,0.56,1.9425,11
M,0.49,1.035,11
M,0.4,0.764,11
M,0.52,1.292,11
M,0.535,1.432,11
F,0.5,1.107,11
M,0.525,1.4715,11
M,0.46,1.145,11
F,0.515,1.527,11
F,0.5,1.528,11
I,0.28,0.233,11
M,0.435,0.9385,11
F,0.535,1.826,11
M,0.38,0.5415,11
M,0.5,1.3915,11
F,0.48,1.199,11
M,0.495,1.276,11
F,0.45,1.114,11
F,0.55,1.807,11
M,0.455,0.797,11
I,0.465,1.0315,11
F,0.52,1.8065,11
M,0.545,1.7025,11
M,0.525,1.6125,11
F,0.425,0.788,11
M,0.5,1.461,11
M,0.45,0.978,11
I,0.525,1.786,11
F,0.41,0.7085,11
F,0.485,1.079,11
F,0.445,1.09,11
M,0.4,0.6025,11
F,0.47,0.984,11
M,0.51,1.527,11
M,0.555,2.141,11
I,0.46,0.9015,11
M,0.495,1.1145,11
M,0.515,1.2075,11
M,0.48,1.185,11
F,0.51,1.3315,11
F,0.32,0.387,11
I,0.47,0.907,11
M,0.475,0.97,11
F,0.46,0.9935,11
I,0.485,1.238,11
M,0.505,1.4385,11
I,0.49,1.217,11
F,0.455,0.94,11
F,0.44,0.9285,11
F,0.355,0.485,11
F,0.56,1.834,11
M,0.5,1.202,11
M,0.475,1.0735,11
F,0.505,1.251,11
F,0.56,1.6605,11
F,0.545,1.759,11
M,0.44,0.9185,11
F,0.405,0.6915,11
I,0.41,0.6625,11
M,0.6,2.548,11
M,0.31,0.2845,11
F,0.515,1.1635,11
F,0.335,0.4565,11
M,0.455,1.013,11
M,0.455,0.987,11
M,0.49,1.1775,11
M,0.375,0.5895,11
M,0.35,0.416,11
F,0.505,1.2915,11
M,0.47,1.136,11
F,0.6,2.555,11
M,0.47,1.2315,11
F,0.375,0.597,11
F,0.45,0.869,11
M,0.495,1.2075,11
I,0.43,0.7895,11
M,0.52,1.3655,11
F,0.445,0.883,11
M,0.595,2.3235,11
M,0.53,1.56,11
M,0.41,0.8105,11
F,0.415,0.8805,11
M,0.495,1.172,11
F,0.505,1.3725,11
M,0.5,1.269,11
F,0.375,0.513,11
M,0.49,1.229,11
I,0.395,0.6235,11
M,0.41,0.77,11
I,0.395,0.6445,11
M,0.445,0.9525,11
M,0.59,1.747,11
F,0.545,1.58,11
F,0.465,1.0255,11
F,0.535,1.5855,11
I,0.355,0.4385,11
M,0.425,0.8635,11
M,0.46,0.6655,11
F,0.565,1.817,11
F,0.505,1.318,11
F,0.35,0.4435,11
M,0.465,1.0475,11
I,0.41,0.5995,11
M,0.48,1.014,11
M,0.49,1.1835,11
M,0.555,2.14,11
I,0.405,0.599,11
M,0.245,0.1555,11
I,0.425,0.83,11
M,0.4,0.7305,11
F,0.525,1.385,11
F,0.545,1.7185,11
F,0.49,1.3475,11
M,0.55,1.893,11
F,0.63,2.657,11
M,0.42,0.7385,11
M,0.505,1.1955,11
M,0.515,1.6115,11
M,0.55,1.777,11
F,0.49,1.1345,11
F,0.43,0.785,11
F,0.455,0.9945,11
M,0.35,0.5205,11
M,0.455,0.942,11
F,0.505,1.357,11
M,0.41,0.732,11
F,0.51,1.278,11
I,0.31,0.3625,11
I,0.38,0.454,11
F,0.35,0.4585,11
M,0.53,1.529,11
M,0.48,1.271,11
M,0.39,0.744,11
F,0.54,1.5555,11
F,0.32,0.3785,11
M,0.235,0.12,11
M,0.495,1.2695,11
I,0.4,0.757,11
F,0.475,0.9585,11
M,0.49,1.32,11
I,0.44,0.8735,11
I,0.485,1.15,11
M,0.46,0.9595,11
F,0.525,1.56,11
M,0.42,0.764,11
M,0.51,1.1835,11
F,0.475,0.928,11
F,0.37,0.541,11
M,0.575,2.069,11
M,0.495,1.29,11
I,0.43,0.8215,11
M,0.525,1.5365,11
F,0.495,1.1115,11
F,0.54,1.764,11
M,0.47,1.242,11
I,0.49,1.1545,11
M,0.585,2.124,11
M,0.52,1.6785,11
M,0.395,0.549,11
M,0.555,2.201,11
F,0.385,0.6625,11
M,0.515,1.463,11
I,0.34,0.346,11
I,0.35,0.4885,11
M,0.25,0.203,11
M,0.495,1.307,11
M,0.31,0.314,11
F,0.5,1.13,11
F,0.425,0.712,11
M,0.46,1.1805,11
I,0.445,0.672,11
M,0.49,1.008,11
I,0.44,0.811,11
F,0.485,1.3765,11
F,0.345,0.3665,11
M,0.525,1.443,11
F,0.56,1.792,11
M,0.44,0.868,11
M,0.55,1.7725,11
I,0.38,0.529,11
F,0.375,0.6125,11
M,0.465,1.3415,11
M,0.545,1.672,11
M,0.45,0.8795,11
F,0.43,0.728,11
M,0.34,0.4495,11
M,0.41,0.662,11
F,0.505,1.15,11
F,0.49,1.2085,11
F,0.4,0.6295,11
F,0.445,0.8305,11
I,0.42,0.8365,11
F,0.465,1.1015,11
I,0.26,0.1835,11
I,0.475,0.907,11
M,0.525,1.3685,11
F,0.59,1.7495,11
M,0.565,1.787,11
M,0.36,0.488,11
F,0.44,0.7855,11
F,0.575,2.073,11
F,0.325,0.3865,11
F,0.54,1.6675,11
F,0.45,0.9955,11
M,0.455,0.96,11
M,0.39,0.709,11
M,0.45,0.9355,11
M,0.49,1.1165,11
F,0.42,0.805,11
F,0.375,0.5945,11
M,0.565,1.931,11
M,0.35,0.4835,11
F,0.52,1.6885,11
F,0.52,1.6275,11
M,0.42,0.8945,11
M,0.455,0.832,11
M,0.39,0.651,11
I,0.31,0.302,11
M,0.41,0.7155,11
M,0.525,1.5075,11
F,0.54,1.619,11
F,0.55,1.473,11
M,0.565,2.081,11
F,0.5,1.217,11
M,0.49,1.169,11
M,0.495,1.081,11
M,0.4,0.8295,11
M,0.515,1.31,11
M,0.48,1.21,11
F,0.49,0.9245,11
I,0.385,0.5425,11
F,0.505,1.4405,11
M,0.36,0.4365,11
I,0.45,0.781,11
I,0.445,1.0285,11
F,0.515,1.3405,11
M,0.52,1.636,11
I,0.405,0.5775,11
M,0.505,1.5595,11
M,0.54,1.403,11
F,0.405,0.627,11
F,0.35,0.452,11
F,0.38,0.639,11
F,0.475,1.059,11
F,0.41,0.6935,11
F,0.58,1.7375,11
I,0.425,0.8155,11
M,0.575,1.4585,11
I,0.35,0.567,11
F,0.53,1.7315,11
M,0.5,1.3385,11
F,0.565,1.7635,11
F,0.485,1.271,11
I,0.47,0.966,11
M,0.575,2.009,11
I,0.425,0.875,11
M,0.55,1.6645,11
F,0.54,1.139,11
M,0.47,1.0285,11
M,0.525,1.7405,11
M,0.45,0.92,11
F,0.45,0.8725,11
F,0.475,1.172,11
F,0.515,1.336,11
M,0.51,1.539,11
M,0.39,0.6555,11
F,0.475,1.133,11
M,0.54,1.7825,11
M,0.515,1.385,11
F,0.505,1.16,11
I,0.41,0.612,11
M,0.59,1.5455,11
F,0.495,1.062,11
M,0.385,0.551,11
F,0.475,1.1135,11
F,0.385,0.616,11
M,0.5,1.06,11
M,0.525,1.6085,11
M,0.57,1.88,11
M,0.505,1.289,11
M,0.55,1.825,11
F,0.56,1.652,11
I,0.435,0.6975,11
F,0.51,1.6075,11
F,0.515,1.309,11
M,0.475,1.089,11
F,0.43,0.802,11
M,0.52,1.3645,11
M,0.42,0.8075,11
I,0.28,0.2275,11
F,0.385,0.5395,11
M,0.52,1.3735,11
I,0.43,0.7365,11
M,0.535,1.669,11
M,0.505,1.297,11
M,0.505,1.105,11
M,0.56,2.015,11
F,0.545,1.907,11
F,0.6,1.737,11
M,0.495,1.3835,11
F,0.475,0.9715,11
M,0.515,1.1955,11
I,0.445,0.783,11
M,0.54,1.217,11
F,0.49,1.233,11
M,0.475,1.337,11
M,0.48,1.2555,11
M,0.52,1.543,11
M,0.525,1.707,11
F,0.415,0.5915,11
F,0.495,1.4255,11
F,0.355,0.415,11
M,0.28,0.2455,11
F,0.525,1.463,11
F,0.53,1.346,11
F,0.46,1.0035,11
I,0.435,0.9025,11
F,0.59,1.662,11
M,0.285,0.2665,11
M,0.465,1.136,11
M,0.565,2.198,11
M,0.485,1.003,11
F,0.47,0.97,11
M,0.485,1.2435,11
F,0.565,1.638,11
M,0.47,1.1665,11
F,0.5,1.1635,11
I,0.43,0.8545,11
I,0.38,0.525,11
M,0.515,1.2345,11
I,0.345,0.4885,11
M,0.52,1.4775,11
F,0.345,0.4285,11
M,0.45,1.1275,11
F,0.56,1.7775,11
F,0.485,1.073,11
F,0.47,1.1785,11
M,0.3,0.2465,11
F,0.305,0.363,11
F,0.52,1.494,11
M,0.435,0.889,11
I,0.39,0.6655,11
M,0.47,0.8375,11
M,0.475,1.157,11
F,0.5,1.4045,11
M,0.49,1.375,11
F,0.42,1.034,11
I,0.325,0.368,11
F,0.49,1.3825,11
F,0.475,1.053,11
M,0.45,0.915,11
I,0.425,1.0485,11
M,0.525,1.488,11
M,0.475,1.1825,11
M,0.51,1.7835,11
F,0.525,1.0385,11
F,0.54,1.593,11
M,0.42,0.62,11
M,0.44,0.9555,11
F,0.5,1.4285,11
M,0.57,1.348,11
F,0.55,1.684,11
F,0.54,1.5585,11
F,0.405,0.606,11
F,0.515,1.412,11
F,0.465,1.04,11
M,0.545,1.7475,11
F,0.53,1.5615,11
F,0.485,1.087,11
F,0.575,1.7365,11
F,0.52,1.3405,11
F,0.465,0.9865,11
M,0.47,0.927,11
M,0.49,1.1745,11
M,0.42,0.745,11
M,0.495,1.2865,11
F,0.515,1.4265,11
I,0.435,0.72,11
I,0.45,0.8245,11
F,0.535,1.5575,11
I,0.505,1.272,11
M,0.335,0.478,11
F,0.495,1.2265,11
F,0.56,1.664,11
M,0.46,1.0005,11
M,0.43,0.955,11
F,0.565,1.719,11
F,0.4,0.731,11
M,0.505,1.274,11
M,0.245,0.171,11
M,0.485,1.2445,12
F,0.555,1.47,12
M,0.47,1.1355,12
M,0.505,1.978,12
F,0.545,1.6225,12
F,0.51,1.3905,12
M,0.485,1.0225,12
F,0.48,1.2955,12
M,0.415,0.74,12
F,0.43,0.813,12
F,0.325,0.38,12
M,0.375,0.4935,12
M,0.455,1.133,12
I,0.335,0.383,12
F,0.4,0.63,12
F,0.45,0.9285,12
M,0.54,1.623,12
M,0.54,1.5545,12
F,0.45,0.9315,12
F,0.5,1.3765,12
M,0.38,0.5835,12
M,0.45,0.8665,12
I,0.36,0.45,12
F,0.55,1.569,12
F,0.395,0.6175,12
F,0.52,1.3105,12
M,0.475,1.164,12
F,0.41,0.708,12
I,0.44,0.9445,12
M,0.395,0.5915,12
I,0.355,0.581,12
F,0.48,1.2035,12
F,0.47,1.017,12
F,0.48,1.0525,12
M,0.41,0.785,12
M,0.5,1.221,12
M,0.46,0.7085,12
F,0.545,1.556,12
F,0.465,1.113,12
M,0.5,1.5105,12
M,0.52,1.3725,12
M,0.4,0.8565,12
M,0.445,0.931,12
F,0.45,0.9715,12
M,0.395,0.6185,12
M,0.425,0.702,12
M,0.28,0.266,12
M,0.51,1.446,12
F,0.455,1.0605,12
F,0.54,1.2525,12
I,0.415,0.8095,12
F,0.48,1.2215,12
I,0.48,1.1305,12
F,0.5,1.1705,12
M,0.515,1.2695,12
M,0.52,1.6,12
F,0.575,2.1,12
F,0.465,1.026,12
F,0.565,1.6645,12
M,0.465,1.0345,12
M,0.42,0.7385,12
F,0.465,0.9915,12
F,0.3,0.3375,12
F,0.44,0.915,12
F,0.505,1.2765,12
F,0.465,0.8875,12
F,0.565,1.8375,12
F,0.41,0.727,12
M,0.445,0.982,12
F,0.505,1.3485,12
M,0.44,0.8565,12
F,0.575,1.8795,12
F,0.4,0.772,12
F,0.53,1.8745,12
M,0.485,1.062,12
M,0.405,0.772,12
M,0.495,1.093,12
F,0.485,1.2405,12
F,0.47,1.2735,12
M,0.355,0.415,12
F,0.415,0.6985,12
I,0.41,0.6315,12
M,0.485,1.0295,12
M,0.45,0.925,12
M,0.425,0.7145,12
M,0.385,0.669,12
I,0.37,0.4705,12
M,0.51,1.3165,12
M,0.44,0.755,12
I,0.38,0.6675,12
F,0.525,1.527,12
I,0.39,0.5555,12
F,0.5,1.186,12
F,0.45,0.9885,12
F,0.405,0.6435,12
F,0.57,1.9805,12
M,0.385,0.709,12
F,0.515,1.3255,12
M,0.525,1.7825,12
F,0.39,0.59,12
F,0.48,1.234,12
M,0.55,1.4405,12
F,0.45,0.9775,12
F,0.405,0.5965,12
M,0.62,2.5155,12
F,0.45,0.9765,12
M,0.565,2.1055,12
F,0.465,1.107,12
F,0.505,1.3435,12
I,0.495,1.054,12
I,0.47,1.1955,12
M,0.38,0.5955,12
M,0.45,0.7895,12
M,0.47,0.8915,12
M,0.55,2.0045,12
M,0.595,2.2205,12
F,0.475,0.8575,12
M,0.495,1.539,12
F,0.45,1.081,12
F,0.375,0.525,12
F,0.46,0.97,12
F,0.52,1.248,12
F,0.53,1.3485,12
M,0.555,2.333,12
M,0.4,0.8415,12
M,0.46,1.102,12
M,0.585,1.647,12
M,0.325,0.3745,12
M,0.38,0.6295,12
F,0.5,1.477,12
F,0.45,0.9585,12
F,0.565,1.613,12
F,0.535,1.685,12
F,0.395,0.686,12
M,0.575,1.884,12
F,0.555,1.7525,12
M,0.4,0.6645,12
M,0.48,1.0115,12
M,0.47,0.991,12
M,0.51,1.155,12
I,0.28,0.2565,12
F,0.5,1.1445,12
M,0.59,2.087,12
F,0.325,0.3575,12
M,0.375,0.5565,12
F,0.51,1.286,12
M,0.415,0.6445,12
M,0.575,2.273,12
F,0.5,1.377,12
M,0.575,2.173,12
M,0.46,0.9535,12
M,0.5,1.4345,12
F,0.57,1.5345,12
F,0.405,0.658,12
F,0.485,1.151,12
F,0.5,1.1905,12
F,0.36,0.447,12
M,0.435,0.7365,12
M,0.48,1.244,12
M,0.53,1.583,12
F,0.39,0.692,12
M,0.49,1.09,12
M,0.405,0.875,12
F,0.355,0.433,12
M,0.495,1.2555,12
M,0.265,0.1775,12
F,0.38,0.651,12
F,0.465,1.295,12
M,0.42,0.6995,12
F,0.375,0.559,12
M,0.345,0.44,12
F,0.385,0.6785,12
I,0.44,0.8,12
F,0.305,0.281,12
F,0.345,0.4085,12
M,0.385,0.6415,12
M,0.51,1.615,12
F,0.47,1.0835,12
M,0.45,1.0055,12
F,0.385,0.6185,12
F,0.44,0.9395,12
F,0.38,0.539,12
F,0.48,1.371,12
M,0.38,0.6175,12
M,0.585,2.398,12
M,0.505,1.2585,12
M,0.315,0.388,12
M,0.5,1.286,12
F,0.525,1.8095,12
F,0.5,1.741,12
F,0.505,1.2765,12
F,0.53,1.4015,12
M,0.515,1.3745,12
F,0.44,0.854,12
M,0.295,0.316,12
M,0.525,1.429,12
F,0.345,0.496,12
F,0.495,1.255,12
F,0.325,0.382,12
M,0.5,1.2715,12
F,0.51,1.5675,12
M,0.49,1.13,12
M,0.4,0.6435,12
F,0.48,0.8745,12
F,0.38,0.59,12
I,0.325,0.3285,12
F,0.565,2.1275,12
F,0.495,1.1085,12
F,0.38,0.507,12
F,0.515,1.6185,12
F,0.615,2.2635,12
M,0.385,0.4775,12
F,0.575,1.6705,12
M,0.5,1.3705,12
F,0.44,0.8425,12
F,0.44,0.865,12
M,0.46,0.8395,12
F,0.49,1.137,12
M,0.505,1.34,12
F,0.515,1.494,12
F,0.41,0.807,12
I,0.485,1.154,12
M,0.44,0.6765,12
M,0.6,2.302,12
M,0.5,1.098,12
M,0.525,1.195,12
F,0.435,0.631,12
F,0.55,1.3905,12
M,0.36,0.567,12
M,0.51,1.1505,12
F,0.565,2.119,12
F,0.51,1.6195,12
M,0.465,1.274,12
M,0.48,1.266,12
F,0.5,1.12,12
F,0.455,1.161,12
M,0.47,1.1735,12
M,0.63,2.7795,12
M,0.51,1.4865,12
I,0.42,0.816,12
F,0.5,1.312,18
F,0.45,0.9555,18
F,0.475,1.162,18
F,0.54,1.571,18
M,0.315,0.3525,18
F,0.5,1.4155,18
M,0.41,0.873,18
F,0.35,0.494,18
I,0.37,0.4775,18
M,0.525,1.338,18
M,0.475,1.0295,18
F,0.48,0.957,18
M,0.505,1.4435,18
F,0.53,1.428,18
M,0.51,1.156,18
F,0.455,0.8365,18
F,0.45,1.0475,18
F,0.405,0.6735,18
M,0.5,1.642,18
M,0.455,0.9065,18
F,0.405,0.98,18
M,0.395,0.6815,18
I,0.38,0.673,18
I,0.49,1.3165,18
M,0.505,1.6305,18
M,0.475,1.616,18
M,0.53,1.3185,18
M,0.49,1.227,18
F,0.525,1.3665,18
F,0.525,1.8085,18
F,0.455,0.8205,18
M,0.54,1.959,18
M,0.435,0.973,18
F,0.585,1.966,18
F,0.49,1.3065,18
F,0.485,1.0915,18
M,0.485,1.489,18
I,0.45,0.9315,13
M,0.45,1.068,13
F,0.385,0.768,13
F,0.475,1.151,13
M,0.375,0.5795,13
M,0.485,1.2675,13
M,0.54,1.74,13
M,0.56,1.724,13
M,0.535,1.6445,13
I,0.345,0.425,13
F,0.39,0.612,13
F,0.35,0.56,13
F,0.575,2.226,13
I,0.355,0.4935,13
F,0.465,1.1005,13
F,0.415,0.7155,13
F,0.485,1.222,13
M,0.53,1.388,13
I,0.475,0.967,13
M,0.505,1.5275,13
F,0.4,0.8085,13
F,0.575,1.9335,13
F,0.465,0.908,13
M,0.41,0.93,13
F,0.485,1.2315,13
M,0.255,0.2145,13
M,0.58,2.0885,13
F,0.38,0.584,13
I,0.39,0.6275,13
M,0.475,1.325,13
M,0.44,1.116,13
M,0.415,0.88,13
M,0.44,0.9025,13
F,0.51,1.456,13
F,0.375,0.5885,13
F,0.3,0.265,13
M,0.605,2.173,13
F,0.435,0.8155,13
F,0.45,0.8075,13
M,0.4,0.955,13
F,0.525,1.277,13
F,0.475,1.0385,13
I,0.4,0.659,13
M,0.41,0.696,13
M,0.42,0.9745,13
F,0.505,1.129,13
M,0.52,1.343,13
I,0.38,0.515,13
F,0.51,1.189,13
F,0.545,1.5395,13
F,0.5,1.359,13
M,0.4,0.825,13
M,0.46,0.921,13
M,0.605,2.4925,13
M,0.41,0.625,13
F,0.495,1.285,13
F,0.4,0.6635,13
M,0.525,1.402,13
M,0.43,0.7575,13
F,0.555,1.925,13
M,0.545,1.7375,13
M,0.49,1.145,13
F,0.52,1.32,13
F,0.41,0.8285,13
I,0.345,0.366,13
M,0.465,1.115,13
M,0.38,0.656,13
M,0.515,1.221,13
M,0.535,1.65,13
M,0.465,1.056,13
F,0.4,0.8045,13
M,0.47,1.7855,13
I,0.46,1.066,13
M,0.47,1.1415,13
F,0.55,1.689,13
M,0.435,0.9815,13
M,0.49,1.218,13
F,0.5,1.146,13
F,0.42,0.868,13
M,0.48,1.229,13
F,0.4,0.5735,13
I,0.5,1.489,13
F,0.495,1.366,13
M,0.345,0.5795,13
M,0.5,1.273,13
F,0.35,0.487,13
F,0.415,0.764,13
M,0.58,1.8995,13
M,0.42,0.769,13
F,0.45,1.098,13
F,0.415,0.8325,13
F,0.525,1.352,13
F,0.52,1.472,13
F,0.575,1.7975,13
F,0.4,0.541,13
M,0.525,1.587,13
M,0.55,1.6245,13
M,0.355,0.4745,13
F,0.445,0.8525,13
M,0.515,1.5415,13
I,0.4,0.745,13
F,0.55,1.551,13
F,0.565,2.037,13
F,0.5,1.2785,13
F,0.43,0.8025,13
F,0.46,0.994,13
M,0.48,1.0765,13
F,0.375,0.501,13
M,0.515,1.8445,13
F,0.5,1.1845,13
M,0.49,1.2105,13
M,0.455,1.0575,13
F,0.515,1.4005,13
F,0.35,0.5425,13
M,0.425,0.9175,13
F,0.55,1.6365,13
F,0.525,1.8185,13
M,0.38,0.6385,13
M,0.43,0.9295,13
F,0.31,0.3095,13
M,0.54,1.7885,13
M,0.425,0.7665,13
M,0.425,0.739,13
M,0.435,0.8915,13
F,0.35,0.384,13
M,0.42,1.008,13
F,0.475,0.8595,13
F,0.485,1.166,13
F,0.53,1.326,13
M,0.55,1.523,13
M,0.415,0.6885,13
M,0.465,1.195,13
F,0.455,0.9075,13
M,0.355,0.5255,13
M,0.51,1.68,13
M,0.42,0.8465,13
I,0.48,1.097,13
F,0.46,1.124,13
I,0.4,0.66,13
I,0.42,0.711,13
M,0.405,1.2705,13
M,0.345,0.3865,13
M,0.455,1.156,13
F,0.445,1.1325,13
F,0.39,0.6355,13
M,0.415,0.8245,13
F,0.45,1.2225,13
I,0.325,0.3675,13
F,0.525,1.449,13
M,0.545,1.5715,13
M,0.48,1.1595,13
I,0.385,0.683,13
F,0.455,1.1365,13
F,0.55,1.7095,13
M,0.4,0.77,13
F,0.545,1.933,13
M,0.55,2.125,13
F,0.335,0.444,13
F,0.36,0.4995,13
M,0.525,1.2835,13
I,0.47,0.939,13
M,0.53,1.4135,13
F,0.42,0.9845,13
F,0.495,1.0915,13
F,0.495,1.234,13
I,0.485,1.1785,13
F,0.425,0.717,13
I,0.34,0.4895,13
I,0.49,0.9885,13
F,0.545,1.707,13
M,0.405,0.792,13
M,0.47,1.1235,13
M,0.42,0.879,13
M,0.515,1.259,13
M,0.575,2.21,13
M,0.44,0.9615,13
M,0.445,0.836,13
M,0.475,0.857,13
F,0.5,1.053,13
F,0.52,1.406,13
F,0.365,0.385,13
F,0.355,0.458,13
M,0.395,0.592,13
I,0.27,0.2985,5
I,0.205,0.1055,5
I,0.22,0.1285,5
I,0.21,0.1115,5
I,0.275,0.2815,5
M,0.135,0.0305,5
I,0.175,0.07,5
I,0.205,0.106,5
I,0.19,0.086,5
I,0.21,0.1075,5
I,0.3,0.2855,5
I,0.225,0.1055,5
I,0.205,0.181,5
I,0.22,0.1235,5
I,0.2,0.1,5
I,0.13,0.1585,5
I,0.195,0.1065,5
I,0.15,0.0465,5
I,0.135,0.027,5
I,0.175,0.0645,5
I,0.19,0.0835,5
I,0.24,0.1575,5
I,0.18,0.073,5
I,0.23,0.1145,5
M,0.14,0.035,5
I,0.23,0.15,5
I,0.17,0.0545,5
F,0.225,0.14,5
F,0.27,0.1885,5
I,0.185,0.088,5
I,0.17,0.0475,5
I,0.205,0.1055,5
I,0.265,0.196,5
I,0.25,0.166,5
M,0.205,0.1165,5
I,0.25,0.1405,5
I,0.2,0.092,5
I,0.34,0.369,5
I,0.29,0.2675,5
M,0.115,0.024,5
I,0.21,0.101,5
I,0.15,0.042,5
I,0.23,0.1375,5
I,0.185,0.071,5
I,0.32,0.2905,5
I,0.265,0.2015,5
I,0.19,0.0815,5
I,0.255,0.1985,5
M,0.21,0.0905,5
I,0.135,0.033,5
I,0.28,0.228,5
I,0.21,0.0965,5
F,0.275,0.2405,5
